from_stop,AE,AG,AL,AO,AS,BA,BC,BQ,BU,BZ,CD,CI,CP,CX,DD,DE,DN,DS,EE,EF,EG,EH,EN,EO,ER,EU,EW,FM,FQ,FR,FT,FV,GI,GL,GS,GY,HF,HH,HI,HM,HS,HU,HX,ID,IF,IJ,IQ,IZ,JD,JI,JJ,JK,JM,JN,JO,JP,JQ,KB,KE,KK,KR,KW,KX,KY,LB,LI,LK,LU,MM,MS,MW,NB,NI,NL,NM,NO,NQ,NW,OA,OG,PB,PD,PL,QB,QS,QU,RC,RM,RN,RP,SA,SB,SH,SN,SS,SV,SZ,TA,TB,TL,TX,TY,UG,UI,UP,UY,VG,VP,WG,WH,WK,WL,WU,XG,XJ,XN,XP,XQ,XU,XV,XW,YN,YU,ZD,ZF,ZL,ZU,ZW,ZY
UG,428.3,110.7,253.0,250.7,380.3,559.1,249.2,579.5,313.6,342.6,220.9,613.9,409.5,138.3,565.3,334.2,365.1,343.3,134.9,85.0,268.0,427.3,445.4,160.0,356.7,544.3,605.5,472.9,393.3,421.3,192.1,131.6,1191.2,179.4,444.1,274.4,534.2,373.0,337.1,456.2,293.0,385.3,644.7,200.7,337.0,469.6,464.3,138.0,656.5,154.6,401.5,325.2,297.8,90.9,176.0,322.9,276.6,105.4,274.8,118.5,260.2,417.5,665.6,601.8,300.6,630.5,519.0,179.7,285.3,303.5,103.6,96.6,518.1,187.9,454.1,253.1,664.0,359.7,193.2,583.1,311.7,249.0,293.1,480.3,184.4,318.3,193.2,384.9,552.8,382.4,72.2,385.4,353.1,561.1,471.2,532.7,526.9,259.3,501.0,513.1,157.5,436.9,0.0,375.5,111.2,219.2,269.6,375.3,455.4,524.4,275.7,125.7,277.6,176.9,48.8,573.2,243.7,130.3,169.2,201.9,355.8,112.0,450.3,351.6,359.5,435.2,60.4,316.8,466.6
UI,275.7,311.6,224.3,221.4,230.6,452.0,177.7,435.0,284.9,179.3,368.5,433.4,348.2,481.1,373.3,262.7,245.8,100.5,294.4,383.5,261.2,31.0,253.4,411.5,19.8,359.2,550.2,298.4,214.1,308.4,239.3,240.5,1066.2,327.0,102.8,202.9,342.2,237.9,157.6,264.2,221.5,79.3,608.4,247.9,127.7,277.6,272.3,310.1,548.7,236.7,294.2,161.9,640.6,328.0,331.4,253.7,619.4,234.4,617.6,319.4,603.0,276.0,557.8,494.0,209.2,594.2,327.0,522.5,173.0,85.6,304.5,395.1,326.1,204.9,294.5,595.9,627.7,347.7,340.8,438.6,115.3,162.0,201.7,375.8,193.0,661.1,184.5,323.9,370.0,203.2,415.0,211.6,173.9,369.1,279.2,496.4,422.4,142.9,396.5,364.2,266.4,95.6,342.7,0.0,454.0,175.2,143.5,196.1,263.4,332.4,184.1,350.5,217.0,215.2,347.3,536.9,586.5,265.9,222.9,544.7,367.6,349.1,258.3,257.8,283.7,323.1,358.9,245.3,362.1
UP,468.8,151.2,293.5,289.9,420.8,599.6,289.7,620.0,354.1,381.8,260.1,654.4,450.0,177.5,605.8,374.7,405.6,383.8,175.4,195.3,307.2,466.5,485.9,199.2,446.1,584.8,646.0,513.4,433.8,461.8,232.6,172.1,1231.7,218.6,483.3,314.9,574.7,413.5,376.2,496.7,333.5,424.5,685.2,241.2,377.5,510.1,504.8,255.5,697.0,195.1,442.0,364.4,337.0,131.4,216.5,363.4,315.8,145.9,314.0,159.0,299.4,458.0,706.1,642.3,339.8,671.0,559.5,218.9,325.8,344.0,229.4,188.9,558.6,228.4,494.6,292.3,704.5,400.2,232.4,623.6,417.9,289.5,332.3,520.8,224.9,357.5,233.7,425.4,593.3,422.9,111.4,425.9,393.6,601.6,511.7,573.2,567.4,299.8,541.5,553.6,198.0,476.1,39.1,464.9,0.0,259.7,310.1,415.8,495.9,564.9,316.2,236.0,316.8,217.4,89.3,613.7,282.9,170.8,209.7,241.1,396.3,229.5,490.8,392.1,400.0,475.7,100.9,357.3,507.1
UY,280.1,121.5,212.9,141.5,238.2,523.9,203.3,458.4,273.5,156.0,208.5,496.5,305.7,366.2,447.9,315.9,253.4,175.5,179.5,268.6,181.3,225.2,345.4,253.2,174.9,413.6,454.1,321.8,221.7,273.1,94.8,137.8,1073.8,167.0,224.7,264.1,410.3,242.2,118.9,308.0,274.5,198.7,616.1,103.4,153.3,321.4,367.8,150.1,623.3,57.8,253.5,138.6,525.7,213.1,156.1,306.7,504.5,131.7,502.7,155.8,488.1,266.4,632.4,568.6,128.7,601.9,401.6,407.6,117.3,135.7,130.2,218.9,400.7,30.6,303.0,481.0,635.4,273.5,180.8,465.7,110.0,53.1,121.2,361.3,86.3,546.2,153.1,287.6,424.4,210.8,300.1,219.2,183.9,443.7,333.6,504.1,407.9,40.0,382.0,395.7,163.7,217.5,227.8,194.1,339.1,0.0,67.9,197.6,358.6,386.8,92.0,210.6,141.1,39.9,232.4,544.6,471.6,90.6,47.6,429.8,326.9,234.2,312.7,265.4,298.1,271.1,244.0,298.3,347.6
VG,228.6,214.0,198.4,142.6,186.7,475.1,151.8,410.6,259.0,88.0,262.1,445.0,263.7,383.5,396.4,264.2,201.9,124.0,196.8,285.9,182.4,157.2,297.1,306.8,107.3,362.1,506.2,270.3,170.2,221.6,148.4,142.9,1022.3,220.6,156.7,204.4,345.1,194.0,66.3,256.5,223.0,130.7,564.6,157.0,101.8,269.9,316.0,203.7,571.8,115.0,202.0,70.6,543.0,230.4,209.7,255.2,521.8,136.8,520.0,209.4,505.4,214.9,580.9,517.1,127.9,550.4,350.1,424.9,99.7,139.5,206.9,297.5,349.2,83.2,251.5,498.3,583.9,222.0,234.4,414.2,42.0,58.2,120.4,309.8,91.4,563.5,158.6,231.7,372.9,159.3,317.4,167.7,130.0,392.2,282.1,452.6,356.4,63.1,330.5,344.2,168.8,149.5,245.1,126.1,356.4,53.5,0.0,152.2,307.1,335.3,40.5,244.1,125.7,93.5,249.7,493.1,488.9,144.2,101.2,447.1,275.4,251.5,261.2,213.9,239.8,217.5,261.3,246.8,296.1
VP,82.4,314.5,164.0,273.7,100.6,366.3,232.9,300.8,202.0,231.6,386.7,338.9,108.0,484.0,290.3,178.1,128.8,132.8,297.3,386.4,313.5,196.1,163.2,431.4,146.2,215.9,296.5,124.1,84.1,75.4,273.0,243.4,916.2,345.2,155.1,118.3,212.6,104.6,209.9,110.3,136.9,174.1,418.4,281.6,130.6,123.7,169.8,328.3,465.7,236.0,55.8,214.2,643.5,330.9,334.3,169.1,622.3,237.3,620.5,322.3,605.9,68.7,474.8,418.4,261.5,404.2,244.0,525.4,225.3,93.0,307.4,398.0,243.1,208.8,105.3,598.8,437.7,109.3,359.0,308.1,167.6,164.9,254.0,163.6,195.9,664.0,196.7,95.2,226.7,73.2,417.9,21.5,18.9,286.1,135.9,306.4,210.2,145.8,184.3,238.1,269.3,147.9,345.6,165.0,456.9,178.1,195.6,0.0,160.9,189.1,219.7,368.7,269.3,218.1,350.2,346.9,589.4,263.6,225.8,547.6,129.2,352.0,114.4,117.0,141.2,73.4,361.8,160.7,149.9
WG,104.6,473.5,284.6,442.5,205.9,275.9,353.5,241.2,182.2,367.8,609.1,260.0,116.2,638.7,199.9,289.2,190.7,301.7,452.0,541.1,482.3,365.0,121.1,644.5,315.1,119.5,227.5,66.4,234.7,137.3,441.9,398.1,1085.1,567.6,324.0,286.9,116.2,201.9,366.1,96.3,305.5,343.0,328.7,450.5,299.5,45.6,8.9,532.7,375.3,408.5,141.1,350.4,798.2,485.6,534.5,262.2,792.3,392.0,775.2,477.0,760.6,122.9,384.4,320.6,427.8,314.5,153.6,680.1,401.0,261.9,462.1,552.7,152.7,377.7,81.2,753.5,348.0,171.2,581.4,244.8,336.5,333.8,420.3,143.8,364.8,818.7,317.3,157.1,130.3,241.8,572.6,141.8,187.7,195.7,50.2,216.7,190.4,314.7,164.5,190.8,424.0,316.8,500.3,333.9,611.6,347.0,364.5,168.8,0.0,92.7,388.6,576.9,425.6,387.0,504.9,257.2,744.1,432.5,394.7,702.3,209.1,506.7,71.7,178.9,209.9,89.2,516.5,271.8,130.1
WH,264.9,492.2,307.6,583.2,322.4,234.1,376.5,203.0,205.2,508.5,632.1,215.5,207.8,661.7,155.4,312.2,307.2,399.9,475.0,564.1,623.0,463.2,309.3,667.5,413.3,212.4,196.7,242.9,351.2,297.6,541.8,421.1,1016.6,590.6,422.2,385.4,9.7,315.1,506.9,252.1,404.0,441.2,235.9,550.4,397.7,200.1,328.2,555.7,247.7,508.4,234.2,491.1,821.2,508.6,557.5,285.2,800.0,415.0,798.2,500.0,783.6,227.1,256.8,193.0,567.3,221.7,86.6,703.1,492.4,360.1,485.1,575.7,141.0,478.2,257.7,776.5,255.2,287.7,604.4,206.6,434.7,432.0,559.8,148.4,448.2,841.7,334.0,263.9,37.5,340.3,595.6,240.0,289.2,105.2,206.0,123.9,195.0,412.9,169.1,128.3,447.0,415.0,523.3,432.1,634.6,483.0,462.7,258.7,319.3,0.0,486.8,604.8,566.3,486.9,527.9,164.4,767.1,511.8,494.6,725.3,257.2,529.7,226.9,295.4,321.8,189.3,539.5,294.8,212.4
WK,188.0,245.1,157.8,250.3,146.1,431.8,111.2,366.3,218.4,214.3,317.3,404.4,223.1,414.6,355.8,223.6,161.3,83.4,227.9,317.0,290.1,146.7,253.3,362.0,96.8,321.5,362.0,229.7,129.6,181.0,203.6,174.0,981.7,275.8,105.7,163.8,318.2,150.1,192.6,215.9,182.4,124.7,524.0,212.2,61.2,229.3,275.7,258.9,531.2,166.6,161.4,196.9,574.1,261.5,264.9,214.6,552.9,167.9,551.1,252.9,536.5,174.3,540.3,483.9,237.5,509.8,309.5,456.0,226.1,43.6,238.0,328.6,308.6,139.4,210.9,529.4,543.7,181.4,289.6,373.6,168.3,95.5,230.0,269.2,126.5,599.6,118.0,195.5,332.3,119.2,348.5,127.1,91.8,351.6,241.5,412.0,315.8,76.4,289.9,303.6,199.9,98.5,276.2,115.6,387.5,108.7,126.2,105.5,266.5,294.7,0.0,299.3,249.9,148.7,280.8,452.5,520.0,194.2,156.4,478.2,234.8,282.6,220.0,173.3,199.2,179.0,292.4,206.2,255.5
WL,424.8,124.0,363.4,153.3,382.9,671.8,352.9,608.0,424.0,240.3,116.7,655.1,458.0,94.9,595.0,458.5,398.1,339.5,285.7,112.7,165.7,325.0,473.2,55.8,302.7,558.3,620.7,466.5,364.5,417.8,153.1,240.1,1218.5,77.1,341.8,398.7,553.1,385.0,232.8,450.8,417.3,283.0,755.1,161.7,298.0,499.3,492.1,139.5,768.5,157.2,398.2,222.9,293.7,217.5,137.0,451.4,274.4,220.7,304.7,141.2,290.1,411.1,779.5,713.8,203.2,740.9,548.7,240.9,264.7,324.6,134.6,129.0,547.8,196.2,447.7,250.9,772.5,418.2,89.0,610.4,279.3,272.4,195.7,506.0,305.6,334.9,301.7,430.4,567.2,356.5,113.3,362.0,326.7,588.9,478.3,643.1,552.6,262.0,531.6,540.4,267.9,334.6,107.0,323.4,67.8,228.7,286.6,340.4,490.0,531.5,234.8,0.0,175.3,186.3,201.6,688.5,226.4,132.9,173.7,243.0,471.6,187.6,455.5,410.1,440.9,420.7,213.2,456.4,492.3
WU,344.8,157.5,300.1,16.8,302.9,547.8,253.5,530.8,360.7,127.9,229.5,529.2,379.9,270.3,469.1,338.5,318.1,176.3,206.1,295.2,56.6,179.1,349.2,203.2,129.2,455.0,622.4,386.5,286.4,337.8,82.3,259.1,1138.5,188.0,178.6,278.7,438.0,310.2,59.4,372.7,297.3,170.6,680.8,90.9,203.5,373.4,368.1,171.1,644.5,106.0,318.2,110.5,471.0,239.7,200.7,329.5,449.8,169.0,480.1,182.4,465.5,331.1,653.6,589.8,87.2,666.6,422.8,434.2,163.6,161.4,166.2,239.9,421.9,130.8,367.7,426.3,700.1,338.2,201.8,534.4,105.9,174.4,79.7,426.0,207.6,453.7,260.3,347.9,465.8,275.5,326.7,283.9,246.2,464.9,375.0,568.8,472.6,179.3,446.7,460.0,285.0,171.4,254.4,148.0,243.2,162.2,116.1,268.4,359.2,428.2,156.7,211.5,0.0,119.8,259.0,609.3,401.8,135.2,112.1,456.4,360.1,260.8,354.1,330.1,356.0,333.7,270.6,321.1,412.3
XG,309.4,81.5,250.0,101.5,267.5,553.2,232.6,491.4,310.6,186.6,168.5,525.8,344.5,326.2,477.2,345.2,282.7,204.8,139.5,228.6,141.3,254.5,377.9,213.2,204.6,442.9,483.4,351.1,251.0,302.4,54.8,180.2,1103.1,127.0,254.0,293.4,439.6,271.5,134.8,337.3,303.8,229.3,645.4,63.4,182.6,350.7,396.8,110.1,652.6,17.8,282.8,169.2,485.7,173.1,116.1,336.0,464.5,102.4,462.7,115.8,448.1,295.7,661.7,605.3,144.6,631.2,430.9,367.6,133.2,165.0,90.2,178.9,430.0,9.8,332.3,441.0,664.7,302.8,140.8,495.0,152.4,95.5,137.1,390.6,128.7,506.2,209.4,316.9,453.7,240.1,260.1,248.5,213.2,473.0,362.9,533.4,437.2,82.4,411.3,425.0,206.1,246.8,187.8,223.4,299.1,42.3,110.3,226.9,387.9,416.1,121.3,170.6,101.1,0.0,192.4,573.9,431.6,50.6,7.7,389.8,356.2,194.2,341.4,294.7,320.6,300.4,204.0,327.6,376.9
XJ,453.9,105.1,317.0,230.2,412.0,690.0,313.2,625.5,377.6,322.1,190.7,659.9,489.0,254.1,611.3,398.4,427.2,349.3,198.9,36.1,247.5,406.8,488.2,139.5,386.4,597.2,617.5,495.6,395.5,446.9,182.2,195.6,1237.2,149.2,423.6,338.4,593.9,416.0,316.5,481.8,357.0,364.8,708.7,190.8,327.1,515.6,510.3,114.3,720.5,144.7,427.3,304.7,413.6,171.1,166.1,386.9,392.4,169.4,390.6,108.6,376.0,440.2,729.6,665.8,280.1,694.5,565.0,295.5,300.3,309.5,88.2,47.7,564.1,176.9,476.8,368.9,728.0,447.3,163.0,629.1,360.7,262.6,272.6,535.1,248.4,434.1,257.2,461.4,608.0,384.6,188.0,393.0,357.7,607.1,517.2,596.7,581.7,249.5,555.8,559.1,221.5,416.4,115.7,405.2,227.0,209.4,259.7,371.4,501.4,570.4,265.8,96.9,257.1,167.0,0.0,637.2,359.5,120.4,159.3,317.7,419.8,88.3,496.3,439.2,465.1,444.9,11.6,394.2,521.4
XN,412.3,643.9,455.0,706.9,469.8,232.9,523.9,242.3,352.6,632.2,779.5,240.7,355.2,809.1,180.6,459.6,454.6,547.3,622.4,711.5,746.7,610.6,456.4,814.9,560.7,359.8,208.2,376.0,498.6,445.0,689.2,568.5,964.3,738.0,569.6,532.8,354.9,465.8,630.5,405.9,551.4,588.6,155.4,697.8,545.1,347.5,475.3,703.1,94.6,652.2,381.6,614.8,968.6,656.0,704.9,432.6,962.7,562.4,945.6,647.4,931.0,374.5,103.7,179.7,692.2,57.2,258.4,850.5,714.8,507.5,632.5,723.1,294.8,624.5,390.8,923.9,171.9,435.1,751.8,245.9,650.3,579.4,684.7,295.8,595.6,994.1,481.4,421.0,294.0,488.2,743.0,387.4,433.3,259.0,359.8,183.1,342.4,560.3,316.5,270.0,594.4,562.4,670.7,579.5,782.0,630.4,660.5,414.4,466.4,331.4,701.1,752.2,690.0,634.3,675.3,0.0,914.5,659.2,642.0,872.7,404.6,677.1,380.7,442.8,476.0,334.8,686.9,455.6,359.8
XP,621.0,303.4,445.7,384.2,573.0,751.8,441.9,772.2,506.3,476.1,354.4,806.6,602.2,271.8,758.0,526.9,557.8,536.0,327.6,277.7,401.5,560.8,638.1,293.5,540.4,737.0,798.2,665.6,586.0,614.0,384.8,324.3,1383.9,312.9,577.6,467.1,726.9,565.7,470.6,648.9,485.7,518.8,837.4,393.4,529.7,662.3,657.0,330.7,849.2,347.3,594.2,458.7,201.6,283.6,368.7,515.6,180.4,298.1,178.6,311.2,164.0,610.2,858.3,794.5,434.1,823.2,711.7,83.5,478.0,496.2,296.3,283.2,710.8,380.6,646.8,156.9,856.7,552.4,326.7,775.8,512.2,441.7,426.6,673.0,377.1,222.1,385.9,577.6,745.5,575.1,192.6,578.1,545.8,753.8,663.9,725.4,719.6,452.0,693.7,705.8,350.2,570.4,192.6,559.2,244.7,411.9,462.3,568.0,648.1,717.1,468.4,318.4,411.1,369.6,241.5,765.9,0.0,323.0,361.9,105.7,548.5,304.7,643.0,544.3,552.2,627.9,253.1,509.5,659.3
XQ,353.2,26.5,261.3,128.7,311.3,597.0,275.1,530.2,321.9,233.2,117.8,569.6,378.8,275.5,521.0,389.0,326.5,248.6,150.8,177.9,172.6,301.1,418.5,162.5,247.1,486.7,525.9,394.9,293.5,346.2,81.5,226.8,1146.9,76.3,300.6,337.2,482.1,315.3,177.2,379.8,346.3,275.9,689.2,90.1,226.4,394.5,440.9,59.4,696.4,28.1,326.6,215.8,440.2,122.4,65.4,379.8,429.1,113.7,412.0,46.1,397.4,339.5,705.5,649.1,187.1,675.0,474.7,322.1,179.8,208.8,39.5,128.2,473.8,56.4,376.1,390.3,708.9,346.6,90.1,538.8,201.5,142.1,179.6,434.4,175.3,460.5,220.7,359.4,496.2,286.8,209.4,291.0,257.0,515.5,406.7,577.2,481.0,129.0,453.8,468.8,252.7,293.4,137.1,270.0,248.4,88.9,156.9,269.4,430.4,459.9,163.8,121.8,132.4,42.4,146.9,616.4,380.9,0.0,38.8,339.1,400.0,143.5,385.2,338.5,371.2,344.2,153.3,384.8,420.7
XU,317.1,73.8,242.3,93.8,275.2,563.6,240.3,499.1,302.9,194.3,160.8,533.5,352.2,318.5,484.9,352.7,290.4,212.5,131.8,220.9,133.6,262.2,385.6,205.5,212.3,450.6,594.7,358.8,258.7,310.1,47.1,187.9,1110.8,119.3,261.7,292.9,433.6,282.5,142.5,345.0,311.5,237.0,653.1,55.7,190.3,358.4,404.5,102.4,660.3,13.7,290.5,176.9,478.0,165.4,108.4,343.7,456.8,94.7,455.0,108.1,440.4,303.4,669.4,605.6,152.3,638.9,438.6,359.9,134.1,172.7,82.5,171.2,437.7,18.6,340.0,433.3,672.4,310.5,133.1,502.7,160.1,103.2,144.8,398.3,136.4,498.5,182.5,320.2,461.4,247.8,252.4,256.2,218.5,480.7,370.6,541.1,444.9,90.1,419.0,432.7,213.8,254.5,180.1,231.1,291.4,50.0,118.0,240.7,395.6,423.8,129.0,142.8,93.4,7.7,184.7,581.6,423.9,42.9,0.0,382.1,363.9,186.5,349.7,302.4,328.3,306.0,196.3,335.3,384.6
XV,737.0,446.8,561.7,487.3,689.0,867.8,557.9,888.2,622.3,579.2,439.5,922.6,718.2,387.8,874.0,642.9,673.8,652.0,443.6,393.7,504.6,663.9,754.1,378.6,643.5,853.0,914.2,781.6,687.3,730.0,474.0,440.3,1499.9,398.0,680.7,583.1,842.9,681.7,573.7,764.9,601.7,621.9,953.4,482.6,618.9,778.3,773.0,460.4,965.2,463.3,710.2,561.8,95.8,399.6,457.9,631.6,74.6,414.1,104.9,462.1,90.3,726.2,974.3,910.5,537.2,939.2,827.7,180.7,594.0,612.2,455.5,399.2,826.8,496.6,762.8,51.1,972.7,668.4,411.8,891.8,593.6,557.7,529.7,789.0,493.1,130.5,501.9,693.6,861.5,676.4,308.6,684.8,647.1,869.8,779.9,841.4,835.6,568.0,809.7,821.8,466.2,673.5,308.6,662.3,360.7,527.9,551.5,669.3,764.1,833.1,557.6,421.5,514.2,485.6,357.5,881.9,190.9,439.0,477.9,0.0,664.5,420.7,759.0,660.3,668.2,734.6,369.1,625.5,775.3
XW,229.6,376.0,191.4,472.3,226.4,233.9,260.3,307.7,89.0,426.7,515.9,311.8,183.8,545.5,297.0,196.0,211.2,327.9,358.8,447.9,512.1,391.2,274.0,551.3,341.3,208.0,280.3,247.2,255.2,262.3,425.6,304.9,1166.0,474.4,350.2,285.5,207.8,219.1,441.2,264.0,304.1,369.2,319.5,434.2,317.8,139.7,292.9,439.5,331.3,392.2,175.8,409.3,705.0,392.4,441.3,169.0,683.8,298.8,682.0,383.8,667.4,191.8,340.4,276.6,451.1,305.3,256.7,586.9,432.9,288.1,368.9,459.5,287.4,362.0,228.4,660.3,338.8,195.6,488.2,362.3,362.7,396.6,443.6,144.0,332.0,725.5,217.8,171.8,216.5,262.3,479.4,231.5,271.9,257.3,259.0,207.5,190.6,333.0,164.7,298.4,330.8,343.0,407.1,360.1,518.4,366.8,382.8,241.4,284.0,198.0,427.8,488.6,466.9,370.7,411.7,248.0,650.9,395.6,378.4,609.1,0.0,413.5,238.1,197.7,205.6,212.4,423.3,178.6,130.3
YN,403.0,104.1,341.6,237.7,361.1,649.5,326.2,585.0,402.2,329.6,102.3,619.4,438.1,199.4,570.8,438.6,376.3,298.4,263.9,221.5,255.0,414.3,471.5,147.0,316.2,536.5,680.6,444.7,344.6,396.0,131.3,220.2,1196.7,60.8,365.6,378.8,519.5,368.4,246.3,430.9,397.4,372.3,733.3,139.9,276.2,444.3,490.4,25.9,745.1,137.3,376.4,312.2,400.1,195.7,115.2,429.6,378.9,194.0,409.2,119.4,394.6,389.3,754.2,690.4,287.6,719.1,524.5,360.5,238.0,258.6,112.8,112.7,523.6,170.6,425.9,355.4,752.6,396.4,74.6,588.6,250.9,250.6,280.1,484.2,283.8,439.4,281.8,406.1,547.3,333.7,253.0,342.1,304.4,566.6,456.5,621.3,530.8,242.1,504.9,518.6,246.1,358.4,180.7,335.0,172.3,202.0,208.8,326.6,481.5,509.7,214.9,84.3,195.6,159.6,185.3,661.8,330.9,113.0,151.9,382.7,449.8,0.0,435.6,388.3,414.2,391.9,196.9,421.2,470.5
YU,54.6,447.4,258.5,370.7,161.3,305.5,326.8,273.4,181.5,296.6,582.4,289.6,124.8,612.6,229.5,263.3,146.1,256.8,425.9,515.0,411.1,320.1,49.9,531.1,269.6,100.8,257.7,65.7,190.1,87.3,397.0,371.4,1040.2,541.5,279.1,250.5,97.5,156.7,294.4,25.1,260.9,298.1,310.0,405.6,254.6,44.9,72.3,506.6,321.8,360.0,73.1,279.2,771.5,458.9,457.7,236.1,766.2,365.3,749.1,450.9,734.5,54.9,330.9,274.5,356.0,295.8,160.7,653.4,379.2,217.0,436.0,526.6,191.5,332.8,73.4,727.4,329.7,126.6,554.7,280.7,317.2,288.9,348.5,143.1,319.9,797.6,291.2,111.9,112.2,200.1,546.5,96.9,142.8,179.9,20.8,198.0,189.7,269.2,163.8,202.4,397.9,271.9,474.2,289.0,585.5,301.5,324.9,123.3,62.5,74.0,343.7,505.7,354.4,341.5,478.2,238.5,718.0,387.6,349.8,676.2,146.5,480.6,0.0,134.3,165.3,88.5,490.4,259.1,129.4
ZD,92.9,338.2,153.6,342.7,26.9,304.2,222.5,373.5,121.0,300.6,478.1,416.7,62.8,507.7,356.6,167.7,11.7,201.8,321.0,410.1,382.5,265.1,171.0,513.5,215.2,236.0,350.6,138.8,55.7,85.9,387.8,267.1,985.2,436.6,224.1,107.9,219.0,19.6,278.9,120.8,126.5,243.1,389.8,396.4,199.6,180.1,189.9,401.7,401.6,354.4,72.8,283.2,667.2,354.6,403.5,158.7,646.0,261.0,644.2,346.0,629.6,88.8,410.7,346.9,330.5,375.6,295.9,549.1,294.3,162.0,331.1,421.7,309.4,324.2,120.0,622.5,409.1,8.1,450.4,377.1,236.6,233.9,323.0,145.7,294.2,687.7,180.0,33.3,246.8,62.8,441.6,50.0,91.1,314.5,156.0,277.8,192.3,214.8,166.4,307.1,293.0,216.9,369.3,234.0,480.6,247.1,264.6,60.6,181.0,209.2,288.7,450.8,338.3,332.9,373.9,318.3,613.1,357.8,340.6,571.3,92.5,375.7,135.1,0.0,24.1,99.8,385.5,150.3,132.0
ZF,68.7,363.6,208.8,318.5,148.3,421.0,277.7,345.6,206.3,276.4,424.7,383.7,112.3,528.8,345.0,250.3,133.1,177.6,342.1,431.2,358.3,240.9,156.2,469.4,184.2,219.1,334.5,114.6,128.9,61.7,317.8,288.2,961.0,390.0,199.9,171.3,209.0,137.5,247.8,96.6,174.9,218.9,422.7,326.4,175.4,163.2,178.6,373.1,434.5,280.8,60.1,259.0,688.3,368.9,379.1,223.1,682.4,282.1,665.3,367.1,650.7,73.0,443.6,387.2,306.3,408.5,279.0,570.2,270.1,137.8,352.2,442.8,297.8,253.6,95.8,643.6,442.4,113.6,403.8,352.9,214.9,209.7,298.8,167.9,240.7,713.8,241.5,99.5,229.9,120.9,462.7,19.0,56.8,290.8,139.1,310.7,214.5,183.8,188.6,282.9,314.1,192.7,390.4,209.8,501.7,216.1,240.4,37.9,169.4,192.3,257.7,492.7,314.1,256.1,395.0,344.4,634.2,308.4,270.6,592.4,133.5,396.8,117.6,121.3,0.0,77.7,406.6,225.9,154.2
ZL,77.4,419.8,230.9,353.3,134.9,256.6,299.8,282.7,128.5,311.2,555.4,305.2,62.5,585.0,245.1,235.5,119.7,212.4,398.3,487.4,393.1,275.7,121.8,590.8,225.8,135.3,272.7,95.0,163.7,110.1,352.6,344.4,995.8,513.9,234.7,197.9,132.0,130.9,289.5,111.8,216.5,253.7,344.9,361.2,210.2,50.2,140.7,479.0,356.7,315.6,46.7,293.8,744.5,431.9,413.9,208.5,738.6,338.3,721.5,423.3,706.9,39.6,365.8,309.4,341.1,330.7,195.2,626.4,304.9,172.6,408.4,499.0,197.9,288.4,76.2,699.8,364.6,100.2,527.7,290.0,247.2,244.5,333.6,90.1,275.5,770.0,257.3,86.1,146.1,153.3,518.9,52.5,98.4,213.8,106.8,232.9,136.7,225.4,110.8,236.0,370.3,227.5,446.6,244.6,557.9,257.7,275.2,79.5,131.8,108.5,299.3,548.9,348.9,297.7,451.2,273.4,690.4,348.4,305.4,648.6,120.1,453.0,85.9,107.9,132.1,0.0,462.8,231.5,76.4
ZU,442.3,89.2,305.4,218.6,400.4,678.4,301.6,613.9,366.0,310.5,179.1,648.3,477.4,242.5,599.7,386.6,415.6,337.7,187.3,24.5,235.9,395.2,479.8,127.9,374.8,585.6,709.5,484.0,383.9,435.3,170.6,184.0,1225.6,137.6,412.0,326.8,568.6,407.7,304.9,470.2,345.4,353.2,697.1,179.2,315.5,504.0,498.7,102.7,708.9,133.1,415.7,293.1,402.0,159.5,154.5,375.3,380.8,157.8,379.0,97.0,364.4,428.6,718.0,654.2,268.5,682.9,553.4,283.9,281.9,297.9,76.6,36.1,552.5,166.4,465.2,357.3,716.4,435.7,151.4,617.5,346.6,251.0,261.0,523.5,236.8,422.5,245.6,445.4,596.4,373.0,176.4,381.4,343.7,595.5,505.6,585.1,570.1,237.9,544.2,547.5,209.9,404.8,104.1,393.6,215.4,197.8,248.1,365.9,489.8,558.8,254.2,65.2,245.5,155.4,108.7,625.6,347.9,108.8,147.7,306.1,408.2,76.7,484.7,427.6,453.5,431.2,0.0,369.2,509.8
ZW,132.1,353.5,168.9,449.8,132.8,256.8,224.4,414.1,128.0,420.0,480.0,422.2,99.7,523.0,362.1,17.3,131.0,292.0,322.9,425.4,489.6,355.3,186.7,515.4,318.8,241.5,389.7,163.1,161.6,164.8,389.7,269.0,1068.5,451.9,327.7,226.9,238.2,128.8,418.8,166.5,232.4,333.3,358.5,398.3,295.3,199.0,208.8,417.0,356.9,352.7,91.7,416.0,682.5,356.5,418.8,133.1,676.6,262.9,646.1,361.3,644.9,107.7,366.0,323.0,428.6,330.9,301.4,551.0,417.2,265.6,333.0,423.6,328.3,325.0,130.9,637.8,364.4,98.1,452.3,421.4,326.8,360.7,421.1,169.2,296.1,708.0,195.3,84.0,265.7,171.6,456.9,132.9,171.1,320.0,161.5,233.1,229.2,297.1,203.3,356.5,294.9,320.5,384.6,324.2,482.5,330.9,360.3,152.2,199.9,228.1,391.9,452.7,431.0,334.8,389.2,273.6,615.0,359.7,355.9,586.6,38.9,391.0,140.6,105.8,130.0,130.4,387.4,0.0,168.9
