from_stop,AI,AL,AM,AP,BE,BF,BJ,BK,BL,BM,BU,BX,CC,CP,CT,CW,CY,DB,DL,DV,DW,EE,EG,ES,EV,EX,EY,EZ,FA,FB,FK,FX,FY,GE,GN,GP,GR,HA,HI,HN,HR,HX,IB,IC,IJ,IS,JB,JH,JQ,JS,JX,JZ,KE,KF,KG,KJ,KT,KX,LI,LN,LQ,LV,LX,MF,MG,MH,MN,MP,MT,NB,NL,NM,NR,NU,NV,NY,NZ,OD,OP,OS,OW,OZ,PD,PJ,PK,PT,PV,PW,PZ,QE,QF,QO,QR,QT,QV,RH,RK,RL,RN,RX,RZ,SB,SM,SN,SQ,SR,ST,TD,TF,TJ,TK,TO,TX,TZ,UD,UF,UM,UN,UO,UP,US,UU,VA,VK,VN,VO,VQ,VV,VY,VZ,WC,WF,WI,WN,WO,WT,WV,WW,WZ,XE,XH,XI,XJ,XV,YC,YW,YX,YZ,ZH,ZK,ZM,ZV
PJ,883.0,980.4,931.5,138.2,369.7,269.1,204.4,393.1,370.3,94.9,277.7,106.7,149.4,952.7,169.8,185.0,245.2,555.8,924.7,112.9,118.4,267.3,842.4,686.7,281.0,217.0,640.0,265.6,247.8,217.8,411.3,187.2,76.3,345.8,46.5,267.1,320.4,900.7,233.7,122.4,84.5,160.5,122.4,219.3,366.3,119.8,87.2,205.5,239.3,887.1,752.2,490.6,267.3,432.5,455.5,161.6,947.0,182.1,440.9,744.1,236.7,361.2,906.2,171.3,287.9,242.5,530.6,37.3,144.7,314.7,953.1,222.9,115.5,142.7,201.7,151.6,69.7,155.1,871.4,829.2,212.7,168.3,32.4,0.0,509.3,521.4,363.7,173.4,857.1,683.8,687.3,225.4,167.9,53.8,599.4,352.3,666.9,257.7,143.7,492.4,191.5,248.9,126.2,189.2,663.2,102.0,283.4,53.7,676.4,544.8,168.7,229.3,207.1,327.1,176.9,515.7,440.5,788.3,247.9,110.4,167.7,329.3,269.5,247.1,471.0,90.1,300.3,259.7,815.6,75.2,160.2,149.9,862.1,160.0,770.9,110.2,286.0,891.7,953.7,97.8,353.5,262.1,183.1,235.0,538.2,411.1,283.4,303.9,131.7,157.4,56.4,129.6
PK,614.5,711.9,663.0,595.2,273.3,300.3,352.1,296.2,781.1,452.9,304.1,572.1,407.6,684.2,544.8,640.9,261.1,287.3,752.7,578.3,534.6,701.7,573.9,440.7,323.9,307.3,371.5,328.5,316.9,649.8,314.9,630.3,451.3,193.1,439.7,701.5,731.2,632.2,647.0,587.8,549.9,467.4,587.8,367.2,240.7,386.3,530.3,661.4,639.2,618.6,483.7,222.1,239.3,336.1,119.7,604.7,769.4,366.7,123.6,475.6,678.9,325.1,637.7,614.4,292.5,263.8,262.1,447.3,483.9,228.4,684.6,666.0,571.4,598.6,640.6,583.9,444.7,494.3,596.9,560.7,655.8,614.7,515.8,493.9,0.0,252.9,229.5,622.3,588.6,415.3,428.4,659.8,623.8,482.9,330.9,192.1,420.9,699.9,403.8,223.9,619.9,396.8,580.0,623.4,417.2,567.4,717.8,530.4,407.9,276.3,377.1,268.4,635.5,737.9,625.8,247.2,134.9,519.8,303.2,503.0,377.4,288.3,223.1,264.1,220.5,482.7,255.3,327.6,547.1,433.1,566.7,456.8,593.6,427.6,502.4,565.9,279.7,623.2,696.0,508.6,764.3,244.3,626.2,258.4,269.7,150.1,272.6,714.7,367.7,589.7,499.5,592.3
PT,462.8,583.4,536.8,630.8,374.7,401.7,453.5,398.1,731.4,488.5,405.5,607.7,509.0,532.5,580.4,676.5,362.5,34.3,499.7,613.9,570.2,696.2,422.2,323.9,425.3,408.7,271.2,429.9,418.3,644.3,416.3,665.9,486.9,225.4,475.3,628.2,681.5,480.5,641.5,623.4,585.5,588.7,623.4,468.6,273.0,421.9,565.9,697.0,633.7,534.7,332.0,171.9,340.7,437.5,239.3,640.3,522.0,441.5,224.7,323.9,714.5,426.5,486.0,650.0,393.9,365.2,145.3,482.9,572.9,329.8,532.9,701.6,607.0,634.2,635.1,619.5,480.3,583.3,468.2,395.0,691.4,650.3,551.4,529.5,293.1,0.0,330.9,616.8,436.9,286.9,357.4,654.3,659.4,518.5,304.6,293.5,304.1,735.5,463.8,109.2,655.5,498.2,615.6,617.9,300.4,603.0,644.5,566.0,260.8,161.6,478.5,369.8,671.1,688.2,620.3,197.0,236.0,354.1,404.6,538.6,478.8,389.7,255.4,365.5,272.8,518.3,356.7,429.0,381.4,477.4,602.3,578.1,441.9,529.0,350.7,601.5,381.1,471.5,528.7,544.2,714.6,345.7,661.8,290.7,155.0,251.5,374.0,665.0,403.3,625.3,535.1,627.9
PV,682.4,779.8,730.9,437.8,115.9,124.4,194.7,138.8,623.7,295.5,146.7,414.7,231.7,752.1,387.4,483.5,103.7,355.2,820.6,420.9,377.2,544.3,641.8,508.6,152.2,149.9,439.4,171.1,154.6,492.4,157.5,472.9,293.9,261.0,282.3,544.1,573.8,700.1,489.6,430.4,392.5,291.5,430.4,195.0,341.3,228.9,370.2,504.0,481.8,686.5,551.6,290.0,81.9,176.9,185.8,447.3,837.3,209.3,191.5,543.5,521.5,167.7,705.6,457.0,129.6,106.4,330.0,289.9,291.3,89.0,752.5,508.6,410.9,441.2,481.4,426.5,287.3,318.4,664.8,628.6,498.4,457.3,358.4,336.5,239.6,320.8,0.0,464.9,656.5,483.2,496.3,502.4,466.4,325.5,398.8,89.4,488.8,542.5,235.0,291.8,462.5,228.3,422.6,466.0,485.1,410.0,560.4,373.0,475.8,344.2,219.7,92.5,478.1,580.5,468.4,315.1,202.8,587.7,145.8,345.6,201.5,129.2,244.5,106.7,288.4,325.3,97.9,170.2,615.1,257.2,409.3,280.9,661.5,251.7,570.3,405.7,122.3,691.1,763.9,351.2,606.9,86.9,466.8,210.0,337.6,141.2,115.2,557.3,210.3,435.6,342.1,434.9
PW,1020.6,993.3,946.7,149.8,525.7,441.5,366.8,549.1,210.7,260.8,433.7,118.3,287.0,1028.0,237.3,302.7,396.7,638.9,909.6,124.5,236.0,107.7,919.7,881.1,453.4,389.4,828.4,421.6,420.2,58.2,567.3,145.2,211.1,511.7,237.6,107.5,160.8,1038.3,74.1,103.0,98.8,275.4,103.0,356.8,532.2,279.8,156.0,241.4,79.7,944.6,829.5,656.5,418.8,588.5,621.4,155.8,931.9,338.1,606.8,821.4,196.8,527.1,981.5,156.8,443.9,394.0,702.5,228.4,259.6,487.1,1028.4,77.7,116.1,228.3,61.6,199.3,217.8,270.0,965.7,892.5,188.9,216.0,165.3,194.1,675.2,617.4,515.2,0.0,994.7,844.1,859.7,65.8,283.0,205.3,765.3,524.7,861.3,175.8,319.6,658.3,203.1,390.1,211.8,29.6,857.6,149.7,123.8,186.6,818.0,710.7,340.4,401.7,218.7,167.5,36.8,681.6,606.4,851.6,404.6,225.3,343.6,480.8,435.4,419.5,636.9,205.0,451.8,432.1,878.9,247.6,216.5,264.8,999.7,274.9,848.2,191.3,442.0,967.0,938.6,212.7,193.9,413.6,183.9,400.9,704.1,583.5,434.9,144.3,297.6,205.1,175.9,141.2
PZ,25.8,194.8,145.9,954.3,796.5,665.3,780.3,819.4,1169.7,827.2,779.1,986.9,772.6,167.1,920.2,1005.2,784.3,430.4,249.5,980.7,908.6,1062.6,67.4,350.5,693.1,719.6,364.9,753.5,695.5,1038.4,838.1,989.4,825.6,577.8,814.0,1026.6,1119.8,43.5,1035.6,940.4,924.2,832.4,940.4,735.9,625.4,783.7,878.5,1025.7,1027.8,101.5,132.8,449.3,762.5,859.3,571.0,963.8,252.3,817.2,540.7,163.9,1028.3,848.3,120.6,973.5,789.3,787.0,410.8,821.6,848.9,739.1,167.5,1025.1,913.2,962.9,1029.2,943.0,819.0,859.3,139.0,198.6,1019.9,959.7,881.9,849.4,611.3,396.0,735.5,1010.9,0.0,293.3,282.8,1036.4,988.1,848.5,238.3,663.9,368.3,1007.3,775.9,347.9,979.0,769.2,946.4,1012.0,314.5,967.2,1042.9,946.4,285.9,318.3,787.4,653.7,994.6,1126.5,1014.4,422.4,552.0,135.5,823.8,865.8,742.4,794.5,607.8,718.0,453.6,844.0,765.0,730.6,126.9,798.1,929.8,821.8,4.9,792.6,130.8,935.8,744.6,106.1,178.9,882.9,1152.9,767.5,985.3,643.1,299.4,601.7,795.8,1103.3,801.5,948.8,872.1,963.6
QE,347.2,444.6,395.7,809.7,515.0,520.7,635.7,538.4,854.5,628.8,545.8,748.0,628.0,416.9,720.7,816.8,502.8,262.7,499.3,754.2,710.5,819.3,306.6,195.8,548.5,575.0,174.1,608.9,550.9,767.4,556.6,788.4,627.2,365.7,615.6,751.3,804.6,364.9,764.6,755.8,725.8,687.8,755.8,591.3,413.3,562.2,706.2,837.3,756.8,351.3,216.4,200.1,481.0,577.8,379.6,772.1,502.1,581.8,365.0,208.3,883.7,566.8,370.4,773.7,534.2,505.5,161.6,623.2,704.3,470.1,417.3,789.3,728.6,774.5,758.2,798.4,620.6,714.7,329.6,293.4,827.3,815.1,691.7,669.8,433.4,228.3,471.2,739.9,321.3,0.0,199.5,777.4,799.7,658.8,113.0,433.8,176.0,862.7,631.3,199.3,834.4,624.6,755.9,741.0,172.3,743.3,767.6,706.3,15.8,193.0,642.8,509.1,850.0,811.3,743.4,173.2,357.1,252.5,544.9,678.9,597.8,530.0,395.7,505.8,292.2,658.6,497.0,586.0,279.8,653.5,742.6,677.2,326.3,648.0,235.1,741.8,521.4,355.9,428.7,684.5,837.7,486.0,840.7,431.0,174.1,391.8,514.3,788.1,543.6,804.2,675.4,768.2
QF,293.3,390.7,341.8,764.3,538.3,475.3,590.3,561.7,939.8,634.1,589.1,796.9,582.6,363.0,730.2,815.2,526.1,315.8,445.4,790.7,718.6,872.6,252.7,77.2,503.1,529.6,234.2,563.5,505.5,853.9,579.9,799.4,632.5,371.0,620.9,836.6,889.9,311.0,819.1,750.4,731.1,642.4,750.4,545.9,418.6,593.7,688.5,835.7,811.3,297.4,162.5,260.2,504.3,601.1,364.2,773.8,448.2,627.2,333.9,154.4,838.3,590.1,316.5,783.5,599.3,528.8,221.7,628.5,658.9,549.1,363.4,835.1,723.2,772.9,852.1,753.0,625.9,669.3,270.1,196.9,829.9,769.7,691.9,659.4,404.5,281.4,494.5,794.4,267.4,198.9,0.0,846.4,798.1,658.5,123.7,457.1,148.8,817.3,585.9,233.3,789.0,579.2,756.4,795.5,127.5,777.2,852.9,756.4,172.8,203.7,597.4,463.7,804.6,896.6,797.9,233.3,345.2,156.0,633.8,675.8,552.4,604.5,401.0,528.0,246.8,654.0,575.0,540.6,183.3,608.1,739.8,631.8,272.4,602.6,181.2,745.8,554.6,302.0,374.8,689.8,923.0,509.3,795.3,436.3,184.8,394.9,537.6,873.4,548.9,758.8,680.7,773.6
QO,1007.0,1011.4,964.8,119.6,555.8,473.9,396.9,579.2,144.8,290.9,463.8,134.4,319.4,1076.7,198.2,267.8,426.8,679.8,927.7,128.2,200.4,41.8,966.4,815.2,485.8,421.8,762.5,451.7,452.6,7.4,597.4,124.6,241.2,552.6,259.0,41.6,94.9,1024.7,107.5,123.9,131.2,260.1,120.6,389.2,562.3,309.9,188.4,264.8,86.1,1011.1,876.2,719.6,448.9,616.8,662.3,120.2,950.0,368.2,647.7,868.1,176.2,557.2,1030.2,109.0,474.0,424.1,636.6,249.8,265.7,519.5,1077.1,11.8,148.5,189.2,52.0,164.4,247.9,255.3,989.1,953.2,153.3,181.1,197.7,226.5,716.1,645.4,545.3,66.2,981.1,778.2,833.8,0.0,248.1,237.7,723.4,564.1,795.4,155.2,349.7,616.4,173.1,450.7,172.7,46.4,791.7,146.3,57.9,181.4,752.1,668.8,370.5,434.1,188.3,101.6,69.2,692.7,647.3,912.3,434.7,255.3,373.7,477.4,465.5,450.4,677.8,237.4,481.9,464.5,939.7,280.0,177.4,270.2,986.1,303.2,894.9,156.8,472.1,1015.7,956.7,194.4,128.0,443.7,153.8,431.0,662.2,615.9,465.0,78.4,327.7,173.5,196.2,111.2
QR,1015.6,1113.0,1064.1,131.0,492.4,412.6,333.5,515.3,295.7,227.5,400.4,170.4,271.7,1085.3,75.9,19.6,363.4,688.4,1049.0,164.2,126.6,239.3,975.0,804.7,464.1,360.5,772.6,388.3,391.3,220.6,534.0,194.6,177.8,478.4,221.9,203.3,245.8,1033.3,335.3,198.7,186.1,214.7,198.7,357.7,498.9,246.5,171.9,40.1,299.3,1019.7,884.8,623.2,385.5,555.2,588.1,140.5,1071.3,304.8,573.5,876.7,75.9,493.8,1038.8,150.2,410.6,360.7,663.2,212.7,220.3,477.5,1085.7,201.8,217.1,33.4,220.6,78.0,184.5,209.9,989.4,961.8,161.8,59.0,142.8,175.3,641.9,654.0,481.9,275.0,989.7,816.4,805.3,213.1,0.0,204.5,732.0,495.8,784.9,96.9,286.3,625.0,155.7,387.3,49.0,259.6,781.2,125.9,219.6,121.5,809.0,677.4,307.1,372.8,201.1,252.5,242.7,648.3,573.1,920.9,371.3,209.9,310.3,447.5,402.1,422.3,603.6,189.7,418.5,403.2,948.2,250.6,85.5,224.8,994.7,257.8,903.5,128.9,408.7,1024.3,1078.0,148.4,278.9,380.3,162.0,367.6,670.8,600.3,401.6,229.3,264.3,71.4,191.8,140.3
QT,872.0,969.4,920.5,149.6,348.8,271.7,189.9,371.7,381.7,83.9,256.8,118.1,148.5,941.7,146.6,214.4,219.8,544.8,956.6,124.3,80.5,278.7,831.4,667.3,283.6,219.6,629.0,244.7,250.4,229.2,390.4,199.9,65.3,334.8,35.5,278.5,331.8,889.7,245.1,133.8,95.9,136.9,137.1,214.1,355.3,102.9,99.7,234.9,250.7,876.1,741.2,479.6,241.9,409.8,444.5,174.3,978.9,161.2,429.9,733.1,248.1,350.2,895.2,184.0,267.0,217.1,519.6,26.3,112.7,333.9,942.1,235.6,130.0,172.1,205.3,163.0,58.7,131.5,854.1,818.2,225.4,179.7,61.8,70.6,498.3,510.4,338.3,184.8,846.1,672.8,667.9,236.8,197.3,0.0,588.4,361.9,647.5,269.1,142.7,481.4,202.9,243.7,155.6,200.6,643.8,113.4,294.8,83.1,665.4,533.8,163.5,231.9,218.5,338.5,188.3,504.7,429.5,777.3,227.7,86.8,166.7,270.4,258.5,248.2,460.0,66.5,274.9,265.9,804.7,87.0,122.3,126.3,851.1,136.4,759.9,128.5,265.1,880.7,953.5,56.2,364.9,236.7,193.8,224.0,527.2,413.7,258.0,315.3,120.7,172.1,79.4,141.0
QV,283.5,380.9,332.0,826.7,525.8,537.7,652.7,549.2,865.3,696.5,651.5,859.3,645.0,353.2,792.6,877.6,513.6,192.0,435.6,853.1,781.0,935.0,242.9,230.0,565.5,592.0,126.5,625.9,567.9,778.2,567.4,861.8,694.9,433.4,683.3,762.1,815.4,301.2,775.4,812.8,793.5,704.8,812.8,608.3,481.0,656.1,750.9,898.1,767.6,287.6,152.7,210.9,491.8,588.6,426.6,836.2,438.4,689.6,396.3,144.6,900.7,577.6,306.7,845.9,661.7,516.3,172.4,690.9,721.3,480.9,353.6,897.5,785.6,835.3,769.0,815.4,688.3,731.7,265.9,229.7,892.3,832.1,754.3,721.8,466.9,157.6,482.0,750.7,257.6,84.3,135.8,908.8,860.5,720.9,0.0,444.6,210.1,879.7,648.3,109.5,851.4,641.6,818.8,751.8,207.3,839.6,778.4,818.8,76.9,79.9,659.8,526.1,867.0,822.1,754.2,184.0,407.6,188.8,555.7,738.2,614.8,666.9,463.4,590.4,309.2,716.4,637.4,603.0,216.1,670.5,802.2,694.2,262.6,665.0,171.4,808.2,617.0,292.2,365.0,752.2,848.5,496.8,857.7,498.7,61.0,402.6,525.1,798.9,611.3,821.2,743.1,836.0
RH,663.3,760.7,711.8,486.4,164.5,191.5,243.3,187.4,672.3,344.1,195.3,463.3,298.8,733.0,436.0,532.1,152.3,336.1,801.5,469.5,425.8,592.9,622.7,489.5,215.1,198.5,420.3,219.7,208.1,541.0,206.1,521.5,342.5,241.9,330.9,592.7,622.4,681.0,538.2,479.0,441.1,358.6,482.3,258.4,289.5,277.5,418.8,552.6,530.4,667.4,532.5,270.9,129.7,225.5,166.7,495.9,818.2,257.9,172.4,524.4,570.1,216.3,686.5,505.6,178.2,155.0,310.9,338.5,358.4,119.6,733.4,557.2,459.5,489.8,530.0,475.1,335.9,385.5,645.7,609.5,547.0,505.9,407.0,385.1,220.5,301.7,120.7,513.5,637.4,464.1,477.2,551.0,515.0,374.1,379.7,0.0,469.7,591.1,295.0,272.7,511.1,288.0,471.2,514.6,466.0,458.6,609.0,421.6,456.7,325.1,268.3,159.6,526.7,629.1,517.0,296.0,183.7,568.6,194.4,394.2,268.6,177.8,293.1,155.3,269.3,373.9,146.5,218.8,596.0,324.3,457.9,348.0,642.4,318.8,551.2,454.3,170.9,672.0,744.8,399.8,655.5,135.5,515.4,258.6,318.5,122.1,163.8,605.9,258.9,484.2,390.7,483.5
RK,363.4,460.8,411.9,738.8,531.6,449.8,564.8,555.0,871.1,608.6,563.6,771.4,557.1,433.1,704.7,789.7,519.4,279.3,515.5,765.2,693.1,847.1,322.8,80.0,477.6,504.1,190.7,538.0,480.0,828.4,573.2,773.9,607.0,345.5,595.4,767.9,821.2,381.1,781.2,724.9,705.6,616.9,724.9,520.4,393.1,568.2,663.0,810.2,773.4,367.5,232.6,216.7,497.6,594.4,338.7,748.3,518.3,601.7,308.4,224.5,812.8,583.4,386.6,758.0,573.8,522.1,178.2,603.0,633.4,486.7,433.5,809.6,697.7,747.4,774.8,727.5,600.4,643.8,345.8,309.6,804.4,744.2,666.4,633.9,379.0,244.9,487.8,756.5,337.5,155.4,123.5,820.9,772.6,633.0,190.7,450.4,0.0,791.8,560.4,215.9,763.5,553.7,730.9,757.6,56.5,751.7,784.2,730.9,129.3,268.3,571.9,438.2,779.1,827.9,760.0,189.8,319.7,268.7,561.5,650.3,526.9,579.0,375.5,502.5,221.3,628.5,549.5,515.1,296.0,582.6,714.3,606.3,342.5,577.1,251.3,720.3,529.1,372.1,444.9,664.3,854.3,502.6,769.8,410.8,261.7,408.4,530.9,804.7,523.4,733.3,655.2,748.1
RL,1081.9,1054.6,1008.0,148.2,569.1,479.1,410.2,592.5,198.7,304.2,477.1,195.6,348.4,1089.3,152.6,92.4,440.1,700.2,970.9,189.4,187.4,179.2,981.0,869.1,491.0,427.0,834.6,465.0,457.8,160.5,610.7,97.6,254.5,555.1,289.2,124.8,148.8,1099.6,238.8,182.3,178.1,291.4,182.3,434.4,575.6,323.2,211.1,65.5,244.4,1005.9,890.8,699.9,462.2,631.9,664.8,91.6,993.2,381.5,650.2,882.7,21.0,570.5,1042.8,122.0,487.3,437.4,708.7,280.0,297.0,554.2,1089.7,141.7,195.4,123.9,157.6,117.2,261.2,286.6,1027.0,953.8,64.8,98.2,233.3,265.8,718.6,678.7,558.6,219.2,1056.0,850.3,869.7,153.0,93.7,278.4,808.7,562.3,849.3,0.0,363.0,701.7,130.2,464.0,139.5,194.3,845.6,165.1,159.9,212.0,824.2,754.1,383.8,439.3,104.1,155.5,179.7,725.0,649.8,912.9,448.0,286.6,387.0,524.2,478.8,499.0,680.3,266.4,495.2,469.7,940.2,285.2,162.2,301.5,1061.0,334.5,909.5,171.8,485.4,1028.3,999.9,209.2,181.9,457.0,117.3,444.3,747.5,621.1,478.3,132.3,341.0,110.6,226.4,172.4
RN,804.8,902.2,853.3,262.5,235.8,235.5,63.0,259.2,438.0,120.2,143.8,239.4,103.3,874.5,212.1,308.2,142.1,477.6,943.0,245.6,201.9,370.8,764.2,600.1,207.5,163.1,561.8,131.7,218.5,347.5,277.4,297.6,118.6,267.6,107.0,334.8,388.1,822.5,363.6,255.1,217.2,170.5,255.1,95.9,288.1,53.6,201.3,328.7,355.8,808.9,674.0,412.4,164.2,298.6,377.3,272.0,959.7,94.0,362.7,665.9,346.2,283.0,828.0,281.7,154.0,139.4,452.4,114.6,179.6,256.2,874.9,333.3,251.7,265.9,334.4,251.2,112.0,190.0,787.2,751.0,323.1,282.0,188.7,156.2,431.1,443.2,260.6,306.1,778.9,605.6,600.7,344.6,291.1,150.2,521.2,283.3,580.3,367.2,0.0,414.2,287.2,125.5,247.3,321.9,576.6,247.3,351.1,210.0,598.2,466.6,70.1,162.3,302.8,394.8,309.6,437.5,362.3,710.1,106.5,170.3,23.9,226.2,191.3,165.7,392.8,150.0,172.5,229.2,737.4,109.1,234.0,159.9,783.9,130.7,692.7,233.2,152.1,813.5,886.3,175.9,421.2,159.0,293.5,156.8,460.0,389.5,180.3,371.6,53.5,257.0,179.8,259.6
RX,390.5,487.9,439.0,654.5,398.1,425.1,476.9,421.5,934.5,511.9,428.9,631.1,532.4,460.2,603.8,699.9,385.9,82.4,547.8,637.3,593.6,855.1,349.9,337.0,448.7,432.1,147.5,453.3,441.7,803.2,439.7,824.2,510.3,248.8,498.7,651.6,884.6,408.2,800.4,791.6,608.9,612.1,794.9,492.0,296.4,445.3,586.6,720.4,792.6,394.6,259.7,300.4,363.3,459.1,262.7,663.7,545.4,464.9,248.1,251.6,737.9,449.9,413.7,809.5,417.3,388.6,261.9,506.3,579.6,353.2,460.6,825.1,761.3,657.6,792.2,642.9,503.7,606.7,372.6,336.7,830.6,673.7,574.8,552.9,316.5,48.0,354.3,775.7,364.6,191.3,242.8,813.2,682.8,541.9,106.9,323.9,317.1,854.8,487.2,0.0,678.9,521.6,639.0,776.8,314.3,626.4,667.9,589.4,183.9,52.3,501.9,393.2,694.5,891.3,779.2,273.5,259.4,295.8,428.0,562.0,502.2,411.4,278.8,388.9,416.2,541.7,380.1,456.0,323.2,500.8,625.7,601.5,369.6,552.4,278.4,624.9,404.5,399.2,472.0,567.6,917.7,369.1,690.7,314.1,45.7,274.9,397.4,868.1,426.7,652.0,558.5,651.3
RZ,1005.5,1076.5,1054.0,50.7,482.3,402.5,323.4,505.7,220.6,217.4,390.3,83.3,261.6,1075.2,129.9,161.6,353.3,678.3,992.8,77.1,107.9,177.0,964.9,789.6,454.0,350.4,762.5,378.2,381.2,158.3,523.9,104.6,167.7,468.3,221.6,146.7,170.7,1023.2,262.0,129.6,112.8,204.6,129.6,347.6,488.8,236.4,152.7,158.6,237.0,1009.6,874.7,613.1,375.4,545.1,578.0,78.2,1015.1,294.7,563.4,866.6,143.3,483.7,1028.7,111.7,400.5,350.6,653.1,212.4,210.2,467.4,1075.6,139.5,143.8,120.9,158.3,58.2,174.4,199.8,974.3,951.7,54.8,74.9,145.7,190.8,631.8,643.9,471.8,201.7,979.6,806.3,790.2,150.8,141.9,186.0,721.9,485.7,769.8,164.3,276.2,614.9,0.0,377.2,104.4,197.3,766.1,113.2,157.3,124.4,798.9,667.3,297.0,362.7,15.5,177.4,180.4,638.2,563.0,910.8,361.2,199.8,300.2,437.4,392.0,412.2,593.5,179.6,408.4,393.1,938.1,259.6,109.1,214.7,984.6,247.7,893.4,92.3,398.6,1014.2,1021.8,129.7,203.8,370.2,50.4,357.5,660.7,590.2,391.5,154.2,254.2,64.0,158.8,60.0
SB,879.0,976.4,927.5,319.7,217.3,217.0,113.7,240.2,493.4,177.4,125.3,296.6,122.8,948.7,269.3,365.4,191.9,551.8,1000.0,302.8,259.1,414.0,838.4,608.4,189.0,144.6,636.0,113.2,200.0,362.1,258.9,354.8,175.8,365.8,164.2,413.8,443.5,896.7,359.3,290.6,274.4,182.6,290.6,41.5,386.3,133.9,228.7,385.9,351.5,883.1,748.2,486.6,178.8,280.1,382.4,329.2,1022.3,131.7,388.1,740.1,403.4,306.7,902.2,338.9,135.5,189.2,526.6,171.8,199.1,251.9,949.1,384.0,263.4,323.1,352.9,308.4,169.2,209.5,793.1,825.2,380.3,339.2,232.1,199.6,436.2,517.4,256.3,334.6,853.1,679.8,609.0,372.1,348.3,198.7,595.4,279.0,588.6,424.4,126.1,488.4,344.4,0.0,304.5,335.7,584.9,274.7,430.1,253.4,672.4,540.8,102.8,151.0,360.0,450.2,338.1,511.7,399.4,784.3,156.3,216.0,92.6,221.9,289.5,147.2,491.0,194.2,154.0,210.7,811.6,148.3,291.2,172.0,858.1,142.8,766.9,287.9,133.6,887.7,960.5,233.1,476.6,208.8,350.7,255.0,534.2,337.8,230.1,427.0,151.7,314.2,222.3,316.8
SM,984.4,1081.8,1032.9,98.3,461.2,381.4,302.3,484.6,273.8,196.3,369.2,130.9,237.1,1054.1,44.7,58.7,332.2,657.2,1016.3,124.7,73.9,206.6,943.8,755.6,432.9,329.3,741.4,357.1,360.1,187.9,502.8,133.4,146.6,447.2,172.8,170.6,223.9,1002.1,288.0,152.9,169.5,169.1,152.9,326.5,467.7,215.3,163.4,79.2,266.6,988.5,853.6,592.0,354.3,524.0,556.9,107.8,1038.6,273.6,542.3,845.5,114.7,462.6,1007.6,117.5,379.4,329.5,632.0,163.6,174.7,446.3,1054.5,169.1,180.1,16.4,187.9,69.5,153.3,164.3,940.3,930.6,158.9,50.5,93.7,126.2,610.7,622.8,450.7,246.7,958.5,785.2,756.2,180.4,41.6,155.4,700.8,464.6,735.8,135.7,255.1,593.8,123.0,356.1,0.0,226.9,732.1,117.4,186.9,72.4,777.8,646.2,275.9,341.6,138.6,230.6,210.0,617.1,541.9,889.7,340.1,164.3,279.1,416.3,370.9,391.1,572.4,155.1,387.3,372.0,917.0,201.5,54.3,179.2,963.5,212.2,872.3,79.8,377.5,993.1,1045.3,103.4,257.0,349.1,129.3,336.4,639.6,569.1,370.4,207.4,233.1,62.9,182.7,107.6
SN,1066.8,1039.5,992.9,165.4,488.6,432.0,366.9,512.0,190.7,260.9,433.8,133.9,302.6,1074.2,244.1,316.2,396.8,685.1,955.8,140.1,248.8,87.7,965.9,861.1,443.9,379.9,808.4,386.5,410.7,38.2,530.2,160.8,226.7,511.8,212.5,87.5,140.8,1084.5,47.4,118.6,114.4,291.0,118.6,347.3,532.3,279.9,162.5,257.0,39.6,990.8,875.7,656.6,418.9,551.4,621.5,168.6,978.1,338.2,606.9,867.6,212.4,527.2,1027.7,146.1,444.0,394.1,682.5,203.3,275.2,477.6,1074.6,57.7,128.8,235.1,77.2,212.8,235.7,285.6,1011.9,938.7,201.7,229.5,180.9,196.8,675.3,663.6,474.0,49.4,1040.9,824.1,850.2,45.8,296.5,219.8,769.3,515.2,841.3,191.4,327.7,662.3,218.7,380.6,218.6,0.0,837.6,165.3,103.8,202.2,798.0,714.7,352.7,392.2,234.3,147.5,52.4,738.6,606.5,897.8,404.7,240.9,351.7,480.9,435.5,410.0,637.0,220.6,451.9,422.6,925.1,238.1,223.3,280.4,1045.9,290.5,894.4,206.9,404.9,1013.2,984.8,228.3,173.9,413.7,196.7,401.0,708.1,574.0,435.0,124.3,297.7,218.6,149.7,156.8
