from_stop,AH,AI,AL,AM,AP,AZ,BD,BE,BF,BJ,BK,BL,BM,BU,BX,CC,CP,CT,CW,CY,DB,DE,DL,DV,DW,EB,EE,EG,ES,EV,EX,EY,EZ,FA,FB,FK,FN,FX,FY,GE,GN,GP,GR,HA,HE,HI,HN,HR,HS,HX,IB,IC,IJ,IS,IT,JB,JH,JQ,JS,JX,JZ,KC,KE,KF,KG,KJ,KT,KX,LI,LN,LQ,LV,LX,MD,MF,MG,MH,MN,MP,MT,NB,NC,NL,NM,NR,NU,NV,NW,NY,NZ,OD,ON,OP,OS,OW,OZ,PD,PJ,PK,PQ,PR,PT,PV,PW,PZ,QE,QF,QO,QR,QT,QV,RG,RH,RK,RL,RN,RT,RX,RZ,SB,SM,SN,SQ,SR,ST,SX,TD,TF,TJ,TK,TO,TX,TZ,UD,UF,UM,UN,UO,UP,US,UU,VA,VK,VN,VO,VQ,VV,VY,VZ,WC,WF,WI,WN,WO,WR,WT,WV,WW,WZ,XA,XE,XH,XI,XJ,XO,XV,YC,YH,YJ,YP,YQ,YW,YX,YZ,ZH,ZK,ZM,ZO,ZV
KE,1148.9,416.8,536.4,546.8,888.4,1306.7,1303.8,179.6,212.2,268.9,138.2,1217.1,431.8,231.0,924.8,431.4,490.7,939.3,776.8,122.0,282.3,1134.9,512.6,924.4,996.5,1139.3,862.7,561.2,369.7,100.8,265.4,319.2,175.3,164.5,830.5,68.7,1298.8,842.1,450.8,372.0,499.8,885.6,858.6,456.2,1245.8,922.0,1028.2,1120.0,1153.4,402.0,930.4,150.3,252.2,296.0,1270.1,390.0,769.6,787.0,432.0,471.4,393.9,1370.8,0.0,231.1,325.7,844.0,499.7,238.6,209.5,386.3,781.0,159.4,421.1,1333.3,803.9,217.4,315.1,414.6,398.4,371.0,214.1,1287.1,506.5,849.8,932.9,905.5,906.9,1162.1,490.7,453.9,350.9,1369.8,495.4,412.3,803.1,605.2,1064.8,1044.1,347.3,1266.6,1139.6,215.5,414.8,921.2,446.4,293.7,374.4,838.3,869.0,962.1,289.6,1281.8,364.8,294.8,729.3,221.1,1258.8,207.8,831.1,172.6,939.2,778.5,329.2,393.3,849.2,1145.8,1018.1,402.4,194.2,318.8,218.1,850.7,887.7,975.9,454.0,187.6,470.0,277.5,354.4,140.9,251.8,346.8,141.5,293.2,366.4,421.7,151.3,486.6,482.6,920.3,412.2,499.8,412.5,433.4,1225.8,469.0,291.0,422.7,460.0,1306.4,980.5,879.6,23.0,807.8,1377.4,1757.9,303.8,1282.1,1306.4,1166.9,1276.7,355.0,51.0,829.6,275.9,788.9,928.2,1354.3,930.3
KF,1077.7,501.7,584.6,600.9,817.2,1235.5,1232.6,159.5,297.1,433.2,65.0,1145.9,381.0,395.3,853.6,595.7,520.9,868.1,699.6,286.3,367.2,1063.7,544.7,853.2,925.3,1068.1,791.5,646.1,454.6,185.7,292.6,483.5,339.6,137.8,759.3,147.0,1227.6,770.9,433.7,420.2,428.6,807.3,787.4,486.4,1180.0,850.8,957.0,1048.8,1082.2,506.8,859.2,314.6,337.1,460.3,1198.9,318.8,698.4,715.8,462.2,525.4,442.1,1242.5,202.2,0.0,352.9,772.8,547.9,402.9,229.2,471.2,709.8,140.0,451.3,1205.0,732.7,381.7,479.4,461.3,327.2,475.8,233.8,1215.9,536.7,775.6,861.7,834.3,835.7,1090.9,419.5,436.8,455.7,1298.6,574.2,497.2,731.9,534.0,993.6,972.9,374.5,1195.4,1068.4,300.4,442.0,850.0,476.6,378.6,459.3,767.1,797.8,890.9,374.5,1210.6,392.0,379.7,658.1,306.0,1187.6,292.7,759.9,257.5,868.0,707.3,417.3,322.1,778.0,1074.6,941.8,487.3,279.1,423.6,303.0,779.5,816.5,904.7,492.1,207.3,554.9,441.8,459.2,225.8,279.0,372.3,114.8,361.2,447.6,448.9,124.6,571.5,646.9,854.0,517.0,530.0,528.5,463.6,1149.7,397.8,318.2,452.9,490.2,1235.2,909.3,808.4,232.9,736.6,1249.1,1842.8,388.7,1210.9,1235.2,1095.7,1205.5,382.2,215.3,758.4,440.2,717.7,857.0,1243.4,859.1
KG,1187.6,383.9,332.6,361.9,927.1,1148.7,1179.7,277.7,178.1,420.1,287.8,1255.8,490.9,382.2,963.5,600.8,381.2,978.0,809.5,291.2,386.1,1173.6,273.1,963.1,1035.2,1178.0,901.4,441.3,377.4,295.6,85.6,488.6,360.8,267.4,869.2,256.9,1156.6,880.8,543.6,279.6,538.5,917.2,897.3,365.3,1220.4,960.7,1066.9,1158.7,1192.1,553.4,969.1,308.8,263.1,465.4,1094.2,428.7,808.3,825.7,310.9,399.8,240.7,1116.8,312.1,380.7,0.0,882.7,291.8,389.8,116.0,360.8,819.7,257.5,330.2,1079.3,842.6,368.6,466.3,266.2,437.1,522.4,181.3,1165.4,397.0,885.5,971.6,944.2,945.6,1200.8,529.4,546.7,502.3,1339.0,387.0,471.9,841.8,643.9,1103.5,1082.8,70.3,1278.0,1178.3,301.7,155.8,959.9,355.5,379.9,372.7,877.0,907.7,1000.8,432.9,1132.1,105.8,381.0,768.0,352.6,1081.9,294.0,869.8,173.2,977.9,817.2,414.7,432.0,887.9,1184.5,1051.7,488.6,280.4,470.2,126.8,889.4,926.4,1014.6,150.9,137.2,411.8,428.7,505.8,227.1,98.9,251.2,243.3,222.1,517.8,162.7,254.2,396.2,652.0,963.9,563.6,390.3,575.1,342.5,1090.0,507.7,60.0,319.3,283.7,1212.3,1019.2,918.3,342.8,846.5,1123.4,1780.0,447.1,1251.3,1148.9,1205.6,1270.0,96.0,325.2,868.3,445.3,827.6,966.9,1100.3,969.0
KJ,589.2,941.2,1050.5,1066.8,328.7,747.0,744.1,704.0,736.6,621.3,662.6,657.4,427.3,603.9,365.1,667.0,986.8,379.6,211.1,688.3,806.7,575.2,1010.6,364.7,436.8,579.6,168.2,983.3,884.6,625.2,789.8,641.8,741.6,688.9,136.0,593.1,739.1,64.2,480.0,886.1,400.1,184.0,166.7,952.3,691.5,362.3,468.5,560.3,593.7,618.0,370.7,698.1,738.2,618.6,710.4,446.2,209.9,92.5,928.1,986.3,908.0,754.0,604.2,755.5,850.1,0.0,1013.8,595.7,733.9,901.2,221.3,683.8,917.2,716.5,26.0,626.2,740.0,927.2,437.8,587.0,738.5,727.4,1002.6,152.3,373.2,345.8,347.2,602.4,401.8,483.1,566.9,810.1,1019.8,936.7,126.6,333.7,505.1,484.4,871.7,706.9,579.9,739.9,939.2,361.5,942.5,784.5,889.3,143.8,309.3,402.4,706.7,722.1,889.2,819.2,96.9,641.7,699.1,732.2,53.2,697.0,379.5,84.0,847.3,495.6,172.7,586.1,453.3,785.9,718.6,571.0,742.5,94.4,180.9,416.2,940.0,712.0,994.4,629.9,570.4,665.3,776.2,838.2,665.9,779.2,493.9,946.1,675.7,1011.0,747.0,365.5,628.2,995.9,639.7,929.5,661.2,412.1,815.4,918.8,956.1,746.7,420.8,172.8,634.9,74.4,760.6,1831.4,772.1,722.4,746.7,607.2,717.0,879.4,617.3,153.1,598.5,93.3,368.5,754.9,370.6
KT,1050.1,92.0,40.7,70.0,1060.4,1207.9,1205.0,484.2,378.7,504.7,494.3,1118.3,602.0,487.3,1096.8,525.0,89.3,1111.3,948.8,491.8,225.9,1036.1,18.6,1096.4,962.0,1040.5,1034.7,149.4,156.8,404.5,319.6,405.6,561.4,473.9,1002.5,463.4,1200.0,1014.1,621.0,179.7,671.8,1057.6,1030.6,82.2,1152.4,1094.0,981.0,1021.2,1054.6,572.2,1102.4,509.4,281.9,420.9,1155.6,635.0,941.6,959.0,90.3,179.2,140.8,1419.6,526.2,587.2,302.7,1016.0,0.0,479.1,403.2,140.2,953.0,464.0,117.3,1382.1,975.9,509.6,623.4,105.0,643.6,541.2,328.9,1188.3,105.1,1018.8,1104.9,1077.5,1078.9,1067.2,735.9,624.1,521.1,1271.0,95.1,180.0,971.4,777.2,1005.0,978.9,234.7,1167.8,1040.8,297.6,409.8,1093.2,90.7,264.9,152.1,1010.3,1041.0,1134.1,337.2,1167.3,362.5,218.8,901.3,371.4,1184.8,304.5,1003.1,373.8,1111.2,950.5,194.1,638.5,1021.2,1047.0,978.5,373.6,362.5,489.0,327.4,1022.7,1059.7,1147.9,141.5,381.3,119.9,513.3,524.6,373.5,332.9,193.4,449.8,240.9,536.6,416.7,460.7,104.3,576.2,1097.2,532.7,98.4,506.1,104.0,1126.4,714.2,294.0,98.7,63.1,1201.1,946.0,1051.6,549.3,979.8,1426.2,1488.1,351.4,1183.3,1207.6,1068.1,1177.9,350.0,512.1,1001.6,439.9,960.9,1100.2,1151.2,1102.3
KX,912.0,411.6,507.2,523.5,651.5,1069.8,1066.9,343.8,227.4,25.5,302.4,980.2,193.1,8.1,687.9,192.7,443.5,702.4,533.9,151.0,247.9,898.0,467.3,687.5,759.6,902.4,625.8,550.6,323.3,182.9,280.6,80.5,154.3,328.7,593.6,232.9,1061.9,605.2,212.1,341.1,262.9,641.6,621.7,409.0,1014.3,685.1,791.3,883.1,916.5,163.3,693.5,102.3,194.9,57.3,1033.2,264.2,532.7,550.1,384.8,425.0,363.0,1076.8,222.1,395.3,340.9,607.1,470.5,0.0,346.0,339.9,544.1,323.6,373.9,1039.3,567.0,30.4,144.2,380.8,255.8,132.3,271.7,1050.2,459.3,609.9,696.0,668.6,670.0,925.2,419.0,215.2,112.2,1132.9,489.6,406.5,566.2,368.3,827.9,807.2,378.9,1029.7,902.7,215.0,430.0,684.3,399.2,223.2,328.0,601.4,632.1,725.2,145.4,1044.9,380.0,255.5,492.4,98.4,1021.9,168.5,594.2,187.8,702.3,541.6,286.0,313.6,612.3,908.9,776.1,224.6,154.9,80.1,233.3,613.8,650.8,739.0,396.7,324.1,464.2,34.1,115.7,180.7,267.0,294.9,305.7,235.9,127.7,436.9,315.5,480.8,243.9,688.3,173.5,452.6,173.8,386.2,984.0,397.3,306.2,375.5,412.8,1069.5,743.6,642.7,252.8,570.9,1083.4,1683.0,210.8,1045.2,1069.5,930.0,1039.8,370.2,151.3,592.7,37.2,552.0,691.3,1077.7,693.4
LI,1071.5,373.0,416.0,432.3,811.0,1193.1,1224.1,161.6,166.9,427.0,171.7,1139.7,374.8,389.1,847.4,571.3,352.3,861.9,693.4,280.1,338.6,1057.5,376.1,847.0,919.1,1061.9,785.3,505.3,334.4,179.5,124.0,453.8,333.4,151.3,753.1,140.8,1201.0,764.7,427.5,251.6,422.4,801.1,781.2,317.8,1173.8,844.6,950.8,1042.6,1076.0,523.9,853.0,308.4,233.6,435.9,1138.6,312.6,692.2,709.6,293.6,356.8,273.5,1161.2,196.0,264.6,129.8,766.6,379.3,396.7,0.0,317.8,703.6,141.4,282.7,1123.7,726.5,375.5,473.2,292.7,321.0,492.9,65.2,1209.7,368.1,769.4,855.5,828.1,829.5,1084.7,413.3,430.6,472.8,1292.4,405.6,490.5,725.7,527.8,987.4,966.7,200.2,1189.2,1062.2,294.2,273.4,843.8,308.0,372.4,329.7,760.9,791.6,884.7,385.4,1176.5,223.4,373.5,651.9,323.1,1126.3,286.5,753.7,162.0,861.8,701.1,371.7,315.9,771.8,1068.4,935.6,481.1,272.9,440.7,115.6,773.3,810.3,898.5,280.8,21.1,430.4,435.6,476.3,219.6,110.4,203.7,127.2,192.6,441.4,280.3,138.1,414.8,622.5,847.8,534.1,361.4,545.6,295.0,1134.4,391.6,149.6,284.3,321.6,1229.0,903.1,802.2,226.7,730.4,1167.8,1798.6,399.6,1204.7,1193.3,1089.5,1199.3,213.6,209.1,752.2,415.8,711.5,850.8,1144.7,852.9
LN,1047.4,154.5,197.5,213.8,960.4,1205.2,1202.3,405.3,299.8,388.9,415.4,1115.6,502.0,371.5,996.8,409.2,133.8,1011.3,848.8,347.3,155.5,1033.4,139.6,996.4,959.3,1037.8,934.7,286.8,16.5,294.0,276.9,317.0,416.9,395.0,902.5,384.5,1197.3,914.1,521.0,144.5,571.8,957.6,930.6,99.3,1144.3,994.0,978.3,1018.5,1051.9,472.2,1002.4,364.9,203.0,305.1,1152.9,556.3,841.6,859.0,57.1,85.0,166.4,1237.0,447.3,508.3,363.1,916.0,158.3,363.3,324.3,0.0,853.0,385.1,64.2,1199.5,875.9,393.8,507.6,131.4,564.7,441.2,250.0,1185.6,149.6,921.8,1004.9,977.5,978.9,1064.5,657.0,524.1,421.1,1268.3,187.1,261.2,875.1,677.2,1002.3,976.2,295.1,1165.1,1038.1,187.1,426.3,993.2,89.5,124.6,11.8,910.3,941.0,1034.1,258.3,1164.6,376.3,143.7,801.3,244.1,1178.3,194.0,903.1,294.9,1011.2,850.5,57.0,559.6,921.2,1044.3,980.9,233.3,208.6,389.0,248.5,922.7,959.7,1047.9,208.6,302.4,211.9,397.5,424.6,263.0,263.3,114.5,370.9,162.0,436.6,433.2,381.8,196.3,460.4,992.3,416.9,142.9,390.3,76.5,1123.7,635.3,302.5,47.8,85.1,1204.9,943.3,951.6,470.4,879.8,1243.6,1580.1,272.5,1180.6,1204.9,1065.4,1175.2,366.5,367.6,901.6,324.1,860.9,1000.2,1148.5,1002.3
LQ,484.0,897.0,1006.3,961.9,223.5,641.8,638.9,659.8,692.4,577.1,618.4,552.2,383.1,559.7,259.9,622.8,942.6,274.4,79.0,644.1,762.5,470.0,966.4,259.5,331.6,474.4,238.8,878.1,840.4,581.0,745.6,597.6,697.4,644.7,206.6,548.9,633.9,218.2,435.8,841.9,355.9,254.6,234.7,908.1,586.3,257.1,363.3,455.1,488.5,573.8,265.5,653.9,694.0,574.4,605.2,402.0,104.7,163.1,883.9,942.1,863.8,648.8,560.0,711.3,805.9,220.1,969.6,551.5,689.7,857.0,0.0,639.6,873.0,611.3,180.0,582.0,695.8,883.0,393.6,542.8,694.3,622.2,958.4,222.9,268.0,240.6,242.0,497.2,357.6,438.9,522.7,704.9,923.3,840.2,179.2,289.5,399.9,379.2,827.5,601.7,474.7,695.7,895.0,256.3,898.3,740.3,845.1,214.4,204.1,297.2,662.5,616.9,845.0,775.0,105.4,597.5,593.9,688.0,207.2,652.8,274.3,154.6,803.1,451.4,225.3,480.9,348.1,741.7,674.4,526.8,698.3,230.4,263.8,311.0,895.8,667.8,897.9,585.7,526.2,621.1,732.0,794.0,621.7,735.0,449.7,901.9,631.5,914.5,702.8,260.3,584.0,951.7,595.5,885.3,556.0,367.9,771.2,874.6,911.9,641.5,315.6,255.7,590.7,210.4,655.4,1726.2,727.9,617.2,641.5,502.0,611.8,835.2,573.1,205.7,554.3,204.0,263.3,649.7,265.4
LV,1031.0,443.4,486.4,502.7,770.5,1188.8,1185.9,19.4,237.3,386.5,99.8,1099.2,334.3,348.6,806.9,549.0,422.7,821.4,652.9,239.6,320.5,1017.0,446.5,806.5,878.6,1021.4,744.8,575.7,404.8,139.0,194.4,436.8,292.9,44.1,712.6,100.3,1180.9,724.2,387.0,322.0,381.9,760.6,740.7,388.2,1133.3,804.1,910.3,1002.1,1035.5,460.1,812.5,267.9,290.4,413.6,1152.2,272.1,651.7,669.1,364.0,427.2,343.9,1292.3,155.5,162.3,254.7,726.1,449.7,356.2,131.0,388.2,663.1,0.0,353.1,1254.8,686.0,335.0,432.7,363.1,280.5,429.1,135.6,1169.2,438.5,728.9,815.0,787.6,789.0,1044.2,372.8,390.1,409.0,1251.9,476.0,450.5,685.2,487.3,946.9,926.2,276.3,1148.7,1021.7,253.7,343.8,803.3,378.4,331.9,400.1,720.4,751.1,844.2,327.8,1163.9,293.8,333.0,611.4,259.3,1140.9,246.0,713.2,210.8,821.3,660.6,370.6,275.4,731.3,1027.9,895.1,440.6,232.4,376.9,186.0,732.8,769.8,858.0,393.9,109.1,500.8,395.1,412.5,179.1,180.8,274.1,40.0,263.0,400.9,350.7,30.9,485.2,600.2,807.3,470.3,431.8,481.8,365.4,1103.0,351.1,220.0,354.7,392.0,1188.5,862.6,761.7,186.2,689.9,1298.9,1796.1,342.0,1164.2,1188.5,1049.0,1158.8,284.0,168.6,711.7,393.5,671.0,810.3,1196.7,812.4
LX,1055.3,90.2,133.2,149.5,953.2,1213.1,1210.2,377.0,271.5,399.7,387.1,1123.5,494.8,382.3,989.6,417.8,69.5,1004.1,835.6,384.6,129.6,1041.3,115.2,989.2,967.2,1045.7,927.5,222.5,67.6,308.2,248.6,298.4,454.2,366.7,895.3,356.2,1205.2,906.9,513.8,116.2,564.6,943.3,923.4,35.0,1157.6,986.8,986.2,1026.4,1059.8,465.0,995.2,402.2,174.7,324.6,1160.8,528.0,834.4,851.8,46.8,90.0,138.1,1244.9,411.4,480.0,334.8,908.8,96.5,374.1,296.0,51.0,845.8,356.8,0.0,1207.4,868.7,404.6,518.4,103.7,536.4,434.0,221.7,1193.5,85.3,911.6,997.7,970.3,971.7,1068.5,628.7,516.9,413.9,1276.2,122.8,207.7,867.9,670.0,1004.8,984.1,266.8,1173.0,1046.0,201.3,398.0,986.0,25.2,175.7,62.9,903.1,933.8,1026.9,230.0,1172.5,348.0,194.8,794.1,264.2,1190.0,208.2,895.9,266.6,1004.0,843.3,104.9,531.3,914.0,1052.2,983.7,284.4,255.3,381.8,220.2,915.5,952.5,1040.7,198.3,274.1,147.6,408.3,417.4,320.5,235.0,80.8,342.6,133.7,429.4,404.9,353.5,132.0,469.0,990.0,425.5,78.6,398.9,12.2,1131.6,607.0,274.2,37.5,74.8,1212.8,951.2,944.4,442.1,872.6,1251.5,1515.8,244.2,1188.5,1212.8,1073.3,1183.1,338.2,404.9,894.4,343.6,853.7,993.0,1156.4,995.1
MD,361.5,979.0,999.9,994.3,490.0,147.5,178.5,1129.7,1162.3,1047.0,1088.3,454.0,853.0,1029.6,482.4,925.1,998.1,540.9,522.4,1114.0,993.0,371.8,1059.4,453.0,360.0,327.2,708.7,910.5,1034.1,1050.9,1215.5,1036.0,1167.3,1114.6,676.5,1018.8,155.4,688.1,905.7,1126.7,825.8,724.5,704.6,1025.8,219.2,389.3,342.9,356.9,390.3,1024.2,464.9,1123.8,1163.9,1042.1,75.0,871.9,540.4,633.0,1107.8,1135.8,1148.6,72.5,1029.9,1181.2,1275.8,690.0,1040.7,1021.4,1159.6,1050.7,606.0,1109.5,1060.9,0.0,649.9,1051.9,1165.7,1125.9,863.5,1012.7,1164.2,164.2,983.0,692.8,376.8,507.1,435.5,399.0,827.5,908.8,992.6,337.8,955.7,872.6,649.1,759.4,361.5,340.8,1297.4,276.8,376.5,982.6,1159.6,391.8,1034.3,938.1,1038.8,684.3,470.6,404.1,1024.3,112.9,1146.9,902.4,575.3,1067.4,62.7,989.5,677.1,1122.7,540.8,624.5,996.8,921.3,695.2,382.7,388.0,1046.8,1004.1,996.7,1168.2,700.3,733.7,417.9,1182.3,1137.7,930.3,1055.6,996.1,1091.0,1201.9,1109.3,1091.6,1204.9,919.6,1152.7,1101.4,946.9,1045.6,526.8,958.7,989.7,942.3,1047.6,130.4,837.8,1241.1,1098.5,1103.9,211.1,338.7,725.6,1060.6,680.3,79.1,1526.0,1038.5,250.1,147.7,403.8,268.8,1137.1,1043.0,675.6,1024.2,673.9,360.4,136.5,478.2
MF,563.1,915.1,1024.4,1040.7,302.6,720.9,718.0,677.9,710.5,595.2,636.5,631.3,401.2,577.8,339.0,640.9,960.7,353.5,185.0,662.2,780.6,549.1,984.5,338.6,410.7,553.5,142.1,957.2,858.5,599.1,763.7,615.7,715.5,662.8,109.9,567.0,713.0,38.1,453.9,860.0,374.0,157.9,140.6,926.2,665.4,336.2,442.4,534.2,567.6,591.9,344.6,672.0,712.1,592.5,684.3,420.1,183.8,66.4,902.0,960.2,881.9,727.9,578.1,729.4,824.0,40.0,987.7,569.6,707.8,875.1,195.2,657.7,891.1,690.4,0.0,600.1,713.9,901.1,411.7,560.9,712.4,701.3,976.5,126.2,347.1,319.7,321.1,576.3,375.7,457.0,540.8,784.0,993.7,910.6,100.5,307.6,479.0,458.3,845.6,680.8,553.8,713.8,913.1,335.4,916.4,758.4,863.2,117.7,283.2,376.3,680.6,696.0,863.1,793.1,70.8,615.6,673.0,706.1,27.1,670.9,353.4,57.9,821.2,469.5,146.6,560.0,427.2,759.8,692.5,544.9,716.4,68.3,154.8,390.1,913.9,685.9,968.3,603.8,544.3,639.2,750.1,812.1,639.8,753.1,467.8,920.0,649.6,984.9,720.9,339.4,602.1,969.8,613.6,903.4,635.1,386.0,789.3,892.7,930.0,720.6,394.7,146.7,608.8,48.3,734.5,1805.3,746.0,696.3,720.6,581.1,690.9,853.3,591.2,127.0,572.4,67.2,342.4,728.8,344.5
MG,933.2,432.8,528.4,544.7,672.7,1091.0,1088.1,313.3,196.9,51.4,271.9,1001.4,214.3,13.5,709.1,213.9,464.7,723.6,555.1,120.5,269.1,919.2,488.5,708.7,780.8,923.6,647.0,571.8,344.5,152.4,250.1,101.7,123.8,298.2,614.8,202.4,1083.1,626.4,233.3,362.3,284.1,662.8,642.9,430.2,1035.5,706.3,812.5,904.3,937.7,184.5,714.7,71.8,216.1,78.5,1054.4,285.4,553.9,571.3,406.0,446.2,384.2,1098.0,191.6,364.8,310.4,628.3,491.7,21.1,315.5,361.1,565.3,293.1,395.1,1060.5,588.2,0.0,117.5,402.0,277.0,153.5,241.2,1071.4,480.5,631.1,717.2,689.8,691.2,946.4,440.2,236.4,133.4,1154.1,510.8,427.7,587.4,389.5,849.1,828.4,332.0,1050.9,923.9,236.2,399.5,705.5,420.4,244.4,349.2,622.6,653.3,746.4,166.6,1066.1,349.5,276.7,513.6,119.6,1043.1,189.7,615.4,157.3,723.5,562.8,307.2,334.8,633.5,930.1,797.3,245.8,176.1,101.3,202.8,635.0,672.0,760.2,417.9,293.6,485.4,60.0,136.9,143.6,236.5,316.1,275.2,257.1,148.9,406.4,285.0,502.0,265.1,709.5,194.7,473.8,195.0,407.4,1005.2,418.5,275.7,396.7,434.0,1090.7,764.8,663.9,222.3,592.1,1104.6,1704.2,232.0,1066.4,1090.7,951.2,1061.0,339.7,120.8,613.9,58.4,573.2,712.5,1098.9,714.6
MH,1044.8,544.4,640.0,656.3,784.3,1202.6,1199.7,397.4,281.0,99.2,356.0,1113.0,325.9,125.6,820.7,325.5,576.3,835.2,666.7,204.6,380.7,1030.8,600.1,820.3,892.4,1035.2,758.6,683.4,456.1,236.5,334.2,213.3,207.9,382.3,726.4,286.5,1194.7,738.0,344.9,473.9,395.7,774.4,754.5,541.8,1147.1,817.9,924.1,1015.9,1049.3,296.1,826.3,155.9,327.7,190.1,1166.0,397.0,665.5,682.9,517.6,557.8,495.8,1209.6,275.7,448.9,394.5,739.9,603.3,132.7,399.6,472.7,676.9,377.2,506.7,1172.1,699.8,123.9,0.0,513.6,388.6,265.1,325.3,1183.0,592.1,742.7,828.8,801.4,802.8,1058.0,551.8,348.0,245.0,1265.7,622.4,539.3,699.0,501.1,960.7,940.0,416.1,1162.5,1035.5,302.3,483.6,817.1,532.0,356.0,460.8,734.2,764.9,858.0,278.2,1177.7,433.6,381.6,625.2,231.2,1154.7,294.6,727.0,241.4,835.1,674.4,418.8,446.4,745.1,1041.7,908.9,357.4,281.0,212.9,286.9,746.6,783.6,871.8,529.5,377.7,597.0,86.6,248.5,227.7,320.6,427.7,359.3,368.7,260.5,490.5,369.1,613.6,376.7,821.1,306.3,585.4,306.6,519.0,1116.8,530.1,359.8,508.3,545.6,1202.3,876.4,775.5,306.4,703.7,1216.2,1815.8,343.6,1178.0,1202.3,1062.8,1172.6,423.8,204.9,725.5,170.0,684.8,824.1,1210.5,826.2
MN,1222.9,173.2,156.8,186.1,961.8,1380.7,1377.8,385.6,280.7,399.6,395.7,1291.1,504.0,382.2,998.8,419.9,152.5,1012.7,850.8,389.5,118.4,1208.9,97.3,998.4,1070.5,1213.3,936.7,265.5,134.6,298.8,285.6,307.6,463.4,375.3,904.5,364.8,1372.8,915.5,523.0,125.4,573.8,959.6,932.6,118.0,1319.8,996.0,1101.6,1194.0,1227.4,473.6,1004.4,410.8,183.9,315.8,1204.6,537.0,843.0,861.0,93.2,157.0,106.2,1385.0,428.2,489.2,268.1,918.0,116.6,374.0,305.2,117.4,855.0,366.0,82.9,1347.5,877.9,404.5,518.3,0.0,545.6,443.2,230.9,1361.1,168.3,923.8,1006.9,979.5,980.9,1240.0,637.9,526.1,423.1,1443.8,205.8,290.7,873.4,679.2,1054.0,1027.9,200.1,1340.0,1213.6,192.5,375.2,995.2,107.6,193.7,129.9,912.3,943.0,1035.5,239.2,1216.3,331.0,195.4,803.3,273.4,1230.0,199.4,905.1,275.8,1013.2,852.5,175.1,540.5,923.2,1219.8,1092.1,303.0,213.4,391.0,229.4,924.7,961.7,1049.9,106.9,282.7,230.6,408.2,426.6,268.4,244.2,94.8,351.8,142.9,438.0,382.1,362.7,214.4,471.1,994.3,427.6,161.6,401.0,95.2,1168.6,616.2,259.4,84.5,107.9,1373.9,1054.5,953.6,451.3,881.8,1392.2,1598.8,252.8,1355.5,1380.4,1240.9,1350.7,315.4,414.1,904.6,334.8,862.9,1002.2,1200.2,1004.3
MP,750.4,519.2,638.8,649.2,489.9,908.2,905.3,282.0,314.6,247.7,240.6,818.6,53.7,230.3,526.3,293.4,593.1,540.8,372.3,266.3,384.7,736.4,615.0,525.9,598.0,740.8,464.2,663.6,472.1,203.2,367.8,268.2,319.6,266.9,432.0,171.1,900.3,443.6,106.4,474.4,101.3,480.0,460.1,558.6,852.7,523.5,629.7,721.5,754.9,244.4,531.9,294.6,354.6,245.0,871.6,8.3,371.1,388.5,534.4,573.8,496.3,915.2,182.2,333.5,428.1,445.5,602.1,222.1,311.9,488.7,382.5,261.8,523.5,877.7,405.4,252.6,366.4,517.6,0.0,213.4,316.5,888.6,608.9,448.3,534.4,507.0,508.4,763.6,163.1,109.5,193.3,971.3,597.8,514.7,404.6,206.7,666.3,645.6,449.7,868.1,741.1,317.9,517.2,522.7,548.8,410.9,476.8,439.8,470.5,563.6,333.1,883.3,467.2,397.2,330.8,268.1,860.3,310.2,432.6,275.0,540.7,380.0,434.8,57.7,450.7,747.3,614.5,412.3,296.6,197.4,320.5,452.2,489.2,577.4,556.4,290.0,572.4,256.3,196.8,243.3,354.2,454.6,243.9,395.6,120.3,524.1,253.7,589.0,373.4,526.7,254.6,602.2,266.1,535.8,822.4,141.4,393.4,525.1,562.4,907.9,582.0,481.1,212.9,409.3,921.8,1860.3,398.5,883.6,907.9,768.4,878.2,457.4,195.3,431.1,224.9,390.4,529.7,916.1,531.8
