from_stop,AG,AK,AL,AM,AN,AO,AS,AT,BA,BK,BM,BP,BV,BY,CE,CF,CG,CI,DC,DE,DH,DP,DT,DV,EK,ES,EY,FC,FD,FE,FH,FO,FP,FQ,FW,GD,GI,GJ,GW,HE,HG,HT,HU,HZ,IB,IF,IJ,IO,IR,IW,JE,JF,JI,JJ,JP,JX,JZ,KF,KL,KN,KY,KZ,LA,LE,LI,LJ,LO,LW,MC,ME,MI,MN,MR,MT,NB,NG,NI,OC,OP,OV,PB,PJ,PR,PT,PZ,QC,QF,QJ,QK,QL,QQ,QR,QS,QT,RG,RI,RP,RQ,RR,RT,SH,SM,SX,SY,TO,TQ,TR,TX,UF,UH,UL,UN,UQ,UR,UU,VB,VF,VG,VH,VP,VW,WA,WF,WJ,WS,WU,WV,WX,XI,XK,XO,XP,XQ,XW,YG,YJ,YR,YV,YW,ZC,ZK,ZS,ZT,ZY
QR,42.6,104.5,397.7,1052.2,847.9,1090.6,890.7,886.2,362.4,1523.8,829.5,776.9,796.2,731.1,907.5,397.2,236.9,401.2,1039.0,515.8,461.1,915.5,745.2,482.6,436.7,134.2,821.9,833.3,109.6,959.7,870.0,197.6,443.0,1080.4,201.9,130.8,871.3,1114.2,157.2,819.5,893.4,818.3,1105.4,860.8,807.4,416.0,565.7,810.3,857.3,753.6,859.3,932.9,817.3,816.6,861.1,1122.6,1031.8,76.1,129.0,1100.2,853.1,123.7,115.3,179.8,839.2,695.3,39.1,792.5,803.7,104.3,937.8,22.2,928.4,491.9,796.7,922.6,808.0,76.7,324.0,593.9,139.7,253.9,829.6,372.6,796.8,768.8,997.7,803.0,986.2,549.1,399.6,0.0,972.3,929.9,847.9,340.1,299.6,841.1,803.1,478.5,980.7,800.4,630.8,1057.2,824.4,115.1,355.9,902.9,105.5,1049.5,108.5,776.2,121.6,363.6,584.7,818.6,276.6,86.1,814.2,400.7,116.7,821.3,830.7,793.4,96.8,820.1,700.9,828.8,628.1,776.0,1112.7,809.1,957.2,385.8,969.5,283.7,711.8,1033.7,86.7,449.0,201.5,784.3,710.6,830.4
QS,953.2,892.6,660.8,337.0,299.2,343.9,187.3,415.7,720.4,1703.0,506.7,355.6,361.3,518.3,437.0,963.0,890.6,764.0,259.4,644.3,1026.9,337.3,273.7,611.1,799.5,853.0,450.3,469.3,877.6,489.2,291.8,844.4,1008.8,365.2,845.4,899.1,495.2,399.0,837.1,468.7,576.7,331.8,390.2,483.7,417.9,981.8,580.2,447.9,420.2,535.8,369.8,462.4,427.8,450.6,282.9,405.8,221.4,974.6,818.4,381.4,481.5,841.0,871.9,874.2,344.2,440.9,942.4,428.5,419.4,1016.6,196.3,928.9,186.9,640.4,433.9,452.1,229.8,966.5,878.0,636.9,883.6,760.9,476.0,754.3,536.9,433.3,256.2,413.5,32.0,592.1,789.3,944.1,0.0,459.4,358.4,809.5,854.3,449.1,413.6,718.6,65.5,524.8,673.3,246.8,452.8,1011.2,999.4,432.4,881.7,362.6,996.1,271.8,866.6,716.7,621.1,426.9,744.5,978.5,430.4,966.5,1004.3,243.1,441.3,421.8,984.4,330.6,488.1,339.3,671.1,404.4,379.1,455.5,209.1,951.6,159.1,869.4,520.8,349.4,900.5,694.1,800.6,571.5,470.5,440.9
QT,813.8,753.2,521.4,507.9,432.3,514.8,381.6,63.9,585.8,1563.6,261.5,408.4,414.1,214.3,21.8,823.6,751.2,624.6,463.2,504.9,887.5,458.6,326.5,471.7,660.1,713.6,174.1,162.8,738.2,64.9,413.1,705.0,869.4,536.1,706.0,759.7,219.0,569.9,697.7,206.6,300.5,381.6,561.1,154.9,156.4,842.4,440.8,139.8,473.0,236.8,422.6,38.1,165.0,433.9,404.2,578.3,460.9,835.2,675.6,555.9,205.3,701.6,732.5,734.8,402.5,262.2,803.0,409.8,421.0,877.2,428.7,790.4,419.3,501.0,126.2,10.4,351.1,824.9,738.6,497.5,744.2,621.5,123.7,614.9,228.8,386.1,488.6,200.3,477.1,452.7,649.9,804.7,463.2,0.0,411.2,670.1,714.9,135.2,160.7,579.2,471.6,232.4,534.4,497.4,176.6,876.7,860.0,30.1,742.3,566.0,856.7,357.5,727.2,577.3,488.3,112.7,605.1,834.3,211.5,827.1,864.9,364.4,124.8,145.6,845.0,383.4,184.1,392.1,531.7,128.2,568.0,103.2,448.1,812.2,402.0,730.0,212.7,520.3,761.1,554.7,668.7,267.5,226.6,227.7
RG,819.4,754.9,523.1,433.4,112.7,440.3,258.4,377.7,587.5,1405.2,513.1,120.6,101.3,402.5,399.0,879.9,752.9,626.3,388.7,528.5,943.8,246.4,112.9,495.3,661.8,715.3,390.1,409.1,739.9,451.2,213.1,706.7,925.7,461.6,707.7,761.4,435.0,495.4,699.4,422.6,516.5,68.8,486.6,423.5,357.7,898.7,464.4,396.5,61.7,425.0,113.3,424.4,367.6,92.1,192.0,503.8,386.4,849.1,677.3,481.4,421.3,703.3,734.2,736.5,32.9,331.7,816.9,111.7,102.6,878.9,305.5,792.1,296.1,524.6,382.9,414.1,175.7,826.6,741.6,501.2,745.9,623.2,415.8,616.6,480.4,141.0,365.4,353.3,353.9,456.4,651.6,816.1,340.0,421.4,0.0,671.8,716.6,388.9,353.4,488.3,348.4,439.8,538.1,422.9,392.6,878.4,861.7,394.4,744.0,461.6,858.4,143.9,728.9,579.0,492.0,371.5,606.8,836.0,364.5,883.4,866.6,167.5,385.9,361.6,846.7,63.8,372.3,79.3,535.4,344.2,493.5,395.3,324.9,868.5,327.5,731.7,446.7,445.8,762.8,525.5,670.4,455.7,354.7,380.7
RI,315.7,269.5,184.0,880.0,675.7,918.4,718.5,643.3,105.7,1514.3,657.3,604.7,624.0,558.9,664.6,387.7,250.2,65.8,866.8,302.1,451.6,743.3,573.0,268.9,101.3,253.8,649.7,661.1,278.4,716.8,697.8,201.1,433.5,908.2,205.0,245.1,699.1,942.0,181.0,647.3,721.2,646.1,933.2,688.6,635.2,406.5,352.0,638.1,702.7,581.4,687.1,690.0,645.1,643.7,688.9,950.4,859.6,337.1,174.6,928.0,680.9,241.8,272.7,233.8,667.0,523.1,304.9,617.4,628.6,362.0,765.6,312.6,756.2,278.2,624.5,702.4,635.8,309.7,73.7,380.2,243.8,154.0,657.4,259.6,624.6,596.6,825.5,630.8,814.0,335.4,276.3,306.6,800.1,687.0,662.9,0.0,44.7,668.9,630.9,264.8,808.5,628.2,417.1,885.0,652.2,361.5,359.0,687.2,282.5,877.3,341.5,604.0,226.8,149.9,371.0,646.4,176.7,319.1,642.0,391.2,349.7,649.1,658.5,621.2,329.8,647.9,528.7,656.6,414.4,603.8,940.5,636.9,785.0,376.3,797.3,59.8,539.6,861.5,301.3,235.3,149.7,612.1,538.4,658.2
RP,313.9,267.7,177.6,873.6,669.3,912.0,712.1,636.9,118.9,1512.5,650.9,598.3,617.6,552.5,658.2,385.9,248.4,121.3,860.4,295.7,449.8,736.9,566.6,262.5,156.8,252.0,643.3,654.7,276.6,710.4,691.4,199.3,431.7,901.8,203.2,243.3,692.7,935.6,179.2,640.9,714.8,639.7,926.8,682.2,628.8,404.7,345.6,631.7,696.3,575.0,680.7,683.6,638.7,637.3,682.5,944.0,853.2,335.3,172.8,921.6,674.5,240.0,270.9,232.0,660.6,516.7,303.1,611.0,622.2,360.2,759.2,310.8,749.8,271.8,618.1,696.0,629.4,307.9,71.9,373.8,242.0,155.6,651.0,257.9,618.2,590.2,819.1,624.4,807.6,329.0,284.9,304.8,793.7,680.6,656.5,55.4,0.0,662.5,624.5,258.4,802.1,621.8,410.7,878.6,645.8,359.7,357.2,680.8,280.7,870.9,339.7,597.6,225.0,143.5,364.6,640.0,178.3,317.3,635.6,389.4,347.9,642.7,652.1,614.8,328.0,641.5,522.3,650.2,408.0,597.4,934.1,630.5,778.6,374.5,790.9,15.1,533.2,855.1,299.5,228.9,147.9,605.7,532.0,651.8
RQ,799.7,739.1,507.3,508.4,432.8,515.3,382.1,107.0,571.7,1549.5,265.0,344.2,414.6,200.2,128.3,809.5,737.1,610.5,463.7,490.8,873.4,459.1,327.0,457.6,646.0,699.5,142.0,161.0,724.1,180.5,413.6,690.9,855.3,536.6,691.9,745.6,186.9,570.4,683.6,174.5,268.4,382.1,561.6,34.5,21.1,828.3,426.7,148.4,473.5,222.7,423.1,153.7,29.7,383.9,404.7,578.8,461.4,821.1,661.5,556.4,173.2,687.5,718.4,720.7,403.0,248.1,788.9,359.8,371.0,863.1,429.2,776.3,419.8,486.9,134.8,166.1,351.6,810.8,724.5,483.4,730.1,607.4,94.7,600.8,232.3,336.1,489.1,65.0,477.6,438.6,635.8,790.6,463.7,150.7,411.7,656.0,700.8,0.0,25.4,565.1,472.1,191.7,520.3,497.9,144.5,862.6,845.9,185.8,728.2,566.5,842.6,358.0,713.1,563.2,474.2,37.1,591.0,820.2,76.2,813.0,850.8,364.9,31.2,113.5,830.9,383.9,170.0,392.6,517.6,96.1,568.5,74.2,448.6,798.1,402.5,715.9,198.6,520.8,747.0,540.6,654.6,223.3,212.5,92.4
RR,774.2,713.6,481.8,521.6,399.2,528.5,385.2,142.5,546.2,1524.0,239.5,318.7,381.0,174.7,163.8,784.0,711.6,585.0,476.9,465.3,847.9,462.2,293.4,432.1,620.5,674.0,116.5,135.5,698.6,216.0,416.7,665.4,829.8,549.8,666.4,720.1,161.4,583.6,658.1,149.0,242.9,348.5,574.8,70.0,4.3,802.8,401.2,122.9,439.9,197.2,389.5,189.2,14.1,358.4,407.8,592.0,474.6,795.6,636.0,569.6,147.7,662.0,692.9,695.2,369.4,222.6,763.4,334.3,345.5,837.6,432.3,750.8,422.9,461.4,109.3,201.6,354.7,785.3,699.0,457.9,704.6,581.9,130.2,575.3,206.8,310.6,492.2,39.5,480.7,413.1,610.3,765.1,466.8,186.2,378.1,630.5,675.3,35.4,0.0,539.6,475.2,166.2,494.8,511.1,119.0,837.1,820.4,172.0,702.7,569.6,817.1,324.4,687.6,537.7,448.7,72.6,565.5,794.7,50.7,787.5,825.3,368.0,66.7,88.0,805.4,350.3,144.5,359.0,492.1,70.6,581.7,109.7,451.7,772.6,415.7,690.4,173.1,534.0,721.5,515.1,629.1,197.8,187.0,66.9
RT,465.1,400.6,109.6,787.3,583.0,825.7,625.8,550.6,233.2,1477.5,564.6,512.0,531.3,466.2,571.9,599.6,398.6,272.0,774.1,209.7,663.5,650.6,480.3,176.5,307.5,361.0,557.0,568.4,385.6,624.1,605.1,352.4,645.4,815.5,353.4,407.1,606.4,849.3,345.1,554.6,628.5,553.4,840.5,595.9,542.5,618.4,259.6,545.4,537.0,488.7,594.4,597.3,552.4,478.0,596.2,857.7,766.9,494.8,323.0,835.3,588.2,349.0,379.9,382.2,574.3,430.4,462.6,451.7,462.9,524.6,672.9,437.8,663.5,185.8,531.8,609.7,543.1,472.3,387.3,214.5,391.6,268.9,564.7,262.3,531.9,389.8,732.8,538.1,721.3,169.7,297.3,461.8,707.4,594.3,497.2,317.5,362.3,576.2,538.2,0.0,715.8,535.5,251.4,792.3,559.5,524.1,507.4,594.5,389.7,784.6,504.1,511.3,374.6,224.7,205.3,553.7,252.5,481.7,549.3,603.1,512.3,556.4,565.8,528.5,492.4,555.2,436.0,563.9,248.7,511.1,847.8,544.2,692.3,588.2,704.6,377.4,446.9,768.8,408.5,37.1,316.1,519.4,445.7,565.5
SH,960.9,900.3,668.5,344.7,306.9,351.6,195.0,423.4,732.9,1710.7,577.3,363.3,369.0,526.0,444.7,970.7,898.3,771.7,267.1,652.0,1034.6,345.0,281.4,618.8,807.2,860.7,458.0,477.0,885.3,496.9,299.5,852.1,1016.5,372.9,853.1,906.8,502.9,406.7,844.8,490.5,584.4,336.5,397.9,491.4,425.6,989.5,587.9,455.6,427.9,548.5,377.5,470.1,435.5,458.3,290.6,413.5,229.1,982.3,822.7,392.7,489.2,848.7,879.6,881.9,357.4,455.2,950.1,436.2,427.1,1024.3,204.0,937.5,194.6,648.1,442.0,459.8,237.5,972.0,885.7,644.6,891.3,768.6,483.7,762.0,544.6,441.0,263.9,421.2,23.4,599.8,797.0,951.8,45.5,467.1,366.1,817.2,862.0,456.8,421.3,726.3,0.0,507.7,681.5,254.5,460.5,1023.8,1007.1,440.1,889.4,372.9,1003.8,279.5,874.3,724.4,635.4,434.6,752.2,981.4,432.4,974.2,1012.0,250.8,449.0,429.5,992.1,338.3,495.8,347.0,678.8,412.1,386.8,463.2,223.4,959.3,166.8,877.1,528.5,357.1,908.2,701.8,815.8,579.2,478.2,448.6
SM,748.6,688.0,456.2,618.5,471.3,600.6,442.9,202.3,519.5,1498.4,111.6,390.8,453.1,149.1,223.6,757.3,684.9,559.4,549.0,439.7,822.3,524.3,352.9,406.5,594.9,648.4,159.2,178.2,673.0,275.8,478.8,639.8,804.2,621.9,640.8,694.5,132.7,655.7,632.5,98.2,154.8,419.5,646.9,242.0,176.2,777.2,400.4,236.9,512.0,170.5,461.6,249.0,185.0,430.5,468.8,664.1,546.7,770.0,609.3,640.6,139.0,636.4,667.3,669.6,440.4,221.8,737.8,406.4,417.6,812.0,490.0,724.1,480.6,435.8,226.2,261.4,416.8,786.7,673.4,432.3,679.0,556.3,216.4,549.7,144.3,382.7,616.8,171.8,538.4,386.4,584.7,739.5,523.4,246.0,450.2,604.9,649.7,207.4,171.9,514.0,532.9,0.0,468.1,583.2,161.7,810.4,794.8,246.2,677.1,587.3,791.5,385.0,662.0,512.1,422.0,205.4,539.9,768.0,181.9,761.9,799.7,430.1,237.6,129.6,779.8,422.4,118.9,431.1,466.5,113.3,653.8,195.9,508.3,747.0,487.8,664.8,146.4,630.9,695.9,488.4,602.4,201.2,161.4,224.0
SX,608.0,543.5,311.2,696.0,488.8,731.5,531.6,456.4,371.3,1383.3,407.5,417.8,437.1,372.0,477.7,642.8,541.0,414.9,679.9,331.3,707.2,556.4,385.6,298.1,450.4,503.9,462.8,474.2,528.5,529.9,510.9,495.3,689.1,721.3,496.3,550.0,512.2,755.1,488.0,452.9,534.3,462.2,746.3,501.7,448.3,662.1,266.7,451.2,497.7,389.5,500.2,503.1,457.7,457.5,501.5,763.5,672.7,637.7,469.3,737.5,494.0,491.9,522.8,525.1,474.6,336.2,605.5,433.4,444.6,667.5,578.7,579.8,569.3,327.4,436.7,515.5,448.9,616.9,530.2,26.8,534.5,411.8,470.5,405.2,437.7,409.7,638.1,443.9,627.1,80.3,440.2,604.7,606.6,500.1,488.8,460.4,505.2,482.0,444.0,276.9,621.6,466.1,0.0,698.1,465.3,662.1,650.3,500.3,532.6,687.8,647.0,417.1,517.5,367.1,73.0,459.5,395.4,629.4,460.8,646.8,655.2,462.2,471.1,433.8,635.3,461.0,341.8,469.7,36.9,416.9,753.6,450.0,597.6,631.9,610.4,520.3,352.7,674.1,551.4,313.6,451.5,424.7,351.5,470.8
SY,939.1,878.5,646.7,160.0,285.1,164.0,155.2,401.6,711.1,1688.9,555.5,341.5,347.2,504.2,422.9,948.9,876.5,749.9,43.8,630.2,1012.8,323.2,259.6,597.0,785.4,838.9,436.2,455.2,863.5,475.1,277.7,830.3,994.7,185.3,831.3,885.0,481.1,219.1,823.0,468.7,562.6,314.7,210.3,469.6,403.8,967.7,566.1,433.8,406.1,526.7,355.7,448.3,413.7,436.5,268.8,225.9,41.5,960.5,800.9,205.1,467.4,826.9,857.8,860.1,335.6,433.4,928.3,414.4,405.3,1002.5,258.5,915.7,219.1,626.3,420.2,438.0,215.7,950.2,863.9,622.8,869.5,746.8,461.9,740.2,522.8,419.2,180.2,399.4,393.3,578.0,775.2,930.0,379.4,445.3,344.3,795.4,840.2,435.0,399.5,704.5,387.8,485.9,659.7,0.0,438.7,1002.0,985.3,418.3,867.6,185.3,982.0,257.7,852.5,702.6,613.6,412.8,730.4,959.6,410.6,952.4,990.2,229.0,427.2,407.7,970.3,316.5,474.0,325.2,657.0,390.3,199.2,441.4,260.4,937.5,71.0,855.3,506.7,169.5,886.4,680.0,794.0,557.4,456.4,426.8
TO,801.0,740.4,508.6,563.9,441.5,570.8,409.3,152.2,573.0,1550.8,232.4,361.0,423.3,201.5,173.5,810.8,738.4,611.8,519.2,492.1,874.7,506.0,335.7,458.9,647.3,700.8,85.6,16.4,725.4,225.7,460.5,692.2,856.6,592.1,693.2,746.9,154.3,625.9,684.9,141.9,235.8,390.8,617.1,212.2,146.4,829.6,428.0,78.4,482.2,224.0,431.8,198.9,156.3,400.7,451.6,634.3,516.9,822.4,662.8,611.9,140.6,688.8,719.7,722.0,411.7,249.4,790.2,376.6,387.8,864.4,456.4,777.6,447.0,488.2,64.8,211.3,398.5,812.1,725.8,484.7,731.4,608.7,166.3,602.1,199.7,352.9,516.3,142.0,504.8,439.9,637.1,791.9,490.9,195.9,420.4,657.3,702.1,177.6,142.1,566.4,499.3,159.1,521.6,553.4,0.0,863.9,847.2,196.1,729.5,554.9,843.9,366.7,714.4,564.5,475.5,155.3,592.3,821.5,153.2,814.3,852.1,411.8,167.4,57.1,832.2,392.6,171.3,401.3,518.9,69.8,624.0,145.8,475.8,799.4,458.0,717.2,199.9,576.3,748.3,541.9,655.9,166.9,213.8,169.4
TQ,162.4,225.4,427.5,1121.9,909.8,1152.5,952.6,948.1,387.4,1585.7,828.5,838.8,858.1,793.0,969.4,464.0,281.0,431.0,1100.9,545.6,523.0,977.4,812.0,512.4,466.5,203.8,883.8,895.2,169.0,1021.6,931.9,232.1,504.9,1142.3,235.8,155.7,933.2,1176.1,191.7,873.9,955.3,883.2,1167.3,922.7,869.3,477.9,595.5,872.2,924.1,810.5,921.2,994.8,884.1,878.5,923.0,1184.5,1093.7,58.9,214.2,1158.5,915.0,191.8,179.6,241.7,895.6,762.1,158.9,854.4,865.6,110.9,999.7,142.8,990.3,521.7,858.2,984.5,874.8,80.8,353.8,618.8,164.6,283.7,891.5,402.4,858.7,830.7,1064.5,864.9,1048.1,578.9,429.4,119.7,1027.6,991.8,909.8,369.9,329.4,903.0,865.0,508.3,1042.6,887.1,660.1,1119.1,886.3,0.0,384.9,964.8,169.8,1108.8,81.7,838.1,176.8,393.4,609.6,880.5,306.4,66.8,881.8,462.6,74.7,883.2,897.5,860.2,31.7,882.0,762.8,890.7,657.9,837.9,1174.6,871.0,1024.0,447.7,1031.4,313.5,778.6,1100.5,151.0,473.9,240.5,851.1,772.5,897.2
TR,261.9,215.7,330.5,1012.0,807.7,1050.4,850.5,846.0,271.8,1483.6,789.3,736.7,756.0,690.9,867.3,357.0,205.1,310.6,998.8,448.6,420.9,875.3,705.0,415.4,346.1,257.5,781.7,793.1,282.1,919.5,829.8,300.3,402.8,1040.2,159.9,316.6,831.1,1074.0,279.0,779.3,853.2,778.1,1065.2,820.6,767.2,375.8,498.5,770.1,817.1,713.4,819.1,892.7,777.1,776.4,820.9,1082.4,991.6,283.3,250.8,1060.0,812.9,245.5,276.4,139.6,799.0,655.1,251.1,752.3,763.5,311.5,897.6,275.1,888.2,424.7,756.5,882.4,767.8,305.1,274.8,526.7,301.1,308.5,789.4,410.8,756.6,728.6,957.5,762.8,946.0,481.9,437.8,252.8,932.1,889.7,807.7,284.7,232.4,800.9,762.9,411.3,940.5,760.2,563.6,1017.0,784.2,322.3,0.0,862.7,286.2,1009.3,336.9,736.0,258.7,296.4,517.5,778.4,331.2,314.5,774.0,360.5,345.1,781.1,790.5,753.2,325.2,779.9,660.7,788.6,560.9,735.8,1072.5,768.9,917.0,345.6,929.3,216.5,671.6,993.5,305.0,381.8,248.9,744.1,670.4,790.2
TX,807.7,747.1,515.3,480.6,402.1,484.6,351.4,101.5,579.7,1557.5,255.4,378.2,383.9,208.2,66.9,817.5,745.1,618.5,433.0,498.8,881.4,428.4,296.3,465.6,654.0,707.5,168.0,156.7,732.1,110.0,382.9,698.9,863.3,505.9,699.9,753.6,212.9,539.7,691.6,200.5,294.4,351.4,530.9,200.0,201.5,836.3,434.7,133.7,442.8,230.7,392.4,83.2,210.1,427.8,374.0,548.1,430.7,829.1,669.5,525.7,199.2,695.5,726.4,728.7,372.3,256.1,796.9,403.7,442.0,871.1,398.5,784.3,389.1,494.9,120.1,19.7,320.9,818.8,732.5,491.4,738.1,615.4,168.8,608.8,222.7,380.0,458.4,169.1,446.9,446.6,643.8,798.6,433.0,30.1,381.0,664.0,708.8,180.3,205.8,573.1,441.4,226.3,528.3,467.2,170.5,870.6,853.9,0.0,736.2,535.8,850.6,327.3,721.1,571.2,482.2,157.8,599.0,828.2,180.3,821.0,858.8,334.2,169.9,139.5,838.9,353.2,178.0,361.9,525.6,122.1,537.8,148.3,417.9,806.1,371.8,723.9,206.6,490.1,755.0,548.6,662.6,261.4,220.5,196.5
UF,154.4,89.9,357.9,1040.6,833.4,1076.1,876.2,871.7,299.2,1509.3,815.0,762.4,781.7,716.6,893.0,382.7,181.7,366.2,1024.5,476.0,446.6,901.0,730.7,442.8,401.7,28.7,807.4,818.8,4.0,945.2,855.5,150.2,428.5,1065.9,136.5,147.4,856.8,1099.7,109.8,805.0,878.9,803.8,1090.9,846.3,792.9,401.5,525.9,795.8,842.8,739.1,844.8,918.4,802.8,802.1,846.6,1108.1,1017.3,165.4,63.6,1085.7,838.6,40.6,9.8,165.3,824.7,680.8,189.4,778.0,789.2,187.3,923.3,127.1,913.9,452.1,782.2,908.1,793.5,135.0,284.2,554.1,131.9,267.8,815.1,386.5,782.3,754.3,983.2,788.5,971.7,509.3,413.5,151.1,957.8,915.4,833.4,300.3,259.8,826.6,788.6,438.7,966.2,785.9,591.0,1042.7,809.9,186.8,290.5,888.4,0.0,1035.0,166.8,761.7,89.5,323.8,544.9,804.1,290.5,144.4,799.7,386.2,175.0,806.8,816.2,778.9,155.1,805.6,686.4,814.3,588.3,761.5,1098.2,794.6,942.7,371.3,955.0,243.9,697.3,1019.2,18.7,409.2,154.1,769.8,696.1,815.9
UH,1035.3,974.7,745.5,73.5,381.3,121.8,269.4,497.8,806.7,1682.4,651.1,437.7,443.4,600.4,519.1,1044.5,972.7,846.1,137.3,726.4,1109.0,419.4,355.8,693.2,881.6,935.1,532.4,551.4,959.7,571.3,373.9,926.5,1090.9,102.3,930.1,981.2,577.3,136.1,919.2,556.8,658.8,410.3,127.3,565.8,500.0,1063.9,664.9,530.0,504.9,622.3,451.9,544.5,512.5,532.7,364.4,144.5,135.0,1056.7,896.5,121.5,563.6,923.1,954.0,956.3,431.2,529.0,1024.5,510.6,501.5,1098.7,164.6,1011.3,125.2,722.5,515.4,534.2,314.5,1048.0,960.1,721.6,965.7,843.0,558.1,836.4,618.4,515.4,88.9,495.6,299.4,673.6,871.4,1026.2,284.9,541.5,440.5,891.6,936.4,531.2,495.7,800.7,293.9,583.6,755.3,171.5,534.9,1097.6,1081.5,514.5,963.8,0.0,1078.2,353.9,948.7,801.4,709.2,509.0,826.6,1055.2,506.2,1048.6,1086.4,325.2,522.8,506.5,1066.5,412.7,570.2,421.4,753.2,486.5,134.6,537.6,169.1,1033.7,195.6,951.5,602.3,12.5,982.6,776.2,889.6,656.2,552.6,522.4
UL,140.9,203.9,406.0,1106.0,901.7,1144.4,944.5,940.0,370.7,1577.6,883.3,830.7,850.0,784.9,961.3,451.0,268.0,409.5,1092.8,524.1,514.9,969.3,799.0,490.9,445.0,182.3,875.7,887.1,152.4,1013.5,923.8,210.6,496.8,1134.2,222.8,134.2,925.1,1168.0,170.2,873.3,947.2,872.1,1159.2,914.6,861.2,469.8,574.0,864.1,911.1,807.4,913.1,986.7,871.1,870.4,914.9,1176.4,1085.6,103.8,195.6,1154.0,906.9,170.3,158.1,233.6,893.0,749.1,137.4,846.3,857.5,89.4,991.6,120.5,982.2,500.2,850.5,976.4,861.8,57.1,332.3,602.2,143.1,262.2,883.4,380.9,850.6,822.6,1051.5,856.8,1040.0,557.4,407.9,98.2,1026.1,983.7,901.7,348.4,307.9,894.9,856.9,486.8,1034.5,854.2,639.1,1111.0,878.2,62.9,376.8,956.7,148.3,1103.3,0.0,830.0,155.3,371.9,593.0,872.4,284.9,11.5,868.0,454.5,8.1,875.1,884.5,847.2,31.2,873.9,754.7,882.6,636.4,829.8,1166.5,862.9,1011.0,439.6,1023.3,292.0,765.6,1087.5,129.5,457.3,214.5,838.1,764.4,884.2
UN,822.8,762.2,530.4,297.7,71.6,345.4,136.2,321.8,594.8,1561.9,475.7,178.8,159.5,428.5,343.1,832.6,760.2,633.6,315.3,513.9,896.5,161.0,157.9,480.7,669.1,722.6,356.4,375.4,747.2,395.3,115.5,714.0,878.4,325.9,715.0,768.7,401.3,359.7,706.7,388.9,482.8,127.0,350.9,389.8,324.0,851.4,449.8,354.0,218.4,451.0,171.5,368.5,333.9,248.8,106.6,368.1,277.3,844.2,684.6,345.7,387.6,710.6,741.5,743.8,147.9,317.1,812.0,226.7,217.6,886.2,183.3,799.4,173.9,510.0,340.4,358.2,53.5,833.9,747.6,506.5,753.2,630.5,382.1,623.9,443.0,295.9,243.2,319.6,231.7,461.7,658.9,813.7,217.8,365.5,156.6,679.1,723.9,355.2,319.7,645.0,226.2,406.1,543.4,302.7,358.9,885.7,869.0,338.5,751.3,295.0,865.7,0.0,736.2,586.3,497.3,333.0,614.1,843.3,330.8,836.1,873.9,66.8,347.4,327.9,854.0,78.1,398.3,137.5,540.7,310.5,358.2,361.6,202.7,821.2,215.0,739.0,426.9,279.2,770.1,682.2,677.7,481.7,340.1,347.0
UQ,128.5,64.0,303.8,1032.7,825.5,1068.2,868.3,863.8,245.1,1501.4,807.1,754.5,773.8,708.7,885.1,374.8,173.8,312.1,1016.6,421.9,438.7,893.1,722.8,388.7,347.6,42.4,799.5,810.9,67.0,937.3,847.6,96.1,420.6,1058.0,128.6,93.3,848.9,1091.8,55.7,797.1,871.0,795.9,1083.0,838.4,785.0,393.6,471.8,787.9,834.9,731.2,836.9,910.5,794.9,794.2,838.7,1100.2,1009.4,181.5,55.7,1077.8,830.7,30.4,61.3,157.4,816.8,672.9,163.5,770.1,781.3,196.7,915.4,101.2,906.0,398.0,774.3,900.2,785.6,144.4,230.1,500.0,77.8,227.8,807.2,346.5,774.4,746.4,975.3,780.6,963.8,455.2,373.5,125.2,949.9,907.5,825.5,246.2,205.7,818.7,780.7,384.6,958.3,778.0,536.9,1034.8,802.0,196.2,282.6,880.5,71.1,1027.1,176.2,753.8,0.0,269.7,490.8,796.2,250.5,153.8,791.8,378.3,184.4,798.9,808.3,771.0,164.5,797.7,678.5,806.4,534.2,753.6,1090.3,786.7,934.8,363.4,947.1,189.8,689.4,1011.3,89.9,355.1,100.0,761.9,688.2,808.0
UR,407.5,343.0,34.0,730.0,525.7,768.4,568.5,493.3,170.8,1420.2,507.3,454.7,474.0,408.9,514.6,542.0,341.0,214.4,716.8,152.1,605.9,593.3,423.0,118.9,249.9,303.4,499.7,511.1,328.0,566.8,547.8,294.8,587.8,758.2,295.8,349.5,549.1,792.0,287.5,489.8,571.2,496.1,783.2,538.6,485.2,560.8,202.0,488.1,552.7,426.4,537.1,540.0,495.1,493.7,538.9,800.4,709.6,437.2,265.4,778.0,530.9,291.4,322.3,324.6,517.0,373.1,405.0,467.4,478.6,467.0,615.6,379.3,606.2,128.2,474.1,552.4,485.8,416.9,329.7,230.2,334.0,211.3,507.4,204.7,474.6,446.6,675.5,480.8,664.0,185.4,239.7,404.2,650.1,537.0,512.9,259.9,304.7,518.9,480.9,114.8,658.5,477.1,266.6,735.0,502.2,466.5,449.8,537.2,332.1,724.7,446.5,454.0,317.0,0.0,221.0,496.4,194.9,424.1,497.7,545.5,454.7,499.1,508.5,471.2,434.8,497.9,378.7,506.6,264.4,453.8,790.5,486.9,635.0,530.6,647.3,319.8,389.6,711.5,350.9,85.3,258.5,462.1,388.4,508.2
