from_stop,AF,AI,AK,AM,AQ,AT,BE,BO,BV,BZ,CC,CE,CL,CO,CP,DB,DK,DN,DQ,DR,DW,EB,EF,EI,EJ,EN,EP,ET,FF,FJ,FL,FO,FQ,FR,FT,FW,FX,FZ,GD,GG,GI,GK,GR,GT,GV,HA,HB,HD,HG,HH,HO,HP,HT,IF,IS,IT,IY,IZ,JE,JM,JP,JS,JV,KB,KC,KE,KH,KI,KL,KN,KO,KP,KQ,KR,KS,KZ,LC,LU,ME,MH,ML,MW,NB,NK,NO,NT,NU,NX,NZ,OE,OG,OK,OR,PA,PC,PD,PE,PG,PN,PP,QD,QE,QH,QY,RD,RN,RY,SB,SJ,SL,SQ,SU,SX,TE,TL,TN,TO,TS,TY,UL,UM,UO,UV,VA,VF,VR,VV,VW,VX,WA,WE,WJ,WN,WR,WW,WY,XC,XI,XK,XO,YE,YF,YI,YJ,YT,YX,YY,ZE,ZI,ZT
OG,825.3,467.8,833.8,2005.5,365.7,767.5,2040.5,753.5,666.5,2063.2,466.7,778.8,2039.9,915.2,809.9,866.3,875.7,819.5,2052.6,500.9,420.0,790.2,392.0,2042.4,674.1,859.8,540.9,757.9,381.5,705.3,669.9,812.5,543.6,813.2,674.6,2062.7,923.5,850.4,932.6,936.3,802.1,2099.4,821.2,6.9,823.3,2055.3,789.4,2045.6,787.4,535.9,735.2,688.0,896.6,883.5,840.1,429.7,825.3,574.4,607.8,571.7,2007.1,2004.2,691.5,521.7,1946.6,866.7,612.9,2044.2,766.1,905.9,801.1,763.2,2061.1,2089.7,789.4,2019.0,2059.6,1969.1,822.7,693.8,2068.2,648.1,585.5,1365.7,639.5,935.9,871.2,789.2,849.2,28.4,0.0,835.2,2032.6,2049.1,23.9,817.4,824.3,850.1,1988.9,814.4,850.0,2029.2,66.1,803.3,433.2,2066.0,1973.9,2042.5,53.9,460.3,2062.7,813.2,834.3,595.3,855.3,1952.2,769.6,492.8,533.6,743.6,673.5,2036.8,430.0,590.1,430.4,938.3,819.4,2011.0,505.3,868.0,879.4,2076.5,2018.1,752.2,32.7,519.1,914.9,728.1,1985.8,892.8,790.6,792.8,543.5,809.5,820.1,815.9,774.4,585.3,2088.5,738.4
OK,232.8,987.2,82.0,1613.1,764.8,77.6,1648.1,339.0,381.0,1670.8,657.4,364.3,1647.5,163.4,134.5,580.8,590.2,15.6,1660.2,1020.3,939.4,44.9,911.4,1650.0,439.6,108.0,693.9,540.6,900.9,129.8,443.4,527.0,1063.0,61.4,198.0,1670.3,95.5,193.8,677.5,184.5,525.1,1707.0,535.7,800.5,71.5,1662.9,374.9,1653.2,501.9,588.2,320.7,147.1,641.5,628.4,61.3,949.1,245.0,288.9,516.3,552.4,1614.7,1611.8,406.0,1041.1,1554.2,114.9,511.2,1651.8,81.3,77.9,34.0,545.9,1668.7,1697.3,209.2,1626.6,1667.2,1576.7,312.4,141.3,1675.8,466.0,738.5,1856.9,474.6,258.0,82.3,374.7,104.3,761.7,790.2,0.0,1640.2,1656.7,819.1,17.7,10.8,595.0,1596.5,166.7,71.2,1636.8,748.5,127.9,952.6,1673.6,1581.5,1650.1,849.1,691.3,1670.3,527.7,117.8,748.3,189.2,1559.8,77.8,1012.2,1053.0,526.3,161.6,1644.4,694.1,594.9,949.8,186.5,132.7,1618.6,1024.7,220.3,74.1,1684.1,1625.7,341.7,757.4,605.0,659.8,510.8,1593.4,124.8,505.1,378.3,1062.9,161.8,257.5,168.2,73.0,1104.7,1696.1,262.5
OR,1481.4,2233.3,1637.9,234.2,2010.9,1591.3,269.2,1492.4,1627.1,291.9,1903.5,1496.1,268.6,1641.6,1633.7,1826.9,1836.3,1643.3,337.0,2266.4,2185.5,1614.0,2157.5,271.1,1685.7,1611.9,1940.0,1786.7,2147.0,1529.1,1689.5,1773.1,2309.1,1637.0,1498.4,146.7,1747.3,1559.8,1923.6,1628.1,1771.2,183.4,1781.8,2041.8,1647.1,139.3,1506.7,274.3,1748.0,1834.3,1508.7,1511.8,1887.6,1874.5,1663.9,2195.2,1469.2,1535.0,1762.4,1798.5,91.1,296.2,1652.1,2287.2,145.0,1605.0,1757.3,272.9,1589.9,1729.7,1624.9,1792.0,345.5,173.7,1486.8,247.7,162.1,124.5,1407.8,1517.6,198.5,1712.1,1984.6,2150.5,1720.7,1604.0,1695.0,1506.5,1673.0,2003.0,2031.5,1659.0,0.0,36.2,2060.4,1641.2,1648.1,1841.1,217.6,1636.3,1669.1,313.6,1989.8,1627.1,2198.7,170.2,129.3,326.9,2090.4,1937.4,146.7,1773.8,1658.1,1994.4,1555.2,149.4,1593.4,2258.3,2299.1,1772.4,1497.3,328.8,1940.2,1841.0,2195.9,1630.1,1643.2,194.7,2270.8,1596.7,1703.2,160.5,246.8,1454.6,1998.7,1851.1,1905.9,1756.9,214.5,1716.6,1751.2,1510.1,2309.0,1633.3,1464.0,1595.0,1598.2,2350.8,172.5,1416.1
PA,1450.0,2199.3,1603.9,244.4,1976.9,1557.3,224.0,1458.4,1593.1,246.7,1869.5,1462.1,223.4,1607.6,1599.7,1792.9,1802.3,1609.3,303.0,2232.4,2151.5,1580.0,2123.5,281.3,1651.7,1577.9,1906.0,1752.7,2113.0,1495.1,1655.5,1739.1,2275.1,1603.0,1464.4,112.7,1713.3,1525.8,1889.6,1594.1,1737.2,149.4,1747.8,2007.8,1613.1,105.3,1472.7,195.8,1714.0,1800.3,1474.7,1477.8,1853.6,1840.5,1629.9,2161.2,1435.2,1501.0,1728.4,1764.5,57.1,262.2,1618.1,2253.2,155.2,1571.0,1723.3,209.1,1555.9,1695.7,1590.9,1758.0,311.5,139.7,1452.8,254.2,128.1,134.7,1373.8,1483.6,164.5,1678.1,1950.6,2116.5,1686.7,1570.0,1661.0,1472.5,1639.0,1969.0,1997.5,1625.0,26.1,0.0,2026.4,1607.2,1614.1,1807.1,224.1,1602.3,1635.1,279.6,1955.8,1593.1,2164.7,136.2,139.5,292.9,2056.4,1903.4,112.7,1739.8,1624.1,1960.4,1521.2,159.6,1559.4,2224.3,2265.1,1738.4,1463.3,294.8,1906.2,1807.0,2161.9,1596.1,1609.2,160.7,2236.8,1562.7,1669.2,126.5,201.6,1420.6,1964.7,1817.1,1871.9,1722.9,224.7,1682.6,1717.2,1476.1,2275.0,1599.3,1430.0,1561.0,1564.2,2316.8,138.5,1382.1
PC,871.0,513.5,879.5,2051.2,411.4,813.2,2086.2,799.2,712.2,2108.9,512.4,824.5,2085.6,960.9,855.6,912.0,921.4,865.2,2098.3,546.6,465.7,835.9,437.7,2088.1,719.8,905.5,586.6,803.6,427.2,751.0,715.6,858.2,589.3,858.9,720.3,2108.4,969.2,896.1,978.3,982.0,847.8,2145.1,866.9,38.7,869.0,2101.0,835.1,2091.3,833.1,581.6,780.9,733.7,942.3,929.2,885.8,475.4,871.0,620.1,653.5,617.4,2052.8,2049.9,737.2,567.4,1992.3,912.4,658.6,2089.9,811.8,951.6,846.8,808.9,2106.8,2135.4,835.1,2064.7,2105.3,2014.8,868.4,739.5,2113.9,693.8,631.2,1397.5,685.2,981.6,916.9,834.9,894.9,74.1,30.7,880.9,2078.3,2094.8,0.0,863.1,870.0,895.8,2034.6,860.1,895.7,2074.9,111.8,849.0,478.9,2111.7,2019.6,2088.2,30.0,506.0,2108.4,858.9,880.0,641.0,901.0,1997.9,815.3,538.5,579.3,789.3,719.2,2082.5,475.7,635.8,476.1,984.0,865.1,2056.7,551.0,913.7,925.1,2122.2,2063.8,797.4,78.4,564.8,960.6,773.8,2031.5,938.5,836.3,838.5,589.2,855.2,865.8,861.6,820.1,631.0,2134.2,784.1
PD,215.0,969.4,64.2,1595.3,747.0,59.8,1630.3,321.2,363.2,1653.0,639.6,346.5,1629.7,145.6,116.7,563.0,572.4,2.0,1642.4,1002.5,921.6,27.1,893.6,1632.2,421.8,90.2,676.1,522.8,883.1,112.0,425.6,509.2,1045.2,43.6,180.2,1652.5,113.3,176.0,659.7,166.7,507.3,1689.2,517.9,782.7,53.7,1645.1,357.1,1635.4,484.1,570.4,302.9,129.3,623.7,610.6,43.5,931.3,227.2,271.1,498.5,534.6,1596.9,1594.0,388.2,1023.3,1536.4,97.1,493.4,1634.0,63.5,95.7,16.2,528.1,1650.9,1679.5,191.4,1608.8,1649.4,1558.9,294.6,123.5,1658.0,448.2,720.7,1839.1,456.8,240.2,100.1,356.9,106.8,743.9,772.4,17.7,1622.4,1638.9,801.3,0.0,6.8,577.2,1578.7,148.9,53.4,1619.0,730.7,110.1,934.8,1655.8,1563.7,1632.3,831.3,673.5,1652.5,509.9,100.0,730.5,171.4,1542.0,60.0,994.4,1035.2,508.5,143.8,1626.6,676.3,577.1,932.0,168.7,114.9,1600.8,1006.9,202.5,91.9,1666.3,1607.9,323.4,739.6,587.2,642.0,493.0,1575.6,142.6,487.3,360.5,1045.1,144.0,239.7,150.4,55.2,1086.9,1678.3,244.7
PE,221.9,976.3,71.1,1602.2,753.9,66.7,1637.2,328.1,370.1,1659.9,646.5,353.4,1636.6,152.5,123.6,569.9,579.3,4.8,1649.3,1009.4,928.5,34.0,900.5,1639.1,428.7,97.1,683.0,529.7,890.0,118.9,432.5,516.1,1052.1,50.5,187.1,1659.4,106.4,182.9,666.6,173.6,514.2,1696.1,524.8,789.6,60.6,1652.0,364.0,1642.3,491.0,577.3,309.8,136.2,630.6,617.5,50.4,938.2,234.1,278.0,505.4,541.5,1603.8,1600.9,395.1,1030.2,1543.3,104.0,500.3,1640.9,70.4,88.8,23.1,535.0,1657.8,1686.4,198.3,1615.7,1656.3,1565.8,301.5,130.4,1664.9,455.1,727.6,1846.0,463.7,247.1,93.2,363.8,113.7,750.8,779.3,10.8,1629.3,1645.8,808.2,6.8,0.0,584.1,1585.6,155.8,60.3,1625.9,737.6,117.0,941.7,1662.7,1570.6,1639.2,838.2,680.4,1659.4,516.8,106.9,737.4,178.3,1548.9,66.9,1001.3,1042.1,515.4,150.7,1633.5,683.2,584.0,938.9,175.6,121.8,1607.7,1013.8,209.4,85.0,1673.2,1614.8,330.3,746.5,594.1,648.9,499.9,1582.5,135.7,494.2,367.4,1052.0,150.9,246.6,157.3,62.1,1093.8,1685.2,251.6
PG,608.0,702.8,616.5,1828.5,480.4,550.2,1863.5,536.2,250.7,1886.2,373.0,561.5,1862.9,697.9,592.6,284.5,215.0,602.2,1875.6,735.9,655.0,572.9,627.0,1865.4,192.4,642.5,409.5,137.2,616.5,488.0,188.2,230.7,778.6,595.9,457.3,1885.7,706.2,633.1,82.4,719.0,79.8,1922.4,239.4,779.2,606.0,1878.3,572.1,1868.6,205.6,303.8,517.9,470.7,51.5,33.3,622.8,664.7,608.0,357.1,231.9,268.0,1830.1,1827.2,272.8,756.7,1769.6,649.4,226.8,1867.2,548.8,688.6,583.8,170.7,1884.1,1912.7,572.1,1842.0,1882.6,1792.1,530.8,476.5,1891.2,181.6,454.1,1934.4,190.2,718.6,653.9,571.9,631.9,740.4,768.9,617.9,1855.6,1872.1,797.8,600.1,607.0,0.0,1811.9,597.1,632.7,1852.2,727.2,586.0,668.2,1889.0,1796.9,1865.5,827.8,406.9,1885.7,231.4,617.0,463.9,638.0,1775.2,552.3,727.8,768.6,199.9,456.2,1859.8,409.7,310.5,665.4,721.0,602.1,1834.0,740.3,650.7,662.1,1899.5,1841.1,534.4,736.1,320.6,64.7,111.9,1808.8,675.5,129.9,575.5,778.5,592.2,602.8,598.6,557.1,820.3,1911.5,521.1
PN,1417.5,2169.4,1574.0,74.6,1947.0,1527.4,109.6,1428.5,1563.2,132.3,1839.6,1432.2,109.0,1577.7,1569.8,1763.0,1772.4,1579.4,258.4,2202.5,2121.6,1550.1,2093.6,111.5,1621.8,1548.0,1876.1,1722.8,2083.1,1465.2,1625.6,1709.2,2245.2,1573.1,1434.5,156.7,1683.4,1495.9,1859.7,1564.2,1707.3,170.0,1717.9,1977.9,1583.2,173.6,1442.8,114.7,1684.1,1770.4,1444.8,1447.9,1823.7,1810.6,1600.0,2131.3,1405.3,1471.1,1698.5,1734.6,154.3,257.6,1588.2,2223.3,80.1,1541.1,1693.4,113.3,1526.0,1665.8,1561.0,1728.1,266.9,208.0,1422.9,30.0,128.7,159.7,1343.9,1453.7,137.3,1648.2,1920.7,2071.9,1656.8,1540.1,1631.1,1442.6,1609.1,1939.1,1967.6,1595.1,223.2,219.5,1996.5,1577.3,1584.2,1777.2,0.0,1572.4,1605.2,235.0,1925.9,1563.2,2134.8,190.3,164.5,248.3,2026.5,1873.5,181.0,1709.9,1594.2,1930.5,1491.3,142.8,1529.5,2194.4,2235.2,1708.5,1433.4,290.2,1876.3,1777.1,2132.0,1566.2,1579.3,80.1,2206.9,1532.8,1639.3,194.8,87.2,1390.7,1934.8,1787.2,1842.0,1693.0,54.9,1652.7,1687.3,1446.2,2245.1,1569.4,1400.1,1531.1,1534.3,2286.9,206.8,1352.2
PP,145.6,987.5,166.4,1525.9,765.1,138.0,1560.9,291.8,381.3,1583.6,657.7,295.5,1560.3,208.4,180.4,581.1,590.5,152.1,1573.0,1020.6,939.7,122.8,911.7,1562.8,439.9,178.7,694.2,540.9,901.2,130.1,443.7,527.3,1063.3,145.8,198.3,1583.1,263.4,67.3,677.8,194.9,525.4,1619.8,536.0,800.8,155.9,1575.7,306.1,1566.0,502.2,588.5,308.1,147.4,641.8,628.7,172.7,949.4,157.8,289.2,516.6,552.7,1527.5,1524.6,406.3,1041.4,1467.0,171.8,511.5,1564.6,96.4,245.8,133.7,546.2,1581.5,1610.1,122.0,1539.4,1580.0,1489.5,225.2,141.6,1588.6,466.3,738.8,1784.9,474.9,152.8,226.4,305.9,204.4,762.0,790.5,167.8,1553.0,1569.5,819.4,150.0,156.9,595.3,1509.3,0.0,182.6,1549.6,748.8,173.8,952.9,1586.4,1494.3,1562.9,849.4,691.6,1583.1,528.0,197.6,748.6,72.2,1472.6,99.9,1012.5,1053.3,526.6,161.9,1557.2,694.4,595.2,950.1,196.9,189.9,1531.4,1025.0,84.9,234.6,1596.9,1538.5,254.0,757.7,605.3,660.1,511.1,1506.2,248.0,505.4,309.5,1063.2,74.0,170.3,32.8,104.7,1105.0,1608.9,175.3
QD,191.9,1012.0,106.8,1572.2,789.6,102.4,1607.2,338.1,405.8,1629.9,682.2,341.8,1606.6,137.1,159.3,605.6,615.0,45.5,1619.3,1045.1,964.2,69.7,936.2,1609.1,464.4,107.4,718.7,565.4,925.7,154.6,468.2,551.8,1087.8,86.2,222.8,1629.4,156.8,152.9,702.3,117.0,549.9,1666.1,560.5,825.3,96.3,1622.0,352.4,1612.3,526.7,613.0,345.5,171.9,666.3,653.2,9.9,973.9,204.1,313.7,541.1,577.2,1573.8,1570.9,430.8,1065.9,1513.3,100.5,536.0,1610.9,106.1,139.2,58.8,570.7,1627.8,1656.4,168.3,1585.7,1626.3,1535.8,271.5,166.1,1634.9,490.8,763.3,1831.2,499.4,217.1,143.6,352.2,149.4,786.5,815.0,61.2,1599.3,1615.8,843.9,43.4,50.3,619.8,1555.6,191.5,0.0,1595.9,773.3,152.7,977.4,1632.7,1540.6,1609.2,873.9,716.1,1629.4,552.5,142.6,773.1,148.3,1518.9,102.6,1037.0,1077.8,551.1,186.4,1603.5,718.9,619.7,974.6,119.0,157.5,1577.7,1049.5,189.8,135.4,1643.2,1584.8,300.3,782.2,629.8,684.6,535.6,1552.5,186.1,529.9,355.8,1087.7,186.6,216.6,188.1,97.8,1129.5,1655.2,221.6
QE,1367.6,2119.5,1524.1,237.4,1897.1,1477.5,210.4,1378.6,1513.3,233.1,1789.7,1382.3,209.8,1527.8,1519.9,1713.1,1722.5,1529.5,47.5,2152.6,2071.7,1500.2,2043.7,228.5,1571.9,1498.1,1826.2,1672.9,2033.2,1415.3,1575.7,1659.3,2195.3,1523.2,1384.6,220.0,1633.5,1446.0,1809.8,1514.3,1657.4,233.3,1668.0,1928.0,1533.3,236.9,1392.9,182.2,1634.2,1720.5,1394.9,1398.0,1773.8,1760.7,1550.1,2081.4,1355.4,1421.2,1648.6,1684.7,207.3,148.2,1538.3,2173.4,256.2,1491.2,1643.5,195.5,1476.1,1615.9,1511.1,1678.2,31.8,271.3,1373.0,240.6,192.0,288.1,1294.0,1403.8,200.6,1598.3,1870.8,2022.0,1606.9,1490.2,1581.2,1392.7,1559.2,1889.2,1917.7,1545.2,298.7,272.5,1946.6,1527.4,1534.3,1727.3,210.5,1522.5,1555.3,0.0,1876.0,1513.3,2084.9,231.4,292.9,37.4,1976.6,1823.6,244.3,1660.0,1544.3,1880.6,1441.4,313.0,1479.6,2144.5,2185.3,1658.6,1383.5,180.8,1826.4,1727.2,2082.1,1516.3,1529.4,147.1,2157.0,1482.9,1589.4,258.1,188.0,1340.8,1884.9,1737.3,1792.1,1643.1,217.7,1602.8,1637.4,1396.3,2195.2,1519.5,1350.2,1481.2,1484.4,2237.0,270.1,1302.3
QH,794.9,437.4,803.4,1975.1,335.3,737.1,2010.1,723.1,636.1,2032.8,436.3,748.4,2009.5,884.8,779.5,835.9,845.3,789.1,2022.2,470.5,389.6,759.8,361.6,2012.0,643.7,829.4,510.5,727.5,351.1,674.9,639.5,782.1,513.2,782.8,644.2,2032.3,893.1,820.0,902.2,905.9,771.7,2069.0,790.8,79.4,792.9,2024.9,759.0,2015.2,757.0,505.5,704.8,657.6,866.2,853.1,809.7,399.3,794.9,544.0,577.4,541.3,1976.7,1973.8,661.1,491.3,1916.2,836.3,582.5,2013.8,735.7,875.5,770.7,732.8,2030.7,2059.3,759.0,1988.6,2029.2,1938.7,792.3,663.4,2037.8,617.7,555.1,1390.2,609.1,905.5,840.8,758.8,818.8,28.9,57.4,804.8,2002.2,2018.7,86.3,787.0,793.9,819.7,1958.5,784.0,819.6,1998.8,0.0,772.9,402.8,2035.6,1943.5,2012.1,116.3,429.9,2032.3,782.8,803.9,564.9,824.9,1921.8,739.2,462.4,503.2,713.2,643.1,2006.4,399.6,559.7,400.0,907.9,789.0,1980.6,474.9,837.6,849.0,2046.1,1987.7,721.3,24.6,488.7,884.5,697.7,1955.4,862.4,760.2,762.4,513.1,779.1,789.7,785.5,744.0,554.9,2058.1,708.0
QY,264.4,935.3,126.5,1597.4,712.9,60.2,1632.4,287.1,329.1,1655.1,605.5,312.4,1631.8,207.9,6.5,528.9,538.3,112.2,1644.5,968.4,887.5,82.9,859.5,1634.3,387.7,152.5,642.0,488.7,849.0,77.9,391.5,475.1,1011.1,105.9,146.1,1654.6,202.7,188.7,625.6,229.0,473.2,1691.3,483.8,748.6,116.0,1647.2,323.0,1637.5,450.0,536.3,268.8,95.2,589.6,576.5,132.8,897.2,279.2,237.0,464.4,500.5,1599.0,1596.1,354.1,989.2,1538.5,159.4,459.3,1636.1,101.2,185.1,93.8,494.0,1653.0,1681.6,243.4,1610.9,1651.5,1561.0,346.6,89.4,1660.1,414.1,686.6,1805.0,422.7,274.2,150.4,322.8,128.4,709.8,738.3,127.9,1624.5,1641.0,767.2,110.1,117.0,543.1,1580.8,152.7,142.7,1621.1,696.6,0.0,900.7,1657.9,1565.8,1634.4,797.2,639.4,1654.6,475.8,30.9,696.4,193.6,1544.1,97.7,960.3,1001.1,474.4,109.7,1628.7,642.2,543.0,897.9,240.3,16.0,1602.9,972.8,206.3,158.6,1668.4,1610.0,315.5,705.5,553.1,607.9,458.9,1577.7,172.0,453.2,326.4,1011.0,147.8,291.7,154.2,92.9,1052.8,1680.4,296.7
RD,936.3,130.8,944.8,2158.3,196.5,878.5,2193.3,864.5,563.2,2216.0,297.5,889.8,2192.7,1026.2,920.9,837.6,768.1,930.5,2205.4,100.3,13.1,901.2,111.8,2195.2,504.9,970.8,371.7,588.7,51.6,816.3,500.7,783.8,119.0,924.2,785.6,2215.5,1034.5,961.4,763.4,1047.3,632.9,2252.2,792.5,355.0,934.3,2208.1,900.4,2198.4,758.7,366.7,846.2,799.0,727.4,714.3,951.1,3.4,936.3,685.4,438.6,402.5,2159.9,2157.0,585.3,88.4,2099.4,977.7,443.7,2197.0,877.1,1016.9,912.1,594.0,2213.9,2242.5,900.4,2171.8,2212.4,2121.9,859.1,804.8,2221.0,478.9,416.3,1603.1,470.3,1046.9,982.2,900.2,960.2,316.2,344.7,946.2,2185.4,2201.9,373.6,928.4,935.3,680.9,2141.7,925.4,961.0,2182.0,303.0,914.3,0.0,2218.8,2126.7,2195.3,403.6,291.1,2215.5,784.5,945.3,426.1,966.3,2105.0,880.6,59.5,109.0,574.4,784.5,2189.6,260.8,420.9,93.4,1049.3,930.4,2163.8,80.7,979.0,990.4,2229.3,2170.9,862.7,311.9,349.9,745.7,558.9,2138.6,1003.8,683.0,903.8,118.9,920.5,931.1,926.9,885.4,152.0,2241.3,849.4
RN,1426.3,2178.2,1582.8,261.5,1955.8,1536.2,185.5,1437.3,1572.0,208.2,1848.4,1441.0,184.9,1586.5,1578.6,1771.8,1781.2,1588.2,276.8,2211.3,2130.4,1558.9,2102.4,203.6,1630.6,1556.8,1884.9,1731.6,2091.9,1474.0,1634.4,1718.0,2254.0,1581.9,1443.3,37.4,1692.2,1504.7,1868.5,1573.0,1716.1,110.9,1726.7,1986.7,1592.0,108.3,1451.6,157.3,1692.9,1779.2,1453.6,1456.7,1832.5,1819.4,1608.8,2140.1,1414.1,1479.9,1707.3,1743.4,71.0,241.1,1597.0,2232.1,172.3,1549.9,1702.2,170.6,1534.8,1674.6,1569.8,1736.9,285.3,142.7,1431.7,215.7,89.6,151.8,1352.7,1462.5,126.0,1657.0,1929.5,2090.3,1665.6,1548.9,1639.9,1451.4,1617.9,1947.9,1976.4,1603.9,162.4,136.2,2005.3,1586.1,1593.0,1786.0,185.6,1581.2,1614.0,253.4,1934.7,1572.0,2143.6,0.0,156.6,266.7,2035.3,1882.3,115.7,1718.7,1603.0,1939.3,1500.1,176.7,1538.3,2203.2,2244.0,1717.3,1442.2,273.7,1885.1,1785.9,2140.8,1575.0,1588.1,122.2,2215.7,1541.6,1648.1,129.5,163.1,1399.5,1943.6,1796.0,1850.8,1701.8,241.8,1661.5,1696.1,1455.0,2253.9,1578.2,1408.9,1539.9,1543.1,2295.7,141.5,1361.0
RY,1376.1,2128.0,1532.6,152.7,1905.6,1486.0,187.7,1387.1,1521.8,210.4,1798.2,1390.8,187.1,1536.3,1528.4,1721.6,1731.0,1538.0,336.5,2161.1,2080.2,1508.7,2052.2,189.6,1580.4,1506.6,1834.7,1681.4,2041.7,1423.8,1584.2,1667.8,2203.8,1531.7,1393.1,156.6,1642.0,1454.5,1818.3,1522.8,1665.9,193.3,1676.5,1936.5,1541.8,149.2,1401.4,192.8,1642.7,1729.0,1403.4,1406.5,1782.3,1769.2,1558.6,2089.9,1363.9,1429.7,1657.1,1693.2,101.0,306.1,1546.8,2181.9,63.5,1499.7,1652.0,191.4,1484.6,1624.4,1519.6,1686.7,345.0,183.6,1381.5,166.2,172.0,6.0,1302.5,1412.3,208.4,1606.8,1879.3,2150.0,1615.4,1498.7,1589.7,1401.2,1567.7,1897.7,1926.2,1553.7,126.5,143.0,1955.1,1535.9,1542.8,1735.8,136.1,1531.0,1563.8,313.1,1884.5,1521.8,2093.4,180.1,0.0,326.4,1985.1,1832.1,156.6,1668.5,1552.8,1889.1,1449.9,67.9,1488.1,2153.0,2193.8,1667.1,1392.0,338.7,1834.9,1735.7,2090.6,1524.8,1537.9,158.2,2165.5,1491.4,1597.9,170.4,165.3,1349.3,1893.4,1745.8,1800.6,1651.6,133.0,1611.3,1645.9,1404.8,2203.7,1528.0,1358.7,1489.7,1492.9,2245.5,182.4,1310.8
SB,1381.7,2133.6,1538.2,251.5,1911.2,1491.6,224.5,1392.7,1527.4,247.2,1803.8,1396.4,223.9,1541.9,1534.0,1727.2,1736.6,1543.6,35.6,2166.7,2085.8,1514.3,2057.8,242.6,1586.0,1512.2,1840.3,1687.0,2047.3,1429.4,1589.8,1673.4,2209.4,1537.3,1398.7,234.1,1647.6,1460.1,1823.9,1528.4,1671.5,247.4,1682.1,1942.1,1547.4,251.0,1407.0,196.3,1648.3,1734.6,1409.0,1412.1,1787.9,1774.8,1564.2,2095.5,1369.5,1435.3,1662.7,1698.8,221.4,162.3,1552.4,2187.5,270.3,1505.3,1657.6,209.6,1490.2,1630.0,1525.2,1692.3,74.5,285.4,1387.1,254.7,206.1,302.2,1308.1,1417.9,214.7,1612.4,1884.9,2036.1,1621.0,1504.3,1595.3,1406.8,1573.3,1903.3,1931.8,1559.3,312.8,286.6,1960.7,1541.5,1548.4,1741.4,224.6,1536.6,1569.4,58.2,1890.1,1527.4,2099.0,245.5,307.0,0.0,1990.7,1837.7,258.4,1674.1,1558.4,1894.7,1455.5,327.1,1493.7,2158.6,2199.4,1672.7,1397.6,194.9,1840.5,1741.3,2096.2,1530.4,1543.5,161.2,2171.1,1497.0,1603.5,272.2,202.1,1354.9,1899.0,1751.4,1806.2,1657.2,231.8,1616.9,1651.5,1410.4,2209.3,1533.6,1364.3,1495.3,1498.5,2251.1,284.2,1316.4
SJ,894.6,537.1,903.1,2074.8,435.0,836.8,2109.8,822.8,735.8,2132.5,536.0,848.1,2109.2,984.5,879.2,935.6,945.0,888.8,2121.9,570.2,489.3,859.5,461.3,2111.7,743.4,929.1,610.2,827.2,450.8,774.6,739.2,881.8,612.9,882.5,743.9,2132.0,992.8,919.7,1001.9,1005.6,871.4,2168.7,890.5,62.3,892.6,2124.6,858.7,2114.9,856.7,605.2,804.5,757.3,965.9,952.8,909.4,499.0,894.6,643.7,677.1,641.0,2076.4,2073.5,760.8,591.0,2015.9,936.0,682.2,2113.5,835.4,975.2,870.4,832.5,2130.4,2159.0,858.7,2088.3,2128.9,2038.4,892.0,763.1,2137.5,717.4,654.8,1421.1,708.8,1005.2,940.5,858.5,918.5,97.7,54.3,904.5,2101.9,2118.4,23.6,886.7,893.6,919.4,2058.2,883.7,919.3,2098.5,135.4,872.6,502.5,2135.3,2043.2,2111.8,0.0,529.6,2132.0,882.5,903.6,664.6,924.6,2021.5,838.9,562.1,602.9,812.9,742.8,2106.1,499.3,659.4,499.7,1007.6,888.7,2080.3,574.6,937.3,948.7,2145.8,2087.4,821.0,102.0,588.4,984.2,797.4,2055.1,962.1,859.9,862.1,612.8,878.8,889.4,885.2,843.7,654.6,2157.8,807.7
SL,681.4,312.1,689.9,1901.9,89.7,623.6,1936.9,609.6,308.3,1959.6,42.6,634.9,1936.3,771.3,666.0,582.7,513.2,675.6,1949.0,345.2,264.3,646.3,236.3,1938.8,250.0,715.9,116.8,333.8,225.8,561.4,245.8,528.9,387.9,669.3,530.7,1959.1,779.6,706.5,508.5,792.4,378.0,1995.8,537.6,388.5,679.4,1951.7,645.5,1942.0,503.8,111.8,591.3,544.1,472.5,459.4,696.2,274.0,681.4,430.5,183.7,147.6,1903.5,1900.6,330.4,366.0,1843.0,722.8,188.8,1940.6,622.2,762.0,657.2,339.1,1957.5,1986.1,645.5,1915.4,1956.0,1865.5,604.2,549.9,1964.6,224.0,161.4,1636.6,215.4,792.0,727.3,645.3,705.3,349.7,378.2,691.3,1929.0,1945.5,407.1,673.5,680.4,426.0,1885.3,670.5,706.1,1925.6,336.5,659.4,277.5,1962.4,1870.3,1938.9,437.1,0.0,1959.1,529.6,690.4,171.2,711.4,1848.6,625.7,337.1,377.9,319.5,529.6,1933.2,19.0,166.0,274.7,794.4,675.5,1907.4,349.6,724.1,735.5,1972.9,1914.5,608.3,345.4,95.0,490.8,304.0,1882.2,748.9,428.1,648.9,387.8,665.6,676.2,672.0,630.5,429.6,1984.9,594.5
