from_stop,AF,AH,AO,AS,AT,BA,BM,BP,BQ,BS,BU,BX,CD,CH,CM,CX,DF,DH,DR,DT,DV,EB,EF,EH,EL,EO,EU,FI,FK,FL,FP,FQ,FS,FX,GK,GN,GU,HA,HD,HH,HN,HP,HX,IE,IK,IM,IN,IU,IZ,JD,JL,JP,JY,KA,KB,KH,KJ,KM,KR,KV,KX,LA,LE,LI,LQ,LR,LS,MC,MQ,MS,MT,MU,MZ,NA,NC,NI,NL,OG,OJ,OQ,OS,PB,PL,PV,PW,QA,QE,QF,QJ,QK,QP,QU,QY,RE,RF,RH,RO,RW,RX,RZ,SA,SB,SD,SK,SM,SP,TC,TF,TN,TQ,TW,UD,UQ,US,UY,UZ,VA,VO,VT,VU,VV,VY,VZ,WB,WI,WJ,WM,WP,WR,WV,WY,XA,XC,XG,XJ,XO,XU,YB,YC,YD,YL,YR,YV,ZA,ZB,ZF,ZG,ZM,ZN,ZV,ZW
QE,681.9,413.6,223.0,1673.8,1304.4,1415.2,399.6,1386.4,393.0,1432.1,354.3,456.7,316.6,1586.2,1357.2,437.2,1551.2,392.7,1538.6,1360.6,1351.0,1450.2,1611.7,1287.6,249.8,393.8,1428.0,373.1,285.6,391.8,381.4,2184.0,335.8,1357.0,1261.3,1520.1,285.5,356.1,413.3,304.4,342.4,295.8,1538.9,586.2,343.4,1610.5,1349.5,1404.9,1261.9,298.4,328.1,263.6,1324.9,1444.7,1479.6,1399.7,1176.5,1612.8,1275.6,337.8,321.7,1282.8,1412.2,1461.3,359.1,358.6,235.7,1605.4,1449.1,1318.6,1533.3,256.6,336.6,380.5,408.5,448.6,151.2,241.5,336.4,358.1,1265.0,1429.9,397.4,262.1,274.8,1470.7,0.0,1402.6,378.9,1645.8,394.2,1404.2,1395.0,1525.8,407.4,465.5,1410.5,1352.0,1376.2,401.1,1392.7,289.0,292.7,351.5,1368.8,211.7,1370.6,348.8,1535.6,1461.3,356.1,1377.0,1302.5,1674.8,1515.8,1470.3,309.6,275.1,1275.4,344.7,1243.6,1428.0,273.0,1499.7,55.6,240.1,1580.0,1176.6,1371.2,298.9,358.4,314.9,1524.2,152.1,1386.8,1398.1,347.5,227.4,463.2,1424.7,1475.0,356.7,272.9,370.8,1377.7,18.2,310.8,1460.5,1433.5,283.6,1486.8
QF,1231.7,1611.0,1588.6,613.5,78.1,122.4,1548.5,61.7,1734.7,112.0,1577.5,1379.3,1626.6,525.9,107.1,1178.9,490.9,1613.1,478.3,164.3,173.5,130.1,551.4,94.9,1615.4,1240.5,132.3,1280.7,1651.2,1608.4,1227.7,1811.6,1158.7,63.6,296.2,459.8,1651.1,1263.7,1259.6,1612.0,1250.0,1583.7,478.6,1274.1,1685.1,550.2,185.8,109.2,262.0,1670.0,1689.8,1629.2,200.8,124.6,159.5,137.9,353.0,552.5,329.6,1613.1,1669.2,271.2,116.5,165.6,1360.8,1700.3,1601.3,544.9,153.4,205.9,473.0,1622.2,1608.7,1271.2,1628.9,1276.1,1541.3,1607.1,1698.1,1593.6,319.0,369.6,1243.7,1627.7,1605.6,410.4,1532.6,0.0,1599.3,585.5,1617.4,343.9,196.7,465.5,1748.7,1207.2,212.2,58.6,161.4,1247.8,206.5,1654.6,1640.9,1259.1,155.8,1577.3,122.8,1690.5,475.3,141.6,1202.4,129.2,80.0,614.5,455.5,150.2,1569.9,1640.7,329.4,1652.3,309.0,107.9,1638.6,439.4,1471.1,1605.7,519.7,353.1,93.1,1664.5,1229.2,1658.1,463.9,1567.6,326.5,102.4,1639.3,1593.0,1204.9,22.1,179.3,1650.7,1638.5,1217.1,214.0,1508.7,1676.4,164.8,151.5,1625.3,166.7
QJ,949.6,100.6,322.1,1857.0,1487.6,1598.4,95.7,1570.9,270.5,1615.3,185.6,648.0,113.2,1769.4,1540.4,704.9,1734.4,13.7,1721.8,1543.8,1534.2,1633.4,1794.9,1470.8,248.9,661.5,1611.2,640.8,322.1,216.5,649.1,2087.9,603.5,1540.2,1442.5,1703.3,274.4,623.8,681.0,199.9,610.1,191.3,1722.1,695.3,220.9,1793.7,1532.7,1588.1,1445.1,293.3,177.9,252.5,1508.1,1627.9,1662.8,1582.9,1359.7,1796.0,1458.8,386.5,300.4,1466.0,1595.4,1644.5,626.1,236.1,188.3,1788.6,1632.3,1501.8,1716.5,293.1,94.8,648.2,24.2,716.3,349.5,278.0,186.2,80.2,1448.2,1613.1,665.1,251.0,170.3,1653.9,496.3,1585.8,0.0,1829.0,225.5,1587.4,1578.2,1709.0,284.9,733.2,1593.7,1535.2,1559.4,668.8,1591.2,325.5,297.1,619.2,1552.0,310.8,1553.8,226.3,1718.8,1644.9,623.8,1560.2,1485.7,1858.0,1699.0,1653.5,178.0,274.2,1458.6,240.2,1426.8,1611.2,309.5,1682.9,434.8,236.4,1763.2,1360.3,1554.4,196.9,626.1,144.7,1707.4,430.5,1570.0,1581.3,243.0,229.5,730.9,1607.9,1658.2,252.2,272.0,638.5,1560.9,472.4,299.7,1643.7,1616.7,161.1,1670.0
QK,1478.8,1858.1,1835.7,439.0,517.0,630.7,1795.6,600.3,1981.8,644.7,1824.6,1626.4,1873.7,351.4,569.8,1426.0,487.3,1860.2,266.0,624.7,633.9,662.8,60.6,500.2,1862.5,1487.6,640.6,1527.8,1898.3,1855.5,1474.8,1898.2,1405.8,569.6,561.3,377.3,1898.2,1510.8,1506.7,1859.1,1497.1,1830.8,328.4,1521.2,1932.2,34.7,694.1,617.5,619.0,1917.1,1936.9,1876.3,709.1,657.3,692.2,646.2,553.2,32.8,594.7,1860.2,1916.3,536.3,624.8,673.9,1607.9,1947.4,1848.4,462.4,661.7,666.3,260.7,1869.3,1855.3,1518.3,1876.0,1523.2,1788.4,1854.2,1945.2,1840.7,584.1,288.5,1490.8,1874.8,1852.7,183.8,1779.7,615.2,1846.4,0.0,1864.5,250.0,705.0,253.2,1995.8,1454.3,720.5,564.6,669.7,1494.9,714.8,1901.7,1888.0,1506.2,616.2,1824.4,579.6,1937.6,471.7,674.3,1449.5,589.6,515.1,440.0,243.2,682.9,1817.0,1887.8,594.5,1899.4,636.1,640.6,1885.7,227.1,1718.2,1852.8,437.2,553.3,583.8,1925.9,1476.3,1905.2,251.6,1814.7,267.0,610.7,1886.4,1840.1,1452.0,637.3,687.6,1897.8,1885.6,1464.2,722.3,1755.8,1923.5,673.1,659.8,1872.4,699.4
QP,920.2,212.7,296.7,1912.1,1542.7,1653.5,112.0,1624.7,227.4,1670.4,31.5,693.2,171.0,1824.5,1595.5,675.5,1789.5,210.3,1776.9,1598.9,1589.3,1688.5,1850.0,1525.9,219.5,632.1,1666.3,611.4,351.9,127.7,619.7,2157.7,574.1,1595.3,1499.6,1758.4,344.2,594.4,651.6,104.7,580.7,76.4,1777.2,765.1,177.8,1848.8,1587.8,1643.2,1500.2,357.1,182.5,322.3,1563.2,1683.0,1717.9,1638.0,1414.8,1851.1,1513.9,368.4,273.3,1521.1,1650.5,1699.6,619.7,193.0,136.9,1843.7,1687.4,1556.9,1771.6,322.9,205.9,618.8,226.1,686.9,324.1,307.8,190.8,190.8,1503.3,1668.2,635.7,320.8,98.3,1709.0,425.3,1640.9,196.5,1884.1,0.0,1642.5,1633.3,1764.1,241.8,703.8,1648.8,1590.3,1614.5,639.4,1631.0,355.3,246.0,589.8,1607.1,285.4,1608.9,183.2,1773.9,1699.6,594.4,1615.3,1540.8,1913.1,1754.1,1708.6,62.6,244.8,1513.7,145.0,1481.9,1666.3,339.3,1738.0,363.8,235.4,1818.3,1414.9,1609.5,177.4,596.7,169.3,1762.5,405.1,1625.1,1636.4,132.0,200.1,701.5,1663.0,1713.3,143.4,242.6,609.1,1616.0,401.4,369.5,1698.8,1671.8,118.0,1725.1
QU,1228.7,1608.0,1585.6,307.3,266.9,380.6,1542.1,348.9,1731.7,394.6,1574.5,1376.3,1623.6,219.7,319.7,1175.9,255.3,1610.1,134.3,374.6,383.8,412.7,207.4,250.1,1612.4,1237.5,390.5,1277.7,1648.2,1605.4,1224.7,1706.9,1155.7,319.5,308.7,224.2,1648.1,1260.7,1256.6,1609.0,1247.0,1580.7,196.7,1271.1,1682.1,206.2,444.0,367.4,368.9,1661.0,1686.8,1626.2,459.0,407.2,442.1,396.1,303.1,208.5,344.6,1610.1,1666.2,286.2,374.7,423.8,1357.8,1697.3,1598.3,309.5,411.6,416.2,129.0,1619.2,1605.7,1268.2,1625.9,1273.1,1538.3,1604.1,1695.1,1590.6,334.0,38.4,1240.7,1624.7,1602.6,66.4,1529.6,365.1,1596.3,241.5,1614.4,0.0,454.9,121.5,1746.1,1204.2,470.4,314.5,419.6,1244.8,450.5,1651.6,1637.9,1256.1,366.1,1574.3,333.1,1687.5,239.7,423.8,1199.4,339.5,265.0,308.3,111.5,432.8,1566.9,1637.7,344.4,1649.3,386.0,390.5,1635.6,95.4,1468.1,1602.7,284.1,303.2,333.7,1661.5,1226.2,1655.1,119.9,1564.6,16.9,360.6,1636.3,1590.0,1201.9,387.2,437.5,1647.7,1635.5,1214.1,472.2,1505.7,1673.4,423.0,409.7,1622.3,449.3
QY,1150.2,1529.5,1507.1,716.6,181.2,57.5,1463.6,126.9,1653.2,172.6,1496.0,1297.8,1545.1,629.0,140.7,1097.4,594.0,1531.6,581.4,135.1,125.5,190.7,654.5,198.0,1533.9,1159.0,121.3,1199.2,1569.7,1526.9,1146.2,1781.5,1077.2,138.6,288.4,562.9,1569.6,1182.2,1178.1,1530.5,1168.5,1502.2,581.7,1192.6,1603.6,653.3,46.4,70.7,130.6,1582.5,1608.3,1547.7,61.4,185.2,220.1,42.0,221.6,655.6,302.7,1531.6,1587.7,309.9,105.5,154.6,1279.3,1618.8,1519.8,648.2,142.4,93.1,576.1,1540.7,1527.2,1189.7,1547.4,1194.6,1459.8,1525.6,1616.6,1512.1,292.1,472.7,1162.2,1546.2,1524.1,513.5,1451.1,192.3,1517.8,688.6,1535.9,447.0,0.0,568.6,1667.6,1125.7,15.4,143.6,18.5,1166.3,89.6,1573.1,1559.4,1177.6,143.3,1495.8,175.9,1609.0,578.4,201.8,1120.9,169.5,183.1,717.6,558.6,197.2,1488.4,1559.2,302.5,1570.8,177.6,168.5,1557.1,542.5,1389.6,1524.2,622.8,221.7,126.7,1583.0,1147.7,1576.6,567.0,1486.1,429.6,77.5,1557.8,1511.5,1123.4,177.9,168.3,1569.2,1557.0,1135.6,74.6,1427.2,1594.9,153.8,130.4,1543.8,227.3
RE,1360.0,1739.3,1716.9,185.7,398.2,511.9,1673.4,480.2,1863.0,525.9,1705.8,1507.6,1754.9,98.1,451.0,1307.2,234.0,1741.4,12.7,505.9,515.1,544.0,200.3,381.4,1743.7,1368.8,521.8,1409.0,1779.5,1736.7,1356.0,1838.2,1287.0,450.8,440.0,124.0,1779.4,1392.0,1387.9,1740.3,1378.3,1712.0,75.1,1402.4,1813.4,199.1,575.3,498.7,500.2,1792.3,1818.1,1757.5,590.3,538.5,573.4,527.4,434.4,201.4,475.9,1741.4,1797.5,417.5,506.0,555.1,1489.1,1828.6,1729.6,209.3,542.9,547.5,79.9,1750.5,1737.0,1399.5,1757.2,1404.4,1669.6,1735.4,1826.4,1721.9,465.3,169.7,1372.0,1756.0,1733.9,59.3,1660.9,496.4,1727.6,234.4,1745.7,131.2,586.2,0.0,1877.4,1335.5,601.7,445.8,550.9,1376.1,581.8,1782.9,1769.2,1387.4,497.4,1705.6,464.4,1818.8,218.4,555.1,1330.7,470.8,396.3,186.7,9.9,564.1,1698.2,1769.0,475.7,1780.6,517.3,521.8,1766.9,26.0,1599.4,1734.0,183.9,434.5,465.0,1792.8,1357.5,1786.4,70.8,1695.9,148.2,491.9,1767.6,1721.3,1333.2,518.5,568.8,1779.0,1766.8,1345.4,603.5,1637.0,1804.7,554.3,541.0,1753.6,580.6
RF,946.7,320.4,323.2,1938.6,1569.2,1680.0,260.4,1652.1,50.4,1696.9,235.2,719.3,179.5,1851.0,1622.0,701.6,1816.0,299.5,1803.4,1625.4,1615.8,1714.6,1876.5,1552.4,246.0,658.6,1692.4,637.9,378.4,272.7,646.2,2178.5,600.6,1621.4,1524.1,1784.9,360.5,620.5,678.1,185.3,607.2,176.7,1803.3,785.9,67.9,1875.3,1614.3,1669.7,1526.7,383.5,191.0,343.1,1589.7,1709.5,1744.4,1664.5,1440.9,1877.6,1540.4,394.9,299.8,1547.2,1677.0,1726.1,646.2,53.9,163.4,1870.0,1713.9,1583.4,1798.1,349.4,242.9,645.3,315.3,713.4,350.6,334.3,200.5,335.8,1529.8,1694.3,657.3,341.6,155.7,1735.5,451.8,1667.4,285.3,1910.2,275.1,1669.0,1659.8,1790.6,0.0,729.9,1675.3,1616.8,1640.6,665.9,1672.8,381.8,298.2,616.3,1633.6,311.5,1631.8,62.9,1800.4,1726.1,620.9,1641.8,1566.9,1939.6,1780.6,1734.7,190.5,271.3,1539.8,225.6,1508.4,1692.8,365.8,1764.5,390.3,261.5,1844.8,1441.9,1636.0,180.0,623.2,177.8,1789.0,431.2,1651.6,1662.9,228.4,226.6,728.0,1689.5,1739.8,237.2,268.7,635.6,1642.5,427.9,390.3,1725.3,1698.3,126.7,1751.6
RH,455.8,760.2,569.6,1376.5,1007.1,1117.9,726.1,1090.4,739.6,1134.8,700.9,499.0,663.2,1288.9,1059.9,17.6,1253.9,739.3,1241.3,1063.3,1053.7,1152.9,1314.4,990.3,596.4,221.5,1130.7,261.7,632.2,738.4,208.7,2228.0,139.7,1059.7,962.0,1222.8,632.1,244.7,240.6,651.0,231.0,642.4,1241.6,380.5,690.0,1313.2,1052.2,1107.6,964.6,651.0,674.7,610.2,1027.6,1147.4,1182.3,1102.4,879.2,1315.5,978.3,684.4,650.2,985.5,1114.9,1164.0,344.7,705.2,582.3,1307.9,1151.8,1021.3,1236.0,603.2,682.7,252.2,755.1,251.8,522.3,588.1,683.0,704.7,967.7,1132.6,224.7,608.7,621.4,1173.4,513.6,1105.3,725.5,1348.5,740.8,1106.9,1097.7,1228.5,753.6,0.0,1113.2,1054.7,1078.9,228.8,1110.7,635.6,634.2,240.1,1071.5,558.3,1073.3,695.4,1238.3,1164.4,183.4,1079.7,1005.2,1377.5,1218.5,1173.0,656.2,621.7,978.1,691.3,946.3,1130.7,619.6,1202.4,452.1,586.7,1282.7,879.8,1073.9,640.1,210.2,661.5,1226.9,548.6,1089.5,1100.8,694.1,574.0,96.0,1127.4,1177.7,703.3,619.5,198.1,1080.4,489.7,657.4,1163.2,1136.2,630.2,1189.5
RO,1159.8,1539.1,1516.7,726.2,190.8,67.1,1473.2,136.5,1662.8,182.2,1505.6,1307.4,1554.7,638.6,150.3,1107.0,603.6,1541.2,591.0,144.7,135.1,200.3,664.1,207.6,1543.5,1168.6,130.9,1208.8,1579.3,1536.5,1155.8,1791.1,1086.8,148.2,298.0,572.5,1579.2,1191.8,1187.7,1540.1,1178.1,1511.8,591.3,1202.2,1613.2,662.9,56.0,80.3,140.2,1592.1,1617.9,1557.3,71.0,194.8,229.7,51.6,231.2,665.2,312.3,1541.2,1597.3,319.5,115.1,164.2,1288.9,1628.4,1529.4,657.8,152.0,102.7,585.7,1550.3,1536.8,1199.3,1557.0,1204.2,1469.4,1535.2,1626.2,1521.7,301.7,482.3,1171.8,1555.8,1533.7,523.1,1460.7,201.9,1527.4,698.2,1545.5,456.6,9.5,578.2,1677.2,1135.3,0.0,153.2,28.1,1175.9,99.2,1582.7,1569.0,1187.2,152.9,1505.4,185.5,1618.6,588.0,211.4,1130.5,179.1,192.7,727.2,568.2,206.8,1498.0,1568.8,312.1,1580.4,187.2,178.1,1566.7,552.1,1399.2,1533.8,632.4,231.3,136.3,1592.6,1157.3,1586.2,576.6,1495.7,439.2,87.1,1567.4,1521.1,1133.0,187.5,177.9,1578.8,1566.6,1145.2,84.2,1436.8,1604.5,163.4,140.0,1553.4,236.9
RW,1191.1,1570.4,1548.0,572.9,37.5,66.0,1504.5,34.3,1694.1,80.0,1536.9,1338.7,1586.0,485.3,50.7,1138.3,450.3,1572.5,437.7,123.7,132.9,98.1,510.8,54.3,1574.8,1199.9,75.9,1240.1,1610.6,1567.8,1187.1,1771.0,1118.1,5.0,253.1,419.2,1610.5,1223.1,1219.0,1571.4,1209.4,1543.1,438.0,1233.5,1644.5,509.6,129.4,52.8,213.6,1623.4,1649.2,1588.6,144.4,92.6,127.5,81.5,304.6,511.9,289.0,1572.5,1628.6,230.6,60.1,109.2,1320.2,1659.7,1560.7,504.5,97.0,165.3,432.4,1581.6,1568.1,1230.6,1588.3,1235.5,1500.7,1566.5,1657.5,1553.0,278.4,329.0,1203.1,1587.1,1565.0,369.8,1492.0,48.6,1558.7,544.9,1576.8,303.3,140.3,424.9,1708.5,1166.6,155.8,0.0,105.0,1207.2,135.9,1614.0,1600.3,1218.5,115.2,1536.7,82.2,1649.9,434.7,109.2,1161.8,88.6,39.4,573.9,414.9,118.2,1529.3,1600.1,288.8,1611.7,260.6,75.9,1598.0,398.8,1430.5,1565.1,479.1,304.7,36.7,1623.9,1188.6,1617.5,423.3,1527.0,285.9,46.0,1598.7,1552.4,1164.3,70.7,122.9,1610.1,1597.9,1176.5,157.6,1468.1,1635.8,108.4,95.1,1584.7,134.7
RX,1128.1,1507.4,1485.0,696.8,162.6,38.9,1444.9,109.6,1631.1,154.0,1473.9,1275.7,1523.0,609.2,122.1,1075.3,574.2,1509.5,561.6,113.0,103.4,172.1,634.7,179.4,1511.8,1136.9,102.7,1177.1,1547.6,1504.8,1124.1,1759.4,1055.1,120.0,264.3,543.1,1547.5,1160.1,1156.0,1508.4,1146.4,1480.1,561.9,1170.5,1581.5,633.5,24.3,52.2,108.5,1566.4,1586.2,1525.6,39.3,166.6,201.5,23.5,199.5,635.8,280.6,1509.5,1565.6,287.8,86.9,136.0,1257.2,1596.7,1497.7,628.2,123.8,71.0,556.3,1518.6,1504.6,1167.6,1525.3,1172.5,1437.7,1503.5,1594.5,1490.0,270.0,452.9,1140.1,1524.1,1502.0,493.7,1429.0,173.7,1495.7,668.8,1513.8,427.2,35.2,548.8,1645.1,1103.6,50.7,125.0,0.0,1144.2,82.8,1551.0,1537.3,1155.5,121.2,1473.7,153.8,1586.9,558.6,183.6,1098.8,147.4,164.5,697.8,538.8,178.6,1466.3,1537.1,280.4,1548.7,155.5,149.9,1535.0,522.7,1367.5,1502.1,603.0,200.1,108.1,1575.2,1125.6,1554.5,547.2,1464.0,409.8,59.0,1535.7,1489.4,1101.3,159.3,149.7,1547.1,1534.9,1113.5,52.5,1405.1,1572.8,135.2,108.3,1521.7,208.7
RZ,464.8,703.5,512.9,1424.4,1055.0,1165.8,666.0,1137.0,682.9,1182.7,644.2,424.8,606.5,1336.8,1107.8,187.8,1301.8,682.6,1289.2,1111.2,1101.6,1200.8,1362.3,1038.2,539.7,8.2,1178.6,110.5,575.5,681.7,67.0,2216.6,86.4,1107.6,1011.9,1270.7,575.4,93.5,98.9,594.3,112.2,585.7,1289.5,369.1,633.3,1361.1,1100.1,1155.5,1012.5,588.3,618.0,553.5,1075.5,1195.3,1230.2,1150.3,927.1,1363.4,1026.2,627.7,593.5,1033.4,1162.8,1211.9,270.5,648.5,525.6,1356.0,1199.7,1069.2,1283.9,546.5,626.5,97.5,698.4,220.4,465.6,531.4,626.3,648.0,1015.6,1180.5,50.0,552.0,564.7,1221.3,456.9,1153.2,668.8,1396.4,684.1,1154.8,1145.6,1276.4,697.3,216.1,1161.1,1102.6,1126.8,0.0,1143.3,578.9,565.2,109.3,1119.4,501.6,1121.2,638.7,1286.2,1211.9,38.2,1127.6,1053.1,1425.4,1266.4,1220.9,599.5,565.0,1026.0,634.6,994.2,1178.6,562.9,1250.3,395.4,530.0,1330.6,927.2,1121.8,588.8,55.5,604.8,1274.8,491.9,1137.4,1148.7,637.4,517.3,213.8,1175.3,1225.6,646.6,562.8,56.4,1128.3,433.0,600.7,1211.1,1184.1,573.5,1237.4
SA,1178.8,1558.1,1535.7,732.0,196.6,120.7,1495.6,143.6,1681.8,188.0,1524.6,1326.4,1573.7,644.4,156.1,1126.0,609.4,1560.2,596.8,163.7,154.1,205.7,669.9,213.4,1562.5,1187.6,63.0,1227.8,1598.3,1555.5,1174.8,1810.1,1105.8,154.0,315.0,578.3,1593.7,1210.8,1206.7,1559.1,1197.1,1530.8,597.1,1221.2,1632.2,668.7,57.3,133.6,159.2,1617.1,1636.9,1576.3,90.0,200.6,228.6,105.2,250.2,671.0,331.3,1560.2,1616.3,338.5,93.9,143.0,1307.9,1647.4,1548.4,663.4,130.8,121.7,591.5,1569.3,1555.8,1218.3,1576.0,1223.2,1488.4,1554.2,1645.2,1540.7,320.7,488.1,1185.9,1574.8,1552.7,528.9,1479.7,207.7,1546.4,704.0,1564.5,462.4,100.5,584.0,1696.2,1154.3,116.0,159.0,81.7,1194.9,0.0,1601.7,1600.3,1206.2,171.9,1524.4,199.8,1637.6,593.8,194.2,1149.5,198.1,198.5,733.0,574.0,185.6,1517.0,1587.8,331.1,1599.4,206.2,183.9,1585.7,557.9,1418.2,1552.8,638.2,250.8,142.1,1602.5,1176.3,1605.2,582.4,1514.7,445.0,126.8,1586.4,1540.1,1152.0,193.3,156.7,1597.8,1585.6,1164.2,76.6,1455.8,1623.5,142.2,43.8,1572.4,235.8
SB,828.0,320.7,262.7,1819.9,1450.5,1561.3,330.2,1532.5,347.1,1578.2,308.4,604.5,224.1,1732.3,1503.3,583.3,1697.3,299.8,1684.7,1506.7,1497.1,1596.3,1757.8,1433.7,203.9,539.9,1574.1,519.2,23.9,345.9,527.5,2085.6,481.9,1503.1,1407.4,1666.2,192.6,502.2,559.4,258.5,488.5,249.9,1685.0,734.0,297.5,1756.6,1495.6,1551.0,1408.0,205.5,282.2,170.7,1471.0,1590.8,1625.7,1545.8,1322.6,1758.9,1421.7,377.5,257.7,1428.9,1558.3,1607.4,527.5,312.7,189.8,1751.5,1595.2,1464.7,1679.4,42.3,243.7,526.6,315.6,594.7,235.4,56.7,290.5,265.2,1411.1,1576.0,543.5,169.2,228.9,1616.8,333.1,1548.7,286.0,1791.9,348.3,1550.3,1541.1,1671.9,361.5,611.6,1556.6,1498.1,1522.3,547.2,1538.8,0.0,268.7,497.6,1514.9,251.4,1516.7,302.9,1681.7,1607.4,502.2,1523.1,1448.6,1820.9,1661.9,1616.4,263.7,229.2,1421.5,298.8,1389.7,1574.1,16.0,1645.8,271.6,194.2,1726.1,1322.7,1517.3,253.0,504.5,269.0,1670.3,316.4,1532.9,1544.2,301.6,181.5,609.3,1570.8,1621.1,310.8,227.0,516.9,1523.8,309.2,217.9,1606.6,1579.6,237.7,1632.9
SD,824.8,302.1,185.5,1816.7,1447.3,1558.1,261.8,1529.3,275.3,1575.0,236.6,582.0,198.9,1729.1,1500.1,578.8,1694.1,281.2,1681.5,1503.5,1493.9,1593.1,1754.6,1430.5,91.0,536.7,1569.6,516.0,262.6,289.7,524.3,2092.8,484.8,1498.6,1404.2,1661.7,256.4,497.7,556.2,186.7,485.3,178.1,1680.5,711.5,225.7,1753.4,1492.4,1547.8,1404.8,289.2,210.4,240.6,1467.8,1587.6,1628.6,1542.6,1325.5,1755.7,1424.6,272.8,22.7,1424.4,1555.1,1604.2,542.3,240.9,118.0,1748.3,1592.0,1461.5,1676.2,233.6,217.0,523.4,297.0,591.5,212.9,218.5,210.6,246.6,1407.9,1578.9,540.3,239.1,157.1,1613.6,359.7,1544.2,259.3,1794.8,276.5,1547.1,1537.9,1668.7,281.6,608.4,1553.4,1494.9,1525.2,544.0,1549.6,266.0,0.0,494.4,1511.7,166.1,1513.5,231.1,1678.5,1603.3,499.0,1526.0,1451.5,1817.7,1658.7,1619.3,191.9,41.3,1424.4,227.0,1386.5,1570.9,250.0,1642.6,298.2,140.0,1722.9,1319.5,1514.1,173.1,501.3,212.8,1667.1,285.8,1529.7,1541.0,221.7,139.2,606.1,1567.6,1624.0,254.6,80.4,513.7,1519.3,335.8,287.8,1603.4,1576.4,165.9,1629.7
SK,458.1,654.6,464.0,1436.8,1067.4,1178.2,617.1,1149.4,634.0,1195.1,595.3,418.1,557.6,1349.2,1120.2,200.2,1314.2,633.7,1301.6,1123.6,1114.0,1213.2,1374.7,1050.6,490.8,82.3,1191.0,61.6,526.6,632.8,102.5,2229.0,98.8,1120.0,1024.3,1283.1,526.5,44.6,134.4,545.4,62.9,536.8,1301.9,381.5,584.4,1373.5,1112.5,1167.9,1024.9,539.4,569.1,504.6,1087.9,1207.7,1242.6,1162.7,939.5,1375.8,1038.6,578.8,544.6,1045.8,1175.2,1224.3,263.8,599.6,476.7,1368.4,1212.1,1081.6,1296.3,497.6,577.6,69.0,649.5,232.8,416.7,482.5,577.4,599.1,1028.0,1192.9,106.9,503.1,515.8,1233.7,408.0,1165.6,619.9,1408.8,635.2,1167.2,1158.0,1288.8,648.4,228.5,1173.5,1115.0,1139.2,89.6,1155.7,530.0,516.3,0.0,1131.8,452.7,1133.6,589.8,1298.6,1224.3,73.7,1140.0,1065.5,1437.8,1278.8,1233.3,550.6,516.1,1038.4,585.7,1006.6,1191.0,514.0,1262.7,346.5,481.1,1343.0,939.6,1134.2,539.9,46.9,555.9,1287.2,443.0,1149.8,1161.1,588.5,468.4,226.2,1187.7,1238.0,597.7,513.9,91.9,1140.7,384.1,551.8,1223.5,1196.5,524.6,1249.8
SM,1125.7,1505.0,1482.6,644.1,108.7,143.0,1439.1,133.9,1628.7,179.6,1471.5,1273.3,1520.6,556.5,79.8,1072.9,521.5,1507.1,508.9,8.4,17.6,197.7,582.0,125.5,1509.4,1134.5,152.9,1174.7,1545.2,1502.4,1121.7,1757.0,1052.7,119.8,263.9,490.4,1545.1,1157.7,1153.6,1506.0,1144.0,1477.7,509.2,1168.1,1579.1,580.8,119.5,129.8,106.1,1558.0,1583.8,1523.2,94.9,192.2,227.1,158.5,197.1,583.1,278.2,1507.1,1563.2,285.4,137.1,186.2,1254.8,1594.3,1495.3,575.7,174.0,50.0,503.6,1516.2,1502.7,1165.2,1522.9,1170.1,1435.3,1501.1,1592.1,1487.6,267.6,400.2,1137.7,1521.7,1499.6,441.0,1426.6,165.4,1493.3,616.1,1511.4,374.5,165.0,496.1,1643.1,1101.2,180.5,114.8,146.2,1141.8,162.7,1548.6,1534.9,1153.1,0.0,1471.3,32.5,1584.5,505.9,208.8,1096.4,26.1,110.6,645.1,486.1,217.8,1463.9,1534.7,278.0,1546.3,153.1,175.5,1532.6,470.0,1365.1,1499.7,550.3,197.2,93.8,1558.5,1123.2,1552.1,494.5,1461.6,357.1,123.0,1533.3,1487.0,1098.9,184.9,199.9,1544.7,1532.5,1111.1,147.7,1402.7,1570.4,185.4,172.1,1519.3,234.3
