from_stop,AF,AH,AO,AT,BA,BM,BP,BQ,BS,BU,BX,CD,CM,CX,DH,DT,DV,EB,EH,EL,EO,EU,FI,FK,FL,FP,FQ,FS,FX,GK,GU,HA,HD,HH,HN,HP,IE,IK,IN,IU,IZ,JD,JL,JP,JY,KA,KB,KH,KJ,KR,KV,KX,LA,LE,LI,LQ,LR,LS,MQ,MS,MU,MZ,NA,NC,NI,NL,OG,OJ,OQ,OS,PL,PV,PW,QE,QJ,QP,QY,RF,RH,RO,RW,RX,RZ,SA,SB,SD,SK,SM,SP,TC,TF,TQ,TW,UD,UQ,UZ,VA,VO,VT,VU,VV,VY,VZ,WI,WJ,WP,WR,WV,WY,XA,XG,XO,XU,YB,YC,YL,YR,YV,ZA,ZB,ZF,ZG,ZM,ZN,ZV,ZW
WI,101.8,404.1,63.9,499.1,502.7,359.7,502.3,216.8,549.1,327.3,169.0,113.6,509.0,103.7,310.4,551.9,534.8,544.6,531.8,177.8,62.5,570.3,126.0,503.4,318.5,209.7,2115.2,100.8,529.7,499.4,495.0,150.4,235.8,235.6,85.6,286.2,119.8,231.2,540.6,520.6,555.0,517.6,206.9,500.8,532.1,564.2,553.7,594.1,449.5,539.5,282.7,100.5,471.4,614.0,629.8,204.0,257.6,138.9,607.9,529.7,510.6,275.4,152.8,358.7,105.4,116.7,501.2,159.1,292.8,530.8,144.9,450.9,248.7,59.1,407.7,359.2,582.9,224.0,74.4,665.1,540.4,607.3,110.0,542.8,510.1,61.7,160.8,523.5,62.9,503.9,261.0,537.2,170.3,525.2,539.6,602.4,352.5,101.6,526.6,365.0,493.8,521.9,489.7,0.0,160.6,467.2,498.2,132.6,140.6,176.5,51.4,549.3,287.8,155.0,143.4,594.0,342.1,159.6,218.8,563.3,52.0,479.5,621.6,550.7,273.3,540.3
WJ,246.8,408.5,182.1,503.5,507.1,364.1,506.7,221.2,553.5,331.7,314.0,118.1,513.4,226.5,314.8,556.3,539.2,549.0,536.2,61.0,207.5,574.7,271.0,507.8,322.9,282.5,2103.0,245.8,534.1,503.8,499.4,295.4,308.6,240.0,230.6,290.6,264.8,235.6,543.2,525.0,559.4,522.0,211.3,505.2,536.5,568.6,558.1,598.5,453.9,543.9,287.1,167.2,475.8,618.4,634.2,349.0,267.6,141.6,612.3,534.1,515.0,279.8,297.8,363.1,250.4,240.2,505.6,163.5,297.2,535.2,276.7,455.3,253.1,204.1,412.1,363.6,587.3,228.4,219.4,669.5,544.8,611.7,269.8,539.4,514.5,123.1,312.5,527.4,161.1,508.3,265.4,541.6,243.1,529.6,544.0,606.8,356.9,124.0,529.5,369.4,498.2,526.3,494.1,181.8,0.0,471.6,502.6,137.0,285.6,180.9,169.6,553.7,292.2,157.5,288.4,598.4,346.5,42.8,291.6,567.7,197.0,483.9,626.0,555.1,277.7,544.7
WP,482.2,236.3,488.9,184.4,141.2,171.9,257.7,467.3,187.6,206.8,620.8,363.7,147.5,555.5,341.0,190.4,173.3,183.1,170.3,462.6,514.3,190.8,577.8,53.5,169.6,616.9,2238.8,552.6,229.1,119.9,80.2,577.2,643.0,266.8,537.4,205.9,571.6,402.2,161.1,159.1,175.5,77.5,377.9,51.3,152.6,202.7,192.2,232.6,27.6,160.0,317.0,474.0,109.9,234.5,269.4,655.8,344.9,389.4,247.5,150.2,61.1,314.5,527.4,190.9,478.7,541.7,33.9,415.1,323.4,151.3,611.1,104.9,428.5,510.9,239.9,238.7,203.4,395.0,510.0,285.6,217.6,227.8,561.8,163.3,67.9,429.9,612.6,162.0,467.9,179.6,316.6,175.7,577.5,163.7,178.1,222.9,232.0,404.4,147.1,360.0,114.3,160.4,37.1,488.6,445.4,0.0,136.7,383.1,513.5,376.1,476.4,187.8,203.6,405.5,557.3,220.3,296.4,444.4,626.0,183.8,503.8,65.4,242.1,171.2,315.5,178.8
WR,500.5,260.2,525.2,128.3,94.1,195.8,201.6,503.6,86.4,230.7,660.2,400.0,10.8,580.2,378.1,53.6,36.5,81.9,114.2,498.9,557.0,232.7,591.7,203.2,193.5,686.2,2252.3,592.0,173.0,161.8,168.8,595.5,712.3,290.7,580.1,229.8,611.0,326.1,203.0,68.1,217.4,227.2,376.0,201.0,194.5,101.5,91.0,185.5,131.9,201.9,340.9,510.3,102.2,276.4,177.3,695.2,368.8,425.7,155.4,192.1,196.1,424.4,545.7,214.8,497.0,578.0,183.6,451.4,396.4,193.2,621.4,165.4,473.1,565.0,263.8,262.6,197.8,393.1,528.3,280.0,161.5,269.7,586.5,205.2,217.6,466.2,655.3,25.3,504.2,123.5,340.5,84.7,646.8,107.8,122.0,155.7,246.5,440.7,189.0,383.9,156.2,36.3,172.1,524.9,481.7,149.6,0.0,419.4,531.8,412.0,512.7,96.8,227.5,441.8,575.6,141.5,320.3,480.7,695.3,225.7,540.1,165.2,174.9,213.1,339.4,77.6
WV,191.9,319.9,134.2,414.9,418.5,275.5,418.1,84.1,464.9,243.1,266.1,29.4,424.8,200.8,226.2,467.7,450.6,460.4,447.6,107.9,159.6,486.1,223.1,419.2,234.3,262.2,2082.7,197.9,445.5,415.2,410.8,247.5,288.3,151.4,182.7,202.0,216.9,147.0,456.4,436.4,470.8,433.4,122.7,416.6,447.9,480.0,469.5,509.9,365.3,455.3,198.5,119.3,387.2,529.8,545.6,301.1,173.4,6.2,523.7,445.5,426.4,191.2,249.9,274.5,188.4,187.0,417.0,74.9,208.6,446.6,256.4,366.7,164.5,156.2,323.5,275.0,498.7,139.8,171.5,580.9,456.2,523.1,207.1,458.6,425.9,75.2,257.9,439.3,113.2,419.7,176.8,453.0,222.8,441.0,455.4,518.2,258.9,49.7,442.4,280.8,409.6,437.7,405.5,133.9,90.7,383.0,414.0,0.0,223.2,92.3,121.7,465.1,203.6,22.3,240.5,509.8,257.9,89.7,271.3,479.1,149.1,395.3,537.4,466.5,189.1,456.1
WY,58.1,404.2,168.5,546.0,502.8,359.8,520.4,321.4,549.2,327.4,149.2,218.2,509.1,137.8,328.5,552.0,534.9,544.7,531.9,282.4,106.6,570.4,80.7,520.9,318.6,243.8,2133.3,81.0,590.7,499.5,495.1,84.5,269.9,235.7,82.4,286.3,100.0,231.3,540.7,520.7,555.1,517.7,207.0,504.0,532.2,564.3,553.8,594.2,449.6,539.6,282.8,205.1,471.5,614.1,629.9,184.2,257.7,243.5,608.0,529.8,513.8,275.5,34.7,358.8,54.6,221.3,501.3,207.9,310.9,530.9,179.0,451.0,198.2,122.6,407.8,359.3,583.0,224.1,85.9,665.2,579.2,607.4,144.1,542.9,512.1,166.3,159.0,523.6,167.5,541.2,261.1,537.3,204.4,525.3,539.7,602.5,352.6,206.2,526.7,365.1,493.9,522.0,489.8,161.4,265.2,467.3,498.3,237.2,0.0,213.8,156.0,549.4,287.9,259.6,133.2,594.1,342.2,264.2,252.9,563.4,145.1,479.6,621.7,550.8,273.4,540.4
XA,180.1,308.1,162.6,403.1,406.7,266.0,402.9,141.0,443.1,231.3,294.5,37.3,413.0,229.2,214.4,455.9,438.8,448.6,435.8,136.3,188.0,474.3,251.5,407.4,222.5,290.6,2019.2,226.3,433.7,403.4,399.0,275.9,316.7,139.6,211.1,190.2,245.3,135.2,442.8,424.6,459.0,421.6,110.9,404.8,436.1,468.2,457.7,498.1,353.5,443.5,186.7,147.7,375.4,518.0,533.8,329.5,161.6,61.2,511.9,433.7,414.6,179.4,225.3,262.7,176.6,220.7,405.2,88.8,196.8,434.8,284.8,354.9,152.7,184.6,311.7,263.2,486.9,128.0,207.9,569.1,444.4,511.3,235.5,439.0,414.1,103.6,293.0,427.5,141.6,407.9,165.0,441.2,251.2,429.2,443.6,506.4,256.5,78.1,429.1,269.0,397.8,425.9,393.7,162.3,119.1,371.2,402.2,56.8,211.4,0.0,150.1,453.3,191.8,77.3,255.2,498.0,246.1,118.1,299.7,467.3,177.5,383.5,525.6,454.7,177.3,444.3
XG,123.1,378.6,12.4,473.6,477.2,336.5,473.4,191.3,513.6,301.8,190.3,88.1,483.5,125.0,284.9,526.4,509.3,519.1,506.3,152.3,83.8,544.8,147.3,477.9,293.0,231.0,2089.7,122.1,504.2,473.9,469.5,171.7,257.1,210.1,106.9,260.7,141.1,205.7,513.3,495.1,529.5,492.1,181.4,475.3,506.6,538.7,528.2,568.6,424.0,514.0,257.2,75.0,445.9,588.5,604.3,225.3,232.1,113.4,582.4,504.2,485.1,249.9,174.1,333.2,128.5,70.5,475.7,133.6,267.3,505.3,166.2,425.4,223.2,80.4,382.2,333.7,557.4,198.5,95.7,639.5,514.9,581.8,131.3,509.5,484.6,36.2,188.8,497.5,19.4,478.4,235.5,511.7,191.6,499.7,514.1,576.9,317.6,76.1,499.6,339.5,468.3,496.4,464.2,58.1,135.1,441.7,472.7,107.1,161.9,151.0,0.0,523.8,262.3,127.6,164.7,568.5,316.6,134.1,240.1,537.8,73.3,454.0,596.1,525.2,247.8,514.8
XO,531.2,290.9,555.9,169.7,124.8,226.5,243.0,534.3,137.3,261.4,690.9,430.6,107.2,610.9,408.8,150.1,133.0,142.8,155.6,529.6,587.7,205.4,622.4,233.9,224.2,716.9,2349.4,622.7,214.4,192.5,199.5,626.2,743.0,321.4,610.8,260.5,641.7,356.8,231.9,55.4,248.1,257.9,406.7,231.7,225.2,162.4,151.9,189.7,162.6,232.6,371.6,541.0,132.9,249.1,80.4,725.9,405.1,456.4,58.5,222.8,226.8,455.1,576.4,245.5,527.7,614.0,214.3,482.1,427.1,223.9,652.1,196.1,503.8,595.7,294.5,293.3,100.9,423.8,559.0,183.0,202.9,242.4,617.2,228.1,248.3,496.9,692.7,121.7,534.9,164.9,371.2,10.5,677.5,167.2,163.4,58.8,277.2,471.4,218.2,414.6,186.9,120.1,202.8,555.6,512.4,180.3,96.4,450.1,562.5,442.7,543.4,0.0,258.2,470.6,606.3,44.6,351.0,511.4,726.0,256.4,570.8,195.9,78.0,211.1,370.1,138.5
XU,272.9,116.2,297.6,258.0,214.8,71.8,331.3,276.0,261.2,39.4,432.6,172.4,221.1,352.6,234.1,264.0,246.9,256.7,243.9,271.3,329.4,282.4,364.1,232.9,30.6,458.6,2091.1,364.4,302.7,211.5,207.1,367.9,484.7,63.1,352.5,2.2,383.4,98.5,252.7,232.7,267.1,229.7,148.4,216.0,244.2,276.3,265.8,306.2,161.6,251.6,133.0,282.7,183.5,326.1,341.9,467.6,141.2,198.1,320.0,241.8,225.8,196.7,318.1,70.8,269.4,350.4,213.3,223.8,252.4,242.9,393.8,163.0,245.5,337.4,119.8,71.3,295.0,165.5,300.7,377.2,291.2,319.4,358.9,254.9,224.1,238.6,427.7,235.6,276.6,253.2,112.9,249.3,419.2,237.3,251.7,314.5,64.6,213.1,238.7,156.3,205.9,234.0,201.8,297.3,254.1,179.3,210.3,191.8,304.2,184.4,285.1,261.4,0.0,214.2,348.0,306.1,92.7,253.1,467.7,275.4,312.5,191.6,333.7,262.8,111.8,252.4
YB,212.4,340.4,154.7,435.4,439.0,296.0,435.2,63.6,485.4,263.6,286.6,49.9,445.3,221.3,246.7,488.2,471.1,480.9,468.1,128.4,180.1,506.6,243.6,439.7,254.8,282.7,2103.2,218.4,466.0,435.7,431.3,268.0,308.8,171.9,203.2,222.5,237.4,167.5,475.1,456.9,491.3,453.9,143.2,437.1,468.4,500.5,490.0,530.4,385.8,475.8,219.0,139.8,407.7,550.3,566.1,321.6,193.9,0.9,544.2,466.0,446.9,211.7,270.4,295.0,207.2,212.8,437.5,95.4,229.1,467.1,276.9,387.2,185.0,176.7,344.0,295.5,519.2,160.3,192.0,601.3,476.7,543.6,227.6,471.3,446.4,95.7,278.4,459.8,133.7,440.2,197.3,473.5,243.3,461.5,477.4,538.7,279.4,70.2,461.4,301.3,430.1,458.2,426.0,154.4,111.2,403.5,434.5,20.4,243.7,112.8,142.2,485.6,224.1,0.0,261.0,530.3,278.4,110.2,291.8,499.6,169.6,415.8,557.9,487.0,209.6,495.3
YC,66.4,440.0,163.3,581.8,538.6,401.3,552.8,316.2,585.0,363.2,233.6,213.1,544.9,132.6,364.3,587.8,570.7,580.5,567.7,277.2,109.4,606.2,165.1,556.7,354.4,238.6,2169.1,165.4,626.5,535.3,530.9,168.9,264.7,271.5,132.5,322.1,184.4,267.1,574.7,556.5,590.9,553.5,242.8,539.8,568.0,600.1,589.6,630.0,485.4,575.4,318.6,199.9,507.3,649.9,665.7,268.6,299.1,236.6,643.8,565.6,549.6,311.3,119.1,394.6,70.0,221.4,537.1,243.7,346.7,566.7,173.8,486.8,234.0,117.4,443.6,395.1,618.8,259.9,80.7,700.9,615.0,643.2,138.9,570.9,547.9,161.1,214.4,558.9,162.3,577.0,296.9,573.1,199.2,561.1,577.0,638.3,379.0,201.0,561.0,400.9,529.7,557.8,525.6,156.2,260.0,503.1,534.1,232.0,105.2,249.6,150.8,585.2,323.7,252.5,0.0,629.9,378.0,259.0,247.7,599.2,139.9,515.4,657.5,586.6,309.2,576.2
YL,576.0,335.7,600.7,214.5,169.6,271.3,287.8,579.1,192.1,306.2,735.7,475.5,152.0,655.7,453.6,194.9,177.8,187.6,200.4,574.4,632.5,160.7,667.2,278.7,269.0,761.7,2278.8,667.5,259.2,237.3,244.3,671.0,787.8,366.2,655.6,305.3,686.5,401.6,227.3,100.2,269.3,302.7,451.5,276.5,246.8,207.2,196.7,145.0,207.4,277.4,416.4,585.8,177.7,204.4,49.0,770.7,444.3,501.2,27.1,244.4,271.6,499.9,621.2,290.3,572.5,653.5,259.1,526.9,471.9,268.7,696.9,240.9,548.6,640.5,339.3,338.1,56.2,468.6,603.8,138.4,247.7,197.7,662.0,229.5,293.1,541.7,730.8,166.5,579.7,209.7,416.0,55.3,722.3,212.0,208.2,14.1,322.0,516.2,264.5,459.4,208.5,164.9,247.6,600.4,557.2,225.1,141.2,494.9,607.3,487.5,588.2,44.7,303.0,517.3,651.1,0.0,395.8,556.2,770.8,250.0,615.6,240.7,33.3,166.4,414.9,183.3
YR,322.4,265.6,347.1,407.4,364.2,221.2,480.7,325.5,410.6,170.8,482.1,221.9,370.5,402.1,383.5,413.4,396.3,406.1,393.3,320.8,378.9,431.8,413.6,382.3,180.0,508.1,2115.0,413.9,452.1,360.9,356.5,417.4,534.2,112.6,402.0,187.9,432.9,148.0,402.1,382.1,416.5,379.1,197.9,365.4,393.6,425.7,415.2,455.6,311.0,401.0,146.7,332.2,332.9,475.5,491.3,517.1,190.7,247.6,469.4,391.2,375.2,246.2,367.6,220.2,318.9,399.9,362.7,273.3,401.8,392.3,443.3,312.4,295.0,386.9,269.2,202.7,444.4,215.0,350.2,526.6,440.6,468.8,408.4,404.3,373.5,288.1,477.2,385.0,326.1,402.6,162.4,398.7,468.7,386.7,401.1,463.9,186.6,262.6,388.1,205.8,355.3,383.4,351.2,346.8,303.6,328.7,359.7,241.3,353.7,233.9,334.6,410.8,185.6,263.7,397.5,455.5,0.0,302.6,517.2,424.8,362.0,341.0,483.1,412.2,161.3,401.8
YV,236.7,398.4,172.0,493.4,497.0,354.0,496.6,211.1,533.4,321.6,303.9,107.9,503.3,216.4,304.7,546.2,529.1,538.9,526.1,18.2,197.4,564.6,260.9,497.7,312.8,272.4,2092.9,235.7,524.0,493.7,489.3,285.3,298.5,229.9,220.5,280.5,254.7,225.5,533.1,514.9,549.3,511.9,201.2,495.1,526.4,558.5,548.0,588.4,443.8,533.8,277.0,157.1,465.7,608.3,624.1,338.9,257.5,131.5,602.2,524.0,504.9,269.7,287.7,353.0,240.3,230.1,495.5,153.4,287.1,525.1,266.6,445.2,243.0,194.0,402.0,353.5,577.2,218.3,209.3,659.4,534.7,601.6,259.7,529.3,504.4,113.0,302.4,517.3,151.0,498.2,255.3,531.5,233.0,519.5,533.9,596.7,337.4,113.9,520.9,359.3,488.1,516.2,484.0,171.7,53.7,461.5,492.5,126.9,275.5,170.8,159.5,543.6,282.1,147.4,278.3,588.3,336.4,0.0,281.5,557.6,186.9,473.8,615.9,545.0,267.6,553.3
ZA,167.3,540.9,219.9,622.8,639.5,496.5,626.0,340.5,675.9,464.1,252.5,237.4,645.8,88.4,434.1,688.7,671.6,681.4,668.6,275.5,146.0,707.1,209.5,627.1,455.3,78.9,2201.2,184.3,653.4,636.2,631.8,233.9,16.9,372.4,169.1,423.0,203.3,368.0,675.6,657.4,691.8,654.4,343.7,624.5,668.9,701.0,690.5,730.9,586.3,676.3,419.5,256.5,608.2,750.8,766.6,287.5,400.0,260.9,744.7,666.5,634.3,412.2,220.0,495.5,170.9,278.0,638.0,282.8,416.5,667.6,94.2,587.7,334.9,174.0,544.5,496.0,719.7,360.8,139.9,801.9,664.1,744.1,131.7,671.8,648.8,217.7,251.0,659.8,218.9,627.6,397.8,674.0,34.5,662.0,676.4,739.2,489.3,257.6,661.9,501.8,630.6,658.7,626.5,212.8,258.3,604.0,635.0,256.3,206.1,300.2,207.4,686.1,424.6,276.8,208.9,730.8,478.9,257.3,0.0,700.1,196.5,616.3,758.4,687.5,410.1,677.1
ZB,537.3,297.0,562.0,265.1,221.9,232.6,338.4,540.4,268.3,267.5,697.0,436.8,228.2,617.0,414.9,271.1,254.0,263.8,251.0,535.7,593.8,203.0,628.5,222.0,230.3,723.0,2314.8,628.8,309.8,160.1,196.2,632.3,749.1,327.5,616.9,266.6,647.8,362.9,69.7,239.8,115.3,246.0,412.8,205.1,94.7,283.4,272.9,288.7,150.7,200.2,377.7,547.1,190.6,246.7,281.6,732.0,405.6,462.5,259.7,97.2,214.9,468.3,582.5,251.6,533.8,614.8,202.4,488.2,433.2,191.5,658.2,202.2,509.9,601.8,300.6,299.4,215.6,429.9,565.1,297.8,298.3,240.0,623.3,20.5,236.4,503.0,692.1,242.7,541.0,260.3,377.3,256.4,683.6,244.4,258.8,235.1,283.3,477.5,187.3,420.7,123.8,241.1,190.9,561.7,518.5,168.4,217.4,456.2,568.6,448.8,549.5,277.3,264.3,478.6,612.4,232.5,357.1,517.5,732.1,0.0,576.9,184.0,254.3,183.4,376.2,259.5
ZF,88.6,422.4,82.2,517.4,521.0,378.0,520.6,235.1,557.4,345.6,155.8,131.9,527.3,90.5,328.7,570.2,553.1,562.9,550.1,196.1,49.3,588.6,112.8,521.7,336.8,196.5,2133.5,87.6,548.0,517.7,513.3,137.2,222.6,253.9,72.4,304.5,106.6,249.5,557.1,538.9,573.3,535.9,225.2,519.1,550.4,582.5,572.0,612.4,467.8,557.8,301.0,118.8,489.7,632.3,648.1,190.8,281.5,155.5,626.2,548.0,528.9,293.7,139.6,377.0,92.2,140.3,519.5,177.4,311.1,549.1,131.7,469.2,267.0,45.9,426.0,377.5,601.2,242.3,61.2,683.4,558.7,625.6,96.8,553.3,528.4,80.0,154.3,541.3,81.2,522.2,279.3,555.5,157.1,543.5,557.9,620.7,361.4,119.9,544.9,383.3,512.1,540.2,508.0,75.1,178.9,485.5,516.5,150.9,127.4,194.8,69.7,567.6,306.1,171.4,130.2,612.3,360.4,177.9,205.6,581.6,0.0,497.8,639.9,569.0,291.6,577.3
ZG,472.2,231.9,536.3,212.1,168.9,167.5,285.4,514.7,215.3,202.4,631.9,411.1,175.2,551.9,349.8,218.1,201.0,210.8,198.0,510.0,528.7,206.4,563.4,95.5,165.2,664.3,2286.2,563.7,256.8,135.5,98.8,567.2,690.4,262.4,551.8,201.5,582.7,297.8,176.7,186.8,191.1,73.9,347.7,98.7,168.2,230.4,219.9,260.3,44.3,175.6,312.6,521.4,137.6,250.1,285.0,666.9,340.5,436.8,263.1,165.8,108.5,361.9,517.4,186.5,468.7,589.1,75.9,462.5,370.8,166.9,593.1,55.3,444.8,536.7,235.5,234.3,219.0,364.8,500.0,301.2,245.3,243.4,558.2,178.9,68.3,477.3,627.0,189.7,515.3,207.3,312.2,203.4,624.9,191.4,205.8,238.5,218.2,451.8,162.7,355.6,129.9,188.1,84.5,536.0,492.8,62.0,164.4,430.5,503.5,423.5,523.8,215.5,199.2,452.9,547.3,235.9,292.0,491.8,673.4,199.4,551.2,0.0,257.7,186.8,311.1,206.5
ZM,617.9,377.6,642.6,256.4,211.5,313.2,329.7,621.0,224.0,348.1,777.6,517.3,193.9,697.6,495.5,236.8,219.7,229.5,242.3,616.3,674.4,171.0,709.1,320.6,310.9,803.6,2289.1,709.4,301.1,279.2,286.2,712.9,829.7,408.1,697.5,347.2,728.4,443.5,235.8,142.1,279.6,344.6,493.4,318.4,257.1,249.1,238.6,155.3,249.3,319.3,458.3,627.7,219.6,214.7,90.9,812.6,491.8,541.2,69.0,254.7,313.5,541.8,663.1,332.2,612.7,700.7,301.0,568.8,513.8,310.6,738.8,282.8,590.5,682.4,381.2,380.0,66.5,510.5,645.7,148.6,289.6,208.0,703.9,232.0,335.0,583.6,779.4,208.4,621.6,251.6,457.9,97.2,764.2,253.9,250.1,17.1,363.9,558.1,304.9,501.3,218.8,206.8,289.5,642.3,599.1,267.0,183.1,536.8,649.2,529.4,630.1,86.6,344.9,557.3,693.0,41.8,437.7,598.1,812.7,260.3,657.5,282.6,0.0,176.7,456.8,225.2
ZN,539.4,299.1,564.1,267.2,258.4,234.7,340.5,542.5,289.1,269.6,699.1,438.9,230.3,619.1,417.0,273.2,256.1,277.0,253.1,537.8,595.9,74.6,630.6,224.1,232.4,725.1,2261.3,630.9,311.9,162.2,198.3,634.4,751.2,329.6,619.0,268.7,649.9,365.0,155.4,227.1,197.4,248.1,414.9,207.2,174.9,304.2,293.7,160.3,152.8,202.3,379.8,549.2,192.7,116.1,175.9,734.1,407.7,464.6,154.0,172.5,217.0,470.4,584.6,253.7,535.9,616.9,204.5,490.3,435.3,193.6,660.3,204.3,512.0,603.9,302.7,301.5,109.9,432.0,567.2,190.7,300.4,109.4,625.4,157.6,238.5,505.1,694.2,244.8,543.1,262.4,379.4,182.2,685.7,246.5,260.9,129.4,285.4,479.6,189.4,422.8,136.6,243.2,193.0,563.8,520.6,170.5,219.5,458.3,570.7,450.9,551.6,171.6,266.4,480.7,614.5,126.8,359.2,519.6,734.2,178.1,579.0,186.1,148.6,0.0,378.3,272.7
ZV,236.1,225.8,260.8,367.6,324.4,181.4,440.9,239.2,370.8,149.0,395.8,135.6,330.7,315.8,288.4,373.6,356.5,366.3,353.5,234.5,292.6,392.0,327.3,342.5,140.2,421.8,2093.2,327.6,412.3,321.1,316.7,331.1,447.9,57.3,315.7,107.9,346.6,61.7,362.3,342.3,376.7,339.3,111.6,325.6,353.8,385.9,375.4,415.8,271.2,361.2,104.4,245.9,293.1,435.7,451.5,430.8,104.4,161.3,429.6,351.4,335.4,159.9,281.3,180.4,232.6,313.6,322.9,187.0,270.8,352.5,357.0,272.6,208.7,300.6,229.4,180.9,404.6,128.7,263.9,486.8,400.8,429.0,322.1,364.5,333.7,201.8,390.9,345.2,239.8,362.8,76.1,358.9,382.4,346.9,361.3,424.1,164.8,176.3,348.3,186.7,315.5,343.6,311.4,260.5,217.3,288.9,319.9,155.0,267.4,147.6,248.3,371.0,109.5,177.4,311.2,415.7,163.8,216.3,430.9,385.0,275.7,301.2,443.3,372.4,0.0,362.0
ZW,531.9,291.6,556.6,186.2,125.5,232.9,240.3,550.8,96.2,262.1,691.6,431.3,97.7,611.6,409.5,140.6,123.5,61.4,156.3,530.3,588.4,264.1,623.1,234.6,224.9,717.6,2263.8,623.4,215.1,193.2,200.2,626.9,743.7,322.1,611.5,277.0,642.4,357.5,232.6,99.5,248.8,258.6,407.4,232.4,225.9,121.3,110.8,216.9,163.3,233.3,372.3,557.5,133.6,323.6,208.7,726.6,405.8,455.2,186.8,239.3,227.5,471.6,577.1,246.2,526.7,630.5,215.0,482.8,427.8,224.6,652.8,196.8,504.5,596.4,295.2,294.0,245.0,424.5,575.5,311.3,203.6,316.9,617.9,244.6,249.0,497.6,693.4,111.7,535.6,165.6,371.9,131.9,678.2,167.9,165.6,187.1,293.7,472.1,218.9,415.3,187.6,110.6,203.5,556.3,528.9,181.0,86.9,450.8,563.2,443.4,544.1,128.2,258.9,487.1,622.8,172.9,351.7,512.1,726.7,257.1,587.3,196.6,222.1,244.5,370.8,0.0
