from_stop,AA,AH,AK,AM,AO,AS,AU,BH,BT,BW,BZ,CB,CC,CI,CU,CY,CZ,DA,DB,DG,DH,DI,DK,DY,EC,EF,EJ,EL,ET,EX,EZ,FB,FI,FL,FM,FR,FU,FV,GA,GK,GL,GM,GO,GQ,GS,GX,GZ,HC,HU,HV,IC,IF,IH,II,IQ,IR,IS,IU,IV,JB,JF,JH,JN,JP,JU,KC,KE,KG,KR,KS,KU,KY,LE,LG,LP,LR,LS,LT,MG,MJ,MM,MP,NF,NL,NT,NX,OC,OE,OF,OH,OQ,PJ,PL,PP,PQ,PW,PX,QA,QN,QP,QR,QT,QW,QZ,RL,RN,RU,SH,SL,SM,SP,SR,SY,SZ,TB,TI,TN,TS,TU,TX,TY,TZ,UE,UG,UI,UU,VJ,VP,VV,VW,VX,WJ,WK,WL,WT,XB,XC,XG,XR,XV,XX,YD,YG,YM,YN,YS,YW,ZC,ZD,ZM,ZX
OC,366.8,305.8,957.9,1001.2,872.5,799.6,820.7,1031.6,836.0,193.1,773.0,334.8,110.8,376.1,821.0,187.7,729.9,865.4,255.4,862.3,730.9,823.0,858.1,1001.6,1014.9,922.9,757.5,340.4,350.6,41.9,18.4,1035.2,918.5,1059.5,804.9,853.9,912.0,2467.8,765.3,14.5,671.3,820.9,820.5,390.5,399.0,115.6,793.7,36.8,707.7,781.9,913.8,723.3,686.5,270.3,336.1,336.3,134.0,977.6,926.4,156.6,764.9,887.6,336.9,821.9,833.4,303.1,1006.7,792.3,842.1,335.3,652.4,227.0,729.1,883.8,985.2,845.8,921.5,880.9,306.7,774.9,746.9,10.8,1030.5,710.5,749.5,811.5,0.0,203.0,293.4,890.6,888.0,731.2,22.8,433.5,174.0,833.3,230.6,732.9,837.9,346.5,709.0,342.3,147.5,717.5,152.9,881.9,876.3,900.1,854.1,1014.1,628.4,405.4,412.5,382.4,922.9,414.8,705.7,894.1,818.4,64.9,767.9,306.4,784.4,1054.8,937.0,1065.8,899.0,351.5,756.1,732.9,606.2,805.9,853.2,790.2,935.2,678.5,925.0,829.1,356.2,870.7,691.6,963.3,366.6,168.7,800.4,204.0,363.1,275.3,288.8,837.4,873.2
OE,394.8,303.9,985.9,1029.2,900.5,827.6,848.7,1059.6,864.0,7.9,801.0,332.9,126.9,374.2,849.0,12.9,757.9,893.4,253.5,890.3,758.9,851.0,886.1,1029.6,1042.9,950.9,785.5,338.5,348.7,223.4,260.6,1063.2,946.5,1087.5,832.9,881.9,940.0,2495.8,793.3,196.0,699.3,848.9,848.5,391.9,383.4,131.7,821.7,218.3,735.7,809.9,941.8,751.3,714.5,268.4,334.2,334.4,150.1,1005.6,954.4,90.3,792.9,915.6,335.0,849.9,861.4,301.2,1034.7,820.3,870.1,333.4,680.4,143.3,757.1,911.8,1013.2,873.8,949.5,908.9,304.8,802.9,774.9,212.4,1058.5,738.5,777.5,839.5,242.2,0.0,291.5,918.6,916.0,759.2,204.3,431.6,26.6,861.3,121.8,760.9,865.9,344.6,737.0,340.4,163.6,745.5,47.7,909.9,904.3,928.1,882.1,1042.1,656.4,403.5,440.5,380.5,950.9,442.8,733.7,922.1,846.4,210.7,795.9,304.5,812.4,1082.8,965.0,1093.8,927.0,379.5,784.1,760.9,634.2,833.9,881.2,818.2,963.2,706.5,953.0,857.1,354.3,898.7,719.6,991.3,364.7,118.6,828.4,60.5,391.1,273.4,286.9,865.4,901.2
OF,292.4,167.9,801.1,844.4,715.7,642.8,663.9,874.8,679.2,333.8,616.2,116.3,269.5,200.7,664.2,328.4,573.1,708.6,57.0,705.5,574.1,666.2,701.3,844.8,858.1,766.1,600.7,202.5,139.9,342.8,423.2,878.4,761.7,902.7,648.1,697.1,755.2,2451.4,608.5,358.6,514.5,664.1,663.7,255.9,247.4,274.3,636.9,378.5,550.9,625.1,757.0,566.5,529.7,51.8,179.2,198.4,292.7,820.8,769.6,297.3,608.1,730.8,199.0,665.1,676.6,165.2,849.9,635.5,685.3,178.4,495.6,385.7,572.3,727.0,828.4,689.0,764.7,724.1,124.2,618.1,590.1,375.0,873.7,553.7,592.7,654.7,404.8,343.7,0.0,733.8,731.2,574.4,361.8,222.8,314.7,676.5,371.3,576.1,681.1,208.6,552.2,204.4,306.2,560.7,293.6,725.1,719.5,743.3,697.3,857.3,471.6,267.5,328.4,171.7,766.1,294.9,548.9,737.3,661.6,310.4,611.1,168.5,627.6,898.0,780.2,909.0,742.2,275.8,599.3,576.1,449.4,649.1,696.4,633.4,778.4,521.7,768.2,672.3,218.3,713.9,534.8,806.5,228.7,327.4,643.6,344.7,283.3,112.4,106.3,680.6,716.4
OH,625.6,604.5,225.7,170.4,129.7,253.4,215.4,200.8,136.7,900.3,253.8,710.9,836.0,625.0,208.8,894.9,254.4,215.2,667.0,79.2,266.6,324.5,140.7,269.4,282.7,190.7,169.0,639.1,629.9,826.7,910.3,303.0,186.3,265.8,258.7,131.1,72.5,2293.3,199.1,854.0,341.2,200.5,101.8,519.9,511.4,840.8,247.5,862.4,271.0,257.6,64.5,247.8,305.0,652.3,627.5,635.0,859.2,146.8,52.1,863.8,198.3,2.9,635.6,103.2,183.2,621.8,274.5,268.0,130.6,636.5,322.3,952.2,347.6,72.6,253.0,96.2,189.3,145.5,668.6,188.7,310.2,862.1,199.7,204.4,287.3,317.8,891.9,910.2,705.0,0.0,28.8,294.5,845.7,682.4,881.2,66.6,937.8,231.5,166.9,595.4,378.9,624.9,872.7,325.3,860.1,7.7,109.6,167.9,43.9,183.3,348.7,505.5,592.4,662.0,116.0,558.9,199.6,161.9,147.4,794.3,274.2,625.1,103.0,261.1,204.8,235.0,39.8,588.0,293.9,351.4,326.5,81.5,117.8,228.3,203.0,337.8,40.8,208.7,496.5,220.5,348.9,32.2,485.4,893.9,87.0,911.2,547.3,686.9,650.7,343.7,62.0
OQ,612.7,591.6,264.3,157.5,142.2,240.5,202.5,187.9,123.8,887.4,254.0,698.0,823.1,612.1,195.9,882.0,241.5,202.3,654.1,117.8,253.7,297.7,127.8,308.0,321.3,229.3,156.1,626.2,617.0,813.8,897.4,341.6,224.9,252.9,245.8,123.6,111.1,2280.4,186.2,841.1,328.3,218.8,88.9,507.0,498.5,827.9,234.6,849.5,258.1,230.8,103.1,234.9,315.3,639.4,614.6,622.1,846.3,133.9,90.7,850.9,185.4,35.5,622.7,90.3,170.3,608.9,313.1,241.2,117.7,623.6,309.4,939.3,357.9,59.7,291.6,115.5,227.9,132.6,655.7,175.8,297.3,849.2,186.8,191.5,274.4,291.0,879.0,897.3,692.1,38.5,0.0,281.6,832.8,669.5,868.3,53.7,924.9,218.6,154.0,582.5,366.0,612.0,859.8,298.5,847.2,29.8,96.7,206.5,31.0,170.4,335.8,492.6,579.5,649.1,154.6,546.0,186.7,200.5,134.5,781.4,247.4,612.2,90.1,248.2,243.4,222.1,10.9,575.1,281.0,361.7,313.6,68.6,104.9,215.4,241.6,348.1,72.9,227.0,483.6,207.6,361.2,70.8,472.5,881.0,74.1,898.3,534.4,674.0,637.8,316.9,49.1
PJ,470.9,449.8,316.2,333.2,267.5,108.9,101.1,363.6,196.5,745.6,232.5,556.2,681.3,470.3,129.9,740.2,39.2,183.6,512.3,220.6,109.2,181.3,253.1,359.9,373.2,281.2,110.8,484.4,475.2,672.0,755.6,393.5,276.8,428.6,114.2,248.9,270.3,2341.3,74.6,699.3,327.3,179.2,215.5,365.2,356.7,686.1,103.0,707.7,12.7,157.8,272.1,32.6,94.2,497.6,472.8,480.3,704.5,309.6,284.7,709.1,160.3,298.1,480.9,216.9,155.5,467.1,365.0,168.2,190.4,481.8,308.4,797.5,136.8,278.8,343.5,240.8,279.8,275.9,513.9,170.3,15.7,707.4,362.5,169.9,127.8,169.8,737.2,755.5,550.3,301.1,298.5,0.0,691.0,527.7,726.5,228.3,783.1,42.2,169.3,440.7,365.0,470.2,718.0,166.0,705.4,292.4,271.3,258.4,249.1,346.1,284.4,350.8,437.7,507.3,280.6,404.2,165.1,252.4,148.7,639.6,126.2,470.4,179.4,423.9,295.3,397.8,309.5,433.3,134.4,140.6,262.2,200.9,248.2,99.5,293.5,127.0,335.5,187.4,341.8,188.9,140.1,333.4,330.7,739.2,195.4,756.5,392.6,532.2,496.0,195.7,268.2
PL,343.9,311.2,935.0,978.3,849.6,776.7,797.8,1008.7,813.1,198.5,750.1,340.2,116.2,339.1,798.1,193.1,707.0,842.5,260.8,839.4,708.0,800.1,835.2,978.7,992.0,900.0,734.6,345.8,356.0,19.0,64.5,1012.3,895.6,1036.6,782.0,831.0,889.1,2444.9,742.4,8.3,648.4,798.0,797.6,367.6,376.1,121.0,770.8,13.9,684.8,759.0,890.9,700.4,663.6,275.7,341.5,341.7,139.4,954.7,903.5,162.0,742.0,864.7,342.3,799.0,810.5,308.5,983.8,769.4,819.2,340.7,629.5,232.4,706.2,860.9,962.3,822.9,898.6,858.0,312.1,752.0,724.0,16.3,1007.6,687.6,726.6,788.6,46.1,208.4,298.8,867.7,865.1,708.3,0.0,396.5,179.4,810.4,236.0,710.0,815.0,309.5,686.1,347.7,152.9,694.6,158.3,859.0,853.4,877.2,831.2,991.2,605.5,403.6,389.6,387.8,900.0,391.9,682.8,871.2,795.5,42.0,745.0,311.8,761.5,1031.9,914.1,1042.9,876.1,328.6,733.2,710.0,583.3,783.0,830.3,767.3,912.3,655.6,902.1,806.2,354.4,847.8,668.7,940.4,364.8,174.1,777.5,209.4,340.2,280.7,294.2,814.5,850.3
PP,186.7,193.3,778.7,825.3,693.3,620.4,641.5,852.4,656.8,433.6,593.8,172.6,366.0,59.1,641.8,424.9,550.7,689.5,187.8,683.1,551.7,643.8,678.9,822.4,835.7,747.0,578.3,227.9,71.0,356.7,440.3,856.0,739.3,880.3,625.7,674.7,732.8,2429.0,586.1,384.0,492.1,641.7,641.3,209.1,217.6,370.8,614.5,392.4,528.5,602.7,734.6,544.1,507.3,170.0,113.2,223.8,389.2,798.4,747.2,393.8,585.7,708.4,224.4,646.0,654.2,167.0,827.5,613.1,662.9,123.6,473.2,482.2,549.9,704.6,806.0,666.6,742.3,701.7,216.5,595.7,565.9,392.1,851.3,529.5,570.3,631.0,421.9,440.2,222.8,711.4,708.8,552.0,375.7,0.0,411.2,657.4,466.0,553.7,658.7,103.4,529.8,132.9,402.7,538.3,390.1,702.7,695.3,720.9,674.9,834.9,449.2,245.1,234.4,73.4,743.7,233.4,526.5,713.1,639.2,324.3,588.7,125.2,608.5,873.8,757.8,889.9,719.8,170.1,576.9,553.7,427.0,626.7,674.0,609.2,756.0,497.5,745.8,648.1,195.9,691.5,512.4,784.1,206.3,427.2,621.2,441.2,185.0,240.3,198.6,658.2,694.0
PQ,368.1,277.2,959.2,1002.5,873.8,800.9,822.0,1032.9,837.3,19.0,774.3,306.2,100.2,347.5,822.3,13.7,731.2,866.7,226.8,863.6,732.2,824.3,859.4,1002.9,1016.2,924.2,758.8,311.8,322.0,196.7,233.9,1036.5,919.8,1060.8,806.2,855.2,913.3,2469.1,766.6,169.3,672.6,822.2,821.8,365.2,356.7,105.0,795.0,191.6,709.0,783.2,915.1,724.6,687.8,241.7,307.5,307.7,123.4,978.9,927.7,63.6,766.2,888.9,308.3,823.2,834.7,274.5,1008.0,793.6,843.4,306.7,653.7,139.7,730.4,885.1,986.5,847.1,922.8,882.2,278.1,776.2,748.2,185.7,1031.8,711.8,750.8,812.8,215.5,28.9,264.8,891.9,889.3,732.5,177.6,404.9,0.0,834.6,118.2,734.2,839.2,317.9,710.3,313.7,136.9,718.8,21.0,883.2,877.6,901.4,855.4,1015.4,629.7,376.8,413.8,353.8,924.2,416.1,707.0,895.4,819.7,184.0,769.2,277.8,785.7,1056.1,938.3,1067.1,900.3,352.8,757.4,734.2,607.5,807.2,854.5,791.5,936.5,679.8,926.3,830.4,327.6,872.0,692.9,964.6,338.0,115.0,801.7,56.9,364.4,246.7,260.2,838.7,874.5
PW,584.5,563.4,289.9,155.1,157.9,238.1,200.1,185.5,121.4,859.2,225.8,669.8,794.9,583.9,193.5,853.8,213.3,199.9,625.9,143.4,251.3,269.5,143.5,333.6,346.9,254.9,127.9,598.0,588.8,785.6,869.2,367.2,250.5,250.5,243.4,139.3,136.7,2278.0,158.0,812.9,300.1,190.6,54.7,478.8,470.3,799.7,232.2,821.3,229.9,202.6,128.7,217.8,287.1,611.2,586.4,593.9,818.1,131.5,116.3,822.7,183.0,61.1,594.5,56.1,167.9,580.7,338.7,213.0,115.3,594.2,281.2,911.1,329.7,50.9,317.2,131.2,253.5,150.2,627.5,173.4,269.1,821.0,184.4,163.3,272.0,256.0,850.8,869.1,663.9,64.1,61.5,253.4,804.6,641.3,840.1,0.0,896.7,190.4,151.6,554.3,337.8,583.8,831.6,270.3,819.0,55.4,42.9,232.1,24.9,168.0,307.6,464.4,551.3,620.9,171.0,517.8,158.5,226.1,132.1,753.2,219.2,584.0,55.9,245.8,269.0,219.7,72.5,546.9,278.6,333.5,285.4,34.4,122.5,187.2,267.2,319.9,98.5,198.8,455.4,205.2,333.0,96.4,444.3,852.8,39.9,870.1,506.2,645.8,609.6,288.7,40.3
PX,409.7,322.4,1004.4,1047.7,919.0,846.1,867.2,1078.1,882.5,112.8,819.5,351.4,131.8,392.7,867.5,119.9,776.4,911.9,272.0,908.8,777.4,869.5,904.6,1048.1,1061.4,969.4,804.0,357.0,367.2,241.9,279.1,1081.7,965.0,1106.0,851.4,900.4,956.9,2514.3,811.8,214.5,721.6,867.4,867.0,410.4,401.9,127.0,840.2,236.8,754.2,828.4,960.3,769.8,733.0,284.4,352.7,352.9,151.3,1024.1,972.9,52.5,811.4,934.1,353.5,868.4,879.9,319.7,1053.2,838.8,888.6,353.1,698.9,138.3,775.6,930.3,1031.7,892.3,968.0,927.4,323.3,821.4,793.4,230.9,1077.0,757.0,796.0,858.0,260.7,122.7,310.0,937.1,934.5,777.7,222.8,448.3,106.2,879.8,0.0,779.4,884.4,363.1,755.5,358.9,164.8,764.0,85.1,928.4,922.8,946.6,897.7,1060.6,674.9,422.0,459.0,399.0,969.4,461.3,752.2,940.6,864.9,229.2,814.4,323.0,830.9,1101.3,983.5,1112.3,945.5,398.0,802.6,779.4,652.7,852.4,899.7,836.7,981.7,725.0,971.5,875.6,372.8,917.2,738.1,1009.8,383.2,113.6,846.9,69.8,409.6,291.9,305.4,883.9,919.7
QA,473.3,452.2,318.6,290.9,225.2,66.6,58.8,321.3,154.2,748.0,234.9,558.6,683.7,472.7,87.6,742.6,22.8,141.3,514.7,223.0,111.6,183.7,210.8,362.3,375.6,283.6,68.5,486.8,477.6,674.4,758.0,395.9,279.2,386.3,71.9,206.6,272.7,2299.0,32.3,701.7,329.7,181.6,173.2,367.6,359.1,688.5,60.7,710.1,39.4,160.2,274.5,16.2,96.6,500.0,475.2,482.7,706.9,267.3,287.1,711.5,118.0,255.8,483.3,174.6,113.2,469.5,367.4,170.6,148.1,484.2,310.8,799.9,139.2,236.5,345.9,198.5,282.2,233.6,516.3,128.0,78.6,709.8,320.2,172.3,130.2,172.2,739.6,757.9,552.7,258.8,256.2,62.9,693.4,530.1,728.9,186.0,785.5,0.0,127.0,443.1,367.4,472.6,720.4,168.4,707.8,250.1,229.0,260.8,206.8,303.8,286.8,353.2,440.1,509.7,238.3,406.6,167.5,254.8,106.4,642.0,128.6,472.8,137.1,381.6,297.7,355.5,267.2,435.7,136.8,143.0,264.6,158.6,205.9,57.2,295.9,129.4,293.2,189.8,344.2,146.6,142.5,291.1,333.1,741.6,153.1,758.9,395.0,534.6,498.4,198.1,225.9
QN,625.6,604.5,329.1,195.8,241.4,138.4,100.4,226.2,59.1,894.8,243.6,710.9,830.5,625.0,129.2,889.4,175.1,137.6,667.0,239.5,189.0,336.0,227.0,372.8,387.7,310.4,186.5,639.1,629.9,821.2,904.8,408.0,306.0,291.2,143.7,222.8,236.3,2240.9,150.3,848.5,317.9,208.4,164.3,519.9,511.4,835.3,132.5,856.9,191.7,220.4,228.3,168.5,248.9,652.3,627.5,635.0,853.7,172.2,215.9,858.3,120.7,160.7,635.6,165.7,105.6,621.8,379.5,230.8,53.0,636.5,299.0,946.7,291.5,176.9,359.9,214.7,309.0,231.8,668.6,111.1,230.9,856.6,225.1,181.1,209.7,324.5,886.4,904.7,705.0,163.7,161.1,215.2,840.2,682.4,875.7,170.9,932.3,152.2,0.0,595.4,355.6,624.9,867.2,320.7,854.6,155.0,213.9,287.6,148.2,208.7,439.1,505.5,592.4,662.0,254.5,558.9,176.3,281.6,32.4,788.8,280.9,625.1,128.2,286.5,324.5,260.4,172.1,588.0,216.3,295.3,416.9,149.7,204.1,175.2,322.7,281.7,198.1,216.6,496.5,142.9,294.8,196.0,485.4,888.4,144.2,905.7,547.3,686.9,650.7,350.4,166.3
QP,117.9,134.7,709.9,753.2,624.5,551.6,572.7,783.6,588.0,361.5,525.0,150.7,297.2,44.2,573.0,356.1,481.9,617.4,163.0,614.3,482.9,575.0,610.1,753.6,766.9,674.9,509.5,169.3,49.1,287.9,371.5,787.2,670.5,811.5,556.9,605.9,664.0,2360.2,517.3,315.2,423.3,572.9,572.5,140.3,148.8,302.0,545.7,323.6,459.7,533.9,665.8,475.3,438.5,148.1,46.7,165.2,320.4,729.6,678.4,325.0,516.9,639.6,165.8,573.9,585.4,80.2,758.7,544.3,594.1,41.0,404.4,413.4,481.1,635.8,737.2,597.8,673.5,632.9,194.6,526.9,498.9,323.3,782.5,462.5,501.5,563.5,353.1,371.4,200.9,642.6,640.0,483.2,306.9,101.6,342.4,585.3,399.0,484.9,589.9,0.0,461.0,29.4,333.9,469.5,321.3,633.9,628.3,652.1,606.1,766.1,380.4,176.3,162.3,81.2,674.9,164.6,457.7,646.1,570.4,255.5,519.9,69.9,536.4,806.8,689.0,817.8,651.0,101.3,508.1,484.9,358.2,557.9,605.2,542.2,687.2,430.5,677.0,581.1,127.1,622.7,443.6,715.3,137.5,355.1,552.4,372.4,112.9,218.4,176.7,589.4,625.2
QR,423.8,402.7,415.0,407.3,360.6,360.5,352.7,437.7,295.8,698.5,261.1,509.1,634.2,423.2,367.9,693.1,331.0,374.3,465.2,319.4,314.4,336.9,346.2,458.7,472.0,380.0,245.6,437.3,428.1,624.9,708.5,492.3,375.6,516.6,365.8,342.0,369.1,2252.4,275.7,652.2,27.3,278.0,308.6,318.1,309.6,639.0,354.6,660.6,336.6,270.0,366.4,324.4,317.4,450.5,425.7,433.2,657.4,383.7,379.0,662.0,348.4,375.7,433.8,310.0,342.3,420.0,463.8,280.4,289.7,434.7,56.2,750.4,360.0,371.9,442.3,333.9,378.6,369.0,466.8,347.8,375.8,660.3,436.6,198.6,333.0,330.2,690.1,708.4,503.2,378.7,376.1,360.1,643.9,480.6,679.4,321.4,736.0,308.1,326.0,393.6,0.0,423.1,670.9,337.7,658.3,370.0,364.4,357.2,342.2,420.2,146.9,303.7,390.6,460.2,373.7,357.1,193.8,351.2,306.5,592.5,286.6,423.3,272.5,511.9,394.1,471.9,387.1,386.2,339.6,363.8,124.7,294.0,341.3,304.9,392.3,350.2,413.1,286.2,294.7,379.6,361.3,411.0,283.6,692.1,288.5,709.4,345.5,485.1,448.9,356.1,361.3
QT,144.5,105.2,736.5,779.8,651.1,578.2,599.3,810.2,614.6,388.1,551.6,160.6,323.8,70.8,599.6,382.7,508.5,644.0,172.9,640.9,509.5,601.6,636.7,780.2,793.5,701.5,536.1,139.8,75.7,314.5,398.1,813.8,697.1,838.1,583.5,632.5,690.6,2386.8,543.9,341.8,449.9,599.5,599.1,166.9,175.4,328.6,572.3,350.2,486.3,560.5,692.4,501.9,465.1,158.0,55.6,135.7,347.0,756.2,705.0,351.6,543.5,666.2,136.3,600.5,612.0,50.7,785.3,570.9,620.7,30.5,431.0,440.0,507.7,662.4,763.8,624.4,700.1,659.5,204.5,553.5,525.5,349.9,809.1,489.1,528.1,590.1,379.7,398.0,210.8,669.2,666.6,509.8,333.5,128.2,369.0,611.9,425.6,511.5,616.5,26.5,487.6,0.0,360.5,496.1,347.9,660.5,654.9,678.7,632.7,792.7,407.0,202.9,188.9,107.8,701.5,191.2,484.3,672.7,597.0,282.1,546.5,59.4,563.0,833.4,715.6,844.4,677.6,127.9,534.7,511.5,384.8,584.5,631.8,568.8,713.8,457.1,703.6,607.7,153.7,649.3,470.2,741.9,164.1,381.7,579.0,399.0,139.5,228.3,186.6,616.0,651.8
QW,351.6,260.7,942.7,986.0,857.3,784.4,805.5,1016.4,820.8,128.0,757.8,289.7,23.6,331.0,805.8,122.6,714.7,850.2,210.3,847.1,715.7,807.8,842.9,986.4,999.7,907.7,742.3,295.3,305.5,162.2,199.4,1020.0,903.3,1044.3,789.7,838.7,896.8,2452.6,750.1,134.8,656.1,805.7,805.3,348.7,340.2,28.4,778.5,157.1,692.5,766.7,898.6,708.1,671.3,225.2,291.0,291.2,9.2,962.4,911.2,91.5,749.7,872.4,291.8,806.7,818.2,258.0,991.5,777.1,826.9,290.2,637.2,139.8,713.9,868.6,970.0,830.6,906.3,865.7,261.6,759.7,731.7,151.2,1015.3,695.3,734.3,796.3,181.0,137.9,248.3,875.4,872.8,716.0,143.1,388.4,108.9,818.1,165.5,717.7,822.7,301.4,693.8,297.2,0.0,702.3,87.8,866.7,861.1,884.9,838.9,998.9,613.2,360.3,397.3,337.3,907.7,399.6,690.5,878.9,803.2,185.2,752.7,261.3,769.2,1039.6,921.8,1050.6,883.8,336.3,740.9,717.7,591.0,790.7,838.0,775.0,920.0,663.3,909.8,813.9,311.1,855.5,676.4,948.1,321.5,81.5,785.2,118.3,347.9,230.2,243.7,822.2,858.0
QZ,458.6,437.5,315.2,325.5,293.9,278.7,222.8,384.0,214.0,733.3,231.5,543.9,669.0,458.0,223.1,727.9,150.0,267.5,500.0,219.6,133.0,110.3,305.1,358.9,372.2,280.2,163.8,472.1,462.9,659.7,743.3,392.5,275.8,416.8,284.0,295.3,269.3,2305.2,193.9,687.0,315.0,178.2,226.8,352.9,344.4,673.8,272.8,695.4,127.8,156.8,271.1,143.4,50.7,485.3,460.5,468.0,692.2,301.9,283.7,696.8,167.0,312.2,468.6,228.2,235.5,454.8,364.0,167.2,207.9,469.5,296.1,785.2,34.2,290.1,342.5,260.4,278.8,287.2,501.6,177.0,167.0,695.1,378.1,168.9,151.6,98.8,724.9,743.2,538.0,309.2,338.1,151.3,678.7,515.4,714.2,239.6,770.8,226.3,244.2,428.4,352.7,457.9,705.7,0.0,693.1,316.9,282.6,257.4,260.4,338.4,272.1,338.5,425.4,495.0,280.2,391.9,164.1,251.4,224.7,627.3,55.2,458.1,190.7,412.1,294.3,407.8,349.1,421.0,158.2,38.0,249.9,212.2,259.5,223.1,292.5,58.5,350.1,186.4,329.5,272.8,35.8,320.6,318.4,726.9,206.7,744.2,380.3,519.9,483.7,124.7,279.5
RL,347.0,256.1,938.1,981.4,852.7,779.8,800.9,1011.8,816.2,40.1,753.2,285.1,79.1,326.4,801.2,34.7,710.1,845.6,205.7,842.5,711.1,803.2,838.3,981.8,995.1,903.1,737.7,290.7,300.9,175.6,212.8,1015.4,898.7,1039.7,785.1,834.1,892.2,2448.0,745.5,148.2,651.5,801.1,800.7,344.1,335.6,83.9,773.9,170.5,687.9,762.1,894.0,703.5,666.7,220.6,286.4,286.6,102.3,957.8,906.6,42.5,745.1,867.8,287.2,802.1,813.6,253.4,986.9,772.5,822.3,285.6,632.6,158.4,709.3,864.0,965.4,826.0,901.7,861.1,257.0,755.1,727.1,164.6,1010.7,690.7,729.7,791.7,194.4,50.0,243.7,870.8,868.2,711.4,156.5,383.8,21.0,813.5,116.5,713.1,818.1,296.8,689.2,292.6,115.8,697.7,0.0,862.1,856.5,880.3,834.3,994.3,608.6,355.7,392.7,332.7,903.1,395.0,685.9,874.3,798.6,162.9,748.1,256.7,764.6,1035.0,917.2,1046.0,879.2,331.7,736.3,713.1,586.4,786.1,833.4,770.4,915.4,658.7,905.2,809.3,306.5,850.9,671.8,943.5,316.9,133.7,780.6,78.0,343.3,225.6,239.1,817.6,853.4
RN,616.9,595.8,233.4,161.7,137.4,244.7,206.7,192.1,128.0,891.6,258.2,702.2,827.3,616.3,200.1,886.2,245.7,206.5,658.3,86.9,257.9,332.2,132.0,277.1,290.4,198.4,160.3,630.4,621.2,818.0,901.6,310.7,194.0,257.1,250.0,127.8,80.2,2284.6,190.4,845.3,332.5,208.2,93.1,511.2,502.7,832.1,238.8,853.7,262.3,265.3,72.2,239.1,312.7,643.6,618.8,626.3,850.5,138.1,59.8,855.1,189.6,4.7,626.9,94.5,174.5,613.1,282.2,275.7,121.9,627.8,313.6,943.5,355.3,63.9,260.7,103.9,197.0,136.8,659.9,180.0,301.5,853.4,191.0,195.7,278.6,325.5,883.2,901.5,696.3,7.7,20.1,285.8,837.0,673.7,872.5,57.9,929.1,222.8,158.2,586.7,370.2,616.2,864.0,333.0,851.4,0.0,100.9,175.6,35.2,174.6,340.0,496.8,583.7,653.3,123.7,550.2,190.9,169.6,138.7,785.6,281.9,616.4,94.3,252.4,212.5,226.3,31.1,579.3,285.2,359.1,317.8,72.8,109.1,219.6,210.7,345.5,28.1,216.4,487.8,211.8,356.6,39.9,476.7,885.2,78.3,902.5,538.6,678.2,642.0,351.4,53.3
RU,602.4,584.9,311.4,176.6,179.4,259.6,221.6,207.0,142.9,880.7,247.3,691.3,816.4,605.4,215.0,875.3,234.8,221.4,641.2,164.9,272.8,291.0,165.0,355.1,368.4,276.4,149.4,619.5,610.3,807.1,890.7,388.7,272.0,272.0,264.9,160.8,158.2,2299.5,179.5,834.4,321.6,212.1,76.2,500.3,491.8,821.2,253.7,842.8,251.4,224.1,150.2,228.2,308.6,632.7,607.9,615.4,839.6,153.0,137.8,844.2,204.5,82.6,616.0,77.6,189.4,602.2,360.2,234.5,136.8,611.7,302.7,932.6,351.2,72.4,338.7,152.7,275.0,171.7,649.0,194.9,290.6,842.5,205.9,184.8,293.5,277.5,872.3,890.6,685.4,85.6,83.0,274.9,826.1,662.8,861.6,21.4,918.2,211.9,173.1,575.8,359.3,605.3,853.1,291.8,840.5,76.9,0.0,253.6,41.8,189.5,329.1,485.9,572.8,642.4,192.5,539.3,180.0,247.6,153.6,774.7,240.7,602.0,77.4,267.3,290.5,241.2,94.0,568.4,300.1,355.0,306.9,55.9,144.0,208.7,288.7,341.4,120.0,220.3,476.9,226.7,354.5,117.9,465.8,874.3,61.4,891.6,527.7,667.3,631.1,310.2,61.8
SH,637.0,619.5,92.4,222.6,183.3,361.7,350.7,161.2,299.0,915.3,212.7,725.9,851.0,640.0,351.0,909.9,332.2,377.5,675.8,109.0,260.9,283.4,194.5,136.1,149.4,22.7,246.8,654.1,644.9,841.7,925.3,169.7,52.8,194.6,367.6,184.7,157.1,2398.9,276.9,869.0,335.8,160.0,244.8,534.9,526.4,855.8,355.8,877.4,256.3,216.5,160.5,336.7,263.9,669.8,642.5,650.0,874.2,237.5,173.1,878.8,294.9,201.6,650.6,254.9,345.5,636.8,141.2,226.9,292.9,646.3,313.1,967.2,306.5,264.2,119.7,149.8,58.1,238.2,683.6,304.9,294.9,877.1,155.3,195.2,279.5,269.9,906.9,925.2,720.0,198.6,227.5,279.2,860.7,702.5,896.2,257.6,952.8,309.3,329.2,610.4,369.7,639.9,887.7,284.2,875.1,206.3,300.6,0.0,231.6,199.8,339.5,520.5,608.0,677.0,169.6,573.9,190.4,6.0,309.7,809.3,233.1,636.6,208.7,189.3,70.6,185.0,238.5,603.0,286.1,310.3,317.3,230.2,213.6,306.1,69.7,296.7,239.5,168.2,511.5,382.8,307.8,210.0,500.4,908.9,224.7,926.8,562.3,701.9,665.7,302.6,253.6
