from_stop,AE,AI,AQ,AY,BA,BC,BG,BQ,BS,BX,CF,CL,CO,CT,CU,CW,DE,DI,DM,DP,DS,DX,DZ,ED,EF,EG,EJ,EL,EM,EO,EP,EQ,FA,FC,FG,FI,FJ,FL,FN,FV,GB,GE,GF,GG,HD,HE,HI,HJ,HK,HP,HU,IF,IK,IQ,IU,IX,JB,JD,JE,JI,JP,JX,KA,KE,KF,KL,KO,KP,KY,LC,LE,LN,LT,MF,ML,MS,MT,MU,MX,NC,ND,NE,NF,NI,NK,NQ,NT,OA,OC,OD,OE,OF,OL,OM,OQ,OZ,PB,PG,PK,PP,PQ,PR,PV,QH,QL,QM,QN,QO,QP,QT,QW,RA,RB,RF,RH,RJ,RL,RO,RX,SA,SB,SD,SH,SQ,SV,SY,SZ,TA,TC,TG,TI,TM,TQ,TU,TW,UA,UF,UG,UK,UM,UP,UQ,UY,UZ,VD,VF,VN,VP,VR,VS,VZ,WB,WF,WH,WL,WY,WZ,XG,XJ,XN,YA,YF,YJ,YL,YM,YY,ZA,ZB,ZD,ZK,ZL,ZQ,ZR,ZV,ZW,ZX,ZY
KA,696.9,491.0,734.9,590.1,592.4,622.8,550.1,678.7,575.2,650.4,656.5,612.5,529.1,600.2,595.2,534.6,672.9,428.0,570.1,626.5,524.5,537.4,617.4,674.2,310.3,579.8,576.1,649.7,602.4,519.5,590.2,654.9,582.5,593.6,551.1,664.7,608.8,469.2,569.8,564.9,564.3,586.9,512.1,573.1,551.5,589.0,637.5,490.0,73.1,559.0,510.3,548.0,2419.1,714.0,671.9,579.4,637.3,509.8,593.1,493.4,576.4,495.1,0.0,541.9,449.9,565.0,616.7,539.3,664.4,45.9,596.4,475.5,628.9,602.8,594.0,611.7,513.6,684.7,652.8,598.2,641.0,563.5,737.8,580.1,596.6,587.2,587.1,634.5,616.8,491.4,533.5,601.1,637.0,525.0,585.8,635.2,565.4,649.7,544.7,640.5,696.2,640.1,582.1,612.9,559.3,279.0,530.9,566.2,630.7,471.0,530.5,585.8,566.5,597.3,698.2,603.2,594.2,552.6,648.4,568.5,572.4,555.4,498.3,560.7,504.4,576.8,551.9,557.6,554.2,630.3,550.6,487.7,547.0,559.9,541.8,609.8,601.8,564.4,451.9,549.4,618.4,533.1,642.2,439.0,556.2,693.7,482.0,602.8,550.0,550.6,635.6,577.7,544.1,611.9,621.2,541.8,556.3,505.1,519.9,618.4,546.9,622.4,659.5,591.4,690.2,536.8,575.3,638.4,595.7,29.8,588.9,555.8,584.1,510.8,536.2,550.2,666.5
KE,279.0,101.8,1012.2,231.5,869.7,303.7,132.2,282.1,263.9,232.5,238.6,194.6,806.4,182.3,177.3,160.3,950.2,146.7,248.9,208.6,102.5,2.6,894.7,318.2,668.5,857.1,853.4,927.0,250.1,208.2,493.0,932.2,859.8,870.9,828.4,274.9,190.9,114.9,151.9,23.0,247.2,260.6,200.8,850.4,222.9,866.3,318.4,128.5,615.0,836.3,787.6,236.7,2603.3,296.1,254.0,262.3,914.6,76.2,175.2,194.1,853.7,58.2,562.8,0.0,168.6,842.3,198.8,816.6,308.4,559.9,251.1,152.3,309.8,244.2,176.1,223.6,790.9,266.8,333.7,180.3,223.1,840.8,319.9,857.4,873.9,258.6,270.0,216.6,305.5,768.7,810.8,181.8,914.3,802.3,167.9,320.9,842.7,231.8,822.0,917.8,973.5,325.8,270.8,890.2,248.0,560.6,808.2,254.9,908.0,189.7,231.2,167.9,255.2,874.6,280.3,880.5,871.5,829.9,230.5,150.6,261.1,832.7,775.6,838.0,781.7,265.5,829.2,246.3,831.5,212.4,239.3,127.4,824.3,837.2,230.5,191.9,290.5,841.7,117.8,826.7,227.6,79.5,325.1,130.2,244.9,337.7,71.3,291.5,827.3,239.3,217.7,266.4,232.8,294.8,268.9,208.5,833.6,782.4,208.6,230.3,188.7,899.7,271.4,868.7,967.5,814.1,264.0,250.3,284.4,537.6,271.8,137.9,861.4,788.1,813.5,827.5,310.5
KF,360.9,114.0,921.2,237.9,778.7,268.8,214.1,324.7,221.2,314.4,320.5,276.5,715.4,264.2,242.7,116.0,859.2,31.8,216.1,290.5,127.2,166.2,803.7,320.2,577.5,766.1,762.4,836.0,248.4,165.5,588.9,841.2,768.8,779.9,737.4,310.7,272.8,53.1,233.8,193.7,210.3,232.9,158.1,759.4,318.8,775.3,283.5,103.8,524.0,745.3,696.6,194.0,2512.3,378.0,335.9,225.4,823.6,132.8,257.1,93.1,762.7,118.1,471.8,170.7,0.0,751.3,280.7,725.6,310.4,468.9,242.4,25.6,274.9,250.6,258.0,257.7,699.9,348.7,298.8,262.2,305.0,749.8,401.8,766.4,782.9,354.5,233.1,298.1,262.8,677.7,719.8,265.1,823.3,711.3,249.8,281.2,751.7,313.7,731.0,826.8,882.5,286.1,228.1,799.2,205.3,469.6,717.2,212.2,817.0,29.9,130.2,249.8,212.5,783.6,362.2,789.5,780.5,738.9,312.4,232.5,218.4,741.7,684.6,747.0,690.7,222.8,738.2,203.6,740.5,294.3,196.6,69.1,733.3,746.2,187.8,273.8,247.8,750.7,71.6,735.7,264.4,116.8,288.2,58.7,202.2,339.7,105.0,248.8,736.3,196.6,299.2,223.7,190.1,257.9,267.2,141.5,742.6,691.4,165.9,264.4,144.4,808.7,305.5,777.7,876.5,723.1,221.3,284.4,241.7,446.6,234.9,219.8,770.4,697.1,722.5,736.5,312.5
KL,977.4,771.5,348.5,870.6,239.0,903.3,830.6,959.2,855.7,930.9,937.0,893.0,59.7,880.7,875.7,815.1,305.2,722.7,850.6,907.0,805.0,817.9,264.0,954.7,426.2,334.8,203.1,324.3,882.9,800.0,870.7,287.2,229.1,240.2,297.5,945.2,889.3,745.7,850.3,845.4,848.0,867.4,792.6,129.2,832.0,335.4,918.0,770.5,572.1,315.2,292.9,828.5,2401.0,994.5,952.4,859.3,305.0,790.3,873.6,773.9,331.4,775.6,519.9,822.4,730.4,0.0,897.2,294.3,944.9,519.9,880.4,756.0,909.4,883.3,874.5,892.2,260.0,965.2,933.3,878.7,921.5,10.4,1018.3,326.5,156.0,867.7,867.6,915.0,897.3,237.8,170.0,880.2,283.6,55.6,866.3,915.7,212.0,930.2,43.7,287.1,342.8,920.6,862.6,259.5,839.8,401.7,32.4,846.7,277.3,751.5,808.9,866.3,847.0,220.3,978.7,349.6,340.6,22.6,928.9,849.0,852.9,301.8,244.7,307.1,259.4,857.3,82.5,838.1,151.8,910.8,831.1,768.2,303.1,116.0,822.3,890.3,882.3,319.4,732.4,147.0,900.5,813.6,922.7,719.5,836.7,974.2,762.5,883.3,305.0,831.1,916.1,858.2,824.6,892.4,901.7,822.3,17.2,251.5,800.4,898.9,827.4,269.0,940.0,382.7,336.8,283.2,850.0,918.9,876.2,494.7,869.4,836.3,339.1,257.2,166.1,305.2,947.0
KO,219.3,256.3,1099.2,160.4,956.7,222.2,124.5,209.1,315.3,212.2,188.6,186.9,893.4,172.1,90.6,299.9,1047.6,264.8,162.2,200.9,289.8,306.0,979.2,236.7,755.5,944.1,944.4,1014.0,168.6,239.9,574.0,1019.2,946.8,957.9,915.4,195.1,96.8,230.5,144.2,336.0,168.9,145.7,232.5,937.4,303.9,953.3,236.9,266.1,702.0,924.5,872.1,268.4,2690.3,173.1,206.5,180.2,1001.6,275.1,88.5,313.5,940.7,260.4,649.8,313.0,272.5,929.3,0.0,903.6,226.9,649.8,132.7,271.9,228.3,187.3,168.4,142.1,877.9,249.0,252.2,96.0,100.1,925.3,195.9,944.4,960.9,339.6,188.5,114.2,274.6,855.7,897.8,96.5,1001.3,889.3,120.4,239.4,929.7,108.8,909.0,1004.8,1060.5,244.3,322.2,977.2,279.7,645.1,895.2,271.3,995.0,293.6,351.0,120.4,286.9,961.6,220.6,967.5,958.5,916.9,183.0,142.9,240.5,919.7,862.6,915.7,868.7,156.7,913.7,260.4,916.0,89.4,206.0,250.5,911.3,924.2,209.9,184.2,283.8,928.7,255.4,913.7,103.4,298.4,243.6,261.6,224.3,256.2,247.3,260.6,914.3,218.7,45.9,243.3,153.2,213.3,187.4,348.1,920.6,869.4,240.3,148.8,328.3,986.7,189.9,953.2,1052.0,901.1,327.1,168.8,277.7,624.6,190.3,130.2,948.4,872.6,900.5,914.5,229.0
KP,983.7,771.2,386.0,870.3,243.5,903.0,836.9,986.8,855.4,937.2,943.3,899.3,318.3,887.0,882.0,814.8,324.0,708.2,850.3,913.3,824.7,766.5,268.5,954.4,428.8,237.9,296.0,300.8,882.6,799.7,819.3,306.0,267.0,244.7,88.8,979.6,895.6,749.4,856.6,794.0,844.5,867.1,792.3,304.0,780.6,39.7,917.7,770.2,574.7,4.5,93.7,828.2,2423.6,1000.8,958.7,859.6,288.4,798.4,879.9,773.6,31.7,780.4,522.5,771.0,730.1,312.0,903.5,0.0,944.6,519.6,876.6,755.7,909.1,883.0,880.8,928.3,167.1,971.5,933.0,885.0,927.8,301.1,1024.6,43.3,316.5,816.3,867.3,921.3,897.0,148.1,253.4,886.5,288.1,314.2,872.6,915.4,249.9,936.5,277.2,291.6,347.3,920.3,862.3,264.0,839.5,404.3,291.0,846.4,281.8,751.2,810.7,872.6,846.7,312.2,985.0,52.1,61.1,322.4,935.2,855.3,852.6,84.3,140.9,172.0,162.5,857.0,341.1,837.8,283.1,917.1,830.8,767.9,126.3,305.4,822.0,896.6,882.0,222.5,732.1,298.6,932.3,801.7,922.4,719.2,836.4,973.9,793.5,883.0,208.1,830.8,922.4,857.9,824.3,892.1,901.4,822.0,293.9,158.6,800.1,935.0,827.1,273.5,976.1,247.6,341.3,152.4,855.5,955.0,875.9,497.3,869.1,842.6,242.2,111.9,334.0,208.3,946.7
KY,172.4,302.8,1163.7,268.6,1021.2,94.2,224.2,110.6,295.9,261.0,229.6,286.6,957.9,274.3,226.5,346.4,1101.7,315.1,201.7,300.6,336.3,355.0,1046.2,9.8,820.0,1008.6,1004.9,1078.5,84.2,221.5,673.7,1083.7,1011.3,1022.4,979.9,134.8,201.2,281.0,243.9,382.5,142.7,138.6,222.4,1001.9,403.6,1017.8,79.5,312.6,766.5,987.8,939.1,258.3,2754.8,279.7,248.2,127.6,1066.1,321.6,221.5,378.2,1005.2,306.9,714.3,359.5,337.0,993.8,230.0,968.1,0.0,711.4,129.1,318.4,88.1,298.0,268.1,94.7,942.4,295.3,64.2,225.5,206.7,992.3,303.5,1008.9,1025.4,439.3,164.2,163.6,188.7,920.2,962.3,211.2,1065.8,953.8,166.7,153.5,994.2,215.4,973.5,1069.3,1125.0,158.4,302.8,1041.7,257.4,712.1,959.7,185.4,1059.5,358.1,415.3,166.7,237.8,1026.1,190.1,1032.0,1023.0,981.4,229.3,242.6,208.6,984.2,927.1,989.5,933.2,148.7,980.7,193.8,983.0,196.0,184.8,299.5,975.8,988.7,207.3,283.9,197.9,993.2,301.9,978.2,124.1,344.9,157.7,314.3,221.5,29.3,293.8,174.7,978.8,198.5,176.9,204.4,200.1,105.1,103.0,394.6,985.1,933.9,230.2,88.0,374.8,1051.2,86.8,1020.2,1119.0,965.6,316.0,126.9,191.8,689.1,118.1,229.9,1012.9,939.6,965.0,979.0,36.7
LC,698.7,492.8,736.7,591.9,594.2,624.6,551.9,680.5,577.0,652.2,658.3,614.3,530.9,602.0,597.0,536.4,674.7,444.0,571.9,628.3,526.3,539.2,619.2,676.0,312.1,581.6,577.9,651.5,604.2,521.3,592.0,656.7,584.3,595.4,552.9,666.5,610.6,467.0,571.6,566.7,566.1,588.7,513.9,574.9,553.3,590.8,639.3,491.8,93.5,560.8,512.1,549.8,2420.9,715.8,673.7,580.6,639.1,511.6,594.9,495.2,578.2,496.9,61.2,543.7,451.7,566.8,616.3,541.1,666.2,0.0,601.7,477.3,630.7,604.6,595.8,613.5,515.4,686.5,654.6,600.0,642.8,565.3,739.6,581.9,598.4,589.0,588.9,636.3,618.6,493.2,535.3,601.5,638.8,526.8,587.6,637.0,567.2,651.5,546.5,642.3,698.0,641.9,583.9,614.7,561.1,280.8,532.7,568.0,632.5,472.8,530.2,587.6,568.3,599.1,700.0,605.0,596.0,554.4,650.2,570.3,574.2,557.2,500.1,553.2,506.2,577.7,553.7,559.4,556.0,632.1,552.4,489.5,548.8,561.7,543.6,611.6,603.6,566.2,453.7,551.2,620.2,534.9,644.0,440.8,558.0,695.5,483.8,604.6,551.8,552.4,637.4,579.5,545.9,613.7,623.0,543.6,558.1,506.9,521.7,620.2,548.7,624.2,661.3,593.2,692.0,538.6,577.3,640.2,597.5,45.4,590.7,557.6,585.9,512.6,538.0,552.0,668.3
LE,186.3,222.0,1082.9,162.2,940.4,111.5,174.0,152.2,224.4,210.8,179.4,236.4,877.1,224.1,97.3,265.6,1031.3,246.2,72.5,250.4,255.5,274.2,968.9,129.7,739.2,931.3,928.1,997.7,57.9,149.0,623.5,1002.9,930.5,941.6,899.1,138.2,112.3,196.2,193.7,301.7,76.2,9.5,141.6,921.1,353.4,937.0,122.7,235.3,685.7,908.2,858.3,177.5,2674.0,187.3,202.6,87.5,985.3,240.8,115.1,297.4,924.4,226.1,633.5,278.7,256.2,913.0,143.6,887.3,119.9,633.5,0.0,237.6,117.6,195.1,217.9,85.2,861.6,245.1,141.5,127.3,117.8,915.0,214.6,928.1,944.6,389.1,95.8,68.9,181.9,839.4,881.5,120.6,985.0,873.0,116.5,146.7,913.4,126.5,892.7,988.5,1044.2,151.6,231.3,960.9,188.8,634.8,878.9,178.6,978.7,277.3,332.4,116.5,196.0,945.3,187.6,951.2,942.2,900.6,179.1,192.4,159.8,903.4,846.3,899.4,852.4,20.5,899.9,182.2,905.7,107.1,86.0,218.7,895.0,907.9,108.5,233.7,191.1,912.4,221.1,897.4,31.0,264.1,150.9,233.5,143.6,149.2,213.0,167.9,898.0,99.7,88.0,168.6,93.7,103.9,76.7,313.8,904.3,853.1,149.4,91.9,294.0,970.4,133.0,939.4,1041.7,884.8,248.2,111.9,185.0,608.3,97.6,176.2,932.1,858.8,884.2,898.2,122.0
LN,335.3,88.4,946.8,212.3,804.3,243.2,188.5,299.1,195.6,288.8,294.9,250.9,741.0,238.6,217.1,90.4,884.8,57.4,190.5,264.9,101.6,140.6,829.3,294.6,603.1,791.7,788.0,861.6,222.8,139.9,563.3,866.8,794.4,805.5,763.0,285.1,247.2,27.5,208.2,168.1,184.7,207.3,132.5,785.0,293.2,800.9,257.9,78.2,549.6,770.9,722.2,168.4,2537.9,352.4,310.3,199.8,849.2,107.2,231.5,118.7,788.3,92.5,497.4,145.1,25.6,776.9,255.1,751.2,284.8,494.5,216.8,0.0,249.3,225.0,232.4,232.1,725.5,323.1,273.2,236.6,279.4,775.4,376.2,792.0,808.5,328.9,207.5,272.5,237.2,703.3,745.4,238.1,848.9,736.9,224.2,255.6,777.3,288.1,756.6,852.4,908.1,260.5,202.5,824.8,179.7,495.2,742.8,186.6,842.6,55.5,155.8,224.2,186.9,809.2,336.6,815.1,806.1,764.5,286.8,206.9,192.8,767.3,710.2,772.6,716.3,197.2,763.8,178.0,766.1,268.7,171.0,43.5,758.9,771.8,162.2,248.2,222.2,776.3,67.5,761.3,238.8,91.2,262.6,79.9,176.6,314.1,79.4,223.2,761.9,171.0,273.6,198.1,164.5,232.3,241.6,138.6,768.2,717.0,140.3,238.8,118.8,834.3,279.9,803.3,902.1,748.7,195.7,258.8,216.1,472.2,209.3,194.2,796.0,722.7,748.1,762.1,286.9
LT,225.2,252.8,1113.7,218.6,971.2,6.1,209.4,163.5,207.7,246.2,214.8,271.8,907.9,259.5,189.9,296.4,1051.7,265.1,165.1,285.8,286.3,305.0,996.2,117.3,770.0,958.6,954.9,1028.5,49.6,133.3,658.9,1033.7,961.3,972.4,929.9,173.6,186.4,231.0,229.1,332.5,54.5,136.3,140.7,951.9,388.8,967.8,8.5,262.6,716.5,937.8,889.1,179.1,2704.8,264.9,238.0,39.4,1016.1,271.6,206.7,328.2,955.2,256.9,664.3,309.5,287.0,943.8,215.2,918.1,107.5,661.4,126.8,268.4,0.0,248.0,253.3,120.6,892.4,280.5,23.8,222.9,191.9,942.3,288.7,958.9,975.4,424.5,76.0,161.0,100.5,870.2,912.3,196.4,1015.8,903.8,151.9,65.3,944.2,200.6,923.5,1019.3,1075.0,70.2,214.6,991.7,169.2,662.1,909.7,97.2,1009.5,308.1,365.3,151.9,149.6,976.1,226.5,982.0,973.0,931.4,214.5,227.8,120.4,934.2,877.1,939.5,883.2,141.0,930.7,105.6,933.0,181.2,126.8,249.5,925.8,938.7,149.3,269.1,109.7,943.2,251.9,928.2,121.8,294.9,69.5,264.3,133.3,107.7,243.8,86.5,928.8,140.5,162.1,116.2,150.1,16.9,30.8,344.6,935.1,883.9,169.6,127.3,324.8,1001.2,139.7,970.2,1069.0,915.6,227.8,147.3,103.6,639.1,29.9,215.1,962.9,889.6,915.0,929.0,60.7
MF,305.4,226.2,1077.5,22.9,935.0,225.6,198.4,281.5,232.0,288.6,265.0,260.8,871.7,248.5,81.2,269.8,1025.9,243.1,103.7,274.8,259.7,278.4,960.0,277.0,733.8,922.4,922.7,992.3,205.2,156.6,611.6,997.5,925.1,936.2,893.7,267.5,114.7,200.4,218.1,305.9,170.3,164.2,149.2,915.7,341.5,931.6,240.3,236.0,680.3,901.6,852.9,185.1,2668.6,219.9,280.4,181.6,979.9,245.0,99.0,294.3,919.0,230.3,628.1,282.9,250.8,907.6,163.8,881.9,267.2,628.1,177.2,241.8,231.7,0.0,242.3,214.5,856.2,322.9,255.6,169.9,146.9,906.1,243.7,922.7,939.2,377.2,189.9,204.0,244.3,834.0,876.1,105.6,979.6,867.6,194.3,240.8,908.0,155.6,887.3,983.1,1038.8,245.7,238.9,955.5,196.4,625.9,873.5,193.7,973.3,271.9,329.3,194.3,203.6,939.9,306.7,945.8,936.8,895.2,256.9,216.8,157.2,898.0,840.9,894.0,847.0,153.2,894.5,179.6,896.8,136.2,149.1,222.9,889.6,902.5,126.6,258.1,229.3,907.0,225.3,892.0,193.2,268.3,245.0,237.7,141.0,296.5,217.2,230.3,892.6,135.4,180.1,162.5,69.9,214.7,224.0,318.0,898.9,847.7,157.0,221.2,298.2,965.0,262.3,934.0,1032.8,879.4,252.3,241.2,223.2,602.9,191.7,204.1,926.7,853.4,878.8,892.8,269.3
ML,198.0,227.1,1070.0,230.2,927.5,284.2,53.8,262.6,331.3,64.3,129.3,87.1,864.2,33.9,160.4,270.7,1008.0,221.4,232.0,126.9,260.6,279.3,952.5,298.7,726.3,914.9,911.2,984.8,230.6,275.6,544.8,990.0,917.6,928.7,886.2,255.4,174.0,205.3,70.2,306.8,227.7,241.1,268.2,908.2,274.7,924.1,298.9,236.9,672.8,894.1,845.4,304.1,2661.1,279.2,126.9,242.8,972.4,245.9,158.3,286.8,911.5,231.2,620.6,283.8,243.3,900.1,181.9,874.4,288.9,617.7,231.6,242.7,290.3,259.6,0.0,204.1,848.7,98.6,314.2,163.4,206.2,898.6,303.0,915.2,931.7,310.4,250.5,197.1,336.6,826.5,868.6,164.9,972.1,860.1,108.1,301.4,900.5,214.9,879.8,975.6,1031.3,306.3,338.2,948.0,315.4,618.4,866.0,322.3,965.8,264.4,323.9,108.1,322.6,932.4,180.3,938.3,929.3,887.7,103.4,60.4,310.3,890.5,833.4,895.8,839.5,251.2,887.0,313.7,889.3,195.5,269.3,223.8,882.1,895.0,279.7,110.2,345.8,899.5,226.2,884.5,208.1,269.2,305.6,232.4,294.1,318.2,218.1,322.6,885.1,283.0,198.2,315.6,223.0,275.3,249.4,318.9,891.4,840.2,276.0,210.8,299.1,957.5,251.9,926.5,1025.3,871.9,331.4,230.8,339.7,595.4,252.3,76.2,919.2,845.9,871.3,885.3,291.0
MS,128.7,247.8,1108.1,213.6,965.6,142.7,133.4,66.9,250.2,170.2,138.8,195.8,902.3,183.5,149.2,291.4,1046.1,259.5,160.1,209.8,281.3,300.0,990.6,94.5,764.4,953.0,949.3,1022.9,89.1,174.8,582.9,1028.1,955.7,966.8,924.3,58.4,110.4,226.0,153.1,327.5,88.2,101.6,167.4,946.3,312.8,962.2,129.6,257.6,710.9,932.2,883.5,203.3,2699.2,188.9,162.0,103.3,1010.5,266.6,130.7,323.2,949.6,251.9,658.7,304.5,281.4,938.2,139.2,912.5,84.7,655.8,92.1,263.4,138.2,243.0,177.3,0.0,886.8,204.5,114.3,146.9,115.9,936.7,212.7,953.3,969.8,348.5,111.0,85.0,197.1,864.6,906.7,120.4,1010.2,898.2,75.9,161.9,938.6,124.6,917.9,1013.7,1069.4,166.8,257.1,986.1,214.6,656.5,904.1,193.8,1003.9,302.5,360.3,75.9,221.8,970.5,146.4,976.4,967.4,925.8,138.5,151.8,193.4,928.6,871.5,933.9,877.6,111.7,925.1,202.2,927.4,105.2,129.8,244.5,920.2,933.1,152.3,193.1,206.3,937.6,246.9,922.6,87.1,289.9,166.1,259.3,177.2,114.0,238.8,183.1,923.2,143.5,86.1,198.7,145.1,135.1,107.9,339.6,929.5,878.3,175.2,6.6,319.8,995.6,47.7,964.6,1063.4,910.0,270.3,32.1,200.2,633.5,112.8,139.1,957.3,884.0,909.4,923.4,86.8
MT,940.2,734.3,251.4,833.4,108.9,866.1,793.4,922.0,818.5,893.7,899.8,855.8,238.6,843.5,838.5,777.9,189.4,671.3,813.4,869.8,767.8,777.9,133.9,917.5,389.0,147.2,161.4,166.2,845.7,762.8,830.7,171.4,132.4,110.1,95.5,908.0,852.1,712.5,813.1,805.4,807.6,830.2,755.4,169.4,792.0,133.4,880.8,733.3,534.9,178.9,72.9,791.3,2381.8,957.3,915.2,822.7,153.8,753.1,836.4,736.7,202.2,738.4,482.7,782.4,693.2,232.3,860.0,165.1,907.7,479.8,839.7,718.8,872.2,846.1,837.3,855.0,0.0,928.0,896.1,841.5,884.3,221.4,981.1,124.5,181.9,827.7,830.4,877.8,860.1,17.8,118.8,843.0,153.5,234.5,829.1,878.5,115.3,893.0,197.5,157.0,212.7,883.4,825.4,129.4,802.6,364.5,211.3,809.5,147.2,714.3,773.8,829.1,809.8,177.6,941.5,147.6,138.6,242.7,891.7,811.8,815.7,99.8,24.7,105.1,71.8,820.1,261.4,800.9,203.4,873.6,793.9,731.0,101.1,182.6,785.1,853.1,845.1,131.8,695.2,218.9,861.7,813.1,885.5,682.3,799.5,937.0,725.3,846.1,117.4,793.9,878.9,821.0,787.4,855.2,864.5,785.1,214.2,7.9,763.2,861.7,790.2,138.9,902.8,158.8,206.7,63.2,818.6,881.7,839.0,457.5,832.2,799.1,151.5,55.2,254.3,117.6,909.8
MU,179.4,299.1,1142.0,262.4,999.5,265.6,133.5,244.0,371.1,19.8,110.7,166.8,936.2,85.1,192.6,342.7,1080.0,293.4,264.2,203.3,332.6,351.3,1024.5,280.1,798.3,986.9,983.2,1056.8,212.0,295.7,616.8,1062.0,989.6,1000.7,958.2,236.8,203.9,277.3,146.6,378.8,209.1,222.5,288.3,980.2,346.7,996.1,280.3,308.9,744.8,966.1,917.4,324.2,2733.1,282.4,108.3,224.2,1044.4,317.9,190.5,358.8,983.5,303.2,692.6,355.8,315.3,972.1,214.1,946.4,270.3,689.7,213.0,314.7,271.7,291.8,79.6,185.5,920.7,0.0,295.6,195.6,209.4,970.6,306.2,987.2,1003.7,382.4,231.9,178.5,318.0,898.5,940.6,197.1,1044.1,932.1,89.5,282.8,972.5,218.1,951.8,1047.6,1103.3,287.7,378.0,1020.0,335.5,690.4,938.0,314.7,1037.8,336.4,395.9,89.5,342.7,1004.4,161.7,1010.3,1001.3,959.7,84.8,111.6,314.3,962.5,905.4,967.8,911.5,232.6,959.0,323.1,961.3,198.7,250.7,295.8,954.1,967.0,273.2,186.6,327.2,971.5,298.2,956.5,189.5,341.2,287.0,304.4,298.1,299.6,290.1,304.0,957.1,264.4,179.6,319.6,255.2,256.7,230.8,390.9,963.4,912.2,296.1,192.2,371.1,1029.5,233.3,998.5,1097.3,943.9,391.2,212.2,321.1,667.4,233.7,130.3,991.2,917.9,943.3,957.3,272.4
MX,201.4,276.7,1137.6,242.5,995.1,29.9,233.3,139.6,231.6,270.1,238.7,295.7,931.8,283.4,213.8,320.3,1075.6,289.0,189.0,309.7,310.2,328.9,1020.1,93.4,793.9,982.5,978.8,1052.4,73.5,157.2,682.8,1057.6,985.2,996.3,953.8,163.8,210.3,254.9,253.0,356.4,78.4,160.2,164.6,975.8,412.7,991.7,15.3,286.5,740.4,961.7,913.0,203.0,2728.7,288.8,261.9,63.3,1040.0,295.5,230.6,352.1,979.1,280.8,688.2,333.4,310.9,967.7,239.1,942.0,83.6,685.3,150.7,292.3,23.8,271.9,277.2,123.7,916.3,304.4,0.0,246.8,215.8,966.2,312.6,982.8,999.3,448.4,99.9,184.9,124.4,894.1,936.2,220.3,1039.7,927.7,175.8,89.2,968.1,224.5,947.4,1043.2,1098.9,94.1,238.5,1015.6,193.1,686.0,933.6,121.1,1033.4,332.0,389.2,175.8,173.5,1000.0,219.1,1005.9,996.9,955.3,238.4,251.7,144.3,958.1,901.0,963.4,907.1,164.9,954.6,129.5,956.9,205.1,150.7,273.4,949.7,962.6,173.2,293.0,133.6,967.1,275.8,952.1,145.7,318.8,93.4,288.2,157.2,83.8,267.7,110.4,952.7,164.4,186.0,140.1,174.0,40.8,54.7,368.5,959.0,907.8,193.5,117.0,348.7,1025.1,115.8,994.1,1092.9,939.5,251.7,155.9,127.5,663.0,53.8,239.0,986.8,913.5,938.9,952.9,36.8
NC,203.2,228.0,1070.9,154.5,928.4,227.9,96.2,206.3,309.4,186.4,162.8,158.6,865.1,146.3,84.7,271.6,1019.3,236.5,156.3,172.6,261.5,280.2,953.4,242.4,727.2,915.8,912.1,985.7,177.4,234.0,545.7,990.9,918.5,929.6,887.1,199.1,98.3,202.2,115.9,307.7,171.4,155.2,226.6,909.1,275.6,925.0,242.6,237.8,673.7,896.2,846.3,262.5,2662.0,203.5,178.2,185.9,973.3,246.8,82.6,287.7,912.4,232.1,621.5,284.7,244.2,901.0,104.0,875.3,232.6,621.5,142.2,243.6,234.0,183.9,140.1,147.8,849.6,220.7,257.9,0.0,130.5,899.5,227.3,916.1,932.6,311.3,194.2,70.7,280.3,827.4,869.5,89.2,973.0,861.0,92.1,245.1,901.4,139.2,880.7,976.5,1032.2,250.0,316.3,948.9,273.8,619.3,866.9,271.1,966.7,265.3,322.7,92.1,281.0,933.3,204.5,939.2,930.2,888.6,154.7,114.6,234.6,891.4,834.3,896.7,840.4,165.3,887.9,257.0,890.2,119.8,200.1,224.7,883.0,895.9,204.0,155.9,289.5,900.4,227.1,885.4,112.9,270.1,249.3,233.3,218.4,261.9,219.0,266.3,886.0,212.8,122.8,239.9,147.3,219.0,193.1,319.8,892.3,841.1,234.4,154.5,300.0,958.4,195.6,927.4,1026.2,872.8,323.7,174.5,283.4,596.3,196.0,101.9,920.1,846.8,872.2,886.2,234.7
