from_stop,AD,AF,AJ,AK,AM,AQ,AR,AV,AY,AZ,BE,BK,CG,CI,CJ,CK,CP,CR,DI,DK,DQ,DT,DV,DY,EE,EH,EJ,EK,EM,EN,EQ,FH,FM,FN,GF,GI,GN,GQ,GW,GY,HF,HK,HL,HS,HT,HV,IC,IF,IG,IJ,IL,IN,IS,IU,IZ,JU,JV,KE,KG,KI,KJ,KP,KQ,KT,KU,KW,KY,LF,LJ,LK,LL,MC,MF,ML,MP,MQ,MR,MY,NA,OB,OD,OR,OT,PB,PF,PJ,PN,PP,QI,QN,QQ,QR,QT,QU,RH,RI,RJ,RM,RT,RZ,SL,ST,SX,TB,TF,TQ,TT,TY,UD,UO,UR,UW,UX,VA,VK,VO,VX,VZ,WC,WE,WH,WI,WQ,WR,WX,WY,WZ,XA,XI,XK,XL,XQ,XV,XW,YF,YG,YI,YL,YR,YT,ZE,ZI,ZN
QR,360.7,596.0,686.6,115.5,776.8,686.7,804.6,734.2,213.7,652.1,817.4,794.1,728.9,754.9,757.9,69.5,162.8,736.4,489.4,765.7,739.6,733.5,560.6,793.7,789.1,769.6,764.8,520.9,690.7,541.9,666.0,826.0,498.4,808.0,727.3,705.1,536.3,784.0,696.9,563.9,789.7,816.4,738.9,718.1,531.6,790.5,687.4,731.7,774.0,718.2,751.6,553.7,804.7,560.7,778.3,506.8,617.6,769.5,669.1,725.8,737.7,813.9,697.0,657.0,727.0,226.4,710.7,540.5,551.8,655.5,708.2,638.5,645.0,277.9,471.6,1734.6,129.1,776.3,716.6,705.4,722.9,596.0,759.7,683.9,631.4,800.1,532.9,779.5,695.3,765.8,205.2,0.0,718.2,717.2,711.9,414.3,275.1,781.1,735.8,622.1,471.2,746.3,531.0,503.4,765.9,730.4,770.3,720.5,786.8,731.4,261.7,720.7,487.2,798.0,667.0,788.6,493.1,562.4,491.2,801.5,724.1,738.3,632.9,748.2,779.5,225.9,734.5,699.2,626.0,664.2,740.5,714.4,500.8,761.4,777.9,807.0,244.8,817.8,799.9,746.7,341.0,513.8,423.0
QT,620.0,255.4,824.4,525.5,890.1,171.6,808.0,775.0,473.0,100.4,820.8,931.9,835.2,795.7,791.5,588.3,691.8,874.2,392.3,872.0,877.4,839.8,428.6,931.5,926.9,907.4,750.0,425.9,769.8,410.9,803.8,753.8,310.0,914.3,833.6,842.9,320.1,890.3,834.7,431.9,897.1,954.2,845.2,855.9,421.2,770.1,833.7,869.5,880.3,0.0,857.9,421.7,823.2,378.7,884.6,290.6,753.2,803.1,808.1,733.5,875.5,920.2,834.8,792.8,80.7,774.2,8.2,397.5,356.0,84.6,846.0,115.3,103.1,646.3,374.5,1674.9,658.1,817.1,854.4,843.2,860.7,255.4,897.5,821.7,769.2,906.4,392.7,769.0,24.9,806.6,478.1,578.4,0.0,855.0,849.7,525.9,804.4,836.1,873.6,148.4,340.0,865.7,720.2,406.3,903.7,868.2,876.6,858.3,766.4,124.7,674.1,858.5,390.1,777.6,804.8,833.6,771.6,374.2,302.8,846.5,5.9,896.7,159.2,177.3,824.5,485.2,840.8,155.9,761.8,802.0,878.3,853.2,296.7,841.7,915.7,786.6,610.0,797.4,840.7,883.8,746.5,416.7,387.3
QU,845.3,730.1,132.3,750.8,204.3,769.6,232.1,161.7,698.3,735.0,244.9,88.6,156.4,182.4,185.4,779.9,562.1,182.1,817.6,193.2,285.8,161.0,853.9,289.6,286.5,215.3,192.3,851.2,352.7,836.2,111.7,252.3,735.3,235.5,154.8,234.0,745.4,211.5,225.8,857.2,218.3,313.8,166.4,187.9,846.5,218.0,216.3,230.3,201.5,801.1,179.1,847.0,232.2,804.0,205.8,715.9,146.5,197.0,198.0,153.3,283.9,241.4,37.2,84.5,809.9,816.6,793.6,822.8,781.3,738.4,9.0,721.4,727.9,813.7,799.8,1410.6,629.4,203.8,186.4,234.3,251.8,730.1,251.8,129.6,82.0,227.6,818.0,203.4,778.2,193.3,703.4,710.3,801.1,0.0,240.8,391.1,601.7,208.6,181.5,705.0,632.9,186.9,517.5,831.6,211.6,212.1,197.8,190.3,214.3,814.3,936.8,166.4,815.4,225.5,195.9,216.1,521.8,799.5,728.1,229.0,807.0,237.3,715.8,831.1,207.0,710.5,162.0,782.1,154.9,193.1,210.3,39.9,722.0,188.9,275.3,234.5,835.3,245.3,227.4,245.3,825.8,842.0,671.1
RH,810.8,695.6,201.0,716.3,291.2,735.1,319.0,248.6,663.8,700.5,331.8,308.5,243.3,269.3,272.3,745.4,527.6,250.8,783.1,280.1,121.5,247.9,819.4,231.0,177.4,284.0,279.2,816.7,318.2,801.7,180.4,340.4,700.8,322.4,241.7,87.0,710.9,298.4,85.9,822.7,304.1,226.9,253.3,202.8,812.0,304.9,130.0,174.3,288.4,766.6,266.0,812.5,319.1,769.5,292.7,681.4,84.5,283.9,35.4,240.2,119.6,328.3,211.4,171.4,775.4,804.2,759.1,788.3,746.8,703.9,222.6,686.9,693.4,801.3,765.3,1449.9,594.9,290.7,171.4,8.0,104.8,695.6,202.3,198.3,145.8,314.5,783.5,290.3,743.7,280.2,668.9,675.8,766.6,231.6,0.0,356.6,567.2,295.5,250.2,670.5,598.4,260.7,483.0,797.1,280.3,155.0,284.7,168.4,301.2,779.8,864.9,235.1,780.9,312.4,91.6,303.0,548.4,765.0,693.6,315.9,772.5,162.9,681.3,796.6,293.9,676.0,248.9,747.6,73.1,88.8,211.8,228.8,687.5,275.8,193.3,321.4,800.8,332.2,314.3,189.3,813.4,807.5,636.6
RI,453.0,476.2,362.1,358.5,452.3,515.7,480.1,409.7,306.0,481.1,492.9,469.6,404.4,430.4,433.4,421.3,510.2,411.9,563.7,441.2,415.1,409.0,600.0,469.2,464.6,445.1,440.3,597.3,384.2,582.3,341.5,501.5,481.4,483.5,402.8,380.6,491.5,459.5,372.4,603.3,465.2,491.9,414.4,393.6,592.6,466.0,362.9,407.2,449.5,547.2,427.1,593.1,480.2,550.1,453.8,462.0,293.1,445.0,344.6,401.3,413.2,489.4,372.5,332.5,556.0,588.4,539.7,568.9,527.4,484.5,383.7,467.5,474.0,545.9,545.9,1513.4,491.1,451.8,392.1,380.9,398.4,476.2,435.2,359.4,306.9,475.6,564.1,451.4,524.3,441.3,311.1,411.4,547.2,392.7,387.4,0.0,549.8,456.6,411.3,451.1,327.0,421.8,370.8,577.7,441.4,405.9,445.8,396.0,462.3,560.4,507.1,396.2,561.5,473.5,342.5,464.1,419.1,545.6,474.2,477.0,553.1,413.8,461.9,577.2,455.0,318.2,410.0,528.2,301.5,339.7,416.0,389.9,468.1,436.9,453.4,482.5,443.0,493.3,475.4,422.2,646.1,588.1,278.8
RJ,622.3,841.5,566.5,399.2,656.7,939.4,684.5,614.1,446.6,897.6,697.3,674.0,608.8,634.8,637.8,353.2,135.4,616.3,734.9,641.2,619.5,613.4,806.1,673.6,669.0,649.5,644.7,766.4,570.6,787.4,545.9,705.9,743.9,687.9,607.2,585.0,781.8,663.9,576.8,809.4,667.7,696.3,618.8,598.0,777.1,670.4,575.8,611.6,653.9,963.7,631.5,799.2,684.6,806.2,658.2,752.3,497.5,649.4,549.0,605.7,617.6,693.8,576.9,536.9,972.5,420.4,956.2,786.0,797.3,901.0,588.1,884.0,890.5,471.9,717.1,1559.3,202.7,656.2,596.5,585.3,602.8,841.5,639.6,563.8,511.3,680.0,778.4,659.4,940.8,645.7,488.9,283.6,963.7,597.1,591.8,659.8,0.0,661.0,615.7,867.6,716.7,626.2,410.9,748.9,645.8,610.3,650.2,600.4,666.7,976.9,507.2,600.6,732.7,677.9,546.9,668.5,373.0,807.9,736.7,681.4,969.6,618.2,878.4,993.7,659.4,458.8,614.4,944.7,505.9,544.1,620.4,595.3,746.3,646.6,657.8,686.9,490.3,697.7,679.8,625.9,535.0,759.3,668.5
RM,895.0,780.6,211.6,800.5,148.8,820.1,93.8,161.5,748.0,785.5,106.6,280.9,112.5,182.2,189.2,878.2,660.4,261.4,868.1,51.8,365.1,133.0,904.4,368.9,365.8,185.7,147.7,901.7,432.0,886.7,191.0,194.9,785.8,166.4,126.8,313.3,795.9,142.4,305.1,907.7,174.4,393.1,97.3,267.2,897.0,113.2,295.6,309.6,157.6,851.6,110.0,897.5,235.7,854.5,161.9,766.4,225.8,200.8,277.3,131.2,363.2,172.3,183.8,133.8,860.4,737.7,844.1,873.3,831.8,788.9,195.0,771.9,778.4,734.8,850.3,1394.0,727.7,203.6,265.7,313.6,331.1,780.6,331.1,208.9,161.3,183.7,868.5,181.5,828.7,166.6,753.1,808.6,851.6,204.0,320.1,470.4,700.0,0.0,209.3,755.5,683.4,168.3,582.6,882.1,190.6,291.4,142.3,269.6,116.3,864.8,857.9,245.7,865.9,127.5,275.2,43.7,442.9,850.0,778.6,56.6,857.5,316.6,766.3,881.6,34.6,760.2,118.1,832.6,234.2,272.4,289.6,201.2,772.5,160.9,354.6,136.5,885.0,137.9,213.0,324.6,746.9,892.5,730.7
RT,880.0,764.8,112.4,785.5,128.2,804.3,235.2,194.6,733.0,769.7,248.0,254.5,112.3,215.3,218.3,814.6,596.8,104.8,852.3,196.3,320.5,174.7,888.6,324.3,321.2,33.7,225.2,885.9,387.4,870.9,68.9,285.2,770.0,161.0,168.5,268.7,780.1,205.1,260.5,891.9,80.0,348.5,163.4,222.6,881.2,250.9,251.0,265.0,55.5,835.8,172.7,881.7,265.1,838.7,51.8,750.6,181.2,229.9,232.7,186.2,318.6,166.9,157.4,117.4,844.6,851.3,828.3,857.5,816.0,773.1,168.6,756.1,762.6,848.4,834.5,1445.3,664.1,236.7,221.1,269.0,286.5,764.8,286.5,84.5,116.7,89.3,852.7,236.3,812.9,208.3,738.1,745.0,835.8,177.6,275.5,425.8,636.4,211.7,0.0,739.7,667.6,122.1,552.2,866.3,30.0,246.8,121.7,225.0,247.2,849.0,971.5,81.5,850.1,258.4,230.6,219.2,556.5,834.2,762.8,232.1,841.7,272.0,750.5,865.8,210.1,745.2,105.3,816.8,189.6,227.8,245.0,174.8,756.7,202.6,310.0,267.4,870.0,278.2,254.7,280.0,860.5,876.7,705.8
RZ,534.4,106.9,738.8,439.9,797.5,91.8,722.4,689.4,387.4,91.7,735.2,846.3,749.6,710.1,705.9,502.7,606.2,788.6,288.3,786.4,791.8,754.2,324.6,845.9,841.3,821.8,664.4,321.9,684.2,306.9,718.2,668.2,206.0,828.7,748.0,757.3,216.1,804.7,749.1,327.9,811.5,868.6,759.6,770.3,317.2,684.5,739.6,783.9,794.7,157.8,772.3,317.7,737.6,274.7,799.0,186.6,669.8,717.5,721.3,647.9,789.9,834.6,749.2,707.2,174.7,688.6,150.3,293.5,252.0,95.1,760.4,110.1,84.6,542.3,270.5,1589.3,572.5,731.5,768.8,757.6,775.1,106.9,811.9,736.1,683.6,820.8,288.7,683.4,134.9,721.0,392.5,492.8,157.8,769.4,764.1,440.3,718.8,750.5,788.0,0.0,254.4,780.1,634.6,302.3,818.1,782.6,791.0,772.7,680.8,179.1,521.5,772.9,286.1,692.0,719.2,748.0,686.0,270.2,198.8,760.9,163.7,790.5,38.0,179.8,738.9,399.6,755.2,104.3,678.2,716.4,792.7,766.6,192.7,750.8,830.1,701.0,524.4,711.8,755.1,798.9,642.5,312.7,301.7
SL,479.1,285.7,766.3,384.6,856.5,325.2,730.0,697.0,332.1,290.6,742.8,873.8,808.6,717.7,713.5,447.4,550.9,816.1,373.2,845.4,819.3,813.2,409.5,873.4,868.8,849.3,672.0,406.8,691.8,391.8,745.7,675.8,290.9,887.7,807.0,784.8,301.0,863.7,776.6,412.8,869.4,896.1,818.6,797.8,402.1,692.1,767.1,811.4,853.7,356.7,831.3,402.6,745.2,359.6,858.0,271.5,697.3,725.1,748.8,655.5,817.4,893.6,776.7,736.7,365.5,614.5,349.2,378.4,336.9,294.0,787.9,277.0,283.5,572.0,355.4,1596.9,517.2,739.1,796.3,785.1,802.6,285.7,839.4,763.6,711.1,879.8,373.6,691.0,333.8,728.6,337.2,437.5,356.7,796.9,791.6,403.0,663.2,860.8,815.5,260.6,0.0,826.0,642.2,387.2,845.6,810.1,850.0,800.2,688.4,369.9,533.2,800.4,371.0,699.6,746.7,868.3,693.6,355.1,283.7,881.2,362.6,818.0,271.4,386.7,859.2,344.3,814.2,337.7,705.7,743.9,820.2,794.1,277.6,841.1,857.6,708.6,469.1,719.4,762.7,826.4,672.2,397.6,47.2
ST,876.3,846.5,126.1,781.8,136.3,893.2,159.7,127.7,729.3,841.6,172.5,250.8,84.0,148.4,151.4,810.9,593.1,175.9,934.0,120.8,316.8,99.2,970.3,320.6,317.5,85.9,158.3,967.6,383.7,952.6,105.5,218.3,851.7,163.1,93.0,265.0,861.8,139.1,256.8,973.6,43.3,344.8,94.0,218.9,962.9,179.1,255.8,261.3,70.1,917.5,106.7,963.4,198.2,920.4,62.1,832.3,177.5,163.0,229.0,119.3,314.9,169.0,153.7,113.7,926.3,803.6,910.0,939.2,897.7,854.8,164.9,837.8,844.3,800.7,916.2,1441.6,660.4,169.8,217.4,265.3,282.8,846.5,282.8,123.4,113.0,59.1,934.4,169.4,894.6,132.8,734.4,741.3,917.5,173.9,271.8,422.1,632.7,136.2,109.5,821.4,749.3,0.0,548.5,948.0,90.8,243.1,125.4,221.1,180.3,930.7,923.8,155.0,931.8,191.5,226.9,143.7,508.8,915.9,844.5,156.6,923.4,268.3,832.2,947.5,134.6,741.5,89.6,898.5,185.9,224.1,241.3,172.1,834.0,132.4,306.3,200.5,866.3,203.8,179.2,275.6,812.8,958.4,702.1
SX,703.6,726.8,537.4,609.1,627.6,766.3,655.4,585.0,556.6,731.7,668.2,644.9,579.7,605.7,608.7,666.8,449.0,587.2,814.3,616.5,590.4,584.3,850.6,644.5,639.9,620.4,615.6,847.9,559.5,832.9,516.8,676.8,732.0,658.8,578.1,555.9,742.1,634.8,547.7,853.9,640.5,667.2,589.7,568.9,843.2,641.3,538.2,582.5,624.8,797.8,602.4,843.7,655.5,800.7,629.1,712.6,468.4,620.3,519.9,576.6,588.5,664.7,547.8,507.8,806.6,727.1,790.3,819.5,778.0,735.1,559.0,718.1,724.6,724.2,796.5,1627.8,516.3,627.1,567.4,556.2,573.7,726.8,610.5,534.7,482.2,650.9,814.7,626.7,774.9,616.6,561.7,597.2,797.8,568.0,562.7,318.0,488.6,631.9,586.6,701.7,577.6,597.1,0.0,828.3,616.7,581.2,621.1,571.3,637.6,811.0,757.7,571.5,812.1,648.8,517.8,639.4,357.9,796.2,724.8,652.3,803.7,589.1,712.5,827.8,630.3,568.8,585.3,778.8,476.8,515.0,591.3,565.2,718.7,612.2,628.7,657.8,693.6,668.6,650.7,597.5,736.3,838.7,529.4
TB,660.4,274.0,864.8,531.4,923.5,364.7,848.4,815.4,513.4,330.1,861.2,972.3,875.6,836.1,831.9,594.2,627.2,914.6,59.6,912.4,917.8,880.2,139.9,971.9,967.3,947.8,790.4,51.7,810.2,78.6,844.2,794.2,120.6,954.7,874.0,883.3,186.5,930.7,875.1,143.2,937.5,994.6,885.6,896.3,76.0,810.5,865.6,909.9,920.7,396.2,898.3,133.0,863.6,105.1,925.0,174.7,795.8,843.5,847.3,773.9,915.9,960.6,875.2,833.2,405.0,546.8,388.7,84.9,136.4,333.5,886.4,316.5,323.0,539.5,41.9,1715.3,593.5,857.5,894.8,883.6,901.1,274.0,937.9,862.1,809.6,946.8,152.1,809.4,373.3,847.0,518.5,522.5,396.2,895.4,890.1,566.3,739.5,876.5,914.0,300.1,380.4,906.1,760.6,0.0,944.1,908.6,917.0,898.7,806.8,409.4,477.2,898.9,31.6,818.0,845.2,874.0,812.0,181.6,147.5,886.9,402.1,916.5,310.9,426.2,864.9,525.6,881.2,377.2,804.2,842.4,918.7,892.6,157.1,876.8,956.1,827.0,650.4,837.8,881.1,924.9,639.7,44.6,427.7
TF,898.7,783.5,131.1,804.2,98.1,823.0,210.2,203.5,751.7,788.4,223.0,273.2,82.2,224.2,227.2,833.3,615.5,123.5,871.0,171.3,339.2,175.0,907.3,343.0,339.9,3.7,234.1,904.6,406.1,889.6,87.6,294.1,788.7,130.9,168.8,287.4,798.8,175.0,279.2,910.6,49.9,367.2,133.3,241.3,899.9,229.6,269.7,283.7,25.4,854.5,142.6,900.4,274.0,857.4,21.8,769.3,199.9,238.8,251.4,195.1,337.3,136.8,176.1,136.1,863.3,854.1,847.0,876.2,834.7,791.8,187.3,774.8,781.3,851.2,853.2,1464.0,682.8,245.6,239.8,287.7,305.2,783.5,305.2,103.2,135.4,59.2,871.4,248.8,831.6,208.6,756.8,763.7,854.5,196.3,294.2,444.5,655.1,186.7,18.6,758.4,686.3,100.8,570.9,885.0,0.0,265.5,91.6,243.7,232.7,867.7,974.3,100.2,868.8,243.9,249.3,194.2,559.3,852.9,781.5,207.1,860.4,290.7,769.2,884.5,185.1,763.9,75.2,835.5,208.3,246.5,263.7,193.5,775.4,202.9,328.7,252.9,888.7,254.3,255.0,298.7,863.3,895.4,724.5
TQ,844.5,729.3,175.6,750.0,272.8,768.8,293.6,223.2,697.5,724.4,306.4,283.1,217.9,243.9,246.9,779.1,561.3,225.4,816.8,250.3,123.6,222.5,853.1,130.1,125.5,258.6,253.8,850.4,351.9,835.4,155.0,313.8,734.5,297.0,216.3,89.3,744.6,273.0,69.7,856.4,276.8,152.8,227.9,47.7,845.7,279.5,86.7,68.1,263.0,800.3,240.6,846.2,293.7,803.2,267.3,715.1,121.8,258.5,107.9,214.8,121.7,302.9,186.0,146.0,809.1,835.8,792.8,822.0,780.5,737.6,197.2,720.6,727.1,832.9,799.0,1429.8,628.6,265.3,16.3,144.2,123.6,729.3,96.1,172.9,120.4,289.1,817.2,264.9,777.4,254.8,702.6,709.5,800.3,206.2,150.7,390.3,600.9,270.1,224.8,704.2,632.1,235.3,516.7,830.8,254.9,0.0,259.3,27.9,275.8,813.5,898.6,209.7,814.6,287.0,92.2,277.6,541.0,798.7,727.3,290.5,806.2,25.1,715.0,830.3,268.5,709.7,223.5,781.3,107.3,71.4,56.7,204.4,721.2,255.7,114.3,296.0,834.5,306.8,288.9,82.4,845.0,841.2,670.3
TT,953.1,838.7,241.0,858.6,6.4,878.2,151.9,165.0,806.1,843.6,164.7,284.4,43.7,185.7,188.7,936.3,718.5,233.4,926.2,113.0,368.6,136.5,962.5,372.4,369.3,104.9,195.6,959.8,435.5,944.8,197.5,253.0,843.9,31.0,130.3,316.8,854.0,75.1,308.6,965.8,93.6,396.6,33.4,270.7,955.1,171.3,299.1,313.1,76.8,909.7,42.7,955.6,235.5,912.6,81.1,824.5,229.3,200.3,280.8,156.6,366.7,36.9,187.3,137.3,918.5,795.8,902.2,931.4,889.9,847.0,198.5,830.0,836.5,792.9,908.4,1452.1,785.8,207.1,269.2,317.1,334.6,838.7,334.6,213.1,164.8,102.9,926.6,210.3,886.8,170.1,811.2,866.7,909.7,207.5,323.6,473.9,758.1,128.4,128.5,813.6,741.5,144.5,640.7,940.2,109.8,294.9,0.0,273.1,174.4,922.9,916.0,210.1,924.0,185.6,278.7,135.9,501.0,908.1,836.7,148.8,915.6,320.1,824.4,939.7,126.8,818.3,36.7,890.7,237.7,275.9,293.1,204.7,830.6,164.4,358.1,194.6,943.1,196.0,216.5,328.1,805.0,950.6,788.8
TY,832.4,717.2,163.5,737.9,260.7,763.9,281.5,210.8,685.4,712.3,294.3,270.7,205.8,231.5,234.8,767.0,548.9,213.0,804.7,238.2,95.4,210.4,841.0,101.9,97.3,246.5,241.7,838.0,339.8,823.3,142.9,301.7,722.1,284.9,204.2,104.4,732.2,260.9,87.6,844.3,264.7,124.8,215.5,35.3,833.6,267.4,104.6,39.9,250.9,788.2,228.5,833.8,281.6,791.1,254.9,703.0,131.4,246.4,127.0,202.7,93.7,290.8,173.9,133.9,797.0,823.7,780.7,809.9,768.4,725.5,185.1,708.5,715.0,820.8,786.9,1417.7,616.5,252.9,4.2,162.1,145.2,717.2,67.9,160.8,108.0,276.7,805.1,256.4,765.3,242.7,690.5,697.4,787.9,194.1,168.6,378.2,588.8,258.0,212.7,692.1,620.0,222.9,504.6,818.7,242.8,17.8,247.2,0.0,263.7,801.4,886.5,197.6,802.5,274.9,110.1,265.5,528.9,786.6,715.2,278.4,793.8,59.6,702.9,818.2,256.4,697.6,211.4,768.9,127.9,89.0,44.6,192.3,704.7,243.6,86.1,283.9,822.4,294.7,276.8,54.2,832.9,829.1,657.9
UD,837.2,722.8,210.5,742.7,185.1,762.3,73.4,114.9,690.2,727.7,72.8,279.8,148.8,135.6,131.4,820.4,602.6,260.3,810.3,127.4,364.0,169.3,846.6,367.8,364.7,222.0,89.9,843.9,430.9,828.9,189.9,137.1,728.0,202.7,163.1,312.2,738.1,178.7,304.0,849.9,210.7,392.0,133.6,266.1,839.2,3.6,294.5,308.5,193.9,793.8,146.3,839.7,177.9,796.7,198.2,708.6,224.7,143.0,276.2,73.4,362.1,208.6,182.7,132.7,802.6,679.9,786.3,815.5,774.0,731.1,193.9,714.1,720.6,677.0,792.5,1336.2,669.9,157.0,264.6,312.5,330.0,722.8,330.0,207.8,160.2,220.0,810.7,123.7,770.9,146.5,695.3,750.8,793.8,202.9,319.0,469.3,642.2,108.2,245.6,697.7,625.6,204.6,524.8,824.3,226.9,290.3,178.6,268.5,0.0,807.0,800.1,244.6,808.1,31.2,274.1,105.7,385.1,792.2,720.8,118.6,799.7,315.5,708.5,823.8,96.6,702.4,154.4,774.8,233.1,271.3,288.5,200.1,714.7,197.2,353.5,20.2,827.2,30.9,180.6,323.5,689.1,834.7,672.9
UO,599.3,229.4,803.7,504.8,862.4,207.6,787.3,754.3,452.3,72.7,800.1,911.2,814.5,775.0,770.8,567.6,671.1,853.5,371.6,851.3,856.7,819.1,407.9,910.8,906.2,886.7,729.3,405.2,749.1,390.2,783.1,733.1,289.3,893.6,812.9,822.2,299.4,869.6,814.0,411.2,876.4,933.5,824.5,835.2,400.5,749.4,804.5,848.8,859.6,122.5,837.2,401.0,802.5,358.0,863.9,269.9,734.7,782.4,786.2,712.8,854.8,899.5,814.1,772.1,93.2,753.5,130.8,376.8,335.3,138.2,825.3,68.2,79.8,625.6,353.8,1654.2,637.4,796.4,833.7,822.5,840.0,229.4,876.8,801.0,748.5,885.7,372.0,748.3,147.5,785.9,457.4,557.7,122.5,834.3,829.0,505.2,783.7,815.4,852.9,143.0,319.3,845.0,699.5,385.6,883.0,847.5,855.9,837.6,745.7,0.0,653.4,837.8,369.4,756.9,784.1,812.9,750.9,353.5,282.1,825.8,115.9,855.4,153.8,230.9,803.8,464.5,820.1,209.5,743.1,781.3,857.6,831.5,276.0,815.7,895.0,765.9,589.3,776.7,820.0,863.8,725.8,396.0,366.6
UR,427.1,514.1,856.6,242.6,946.8,604.8,974.6,904.2,280.1,570.2,987.4,964.1,898.9,924.9,927.9,305.4,338.4,906.4,436.1,935.7,909.6,903.5,507.3,963.7,959.1,939.6,804.0,467.6,835.9,488.6,836.0,807.8,416.5,978.0,897.3,875.1,454.4,954.0,866.9,510.6,959.7,986.4,908.9,888.1,478.3,824.1,857.4,901.7,944.0,636.3,921.6,500.4,974.7,513.0,948.3,424.9,787.6,939.5,839.1,895.8,907.7,983.9,867.0,827.0,645.1,153.5,628.8,487.2,490.3,573.6,878.2,556.6,563.1,93.5,418.3,1728.9,304.7,946.3,886.6,875.4,892.9,514.1,929.7,853.9,801.4,970.1,479.6,945.9,613.4,935.8,285.2,233.7,636.3,887.2,881.9,493.3,450.7,951.1,905.8,540.2,550.2,916.3,706.6,450.1,935.9,900.4,940.3,890.5,820.4,649.5,0.0,890.7,433.9,831.6,837.0,958.6,668.7,508.5,409.3,971.5,642.2,908.3,551.0,666.3,949.5,292.3,904.5,617.3,796.0,834.2,910.5,884.4,418.9,931.4,947.9,840.6,341.8,851.4,969.9,916.7,193.7,460.5,502.0
UW,857.5,742.3,89.7,763.0,182.4,781.8,242.5,172.1,710.5,747.2,255.3,232.0,166.5,192.8,195.8,792.1,574.3,23.3,829.8,203.6,298.0,171.4,866.1,301.8,298.7,87.9,202.7,863.4,364.9,848.4,46.2,262.7,747.5,215.2,165.2,246.2,757.6,221.9,238.0,869.4,134.2,326.0,176.8,200.1,858.7,228.4,228.5,242.5,109.7,813.3,189.5,859.2,242.6,816.2,106.0,728.1,158.7,207.4,210.2,163.7,296.1,221.1,134.9,94.9,822.1,828.8,805.8,835.0,793.5,750.6,146.1,733.6,740.1,825.9,812.0,1422.8,641.6,214.2,198.6,246.5,264.0,742.3,264.0,56.7,94.2,143.5,830.2,217.4,790.4,203.7,715.6,722.5,813.3,155.1,253.0,403.3,613.9,219.0,54.1,717.2,645.1,141.8,529.7,843.8,84.2,224.3,175.9,202.5,224.7,826.5,949.0,0.0,827.6,235.9,208.1,226.5,534.0,811.7,740.3,239.4,819.2,249.5,728.0,843.3,217.4,722.7,159.5,794.3,167.1,205.3,222.5,152.3,734.2,199.3,287.5,244.9,847.5,255.7,237.8,257.5,838.0,854.2,683.3
UX,654.2,267.8,858.6,525.2,917.3,358.5,842.2,809.2,507.2,323.9,855.0,966.1,869.4,829.9,825.7,588.0,621.0,908.4,81.3,906.2,911.6,874.0,117.8,965.7,961.1,941.6,784.2,73.4,804.0,54.6,838.0,788.0,128.2,948.5,867.8,877.1,154.8,924.5,868.9,121.1,931.3,988.4,879.4,890.1,44.3,804.3,859.4,903.7,914.5,390.0,892.1,110.9,857.4,73.4,918.8,178.6,789.6,837.3,841.1,767.7,909.7,954.4,869.0,827.0,398.8,540.6,382.5,53.2,104.7,327.3,880.2,310.3,316.8,533.3,63.6,1709.1,587.3,851.3,888.6,877.4,894.9,267.8,931.7,855.9,803.4,940.6,159.7,803.2,367.1,840.8,512.3,516.3,390.0,889.2,883.9,560.1,733.3,870.3,907.8,293.9,374.2,899.9,754.4,21.6,937.9,902.4,910.8,892.5,800.6,403.2,471.0,892.7,0.0,811.8,839.0,867.8,805.8,178.0,155.1,880.7,395.9,910.3,304.7,420.0,858.7,519.4,875.0,371.0,798.0,836.2,912.5,886.4,164.7,870.6,949.9,820.8,644.2,831.6,874.9,918.7,633.5,66.3,421.5
VA,858.5,744.1,231.8,764.0,206.4,783.6,88.9,136.2,711.5,749.0,76.1,301.1,170.1,156.9,152.7,841.7,623.9,281.6,831.6,148.7,385.3,190.6,867.9,389.1,386.0,243.3,111.2,865.2,452.2,850.2,211.2,158.4,749.3,224.0,184.4,333.5,759.4,200.0,325.3,871.2,232.0,413.3,154.9,287.4,860.5,25.0,315.8,329.8,215.2,815.1,167.6,861.0,199.2,818.0,219.5,729.9,246.0,164.3,297.5,94.7,383.4,229.9,204.0,154.0,823.9,701.2,807.6,836.8,795.3,752.4,215.2,735.4,741.9,698.3,813.8,1357.5,691.2,178.3,285.9,333.8,351.3,744.1,351.3,229.1,181.5,241.3,832.0,145.0,792.2,167.8,716.6,772.1,815.1,224.2,340.3,490.6,663.5,129.5,266.9,719.0,646.9,225.9,546.1,845.6,248.2,311.6,199.9,289.8,21.3,828.3,821.4,265.9,829.4,0.0,295.4,127.0,406.4,813.5,742.1,139.9,821.0,336.8,729.8,845.1,117.9,723.7,175.7,796.1,254.4,292.6,309.8,221.4,736.0,218.5,374.8,23.5,848.5,52.3,201.9,344.8,710.4,856.0,694.2
