from_stop,AB,AG,AY,BC,BF,BM,BS,BZ,CA,CB,CF,CO,CW,CX,CY,DA,DJ,DK,DY,EA,EE,EF,EH,EK,EL,ET,EW,EZ,FB,FF,FG,FI,FK,FL,FQ,GA,GG,GH,GI,GL,GY,GZ,HB,HC,HP,HS,HT,HV,HW,HX,IB,IJ,IN,IR,IT,JA,JF,JK,JM,JP,JX,KC,KE,KH,KN,KT,KZ,LK,ME,MO,MS,MV,MW,NB,ND,NK,NN,NQ,NR,NU,OA,OJ,OL,OM,ON,OW,OX,PQ,PY,QA,QJ,QN,QO,QQ,QR,RG,RM,RS,SB,SC,SD,SK,SL,SP,SR,SS,SV,TB,TD,TK,TQ,TR,UJ,UN,UQ,UV,UY,VJ,VT,VY,WF,WJ,WT,WW,WX,XB,XH,XJ,XQ,XZ,YC,YH,YT,YU,ZB,ZF,ZJ,ZL,ZO,ZW
QR,738.8,2866.7,569.1,26.6,783.4,468.5,675.0,529.3,327.6,794.5,132.2,78.7,703.1,358.1,130.8,798.2,761.6,775.0,755.4,456.4,159.2,755.9,327.1,676.4,775.9,158.6,156.4,83.5,792.1,704.1,738.0,652.0,500.8,481.8,204.6,163.9,739.3,268.2,98.6,672.3,38.4,783.1,539.9,679.6,800.4,711.8,700.6,691.7,444.7,645.0,376.7,239.7,89.0,717.5,510.6,188.0,71.5,155.6,545.1,693.5,350.9,583.3,103.3,349.1,549.5,747.9,587.7,528.1,729.2,107.8,589.0,113.9,575.9,798.3,370.1,718.5,544.5,150.7,776.1,43.0,137.3,477.2,169.2,790.9,715.5,152.4,554.9,249.5,795.8,726.6,383.3,813.2,680.7,459.9,0.0,537.1,694.8,128.1,175.0,480.3,757.9,175.7,567.5,524.3,162.5,560.9,138.0,748.2,172.8,770.0,461.7,166.5,528.5,465.8,449.8,217.3,163.5,425.4,194.7,130.1,359.5,435.3,613.6,166.3,503.9,510.1,725.2,607.6,491.9,194.9,585.8,181.7,136.1,481.2,591.6,813.0,515.9,48.1,151.7,693.4
RG,496.4,2702.2,269.1,489.6,618.9,176.1,418.1,346.8,195.7,541.2,504.5,389.7,446.2,203.1,401.9,544.9,597.1,471.9,590.9,273.9,531.5,502.6,230.5,419.5,522.6,530.9,528.7,445.2,627.6,447.2,495.6,395.1,118.9,299.3,363.5,430.8,482.4,254.6,401.1,415.4,477.8,529.8,357.4,422.7,547.1,454.9,443.7,434.8,158.3,388.1,214.2,398.6,420.6,460.6,144.4,560.3,399.5,475.2,108.0,436.6,257.1,217.1,429.4,175.4,112.4,491.0,240.3,332.7,486.8,410.3,222.8,344.5,260.4,483.3,165.9,476.1,162.6,523.0,522.8,424.4,509.6,91.1,541.5,537.6,458.6,419.3,188.7,272.6,469.2,484.2,156.3,559.9,423.8,173.7,504.5,0.0,437.9,371.6,547.3,134.1,504.6,548.0,130.4,142.4,468.3,194.7,510.3,494.9,331.7,501.7,154.7,538.8,162.3,270.4,77.8,473.2,535.8,329.0,453.8,502.4,155.3,149.1,231.7,441.1,321.4,327.6,560.7,225.7,341.3,475.6,203.9,554.0,508.4,60.8,233.5,559.7,365.3,468.1,524.0,436.5
RM,173.5,2506.4,234.0,697.3,238.1,488.5,196.3,501.7,524.5,218.3,766.6,641.7,8.3,470.6,653.9,222.0,216.3,190.5,210.1,428.8,759.1,179.7,460.5,53.4,199.7,761.9,759.7,697.2,246.8,156.8,172.7,113.7,428.9,454.2,615.5,682.8,159.5,583.4,653.1,193.6,709.1,206.9,512.3,30.8,224.2,78.0,153.3,153.4,393.7,166.3,489.2,650.6,672.6,137.7,321.6,741.3,651.5,727.8,424.8,36.3,585.9,266.1,681.4,504.2,475.5,168.1,252.6,419.3,163.9,662.3,325.8,596.5,240.8,201.9,526.6,153.2,472.6,708.7,199.9,676.4,722.1,384.4,722.5,214.7,58.9,671.3,335.1,601.4,205.8,161.3,517.0,237.0,46.9,534.4,713.9,463.5,0.0,623.6,728.3,446.5,181.7,779.0,493.5,452.4,720.9,279.1,772.4,172.0,583.7,190.1,351.4,766.4,303.7,357.0,456.5,725.2,741.4,451.9,705.8,729.3,516.0,509.8,375.8,693.1,476.3,482.5,179.9,369.8,496.2,727.6,338.8,735.0,770.5,429.3,256.5,236.8,520.2,738.7,786.1,44.6
RS,651.9,2779.8,482.2,118.6,699.6,293.8,592.3,436.8,245.7,707.6,224.2,48.8,616.2,271.2,20.7,711.3,674.7,688.1,678.0,369.5,254.8,669.0,240.2,589.5,689.0,250.6,248.4,90.5,708.2,617.2,651.1,565.1,398.0,394.9,105.9,175.0,652.4,186.3,50.7,585.4,130.4,696.2,453.0,592.7,713.5,624.9,611.0,604.8,357.8,558.1,289.8,152.8,72.0,630.6,419.4,224.3,99.0,247.6,426.8,606.6,269.0,496.4,57.7,240.9,409.2,661.0,500.8,441.2,642.3,59.9,502.1,27.0,489.0,711.4,283.2,631.6,441.7,200.9,684.6,74.0,243.4,400.2,214.7,704.0,626.2,163.5,468.0,167.6,708.9,639.7,296.4,726.3,593.8,373.0,130.0,396.8,607.9,0.0,211.0,335.1,671.0,267.7,427.2,421.5,264.0,469.5,230.0,661.3,85.9,683.1,384.3,258.5,441.6,378.9,309.5,217.4,255.5,338.5,198.0,222.1,272.6,348.4,520.3,185.3,417.0,423.2,638.3,504.8,405.0,219.8,483.0,227.2,228.1,340.9,504.7,726.1,429.0,140.1,240.9,606.5
SB,745.7,2873.6,576.0,149.5,793.4,387.6,681.9,536.2,339.8,801.4,107.2,180.7,710.0,365.0,173.3,805.1,768.5,781.9,762.3,463.3,64.6,762.8,334.0,683.3,782.8,133.6,131.4,145.7,802.0,711.0,744.9,658.9,513.0,488.7,217.7,76.3,746.2,280.4,174.9,679.2,137.7,790.0,546.8,686.5,807.3,718.7,704.8,698.6,451.6,651.9,383.6,264.6,131.5,724.4,513.2,13.2,110.4,130.6,553.4,700.4,363.1,590.2,145.8,361.3,561.7,754.8,594.6,535.0,736.1,165.7,595.9,190.5,582.8,805.2,377.0,725.4,556.7,29.5,778.4,160.1,34.8,484.5,5.8,797.8,720.0,65.0,561.8,261.7,802.7,733.5,390.2,820.1,687.6,466.8,164.4,549.3,701.7,194.1,0.0,492.5,764.8,150.7,579.7,536.5,137.5,563.3,113.0,755.1,197.7,776.9,468.6,71.9,535.4,472.7,462.0,57.4,46.9,432.3,73.5,34.8,366.4,442.2,625.8,45.1,510.8,517.0,732.1,619.8,498.8,73.7,598.0,6.6,111.1,493.4,598.5,819.9,522.8,128.0,75.3,700.3
SC,489.0,2728.0,243.7,440.4,553.6,41.9,410.7,391.9,146.5,533.8,455.3,336.3,438.8,68.9,348.5,537.5,531.8,464.5,525.6,319.0,482.3,495.2,96.3,412.1,515.2,481.7,479.5,391.8,562.3,439.8,488.2,387.7,60.1,344.4,310.1,377.4,475.0,205.4,347.7,408.0,428.6,522.4,402.5,415.3,539.7,447.5,436.3,427.4,203.4,380.7,80.0,345.2,367.2,453.2,189.5,435.9,346.1,422.4,153.1,429.2,207.9,191.7,376.0,126.2,157.5,483.6,214.9,377.8,479.4,356.9,179.4,291.1,235.0,475.9,157.8,468.7,103.8,473.8,515.4,371.0,460.4,136.2,417.1,530.2,451.2,365.9,151.8,223.4,461.8,476.8,148.2,552.5,416.4,165.6,455.3,145.1,430.5,318.2,422.9,0.0,497.2,498.8,175.5,83.6,415.5,169.3,461.1,487.5,278.3,494.3,199.8,489.6,173.2,315.5,87.7,419.8,486.6,286.7,400.4,453.2,147.2,141.0,155.3,387.7,366.5,372.7,495.4,149.3,386.4,422.2,127.5,429.6,459.2,89.2,208.1,552.3,410.4,418.9,474.8,429.1
SD,115.1,2481.4,299.9,728.2,195.1,554.4,262.2,532.6,585.9,36.5,797.5,672.6,204.0,536.5,684.8,67.6,173.3,204.7,167.1,459.7,790.0,25.3,526.4,209.7,45.3,792.8,790.6,728.1,203.8,355.4,74.9,197.6,494.8,485.1,646.4,713.7,43.1,642.6,684.0,259.5,740.0,25.1,543.2,189.4,89.8,143.5,351.9,223.1,459.6,232.2,555.1,681.5,703.5,53.5,387.5,772.2,682.4,758.7,490.7,192.6,647.3,332.0,712.3,565.6,541.4,51.7,318.5,468.2,66.1,693.2,391.7,627.4,306.7,228.0,493.3,94.8,538.5,739.6,65.5,707.3,753.0,450.3,753.4,32.9,226.3,702.2,401.0,623.9,225.5,102.9,506.5,102.6,147.6,600.3,744.8,529.4,204.6,654.5,759.2,512.4,0.0,809.9,559.4,518.3,751.8,345.0,803.3,37.6,614.6,199.7,417.3,797.3,369.6,405.9,522.4,756.1,772.3,482.8,736.7,760.2,482.7,575.7,441.7,724.0,507.2,513.4,136.9,435.7,527.1,758.5,404.7,765.9,801.4,495.2,322.4,55.0,551.1,769.6,817.0,203.2
SK,822.9,2957.5,653.2,148.2,867.5,479.4,759.1,613.4,338.5,878.6,40.6,218.6,787.2,440.4,270.7,882.3,845.7,859.1,839.5,540.5,150.8,840.0,409.4,760.5,860.0,17.0,19.2,223.4,876.2,788.2,822.1,736.1,511.7,565.9,344.5,189.3,823.4,279.1,238.5,756.4,136.4,867.2,624.0,763.7,884.5,795.9,784.7,775.8,528.8,729.1,459.0,379.6,228.9,801.6,592.4,179.6,211.4,41.1,556.0,777.6,361.8,660.9,243.2,360.0,560.4,832.0,684.1,612.2,813.3,247.7,648.6,253.8,704.2,882.4,454.2,802.6,555.4,142.3,860.2,182.9,128.9,539.1,160.8,875.0,799.6,177.8,621.0,260.4,879.9,810.7,467.4,897.3,764.8,586.5,163.1,548.0,778.9,268.0,166.6,491.2,842.0,0.0,578.4,535.2,48.0,638.5,35.1,832.3,312.7,854.1,545.8,158.1,610.3,549.9,460.7,204.6,155.1,509.5,186.3,121.7,443.6,561.9,624.5,157.9,588.0,594.2,809.3,618.5,576.0,186.5,596.7,173.3,36.9,492.1,677.3,897.1,600.0,126.7,143.3,777.5
SL,501.6,2707.4,274.3,535.2,624.1,221.7,423.3,352.0,241.3,546.4,550.1,435.3,451.4,248.7,447.5,550.1,602.3,477.1,596.1,279.1,577.1,507.8,276.1,424.7,527.8,576.5,574.3,490.8,632.8,452.4,500.8,400.3,164.5,304.5,409.1,476.4,487.6,300.2,446.7,420.6,523.4,535.0,362.6,427.9,552.3,460.1,448.9,440.0,163.5,393.3,259.8,444.2,466.2,465.8,149.6,605.9,445.1,520.8,113.2,441.8,302.7,222.3,475.0,221.0,12.3,496.2,245.5,337.9,492.0,455.9,228.0,390.1,265.6,488.5,211.5,481.3,208.2,568.6,528.0,470.0,555.2,96.3,587.1,542.8,463.8,464.9,193.9,318.2,474.4,489.4,201.9,565.1,429.0,219.3,550.1,125.6,443.1,417.2,592.9,179.7,509.8,593.6,0.0,188.0,513.9,199.9,555.9,500.1,377.3,506.9,159.9,584.4,167.5,275.6,123.4,518.8,581.4,334.2,499.4,548.0,200.9,194.7,255.9,486.7,326.6,332.8,565.9,249.9,346.5,521.2,248.1,599.6,554.0,91.4,238.7,564.9,370.5,513.7,569.6,441.7
SP,499.2,2700.6,253.9,472.1,617.3,109.9,420.9,364.5,178.2,544.0,487.0,372.2,449.0,136.9,384.4,547.7,595.5,474.7,589.3,291.6,514.0,505.4,164.3,422.3,525.4,513.4,511.2,427.7,626.0,450.0,498.4,397.9,11.7,317.0,346.0,413.3,485.2,237.1,383.6,418.2,460.3,532.6,375.1,425.5,549.9,457.7,446.5,437.6,176.0,390.9,148.0,381.1,403.1,463.4,162.1,542.8,382.0,457.7,125.7,439.4,239.6,201.9,411.9,157.9,130.1,493.8,225.1,350.4,489.6,392.8,189.6,327.0,245.2,486.1,130.4,478.9,20.1,505.5,525.6,406.9,492.1,108.8,524.0,540.4,461.4,401.8,162.0,255.1,472.0,487.0,120.8,562.7,426.6,138.2,487.0,117.7,440.7,354.1,529.8,67.9,507.4,530.5,148.1,0.0,450.8,179.5,492.8,497.7,314.2,504.5,172.4,521.3,180.0,288.1,60.3,455.7,518.3,259.3,436.3,484.9,119.8,113.6,165.5,423.6,339.1,345.3,559.1,159.5,359.0,458.1,137.7,536.5,490.9,61.8,218.3,562.5,383.0,450.6,506.5,439.3
SR,774.8,2909.4,605.1,129.6,822.5,460.8,714.3,565.3,319.9,830.5,65.1,200.0,739.1,421.8,252.1,834.2,797.6,811.0,791.4,492.4,132.2,791.9,390.8,712.4,811.9,40.9,38.7,212.7,828.1,740.1,774.0,688.0,493.1,517.8,314.1,170.7,775.3,260.5,219.9,708.3,117.8,819.1,575.9,715.6,836.4,747.8,736.6,727.7,480.7,681.0,440.4,361.0,210.3,753.5,569.5,161.3,192.8,6.8,537.4,729.5,343.2,642.3,224.6,341.4,541.8,783.9,665.5,564.1,765.2,229.1,630.0,235.2,611.9,834.3,406.1,754.5,536.8,123.7,812.1,164.3,124.4,520.1,142.2,826.9,749.1,159.2,602.4,241.8,831.8,762.6,419.3,849.2,716.7,495.9,144.5,529.4,730.8,249.4,148.0,472.6,793.9,58.0,559.8,516.6,0.0,619.9,70.9,784.2,294.1,806.0,497.7,139.5,591.7,501.8,442.1,190.3,136.5,461.4,167.7,103.1,395.5,471.3,605.9,139.3,539.9,546.1,761.2,599.9,527.9,167.9,578.1,154.7,69.0,473.5,658.7,849.0,551.9,108.1,121.9,729.4
SS,410.5,2676.4,74.3,589.1,480.8,209.3,339.0,315.4,292.6,457.9,604.0,476.4,362.9,236.3,488.6,461.6,453.3,388.6,449.7,248.1,634.6,419.3,261.1,336.2,439.3,627.8,625.6,530.2,489.4,361.3,412.3,309.2,149.7,273.5,441.0,520.1,396.5,354.1,490.4,329.5,577.3,446.5,331.6,336.8,463.8,371.6,357.7,351.5,114.5,304.8,247.4,487.9,509.9,377.3,46.7,576.3,488.8,565.1,141.7,353.3,354.0,22.4,516.1,274.9,196.3,407.7,45.5,306.9,403.5,499.6,48.7,433.8,65.7,400.0,247.4,392.8,193.4,546.0,434.9,513.7,623.2,105.6,559.8,454.3,372.9,508.6,55.9,372.1,385.9,400.9,237.8,474.0,340.5,255.2,604.0,184.3,354.6,470.4,563.0,167.3,421.3,647.5,214.3,173.2,555.6,0.0,609.8,411.6,421.0,418.4,128.9,638.3,24.5,244.6,177.3,562.5,635.3,300.6,543.1,601.9,236.8,230.6,96.6,530.4,293.0,301.8,419.5,90.6,315.5,564.9,88.8,572.3,607.9,150.1,38.8,476.4,336.9,567.6,620.7,353.2
SV,792.3,2946.1,622.6,113.0,836.9,444.2,728.5,582.8,303.3,848.0,5.5,183.4,756.6,405.2,235.5,851.7,815.1,828.5,808.9,509.9,115.6,809.4,374.2,729.9,829.4,54.9,52.7,188.2,845.6,757.6,791.5,705.5,476.5,535.3,309.3,154.1,792.8,243.9,203.3,725.8,101.2,836.6,593.4,733.1,853.9,765.3,754.1,745.2,498.2,698.5,423.8,344.4,193.7,771.0,557.2,144.4,176.2,51.9,520.8,747.0,326.6,625.7,208.0,324.8,525.2,801.4,648.9,581.6,782.7,212.5,613.4,218.6,669.0,851.8,423.6,772.0,520.2,107.1,829.6,147.7,93.7,503.9,125.6,844.4,769.0,142.6,585.8,225.2,849.3,780.1,436.8,866.7,734.2,551.3,127.9,512.8,748.3,232.8,131.4,456.0,811.4,55.1,543.2,500.0,58.8,603.3,0.0,801.7,277.5,823.5,515.2,122.9,575.1,519.3,425.5,167.1,119.9,478.9,151.1,86.5,413.0,526.7,589.3,122.7,557.4,563.6,778.7,583.3,545.4,151.3,561.5,138.1,1.7,456.9,642.1,866.5,569.4,91.5,108.1,746.9
TB,114.6,2480.9,299.4,727.7,194.6,553.9,261.7,532.1,585.4,63.4,797.0,672.1,203.5,536.0,684.3,49.1,172.8,204.2,166.6,459.2,789.5,6.8,525.9,209.2,26.8,792.3,790.1,727.6,203.3,354.9,74.4,197.1,494.3,484.6,645.9,713.2,42.6,642.1,683.5,259.0,739.5,52.0,542.7,188.9,52.1,143.0,351.4,222.6,459.1,231.7,554.6,681.0,703.0,53.0,387.0,771.7,681.9,758.2,490.2,192.1,646.8,331.5,711.8,565.1,540.9,51.2,318.0,467.7,65.6,692.7,391.2,626.9,306.2,227.5,492.8,94.3,538.0,739.1,27.8,706.8,752.5,449.8,752.9,59.8,225.8,701.7,400.5,623.4,225.0,102.4,506.0,65.0,147.1,599.8,744.3,528.9,204.1,654.0,758.7,511.9,26.8,809.4,558.9,517.8,751.3,344.5,802.8,0.0,614.1,199.2,416.8,796.8,369.1,405.4,521.9,755.6,771.8,482.3,736.2,759.7,482.2,575.2,441.2,723.5,506.7,512.9,136.4,435.2,526.6,758.0,404.2,765.4,800.9,494.7,321.9,71.1,550.6,769.1,816.5,202.7
TD,634.4,2762.3,464.7,185.7,679.0,276.3,570.6,424.9,228.2,690.1,291.3,106.4,598.7,253.7,118.6,693.8,657.2,670.6,651.0,352.0,241.8,651.5,222.7,572.0,671.5,317.7,315.5,161.9,687.7,599.7,633.6,547.6,380.5,377.4,61.6,165.5,634.9,168.8,117.8,567.9,197.5,678.7,435.5,575.2,696.0,607.4,596.2,587.3,340.3,540.6,272.3,66.8,160.4,613.1,406.2,224.0,134.2,284.9,413.2,589.1,251.5,478.9,146.1,223.4,391.7,643.5,483.3,423.7,624.8,127.0,484.6,61.2,471.5,693.9,265.7,614.1,424.2,191.4,671.7,141.1,204.8,372.8,205.2,686.5,611.1,154.0,450.5,150.1,691.4,622.2,278.9,708.8,576.3,355.5,197.1,379.3,590.4,88.3,211.0,317.6,653.5,334.8,409.7,404.0,278.0,456.5,297.1,643.8,0.0,665.6,357.3,249.1,424.1,361.4,292.0,207.9,224.1,321.0,188.5,212.0,255.1,330.9,493.3,175.8,399.5,405.7,620.8,487.3,387.5,210.3,465.5,217.7,295.2,323.4,487.2,708.6,411.5,207.2,255.3,589.0
TK,160.3,2493.2,256.9,720.2,228.0,511.4,219.2,524.6,547.4,216.0,789.5,664.6,176.0,493.5,676.8,219.7,203.1,133.8,196.9,451.7,782.0,177.4,483.4,209.7,197.4,784.8,782.6,720.1,233.6,226.7,159.5,154.6,451.8,477.1,626.6,705.7,175.2,606.3,676.0,216.5,732.0,204.6,535.2,152.5,221.9,184.7,220.5,152.2,416.6,189.2,512.1,673.5,695.5,165.6,344.5,764.5,674.4,750.7,443.8,204.1,608.8,289.0,704.3,527.1,498.4,183.8,275.5,442.2,150.7,685.2,348.7,619.4,263.7,157.1,549.5,140.0,495.5,731.6,193.0,699.3,752.2,407.7,745.4,212.4,187.0,694.2,358.0,624.3,43.8,148.1,539.9,234.7,153.6,557.3,736.8,486.4,167.7,656.0,751.2,469.4,179.4,801.9,516.4,475.3,743.8,304.6,795.3,169.7,606.6,0.0,374.3,789.3,326.6,379.9,479.4,748.1,764.3,474.8,728.7,752.2,538.9,532.7,398.7,716.0,499.2,505.4,166.7,392.7,519.1,750.5,361.7,757.9,793.4,452.2,279.4,234.5,543.1,761.6,809.0,166.3
TQ,381.9,2587.7,197.7,445.9,507.5,245.9,303.6,232.3,265.5,426.7,515.2,390.3,331.7,272.9,402.5,430.4,482.6,357.4,476.4,159.4,507.7,388.1,300.3,305.0,408.1,510.5,508.3,441.5,513.1,332.7,381.1,280.6,188.7,184.8,352.3,431.4,367.9,324.4,401.7,300.9,457.7,415.3,242.9,308.2,432.6,340.4,329.2,320.3,98.0,273.6,284.0,399.2,421.2,346.1,104.1,490.2,400.1,476.4,107.2,322.1,326.9,176.8,430.0,245.2,161.8,376.5,200.0,218.2,372.3,410.9,182.5,345.1,204.5,368.8,235.7,361.6,232.4,457.3,408.3,425.0,477.9,71.1,471.1,423.1,341.7,419.9,148.4,342.4,354.7,369.7,226.1,445.4,309.3,243.5,462.5,149.8,323.4,372.2,476.9,203.9,390.1,527.6,179.8,212.2,469.5,154.4,521.0,380.4,332.3,387.2,0.0,515.0,122.0,155.9,147.6,473.8,490.0,214.5,454.4,477.9,225.1,218.9,210.4,441.7,206.9,213.1,446.2,204.4,226.8,476.2,202.6,483.6,519.1,115.6,193.2,445.2,250.8,487.3,531.9,322.0
TR,788.7,2916.6,619.0,145.9,833.3,477.1,724.9,579.2,336.2,844.4,103.6,216.3,753.0,438.1,216.3,848.1,811.5,824.9,805.3,506.3,8.5,805.8,407.1,726.3,825.8,130.0,127.8,188.7,842.0,754.0,787.9,701.9,509.4,531.7,272.5,119.5,789.2,276.8,217.9,722.2,134.1,833.0,589.8,729.5,850.3,761.7,750.5,741.6,494.6,694.9,456.7,307.6,174.5,767.4,590.1,109.8,153.4,127.0,553.7,743.4,359.5,658.6,188.8,357.7,558.1,797.8,681.8,578.0,779.1,208.7,646.3,233.5,625.8,848.2,420.0,768.4,553.1,72.5,826.0,180.6,59.1,536.8,91.0,840.8,765.4,108.0,618.7,258.1,845.7,776.5,433.2,863.1,730.6,509.8,160.8,545.7,744.7,246.6,96.8,488.9,807.8,147.1,576.1,532.9,133.9,636.2,109.4,798.1,240.7,819.9,511.6,0.0,608.0,515.7,458.4,139.1,85.3,475.3,116.5,51.9,409.4,485.2,622.2,88.1,553.8,560.0,775.1,616.2,541.8,116.7,594.4,103.5,107.5,489.8,675.0,862.9,565.8,124.4,69.4,743.3
UJ,404.8,2651.8,106.7,569.3,469.4,201.0,326.5,296.4,275.4,449.6,584.2,454.4,354.6,228.0,466.6,453.3,447.6,380.3,441.4,223.5,611.2,411.0,255.4,327.9,431.0,610.6,608.4,509.9,478.1,355.6,404.0,303.5,141.4,248.9,428.2,495.5,390.8,334.3,465.8,323.8,557.5,438.2,307.0,331.1,455.5,363.3,352.1,343.2,89.9,296.5,239.1,463.3,485.3,369.0,17.8,554.0,464.2,540.5,121.0,345.0,336.8,54.7,494.1,255.1,171.7,399.4,77.9,282.3,395.2,475.0,60.4,409.2,98.0,391.7,239.1,384.5,185.1,521.4,431.2,489.1,589.3,80.6,535.2,446.0,367.0,484.0,47.6,352.3,377.6,392.6,229.5,468.3,332.2,246.9,584.2,159.7,346.3,436.3,541.0,159.0,413.0,627.7,189.7,164.9,533.6,32.3,590.0,403.3,396.4,410.1,104.3,618.5,0.0,220.0,157.5,537.9,615.5,278.6,518.5,582.1,228.5,222.3,88.3,505.8,271.0,277.2,411.2,82.3,290.9,540.3,80.5,547.7,588.1,125.5,71.1,468.1,314.9,547.8,603.7,344.9
UN,391.8,2523.2,207.6,415.0,439.9,324.7,313.5,219.4,272.7,436.6,484.3,359.4,341.6,351.7,371.6,440.3,418.1,367.3,411.9,146.5,476.8,398.0,251.7,314.9,418.0,479.6,477.4,414.9,448.6,342.6,391.0,290.5,267.5,171.9,333.2,400.5,377.8,329.4,370.8,310.8,426.8,425.2,230.0,318.1,442.5,350.3,339.1,330.2,176.8,283.5,362.8,368.3,390.3,356.0,182.9,459.0,369.2,445.5,189.9,332.0,334.1,239.7,399.1,252.4,240.6,386.4,226.2,62.2,382.2,380.0,261.3,314.2,214.4,378.7,180.1,371.5,311.2,426.4,418.2,394.1,439.8,149.5,440.2,433.0,354.0,389.0,227.2,310.7,364.6,379.6,193.3,455.3,319.2,269.9,431.6,228.6,333.3,341.3,446.0,282.7,400.0,496.7,258.6,291.0,438.6,233.2,490.1,390.3,301.4,426.5,134.0,484.1,200.8,0.0,226.4,442.9,459.1,169.6,423.5,447.0,169.5,245.3,289.2,410.8,194.0,200.2,381.7,283.2,213.9,445.3,281.4,452.7,488.2,194.4,230.1,455.1,237.9,456.4,503.8,331.9
UQ,497.4,2688.1,252.1,411.7,604.8,100.8,419.1,334.0,117.8,542.2,426.6,311.8,447.2,127.8,324.0,545.9,583.0,472.9,576.8,261.1,453.6,503.6,155.2,420.5,523.6,453.0,450.8,367.3,613.5,448.2,496.6,396.1,50.9,286.5,285.6,352.9,483.4,176.7,323.2,416.4,399.9,530.8,344.6,423.7,548.1,455.9,444.7,435.8,145.5,389.1,138.9,320.7,342.7,461.6,131.6,482.4,321.6,397.3,95.2,437.6,179.2,200.1,351.5,97.5,99.6,492.0,223.3,319.9,487.8,332.4,187.8,266.6,243.4,484.3,117.9,477.1,94.6,445.1,523.8,346.5,431.7,78.3,463.6,538.6,459.6,341.4,160.2,194.7,470.2,485.2,108.3,560.9,424.8,125.7,426.6,87.2,438.9,293.7,469.4,66.1,505.6,470.1,117.6,74.4,390.4,177.7,432.4,495.9,253.8,502.7,141.9,460.9,149.5,257.6,0.0,395.3,457.9,246.8,375.9,424.5,107.3,101.1,163.7,363.2,308.6,314.8,546.6,157.7,328.5,397.7,135.9,476.1,430.5,31.3,216.5,560.7,352.5,390.2,446.1,437.5
UV,742.6,2870.5,572.9,153.1,787.2,384.5,678.8,533.1,336.4,798.3,149.5,177.6,706.9,361.9,170.2,802.0,765.4,778.8,759.2,460.2,106.9,759.7,330.9,680.2,779.7,175.9,173.7,142.6,795.9,707.9,741.8,655.8,488.7,485.6,226.4,32.3,743.1,277.0,171.8,676.1,164.9,786.9,543.7,683.4,804.2,715.6,704.4,695.5,448.5,648.8,380.5,261.5,128.4,721.3,514.4,64.4,107.3,172.9,521.4,697.3,359.7,587.1,142.7,331.6,499.9,751.7,591.5,531.9,733.0,162.6,592.8,187.4,579.7,802.1,373.9,722.3,532.4,56.5,779.9,157.0,69.9,481.0,70.3,794.7,719.3,43.8,558.7,258.3,799.6,730.4,387.1,817.0,684.5,463.7,169.7,487.5,698.6,200.5,76.1,425.8,761.7,193.0,517.9,512.2,179.8,564.7,155.3,752.0,194.6,773.8,465.5,114.2,532.3,469.6,400.2,0.0,79.5,429.2,51.3,77.1,363.3,439.1,601.5,63.7,507.7,513.9,729.0,595.5,495.7,22.3,573.7,70.7,153.4,431.6,595.4,816.8,519.7,170.3,120.4,697.2
UY,758.8,2886.7,589.1,138.0,803.4,469.2,695.0,549.3,328.3,814.5,95.7,193.8,723.1,378.1,186.4,818.2,781.6,795.0,775.4,476.4,53.1,775.9,347.1,696.4,795.9,122.1,119.9,158.8,812.1,724.1,758.0,672.0,501.5,501.8,242.6,78.4,759.3,268.9,188.0,692.3,126.2,803.1,559.9,699.6,820.4,731.8,720.6,711.7,464.7,665.0,396.7,277.7,144.6,737.5,530.6,65.5,123.5,119.1,545.8,713.5,351.6,603.3,158.9,349.8,550.2,767.9,607.7,548.1,749.2,178.8,638.4,203.6,595.9,818.3,390.1,738.5,545.2,42.6,796.1,172.7,29.2,528.9,61.1,810.9,735.5,78.1,610.8,250.2,815.8,746.6,403.3,833.2,700.7,479.9,152.9,537.8,714.8,216.7,66.9,481.0,777.9,139.2,568.2,525.0,126.0,580.9,101.5,768.2,210.8,790.0,481.7,60.4,548.5,485.8,450.5,59.5,0.0,445.4,86.6,23.3,379.5,455.3,614.3,58.2,523.9,530.1,745.2,608.3,511.9,81.9,586.5,71.8,99.6,481.9,611.6,833.0,535.9,116.5,66.6,713.4
VJ,474.0,2601.9,304.3,386.0,521.7,276.3,410.2,177.0,243.7,529.7,455.3,330.4,438.3,253.7,342.6,533.4,496.8,510.2,490.6,109.7,449.8,491.1,222.7,411.6,511.1,450.6,448.4,385.9,530.3,439.3,473.2,387.2,265.9,135.1,304.2,371.5,474.5,300.4,341.8,407.5,397.8,518.3,193.2,414.8,535.6,447.0,433.1,426.9,212.4,380.2,272.3,339.3,361.3,452.7,274.0,430.3,340.2,416.5,281.4,428.7,305.1,351.0,370.1,223.4,336.0,483.1,322.9,263.3,464.4,351.0,356.7,285.2,311.1,533.5,151.1,453.7,309.6,397.4,506.7,365.1,418.0,245.3,411.2,526.1,448.3,360.0,322.6,281.7,531.0,461.8,164.3,548.4,415.9,240.9,402.6,324.0,430.0,312.3,417.0,281.1,493.1,467.7,354.0,289.4,409.6,328.6,461.1,483.4,272.4,505.2,229.4,455.1,296.2,201.0,242.8,413.9,430.1,0.0,394.5,418.0,140.5,216.3,384.6,381.8,157.2,163.4,460.4,378.6,128.7,416.3,376.8,423.7,459.2,289.8,367.4,548.2,152.7,427.4,472.0,428.6
