from_stop,AG,AM,AZ,BE,BP,BR,BX,CA,CC,CD,CE,CG,CY,DA,DB,DF,DG,DP,DQ,DY,DZ,EJ,EL,EU,FA,FB,FF,FH,FR,FW,FZ,GA,GJ,GQ,GR,GV,GW,HC,HK,HM,HO,HQ,HR,HU,HV,IA,IC,IF,IG,IN,IQ,IT,JF,JI,JJ,JQ,JR,JY,KB,KD,KF,KL,KO,KQ,KT,KX,LP,LU,MH,MP,MQ,MS,MT,MX,MY,MZ,NA,NB,NC,NE,NP,NT,NW,OD,OF,OL,OO,OQ,OV,PH,PJ,PN,PQ,PT,PU,PZ,QN,QU,QV,RD,RI,RM,RN,RO,RS,SD,SH,SL,SO,ST,SW,TD,TH,TZ,UF,UI,UL,UM,UU,VC,VG,VL,VQ,VV,WN,WW,WY,XF,XG,XJ,XR,XU,XZ,YB,YF,YG,ZE,ZH,ZL,ZS
PU,259.2,1540.9,592.3,608.5,753.4,402.7,523.9,700.2,637.7,663.9,423.4,451.6,105.7,178.8,425.0,679.0,593.7,430.7,111.5,243.6,685.2,844.2,131.0,308.8,84.9,332.3,642.7,610.3,724.4,418.8,180.4,702.3,110.6,590.0,133.7,677.9,571.4,582.0,260.3,768.8,724.3,146.7,394.1,440.4,211.5,96.8,155.1,116.5,699.1,449.1,570.0,108.1,634.0,354.4,481.4,288.7,716.5,570.1,146.4,314.2,146.2,640.9,294.4,464.5,623.0,540.5,338.0,424.0,139.5,67.3,396.5,139.8,732.0,385.4,662.8,37.4,636.4,175.7,650.4,633.4,271.2,146.6,725.4,722.5,352.3,503.8,228.9,109.8,128.7,531.9,669.9,276.1,670.7,728.3,0.0,604.2,494.1,532.8,113.4,622.2,461.3,546.4,187.3,173.3,165.5,447.5,208.7,688.1,313.7,163.8,362.8,230.6,514.1,49.3,544.1,756.4,206.4,74.0,258.5,634.4,719.0,56.5,225.4,506.2,724.3,527.2,656.0,281.7,387.0,544.0,572.7,699.8,529.5,578.1,645.3,127.7,558.6,588.3,110.8,183.3
PZ,382.6,1795.0,245.1,56.7,327.5,298.3,231.0,246.9,86.9,242.6,339.8,297.2,529.6,429.6,300.6,243.7,252.5,443.7,573.4,380.7,231.8,289.5,506.9,408.6,469.2,411.0,38.4,152.5,297.8,449.2,592.1,151.5,442.0,275.6,387.9,307.9,206.3,81.9,397.4,309.1,271.0,540.1,424.5,316.0,419.4,461.5,531.0,492.4,263.8,324.7,194.7,452.6,395.2,491.5,171.3,425.8,335.0,89.4,453.0,392.9,473.8,341.3,346.6,325.0,125.8,259.8,380.1,412.4,553.0,543.4,399.6,519.9,278.7,415.8,264.9,511.1,201.1,402.1,99.6,198.1,370.5,410.0,272.1,164.7,286.2,228.4,481.9,553.2,477.8,163.6,119.1,437.7,119.9,293.0,601.3,0.0,174.8,213.5,493.6,358.8,133.5,227.5,598.7,585.0,522.1,323.1,593.4,137.3,450.8,575.5,361.5,411.8,163.8,650.7,223.0,296.7,527.5,542.0,395.6,137.2,303.3,530.2,602.4,119.9,264.6,140.9,267.2,433.2,357.0,193.7,75.5,95.5,236.6,199.6,142.2,579.6,264.2,91.1,490.1,410.7
QN,232.2,1713.2,242.7,211.3,426.1,147.9,80.6,348.0,188.0,336.6,189.4,146.8,487.4,387.4,150.2,351.7,248.4,293.3,475.8,323.0,345.8,485.6,460.2,258.2,375.4,260.6,193.0,214.0,397.1,298.8,544.7,252.6,399.8,302.7,345.7,358.0,196.3,203.7,306.1,410.2,372.1,511.0,274.1,165.6,280.5,367.7,484.3,445.7,371.8,174.3,184.7,358.8,313.4,345.0,70.6,337.6,402.4,191.8,410.8,242.5,431.6,326.8,196.2,174.6,173.3,195.1,229.7,262.0,503.8,474.2,257.9,490.3,379.8,265.4,323.4,466.3,309.1,359.9,200.7,306.1,220.1,367.8,373.2,265.8,135.8,163.7,439.7,474.1,435.6,175.2,220.2,308.6,221.0,401.0,490.5,154.5,0.0,38.6,453.6,308.1,104.6,177.6,556.5,537.6,475.4,172.7,546.7,238.4,336.4,528.1,219.8,261.4,64.4,539.9,248.0,397.8,458.4,420.3,353.4,184.7,404.9,485.4,560.2,109.9,365.7,130.9,328.7,314.2,206.6,83.6,123.0,250.1,86.2,189.6,243.3,537.4,245.9,138.6,447.9,316.9
QU,270.9,1751.9,215.7,191.5,387.4,186.8,92.8,344.6,168.6,297.9,228.1,189.3,522.0,430.9,188.9,313.0,209.7,332.0,514.5,361.7,307.1,372.6,447.4,296.9,409.9,299.3,216.0,175.3,358.4,337.5,532.6,261.1,438.5,250.8,384.4,319.3,157.6,164.8,344.8,390.7,361.0,480.6,302.1,204.3,319.2,406.4,471.5,432.9,333.1,213.0,159.3,397.5,352.1,383.7,55.2,376.3,352.9,153.1,449.5,281.2,470.3,365.5,234.9,210.2,212.0,246.0,268.4,300.7,493.5,516.9,296.6,474.0,366.0,304.1,284.7,505.0,270.4,398.8,181.3,267.4,258.8,406.5,359.4,226.0,176.2,202.4,478.6,512.8,474.5,142.1,200.8,347.3,201.6,362.3,529.2,193.2,38.6,0.0,492.3,346.8,71.7,216.3,541.3,526.4,462.6,211.4,533.9,255.2,375.1,516.0,258.5,300.1,74.0,578.6,198.2,378.3,497.1,459.0,392.1,223.6,355.2,519.3,594.7,71.2,346.2,92.2,290.0,352.9,245.3,44.9,161.7,196.6,93.7,150.9,223.9,576.1,239.4,177.3,486.6,355.6
QV,198.0,1638.5,572.2,595.4,727.0,341.5,462.7,646.4,486.4,642.1,362.2,386.6,223.3,307.6,363.8,643.2,613.5,383.9,209.1,196.8,631.3,776.5,228.6,262.0,112.1,271.1,491.4,552.0,697.3,372.0,278.0,551.0,228.2,609.8,178.2,698.4,579.5,568.9,213.5,708.6,670.5,244.3,347.3,379.2,150.3,104.4,252.7,214.1,663.3,387.9,556.9,95.5,635.0,307.6,452.7,241.9,729.4,557.0,243.3,253.0,264.9,653.8,233.2,400.2,471.7,522.1,291.2,377.2,237.1,62.0,335.3,223.6,678.2,338.6,663.8,108.9,600.6,317.3,499.1,597.6,210.0,200.3,671.6,564.2,292.8,490.7,240.5,207.4,246.3,518.8,518.6,214.9,519.4,692.5,141.3,452.9,432.9,471.6,0.0,635.1,448.2,504.6,284.9,270.9,263.1,386.3,306.3,536.8,266.9,261.4,301.6,169.4,452.9,190.7,563.9,696.2,195.1,157.0,211.7,483.1,731.9,83.9,318.0,493.1,664.1,514.1,675.8,220.5,325.8,482.8,421.4,548.5,468.3,572.8,541.7,245.3,572.9,437.0,228.4,122.1
RD,474.7,1491.5,278.6,393.6,255.9,390.4,345.8,186.9,318.7,225.7,431.9,389.3,748.0,648.0,392.7,272.4,132.5,535.8,633.1,512.5,149.4,324.6,566.6,447.7,617.9,448.6,398.3,360.7,317.8,541.3,571.5,383.3,660.4,129.0,606.3,161.6,181.3,367.1,495.6,233.0,95.4,569.0,516.6,408.1,523.0,610.2,590.7,552.1,252.3,351.7,285.8,601.3,67.8,534.5,291.5,527.1,94.2,355.2,671.4,485.0,692.2,18.6,438.7,417.1,412.2,180.2,472.2,504.5,549.0,676.6,459.3,531.6,134.3,507.9,158.8,668.7,247.6,620.5,331.4,244.6,462.6,628.4,126.6,281.0,378.3,217.6,700.3,612.9,696.2,341.2,350.9,551.1,351.7,240.1,655.9,359.8,379.8,341.1,625.8,0.0,311.1,213.5,596.8,564.3,551.0,415.2,591.6,369.1,525.9,554.8,421.2,503.9,342.1,705.3,172.1,220.6,700.9,662.8,553.7,423.6,96.7,687.8,611.4,274.7,231.2,248.7,184.5,556.7,449.1,313.0,361.9,343.0,391.8,188.0,238.5,798.0,193.3,377.5,708.5,559.4
RI,258.3,1644.3,135.8,147.1,402.2,204.8,92.0,284.2,124.2,298.9,246.3,252.5,568.3,468.3,178.5,314.0,183.3,399.0,439.8,319.2,295.7,328.2,373.3,254.4,387.5,255.3,171.6,148.9,359.4,404.5,458.5,188.8,480.7,233.8,429.4,307.9,131.2,120.6,302.3,379.3,334.7,406.5,379.8,195.3,306.6,379.8,397.4,358.8,334.1,158.4,108.6,370.9,244.5,341.2,37.7,333.8,333.5,108.7,494.5,271.1,512.5,257.9,222.3,280.3,183.7,126.2,286.6,367.7,419.4,483.3,266.0,386.3,316.0,371.1,273.3,475.4,271.4,440.8,136.9,268.4,246.2,451.5,309.4,202.0,241.5,94.8,520.6,419.6,516.5,70.5,156.4,334.7,157.2,363.3,462.6,172.8,125.1,86.4,432.5,239.2,0.0,108.7,467.2,451.4,388.5,201.0,459.8,174.6,332.6,441.9,227.9,287.5,87.4,512.0,179.1,366.9,470.1,432.0,360.4,195.1,336.0,494.5,498.5,44.8,334.8,65.8,291.0,347.5,312.3,58.3,133.4,152.2,137.1,124.5,179.5,557.2,177.0,149.0,528.8,329.0
RM,311.4,1596.0,59.8,248.2,329.1,262.8,234.1,284.9,181.2,239.6,304.3,261.7,620.4,520.4,262.8,254.7,169.4,408.2,524.1,372.3,247.4,406.4,457.6,307.5,454.6,308.4,272.7,133.8,300.1,413.7,475.4,188.7,532.8,157.3,482.5,259.6,147.1,228.3,355.4,331.0,286.4,423.4,389.0,279.6,359.7,446.9,481.7,443.1,274.8,242.7,116.5,438.0,196.2,394.3,136.2,386.9,285.2,225.0,547.6,324.2,564.6,209.6,275.4,289.5,274.7,49.7,344.6,376.9,468.5,567.6,319.1,470.6,314.8,380.3,225.0,559.7,212.1,492.9,193.9,209.1,299.3,504.6,301.1,159.5,250.7,46.5,572.7,503.9,568.6,141.6,201.2,387.8,214.2,304.0,546.9,222.3,214.8,176.1,516.8,190.9,146.1,0.0,516.3,418.7,405.4,285.3,485.9,183.0,385.7,409.2,281.0,340.6,177.1,596.3,119.8,318.6,537.6,499.5,413.5,286.1,287.7,578.8,465.8,109.7,286.5,83.7,231.7,400.6,321.5,148.0,224.4,187.5,226.8,96.5,167.0,610.3,100.5,240.0,580.9,396.1
RN,311.8,1441.2,559.3,582.5,681.4,455.3,509.7,628.2,559.6,591.9,476.0,500.4,220.3,276.3,416.4,607.0,521.7,543.7,133.5,358.2,613.2,772.2,85.0,423.4,156.6,384.9,607.0,629.1,652.4,531.8,83.6,684.0,225.2,518.0,248.3,605.9,499.4,556.0,374.9,696.8,652.3,74.7,507.1,451.2,264.1,168.5,109.1,70.5,627.1,395.9,544.0,179.8,562.0,469.0,455.4,403.3,644.5,544.1,261.0,366.8,233.6,568.9,347.0,514.0,619.1,492.0,452.6,537.0,29.0,202.3,438.3,54.0,660.0,498.4,590.8,170.0,564.4,290.3,572.3,561.4,323.8,261.2,653.4,615.8,406.6,498.3,209.2,113.3,243.3,505.9,591.8,328.7,592.6,656.3,156.3,608.2,532.5,493.8,246.0,550.2,435.3,494.2,0.0,118.7,113.3,438.9,63.3,678.3,428.3,127.5,400.2,283.2,522.8,205.7,472.1,684.4,163.8,125.7,373.1,630.5,647.0,189.1,100.8,480.2,652.3,579.0,584.0,334.3,439.6,493.7,568.8,587.6,511.9,506.1,573.3,242.3,486.6,584.4,225.4,235.9
RO,317.7,1433.1,490.0,588.4,654.5,461.2,498.9,601.3,600.2,565.9,481.9,510.1,222.1,277.4,422.3,580.1,494.8,545.1,139.4,364.1,582.7,656.3,90.9,442.9,170.0,390.8,612.9,552.8,625.5,533.2,75.9,607.7,231.1,491.1,254.2,579.0,472.5,561.9,380.8,657.7,628.1,84.6,497.8,457.1,270.0,174.4,115.0,76.4,600.2,401.8,525.5,185.7,536.0,474.9,461.3,409.2,617.6,550.0,266.9,372.7,239.5,542.0,352.9,523.0,625.0,442.5,452.4,538.4,53.4,205.8,454.5,91.2,633.1,499.8,560.3,175.9,537.5,296.2,612.9,534.5,329.7,267.1,626.5,595.9,410.8,422.0,216.0,119.2,249.2,512.7,620.2,334.6,633.2,629.4,162.2,614.1,538.4,499.5,251.9,523.3,441.2,417.9,101.2,0.0,66.6,444.8,67.0,602.0,434.2,8.8,416.4,289.1,528.7,211.6,445.2,648.5,169.7,131.6,379.0,636.4,620.1,190.2,52.0,528.7,618.8,502.7,557.1,340.2,445.5,499.6,574.7,606.5,517.8,479.2,546.4,248.2,459.7,590.3,231.3,280.9
RS,301.0,1448.4,478.9,551.0,640.1,429.2,478.2,586.9,596.1,550.6,470.7,492.3,238.2,294.2,384.9,565.7,480.4,541.0,151.4,369.4,592.7,641.9,111.9,438.8,195.1,374.1,575.5,548.7,611.1,529.1,69.9,603.6,243.1,476.7,266.2,564.6,458.1,524.5,381.9,643.3,611.0,17.9,504.4,419.7,253.3,187.4,136.0,97.4,585.8,364.4,535.6,178.5,541.5,525.6,423.9,410.3,603.2,512.6,278.9,356.0,251.5,527.6,336.2,487.9,587.6,450.7,448.3,534.3,76.0,220.2,450.4,80.5,618.7,495.7,570.3,187.9,523.1,308.2,608.8,520.1,313.0,279.1,612.1,574.5,395.8,417.9,227.1,131.2,261.2,474.4,616.1,317.9,629.1,615.0,174.2,576.7,501.0,462.3,255.3,508.9,403.8,413.8,123.8,95.8,0.0,407.4,98.2,597.9,435.3,86.3,412.3,272.4,491.3,223.6,430.8,663.9,181.7,143.6,369.6,599.0,605.7,207.0,142.9,524.6,631.8,498.6,542.7,323.5,428.8,462.2,537.3,602.4,480.4,464.8,532.0,260.2,445.3,552.9,243.3,225.2
SD,182.8,1764.1,296.1,319.3,522.0,80.5,219.7,493.5,333.5,418.7,122.0,147.4,489.3,491.5,17.2,433.8,355.5,230.0,426.4,255.6,415.5,500.4,367.6,190.8,321.8,211.2,338.5,321.1,479.2,237.0,452.8,398.1,498.3,353.6,365.8,427.7,303.4,292.8,238.7,499.1,451.2,400.8,211.1,71.0,231.1,318.3,391.7,353.1,453.9,40.3,280.8,309.4,364.3,277.6,192.2,270.2,453.3,280.9,430.9,193.1,478.8,377.7,146.8,139.2,318.8,258.2,162.3,198.7,413.7,424.8,208.5,394.4,525.3,203.2,393.1,416.9,391.2,459.2,346.2,388.2,170.7,387.9,518.7,418.3,88.1,214.6,454.4,424.7,516.4,242.7,365.7,259.2,366.5,483.1,441.1,300.0,189.9,230.6,404.2,359.0,172.1,228.5,461.5,445.7,382.8,0.0,454.3,383.9,269.0,436.2,170.4,212.0,209.9,490.5,298.9,486.7,409.0,370.9,296.8,330.2,455.8,436.0,497.8,217.0,454.6,238.0,410.8,264.8,155.1,230.5,268.5,324.4,225.3,296.7,388.8,493.6,296.8,284.1,498.5,267.5
SH,373.1,1426.2,545.4,623.1,693.9,501.4,533.6,640.7,655.6,604.4,537.3,565.5,277.5,332.8,457.0,619.5,534.2,600.5,194.8,419.5,622.1,695.7,99.3,498.3,225.4,446.2,647.6,608.2,664.9,588.6,37.5,663.1,286.5,530.5,309.6,618.4,511.9,596.6,436.2,697.1,667.5,88.8,553.2,491.8,325.4,229.8,73.6,131.8,639.6,436.5,580.9,241.1,575.4,530.3,496.0,464.6,656.8,584.7,322.3,427.9,294.9,581.4,408.3,563.1,653.3,481.0,507.8,593.8,89.0,261.2,509.9,81.9,672.5,555.2,599.7,231.3,576.9,351.4,668.3,573.9,384.9,322.5,665.9,635.3,466.2,477.4,270.5,174.6,304.6,546.5,675.6,390.0,688.6,668.6,217.6,648.8,573.1,534.2,307.3,562.7,475.9,473.3,59.9,54.4,122.0,479.6,0.0,657.4,489.6,64.1,471.6,344.5,563.4,267.0,484.6,687.9,224.9,186.8,434.4,664.7,659.5,245.6,42.4,584.1,658.2,558.1,596.5,395.6,500.9,534.3,603.0,661.9,552.5,518.6,585.8,303.6,499.1,618.6,286.7,336.3
SL,454.7,1792.5,283.6,125.6,325.0,370.4,240.4,244.4,40.3,240.1,411.9,369.3,601.7,506.5,372.7,241.2,250.0,515.8,604.9,452.8,229.3,255.4,538.4,419.5,537.1,420.4,150.1,150.0,295.3,521.3,623.6,32.7,514.1,273.1,460.0,305.4,183.4,117.1,469.5,306.6,268.5,571.6,496.6,388.1,491.5,533.6,562.5,523.9,261.3,323.5,226.2,524.7,392.7,563.6,202.8,497.9,332.5,102.4,525.1,465.0,545.9,338.8,418.7,394.0,197.9,303.5,452.2,484.5,584.5,613.1,431.1,565.2,276.2,487.9,262.4,583.2,198.6,474.2,41.9,195.6,442.6,482.1,269.6,96.1,360.0,259.9,554.0,584.7,549.9,195.1,18.2,509.8,62.2,290.5,627.7,151.3,246.9,212.8,565.7,356.3,165.0,203.8,632.3,616.5,553.6,395.2,624.9,0.0,522.9,607.0,393.0,483.9,235.9,677.1,220.5,294.2,599.6,614.1,467.7,209.3,300.8,602.3,668.6,151.4,262.1,172.4,264.7,505.3,429.1,184.9,147.6,64.9,259.3,176.7,139.7,651.7,261.7,163.2,562.2,482.8
SO,172.4,1789.1,457.1,507.5,654.1,199.6,370.4,644.2,484.2,564.6,182.3,275.6,308.0,381.1,253.5,579.7,494.4,204.9,359.7,70.2,566.4,725.4,379.2,84.9,276.1,121.2,489.2,549.8,625.1,193.0,428.6,548.8,312.9,490.7,180.4,578.6,472.1,498.6,53.3,650.0,668.3,394.9,168.3,268.9,181.2,268.4,403.3,364.7,599.8,277.6,441.8,259.5,515.2,40.6,360.4,34.8,642.7,486.7,245.5,153.9,348.5,567.1,200.2,263.7,469.5,435.4,112.2,198.2,387.7,335.9,157.3,374.2,676.0,159.6,544.0,303.6,537.1,337.5,496.9,534.1,184.4,202.5,669.4,562.0,207.8,404.0,431.2,358.0,331.0,403.7,516.4,103.0,517.2,629.0,309.9,450.7,340.6,379.3,304.1,548.4,333.1,386.7,435.5,421.5,413.7,276.0,456.9,534.6,0.0,412.0,148.6,162.1,360.6,359.3,444.8,637.6,359.1,321.0,111.4,480.9,645.2,322.7,468.6,434.0,605.5,455.0,556.7,98.5,146.0,390.5,419.2,546.3,376.0,478.8,539.5,308.2,459.3,434.8,313.1,217.6
ST,308.9,1442.6,474.2,579.6,645.7,452.4,506.8,592.5,591.4,556.2,473.1,497.5,217.4,273.4,413.5,571.3,486.0,536.3,130.6,355.3,573.9,647.5,82.1,434.1,153.7,382.0,604.1,544.0,616.7,524.4,67.1,598.9,222.3,482.3,245.4,570.2,463.7,553.1,372.0,648.9,616.6,75.8,499.7,448.3,261.2,165.6,106.2,67.6,591.4,393.0,530.9,176.9,527.2,466.1,452.5,400.4,608.8,541.2,258.1,363.9,230.7,533.2,344.1,511.1,616.2,456.3,443.6,529.6,44.6,199.4,445.7,27.2,624.3,491.0,551.5,167.1,528.7,287.4,604.1,525.7,320.9,258.3,617.7,580.1,403.7,413.2,206.3,110.4,240.4,503.0,611.4,325.8,624.4,620.6,153.4,605.3,529.6,490.9,243.1,514.5,432.4,409.1,92.4,9.4,57.8,436.0,76.6,593.2,425.4,0.0,407.6,280.3,519.9,202.8,436.4,639.7,160.9,122.8,370.2,627.6,611.3,186.2,56.5,519.9,610.0,493.9,548.3,331.4,436.7,490.8,565.9,597.7,509.0,470.4,537.6,239.4,450.9,581.5,222.5,272.1
SW,118.9,1791.9,355.5,371.7,545.5,131.1,235.6,495.3,366.1,456.0,129.3,176.2,352.3,425.4,153.4,471.1,385.8,151.9,362.5,114.5,457.8,616.8,382.0,49.7,257.9,27.3,371.1,413.0,516.5,140.0,431.4,430.7,357.2,382.1,224.7,470.0,363.5,345.2,97.6,541.4,516.4,397.7,104.6,168.8,167.2,254.4,406.1,367.5,491.2,177.5,312.1,245.5,406.6,136.5,244.6,129.1,503.6,333.3,289.8,43.1,392.8,430.1,89.4,192.9,351.4,332.6,59.2,145.2,390.5,377.8,61.3,390.8,522.6,106.6,435.4,347.9,428.5,381.8,378.8,425.5,106.8,246.8,484.6,450.9,80.7,267.0,390.5,360.8,375.3,295.1,398.3,147.3,399.1,520.4,354.2,332.6,222.5,261.4,340.3,411.4,224.5,278.1,438.3,424.3,416.5,175.9,459.7,416.5,127.9,414.8,0.0,148.1,242.5,403.6,336.2,529.0,345.1,307.0,155.7,362.8,506.1,362.2,476.4,269.4,496.9,290.4,448.1,142.8,93.0,282.9,301.1,376.8,257.9,370.2,421.4,352.5,350.7,316.7,357.4,203.6
TD,28.5,1643.7,407.4,430.3,647.6,172.0,293.2,567.0,407.0,562.7,192.7,217.1,271.4,309.4,194.3,563.8,444.7,260.4,214.3,96.9,551.9,704.6,233.8,160.9,113.9,101.6,412.0,472.6,617.9,248.5,283.2,471.6,291.4,441.0,207.1,528.9,443.2,421.4,109.4,629.2,591.1,249.5,223.8,209.7,19.0,106.2,257.9,219.3,583.9,218.4,392.1,97.3,465.5,203.5,283.2,137.8,565.5,409.5,272.2,83.5,266.7,489.9,63.7,230.7,392.3,358.2,182.3,253.7,242.3,212.7,165.8,228.8,598.8,215.1,494.3,204.8,521.2,323.4,419.7,518.2,40.5,229.2,592.2,484.8,123.3,326.8,242.3,212.6,323.9,354.0,439.2,45.4,440.0,613.1,229.0,373.5,263.4,302.1,192.1,471.2,283.4,337.0,290.1,276.1,268.3,216.8,311.5,457.4,162.8,266.6,132.1,0.0,283.4,278.4,395.1,616.8,196.9,158.8,138.1,403.7,568.0,223.9,323.2,356.8,584.7,377.8,507.0,51.0,156.3,313.3,342.0,469.1,298.8,436.5,462.3,334.9,409.0,357.6,276.5,55.4
TH,250.4,1731.4,216.8,193.6,389.5,166.1,98.8,346.7,181.4,300.0,207.6,165.0,480.8,380.8,168.4,315.1,211.8,311.5,494.0,341.2,309.2,374.7,478.3,276.4,393.6,278.8,186.4,177.4,360.5,317.0,562.9,246.0,393.2,252.9,339.1,321.4,159.7,167.1,324.3,392.8,360.4,529.2,292.3,183.8,298.7,385.9,511.9,463.8,335.2,192.5,148.1,377.0,331.6,363.2,88.8,355.8,355.0,155.2,404.2,260.7,425.0,345.0,214.4,192.8,166.7,213.3,247.9,280.2,522.0,492.4,276.1,508.5,368.1,283.6,286.8,484.5,272.5,353.3,194.1,269.5,238.3,361.2,361.5,259.2,154.0,181.9,433.1,492.3,429.0,135.0,213.6,326.8,214.4,364.4,508.7,147.9,42.6,81.3,471.8,326.3,122.8,195.8,549.9,555.8,493.5,190.9,558.3,231.8,354.6,546.3,238.0,279.6,0.0,558.1,200.3,380.4,476.6,438.5,346.8,178.1,357.5,503.6,553.6,73.3,348.3,94.3,292.1,332.4,224.8,29.8,116.4,198.7,104.4,153.0,236.7,530.8,264.1,132.0,441.3,335.1
TZ,295.4,1577.1,621.5,644.7,789.6,438.9,560.1,736.4,673.9,700.1,459.6,484.0,141.9,215.0,461.2,715.2,629.9,466.9,147.7,279.8,721.4,880.4,167.2,345.0,121.1,368.5,678.9,646.5,760.6,455.0,216.6,738.5,146.8,626.2,169.9,714.1,607.6,618.2,296.5,805.0,760.5,182.9,430.3,476.6,247.7,133.0,191.3,152.7,735.3,485.3,606.2,144.3,670.2,390.6,517.6,324.9,752.7,606.3,182.6,350.4,182.4,677.1,330.6,497.6,659.2,600.2,374.2,460.2,175.7,105.9,432.7,162.2,768.2,421.6,699.0,73.6,672.6,211.9,686.6,669.6,307.4,182.8,761.6,751.7,390.2,540.0,265.1,146.0,164.9,568.1,706.1,312.3,706.9,764.5,36.2,640.4,530.3,569.0,149.6,658.4,497.5,582.6,223.5,209.5,201.7,483.7,244.9,724.3,349.9,200.0,399.0,266.8,550.3,0.0,580.3,792.6,242.6,110.2,294.7,670.6,755.2,92.7,256.6,542.4,760.5,563.4,692.2,317.9,423.2,580.2,608.9,736.0,565.7,614.3,681.5,163.9,594.8,624.5,147.0,219.5
UF,371.9,1571.9,198.8,256.2,209.2,354.2,245.0,156.0,181.3,119.7,395.7,353.1,678.6,578.6,356.5,134.8,49.5,499.6,554.6,432.8,140.9,211.0,530.4,368.0,515.1,368.9,260.9,206.1,180.2,505.1,491.1,245.9,591.0,52.5,536.9,133.7,27.2,229.7,415.9,212.4,180.1,468.5,480.4,371.9,420.2,507.4,554.5,515.9,154.9,315.5,131.7,498.5,172.1,454.8,199.2,447.4,192.7,217.8,602.0,384.7,622.8,185.5,335.9,380.9,274.8,71.3,436.0,468.3,468.6,613.9,379.6,451.2,187.8,471.7,124.5,606.0,92.2,551.1,194.0,89.2,359.8,559.0,181.2,143.6,342.1,180.1,630.9,534.4,626.8,187.1,213.5,448.3,214.3,184.1,577.4,222.4,225.7,187.0,576.4,166.8,157.0,132.5,516.4,458.0,450.5,379.0,511.2,231.7,446.2,448.5,341.5,401.1,188.0,626.8,0.0,203.2,584.9,546.8,474.0,286.2,212.4,625.1,505.1,120.6,173.5,94.6,111.8,461.1,412.9,158.9,224.5,205.6,237.7,33.9,101.1,728.6,41.1,240.1,639.1,456.6
UI,566.4,1655.7,394.1,317.8,59.1,512.0,440.3,86.5,282.5,152.8,553.5,510.9,779.8,679.8,514.3,89.9,169.9,657.4,750.0,630.9,121.3,87.7,723.0,562.5,709.6,563.4,304.7,324.5,118.5,662.9,686.5,247.4,692.2,183.2,638.1,156.7,222.5,226.6,610.4,12.3,127.4,663.9,638.2,529.7,614.7,701.9,747.1,708.5,55.5,508.1,327.0,693.0,194.7,649.3,394.5,676.0,199.1,239.0,703.2,579.2,724.0,190.9,530.4,538.7,376.0,266.7,593.8,626.1,664.0,793.6,574.1,646.6,135.1,629.5,85.7,761.3,96.0,652.3,295.2,153.0,554.3,660.2,128.5,219.6,499.9,369.3,732.1,729.8,728.0,379.7,314.7,642.8,270.1,19.4,772.8,305.9,421.0,382.3,743.8,208.4,349.6,327.8,711.8,653.4,645.9,536.8,706.6,264.5,640.7,643.9,536.0,595.6,383.3,822.2,195.3,0.0,777.7,742.2,645.8,387.4,159.7,780.4,700.5,315.9,32.0,289.9,177.4,655.6,570.7,354.2,325.7,265.3,433.0,229.2,202.3,829.8,236.5,341.3,740.3,651.1
UL,227.1,1525.0,626.3,628.9,758.4,370.6,491.8,705.2,605.6,668.9,391.3,419.5,153.6,148.3,392.9,684.0,598.7,459.0,116.5,295.5,690.2,849.2,136.0,359.5,79.4,300.2,610.6,671.2,729.4,447.1,185.4,670.2,158.5,595.0,181.6,682.9,576.4,620.0,308.0,773.8,729.3,151.7,411.7,408.3,179.4,83.8,160.1,121.5,704.1,417.0,604.0,95.1,639.0,402.1,481.8,336.4,764.1,608.1,194.3,282.1,105.6,688.5,262.3,432.4,590.9,545.5,380.9,452.3,144.5,133.2,364.4,144.8,737.0,413.7,667.8,103.3,641.4,223.6,618.3,638.4,239.1,194.5,730.4,690.4,320.2,525.4,81.2,114.8,176.6,565.9,637.8,244.0,638.6,733.3,89.6,572.1,462.0,500.7,199.4,669.8,495.3,535.6,192.3,178.3,170.5,415.4,213.9,656.0,361.4,168.8,330.7,198.5,482.0,139.0,549.1,761.4,0.0,30.3,306.4,602.3,766.6,122.4,297.6,555.4,729.3,576.4,661.0,249.6,354.9,511.9,540.6,667.7,497.4,583.1,660.9,175.6,563.6,556.2,158.7,151.2
UM,196.7,1527.2,595.9,598.5,728.0,340.2,444.7,674.8,575.2,638.5,360.9,385.3,123.2,145.7,362.5,653.6,568.3,428.6,86.1,265.1,659.8,818.8,105.6,329.1,41.5,269.8,580.2,640.8,699.0,416.7,155.0,639.8,128.1,564.6,151.2,652.5,546.0,589.6,277.6,743.4,698.9,121.3,392.0,377.9,149.0,53.4,129.7,91.1,673.7,386.6,552.5,64.7,608.6,371.7,451.4,306.0,733.7,577.7,163.9,251.7,107.8,658.1,231.9,402.0,560.5,515.1,350.5,421.9,114.1,105.2,334.0,114.4,706.6,383.3,637.4,72.9,611.0,193.2,587.9,608.0,208.7,164.1,700.0,660.0,289.8,495.0,83.4,84.4,146.2,535.5,607.4,213.6,608.2,702.9,59.2,541.7,431.6,470.5,169.0,639.4,464.9,505.2,161.9,147.9,140.1,385.0,183.5,625.6,331.0,138.4,300.3,168.1,451.6,108.6,518.7,731.0,38.0,0.0,276.0,571.9,736.2,92.0,200.0,525.0,698.9,546.0,630.6,219.2,324.5,481.5,510.2,637.3,467.0,552.7,630.5,145.2,533.2,525.8,128.3,120.8
