from_stop,AD,AR,AX,BA,BO,CC,CE,CI,CR,CW,DB,DD,DH,DT,DX,EM,EO,ET,FE,FT,FU,FY,FZ,GB,GF,GI,GJ,GL,GR,GS,GT,HD,HG,HT,IC,IH,IQ,IT,IY,JB,JE,JI,JJ,JK,JQ,JR,JT,JY,JZ,KD,KX,LK,LM,LU,LW,LX,LZ,MC,MD,ME,MI,MK,ML,MU,MW,MX,ND,NF,NM,NO,NQ,NS,NX,OB,OG,OK,ON,OQ,OX,OZ,PC,PF,PQ,PR,PY,QA,QG,QH,QM,QS,QW,QY,RK,RP,RY,SB,SH,SI,SL,SX,TD,TF,TQ,TR,TX,UK,UY,UZ,VE,VF,VJ,VM,VO,VP,VW,VX,WA,WE,WI,WJ,WO,WW,XD,XW,YC,YE,YF,YJ,YP,YV,ZD,ZE,ZG,ZL,ZQ,ZR,ZT
SB,633.5,640.4,721.5,61.7,384.4,146.4,345.8,707.9,156.5,194.2,75.4,337.3,584.5,133.3,522.3,753.2,499.7,711.6,788.3,277.0,334.9,713.6,615.1,761.0,696.1,776.0,622.3,703.7,139.0,580.4,703.6,171.3,272.1,82.1,629.1,537.7,324.0,699.4,114.1,687.7,403.9,612.8,632.1,3285.9,584.3,307.5,550.0,638.9,170.1,657.2,194.1,402.2,620.0,162.7,403.5,125.5,368.7,202.3,345.6,333.8,191.8,691.2,343.2,291.0,395.7,614.5,627.8,666.6,142.8,623.7,740.3,221.8,741.3,728.5,238.4,666.0,552.1,674.0,297.1,853.5,205.4,376.5,72.1,83.0,215.5,425.2,776.0,182.5,850.4,771.2,769.5,65.9,726.9,374.0,205.9,0.0,330.6,163.1,733.9,804.6,285.5,689.0,27.8,298.2,722.5,343.6,348.9,805.1,667.6,345.7,732.8,322.9,840.8,361.3,386.4,461.4,730.4,73.4,553.1,145.8,4.5,309.3,728.1,154.8,116.6,243.2,823.1,462.4,275.7,206.2,113.3,531.9,713.9,105.5,753.6,544.9,178.8
SH,759.7,766.6,847.7,254.9,106.2,232.1,471.3,834.1,242.2,323.0,194.0,6.6,714.8,263.6,648.5,879.4,625.9,837.8,911.2,403.2,177.4,839.8,741.3,887.2,820.3,902.2,748.5,829.9,269.3,706.6,829.8,300.1,174.6,230.4,755.3,663.9,108.3,828.2,249.7,813.9,529.6,743.2,758.3,3451.7,710.5,57.5,676.2,765.1,300.4,783.4,320.3,194.7,746.2,311.0,529.7,273.8,90.2,135.5,471.8,67.9,140.4,817.4,469.4,85.1,188.2,740.7,754.0,792.8,273.1,749.9,859.0,153.6,867.5,854.7,217.2,792.2,678.3,802.8,91.2,979.7,331.6,502.7,195.4,321.4,225.1,551.4,902.2,185.4,976.6,897.3,898.3,279.4,853.1,166.5,214.4,260.7,0.0,289.3,860.1,930.8,127.0,815.2,272.6,427.0,848.7,77.9,477.7,931.3,793.8,471.9,859.0,135.4,967.0,158.5,103.2,587.6,856.6,308.7,679.3,312.8,265.3,151.8,854.3,285.1,264.9,179.7,949.1,588.6,164.2,185.0,261.6,660.7,840.1,258.5,882.4,671.1,309.5
SI,514.0,520.9,602.0,116.1,334.8,216.5,225.6,588.4,226.6,62.1,135.4,299.5,469.1,205.0,402.8,633.7,380.2,592.1,665.5,157.5,351.6,594.1,495.6,641.5,574.6,656.5,502.8,584.2,210.7,460.9,584.1,10.8,285.6,153.8,509.6,418.2,297.7,582.5,191.1,568.2,283.9,497.5,512.6,3166.4,464.8,269.7,430.5,519.4,241.8,537.7,31.0,373.6,500.5,234.4,284.0,197.2,318.8,198.4,226.1,296.0,193.5,571.7,223.7,253.2,369.4,495.0,508.3,547.1,214.5,504.2,613.3,241.6,621.8,609.0,305.2,546.5,432.6,557.1,259.3,734.0,45.7,257.0,136.8,175.5,285.6,305.7,656.5,252.6,730.9,651.6,652.6,149.1,607.4,347.7,274.9,252.3,292.8,0.0,614.4,685.1,247.7,569.5,217.2,181.3,603.0,306.0,232.0,685.6,548.1,226.2,613.3,296.6,721.3,339.7,331.8,341.9,610.9,188.3,433.6,166.9,248.1,326.0,608.6,226.5,188.3,267.7,703.4,342.9,295.5,273.0,185.0,415.0,594.4,181.9,636.7,425.4,250.9
SL,203.3,117.3,153.5,695.7,914.4,796.1,522.6,115.7,806.2,687.9,715.0,879.1,322.6,784.6,425.2,185.2,447.8,145.7,217.0,562.2,931.2,145.6,185.6,193.0,196.2,208.0,269.1,69.2,790.3,307.5,137.7,660.0,865.2,733.4,229.5,294.8,877.3,163.4,770.7,133.0,512.8,256.8,259.3,3036.6,341.4,849.3,249.2,132.5,821.4,159.3,680.2,953.2,303.2,814.0,581.0,776.8,898.4,778.0,523.1,875.6,773.1,99.8,520.7,832.8,949.0,184.3,197.6,91.1,794.1,296.6,184.5,821.2,173.3,160.5,884.8,154.7,380.0,144.1,838.9,285.5,691.5,554.0,716.4,762.3,865.2,450.5,208.0,832.2,282.4,203.1,204.1,728.7,229.0,927.3,854.5,748.5,872.4,649.2,0.0,236.6,827.3,102.5,713.4,591.6,44.9,885.6,445.0,237.1,113.8,523.2,33.5,876.2,272.8,919.3,911.4,446.0,162.4,749.5,310.2,792.7,744.3,905.6,160.1,806.1,767.9,847.3,254.9,431.8,875.1,852.6,764.6,330.0,143.8,761.5,188.2,372.8,830.5
SX,238.7,258.8,109.4,731.1,949.8,831.5,558.0,215.4,841.6,723.3,750.4,914.5,358.0,820.0,460.6,136.2,483.2,199.1,59.0,597.6,966.6,121.5,221.0,33.5,231.6,183.9,304.5,268.0,825.7,342.9,191.1,695.4,900.6,768.8,264.9,330.2,912.7,216.8,806.1,186.4,548.2,360.2,294.7,3058.8,376.8,884.7,284.6,232.2,856.8,194.7,715.6,988.6,338.6,849.4,616.4,812.2,933.8,813.4,558.5,911.0,808.5,176.4,556.1,868.2,984.4,219.7,233.0,262.1,829.5,332.0,181.5,856.6,58.3,116.4,920.2,203.5,415.4,197.5,874.3,195.8,726.9,589.4,751.8,797.7,900.6,485.9,183.9,867.6,183.2,85.7,155.1,764.1,264.4,962.7,889.9,783.9,907.8,684.6,241.4,0.0,862.7,134.5,748.8,627.0,249.3,921.0,480.4,137.9,213.5,558.6,275.0,911.6,114.8,954.7,946.8,481.4,113.4,784.9,345.6,828.1,779.7,941.0,111.1,841.5,803.3,882.7,155.7,467.2,910.5,888.0,800.0,365.4,243.5,796.9,164.1,408.2,865.9
TD,702.9,709.8,790.9,198.1,110.3,175.3,414.5,777.3,185.4,266.2,137.2,142.0,658.0,206.8,591.7,822.6,569.1,781.0,854.4,346.4,152.5,783.0,684.5,830.4,763.5,845.4,691.7,773.1,212.5,649.8,773.0,243.3,73.3,173.6,698.5,607.1,49.9,771.4,192.9,757.1,472.8,686.4,701.5,3355.3,653.7,105.8,619.4,708.3,243.6,726.6,263.5,128.1,689.4,254.2,472.9,217.0,126.3,78.7,415.0,79.5,83.6,760.6,412.6,95.7,121.6,683.9,697.2,736.0,216.3,693.1,802.2,96.8,810.7,797.9,160.4,735.4,621.5,746.0,93.8,922.9,274.8,445.9,138.6,264.6,168.3,494.6,845.4,128.6,919.8,840.5,841.5,222.6,796.3,99.9,157.6,203.9,135.3,232.5,803.3,874.0,0.0,758.4,215.8,370.2,791.9,69.5,420.9,874.5,737.0,415.1,802.2,48.8,910.2,91.9,113.3,530.8,799.8,251.9,622.5,256.0,208.5,132.2,797.5,228.3,208.1,91.3,892.3,531.8,62.9,128.2,204.8,603.9,783.3,201.7,825.6,614.3,252.7
TF,142.6,154.2,50.9,635.0,853.7,735.4,461.9,110.8,745.5,627.2,654.3,818.4,261.9,723.9,364.5,82.6,387.1,103.0,114.4,501.5,870.5,43.0,124.9,90.4,135.5,105.4,208.4,139.0,729.6,246.8,95.0,599.3,804.5,672.7,168.8,234.1,816.6,120.7,710.0,90.3,452.1,255.6,198.6,2975.9,280.7,788.6,188.5,127.6,760.7,98.6,619.5,892.5,242.5,753.3,520.3,716.1,837.7,717.3,462.4,814.9,712.4,41.8,460.0,772.1,888.3,123.6,136.9,157.5,733.4,235.9,85.4,760.5,70.7,57.9,824.1,107.4,319.3,101.4,778.2,182.9,630.8,493.3,655.7,701.6,804.5,389.8,105.4,771.5,179.8,100.5,101.5,668.0,168.3,866.6,793.8,687.8,811.7,588.5,112.4,134.0,766.6,0.0,652.7,530.9,120.3,824.9,384.3,134.5,108.9,462.5,146.0,815.5,170.2,858.6,850.7,385.3,59.8,688.8,249.5,732.0,683.6,844.9,57.5,745.4,707.2,786.6,152.3,371.1,814.4,791.9,703.9,269.3,138.9,700.8,85.6,312.1,769.8
TQ,599.1,612.5,687.1,27.3,419.5,181.5,311.4,673.5,191.6,168.9,110.5,372.4,552.7,168.4,494.4,718.8,465.3,677.2,753.9,242.6,355.6,679.2,580.7,726.6,664.3,748.1,587.9,669.3,174.1,546.0,669.2,146.0,307.2,117.2,594.7,503.3,359.1,674.1,149.2,653.3,369.5,578.4,597.7,3251.5,549.9,342.6,515.6,604.5,205.2,622.8,166.2,437.3,585.6,197.8,369.1,160.6,408.5,237.4,311.2,368.9,226.9,656.8,308.8,326.1,424.0,580.1,593.4,632.2,177.9,589.3,705.9,256.9,706.9,694.1,273.5,631.6,524.2,648.7,332.2,819.1,171.0,342.1,105.1,48.6,250.6,390.8,741.6,217.6,816.0,745.9,744.2,94.2,692.5,409.1,241.0,39.7,365.7,128.7,699.5,770.2,320.6,654.6,0.0,272.9,688.1,378.7,323.6,770.7,633.2,311.3,698.4,358.0,806.4,401.1,421.5,427.0,696.0,39.0,518.7,111.4,30.8,330.0,693.7,189.9,151.7,283.0,788.7,428.0,310.8,241.3,148.4,506.6,679.5,145.3,728.3,510.5,218.6
TR,526.3,533.2,614.3,306.2,524.9,406.6,133.1,600.7,416.7,298.4,325.5,489.6,479.9,395.1,397.0,646.0,374.4,604.4,681.1,172.7,541.7,606.4,507.9,653.8,591.5,668.8,515.1,596.5,400.8,473.2,596.4,270.5,482.0,343.9,521.9,430.5,487.8,594.8,381.2,580.5,296.2,505.6,524.9,3178.7,477.1,459.8,442.8,531.7,431.9,550.0,290.7,563.7,512.8,424.5,191.5,387.3,508.9,394.1,133.6,486.1,383.6,584.0,131.2,443.3,559.5,507.3,520.6,559.4,404.6,516.5,625.6,431.7,634.1,621.3,495.3,558.8,444.9,569.4,449.4,746.3,302.0,164.5,326.9,369.6,475.7,299.9,668.8,442.7,743.2,666.6,664.9,339.2,619.7,537.8,465.0,363.7,482.9,259.7,626.7,697.4,437.8,581.8,330.7,0.0,615.3,496.1,226.2,697.9,560.4,133.7,625.6,486.7,733.6,529.8,521.9,336.1,623.2,360.0,445.9,403.2,354.8,516.1,620.9,416.6,378.4,457.8,715.7,337.1,485.6,463.1,375.1,427.3,606.7,372.0,649.0,437.7,445.3
TX,213.2,71.9,163.4,672.8,891.5,773.2,499.7,125.6,783.3,665.0,692.1,856.2,264.9,761.7,402.3,195.1,424.9,155.6,226.9,539.3,908.3,155.5,195.5,202.9,206.1,217.9,279.0,18.6,767.4,256.7,147.6,637.1,842.3,710.5,239.4,271.9,854.4,173.3,747.8,142.9,489.9,211.4,269.2,3046.5,318.5,826.4,226.3,94.1,798.5,169.2,657.3,930.3,313.1,791.1,558.1,753.9,875.5,755.1,500.2,852.7,750.2,109.7,497.8,809.9,926.1,194.2,207.5,45.7,771.2,306.5,194.4,798.3,183.2,170.4,861.9,164.6,357.1,154.0,816.0,295.4,668.6,531.1,693.5,739.4,842.3,427.6,217.9,809.3,292.3,213.0,214.0,705.8,238.9,904.4,831.6,725.6,849.5,626.3,35.1,246.5,804.4,112.4,690.5,568.7,0.0,862.7,422.1,247.0,84.3,500.3,52.2,853.3,282.7,896.4,888.5,423.1,172.3,726.6,287.3,769.8,721.4,882.7,170.0,783.2,745.0,824.4,264.8,408.9,852.2,829.7,741.7,307.1,130.6,738.6,198.1,349.9,807.6
UK,761.3,768.2,849.3,256.5,56.0,216.7,472.9,835.7,226.8,324.6,195.6,81.2,716.4,265.2,650.1,881.0,627.5,839.4,912.8,404.8,103.5,841.4,742.9,888.8,821.9,903.8,750.1,831.5,270.9,708.2,831.4,301.7,96.6,232.0,756.9,665.5,30.3,829.8,251.3,815.5,531.2,744.8,759.9,3485.4,712.1,36.2,677.8,766.7,302.0,785.0,321.9,116.7,747.8,312.6,531.3,275.4,72.0,137.1,473.4,10.0,142.0,819.0,471.0,86.7,110.2,742.3,755.6,794.4,274.7,751.5,860.6,140.7,869.1,856.3,201.8,793.8,679.9,804.4,92.8,981.3,333.2,504.3,197.0,323.0,209.7,553.0,903.8,170.0,978.2,898.9,899.9,281.0,854.7,88.5,199.0,262.3,87.9,290.9,861.7,932.4,89.1,816.8,274.2,428.6,850.3,0.0,479.3,932.9,795.4,473.5,860.6,57.4,968.6,80.5,59.0,589.2,858.2,310.3,680.9,314.4,266.9,77.9,855.9,286.7,266.5,114.6,950.7,590.2,86.2,169.6,263.2,662.3,841.7,260.1,884.0,672.7,311.1
UY,321.4,328.3,409.4,304.8,523.5,405.2,131.7,395.8,415.3,297.0,324.1,488.2,275.0,393.7,170.7,441.1,148.1,399.5,472.9,171.3,540.3,401.5,303.0,448.9,386.6,463.9,310.2,391.6,399.4,268.3,391.5,269.1,480.6,342.5,317.0,225.6,486.4,389.9,374.5,375.6,84.8,300.7,320.0,3072.7,272.2,458.4,237.9,326.8,430.5,345.1,289.3,562.3,307.9,423.1,190.1,385.9,507.5,392.7,132.2,484.7,382.2,379.1,129.8,441.9,558.1,302.4,315.7,354.5,403.2,311.6,420.7,430.3,429.2,416.4,493.9,353.9,212.9,364.5,448.0,541.4,300.6,163.1,325.5,371.4,474.3,73.6,463.9,441.3,538.3,461.7,460.0,337.8,414.8,536.4,463.6,357.6,481.5,258.3,421.8,492.5,436.4,376.9,322.5,200.7,410.4,494.7,0.0,493.0,355.5,132.3,420.7,485.3,528.7,528.4,520.5,109.8,418.3,358.6,241.0,401.8,353.4,514.7,416.0,415.2,377.0,456.4,510.8,157.2,484.2,461.7,373.7,222.4,401.8,370.6,444.1,219.3,443.9
UZ,249.2,269.3,119.9,741.6,960.3,842.0,568.5,225.9,852.1,733.8,760.9,925.0,368.5,830.5,471.1,53.7,493.7,209.6,77.8,608.1,977.1,132.0,231.5,101.8,242.1,194.4,315.0,278.5,836.2,353.4,201.6,705.9,911.1,779.3,275.4,340.7,923.2,227.3,816.6,196.9,558.7,370.7,305.2,3084.4,387.3,895.2,295.1,242.7,867.3,205.2,726.1,999.1,349.1,859.9,626.9,822.7,944.3,823.9,569.0,921.5,819.0,186.9,566.6,878.7,994.9,230.2,243.5,272.6,840.0,342.5,192.0,867.1,114.8,126.9,930.7,214.0,425.9,208.0,884.8,57.8,737.4,599.9,762.3,808.2,911.1,496.4,194.4,878.1,45.2,144.6,81.8,774.6,274.9,973.2,900.4,794.4,918.3,695.1,251.9,126.9,873.2,145.0,759.3,637.5,259.8,931.5,490.9,0.0,224.0,569.1,285.5,922.1,134.7,965.2,957.3,491.9,75.8,795.4,356.1,838.6,790.2,951.5,76.9,852.0,813.8,893.2,17.8,477.7,921.0,898.5,810.5,375.9,254.0,807.4,174.6,418.7,876.4
VE,170.5,45.2,140.8,608.0,826.7,708.4,434.9,41.7,718.5,600.2,627.3,791.4,200.1,696.9,337.5,172.5,360.1,112.9,204.3,474.5,843.5,132.9,152.8,180.3,163.4,195.3,236.3,85.6,702.6,191.9,104.9,572.3,777.5,645.7,196.7,207.1,789.6,130.6,683.0,100.2,425.1,146.6,226.5,2998.7,253.7,761.6,161.5,18.6,733.7,126.5,592.5,865.5,270.4,726.3,493.3,689.1,810.7,690.3,435.4,787.9,685.4,67.0,433.0,745.1,861.3,151.5,164.8,48.5,706.4,263.8,151.7,733.5,160.6,147.8,797.1,121.9,292.3,111.3,751.2,272.8,603.8,466.3,628.7,674.6,777.5,362.8,195.3,744.5,269.7,190.4,191.4,641.0,196.2,839.6,766.8,660.8,784.7,561.5,88.9,223.9,739.6,108.3,625.7,503.9,96.8,797.9,357.3,224.4,0.0,435.5,114.7,788.5,260.1,831.6,823.7,358.3,149.7,661.8,222.5,705.0,656.6,817.9,147.4,718.4,680.2,759.6,242.2,344.1,787.4,764.9,676.9,242.3,46.2,673.8,175.5,285.1,742.8
VF,602.1,609.0,690.1,172.4,391.1,272.8,213.0,676.5,282.9,164.6,191.7,355.8,557.2,261.3,390.2,721.8,367.6,680.2,753.6,38.9,407.9,682.2,583.7,729.6,662.7,744.6,590.9,672.3,267.0,549.0,672.2,136.7,341.9,210.1,597.7,506.3,354.0,670.6,247.4,656.3,271.3,585.6,600.7,3153.8,552.9,326.0,518.6,607.5,298.1,625.8,156.9,429.9,588.6,290.7,57.7,253.5,375.1,254.7,213.5,352.3,249.8,659.8,211.1,309.5,425.7,583.1,596.4,635.2,270.8,592.3,701.4,297.9,709.9,697.1,361.5,634.6,520.7,645.2,315.6,822.1,168.2,30.7,193.1,239.0,341.9,293.1,744.6,308.9,819.0,739.7,740.7,205.4,695.5,404.0,331.2,225.2,349.1,125.9,702.5,773.2,304.0,657.6,190.1,168.7,691.1,362.3,219.4,773.7,636.2,0.0,701.4,352.9,809.4,396.0,388.1,329.3,699.0,226.2,521.7,269.4,221.0,382.3,696.7,282.8,244.6,324.0,791.5,330.3,351.8,329.3,241.3,503.1,682.5,238.2,724.8,513.5,307.2
VJ,246.5,92.3,196.7,693.2,911.9,793.6,520.1,146.5,803.7,685.4,712.5,876.6,285.3,782.1,422.7,228.4,445.3,188.9,260.2,559.7,928.7,188.8,228.8,236.2,239.4,251.2,312.3,39.0,787.8,277.1,180.9,657.5,862.7,730.9,272.7,292.3,874.8,206.6,768.2,176.2,510.3,231.8,302.5,3079.8,338.9,846.8,246.7,114.5,818.9,202.5,677.7,950.7,346.4,811.5,578.5,774.3,895.9,775.5,520.6,873.1,770.6,143.0,518.2,830.3,946.5,227.5,240.8,66.1,791.6,339.8,227.7,818.7,216.5,203.7,882.3,197.9,377.5,187.3,836.4,328.7,689.0,551.5,713.9,759.8,862.7,448.0,251.2,829.7,325.6,246.3,247.3,726.2,272.2,924.8,852.0,746.0,869.9,646.7,43.1,279.8,824.8,145.7,710.9,589.1,42.3,883.1,442.5,280.3,104.7,520.7,0.0,873.7,316.0,916.8,908.9,443.5,205.6,747.0,307.7,790.2,741.8,903.1,203.3,803.6,765.4,844.8,298.1,429.3,872.6,850.1,762.1,327.5,151.0,759.0,231.4,370.3,828.0
VM,758.6,765.5,846.6,253.8,76.9,194.7,470.2,833.0,204.8,321.9,192.9,117.4,713.7,261.6,647.4,878.3,624.8,836.7,910.1,402.1,101.1,838.7,740.2,886.1,819.2,901.1,747.4,828.8,267.3,705.5,828.7,299.0,74.6,229.3,754.2,662.8,16.5,827.1,247.7,812.8,528.5,742.1,757.2,3411.0,709.4,72.4,675.1,764.0,298.4,782.3,319.2,76.7,745.1,309.9,528.6,272.7,92.9,134.4,470.7,46.1,139.3,816.3,468.3,50.5,70.2,739.6,752.9,791.7,271.1,748.8,857.9,118.7,866.4,853.6,179.8,791.1,677.2,801.7,44.9,978.6,330.5,501.6,194.3,320.3,187.7,550.3,901.1,148.0,975.5,896.2,897.2,278.3,852.0,48.5,177.0,259.6,124.1,288.2,859.0,929.7,67.1,814.1,271.5,425.9,847.6,36.1,476.6,930.2,792.7,470.8,857.9,0.0,965.9,40.5,79.9,586.5,855.5,307.6,678.2,311.7,264.2,98.8,853.2,283.1,263.8,92.6,948.0,587.5,64.2,147.6,260.5,659.6,839.0,257.4,881.3,670.0,307.5
VO,254.8,274.9,125.5,747.2,965.9,847.6,574.1,231.5,857.7,739.4,766.5,930.6,374.1,836.1,476.7,147.7,499.3,215.2,46.7,613.7,982.7,137.6,237.1,49.6,247.7,200.0,320.6,284.1,841.8,359.0,207.2,711.5,916.7,784.9,281.0,346.3,928.8,232.9,822.2,202.5,564.3,376.3,310.8,3093.6,392.9,900.8,300.7,248.3,872.9,210.8,731.7,1004.7,354.7,865.5,632.5,828.3,949.9,829.5,574.6,927.1,824.6,192.5,572.2,884.3,1000.5,235.8,249.1,278.2,845.6,348.1,197.6,872.7,74.4,132.5,936.3,219.6,431.5,213.6,890.4,183.5,743.0,605.5,767.9,813.8,916.7,502.0,200.0,883.7,170.9,104.2,166.6,780.2,280.5,978.8,906.0,800.0,923.9,700.7,257.5,74.7,878.8,150.6,764.9,643.1,265.4,937.1,496.5,125.6,229.6,574.7,291.1,927.7,0.0,970.8,962.9,497.5,124.9,801.0,361.7,844.2,795.8,957.1,104.5,857.6,819.4,898.8,143.4,483.3,926.6,904.1,816.1,381.5,259.6,813.0,180.2,424.3,882.0
VP,785.6,792.5,873.6,280.8,112.4,210.2,497.2,860.0,220.3,348.9,219.9,152.9,739.2,277.1,674.4,905.3,651.8,863.7,937.1,429.1,79.2,865.7,767.2,913.1,850.8,928.1,774.4,855.8,282.8,732.5,855.7,326.0,90.1,256.3,781.2,689.8,52.0,854.1,257.9,839.8,555.5,769.1,784.2,3438.0,736.4,107.9,702.1,791.0,313.9,809.3,346.2,36.1,772.1,336.9,555.6,299.7,128.4,155.8,497.7,81.6,166.3,843.3,495.3,83.5,29.6,766.6,779.9,818.7,286.6,775.8,892.4,134.2,893.4,880.6,195.3,818.1,704.2,828.7,77.9,1005.6,357.5,528.6,221.3,344.2,203.2,577.3,928.1,163.5,1002.5,925.9,924.2,305.3,879.0,26.6,192.5,281.5,159.6,315.2,886.0,956.7,82.6,841.1,305.3,452.9,874.6,71.6,503.6,957.2,819.7,497.8,884.9,32.9,992.9,0.0,115.4,613.5,882.5,334.6,705.2,338.7,291.2,103.6,880.2,298.6,290.8,108.1,975.2,614.5,79.7,163.1,287.5,686.6,866.0,284.4,908.3,697.0,327.3
VW,799.7,806.6,887.7,294.9,3.0,260.5,512.0,874.1,270.6,363.0,234.0,89.9,753.3,319.4,688.5,919.4,665.9,877.8,954.5,443.2,124.1,879.8,781.3,927.2,864.9,942.2,788.5,869.9,325.1,746.6,869.8,340.1,140.4,270.4,795.3,703.9,74.1,868.2,305.5,853.9,569.6,779.0,798.3,3482.5,750.5,113.3,716.2,805.1,356.2,823.4,360.3,146.1,786.2,351.0,569.7,313.8,13.0,185.7,511.8,89.0,196.2,857.4,509.4,140.9,152.6,780.7,794.0,832.8,328.9,789.9,906.5,184.5,907.5,894.7,245.6,832.2,718.3,842.8,146.2,1019.7,371.6,542.7,235.4,361.4,253.5,591.4,942.2,213.8,1016.6,940.0,938.3,319.4,893.1,132.3,242.8,300.7,83.2,329.3,900.1,970.8,132.9,855.2,312.6,467.0,888.7,79.0,517.7,971.3,833.8,511.9,899.0,101.2,1007.0,124.3,0.0,627.6,896.6,348.7,719.3,352.8,305.3,98.5,894.3,340.9,304.9,158.4,989.3,628.6,130.0,213.4,301.6,700.7,880.1,298.5,922.4,711.1,369.6
VX,315.8,322.7,403.8,402.0,620.7,502.4,228.9,390.2,512.5,394.2,421.3,585.4,270.9,490.9,60.8,435.5,38.2,393.9,467.3,268.5,637.5,395.9,297.4,443.3,376.4,458.3,304.6,386.0,496.6,262.7,385.9,366.3,571.5,439.7,311.4,220.0,583.6,384.3,477.0,370.0,182.0,299.3,314.4,3100.5,266.6,555.6,232.3,321.2,527.7,339.5,386.5,659.5,302.3,520.3,287.3,483.1,604.7,484.3,229.4,581.9,479.4,373.5,227.0,539.1,655.3,296.8,310.1,348.9,500.4,306.0,415.1,527.5,423.6,410.8,591.1,348.3,103.0,358.9,545.2,535.8,397.8,260.3,422.7,468.6,571.5,147.8,458.3,538.5,532.7,453.4,454.4,435.0,409.2,633.6,560.8,454.8,578.7,355.5,416.2,486.9,533.6,371.3,419.7,297.9,404.8,591.9,97.1,487.4,349.9,229.5,415.1,582.5,523.1,625.6,617.7,0.0,412.7,455.8,235.4,499.0,450.6,611.9,410.4,512.4,474.2,553.6,505.2,151.6,581.4,558.9,470.9,216.8,396.2,467.8,438.5,109.4,536.8
WA,184.5,204.6,55.2,676.9,895.6,777.3,503.8,161.2,787.4,669.1,696.2,860.3,303.8,765.8,406.4,22.7,429.0,144.9,87.1,543.4,912.4,67.3,166.8,69.8,177.4,129.7,250.3,213.8,771.5,288.7,136.9,641.2,846.4,714.6,210.7,276.0,858.5,162.6,751.9,132.2,494.0,306.0,240.5,3023.3,322.6,830.5,230.4,178.0,802.6,140.5,661.4,934.4,284.4,795.2,562.2,758.0,879.6,759.2,504.3,856.8,754.3,122.2,501.9,814.0,930.2,165.5,178.8,207.9,775.3,277.8,127.3,802.4,50.1,62.2,866.0,149.3,361.2,143.3,820.1,123.0,672.7,535.2,697.6,743.5,846.4,431.7,129.7,813.4,132.6,79.9,41.6,709.9,210.2,908.5,835.7,729.7,853.6,630.4,187.2,113.4,808.5,80.3,694.6,572.8,195.1,866.8,426.2,87.3,159.3,504.4,220.8,857.4,144.0,900.5,892.6,427.2,0.0,730.7,291.4,773.9,725.5,886.8,10.3,787.3,749.1,828.5,105.1,413.0,856.3,833.8,745.8,311.2,189.3,742.7,109.9,354.0,811.7
WE,604.4,611.3,692.4,33.2,344.7,210.4,316.0,678.8,220.5,125.7,139.4,309.4,559.5,197.3,493.2,724.1,470.6,682.5,755.9,247.9,361.5,684.5,586.0,731.9,665.0,746.9,593.2,674.6,203.0,551.3,674.5,144.8,329.8,146.1,600.0,508.6,388.0,672.9,183.4,658.6,374.3,587.9,603.0,3256.8,555.2,279.6,520.9,609.8,234.1,628.1,165.0,466.2,590.9,226.7,374.4,189.5,328.7,260.7,316.5,305.9,255.8,662.1,314.1,263.1,459.7,585.4,598.7,637.5,206.8,594.6,703.7,285.8,712.2,699.4,302.4,636.9,523.0,647.5,269.2,824.4,176.3,347.4,140.8,12.7,279.5,396.1,746.9,246.5,821.3,742.0,743.0,101.5,697.8,438.0,268.8,63.9,302.7,134.0,704.8,775.5,257.6,659.9,28.8,271.7,693.4,315.9,322.4,776.0,638.5,316.6,703.7,386.9,811.7,430.0,341.7,432.3,701.3,0.0,524.0,72.3,59.7,335.9,699.0,218.8,180.6,311.9,793.8,433.3,339.7,270.2,177.3,505.4,684.8,174.2,727.1,515.8,243.2
WI,188.6,195.5,276.6,473.7,692.4,574.1,300.6,263.0,584.2,465.9,493.0,657.1,143.7,562.6,203.2,308.3,225.8,266.7,340.1,340.2,709.2,268.7,170.2,316.1,249.2,331.1,177.4,258.8,568.3,135.5,258.7,438.0,643.2,511.4,184.2,16.3,655.3,257.1,548.7,242.8,290.8,172.1,187.2,2973.3,31.1,627.3,105.1,194.0,599.4,212.3,458.2,731.2,175.1,592.0,359.0,554.8,676.4,556.0,301.1,653.6,551.1,246.3,298.7,610.8,727.0,169.6,182.9,221.7,572.1,178.8,287.9,599.2,296.4,283.6,662.8,221.1,158.0,231.7,616.9,408.6,469.5,332.0,494.4,540.3,643.2,228.5,331.1,610.2,405.5,326.2,327.2,506.7,282.0,705.3,632.5,526.5,650.4,427.2,289.0,359.7,605.3,244.1,491.4,369.6,277.6,663.6,223.0,360.2,222.7,301.2,287.9,654.2,395.9,697.3,689.4,224.0,285.5,527.5,0.0,570.7,522.3,683.6,283.2,584.1,545.9,625.3,378.0,209.8,653.1,630.6,542.6,108.0,269.0,539.5,311.3,150.8,608.5
