from_stop,AL,AO,AV,BF,BI,BK,BM,BQ,BR,CH,CI,CR,CS,CT,CZ,DA,DD,DF,DK,DL,DN,DO,EB,EI,EJ,EK,EL,EO,ES,EU,FB,FF,FU,FW,FX,GC,GJ,GL,GS,GV,GX,HK,HR,HS,HU,HV,HZ,IG,IJ,IQ,JA,JE,JF,JZ,KF,KJ,KL,KM,KN,KU,KW,KX,KY,LB,LE,LG,LO,LR,LW,MA,MD,MJ,MM,MO,MR,MW,MY,NE,NO,NQ,NR,NT,NU,NW,OI,OQ,OX,OZ,PC,PH,PJ,PK,PQ,PR,PS,PZ,QD,QE,QG,QK,QN,RB,RC,RE,RH,RL,RT,RW,SA,SJ,SL,SM,SP,SQ,SX,SY,TC,TD,TE,TL,TU,UA,UB,UD,UF,UG,UN,UQ,UT,UZ,VE,VK,VL,VQ,VT,WF,WH,WL,WO,WP,WU,WV,XA,XD,XF,XH,XQ,XT,XX,YB,YH,YQ,YV,YY,YZ,ZB,ZP,ZV,ZX
NU,647.8,660.5,166.6,242.3,64.1,428.7,719.2,727.2,284.6,691.1,447.6,673.4,285.0,1.2,174.7,371.9,527.5,525.2,389.2,218.4,249.8,538.0,597.1,542.5,538.6,357.7,86.2,401.3,536.5,369.5,315.5,230.6,322.0,284.1,511.8,526.9,428.3,713.9,336.0,723.6,690.6,686.3,688.8,572.0,471.6,266.0,93.1,704.6,338.4,581.4,570.4,677.1,456.1,546.2,272.6,374.8,1433.7,318.1,500.5,558.4,81.5,632.0,249.7,343.5,184.1,578.6,501.0,607.4,346.8,612.2,680.7,624.7,552.0,344.5,398.7,645.2,598.1,550.4,687.2,569.2,594.4,572.2,0.0,193.4,493.0,631.6,558.2,397.9,157.5,572.1,584.9,438.5,290.4,575.2,712.4,624.5,392.0,566.9,276.6,459.9,417.4,324.4,637.9,144.0,241.3,375.7,464.5,732.8,668.7,606.7,607.3,615.0,578.6,627.2,438.4,521.7,212.1,568.9,724.7,328.6,541.6,557.0,604.9,30.0,515.0,561.1,659.1,551.4,693.4,143.1,637.5,19.8,473.1,273.2,403.5,676.1,708.1,660.4,315.8,596.7,55.9,567.1,517.6,23.0,720.6,639.8,363.9,546.9,552.2,703.6,173.5,449.6,318.0,627.9,580.0,440.7,690.2,199.4,608.6
NW,653.2,665.9,75.4,117.9,182.1,503.9,724.6,732.6,205.3,696.5,453.0,678.8,205.7,204.8,16.5,377.3,403.1,536.9,309.9,139.1,255.2,413.6,472.7,418.1,414.2,278.4,204.2,322.0,412.1,374.9,219.7,236.0,327.4,289.5,520.7,402.5,498.9,719.3,341.4,729.0,696.0,691.7,694.2,447.6,392.3,271.4,211.1,710.0,343.8,586.8,575.8,682.5,461.5,421.8,193.3,295.5,1439.1,193.7,509.4,563.8,192.9,637.4,170.4,348.9,40.0,454.2,506.4,612.8,352.2,617.6,686.1,630.1,427.6,349.9,404.1,650.6,603.5,426.0,692.6,444.8,470.0,577.6,203.5,0.0,501.9,637.0,563.6,318.6,66.3,447.7,460.5,443.9,295.8,450.8,717.8,629.9,397.4,572.3,282.0,468.8,422.8,329.8,643.3,70.1,246.7,284.5,469.9,738.2,674.1,612.1,482.9,620.4,454.2,632.6,314.0,540.4,217.5,574.3,730.1,352.0,417.2,562.4,610.3,174.1,390.6,436.7,534.7,427.0,698.8,63.8,513.1,184.3,352.5,278.6,408.9,681.5,713.5,665.8,191.4,602.1,173.9,442.7,526.5,186.2,726.0,645.2,284.6,552.3,427.8,709.0,82.3,455.0,323.4,633.3,585.4,336.4,695.6,25.1,614.0
OI,840.1,852.8,479.8,394.2,386.2,202.2,907.9,863.5,476.7,883.4,639.9,865.7,428.1,414.9,404.2,546.2,248.6,32.1,336.7,447.9,422.9,241.1,254.8,263.6,259.7,331.0,408.3,348.8,194.2,357.1,372.5,403.7,496.3,476.4,45.6,248.0,197.2,841.9,322.2,915.9,882.9,878.6,881.1,293.1,377.7,482.0,415.2,896.9,530.7,773.7,762.7,869.4,648.4,162.1,405.2,313.9,1458.2,346.5,7.4,750.7,497.8,824.3,441.8,535.8,463.0,290.3,693.3,799.7,539.1,804.5,873.0,817.0,255.1,536.8,591.0,837.5,790.4,266.3,879.5,289.1,276.7,764.5,416.2,422.9,0.0,823.9,750.5,342.7,488.9,254.4,288.0,630.8,463.5,296.3,848.7,816.8,584.3,759.2,449.7,43.0,609.7,497.5,830.2,493.1,414.4,366.1,656.8,862.1,861.0,799.0,289.6,807.3,281.7,819.5,225.6,28.6,385.2,761.2,852.7,576.1,294.2,749.3,797.2,446.3,236.1,202.8,127.7,284.4,885.7,372.6,106.1,436.1,264.1,465.5,595.8,868.4,836.1,852.7,344.2,789.0,378.0,219.4,51.4,390.3,856.9,832.1,324.8,739.2,241.1,895.9,472.9,641.9,491.1,820.2,772.3,248.0,882.5,448.1,800.9
OQ,77.0,104.7,736.2,765.4,624.0,760.7,148.4,195.7,751.9,170.9,231.7,136.6,752.3,652.7,642.0,526.8,893.4,857.2,856.5,685.7,553.0,885.9,905.1,908.4,904.5,825.0,646.1,868.6,844.5,443.0,782.8,435.4,469.1,381.4,843.8,863.8,760.3,158.1,612.6,167.8,119.8,122.6,133.0,937.9,938.9,549.2,653.0,148.8,327.7,231.4,220.3,106.3,214.0,818.3,739.9,842.1,1191.6,796.7,832.5,77.0,735.6,111.8,717.0,322.6,700.8,891.6,223.8,93.7,391.3,266.2,109.9,163.3,899.9,357.0,269.3,35.3,45.1,863.4,166.3,906.1,882.4,249.3,654.0,660.7,825.0,0.0,163.8,865.2,727.1,860.1,932.8,329.6,573.6,941.1,156.6,53.7,410.3,175.1,595.8,791.9,344.6,607.6,276.3,730.9,424.5,937.6,240.4,177.0,141.3,172.0,895.3,235.4,926.5,71.4,906.5,853.7,515.3,152.8,168.9,613.6,878.5,195.2,225.3,684.1,880.9,827.5,925.9,888.3,137.6,610.4,904.3,673.9,940.4,392.9,264.5,155.9,152.3,104.6,794.4,246.7,615.8,833.5,849.6,628.1,164.8,260.2,831.2,185.1,865.2,147.8,743.1,207.5,601.2,266.3,66.3,908.0,163.3,685.9,144.9
OX,168.6,148.6,635.8,665.0,523.6,660.3,240.0,215.3,651.5,179.2,149.3,161.5,651.9,552.3,541.6,426.4,793.0,756.8,756.1,585.3,452.6,785.5,804.7,808.0,804.1,724.6,545.7,768.2,744.1,379.0,682.4,335.0,386.7,281.0,743.4,763.4,659.9,202.0,512.2,211.7,211.4,174.4,176.9,837.5,838.5,448.8,552.6,192.7,227.3,67.5,56.4,192.3,131.6,717.9,639.5,741.7,1273.5,696.3,732.1,113.5,635.2,120.1,616.6,222.2,600.4,791.2,59.9,148.2,290.9,102.3,201.5,66.4,799.5,256.6,186.9,133.3,118.9,763.0,175.3,805.7,782.0,85.4,553.6,560.3,724.6,152.4,0.0,764.8,626.7,759.7,832.4,247.2,473.2,840.7,200.5,145.3,309.9,59.2,479.4,691.5,262.2,507.2,134.8,630.5,324.1,837.2,83.0,220.9,156.8,48.4,794.9,111.9,826.1,115.3,806.1,753.3,414.9,10.6,212.8,523.6,778.1,31.3,101.8,583.7,780.5,727.1,825.5,787.9,181.5,510.0,803.9,573.5,840.0,292.5,182.1,164.2,196.2,148.5,694.0,82.8,515.4,733.1,749.2,527.7,208.7,136.7,730.8,21.2,764.8,191.7,642.7,125.1,500.8,124.8,120.8,807.6,178.3,585.5,55.9
OZ,853.3,866.0,352.2,247.6,382.2,362.1,924.7,932.7,327.0,896.6,653.1,878.9,281.5,410.9,315.5,577.4,261.3,395.1,124.3,240.8,455.3,255.0,330.9,276.3,272.4,39.1,404.3,136.4,270.3,517.0,156.7,436.1,527.5,489.6,378.9,260.7,357.1,919.4,482.1,929.1,896.1,891.8,894.3,305.8,206.7,471.5,411.2,910.1,543.9,786.9,775.9,882.6,661.6,280.0,113.3,47.7,1618.1,172.8,367.6,763.9,469.7,837.5,292.1,549.0,316.5,312.4,706.5,812.9,552.3,817.7,886.2,830.2,269.0,550.0,604.2,850.7,803.6,284.2,892.7,303.0,316.6,777.7,412.2,334.2,360.1,837.1,763.7,0.0,343.1,305.9,301.9,644.0,495.9,309.0,917.9,830.0,597.5,772.4,482.1,327.0,622.9,529.9,843.4,346.9,446.8,292.7,670.0,938.3,874.2,812.2,305.7,820.5,295.6,832.7,136.3,398.6,417.6,774.4,930.2,552.1,275.4,762.5,810.4,442.3,248.8,294.9,392.9,285.2,898.9,256.5,371.3,432.1,146.0,478.7,609.0,881.6,913.6,865.9,175.1,802.2,374.0,300.9,384.7,386.3,926.1,845.3,32.9,752.4,286.0,909.1,359.1,655.1,523.5,833.4,785.5,113.6,895.7,331.8,814.1
PC,720.0,732.7,9.0,84.4,221.0,470.4,791.4,799.4,231.4,763.3,519.8,745.6,182.8,158.1,83.2,444.1,369.6,503.4,326.1,205.9,322.0,380.1,439.2,384.6,380.7,294.6,243.1,338.2,378.6,441.7,186.2,302.8,394.2,356.3,487.2,369.0,465.4,786.1,408.2,795.8,762.8,758.5,761.0,414.1,408.5,338.2,250.0,776.8,410.6,653.6,642.6,749.3,528.3,388.3,229.0,311.7,1505.9,160.2,475.9,630.6,146.2,704.2,196.5,415.7,26.2,420.7,573.2,679.6,419.0,684.4,752.9,696.9,394.1,416.7,470.9,717.4,670.3,392.5,759.4,411.3,436.5,644.4,156.8,66.7,468.4,703.8,630.4,334.8,0.0,414.2,427.0,510.7,362.6,417.3,784.6,696.7,464.2,639.1,348.8,435.3,489.6,396.6,710.1,23.4,313.5,218.1,536.7,805.0,740.9,678.9,449.4,687.2,420.7,699.4,280.5,506.9,284.3,641.1,796.9,418.8,383.7,629.2,677.1,127.4,357.1,403.2,501.2,393.5,765.6,130.6,479.6,137.6,319.0,345.4,475.7,748.3,780.3,732.6,157.9,668.9,212.8,409.2,493.0,179.9,792.8,712.0,300.8,619.1,394.3,775.8,15.9,521.8,390.2,700.1,652.2,302.9,762.4,41.5,680.8
PH,891.7,904.4,419.3,333.7,497.9,313.9,963.1,971.1,416.2,935.0,700.2,917.3,367.6,567.7,459.6,657.9,167.8,243.3,276.2,416.4,534.6,175.9,145.7,189.9,157.8,270.5,520.0,288.3,85.1,468.8,312.0,515.4,608.0,588.1,285.1,122.4,308.9,957.8,382.4,967.5,934.5,930.2,932.7,196.1,317.2,593.7,526.9,948.5,635.4,825.3,814.3,921.0,700.0,113.3,344.7,253.4,1569.9,286.0,268.0,802.3,555.8,875.9,381.3,630.3,402.6,81.0,744.9,851.3,650.8,856.1,924.6,868.6,162.0,664.7,651.3,889.1,842.0,59.6,931.1,164.7,85.4,816.1,566.4,443.1,275.5,875.5,802.1,282.2,428.4,0.0,151.4,691.1,575.2,190.7,956.3,868.4,696.0,810.8,561.4,318.6,724.9,609.2,881.8,433.0,526.1,305.6,708.4,976.7,912.6,850.6,98.3,858.9,152.2,871.1,165.1,246.8,496.9,812.8,968.6,687.8,137.1,800.9,848.8,537.0,130.5,48.6,241.1,146.9,937.3,450.1,219.5,547.2,203.6,577.2,656.1,920.0,952.0,904.3,283.7,840.6,489.7,66.7,279.3,502.0,964.5,883.7,264.3,790.8,97.9,947.5,412.4,693.5,602.8,871.8,823.9,187.5,934.1,417.9,852.5
PJ,958.5,971.2,444.0,358.4,504.6,320.6,1029.9,981.9,440.9,1001.8,758.3,984.1,392.3,533.3,484.3,664.6,232.9,359.9,300.9,441.1,541.3,74.2,295.7,277.8,222.9,285.9,526.7,313.0,235.1,475.5,336.7,522.1,614.7,594.8,337.4,140.7,315.6,960.3,440.6,1034.3,1001.3,997.0,999.5,261.2,341.9,600.4,533.6,1015.3,649.1,892.1,881.1,987.8,766.8,244.8,360.1,268.8,1643.5,310.7,326.1,869.1,580.5,942.7,406.0,654.2,427.3,69.0,811.7,918.1,657.5,922.9,991.4,935.4,135.3,655.2,709.4,955.9,908.8,136.9,997.9,120.5,254.9,882.9,534.6,467.8,318.6,942.3,868.9,297.6,453.1,167.1,0.0,749.2,581.9,255.8,967.1,935.2,702.7,877.6,568.1,285.5,728.1,615.9,948.6,457.7,532.8,330.3,775.2,980.5,979.4,917.4,244.0,925.7,50.5,937.9,189.8,363.4,503.6,879.6,971.1,694.5,155.4,867.7,915.6,561.7,195.6,215.8,357.7,164.6,1004.1,474.8,336.1,554.5,228.3,583.9,714.2,986.8,954.5,971.1,308.4,907.4,496.4,192.1,343.2,508.7,975.3,950.5,279.7,857.6,95.0,1014.3,437.1,760.3,609.5,938.6,890.7,212.2,1000.9,442.6,919.3
PK,342.5,355.2,505.0,534.2,392.8,529.5,413.9,421.9,520.7,385.8,119.1,368.1,521.1,421.5,410.8,295.6,662.2,626.0,625.3,454.5,321.8,654.7,731.8,677.2,673.3,593.8,414.9,637.4,671.2,276.5,551.6,204.2,268.3,150.2,612.6,660.9,529.1,408.6,381.4,418.3,385.3,381.0,383.5,706.7,707.7,318.0,421.8,399.3,96.5,293.1,282.1,371.8,137.3,615.4,508.7,610.9,1352.6,565.5,601.3,253.1,504.4,326.7,485.8,91.4,469.6,688.7,212.7,302.1,160.1,323.9,375.4,336.4,668.7,125.8,70.2,339.9,292.8,660.5,381.9,702.7,679.5,283.9,422.8,429.5,593.8,326.3,269.9,634.0,495.9,657.2,701.6,0.0,342.4,709.9,407.1,319.2,179.1,278.6,348.6,560.7,143.8,376.4,349.6,499.7,193.3,706.4,176.2,427.5,363.4,318.4,692.4,326.7,695.3,321.9,639.2,622.5,284.1,280.6,419.4,392.8,675.6,268.7,316.6,452.9,649.7,624.6,694.7,685.4,388.1,379.2,673.1,442.7,709.2,161.7,75.0,370.8,402.8,355.1,563.2,308.4,384.6,630.6,618.4,396.9,415.3,351.5,600.0,258.6,662.3,398.3,511.9,144.0,370.0,339.6,274.7,676.8,384.9,454.7,320.3
PQ,620.8,633.5,370.2,399.4,258.0,439.2,692.2,700.2,385.9,664.1,426.3,646.4,386.3,286.7,276.0,362.7,571.9,535.7,490.5,319.7,169.0,564.4,641.5,586.9,583.0,459.0,280.1,502.6,580.9,155.1,416.8,167.8,312.8,292.9,522.3,571.3,438.8,686.9,291.1,696.6,663.6,659.3,661.8,616.4,572.9,51.6,287.0,677.6,361.5,551.4,540.4,650.1,426.1,590.6,373.9,476.1,1440.9,430.7,511.0,531.4,369.6,605.0,351.0,356.4,334.8,650.1,471.0,580.4,355.6,582.2,653.7,594.7,578.4,353.3,377.4,618.2,571.1,594.8,660.2,612.4,654.8,542.2,288.0,294.7,503.5,604.6,528.2,499.2,361.1,616.5,611.3,417.2,0.0,619.6,685.4,597.5,400.8,536.9,195.8,470.4,426.2,33.9,607.9,364.9,178.5,571.6,434.5,705.8,641.7,576.7,643.9,585.0,605.0,600.2,551.0,532.2,131.3,538.9,697.7,240.0,617.5,527.0,574.9,318.1,559.4,629.8,604.4,607.7,666.4,244.4,582.8,307.9,574.4,282.0,382.2,649.1,681.1,633.4,428.4,566.7,249.8,635.8,528.1,262.1,693.6,609.8,465.2,516.9,596.6,676.6,377.1,419.6,27.5,597.9,553.0,542.0,663.2,319.9,578.6
PR,957.0,969.7,434.4,348.8,513.0,329.0,1028.4,1036.4,431.3,1000.3,765.5,982.6,382.7,582.8,474.7,673.0,115.6,293.2,291.3,431.5,549.7,217.8,229.0,40.6,126.7,285.6,535.1,303.4,168.4,483.9,327.1,530.5,623.1,603.2,335.0,140.8,324.0,1023.1,447.7,1032.8,999.8,995.5,998.0,5.4,332.3,608.8,542.0,1013.8,700.7,890.6,879.6,986.3,765.3,178.1,359.8,268.5,1607.1,301.1,317.9,867.6,570.9,941.2,396.4,695.6,417.7,210.5,810.2,916.6,764.3,921.4,989.9,933.9,180.4,730.0,716.6,954.4,907.3,182.3,996.4,183.1,226.3,881.4,581.5,458.2,325.4,940.8,867.4,297.3,443.5,204.0,282.5,756.4,590.3,0.0,1021.6,933.7,783.3,876.1,576.5,368.5,790.2,624.3,947.1,448.1,541.2,320.7,773.7,1042.0,977.9,915.9,239.2,924.2,236.7,936.4,180.2,296.7,512.0,878.1,1033.9,702.9,155.5,866.2,914.1,552.1,78.5,193.0,291.0,165.3,1002.6,465.2,269.4,562.3,218.7,592.3,721.4,985.3,1017.3,969.6,298.8,905.9,504.8,199.0,329.2,517.1,1029.8,949.0,279.4,856.1,184.1,1012.8,427.5,758.8,617.9,937.1,889.2,202.6,999.4,433.0,917.8
PS,136.2,98.8,800.0,829.2,687.8,773.7,62.6,14.7,815.7,163.9,295.5,91.7,816.1,716.5,705.8,590.6,906.4,870.2,920.3,749.5,518.4,898.9,976.0,921.4,917.5,888.8,709.9,932.4,915.4,506.8,846.6,499.2,532.9,445.2,856.8,927.6,773.3,54.3,676.4,84.4,139.5,104.6,87.5,950.9,1002.7,613.0,716.8,105.1,391.5,262.6,251.5,122.5,277.8,882.1,803.7,905.9,1211.3,860.5,845.5,140.8,799.4,143.0,780.8,386.4,764.6,955.4,255.0,175.5,455.1,297.4,129.6,194.5,912.9,420.8,333.1,100.6,146.2,927.2,138.1,969.9,946.2,280.5,717.8,724.5,838.0,137.6,195.0,929.0,790.9,923.9,945.8,393.4,637.4,954.1,0.0,159.5,474.1,206.3,492.0,804.9,408.4,671.4,307.5,794.7,488.3,1001.4,278.1,74.5,87.0,203.2,959.1,266.6,939.5,74.9,883.4,866.7,556.8,184.0,65.1,509.8,942.3,226.4,256.5,747.9,893.9,891.3,938.9,952.1,109.4,674.2,917.3,737.7,921.9,456.7,328.3,187.1,48.5,78.7,858.2,277.9,679.6,897.3,862.6,691.9,8.2,291.4,895.0,216.3,929.0,87.9,806.9,271.3,665.0,297.5,148.1,971.8,135.1,749.7,176.1
PZ,23.2,123.8,717.9,747.1,605.7,730.0,94.6,141.9,730.0,177.1,213.4,82.8,734.0,634.4,623.7,508.5,875.1,838.9,838.2,667.4,534.7,864.0,886.8,890.1,886.2,806.7,627.8,850.3,826.2,424.7,764.5,417.1,450.8,363.1,825.5,861.7,742.0,195.2,594.3,186.9,66.0,68.8,152.1,919.6,913.1,530.9,634.7,171.5,309.4,213.2,202.1,56.1,195.7,800.0,721.6,823.8,1137.8,778.4,814.2,58.7,717.3,118.0,698.7,304.3,682.5,873.3,205.6,75.4,373.0,248.0,56.1,145.1,881.6,338.7,251.0,97.8,26.8,853.7,185.4,887.8,864.1,231.1,635.7,642.4,803.1,62.5,145.6,846.9,708.8,841.8,914.5,311.3,555.3,922.8,156.7,0.0,392.0,153.3,561.5,773.6,326.3,585.7,258.1,712.6,406.2,919.3,218.5,196.1,87.5,153.8,877.0,217.2,909.6,117.9,888.2,835.4,497.0,134.6,204.7,650.7,860.2,177.0,203.5,665.8,862.6,798.6,907.6,875.5,156.7,592.1,886.0,655.6,929.3,374.6,246.2,162.1,189.4,99.4,776.1,228.5,593.9,815.2,831.3,609.8,148.5,242.0,812.9,166.9,836.9,129.4,721.2,189.2,579.3,248.1,48.0,889.7,182.4,667.6,126.7
QD,360.9,373.6,451.0,480.2,338.8,475.5,432.3,440.3,466.7,404.2,160.7,386.5,467.1,367.5,356.8,241.6,608.2,572.0,571.3,400.5,267.8,600.7,677.8,623.2,619.3,539.8,360.9,583.4,617.2,229.9,497.6,150.2,191.7,96.2,558.6,607.6,475.1,427.0,327.4,436.7,403.7,399.4,401.9,652.7,653.7,264.0,367.8,417.7,51.5,294.5,283.5,390.2,169.2,626.9,454.7,556.9,1354.0,511.5,547.3,271.5,450.4,345.1,431.8,56.6,415.6,686.4,214.1,320.5,106.1,325.3,393.8,337.8,614.7,71.8,111.8,358.3,311.2,631.1,400.3,648.7,691.1,285.3,368.8,375.5,539.8,344.7,271.3,580.0,441.9,676.7,647.6,151.6,288.4,655.9,425.5,337.6,0.0,280.0,294.6,506.7,185.4,322.4,351.0,445.7,139.3,652.4,177.6,445.9,381.8,319.8,680.2,328.1,641.3,340.3,585.2,568.5,230.1,282.0,437.8,338.8,653.8,270.1,318.0,398.9,595.7,644.1,640.7,644.0,406.5,325.2,619.1,388.7,655.2,107.7,116.6,389.2,421.2,373.5,509.2,309.8,330.6,650.1,564.4,342.9,433.7,352.9,546.0,260.0,632.9,416.7,457.9,162.7,316.0,341.0,293.1,622.8,403.3,400.7,321.7
QE,182.8,162.8,652.8,682.0,540.6,664.9,250.6,229.5,668.5,193.4,166.3,175.7,668.9,569.3,558.6,443.4,810.0,773.8,773.1,602.3,469.6,802.5,821.7,825.0,821.1,741.6,562.7,785.2,761.1,396.0,699.4,352.0,403.7,298.0,760.4,780.4,676.9,216.2,529.2,225.9,225.6,188.6,191.1,854.5,848.0,465.8,569.6,206.9,244.3,102.5,91.4,206.5,148.6,734.9,656.5,758.7,1287.7,713.3,749.1,127.7,652.2,134.3,633.6,239.2,617.4,808.2,76.9,162.4,307.9,137.3,215.7,90.5,816.5,273.6,203.9,147.5,133.1,780.0,189.5,822.7,799.0,120.4,570.6,577.3,741.6,166.6,47.5,781.8,643.7,776.7,849.4,264.2,490.2,857.7,214.7,155.9,326.9,0.0,496.4,708.5,279.2,524.2,99.3,647.5,341.1,854.2,100.0,235.1,171.0,96.0,811.9,58.4,843.1,129.5,823.1,770.3,431.9,58.2,227.0,540.6,795.1,66.3,48.3,600.7,797.5,744.1,842.5,810.4,195.7,527.0,820.9,590.5,864.2,309.5,199.1,178.4,210.4,162.7,711.0,98.1,532.4,750.1,766.2,544.7,222.9,83.2,747.8,56.2,771.8,205.9,659.7,142.1,517.8,89.3,135.0,824.6,192.5,602.5,41.6
QG,547.1,559.8,374.8,404.0,244.6,388.4,539.6,491.7,390.5,590.4,346.9,572.7,390.9,273.3,280.6,271.2,521.1,484.9,495.1,324.3,26.3,513.6,590.7,536.1,532.2,463.6,266.7,507.2,530.1,250.8,421.4,129.9,221.3,183.4,471.5,520.5,388.0,470.1,295.7,500.2,589.9,585.6,588.1,565.6,577.5,147.3,273.6,520.9,237.7,480.7,469.7,576.4,355.4,539.8,378.5,480.7,1393.4,435.3,460.2,457.7,356.2,531.3,355.6,242.8,339.4,599.3,400.3,506.7,246.1,511.5,580.0,524.0,527.6,243.8,298.0,544.5,497.4,544.0,586.5,561.6,604.0,471.5,274.6,299.3,452.7,530.9,457.5,503.8,365.7,565.7,560.5,337.8,171.7,568.8,476.9,523.8,291.3,466.2,0.0,419.6,316.7,205.7,537.2,369.5,140.6,576.2,363.8,490.3,568.0,506.0,593.1,514.3,554.2,526.5,555.6,481.4,64.7,468.2,480.9,44.1,566.7,456.3,504.2,304.7,508.6,554.7,553.6,556.9,592.7,249.0,532.0,294.5,579.0,172.5,302.8,575.4,464.3,559.7,433.0,496.0,236.4,560.7,477.3,248.7,485.1,539.1,469.8,446.2,545.8,532.0,381.7,348.9,199.3,527.2,479.3,546.6,589.5,324.5,507.9
QK,797.0,809.7,436.7,351.1,343.1,159.1,868.4,820.4,433.6,840.3,596.8,822.6,385.0,371.8,361.1,503.1,205.5,65.2,293.6,404.8,379.8,198.0,275.1,220.5,216.6,287.9,365.2,305.7,214.5,314.0,329.4,360.6,453.2,433.3,51.8,204.9,154.1,798.8,279.1,872.8,839.8,835.5,838.0,250.0,334.6,438.9,372.1,853.8,487.6,730.6,719.6,826.3,605.3,195.2,362.1,270.8,1415.1,303.4,40.5,707.6,454.7,781.2,398.7,492.7,419.9,283.7,650.2,756.6,496.0,761.4,829.9,773.9,212.0,493.7,547.9,794.4,747.3,228.4,836.4,246.0,288.4,721.4,373.1,379.8,33.0,780.8,707.4,299.6,445.8,287.5,244.9,587.7,420.4,253.2,805.6,773.7,541.2,716.1,406.6,0.0,566.6,454.4,787.1,450.0,371.3,323.0,613.7,819.0,817.9,755.9,277.5,764.2,238.6,776.4,182.5,61.7,342.1,718.1,809.6,533.0,251.1,706.2,754.1,403.2,193.0,239.1,133.9,241.3,842.6,329.5,112.3,393.0,221.0,422.4,552.7,825.3,793.0,809.6,301.1,745.9,334.9,245.1,57.6,347.2,813.8,789.0,281.7,696.1,230.2,852.8,429.8,598.8,448.0,777.1,729.2,204.9,839.4,405.0,757.8
QN,328.7,341.4,501.2,530.4,389.0,525.7,400.1,408.1,516.9,372.0,105.3,354.3,517.3,417.7,407.0,277.5,658.4,622.2,621.5,450.7,318.0,650.9,728.0,673.4,669.5,590.0,411.1,633.6,667.4,280.1,547.8,200.4,187.6,146.4,608.8,657.8,525.3,394.8,377.6,404.5,371.5,367.2,369.7,702.9,703.9,314.2,418.0,385.5,147.9,280.3,269.3,358.0,123.5,677.1,504.9,607.1,1387.8,561.7,597.5,239.3,500.6,312.9,482.0,136.4,465.8,733.7,199.9,288.3,138.3,311.1,361.6,323.6,664.9,154.0,74.7,326.1,279.0,705.5,368.1,698.9,724.5,271.1,419.0,425.7,590.0,312.5,257.1,630.2,492.1,702.2,697.8,135.0,338.6,706.1,393.3,305.4,201.5,265.8,344.8,556.9,0.0,372.6,336.8,495.9,189.5,702.6,163.4,413.7,349.6,305.6,730.4,313.9,691.5,308.1,635.4,618.7,280.3,267.8,405.6,389.0,704.0,255.9,303.8,449.1,645.9,669.6,690.9,694.2,374.3,375.4,669.3,438.9,705.4,157.9,61.2,357.0,389.0,341.3,559.4,295.6,380.8,675.6,614.6,393.1,401.5,338.7,596.2,245.8,707.3,384.5,508.1,130.2,366.2,326.8,260.9,673.0,371.1,450.9,307.5
RB,644.3,657.0,393.7,422.9,281.5,450.3,712.1,723.7,409.4,687.6,449.8,669.9,409.8,310.2,299.5,386.2,595.4,559.2,514.0,343.2,192.5,587.9,665.0,610.4,606.5,482.5,303.6,526.1,604.4,178.6,440.3,191.3,336.3,316.4,545.8,594.8,462.3,710.4,314.6,720.1,687.1,682.8,685.3,639.9,596.4,75.1,310.5,701.1,385.0,574.9,563.9,673.6,449.6,614.1,397.4,499.6,1464.4,454.2,534.5,554.9,393.1,628.5,374.5,379.9,358.3,673.6,494.5,603.9,379.1,605.7,677.2,618.2,601.9,376.8,400.9,641.7,594.6,618.3,683.7,635.9,678.3,565.7,311.5,318.2,527.0,628.1,551.7,522.7,384.6,640.0,634.8,440.7,23.4,643.1,708.9,617.4,424.3,560.4,219.3,493.9,449.7,0.0,631.4,388.4,202.0,595.1,458.0,729.3,665.2,600.2,667.4,608.5,628.5,623.7,574.5,555.7,154.8,562.4,721.2,263.5,641.0,550.5,598.4,341.6,582.9,642.7,627.9,625.9,689.9,267.9,606.3,331.4,605.1,305.5,405.7,672.6,704.6,656.9,451.9,590.2,273.3,659.3,551.6,285.6,717.1,633.3,488.7,540.4,610.1,700.1,400.6,443.1,5.8,621.4,576.5,565.5,686.7,343.4,602.1
RC,263.9,243.9,741.1,770.3,628.9,765.6,335.3,310.6,756.8,274.5,254.6,256.8,757.2,657.6,646.9,531.7,898.3,862.1,861.4,690.6,557.9,890.8,910.0,913.3,909.4,829.9,651.0,873.5,849.4,484.3,787.7,440.3,492.0,386.3,848.7,868.7,765.2,297.3,617.5,307.0,306.7,269.7,272.2,942.8,943.8,554.1,657.9,288.0,332.6,130.1,138.2,287.6,236.9,823.2,744.8,847.0,1368.8,801.6,837.4,208.8,740.5,215.4,721.9,327.5,705.7,896.5,143.3,243.5,396.2,184.1,296.8,171.6,904.8,361.9,292.2,228.6,214.2,868.3,270.6,911.0,887.3,167.2,658.9,665.6,829.9,247.7,137.7,870.1,732.0,865.0,937.7,352.5,578.5,946.0,295.8,240.6,415.2,99.2,584.7,796.8,367.5,612.5,0.0,735.8,429.4,942.5,188.3,316.2,252.1,186.2,900.2,60.6,931.4,210.6,911.4,858.6,520.2,148.4,308.1,628.9,883.4,109.2,69.9,689.0,885.8,832.4,930.8,893.2,276.8,615.3,909.2,678.8,945.3,397.8,287.4,259.5,291.5,243.8,799.3,114.8,620.7,838.4,854.5,633.0,304.0,57.6,836.1,119.3,870.1,287.0,748.0,230.4,606.1,10.0,216.1,912.9,273.6,690.8,122.7
