from_stop,AH,AR,AT,AV,BD,BG,BR,BT,CB,CS,CU,CW,DB,DP,DR,DY,EC,ED,EI,EN,ES,EU,EV,EW,FA,FF,GG,GH,GK,GN,GO,GT,HA,HE,HG,HN,HO,HT,HX,IB,IE,IG,II,IO,IS,IX,IY,IZ,JE,JI,JO,JQ,JU,KI,KT,KW,LA,LE,LG,LH,LJ,LO,LU,LV,LW,LZ,MI,MO,NH,NQ,NV,NW,OF,OL,OR,OV,OW,PD,PL,PP,PR,QD,QK,QL,QQ,QR,QV,QW,RP,RY,SB,SJ,SM,ST,TB,TO,TW,TY,UF,UI,UQ,US,UT,UX,VF,VG,VL,WM,WT,WW,XF,XG,XH,YB,YE,YH,YP,YR,YX,YZ,ZD,ZH,ZO,ZQ,ZS,ZU,ZW
UQ,2596.5,3023.1,2979.7,2409.0,2144.8,2511.9,2850.1,2817.8,2759.0,2515.1,2868.3,2315.1,2433.9,2840.8,2674.3,2699.1,2858.2,2512.7,2147.3,2845.8,2244.3,2327.5,2683.9,2718.6,2942.6,2322.6,2349.5,2875.0,2975.1,2228.0,3003.4,2538.4,2791.7,2853.2,2558.2,2933.5,2308.5,2975.9,2609.5,2095.2,2717.2,2816.4,2735.0,2313.8,2843.9,2614.9,2707.0,2441.5,2855.9,2852.5,2478.6,2674.5,2808.9,2126.3,2824.6,2842.7,2860.0,2239.4,2671.3,2849.3,2439.6,2673.7,2296.7,2492.3,3034.4,2793.6,2505.1,2902.5,2722.0,2827.3,2732.3,2253.6,2752.9,2822.9,2958.9,2783.2,2326.0,2857.3,2920.8,2861.9,3008.6,2913.8,2867.9,2499.6,2076.2,2450.0,2211.5,2846.0,2378.4,2641.7,2416.6,2486.7,2838.0,2439.5,2968.8,2706.6,3011.8,2822.9,2410.4,2832.1,0.0,2707.2,2521.2,2683.9,2605.9,2837.3,2380.1,2459.5,2485.1,2269.6,2582.8,2384.3,2308.5,2935.4,2241.0,2397.9,2758.7,2841.1,2740.4,2671.3,2872.4,2953.9,2219.9,2343.4,2367.7,2147.4,2975.2
US,430.3,577.0,563.4,409.9,609.0,345.7,433.8,228.9,342.7,291.0,279.4,965.9,260.1,350.7,119.0,247.7,361.6,346.5,631.5,349.2,895.1,549.9,232.5,23.6,526.3,973.4,571.9,300.3,529.0,878.8,557.3,1189.2,366.4,264.3,608.6,487.4,959.3,529.8,757.4,811.4,110.3,400.1,40.0,964.6,255.0,163.5,118.1,378.7,409.8,436.2,254.5,934.3,361.2,556.6,341.4,262.9,271.1,723.6,116.0,260.4,253.2,100.4,947.5,1143.1,588.3,204.7,281.0,456.4,115.1,411.0,316.0,717.8,336.6,406.6,512.8,366.9,976.8,441.0,474.7,273.0,562.5,467.7,421.8,333.4,614.0,499.7,695.7,399.9,591.0,86.4,1067.4,327.5,249.1,1090.3,522.7,117.7,565.7,390.4,1061.2,399.6,2942.0,0.0,1172.0,77.0,130.3,327.2,1030.9,1110.3,1135.9,418.5,713.8,343.5,582.2,489.3,705.2,420.1,169.8,395.0,324.1,73.1,456.1,507.8,637.1,994.2,450.3,534.5,529.1
UT,1095.9,1473.5,1430.1,386.0,172.9,1011.3,1300.5,1328.9,1209.4,1014.5,1346.3,209.2,933.3,1291.2,1173.7,1198.5,1308.6,1012.1,237.9,1296.2,280.0,826.9,1183.3,1218.0,1393.0,277.6,848.9,1325.4,1425.5,296.3,1453.8,42.3,1242.1,1361.4,535.2,1383.9,215.8,1426.3,800.7,576.6,1216.6,1266.8,1234.4,346.5,1368.9,1114.3,1206.4,418.5,1306.3,1302.9,978.0,865.7,1259.3,625.7,1275.0,1293.1,1385.0,330.0,1197.4,1347.3,939.0,1173.1,329.4,31.1,1484.8,1293.0,1004.5,1352.9,1221.4,1277.7,1182.7,230.6,1203.3,1273.3,1409.3,1233.6,198.3,1307.7,1371.2,1352.7,1459.0,1364.2,1318.3,999.0,575.6,427.0,302.1,1296.4,355.4,1141.1,207.0,463.7,1307.3,139.4,1419.2,1206.0,1462.2,1273.3,103.0,1282.5,2725.2,1206.6,0.0,1183.3,1105.3,1287.7,170.5,134.4,38.3,769.0,774.0,883.7,285.5,1385.8,218.0,374.9,1258.1,1291.5,1190.8,1170.7,1322.8,1404.3,196.9,180.9,344.7,646.8,1425.6
UX,408.6,524.1,566.3,388.2,587.3,324.0,436.7,176.0,345.6,269.3,226.5,944.2,238.4,297.8,121.9,226.0,308.7,324.8,609.8,296.3,873.4,528.2,210.8,75.5,529.2,951.7,550.2,247.4,476.1,857.1,504.4,1167.5,313.5,211.4,586.9,434.5,937.6,476.9,760.3,789.7,33.2,403.0,91.9,942.9,202.1,141.8,69.8,357.0,356.9,439.1,232.8,937.2,308.3,534.9,288.5,210.0,218.2,701.9,118.9,207.5,231.5,103.3,925.8,1121.4,535.4,151.8,259.3,403.5,38.0,413.9,318.9,696.1,310.0,409.5,459.9,369.8,955.1,443.9,421.8,220.1,509.6,414.8,368.9,311.7,592.3,478.0,674.0,347.0,569.3,89.3,1045.7,305.8,196.2,1068.6,469.8,69.4,512.8,337.5,1039.5,346.7,2920.3,64.1,1150.3,0.0,108.6,274.3,1009.2,1088.6,1114.2,396.8,716.7,321.8,560.5,436.4,683.5,398.4,116.9,342.1,322.5,76.0,459.0,454.9,615.4,972.5,428.6,512.8,476.2
VF,327.9,529.4,497.3,307.5,506.6,243.3,352.1,245.7,282.2,188.6,296.2,863.5,157.7,358.4,101.9,117.3,375.8,244.1,529.1,363.4,792.7,447.5,102.1,146.5,460.2,871.0,469.5,317.1,492.7,776.4,521.0,1086.8,309.3,281.1,506.2,451.1,856.9,495.9,691.3,709.0,145.1,321.6,162.9,862.2,271.8,33.1,134.9,276.3,373.5,370.1,152.1,868.2,326.5,459.0,342.2,279.7,287.9,621.2,91.6,277.2,150.8,101.6,845.1,1040.7,552.0,221.5,178.6,420.1,149.9,344.9,249.9,607.7,270.5,340.5,476.5,305.6,875.1,374.9,438.4,289.8,526.2,431.4,385.5,231.0,511.6,397.3,593.3,363.6,488.6,69.6,965.0,225.1,265.9,987.9,486.4,134.5,529.4,340.5,958.8,349.7,2839.6,135.1,1069.6,111.8,0.0,354.9,928.5,1007.9,1033.5,316.1,647.7,241.1,479.8,453.0,602.8,317.7,186.6,358.7,258.0,99.2,390.0,471.5,534.7,891.8,347.9,432.1,492.8
VG,652.1,267.5,402.3,631.7,830.8,567.5,272.7,121.9,181.6,512.8,154.3,1122.8,481.9,66.2,383.4,437.6,116.6,568.3,853.3,104.2,1052.0,771.7,433.1,337.0,365.2,1130.3,793.7,133.4,219.5,1035.7,247.8,1346.1,74.6,169.4,830.4,177.9,1116.2,220.3,751.5,1033.2,336.7,239.0,353.4,1186.4,161.9,351.6,231.2,600.5,100.3,275.1,476.3,928.4,67.3,778.4,31.9,86.1,178.0,945.4,344.8,140.3,475.0,364.8,1169.3,1300.0,278.8,135.8,502.8,146.9,275.7,249.9,154.9,939.6,96.4,245.5,203.3,205.8,1133.7,279.9,165.2,160.7,253.0,158.2,112.3,555.2,835.8,721.5,917.5,90.4,812.8,350.8,1224.3,549.3,100.3,1247.2,213.2,278.5,256.2,123.9,1218.1,133.1,3054.9,325.6,1328.9,296.9,352.1,0.0,1187.8,1267.2,1292.8,640.3,707.9,565.3,804.0,179.8,927.0,641.9,174.6,85.5,108.9,337.5,295.0,198.3,858.9,1151.1,672.1,756.3,219.6
VL,937.8,1304.1,1272.0,284.8,51.7,853.2,1126.8,1170.8,1056.9,856.4,1188.2,51.1,775.2,1133.1,1015.3,1040.4,1150.5,854.0,116.7,1138.1,121.9,668.8,1025.2,1059.9,1234.9,119.5,690.8,1167.3,1267.4,138.2,1295.7,190.7,1084.0,1203.3,434.0,1225.8,57.7,1270.6,642.6,418.5,1058.5,1096.3,1076.3,188.4,1210.8,956.2,1048.3,317.3,1148.2,1144.8,819.9,707.6,1101.2,467.6,1116.9,1135.0,1226.9,208.8,1039.3,1189.2,780.9,1015.0,171.3,144.6,1326.7,1134.9,846.4,1194.8,1063.3,1119.6,1024.6,121.7,1045.2,1115.2,1251.2,1080.3,39.5,1149.6,1213.1,1194.6,1300.9,1206.1,1160.2,840.9,417.5,325.8,180.9,1138.3,254.2,983.0,36.5,362.5,1149.2,91.8,1261.1,1047.9,1304.1,1115.2,62.7,1124.4,2567.1,1048.5,173.5,1025.2,947.2,1129.6,0.0,111.8,137.4,610.9,615.9,709.6,184.3,1227.7,116.8,273.7,1100.0,1133.4,1032.7,1012.6,1164.7,1246.2,95.7,22.8,243.5,488.7,1267.5
WM,1049.3,1426.9,1383.5,339.4,126.3,964.7,1253.9,1282.3,1168.4,967.9,1299.7,162.6,886.7,1244.6,1126.8,1151.9,1262.0,965.5,191.3,1249.6,233.4,780.3,1136.7,1171.4,1346.4,231.0,802.3,1278.8,1378.9,249.7,1407.2,146.7,1195.5,1314.8,488.6,1337.3,169.2,1382.1,754.1,530.0,1170.0,1220.2,1187.8,299.9,1322.3,1067.7,1159.8,371.9,1259.7,1256.3,931.4,819.1,1212.7,579.1,1228.4,1246.5,1338.4,283.4,1150.8,1300.7,892.4,1126.5,282.8,100.6,1438.2,1246.4,957.9,1306.3,1174.8,1231.1,1136.1,176.3,1156.7,1226.7,1362.7,1187.0,151.0,1261.1,1324.6,1306.1,1412.4,1317.6,1271.7,952.4,529.0,380.4,255.5,1249.8,308.8,1094.5,160.4,417.1,1260.7,88.6,1372.6,1159.4,1415.6,1226.7,56.4,1235.9,2678.6,1160.0,129.5,1136.7,1058.7,1241.1,123.9,0.0,93.4,722.4,727.4,821.1,238.9,1339.2,171.4,328.3,1211.5,1244.9,1144.2,1124.1,1276.2,1357.7,150.3,134.3,298.1,600.2,1379.0
WT,1057.5,1435.1,1391.7,347.6,134.5,972.9,1262.1,1290.5,1171.0,976.1,1307.9,170.8,894.9,1252.8,1135.3,1160.1,1270.2,973.7,199.5,1257.8,241.6,788.5,1144.9,1179.6,1354.6,239.2,810.5,1287.0,1387.1,257.9,1415.4,53.2,1203.7,1323.0,496.8,1345.5,177.4,1387.9,762.3,538.2,1178.2,1228.4,1196.0,308.1,1330.5,1075.9,1168.0,380.1,1267.9,1264.5,939.6,827.3,1220.9,587.3,1236.6,1254.7,1346.6,291.6,1159.0,1308.9,900.6,1134.7,291.0,7.2,1446.4,1254.6,966.1,1314.5,1183.0,1239.3,1144.3,192.2,1164.9,1234.9,1370.9,1195.2,159.9,1269.3,1332.8,1314.3,1420.6,1325.8,1279.9,960.6,537.2,388.6,263.7,1258.0,317.0,1102.7,168.6,425.3,1268.9,101.0,1380.8,1167.6,1423.8,1234.9,64.6,1244.1,2686.8,1168.2,36.0,1144.9,1066.9,1249.3,132.1,96.0,0.0,730.6,735.6,845.3,247.1,1347.4,179.6,336.5,1219.7,1253.1,1152.4,1132.3,1284.4,1365.9,158.5,142.5,306.3,608.4,1387.2
WW,326.8,852.0,808.6,351.1,190.4,242.2,679.0,548.1,587.9,245.4,598.6,547.3,164.2,669.7,404.6,429.4,680.8,243.0,212.9,668.4,476.5,131.3,414.2,448.9,771.5,554.8,153.3,619.5,804.0,460.2,832.3,770.6,620.6,583.5,549.8,762.4,540.7,804.8,758.4,392.8,447.5,645.3,465.3,546.0,574.2,345.2,437.3,319.9,684.8,681.4,208.9,973.3,637.8,138.0,653.5,582.1,590.3,305.0,401.6,579.6,169.9,404.0,528.9,724.5,863.3,523.9,235.4,731.4,452.3,656.2,561.2,299.2,581.8,651.8,787.8,612.1,558.2,686.2,749.7,592.2,837.5,742.7,696.8,229.9,195.4,440.9,277.1,674.9,424.0,372.0,648.8,268.7,568.3,671.7,797.7,436.9,840.7,651.8,642.6,661.0,2523.4,437.5,753.4,414.2,336.2,646.4,612.3,691.7,717.3,0.0,714.8,114.6,354.1,764.3,286.6,361.3,489.0,670.0,569.3,401.6,701.3,782.8,265.5,575.6,391.5,115.9,804.1
XF,690.1,845.9,802.5,644.9,663.0,605.5,672.9,701.3,581.8,574.4,718.7,578.7,519.9,663.6,630.5,662.6,681.0,606.3,728.0,668.6,507.9,809.7,658.1,717.8,765.4,586.2,831.7,697.8,797.9,491.6,826.2,802.0,614.5,733.8,493.8,756.3,572.1,798.7,43.5,691.3,735.5,639.2,734.2,655.1,741.3,576.6,743.3,613.7,678.7,675.3,537.9,384.3,631.7,740.4,647.4,665.5,757.4,820.1,569.8,719.7,513.0,652.9,638.0,755.9,857.2,715.2,564.4,725.3,740.3,650.1,555.1,740.7,575.7,645.7,781.7,606.0,589.6,680.1,743.6,725.1,831.4,736.6,690.7,593.2,690.3,734.7,792.2,668.8,826.0,599.4,680.2,587.3,679.7,703.1,791.6,742.9,834.6,645.7,674.0,654.9,2839.9,706.4,784.8,702.2,622.3,660.1,643.7,723.1,748.7,678.3,0.0,603.3,795.6,758.2,728.1,655.1,754.0,663.9,563.2,670.5,695.2,776.7,707.0,607.0,685.3,794.3,798.0
XG,262.4,776.3,744.2,252.4,295.7,177.8,599.0,449.4,494.8,181.0,534.2,652.6,65.5,605.3,339.9,330.7,616.4,144.3,318.2,604.0,581.8,227.0,349.8,384.5,672.8,660.1,258.6,555.1,705.3,565.5,733.6,866.3,556.2,519.1,451.1,698.0,636.4,708.5,694.0,498.1,383.1,568.5,403.4,641.7,475.5,280.8,338.6,221.2,620.4,617.0,144.5,836.6,573.4,248.2,589.1,517.7,525.9,410.3,337.2,515.2,105.5,305.3,624.6,820.2,798.9,425.2,136.7,667.0,387.9,591.8,496.8,396.8,517.4,587.4,723.4,552.5,664.2,587.5,685.3,493.5,773.1,678.3,598.1,165.5,300.7,376.5,382.4,610.5,467.8,307.6,744.5,170.0,469.6,772.8,733.3,372.5,776.3,587.4,747.9,596.6,2628.7,373.1,858.7,349.8,237.5,582.0,708.0,787.4,822.6,105.2,650.4,0.0,459.4,665.6,382.3,296.9,424.6,571.3,504.9,337.2,636.9,718.4,370.8,680.9,292.8,221.2,739.7
XH,521.8,1022.3,978.9,183.1,168.8,437.2,849.3,718.4,758.2,415.7,768.9,223.1,351.6,840.0,574.9,599.7,851.1,438.0,233.8,838.7,293.9,432.0,584.5,619.2,941.8,291.5,454.0,789.8,974.3,310.2,1002.6,325.8,790.9,753.8,332.3,932.7,229.7,975.1,517.5,350.0,617.8,815.6,635.6,235.7,744.5,515.5,607.6,215.6,855.1,851.7,379.2,452.5,808.1,230.8,823.8,752.4,760.6,325.9,571.9,749.9,344.7,574.3,252.8,279.7,1033.6,694.2,405.7,901.7,622.6,826.5,731.5,210.2,752.1,822.1,958.1,782.4,212.2,856.5,920.0,762.5,1007.8,913.0,867.1,424.9,234.3,224.1,298.0,845.2,100.5,542.3,220.9,260.8,738.6,226.9,968.0,607.2,1011.0,822.1,197.8,831.3,2562.3,607.8,308.6,584.5,506.5,816.7,184.4,246.9,272.5,374.1,543.2,435.0,0.0,934.6,197.6,172.0,659.3,840.3,739.6,571.9,871.6,953.1,157.5,194.8,141.8,251.9,974.4
YB,755.8,313.7,477.0,735.4,934.5,671.2,331.8,283.5,261.9,616.5,347.9,1197.5,585.6,227.8,479.9,512.3,328.0,672.0,957.0,315.6,1126.7,875.4,507.8,498.6,439.9,1205.0,897.4,344.8,157.5,1110.4,294.0,1420.8,143.4,332.8,934.1,224.1,1190.9,63.9,826.2,1136.9,498.3,313.7,515.0,1290.1,323.5,426.3,392.8,704.2,146.5,349.8,580.0,1003.1,278.7,882.1,157.8,247.7,339.6,1049.1,419.5,301.9,578.7,502.6,1273.0,1374.7,173.8,297.4,606.5,42.8,437.3,324.6,229.6,1035.6,171.1,320.2,59.5,280.5,1209.1,354.6,21.4,341.5,148.0,204.4,87.4,658.9,939.5,825.2,1021.2,109.3,916.5,449.1,1299.0,653.0,261.9,1321.9,151.2,440.1,151.2,235.8,1292.8,245.0,3129.6,487.2,1403.6,458.5,472.0,199.3,1262.5,1341.9,1367.5,744.0,782.6,648.3,907.7,0.0,1030.7,745.6,336.2,131.7,183.6,499.1,369.7,136.3,962.6,1225.8,775.8,860.0,265.8
YE,603.4,1092.6,1060.5,264.7,67.9,518.8,930.9,800.0,845.4,497.3,850.5,122.2,433.2,921.6,656.2,681.3,932.7,519.6,132.9,920.3,193.0,331.1,666.1,700.8,1023.4,190.6,353.1,871.4,1055.9,209.3,1084.2,224.9,872.5,835.4,413.9,1014.3,128.8,1059.1,599.1,249.1,699.4,897.2,717.2,134.8,826.1,597.1,689.2,297.2,936.7,933.3,460.8,534.1,889.7,129.9,905.4,834.0,842.2,225.0,653.5,831.5,426.3,655.9,151.9,178.8,1115.2,775.8,487.3,983.3,704.2,908.1,813.1,4.9,833.7,903.7,1039.7,864.0,110.6,938.1,1001.6,844.1,1089.4,994.6,948.7,506.5,133.4,305.7,197.1,926.8,234.1,623.9,120.0,342.4,820.2,121.8,1049.6,688.8,1092.6,903.7,96.9,912.9,2461.4,689.4,207.7,666.1,588.1,898.3,83.5,146.0,171.6,273.2,624.8,371.9,164.2,1016.2,0.0,253.6,740.9,921.9,821.2,653.5,953.2,1034.7,56.6,93.9,223.4,151.0,1056.0
YH,349.7,850.2,806.8,11.0,228.2,265.1,677.2,546.3,586.1,243.6,596.8,282.5,179.5,667.9,402.8,427.6,679.0,265.9,293.2,666.6,353.3,469.3,412.4,447.1,769.7,350.9,491.3,617.7,802.2,369.6,830.5,385.2,618.8,581.7,160.2,760.6,289.1,803.0,345.4,409.4,445.7,643.5,463.5,295.1,572.4,343.4,435.5,43.5,683.0,679.6,207.1,280.4,636.0,290.2,651.7,580.3,588.5,385.3,399.8,577.8,172.6,402.2,312.2,339.1,861.5,522.1,233.6,729.6,450.5,654.4,559.4,269.6,580.0,650.0,786.0,610.3,271.6,684.4,747.9,590.4,835.7,740.9,695.0,252.8,293.7,79.5,357.4,673.1,170.8,370.2,280.3,88.7,566.5,286.3,795.9,435.1,838.9,650.0,257.2,659.2,2621.7,435.7,368.0,412.4,334.4,644.6,243.8,306.3,331.9,337.9,371.1,262.9,162.0,762.5,257.0,0.0,487.2,668.2,567.5,399.8,699.5,781.0,216.9,254.2,30.1,311.3,802.3
YP,472.3,410.7,513.8,451.9,651.0,387.7,384.2,73.9,298.7,333.0,124.4,1007.9,302.1,195.7,203.3,289.7,206.6,388.5,673.5,194.2,937.1,591.9,274.5,157.2,476.7,1015.4,613.9,145.3,374.0,920.8,402.3,1231.2,211.4,109.3,650.6,332.4,1001.3,377.2,842.0,853.4,156.9,338.1,176.1,1006.6,100.0,205.5,51.4,420.7,254.8,386.6,296.5,1018.9,206.2,603.5,186.4,107.9,116.1,765.6,200.6,105.4,295.2,185.0,989.5,1185.1,433.3,49.7,323.0,301.4,95.9,361.4,266.4,752.1,207.9,357.0,357.8,322.1,1019.5,391.4,319.7,118.0,407.5,312.7,266.8,375.4,656.0,541.7,737.7,244.9,633.0,171.0,1109.4,369.5,94.1,1128.1,367.7,98.7,410.7,235.4,1103.2,244.6,2984.0,145.8,1214.0,117.1,172.3,172.2,1072.9,1152.3,1177.9,460.5,798.4,385.5,624.2,334.3,747.2,462.1,0.0,240.0,220.4,157.7,406.5,352.8,679.1,1036.2,492.3,576.5,374.1
YR,661.5,170.6,382.7,641.1,840.2,576.9,237.5,189.2,167.6,522.2,253.6,1103.2,491.3,133.5,385.6,418.0,233.7,577.7,862.7,221.3,1032.4,781.1,413.5,404.3,345.6,1110.7,803.1,250.5,151.4,1016.1,162.2,1326.5,49.1,238.5,839.8,92.3,1096.6,154.6,731.9,1042.6,404.0,219.4,420.7,1195.8,229.2,332.0,298.5,609.9,14.7,255.5,485.7,908.8,184.4,792.6,63.5,153.4,245.3,954.8,325.2,207.6,484.4,408.3,1178.7,1280.4,210.7,203.1,512.2,78.8,343.0,230.3,135.3,941.3,76.8,225.9,135.2,186.2,1114.8,260.3,97.1,247.2,184.9,72.6,44.2,564.6,845.2,730.9,926.9,22.3,822.2,354.8,1204.7,558.7,167.6,1227.6,145.1,345.8,188.1,141.5,1198.5,150.7,3035.3,392.9,1309.3,364.2,377.7,105.0,1168.2,1247.6,1273.2,649.7,688.3,554.0,813.4,111.7,936.4,651.3,241.9,0.0,89.3,404.8,275.4,130.2,868.3,1131.5,681.5,765.7,134.0
YX,572.1,282.6,293.3,551.7,750.8,487.5,163.7,138.0,78.2,432.8,155.4,1013.8,401.9,100.3,296.2,328.6,117.7,488.3,773.3,105.3,943.0,691.7,324.1,353.1,256.2,1021.3,713.7,134.5,234.6,926.7,262.9,1237.1,51.2,170.5,750.4,193.0,1007.2,237.8,642.5,953.2,352.8,130.0,369.5,1106.4,178.0,242.6,247.3,520.5,115.4,166.1,396.3,819.4,68.4,703.3,84.1,102.2,194.1,865.4,235.8,156.4,395.0,318.9,1089.3,1191.0,293.9,151.9,422.8,162.0,291.8,140.9,45.9,851.9,12.4,136.5,218.4,96.8,1025.4,170.9,180.3,161.8,268.1,173.3,127.4,475.2,755.8,641.5,837.5,105.5,732.8,265.4,1115.3,469.3,116.4,1138.2,228.3,294.6,271.3,82.4,1109.1,91.6,2945.9,341.7,1219.9,313.0,288.3,96.8,1078.8,1158.2,1183.8,560.3,598.9,464.6,724.0,194.9,847.0,561.9,190.7,100.6,0.0,336.5,186.0,213.4,778.9,1042.1,592.1,676.3,234.7
YZ,392.4,568.9,525.5,372.0,571.1,307.8,395.9,238.8,310.4,253.1,289.3,928.0,222.2,360.6,80.8,209.8,371.5,308.6,593.6,359.1,857.2,512.0,194.6,102.5,488.4,935.5,534.0,310.2,520.9,840.9,549.2,1151.3,337.5,274.2,570.7,479.3,921.4,524.1,719.5,773.5,120.2,362.2,121.4,926.7,264.9,125.6,128.0,340.8,401.7,398.3,216.6,896.4,354.7,523.6,351.3,272.8,281.0,685.7,78.1,270.3,215.3,62.5,909.6,1105.2,580.2,214.6,243.1,448.3,125.0,373.1,278.1,672.2,298.7,368.7,504.7,329.0,939.6,403.1,466.6,282.9,554.4,459.6,413.7,295.5,576.1,461.8,657.8,391.8,553.1,48.5,1029.5,289.6,259.0,1048.2,514.6,127.6,557.6,368.7,1023.3,377.9,2904.1,91.1,1134.1,86.9,92.4,337.1,993.0,1072.4,1098.0,380.6,675.9,305.6,544.3,481.2,667.3,382.2,179.7,386.9,286.2,0.0,418.2,499.7,599.2,956.3,412.4,496.6,521.0
ZD,694.1,478.7,107.2,673.7,872.8,609.5,131.7,334.1,113.3,554.8,351.5,1135.8,523.9,296.4,418.5,450.6,313.8,610.3,895.3,301.4,1065.0,813.7,446.1,505.8,70.1,1143.3,835.7,330.6,430.7,1048.7,459.0,1359.1,247.3,366.6,872.4,389.1,1129.2,431.5,764.5,1075.2,523.5,75.6,522.2,1228.4,374.1,364.6,443.4,642.5,311.5,19.8,518.3,941.4,264.5,820.4,280.2,298.3,390.2,987.4,357.8,352.5,517.0,440.9,1211.3,1313.0,490.0,348.0,544.8,358.1,487.9,45.0,140.0,981.6,208.5,104.5,414.5,89.1,1146.7,15.0,376.4,357.9,464.2,369.4,323.5,597.2,877.8,763.5,959.5,301.6,854.8,387.4,1237.3,591.3,312.5,1260.2,424.4,490.7,467.4,278.5,1231.1,287.7,3067.9,494.4,1341.9,490.2,410.3,292.9,1200.8,1280.2,1305.8,682.3,720.9,607.3,846.0,391.0,969.0,683.9,386.8,296.7,196.0,458.5,0.0,409.5,900.9,1164.1,714.1,798.3,430.8
ZH,751.1,309.0,472.3,730.7,929.8,666.5,342.7,278.8,251.6,611.8,343.2,1192.8,580.9,223.1,475.5,507.6,323.3,667.3,952.3,310.9,1122.0,870.7,503.1,493.9,435.2,1200.3,892.7,340.1,21.1,1105.7,289.3,1416.1,138.7,328.1,929.4,219.4,1186.2,183.6,821.5,1132.2,493.6,309.0,510.3,1285.4,318.8,421.6,388.1,699.5,141.8,345.1,575.3,998.4,274.0,877.4,153.1,243.0,334.9,1044.4,414.8,297.2,574.0,497.9,1268.3,1370.0,242.1,292.7,601.8,110.2,432.6,319.9,224.9,1038.6,166.4,315.5,166.6,275.8,1203.7,349.9,128.5,336.8,216.3,199.7,82.7,654.2,934.8,820.5,1016.5,104.6,911.8,444.4,1294.3,648.3,257.2,1317.2,79.9,435.4,219.5,231.1,1288.1,240.3,3124.9,482.5,1398.9,453.8,467.3,194.6,1257.8,1337.2,1362.8,739.3,777.9,664.3,903.0,143.1,1026.0,740.9,331.5,127.0,178.9,494.4,365.0,0.0,957.9,1221.1,771.1,855.3,261.1
ZO,576.2,1076.7,1033.3,237.5,79.7,491.6,903.7,772.8,812.6,470.1,823.3,134.0,406.0,894.4,629.3,654.1,905.5,492.4,144.7,893.1,204.8,342.9,638.9,673.6,996.2,202.4,364.9,844.2,1028.7,221.1,1057.0,236.7,845.3,808.2,386.7,987.1,140.6,1029.5,571.9,260.9,672.2,870.0,690.0,146.6,798.9,569.9,662.0,270.0,909.5,906.1,433.6,506.9,862.5,141.7,878.2,806.8,815.0,236.8,626.3,804.3,399.1,628.7,163.7,190.6,1088.0,748.6,460.1,956.1,677.0,880.9,785.9,82.1,806.5,876.5,1012.5,836.8,123.1,910.9,974.4,816.9,1062.2,967.4,921.5,479.3,145.2,278.5,208.9,899.6,206.9,596.7,131.8,315.2,793.0,137.8,1022.4,661.6,1065.4,876.5,108.7,885.7,2473.2,662.2,219.5,638.9,560.9,871.1,95.3,157.8,183.4,285.0,597.6,399.7,137.0,989.0,69.5,226.4,713.7,894.7,794.0,626.3,926.0,1007.5,0.0,105.7,196.2,162.8,1028.8
ZQ,914.9,1292.5,1249.1,289.0,55.9,830.3,1119.5,1147.9,1028.4,833.5,1165.3,28.2,752.3,1110.2,992.7,1017.5,1127.6,831.1,120.9,1115.2,99.0,645.9,1002.3,1037.0,1212.0,96.6,667.9,1144.4,1244.5,115.3,1272.8,194.9,1061.1,1180.4,438.2,1202.9,34.9,1245.3,619.7,395.6,1035.6,1085.8,1053.4,165.5,1187.9,933.3,1025.4,321.5,1125.3,1121.9,797.0,684.7,1078.3,444.7,1094.0,1112.1,1204.0,213.0,1016.4,1166.3,758.0,992.1,148.4,148.8,1303.8,1112.0,823.5,1171.9,1040.4,1096.7,1001.7,133.6,1022.3,1092.3,1228.3,1052.6,17.4,1126.7,1190.2,1171.7,1278.0,1183.2,1137.3,818.0,394.6,330.0,185.1,1115.4,258.4,960.1,73.1,366.7,1126.3,96.0,1238.2,1025.0,1281.2,1092.3,66.9,1101.5,2544.2,1025.6,177.7,1002.3,924.3,1106.7,36.6,116.0,141.6,588.0,593.0,702.7,188.5,1204.8,121.0,277.9,1077.1,1110.5,1009.8,989.7,1141.8,1223.3,99.9,0.0,247.7,465.8,1244.6
ZS,379.9,880.4,837.0,41.2,198.0,295.3,707.4,576.5,621.9,273.8,627.0,252.3,209.7,698.1,432.7,457.8,709.2,296.1,263.0,696.8,323.1,499.5,442.6,477.3,799.9,320.7,521.5,647.9,832.4,339.4,860.7,355.0,649.0,611.9,190.4,790.8,258.9,835.6,375.6,379.2,475.9,673.7,496.2,264.9,602.6,373.6,465.7,73.7,713.2,709.8,237.3,310.6,666.2,255.3,681.9,610.5,618.7,355.1,430.0,608.0,202.8,432.4,282.0,308.9,891.7,552.3,263.8,759.8,480.7,684.6,589.6,231.7,610.2,680.2,816.2,640.5,240.7,714.6,778.1,620.6,865.9,771.1,725.2,283.0,263.5,82.2,327.2,703.3,140.6,400.4,250.1,118.9,596.7,256.1,826.1,465.3,869.1,680.2,227.0,689.4,2591.5,465.9,337.8,442.6,364.6,674.8,213.6,276.1,301.7,368.1,401.3,272.4,131.8,792.7,226.8,30.1,517.4,698.4,597.7,430.0,729.7,811.2,186.7,224.0,0.0,281.1,832.5
