from_stop,AA,AK,AM,AQ,AW,BB,BG,BH,BN,BP,BT,BW,BX,BY,BZ,CC,CF,CJ,CK,CM,DF,DN,DW,DX,EB,FB,FE,FS,FW,GQ,GX,HE,HR,HV,HW,IB,IC,IG,IJ,IL,IM,IP,IV,IX,IZ,JC,JD,JH,JJ,JK,JR,KB,KJ,KP,LF,LP,MB,MF,ML,MN,MT,MW,NA,NI,NK,NP,NQ,NR,NS,NX,OI,OJ,OM,OO,PB,PP,PT,PX,QF,QN,QZ,RB,RF,RV,SA,SC,SD,SH,SJ,SK,SV,TD,TQ,TS,TV,UB,UD,UH,UO,UW,VF,VI,VN,VP,VU,VZ,WR,WV,WX,XK,XO,XQ,XR,XY,YF,YI,YL,YN,YW,ZS,ZV
WV,91.4,157.4,109.3,504.4,815.0,400.5,734.7,918.3,790.1,414.9,780.5,317.9,832.3,542.0,829.3,759.8,482.2,142.2,832.2,734.2,405.1,175.5,513.8,785.1,333.1,884.9,454.0,133.9,860.3,202.7,427.4,479.5,782.0,814.9,370.1,401.3,840.7,856.5,951.0,898.1,152.3,528.5,810.1,494.3,228.6,122.9,444.8,835.3,842.3,833.9,49.5,287.7,846.2,503.0,2349.7,859.9,560.9,167.2,413.2,768.3,749.9,272.7,131.1,842.6,420.2,108.5,62.0,802.1,515.7,570.5,42.5,391.5,444.5,186.8,183.0,398.4,343.1,827.1,218.1,467.1,779.8,763.4,924.7,866.8,838.7,425.0,758.9,849.0,363.5,192.1,250.7,731.0,166.7,481.1,137.8,509.0,114.5,794.6,355.2,298.5,472.5,843.5,387.8,304.8,202.0,781.4,754.5,0.0,384.3,724.3,748.4,225.6,737.2,489.9,792.3,539.9,863.0,114.5,251.8,123.4,389.1
WX,437.9,399.3,467.8,245.0,456.8,740.2,588.1,560.1,593.2,754.6,597.9,441.4,474.1,157.6,471.1,401.6,821.9,384.1,544.5,376.0,20.7,522.0,156.3,426.9,456.6,615.4,193.5,355.8,584.5,260.6,43.0,95.1,604.7,566.9,709.8,16.9,497.1,637.6,592.8,539.9,492.0,144.1,451.9,233.8,368.4,469.4,294.6,477.1,495.5,475.7,396.0,634.2,598.6,118.6,1965.3,501.7,176.5,506.9,752.9,660.4,391.7,612.4,477.6,495.2,759.9,350.4,340.2,443.9,131.3,186.1,389.0,731.2,60.1,526.5,313.3,738.1,682.8,549.6,348.4,82.7,421.6,620.3,566.5,508.6,602.1,349.9,400.7,563.5,703.2,531.8,390.5,641.7,297.0,96.7,359.7,124.6,288.9,651.5,478.7,563.0,88.1,485.3,727.5,556.3,541.7,423.2,396.3,381.5,0.0,598.9,390.2,360.8,585.4,105.5,434.1,155.5,504.8,454.2,391.6,463.1,728.8
XK,761.4,800.6,814.4,833.1,440.4,432.5,10.3,357.7,101.8,444.7,92.2,857.8,457.7,572.9,407.6,217.9,512.0,785.4,105.3,245.7,626.8,824.7,744.4,186.5,843.7,196.6,781.6,777.1,133.4,845.9,649.1,701.2,55.1,126.6,353.6,623.0,116.3,168.2,390.4,405.5,714.9,536.6,388.5,821.9,881.3,792.9,882.7,251.3,117.9,273.3,719.5,884.4,119.3,562.9,2154.1,216.2,554.0,632.8,443.0,61.4,490.3,657.8,801.1,118.2,452.2,751.7,705.2,243.3,550.6,543.4,712.5,332.2,666.2,613.2,826.2,430.4,370.6,100.2,861.3,599.2,191.8,75.1,503.0,445.1,111.8,938.0,209.0,160.7,395.5,638.5,903.4,42.7,809.9,585.2,781.0,730.7,757.7,106.3,823.2,744.9,694.2,128.1,335.9,751.2,648.4,406.8,223.2,705.0,611.0,0.0,214.3,868.8,12.9,576.4,334.1,525.4,434.7,610.4,904.5,676.6,418.9
XO,917.9,879.3,947.8,702.0,333.0,658.0,214.6,180.9,327.3,670.2,317.7,921.4,350.3,441.8,276.5,19.3,737.5,864.1,154.2,47.1,495.7,1050.2,619.5,36.6,936.6,422.1,650.5,835.8,205.3,740.6,518.0,570.1,214.4,352.1,579.1,491.9,106.8,393.7,213.6,274.4,935.9,405.5,257.3,690.8,848.4,949.4,751.6,476.8,105.2,96.5,876.0,1109.9,219.3,431.8,2023.0,122.5,422.9,858.3,668.5,286.9,359.2,883.3,957.6,104.9,677.7,830.4,820.2,64.7,419.5,412.3,869.0,557.7,535.1,838.7,793.3,655.9,596.1,159.3,828.4,468.1,31.3,300.6,371.9,314.0,211.8,781.2,10.4,386.2,621.0,864.0,870.5,268.2,777.0,454.1,839.7,599.6,768.9,331.8,958.7,970.4,563.1,95.0,561.4,976.7,873.9,299.4,24.6,861.5,479.9,225.4,0.0,840.8,211.9,445.3,203.0,393.6,303.6,835.9,871.6,902.1,644.4
XQ,260.0,58.1,313.0,278.7,782.3,562.3,896.5,885.6,951.9,576.7,942.3,92.2,799.6,509.3,796.6,727.1,644.0,73.3,870.0,701.5,372.4,344.1,470.9,752.4,107.4,940.9,330.2,163.9,910.0,110.1,394.7,446.8,930.2,892.4,531.9,368.6,822.6,963.1,918.3,865.4,309.6,495.8,777.4,289.9,281.6,291.5,219.1,802.6,821.0,801.2,218.1,456.3,924.1,470.7,2317.0,827.2,528.2,329.0,575.0,930.1,717.2,434.5,299.7,820.7,582.0,107.0,162.3,769.4,483.0,537.8,211.1,553.3,411.8,348.6,226.5,560.2,504.9,875.1,261.6,434.4,747.1,925.2,892.0,834.1,927.6,189.5,726.2,889.0,525.3,328.4,303.7,892.8,210.7,448.4,167.8,476.3,158.5,956.4,129.5,213.8,439.8,810.8,549.6,207.1,317.8,748.7,721.8,203.6,351.6,886.1,715.7,0.0,899.0,457.2,759.6,507.1,830.3,276.3,304.8,285.2,550.9
XR,774.9,814.1,827.9,820.2,453.9,446.0,2.6,346.6,115.3,458.2,105.7,871.3,471.2,560.0,394.7,205.0,525.5,798.9,103.7,232.8,613.9,838.2,737.7,173.6,857.2,210.1,768.7,790.6,146.9,859.4,636.2,688.3,68.6,140.1,367.1,610.1,103.4,181.7,379.3,392.6,728.4,520.8,375.6,809.0,894.8,806.4,869.8,264.8,105.0,262.2,733.0,897.9,132.8,550.4,2141.2,229.7,552.3,646.3,456.5,74.9,477.4,671.3,814.6,105.3,465.7,765.2,718.7,230.4,537.7,530.5,726.0,345.7,653.3,626.7,839.7,443.9,384.1,108.8,874.8,586.3,178.9,88.6,490.1,432.2,125.3,925.1,196.1,174.2,409.0,652.0,916.9,56.2,823.4,572.3,794.5,717.8,771.2,119.8,836.7,758.4,681.3,115.2,349.4,764.7,661.9,420.3,210.3,718.5,598.1,13.5,201.4,882.3,0.0,563.5,321.2,512.5,421.8,623.9,918.0,690.1,432.4
XY,531.1,492.5,561.0,288.7,373.3,833.4,504.6,476.6,509.7,847.8,514.4,534.6,390.6,88.1,387.6,318.1,915.1,477.3,461.0,292.5,71.8,615.2,190.1,343.4,549.8,531.9,237.2,449.0,501.0,353.8,82.4,134.5,521.2,483.4,803.0,75.6,413.6,554.1,509.3,456.4,580.7,38.5,368.4,277.5,461.6,562.6,338.3,393.6,412.0,392.2,489.2,727.4,515.1,13.4,1888.4,418.2,107.0,600.1,846.1,576.9,308.2,705.6,570.8,411.7,853.1,443.6,433.4,360.4,25.8,116.6,482.2,824.4,81.5,619.7,406.5,831.3,776.0,466.1,441.6,22.7,338.1,536.8,483.0,425.1,518.6,367.9,317.2,480.0,796.4,625.0,483.7,558.2,390.2,8.8,452.9,164.0,382.1,568.0,571.9,656.2,127.5,401.8,820.7,649.5,634.9,339.7,312.8,474.7,93.1,515.4,306.7,454.0,501.9,0.0,350.6,50.5,421.3,547.4,484.8,556.3,822.0
YF,809.9,771.3,839.8,594.0,224.3,746.9,303.5,486.5,416.2,759.1,406.6,813.4,241.6,333.8,73.4,250.4,826.4,756.1,274.8,224.8,387.7,894.0,505.3,313.5,828.6,511.0,542.5,727.8,354.0,632.6,410.0,462.1,335.0,441.0,668.0,383.9,243.3,482.6,519.2,82.4,864.0,297.5,54.2,582.8,740.4,841.4,643.6,268.6,244.9,402.1,768.0,1006.2,339.9,323.8,1915.0,428.1,325.3,878.9,757.4,375.8,175.8,972.2,849.6,245.2,766.6,722.4,712.2,370.3,311.5,304.3,761.0,646.6,427.1,927.6,685.3,744.8,685.0,279.9,720.4,360.1,318.8,389.5,168.8,110.9,332.4,698.9,336.0,475.1,709.9,952.9,762.5,357.1,669.0,346.1,731.7,491.6,660.9,420.7,850.7,935.0,455.1,255.1,650.3,928.3,962.8,190.7,245.1,753.5,371.9,314.3,239.0,732.8,300.8,337.3,0.0,286.3,194.9,826.2,763.6,835.1,733.3
YI,582.1,543.5,612.0,339.7,323.3,884.4,454.6,426.6,459.7,898.8,464.4,585.6,340.6,114.2,337.6,268.1,966.1,528.3,411.0,242.5,122.8,666.2,241.1,293.4,600.8,481.9,288.2,500.0,451.0,404.8,133.4,185.5,471.2,433.4,819.1,126.6,363.6,504.1,459.3,406.4,636.2,8.2,318.5,328.5,512.6,613.6,389.3,343.6,362.0,342.2,540.2,778.4,465.1,37.8,1838.4,368.2,105.7,651.1,897.1,526.9,258.2,756.6,621.8,361.7,904.1,494.6,484.4,310.4,25.1,84.7,533.2,797.7,132.5,670.7,457.5,882.3,827.0,416.1,492.6,73.7,288.1,486.8,433.0,375.1,468.6,444.6,267.2,430.0,847.4,676.0,534.7,508.2,441.2,59.7,503.9,215.0,433.1,518.0,622.9,707.2,178.5,351.8,801.4,700.5,685.9,289.7,262.8,525.7,144.1,465.4,256.7,505.0,451.9,50.9,300.6,0.0,371.3,598.4,535.8,607.3,873.0
YL,981.0,942.4,1010.9,765.1,216.7,843.6,400.2,428.7,377.1,855.8,381.8,984.5,234.0,504.9,244.5,270.2,923.1,927.2,413.1,244.6,558.8,1065.1,682.6,295.5,999.7,399.3,713.6,898.9,453.1,803.7,581.1,633.2,473.3,350.8,764.7,555.0,365.7,421.5,461.4,242.4,1030.6,468.6,225.3,753.9,911.5,1012.5,814.7,261.0,364.1,344.3,939.1,1177.3,467.2,494.9,2086.1,370.3,486.0,1043.9,854.1,472.5,346.9,1068.9,1020.7,363.8,863.3,893.5,883.3,312.5,482.6,475.4,932.1,743.3,598.2,1024.3,856.4,841.5,781.7,418.2,891.5,531.2,290.2,404.2,134.8,282.0,470.7,844.3,269.3,347.4,806.6,1049.6,933.6,420.4,840.1,517.2,902.8,662.7,832.0,435.4,1021.8,1106.1,626.2,353.9,747.0,1099.4,1059.5,183.1,264.9,924.6,543.0,411.0,258.8,903.9,397.5,508.4,171.0,456.7,0.0,997.3,934.7,1006.2,830.0
YN,150.9,190.1,203.9,537.1,847.7,285.9,620.1,951.0,675.5,300.3,665.9,296.8,865.0,574.7,862.0,792.5,367.6,174.9,717.6,766.9,437.8,214.2,546.5,796.3,282.7,770.3,486.7,166.6,745.7,235.4,460.1,512.2,667.4,700.3,255.5,434.0,726.1,741.9,983.7,930.8,99.9,561.2,842.8,527.0,270.8,182.4,477.5,825.0,727.7,866.6,109.0,273.9,731.6,536.1,2382.4,828.5,593.6,119.3,298.6,653.7,782.6,204.2,190.6,728.0,305.6,141.2,94.7,834.8,548.4,603.2,102.0,276.9,477.2,138.9,215.7,283.8,228.5,712.5,250.8,499.8,801.6,648.8,957.4,899.5,724.1,447.9,791.6,734.4,248.9,77.5,292.9,616.4,199.4,513.8,170.5,541.7,147.2,680.0,262.2,183.9,505.2,737.9,273.2,190.2,87.4,814.1,787.2,94.5,417.0,609.7,781.1,258.3,622.6,522.6,825.0,572.5,895.7,0.0,294.0,75.5,274.5
YW,292.3,249.7,132.0,512.9,822.4,594.6,928.8,925.7,984.2,609.0,974.6,390.9,839.7,549.4,836.7,767.2,676.3,234.5,910.1,741.6,412.5,376.4,521.2,792.5,406.1,981.0,461.4,136.1,950.1,210.1,434.8,486.9,970.3,932.5,564.2,408.7,862.7,1003.2,958.4,905.5,341.9,535.9,817.5,501.7,22.7,323.8,517.8,842.7,861.1,841.3,250.4,488.6,964.2,510.8,2357.1,867.3,568.3,361.3,607.3,962.4,757.3,466.8,332.0,860.8,614.3,200.8,194.6,809.5,523.1,577.9,243.4,585.6,451.9,380.9,77.8,592.5,537.2,915.2,42.7,474.5,787.2,957.5,932.1,874.2,967.7,488.2,766.3,929.1,557.6,386.2,1.0,925.1,103.8,488.5,132.5,516.4,146.0,988.7,428.2,492.6,479.9,850.9,581.9,498.9,396.1,788.8,761.9,235.9,391.7,918.4,755.8,310.3,931.3,497.3,799.7,547.2,870.4,308.6,0.0,317.5,583.2
ZS,159.8,199.0,212.8,546.0,856.6,341.5,675.7,959.9,731.1,355.9,721.5,352.4,873.9,583.6,870.9,801.4,423.2,183.8,773.2,775.8,446.7,166.1,555.4,826.7,338.3,825.9,495.6,175.5,801.3,244.3,469.0,521.1,723.0,755.9,311.1,442.9,781.7,797.5,992.6,939.7,56.3,570.1,851.8,535.9,279.7,191.3,486.4,880.6,783.3,875.5,117.9,225.8,787.2,544.6,2391.3,884.1,592.1,43.8,354.2,709.3,791.5,149.2,199.5,783.6,361.2,150.1,103.6,843.7,557.3,612.1,110.9,332.5,486.1,63.4,224.6,339.4,284.1,768.1,259.7,508.7,821.4,704.4,966.3,908.4,779.7,466.6,800.5,790.0,304.5,133.1,301.8,672.0,208.3,522.7,179.4,550.6,156.1,735.6,317.8,239.5,514.1,793.5,328.8,245.8,143.0,823.0,796.1,103.4,425.9,665.3,790.0,267.2,678.2,531.5,833.9,581.5,904.6,55.5,302.9,0.0,330.1
ZV,439.2,478.4,492.2,790.8,816.3,110.3,422.3,771.5,477.7,71.5,468.1,535.6,833.6,863.0,819.6,629.9,99.8,463.2,519.8,657.7,726.1,502.5,834.8,598.5,521.5,572.5,775.0,454.9,547.9,523.7,748.4,800.5,469.6,502.5,57.7,722.3,528.3,544.1,804.2,817.5,388.2,849.5,800.4,802.0,559.1,470.7,731.2,627.2,529.9,687.1,397.3,562.2,533.8,824.4,2566.1,630.7,881.9,310.6,69.8,455.9,902.3,335.6,478.9,530.2,130.0,429.5,383.0,655.3,836.7,891.5,390.3,79.1,765.5,291.0,504.0,108.2,48.4,514.7,539.1,788.1,603.8,451.0,915.0,857.1,526.3,701.6,621.0,536.6,73.3,316.3,581.2,418.6,487.7,802.1,458.8,830.0,435.5,482.2,501.0,422.7,793.5,540.1,75.4,429.0,326.2,782.7,635.2,382.8,705.3,411.9,626.3,546.6,424.8,810.9,746.1,860.8,864.3,288.2,582.3,354.4,0.0
