from_stop,AA,AH,AI,AM,AP,AS,AW,BB,BK,BX,CA,CB,CQ,CT,CX,DC,DD,DV,DX,DY,EA,ED,EM,EQ,ET,EY,FC,FL,FO,FU,FW,GE,GN,GP,GY,HG,HH,HI,HJ,HN,HO,HV,IA,IB,IC,IM,IW,JI,KA,KI,KP,LA,LF,LL,LN,LR,LS,LV,LZ,MB,ME,MU,MV,MW,NC,NG,NR,NS,OF,OH,OI,ON,OT,OW,OX,OY,PC,PE,PI,PL,PS,PT,PW,PY,QB,QO,QQ,QT,QY,RN,RQ,RS,RU,RW,RY,TB,TC,TL,TM,TP,UB,UC,UF,UN,UO,UP,VC,VK,VZ,WK,WN,WT,XN,XT,XV,XZ,YJ,YU,YV,YX,YY,ZM
UF,129.5,314.9,329.7,1128.4,443.8,552.8,333.7,486.6,152.0,523.1,1076.2,272.3,311.5,515.4,472.2,833.8,242.3,285.4,420.7,380.6,1142.3,470.0,224.6,712.0,282.0,844.7,820.5,133.4,214.5,125.4,1060.1,1029.5,438.8,231.1,835.5,219.8,564.6,1083.9,919.2,617.6,672.0,189.6,2429.7,918.8,396.4,865.4,715.0,167.8,531.1,293.3,1072.2,66.9,402.0,732.6,391.6,663.3,42.8,255.8,723.5,309.9,421.3,335.9,484.7,709.7,490.6,210.8,658.2,240.2,523.2,518.2,101.7,257.2,351.0,506.0,425.5,328.8,889.5,875.0,324.8,268.6,1084.8,925.9,961.7,517.3,764.6,671.7,288.5,362.5,709.3,847.9,332.5,422.7,1007.4,656.7,644.4,414.0,533.1,219.9,458.1,661.7,124.3,242.7,0.0,942.1,232.7,444.9,447.0,322.3,325.7,975.8,200.5,438.1,288.5,676.4,571.0,921.4,533.6,382.2,365.4,1060.2,260.4,684.1
UN,823.8,1006.9,1160.5,309.5,1046.6,833.3,776.4,1356.8,828.3,511.1,257.3,633.3,746.0,561.3,518.1,168.1,1471.2,789.2,985.7,1132.7,323.4,1144.0,1055.4,892.5,716.5,179.0,114.9,809.7,1300.9,956.2,117.9,210.6,1051.6,1184.5,128.1,1195.8,1330.4,265.0,253.5,364.6,359.9,1276.0,3067.9,55.7,670.2,199.7,402.9,998.6,479.4,1124.1,253.3,843.6,617.3,342.4,1065.6,941.2,867.7,1086.6,411.4,1063.2,1282.2,1009.9,530.6,224.2,1164.6,1162.3,357.6,1175.4,1068.2,564.1,859.9,1343.6,1181.8,499.1,945.8,1041.9,223.8,209.3,1386.8,738.9,265.9,69.9,142.8,489.9,801.0,360.1,1127.1,1054.5,271.5,115.7,767.0,1096.7,188.5,277.5,343.8,1076.4,813.6,1306.3,1328.3,298.3,776.2,1073.5,923.9,0.0,1282.2,1118.9,1116.3,826.1,1412.1,188.5,1215.1,1374.8,1084.6,375.8,616.9,255.7,1356.9,1107.1,1039.4,241.3,954.7,920.4
UO,77.5,250.7,456.7,1345.2,482.7,469.7,250.6,897.6,443.8,887.5,1293.0,636.7,675.9,879.8,836.6,1050.6,1012.0,202.3,262.7,568.8,1359.1,580.1,351.6,684.5,646.4,1061.5,1196.6,459.3,113.4,252.4,1276.9,1246.3,487.7,73.1,1052.3,61.8,830.9,1300.7,1136.0,982.0,1067.2,88.5,2592.9,1155.4,313.3,1082.2,1110.2,294.8,448.0,420.3,1289.0,139.8,318.9,1097.0,501.7,733.2,163.9,382.8,1118.7,274.3,823.0,446.0,849.1,1074.1,600.7,197.1,1022.6,82.2,365.2,882.6,156.1,156.1,478.0,422.9,267.5,170.8,1106.3,1091.8,927.6,185.5,1301.6,1142.7,1178.5,434.2,631.9,1067.4,130.5,213.1,1073.7,1064.7,696.9,532.8,1224.2,1021.1,1008.8,512.5,450.0,118.8,869.1,1026.1,488.7,369.7,220.1,1158.9,0.0,555.0,552.4,239.2,224.6,1192.6,42.5,915.6,257.7,1040.8,935.4,1138.2,660.6,543.2,475.5,1277.0,177.3,712.4
UP,318.6,315.1,627.9,1299.5,152.9,741.9,522.8,591.8,250.5,694.2,1257.7,443.4,482.6,686.5,643.3,1008.1,706.2,474.5,444.2,239.0,1313.4,250.3,380.6,866.0,453.1,1017.6,991.6,266.0,609.1,410.5,1231.2,1200.6,157.9,492.7,1006.6,504.0,528.1,1255.0,1090.3,788.7,843.1,584.2,2287.1,1089.9,585.5,1036.5,886.1,461.0,649.3,457.5,1243.3,318.4,591.1,903.7,45.0,914.7,342.5,374.3,894.6,371.4,517.2,176.5,655.8,880.8,331.2,470.5,829.3,483.6,546.7,673.4,334.7,635.4,274.0,669.0,449.0,415.1,1060.6,1046.1,621.8,457.7,1255.9,1097.0,1132.8,659.8,813.4,842.8,435.3,362.7,880.4,1019.0,503.6,18.7,1178.5,827.8,815.5,184.6,722.2,602.8,563.3,832.8,295.3,540.2,391.0,1113.2,590.4,0.0,222.6,511.4,720.3,1146.9,523.3,609.8,392.8,845.0,742.1,1092.5,456.6,213.4,190.1,1231.3,449.5,893.9
VC,352.0,348.5,464.7,1332.9,76.2,775.3,556.2,625.2,283.9,727.6,1280.7,476.8,516.0,719.9,676.7,1041.5,739.6,507.9,477.6,75.8,1346.8,208.5,208.9,899.4,486.5,1051.0,1025.0,299.4,642.5,319.8,1264.6,1234.0,71.2,526.1,1040.0,537.4,561.5,1288.4,1123.7,822.1,876.5,617.6,2320.5,1123.3,618.9,1069.9,919.5,297.8,682.7,294.3,1276.7,351.8,624.5,937.1,215.3,948.1,375.9,211.1,928.0,404.8,550.6,177.8,689.2,914.2,364.6,503.9,862.7,517.0,580.1,706.8,368.1,668.8,116.4,696.8,482.4,448.5,1093.8,1079.5,655.2,491.1,1289.3,1130.4,1166.2,693.2,846.8,876.2,468.7,396.1,913.8,1052.4,537.0,246.4,1211.9,861.2,848.9,44.5,755.6,636.2,596.7,866.2,328.8,377.0,424.4,1146.6,623.8,268.6,0.0,544.8,753.7,1180.3,556.7,643.2,426.2,880.9,775.5,1125.9,293.4,50.2,148.3,1264.7,448.2,927.3
VK,182.6,410.7,561.8,1040.1,465.9,356.0,55.5,718.7,247.6,434.8,987.9,387.9,427.1,451.8,408.6,745.5,474.4,31.5,422.7,552.0,1054.0,563.3,456.7,515.2,397.6,756.4,732.2,229.0,236.5,357.5,971.8,941.2,470.9,233.1,747.2,221.8,796.7,995.6,830.9,529.3,583.7,211.6,2576.1,830.5,199.6,777.1,626.7,399.9,334.3,525.4,983.9,244.9,205.2,644.3,484.9,466.5,269.0,487.9,635.2,365.7,653.4,429.2,421.1,621.4,583.9,266.6,569.9,242.2,525.2,454.6,261.2,279.2,583.1,309.2,427.5,330.8,801.2,786.7,556.9,71.8,996.5,837.6,873.4,320.5,567.8,583.4,290.5,373.1,621.0,759.6,448.1,516.0,919.1,568.4,556.1,495.7,336.3,241.9,690.2,573.4,239.9,474.8,325.2,853.8,234.7,538.2,535.6,0.0,347.7,887.5,202.5,670.2,344.3,588.1,507.4,833.1,765.7,526.4,458.7,971.9,246.1,487.3
VZ,205.9,416.0,585.1,1510.5,648.0,578.1,359.0,1062.9,609.1,1052.8,1458.3,802.0,841.2,1045.1,1001.9,1215.9,1177.3,310.7,428.0,734.1,1524.4,745.4,480.0,849.8,811.7,1226.8,1361.9,624.6,168.2,380.8,1442.2,1411.6,653.0,238.4,1217.6,227.1,996.2,1466.0,1301.3,1147.3,1232.5,136.0,2758.2,1320.7,421.7,1247.5,1275.5,423.2,556.4,548.7,1454.3,268.2,427.3,1262.3,667.0,898.5,292.3,511.2,1284.0,439.6,988.3,611.3,1014.4,1239.4,766.0,362.4,1187.9,247.5,530.5,1047.9,284.5,99.7,606.4,531.3,432.8,336.1,1271.6,1257.1,1092.9,293.9,1466.9,1308.0,1343.8,542.6,797.2,1232.7,295.8,378.4,1239.0,1230.0,862.2,698.1,1389.5,1186.4,1174.1,677.8,558.4,210.8,1034.4,1191.4,654.0,498.1,348.5,1324.2,240.0,720.3,717.7,347.6,0.0,1357.9,207.8,1080.9,423.0,1206.1,1100.7,1303.5,789.0,708.5,640.8,1442.3,285.7,877.7
WK,885.7,1068.8,1222.4,361.2,1108.5,895.2,838.3,1418.7,890.2,573.0,309.0,695.2,807.9,623.2,580.0,181.0,1533.1,851.1,998.6,1194.6,375.1,1205.9,1117.3,905.4,778.4,191.9,185.4,871.6,1268.9,1018.1,265.7,262.3,1113.5,1152.5,141.0,1163.8,1392.3,316.7,266.4,377.5,372.8,1244.0,3080.8,144.2,732.1,212.6,415.8,1060.5,541.3,1186.0,305.0,905.5,679.2,412.9,1127.5,954.1,929.6,1148.5,424.3,1125.1,1344.1,1071.8,592.5,294.7,1226.5,1224.2,386.5,1143.4,1081.1,626.0,921.8,1311.6,1243.7,561.0,958.7,1054.8,236.7,222.2,1448.7,800.8,317.6,158.4,194.5,551.8,813.9,373.0,1095.1,1116.4,342.0,128.6,828.9,1158.6,240.2,348.0,400.3,1138.3,875.5,1274.3,1390.2,368.8,838.1,1135.4,985.8,147.7,1250.2,1180.8,1178.2,888.0,1380.1,0.0,1183.1,1436.7,1146.5,430.8,678.8,268.6,1418.8,1169.0,1101.3,293.0,1016.6,933.3
WN,49.8,208.1,429.0,1302.6,440.1,442.0,222.9,855.0,401.2,844.9,1250.4,594.1,633.3,837.2,794.0,1008.0,969.4,174.6,220.1,526.2,1316.5,537.5,323.9,641.9,603.8,1018.9,1154.0,416.7,85.7,224.7,1234.3,1203.7,445.1,30.5,1009.7,19.2,788.3,1258.1,1093.4,939.4,1024.6,60.8,2550.3,1112.8,285.6,1039.6,1067.6,267.1,420.3,392.6,1246.4,112.1,291.2,1054.4,459.1,690.6,136.2,355.1,1076.1,231.7,780.4,403.4,806.5,1031.5,558.1,154.5,980.0,39.6,322.6,840.0,128.4,128.4,450.3,395.2,224.9,128.2,1063.7,1049.2,885.0,157.8,1259.0,1100.1,1135.9,406.5,589.3,1024.8,87.9,170.5,1031.1,1022.1,654.3,490.2,1181.6,978.5,966.2,469.9,422.3,91.1,826.5,983.5,446.1,342.0,192.4,1116.3,67.0,512.4,509.8,211.5,196.9,1150.0,0.0,873.0,215.1,998.2,892.8,1095.6,632.9,500.6,432.9,1234.4,149.6,669.8
WT,486.1,728.9,450.6,1696.2,570.7,909.4,690.3,179.0,664.3,1090.9,1644.0,840.1,879.3,1083.2,1040.0,1401.6,201.5,642.0,858.0,656.8,1710.1,668.1,281.3,1350.3,849.8,1412.5,1388.3,679.8,1022.9,310.7,1627.9,1597.3,575.7,906.5,1403.3,917.8,251.6,1651.7,1487.0,1185.4,1239.8,998.0,2116.7,1486.6,753.0,1433.2,1282.8,288.7,887.7,350.0,1640.0,423.5,758.6,1300.4,589.7,1399.0,399.4,312.5,1291.3,785.2,108.3,590.3,1052.5,1277.5,745.0,884.3,1226.0,897.4,960.5,1086.0,458.3,1065.6,387.1,862.6,862.8,828.9,1457.3,1442.8,117.1,625.2,1652.6,1493.7,1529.5,873.9,1297.7,1239.5,849.1,776.5,1277.1,1415.7,900.3,620.8,1575.2,1224.5,1212.2,600.5,889.7,1028.3,150.5,1229.5,709.2,363.6,429.7,1509.9,1004.2,643.0,640.4,678.9,1134.1,1543.6,937.1,0.0,806.6,1244.2,1138.8,1489.2,449.6,631.2,607.9,1628.0,617.0,1378.2
XN,172.2,87.9,528.7,1299.6,319.9,595.5,376.4,734.8,281.0,724.7,1247.4,473.9,513.1,717.0,673.8,1005.0,849.2,328.1,217.1,406.0,1313.5,417.3,423.6,638.9,483.6,1015.9,1022.1,296.5,300.9,324.4,1231.3,1200.7,324.9,184.5,1006.7,195.8,668.1,1255.1,1090.4,819.2,873.6,276.0,2430.1,1109.8,439.1,1036.6,916.6,366.8,573.8,492.3,1243.4,211.8,444.7,934.2,338.9,687.6,235.9,454.8,925.1,21.3,660.2,283.2,686.3,911.3,437.9,77.6,859.8,175.4,319.6,719.8,228.1,343.6,441.0,548.7,221.9,125.2,1060.7,1046.2,764.8,311.3,1256.0,1097.1,1132.9,560.0,586.3,873.3,145.4,72.8,910.9,1019.1,534.1,370.0,1178.6,858.3,846.0,349.7,575.8,306.3,706.3,863.3,325.9,441.7,292.1,1113.3,282.2,392.2,389.6,365.0,412.1,1147.0,215.1,752.8,0.0,878.0,772.6,1092.6,630.2,380.4,312.7,1231.4,303.1,666.8
XT,561.1,746.4,905.0,562.1,786.1,572.8,515.9,1096.3,565.6,250.6,520.3,372.8,485.5,300.8,257.6,270.7,1210.7,528.7,875.5,872.2,576.0,883.5,804.3,834.5,456.0,280.2,271.7,547.0,1044.6,693.5,493.8,463.2,791.1,921.8,269.2,935.3,1072.9,515.4,352.9,117.8,131.1,1015.5,2896.3,370.0,409.7,299.1,174.1,738.1,218.9,861.4,505.9,583.1,356.8,168.0,802.9,883.2,607.2,826.1,182.6,800.5,1021.7,749.4,270.1,160.9,904.1,899.6,51.5,914.9,978.0,285.5,597.2,1066.7,926.9,233.0,880.3,846.4,323.0,308.7,1126.3,478.4,516.3,359.6,395.4,227.2,745.2,65.0,866.6,794.0,162.7,281.6,506.5,836.2,441.1,114.3,37.7,817.8,553.1,1034.1,1067.8,75.8,513.5,817.3,663.4,375.8,1021.7,856.2,853.6,565.6,1151.6,409.5,954.6,1114.3,824.1,0.0,354.2,355.1,1096.4,844.4,778.9,493.9,659.5,864.6
XV,446.8,629.9,788.5,817.3,669.6,521.0,464.1,997.6,451.3,212.0,772.7,256.3,369.0,112.1,67.2,522.7,1112.0,476.9,759.0,755.7,831.2,767.0,678.4,847.7,339.5,535.4,509.4,432.7,928.1,579.2,749.0,718.4,674.6,807.5,524.4,818.8,971.2,772.8,608.1,306.5,360.9,899.0,2779.8,607.7,357.9,554.3,403.9,621.6,167.1,747.1,761.1,466.6,305.0,421.5,688.6,896.4,490.7,709.6,412.4,686.2,923.0,632.9,81.4,398.6,787.6,785.3,347.1,798.4,861.5,100.1,482.9,950.2,810.4,186.8,763.8,729.9,578.4,563.9,1027.6,426.6,773.7,614.8,650.6,177.6,756.2,360.6,750.1,677.5,398.2,536.8,390.0,719.7,696.3,345.6,333.3,701.3,501.3,929.3,969.1,350.6,399.2,696.5,546.9,631.0,905.2,741.9,739.3,513.8,1035.1,664.7,838.1,1015.6,707.6,362.8,0.0,610.3,979.9,730.1,662.4,749.1,577.7,875.6
XZ,820.5,1003.6,1157.2,430.4,1043.3,830.0,773.1,1353.5,825.0,507.8,378.2,630.0,742.7,558.0,514.8,87.5,1467.9,785.9,933.4,1129.4,444.3,1140.7,1052.1,840.2,713.2,76.6,281.8,806.4,1203.7,952.9,362.1,331.5,1048.3,1087.3,137.5,1098.6,1327.1,385.9,24.8,312.3,307.6,1178.8,3015.6,240.6,666.9,55.9,350.6,995.3,476.1,1120.8,374.2,840.3,614.0,483.9,1062.3,888.9,864.4,1083.3,359.1,1059.9,1278.9,1006.6,527.3,391.1,1161.3,1159.0,321.3,1078.2,1015.9,560.8,856.6,1246.4,1178.5,495.8,893.5,989.6,31.8,46.3,1383.5,735.6,386.8,227.9,263.7,486.6,748.7,307.8,1029.9,1051.2,438.4,149.9,763.7,1093.4,309.4,430.2,335.1,1073.1,810.3,1209.1,1325.0,393.9,772.9,1070.2,920.6,244.1,1185.0,1115.6,1113.0,822.8,1314.9,277.8,1117.9,1371.5,1081.3,365.6,613.6,0.0,1353.6,1103.8,1036.1,362.2,951.4,868.1
YJ,548.2,544.8,512.7,1529.2,286.6,971.5,752.4,400.1,480.2,923.9,1477.0,673.1,712.3,916.2,873.0,1234.6,331.1,704.1,673.9,223.4,1543.1,418.9,261.9,1130.7,682.8,1245.5,1221.3,495.7,633.2,372.8,1460.9,1430.3,281.6,649.8,1236.3,638.5,333.4,1484.7,1320.0,1018.4,1072.8,608.3,2095.4,1319.6,815.1,1266.2,1115.8,350.8,949.8,347.3,1473.0,485.6,820.7,1133.4,405.6,1082.0,461.5,264.1,1124.3,728.6,325.5,388.2,885.5,1110.5,560.9,629.5,1059.0,658.9,776.4,919.0,520.4,675.9,155.5,924.7,678.7,747.5,1290.3,1275.8,413.6,687.3,1485.6,1326.7,1362.5,936.0,1183.3,1072.5,707.2,592.4,1110.1,1248.7,733.3,436.7,1408.2,1057.5,1045.2,256.8,951.8,638.6,371.6,1062.5,525.1,425.7,491.8,1342.9,651.4,458.9,289.8,741.0,744.4,1376.6,619.2,526.9,707.2,1077.2,971.8,1322.2,0.0,225.0,358.7,1461.0,679.1,1102.8
YU,336.2,332.7,408.3,1317.1,60.4,759.5,540.4,609.4,268.1,711.8,1264.9,461.0,500.2,704.1,660.9,1025.7,723.8,492.1,461.8,24.4,1331.0,192.7,157.5,883.6,470.7,1035.2,1009.2,283.6,626.7,268.4,1248.8,1218.2,55.4,510.3,1024.2,521.6,545.7,1272.6,1107.9,806.3,860.7,601.8,2304.7,1107.5,603.1,1054.1,903.7,246.4,666.9,242.9,1260.9,336.0,608.7,921.3,199.5,932.3,357.1,159.7,912.2,389.0,534.8,162.0,673.4,898.4,348.8,488.1,846.9,501.2,564.3,691.0,352.3,669.4,65.0,681.0,466.6,432.7,1078.0,1063.7,639.4,475.3,1273.5,1114.6,1150.4,677.4,831.0,860.4,452.9,380.3,898.0,1036.6,521.2,230.6,1196.1,845.4,833.1,28.7,739.8,632.1,580.9,850.4,312.9,321.3,387.4,1130.8,608.0,252.8,63.6,529.0,737.9,1164.5,540.9,627.4,410.4,865.1,759.7,1110.1,242.0,0.0,132.5,1248.9,432.4,911.5
YV,263.8,260.3,552.0,1244.7,82.0,687.1,468.0,566.1,195.7,639.4,1192.5,388.6,427.8,631.7,588.5,950.1,680.5,419.7,389.4,168.1,1258.6,120.0,301.2,811.2,398.3,961.0,936.8,211.2,554.3,355.7,1176.4,1145.8,87.0,437.9,951.8,449.2,499.4,1200.2,1035.5,733.9,788.3,529.4,2261.4,1035.1,530.7,981.7,831.3,390.1,594.5,386.6,1188.5,263.6,536.3,848.9,156.2,859.9,287.7,303.4,839.8,316.6,491.5,29.4,601.0,826.0,221.0,415.7,774.5,428.8,491.9,634.5,279.9,597.0,203.1,614.2,394.2,360.3,1005.8,991.3,596.1,402.9,1201.1,1042.2,1078.0,605.0,758.6,788.0,380.5,307.9,825.6,964.2,448.8,187.3,1123.7,773.0,760.7,111.8,667.4,559.7,537.6,778.0,240.6,465.0,336.2,1058.4,535.6,209.5,151.7,456.6,665.5,1092.1,468.5,584.1,338.0,792.7,687.3,1037.7,385.7,142.5,0.0,1176.5,394.7,839.1
YX,948.0,1131.1,1284.7,180.0,1170.8,957.5,900.6,1481.0,952.5,635.3,127.8,757.5,870.2,685.5,642.3,243.3,1595.4,913.4,1060.9,1256.9,193.9,1268.2,1179.6,967.7,840.7,254.2,297.0,933.9,1331.2,1080.4,359.3,30.6,1175.8,1214.8,203.3,1226.1,1454.6,178.5,328.7,439.8,435.1,1306.3,3143.1,212.8,794.4,274.9,478.1,1122.8,603.6,1248.3,47.9,967.8,741.5,524.5,1189.8,1016.4,991.9,1210.8,486.6,1187.4,1406.4,1134.1,654.8,406.3,1288.8,1286.5,448.8,1205.7,1143.4,688.3,984.1,1373.9,1306.0,623.3,1021.0,1117.1,299.0,284.5,1511.0,863.1,35.2,171.3,164.5,614.1,876.2,435.3,1157.4,1178.7,453.6,190.9,891.2,1220.9,52.7,459.6,462.6,1200.6,937.8,1336.6,1452.5,480.4,900.4,1197.7,1048.1,241.3,1312.5,1243.1,1240.5,950.3,1442.4,300.9,1245.4,1499.0,1208.8,493.1,741.1,330.9,1481.1,1231.3,1163.6,0.0,1078.9,995.6
YY,88.8,316.9,473.0,1128.8,372.1,444.7,225.6,624.9,132.9,523.5,1087.0,294.1,333.3,540.5,497.3,837.4,380.6,177.3,328.9,458.2,1121.8,469.5,372.3,603.9,303.8,826.0,800.0,114.3,146.9,242.8,1060.5,1029.9,377.1,139.3,835.9,128.0,705.9,1084.3,919.6,618.0,672.4,117.8,2482.3,898.3,288.3,865.8,715.4,306.1,423.0,410.7,1072.6,151.1,293.9,733.0,370.2,555.2,175.2,394.1,723.9,251.0,559.6,335.4,509.8,689.2,490.1,172.8,658.6,148.4,431.4,506.5,146.5,169.0,494.9,404.4,312.8,237.0,889.7,875.4,463.1,160.5,1064.3,926.3,962.1,409.2,656.5,672.1,196.7,279.3,709.7,848.3,354.3,422.2,1007.8,657.1,644.8,403.8,425.0,136.4,596.4,641.2,146.0,385.3,231.4,942.5,140.9,444.4,441.8,214.2,253.9,976.2,108.7,576.4,250.5,674.3,596.1,921.8,671.9,432.6,364.9,1060.6,0.0,576.0
ZM,520.0,616.1,899.2,919.6,785.8,120.5,433.2,1200.7,746.9,649.4,867.4,748.0,860.7,676.0,632.8,625.0,1315.1,446.0,484.7,871.9,933.5,883.2,794.1,27.9,831.2,635.9,771.0,762.4,755.0,694.9,851.3,820.7,790.8,638.6,626.7,649.9,1134.0,875.1,710.4,646.3,641.6,730.1,2896.0,729.8,327.0,656.6,684.6,737.3,285.4,862.8,863.4,582.3,274.1,817.9,804.8,20.7,606.4,825.3,693.1,644.5,1126.1,749.1,645.3,813.0,903.8,694.1,655.3,629.5,567.2,678.8,598.6,797.7,920.5,260.3,444.8,540.9,680.7,666.2,1230.7,395.7,876.0,717.1,752.9,271.6,80.4,641.8,581.2,583.3,812.6,639.1,881.7,835.9,798.6,764.2,669.1,815.6,140.2,760.4,1172.2,727.9,791.8,812.2,662.6,733.3,736.3,858.1,855.5,482.9,866.2,767.0,669.2,1218.7,665.9,699.6,731.6,712.6,1096.1,846.3,778.6,851.4,583.5,0.0
