from_stop,AF,AJ,AS,AY,AZ,BD,BH,BM,BW,BY,BZ,CK,CW,CX,CZ,DC,DE,DH,DL,DM,DY,DZ,EE,EJ,ET,FJ,FL,FQ,FR,FT,FV,FY,GI,GM,GX,HA,HF,HG,HJ,HK,HM,HP,HR,HX,IG,IJ,IO,IP,IX,IY,JA,JC,JW,JY,KE,KI,KK,KO,KT,KW,KY,KZ,LA,LC,LD,LK,LM,LN,LP,LS,LV,ME,MF,MR,MW,MX,MZ,NC,ND,OC,OE,OH,OM,OP,OQ,OT,OX,PB,PH,PI,QC,QI,QQ,QU,RT,SA,SB,SH,SM,ST,TF,TH,TU,UC,UH,UJ,UL,UO,UQ,UT,UY,VB,VH,VV,WR,WY,XD,XG,XS,XV,XW,YA,YB,YR,ZE,ZI
UC,559.7,736.8,347.3,351.3,2919.0,956.3,229.8,749.1,717.5,489.7,1177.3,57.5,644.8,1172.3,620.5,1190.2,861.2,1109.1,895.0,772.6,613.9,798.8,1044.0,728.8,849.9,444.3,352.1,266.3,236.8,987.5,346.8,1200.3,88.6,323.8,94.8,984.1,771.4,753.8,883.4,78.7,330.2,244.0,1122.4,1113.9,422.6,104.1,346.8,1061.3,732.9,243.4,484.5,709.1,445.2,940.8,852.7,1050.7,820.9,1089.6,735.0,485.9,143.9,344.0,807.5,255.4,1171.8,112.1,349.6,588.9,703.0,895.3,713.8,1074.2,935.1,304.0,1171.4,884.1,232.4,484.5,1122.5,359.5,372.6,673.2,262.8,373.2,662.2,117.3,478.9,240.6,869.1,1092.9,328.7,1116.0,847.0,219.4,700.9,1115.5,790.1,385.8,734.2,932.2,332.9,1089.7,970.5,0.0,325.0,1109.3,1106.1,863.6,861.3,1034.5,386.2,350.5,547.3,1036.9,758.9,887.9,619.2,638.9,952.6,950.7,275.5,713.0,668.6,1036.6,700.8,718.0
UH,374.4,551.5,114.8,210.8,2733.7,771.0,298.1,563.8,532.2,304.4,992.0,300.5,459.5,987.0,435.2,1004.9,675.9,923.8,709.7,587.3,428.6,613.5,858.7,543.5,664.6,303.8,110.0,224.2,305.1,802.2,95.6,1015.0,355.9,138.5,299.5,798.8,586.1,568.5,698.1,324.1,189.7,312.3,937.1,928.6,282.1,308.8,95.6,876.0,547.6,304.8,299.2,523.8,259.9,755.5,667.4,865.4,635.6,904.3,549.7,300.6,212.2,92.8,622.2,213.3,986.5,261.6,209.1,403.6,517.7,710.0,528.5,888.9,749.8,20.9,986.1,698.8,300.7,299.2,937.2,66.8,99.2,487.9,205.4,48.1,476.9,328.1,293.6,298.6,683.8,907.6,77.5,930.7,661.7,145.1,515.6,930.2,604.8,168.2,548.9,746.9,147.6,904.4,785.2,327.9,0.0,924.0,920.8,678.3,676.0,849.2,245.7,25.4,362.0,851.6,573.6,702.6,433.9,453.6,767.3,765.4,201.2,527.7,483.3,851.3,515.5,532.7
UJ,798.6,594.2,926.3,955.5,3090.3,143.8,1167.3,652.7,478.1,786.5,122.7,1169.7,646.2,117.7,648.1,135.6,456.1,114.7,340.4,552.5,580.4,389.8,261.5,388.9,354.8,1006.8,931.1,1093.4,1174.3,331.3,945.5,145.7,1225.1,977.9,1168.7,287.0,453.2,657.4,378.4,1193.3,992.8,1181.5,81.4,156.5,1009.9,1178.0,945.5,169.7,636.5,1174.0,889.7,468.1,737.8,483.2,461.3,267.1,515.2,165.0,638.6,796.8,1081.4,990.2,569.4,1082.5,117.2,1130.8,953.8,580.2,462.0,388.0,676.6,214.4,289.5,961.8,93.8,245.3,1169.9,889.7,168.8,1017.3,975.4,512.3,1074.6,1031.0,625.0,1197.3,771.5,1167.8,418.9,233.1,986.5,86.8,489.7,1014.3,690.1,179.5,693.7,964.8,778.2,401.7,975.1,149.0,444.3,1197.1,982.8,0.0,213.6,354.3,281.4,172.9,993.1,1008.3,786.2,219.5,475.3,333.3,620.6,601.7,365.7,490.7,1070.4,533.4,712.6,280.4,604.4,680.8
UL,803.6,576.4,931.3,960.5,3072.5,205.0,1172.3,657.7,460.3,791.5,203.0,1174.7,651.2,198.0,653.1,215.9,438.3,277.1,322.6,534.7,585.4,370.4,323.4,371.1,337.0,1011.8,936.1,1098.4,1179.3,389.1,950.5,226.0,1230.1,982.9,1173.7,188.6,435.4,662.4,360.6,1198.3,997.8,1186.5,215.7,318.4,1014.9,1183.0,950.5,332.1,641.5,1179.0,894.7,450.3,742.8,465.4,443.5,249.3,456.0,327.4,643.6,801.8,1086.4,995.2,551.6,1087.5,197.5,1135.1,958.8,585.2,444.2,370.2,681.6,92.2,271.7,966.8,256.2,303.1,1174.9,894.7,331.2,1022.3,980.4,494.5,1079.6,1036.0,630.0,1202.3,776.5,1172.8,401.1,110.9,991.5,249.2,482.1,1019.3,695.1,341.9,698.7,969.8,783.2,381.8,980.1,115.4,426.5,1202.1,987.8,204.1,0.0,336.5,242.0,335.3,998.1,1013.3,791.2,97.3,480.3,315.5,625.6,606.7,347.9,472.9,1075.0,515.6,717.6,313.6,609.4,685.8
UO,663.1,316.2,649.0,678.2,2834.3,190.0,890.0,437.0,188.3,651.0,411.0,892.4,430.5,406.0,512.6,423.9,126.4,457.8,31.3,222.2,444.9,229.9,308.4,161.2,154.8,871.3,653.8,816.1,897.0,243.0,668.2,434.0,947.8,700.6,891.4,197.5,123.5,441.7,86.1,916.0,657.1,904.2,356.1,464.8,749.5,900.7,668.2,412.7,420.8,896.7,684.9,212.1,602.3,174.4,303.0,207.4,197.5,441.0,422.9,661.3,804.1,712.9,279.6,805.2,405.5,852.8,676.5,444.7,206.0,78.9,460.9,307.9,71.4,684.5,436.9,139.6,892.6,684.9,473.9,740.0,698.1,269.0,797.3,753.7,409.3,920.0,636.0,890.5,102.7,326.6,709.2,429.9,172.0,737.0,474.4,466.9,478.0,687.5,562.5,241.3,697.8,323.4,135.2,919.8,705.5,343.0,339.8,0.0,101.5,385.9,713.1,731.0,650.7,270.6,339.8,24.2,404.9,386.0,97.2,181.6,792.7,273.4,496.9,298.6,388.7,465.1
UQ,561.5,334.3,689.2,718.4,2830.4,94.9,930.2,415.6,218.2,549.4,315.9,932.6,409.1,310.9,411.0,328.8,196.2,362.7,107.0,292.6,343.3,128.3,213.3,129.0,94.9,769.7,694.0,856.3,937.2,141.4,708.4,338.9,988.0,740.8,931.6,132.2,193.3,420.3,118.5,956.2,755.7,944.4,261.0,370.2,772.8,940.9,708.4,317.6,399.4,936.9,652.6,208.2,500.7,276.3,201.4,112.3,267.3,345.9,401.5,559.7,844.3,753.1,309.5,845.4,310.4,893.7,716.7,343.1,202.1,157.7,439.5,212.8,56.1,724.7,341.8,38.0,932.8,652.6,378.8,780.2,738.3,252.4,837.5,793.9,387.9,960.2,534.4,930.7,172.5,231.5,749.4,334.8,241.8,777.2,453.0,371.8,456.6,727.7,541.1,139.7,738.0,228.3,210.9,960.0,745.7,247.9,244.7,134.1,0.0,290.8,756.0,771.2,549.1,175.5,238.2,99.9,383.5,364.6,132.3,286.2,833.3,273.5,475.5,203.5,367.3,443.7
UT,678.1,485.7,805.8,835.0,3102.2,174.8,1046.8,532.2,509.1,666.0,263.2,1049.2,525.7,258.2,527.6,276.1,487.1,152.6,371.4,583.5,459.9,269.3,141.0,400.8,385.8,886.3,810.6,972.9,1053.8,319.8,825.0,286.2,1104.6,857.4,1048.2,318.0,484.2,536.9,409.4,1072.8,872.3,1061.0,201.2,157.4,889.4,1057.5,825.0,104.8,516.0,1053.5,769.2,464.5,617.3,514.2,376.1,298.1,546.2,133.1,518.1,676.3,960.9,869.7,600.4,962.0,257.7,1010.3,833.3,459.7,473.2,419.0,556.1,384.4,320.5,841.3,209.3,273.4,1049.4,769.2,166.0,896.8,854.9,485.0,954.1,910.5,504.5,1076.8,651.0,1047.3,449.9,403.1,866.0,159.5,520.7,893.8,569.6,159.0,573.2,844.3,657.7,281.2,854.6,354.3,475.3,1076.6,862.3,202.2,383.6,385.3,309.5,0.0,872.6,887.8,665.7,361.3,354.8,364.3,500.1,481.2,396.7,521.7,949.9,448.2,592.1,159.9,483.9,560.3
UY,374.3,551.4,143.9,128.5,2733.6,770.9,402.9,563.7,532.1,304.3,991.9,405.3,459.4,986.9,435.1,1004.8,675.8,923.7,709.6,587.2,428.5,613.4,858.6,543.4,664.5,66.6,148.7,329.0,409.9,802.1,163.1,1014.9,460.7,205.9,404.3,798.7,586.0,568.4,698.0,428.9,66.6,417.1,937.0,928.5,52.5,413.6,163.1,875.9,547.5,409.6,299.1,523.7,259.8,755.4,667.3,865.3,635.5,904.2,549.6,300.5,317.0,207.8,622.1,318.1,986.4,366.4,124.0,403.5,517.6,709.9,528.4,888.8,749.7,237.8,986.0,698.7,405.5,299.1,937.1,247.9,193.0,487.8,310.2,266.6,476.8,432.9,293.5,403.4,683.7,907.5,217.1,930.6,661.6,249.9,515.5,930.1,604.7,182.4,548.8,746.8,148.1,904.3,785.1,432.7,258.8,923.9,920.7,678.2,675.9,849.1,0.0,271.2,361.9,851.5,573.5,702.5,433.8,453.5,767.2,765.3,306.0,527.6,483.2,851.2,515.4,532.6
VB,399.9,577.0,127.1,223.1,2759.2,796.5,323.6,589.3,557.7,329.9,1017.5,326.0,485.0,1012.5,460.7,1030.4,701.4,949.3,735.2,612.8,454.1,639.0,884.2,569.0,690.1,316.1,122.3,249.7,330.6,827.7,107.9,1040.5,381.4,164.0,325.0,824.3,611.6,594.0,723.6,349.6,202.0,337.8,962.6,954.1,294.4,334.3,107.9,901.5,573.1,330.3,324.7,549.3,285.4,781.0,692.9,890.9,661.1,929.8,575.2,326.1,237.7,82.3,647.7,238.8,1012.0,287.1,221.4,429.1,543.2,735.5,554.0,914.4,775.3,46.4,1011.6,724.3,326.2,324.7,962.7,41.3,73.7,513.4,230.9,22.6,502.4,353.6,319.1,324.1,709.3,933.1,72.1,956.2,687.2,170.6,541.1,955.7,630.3,180.5,574.4,772.4,173.1,929.9,810.7,353.4,25.4,949.5,946.3,703.8,701.5,874.7,258.0,0.0,387.5,877.1,599.1,728.1,459.4,479.1,792.8,790.9,226.7,553.2,508.8,876.8,541.0,558.2
VH,12.3,430.9,282.1,311.3,2807.2,702.3,523.1,443.2,577.8,103.5,923.3,525.5,338.9,918.3,314.6,936.2,721.5,779.9,681.5,632.9,308.0,469.6,714.8,515.3,636.4,404.3,286.9,449.2,530.1,733.5,301.3,946.3,580.9,333.7,524.5,739.6,631.7,447.9,669.9,549.1,290.2,537.3,868.4,784.7,382.6,533.8,301.3,732.1,427.0,529.8,245.5,443.5,93.6,801.1,546.8,719.7,681.2,760.4,429.1,152.6,437.2,346.0,667.8,438.3,917.8,486.6,309.6,283.0,452.2,691.7,407.9,820.2,663.5,317.6,842.2,630.1,525.7,245.5,793.3,373.1,331.2,482.0,430.4,386.8,356.3,553.1,113.4,523.6,729.4,838.9,342.3,786.8,707.3,370.1,395.0,786.3,484.2,320.6,428.3,678.2,330.9,835.7,785.4,552.9,338.6,855.3,852.1,650.1,607.3,705.3,346.2,364.1,0.0,782.9,453.0,674.4,313.3,333.0,747.4,811.0,426.2,445.2,362.7,707.4,394.9,412.1
VV,769.6,542.4,897.3,926.5,3034.5,218.0,1138.3,623.7,426.3,757.5,216.0,1140.7,617.2,211.0,619.1,228.9,404.3,290.1,288.6,461.5,551.4,336.4,336.4,337.1,303.0,977.8,902.1,1064.4,1145.3,402.1,916.5,239.0,1196.1,948.9,1139.7,91.2,401.4,628.4,326.6,1164.3,963.8,1152.5,228.7,331.9,980.9,1149.0,916.5,345.1,607.5,1145.0,860.7,416.3,708.8,431.4,409.5,175.8,358.6,340.4,609.6,767.8,1052.4,961.2,505.4,1053.5,210.5,1101.8,924.8,551.2,410.2,336.2,647.6,37.2,237.7,932.8,269.2,316.1,1140.9,860.7,344.2,988.3,946.4,508.3,1045.6,1002.0,596.0,1168.3,742.5,1138.8,367.1,55.9,957.5,262.2,384.7,985.3,661.1,354.9,664.7,935.8,749.2,347.8,946.1,128.4,392.5,1168.1,953.8,217.1,84.4,302.5,208.0,348.3,964.1,979.3,757.2,0.0,446.3,281.5,591.6,572.7,313.9,438.9,1041.4,481.6,683.6,326.6,575.4,651.8
WR,405.5,312.8,533.2,562.4,3046.2,363.2,774.2,401.6,409.7,393.4,584.2,776.6,297.3,579.2,255.0,597.1,454.6,440.8,375.3,464.8,187.3,130.5,375.7,262.0,292.9,634.4,538.0,700.3,781.2,394.4,552.4,607.2,832.0,584.8,775.6,400.5,452.3,406.3,377.5,800.2,541.3,788.4,529.3,445.6,637.5,784.9,552.4,393.0,385.4,780.9,496.6,325.4,344.7,518.1,237.3,380.6,513.1,421.3,387.5,403.7,688.3,597.1,507.5,689.4,578.7,737.7,560.7,174.4,334.1,416.7,366.3,481.1,324.4,568.7,503.1,291.0,776.8,496.6,454.2,624.2,582.3,346.2,681.5,637.9,314.7,804.2,378.4,774.7,431.5,499.8,593.4,447.7,500.2,621.2,353.4,447.2,442.6,571.7,386.7,339.1,582.0,496.6,479.2,804.0,589.7,516.2,513.0,389.2,268.2,366.2,620.7,615.2,393.1,443.8,0.0,368.2,271.7,291.4,400.6,525.6,677.3,309.4,321.1,368.3,353.3,370.5
WY,652.5,330.9,675.6,692.9,2849.0,179.4,904.7,451.7,203.0,640.4,400.4,907.1,445.2,395.4,502.0,413.3,141.1,447.2,7.0,248.8,434.3,219.3,297.8,220.0,169.5,860.7,668.5,830.8,911.7,232.4,682.9,418.0,962.5,715.3,906.1,173.2,138.2,456.4,100.8,930.7,671.8,918.9,345.5,454.2,863.8,915.4,682.9,402.1,435.5,911.4,699.6,226.8,591.7,150.1,292.4,196.8,187.7,430.4,437.6,645.3,818.8,727.6,306.2,819.9,394.9,867.5,691.2,434.1,220.7,60.2,475.6,297.3,60.8,699.2,426.3,129.0,907.3,699.6,457.9,754.7,712.8,283.7,812.0,768.4,424.0,934.7,625.4,905.2,85.5,316.0,723.9,419.3,156.6,763.6,489.1,456.3,492.7,702.2,577.2,230.7,712.5,312.8,116.5,934.5,720.2,332.4,329.2,26.5,90.9,375.3,847.0,745.7,640.1,260.0,329.2,0.0,419.6,400.7,72.9,162.9,807.4,288.1,511.6,288.0,403.4,479.8
XD,273.4,172.6,401.1,430.3,2926.2,484.5,642.1,184.9,319.5,261.3,705.5,644.5,25.6,700.5,140.9,718.4,463.2,590.4,423.2,374.6,154.3,280.1,525.3,257.0,378.1,523.3,405.9,568.2,649.1,515.7,420.3,728.5,699.9,452.7,643.5,521.8,373.4,189.6,411.6,668.1,409.2,656.3,650.6,595.2,501.6,652.8,420.3,542.6,168.7,648.8,364.5,185.2,212.6,542.8,288.5,501.9,422.9,570.9,170.8,271.6,556.2,465.0,409.5,557.3,700.0,605.6,428.6,129.3,193.9,433.4,99.6,602.4,463.3,436.6,652.7,412.3,644.7,364.5,603.8,492.1,450.2,223.7,549.4,505.8,118.7,672.1,246.3,642.6,471.1,621.1,461.3,597.3,449.0,489.1,81.6,596.8,225.9,439.6,192.6,460.4,449.9,617.9,527.1,671.9,457.6,637.5,634.3,391.8,389.5,515.8,465.2,483.1,261.0,565.1,299.3,416.1,0.0,93.7,489.1,552.7,545.2,186.9,127.0,517.9,136.6,132.3
XG,293.4,154.0,421.1,450.3,2946.2,465.9,662.1,166.3,300.9,281.3,686.9,664.5,80.6,681.9,160.9,699.8,444.6,571.8,404.6,356.0,174.3,261.5,506.7,238.4,359.5,543.3,425.9,588.2,669.1,497.1,440.3,709.9,719.9,472.7,663.5,503.2,354.8,171.0,393.0,688.1,429.2,676.3,632.0,576.6,521.6,672.8,440.3,524.0,150.1,668.8,384.5,166.6,232.6,524.2,269.9,483.3,404.3,552.3,152.2,291.6,576.2,485.0,390.9,577.3,681.4,625.6,448.6,149.3,175.3,414.8,74.8,583.8,444.7,456.6,634.1,393.7,664.7,384.5,585.2,512.1,470.2,205.1,569.4,525.8,23.2,692.1,266.3,662.6,452.5,602.5,481.3,578.7,430.4,509.1,88.3,578.2,207.3,459.6,212.6,441.8,469.9,599.3,508.5,691.9,477.6,618.9,615.7,373.2,370.9,497.2,485.2,503.1,281.0,546.5,292.9,397.5,55.0,0.0,470.5,534.1,565.2,168.3,147.0,499.3,118.0,79.0
XS,704.1,436.6,726.0,755.2,2911.3,231.0,967.0,558.2,252.8,692.0,452.0,969.4,551.7,447.0,553.6,464.9,171.3,498.8,73.4,268.5,485.9,270.9,349.4,271.6,237.5,912.3,730.8,893.1,974.0,284.0,745.2,475.0,1024.8,777.6,968.4,156.3,169.8,562.9,165.9,993.0,734.1,981.2,397.1,506.3,915.4,977.7,745.2,453.7,542.0,973.7,795.2,306.5,643.3,168.5,344.0,248.4,200.5,482.0,544.1,702.3,881.1,789.9,333.2,882.2,446.5,930.5,753.5,485.7,300.4,56.1,582.1,348.9,85.1,761.5,477.9,180.6,969.6,795.2,514.9,817.0,775.1,315.3,874.3,830.7,530.5,997.0,677.0,967.5,105.0,367.6,786.2,470.9,175.0,814.0,595.6,507.9,599.2,764.5,683.7,282.3,774.8,364.4,130.4,996.8,782.5,384.0,380.8,94.3,142.5,426.9,898.6,808.0,691.7,311.6,380.8,79.6,526.1,507.2,0.0,176.8,870.1,355.1,618.1,339.6,509.9,586.3
XV,755.8,428.7,718.1,747.3,2903.4,324.0,959.1,549.5,226.9,743.7,545.0,961.5,543.0,540.0,646.6,557.9,82.7,591.8,138.3,260.6,578.9,363.9,442.4,318.5,294.1,840.3,722.9,885.2,966.1,377.0,737.3,568.0,1016.9,769.7,960.5,173.9,161.9,554.2,230.6,985.1,726.2,973.3,490.1,598.8,818.6,969.8,737.3,546.7,533.3,965.8,754.0,369.4,695.0,9.9,437.0,420.9,111.9,575.0,535.4,754.0,873.2,782.0,296.9,874.3,539.5,921.9,745.6,578.7,363.3,139.0,573.4,475.6,200.9,753.6,570.9,273.6,961.7,754.0,607.9,809.1,767.2,307.4,866.4,822.8,521.8,989.1,728.7,959.6,131.4,494.3,778.3,563.9,86.4,806.1,586.9,600.9,590.5,756.6,675.0,375.3,766.9,457.4,36.1,988.9,774.6,477.0,522.8,159.2,235.5,519.9,782.2,800.1,743.4,438.3,473.8,144.5,517.4,498.5,177.3,0.0,861.8,347.2,609.4,432.6,501.2,577.6
XW,443.6,620.7,230.9,235.2,2802.9,840.2,236.3,632.7,601.4,373.6,1060.9,238.7,528.7,1056.2,504.4,1074.1,745.1,993.0,778.9,656.5,497.8,682.4,927.6,612.7,733.8,328.2,236.0,149.9,243.3,871.4,230.7,1083.9,293.8,207.7,237.7,868.0,655.3,637.7,767.3,262.3,214.1,250.5,1006.3,997.3,306.5,247.0,230.7,945.2,616.8,243.0,368.4,593.0,329.1,824.7,736.6,934.3,704.8,973.5,618.9,369.8,150.1,227.9,691.4,139.0,1055.7,199.1,233.5,472.8,586.9,778.9,597.7,958.1,819.0,187.9,1055.3,768.0,238.9,368.4,1006.4,243.4,256.5,557.1,101.2,257.1,545.8,266.3,362.8,236.8,753.0,976.8,212.6,999.9,730.9,40.9,584.8,999.1,674.0,269.7,618.1,816.1,216.8,973.6,854.1,266.1,208.9,993.2,989.7,747.5,745.2,918.4,270.1,234.4,431.2,920.8,642.8,763.5,503.1,522.8,836.5,834.6,0.0,596.9,552.5,920.5,584.7,601.9
YA,408.5,81.4,536.2,565.4,2704.2,356.2,777.2,202.2,132.5,396.4,577.2,779.6,195.7,572.2,276.0,590.1,276.2,533.4,346.6,187.6,289.4,178.7,468.3,128.7,296.4,658.4,541.0,703.3,784.2,387.4,555.4,600.2,835.0,587.8,778.6,429.8,186.4,206.9,322.0,803.2,544.3,791.4,522.3,538.2,636.7,787.9,555.4,485.6,186.0,783.9,499.6,56.9,347.7,355.8,142.2,373.6,235.9,513.9,188.1,406.7,691.3,600.1,222.5,692.4,571.7,740.7,563.7,264.4,65.6,310.3,226.1,474.1,391.7,571.7,595.7,284.0,779.8,499.6,546.8,627.2,585.3,36.7,684.5,640.9,174.5,807.2,381.4,777.7,284.1,492.8,596.4,540.3,262.0,624.2,239.6,539.8,243.2,574.7,327.7,332.1,585.0,489.6,385.5,807.0,592.7,509.2,506.0,320.2,261.2,458.8,600.3,618.2,396.1,436.8,288.6,344.5,170.1,151.2,367.6,365.7,680.3,0.0,262.1,460.9,153.9,230.3
YB,327.1,268.9,454.8,484.0,2979.9,580.8,695.8,281.2,415.8,315.0,801.8,698.2,176.9,796.8,194.6,814.7,559.5,679.9,519.5,470.9,208.0,369.6,614.8,353.3,474.4,577.0,459.6,621.9,702.8,612.0,474.0,824.8,753.6,506.4,697.2,618.1,469.7,285.9,507.9,721.8,462.9,710.0,746.9,684.7,555.3,706.5,474.0,632.1,265.0,702.5,418.2,281.5,266.3,639.1,384.8,598.2,519.2,660.4,267.1,325.3,609.9,518.7,505.8,611.0,796.3,659.3,482.3,183.0,290.2,529.7,245.9,698.7,559.6,490.3,742.2,508.6,698.4,418.2,693.3,545.8,503.9,320.0,603.1,559.5,194.3,725.8,300.0,696.3,567.4,717.4,515.0,686.8,545.3,542.8,233.0,686.3,322.2,493.3,65.5,556.7,503.6,714.2,623.4,725.6,511.3,733.8,730.6,488.1,485.8,605.3,518.9,536.8,314.7,661.4,353.0,512.4,151.3,171.0,585.4,649.0,598.9,283.2,0.0,607.4,232.9,250.1
YR,681.9,489.5,809.6,838.8,3075.7,129.2,1050.6,536.0,463.5,669.8,396.3,1053.0,529.5,391.3,531.4,409.2,441.5,256.2,325.8,537.9,463.7,273.1,131.7,374.3,340.2,890.1,814.4,976.7,1057.6,323.6,828.8,419.3,1108.4,861.2,1052.0,272.4,438.6,540.7,363.8,1076.6,876.1,1064.8,278.7,261.0,893.2,1061.3,828.8,208.4,519.8,1057.3,773.0,468.3,621.1,468.6,379.9,252.5,500.6,236.7,521.9,680.1,964.7,873.5,554.8,965.8,390.8,1014.1,837.1,463.5,477.0,373.4,559.9,338.8,274.9,845.1,318.5,227.8,1053.2,773.0,269.6,900.6,858.7,488.8,957.9,914.3,508.3,1080.6,654.8,1051.1,404.3,357.5,869.8,263.1,475.1,897.6,573.4,262.6,577.0,848.1,661.5,285.0,858.4,308.7,429.7,1080.4,866.1,265.6,338.0,339.7,263.9,181.6,876.4,891.6,669.5,315.7,358.6,318.7,503.9,485.0,351.1,476.1,953.7,452.0,595.9,0.0,487.7,564.1
ZE,340.7,142.1,468.4,497.6,2780.9,454.0,709.4,54.2,289.0,328.6,675.0,711.8,127.9,670.0,208.2,687.9,432.7,559.9,392.7,344.1,221.6,249.6,494.8,226.5,347.6,590.6,473.2,635.5,716.4,485.2,487.6,698.0,767.2,520.0,710.8,491.3,342.9,52.9,381.1,735.4,476.5,723.6,620.1,564.7,568.9,720.1,487.6,512.1,32.0,716.1,431.8,154.7,279.9,512.3,258.0,471.4,392.4,540.4,34.1,338.9,623.5,532.3,379.0,624.6,669.5,672.9,495.9,196.6,163.4,402.9,158.3,571.9,432.8,503.9,622.2,381.8,712.0,431.8,573.3,559.4,517.5,193.2,616.7,573.1,106.7,739.4,313.6,709.9,440.6,590.6,528.6,566.8,418.5,556.4,171.8,566.3,130.5,506.9,259.9,429.9,517.2,587.4,496.6,739.2,524.9,607.0,603.8,361.3,359.0,485.3,532.5,550.4,328.3,534.6,281.0,385.6,102.3,83.4,458.6,522.2,612.5,156.4,194.3,487.4,0.0,162.5
ZI,367.3,227.9,495.0,524.2,3020.1,539.8,736.0,240.2,374.8,355.2,760.8,738.4,100.9,755.8,234.8,773.7,518.5,645.7,478.5,429.9,248.2,335.4,580.6,312.3,433.4,617.2,499.8,662.1,743.0,571.0,514.2,783.8,793.8,546.6,737.4,577.1,428.7,244.9,466.9,762.0,503.1,750.2,705.9,650.5,595.5,746.7,514.2,597.9,224.0,742.7,458.4,240.5,306.5,598.1,343.8,557.2,478.2,626.2,226.1,365.5,650.1,558.9,464.8,651.2,755.3,699.5,522.5,223.2,249.2,488.7,47.8,657.7,518.6,530.5,708.0,467.6,738.6,458.4,659.1,586.0,544.1,279.0,643.3,599.7,98.8,766.0,340.2,736.5,526.4,676.4,555.2,652.6,504.3,583.0,69.5,652.1,281.2,533.5,286.5,515.7,543.8,673.2,582.4,765.8,551.5,692.8,689.6,447.1,444.8,571.1,559.1,577.0,354.9,620.4,366.8,471.4,126.5,73.8,544.4,608.0,639.1,242.2,220.9,573.2,191.9,0.0
