from_stop,AD,AE,AH,AJ,AL,AO,AQ,AR,AX,AY,BH,BJ,BL,BO,BR,CB,CH,CJ,CK,CL,CP,CQ,CS,CY,DA,DH,DJ,DM,DN,DO,DT,DW,DX,EB,EC,EG,EH,EQ,EU,EX,EZ,FG,FM,FN,FO,FT,FU,GE,GG,GH,GI,GJ,GT,GV,HD,HG,HJ,HK,HQ,HR,HT,HY,IB,IC,ID,IN,IU,IV,IW,IX,JA,JK,JS,KJ,KL,KN,KS,KV,LF,LG,LJ,LM,LV,ME,MF,MH,MN,MY,NB,NC,NG,NH,NK,NL,NM,NO,NT,NW,NZ,OB,OE,OG,OI,OJ,OL,OP,OS,OT,OV,OY,PA,PE,PG,PH,PI,PO,PR,PS,PT,QG,QJ,QO,QP,QX,RB,RC,RJ,RM,RN,RP,RS,RT,RW,SA,SN,SS,ST,SU,SX,SY,SZ,TS,TT,TU,TW,TX,UB,UF,UJ,UQ,UT,UU,UX,VA,VK,VQ,VV,VZ,WI,WM,WN,WQ,WY,XH,XI,XN,XO,XQ,XZ,YG,YJ,YL,YN,YT,ZB,ZF,ZG,ZJ,ZQ,ZU
HY,221.2,906.4,345.3,943.0,970.7,240.7,1018.8,947.4,322.2,321.1,1628.7,1623.3,291.5,1588.9,275.4,1709.8,297.8,270.3,1049.9,324.5,465.1,261.3,2358.4,1532.1,292.2,495.4,1070.0,398.6,1692.6,286.2,1062.3,581.5,325.1,1542.6,286.0,892.0,370.7,1525.9,889.0,1556.8,898.3,278.9,397.4,923.7,201.3,509.2,171.0,268.7,970.0,1608.3,666.1,259.9,129.3,684.9,131.8,333.5,614.0,559.3,963.4,211.2,543.9,0.0,431.3,576.7,111.2,838.0,270.1,1704.8,611.0,1075.7,990.4,245.2,588.2,260.5,1672.4,1032.8,1631.4,118.5,1658.8,1609.3,1078.3,1089.7,233.7,1705.8,293.4,223.5,1288.7,1027.8,1051.7,293.2,259.3,911.9,439.4,341.1,293.3,1460.1,194.7,295.9,1039.1,212.8,175.1,791.1,310.1,297.3,277.0,323.7,327.9,1019.4,259.3,720.7,656.3,1088.1,1580.4,839.9,1514.7,959.8,1087.0,358.9,277.0,259.2,1108.4,260.1,295.5,1571.7,611.0,114.9,1653.1,1722.5,1575.6,782.5,934.2,1008.0,264.3,690.5,570.8,299.7,241.1,1567.3,194.5,213.3,1614.2,1593.5,262.5,964.4,381.5,1623.8,265.5,443.8,576.8,505.2,895.7,401.0,268.5,852.7,288.6,312.4,1080.0,336.4,1606.1,996.0,591.8,1569.2,1598.5,1114.7,373.4,1503.2,362.7,864.9,427.1,1581.0,261.5,376.3,315.5,1664.3,1138.3,803.6,1093.5,1554.3,696.3,1664.4
IB,319.3,475.0,341.6,511.6,539.3,539.0,703.1,516.0,235.0,468.1,1197.3,1191.9,315.9,1157.5,423.0,1278.4,259.4,504.2,679.8,555.6,673.7,281.3,1955.6,1100.7,252.2,64.0,627.1,622.1,1261.2,277.2,630.9,211.4,316.1,1111.2,519.9,460.6,197.9,1094.5,457.6,1125.4,466.9,301.2,180.3,492.3,332.1,154.5,469.3,329.3,538.6,1176.9,266.3,558.2,308.4,327.2,338.0,549.0,182.6,127.9,532.0,434.7,162.0,445.9,0.0,145.3,325.1,406.6,272.4,1273.4,179.6,698.9,559.0,303.6,230.8,494.4,1164.9,601.4,1200.0,353.3,1151.3,1177.9,646.9,658.3,457.2,1274.4,446.4,303.0,857.3,712.1,620.3,527.1,376.8,480.5,662.9,564.6,527.2,1028.7,436.2,529.8,607.7,511.1,399.4,359.7,476.0,270.9,243.6,345.3,343.2,588.0,493.2,289.3,277.3,688.4,1149.0,408.5,1083.3,528.4,655.8,218.9,454.0,436.2,677.0,494.0,529.4,1140.3,179.6,413.2,1221.7,1291.1,1144.2,351.1,502.8,576.6,487.8,259.1,183.6,305.4,397.4,1135.9,248.3,454.8,1182.8,1162.1,493.6,540.9,286.6,1192.4,489.0,667.3,178.3,195.8,464.3,624.5,445.5,421.3,522.5,551.6,660.5,571.8,1174.7,564.6,160.4,1137.8,1167.1,610.8,352.7,1071.8,111.9,433.5,650.6,1149.6,283.8,248.9,433.0,1166.1,706.9,372.2,674.0,1122.9,356.0,1156.9
IC,455.8,581.7,486.5,618.3,646.0,686.2,809.8,622.7,392.5,626.7,1149.4,1144.0,473.4,1109.6,601.0,1230.5,416.9,665.2,786.5,698.6,811.6,442.3,1974.8,1052.8,413.2,133.5,733.8,774.2,1213.3,438.2,737.6,89.9,477.1,1063.3,680.9,567.3,355.4,1046.6,564.3,1077.5,573.6,446.1,177.3,499.4,479.3,87.2,616.5,486.8,645.3,1129.0,161.0,705.4,455.6,282.2,499.0,701.1,134.7,234.6,638.7,586.8,44.1,593.1,158.7,0.0,472.3,358.7,417.3,1225.5,170.2,805.6,665.7,448.5,118.5,655.4,1117.0,708.1,1152.1,500.5,1103.4,1130.0,753.6,765.0,609.3,1226.5,589.4,446.0,862.9,818.8,573.8,688.1,537.8,587.2,815.0,716.7,688.2,980.8,588.3,690.8,714.4,658.3,560.4,372.6,615.7,428.4,404.6,490.2,495.3,694.7,654.2,241.4,217.9,795.1,1101.1,515.2,1035.4,635.1,762.5,215.9,615.0,597.2,783.7,655.0,690.4,1092.4,170.2,560.4,1173.8,1243.2,1096.3,303.2,609.5,683.3,639.9,211.2,65.7,462.9,533.9,1088.0,395.5,606.9,1134.9,1114.2,636.6,493.0,301.6,1144.5,641.1,819.4,32.9,77.9,571.0,776.6,606.5,373.4,683.5,694.6,767.2,714.8,1126.8,671.3,267.1,1089.9,1119.2,717.5,504.8,1023.9,303.5,439.8,802.7,1101.7,428.7,245.9,594.0,1118.2,659.0,360.6,780.7,1075.0,267.6,1109.0
ID,109.9,795.1,338.4,831.1,859.4,213.8,907.5,836.1,250.5,270.2,1517.4,1512.0,306.0,1477.6,206.2,1598.5,274.9,275.6,938.6,297.6,438.2,226.3,2247.1,1420.8,200.0,384.1,958.7,371.7,1581.3,240.2,951.0,470.2,279.1,1431.3,291.3,780.7,259.4,1414.6,777.7,1445.5,787.0,272.0,286.1,812.4,110.9,397.9,144.1,261.8,858.7,1497.0,554.8,233.0,18.1,573.6,124.9,306.6,502.7,448.0,852.1,184.3,432.6,120.7,320.0,465.4,0.0,726.7,263.2,1593.5,499.7,964.3,879.1,238.3,476.9,265.8,1561.1,921.5,1520.1,28.1,1547.5,1498.0,967.0,978.4,206.8,1594.5,260.5,112.2,1176.2,916.5,940.4,298.5,252.4,800.6,412.5,314.2,298.6,1348.8,167.8,301.2,927.8,185.9,168.2,679.8,259.2,261.0,206.6,316.8,232.3,912.4,264.6,609.4,545.0,976.8,1469.1,728.6,1403.4,848.5,975.7,247.6,265.8,252.3,997.1,265.4,300.8,1460.4,499.7,88.0,1541.8,1611.2,1464.3,671.2,822.9,896.7,237.4,579.2,459.5,295.5,150.7,1456.0,83.2,186.4,1502.9,1482.2,235.6,853.1,374.6,1512.5,238.6,416.9,465.5,393.9,784.4,374.1,261.6,741.4,293.9,285.5,968.7,309.5,1494.8,884.7,480.5,1457.9,1487.2,1003.4,279.7,1391.9,251.4,753.6,400.2,1469.7,254.6,265.0,308.6,1553.0,1027.0,692.3,982.2,1443.0,585.0,1553.1
IN,722.0,589.5,744.3,626.1,671.8,941.7,837.9,648.5,637.7,870.8,961.6,956.2,718.6,921.8,825.7,1042.7,662.1,906.9,794.3,958.3,1076.4,684.0,1787.0,865.0,654.9,413.8,741.6,1024.8,1025.5,679.9,763.4,421.0,718.8,875.5,922.6,307.2,600.6,858.8,414.5,889.7,440.7,703.9,483.3,352.0,734.8,428.7,872.0,732.0,651.0,941.2,276.4,960.9,711.1,291.6,740.7,951.7,230.2,398.8,664.5,837.4,378.0,848.6,402.6,361.3,727.8,0.0,675.1,1037.7,276.1,813.4,691.5,706.3,391.6,897.1,929.2,715.9,964.3,756.0,915.6,942.2,779.4,790.8,859.9,1038.7,849.1,705.7,675.1,846.9,386.0,929.8,779.5,615.3,1065.6,967.3,929.9,793.0,838.9,932.5,722.2,913.8,802.1,298.2,878.7,673.6,646.3,748.0,745.9,732.8,895.9,174.8,278.4,802.9,913.3,433.1,847.6,690.4,770.3,521.9,856.7,838.9,809.5,896.7,932.1,904.6,276.1,815.9,986.0,1055.4,908.5,119.1,617.3,709.1,890.5,176.9,392.7,708.1,800.1,900.2,651.0,857.5,947.1,926.4,896.3,243.3,607.6,956.7,891.7,1070.0,394.3,401.9,578.8,1027.2,848.2,14.6,925.2,954.3,775.0,974.5,939.0,677.0,353.8,902.1,931.4,743.3,755.4,836.1,514.6,252.0,1053.3,913.9,686.5,551.9,835.7,930.4,471.2,281.4,788.5,887.2,226.9,921.2
IU,302.0,714.6,101.5,750.6,778.9,356.6,942.7,755.6,52.0,437.0,1439.6,1486.7,115.8,1399.8,391.3,1573.1,27.6,304.8,916.1,440.4,608.5,112.6,2235.1,1343.0,140.7,350.5,866.7,514.5,1555.9,199.1,870.5,434.2,238.0,1353.5,320.5,700.2,112.3,1336.8,697.2,1367.7,706.5,35.1,225.9,731.9,314.8,347.0,286.9,93.0,778.2,1471.6,512.5,377.6,263.2,540.7,135.4,417.9,444.9,451.6,771.6,327.1,381.7,281.5,261.9,433.2,245.1,668.6,0.0,1568.1,503.3,938.4,798.6,55.5,440.9,295.0,1407.2,841.0,1494.7,252.4,1393.6,1420.2,886.5,897.9,349.6,1569.1,409.3,304.3,1096.9,951.7,859.9,330.0,192.2,720.1,555.3,457.0,327.8,1271.0,310.6,330.4,847.3,328.7,195.5,599.3,426.0,72.0,189.9,79.9,392.0,827.6,293.8,551.3,512.1,928.0,1391.3,648.1,1325.6,768.0,895.4,187.4,250.3,236.8,916.6,294.6,330.0,1382.6,503.3,230.8,1516.4,1585.8,1386.5,645.8,742.4,816.2,380.2,521.1,417.2,124.0,375.0,1378.2,293.3,329.2,1425.1,1404.4,378.4,832.5,155.7,1487.1,381.4,531.3,414.6,349.7,703.9,557.1,246.1,683.3,323.1,428.3,900.1,452.3,1417.0,804.2,484.1,1380.1,1409.4,850.4,401.5,1314.1,301.6,673.1,543.0,1391.9,17.7,204.8,248.4,1408.4,1001.6,611.8,913.6,1365.2,552.1,1399.2
IV,1483.5,983.6,1515.4,1020.2,837.8,1620.4,820.8,880.3,1423.5,1436.7,125.9,121.6,1504.4,237.2,1486.3,114.7,1447.9,1521.0,851.9,1489.8,1496.3,1470.0,1556.0,249.5,1440.9,1238.3,883.7,1533.2,12.1,1465.9,864.1,1179.9,1504.8,238.5,1536.7,944.5,1386.4,258.9,881.3,205.1,834.8,1473.8,1205.0,855.8,1507.0,1150.4,1644.2,1513.7,950.4,108.2,1130.7,1579.0,1483.3,1031.0,1526.7,1547.9,1145.8,1257.9,873.2,1530.8,1167.6,1620.8,1212.5,1185.1,1500.0,963.5,1445.0,0.0,1153.2,877.7,783.2,1476.2,1186.6,1511.2,272.3,1010.8,237.4,1528.2,251.6,129.5,821.8,882.5,1553.3,32.7,1474.7,1473.7,584.2,829.8,747.4,1575.5,1476.9,957.9,1526.4,1485.8,1575.4,278.6,1532.3,1572.7,984.5,1586.6,1518.4,944.6,1446.7,1459.4,1432.3,1493.8,1435.9,866.7,1510.0,1084.7,1065.6,945.0,246.7,986.6,264.8,892.7,889.0,1243.6,1470.8,1453.0,901.2,1510.8,1573.2,238.0,1153.2,1588.1,61.1,75.0,223.9,969.8,1011.4,843.6,1558.2,1086.8,1169.2,1493.9,1561.6,215.6,1423.2,1517.0,140.7,259.8,1521.9,848.3,1329.3,229.8,1585.1,1468.4,1218.0,1123.6,972.9,1494.2,1462.3,978.2,1539.3,1579.9,917.1,1526.0,254.4,976.4,1230.9,156.4,246.8,782.9,1425.1,253.3,1331.2,889.3,1524.2,250.8,1456.4,1273.6,1402.5,245.8,732.1,1017.8,930.6,224.1,1031.7,258.1
IW,515.0,451.0,537.3,487.6,515.3,734.7,679.1,492.0,430.7,663.8,1074.5,1069.1,511.6,1034.7,618.7,1155.6,455.1,699.9,655.8,751.3,869.4,477.0,1915.8,977.9,447.9,155.0,603.1,817.8,1138.4,472.9,606.9,260.2,511.8,988.4,715.6,436.6,393.6,971.7,433.6,1002.6,442.9,496.9,271.3,404.6,527.8,214.1,665.0,525.0,514.6,1054.1,266.3,753.9,504.1,322.0,533.7,744.7,165.0,160.1,508.0,630.4,171.0,641.6,195.6,154.3,520.8,268.0,468.1,1150.6,0.0,674.9,535.0,499.3,230.8,690.1,1042.1,577.4,1077.2,549.0,1028.5,1055.1,622.9,634.3,652.9,1151.6,642.1,498.7,788.0,688.1,498.9,722.8,572.5,456.5,858.6,760.3,722.9,905.9,631.9,725.5,583.7,706.8,595.1,277.8,671.7,466.6,439.3,541.0,538.9,564.0,688.9,128.6,272.1,664.4,1026.2,384.5,960.5,504.4,631.8,309.9,649.7,631.9,653.0,689.7,725.1,1017.5,0.0,608.9,1098.9,1168.3,1021.4,210.3,478.8,552.6,683.5,98.4,231.9,501.1,593.1,1013.1,444.0,650.5,1060.0,1039.3,689.3,412.5,377.6,1069.6,684.7,863.0,187.3,204.8,440.3,820.2,641.2,282.7,718.2,747.3,636.5,767.5,1051.9,540.6,76.6,1015.0,1044.3,586.8,548.4,949.0,307.6,409.5,846.3,1026.8,479.5,339.9,628.7,1043.3,584.1,265.8,650.0,1000.1,353.2,1034.1
IX,962.4,270.0,1035.3,238.8,233.0,1085.0,77.4,246.2,928.7,924.0,863.4,931.3,1009.6,823.6,973.7,1017.8,953.1,1085.8,65.6,977.2,983.7,962.8,1569.7,766.8,936.5,674.6,82.4,1020.6,1000.6,958.7,215.6,835.4,997.6,777.3,1070.1,604.2,891.5,760.6,514.4,791.4,428.3,994.9,790.9,526.4,1013.6,765.1,1150.8,1023.0,218.1,916.2,902.9,1065.9,989.9,950.8,1019.5,1035.3,811.5,685.1,212.7,1018.2,772.1,1127.4,681.4,773.9,1006.6,844.6,966.0,1012.8,700.3,0.0,186.2,997.3,878.4,1095.5,883.6,148.5,847.0,1034.8,870.1,844.0,266.7,211.9,1040.7,1013.8,962.1,952.6,529.0,86.4,604.3,1060.6,1058.3,293.5,1013.8,1057.0,1062.8,694.8,1019.7,1060.1,156.7,1089.8,1079.6,577.7,934.1,964.6,925.1,1039.0,923.3,182.3,1096.8,843.1,913.7,100.4,815.1,550.7,749.4,220.9,145.6,829.5,1131.2,1117.9,230.6,1096.0,1060.6,806.4,700.2,1094.6,961.1,922.3,810.3,889.6,297.8,212.0,1045.6,799.8,807.6,999.1,1026.4,801.9,929.8,1004.4,848.9,828.2,1009.3,768.1,897.2,839.4,1072.5,1047.8,823.0,827.6,259.2,1034.6,1126.9,859.3,1169.0,1067.3,92.4,1013.3,925.2,244.1,681.1,803.9,917.6,276.2,912.5,737.9,793.4,627.9,1011.6,815.6,977.5,859.5,1114.5,875.5,452.6,615.3,105.9,789.0,951.5,875.7
JA,814.5,269.0,849.0,230.4,102.3,1034.2,181.5,115.5,742.4,963.3,756.4,720.6,823.3,716.6,918.2,807.1,766.8,999.4,158.9,1050.8,1087.8,776.5,1492.0,659.8,747.4,488.3,100.4,1117.3,789.9,772.4,80.8,649.1,811.3,670.3,1015.1,456.8,705.3,653.6,367.0,684.5,280.9,808.6,604.6,428.1,827.3,578.8,964.5,836.7,209.1,705.6,716.6,1053.4,803.6,791.1,833.2,1044.2,624.9,498.8,82.0,929.9,585.8,941.1,495.1,587.6,820.3,678.3,779.8,802.1,514.0,172.2,0.0,811.0,692.1,989.6,724.0,193.3,777.1,848.5,710.4,737.0,116.0,99.2,952.4,803.1,941.6,798.2,393.7,190.5,456.9,1022.3,872.0,362.5,1158.1,1059.8,1022.4,587.8,931.4,1025.0,167.0,1006.3,894.6,430.3,971.2,778.3,738.8,852.7,838.4,72.7,988.4,676.8,741.2,161.7,708.1,364.4,642.4,127.9,247.7,643.2,949.2,931.4,117.9,989.2,1024.6,699.4,514.0,908.4,750.4,815.3,703.3,697.4,296.8,81.3,983.0,613.5,621.3,812.8,892.6,695.0,743.5,950.0,741.9,721.2,988.8,719.2,710.9,769.5,984.2,1162.5,636.7,641.4,258.3,1119.7,940.7,693.0,1017.7,1046.8,133.8,1067.0,733.8,235.1,494.8,696.9,726.2,89.9,847.9,630.9,607.1,461.6,1145.8,708.7,791.2,673.2,928.2,725.2,286.4,467.9,147.3,682.0,790.9,716.0
JK,337.7,808.3,133.1,844.9,872.6,354.1,1036.4,849.3,110.0,434.5,1533.3,1501.7,113.3,1493.5,388.8,1588.2,85.6,296.1,1013.1,437.9,578.5,110.1,2235.7,1436.7,141.0,360.1,960.4,512.0,1571.0,196.6,964.2,437.9,235.5,1447.2,311.8,793.9,170.3,1430.5,790.9,1461.4,800.2,66.7,267.7,825.6,332.7,374.6,284.4,90.5,871.9,1486.7,532.4,368.9,260.7,541.3,132.9,409.2,486.4,461.2,865.3,324.6,401.6,279.0,303.7,443.1,242.6,718.6,57.9,1583.2,512.9,1032.2,892.3,0.0,444.6,286.3,1500.9,934.7,1509.8,249.9,1487.3,1513.9,980.2,991.6,347.1,1584.2,406.8,340.0,1190.6,1045.4,953.6,319.0,189.7,813.8,552.8,454.5,319.1,1364.7,308.1,321.7,941.0,326.2,194.3,693.0,423.5,119.1,187.4,111.5,417.6,921.3,285.1,642.6,527.2,1021.7,1485.0,741.8,1419.3,861.7,989.1,229.2,245.9,228.1,1010.3,285.9,321.3,1476.3,512.9,228.3,1531.5,1600.9,1480.2,660.9,836.1,909.9,377.7,612.4,437.1,121.5,372.5,1471.9,325.9,326.7,1518.8,1498.1,375.9,846.1,169.3,1502.2,378.9,562.9,442.2,361.6,797.6,514.4,237.4,733.3,314.4,425.8,993.8,449.8,1510.7,897.9,493.7,1473.8,1503.1,944.1,486.8,1407.8,327.2,766.8,540.5,1485.6,49.3,246.6,245.9,1502.1,1016.7,705.5,1007.3,1458.9,552.7,1492.9
JS,481.0,642.3,511.7,678.9,706.6,711.4,870.4,683.3,417.7,651.9,1151.4,1146.0,498.6,1111.6,626.2,1232.5,442.1,690.4,847.1,723.8,836.8,467.5,1976.8,1054.8,438.4,194.1,794.4,799.4,1215.3,463.4,798.2,35.5,502.3,1065.3,706.1,497.0,380.6,1048.6,624.9,1079.5,634.2,471.3,202.5,541.8,504.5,111.0,641.7,512.0,705.9,1131.0,117.5,730.6,480.8,238.7,524.2,726.3,136.7,295.2,699.3,612.0,104.7,618.3,233.5,122.2,497.5,360.7,442.5,1227.5,259.2,866.2,726.3,473.7,0.0,680.6,1119.0,768.7,1154.1,525.7,1105.4,1132.0,814.2,825.6,634.5,1228.5,614.6,471.2,864.9,879.4,575.8,713.3,563.0,647.8,840.2,741.9,713.4,982.8,613.5,716.0,775.0,683.5,585.6,431.4,640.9,453.6,429.8,515.4,520.5,755.3,679.4,252.5,174.4,855.7,1103.1,575.8,1037.4,695.7,823.1,241.1,640.2,622.4,844.3,680.2,715.6,1094.4,259.2,585.6,1175.8,1245.2,1098.3,334.2,670.1,743.9,665.1,222.3,69.4,488.1,559.1,1090.0,420.7,632.1,1136.9,1116.2,661.8,495.0,326.8,1146.5,666.3,844.6,155.2,103.1,631.6,801.8,631.7,375.4,708.7,719.8,827.8,740.0,1128.8,731.9,327.7,1091.9,1121.2,778.1,530.0,1025.9,328.7,441.8,827.9,1103.7,453.9,271.1,619.2,1120.2,661.0,419.4,841.3,1077.0,224.1,1111.0
KJ,316.6,959.6,271.3,995.6,1112.7,101.1,961.9,1000.6,362.4,339.8,1595.2,1663.2,339.8,1555.4,242.7,1749.6,338.0,9.7,993.0,182.6,295.7,309.6,2301.5,1498.6,337.7,548.6,1013.1,244.1,1732.4,316.5,1139.0,660.4,355.4,1509.1,25.4,945.2,422.7,1492.4,942.2,1523.3,951.5,273.7,476.3,976.9,344.5,588.1,237.6,317.0,1023.2,1648.1,750.9,82.5,278.1,763.8,200.1,122.8,667.2,612.5,1148.1,143.1,622.8,276.4,484.5,629.9,260.0,891.2,310.3,1744.6,664.2,1018.8,1058.1,293.5,667.1,0.0,1615.5,1079.3,1578.8,267.3,1601.9,1575.8,1096.7,1157.4,202.2,1745.6,312.8,336.4,1288.4,970.9,1104.9,32.6,192.6,1064.8,284.9,186.6,32.7,1426.6,222.9,35.3,1087.4,75.3,149.5,844.3,329.5,345.6,307.3,249.7,317.5,1145.9,1.1,773.9,780.2,1031.2,1546.9,893.1,1481.2,1013.0,1030.1,437.8,41.4,58.6,1176.1,0.3,34.9,1538.2,664.2,168.0,1692.9,1654.1,1542.1,835.7,1082.6,1118.5,222.8,743.7,649.7,348.0,276.4,1533.8,343.3,241.5,1580.7,1560.0,216.6,1025.5,408.9,1571.2,178.7,280.8,662.9,584.1,948.9,246.5,49.6,905.9,73.3,239.7,1023.1,218.8,1657.0,1088.3,645.0,1535.7,1649.4,1057.8,327.0,1469.7,447.1,918.1,272.6,1547.5,293.1,455.2,152.6,1607.4,1184.5,856.8,1036.6,1520.8,775.2,1607.5
KL,1467.1,967.2,1499.0,897.8,821.4,1604.0,804.4,863.9,1407.1,1420.3,170.7,163.2,1488.0,45.5,1469.9,247.0,1431.5,1504.6,835.5,1473.4,1479.9,1453.6,1539.6,109.8,1427.3,1221.9,827.8,1516.8,229.8,1449.5,808.2,1163.5,1488.4,98.8,1520.3,778.7,1370.0,119.2,778.8,56.1,818.4,1457.4,1188.6,690.0,1490.6,1134.0,1627.8,1497.3,934.0,148.2,1114.3,1562.1,1466.9,1014.6,1510.3,1531.5,980.0,1162.7,809.4,1514.4,1151.2,1604.4,1196.1,1168.7,1483.6,947.1,1428.6,242.0,1040.0,899.6,727.3,1459.8,1170.2,1494.8,0.0,861.3,221.0,1511.8,23.5,151.3,805.4,826.6,1536.9,245.7,1458.3,1457.3,512.3,813.4,731.0,1556.8,1460.5,941.5,1510.0,1469.4,1559.0,199.9,1515.9,1556.3,835.0,1570.2,1503.3,928.2,1430.3,1443.0,1415.9,1477.4,1419.5,800.1,1493.6,938.7,1040.9,889.1,98.4,884.1,130.4,876.3,872.6,1227.2,1450.1,1436.8,845.3,1494.4,1556.8,89.7,1040.0,1571.7,190.3,229.6,67.9,953.4,995.0,827.2,1541.8,940.8,1152.8,1477.5,1545.2,34.4,1406.8,1500.6,156.2,101.6,1505.5,831.9,1312.9,213.4,1568.7,1452.0,1201.6,1107.2,956.5,1477.8,1445.9,961.8,1522.9,1563.5,861.2,1509.6,41.4,960.0,1117.7,111.2,33.8,766.5,1408.7,145.4,1314.8,723.5,1507.8,111.1,1440.0,1257.2,1386.1,16.1,566.3,1001.4,874.7,84.4,1015.3,66.2
KN,894.4,162.0,928.9,130.8,146.7,1114.1,134.4,129.3,822.3,1019.1,901.3,865.5,903.2,861.5,998.1,952.0,846.7,1079.3,75.0,1047.6,1054.1,856.4,1640.1,804.7,830.1,568.2,125.3,1091.0,934.8,852.3,230.2,729.0,891.2,815.2,1095.0,496.2,785.2,798.5,406.4,829.4,320.3,888.5,684.5,418.4,907.2,658.7,1044.4,916.6,110.1,850.5,796.5,1133.9,883.5,834.9,913.1,1105.7,704.8,578.7,144.4,1009.8,665.7,1021.0,575.0,667.5,900.2,722.1,859.7,947.0,593.9,138.5,196.8,890.9,772.0,1069.5,868.9,0.0,913.1,928.4,855.3,881.9,265.4,222.5,1032.3,948.0,1021.5,878.1,521.6,120.6,496.3,1104.5,951.9,255.5,1084.2,1139.7,1102.3,732.7,1011.3,1104.9,88.9,1086.2,973.2,469.7,1051.1,858.2,818.7,932.6,918.3,131.2,1068.3,720.6,785.0,143.4,853.0,444.3,787.3,113.0,54.3,723.1,1024.8,1011.3,241.2,1069.1,1104.5,844.3,593.9,988.3,895.3,960.2,848.2,741.2,189.8,157.9,1062.9,693.4,701.2,892.7,972.5,839.9,823.4,1029.9,886.8,866.1,1068.7,796.2,790.8,905.5,1064.1,1118.2,716.6,721.3,151.3,1105.0,1020.6,736.8,1097.6,1126.7,135.3,1146.9,878.7,136.1,574.7,841.8,871.1,286.8,927.8,775.8,687.0,469.1,1082.0,853.6,871.1,753.1,1008.1,870.1,448.1,507.3,148.8,826.9,834.7,860.9
KS,1384.9,885.0,1416.8,921.6,739.2,1521.8,722.2,781.7,1324.9,1338.1,278.0,168.7,1405.8,238.2,1387.7,255.2,1349.3,1422.4,753.3,1391.2,1397.7,1371.4,1457.4,211.0,1342.3,1139.7,785.1,1434.6,238.0,1367.3,765.5,1081.3,1406.2,200.0,1438.1,845.9,1287.8,220.4,782.7,206.1,736.2,1375.2,1106.4,757.2,1408.4,1051.8,1545.6,1415.1,851.8,153.7,1032.1,1480.4,1384.7,932.4,1428.1,1449.3,1047.2,1159.3,774.6,1432.2,1069.0,1522.2,1113.9,1086.5,1401.4,864.9,1346.4,250.2,1054.6,779.1,684.6,1377.6,1088.0,1412.6,227.6,912.2,0.0,1429.6,214.0,241.4,723.2,783.9,1454.7,251.2,1376.1,1375.1,509.3,731.2,648.8,1476.9,1378.3,859.3,1427.8,1387.2,1476.8,240.1,1433.7,1474.1,885.9,1488.0,1419.8,846.0,1348.1,1360.8,1333.7,1395.2,1337.3,768.1,1411.4,986.1,967.0,846.4,229.7,888.0,226.3,794.1,790.4,1145.0,1372.2,1354.4,802.6,1412.2,1474.6,221.0,1054.6,1489.5,198.5,267.9,224.9,871.2,912.8,745.0,1459.6,988.2,1070.6,1395.3,1463.0,216.6,1324.6,1418.4,263.5,242.8,1423.3,749.7,1230.7,5.9,1486.5,1369.8,1119.4,1025.0,874.3,1395.6,1363.7,879.6,1440.7,1481.3,818.5,1427.4,255.4,877.8,1132.3,202.2,247.8,684.3,1326.5,214.8,1232.6,790.7,1425.6,212.3,1357.8,1175.0,1303.9,219.5,633.5,919.2,832.0,185.6,933.1,219.6
KV,121.6,831.9,334.3,867.9,896.2,209.7,944.3,872.9,287.3,242.0,1554.2,1548.8,280.5,1514.4,178.0,1635.3,311.7,253.5,978.7,293.5,434.1,263.1,2283.9,1457.6,236.8,420.9,995.5,367.6,1618.1,277.0,987.8,507.0,315.9,1468.1,269.2,817.5,296.2,1451.4,814.5,1482.3,823.8,267.9,322.9,849.2,82.7,434.7,140.0,257.7,895.5,1533.8,591.6,228.9,54.8,610.4,120.8,302.5,539.8,484.8,888.9,180.2,469.4,116.6,356.8,502.2,36.7,763.5,259.1,1630.3,536.5,1001.2,915.9,234.2,513.7,243.7,1597.9,958.3,1556.9,0.0,1584.3,1534.8,1003.8,1015.2,202.7,1631.3,232.3,123.9,1217.2,953.3,977.2,276.4,248.3,837.4,408.4,310.1,276.5,1385.6,163.7,279.1,964.6,181.8,162.8,716.6,231.0,297.8,243.4,312.7,244.0,944.9,242.5,646.2,588.0,1013.6,1505.9,765.4,1440.2,885.3,1012.5,284.4,224.1,248.2,1033.9,243.3,278.7,1497.2,536.5,83.9,1578.6,1648.0,1501.1,708.0,859.7,933.5,233.3,616.0,496.3,288.7,122.5,1492.8,120.0,182.3,1539.7,1519.0,231.5,889.9,370.5,1549.3,234.5,412.8,502.3,430.7,821.2,370.0,257.5,778.2,271.8,281.4,1005.5,305.4,1531.6,921.5,517.3,1494.7,1524.0,1040.2,291.4,1428.7,288.2,790.4,396.1,1506.5,250.5,301.8,304.5,1589.8,1063.8,729.1,1019.0,1479.8,621.8,1589.9
