from_stop,AA,AF,AN,AO,AX,AY,AZ,BA,BB,BC,BJ,BO,BU,CC,CF,CS,CT,DD,DH,DL,DN,DO,DU,EC,EL,EN,EO,EX,EZ,FH,FN,FP,FQ,FX,GB,GD,GE,GJ,GK,GW,GY,HC,HK,HM,HP,HX,IH,II,IO,IP,IW,JV,JW,JY,KB,KD,KF,KJ,KK,KM,KR,KZ,LI,LR,LS,LV,LZ,MD,MH,MM,MR,MU,MV,MZ,NA,NC,NI,OK,OT,OY,PL,PM,PP,PR,PY,QC,QH,QL,QS,RA,RB,RG,RL,RQ,RR,RY,SF,SK,SM,SN,SO,TG,TI,TK,TL,TN,TP,TV,UD,UE,UF,UM,UP,UQ,US,UY,VC,VQ,VR,VV,VW,VY,WA,WD,WE,WI,WJ,WM,WS,WT,XA,XE,XH,XI,XJ,XK,XR,XU,XX,YH,YO,YW,YZ,ZC,ZF,ZJ,ZK,ZY
RB,599.0,1076.7,1552.0,1158.6,1531.8,358.7,1117.6,325.1,1181.3,1233.1,1548.9,1280.3,140.5,1266.7,303.0,1097.0,241.6,388.2,1233.2,177.7,490.3,1356.3,1058.9,1150.7,542.5,351.0,1763.7,1172.6,287.6,40.0,1128.7,77.3,129.7,539.8,166.3,1109.7,201.4,256.3,1155.0,1161.9,249.6,1108.6,1295.1,530.6,268.2,77.9,538.8,390.2,1105.9,1234.1,1592.4,541.5,250.0,1015.0,38.3,0.0,1307.3,1429.4,411.7,165.9,958.2,140.5,1257.6,1300.8,1328.0,260.0,146.3,37.6,243.2,265.6,113.7,1179.8,270.2,1224.5,483.2,187.4,131.4,582.7,996.9,12.4,1522.6,1407.3,73.2,1218.5,1118.6,132.4,230.2,852.1,1331.7,1161.5,0.0,1379.3,222.9,1217.6,1134.3,237.8,1013.3,343.5,841.4,1274.2,1141.4,1399.4,136.5,1140.9,1226.9,393.7,186.7,193.7,1204.4,1272.5,330.2,127.6,1108.2,96.3,1190.3,12.5,1132.3,1108.6,315.6,139.0,83.6,1097.9,17.5,1261.5,113.8,65.4,1286.2,199.4,240.8,327.8,1122.9,1161.0,306.8,1193.9,207.7,1079.4,1154.6,103.8,255.0,1044.1,135.7,1349.0,2666.7,818.3,253.7,1195.1,822.7,186.2
RG,1725.9,650.5,656.0,557.0,489.3,1259.1,718.4,1452.0,500.8,597.6,506.4,644.8,1301.4,729.3,1300.2,774.9,1144.9,1196.6,452.4,1319.0,1617.2,16.0,521.5,454.1,1669.4,1477.9,531.3,476.0,1265.9,1405.9,591.3,1320.0,1322.3,1666.7,1317.2,572.3,1328.3,1381.3,435.1,725.3,1376.5,571.2,837.1,1657.5,1238.7,1416.6,1665.7,1517.1,655.3,696.7,754.3,1668.4,1207.5,477.6,1332.1,1360.7,128.4,386.9,1538.6,1348.6,1179.9,1351.6,419.5,65.0,37.8,1254.0,1307.2,1398.4,1256.3,1247.1,1325.8,1028.3,1241.3,386.4,1610.1,1348.3,1374.1,1709.6,1572.7,1378.3,480.1,364.8,1411.9,583.0,668.0,1498.3,1357.1,1329.4,64.2,724.9,1360.7,0.0,1297.0,680.2,437.7,1356.7,1348.8,1470.4,1340.1,463.4,1014.4,356.9,1355.1,603.5,689.5,1211.9,1364.7,1272.3,550.9,434.4,1457.1,1398.0,728.1,1339.0,652.9,1373.3,435.7,561.9,1442.5,1504.9,1449.5,989.3,1378.2,936.1,1325.9,1403.5,650.7,1278.0,1274.5,1115.6,546.7,521.1,1115.2,612.3,1311.8,592.8,683.0,1409.6,1225.5,506.7,1296.6,713.5,2920.7,1261.5,1262.0,758.5,1398.5,1302.6
RL,628.4,969.7,1445.0,1051.6,1424.8,251.7,1010.6,354.5,1074.3,1126.1,1441.9,1173.3,130.4,1159.7,152.5,990.0,134.6,281.2,1126.2,88.2,519.7,1249.3,951.9,1043.7,571.9,380.4,1656.7,1065.6,137.1,297.0,1021.7,209.6,158.6,569.2,104.4,1002.7,230.8,285.7,1048.0,1054.9,279.0,1001.6,1188.1,560.0,115.0,242.9,568.2,419.6,998.9,1127.1,1485.4,570.9,48.3,908.0,223.2,251.8,1200.3,1322.4,441.1,151.0,987.6,138.8,1150.6,1193.8,1221.0,110.3,163.5,265.1,20.3,103.4,173.9,1209.2,97.6,1117.5,512.6,145.6,222.6,612.1,1026.3,269.4,1415.6,1300.3,238.2,1111.5,1011.6,345.7,259.6,881.5,1224.7,1054.5,251.8,1272.3,0.0,1110.6,1027.3,183.0,1042.7,372.9,870.8,1167.2,1170.8,1292.4,142.3,1033.9,1119.9,286.7,191.0,72.2,1097.4,1165.5,359.6,224.3,1001.2,190.5,1083.3,264.4,1025.3,1001.6,345.0,352.3,296.9,1127.3,271.0,1318.3,175.5,229.8,1179.2,66.9,130.8,220.8,1015.9,1054.0,199.8,1086.9,30.2,972.4,1047.6,235.9,101.8,937.1,135.2,1242.0,2696.1,847.7,118.3,1088.1,852.1,71.8
RQ,1540.5,230.9,586.1,286.4,587.1,1073.7,106.0,1266.6,321.6,360.4,604.2,407.6,1116.0,154.2,1114.8,256.7,959.5,1011.2,342.5,1133.6,1431.8,656.7,233.1,319.2,1484.0,1314.5,1064.1,354.1,1080.5,1220.5,183.4,1134.6,1136.9,1481.3,1131.8,133.2,1142.9,1197.8,347.9,107.6,1191.1,163.3,318.9,1472.1,1053.3,1231.2,1480.3,1331.7,223.0,16.4,626.5,1483.0,1022.1,229.1,1146.7,1175.3,607.7,576.9,1325.2,1163.2,661.7,1166.2,433.5,601.2,628.4,1068.6,1121.8,1213.0,1070.9,1061.7,1140.4,510.1,1055.9,418.5,1424.7,1162.9,1188.7,1524.2,1054.5,1192.9,577.9,566.5,1226.5,345.8,264.8,1312.9,1171.7,811.2,632.1,107.2,1175.3,679.7,1111.6,0.0,322.3,1171.3,830.6,1307.7,821.9,383.5,496.2,699.8,1169.7,195.6,171.3,1026.5,1179.3,1086.9,305.3,411.3,1294.4,1212.6,115.7,1153.6,40.5,1187.9,391.8,236.4,1257.1,1319.5,1264.1,471.1,1194.5,417.9,1140.5,1218.1,413.5,1092.6,1089.1,930.2,250.7,341.9,929.8,321.7,1126.4,207.2,74.8,1224.2,1040.1,199.2,1111.2,476.3,2760.5,743.3,1076.6,140.8,880.3,1117.2
RR,1489.4,169.6,465.1,76.1,460.2,1022.6,342.3,1215.5,77.9,98.7,477.3,145.9,1064.9,353.2,1063.7,398.8,908.4,960.1,98.8,1082.5,1380.7,403.2,171.8,68.4,1432.9,1241.4,810.6,90.3,1029.4,1169.4,215.2,1083.5,1085.8,1430.2,1080.7,196.2,1091.8,1146.7,104.2,349.2,1140.0,195.1,461.0,1421.0,1002.2,1180.1,1429.2,1280.6,174.4,320.6,505.5,1431.9,971.0,167.8,1095.6,1124.2,354.2,337.9,1302.1,1112.1,803.8,1115.1,189.8,347.7,374.9,1017.5,1070.7,1161.9,1019.8,1010.6,1089.3,652.2,1004.8,174.8,1373.6,1111.8,1137.6,1473.1,1196.6,1141.8,451.0,367.4,1175.4,84.1,187.1,1261.8,1120.6,953.3,378.6,348.8,1124.2,426.2,1060.5,304.1,0.0,1120.2,972.7,1233.9,964.0,139.8,638.3,446.3,1118.6,241.0,313.4,975.4,1128.2,1035.8,70.0,167.6,1220.6,1161.5,352.0,1102.5,276.8,1136.8,69.4,81.0,1206.0,1268.4,1213.0,613.2,1143.4,560.0,1089.4,1167.0,151.8,1041.5,1038.0,879.1,65.8,98.2,878.7,118.8,1075.3,111.9,311.1,1173.1,989.0,137.9,1060.1,214.6,2699.2,885.4,1025.5,382.4,1022.4,1066.1
RY,744.2,1110.4,1585.7,1192.3,1565.5,392.4,1151.3,470.3,1215.0,1266.8,1582.6,1314.0,203.6,1300.4,242.0,1130.7,275.3,421.9,1266.9,179.4,635.5,1390.0,1092.6,1184.4,687.7,496.2,1797.4,1206.3,226.6,255.7,1162.4,282.8,231.8,685.0,177.6,1143.4,346.6,401.5,1188.7,1195.6,394.8,1142.3,1328.8,675.8,253.8,187.8,684.0,535.4,1139.6,1267.8,1626.1,686.7,189.0,1048.7,281.0,242.6,1341.0,1463.1,556.9,224.2,1103.4,212.0,1291.3,1334.5,1361.7,251.0,236.7,210.0,203.3,244.1,247.1,1325.0,238.3,1258.2,628.4,218.8,295.8,727.9,1142.1,255.1,1556.3,1441.0,183.1,1252.2,1152.3,290.6,375.4,997.3,1365.4,1195.2,242.6,1413.0,187.4,1251.3,1168.0,0.0,1158.5,488.7,986.6,1307.9,1286.6,1433.1,215.5,1174.6,1260.6,427.4,53.8,132.7,1238.1,1306.2,475.4,169.2,1141.9,263.7,1224.0,231.7,1166.0,1142.3,460.8,297.2,241.8,1243.1,226.1,1406.7,248.7,174.7,1319.9,138.4,241.8,361.5,1156.6,1194.7,340.5,1227.6,172.2,1113.1,1188.3,180.8,242.5,1077.8,208.4,1382.7,2811.9,963.5,254.7,1228.8,967.9,163.0
SF,1074.0,870.4,1225.6,925.9,1226.6,1042.7,859.7,800.1,961.1,999.9,1243.7,1047.1,878.5,870.6,1013.7,739.0,925.6,1072.2,982.0,982.1,965.3,1296.2,872.6,958.7,1017.5,722.7,1703.6,993.6,979.4,983.0,822.9,897.1,899.4,1014.8,904.3,772.7,771.1,772.9,987.4,866.6,774.8,802.8,801.2,1005.6,952.2,1015.8,1013.8,865.2,862.5,838.0,1266.0,1016.5,921.0,868.6,909.2,937.8,1247.2,1216.4,733.4,925.7,228.5,950.7,1073.0,1240.7,1267.9,967.5,884.3,975.5,969.8,960.6,902.9,450.1,954.8,1058.0,958.2,925.4,951.2,1057.7,462.7,955.4,1217.4,1206.0,1011.1,985.3,904.3,1075.4,794.2,127.4,1271.6,866.2,937.8,1319.2,970.1,821.5,961.8,1060.8,0.0,715.9,138.1,1023.0,411.7,1339.3,954.2,835.1,656.9,1077.7,1068.8,948.1,944.8,1050.8,702.6,1065.5,869.4,916.1,794.2,950.4,1031.3,875.9,790.6,1082.0,1026.6,368.2,955.3,531.8,903.0,1003.3,1053.0,942.8,978.9,1011.8,890.2,981.4,990.8,961.2,954.9,846.7,824.3,1041.7,939.0,838.7,873.7,1115.8,3141.7,204.7,975.5,899.8,288.5,965.7
SK,446.8,1133.5,1608.8,1215.4,1588.6,415.5,1174.4,172.9,1238.1,1289.9,1605.7,1337.1,251.3,1323.5,386.5,1153.8,298.4,445.0,1290.0,354.9,338.1,1413.1,1115.7,1207.5,390.3,7.5,1820.5,1229.4,352.2,355.8,1185.5,269.9,272.2,387.6,277.1,1166.5,143.9,145.7,1211.8,1218.7,147.6,1165.4,1351.9,378.4,325.0,388.6,386.6,238.0,1162.7,1290.9,1649.2,389.3,293.8,1071.8,282.0,310.6,1364.1,1486.2,91.7,298.5,723.4,323.5,1314.4,1357.6,1384.8,340.3,257.1,348.3,342.6,333.4,275.7,945.0,327.6,1281.3,331.0,298.2,324.0,430.5,762.1,328.2,1579.4,1464.1,383.9,1275.3,1175.4,448.2,167.0,617.3,1388.5,1218.3,310.6,1436.1,342.9,1274.4,1191.1,433.6,778.5,0.0,606.6,1331.0,906.6,1456.2,327.0,1197.7,1151.8,450.5,441.6,320.9,1261.2,1329.3,10.4,438.3,1165.0,288.9,1247.1,323.2,1189.1,1165.4,163.4,454.8,399.4,863.1,329.8,1026.7,275.8,376.1,1343.0,315.6,351.7,384.6,1179.7,1217.8,363.6,1250.7,327.7,1136.2,1211.4,414.5,311.8,1100.9,246.5,1405.8,2514.5,583.5,348.3,1251.9,587.9,338.5
SM,935.8,875.4,1230.6,930.9,1231.6,904.5,864.7,661.9,966.1,1004.9,1248.7,1052.1,740.3,875.6,875.5,744.0,787.4,934.0,987.0,843.9,827.1,1301.2,877.6,963.7,879.3,584.5,1708.6,998.6,841.2,844.8,827.9,758.9,761.2,876.6,766.1,777.7,632.9,634.7,992.4,871.6,636.6,807.8,806.2,867.4,814.0,877.6,875.6,727.0,867.5,843.0,1271.0,878.3,782.8,873.6,771.0,799.6,1252.2,1221.4,595.2,787.5,233.5,812.5,1078.0,1245.7,1272.9,829.3,746.1,837.3,831.6,822.4,764.7,455.1,816.6,1063.0,820.0,787.2,813.0,919.5,324.5,817.2,1222.4,1211.0,872.9,990.3,909.3,937.2,656.0,10.6,1276.6,871.2,799.6,1324.2,831.9,826.5,966.8,922.6,171.8,577.7,0.0,1028.0,416.7,1344.3,816.0,840.1,661.9,939.5,930.6,809.9,949.8,1055.8,564.4,927.3,874.4,777.9,799.2,812.2,1036.3,880.9,652.4,943.8,888.4,373.2,818.8,536.8,764.8,865.1,1058.0,804.6,840.7,873.6,895.2,986.4,852.6,966.2,816.7,851.7,833.5,903.5,800.8,843.7,735.5,1120.8,3003.5,112.1,837.3,904.8,150.3,827.5
SN,1582.7,229.9,388.1,136.4,383.2,1115.9,402.6,1308.8,80.2,177.0,400.3,224.2,1158.2,413.5,1157.0,459.1,1001.7,1053.4,31.8,1175.8,1474.0,404.7,232.1,187.4,1526.2,1334.7,812.1,209.3,1122.7,1262.7,275.5,1176.8,1179.1,1523.5,1174.0,256.5,1185.1,1240.0,106.5,409.5,1233.3,255.4,521.3,1514.3,1095.5,1273.4,1522.5,1373.9,234.7,380.9,428.5,1525.2,1064.3,228.1,1188.9,1217.5,355.7,260.9,1395.4,1205.4,864.1,1208.4,112.8,349.2,376.4,1110.8,1164.0,1255.2,1113.1,1103.9,1182.6,712.5,1098.1,97.8,1466.9,1205.1,1230.9,1566.4,1256.9,1235.1,374.0,290.4,1268.7,162.4,247.4,1355.1,1213.9,1013.6,380.1,409.1,1217.5,427.7,1153.8,364.4,118.9,1213.5,1033.0,1327.2,1024.3,0.0,698.6,444.0,1211.9,301.3,373.7,1068.7,1221.5,1129.1,130.3,90.6,1313.9,1254.8,412.3,1195.8,337.1,1230.1,188.4,141.3,1299.3,1361.7,1306.3,673.5,1236.7,620.3,1182.7,1260.3,230.1,1134.8,1131.3,972.4,126.1,100.5,972.0,191.7,1168.6,172.2,371.4,1266.4,1082.3,198.2,1153.4,292.9,2759.5,945.7,1118.8,442.7,1082.7,1159.4
SO,1230.0,543.0,898.2,598.5,899.2,1198.7,532.3,956.1,633.7,672.5,916.3,719.7,1034.5,543.2,1169.7,411.6,1081.6,1228.2,654.6,1138.1,1121.3,968.8,545.2,631.3,1173.5,878.7,1376.2,666.2,1135.4,1139.0,495.5,1053.1,1055.4,1170.8,1060.3,445.3,927.1,928.9,660.0,539.2,930.8,475.4,473.8,1161.6,1108.2,1171.8,1169.8,1021.2,535.1,510.6,938.6,1172.5,1077.0,541.2,1065.2,1093.8,919.8,889.0,889.4,1081.7,225.9,1106.7,745.6,913.3,940.5,1123.5,1040.3,1131.5,1125.8,1116.6,1058.9,187.0,1110.8,730.6,1114.2,1081.4,1107.2,1213.7,618.7,1111.4,890.0,878.6,1167.1,657.9,576.9,1231.4,950.2,375.4,944.2,538.8,1093.8,991.8,1126.1,494.1,634.4,1216.8,394.8,871.9,386.1,695.6,0.0,1011.9,1110.2,507.7,329.5,1233.7,1224.8,1104.1,617.4,723.4,858.6,1221.5,542.0,1072.1,466.8,1106.4,703.9,548.5,946.6,1238.0,1182.6,105.1,1113.0,120.0,1059.0,1159.3,725.6,1098.8,1134.9,1167.8,562.8,654.0,1146.8,633.8,1110.9,519.3,501.1,1197.7,1095.0,511.3,1029.7,788.4,3072.6,307.5,1131.5,572.4,444.5,1121.7
TG,1755.2,627.9,434.6,534.4,267.9,1288.4,747.7,1481.3,478.2,575.0,285.0,622.2,1330.7,758.6,1329.5,804.2,1174.2,1225.9,429.8,1348.3,1646.5,385.0,550.8,483.4,1698.7,1507.2,731.7,505.3,1295.2,1435.2,620.6,1349.3,1351.6,1696.0,1346.5,601.6,1357.6,1412.5,504.5,754.6,1405.8,600.5,866.4,1686.8,1268.0,1445.9,1695.0,1546.4,632.7,726.0,564.5,1697.7,1236.8,506.9,1361.4,1390.0,342.2,165.5,1567.9,1377.9,1209.2,1380.9,440.9,335.7,362.9,1283.3,1336.5,1427.7,1285.6,1276.4,1355.1,1057.6,1270.6,399.0,1639.4,1377.6,1403.4,1738.9,1602.0,1407.6,258.7,143.4,1441.2,560.4,645.4,1527.6,1386.4,1358.7,299.7,754.2,1390.0,368.9,1326.3,709.5,516.9,1386.0,1378.1,1499.7,1369.4,440.8,1043.7,0.0,1384.4,699.3,718.8,1241.2,1394.0,1301.6,528.3,360.5,1486.4,1427.3,757.4,1368.3,682.2,1402.6,465.0,539.3,1471.8,1534.2,1478.8,1018.6,1409.2,965.4,1355.2,1432.8,628.1,1307.3,1303.8,1144.9,524.1,498.5,1144.5,589.7,1341.1,570.2,716.5,1438.9,1254.8,596.2,1325.9,690.9,2950.0,1290.8,1291.3,787.8,1427.8,1331.9
TI,607.2,1074.8,1550.1,1156.7,1529.9,356.8,1115.7,333.3,1179.4,1231.2,1547.0,1278.4,86.8,1264.8,211.8,1095.1,239.7,386.3,1231.3,80.9,498.5,1354.4,1057.0,1148.8,550.7,359.2,1761.8,1170.7,196.4,170.0,1126.8,67.2,76.0,548.0,60.8,1107.8,209.6,264.5,1153.1,1160.0,257.8,1106.7,1293.2,538.8,202.1,202.8,547.0,398.4,1104.0,1232.2,1590.5,549.7,158.8,1013.1,96.2,124.8,1305.4,1427.5,419.9,54.7,966.4,4.0,1255.7,1298.9,1326.1,126.2,112.5,162.5,136.5,131.8,42.8,1188.0,136.4,1222.6,491.4,102.0,80.2,590.9,1005.1,142.4,1520.7,1405.4,198.1,1216.6,1116.7,262.4,238.4,860.3,1329.8,1159.6,124.8,1377.4,116.2,1215.7,1132.4,206.9,1021.5,351.7,849.6,1272.3,1149.6,1397.5,0.0,1139.0,1225.0,391.8,214.9,94.2,1202.5,1270.6,338.4,248.2,1106.3,48.1,1188.4,137.4,1130.4,1106.7,323.8,269.0,213.6,1106.1,144.0,1269.7,69.0,190.3,1284.3,88.9,107.0,325.9,1121.0,1159.1,304.9,1192.0,101.0,1077.5,1152.7,228.7,188.9,1042.2,91.6,1347.1,2674.9,826.5,119.9,1193.2,830.9,89.4
TK,1514.5,136.0,532.9,186.5,533.9,1047.7,225.1,1240.6,221.7,260.5,551.0,307.7,1090.0,236.0,1088.8,281.6,933.5,985.2,242.6,1107.6,1405.8,561.8,138.2,219.3,1458.0,1339.4,969.2,254.2,1054.5,1194.5,19.2,1108.6,1110.9,1455.3,1105.8,79.0,1116.9,1171.8,248.0,232.0,1165.1,56.9,343.8,1446.1,1027.3,1205.2,1454.3,1305.7,48.9,203.4,573.3,1457.0,996.1,134.2,1120.7,1149.3,512.8,481.7,1350.1,1137.2,686.6,1140.2,333.6,506.3,533.5,1042.6,1095.8,1187.0,1044.9,1035.7,1114.4,535.0,1029.9,318.6,1398.7,1136.9,1162.7,1498.2,1079.4,1166.9,524.7,511.2,1200.5,245.9,90.7,1286.9,1145.7,836.1,537.2,231.6,1149.3,584.8,1085.6,186.9,222.4,1145.3,855.5,1332.6,846.8,283.6,521.1,604.9,1143.7,0.0,196.2,1000.5,1153.3,1060.9,205.4,311.4,1319.3,1186.6,234.8,1127.6,159.6,1161.9,291.9,136.5,1231.1,1293.5,1238.1,496.0,1168.5,442.8,1114.5,1192.1,313.6,1066.6,1063.1,904.2,150.8,242.0,903.8,221.8,1100.4,107.3,193.9,1198.2,1014.1,104.3,1085.2,376.4,2665.6,768.2,1050.6,265.2,905.2,1091.2
TL,1494.4,213.4,568.6,268.9,569.6,1045.2,202.7,1220.5,304.1,342.9,586.7,390.1,1087.5,213.6,1086.3,85.3,931.0,982.7,325.0,1105.1,1385.7,639.2,215.6,301.7,1437.9,1143.1,1046.6,336.6,1052.0,1192.0,165.9,1106.1,1108.4,1435.2,1103.3,115.7,1114.4,1169.3,330.4,209.6,1162.6,145.8,147.5,1426.0,1024.8,1202.7,1434.2,1285.6,205.5,181.0,609.0,1436.9,993.6,211.6,1118.2,1146.8,590.2,559.4,1153.8,1134.7,490.3,1137.7,416.0,583.7,610.9,1040.1,1093.3,1184.5,1042.4,1033.2,1111.9,338.7,1027.4,401.0,1378.6,1134.4,1160.2,1478.1,883.1,1164.4,560.4,549.0,1198.0,328.3,247.3,1284.4,1143.2,639.8,614.6,209.2,1146.8,662.2,1083.1,164.5,304.8,1142.8,659.2,1136.3,650.5,366.0,324.8,682.3,1141.2,178.1,0.0,998.0,1150.8,1058.4,287.8,393.8,1123.0,1184.1,212.4,1125.1,137.2,1159.4,374.3,218.9,1211.0,1291.0,1235.6,299.7,1166.0,246.5,1112.0,1189.6,396.0,1064.1,1060.6,855.4,233.2,324.4,901.3,304.2,1097.9,189.7,171.5,1195.7,1011.6,181.7,1082.7,458.8,2743.0,571.9,1048.1,242.8,708.9,1088.7
TN,732.6,891.8,1367.1,973.7,1346.9,96.4,932.7,458.7,996.4,1048.2,1364.0,1095.4,308.1,1081.8,306.9,912.1,151.6,15.3,1048.3,325.7,623.9,1171.4,874.0,965.8,676.1,484.6,1578.8,987.7,272.6,412.6,943.8,326.7,329.0,673.4,323.9,924.8,335.0,389.9,970.1,977.0,383.2,923.7,1110.2,664.2,245.4,423.3,672.4,523.8,921.0,1049.2,1407.5,675.1,214.2,830.1,338.8,367.4,1122.4,1244.5,545.3,355.3,1091.8,358.3,1072.7,1115.9,1143.1,260.7,313.9,405.1,263.0,253.8,332.5,1313.4,248.0,1039.6,616.8,355.0,380.8,716.3,1130.5,385.0,1337.7,1222.4,418.6,1033.6,933.7,505.0,363.8,985.7,1146.8,976.6,367.4,1194.4,303.7,1032.7,949.4,363.4,1146.9,477.1,975.0,1089.3,1318.7,1214.5,361.8,956.0,1042.0,0.0,371.4,279.0,1019.5,1087.6,463.8,404.7,923.3,345.7,1005.4,380.0,947.4,923.7,449.2,511.6,456.2,1231.5,386.6,1240.4,332.6,410.2,1101.3,284.7,281.2,142.9,938.0,976.1,96.6,1009.0,318.5,894.5,969.7,416.3,232.2,859.2,303.3,1164.1,2782.4,951.9,268.7,1010.2,956.3,309.3
TP,729.4,1095.6,1570.9,1177.5,1550.7,377.6,1136.5,455.5,1200.2,1252.0,1567.8,1299.2,188.8,1285.6,227.2,1115.9,260.5,407.1,1252.1,164.6,620.7,1375.2,1077.8,1169.6,672.9,481.4,1782.6,1191.5,211.8,201.8,1147.6,266.1,217.0,670.2,162.8,1128.6,331.8,386.7,1173.9,1180.8,380.0,1127.5,1314.0,661.0,239.0,133.9,669.2,520.6,1124.8,1253.0,1611.3,671.9,174.2,1033.9,227.1,188.7,1326.2,1448.3,542.1,209.4,1088.6,197.2,1276.5,1319.7,1346.9,236.2,221.9,156.1,188.5,229.3,232.3,1310.2,223.5,1243.4,613.6,204.0,281.0,713.1,1127.3,201.2,1541.5,1426.2,129.2,1237.4,1137.5,236.7,360.6,982.5,1350.6,1180.4,188.7,1398.2,172.6,1236.5,1153.2,51.0,1143.7,473.9,971.8,1293.1,1271.8,1418.3,200.7,1159.8,1245.8,412.6,0.0,117.9,1223.3,1291.4,460.6,115.3,1127.1,248.9,1209.2,177.8,1151.2,1127.5,446.0,243.3,187.9,1228.3,172.2,1391.9,233.9,120.8,1305.1,123.6,227.0,346.7,1141.8,1179.9,325.7,1212.8,157.4,1098.3,1173.5,126.9,227.7,1063.0,193.6,1367.9,2797.1,948.7,239.9,1214.0,953.1,148.2
TV,611.4,985.9,1461.2,1067.8,1441.0,267.9,1026.8,337.5,1090.5,1142.3,1458.1,1189.5,70.8,1175.9,117.5,1006.2,150.8,297.4,1142.4,46.6,502.7,1265.5,968.1,1059.9,554.9,363.4,1672.9,1081.8,102.1,237.4,1037.9,150.0,99.0,552.2,44.8,1018.9,213.8,268.7,1064.2,1071.1,262.0,1017.8,1204.3,543.0,129.3,172.5,551.2,402.6,1015.1,1143.3,1501.6,553.9,64.5,924.2,163.6,192.2,1216.5,1338.6,424.1,91.4,970.6,79.2,1166.8,1210.0,1237.2,126.5,103.9,194.7,74.9,119.6,114.3,1192.2,113.8,1133.7,495.6,86.0,163.0,595.1,1009.3,209.8,1431.8,1316.5,167.8,1127.7,1027.8,275.3,242.6,864.5,1240.9,1070.7,192.2,1288.5,54.6,1126.8,1043.5,112.6,1025.7,355.9,853.8,1183.4,1153.8,1308.6,82.7,1050.1,1136.1,302.9,120.6,0.0,1113.6,1181.7,342.6,153.9,1017.4,130.9,1099.5,204.8,1041.5,1017.8,328.0,281.9,226.5,1110.3,210.8,1273.9,115.9,159.4,1195.4,5.6,109.0,237.0,1032.1,1070.2,216.0,1103.1,39.4,988.6,1063.8,165.5,118.0,953.3,75.6,1258.2,2679.1,830.7,121.9,1104.3,835.1,30.2
UD,1502.8,150.0,473.9,56.5,469.0,1036.0,322.7,1228.9,86.7,125.5,486.1,172.7,1078.3,333.6,1077.1,379.2,921.8,973.5,107.6,1095.9,1394.1,490.5,152.2,114.6,1446.3,1254.8,897.9,149.5,1042.8,1182.8,195.6,1096.9,1099.2,1443.6,1094.1,176.6,1105.2,1160.1,113.0,329.6,1153.4,175.5,441.4,1434.4,1015.6,1193.5,1442.6,1294.0,154.8,301.0,514.3,1445.3,984.4,148.2,1109.0,1137.6,441.5,346.7,1315.5,1125.5,784.2,1128.5,198.6,435.0,462.2,1030.9,1084.1,1175.3,1033.2,1024.0,1102.7,632.6,1018.2,183.6,1387.0,1125.2,1151.0,1486.5,1177.0,1155.2,459.8,376.2,1188.8,110.9,167.5,1275.2,1134.0,933.7,465.9,329.2,1137.6,513.5,1073.9,284.5,87.4,1133.6,953.1,1247.3,944.4,148.6,618.7,529.8,1132.0,221.4,293.8,988.8,1141.6,1049.2,0.0,176.4,1234.0,1174.9,332.4,1115.9,257.2,1150.2,156.9,61.4,1219.4,1281.8,1226.4,593.6,1156.8,540.4,1102.8,1180.4,178.6,1054.9,1051.4,892.5,46.2,107.0,892.1,111.8,1088.7,92.3,291.5,1186.5,1002.4,118.3,1073.5,241.4,2679.6,865.8,1038.9,362.8,1002.8,1079.5
UE,1604.3,267.3,348.7,173.8,292.5,1137.5,440.0,1330.4,117.6,214.4,309.6,261.6,1179.8,450.9,1178.6,496.5,1023.3,1075.0,69.2,1197.4,1495.6,345.3,269.5,224.8,1547.8,1356.3,752.7,246.7,1144.3,1284.3,312.9,1198.4,1200.7,1545.1,1195.6,293.9,1206.7,1261.6,143.9,446.9,1254.9,292.8,558.7,1535.9,1117.1,1295.0,1544.1,1395.5,272.1,418.3,389.1,1546.8,1085.9,265.5,1210.5,1239.1,296.3,170.2,1417.0,1227.0,901.5,1230.0,85.0,289.8,317.0,1132.4,1185.6,1276.8,1134.7,1125.5,1204.2,749.9,1119.7,38.4,1488.5,1226.7,1252.5,1588.0,1294.3,1256.7,283.3,199.7,1290.3,199.8,284.8,1376.7,1235.5,1051.0,320.7,446.5,1239.1,368.3,1175.4,401.8,156.3,1235.1,1070.4,1348.8,1061.7,80.2,736.0,353.3,1233.5,338.7,411.1,1090.3,1243.1,1150.7,167.7,0.0,1335.5,1276.4,449.7,1217.4,374.5,1251.7,225.8,178.7,1320.9,1383.3,1327.9,710.9,1258.3,657.7,1204.3,1281.9,267.5,1156.4,1152.9,994.0,163.5,137.9,993.6,229.1,1190.2,209.6,408.8,1288.0,1103.9,235.6,1175.0,330.3,2796.9,983.1,1140.4,480.1,1120.1,1181.0
