from_stop,AB,AG,AH,AJ,AL,AP,AS,BJ,BR,BW,BY,CB,CE,CF,CI,CN,DB,DC,DK,DQ,DZ,EE,EG,EI,EK,EL,EM,EN,ER,FB,FC,FH,FJ,GA,GH,GI,GM,GN,GQ,GY,HA,HC,HF,HH,HO,HP,HS,IE,IH,IJ,IL,IM,IQ,IR,JB,JI,JK,JO,KF,KJ,KW,KY,LA,LB,LE,LF,LH,LL,LM,LQ,LR,LW,MA,MF,MI,MJ,ML,MN,MS,NC,ND,NH,NO,NQ,NU,NV,NZ,OD,OE,OT,OW,PD,PH,PI,PN,PP,PQ,PU,PW,QC,QE,QG,QI,QL,QM,QQ,RC,RJ,RL,RS,RX,RY,RZ,SD,SG,ST,TE,TI,UA,UF,UK,UO,UP,UU,UW,VG,VR,VU,WG,WH,WM,WS,WT,WV,XC,XG,XH,XI,XK,XO,XT,XU,YA,YE,YK,YP,YR,YU,ZA,ZE,ZF,ZH,ZT
OW,1090.5,706.6,721.4,564.1,1176.6,1066.1,227.1,545.2,797.6,11.6,1058.3,1107.0,1014.0,274.5,726.3,1108.5,811.2,794.5,593.4,248.0,760.2,793.4,666.4,1194.7,1133.5,1169.8,1123.4,498.2,746.6,687.0,764.4,811.9,488.2,134.2,357.0,1094.8,209.2,636.7,74.1,521.2,760.5,628.3,539.5,714.9,554.9,1106.0,557.4,509.9,250.3,1091.4,618.3,753.4,699.3,1137.4,1206.5,142.0,409.6,1207.8,785.1,1125.2,732.3,118.8,4.3,1101.7,1074.1,228.3,610.5,1148.8,1240.0,619.2,450.9,1228.6,221.8,1031.7,701.2,608.9,735.4,796.1,744.3,795.6,639.2,1123.2,529.2,749.2,543.0,2077.4,574.9,1218.8,777.5,758.3,0.0,1208.4,1127.8,1065.5,594.5,105.8,363.2,335.1,751.1,755.7,236.7,562.5,1146.3,1134.2,16.9,280.1,232.8,728.2,1227.2,1060.2,526.5,259.6,337.9,496.1,740.4,682.5,1218.4,1171.7,637.2,624.9,785.5,1049.0,747.7,1201.6,1111.6,282.3,370.9,540.1,746.7,727.4,1167.5,649.6,800.0,1144.2,1122.3,668.8,566.9,653.9,610.7,717.8,1067.2,1172.7,797.5,750.7,1178.0,653.5,1123.7,779.4,1102.6,441.0,1095.8,759.8,1106.1
PD,208.6,1382.0,1396.8,1239.5,304.1,320.6,1153.9,1220.6,1473.0,1179.3,312.8,361.5,268.5,1201.3,1401.7,297.0,1486.6,913.9,1263.7,1174.8,655.4,672.0,1341.8,322.2,388.0,105.8,378.1,1173.6,484.2,1362.4,699.1,1487.3,814.2,1194.1,928.2,212.9,1136.0,1312.1,1250.8,1196.6,1438.4,1293.2,1204.4,1390.3,865.1,224.1,1232.8,1185.3,1180.1,305.5,1283.2,706.1,1374.7,263.7,348.3,1128.2,932.2,407.3,1450.6,383.1,1407.7,1206.7,1186.6,325.5,328.6,1155.1,1285.9,59.6,494.5,1294.6,1228.4,392.7,1148.6,286.2,1376.6,1282.3,854.8,915.5,749.6,674.2,1314.6,275.0,1204.6,1424.6,1218.4,2745.3,1239.8,346.3,656.1,877.7,1191.0,0.0,245.9,320.0,760.2,1167.2,922.0,910.9,781.4,1432.0,1075.6,1237.9,400.8,302.7,1167.2,1206.9,1071.7,606.8,354.7,314.7,743.3,1186.4,1264.7,851.3,1415.8,1357.9,54.3,289.8,1302.1,1300.3,664.1,303.5,485.3,444.6,366.1,1209.1,964.8,944.4,625.3,1402.8,422.0,1325.0,919.4,323.7,376.8,1344.2,640.7,684.2,1286.1,1393.2,321.7,405.1,706.3,1426.1,376.8,772.9,292.2,658.0,354.6,879.7,350.3,450.3,261.9
PH,75.0,1489.5,1504.3,1347.0,120.5,174.9,1046.5,1328.1,1580.5,1071.9,195.3,239.2,161.1,1093.9,1509.2,79.8,1594.1,806.5,1371.2,1067.4,548.0,564.6,1449.3,138.6,244.8,200.5,253.4,1281.1,376.8,1469.9,591.7,1594.8,706.8,1086.7,820.8,59.3,1028.6,1419.6,1143.4,1304.1,1545.9,1277.1,1188.3,1497.8,757.7,40.5,1340.3,1292.8,1072.7,121.9,1267.1,598.7,1482.2,110.1,164.7,1020.8,824.8,223.7,1558.1,199.5,1515.2,1099.3,1079.2,141.9,209.3,1047.7,1393.4,179.5,332.0,1402.1,1270.3,209.1,1041.2,154.0,1484.1,1389.8,747.4,808.1,642.2,566.8,1422.1,121.4,1312.1,1532.1,1325.9,2675.8,1223.7,162.7,548.7,770.3,1083.6,239.1,0.0,185.5,652.8,1059.8,814.6,803.5,674.0,1539.5,968.2,1345.4,285.2,119.1,1059.8,1099.5,964.3,499.4,171.1,207.3,635.9,1079.0,1157.3,743.9,1523.3,1465.4,249.1,132.2,1286.0,1407.8,556.7,196.1,377.9,261.0,198.2,1101.7,857.4,837.0,517.9,1510.3,252.9,1432.5,812.0,140.1,269.4,1451.7,533.3,576.8,1393.6,1500.7,214.3,221.5,598.9,1533.6,193.2,665.5,108.6,550.6,171.0,772.3,242.9,342.9,78.3
PI,222.6,1441.5,1456.3,1299.0,186.9,76.4,998.5,1280.1,1532.5,1023.9,22.3,124.0,42.4,1045.9,1461.2,118.8,1546.1,758.5,1323.2,1019.4,500.0,516.6,1401.3,205.0,150.5,288.9,140.6,1233.1,328.8,1421.9,543.7,1546.8,658.8,1038.7,772.8,191.0,980.6,1371.6,1095.4,1256.1,1497.9,1229.1,1140.3,1449.8,709.7,153.6,1292.3,1244.8,1024.7,81.6,1219.1,550.7,1434.2,147.7,223.5,972.8,776.8,224.8,1510.1,114.6,1467.2,1051.3,1031.2,65.7,91.1,999.7,1345.4,267.9,257.0,1354.1,1222.3,245.6,993.2,42.0,1436.1,1341.8,699.4,760.1,594.2,518.8,1374.1,133.5,1264.1,1484.1,1277.9,2627.8,1175.7,229.1,500.7,722.3,1035.6,327.5,158.7,0.0,604.8,1011.8,766.6,755.5,626.0,1491.5,920.2,1297.4,163.3,144.5,1011.8,1051.5,916.3,451.4,237.5,77.2,587.9,1031.0,1109.3,695.9,1475.3,1417.4,337.5,234.0,1238.0,1359.8,508.7,30.7,329.9,218.6,113.3,1053.7,809.4,789.0,469.9,1462.3,184.5,1384.5,764.0,149.4,139.3,1403.7,485.3,528.8,1345.6,1452.7,84.2,189.7,550.9,1485.6,195.0,617.5,134.0,502.6,86.1,724.3,112.8,294.9,116.4
PN,660.5,953.2,968.0,810.7,746.6,636.1,535.7,791.8,1044.2,561.1,628.3,677.0,584.0,583.1,972.9,678.5,1057.8,199.9,834.9,556.6,247.7,296.4,913.0,764.7,703.5,739.8,693.6,744.8,316.6,933.6,253.9,1058.5,246.4,575.9,240.6,664.8,517.8,883.3,632.6,767.8,1009.6,740.8,652.0,961.5,297.3,676.0,804.0,756.5,561.9,661.4,730.8,242.9,945.9,707.4,776.5,510.0,244.6,777.8,1021.8,700.9,978.9,588.5,568.4,671.7,644.1,536.9,857.1,718.8,810.0,865.8,759.5,798.6,530.4,601.7,947.8,853.5,140.8,201.5,233.8,366.5,885.8,693.2,775.8,995.8,789.6,2215.4,687.4,788.8,348.4,163.7,572.8,778.4,697.8,635.5,0.0,549.0,234.4,283.3,240.6,1003.2,412.5,809.1,716.3,704.2,549.0,588.7,447.1,308.5,797.2,630.2,55.7,568.2,646.5,283.5,987.0,929.1,788.4,741.7,749.7,871.5,356.4,619.0,317.7,771.6,681.6,590.9,277.2,256.8,316.5,974.0,737.5,896.2,205.4,717.7,692.3,915.4,136.9,143.4,857.3,964.4,637.2,742.7,287.0,997.3,748.0,58.9,693.7,282.4,672.6,311.9,665.8,329.8,676.1
PP,1064.2,676.1,690.9,533.6,1150.3,1039.8,196.6,514.7,767.1,105.9,1032.0,1080.7,987.7,244.0,695.8,1082.2,780.7,768.2,557.8,217.5,731.9,767.1,635.9,1168.4,1107.2,1143.5,1097.3,467.7,720.3,656.5,738.1,781.4,461.9,131.0,330.7,1068.5,178.7,606.2,138.6,490.7,732.5,602.0,513.2,684.4,540.6,1079.7,526.9,479.4,222.8,1065.1,592.0,727.1,668.8,1111.1,1180.2,86.8,383.3,1181.5,744.7,1104.6,701.8,115.6,113.2,1075.4,1047.8,197.8,580.0,1122.5,1213.7,588.7,420.4,1202.3,191.3,1005.4,670.7,576.4,709.1,769.8,718.0,769.3,608.7,1096.9,498.7,718.7,512.5,2128.7,548.6,1192.5,751.2,732.0,117.6,1182.1,1101.5,1039.2,568.2,0.0,336.9,308.8,724.8,726.1,210.4,532.0,1120.0,1107.9,93.8,249.6,206.5,701.9,1200.9,1033.9,500.2,229.1,307.4,469.8,709.9,652.0,1192.1,1145.4,610.9,594.4,759.2,1022.7,721.4,1175.3,1085.3,251.8,344.6,513.8,720.4,696.9,1141.2,619.1,773.7,1121.4,1096.0,638.3,540.6,627.6,580.2,687.3,1040.9,1146.4,771.2,720.2,1151.7,627.2,1097.4,753.1,1076.3,414.7,1069.5,733.5,1079.8
PQ,799.1,718.7,733.5,576.2,885.2,774.7,301.2,557.3,809.7,326.6,766.9,815.6,722.6,348.6,738.4,817.1,823.3,431.2,600.4,322.1,479.0,527.7,678.5,903.3,842.1,878.4,832.2,510.3,455.2,699.1,485.2,824.0,124.9,341.4,6.1,803.4,283.3,648.8,398.1,533.3,775.1,506.3,417.5,727.0,203.6,814.6,569.5,522.0,327.4,800.0,496.3,474.2,711.4,846.0,915.1,275.5,88.6,916.4,787.3,839.5,744.4,354.0,333.9,810.3,782.7,302.4,622.6,857.4,948.6,631.3,525.0,937.2,295.9,740.3,713.3,619.0,372.1,432.8,465.1,504.2,651.3,831.8,541.3,761.3,555.1,2031.9,452.9,927.4,486.1,395.0,338.3,917.0,836.4,774.1,231.2,314.5,0.0,48.8,471.9,768.7,191.4,574.6,854.9,842.8,314.5,354.2,219.0,436.8,935.8,768.8,163.2,333.7,412.0,209.8,752.5,694.6,927.0,880.3,515.2,637.0,494.1,757.6,456.3,910.2,820.2,356.4,151.0,260.3,455.3,739.5,876.1,661.7,436.7,856.3,830.9,680.9,275.5,374.7,622.8,729.9,775.8,881.3,518.3,762.8,886.6,290.2,832.3,513.7,811.2,297.2,804.4,468.4,814.7
PU,787.2,685.9,700.7,543.4,873.3,762.8,286.4,524.5,776.9,311.8,755.0,803.7,710.7,333.8,705.6,805.2,790.5,473.4,567.6,307.3,521.2,569.9,645.7,891.4,830.2,866.5,820.3,477.5,443.3,666.3,527.4,791.2,167.1,326.6,35.9,791.5,268.5,616.0,383.3,500.5,742.3,473.5,384.7,694.2,245.8,802.7,536.7,489.2,312.6,788.1,463.5,516.4,678.6,834.1,903.2,260.7,130.8,904.5,754.5,827.6,711.6,339.2,319.1,798.4,770.8,287.6,589.8,845.5,936.7,598.5,510.2,925.3,281.1,728.4,680.5,586.2,414.3,475.0,507.3,492.3,618.5,819.9,508.5,728.5,522.3,2017.1,420.1,915.5,474.2,437.2,323.5,905.1,824.5,762.2,273.4,299.7,42.1,0.0,514.1,735.9,158.6,541.8,843.0,830.9,299.7,339.4,193.2,424.9,923.9,756.9,205.4,318.9,397.2,160.9,719.7,661.8,915.1,868.4,482.4,604.2,482.2,745.7,444.4,898.3,808.3,341.6,184.0,302.5,443.4,706.7,864.2,628.9,478.9,844.4,819.0,648.1,263.6,416.9,590.0,697.1,763.9,869.4,560.5,730.0,874.7,332.4,820.4,555.9,799.3,248.3,792.5,456.5,802.8
PW,676.0,1132.1,1146.9,989.6,762.1,651.6,689.1,970.7,1223.1,714.5,643.8,692.5,599.5,736.5,1151.8,694.0,1236.7,336.3,1013.8,710.0,129.1,177.8,1091.9,780.2,719.0,755.3,709.1,923.7,332.1,1112.5,135.3,1237.4,349.4,729.3,463.4,680.3,671.2,1062.2,786.0,946.7,1188.5,919.7,830.9,1140.4,400.3,691.5,982.9,935.4,715.3,676.9,909.7,124.3,1124.8,722.9,792.0,663.4,467.4,793.3,1200.7,716.4,1157.8,741.9,721.8,687.2,659.6,690.3,1036.0,734.3,825.5,1044.7,912.9,814.1,683.8,617.2,1126.7,1032.4,277.2,337.9,74.3,247.9,1064.7,708.7,954.7,1174.7,968.5,2318.4,866.3,804.3,229.8,300.1,726.2,793.9,713.3,651.0,240.4,702.4,457.2,446.1,0.0,1182.1,610.8,988.0,731.8,719.7,702.4,742.1,606.9,189.9,812.7,645.7,278.5,721.6,799.9,386.5,1165.9,1108.0,803.9,757.2,928.6,1050.4,237.8,634.5,333.2,787.1,697.1,744.3,500.0,479.6,197.9,1152.9,753.0,1075.1,341.8,733.2,707.8,1094.3,175.9,95.1,1036.2,1143.3,652.7,758.2,168.4,1176.2,763.5,195.3,709.2,163.8,688.1,414.9,681.3,345.3,691.6
QC,1521.6,152.8,192.7,338.9,1607.7,1500.6,593.9,278.3,206.3,718.8,1489.4,1538.1,1445.1,673.5,72.5,1539.6,219.9,1210.8,206.7,622.1,1260.6,1224.5,279.7,1625.2,1564.6,1564.7,1554.5,272.4,1177.7,55.2,1264.8,177.4,901.6,701.9,774.2,1525.9,608.2,249.4,789.7,294.0,198.5,650.9,561.5,61.1,968.3,1537.1,269.1,304.7,616.5,1522.5,640.9,1253.8,67.5,1568.5,1637.0,635.4,773.8,1638.9,150.6,1555.7,78.5,714.5,725.5,1532.8,1505.2,594.5,223.8,1564.3,1671.1,200.5,526.6,1659.7,588.6,1462.8,171.5,216.5,1151.7,1211.8,1244.7,1226.7,220.5,1554.3,304.0,215.6,317.2,1953.3,597.5,1649.9,1208.6,1174.6,729.9,1623.9,1558.9,1496.6,1010.8,696.3,780.4,734.3,1251.5,0.0,690.3,257.5,1577.4,1564.7,713.5,678.5,724.9,1159.3,1657.7,1486.2,942.8,658.6,646.7,895.3,9.5,50.7,1678.3,1602.8,659.8,238.2,1216.6,1480.1,1178.8,1632.7,1542.7,681.3,735.7,904.9,1177.8,132.0,1598.0,137.5,1216.3,1575.3,1553.4,198.9,998.0,1154.3,165.5,141.6,1498.3,1604.9,1297.9,3.4,1609.1,1069.8,1554.8,1210.5,1533.1,824.3,1526.3,1190.9,1536.6
QE,938.0,654.0,668.8,511.5,1024.1,913.6,205.2,492.6,745.0,230.6,905.8,954.5,861.5,252.6,673.7,956.0,758.6,609.2,535.7,226.1,657.0,705.7,613.8,1042.2,981.0,1017.3,971.1,445.6,594.1,634.4,663.2,759.3,300.0,245.4,190.6,942.3,187.3,584.1,302.1,468.6,710.4,441.6,352.8,662.3,378.7,953.5,504.8,457.3,231.4,938.9,431.6,652.2,646.7,984.9,1054.0,179.5,172.8,1055.3,722.6,978.4,679.7,258.0,237.9,949.2,921.6,206.4,557.9,996.3,1087.5,566.6,429.0,1076.1,199.9,879.2,648.6,554.3,550.1,610.8,643.1,643.1,586.6,970.7,476.6,696.6,490.4,2064.2,388.2,1066.3,625.0,573.0,242.3,1055.9,975.3,913.0,409.2,218.5,196.8,150.7,649.9,704.0,0.0,509.9,993.8,981.7,218.5,258.2,34.5,575.7,1074.7,907.7,341.2,237.7,316.0,311.7,687.8,629.9,1065.9,1019.2,450.5,572.3,633.0,896.5,595.2,1049.1,959.1,260.4,134.1,303.3,594.2,674.8,1015.0,597.0,614.7,995.2,969.8,616.2,414.4,552.7,558.1,665.2,914.7,1020.2,696.3,698.1,1025.5,468.2,971.2,691.7,950.1,351.2,943.3,607.3,953.6
QG,1359.7,220.3,235.1,179.4,1445.8,1338.7,432.0,25.5,311.3,556.9,1327.5,1376.2,1283.2,511.6,240.0,1377.7,324.9,1048.9,107.1,460.2,1096.7,1062.6,130.1,1463.9,1402.7,1402.8,1392.6,113.5,1015.8,200.7,1102.9,325.6,739.7,540.0,612.3,1364.0,446.3,100.4,628.4,136.5,274.2,489.0,400.2,228.6,818.4,1375.2,10.9,67.5,455.2,1360.6,479.0,1091.9,213.0,1406.6,1475.7,474.1,612.5,1477.0,288.9,1394.4,246.0,552.6,564.2,1370.9,1343.3,433.2,115.6,1402.4,1509.2,132.9,364.7,1497.8,426.7,1300.9,214.9,73.3,989.8,1050.5,1082.8,1064.8,152.9,1392.4,144.5,262.9,158.3,2006.6,435.6,1488.0,1046.7,1012.7,568.6,1462.0,1397.0,1334.7,848.9,534.4,618.5,572.4,1089.6,269.4,528.4,0.0,1415.5,1403.4,544.8,517.2,563.0,997.4,1496.4,1329.4,780.9,496.7,484.8,733.4,254.1,196.2,1516.4,1440.9,497.9,101.2,1054.7,1318.2,1016.9,1470.8,1380.8,519.4,573.8,743.0,1015.9,241.1,1436.7,163.3,1054.4,1416.9,1391.5,182.5,836.1,992.4,124.4,231.5,1336.4,1441.9,1136.0,264.4,1447.2,907.9,1392.9,1048.6,1371.8,765.4,1365.0,1029.0,1375.3
QI,293.9,1521.1,1535.9,1378.6,203.8,210.8,1078.1,1359.7,1612.1,1103.5,151.8,169.9,158.7,1125.5,1540.8,225.7,1625.7,838.1,1402.8,1099.0,579.6,596.2,1480.9,208.3,77.0,368.5,83.3,1312.7,408.4,1501.5,623.3,1626.4,738.4,1118.3,852.4,278.2,1060.2,1451.2,1175.0,1335.7,1577.5,1308.7,1219.9,1529.4,789.3,219.5,1371.9,1324.4,1104.3,215.7,1298.7,630.3,1513.8,282.0,107.5,1052.4,856.4,108.8,1589.7,193.8,1546.8,1130.9,1110.8,195.2,137.0,1079.3,1425.0,347.5,93.6,1433.7,1301.9,129.6,1072.8,176.4,1515.7,1421.4,779.0,839.7,673.8,598.4,1453.7,267.8,1343.7,1563.7,1357.5,2707.4,1255.3,234.7,580.3,801.9,1115.2,407.1,261.2,163.3,684.4,1091.4,846.2,835.1,705.6,1571.1,999.8,1377.0,0.0,221.5,1091.4,1131.1,995.9,531.0,183.2,123.1,667.5,1110.6,1188.9,775.5,1554.9,1497.0,417.1,299.9,1317.6,1439.4,588.3,142.5,409.5,55.2,174.5,1133.3,889.0,868.6,549.5,1541.9,21.1,1464.1,843.6,210.6,23.9,1483.3,564.9,608.4,1425.2,1532.3,79.0,50.2,630.5,1565.2,79.0,697.1,220.9,582.2,165.5,803.9,55.5,374.5,190.6
QL,137.4,1498.2,1513.0,1355.7,108.5,105.3,1055.2,1336.8,1589.2,1080.6,122.3,161.6,99.1,1102.6,1517.9,22.4,1602.8,815.2,1385.0,1083.4,554.7,573.3,1458.0,126.6,232.8,262.9,225.2,1289.8,385.5,1478.6,600.4,1603.5,715.5,1095.4,829.5,121.7,1037.3,1428.3,1152.1,1312.8,1552.1,1285.8,1197.0,1506.5,754.4,75.2,1349.0,1301.5,1078.4,48.9,1275.8,607.4,1490.9,114.9,152.7,1029.5,833.5,211.7,1576.7,120.8,1523.9,1108.0,1087.9,68.9,131.7,1056.4,1402.1,241.9,320.0,1410.8,1279.0,197.1,1049.9,81.0,1492.8,1400.5,756.1,816.8,650.9,575.5,1430.8,100.7,1320.8,1540.8,1334.6,2684.5,1232.4,150.7,557.4,779.0,1092.3,301.5,62.3,112.5,661.5,1068.5,823.3,812.2,682.7,1547.3,976.9,1354.1,248.1,0.0,1075.3,1108.2,973.0,508.1,159.1,145.7,644.6,1087.7,1166.0,752.6,1532.0,1474.1,311.5,155.6,1294.7,1416.5,565.4,131.6,386.6,249.0,93.7,1110.4,866.1,845.7,526.6,1519.0,240.9,1441.2,820.7,27.7,224.1,1460.4,542.0,585.5,1402.3,1509.4,169.0,209.5,607.6,1542.3,181.2,674.2,5.4,559.3,98.0,781.0,197.6,351.6,38.0
QM,1066.7,682.8,697.6,540.3,1152.8,1045.7,203.3,525.8,773.8,12.1,1034.5,1083.2,990.2,250.7,702.5,1084.7,787.4,770.7,569.6,231.5,736.4,769.6,642.6,1177.7,1109.7,1152.8,1106.4,481.2,722.8,663.2,740.6,788.1,464.4,162.9,333.2,1071.0,185.4,619.7,96.0,495.4,736.7,604.5,522.5,691.1,531.1,1082.2,533.6,486.1,226.5,1067.6,594.5,729.6,675.5,1113.6,1189.5,163.3,392.6,1184.0,761.3,1108.2,708.5,147.5,19.4,1077.9,1050.3,211.3,586.7,1125.0,1216.2,602.2,427.1,1204.8,198.0,1007.9,684.2,579.4,711.6,779.1,720.5,771.8,622.2,1099.4,505.4,725.4,526.0,2135.4,551.1,1201.8,760.5,734.5,16.9,1184.6,1104.0,1041.7,570.7,116.3,339.4,311.3,727.3,731.9,212.9,545.5,1122.5,1117.2,0.0,256.3,209.0,704.4,1210.2,1031.3,502.7,242.6,314.1,472.3,716.6,658.7,1194.6,1147.9,613.4,601.1,761.7,1032.0,723.9,1177.8,1087.8,258.5,347.1,516.3,722.9,703.6,1150.5,632.6,776.2,1120.4,1098.5,645.0,543.1,630.1,586.9,694.0,1043.4,1150.0,773.7,726.9,1154.2,629.7,1106.7,755.6,1085.6,424.0,1072.0,736.0,1089.1
QQ,1110.5,659.3,674.1,516.8,1196.6,1089.5,91.9,497.9,750.3,252.5,1078.3,1127.0,1034.0,23.8,679.0,1128.5,763.9,814.5,546.1,134.2,778.2,813.4,619.1,1214.7,1153.5,1189.8,1143.4,450.9,766.6,639.7,784.4,764.6,508.2,235.6,377.0,1114.8,70.4,589.4,324.0,473.9,713.2,594.3,505.5,667.6,586.9,1126.0,510.1,462.6,93.2,1111.4,584.3,773.4,652.0,1157.4,1226.5,169.7,429.6,1227.8,737.8,1145.2,685.0,248.2,259.8,1121.7,1094.1,127.2,563.2,1168.8,1260.0,571.9,403.6,1248.6,96.8,1051.7,653.9,561.6,755.4,816.1,764.3,815.6,591.9,1143.2,481.9,701.9,495.7,2111.9,540.9,1238.8,797.5,778.3,264.2,1228.4,1147.8,1085.5,614.5,230.0,383.2,355.1,771.1,708.4,256.7,515.2,1166.3,1154.2,240.4,0.0,252.8,748.2,1247.2,1080.2,546.5,30.4,290.6,516.1,693.1,635.2,1238.4,1191.7,603.2,577.6,805.5,1069.0,767.7,1221.6,1131.6,31.6,390.9,560.1,766.7,680.1,1187.5,602.3,820.0,1164.2,1142.3,621.5,586.9,673.9,563.4,670.5,1087.2,1192.7,817.5,703.4,1198.0,673.5,1143.7,799.4,1122.6,461.0,1115.8,779.8,1126.1
RC,961.0,689.2,704.0,546.7,1047.1,936.6,209.7,527.8,780.2,235.1,928.8,977.5,884.5,257.1,708.9,979.0,793.8,632.2,570.9,230.6,680.0,728.7,649.0,1065.2,1004.0,1040.3,994.1,480.8,617.1,669.6,686.2,794.5,323.0,249.9,213.6,965.3,191.8,619.3,306.6,503.8,745.6,464.6,375.8,697.5,401.7,976.5,540.0,492.5,235.9,961.9,454.6,675.2,681.9,1007.9,1077.0,184.0,195.8,1078.3,757.8,1001.4,714.9,262.5,242.4,972.2,944.6,210.9,593.1,1019.3,1110.5,601.8,433.5,1099.1,204.4,902.2,683.8,589.5,573.1,633.8,666.1,666.1,621.8,993.7,511.8,731.8,525.6,2076.9,411.2,1089.3,648.0,596.0,246.8,1078.9,998.3,936.0,432.2,223.0,219.8,173.7,672.9,739.2,22.9,545.1,1016.8,1004.7,223.0,262.7,0.0,598.7,1097.7,930.7,364.2,242.2,320.5,334.7,723.0,665.1,1088.9,1042.2,473.5,607.5,656.0,919.5,618.2,1072.1,982.1,264.9,157.1,326.3,617.2,710.0,1038.0,632.2,637.7,1018.2,992.8,651.4,437.4,575.7,593.3,700.4,937.7,1043.2,719.3,733.3,1048.5,491.2,994.2,714.7,973.1,355.7,966.3,630.3,976.6
RJ,503.0,1110.8,1125.6,968.3,589.1,478.6,667.8,949.4,1201.8,693.2,470.8,519.5,426.5,715.2,1130.5,521.0,1215.4,417.8,992.5,688.7,48.5,65.1,1070.6,607.2,546.0,582.3,536.1,902.4,159.1,1091.2,92.2,1216.1,328.1,708.0,442.1,507.3,649.9,1040.9,764.7,925.4,1167.2,898.4,809.6,1119.1,379.0,518.5,961.6,914.1,694.0,503.9,888.4,99.2,1103.5,549.9,619.0,642.1,446.1,620.3,1179.4,543.4,1136.5,720.6,700.5,514.2,486.6,669.0,1014.7,561.3,652.5,1023.4,891.6,641.1,662.5,444.2,1105.4,1011.1,358.7,419.4,142.7,83.9,1043.4,535.7,933.4,1153.4,947.2,2297.1,845.0,631.3,65.8,381.6,704.9,620.9,540.3,478.0,274.1,681.1,435.9,424.8,183.5,1160.8,589.5,966.7,558.8,546.7,681.1,720.8,585.6,0.0,639.7,472.7,257.2,700.3,778.6,365.2,1144.6,1086.7,630.9,584.2,907.3,1029.1,73.8,461.5,160.2,614.1,524.1,723.0,478.7,458.3,35.0,1131.6,580.0,1053.8,423.3,560.2,534.8,1073.0,154.6,176.6,1014.9,1122.0,479.7,585.2,116.0,1154.9,590.5,276.8,536.2,51.1,515.1,393.6,508.3,172.3,518.6
RL,221.6,1611.2,1626.0,1468.7,57.3,218.3,1168.2,1449.8,1702.2,1193.6,235.3,279.2,212.1,1215.6,1630.9,153.4,1715.8,928.2,1498.0,1196.4,667.7,686.3,1571.0,25.0,155.7,347.1,164.4,1402.8,498.5,1591.6,713.4,1716.5,828.5,1208.4,942.5,205.9,1150.3,1541.3,1265.1,1425.8,1665.1,1398.8,1310.0,1619.5,867.4,147.2,1462.0,1414.5,1191.4,161.9,1388.8,720.4,1603.9,227.9,75.6,1142.5,946.5,134.6,1689.7,233.8,1636.9,1221.0,1200.9,181.9,249.3,1169.4,1515.1,326.1,242.9,1523.8,1392.0,120.0,1162.9,194.0,1605.8,1513.5,869.1,929.8,763.9,688.5,1543.8,213.7,1433.8,1653.8,1447.6,2797.5,1345.4,51.4,670.4,892.0,1205.3,385.7,188.9,225.5,774.5,1181.5,936.3,925.2,795.7,1660.3,1089.9,1467.1,196.1,159.1,1188.3,1221.2,1086.0,621.1,0.0,265.7,757.6,1200.7,1279.0,865.6,1645.0,1587.1,395.7,227.6,1407.7,1529.5,678.4,244.6,499.6,171.9,238.2,1223.4,979.1,958.7,639.6,1632.0,163.8,1554.2,933.7,186.8,209.7,1573.4,655.0,698.5,1515.3,1622.4,226.7,132.4,720.6,1655.3,104.1,787.2,148.6,672.3,211.0,894.0,188.3,464.6,118.3
RS,235.8,1445.0,1459.8,1302.5,206.9,138.1,1002.0,1288.0,1536.0,1027.4,75.7,46.7,82.6,1049.4,1464.7,120.8,1549.6,762.0,1326.7,1030.2,501.5,520.1,1404.8,225.0,100.3,292.4,90.2,1236.6,332.3,1425.4,547.2,1550.3,662.3,1042.2,776.3,204.9,984.1,1370.0,1098.9,1257.6,1498.9,1232.6,1138.7,1453.3,701.2,173.6,1295.8,1248.3,1025.2,95.3,1222.6,554.2,1437.7,161.6,168.2,976.3,780.3,174.6,1523.5,64.9,1470.7,1054.8,1034.7,74.8,13.8,1003.2,1348.9,271.4,206.8,1352.5,1225.8,195.4,996.7,100.3,1434.5,1341.6,702.9,763.6,597.7,522.3,1377.6,147.4,1267.6,1487.6,1281.4,2631.3,1179.2,249.1,504.2,725.8,1034.0,331.0,160.7,87.2,608.3,1015.3,770.1,759.0,629.5,1494.1,923.7,1300.9,113.1,98.3,1022.1,1049.9,919.8,454.9,249.0,0.0,591.4,1034.5,1112.8,699.4,1478.8,1420.9,341.0,254.0,1241.5,1363.3,512.2,66.4,333.4,168.4,51.3,1057.2,812.9,792.5,473.4,1465.8,129.2,1388.0,767.5,83.9,89.1,1407.2,488.8,532.3,1349.1,1456.2,34.0,140.6,554.4,1489.1,144.8,621.0,108.8,506.1,42.3,722.7,57.5,298.4,136.4
