from_stop,AA,AE,AN,AY,BG,BH,BK,BM,BN,BP,BS,BT,CE,CG,CI,CM,CT,CU,DA,DD,DG,DJ,DQ,DS,DT,EA,EC,ED,EE,EF,EH,EI,EP,EQ,ES,EW,EX,EZ,FB,FL,FM,FP,FT,GA,GB,GE,GF,GI,GK,GL,GO,GR,GT,GU,GY,HA,HH,HK,HM,HN,HO,HV,IB,IE,IF,II,IV,IX,JA,JB,JK,JL,JM,JN,JQ,JS,JZ,KG,KH,KI,KN,KP,KR,KS,KW,LD,LE,LF,LG,LL,LT,LX,LY,LZ,MB,MD,MG,MJ,MO,MS,MT,MW,MZ,NE,NG,NI,NJ,NR,NU,NW,NZ,OH,OL,OP,OX,OY,PC,PD,PF,PH,PI,PJ,PK,PL,PM,PO,PP,PR,QB,QG,QH,QI,QN,QQ,QT,QX,RI,RK,RM,RS,RX,SC,SE,SH,SM,SQ,SV,SW,SX,SZ,TE,TL,TW,TX,UC,UN,UO,UZ,VE,VL,VP,VZ,WA,WH,WI,WJ,WS,WV,XC,XG,XJ,XK,XO,XP,XU,YD,YE,YG,YI,YJ,YK,YM,YT,YV,YZ,ZA,ZB,ZH,ZI,ZN,ZV
IV,281.4,262.4,210.7,161.1,232.7,268.3,64.7,118.0,85.4,179.4,128.4,154.3,96.2,223.2,59.5,212.7,234.0,316.8,158.2,205.9,121.7,284.4,367.6,346.3,130.8,344.8,238.6,268.1,284.9,184.7,218.0,79.2,166.6,129.6,126.5,208.6,139.2,96.9,242.2,26.8,124.0,124.9,286.4,211.5,244.8,317.8,144.6,101.0,203.3,144.5,231.8,245.3,172.2,100.5,229.4,301.3,158.0,103.9,138.4,180.7,173.7,333.6,169.4,76.4,235.8,277.1,0.0,1146.3,181.0,303.2,136.5,297.9,156.7,225.8,161.3,289.0,328.0,144.7,164.1,264.9,209.9,81.7,317.7,99.0,222.5,281.8,294.4,344.0,146.4,139.5,223.5,212.8,258.5,159.3,283.5,295.4,136.4,355.3,165.9,125.5,98.8,132.4,312.1,277.3,201.3,155.0,159.6,129.7,178.3,110.3,132.3,302.9,358.9,78.1,141.1,352.7,281.7,329.4,128.7,271.2,88.1,326.5,179.4,144.7,254.7,80.2,108.3,202.5,216.4,89.0,185.0,175.3,116.2,171.4,113.8,327.7,280.4,99.9,286.3,95.4,130.0,350.0,178.7,247.1,228.2,252.7,267.8,117.1,190.0,284.7,103.8,129.5,148.4,168.1,245.2,191.4,361.2,275.5,171.5,246.5,222.8,34.2,126.5,85.4,182.5,182.0,217.3,92.4,183.4,193.5,140.8,162.1,111.3,185.6,151.3,147.6,197.2,165.2,306.0,234.8,160.9,101.1,268.3,323.5,203.5,309.6,116.9,321.2,313.5,142.7,172.6
IX,1013.1,1114.8,1102.4,1017.1,1322.3,1249.8,1181.1,1227.7,1179.4,1295.8,1122.3,1112.3,1211.9,1288.7,1107.2,1038.2,1344.4,1295.8,1189.6,1045.0,1144.1,1265.9,990.6,1372.4,1134.2,1301.5,1112.8,1125.3,1114.7,1086.1,1293.9,1088.4,1184.7,1067.2,1101.5,1075.9,1245.4,1135.8,1111.2,1139.9,1246.7,1058.0,1015.7,1193.0,1259.5,1049.5,1261.0,1095.7,1093.1,1194.8,1013.1,1085.7,1167.1,1234.2,1076.1,1258.0,1208.2,1109.5,1068.8,1116.0,1194.7,1154.6,1285.8,1192.1,1194.1,1266.1,1175.3,0.0,1034.6,1329.3,1202.8,1144.1,1094.3,1270.5,1124.5,1333.6,1111.1,1260.4,1035.7,1309.3,1284.0,1100.2,1164.9,1174.6,1267.2,1063.4,1343.0,1325.5,1060.1,1226.4,1205.0,1299.1,1130.7,1275.0,1241.7,965.2,1252.8,1312.0,1103.5,1241.9,1188.4,1059.6,1297.0,1247.9,1313.5,1061.1,1285.9,1212.5,1189.7,1154.5,1205.0,1117.4,1347.2,1189.9,1228.3,1149.5,1122.7,1111.0,1138.5,1123.6,1204.5,1113.5,1291.6,1260.4,1278.8,1181.7,1105.6,1165.7,1051.0,1218.1,1167.7,1291.0,1232.6,1123.0,1133.5,1284.4,1025.1,1164.9,1110.9,1139.8,1245.7,1081.7,1003.5,1099.5,1040.3,1145.2,1293.9,1249.4,1145.1,1299.6,1128.9,1245.9,1079.6,1284.5,1049.2,1159.2,1031.0,1030.0,1287.9,1294.1,1161.0,1132.5,1244.2,1175.0,985.7,1184.6,1088.2,1090.1,1055.0,1160.6,1257.2,1185.6,1162.3,1110.0,1172.3,1202.3,1068.8,1024.6,1262.7,1127.7,1207.1,1067.0,1140.5,1055.2,1135.3,1266.3,1078.9,1347.3,976.8,1118.6,1289.0
JA,160.4,163.0,273.8,52.8,340.6,368.6,163.7,218.0,235.4,274.5,212.5,235.0,211.3,331.1,161.8,91.7,335.6,417.1,154.9,83.7,267.5,384.7,246.6,454.2,259.7,445.1,313.7,368.4,190.8,73.5,325.9,181.5,316.6,192.7,111.2,82.6,218.9,101.1,104.6,130.0,224.3,45.4,397.3,311.8,345.1,196.8,239.7,153.4,284.4,312.2,106.0,106.1,339.9,248.2,130.0,401.6,182.7,118.4,88.7,81.3,182.1,449.3,264.5,239.1,336.1,384.9,167.6,1016.5,0.0,411.1,304.2,198.5,219.8,326.1,250.0,390.6,205.8,264.4,43.1,366.5,319.6,135.9,218.3,201.3,322.8,158.1,396.0,444.3,94.2,191.7,323.8,320.7,406.8,268.1,383.8,178.8,231.5,466.5,229.0,220.6,201.1,141.9,417.0,377.6,315.6,73.8,271.4,288.1,277.3,260.3,178.5,203.5,470.6,154.2,308.8,248.0,402.9,205.7,226.0,171.8,183.2,447.7,289.1,264.4,362.6,238.4,93.0,291.2,90.4,189.3,333.3,290.4,211.7,280.6,216.1,428.0,156.7,249.9,385.4,132.1,259.2,229.0,80.8,147.7,107.2,353.0,375.7,284.8,278.7,386.3,94.2,224.6,119.0,263.2,131.3,321.2,240.2,151.8,270.1,346.8,319.8,136.5,226.8,187.7,52.7,349.9,117.9,77.5,62.4,301.5,235.9,150.9,208.6,294.7,156.5,174.9,73.1,106.9,406.3,329.2,265.8,187.3,419.0,202.5,266.6,409.9,161.2,429.1,192.5,244.1,267.7
JB,505.1,475.1,385.1,413.3,87.3,78.1,240.9,243.2,238.0,139.6,357.5,347.3,207.2,89.9,311.7,464.9,79.6,100.9,309.9,458.1,273.3,100.7,619.8,64.6,283.4,164.4,417.3,222.1,497.6,436.9,95.1,331.4,289.9,359.0,378.7,460.8,229.8,309.6,454.9,279.0,191.0,377.1,426.2,148.1,137.8,570.0,213.3,353.2,396.0,225.4,484.0,458.0,228.7,211.0,442.1,148.7,243.4,356.1,390.6,393.4,386.4,238.6,183.1,226.3,162.0,62.3,291.1,1398.5,400.5,0.0,217.4,510.6,362.5,133.9,313.9,68.8,540.7,158.1,416.3,44.5,137.8,333.9,530.4,351.2,98.1,494.5,20.5,139.2,398.6,224.9,135.0,100.3,305.9,223.7,99.8,547.6,254.2,154.1,324.4,257.4,313.2,384.6,117.6,93.6,97.6,407.2,169.2,250.9,165.6,262.9,284.0,515.6,118.9,261.4,246.2,565.4,227.7,542.1,338.6,483.9,216.9,262.4,150.7,183.2,57.9,293.4,360.5,355.1,468.6,227.9,288.9,152.7,219.6,324.0,342.9,175.1,493.1,252.5,391.4,310.0,194.8,580.1,430.9,459.8,480.4,198.6,45.1,222.2,330.0,48.5,316.5,188.9,400.6,180.8,497.4,198.7,613.4,488.2,147.0,100.3,327.9,286.4,188.5,326.6,434.7,262.9,430.0,344.6,435.6,298.6,175.9,313.8,336.5,338.2,364.0,248.0,436.8,417.4,124.7,319.8,169.7,353.3,315.7,558.4,359.0,157.0,369.1,52.7,565.7,331.7,145.9
JK,404.2,374.2,232.4,301.6,164.4,159.8,194.5,241.1,85.3,207.4,204.8,194.6,116.1,154.9,200.0,353.2,165.7,208.3,288.0,346.4,120.6,175.9,508.1,278.0,130.7,236.3,264.6,159.6,396.7,325.2,149.7,219.7,105.5,206.3,267.0,349.1,269.0,208.7,354.0,167.3,84.2,265.4,257.0,103.0,169.5,458.3,274.4,241.5,243.3,8.0,372.3,357.1,35.6,75.7,341.2,192.8,287.8,244.4,278.9,292.5,285.5,218.2,178.6,96.3,127.3,176.1,140.4,1242.4,299.6,234.9,0.0,409.7,209.8,166.1,161.2,220.7,439.8,164.6,304.6,196.6,141.6,222.2,429.5,199.5,162.8,393.6,226.1,235.5,286.9,269.3,115.0,144.5,143.1,179.2,175.0,435.9,198.9,246.8,171.7,209.8,153.6,272.9,207.0,168.8,133.0,295.5,105.4,84.9,85.3,110.2,262.1,414.7,269.8,154.6,77.0,464.5,166.3,441.2,185.9,383.0,217.9,211.1,111.1,143.4,186.4,133.8,248.8,202.4,356.9,121.1,88.5,195.2,246.0,171.3,190.2,219.2,392.2,99.8,222.2,209.1,127.3,479.2,300.0,358.9,368.7,136.1,199.5,53.0,160.8,209.6,215.6,256.7,288.9,248.6,385.7,54.8,501.7,387.3,214.8,189.7,158.7,174.7,81.7,167.0,323.0,62.5,329.1,232.9,323.9,129.4,243.7,291.9,183.8,185.5,263.1,262.5,335.9,305.7,197.5,119.4,101.2,241.6,152.9,457.5,206.3,201.1,257.4,252.9,454.0,179.0,213.7
JL,126.7,38.1,446.9,269.4,455.2,483.2,274.4,321.0,350.0,389.1,394.5,410.9,325.9,445.7,328.7,183.7,450.2,531.7,269.5,190.5,385.3,499.3,264.8,568.8,395.4,559.7,486.8,483.0,92.5,272.1,440.5,348.4,431.2,365.8,309.8,173.3,328.9,215.7,147.5,296.0,338.9,244.0,531.3,426.4,459.7,91.6,354.3,360.0,457.5,431.2,197.3,106.1,458.9,362.8,86.8,516.2,292.8,317.0,287.3,129.8,328.8,563.9,379.1,338.3,450.7,499.5,308.1,1134.5,223.0,525.7,423.2,0.0,392.9,440.7,423.1,505.2,30.0,374.4,207.0,481.1,434.2,350.9,20.7,368.2,437.4,66.0,510.6,558.9,295.3,311.0,438.4,435.3,521.4,382.7,498.4,192.6,346.1,570.2,402.1,335.2,368.0,323.9,530.4,492.2,425.6,272.4,386.0,402.7,393.2,374.9,288.5,67.9,581.4,269.8,432.1,55.7,517.5,81.5,404.3,78.8,297.8,562.3,403.7,374.4,477.2,354.9,291.6,464.3,196.5,303.9,447.9,405.0,325.9,436.0,383.0,542.6,114.7,364.5,558.5,252.4,359.7,69.4,267.8,53.4,185.8,459.5,490.3,408.1,451.8,500.9,208.8,339.2,331.7,377.8,195.4,435.8,258.4,109.8,381.2,464.3,495.0,303.4,341.4,354.6,240.6,468.7,73.2,276.1,187.7,474.6,350.5,265.5,380.5,450.2,306.4,285.8,191.4,288.9,520.9,502.3,375.8,365.6,531.2,128.8,439.7,524.5,343.2,543.7,222.2,417.2,382.3
JM,286.1,384.4,131.6,213.3,281.0,317.7,186.7,233.3,109.9,226.4,77.0,18.0,142.4,271.5,112.8,242.9,282.1,366.2,280.2,249.7,74.6,333.8,317.8,394.6,64.7,394.2,171.5,254.6,387.7,280.3,266.3,94.0,139.5,35.6,214.5,280.9,261.2,218.9,316.2,145.5,173.4,220.5,198.1,260.9,294.2,322.5,266.6,136.7,142.5,208.7,213.8,341.5,236.4,164.7,349.1,350.7,280.0,186.5,219.1,302.7,287.6,303.9,204.9,122.6,285.2,325.4,180.9,1071.7,235.3,351.5,200.7,417.1,0.0,275.2,55.0,337.1,384.1,190.9,236.4,313.0,260.4,133.9,437.9,80.2,271.9,336.4,342.5,393.4,210.4,261.5,272.9,261.1,228.8,205.5,332.9,300.1,225.2,404.7,34.0,236.1,136.1,135.6,364.9,326.7,260.1,245.0,202.5,143.0,227.7,85.0,254.3,390.4,407.2,182.1,174.2,422.5,252.0,384.0,44.1,393.2,210.1,276.3,223.4,190.9,303.0,112.0,203.9,96.2,271.0,148.6,159.7,221.5,238.2,83.1,88.2,377.1,298.1,95.4,190.4,219.3,176.2,354.7,149.9,369.1,260.3,274.5,316.1,195.3,83.7,332.8,225.8,251.5,192.6,267.6,249.9,257.3,365.9,303.0,233.8,298.8,126.9,138.1,175.9,122.7,186.4,175.5,339.3,188.0,255.7,106.5,262.7,284.1,67.9,97.3,265.2,269.6,269.5,175.9,355.4,134.2,210.3,74.1,238.6,328.2,124.4,359.0,119.9,369.5,304.0,49.1,232.7
JN,424.4,394.4,304.3,350.6,108.4,75.3,214.7,261.3,157.2,203.2,276.7,266.5,143.9,74.8,249.0,402.2,148.2,123.8,308.2,395.4,192.5,91.4,557.1,167.0,202.6,176.2,336.5,150.5,416.9,374.2,80.0,268.7,221.3,278.2,316.0,398.1,289.2,228.9,374.2,216.3,104.4,314.4,357.6,93.9,18.9,496.4,276.9,290.5,315.2,156.8,421.3,377.3,133.3,124.4,361.4,141.7,307.0,293.4,327.9,312.7,305.7,229.3,202.1,145.5,118.2,91.6,228.4,1314.3,319.8,123.9,148.8,429.9,281.7,0.0,233.1,146.2,460.0,188.1,353.6,121.9,71.7,271.2,449.7,273.9,54.9,413.8,144.5,151.0,335.9,288.5,85.5,85.2,243.1,194.2,90.5,484.9,213.9,195.7,243.6,224.8,228.0,321.9,122.5,84.3,128.8,344.5,94.1,164.3,60.7,182.1,282.3,434.9,179.6,174.8,177.6,484.7,185.0,461.4,257.8,403.2,238.1,229.8,110.4,142.9,75.4,208.2,297.8,274.3,405.9,141.3,220.3,216.3,266.2,243.2,262.1,168.1,412.4,171.7,322.8,229.3,119.7,499.4,368.2,379.1,417.7,127.0,88.5,153.6,261.4,112.2,235.8,252.5,337.9,244.4,434.7,103.3,550.7,407.5,210.6,23.5,259.3,223.7,101.9,241.4,372.0,194.3,349.3,281.9,372.9,230.0,239.5,312.1,255.7,257.4,283.3,282.7,356.1,354.7,146.4,251.2,64.8,290.6,252.9,477.7,278.2,150.0,306.4,141.9,503.0,250.9,209.5
JQ,305.7,376.8,99.3,234.4,256.1,307.2,207.8,254.4,85.0,201.5,115.2,82.4,117.5,246.6,133.9,262.5,257.2,355.7,301.3,269.3,49.7,323.3,337.4,369.7,39.8,375.7,131.5,199.5,407.3,301.4,241.4,115.1,84.4,55.2,243.2,300.5,282.3,211.3,335.8,166.6,148.5,241.6,153.2,250.4,269.3,342.1,287.7,174.3,110.2,201.0,233.4,361.1,210.1,139.8,343.8,332.2,301.1,216.1,240.2,295.1,288.1,248.8,180.0,97.7,268.3,323.5,159.8,1091.3,254.9,326.6,193.0,412.3,64.4,250.3,0.0,312.2,403.7,166.0,256.0,288.1,235.5,155.0,432.1,144.7,247.0,356.0,317.6,382.9,231.5,282.6,262.4,236.2,173.7,180.6,315.9,319.7,200.3,386.2,20.6,211.2,150.9,174.7,354.4,316.2,235.2,266.1,177.6,118.1,232.7,60.1,275.4,410.0,382.3,157.2,119.1,442.1,196.9,403.6,108.6,385.6,231.2,221.2,198.5,166.0,278.1,123.6,225.0,41.1,290.6,123.7,104.6,196.6,259.3,38.2,126.4,358.6,317.7,70.5,135.3,211.7,151.3,374.3,189.0,361.5,279.9,219.4,291.2,140.2,28.6,307.9,218.2,250.8,225.7,242.7,269.5,202.2,385.5,322.6,208.9,273.9,71.8,159.2,151.0,164.3,206.0,120.4,331.7,209.1,275.3,51.4,237.8,305.2,132.4,52.4,265.7,265.1,289.1,215.0,336.9,79.1,185.4,93.7,183.5,347.8,73.2,340.5,159.0,344.6,323.6,60.5,207.8
JS,472.1,442.1,352.1,380.3,54.3,99.6,207.9,210.2,205.0,106.6,324.5,314.3,174.2,77.9,278.7,431.9,46.6,154.6,276.9,425.1,240.3,122.2,586.8,122.0,250.4,207.0,384.3,243.6,464.6,403.9,72.7,298.4,256.9,326.0,345.7,427.8,196.8,276.6,421.9,246.0,158.0,344.1,393.2,169.6,173.4,537.0,180.3,320.2,363.0,192.4,451.0,425.0,220.1,178.0,409.1,172.5,210.4,323.1,357.6,360.4,353.4,260.1,150.1,193.3,183.5,83.8,258.1,1365.5,367.5,94.6,184.4,477.6,329.5,154.4,280.9,0.0,507.7,125.1,383.3,31.7,128.2,300.9,497.4,318.2,109.4,461.5,61.2,181.8,365.6,191.9,156.5,84.2,310.5,190.7,121.3,514.6,221.2,218.8,291.4,224.4,280.2,351.6,153.3,115.1,64.6,374.2,136.2,217.9,172.4,229.9,251.0,482.6,183.6,228.4,213.2,532.4,249.2,509.1,305.6,450.9,183.9,283.9,117.7,150.2,97.4,260.4,327.5,322.1,435.6,194.9,255.9,119.7,186.6,291.0,309.9,198.9,460.1,219.5,358.4,277.0,161.8,547.1,397.9,426.8,447.4,220.1,92.5,189.2,297.0,51.5,283.5,155.9,367.6,147.8,464.4,215.0,580.4,455.2,114.0,139.2,294.9,253.4,155.5,293.6,401.7,229.9,397.0,311.6,402.6,265.6,142.9,280.8,303.5,305.2,331.0,215.0,403.8,384.4,177.2,286.8,155.0,320.3,320.3,525.4,326.0,180.8,336.1,110.1,532.7,298.7,112.9
JZ,119.6,74.1,428.1,253.2,491.2,519.2,310.4,357.0,386.0,425.1,375.7,392.1,361.9,481.7,364.7,164.9,486.2,567.7,305.5,171.7,423.9,535.3,246.0,604.8,414.0,595.7,468.0,519.0,89.1,277.3,476.5,346.7,467.2,347.0,315.0,178.5,364.9,251.7,152.7,332.0,374.9,249.2,512.5,462.4,495.7,61.5,390.3,341.2,438.7,467.2,178.5,111.3,494.9,398.8,101.7,552.2,328.8,322.2,292.5,165.8,364.8,599.9,415.1,374.3,486.7,535.5,344.1,1115.7,243.8,561.7,459.2,35.9,374.1,476.7,404.3,541.2,0.0,410.4,212.2,517.1,470.2,336.3,56.7,404.2,473.4,58.9,546.6,594.9,296.2,347.0,474.4,471.3,557.4,418.7,534.4,173.8,382.1,606.2,383.3,371.2,404.0,305.1,566.4,528.2,461.6,277.6,422.0,438.7,429.2,410.9,324.5,60.8,617.4,305.8,468.1,59.3,553.5,74.4,395.8,102.0,333.8,598.3,439.7,410.4,513.2,390.9,296.8,445.5,177.7,339.9,483.9,441.0,361.9,432.4,386.9,578.6,107.6,400.5,539.7,288.4,395.7,39.3,249.0,89.4,167.0,495.5,526.3,444.1,433.0,536.9,244.8,375.2,324.4,413.8,176.6,471.8,239.6,102.7,417.2,500.3,476.2,339.4,377.4,390.6,221.8,504.7,109.2,281.3,192.9,455.8,386.5,301.5,416.5,446.6,342.4,321.8,196.6,270.1,556.9,483.5,411.8,346.8,567.2,113.7,420.9,560.5,324.4,579.7,203.4,398.4,418.3
KG,365.0,335.0,226.9,291.2,101.0,161.2,136.7,139.0,79.8,35.4,199.3,189.1,49.0,91.5,189.6,342.8,91.1,209.2,205.7,336.0,116.1,183.8,497.7,214.6,125.2,268.6,259.1,230.8,362.8,314.8,86.3,209.3,161.0,200.8,256.6,338.7,125.6,169.5,314.8,156.9,86.7,255.0,280.8,174.2,187.0,437.0,109.1,231.1,237.8,156.9,361.9,317.9,184.6,110.6,302.0,234.1,129.6,234.0,268.5,253.3,246.3,311.7,24.9,68.1,198.5,145.4,152.9,1236.9,265.4,171.5,148.9,370.5,204.3,168.0,155.7,146.1,400.6,0.0,294.2,122.0,114.6,211.8,390.3,190.6,123.0,354.4,151.5,243.4,276.5,120.7,186.2,81.1,251.2,79.7,182.9,425.5,99.4,251.5,166.2,110.3,166.1,262.5,211.5,176.7,87.6,285.1,84.8,133.4,139.7,104.7,179.8,375.5,227.2,115.4,153.5,425.3,265.3,402.0,174.0,343.8,112.7,310.1,77.6,45.1,123.0,146.3,238.4,196.9,346.5,81.9,177.7,30.5,115.8,168.3,184.7,260.5,353.0,94.3,291.1,165.0,58.5,440.0,294.5,319.7,358.3,215.4,136.1,129.5,184.4,141.8,176.4,84.7,278.5,76.6,382.4,183.6,491.3,348.1,42.8,155.7,225.5,164.3,89.2,179.5,312.6,193.5,289.9,222.5,313.5,204.2,71.7,209.6,178.3,180.0,220.7,140.1,296.7,295.3,233.0,227.5,123.6,234.1,261.0,418.3,200.8,242.4,247.0,189.5,443.6,173.5,41.7
KH,117.2,182.3,283.3,62.3,345.7,391.7,168.8,218.2,244.6,279.6,222.0,244.5,234.4,336.2,153.3,48.5,340.7,440.2,177.6,40.5,277.0,407.8,203.4,459.3,269.2,468.2,323.2,391.5,210.1,65.0,331.0,173.0,316.4,202.2,102.7,44.4,224.3,132.7,79.7,121.5,247.4,36.9,406.8,334.9,368.2,153.6,244.8,154.4,293.9,303.7,67.6,114.3,331.4,259.7,143.6,424.7,204.9,109.9,80.2,112.9,173.6,472.4,269.6,235.6,359.2,390.1,159.1,1026.0,26.9,416.2,295.7,217.8,229.3,349.2,259.5,395.7,214.0,273.6,0.0,371.6,342.7,145.4,237.6,192.8,345.9,166.3,401.1,467.4,88.2,214.5,346.9,325.8,417.7,273.2,406.9,131.2,236.6,489.6,238.5,225.7,192.6,151.4,435.5,400.7,332.3,65.3,294.5,288.9,300.4,260.1,183.9,220.3,475.7,177.3,300.3,256.2,426.0,213.9,222.5,191.1,188.3,470.8,312.2,282.9,367.7,229.9,84.5,300.7,52.2,212.4,344.2,298.1,216.4,290.1,207.6,451.1,129.2,257.4,394.9,120.6,282.3,185.8,95.3,167.0,64.0,376.1,380.8,276.3,288.2,391.4,125.8,229.7,124.6,268.3,88.1,344.3,197.0,134.1,275.2,369.9,329.3,128.0,249.9,179.2,62.2,341.4,149.5,69.0,19.2,311.0,241.0,173.6,205.1,304.2,148.0,184.9,33.0,116.4,429.4,338.7,284.3,194.9,427.5,159.3,276.1,433.0,170.3,434.2,149.3,253.6,272.8
KI,460.5,430.5,340.5,368.7,42.7,67.8,196.3,198.6,193.4,95.0,312.9,302.7,162.6,66.3,267.1,420.3,35.0,122.8,265.3,413.5,228.7,90.4,575.2,90.2,238.8,175.2,372.7,211.8,453.0,392.3,61.1,286.8,245.3,314.4,334.1,416.2,185.2,265.0,410.3,234.4,146.4,332.5,381.6,137.8,144.2,525.4,168.7,308.6,351.4,180.8,439.4,413.4,208.5,166.4,397.5,140.7,198.8,311.5,346.0,348.8,341.8,228.3,138.5,181.7,151.7,52.0,246.5,1353.9,355.9,62.8,172.8,466.0,317.9,141.6,269.3,24.2,496.1,113.5,371.7,0.0,116.6,289.3,485.8,306.6,97.8,449.9,29.4,150.0,354.0,180.3,124.7,72.6,295.6,179.1,89.5,503.0,209.6,187.0,279.8,212.8,268.6,340.0,121.5,83.3,53.0,362.6,124.6,206.3,160.8,218.3,239.4,471.0,151.8,216.8,201.6,520.8,217.4,497.5,294.0,439.3,172.3,252.1,106.1,138.6,65.6,248.8,315.9,310.5,424.0,183.3,244.3,108.1,175.0,279.4,298.3,167.1,448.5,207.9,346.8,265.4,150.2,535.5,386.3,415.2,435.8,188.3,60.7,177.6,285.4,19.7,271.9,144.3,356.0,136.2,452.8,188.4,568.8,443.6,102.4,108.0,283.3,241.8,143.9,282.0,390.1,218.3,385.4,300.0,391.0,254.0,131.3,269.2,291.9,293.6,319.4,203.4,392.2,372.8,145.4,275.2,143.4,308.7,305.4,513.8,314.4,149.0,324.5,78.3,521.1,287.1,101.3
KN,416.9,386.9,287.6,343.1,83.5,116.3,197.7,190.1,140.5,152.9,260.0,249.8,109.7,49.9,241.5,394.7,111.2,164.3,248.9,387.9,175.8,138.9,549.6,169.7,185.9,223.7,319.8,182.8,409.4,366.7,55.1,261.2,195.8,261.5,308.5,390.6,229.9,221.4,366.7,208.8,96.9,306.9,332.1,126.2,89.5,488.9,223.4,283.0,298.5,131.3,413.8,369.8,159.0,109.7,353.9,189.2,256.7,285.9,320.4,305.2,298.2,263.7,139.8,128.8,150.5,100.5,215.5,1297.6,312.3,126.6,123.3,422.4,265.0,70.5,216.4,153.3,452.5,125.8,346.1,124.6,0.0,263.7,442.2,257.8,28.4,406.3,147.2,198.5,328.4,238.2,138.2,60.3,249.4,122.4,138.0,477.4,142.1,217.5,226.9,153.0,211.9,314.4,170.0,131.8,78.5,337.0,75.1,149.6,93.0,165.4,223.0,427.4,182.3,167.3,152.1,477.2,217.3,453.9,241.1,395.7,196.8,262.1,38.6,71.1,78.1,192.1,290.3,257.6,398.4,133.8,194.8,156.4,224.9,226.5,245.4,215.6,404.9,155.0,297.3,221.8,100.7,491.9,360.7,371.6,410.2,159.3,91.2,128.1,235.9,114.9,228.3,202.2,330.4,194.1,427.2,135.6,543.2,400.0,160.3,94.1,233.8,216.2,94.4,225.3,364.5,168.8,341.8,274.4,365.4,204.5,189.2,252.8,239.0,240.7,275.8,238.3,348.6,347.2,188.1,225.7,93.9,283.1,259.2,470.2,261.5,197.5,298.9,144.6,495.5,234.2,159.2
KP,226.3,288.1,186.6,79.3,271.2,317.2,90.4,137.0,154.0,205.1,104.3,130.2,159.9,261.7,35.4,183.1,266.2,365.7,183.9,181.2,163.8,333.3,312.5,384.8,172.5,393.7,214.5,317.0,310.6,179.6,256.5,55.1,198.5,105.5,92.5,183.9,164.9,122.6,219.2,49.2,172.9,119.8,292.1,260.4,293.7,262.7,170.3,19.2,179.2,229.2,154.0,244.5,256.9,185.2,255.1,350.2,183.7,61.0,85.1,206.4,191.3,363.8,195.1,161.1,284.7,315.6,84.6,1064.5,138.3,341.7,221.2,323.6,132.6,274.7,162.8,321.2,324.3,199.1,139.4,297.1,268.2,0.0,343.4,97.9,271.4,276.6,326.6,392.9,76.4,165.2,272.4,251.3,288.7,198.7,332.4,240.3,162.1,404.2,141.8,151.2,97.7,50.6,364.4,326.2,257.8,111.0,220.0,214.4,227.2,142.2,158.0,328.6,397.4,103.8,225.8,362.7,311.9,324.2,115.1,296.9,113.8,356.7,237.7,208.4,293.2,119.1,107.6,204.0,191.7,137.9,215.2,223.6,141.9,190.9,89.7,376.6,238.3,139.5,298.2,123.0,193.7,294.9,101.1,272.8,200.5,293.5,306.3,201.8,191.5,316.9,129.5,155.2,70.6,193.8,190.1,269.8,306.1,243.2,197.2,298.3,234.7,41.8,175.4,84.3,100.7,231.0,243.0,91.7,158.7,214.3,166.5,187.8,93.0,205.1,168.9,173.3,172.5,83.4,354.9,242.0,209.8,77.0,298.5,268.4,179.4,358.5,35.1,359.7,258.4,151.8,198.3
KR,156.6,47.0,476.8,278.3,464.1,492.1,283.3,336.6,358.9,398.0,406.5,432.4,334.8,454.6,337.6,213.6,459.1,540.6,278.4,220.4,395.2,508.2,294.7,577.7,404.3,568.6,516.7,491.9,106.7,281.0,449.4,357.3,440.1,395.7,318.7,182.2,337.8,224.6,156.4,304.9,347.8,252.9,561.2,435.3,468.6,121.5,363.2,370.4,481.4,440.1,227.2,115.0,467.8,371.7,95.7,525.1,301.7,325.9,296.2,138.7,337.7,572.8,388.0,347.2,459.6,508.4,317.0,1164.4,236.9,534.6,432.1,29.8,422.8,449.6,434.8,514.1,59.9,383.3,215.9,490.0,443.1,359.8,0.0,377.1,446.3,95.9,519.5,567.8,304.2,319.9,447.3,444.2,530.3,391.6,507.3,226.9,355.0,579.1,432.0,344.1,376.9,353.8,535.9,501.1,434.5,281.3,394.9,411.6,400.8,383.8,297.4,87.0,594.1,277.7,441.0,34.9,526.4,111.4,406.8,87.7,306.7,571.2,412.6,383.3,486.1,363.8,300.5,476.0,206.3,312.8,456.8,413.9,334.8,444.9,391.9,551.5,144.6,373.4,570.2,256.4,368.6,99.3,297.7,62.3,215.7,476.5,499.2,417.0,463.5,509.8,217.7,348.1,340.6,386.7,232.4,444.7,288.3,139.7,393.6,470.3,504.6,312.3,350.3,363.5,270.5,477.8,82.1,285.0,196.6,493.4,359.4,274.4,389.4,459.1,312.1,298.4,200.3,318.8,529.8,506.6,384.7,384.4,540.1,158.7,469.6,533.4,373.1,552.6,252.1,426.3,391.2
