from_stop,AC,AG,AI,AV,AZ,BB,BF,BJ,BP,BQ,CL,CP,CQ,CR,CT,CU,CZ,DI,DL,DZ,EB,EE,EI,EJ,EN,EP,ET,FC,FJ,FL,FP,FW,GB,GE,GG,GN,GO,GS,GT,HI,HJ,HV,IA,IB,ID,IE,IG,II,IK,IL,IR,IS,IW,JA,JC,JG,JI,JK,JP,KE,KI,KK,KM,KQ,KX,KY,LB,LG,LI,LJ,LY,MF,MP,MS,MT,MZ,NB,ND,NE,NF,NM,NN,NY,NZ,OA,OD,OE,OI,OK,ON,OT,OW,OZ,PA,PD,PJ,PN,PO,PQ,PR,PU,PV,PW,QD,QP,QR,QV,RA,RC,RF,RK,RO,RQ,RR,RS,RV,SD,SI,SL,SM,SN,TA,TC,TJ,TL,TV,UD,UE,UF,UJ,UL,UM,UN,UQ,UZ,VA,VD,VE,VG,VQ,VV,WC,WD,WE,WL,WT,XA,XJ,XL,XP,XT,YA,YL,YM,YN,YT,YV,ZO,ZW,ZX
NM,439.9,410.8,448.6,155.7,487.2,412.4,567.3,494.1,426.6,492.3,468.3,540.9,527.2,252.1,376.7,402.0,165.4,499.4,365.7,537.1,397.2,526.8,324.5,288.9,502.1,259.1,375.9,419.2,422.2,326.7,329.6,480.7,438.0,253.1,449.6,417.8,273.9,202.5,427.9,235.4,540.5,405.2,540.7,437.3,519.2,571.6,358.6,323.6,183.6,484.7,576.8,162.9,322.5,430.7,379.2,342.4,211.3,464.4,542.5,306.7,167.8,594.2,641.0,373.8,353.7,499.0,202.6,303.5,444.9,63.7,159.6,370.6,455.8,442.9,351.5,404.3,253.7,240.8,223.7,283.1,0.0,525.2,521.7,387.2,275.0,432.8,280.5,206.2,382.2,420.5,531.6,428.8,182.9,406.7,556.2,148.5,393.6,451.5,389.6,439.1,298.6,399.3,469.3,475.6,329.0,419.8,535.4,405.0,421.8,337.1,516.6,436.2,342.4,204.5,497.0,558.4,579.8,341.1,2028.0,331.3,417.9,439.1,212.3,393.1,421.0,397.0,253.1,392.3,432.9,177.5,425.4,419.5,553.1,459.7,279.0,423.4,540.9,342.7,406.9,169.3,488.8,531.2,482.1,300.4,538.7,228.2,443.5,511.9,321.8,110.3,512.0,526.8,340.4,272.4,443.8,304.5,384.5,210.6,587.8,126.3
NN,741.6,300.9,298.1,471.7,788.9,714.1,150.8,167.9,728.3,212.0,245.7,801.9,110.7,629.0,768.2,778.9,549.6,131.6,667.4,114.2,696.4,125.2,707.5,680.4,55.0,636.0,776.1,665.9,723.9,275.9,278.8,64.2,739.7,609.1,832.9,809.3,375.5,405.0,260.2,604.7,842.2,706.9,52.7,224.3,84.7,83.6,222.9,625.3,575.1,786.4,183.3,379.6,666.4,134.8,770.7,719.3,340.3,47.9,54.5,653.8,537.1,159.1,234.2,765.3,745.2,202.3,618.4,695.0,394.1,435.3,543.8,319.8,222.8,688.5,743.0,316.1,317.3,363.0,380.9,677.3,492.0,0.0,105.2,688.9,651.9,725.4,369.9,422.9,328.3,713.1,43.6,378.0,410.3,239.0,68.2,464.5,785.1,199.8,691.3,681.6,675.5,186.3,70.8,721.2,720.5,206.8,70.9,796.5,333.6,728.6,7.7,760.8,719.3,573.8,98.8,123.9,163.3,716.5,1815.6,633.0,204.9,740.8,514.0,129.8,760.7,258.0,536.7,694.0,734.6,550.6,727.1,269.0,118.6,192.9,580.7,255.7,101.4,207.0,208.4,543.1,121.0,114.7,865.4,691.9,122.2,592.4,736.1,95.4,667.2,446.3,82.2,828.5,731.9,574.1,142.6,681.4,686.2,602.1,194.3,443.7
NY,743.4,302.7,299.9,473.5,790.7,715.9,45.5,169.7,730.1,276.2,247.5,803.7,26.1,630.8,770.0,780.7,551.4,151.4,669.2,134.0,698.2,115.9,709.3,682.2,125.4,637.8,777.9,667.7,725.7,277.7,280.6,84.0,741.5,610.9,834.7,811.1,345.1,406.8,262.0,606.5,844.0,708.7,116.9,226.1,75.4,147.8,224.7,627.1,576.9,788.2,203.1,381.4,668.2,136.6,772.5,721.1,342.1,87.7,118.7,655.6,538.9,149.8,128.9,767.1,747.0,204.1,620.2,696.8,395.9,437.1,545.6,321.6,224.6,690.3,744.8,355.3,319.1,332.6,382.7,679.1,493.8,102.0,0.0,690.7,653.7,727.2,339.5,424.7,333.2,714.9,107.8,379.8,412.1,240.8,132.4,466.3,786.9,177.4,693.1,683.4,677.3,188.1,53.6,723.0,722.3,208.6,111.6,798.3,372.8,730.4,109.8,762.6,721.1,575.6,118.6,114.6,51.5,718.3,1769.7,634.8,206.7,742.6,515.8,131.6,762.5,259.8,538.5,695.8,736.4,552.4,728.9,270.8,109.3,185.6,582.5,257.5,121.2,208.8,210.2,544.9,140.8,105.7,867.2,693.7,57.6,594.2,737.9,43.8,669.0,448.1,102.0,830.3,733.7,575.9,144.4,683.2,688.0,603.9,214.1,445.5
NZ,112.1,586.0,627.6,285.7,159.4,37.5,742.3,708.7,56.8,659.3,710.1,195.1,702.2,133.3,189.5,98.0,286.2,736.0,91.5,761.5,168.3,763.4,197.3,119.3,677.1,128.2,95.2,170.8,76.4,505.7,504.8,655.7,72.0,197.5,203.4,223.6,510.5,439.1,602.9,197.1,208.9,176.3,715.7,608.5,694.2,746.6,529.7,110.9,344.3,156.9,745.0,399.5,102.2,691.8,171.7,93.8,446.1,639.4,717.5,143.6,219.9,768.6,805.4,186.6,166.5,713.6,180.9,98.3,623.9,330.1,280.4,545.8,630.8,169.6,164.3,583.3,490.3,477.4,464.1,167.1,346.9,700.2,696.7,0.0,115.3,98.2,517.1,430.5,561.2,110.5,706.6,607.8,440.9,577.9,731.2,348.4,206.4,626.5,40.0,132.0,118.2,570.5,644.3,163.5,69.1,594.8,710.4,217.8,620.9,154.7,691.6,90.4,93.8,213.1,717.6,737.8,754.8,105.6,2068.7,139.3,592.9,111.3,177.0,568.1,131.2,576.0,315.2,163.4,83.3,298.3,163.9,598.5,728.1,634.7,118.5,598.4,761.5,517.7,637.3,330.2,727.4,706.2,235.9,112.6,713.7,174.0,123.1,686.9,101.5,376.7,732.6,199.0,100.9,125.1,618.8,82.0,149.8,246.6,752.2,384.3
OA,237.1,538.4,576.2,176.7,284.4,154.7,694.9,621.7,184.4,609.3,603.0,312.3,654.8,24.3,235.4,125.9,177.2,627.0,162.9,664.7,176.4,654.4,141.5,123.1,629.7,19.2,123.1,198.4,193.6,454.3,457.2,608.3,195.8,89.9,328.4,276.5,401.5,330.1,555.5,88.1,344.3,184.4,668.3,564.9,646.8,699.2,482.3,94.1,283.9,281.9,675.1,290.5,46.4,558.3,237.9,66.3,337.1,592.0,670.1,87.8,110.9,721.8,739.3,224.8,212.4,626.6,71.9,144.2,572.5,234.7,171.4,498.2,583.4,228.7,202.5,531.9,381.3,368.4,344.9,111.3,251.5,652.8,649.3,120.9,0.0,212.0,408.1,321.5,509.8,199.7,659.2,556.4,331.9,534.3,683.8,239.4,252.3,579.1,161.0,218.3,22.5,520.5,596.9,254.8,105.8,547.4,663.0,263.7,569.5,192.9,644.2,207.6,66.3,104.1,624.6,690.4,707.4,65.0,1959.7,86.3,545.5,236.3,159.0,520.7,256.2,524.6,264.9,171.5,210.9,189.3,204.6,547.1,680.7,587.3,130.5,551.0,668.5,470.3,530.2,221.2,618.4,658.8,360.9,158.5,666.3,65.0,222.7,639.5,45.7,277.9,639.6,324.0,161.1,123.9,571.4,28.4,181.7,186.2,686.1,275.3
OD,161.2,618.9,656.7,317.1,208.5,106.8,771.4,683.5,129.9,692.2,682.8,135.2,731.3,223.9,280.1,188.6,303.8,767.4,120.6,734.8,88.9,763.8,219.0,209.9,706.2,218.8,185.8,72.5,73.4,534.8,537.7,684.8,141.3,219.2,252.5,272.7,541.9,470.5,632.0,287.7,261.8,78.9,744.8,641.4,723.3,775.7,558.8,136.8,434.9,206.0,815.5,430.9,177.9,634.8,220.8,184.4,477.5,668.5,746.6,165.3,310.5,797.7,879.7,277.2,257.1,702.3,251.8,188.9,653.0,375.1,298.0,578.7,659.9,75.1,254.9,612.4,521.7,508.8,491.7,188.8,391.9,729.3,725.8,86.7,198.5,0.0,548.5,461.9,590.3,12.2,735.7,636.9,472.3,610.8,760.3,379.8,297.0,655.6,45.2,33.7,208.8,603.4,673.4,103.6,159.7,623.9,739.5,308.4,650.0,240.5,720.7,65.8,184.4,291.7,719.4,761.9,783.9,196.2,2140.4,144.5,622.0,160.4,206.1,597.2,180.3,605.1,344.3,116.1,27.2,315.9,65.6,627.6,757.2,663.8,147.6,627.5,722.0,546.8,674.9,361.6,756.8,735.3,285.0,203.8,742.8,264.6,41.1,716.0,178.7,418.3,702.8,248.1,189.2,154.2,647.9,172.6,178.9,337.2,826.5,415.7
OE,578.3,256.7,294.5,240.8,625.6,550.8,413.2,274.9,565.0,338.2,249.1,698.6,377.7,390.5,537.3,540.4,303.8,280.2,504.1,317.9,535.6,307.6,485.1,449.5,348.0,397.5,537.6,562.6,560.6,172.6,175.5,311.8,576.4,413.7,610.2,578.4,46.9,184.0,273.8,373.8,635.5,543.6,386.6,283.2,345.5,417.5,204.5,462.0,344.2,598.1,349.9,124.6,460.9,258.0,539.8,480.8,167.5,310.3,388.4,490.5,306.2,375.0,489.9,534.4,514.3,279.8,391.1,464.1,290.8,204.4,298.0,216.5,255.2,585.2,512.1,250.2,214.0,34.4,76.1,443.7,261.1,371.1,367.6,525.6,413.4,571.2,0.0,173.9,228.1,558.9,377.5,274.7,140.2,252.6,402.1,233.6,530.7,297.4,528.0,578.3,437.0,245.2,315.2,617.9,489.6,265.7,381.3,565.6,267.7,497.7,362.5,574.6,480.8,342.9,277.8,371.6,425.7,479.5,1859.6,469.7,263.8,577.5,350.7,239.0,581.6,242.9,391.5,530.7,571.3,315.9,563.8,265.4,370.6,305.6,417.4,269.3,321.7,188.6,187.7,312.2,269.6,347.0,642.7,461.0,384.6,429.1,581.9,357.8,460.2,215.4,292.8,637.2,501.0,410.8,289.7,442.9,522.9,371.2,360.9,175.1
OI,505.4,352.3,377.8,167.9,552.7,477.9,507.2,368.9,481.4,417.3,343.1,606.4,471.7,317.6,464.4,467.5,230.9,363.5,431.2,401.2,462.7,401.6,412.2,376.6,442.0,324.6,464.7,484.7,487.7,266.6,258.8,405.8,505.1,340.8,537.3,505.5,148.7,135.4,367.8,300.9,595.5,472.3,480.6,377.2,439.5,511.5,298.5,378.4,260.6,550.2,433.2,51.7,388.0,352.0,466.9,407.9,144.2,404.3,482.4,417.6,233.3,469.0,540.9,461.5,441.4,373.8,318.2,391.2,384.8,131.5,225.1,312.1,349.2,497.7,439.2,344.2,175.9,115.6,112.9,370.8,188.2,465.1,461.6,452.7,340.5,487.6,155.3,0.0,322.1,486.0,471.5,368.7,68.4,346.6,496.1,160.7,481.3,391.4,456.7,504.6,364.1,328.5,409.2,541.1,416.7,361.3,475.3,492.7,361.7,424.8,456.5,501.7,407.9,259.3,371.8,463.9,519.7,406.6,1918.7,386.1,357.8,504.6,277.8,333.0,508.7,336.9,318.6,457.8,498.4,243.0,490.9,359.4,464.6,401.2,344.5,363.3,417.3,282.6,281.7,240.9,363.6,441.0,569.8,388.1,480.2,356.2,509.0,451.8,387.3,142.5,386.8,592.3,428.1,337.9,383.7,370.0,450.0,298.3,454.9,123.3
OK,621.4,27.0,109.8,351.5,668.7,593.9,361.1,260.7,608.1,224.7,260.0,681.7,321.0,508.8,648.0,658.7,429.4,346.6,547.2,324.5,576.2,353.5,587.3,560.2,295.9,515.8,655.9,545.7,603.7,83.0,53.1,274.5,619.5,488.9,712.7,689.1,219.1,284.8,91.0,484.5,722.0,586.7,334.5,170.6,313.0,365.4,161.8,505.1,454.9,666.2,393.6,259.4,546.2,243.8,650.5,599.1,220.1,258.2,336.3,533.6,416.9,387.4,444.5,645.1,625.0,292.0,498.2,574.8,95.3,315.1,423.6,119.8,237.1,568.3,622.8,22.0,197.1,206.6,260.7,557.1,371.8,319.0,315.5,568.7,531.7,605.2,213.5,302.7,0.0,592.9,325.4,79.2,290.1,124.5,350.0,344.3,664.9,245.3,571.1,561.4,555.3,138.3,263.1,601.0,600.3,181.5,329.2,676.3,39.5,608.4,310.4,640.6,599.1,453.6,309.1,352.2,373.6,596.3,1905.3,512.8,148.4,620.6,393.8,186.9,640.5,58.2,416.5,573.8,614.4,430.4,606.9,80.7,346.9,253.5,460.5,110.8,311.7,145.9,222.7,422.9,336.0,325.0,745.2,571.7,332.5,472.2,615.9,305.7,547.0,326.1,292.5,708.3,611.7,453.9,237.6,561.2,566.0,481.9,404.6,323.5
ON,173.5,617.6,655.4,315.8,220.8,128.0,770.1,682.2,142.2,695.1,681.5,147.5,730.0,226.2,292.4,200.9,302.5,766.1,132.9,733.5,76.6,762.5,206.7,222.2,704.9,221.1,198.1,60.2,75.0,533.5,536.4,683.5,153.6,206.9,264.8,285.0,540.6,469.2,630.7,290.0,274.1,66.6,743.5,640.1,722.0,774.4,561.4,124.5,447.2,218.3,814.2,429.6,165.6,633.5,233.1,196.7,478.0,667.2,745.3,153.0,312.8,796.4,878.4,289.5,269.4,701.0,250.5,201.2,651.7,373.8,296.7,577.4,658.6,62.8,267.2,611.1,520.4,507.5,490.4,176.5,390.6,728.0,724.5,102.8,200.8,12.2,547.2,472.9,589.0,0.0,734.4,635.6,471.0,609.5,759.0,378.5,309.3,654.3,57.5,21.4,211.1,602.1,672.1,95.5,172.0,622.6,738.2,320.7,628.6,252.8,719.4,47.6,196.7,282.3,718.1,761.2,782.6,208.5,2139.1,132.2,620.7,172.7,204.8,595.9,192.6,603.8,343.0,103.8,39.5,314.6,53.3,626.3,755.9,662.5,146.3,626.2,720.7,545.5,673.6,360.3,755.5,734.0,297.3,216.1,741.5,266.9,22.9,714.7,166.4,417.0,701.5,260.4,201.5,152.9,646.6,184.9,191.2,349.5,825.2,414.4
OT,774.6,311.8,331.1,504.7,821.9,747.1,154.7,200.9,761.3,191.9,278.7,834.9,114.6,662.0,801.2,811.9,582.6,167.9,700.4,176.0,729.4,129.1,740.5,713.4,116.8,669.0,809.1,698.9,756.9,308.9,311.8,126.0,772.7,642.1,865.9,842.3,376.3,438.0,293.2,637.7,875.2,739.9,14.6,257.3,88.6,39.9,255.9,658.3,608.1,819.4,245.1,412.6,699.4,167.8,803.7,752.3,373.3,109.7,10.9,686.8,570.1,163.0,238.1,798.3,778.2,235.3,651.4,728.0,403.6,468.3,576.8,352.8,255.8,721.5,776.0,296.0,350.3,363.8,413.9,710.3,525.0,61.7,109.1,721.9,684.9,758.4,370.7,455.9,308.2,746.1,0.0,387.5,443.3,272.0,24.6,497.5,818.1,179.7,724.3,714.6,708.5,219.3,84.8,754.2,753.5,239.8,74.8,829.5,313.5,761.6,69.5,793.8,752.3,606.8,160.6,127.8,167.2,749.5,1848.6,666.0,237.9,773.8,547.0,162.8,793.7,291.0,569.7,727.0,767.6,583.6,760.1,302.0,122.5,172.8,613.7,288.7,163.2,240.0,241.4,576.1,182.8,118.9,898.4,724.9,126.1,625.4,769.1,99.3,700.2,479.3,144.0,861.5,764.9,607.1,175.6,714.4,719.2,635.1,256.1,476.7
OW,692.1,111.9,180.5,422.2,739.4,664.6,431.8,331.4,678.8,308.1,330.7,752.4,391.7,579.5,718.7,729.4,500.1,417.3,617.9,395.2,646.9,424.2,658.0,630.9,366.6,586.5,726.6,616.4,674.4,153.7,123.8,345.2,690.2,559.6,783.4,759.8,289.8,355.5,161.7,555.2,792.7,657.4,405.2,241.3,383.7,436.1,232.5,575.8,525.6,736.9,464.3,330.1,616.9,314.5,721.2,669.8,290.8,328.9,407.0,604.3,487.6,458.1,515.2,715.8,695.7,362.7,568.9,645.5,72.4,385.8,494.3,190.5,307.8,639.0,693.5,105.4,267.8,277.3,331.4,627.8,442.5,389.7,386.2,639.4,602.4,675.9,284.2,373.4,83.3,663.6,396.1,0.0,360.8,195.2,420.7,415.0,735.6,316.0,641.8,632.1,626.0,209.0,333.8,671.7,671.0,252.2,399.9,747.0,122.9,679.1,381.1,711.3,669.8,524.3,379.8,422.9,444.3,667.0,1976.0,583.5,219.1,691.3,464.5,257.6,711.2,128.9,487.2,644.5,685.1,501.1,677.6,151.4,417.6,324.2,531.2,181.5,382.4,216.6,293.4,493.6,406.7,395.7,815.9,642.4,403.2,542.9,686.6,376.4,617.7,396.8,363.2,779.0,682.4,524.6,308.3,631.9,636.7,552.6,475.3,394.2
OZ,490.4,314.6,352.4,152.9,537.7,462.9,471.1,332.8,477.1,396.1,307.0,591.4,435.6,302.6,444.5,452.5,215.9,338.1,416.2,375.8,447.7,365.5,392.3,356.7,405.9,309.6,443.7,469.7,472.7,230.5,233.4,369.7,488.5,320.9,517.4,485.6,112.6,120.4,331.7,285.9,570.1,455.7,444.5,341.1,403.4,475.4,262.4,374.1,251.4,532.7,407.8,36.7,373.0,315.9,447.0,392.9,129.2,368.2,446.3,402.6,218.3,432.9,504.8,441.6,421.5,337.7,270.4,371.3,348.7,111.6,210.1,274.4,313.1,493.4,419.3,308.1,171.6,79.5,76.8,350.9,168.3,429.0,425.5,437.7,325.5,483.3,119.2,86.0,286.0,471.0,435.4,332.6,0.0,310.5,460.0,145.7,461.4,355.3,440.1,489.6,349.1,303.1,373.1,526.1,396.8,323.6,439.2,472.8,325.6,404.9,420.4,486.7,392.9,255.0,335.7,429.5,483.6,391.6,1882.6,381.8,321.7,489.6,262.8,296.9,488.8,300.8,303.6,442.8,483.4,228.0,475.9,323.3,428.5,363.5,329.5,327.2,379.6,246.5,245.6,224.3,327.5,404.9,549.9,368.2,442.5,296.0,494.0,415.7,372.3,122.6,350.7,577.3,408.2,322.9,347.6,355.0,435.0,278.4,418.8,69.2
PA,636.0,119.3,138.0,366.1,683.3,608.5,274.0,186.1,622.7,194.8,192.5,696.3,233.9,523.4,662.6,673.3,444.0,254.8,561.8,237.4,590.8,266.4,601.9,574.8,208.8,530.4,670.5,560.3,618.3,122.8,92.9,187.4,634.1,503.5,727.3,703.7,237.7,299.4,78.6,499.1,736.6,601.3,247.4,144.0,225.9,278.3,113.4,519.7,469.5,680.8,306.5,274.0,560.8,137.4,665.1,613.7,232.9,171.1,249.2,548.2,431.5,300.3,357.4,659.7,639.6,204.9,512.8,589.4,201.6,329.7,438.2,159.6,162.5,582.9,637.4,161.3,211.7,225.2,275.3,571.7,386.4,231.9,228.4,579.5,546.3,619.8,232.1,305.0,138.9,607.5,238.3,185.5,304.7,0.0,262.9,358.9,679.5,158.2,585.7,576.0,569.9,106.0,176.0,615.6,614.9,126.5,242.1,690.9,178.8,627.8,223.3,655.2,613.7,468.2,222.0,264.5,286.5,610.9,1818.2,527.4,124.6,635.2,408.4,99.8,655.1,86.4,431.1,588.4,629.0,445.0,621.5,108.9,259.8,166.4,475.1,74.1,224.6,101.4,153.1,437.5,244.2,237.9,759.8,585.7,245.4,486.8,630.5,218.6,561.6,340.7,205.4,722.9,626.3,468.5,150.5,575.8,580.6,496.5,317.5,338.1
PD,797.4,334.6,353.9,527.5,844.7,769.9,177.5,223.7,784.1,214.7,301.5,857.7,137.4,684.8,824.0,834.7,605.4,190.7,723.2,198.8,752.2,151.9,763.3,736.2,139.6,691.8,831.9,721.7,779.7,331.7,334.6,148.8,795.5,664.9,888.7,865.1,399.1,460.8,316.0,660.5,898.0,762.7,37.4,280.1,111.4,15.3,278.7,681.1,630.9,842.2,267.9,435.4,722.2,190.6,826.5,775.1,396.1,132.5,12.6,709.6,592.9,185.8,260.9,821.1,801.0,258.1,674.2,750.8,426.4,491.1,599.6,375.6,278.6,744.3,798.8,318.8,373.1,386.6,436.7,733.1,547.8,84.5,131.9,744.7,707.7,781.2,393.5,478.7,331.0,768.9,22.8,410.3,466.1,294.8,0.0,520.3,840.9,202.5,747.1,737.4,731.3,242.1,107.6,777.0,776.3,262.6,97.6,852.3,336.3,784.4,92.3,816.6,775.1,629.6,183.4,150.6,190.0,772.3,1871.4,688.8,260.7,796.6,569.8,185.6,816.5,313.8,592.5,749.8,790.4,606.4,782.9,324.8,145.3,195.6,636.5,311.5,186.0,262.8,264.2,598.9,205.6,141.7,921.2,747.7,148.9,648.2,791.9,122.1,723.0,502.1,166.8,884.3,787.7,629.9,198.4,737.2,742.0,657.9,278.9,499.5
PJ,410.7,345.0,382.8,73.2,458.0,383.2,501.5,428.3,397.4,426.5,402.5,511.7,461.4,222.9,398.4,372.8,136.2,433.6,336.5,471.3,368.0,461.0,376.6,310.6,436.3,229.9,370.0,390.0,393.0,260.9,263.8,414.9,408.8,261.6,471.3,439.5,208.1,136.7,362.1,206.2,511.3,376.0,474.9,371.5,453.4,505.8,292.8,294.4,205.3,455.5,503.3,97.1,293.3,364.9,400.9,313.2,145.5,398.6,476.7,322.9,138.6,528.4,584.9,395.5,375.4,433.2,223.5,325.2,379.1,73.5,130.4,304.8,390.0,413.7,373.2,338.5,187.9,175.0,157.9,291.6,130.2,459.4,455.9,358.0,245.8,403.6,214.7,140.4,316.4,391.3,465.8,363.0,138.5,340.9,490.4,0.0,415.3,385.7,360.4,409.9,269.4,333.5,403.5,446.4,352.7,354.0,469.6,426.7,356.0,358.8,450.8,407.0,313.2,175.3,431.2,492.6,514.0,311.9,1978.1,302.1,352.1,409.9,183.1,327.3,429.8,331.2,223.9,363.1,403.7,148.3,396.2,353.7,487.3,393.9,249.8,357.6,475.1,276.9,341.1,144.6,423.0,465.4,503.8,322.1,472.9,261.5,414.3,446.1,292.6,84.5,446.2,497.6,362.1,243.2,378.0,275.3,355.3,219.1,514.3,81.9
PN,173.1,685.1,722.9,356.1,161.9,253.9,841.6,658.9,268.1,734.6,653.2,402.6,760.8,300.6,76.6,212.4,372.2,688.2,299.0,707.9,375.8,715.6,361.7,165.7,757.8,295.5,176.2,378.3,283.9,601.0,603.9,701.8,279.5,322.2,178.1,146.3,503.2,513.5,702.2,364.4,156.0,383.8,815.0,711.6,750.2,845.9,632.9,307.7,377.4,118.6,691.4,429.8,266.6,642.0,107.7,261.1,522.3,720.1,816.8,308.0,374.6,783.0,755.6,168.0,49.1,663.8,271.7,149.4,719.2,363.2,366.4,644.9,659.3,380.9,145.7,678.6,564.7,470.1,467.4,331.5,380.0,780.9,796.0,207.4,275.2,305.7,509.8,479.1,656.5,318.0,805.9,703.1,445.4,681.0,830.5,418.8,0.0,693.8,251.3,339.5,257.2,673.6,743.6,371.0,205.8,694.1,809.7,45.0,696.1,131.3,772.3,297.9,261.1,356.7,667.8,754.7,864.6,229.4,1852.3,299.9,692.2,229.9,384.5,666.0,149.5,671.3,459.9,370.9,294.6,384.3,371.4,693.8,758.7,702.0,326.0,697.7,711.7,617.0,591.8,376.1,677.6,728.4,210.6,105.8,789.2,297.3,330.6,793.4,265.9,409.8,682.8,157.7,145.6,332.6,718.1,249.3,357.3,279.7,702.4,425.8
PO,665.2,203.6,221.7,395.3,712.5,637.7,195.0,73.5,651.9,85.8,169.3,725.5,154.9,552.6,691.8,702.5,473.2,159.8,591.0,158.4,620.0,187.2,631.1,604.0,129.8,559.6,699.7,589.5,647.5,199.5,202.4,108.4,663.3,532.7,756.5,732.9,287.3,328.6,183.8,528.3,765.8,630.5,168.4,147.9,146.9,199.3,146.5,548.9,498.7,710.0,227.5,303.2,590.0,40.4,694.3,642.9,263.9,92.1,170.2,577.4,460.7,221.3,278.4,688.9,668.8,107.9,542.0,618.6,295.4,358.9,467.4,243.4,146.4,612.1,666.6,187.8,240.9,274.8,304.5,600.9,415.6,152.9,149.4,612.5,575.5,649.0,281.7,346.5,200.0,636.7,159.3,279.3,333.9,162.6,183.9,388.1,708.7,0.0,614.9,605.2,599.1,109.9,97.0,644.8,644.1,130.4,163.1,720.1,205.3,652.2,144.3,684.4,642.9,497.4,157.4,186.1,207.5,640.1,1721.2,556.6,128.5,664.4,437.6,53.4,684.3,181.6,460.3,617.6,658.2,474.2,650.7,192.6,180.8,53.2,504.3,179.3,145.6,130.6,132.0,466.7,149.2,158.9,789.0,615.5,166.4,516.0,659.7,139.6,590.8,369.9,126.4,752.1,655.5,497.7,71.5,605.0,609.8,525.7,238.5,367.3
PQ,114.8,572.5,610.3,270.7,162.1,60.4,725.0,637.1,83.5,645.8,643.5,150.1,684.9,177.5,233.7,142.2,257.4,721.0,74.2,688.4,151.0,717.4,179.6,163.5,659.8,172.4,139.4,125.8,27.0,488.4,491.3,638.4,94.9,179.8,206.1,226.3,495.5,424.1,585.6,241.3,215.4,132.2,698.4,595.0,676.9,729.3,512.4,97.4,388.5,159.6,769.1,384.5,146.4,588.4,174.4,138.0,432.9,622.1,700.2,125.9,264.1,751.3,833.3,230.8,210.7,655.9,205.4,142.5,606.6,328.7,251.6,532.3,613.5,128.4,208.5,566.0,475.3,462.4,445.3,149.4,345.5,682.9,679.4,40.3,152.1,53.2,502.1,426.2,543.9,65.5,689.3,590.5,425.9,564.4,713.9,333.4,250.6,609.2,0.0,87.0,162.4,557.0,627.0,118.5,113.3,577.5,693.1,262.0,603.6,194.1,674.3,41.0,138.0,233.6,673.0,720.5,737.5,149.8,2094.0,105.1,575.6,114.0,159.7,550.8,133.9,558.7,297.9,146.1,42.1,269.5,118.9,581.2,710.8,617.4,101.2,581.1,675.6,500.4,624.2,315.2,712.4,688.9,238.6,156.8,696.4,218.2,73.7,669.6,145.7,371.9,656.4,201.7,145.1,107.8,601.5,126.2,132.5,290.8,780.1,369.3
PR,205.0,626.2,664.0,324.4,252.3,159.5,778.7,690.8,173.7,703.7,690.1,154.7,738.6,234.8,323.9,232.4,311.1,774.7,164.4,742.1,69.2,771.1,215.3,253.7,713.5,229.7,229.6,38.7,106.5,542.1,545.0,692.1,185.1,215.5,296.3,316.5,549.2,477.8,639.3,298.6,305.6,75.2,752.1,648.7,730.6,783.0,570.0,133.1,429.6,249.8,822.8,438.2,174.2,642.1,264.6,228.2,486.6,675.8,753.9,161.6,321.4,805.0,887.0,321.0,300.9,709.6,259.1,232.7,660.3,382.4,305.3,586.0,667.2,41.3,298.7,619.7,529.0,516.1,499.0,185.1,399.2,736.6,733.1,134.3,209.4,43.7,555.8,481.5,597.6,31.4,743.0,644.2,479.6,618.1,767.6,387.1,340.8,662.9,89.0,0.0,219.7,610.7,680.7,74.0,203.5,631.2,746.8,352.2,637.2,284.3,728.0,79.1,228.2,290.9,726.7,769.8,791.2,224.3,2147.7,140.8,629.3,204.2,213.4,604.5,224.1,612.4,351.6,112.4,71.0,323.2,61.9,634.9,764.5,671.1,154.9,634.8,729.3,554.1,682.2,368.9,764.1,742.6,328.8,247.6,750.1,275.5,54.4,723.3,175.0,425.6,710.1,291.9,233.0,161.5,655.2,205.7,212.0,286.0,833.8,423.0
