from_stop,AI,AQ,AR,AY,BA,BE,BJ,BK,BM,BR,BS,BW,BX,CB,CE,CL,CM,CO,CR,CV,CW,DA,DE,DG,DL,DT,DW,EE,EO,FA,FH,FJ,FK,FL,FS,FU,FY,FZ,GB,GL,GN,GS,GW,GX,HJ,HL,HN,HS,HU,HY,IA,IE,IF,IR,IS,IT,IV,IY,JI,JO,JR,JT,JU,JW,KH,KT,LB,LC,LE,LF,LV,ML,MN,MS,MV,MW,MY,ND,NE,NG,NN,NO,NR,OG,OH,OM,OW,PF,PH,PK,PP,QA,QT,QU,QW,QX,QY,QZ,RA,RB,RI,SA,SC,SJ,SL,SS,SU,SV,SY,TB,TC,TI,TK,TL,TN,TP,TR,UE,UG,UH,UJ,UL,UO,UX,VF,VH,VI,VK,VM,VW,VX,VZ,WD,WI,WJ,WL,WO,WS,WX,XG,XH,XI,XJ,XP,XY,YJ,YO,YT,ZH,ZI,ZK,ZN
PF,61.4,708.5,131.6,108.2,75.3,542.0,591.3,117.3,92.0,264.3,81.4,417.4,589.6,788.8,776.4,752.3,740.7,425.3,721.4,143.1,704.8,343.1,313.0,51.4,308.7,741.4,95.0,293.2,343.6,509.7,306.2,279.9,281.8,41.1,270.8,592.9,639.3,250.8,665.1,146.5,155.1,621.8,676.9,203.9,231.5,50.4,667.5,623.7,639.4,674.1,89.1,669.2,244.4,713.0,673.4,254.5,793.5,655.9,294.0,198.3,287.7,572.0,797.3,599.5,687.8,540.7,439.0,367.0,598.1,720.5,614.9,234.6,135.0,211.9,213.7,296.2,448.6,711.5,306.2,95.1,208.4,668.7,320.1,580.6,338.4,268.9,271.0,0.0,98.0,739.4,133.6,232.0,27.1,305.8,624.8,746.4,108.3,566.8,145.5,263.8,2001.9,216.4,588.5,61.2,255.6,628.2,112.4,576.5,228.8,512.5,776.0,635.9,613.2,305.8,134.4,827.5,164.3,410.0,290.6,218.5,127.8,734.3,793.3,228.5,174.7,273.9,164.2,212.1,737.1,150.9,698.1,665.0,756.9,0.9,277.9,802.5,182.8,738.9,90.9,262.6,700.1,66.4,142.2,577.5,294.4,28.1,805.2,115.1,749.0,345.1,166.2,67.7
PH,41.1,629.9,180.7,177.0,124.4,463.4,507.8,191.6,160.8,286.8,148.5,317.4,511.0,710.2,659.5,673.7,623.8,346.7,604.5,91.7,625.2,264.5,198.4,80.6,359.5,655.2,138.0,214.6,249.9,431.1,357.0,294.7,188.2,57.0,192.2,514.3,560.7,135.1,581.0,192.7,223.9,504.9,598.3,254.7,152.9,99.5,588.9,545.1,560.8,594.5,105.4,589.6,259.2,634.4,556.5,305.3,714.9,577.3,175.3,166.9,338.5,493.4,680.4,520.9,609.2,462.1,360.4,273.3,519.5,622.9,550.0,285.4,56.4,253.5,224.1,347.0,388.6,613.9,357.0,145.9,139.0,551.8,207.8,497.1,230.0,322.4,155.3,113.1,0.0,623.8,200.2,282.8,118.2,356.6,546.2,666.8,112.4,488.2,194.6,278.6,1905.3,238.9,509.9,110.3,270.4,544.7,161.5,497.9,279.6,433.9,717.3,557.3,534.6,356.6,185.2,748.9,233.1,302.3,179.4,47.0,128.1,655.7,714.7,279.3,189.5,195.3,215.0,253.7,675.9,52.8,619.5,586.4,718.8,114.1,328.7,685.6,233.6,622.0,75.9,184.0,628.9,95.6,72.8,498.9,345.2,132.4,726.6,18.5,670.4,395.9,235.0,55.2
PK,728.4,148.2,868.3,775.5,811.7,413.8,286.0,790.1,759.3,888.5,834.3,455.1,299.2,172.7,35.6,187.6,0.0,411.8,179.8,614.1,196.4,482.4,667.7,767.9,914.2,238.7,744.3,477.7,518.5,312.8,916.6,769.1,500.4,744.3,558.1,347.8,143.0,555.0,236.6,882.9,813.3,265.4,209.0,853.5,643.0,786.8,539.6,395.8,286.1,246.9,799.9,242.0,860.6,96.9,256.5,903.8,177.4,126.9,648.7,768.3,893.2,344.4,56.5,220.9,164.8,343.8,371.6,495.6,373.7,221.9,304.5,883.9,676.7,855.2,817.0,902.9,397.9,212.6,916.6,744.4,753.0,251.8,538.7,296.7,524.9,918.2,534.3,752.8,694.0,0.0,791.3,881.3,725.6,917.0,225.4,222.8,710.9,350.4,837.4,880.0,1720.9,840.3,298.1,797.6,871.8,328.2,848.8,331.7,878.1,299.4,93.4,408.0,368.1,917.0,783.7,211.4,822.8,538.6,509.2,697.9,726.6,126.8,177.2,877.8,790.9,507.1,813.5,852.2,52.0,704.4,137.8,162.3,94.9,753.8,883.7,61.7,832.1,192.6,674.4,647.9,197.1,782.9,686.8,449.3,899.9,772.1,189.1,712.6,141.5,994.4,773.7,722.7
PP,153.5,742.1,83.9,223.7,147.4,575.6,593.2,98.2,207.5,174.9,50.7,429.6,623.2,822.4,744.9,785.9,709.2,458.9,689.9,258.6,710.6,376.7,285.6,143.5,210.4,767.4,202.7,326.8,355.8,543.3,212.8,192.3,294.1,133.2,311.9,626.5,672.9,241.0,666.4,150.5,209.8,590.3,710.5,201.1,288.2,122.5,701.1,657.3,673.0,679.9,204.6,675.0,156.8,746.6,641.9,289.0,827.1,689.5,262.5,111.8,189.4,605.6,765.8,633.1,721.4,574.3,472.6,379.2,631.7,708.3,635.4,269.1,227.1,219.2,115.8,197.9,500.8,699.3,212.8,154.7,329.2,637.2,313.7,582.5,335.9,306.1,261.2,115.4,190.1,709.2,0.0,266.5,142.6,213.2,658.4,752.2,223.8,600.4,84.8,176.2,2010.5,127.0,622.1,133.3,168.0,630.1,104.2,610.1,230.5,546.1,802.7,669.5,646.8,213.2,150.9,861.1,236.8,408.2,285.3,187.0,243.3,767.9,826.9,176.6,87.1,302.1,160.5,219.4,761.3,243.0,731.7,698.6,804.2,114.4,179.6,771.0,179.1,707.4,206.4,319.3,714.3,146.1,263.0,611.1,196.1,143.6,838.8,172.6,782.6,276.8,239.4,183.2
QA,318.3,824.3,315.5,263.1,283.9,661.8,718.3,198.8,246.9,337.3,274.1,612.4,705.4,904.6,870.0,868.1,834.3,605.0,815.0,280.0,835.7,558.1,520.5,308.3,171.9,849.6,218.3,472.9,553.1,625.5,109.0,130.4,461.5,298.0,450.5,708.7,755.1,430.5,791.5,269.9,231.3,715.4,792.7,158.4,397.4,258.3,787.3,743.5,823.8,805.0,307.5,800.1,219.8,828.8,767.0,22.4,909.3,771.7,497.4,346.7,132.6,691.8,890.9,715.3,863.3,656.5,618.7,550.2,717.9,833.4,760.5,37.4,379.6,240.7,278.2,124.1,646.9,824.4,109.0,158.2,345.3,762.3,499.8,707.6,503.4,74.4,450.7,260.4,316.5,834.3,323.0,0.0,233.2,108.6,740.6,877.3,245.2,686.6,266.2,226.5,1964.2,289.4,704.3,247.5,231.0,755.2,266.7,692.3,183.3,628.3,927.8,755.7,729.0,108.6,172.4,943.3,258.3,579.2,470.3,421.9,264.7,850.1,909.1,183.3,278.5,453.6,222.2,240.9,886.4,326.9,813.9,780.8,929.3,261.4,142.4,896.1,240.8,832.5,227.8,428.5,839.4,323.3,279.1,697.3,125.9,279.7,921.0,407.5,864.8,147.9,260.9,286.1
QT,88.6,660.2,158.8,81.0,102.5,497.7,548.1,113.6,64.8,291.5,108.6,423.2,541.3,740.5,803.6,704.0,767.9,452.5,748.6,115.9,671.1,370.3,344.3,78.6,281.5,685.5,60.0,320.4,370.8,461.4,279.0,300.4,309.0,68.3,298.0,544.6,591.0,278.0,687.8,170.8,127.9,649.0,628.6,176.7,233.3,77.6,623.2,579.4,591.1,701.3,74.2,696.4,271.6,664.7,597.1,227.3,745.2,607.6,321.2,225.5,260.5,527.7,742.8,551.2,639.5,492.4,466.2,394.2,553.8,649.2,566.6,207.4,162.2,184.7,232.4,269.0,494.4,640.2,279.0,67.9,181.2,592.4,347.3,558.8,350.9,244.4,298.2,27.1,125.2,767.9,160.8,204.8,0.0,278.6,576.5,697.5,81.1,522.5,172.7,270.9,2028.6,243.6,540.2,88.4,282.8,590.3,139.6,528.2,201.6,464.2,727.7,591.6,564.9,278.6,107.2,779.2,137.1,423.2,317.8,245.7,100.6,686.0,745.0,201.3,201.9,301.1,137.0,184.9,688.8,178.1,649.8,616.7,708.6,28.1,250.7,769.0,155.6,766.1,63.7,264.4,651.8,93.6,115.0,533.2,267.2,46.4,756.9,141.8,700.7,317.9,139.0,52.8
QU,325.6,875.6,206.8,324.2,291.2,701.8,692.8,228.7,308.0,228.6,237.9,555.8,749.4,948.6,844.5,919.4,808.8,585.1,789.5,341.1,810.2,532.6,411.8,287.3,63.2,893.6,279.4,453.0,482.0,669.5,0.3,104.9,420.3,305.3,438.1,752.7,799.1,367.2,766.0,223.2,292.4,689.9,849.2,99.1,414.4,265.6,827.3,783.5,798.3,779.5,391.8,774.6,155.3,872.8,741.5,161.8,953.3,815.7,388.7,238.0,23.9,731.8,865.4,759.3,837.8,700.5,598.8,505.4,757.9,807.9,735.0,125.3,399.2,301.8,169.5,15.4,627.0,798.9,0.3,219.3,406.4,736.8,439.9,682.1,462.1,135.1,387.4,302.6,318.2,808.8,214.3,139.3,294.3,0.0,784.6,851.8,306.3,726.6,157.5,117.8,1938.7,180.7,748.3,254.8,166.5,729.7,227.1,736.3,128.5,672.3,902.3,795.7,773.0,0.0,233.5,987.3,319.4,534.4,411.5,313.2,325.8,935.7,953.1,74.6,169.8,428.3,291.0,302.0,860.9,371.1,865.2,824.8,903.8,301.6,33.7,870.6,309.6,807.0,288.9,445.5,813.9,272.3,340.2,737.3,17.2,330.8,965.0,298.8,950.4,63.5,322.0,370.4
QW,582.1,142.8,721.7,629.2,665.4,267.5,139.7,643.8,613.0,741.9,688.0,329.5,152.9,223.1,257.3,178.8,225.3,265.2,194.4,467.8,153.7,336.1,521.4,621.6,767.9,175.7,598.0,331.4,372.2,166.5,770.3,749.8,354.1,598.0,411.8,201.5,73.6,408.7,146.8,736.6,667.0,119.1,111.2,706.9,496.7,640.5,393.0,249.5,139.8,157.1,653.6,152.2,714.3,147.3,110.2,757.5,227.8,90.2,502.4,622.0,746.9,198.1,225.4,74.6,122.1,197.5,225.3,349.3,227.4,131.8,158.2,737.6,530.4,708.9,670.7,755.4,251.6,122.8,770.3,598.1,606.7,105.5,392.4,150.4,378.6,771.9,388.0,606.5,547.7,225.3,645.0,735.0,579.3,770.7,0.0,180.1,564.6,204.1,690.8,733.7,1761.7,694.0,151.8,651.3,725.5,181.9,702.5,185.1,731.8,153.1,210.3,261.7,221.8,770.7,637.4,261.8,676.2,392.3,362.9,551.6,580.3,168.6,227.6,731.5,644.6,360.8,667.2,705.9,171.4,558.1,132.4,99.3,191.2,607.5,737.1,251.6,685.8,233.1,528.1,501.3,134.4,636.6,540.5,303.0,753.6,625.8,239.5,566.3,183.3,848.1,627.4,576.4
QX,684.4,156.7,824.0,731.5,767.7,369.8,242.0,746.1,715.3,844.2,790.3,425.3,255.2,241.8,225.4,200.5,189.7,367.5,103.0,570.1,24.6,438.4,627.8,723.9,870.2,176.4,700.3,433.7,430.7,268.8,872.6,759.6,456.4,700.3,514.1,303.8,99.0,511.0,82.5,836.0,769.3,221.4,147.0,809.2,599.0,742.8,495.3,351.8,242.1,67.8,755.9,73.5,816.6,166.0,212.5,859.8,246.5,108.9,604.7,724.3,849.2,300.4,244.1,176.9,60.3,299.8,327.6,451.6,329.7,141.3,260.5,839.9,632.7,811.2,773.0,857.7,353.9,132.3,872.6,700.4,709.0,207.8,494.7,211.1,437.1,874.6,490.3,708.8,650.0,188.4,747.3,837.3,681.6,873.0,181.4,0.0,666.9,306.4,793.1,836.0,1793.5,796.3,254.1,753.6,827.8,284.2,804.8,287.4,834.1,255.4,229.0,364.0,324.1,873.0,739.7,246.9,778.5,480.6,465.2,653.9,682.6,187.3,246.3,833.8,746.9,463.1,769.5,808.2,190.1,660.4,146.3,100.0,209.9,709.8,839.4,251.5,788.1,122.2,630.4,603.6,61.4,738.9,642.8,405.3,855.9,728.1,244.2,668.6,202.0,950.4,729.7,678.7
QY,161.9,657.6,232.1,123.1,175.8,495.1,545.5,137.7,106.9,346.1,181.9,409.0,538.7,737.9,797.0,697.0,761.3,438.3,742.0,113.3,668.5,356.1,337.3,151.9,305.6,690.5,91.9,306.2,356.6,458.8,303.1,324.5,294.8,141.6,283.8,542.0,588.4,263.8,673.6,244.1,170.0,621.5,626.0,200.8,230.7,150.9,620.6,576.8,588.5,687.1,147.5,682.2,318.5,662.1,594.5,251.4,742.6,605.0,318.3,298.8,284.6,525.1,740.2,548.6,636.9,489.8,452.0,380.0,551.2,646.6,564.0,231.5,235.5,199.6,274.9,293.1,480.2,637.6,303.1,92.0,178.6,589.8,333.1,556.2,351.4,265.8,284.0,100.4,198.5,760.0,225.2,228.9,73.2,302.7,573.9,694.9,0.0,519.9,246.0,295.0,2055.2,298.2,537.6,161.7,329.7,587.7,212.9,525.6,225.7,461.6,725.1,589.0,562.3,302.7,131.3,776.6,179.2,409.0,303.6,196.9,98.0,683.4,742.4,225.4,248.8,286.9,161.1,199.8,686.2,160.2,647.2,614.1,706.0,101.4,274.8,766.4,179.7,759.5,61.1,261.8,649.2,166.9,112.4,530.6,291.3,119.7,754.3,168.4,698.1,342.0,181.1,126.1
QZ,523.5,272.9,663.1,570.6,606.8,71.9,149.6,585.2,554.4,683.3,629.4,270.9,123.2,353.2,387.4,316.7,355.4,206.6,324.5,409.2,283.8,277.5,466.9,563.0,709.3,298.2,531.6,272.8,313.6,150.8,711.7,691.2,295.5,539.4,353.2,50.9,203.7,350.1,279.7,675.1,608.4,227.6,241.3,648.3,438.1,581.9,186.6,56.8,203.8,293.2,595.0,288.3,655.7,277.4,198.6,698.9,357.9,220.3,443.8,563.4,688.3,5.1,355.5,163.9,252.2,181.8,166.7,290.7,49.9,261.9,168.1,679.0,471.8,650.3,620.6,696.8,211.6,252.9,711.7,539.5,548.1,193.9,333.8,160.3,337.4,716.0,329.4,547.9,489.1,355.4,586.4,676.4,520.7,712.1,189.2,310.2,506.0,0.0,632.2,675.1,1845.7,635.4,60.6,592.7,666.9,191.8,643.9,64.9,673.2,153.6,340.4,69.0,71.2,712.1,578.8,391.9,617.6,319.7,304.3,493.0,521.7,298.7,357.7,672.9,586.0,302.2,608.6,647.3,301.5,499.5,262.5,229.4,321.3,548.9,678.5,381.7,627.2,363.2,469.5,442.7,264.5,578.0,481.9,96.6,695.0,567.2,364.1,507.7,313.4,789.5,568.8,517.8
RA,168.0,776.4,57.9,256.2,133.6,609.9,627.5,100.2,240.0,118.7,124.3,443.2,657.5,856.7,779.2,820.2,743.5,493.2,724.2,278.5,744.9,411.0,315.8,158.0,162.7,809.3,235.2,361.1,390.1,577.6,165.1,144.6,328.4,147.7,346.2,660.8,707.2,275.3,705.2,65.6,211.8,624.6,744.8,153.4,322.5,108.0,735.4,691.6,707.3,714.2,237.1,709.3,109.1,780.9,676.2,241.2,861.4,723.8,296.8,146.1,141.7,639.9,800.1,667.4,755.7,608.6,506.9,413.5,666.0,742.6,669.7,221.3,241.6,221.2,59.6,150.2,516.5,733.6,165.1,156.7,343.7,671.5,348.0,616.8,384.9,256.0,295.5,147.9,204.6,742.2,73.5,218.7,175.1,165.5,692.7,786.5,243.7,634.7,0.0,128.5,1978.4,70.8,656.4,97.2,120.3,664.4,78.2,644.4,182.8,580.4,837.0,703.8,681.1,165.5,152.9,895.4,238.8,456.5,319.6,221.3,263.2,802.2,861.2,128.9,84.6,336.4,162.5,221.4,795.6,257.5,766.0,732.9,838.5,146.9,131.9,805.3,181.1,741.7,226.3,353.6,748.6,173.0,277.5,645.4,148.4,176.1,873.1,206.9,816.9,229.1,241.4,215.7
RB,288.4,831.1,169.6,310.6,254.0,664.6,682.2,191.5,294.4,191.4,200.7,518.6,712.2,911.4,833.9,874.9,798.2,547.9,778.9,327.5,799.6,465.7,374.6,250.1,94.8,856.4,265.8,415.8,444.8,632.3,97.2,153.6,383.1,268.1,400.9,715.5,761.9,330.0,755.4,186.0,278.8,679.3,799.5,85.5,377.2,228.4,790.1,746.3,762.0,768.9,354.6,764.0,118.1,835.6,730.9,236.5,916.1,778.5,351.5,200.8,73.8,694.6,854.8,722.1,810.4,663.3,561.6,468.2,720.7,797.3,724.4,216.6,362.0,288.2,132.3,82.3,589.8,788.3,97.2,205.7,392.8,726.2,402.7,671.5,424.9,253.6,350.2,265.4,281.0,798.2,177.1,214.0,292.6,97.6,747.4,841.2,292.7,689.4,120.3,0.0,1987.4,143.5,711.1,217.6,129.3,719.1,189.9,699.1,114.9,635.1,891.7,758.5,735.8,97.6,219.9,950.1,305.8,497.2,374.3,276.0,312.2,856.9,915.9,61.0,132.6,391.1,253.8,288.4,850.3,333.9,820.7,787.6,893.2,264.4,64.0,860.0,272.4,796.4,275.3,408.3,803.3,235.1,326.6,700.1,80.5,293.6,927.8,261.6,871.6,161.2,308.4,333.2
RI,1906.9,1791.2,2046.5,2064.3,1990.2,1906.1,1718.4,2032.2,2048.1,2067.2,1993.9,1900.5,1800.9,1837.0,1760.1,1835.0,1724.4,1903.8,1705.1,1979.0,1766.3,1908.4,2013.5,1946.4,2100.7,1872.8,2025.3,1921.8,1903.4,1805.1,2037.8,1933.9,1944.5,1922.8,2002.2,1840.1,1778.3,1968.9,1722.1,2058.5,2111.2,1652.0,1798.1,2112.5,2016.1,1965.3,2031.6,1897.5,1760.4,1735.6,1992.7,1730.7,2039.6,1821.4,1703.6,2096.1,1831.3,1787.9,1990.4,1947.3,2061.4,1846.1,1781.0,1738.5,1797.2,1836.1,1863.9,1900.5,1856.4,1756.8,1756.5,2059.6,1942.2,2140.8,2004.5,2052.9,1908.8,1747.8,2037.8,2033.2,2026.3,1698.9,1982.8,1707.7,1936.3,2069.4,1978.4,1976.2,1887.2,1724.4,1970.3,2073.6,2003.4,2037.4,1763.8,1807.9,1999.7,1852.1,2016.1,2087.6,0.0,2019.3,1799.8,1976.1,2050.8,1755.3,2027.3,1823.7,2141.9,1791.7,1817.9,1909.7,1860.4,2037.4,2072.5,1893.7,2120.4,1929.5,1953.3,1882.2,2015.4,1851.3,1831.5,2088.0,1969.9,1951.2,2102.3,2141.0,1776.5,1940.1,1780.8,1804.0,1819.4,1975.2,2071.2,1786.2,2120.9,1764.5,1963.2,2047.2,1762.8,1944.1,1960.1,1944.3,2054.7,2004.4,1851.4,1867.8,1866.0,2076.7,2122.3,1942.5
SA,247.4,808.1,128.6,335.6,213.0,641.6,659.2,176.9,319.4,94.1,177.7,495.6,689.2,888.4,810.9,851.9,775.2,524.9,755.9,355.2,776.6,442.7,351.6,237.4,174.4,833.4,314.6,392.8,421.8,609.3,176.8,156.3,360.1,227.1,377.9,692.5,738.9,307.0,732.4,145.0,288.5,656.3,776.5,165.1,354.2,187.4,767.1,723.3,739.0,745.9,316.5,741.0,120.8,812.6,707.9,320.6,893.1,755.5,328.5,177.8,153.4,671.6,831.8,699.1,787.4,640.3,538.6,445.2,697.7,774.3,701.4,300.7,321.0,297.9,62.8,161.9,566.8,765.3,176.8,233.4,397.1,703.2,379.7,648.5,401.9,295.5,327.2,227.3,258.0,775.2,144.2,298.1,254.5,177.2,724.4,818.2,320.4,666.4,79.3,140.2,1990.1,0.0,688.1,176.6,132.0,696.1,148.9,676.1,194.5,612.1,868.7,735.5,712.8,177.2,229.6,927.1,315.5,474.2,351.3,253.0,339.9,833.9,892.9,140.6,61.1,368.1,239.2,298.1,827.3,310.9,797.7,764.6,870.2,226.3,143.6,837.0,257.8,773.4,303.0,385.3,780.3,212.1,330.9,677.1,160.1,255.5,904.8,238.6,848.6,240.8,318.1,295.1
SC,549.3,219.0,688.9,596.4,632.6,124.2,88.9,611.0,580.2,709.1,655.2,296.7,62.5,299.3,333.5,262.8,301.5,232.4,270.6,435.0,229.9,303.3,492.7,588.8,735.1,244.3,557.4,298.6,339.4,133.7,737.5,702.7,321.3,565.2,379.0,103.2,149.8,375.9,219.0,700.9,634.2,166.9,187.4,674.1,463.9,607.7,238.9,97.6,149.9,232.5,620.8,227.6,681.5,223.5,137.9,724.7,304.0,166.4,469.6,589.2,714.1,46.2,301.6,110.0,198.3,164.7,192.5,316.5,102.2,208.0,107.4,704.8,497.6,676.1,646.4,722.6,237.4,199.0,737.5,565.3,573.9,133.2,359.6,99.6,363.2,741.8,355.2,573.7,514.9,301.5,612.2,702.2,546.5,737.9,135.3,256.3,531.8,52.2,658.0,700.9,1790.1,661.2,0.0,618.5,692.7,131.1,669.7,117.2,699.0,120.3,286.5,109.8,123.5,737.9,604.6,338.0,643.4,345.5,330.1,518.8,547.5,244.8,303.8,698.7,611.8,328.0,634.4,673.1,247.6,525.3,208.6,175.5,267.4,574.7,704.3,327.8,653.0,309.3,495.3,468.5,210.6,603.8,507.7,148.9,720.8,593.0,315.7,533.5,259.5,815.3,594.6,543.6
SJ,70.7,717.8,70.3,158.9,36.3,551.3,600.6,56.0,142.7,203.0,77.6,405.3,598.9,798.1,785.7,761.6,750.0,434.6,730.7,193.8,714.1,352.4,326.4,60.7,236.7,743.1,137.9,302.5,352.9,519.0,239.1,218.6,291.1,50.4,280.1,602.2,648.6,260.1,669.9,82.3,167.6,631.1,686.2,196.2,240.8,10.7,676.8,633.0,648.7,683.4,139.8,678.5,183.1,722.3,682.7,246.8,802.8,665.2,303.3,168.4,215.7,581.3,806.6,608.8,697.1,550.0,448.3,376.3,607.4,729.8,624.2,226.9,144.3,177.0,143.9,224.2,476.5,720.8,239.1,112.5,246.4,678.0,329.4,589.9,333.0,263.9,280.3,50.6,107.3,750.0,89.8,224.3,77.8,239.5,634.1,755.7,159.0,576.1,84.2,202.5,2011.2,155.1,597.8,0.0,194.3,637.5,51.1,585.8,221.1,521.8,785.3,645.2,622.5,239.5,108.7,836.8,215.0,405.3,299.9,227.8,178.5,743.6,802.6,202.9,113.4,283.2,118.3,177.2,746.4,160.2,707.4,674.3,766.2,49.6,205.9,811.8,136.9,748.2,141.6,271.9,709.4,75.7,180.2,586.8,222.4,78.8,814.5,124.4,758.3,303.1,216.9,118.4
SL,291.0,858.3,172.2,353.3,256.6,667.2,675.5,194.1,339.3,194.0,203.3,521.2,714.8,914.0,827.2,902.1,791.5,550.5,772.2,372.4,792.9,515.3,377.2,252.7,154.3,859.0,310.7,418.4,447.4,634.9,156.7,87.6,385.7,270.7,403.5,718.1,764.5,332.6,748.7,188.6,305.7,672.6,831.9,145.0,379.8,231.0,792.7,748.9,781.0,762.2,357.2,757.3,11.9,838.2,724.2,253.5,918.7,781.1,354.1,203.4,133.3,697.2,848.1,724.7,820.5,665.9,564.2,470.8,723.3,790.6,717.7,217.0,364.6,315.1,134.9,141.8,592.4,781.6,156.7,250.6,422.7,719.5,405.3,664.8,427.5,226.8,352.8,268.0,283.6,791.5,179.7,231.0,295.2,157.1,750.0,834.5,337.6,692.0,122.9,120.1,1921.4,146.1,713.7,220.2,0.0,712.4,192.5,701.7,174.4,637.7,885.0,761.1,738.4,157.1,246.8,952.7,332.7,499.8,376.9,278.6,357.1,918.4,918.5,120.5,135.2,393.7,256.4,315.3,843.6,336.5,847.9,790.2,886.5,267.0,123.5,853.3,275.0,789.7,320.2,410.9,796.6,237.7,356.5,702.7,140.0,296.2,930.4,264.2,933.1,220.7,335.3,335.8
SS,563.5,253.2,703.1,610.6,646.8,239.5,41.5,625.2,594.4,723.3,669.4,290.2,116.3,333.5,396.3,297.0,360.6,246.6,252.2,449.2,215.8,317.5,506.9,603.0,749.3,286.1,579.4,312.8,331.2,147.9,751.7,655.3,335.5,579.4,393.2,182.9,184.0,390.1,176.1,715.1,648.4,119.5,221.6,688.3,478.1,621.9,354.2,212.9,179.2,185.1,635.0,180.2,695.7,257.7,122.4,738.9,338.2,200.6,483.8,603.4,728.3,161.5,335.8,144.2,246.7,178.9,206.7,330.7,217.5,231.5,69.0,719.0,511.8,690.3,652.1,736.8,233.0,222.5,751.7,579.5,588.1,117.7,373.8,52.2,337.6,753.7,369.4,587.9,529.1,360.6,626.4,716.4,560.7,752.1,169.5,257.4,546.0,167.5,672.2,715.1,1759.6,675.4,115.2,632.7,706.9,0.0,683.9,166.5,713.2,134.5,320.7,225.1,203.2,752.1,618.8,372.2,657.6,373.7,344.3,533.0,561.7,279.0,338.0,712.9,626.0,342.2,648.6,687.3,281.8,539.5,242.8,209.7,301.6,588.9,718.5,362.0,667.2,271.4,509.5,482.7,247.8,618.0,521.9,264.2,735.0,607.2,349.9,547.7,293.7,829.5,608.8,557.8
SU,134.3,781.4,19.1,222.5,99.9,614.9,664.2,66.5,206.3,180.6,108.1,468.9,662.5,861.7,820.3,825.2,784.6,498.2,765.3,244.8,777.7,416.0,361.0,124.3,224.6,806.7,201.5,366.1,416.5,582.6,227.0,206.5,354.7,114.0,343.7,665.8,712.2,323.7,733.5,59.9,178.1,665.7,749.8,202.9,304.4,74.3,740.4,696.6,712.3,747.0,203.4,742.1,171.0,785.9,717.3,253.5,866.4,728.8,337.9,187.2,203.6,644.9,841.2,672.4,760.7,613.6,511.9,439.9,671.0,783.7,687.8,233.6,207.9,187.5,121.5,212.1,540.1,774.7,227.0,123.0,310.0,712.6,393.0,653.5,396.6,270.6,343.9,114.2,170.9,784.6,90.6,231.0,141.4,227.4,697.7,819.3,210.0,639.7,61.8,190.4,2040.3,132.7,661.4,63.5,182.2,701.1,0.0,649.4,227.8,585.4,848.9,708.8,686.1,227.4,119.2,900.4,205.1,468.9,363.5,262.4,229.5,807.2,866.2,190.8,146.5,346.8,128.8,187.7,810.0,223.8,771.0,737.9,829.8,113.2,193.8,846.4,147.4,782.8,192.6,335.5,773.0,139.3,243.8,650.4,210.3,142.4,878.1,188.0,821.9,291.0,207.7,182.0
SV,530.4,245.4,670.0,577.5,613.7,139.7,133.3,592.1,561.3,690.5,636.3,257.1,126.5,325.7,359.9,289.2,327.9,213.5,297.0,416.1,256.3,284.4,473.8,569.9,716.2,278.3,538.5,279.7,320.5,114.8,718.6,698.1,302.4,546.3,360.1,73.8,176.2,357.0,249.4,682.0,615.3,175.6,213.8,655.2,445.0,588.8,254.4,143.3,176.3,259.7,601.9,254.8,662.6,249.9,182.3,705.8,330.4,192.8,450.7,570.3,695.2,91.6,328.0,136.4,224.7,145.8,173.6,297.6,99.7,234.4,151.8,685.9,478.7,657.2,619.0,704.9,218.5,225.4,718.6,546.4,555.0,177.6,340.7,144.0,326.9,720.6,336.3,554.8,496.0,328.2,593.3,683.3,527.6,719.0,161.7,282.7,512.9,86.4,639.1,682.0,1818.2,642.3,125.4,599.6,673.8,175.5,650.8,0.0,680.1,101.4,312.9,155.5,94.1,719.0,585.7,364.4,624.5,340.6,311.2,499.9,528.6,271.2,330.2,679.8,592.9,309.1,615.5,654.2,274.0,506.4,235.0,201.9,293.8,555.8,685.4,354.2,634.1,335.7,476.4,449.6,237.0,584.9,488.8,189.2,701.9,574.1,342.1,514.6,285.9,796.4,575.7,524.7
