from_stop,AF,AL,AN,AV,AX,BA,BD,BN,BT,BY,CD,CE,CF,CH,CL,CR,CT,DC,DD,DG,DU,DX,EB,ED,EM,EV,FG,FN,FQ,FS,FW,FX,GB,GM,GZ,HD,HE,HK,HO,HQ,HT,HU,ID,IH,IL,IO,IV,IX,IZ,JA,JB,JC,JD,JG,JS,JW,JX,JY,KE,KG,KH,KL,KU,LC,LE,LP,LV,MB,MF,MI,ML,MY,NG,NI,NT,OG,OK,OL,OR,OU,OX,OY,OZ,PB,PF,PL,PN,PQ,PY,QE,QF,QH,QL,QU,QW,QX,QY,QZ,RF,RK,RN,RS,RU,RV,SB,SH,SR,SW,TA,TD,TZ,UC,UI,UV,UW,UX,VA,VD,VH,VI,VJ,VM,VR,VW,VZ,WP,WS,XB,XJ,XN,XW,YD,YE,YG,YJ,YK,YO,ZH,ZQ,ZU
QH,925.6,648.0,145.0,162.7,47.2,484.6,1206.8,631.6,1004.3,794.4,680.6,448.6,252.6,736.7,219.2,244.6,1087.2,1026.1,759.2,880.6,307.5,664.9,614.8,2291.6,549.3,497.0,697.3,631.7,644.2,275.1,714.8,540.5,845.6,503.2,440.9,735.4,1174.0,495.7,794.4,623.6,1031.2,59.2,199.2,149.2,1113.4,767.0,601.6,169.1,517.4,938.4,844.2,727.9,156.2,917.2,902.2,1274.7,552.9,531.5,917.4,165.9,234.3,880.7,947.1,1188.2,880.0,521.1,689.1,891.0,181.2,534.1,1053.9,441.5,844.3,284.0,897.9,700.5,1176.3,868.9,729.6,158.0,964.2,192.8,792.2,284.8,714.6,1217.6,881.5,544.8,38.6,692.8,480.6,0.0,723.1,522.9,640.6,560.6,30.3,1000.4,819.8,207.9,1089.9,218.9,538.4,207.7,647.0,86.3,955.3,705.9,251.7,636.5,746.9,392.4,171.7,1044.3,724.1,883.9,233.0,542.5,247.0,687.9,840.2,929.4,186.1,673.9,369.8,219.8,541.0,1021.6,255.4,768.2,1209.5,555.8,722.9,736.3,183.3,104.9,656.8,666.4,224.4,972.8
QL,709.7,414.1,581.6,790.4,712.8,481.3,990.9,415.7,788.4,578.5,466.8,445.3,843.0,520.8,829.0,481.9,871.3,810.2,543.3,664.7,897.9,449.0,380.9,2458.9,273.0,493.7,481.4,397.8,428.3,865.5,7.1,306.6,629.7,226.9,404.1,501.5,958.1,492.4,560.5,407.7,815.3,679.4,789.6,759.0,897.5,533.1,160.6,584.8,514.1,722.5,628.3,512.0,766.0,703.2,686.3,1058.8,155.2,176.1,701.5,775.7,492.9,664.8,731.2,972.3,646.1,305.2,473.2,675.1,672.2,257.8,838.0,437.3,610.4,874.4,682.0,484.6,960.4,653.0,513.7,795.0,748.3,683.8,576.3,521.1,480.7,1001.7,665.6,429.4,701.3,476.9,365.2,748.3,0.0,407.5,424.7,344.7,780.2,784.5,603.9,798.3,874.0,809.3,169.3,814.1,431.1,726.3,733.9,490.0,842.1,72.0,513.0,389.1,813.7,828.4,508.2,668.0,842.8,493.7,537.3,457.5,624.3,713.5,795.9,45.1,455.7,710.8,264.7,805.7,865.2,552.3,993.6,279.5,507.0,502.4,805.9,744.9,440.9,432.5,834.2,756.9
QU,613.6,336.0,365.0,573.8,496.2,264.7,894.8,319.6,692.3,482.4,368.6,228.7,626.4,424.7,612.4,265.3,775.2,714.1,447.2,568.6,681.3,352.9,302.8,2277.0,237.3,277.1,385.3,319.7,332.2,648.9,402.8,228.5,533.6,191.2,187.5,423.4,862.0,275.8,482.4,311.6,719.2,462.8,573.0,542.4,801.4,455.0,289.6,368.2,297.5,626.4,532.2,415.9,549.4,605.2,590.2,962.7,240.9,219.5,605.4,559.1,276.3,568.7,635.1,876.2,568.0,209.1,377.1,579.0,455.6,222.1,741.9,220.7,532.3,657.8,585.9,388.5,864.3,556.9,417.6,578.4,652.2,464.8,480.2,304.5,402.6,905.6,569.5,157.6,482.7,380.8,103.6,533.3,411.1,0.0,328.6,248.6,563.6,688.4,507.8,581.7,777.9,592.7,226.4,597.5,335.0,509.7,643.3,393.9,625.5,324.5,434.9,172.5,597.1,732.3,412.1,571.9,626.2,221.9,320.7,375.9,528.2,617.4,579.3,361.9,239.1,494.2,229.0,709.6,648.6,456.2,897.5,243.8,410.9,424.3,589.3,528.3,344.8,354.4,617.6,660.8
QW,284.9,256.9,493.9,702.7,625.1,393.6,566.1,196.1,363.6,153.7,65.5,357.6,755.3,146.4,741.3,394.2,446.5,385.4,118.5,239.9,810.2,158.6,311.2,2371.2,265.7,406.0,107.0,272.6,208.7,777.8,431.2,236.9,204.9,219.6,316.4,303.0,533.3,404.7,490.8,188.1,390.5,591.7,701.9,671.3,472.7,334.6,318.0,497.1,426.4,297.7,203.5,137.6,678.3,276.5,261.5,634.0,269.3,247.9,276.7,688.0,405.2,240.0,306.4,547.5,576.4,116.0,253.6,250.3,584.5,250.5,413.2,349.6,540.7,786.7,257.2,59.8,535.6,228.2,88.9,707.3,323.5,593.7,151.5,433.4,411.0,576.9,240.8,341.7,611.6,61.1,277.5,662.2,439.5,319.8,0.0,154.9,692.5,359.7,179.1,710.6,449.2,721.6,254.8,726.4,56.7,638.6,314.6,65.2,754.4,352.9,443.3,301.4,726.0,403.6,83.4,243.2,755.1,406.0,449.6,252.4,199.5,288.7,708.2,390.3,368.0,623.1,257.4,380.9,777.5,127.5,568.8,272.2,132.6,432.7,718.2,657.2,198.1,362.8,746.5,332.1
QX,461.8,228.6,455.8,664.6,587.0,355.5,743.0,167.8,540.5,330.6,218.9,319.5,717.2,272.9,703.2,356.1,623.4,562.3,295.4,416.8,772.1,201.1,273.1,2333.1,227.6,367.9,233.5,244.3,180.4,739.7,393.1,198.8,381.8,181.5,278.3,274.7,710.2,366.6,452.7,159.8,567.4,553.6,663.8,633.2,649.6,306.3,279.9,459.0,388.3,474.6,380.4,264.1,640.2,455.3,438.4,810.9,231.2,209.8,453.6,649.9,367.1,416.9,483.3,724.4,538.3,77.9,225.3,427.2,546.4,212.4,590.1,311.5,502.6,748.6,434.1,236.7,712.5,405.1,265.8,669.2,500.4,558.0,328.4,395.3,372.9,753.8,417.7,303.6,575.5,229.0,239.4,622.5,401.4,281.7,176.8,0.0,654.4,536.6,356.0,672.5,626.1,683.5,216.7,688.3,183.2,600.5,486.0,242.1,716.3,314.8,405.2,263.3,687.9,580.5,260.3,420.1,717.0,367.9,411.5,209.6,376.4,465.6,670.1,352.2,329.9,585.0,219.3,557.8,739.4,304.4,745.7,234.1,259.1,394.6,680.1,619.1,193.0,324.7,708.4,509.0
QY,953.8,676.2,173.2,190.9,75.4,512.8,1235.0,659.8,1032.5,822.6,710.9,476.8,280.8,764.9,247.4,272.8,1115.4,1054.3,787.4,908.8,335.7,693.1,643.0,2319.8,577.5,525.2,725.5,659.9,672.4,303.3,743.0,568.7,873.8,531.4,469.1,763.6,1202.2,523.9,822.6,651.8,1059.4,87.4,227.4,177.4,1141.6,795.2,629.8,197.3,545.6,966.6,872.4,756.1,184.4,947.3,930.4,1302.9,581.1,559.7,945.6,194.1,262.5,908.9,975.3,1216.4,908.2,549.3,717.3,919.2,209.4,562.3,1082.1,468.8,872.5,312.2,926.1,728.7,1204.5,897.1,757.8,186.2,992.4,221.0,820.4,313.0,742.8,1245.8,909.7,573.0,64.8,721.0,508.8,29.6,751.3,551.1,668.8,588.8,0.0,1028.6,848.0,236.1,1118.1,247.1,566.6,235.9,675.2,114.5,978.0,734.1,279.9,664.7,775.1,420.6,199.9,1072.5,752.3,912.1,261.2,570.7,275.2,701.6,868.4,957.6,214.3,702.1,398.0,248.0,569.2,1049.8,283.6,796.4,1237.7,584.0,751.1,764.5,211.5,133.1,685.0,694.6,252.6,1001.0
QZ,130.1,639.0,876.0,1084.8,1007.2,775.7,648.2,578.2,445.7,228.9,447.6,739.7,1137.4,528.5,1123.4,776.3,167.9,211.2,473.1,161.3,1192.3,540.7,693.3,2753.3,647.8,788.1,489.1,654.7,590.8,1159.9,813.3,619.0,287.0,601.7,698.5,685.1,615.4,786.8,872.9,570.2,206.1,973.8,1084.0,1053.4,194.1,716.7,700.1,879.2,808.5,41.8,212.7,519.7,1060.4,241.2,360.2,716.1,651.4,630.0,198.1,1070.1,787.3,204.7,92.2,629.6,958.5,498.1,635.7,215.0,966.6,632.6,511.9,731.7,922.8,1168.8,315.6,362.2,617.7,310.3,345.5,1089.4,381.9,978.2,293.0,815.5,793.1,659.0,322.9,723.8,993.7,443.2,659.6,1044.3,821.6,701.9,382.0,537.0,1074.6,0.0,171.6,1092.7,531.3,1103.7,636.9,1108.5,438.8,1020.7,117.3,367.6,1136.5,735.0,825.4,683.5,1108.1,192.0,298.9,341.9,1137.2,788.1,831.7,634.5,281.6,140.1,1090.3,772.4,750.1,1005.2,639.5,215.7,1159.6,427.3,650.9,654.3,514.7,814.8,1100.3,1039.3,580.2,744.9,1128.6,414.2
RF,105.7,449.7,686.7,895.5,817.9,586.4,504.3,388.9,301.8,85.0,258.3,550.4,948.1,339.2,934.1,587.0,267.3,206.2,283.8,60.7,1003.0,351.4,504.0,2564.0,458.5,598.8,299.8,465.4,401.5,970.6,624.0,429.7,143.1,412.4,509.2,495.8,471.5,597.5,683.6,380.9,211.3,784.5,894.7,864.1,293.5,527.4,510.8,689.9,619.2,118.5,68.8,330.4,871.1,97.3,188.5,572.2,462.1,440.7,97.5,880.8,598.0,60.8,127.2,485.7,769.2,308.8,446.4,71.1,777.3,443.3,340.2,542.4,733.5,979.5,171.7,172.9,473.8,166.4,156.2,900.1,238.0,786.5,149.1,626.2,603.8,515.1,179.0,534.5,804.4,253.9,470.3,855.0,632.3,512.6,192.7,347.7,885.3,180.5,0.0,903.4,387.4,914.4,447.6,919.2,249.5,831.4,135.4,178.3,947.2,545.7,636.1,494.2,918.8,224.4,109.6,170.2,947.9,598.8,642.4,445.2,137.7,109.5,901.0,583.1,560.8,815.9,450.2,201.7,970.3,238.0,507.0,465.0,325.4,625.5,911.0,850.0,390.9,555.6,939.3,270.3
RK,969.1,691.5,285.2,60.8,164.7,528.1,1250.3,675.1,1047.8,837.9,726.2,492.1,44.6,780.2,306.2,378.3,1130.7,1069.6,802.7,924.1,99.5,708.4,658.3,2305.8,592.8,540.5,740.8,675.2,687.7,67.1,758.3,584.0,889.1,546.7,484.4,778.9,1217.5,539.2,837.9,667.1,1074.7,199.4,9.0,236.2,1156.9,810.5,645.1,309.3,560.9,981.9,887.7,771.4,243.2,962.6,945.7,1318.2,596.4,575.0,960.9,252.9,374.5,924.2,990.6,1231.7,923.5,564.6,732.6,934.5,321.4,577.6,1097.4,484.1,887.8,76.0,941.4,744.0,1219.8,912.4,773.1,65.4,1007.7,333.0,835.7,417.5,758.1,1261.1,925.0,588.3,176.8,736.3,524.1,202.9,766.6,566.4,684.1,604.1,234.8,1043.9,863.3,0.0,1133.4,10.9,581.9,84.5,690.5,226.5,993.3,749.4,43.7,680.0,790.4,435.9,84.1,1087.8,767.6,927.4,163.2,652.6,387.2,716.9,883.7,972.9,138.2,717.4,413.3,360.0,584.5,1065.1,185.6,811.7,1253.0,599.3,766.4,779.8,76.3,245.1,700.3,709.9,154.6,1016.3
RN,519.7,718.2,955.2,1164.0,1086.4,854.9,115.7,657.4,253.2,335.0,528.9,818.9,1216.6,607.7,1202.6,855.5,681.3,620.2,552.3,474.7,1271.5,619.9,772.5,2832.5,727.0,867.3,568.3,733.9,670.0,1239.1,892.5,698.2,255.0,680.9,777.7,764.3,82.9,866.0,952.1,649.4,625.3,1053.0,1163.2,1132.6,707.5,795.9,779.3,958.4,887.7,532.5,384.8,598.9,1139.6,448.4,543.6,183.6,730.6,709.2,511.5,1149.3,866.5,410.0,541.2,97.1,1037.7,577.3,714.9,420.3,1045.8,711.8,695.3,810.9,1002.0,1248.0,438.5,441.4,85.2,231.6,424.7,1168.6,504.8,1057.4,372.2,894.7,872.3,126.5,219.0,803.0,1074.9,522.4,738.8,1121.9,900.8,781.1,461.2,616.2,1153.8,594.5,421.7,1171.9,0.0,1182.9,716.1,1187.7,518.0,1099.9,543.9,446.8,1215.7,814.2,904.6,762.7,1187.3,638.4,378.1,525.3,1216.4,867.3,910.9,699.2,260.4,523.5,1169.5,851.6,829.3,1084.4,718.7,615.7,1238.8,506.5,118.4,733.5,593.9,894.0,1179.5,1118.5,659.4,824.1,1207.8,249.8
RS,980.1,702.5,296.2,71.8,175.7,539.1,1261.3,686.1,1058.8,848.9,737.2,503.1,33.6,791.2,317.2,389.3,1141.7,1080.6,813.7,935.1,88.5,719.4,669.3,2294.8,603.8,551.5,751.8,686.2,698.7,56.1,769.3,595.0,900.1,557.7,495.4,789.9,1228.5,550.2,848.9,678.1,1085.7,210.4,20.0,247.2,1167.9,821.5,656.1,320.3,571.9,992.9,898.7,782.4,254.2,973.6,956.7,1329.2,607.4,586.0,971.9,263.9,385.5,935.2,1001.6,1242.7,934.5,575.6,743.6,945.5,332.4,588.6,1108.4,495.1,898.8,65.0,952.4,755.0,1230.8,923.4,784.1,76.4,1018.7,344.0,846.7,428.5,769.1,1272.1,936.0,599.3,187.8,747.3,535.1,213.9,777.6,577.4,695.1,615.1,245.8,1054.9,874.3,10.9,1144.4,0.0,592.9,95.5,701.5,237.5,1004.3,760.4,32.7,691.0,801.4,446.9,95.1,1098.8,778.6,938.4,174.2,663.6,398.2,727.9,894.7,983.9,149.2,728.4,424.3,371.0,595.5,1076.1,196.6,822.7,1264.0,610.3,777.4,790.8,87.3,256.1,711.3,720.9,165.6,1027.3
RU,540.3,244.7,412.2,621.0,543.4,311.9,821.5,246.3,619.0,409.1,297.4,275.9,673.6,351.4,659.6,312.5,701.9,640.8,373.9,495.3,728.5,279.6,211.5,2289.5,103.6,324.3,312.0,228.4,258.9,696.1,176.3,137.2,460.3,57.5,234.7,332.1,788.7,323.0,391.1,238.3,645.9,510.0,620.2,589.6,728.1,363.7,63.1,415.4,344.7,553.1,458.9,342.6,596.6,533.8,516.9,889.4,14.4,6.7,532.1,606.3,323.5,495.4,561.8,802.9,476.7,135.8,303.8,505.7,502.8,88.4,668.6,267.9,441.0,705.0,512.6,315.2,791.0,483.6,344.3,625.6,578.9,514.4,406.9,351.7,311.3,832.3,496.2,260.0,531.9,307.5,195.8,578.9,184.6,238.1,255.3,175.3,610.8,615.1,434.5,628.9,704.6,639.9,0.0,644.7,261.7,556.9,564.5,320.6,672.7,98.0,343.6,219.7,644.3,659.0,338.8,498.6,673.4,324.3,367.9,288.1,454.9,544.1,626.5,135.4,286.3,541.4,95.3,636.3,695.8,382.9,824.2,110.1,337.6,333.0,636.5,575.5,271.5,263.1,664.8,587.5
RV,997.9,720.3,258.0,33.6,137.5,556.9,1279.1,703.9,1076.6,866.7,752.9,520.9,122.2,809.0,325.9,357.6,1159.5,1098.4,831.5,952.9,177.1,737.2,687.1,2299.4,621.6,569.3,769.6,704.0,716.5,144.7,787.1,612.8,917.9,575.5,513.2,807.7,1246.3,568.0,866.7,695.9,1103.5,172.2,68.8,255.9,1185.7,839.3,673.9,282.1,589.7,1010.7,916.5,800.2,262.9,989.5,974.5,1347.0,625.2,603.8,989.7,272.6,347.3,953.0,1019.4,1260.5,952.3,593.4,761.4,963.3,294.2,606.4,1126.2,512.9,916.6,153.6,970.2,772.8,1248.6,941.2,801.9,38.2,1036.5,305.8,864.5,397.8,786.9,1289.9,953.8,617.1,151.6,765.1,552.9,177.3,795.4,595.2,712.9,632.9,207.6,1072.7,892.1,77.5,1162.2,88.5,610.7,0.0,719.3,199.3,1027.6,778.2,121.3,708.8,819.2,464.7,56.9,1116.6,796.4,956.2,182.9,655.5,360.0,760.2,912.5,1001.7,157.9,746.2,442.1,332.8,613.3,1093.9,205.3,840.5,1281.8,628.1,795.2,808.6,52.9,217.9,729.1,738.7,174.3,1045.1
SB,356.5,258.1,495.1,703.9,626.3,394.8,637.7,197.3,435.2,225.3,113.6,358.8,756.5,89.6,742.5,395.4,518.1,457.0,190.1,311.5,811.4,159.8,312.4,2372.4,266.9,407.2,50.2,273.8,209.9,779.0,432.4,238.1,276.5,220.8,317.6,304.2,604.9,405.9,492.0,189.3,462.1,592.9,703.1,672.5,544.3,335.8,319.2,498.3,427.6,369.3,275.1,80.8,679.5,350.0,333.1,705.6,270.5,249.1,348.3,689.2,406.4,311.6,378.0,619.1,577.6,117.2,254.8,321.9,585.7,251.7,484.8,350.8,541.9,787.9,328.8,131.4,607.2,299.8,160.5,708.5,395.1,597.3,223.1,434.6,412.2,648.5,312.4,342.9,614.8,123.7,278.7,661.8,440.7,321.0,71.5,156.1,693.7,431.3,250.7,711.8,520.8,722.8,256.0,727.6,0.0,639.8,380.7,136.8,755.6,354.1,444.5,302.6,727.2,475.2,155.0,314.8,756.3,407.2,450.8,239.1,271.1,360.3,709.4,391.5,369.2,624.3,258.6,452.5,778.7,199.1,640.4,273.4,75.8,433.9,719.4,658.4,199.3,364.0,747.7,403.7
SH,899.2,621.6,118.6,181.9,66.4,458.2,1180.4,605.2,977.9,768.0,656.3,422.2,271.8,710.3,192.8,218.2,1060.8,999.7,732.8,854.2,326.7,638.5,588.4,2310.8,522.9,470.6,670.9,605.3,617.8,294.3,688.4,514.1,819.2,476.8,414.5,709.0,1147.6,469.3,768.0,597.2,1004.8,32.8,218.4,122.8,1087.0,740.6,575.2,142.7,491.0,912.0,817.8,701.5,129.8,892.7,875.8,1248.3,526.5,505.1,891.0,139.5,207.9,854.3,920.7,1161.8,853.6,494.7,662.7,864.6,154.8,507.7,1027.5,414.2,817.9,303.2,871.5,674.1,1149.9,842.5,703.2,177.2,937.8,166.4,765.8,258.4,688.2,1191.2,855.1,518.4,54.9,666.4,454.2,101.9,696.7,496.5,614.2,534.2,133.8,974.0,793.4,227.1,1063.5,238.1,512.0,226.9,620.6,0.0,923.4,679.5,270.9,610.1,720.5,366.0,190.9,1017.9,697.7,857.5,206.6,516.1,220.6,647.0,813.8,903.0,159.7,647.5,343.4,193.4,514.6,995.2,229.0,741.8,1183.1,529.4,696.5,709.9,202.5,18.5,630.4,640.0,198.0,946.4
SR,95.1,604.0,841.0,1049.8,972.2,740.7,613.2,543.2,410.7,193.9,412.6,704.7,1102.4,493.5,1088.4,741.3,223.3,266.6,438.1,126.3,1157.3,505.7,658.3,2718.3,612.8,753.1,449.4,619.7,555.8,1124.9,778.3,584.0,252.0,566.7,663.5,650.1,580.4,751.8,837.9,535.2,261.5,938.8,1049.0,1018.4,249.5,681.7,665.1,844.2,773.5,74.5,177.7,484.7,1025.4,206.2,325.2,681.1,616.4,595.0,163.1,1035.1,752.3,169.7,101.2,594.6,923.5,463.1,600.7,180.0,931.6,597.6,476.9,696.7,887.8,1133.8,280.6,327.2,582.7,275.3,310.5,1054.4,346.9,940.8,258.0,780.5,758.1,624.0,287.9,688.8,958.7,408.2,624.6,1009.3,786.6,666.9,347.0,502.0,1039.6,136.5,136.6,1057.7,496.3,1068.7,601.9,1073.5,403.8,985.7,0.0,332.6,1101.5,700.0,790.4,648.5,1073.1,247.4,263.9,306.9,1102.2,753.1,796.7,599.5,246.6,105.1,1055.3,737.4,715.1,970.2,604.5,267.3,1124.6,392.3,615.9,619.3,479.7,779.8,1065.3,1004.3,545.2,709.9,1093.6,379.2
SW,280.8,312.5,549.5,758.3,680.7,449.2,585.9,251.7,383.4,149.6,123.2,413.2,810.9,202.0,796.9,449.8,442.4,381.3,146.6,235.8,865.8,214.2,366.8,2426.8,321.3,461.6,162.6,328.2,264.3,833.4,486.8,292.5,200.8,275.2,372.0,358.6,553.1,460.3,546.4,243.7,386.4,647.3,757.5,726.9,468.6,390.2,373.6,552.7,482.0,293.6,199.4,193.2,733.9,274.3,257.4,653.8,324.9,303.5,272.6,743.6,460.8,235.9,302.3,567.3,632.0,171.6,309.2,246.2,640.1,306.1,409.1,405.2,596.3,842.3,253.1,5.4,555.4,248.0,84.8,762.9,319.4,651.7,147.4,489.0,466.6,596.7,260.6,397.3,669.2,116.7,333.1,716.2,495.1,375.4,55.5,210.5,748.1,355.6,175.0,766.2,469.0,777.2,310.4,782.0,112.3,694.2,305.0,0.0,810.0,408.5,498.9,357.0,781.6,399.5,79.3,239.1,810.7,461.6,505.2,293.5,195.4,284.6,763.8,445.9,423.6,678.7,313.0,376.8,833.1,123.4,588.6,327.8,188.2,488.3,773.8,712.8,253.7,418.4,802.1,351.9
TA,1024.3,746.7,340.4,116.0,219.9,583.3,1305.5,730.3,1103.0,893.1,779.3,547.3,22.5,835.4,361.4,433.5,1185.9,1124.8,857.9,979.3,55.7,763.6,713.5,2283.7,648.0,595.7,796.0,730.4,742.9,23.3,813.5,639.2,944.3,601.9,539.6,834.1,1272.7,594.4,893.1,722.3,1129.9,254.6,64.2,291.4,1212.1,865.7,700.3,364.5,616.1,1037.1,942.9,826.6,298.4,1017.8,1000.9,1373.4,651.6,630.2,1016.1,308.1,429.7,979.4,1045.8,1286.9,978.7,619.8,787.8,989.7,376.6,632.8,1152.6,539.3,943.0,32.2,996.6,799.2,1275.0,967.6,828.3,120.6,1062.9,385.8,890.9,472.7,813.3,1316.3,980.2,643.5,234.0,791.5,579.3,259.7,821.8,621.6,739.3,659.3,290.0,1099.1,918.5,55.1,1188.6,44.1,637.1,139.7,745.7,281.7,1054.0,804.6,0.0,735.2,845.6,491.1,139.3,1143.0,822.8,982.6,218.4,707.8,442.4,786.6,938.9,1028.1,193.4,772.6,468.5,415.2,639.7,1120.3,240.8,866.9,1308.2,654.5,821.6,835.0,131.5,300.3,755.5,765.1,209.8,1071.5
TD,637.6,342.0,509.5,718.3,640.7,409.2,918.8,343.6,716.3,506.4,394.7,373.2,770.9,448.7,756.9,409.8,799.2,738.1,471.2,592.6,825.8,376.9,308.8,2386.8,200.9,421.6,409.3,325.7,356.2,793.4,78.2,234.5,557.6,154.8,332.0,429.4,886.0,420.3,488.4,335.6,743.2,607.3,717.5,686.9,825.4,461.0,88.5,512.7,442.0,650.4,556.2,439.9,693.9,631.1,614.2,986.7,83.1,104.0,629.4,703.6,420.8,592.7,659.1,900.2,574.0,233.1,401.1,603.0,600.1,185.7,765.9,365.2,538.3,802.3,609.9,412.5,888.3,580.9,441.6,722.9,676.2,611.7,504.2,449.0,408.6,929.6,593.5,357.3,629.2,404.8,293.1,676.2,86.5,335.4,352.6,272.6,708.1,712.4,531.8,726.2,801.9,737.2,97.2,742.0,359.0,654.2,661.8,417.9,770.0,0.0,440.9,317.0,741.6,756.3,436.1,595.9,770.7,421.6,465.2,385.4,552.2,641.4,723.8,37.3,383.6,638.7,192.6,733.6,793.1,480.2,921.5,207.4,434.9,430.3,733.8,672.8,368.8,360.4,762.1,684.8
TZ,745.6,278.6,597.5,806.3,728.7,497.2,1026.8,336.5,824.3,614.4,502.7,461.2,858.9,556.7,844.9,497.8,907.2,846.1,579.2,700.6,913.8,484.9,135.5,2474.8,351.3,509.6,517.3,262.3,368.4,881.4,516.8,322.4,665.6,305.2,420.0,366.0,994.0,508.3,150.0,344.7,851.2,695.3,805.5,774.9,933.4,397.6,403.6,600.7,530.0,758.4,664.2,547.9,781.9,739.1,722.2,1094.7,354.9,333.5,737.4,791.6,508.8,700.7,767.1,1008.2,235.6,341.1,488.7,711.0,688.1,336.1,873.9,453.2,199.9,890.3,717.9,520.5,996.3,688.9,549.6,810.9,784.2,699.7,612.2,537.0,29.1,1037.6,701.5,445.3,717.2,512.8,381.1,764.2,525.1,423.4,460.6,380.6,796.1,820.4,639.8,814.2,909.9,825.2,340.4,830.0,467.0,742.2,769.8,525.9,858.0,438.5,0.0,405.0,829.6,864.3,544.1,703.9,858.7,509.6,553.2,473.0,660.2,749.4,811.8,475.9,471.6,726.7,343.0,841.6,881.1,588.2,1029.5,357.8,542.9,91.9,821.8,760.8,476.8,270.6,850.1,792.8
UC,590.9,313.3,230.2,439.0,361.4,91.1,872.1,296.9,669.6,459.7,348.0,55.1,491.6,402.0,477.6,130.5,752.5,691.4,424.5,545.9,546.5,330.2,280.1,2254.3,214.6,103.5,362.6,297.0,309.5,514.1,380.1,205.8,510.9,168.5,106.2,400.7,839.3,102.2,459.7,288.9,696.5,328.0,438.2,407.6,778.7,432.3,266.9,233.4,123.9,603.7,509.5,393.2,414.6,584.4,567.5,940.0,218.2,196.8,582.7,424.3,141.5,546.0,612.4,853.5,545.3,186.4,354.4,556.3,320.8,199.4,719.2,47.1,509.6,523.0,563.2,365.8,841.6,534.2,394.9,443.6,629.5,332.4,457.5,169.7,379.9,882.9,546.8,210.1,349.9,358.1,145.9,396.9,388.4,188.2,305.9,225.9,428.8,665.7,485.1,446.9,755.2,457.9,203.7,462.7,312.3,374.9,615.1,371.2,490.7,301.8,412.2,0.0,462.3,709.6,389.4,549.2,491.4,274.4,185.9,338.7,505.5,594.7,444.5,339.2,104.3,359.4,206.3,686.9,513.8,433.5,874.8,221.1,388.2,401.6,454.5,393.5,322.1,331.7,482.8,638.1
UI,1006.0,728.4,225.4,35.3,104.9,565.0,1287.2,712.0,1084.7,874.8,761.0,529.0,125.2,817.1,268.9,325.0,1167.6,1106.5,839.6,961.0,180.1,745.3,695.2,2266.8,629.7,577.4,777.7,712.1,724.6,147.7,795.2,620.9,926.0,583.6,521.3,815.8,1254.4,576.1,874.8,704.0,1111.6,139.6,71.8,198.9,1193.8,847.4,682.0,249.5,597.8,1018.8,924.6,808.3,205.9,997.6,982.6,1355.1,633.3,611.9,997.8,215.6,314.7,961.1,1027.5,1268.6,960.4,601.5,769.5,971.4,261.6,614.5,1134.3,521.0,924.7,156.6,978.3,780.9,1256.7,949.3,810.0,30.6,1044.6,273.2,872.6,365.2,795.0,1298.0,961.9,625.2,119.0,773.2,561.0,144.7,803.5,603.3,721.0,641.0,175.0,1080.8,900.2,80.5,1170.3,91.5,618.8,80.3,727.4,166.7,1035.7,786.3,124.3,716.9,827.3,472.8,0.0,1124.7,804.5,964.3,125.9,622.9,327.4,768.3,920.6,1009.8,100.9,754.3,450.2,300.2,621.4,1102.0,148.3,848.6,1289.9,636.2,803.3,816.7,55.9,185.3,737.2,746.8,117.3,1053.2
UV,249.2,702.6,939.6,1148.4,1070.8,839.3,711.8,641.8,509.3,292.5,511.2,803.3,1201.0,592.1,1187.0,839.9,70.6,18.2,536.7,173.0,1255.9,604.3,756.9,2816.9,711.4,851.7,552.7,718.3,654.4,1223.5,876.9,682.6,350.6,665.3,762.1,748.7,679.0,850.4,936.5,633.8,13.0,1037.4,1147.6,1117.0,96.8,780.3,763.7,942.8,872.1,160.9,276.3,583.3,1124.0,304.8,423.8,779.7,715.0,693.6,136.5,1133.7,850.9,268.3,211.3,693.2,1022.1,561.7,699.3,278.6,1030.2,696.2,575.5,795.3,986.4,1232.4,379.2,425.8,681.3,373.9,409.1,1153.0,445.5,1041.8,356.6,879.1,856.7,722.6,386.5,787.4,1057.3,506.8,723.2,1107.9,885.2,765.5,445.6,600.6,1138.2,220.2,235.2,1156.3,594.9,1167.3,700.5,1172.1,502.4,1084.3,236.4,431.2,1200.1,798.6,889.0,747.1,1171.7,0.0,362.5,405.5,1200.8,851.7,895.3,698.1,345.2,259.2,1153.9,836.0,813.7,1068.8,703.1,22.6,1223.2,490.9,714.5,717.9,578.3,878.4,1163.9,1102.9,643.8,808.5,1192.2,477.8
