from_stop,AH,AI,AL,AO,AP,AX,BO,CB,CJ,CO,CP,CQ,CS,CZ,DD,DJ,DK,DO,DQ,ED,EF,EH,EN,ER,EV,FA,FC,FD,FI,GA,GD,GH,GL,GM,GU,GY,HA,HB,HD,HF,HH,HI,HT,HZ,IE,IJ,IY,IZ,JE,JT,JV,KD,KG,KJ,KK,KU,KZ,LD,MB,MG,MI,MJ,MK,MN,MP,MW,MX,MY,NG,NH,NJ,NP,NQ,NU,NW,NX,OC,OO,OP,OV,OX,PA,PJ,PL,PN,PO,PP,PS,PV,QA,QB,QI,QL,QM,QW,RG,RP,RY,SA,SD,SV,SX,SY,TM,TR,TU,TZ,UE,UI,UQ,UY,VA,VJ,VL,VS,WJ,WK,WO,WU,XD,XE,XF,XP,XV,YA,YE,YF,YH,YK,YM,YU,ZA,ZE,ZJ,ZK,ZN
RG,347.4,618.1,92.1,697.1,376.5,646.3,289.4,709.3,631.8,847.5,706.9,935.4,834.8,545.7,607.4,728.4,620.8,625.3,338.1,598.2,855.6,650.4,728.6,688.2,636.0,837.7,598.9,552.8,470.3,995.2,817.1,863.1,910.0,900.3,1039.7,752.1,449.8,690.4,712.8,386.4,278.7,368.7,2717.4,392.0,571.9,117.3,713.8,680.7,812.2,692.5,1018.4,62.9,533.5,686.3,685.5,72.8,679.6,652.2,100.3,790.3,640.4,720.5,735.4,620.8,640.9,354.7,667.7,611.2,650.5,864.9,696.6,697.5,660.5,611.6,894.1,48.3,898.9,656.5,586.4,652.2,879.5,554.8,758.9,711.1,476.9,995.4,706.5,516.1,94.1,206.7,357.5,775.2,595.3,765.9,936.8,0.0,827.8,548.3,831.4,667.4,715.5,653.6,985.7,1025.5,102.6,698.9,605.7,625.6,599.1,804.1,597.1,348.1,615.6,364.5,74.5,488.3,638.5,250.3,753.9,33.1,824.0,716.4,959.9,692.8,919.3,360.8,938.8,629.4,76.5,1005.4,647.1,880.1,872.0,101.9,773.0,84.6
RP,785.2,369.8,875.5,387.9,814.3,342.1,727.2,433.0,408.0,108.4,626.0,260.6,400.1,342.3,248.8,275.7,487.9,544.4,770.0,383.5,213.4,311.8,293.9,253.5,297.4,403.0,220.3,412.9,613.4,295.3,89.4,471.8,133.2,445.2,321.9,295.9,592.0,414.1,498.1,824.2,716.5,800.6,2681.4,589.0,246.8,787.8,268.6,466.0,400.8,247.3,343.2,846.3,247.3,347.7,169.0,856.2,242.1,236.8,883.7,514.0,346.8,301.7,426.2,258.2,426.2,673.0,443.9,530.3,205.3,69.3,615.7,473.7,326.9,290.3,502.8,831.7,171.2,504.3,195.2,375.9,51.6,226.6,120.1,116.7,606.8,360.8,243.8,265.6,681.1,649.3,640.6,363.8,286.1,347.1,108.9,783.3,0.0,535.3,455.8,586.5,280.8,493.9,339.1,360.9,706.5,246.2,329.4,172.9,466.2,392.7,282.7,633.9,534.7,615.2,857.9,743.7,181.5,688.1,415.3,816.5,609.3,332.9,405.6,383.6,432.9,798.6,504.1,320.2,754.2,356.8,288.5,52.2,480.7,713.0,496.7,868.0
RY,426.3,236.5,642.9,430.9,455.4,264.7,359.9,729.7,232.2,581.3,465.2,797.4,696.8,639.0,341.2,572.4,270.3,496.2,337.8,279.2,717.6,384.2,590.6,550.2,369.8,699.7,332.7,647.9,76.9,735.3,550.9,596.9,694.9,634.1,773.5,370.5,164.0,710.8,179.2,465.3,357.6,372.6,2724.0,161.0,305.7,555.2,404.8,211.8,430.6,358.3,752.2,613.7,628.6,420.1,450.3,623.6,413.4,533.5,651.1,810.7,258.8,338.9,469.2,554.9,109.2,245.0,268.1,446.1,400.1,598.7,454.9,297.9,278.9,587.0,627.9,597.9,632.7,164.2,491.9,672.6,613.3,523.3,492.7,444.9,70.3,735.5,440.3,611.2,448.5,416.7,212.6,393.6,329.1,384.3,670.6,550.7,561.6,0.0,561.1,425.7,577.5,318.1,725.8,765.6,473.9,542.9,626.1,469.6,248.6,422.5,579.4,205.9,503.7,187.2,625.3,315.7,372.3,291.8,487.7,583.9,326.3,334.8,693.7,426.6,653.1,439.7,800.8,363.2,521.6,739.2,336.4,613.9,605.8,480.4,793.4,635.4
SA,889.1,578.8,979.4,218.7,918.2,553.9,831.1,681.9,574.5,519.5,820.5,701.9,649.0,591.2,279.4,524.6,672.4,738.9,875.6,385.7,669.8,343.0,542.8,502.4,308.0,651.9,270.9,661.8,615.6,174.1,489.1,35.7,574.5,72.9,212.3,507.7,702.7,663.0,500.3,928.1,820.4,910.4,2785.3,699.7,243.9,891.7,480.4,468.2,612.6,459.1,191.0,950.2,496.2,358.3,354.4,960.1,351.6,485.7,987.6,762.9,558.6,513.5,80.6,507.1,428.4,783.7,610.4,724.8,417.1,536.9,810.2,640.2,538.7,539.2,66.7,934.4,570.9,506.5,444.1,624.8,492.9,475.5,430.9,383.1,609.0,174.3,378.5,514.5,785.0,753.2,751.3,571.9,201.6,569.2,550.2,887.2,499.8,537.5,0.0,781.0,529.7,660.4,164.6,204.4,810.4,495.1,578.3,421.8,650.7,604.5,531.6,744.6,729.2,725.9,961.8,750.7,310.5,792.0,425.9,920.4,611.5,544.7,132.5,242.3,91.9,902.5,753.0,210.9,858.1,178.0,322.2,490.9,44.6,816.9,745.6,971.9
SD,672.2,232.2,735.4,693.6,701.3,260.4,605.8,512.5,185.0,610.3,24.4,738.6,638.0,348.9,554.5,531.6,305.8,204.3,583.7,418.2,658.8,617.5,531.8,491.4,601.5,640.9,526.0,356.0,385.7,886.0,579.9,859.6,713.2,896.8,912.6,366.2,409.9,493.6,318.2,711.2,603.5,618.5,2585.2,406.9,552.5,649.7,400.5,352.6,426.3,354.0,933.9,706.2,336.7,651.8,446.0,716.1,547.8,455.4,743.6,593.5,254.5,334.6,731.9,424.0,340.9,490.9,150.0,154.2,395.8,627.7,19.8,201.9,274.6,414.8,890.6,690.4,661.7,252.6,389.6,455.4,642.3,358.0,521.7,473.9,392.3,951.5,653.9,323.0,541.0,509.2,458.5,385.6,591.8,390.3,699.6,643.2,590.6,408.7,825.6,0.0,518.7,100.0,929.8,953.4,566.4,502.1,408.9,428.8,284.1,418.2,400.3,451.8,211.8,433.1,717.8,561.6,487.2,537.7,719.4,676.4,558.0,330.5,956.4,689.3,915.8,685.6,742.0,625.9,614.1,947.5,597.3,642.9,868.5,572.9,576.2,727.9
SV,715.1,332.7,805.4,422.1,744.2,305.0,657.1,377.3,370.9,324.8,558.4,219.8,119.2,286.6,283.0,226.1,450.8,476.8,705.8,417.7,140.0,346.0,80.7,26.0,331.6,122.1,254.5,358.1,530.7,596.7,394.0,588.1,194.4,625.3,623.3,258.8,554.9,358.4,481.2,754.1,646.4,736.4,2655.2,551.9,281.0,717.7,231.5,500.2,363.7,210.2,644.6,776.2,179.7,381.9,203.2,786.1,276.3,187.2,813.6,458.3,309.7,264.6,460.4,202.5,460.4,635.9,406.8,462.7,168.2,373.9,548.1,436.6,289.8,234.6,619.1,761.6,475.8,415.6,127.6,320.2,274.0,159.0,236.2,188.4,537.3,662.2,368.4,198.0,611.0,579.2,603.5,326.7,320.3,310.0,331.3,713.2,304.5,569.5,556.4,518.9,0.0,456.8,640.5,662.3,636.4,196.6,273.7,123.3,429.1,355.6,227.0,596.8,467.1,578.1,787.8,706.6,215.7,618.0,449.5,746.4,643.5,295.8,684.9,417.8,644.3,728.5,223.2,354.4,684.1,658.2,322.7,346.7,597.0,642.9,441.0,797.9
SX,572.1,132.1,709.1,593.5,601.2,160.3,505.7,486.2,84.9,534.2,147.0,712.3,611.7,322.6,454.4,468.0,205.7,178.0,487.8,318.1,632.5,517.4,505.5,465.1,501.4,614.6,425.9,329.7,285.6,809.9,503.8,759.5,686.9,796.7,836.5,266.1,309.8,467.3,218.1,611.1,503.4,518.4,2558.9,306.8,452.4,621.4,300.4,250.7,326.2,253.9,857.8,679.9,310.4,551.7,355.7,689.8,447.7,429.1,717.3,567.2,154.4,234.5,631.8,397.7,240.8,390.8,49.9,127.9,295.7,551.6,136.7,101.8,174.5,388.5,790.5,665.3,585.6,152.5,363.3,429.1,566.2,331.7,445.6,397.8,292.2,898.1,571.9,293.0,514.7,482.9,358.4,289.2,491.7,279.9,623.5,616.9,514.5,306.8,727.8,107.5,492.4,0.0,888.4,875.5,540.1,438.5,382.6,365.2,184.0,318.1,374.0,351.7,185.5,333.0,691.5,461.5,387.1,437.6,619.3,650.1,457.9,230.4,856.3,589.2,815.7,585.5,715.7,525.8,587.8,901.8,494.1,566.8,768.4,546.6,549.9,701.6
SY,927.6,773.0,1017.9,382.5,956.7,717.7,869.6,779.0,768.7,454.4,859.0,560.2,632.1,688.3,443.2,621.7,866.6,777.4,914.1,579.9,513.0,506.8,639.9,599.5,471.8,658.2,434.7,704.9,809.8,32.4,435.4,175.6,432.8,149.0,187.1,671.5,896.9,760.1,694.5,966.6,858.9,948.9,2823.8,893.9,407.7,930.2,644.2,662.4,776.4,622.9,165.8,988.7,593.3,522.1,512.3,998.6,515.4,582.8,1026.1,860.0,722.4,677.3,244.4,604.2,622.6,904.3,804.6,763.3,580.9,415.3,848.7,834.4,702.5,636.3,206.6,972.9,517.2,700.7,541.2,721.9,351.2,572.6,466.1,462.7,803.2,64.6,542.3,611.6,823.5,791.7,867.3,739.4,365.4,722.7,408.5,925.7,345.9,731.7,163.7,819.5,626.8,805.7,0.0,82.7,848.9,592.2,675.4,518.9,844.9,768.3,628.7,899.7,767.7,920.1,1000.3,789.2,474.3,830.5,589.7,958.9,805.7,708.5,109.4,406.1,150.0,941.0,759.3,374.7,896.6,152.8,482.9,349.2,184.5,855.4,842.7,1010.4
TM,996.4,790.7,1086.7,430.6,1025.5,718.2,938.4,809.1,786.4,484.5,927.8,590.3,662.2,718.4,491.3,651.8,884.3,846.2,987.1,597.6,543.1,554.9,670.0,629.6,519.9,688.3,482.8,789.0,827.5,62.5,465.5,223.7,462.9,197.1,235.2,672.0,914.6,790.2,712.2,1035.4,927.7,1017.7,2892.6,911.6,455.8,1001.0,644.7,680.1,776.9,623.4,213.9,1057.5,623.4,570.2,545.1,1067.4,563.5,612.9,1094.9,890.1,722.9,677.8,292.5,634.3,640.3,973.1,822.3,832.1,581.4,445.4,917.5,852.1,703.0,666.4,254.7,1041.7,547.3,718.4,571.3,752.0,381.3,602.7,496.2,492.8,820.9,112.7,590.4,641.7,892.3,860.5,936.1,736.2,413.5,723.2,438.6,994.5,376.0,749.4,211.8,888.3,656.9,874.5,71.0,0.0,917.7,622.3,705.5,549.0,862.6,768.8,658.8,968.5,836.5,937.8,1069.1,858.0,522.4,899.3,637.8,1027.7,823.4,709.0,157.5,454.2,198.1,1009.8,789.4,422.8,965.4,200.9,531.0,379.3,232.6,924.2,872.8,1079.2
TR,290.4,561.1,194.6,640.1,319.5,589.3,232.4,652.3,574.8,790.5,649.9,878.4,777.8,488.7,550.4,671.4,563.8,568.3,281.1,541.2,798.6,593.4,671.6,631.2,579.0,780.7,541.9,495.8,413.3,938.2,760.1,806.1,853.0,843.3,982.7,695.1,392.8,633.4,655.8,329.4,221.7,311.7,2660.4,335.0,514.9,106.9,656.8,623.7,755.2,635.5,961.4,165.4,476.5,629.3,628.5,175.3,622.6,595.2,202.8,733.3,583.4,663.5,678.4,563.8,583.9,297.7,610.7,554.2,593.5,807.9,639.6,640.5,603.5,554.6,837.1,150.8,841.9,599.5,529.4,595.2,822.5,497.8,701.9,654.1,419.9,938.4,649.5,459.1,37.1,149.7,300.5,718.2,538.3,708.9,879.8,102.4,770.8,491.3,774.4,610.4,658.5,596.6,928.7,968.5,0.0,641.9,548.7,568.6,542.1,747.1,540.1,291.1,558.6,307.5,177.0,431.3,581.5,193.3,696.9,135.6,767.0,659.4,902.9,635.8,862.3,303.8,881.8,572.4,73.3,948.4,590.1,823.1,815.0,32.1,716.0,187.1
TU,693.4,293.0,783.7,382.4,722.5,265.3,635.4,355.6,331.2,285.1,536.7,431.4,330.8,264.9,243.3,29.4,411.1,455.1,693.2,378.0,351.6,306.3,224.6,184.2,291.9,333.7,214.8,336.4,491.0,560.8,254.7,548.4,406.0,585.6,587.4,219.1,515.2,336.7,441.5,732.4,624.7,723.8,2633.5,512.2,241.3,696.0,191.8,460.5,324.0,170.5,608.7,754.5,158.0,342.2,163.5,764.4,236.6,185.9,791.9,436.6,270.0,224.9,420.7,180.8,420.7,596.2,367.1,441.0,128.5,302.5,526.4,396.9,250.1,212.9,579.4,739.9,336.5,375.9,105.9,298.5,317.1,137.3,196.5,148.7,497.6,626.3,328.7,176.3,589.3,557.5,563.8,287.0,280.6,270.3,374.4,691.5,265.4,529.8,516.7,497.2,211.5,417.1,604.6,626.4,614.7,0.0,252.0,74.9,389.4,315.9,205.3,557.1,445.4,538.4,766.1,666.9,176.0,596.3,409.8,724.7,603.8,256.1,645.2,378.1,604.6,706.8,434.8,314.7,662.4,622.3,283.0,317.7,557.3,621.2,419.3,776.2
TZ,579.0,385.4,669.3,474.8,608.1,357.7,521.0,103.5,423.6,377.5,422.3,523.8,423.2,48.1,335.7,313.5,503.5,340.7,569.7,470.4,444.0,398.7,317.0,276.6,384.3,426.1,307.2,118.7,583.4,653.2,347.1,640.8,498.4,678.0,679.8,311.5,607.6,84.6,533.9,618.0,510.3,600.3,2519.1,604.6,333.7,581.6,284.2,552.9,416.4,262.9,701.1,640.1,198.3,434.6,255.9,650.0,329.0,101.7,677.5,184.5,362.4,317.3,513.1,70.3,513.1,586.3,419.0,326.6,220.9,394.9,412.0,489.3,342.5,61.1,671.8,625.5,428.9,468.3,198.3,46.4,409.5,177.6,288.9,241.1,590.0,718.7,421.1,216.6,474.9,443.1,589.1,379.4,373.0,362.7,466.8,577.1,357.8,622.2,609.1,382.8,303.9,369.0,697.0,718.8,500.3,284.0,0.0,167.3,481.8,408.3,46.6,579.7,331.0,630.8,651.7,759.3,268.4,481.9,502.2,610.3,696.2,348.5,737.6,470.5,697.0,592.4,527.2,407.1,548.0,714.7,375.4,410.1,649.7,506.8,167.2,661.8
UE,618.4,218.0,708.7,307.4,647.5,190.3,560.4,260.0,256.2,210.1,461.7,356.4,255.8,169.3,168.3,102.7,336.1,380.1,618.2,303.0,276.6,231.3,149.6,109.2,216.9,258.7,139.8,239.9,416.0,485.8,179.7,473.4,331.0,510.6,512.4,144.1,440.2,241.1,366.5,657.4,549.7,648.8,2558.5,437.2,166.3,621.0,116.8,385.5,249.0,95.5,533.7,679.5,83.0,267.2,88.5,689.4,161.6,63.8,716.9,341.0,195.0,149.9,345.7,85.2,345.7,521.2,292.1,366.0,53.5,227.5,451.4,321.9,175.1,117.3,504.4,664.9,261.5,300.9,30.9,202.9,242.1,62.3,121.5,73.7,422.6,551.3,253.7,101.3,514.3,482.5,488.8,212.0,205.6,195.3,299.4,616.5,190.4,454.8,441.7,422.2,136.5,342.1,529.6,551.4,539.7,73.2,156.4,0.0,314.4,240.9,109.7,482.1,370.4,463.4,691.1,591.9,101.0,521.3,334.8,649.7,528.8,181.1,570.2,303.1,529.6,631.8,359.8,239.7,587.4,547.3,208.0,242.7,482.3,546.2,323.7,701.2
UI,473.6,124.5,690.2,585.9,502.7,152.7,407.2,617.7,138.2,526.6,371.2,685.4,584.8,527.0,446.8,460.4,19.7,402.2,389.3,328.5,605.6,509.8,478.6,438.2,495.4,587.7,418.3,553.9,187.1,802.3,496.2,751.9,660.0,789.1,828.9,258.5,211.3,598.8,228.5,512.6,404.9,419.9,2783.1,208.3,444.8,602.5,292.8,261.1,318.6,246.3,850.2,661.0,432.0,545.7,348.1,670.9,440.1,421.5,698.4,698.7,146.8,226.9,624.2,442.9,251.2,292.3,174.1,352.1,288.1,544.0,360.9,203.9,166.9,475.0,782.9,646.4,578.0,162.9,379.9,560.6,558.6,411.3,438.0,390.2,193.7,890.5,565.9,517.2,495.8,464.0,259.9,281.6,484.1,272.3,615.9,598.0,506.9,265.1,720.2,331.7,465.5,224.1,880.8,867.9,521.2,430.9,514.1,357.6,0.0,310.5,467.4,253.2,409.7,234.5,672.6,363.0,379.5,339.1,613.3,631.2,468.3,222.8,848.7,581.6,808.1,487.0,688.8,518.2,568.9,894.2,486.5,559.2,760.8,527.7,681.4,682.7
UQ,672.9,188.4,889.5,506.7,702.0,160.7,606.5,538.5,226.6,447.4,459.6,606.2,505.6,447.8,367.6,381.2,306.5,490.6,588.6,436.9,526.4,430.6,399.4,359.0,416.2,508.5,339.1,518.4,386.4,723.1,417.0,672.7,580.8,709.9,749.7,179.3,410.6,519.6,336.9,711.9,604.2,619.2,2800.2,407.6,365.6,801.8,213.6,369.5,10.1,167.1,771.0,860.3,352.8,466.5,268.9,870.2,360.9,342.3,897.7,619.5,165.4,147.7,545.0,363.7,359.6,491.6,262.5,440.5,208.9,464.8,449.3,292.3,145.5,395.8,703.7,845.7,498.8,271.3,300.7,481.4,479.4,332.1,358.8,311.0,393.0,811.3,486.7,371.1,695.1,663.3,459.2,38.8,404.9,193.1,536.7,797.3,427.7,425.6,641.0,420.1,386.3,312.5,801.6,788.7,720.5,351.7,434.9,278.4,284.8,0.0,388.2,452.5,498.1,433.8,871.9,562.3,300.3,538.4,534.1,830.5,576.7,151.5,769.5,502.4,728.9,686.3,609.6,439.0,768.2,815.0,407.3,480.0,681.6,727.0,602.2,882.0
UY,590.4,338.7,680.7,428.1,619.5,311.0,532.4,150.2,376.9,330.8,433.7,477.1,376.5,59.5,289.0,266.8,456.8,352.1,576.9,423.7,397.3,352.0,270.3,229.9,337.6,379.4,260.5,130.1,536.7,606.5,300.4,594.1,451.7,631.3,633.1,264.8,560.9,131.3,487.2,629.4,521.7,611.7,2530.5,557.9,287.0,593.0,237.5,506.2,369.7,216.2,654.4,651.5,151.6,387.9,209.2,661.4,282.3,55.0,688.9,231.2,315.7,270.6,466.4,23.6,466.4,597.7,412.8,338.0,174.2,348.2,423.4,442.6,295.8,7.5,625.1,635.7,382.2,421.6,151.6,93.1,362.8,130.9,242.2,194.4,543.3,672.0,374.4,165.8,486.3,454.5,609.5,329.0,326.3,326.3,420.1,588.5,311.1,575.5,558.3,394.2,257.2,380.4,650.3,672.1,511.7,237.3,46.6,120.6,435.1,361.6,0.0,602.8,342.4,584.1,663.1,712.6,221.7,493.3,455.5,621.7,649.5,301.8,690.9,423.8,650.3,603.8,480.5,360.4,559.4,668.0,328.7,363.4,603.0,518.2,213.9,673.2
VA,220.3,269.9,436.9,632.2,249.4,298.1,153.9,763.1,283.6,672.0,516.6,830.8,730.2,516.7,542.5,605.8,272.6,547.6,136.0,473.9,751.0,655.2,624.0,583.6,571.1,733.1,563.7,523.8,122.1,936.6,641.6,798.2,805.4,835.4,974.3,403.9,101.6,744.2,373.9,259.3,151.6,166.6,2688.4,43.8,507.0,349.2,438.2,406.5,464.0,391.7,953.5,407.7,504.5,621.4,493.5,417.6,585.5,566.9,445.1,844.1,292.2,372.3,670.5,588.3,310.5,39.0,319.5,497.5,433.5,689.4,506.3,349.3,312.3,620.4,829.2,393.1,723.4,308.3,525.3,706.0,704.0,525.8,583.4,535.6,128.7,936.8,641.6,487.1,242.5,210.7,41.8,427.0,530.4,417.7,761.3,344.7,652.3,200.1,766.5,477.1,610.9,369.5,927.1,966.9,267.9,576.3,659.5,503.0,250.9,455.9,612.8,0.0,555.1,16.4,419.3,172.6,524.9,85.8,689.0,377.9,527.6,368.2,895.0,627.9,854.4,233.7,834.2,564.5,315.6,940.5,582.2,704.6,807.1,274.4,826.8,429.4
VJ,573.4,299.7,663.7,635.9,602.5,327.9,515.4,440.8,252.5,538.6,220.8,666.9,566.3,277.2,496.8,459.9,373.3,139.2,651.2,485.7,587.1,559.8,460.1,419.7,545.4,569.2,468.3,284.3,453.2,814.3,508.2,801.9,641.5,839.1,840.9,433.7,477.4,421.9,385.7,612.4,504.7,686.0,2513.5,474.4,494.8,576.0,445.3,418.3,493.8,424.0,862.2,634.5,265.0,595.7,417.0,644.4,490.1,383.7,671.9,521.8,322.0,402.1,674.2,352.3,408.4,558.4,217.5,125.1,382.0,556.0,210.5,269.4,342.1,343.1,832.9,618.7,590.0,320.1,317.9,383.7,570.6,286.3,450.0,402.2,459.8,879.8,582.2,251.3,469.3,437.5,526.0,456.8,534.1,457.8,627.9,571.5,518.9,474.4,766.1,181.3,447.0,167.5,858.1,879.9,494.7,430.4,337.2,357.1,351.6,485.7,328.6,519.3,0.0,500.6,646.1,629.1,429.5,476.3,663.3,604.7,625.5,398.0,898.7,631.6,858.1,586.8,670.3,568.2,542.4,875.8,536.5,571.2,810.8,501.2,504.5,656.2
VL,239.0,253.5,455.6,615.8,268.1,281.7,172.6,746.7,267.2,655.6,500.2,814.4,713.8,535.4,526.1,589.4,256.2,531.2,154.7,457.5,734.6,638.8,607.6,567.2,554.7,716.7,547.3,542.5,105.7,920.2,625.2,781.8,789.0,819.0,957.9,387.5,85.2,727.8,357.5,278.0,170.3,185.3,2707.1,27.4,490.6,367.9,421.8,390.1,447.6,375.3,937.1,426.4,523.2,605.0,477.1,436.3,569.1,550.5,463.8,827.7,275.8,355.9,654.1,571.9,294.1,57.7,303.1,481.1,417.1,673.0,489.9,332.9,295.9,604.0,812.8,411.8,707.0,291.9,508.9,689.6,687.6,540.3,567.0,519.2,112.3,920.4,625.2,505.8,261.2,229.4,60.5,410.6,514.0,401.3,744.9,363.4,635.9,183.7,750.1,460.7,594.5,353.1,910.7,950.5,286.6,559.9,643.1,486.6,234.5,439.5,596.4,18.7,538.7,0.0,438.0,191.3,508.5,104.5,672.6,396.6,511.2,351.8,878.6,611.5,838.0,252.4,817.8,548.1,334.3,924.1,565.8,688.2,790.7,293.1,810.4,448.1
VS,406.7,677.4,113.4,756.4,435.8,705.6,348.7,768.6,691.1,906.8,766.2,994.7,894.1,605.0,666.7,787.7,680.1,684.6,397.4,657.5,914.9,709.7,787.9,747.5,695.3,897.0,658.2,612.1,529.6,1054.5,876.4,922.4,969.3,959.6,1099.0,811.4,509.1,749.7,772.1,445.7,338.0,428.0,2776.7,451.3,631.2,176.6,773.1,740.0,871.5,751.8,1077.7,70.2,592.8,745.6,744.8,94.1,738.9,711.5,107.6,849.6,699.7,779.8,794.7,680.1,700.2,414.0,727.0,670.5,709.8,924.2,755.9,756.8,719.8,670.9,953.4,69.6,958.2,715.8,645.7,711.5,938.8,614.1,818.2,770.4,536.2,1054.7,765.8,575.4,153.4,266.0,416.8,834.5,654.6,825.2,996.1,59.2,887.1,607.6,890.7,726.7,774.8,712.9,1045.0,1084.8,161.9,758.2,665.0,684.9,658.4,863.4,656.4,407.4,674.9,423.8,0.0,547.6,697.8,309.6,813.2,54.4,883.3,775.7,1019.2,752.1,978.6,420.1,998.1,688.7,135.8,1064.7,706.4,939.4,931.3,161.2,832.3,91.9
WJ,377.8,388.5,594.4,700.6,406.9,416.7,311.4,881.7,402.2,790.6,635.2,949.4,848.8,674.2,610.9,724.4,391.2,666.2,293.5,592.5,869.6,653.9,742.6,702.2,639.5,851.7,602.4,681.3,240.7,825.0,760.2,787.3,924.0,760.7,900.1,522.5,220.2,862.8,492.5,416.8,309.1,324.1,2845.9,213.8,575.4,506.7,556.8,525.1,582.6,510.3,878.8,565.2,662.0,689.8,612.1,575.1,704.1,685.5,602.6,962.7,410.8,490.9,738.9,706.9,429.1,174.5,438.1,616.1,552.1,808.0,624.9,467.9,430.9,739.0,818.3,550.6,842.0,426.9,643.9,824.6,822.6,675.3,702.0,654.2,247.3,825.2,710.0,644.6,400.0,368.2,137.5,545.6,598.8,536.3,879.9,502.2,770.9,318.7,771.3,595.7,729.5,488.1,815.5,855.3,425.4,694.9,778.1,621.6,369.5,574.5,731.4,169.9,673.7,186.3,576.8,0.0,643.5,243.3,757.4,535.4,646.2,486.8,820.3,696.3,779.7,391.2,952.8,632.9,473.1,865.8,650.6,823.2,796.2,431.9,945.4,586.9
WK,603.6,271.0,693.9,206.3,632.7,243.3,545.6,371.3,309.2,208.9,535.0,439.0,338.4,280.6,67.2,214.0,389.1,453.4,594.3,201.9,359.2,130.2,232.2,191.8,115.8,341.3,38.7,351.2,431.8,484.6,178.5,372.3,322.5,409.5,511.2,197.1,518.9,352.4,316.5,642.6,534.9,624.9,2499.8,515.9,65.2,606.2,169.8,284.4,302.0,148.5,527.6,664.7,185.6,166.1,37.9,674.6,60.5,175.1,702.1,452.3,248.0,202.9,244.6,196.5,244.6,599.9,345.1,439.3,106.5,226.3,524.7,374.9,228.1,228.6,403.3,650.1,260.3,322.7,133.5,314.2,240.9,164.9,120.3,72.5,425.2,510.9,186.3,203.9,499.5,467.7,567.5,265.0,104.5,248.3,298.2,601.7,189.2,353.7,340.6,495.5,219.1,395.1,501.2,541.0,524.9,184.5,267.7,111.2,367.4,293.9,221.0,560.8,443.7,542.1,676.3,628.5,0.0,506.5,233.7,634.9,427.7,234.1,469.1,202.0,428.5,617.0,442.4,138.6,572.6,514.6,106.9,241.5,381.2,531.4,435.0,686.4
WO,134.4,367.7,351.0,582.2,163.5,395.9,78.7,594.4,381.4,732.6,592.0,820.5,719.9,430.8,492.5,613.5,370.4,510.4,87.7,483.3,740.7,535.5,613.7,573.3,521.1,722.8,484.0,437.9,219.9,880.3,702.2,748.2,795.1,785.4,924.8,501.7,199.4,575.5,471.7,173.4,65.7,118.3,2602.5,141.6,457.0,263.3,536.0,504.3,561.8,489.5,903.5,321.8,418.6,571.4,591.3,331.7,683.3,537.3,359.2,675.4,390.0,470.1,620.5,505.9,408.3,104.3,417.3,496.3,531.3,750.0,581.7,447.1,410.1,496.7,779.2,307.2,784.0,406.1,471.5,537.3,764.6,439.9,644.0,596.2,226.5,880.5,591.6,401.2,156.6,124.8,107.1,524.8,480.4,515.5,821.9,258.8,712.9,297.9,716.5,552.5,600.6,467.3,870.8,910.6,182.0,584.0,490.8,510.7,348.7,553.7,482.2,97.7,500.7,114.1,333.4,237.9,523.6,0.0,639.0,292.0,625.4,466.0,845.0,577.9,804.4,147.8,823.9,514.5,229.7,890.5,532.2,765.2,757.1,188.5,658.1,343.5
WU,754.8,520.6,845.1,357.5,783.9,492.9,696.8,620.9,541.9,400.5,686.2,641.5,588.0,530.2,204.4,463.6,638.7,604.6,745.5,353.1,608.8,295.2,481.8,441.4,142.7,590.9,209.9,600.8,583.0,676.2,370.1,523.5,514.1,560.7,702.8,446.7,670.1,602.0,467.7,793.8,686.1,776.1,2651.0,667.1,216.4,757.4,419.4,435.6,551.6,398.1,678.8,815.9,435.2,169.5,287.5,825.8,290.6,424.7,853.3,701.9,497.6,452.5,395.8,446.1,395.8,751.1,577.8,590.5,356.1,417.9,675.9,607.6,477.7,478.2,554.5,801.3,451.9,473.9,383.1,563.8,432.5,414.5,369.9,322.1,576.4,662.1,189.7,453.5,650.7,618.9,718.7,514.6,255.7,497.9,489.8,752.9,380.8,504.9,491.8,646.7,468.7,627.8,652.4,692.2,676.1,434.1,517.3,360.8,617.0,543.5,470.6,712.0,594.9,693.3,827.5,779.7,249.5,657.7,0.0,786.1,578.9,483.7,620.3,353.2,579.7,768.2,692.0,289.8,723.8,665.8,244.1,433.1,532.4,682.6,684.6,837.6
