from_stop,AA,AC,AD,AE,AI,AM,AO,AP,AT,AY,BA,BB,BF,BM,BR,BY,CA,CB,CF,CK,CM,CN,CO,DI,DO,DP,DU,EA,EB,EG,EL,EM,EP,EV,EW,EX,FG,FH,FJ,FL,FN,FQ,FT,FV,FY,GE,GG,GJ,GO,GQ,GT,GW,GY,HC,HD,HH,HI,HK,HM,HQ,HV,HX,HY,IC,IG,IL,IO,IP,IS,JB,JC,JF,JG,JI,JM,JP,JR,JT,JV,JX,JY,KB,KD,KJ,KL,KM,KO,KP,KX,KZ,LF,LJ,LP,MB,MD,MN,MQ,NB,NP,NX,OD,OK,ON,OU,OW,OZ,PC,PD,PJ,PK,PN,PP,QC,QG,QL,QP,QS,QT,QU,QV,QX,QY,RA,RL,RP,SA,SC,SG,SK,SM,SO,SR,ST,SU,SY,TI,TU,TV,TW,UD,UE,UF,UH,UI,UJ,UN,UO,UQ,US,VI,VL,VP,VT,VU,VY,WA,WE,WH,WN,XD,XH,XS,YI,YO,YS,YV,YW,YY,YZ,ZD,ZE,ZK,ZN,ZS,ZU
HX,1244.5,572.5,1265.7,1237.9,388.3,102.4,90.1,341.8,1227.8,856.5,476.4,303.5,1203.0,739.2,206.0,1002.4,205.6,195.2,152.3,1174.9,378.0,1265.2,1176.0,1243.8,1312.3,66.7,403.1,1150.0,153.8,1193.2,556.0,488.8,1080.7,1041.2,210.4,1221.3,1023.0,576.2,204.9,508.8,1209.4,870.9,1225.0,780.2,1059.3,1248.9,1297.2,1043.8,275.5,554.8,215.2,1108.5,591.0,556.6,666.4,533.7,521.7,264.1,45.0,1003.0,746.8,0.0,393.9,498.4,399.2,1198.3,391.5,666.0,762.0,537.3,938.2,554.1,630.8,279.6,681.8,215.8,579.7,352.5,289.2,922.7,321.4,371.7,456.9,439.4,1183.3,1118.0,1185.9,1340.6,621.3,1277.4,912.8,1205.2,546.8,1261.9,537.2,1029.5,631.1,1293.9,185.5,170.7,215.8,1070.8,163.5,105.9,676.5,297.6,593.0,1241.0,511.7,239.2,1152.0,431.0,1054.0,578.7,219.7,1271.8,765.3,519.8,629.3,1035.0,140.9,508.6,487.2,263.2,646.3,1197.5,1266.8,6.0,1294.5,643.6,934.5,492.9,477.7,1220.6,371.0,852.1,73.8,320.6,2793.0,1303.6,599.0,1290.4,1111.1,1067.4,38.0,1214.6,1210.7,278.7,1293.8,397.9,149.3,460.9,575.7,1248.8,314.2,1040.2,1221.3,1292.4,1138.3,193.2,1202.5,288.7,574.2,817.8,508.5,560.0,1300.5,252.5,780.2,526.7,368.3,458.5,157.2,1184.7,1246.3
HY,1077.1,971.7,1098.3,1070.5,555.5,501.6,453.4,648.6,1060.4,637.8,257.7,610.3,1035.6,520.5,605.2,851.3,604.8,209.5,551.5,1007.5,15.9,1097.8,1008.6,1092.6,1144.9,430.0,709.9,998.9,553.0,1025.8,955.2,888.0,929.6,873.8,609.6,1053.9,871.9,975.4,604.1,908.0,1042.0,652.2,1057.6,561.5,908.2,1081.5,1129.8,825.1,674.7,341.1,614.4,957.4,361.8,955.8,447.7,361.6,920.9,663.3,444.2,835.6,528.1,397.9,0.0,279.7,669.5,1030.9,33.5,447.3,543.3,358.1,719.5,953.3,412.1,586.4,463.1,615.0,978.9,751.7,596.0,704.0,628.2,678.5,238.2,746.2,1032.2,950.6,1018.5,1173.2,1020.5,1110.0,694.1,1037.8,348.9,1094.5,936.4,862.1,1030.3,1126.5,584.7,234.0,615.0,903.4,323.5,298.8,457.8,475.8,992.2,1073.6,910.9,546.0,984.6,830.2,902.9,977.9,261.5,1104.4,546.6,919.0,1028.5,867.6,263.8,289.9,886.4,570.0,427.6,1030.1,1099.4,405.2,1128.6,919.7,715.8,892.1,784.5,1053.2,54.0,633.4,363.4,217.3,2678.6,1136.2,998.2,1123.0,943.7,900.0,358.0,1047.2,1043.3,194.6,1126.4,545.9,255.4,242.2,974.9,1097.7,621.0,889.1,1053.9,1125.0,970.9,592.4,1035.1,330.5,973.4,599.1,307.3,341.3,1133.1,249.7,561.5,313.4,149.6,765.3,556.4,1017.3,1078.9
IC,813.8,746.9,835.0,807.2,394.1,540.0,555.5,502.5,797.1,423.6,20.5,464.2,772.3,359.1,497.5,571.7,583.3,311.6,629.6,744.2,281.4,834.5,745.3,813.1,881.6,532.1,563.8,719.3,531.5,762.5,730.4,663.2,650.0,610.5,432.0,790.6,592.3,786.7,566.6,719.3,778.7,490.8,794.3,347.3,628.6,818.2,866.5,610.9,496.1,61.3,592.9,677.8,82.0,731.0,286.3,81.8,696.1,494.5,546.3,572.3,313.9,500.0,297.3,0.0,559.9,767.6,294.9,285.9,329.1,78.3,505.3,728.5,132.3,440.3,301.7,565.3,754.1,634.4,449.9,489.8,482.1,532.4,76.8,600.1,752.6,687.3,755.2,909.9,831.8,846.7,479.9,774.5,69.1,831.2,711.6,598.8,841.6,863.2,597.2,336.1,565.3,640.1,425.6,400.9,296.4,329.7,767.4,810.3,686.1,399.9,721.3,641.5,623.3,753.1,363.6,841.1,332.4,730.3,839.8,604.3,365.9,10.1,661.6,423.9,266.2,766.8,836.1,507.3,863.8,758.3,501.6,703.4,638.4,789.9,274.4,472.0,465.5,287.0,2517.2,872.9,773.4,859.7,680.4,636.7,460.1,783.9,780.0,296.7,863.1,384.5,357.5,142.9,786.2,818.1,474.9,609.5,790.6,861.7,707.6,670.5,771.8,432.6,748.6,437.7,127.9,242.0,869.8,351.8,347.3,149.3,133.5,619.2,485.2,754.0,815.6
IG,1149.0,462.5,1170.2,1142.4,135.3,297.5,501.4,218.1,1132.3,709.7,483.2,179.8,1107.5,592.4,255.0,923.2,340.8,606.5,387.1,1085.5,648.3,1169.7,1080.5,1164.5,1216.8,478.0,157.1,1070.8,289.0,1097.7,446.0,378.8,1001.5,945.7,189.5,1125.8,943.8,502.3,324.1,456.2,1113.9,724.1,1129.5,633.4,980.1,1153.4,1201.7,897.0,253.6,566.6,350.4,1029.3,587.3,446.6,519.6,587.1,411.7,252.0,439.0,907.5,600.0,410.0,664.2,505.2,0.0,1102.8,661.8,523.0,615.2,583.6,791.4,444.1,665.8,120.5,535.0,322.8,469.7,350.0,110.9,775.9,78.7,62.8,418.8,315.7,1104.1,1022.5,1090.4,1245.1,547.4,1181.9,766.0,1109.7,574.4,1166.4,427.2,934.0,557.2,1198.4,354.7,582.0,322.8,975.3,580.2,517.2,529.7,235.8,483.0,1145.5,401.7,160.7,1056.5,357.1,974.8,468.7,631.0,1175.0,618.5,445.9,555.4,939.5,552.2,515.4,377.2,135.8,499.5,1102.0,1171.3,403.9,1200.5,600.3,787.7,419.0,354.0,1125.1,641.3,705.3,485.1,614.1,2541.4,1208.1,489.0,1194.9,1015.6,971.9,449.3,1124.8,1115.2,663.6,1198.3,144.9,560.6,509.8,501.8,1169.6,190.5,961.0,1125.8,1196.9,1042.8,428.0,1107.0,700.0,464.2,671.0,446.7,608.9,1205.0,663.8,633.4,441.3,500.4,334.8,242.7,1089.2,1150.8
IL,479.8,1370.2,384.3,210.5,973.2,1179.8,1265.2,1142.3,200.4,501.6,773.1,1104.0,212.9,721.8,1137.3,240.1,1223.1,1021.3,1269.4,23.3,1014.1,384.8,167.0,251.0,284.9,1241.8,1076.5,432.6,1171.3,184.2,1400.3,1303.0,363.3,389.6,1071.8,212.3,219.5,1498.3,1206.4,1359.1,182.0,853.5,81.5,458.8,341.9,221.5,269.8,497.0,1135.9,689.3,1232.7,391.1,725.5,1370.8,700.0,668.2,1335.9,1134.3,1256.0,184.8,492.3,1209.7,1030.0,752.5,1087.2,0.0,1027.6,699.6,477.3,671.8,462.4,1384.9,763.6,1080.1,715.4,1205.1,1394.7,1274.2,1071.9,420.0,1039.7,1086.0,784.6,1239.9,415.8,159.9,112.2,313.2,1543.4,250.0,429.8,88.1,681.3,497.2,1314.3,157.6,1553.2,266.5,1237.0,1045.8,1205.1,182.9,1135.3,1110.6,710.1,969.5,1376.5,420.4,1288.8,1039.7,500.4,1281.3,336.6,1415.0,1073.3,298.2,510.9,1370.1,1551.4,183.8,1075.6,742.0,1301.4,1063.7,679.9,97.8,239.4,1217.0,287.0,1337.4,537.1,1447.5,1278.2,72.7,1007.1,834.7,1175.2,872.2,1995.1,276.2,1413.2,263.0,169.4,160.2,1169.8,52.3,183.3,1006.4,266.4,963.6,1067.2,875.6,1497.8,380.7,1114.7,322.8,193.9,265.0,161.8,1310.3,65.5,1142.3,1310.0,800.4,808.9,974.7,535.8,1061.5,458.8,807.1,866.2,1259.0,1125.0,175.7,425.7
IO,1084.7,979.3,1105.9,1078.1,563.1,509.2,461.0,656.2,1068.0,645.4,265.3,617.9,1043.2,528.1,612.8,858.9,612.4,217.1,559.1,1021.2,49.4,1105.4,1016.2,1100.2,1152.5,437.6,724.5,1006.5,560.6,1033.4,962.8,895.6,937.2,881.4,617.2,1061.5,879.5,983.0,611.7,936.9,1049.6,659.8,1065.2,569.1,915.8,1089.1,1137.4,832.7,682.3,348.7,622.0,965.0,369.4,963.4,455.3,369.2,928.5,670.9,451.8,843.2,535.7,405.5,33.5,287.3,677.1,1038.5,0.0,458.7,550.9,365.7,727.1,960.9,419.7,594.0,470.7,622.6,986.5,759.3,603.6,711.6,635.8,686.1,245.8,753.8,1039.8,958.2,1026.1,1180.8,1028.1,1117.6,701.7,1045.4,356.5,1102.1,944.0,869.7,1037.9,1134.1,592.3,241.6,622.6,911.0,336.5,306.4,465.4,483.4,999.8,1081.2,918.5,553.6,992.2,837.8,910.5,985.5,269.1,1110.7,554.2,926.6,1036.1,875.2,271.4,297.5,894.0,577.6,435.2,1037.7,1107.0,412.8,1136.2,927.3,723.4,899.7,792.1,1060.8,20.4,641.0,371.0,224.9,2686.2,1143.8,1005.8,1130.6,951.3,907.6,365.6,1060.5,1050.9,202.2,1134.0,553.5,263.0,249.8,982.5,1105.3,628.6,896.7,1061.5,1132.6,978.5,600.0,1042.7,338.1,981.0,606.7,314.9,348.9,1140.7,257.3,569.1,321.0,157.2,772.9,564.0,1024.9,1086.5
IP,769.9,830.7,791.1,768.6,433.7,640.3,754.0,602.8,753.2,330.6,342.5,564.5,728.4,213.3,603.1,544.1,683.6,504.8,729.9,706.4,474.6,790.6,701.4,785.4,843.0,725.3,544.0,691.7,631.8,718.6,860.8,763.5,622.4,566.6,532.3,746.7,564.7,958.8,666.9,840.9,734.8,345.0,755.7,254.3,601.0,774.3,822.6,517.9,596.4,344.5,698.5,650.2,322.5,831.3,42.9,365.0,796.4,594.8,739.5,528.4,220.9,693.2,490.5,321.9,553.0,723.7,488.1,0.0,236.1,361.5,412.3,845.4,286.7,540.6,69.9,665.6,855.2,734.7,532.4,396.8,505.5,546.5,245.1,705.7,725.0,643.4,716.6,866.0,1003.9,802.8,386.9,730.6,352.3,787.3,777.9,560.2,1013.7,819.3,697.5,529.3,665.6,596.2,624.2,594.1,80.3,430.0,837.0,766.4,749.3,500.2,677.4,747.1,595.7,875.5,556.8,801.2,239.4,830.6,1011.9,560.4,559.1,311.4,761.9,524.2,50.1,722.9,792.2,700.5,821.4,803.2,408.6,797.5,738.7,746.0,467.6,326.2,658.7,440.4,2476.0,829.0,873.7,815.8,641.8,592.8,653.3,745.7,736.1,489.9,819.2,424.1,556.0,336.1,958.3,790.5,575.2,581.9,746.7,817.8,663.7,770.8,733.2,625.8,770.5,291.9,269.4,435.2,825.9,545.0,254.3,267.6,326.7,724.8,585.5,715.4,771.7
IS,494.5,892.8,515.7,527.1,495.8,702.4,810.8,664.9,517.0,94.4,342.0,626.6,492.2,244.4,659.9,307.9,745.7,566.9,792.0,464.1,536.7,515.2,465.2,549.2,601.5,787.4,599.1,455.5,693.9,482.4,922.9,825.6,386.2,291.2,594.4,510.5,328.5,1020.9,729.0,881.7,498.6,376.1,514.2,18.1,364.8,538.1,586.4,274.5,658.5,344.0,755.3,414.0,322.0,893.4,222.6,364.5,858.5,656.9,801.6,292.2,14.9,755.3,552.6,321.4,609.8,487.5,550.2,222.2,0.0,361.0,168.9,907.5,286.2,602.7,238.0,727.7,917.3,796.8,594.5,153.4,562.3,608.6,307.2,762.5,488.8,407.2,475.1,629.8,1066.0,566.6,143.5,494.4,351.8,511.9,836.9,318.7,1075.8,583.1,759.6,591.4,727.7,360.0,680.9,656.2,232.7,492.1,899.1,491.0,811.4,562.3,402.0,803.9,359.5,937.6,618.9,521.8,33.5,892.7,1074.0,324.2,621.2,310.9,824.0,586.3,202.5,486.7,556.0,762.6,585.2,860.0,165.2,970.1,800.8,509.8,529.7,357.3,720.8,502.5,2166.4,592.8,935.8,579.6,400.3,356.6,715.4,503.8,499.9,552.0,583.0,486.2,612.8,398.2,1020.4,554.3,637.3,345.7,510.5,593.0,427.5,832.9,491.7,687.9,832.6,323.0,331.5,497.3,550.5,607.1,18.1,329.7,388.8,781.6,647.6,473.9,496.3
JB,735.4,827.6,756.6,728.8,474.8,620.7,601.6,583.2,718.7,445.5,101.2,544.9,693.9,439.8,578.2,493.3,664.0,357.7,699.7,665.8,402.9,756.1,666.9,734.7,803.2,578.2,644.5,640.9,612.2,684.1,811.1,743.9,571.6,532.1,512.7,712.2,513.9,867.4,647.3,800.0,700.3,571.5,715.9,369.2,550.2,739.8,788.1,632.8,576.8,17.4,673.6,599.4,53.6,811.7,367.0,3.5,776.8,575.2,592.4,493.9,335.8,546.1,418.8,80.6,640.6,689.2,416.4,366.6,351.0,0.0,527.2,809.2,151.4,521.0,382.4,646.0,834.8,715.1,530.6,511.7,562.8,613.1,157.5,680.8,674.2,608.9,676.8,831.5,912.5,768.3,501.8,696.1,9.4,752.8,792.3,520.4,922.3,784.8,677.9,382.2,646.0,561.7,471.7,447.0,377.1,410.4,848.1,731.9,766.8,480.6,642.9,722.2,544.9,833.8,409.7,762.7,354.3,811.0,920.5,525.9,412.0,70.1,742.3,504.6,346.9,688.4,757.7,553.4,785.4,839.0,523.5,784.1,719.1,711.5,395.9,552.7,511.6,208.6,2425.2,794.5,854.1,781.3,602.0,558.3,506.2,705.5,701.6,342.8,784.7,465.2,403.6,246.4,866.9,739.7,555.6,531.1,712.2,783.3,629.2,740.6,693.4,478.7,829.3,518.4,208.6,290.9,791.4,397.9,369.2,230.0,214.2,699.9,565.9,675.6,737.2
JC,369.9,1079.1,391.1,508.3,682.1,888.7,997.1,851.2,498.2,293.5,528.3,812.9,473.4,430.7,846.2,361.7,932.0,753.2,978.3,445.3,723.0,390.6,446.4,530.4,475.5,973.7,785.4,554.2,880.2,463.6,1109.2,1011.9,484.9,166.6,780.7,491.7,341.1,1207.2,915.3,1068.0,479.8,562.4,495.4,217.2,463.5,472.9,567.6,149.9,844.8,530.3,941.6,512.7,508.3,1079.7,408.9,550.8,1044.8,843.2,987.9,273.4,201.2,941.6,738.9,507.7,796.1,468.7,736.5,408.5,199.0,547.3,0.0,1093.8,472.5,789.0,424.3,914.0,1103.6,983.1,780.8,28.8,748.6,794.9,493.5,948.8,592.9,388.4,456.3,520.4,1252.3,500.4,31.7,475.6,538.1,387.3,1023.2,299.9,1262.1,516.9,945.9,777.7,914.0,341.2,867.2,842.5,419.0,678.4,1085.4,366.4,997.7,748.6,277.4,990.2,458.2,1123.9,805.2,397.2,219.8,1079.0,1260.3,305.4,807.5,497.2,1010.3,772.6,388.8,467.9,541.2,948.9,566.4,1046.3,139.0,1156.4,987.1,491.0,716.0,543.6,907.1,688.8,2041.8,511.5,1122.1,524.5,381.5,337.8,901.7,485.0,481.1,738.3,564.2,672.5,799.1,584.5,1206.7,653.0,823.6,444.4,491.7,468.4,408.7,1019.2,472.9,874.2,1018.9,509.3,517.8,683.6,425.9,793.4,217.2,516.0,575.1,967.9,833.9,455.1,371.7
JF,1344.2,18.4,1256.6,1420.8,415.7,428.6,625.0,297.7,1410.7,988.1,683.9,259.4,1385.9,870.8,386.1,1201.6,453.6,730.1,518.2,1357.8,845.5,1256.1,1358.9,1442.9,1319.1,601.6,430.5,1349.2,420.1,1376.1,72.8,71.0,1279.9,1224.1,320.6,1404.2,1222.2,199.5,455.2,132.1,1392.3,1002.5,1407.9,911.8,1258.5,1316.5,1459.4,1175.4,384.7,767.3,481.5,1307.7,788.0,185.2,798.0,787.8,150.3,383.1,562.6,1185.9,878.4,533.6,861.4,705.9,426.6,1381.2,859.0,797.6,893.6,784.3,1069.8,0.0,838.3,307.0,813.4,453.9,49.8,171.5,316.6,1054.3,348.8,399.1,616.0,259.2,1382.5,1300.9,1368.8,1364.0,244.6,1344.0,1044.4,1388.1,775.1,1361.6,140.6,1212.4,254.4,1360.5,485.8,705.6,453.9,1253.7,698.4,640.8,808.1,366.9,30.8,1284.8,115.1,291.8,1334.9,178.6,1253.2,48.8,754.6,1240.8,896.9,143.1,252.6,1217.9,675.8,716.1,149.7,290.6,777.9,1380.4,1384.8,527.5,1478.9,134.2,1066.1,62.5,297.5,1403.5,838.5,983.7,608.7,811.3,2394.3,1355.1,261.5,1368.1,1294.0,1250.3,572.9,1397.5,1393.6,813.6,1399.9,425.3,684.2,707.0,199.0,1448.0,270.1,1239.4,1343.2,1312.0,1321.2,559.1,1385.4,823.6,211.6,949.4,577.8,806.1,1400.2,787.4,911.8,596.0,697.6,278.3,373.8,1367.6,1290.1
JG,824.8,896.4,846.0,818.2,543.6,689.5,705.0,652.0,808.1,385.5,170.0,613.7,783.3,389.0,647.0,599.0,732.8,461.1,779.1,755.2,430.9,845.5,756.3,840.3,892.6,681.6,713.3,746.6,681.0,773.5,879.9,812.7,677.3,621.5,581.5,801.6,619.6,936.2,716.1,868.8,789.7,520.7,805.3,309.2,655.9,829.2,877.5,572.8,645.6,122.4,742.4,705.1,79.7,880.5,435.8,142.9,845.6,644.0,695.8,583.3,275.8,649.5,446.8,149.4,709.4,778.6,444.4,435.4,291.0,139.4,467.2,878.0,0.0,589.8,451.2,714.8,903.6,783.9,599.4,451.7,631.6,681.9,226.3,749.6,779.9,698.3,766.2,920.9,981.3,857.7,441.8,785.5,130.2,842.2,861.1,609.8,991.1,874.2,746.7,485.6,714.8,651.1,575.1,550.4,445.9,479.2,916.9,821.3,835.6,549.4,732.3,791.0,650.6,902.6,513.1,852.1,294.3,879.8,989.3,615.3,515.4,138.9,811.1,573.4,415.7,777.8,847.1,656.8,876.3,907.8,463.5,852.9,787.9,800.9,423.9,501.9,615.0,348.1,2530.9,883.9,922.9,870.7,691.4,647.7,609.6,794.9,791.0,446.2,874.1,534.0,507.0,292.4,935.7,845.4,624.4,636.8,801.6,872.7,718.6,820.0,782.8,582.1,898.1,467.6,277.4,391.5,880.8,501.3,309.2,298.8,283.0,768.7,634.7,765.0,826.6
JI,1122.3,341.9,1143.5,1115.7,108.6,176.9,380.8,97.5,1105.6,683.0,432.2,59.2,1080.8,565.7,134.4,896.5,220.2,485.9,266.5,1052.7,593.8,1143.0,1053.8,1137.8,1190.1,357.4,123.4,1044.1,168.4,1071.0,325.4,258.2,974.8,919.0,68.9,1099.1,917.1,381.7,203.5,314.3,1087.2,697.4,1102.8,606.7,953.4,1126.7,1175.0,870.3,133.0,515.6,229.8,1002.6,536.3,326.0,492.9,536.1,291.1,131.4,318.4,880.8,573.3,289.4,609.7,454.2,119.5,1076.1,607.3,492.5,588.5,532.6,764.7,323.5,586.6,0.0,508.3,202.2,349.1,229.4,9.6,749.2,41.7,92.0,364.3,195.1,1077.4,995.8,1063.7,1218.4,426.8,1155.2,739.3,1083.0,523.4,1139.7,306.6,907.3,436.6,1171.7,234.1,461.4,202.2,948.6,454.2,396.6,503.0,115.2,362.4,1118.8,281.1,40.1,1029.8,236.5,948.1,348.1,510.4,1149.6,591.8,325.3,434.8,912.8,431.6,464.4,256.6,15.2,472.8,1075.3,1144.6,283.3,1173.8,479.7,761.0,298.4,233.4,1098.4,586.8,678.6,364.5,559.6,2514.7,1181.4,368.4,1168.2,988.9,945.2,328.7,1092.4,1088.5,569.4,1171.6,118.2,440.0,455.3,381.2,1142.9,69.9,934.3,1099.1,1170.2,1016.1,307.4,1080.3,579.4,343.6,644.3,326.1,554.4,1178.3,543.2,606.7,344.3,445.9,214.2,122.1,1062.5,1124.1
JM,760.4,821.2,781.6,753.8,424.2,630.8,739.2,593.3,743.7,321.1,333.0,555.0,718.9,203.8,588.3,534.6,674.1,495.3,720.4,690.8,465.1,781.1,691.9,775.9,828.2,715.8,527.5,682.2,622.3,709.1,851.3,754.0,612.9,557.1,522.8,737.2,555.2,949.3,657.4,810.1,725.3,335.5,740.9,244.8,591.5,764.8,813.1,508.4,586.9,335.0,683.7,640.7,313.0,821.8,36.9,355.5,786.9,585.3,730.0,518.9,211.4,683.7,481.0,312.4,538.2,714.2,478.6,80.3,226.6,352.0,402.8,835.9,277.2,531.1,0.0,656.1,845.7,725.2,522.9,387.3,490.7,537.0,235.6,690.9,715.5,633.9,701.8,856.5,994.4,793.3,377.4,721.1,342.8,777.8,765.3,545.4,1004.2,809.8,688.0,519.8,656.1,586.7,609.3,584.6,65.0,420.5,827.5,756.9,739.8,490.7,667.9,732.3,586.2,866.0,547.3,787.7,229.9,821.1,1002.4,550.9,549.6,301.9,752.4,514.7,31.5,713.4,782.7,691.0,811.9,788.4,399.1,898.5,729.2,736.5,458.1,316.7,649.2,430.9,2466.5,819.5,864.2,806.3,627.0,583.3,643.8,730.5,726.6,480.4,809.7,414.6,541.2,326.6,948.8,781.0,565.7,572.4,737.2,808.3,654.2,761.3,718.4,616.3,761.0,282.4,259.9,425.7,816.4,535.5,244.8,258.1,317.2,710.0,576.0,700.6,762.2
JP,1274.9,508.2,1296.1,1268.3,310.3,133.9,337.8,263.8,1258.2,835.6,536.6,225.5,1233.4,718.3,122.4,1049.1,177.2,442.9,223.5,1211.4,625.7,1295.6,1206.4,1290.4,1342.7,314.4,332.1,1196.7,125.4,1223.6,491.7,424.5,1127.4,1071.6,132.4,1251.7,1069.7,548.0,160.5,501.9,1239.8,850.0,1255.4,759.3,1106.0,1279.3,1327.6,1022.9,197.5,620.0,186.8,1155.2,640.7,492.3,645.5,640.5,457.4,186.1,275.4,1033.4,725.9,246.4,641.6,558.6,321.2,1228.7,639.2,648.9,741.1,637.0,917.3,489.8,691.0,201.6,660.9,0.0,515.4,450.5,211.2,901.8,243.4,293.7,468.7,361.4,1230.0,1148.4,1216.3,1371.0,593.1,1307.8,891.9,1235.6,627.8,1292.3,472.9,1059.9,602.9,1324.3,191.1,418.4,0.0,1101.2,416.6,353.6,655.6,219.6,528.7,1271.4,447.4,161.2,1182.4,402.8,1100.7,514.4,467.4,1300.9,744.4,491.6,601.1,1065.4,388.6,568.8,422.9,185.2,625.4,1227.9,1297.2,240.3,1326.4,646.0,913.6,464.7,399.7,1251.0,618.7,831.2,321.5,568.3,2728.7,1334.0,534.7,1320.8,1141.5,1097.8,285.7,1250.7,1241.1,526.4,1324.2,319.9,397.0,559.7,547.5,1295.5,236.2,1086.9,1251.7,1322.8,1168.7,264.4,1232.9,536.4,509.9,796.9,430.5,658.8,1330.9,500.2,759.3,448.7,550.3,380.5,80.6,1215.1,1276.7
JR,1362.8,75.9,1275.2,1410.8,451.7,464.6,661.0,333.7,1400.7,978.1,719.9,295.4,1375.9,860.8,422.1,1191.6,489.6,766.1,554.2,1347.8,881.5,1274.7,1348.9,1432.9,1337.7,637.6,466.5,1339.2,456.1,1366.1,106.6,98.1,1269.9,1214.1,356.6,1394.2,1212.2,206.3,491.2,159.2,1382.3,992.5,1397.9,901.8,1248.5,1335.1,1478.0,1165.4,420.7,803.3,517.5,1297.7,824.0,221.2,788.0,823.8,186.3,419.1,598.6,1175.9,868.4,569.6,897.4,741.9,462.6,1371.2,895.0,787.6,883.6,820.3,1059.8,57.5,874.3,343.0,803.4,489.9,0.0,207.5,352.6,1044.3,384.8,435.1,652.0,295.2,1372.5,1290.9,1358.8,1382.6,251.4,1362.6,1034.4,1378.1,811.1,1380.2,142.7,1202.4,261.2,1379.1,521.8,741.6,489.9,1243.7,734.4,676.8,798.1,402.9,20.8,1303.4,117.2,327.8,1324.9,161.6,1243.2,20.2,790.6,1259.4,886.9,170.2,259.4,1207.9,711.8,752.1,185.7,326.6,767.9,1370.4,1403.4,563.5,1468.9,133.3,1056.1,89.6,333.5,1393.5,874.5,973.7,644.7,847.3,2412.9,1373.7,297.5,1386.7,1284.0,1240.3,608.9,1387.5,1383.6,849.6,1418.5,461.3,720.2,743.0,205.8,1438.0,306.1,1229.4,1361.8,1330.6,1311.2,595.1,1375.4,859.6,210.7,939.4,613.8,842.1,1418.8,823.4,901.8,632.0,733.6,314.3,409.8,1357.6,1308.7
JT,1390.3,219.9,1302.7,1338.7,331.6,344.5,453.4,213.6,1328.6,906.0,599.8,175.3,1303.8,788.7,302.0,1119.5,282.0,558.5,434.1,1275.7,761.4,1302.2,1276.8,1360.8,1365.2,430.0,346.4,1267.1,336.0,1294.0,203.4,136.2,1197.8,1142.0,236.5,1322.1,1140.1,223.6,371.1,156.2,1310.2,920.4,1325.8,829.7,1176.4,1349.7,1398.0,1093.3,300.6,683.2,397.4,1225.6,703.9,204.0,715.9,703.7,169.1,299.0,391.0,1103.8,796.3,362.0,777.3,621.8,342.5,1299.1,774.9,715.5,811.5,700.2,987.7,201.5,754.2,222.9,731.3,369.8,227.1,0.0,232.5,972.2,264.7,315.0,531.9,175.1,1300.4,1218.8,1286.7,1441.4,268.7,1378.2,962.3,1306.0,691.0,1407.7,184.6,1130.3,278.5,1394.7,401.7,534.0,369.8,1171.6,526.8,469.2,726.0,282.8,240.4,1330.9,159.1,207.7,1252.8,78.4,1171.1,226.1,583.0,1286.9,814.8,167.2,276.7,1135.8,504.2,632.0,134.6,206.5,695.8,1298.3,1367.6,355.9,1396.8,291.0,984.0,140.3,213.4,1321.4,754.4,901.6,437.1,727.2,2440.4,1404.4,246.4,1391.2,1211.9,1168.2,401.3,1315.4,1311.5,642.0,1394.6,341.2,512.6,622.9,223.1,1365.9,186.0,1157.3,1322.1,1358.1,1239.1,475.0,1303.3,652.0,221.6,867.3,493.7,722.0,1446.3,615.8,829.7,511.9,613.5,194.2,289.7,1285.5,1336.2
JV,1112.7,351.5,1133.9,1106.1,99.0,186.5,390.4,107.1,1096.0,673.4,441.8,68.8,1071.2,556.1,144.0,886.9,229.8,495.5,276.1,1043.1,603.4,1133.4,1044.2,1128.2,1180.5,367.0,113.8,1034.5,178.0,1061.4,335.0,267.8,965.2,909.4,78.5,1089.5,907.5,391.3,213.1,323.9,1077.6,687.8,1093.2,597.1,943.8,1117.1,1165.4,860.7,142.6,525.2,239.4,993.0,545.9,335.6,483.3,545.7,300.7,141.0,328.0,871.2,563.7,299.0,619.3,463.8,109.9,1066.5,616.9,482.9,578.9,542.2,755.1,333.1,596.2,9.6,498.7,211.8,358.7,239.0,0.0,739.6,32.1,82.4,373.9,204.7,1067.8,986.2,1054.1,1208.8,436.4,1145.6,729.7,1073.4,533.0,1130.1,316.2,897.7,446.2,1162.1,243.7,471.0,211.8,939.0,463.8,406.2,493.4,124.8,372.0,1109.2,290.7,49.7,1020.2,246.1,938.5,357.7,520.0,1140.0,582.2,334.9,444.4,903.2,441.2,474.0,266.2,24.8,463.2,1065.7,1135.0,292.9,1164.2,489.3,751.4,308.0,243.0,1088.8,596.4,669.0,374.1,569.2,2505.1,1171.8,378.0,1158.6,979.3,935.6,338.3,1082.8,1078.9,579.0,1162.0,108.6,449.6,464.9,390.8,1133.3,79.5,924.7,1089.5,1160.6,1006.5,317.0,1070.7,589.0,353.2,634.7,335.7,564.0,1168.7,552.8,597.1,353.9,455.5,223.8,131.7,1052.9,1114.5
