from_stop,AG,AH,AI,AL,AR,AT,AY,BA,BF,BH,BK,BO,BS,BX,BY,CG,CJ,CK,CM,CN,CQ,CU,CX,DH,EA,FU,FV,GD,GG,GK,GO,GP,GS,HE,HF,HI,HJ,HM,HS,HW,HZ,IM,IU,IV,IY,IZ,JA,JP,JR,JZ,KM,KN,KR,KY,LA,LD,LE,LR,LZ,MD,MF,MI,ML,MM,MN,MO,MR,MW,NC,NF,NI,NK,NL,NO,NP,NW,OF,OK,OS,OT,OU,OV,OY,PA,PC,PD,PG,PP,PQ,QC,QF,QI,QL,QR,QS,QX,RE,RO,RP,RS,RW,SH,SJ,TE,TF,TL,TM,TT,UI,UM,UU,UV,UW,VB,VC,VD,VE,VI,VN,WC,WD,WJ,WQ,XM,XR,XS,YF,YJ,YN,YR,YW,ZF,ZG,ZK,ZL,ZY
QX,283.6,702.5,572.8,335.6,838.4,407.4,993.0,516.0,616.8,264.7,1005.8,265.3,327.5,291.1,377.6,323.7,446.7,295.9,630.8,416.7,465.7,778.1,586.0,507.2,600.1,379.4,519.1,688.2,426.1,738.6,375.4,460.3,456.5,758.6,504.7,715.0,524.0,305.6,375.7,461.1,447.8,598.2,572.2,126.7,209.5,2591.1,390.7,464.4,297.6,108.1,610.3,286.6,173.1,321.7,951.4,629.3,614.3,672.5,136.7,597.2,440.2,493.7,554.2,319.7,319.8,564.0,1037.0,610.6,454.3,633.0,453.6,499.6,460.1,432.1,476.0,214.8,320.8,366.6,399.1,368.3,51.1,353.8,571.3,603.2,343.7,151.3,526.3,398.0,670.3,761.8,358.3,884.4,430.3,41.7,168.6,0.0,376.2,360.1,427.8,603.9,537.5,745.2,544.5,996.7,731.1,333.1,133.7,676.8,161.7,250.4,423.0,988.1,572.7,747.6,311.2,16.0,274.7,871.6,298.8,576.5,326.0,500.8,357.7,1065.4,384.1,514.4,792.6,1506.7,525.3,392.3,376.7,316.4,764.8,411.8,149.4,993.7
RE,463.0,842.3,490.2,515.0,945.9,586.8,1132.8,431.2,756.6,444.1,1145.6,110.4,129.5,470.5,557.0,52.4,361.9,475.3,610.2,40.4,645.1,957.5,435.0,422.4,779.5,3.1,818.9,615.2,49.8,878.4,177.4,639.7,635.9,898.4,832.4,854.8,439.2,107.6,290.9,376.3,627.2,738.0,421.2,405.5,388.9,2644.4,570.1,643.8,477.0,412.9,450.9,466.0,352.5,501.1,1091.2,546.7,531.7,522.1,348.1,457.4,355.4,408.9,469.4,499.1,142.2,481.4,1176.8,528.0,369.5,812.4,368.8,414.8,639.5,611.5,391.2,394.2,158.9,546.0,578.5,547.7,401.6,269.0,420.3,474.9,145.7,330.7,441.5,577.4,849.7,869.3,537.7,991.9,345.5,364.5,377.4,367.6,0.0,57.1,343.0,452.9,452.7,862.4,459.7,1136.5,870.9,207.0,417.1,856.2,373.1,429.8,63.8,1127.9,680.2,855.1,490.6,365.6,454.1,1011.4,478.2,493.9,505.4,680.2,537.1,1205.2,186.1,429.6,900.1,1560.0,440.5,63.6,556.1,495.8,904.6,591.2,360.8,1133.5
RO,456.9,836.2,484.1,508.9,939.8,580.7,1126.7,425.1,750.5,438.0,1139.5,104.3,169.6,464.4,550.9,92.5,355.8,469.2,604.1,59.0,639.0,951.4,428.9,416.3,773.4,60.3,812.8,609.1,106.8,872.3,217.5,633.6,629.8,892.3,826.3,848.7,433.1,147.7,284.8,370.2,621.1,731.9,415.1,399.4,382.8,2638.3,564.0,637.7,470.9,406.8,444.8,459.9,346.4,495.0,1085.1,540.6,525.6,516.0,342.0,451.3,349.3,402.8,463.3,493.0,136.1,475.3,1170.7,521.9,363.4,806.3,362.7,408.7,633.4,605.4,385.1,388.1,152.8,539.9,572.4,541.6,395.5,262.9,414.2,468.8,185.8,324.6,435.4,571.3,843.6,863.2,531.6,985.8,339.4,358.4,371.3,361.5,57.1,0.0,336.9,446.8,446.6,856.3,453.6,1130.4,864.8,203.9,411.0,850.1,367.0,423.7,85.9,1121.8,674.1,849.0,484.5,359.5,448.0,1005.3,472.1,487.8,499.3,674.1,531.0,1199.1,226.2,423.5,894.0,1553.9,434.4,32.1,550.0,489.7,898.5,585.1,354.7,1127.4
RP,468.8,846.6,217.1,520.8,982.5,520.7,1137.1,88.1,760.9,398.9,1149.9,225.5,282.8,424.6,562.8,283.9,88.8,481.1,337.1,376.9,650.9,963.3,161.9,79.3,785.3,339.6,704.3,342.1,386.3,882.7,316.0,645.5,641.7,902.7,689.9,859.1,166.1,265.8,137.1,103.2,633.0,742.3,148.1,470.5,453.9,2648.7,575.9,649.6,434.8,477.9,177.8,435.0,417.5,435.0,1095.5,273.6,258.6,249.0,413.1,184.3,12.3,135.8,124.9,504.9,231.2,208.3,1181.1,254.9,96.4,818.2,95.7,78.0,573.4,617.3,118.1,459.2,214.5,425.0,512.4,553.5,466.6,86.1,147.2,201.8,243.1,395.7,168.4,511.3,855.5,905.9,471.6,1028.5,72.4,429.5,442.4,432.6,336.4,320.3,0.0,179.8,179.6,889.3,115.9,1140.8,875.2,226.8,482.1,862.0,438.1,494.8,383.2,1132.2,716.8,891.7,428.1,430.6,423.1,1015.7,432.3,220.8,397.3,686.0,471.0,1209.5,324.7,86.5,936.7,1564.3,167.4,352.5,430.7,343.4,908.9,525.1,425.8,1137.8
RS,423.9,929.9,139.4,475.9,1065.8,475.8,1220.4,201.0,844.2,354.0,1233.2,308.8,366.1,379.7,517.9,367.2,73.0,436.2,219.3,460.2,606.0,918.4,43.7,233.0,740.4,422.9,659.4,297.2,469.6,966.0,399.3,600.6,596.8,986.0,645.0,942.4,19.1,349.1,220.4,130.9,588.1,825.6,21.3,553.8,537.2,2732.0,531.0,604.7,389.9,561.2,6.3,390.1,500.8,390.1,1178.8,222.1,213.7,186.1,496.4,121.4,185.6,72.9,191.3,460.0,314.5,120.8,1264.4,210.0,65.8,773.3,153.0,166.8,528.5,572.4,77.6,542.5,297.8,380.1,467.5,508.6,549.9,169.4,49.0,138.9,326.4,479.0,105.5,466.4,810.6,989.2,426.7,1111.8,92.4,512.8,525.7,515.9,419.7,403.6,173.2,0.0,116.7,972.6,208.4,1224.1,958.5,310.1,565.4,817.1,521.4,578.1,466.5,1215.5,800.1,975.0,383.2,513.9,378.2,1099.0,387.4,175.9,352.4,641.1,426.1,1292.8,408.0,239.0,1020.0,1485.7,104.5,435.8,385.8,298.5,992.2,480.2,509.1,1221.1
RW,408.4,827.3,31.9,460.4,963.2,460.3,1117.8,84.2,741.6,338.5,1130.6,337.7,395.0,364.2,502.4,396.1,114.9,420.7,111.8,489.1,590.5,902.9,127.4,116.2,724.9,451.8,643.9,142.6,498.5,863.4,428.2,585.1,581.3,883.4,629.5,839.8,174.2,378.0,249.3,192.0,572.6,723.0,113.6,582.7,404.7,2715.9,515.5,589.2,374.4,590.1,185.9,374.6,441.5,374.6,1076.2,128.3,113.3,96.6,525.3,13.9,149.4,57.8,74.5,444.5,343.4,113.6,1161.8,109.6,122.5,757.8,181.9,102.3,513.0,556.9,126.2,450.3,326.7,364.6,452.0,493.1,578.8,198.3,112.7,127.0,355.3,507.9,93.6,450.9,795.1,886.6,411.2,1009.2,121.3,541.7,554.6,544.8,448.6,432.5,162.0,145.3,0.0,870.0,91.6,1121.5,855.9,339.0,594.3,801.6,550.3,500.2,495.4,1112.9,697.5,872.4,367.7,542.8,362.7,996.4,371.9,75.5,336.9,625.6,410.6,1190.2,436.9,122.2,917.4,1448.7,74.1,464.7,370.3,283.0,889.6,464.7,538.0,1118.5
SH,464.8,61.3,853.9,556.6,212.8,688.5,296.9,973.8,129.2,545.8,310.0,772.9,835.1,572.2,478.7,831.3,843.1,516.9,911.9,924.3,430.5,411.6,867.1,979.5,622.1,887.0,460.0,969.3,933.7,5.4,883.0,720.2,487.7,62.8,460.5,173.9,904.2,813.2,848.0,901.0,412.6,147.8,853.3,824.1,541.0,2190.8,605.5,429.2,578.7,831.5,891.4,570.3,577.8,602.8,255.6,910.4,895.4,953.6,766.7,878.3,912.5,861.0,964.1,540.7,827.4,845.1,341.2,891.7,835.9,702.2,923.1,971.9,741.2,319.2,885.4,586.6,828.4,647.7,680.2,381.9,820.2,826.1,852.4,884.3,851.3,599.6,910.1,679.1,678.5,136.2,639.4,258.8,862.5,783.1,796.0,786.2,883.8,867.7,900.1,885.0,889.5,0.0,981.2,300.9,11.7,840.7,835.7,698.8,791.7,636.5,930.6,292.3,167.1,122.0,592.3,784.2,555.8,175.8,579.9,857.6,610.8,536.8,638.8,369.6,892.7,986.7,167.0,868.3,926.0,899.9,657.8,594.2,125.5,692.9,779.4,297.9
SJ,515.9,934.8,129.7,567.9,1070.7,567.8,1225.3,82.6,849.1,446.0,1238.1,355.5,412.8,471.7,609.9,413.9,135.9,528.2,209.6,506.9,698.0,1010.4,210.3,114.6,832.4,469.6,759.9,240.4,516.3,970.9,446.0,692.6,688.8,990.9,737.0,947.3,195.2,395.8,267.1,213.0,680.1,830.5,235.5,600.5,512.2,2778.7,623.0,696.7,481.9,607.9,206.9,482.1,547.5,482.1,1183.7,226.1,211.1,194.4,543.1,111.7,147.8,163.9,76.7,552.0,361.2,255.4,1269.3,207.4,143.5,865.3,202.9,59.0,620.5,664.4,147.2,589.2,344.5,472.1,559.5,600.6,596.6,216.1,225.0,182.4,373.1,525.7,149.0,558.4,902.6,994.1,518.7,1116.7,142.3,559.5,572.4,562.6,466.4,450.3,129.9,214.1,97.7,977.5,0.0,1229.0,963.4,356.8,612.1,909.1,568.1,624.8,513.2,1220.4,805.0,979.9,475.2,560.6,470.2,1103.9,479.4,173.3,440.7,733.1,518.1,1297.7,455.7,120.6,1024.9,1546.5,214.5,482.5,477.8,393.8,997.1,572.2,555.8,1226.0
TE,740.9,285.5,1130.0,832.7,519.2,964.6,35.9,1249.9,384.3,821.9,251.7,1079.3,1141.5,848.3,754.8,1137.7,1119.2,793.0,1188.0,1230.7,706.6,717.9,1143.2,1281.9,898.2,1193.4,736.1,1245.4,1240.1,298.6,1189.4,940.1,763.8,231.2,736.6,429.0,1180.3,1119.6,1129.8,1177.1,688.7,402.9,1129.4,1100.2,817.1,2081.6,881.6,705.3,854.8,1107.6,1167.5,843.8,853.9,878.9,51.0,1186.5,1171.5,1229.7,1042.8,1154.4,1194.3,1137.1,1240.2,816.8,1133.8,1121.2,155.9,1167.8,1112.0,934.1,1199.2,1253.7,1017.3,595.3,1161.5,862.7,1134.8,923.8,956.3,658.0,1096.3,1107.9,1128.5,1160.4,1157.7,875.7,1186.2,955.2,819.0,442.6,915.5,565.2,1138.6,1059.2,1072.1,1062.3,1190.2,1174.1,1181.9,1161.1,1165.6,305.2,1257.3,0.0,291.1,1147.1,1111.8,990.8,1067.8,912.6,1237.0,7.2,473.5,428.4,868.4,1060.3,831.9,119.3,856.0,1133.7,886.9,812.9,914.9,311.3,1198.4,1287.9,473.4,824.7,1202.1,1206.3,933.9,873.6,431.9,969.0,1055.5,112.6
TF,480.0,49.5,869.1,571.8,228.0,703.7,285.4,989.0,144.4,561.0,298.2,788.1,850.3,587.4,494.8,846.5,858.3,532.1,927.1,939.5,445.7,426.8,882.3,994.7,637.3,902.2,462.2,984.5,948.9,7.5,898.2,735.4,502.9,51.0,475.7,189.1,919.4,828.4,863.2,916.2,427.8,163.0,868.5,839.3,556.2,2128.1,620.7,444.4,593.9,846.7,906.6,582.9,593.0,618.0,243.8,925.6,910.6,968.8,781.9,893.5,927.7,876.2,979.3,555.9,842.6,860.3,329.4,906.9,851.1,717.4,938.3,987.1,756.4,334.4,900.6,601.8,843.6,662.9,695.4,397.1,835.4,841.3,867.6,899.5,866.5,614.8,925.3,694.3,693.7,151.4,654.6,274.0,877.7,798.3,811.2,801.4,899.0,882.9,915.3,900.2,904.7,14.0,996.4,289.1,0.0,855.9,850.9,714.0,806.9,651.7,945.8,280.5,182.3,137.2,607.5,799.4,571.0,164.0,595.1,872.8,622.3,552.0,654.0,357.8,906.9,1001.9,182.2,856.5,941.2,915.1,673.0,612.7,140.7,708.1,794.6,286.1
TL,431.2,810.5,391.9,483.2,914.1,555.0,1100.7,332.9,724.8,412.3,1113.8,128.7,100.9,438.7,524.3,147.3,263.6,443.5,511.9,240.3,613.3,925.7,336.7,324.1,747.7,203.0,800.1,516.9,249.7,846.6,134.1,607.9,604.1,866.6,800.6,823.0,340.9,100.3,192.6,278.0,595.4,706.2,322.9,373.7,357.1,2612.6,538.3,612.0,445.2,381.1,352.6,434.2,320.7,469.3,1059.4,448.4,433.4,423.8,316.3,359.1,257.1,310.6,371.1,467.3,67.7,383.1,1145.0,429.7,271.2,780.6,270.5,316.5,607.7,579.7,292.9,362.4,51.0,514.2,546.7,515.9,369.8,170.7,322.0,376.6,61.2,298.9,343.2,545.6,817.9,837.5,505.9,960.1,247.2,332.7,345.6,335.8,199.8,184.3,244.7,354.6,354.4,830.6,361.4,1104.7,839.1,0.0,385.3,824.4,341.3,398.0,246.6,1096.1,648.4,823.3,458.8,333.8,422.3,979.6,446.4,395.6,477.3,648.4,505.3,1173.4,143.8,331.3,868.3,1528.2,342.2,216.5,524.3,464.0,872.8,559.4,329.0,1101.7
TM,354.1,773.0,643.3,406.1,908.9,477.9,1063.2,586.5,687.3,335.2,1076.3,335.8,398.0,361.6,448.1,394.2,517.2,366.4,701.3,487.2,536.2,848.6,656.5,577.7,670.6,449.9,589.6,758.7,496.6,809.1,445.9,530.8,527.0,829.1,575.2,785.5,594.5,376.1,446.2,531.6,518.3,668.7,642.7,64.4,280.0,2661.6,461.2,534.9,368.1,93.2,680.8,357.1,243.6,392.2,1021.9,699.8,684.8,743.0,117.1,667.7,510.7,564.2,624.7,390.2,390.3,634.5,1107.5,681.1,524.8,703.5,524.1,570.1,530.6,502.6,546.5,285.3,391.3,437.1,469.6,438.8,135.0,424.3,641.8,673.7,414.2,221.8,596.8,468.5,740.8,832.3,428.8,954.9,500.8,107.9,106.3,114.9,446.7,430.6,498.3,674.4,608.0,815.7,615.0,1067.2,801.6,403.6,0.0,747.3,93.8,320.9,493.5,1058.6,643.2,818.1,381.7,99.0,345.2,942.1,369.3,647.0,400.2,571.3,428.2,1135.9,454.9,584.9,863.1,1577.2,595.8,462.8,447.2,386.9,835.3,482.3,112.3,1064.2
TT,411.8,665.1,801.1,496.7,471.2,533.4,955.6,921.0,579.4,485.9,746.0,777.7,839.9,512.3,470.2,836.1,818.0,457.0,781.9,929.1,444.7,258.4,842.0,953.0,91.2,891.8,268.5,786.9,938.5,701.2,887.8,210.0,423.8,721.2,254.1,677.6,879.1,818.0,965.4,875.9,426.8,560.8,828.2,764.2,481.1,2250.8,374.8,443.4,637.7,771.6,866.3,507.8,517.9,614.5,914.0,889.2,874.2,932.4,706.8,825.5,930.6,865.3,911.3,480.8,832.2,823.9,999.6,870.5,810.8,46.8,898.0,939.1,667.0,411.1,860.3,526.7,833.2,652.9,606.0,347.3,760.3,866.2,827.3,831.5,856.1,539.7,857.3,542.8,171.8,547.5,635.2,573.4,837.4,723.2,736.1,726.3,888.6,872.5,918.2,859.9,836.7,707.8,928.4,959.3,693.7,845.5,775.8,0.0,731.8,576.6,935.4,950.7,535.3,710.2,532.4,724.3,495.9,834.2,520.0,836.4,665.9,308.2,583.8,1028.0,896.5,959.0,517.4,1006.6,873.2,904.7,684.3,537.6,727.4,618.7,719.5,956.3
UI,304.7,723.6,593.9,356.7,859.5,428.5,1014.1,537.1,637.9,285.8,1026.9,286.4,348.6,312.2,398.7,344.8,467.8,317.0,651.9,437.8,486.8,799.2,607.1,528.3,621.2,400.5,540.2,709.3,447.2,759.7,396.5,481.4,477.6,779.7,525.8,736.1,545.1,326.7,396.8,482.2,468.9,619.3,593.3,80.5,230.6,2612.2,411.8,485.5,318.7,133.9,631.4,307.7,194.2,342.8,972.5,650.4,635.4,693.6,23.3,618.3,461.3,514.8,575.3,340.8,340.9,585.1,1058.1,631.7,475.4,654.1,474.7,520.7,481.2,453.2,497.1,235.9,341.9,387.7,420.2,389.4,183.1,374.9,592.4,624.3,364.8,172.4,547.4,419.1,691.4,782.9,379.4,905.5,451.4,148.6,52.4,149.1,397.3,381.2,448.9,625.0,558.6,766.3,565.6,1017.8,752.2,354.2,92.1,697.9,0.0,271.5,444.1,1009.2,593.8,768.7,332.3,147.1,295.8,892.7,319.9,597.6,347.1,521.9,378.8,1086.5,405.2,535.5,813.7,1527.8,546.4,413.4,397.8,337.5,785.9,432.9,46.6,1014.8
UM,151.0,569.9,440.2,203.0,705.8,274.8,860.4,560.1,484.2,132.1,873.2,308.3,370.5,158.5,245.0,366.7,429.4,163.3,498.2,459.7,333.1,645.5,453.4,592.1,467.5,422.4,386.5,555.6,469.1,606.0,418.4,327.7,323.9,626.0,372.1,582.4,490.5,348.6,418.7,487.3,315.2,465.6,439.6,294.8,76.9,2458.5,258.1,331.8,165.0,302.2,477.7,154.0,101.6,189.1,818.8,496.7,481.7,539.9,237.4,464.6,483.2,447.3,550.4,187.1,362.8,431.4,904.4,478.0,422.2,500.4,509.4,515.3,327.5,299.5,471.7,41.7,363.8,234.0,266.5,235.7,290.9,396.8,438.7,470.6,386.7,116.4,496.4,265.4,537.7,629.2,225.7,751.8,448.8,253.8,266.7,256.9,419.2,403.1,470.8,471.3,475.8,612.6,567.5,864.1,598.5,376.1,306.4,544.2,262.4,0.0,466.0,855.5,440.1,615.0,178.6,254.9,142.1,739.0,166.2,443.9,193.4,368.2,225.1,932.8,427.1,598.1,660.0,1374.1,512.3,435.3,244.1,183.8,632.2,279.2,250.1,861.1
UU,508.9,888.2,536.1,560.9,991.8,632.7,1178.7,477.1,802.5,490.0,1191.5,156.3,175.4,516.4,602.9,98.3,407.8,521.2,656.1,123.4,691.0,1003.4,480.9,468.3,825.4,86.1,864.8,661.1,132.8,924.3,223.3,685.6,681.8,944.3,878.3,900.7,485.1,153.5,336.8,422.2,673.1,783.9,467.1,451.4,434.8,2690.3,616.0,689.7,522.9,458.8,496.8,511.9,398.4,547.0,1137.1,592.6,577.6,568.0,394.0,503.3,401.3,454.8,515.3,545.0,188.1,527.3,1222.7,573.9,415.4,858.3,414.7,460.7,685.4,657.4,437.1,440.1,204.8,591.9,624.4,593.6,447.5,314.9,466.2,520.8,191.6,376.6,487.4,623.3,895.6,915.2,583.6,1037.8,391.4,410.4,423.3,413.5,82.9,85.0,388.9,498.8,498.6,908.3,505.6,1182.4,916.8,252.9,463.0,902.1,419.0,475.7,0.0,1173.8,726.1,901.0,536.5,411.5,500.0,1057.3,524.1,539.8,551.3,726.1,583.0,1251.1,232.0,475.5,946.0,1605.9,486.4,104.9,602.0,541.7,950.5,637.1,406.7,1179.4
UV,733.6,278.2,1122.7,825.4,511.9,957.3,28.9,1242.6,377.0,814.6,244.4,1072.0,1134.2,841.0,748.4,1130.4,1111.9,785.7,1180.7,1223.4,699.3,710.7,1135.9,1274.6,890.9,1186.1,715.8,1238.1,1232.8,291.3,1182.1,932.8,756.5,223.9,729.3,421.7,1173.0,1112.3,1122.5,1169.8,681.4,395.6,1122.1,1092.9,809.8,2074.3,874.3,698.0,847.5,1100.3,1160.2,836.5,846.6,871.6,43.7,1179.2,1164.2,1222.4,1035.5,1147.1,1187.0,1129.8,1232.9,809.5,1126.5,1113.9,148.6,1160.5,1104.7,926.8,1191.9,1246.4,1010.0,588.0,1154.2,855.4,1127.5,916.5,949.0,650.7,1089.0,1100.6,1121.2,1153.1,1150.4,868.4,1178.9,947.9,811.7,435.3,908.2,557.9,1131.3,1051.9,1064.8,1055.0,1182.9,1166.8,1174.6,1153.8,1158.3,297.9,1250.0,8.5,283.8,1139.8,1104.5,983.5,1060.5,905.3,1229.7,0.0,466.2,421.1,861.1,1053.0,824.6,112.0,848.7,1126.4,875.9,805.6,907.6,304.0,1190.8,1280.6,466.1,817.4,1194.8,1199.0,926.6,866.3,424.6,961.7,1048.2,105.3
UW,297.6,268.9,686.7,389.4,265.6,521.3,480.5,806.6,183.2,378.6,493.3,605.7,667.9,405.0,312.4,664.1,675.9,349.7,744.7,757.1,263.3,464.4,699.9,812.3,454.9,719.8,279.8,802.1,766.5,188.7,715.8,507.9,320.5,246.1,293.3,275.1,737.0,646.0,680.8,733.8,245.4,164.6,686.1,656.9,373.8,2157.5,438.3,262.0,411.5,664.3,724.2,400.5,410.6,435.6,438.9,743.2,728.2,786.4,599.5,711.1,745.3,693.8,796.9,373.5,660.2,677.9,524.5,724.5,668.7,535.0,755.9,804.7,574.0,152.0,718.2,419.4,661.2,480.5,513.0,214.7,653.0,658.9,685.2,717.1,684.1,432.4,742.9,511.9,660.0,189.0,472.2,311.6,695.3,615.9,628.8,619.0,716.6,700.5,732.9,717.8,722.3,182.1,814.0,484.2,195.0,673.5,668.5,531.6,624.5,469.3,763.4,475.6,0.0,174.8,425.1,617.0,388.6,359.1,412.7,690.4,439.9,369.6,471.6,552.9,724.5,819.5,219.8,1073.1,758.8,732.7,490.6,430.3,226.7,525.7,612.2,481.2
VB,475.9,175.1,865.0,567.7,90.7,699.6,411.0,984.9,160.9,556.9,423.8,784.0,846.2,583.3,490.7,842.4,854.2,528.0,923.0,935.4,441.6,289.5,878.2,990.6,633.2,898.1,458.1,980.4,944.8,119.2,894.1,598.1,498.8,176.6,471.6,205.6,915.3,824.3,859.1,912.1,423.7,179.5,864.4,835.2,552.1,2101.7,616.6,440.3,589.8,842.6,902.5,578.8,588.9,613.9,369.4,921.5,906.5,964.7,777.8,889.4,923.6,872.1,975.2,551.8,838.5,856.2,455.0,902.8,847.0,501.4,934.2,983.0,752.3,330.3,896.5,597.7,839.5,658.8,691.3,393.0,831.3,837.2,863.5,895.4,862.4,610.7,921.2,690.2,556.4,14.1,650.5,136.7,873.6,794.2,807.1,797.3,894.9,878.8,911.2,896.1,900.6,112.6,992.3,414.7,125.5,851.8,846.8,558.1,802.8,647.6,941.7,406.1,178.2,0.0,603.4,795.3,566.9,289.6,591.0,868.7,618.2,547.9,649.9,483.4,902.8,997.8,44.9,982.1,937.1,911.0,668.9,608.6,157.2,704.0,790.5,411.7
VC,131.0,549.9,331.9,183.0,685.8,218.0,840.4,451.8,464.2,61.1,853.2,423.9,486.1,49.2,225.0,482.3,321.1,143.3,389.9,575.3,313.1,625.5,345.1,483.8,447.5,538.0,366.5,447.3,584.7,586.0,534.0,307.7,303.9,606.0,352.1,562.4,382.2,464.2,468.5,379.0,295.2,445.6,331.3,410.4,127.3,2438.5,238.1,311.8,108.2,417.8,369.4,97.2,164.1,132.3,798.8,388.4,373.4,431.6,353.0,356.3,433.7,339.0,442.1,167.1,562.6,323.1,884.4,369.7,313.9,480.4,401.1,407.0,270.7,279.5,363.4,172.9,545.9,139.8,209.7,215.7,406.5,417.5,330.4,362.3,574.5,185.9,388.1,208.6,517.7,609.2,168.9,731.8,340.5,369.4,382.3,372.5,534.8,518.7,421.3,363.0,367.5,592.6,459.2,844.1,578.5,558.2,422.0,524.2,378.0,222.8,581.6,835.5,420.1,595.0,0.0,370.5,85.3,719.0,40.1,335.6,112.1,348.2,168.3,912.8,542.7,489.8,640.0,1354.1,404.0,550.9,145.5,75.5,612.2,222.4,365.7,841.1
VD,279.8,698.7,569.0,331.8,834.6,403.6,988.9,512.2,613.0,260.9,1002.0,261.5,323.7,287.3,372.9,319.9,442.9,292.1,627.0,412.9,461.9,774.3,582.2,503.4,596.3,375.6,523.8,684.4,422.3,734.8,371.6,456.5,452.7,754.8,500.9,711.2,520.2,301.8,371.9,457.3,444.0,594.4,568.4,110.6,205.7,2587.3,386.9,460.6,293.8,92.0,606.5,282.8,169.3,317.9,947.6,625.5,610.5,668.7,132.9,593.4,436.4,489.9,550.4,315.9,316.0,560.2,1033.2,606.8,450.5,629.2,449.8,495.8,456.3,428.3,472.2,211.0,317.0,362.8,395.3,364.5,35.9,350.0,567.5,599.4,339.9,147.5,522.5,394.2,666.5,758.0,354.5,880.6,426.5,25.6,152.5,15.8,372.4,356.3,424.0,600.1,533.7,741.4,540.7,992.9,727.3,329.3,117.6,673.0,140.0,246.6,419.2,984.3,568.9,743.8,307.4,0.0,270.9,867.8,295.0,572.7,325.9,497.0,353.9,1061.6,380.6,510.6,788.8,1502.9,521.5,388.5,372.9,312.6,761.0,408.0,145.6,989.9
VE,71.6,490.5,344.0,123.6,626.4,132.6,781.0,463.9,404.8,35.9,793.8,364.5,426.7,62.3,165.6,422.9,333.2,83.9,402.0,515.9,253.7,566.1,357.2,495.9,388.1,478.6,307.1,459.4,525.3,526.6,474.6,248.3,244.5,546.6,292.7,503.0,394.3,404.8,480.6,391.1,235.8,386.2,343.4,351.0,67.9,2379.1,178.7,252.4,22.8,358.4,381.5,11.8,104.7,46.9,739.4,400.5,385.5,443.7,293.6,368.4,445.8,351.1,454.2,107.7,419.0,335.2,825.0,381.8,326.0,421.0,413.2,419.1,185.3,220.1,375.5,113.5,420.0,91.8,124.3,156.3,347.1,429.6,342.5,374.4,442.9,126.5,400.2,123.2,458.3,549.8,83.5,672.4,352.6,310.0,322.9,313.1,475.4,459.3,433.4,375.1,379.6,533.2,471.3,784.7,519.1,432.3,362.6,464.8,318.6,163.4,522.2,776.1,360.7,535.6,82.4,311.1,0.0,659.6,70.0,347.7,51.2,288.8,82.9,853.4,483.3,501.9,580.6,1294.7,416.1,491.5,101.9,87.6,552.8,137.0,306.3,781.7
VI,621.5,166.1,1010.6,713.3,399.8,845.2,121.3,1130.5,264.9,702.5,134.1,959.9,1022.1,728.9,636.3,1018.3,999.8,673.6,1068.6,1111.3,587.2,598.6,1023.8,1162.5,778.8,1074.0,603.7,1126.0,1120.7,179.2,1070.0,822.5,644.4,111.8,617.2,309.6,1060.9,1000.2,1010.4,1057.7,569.3,283.5,1010.0,980.8,697.7,1964.0,762.2,585.9,735.4,988.2,1048.1,724.4,734.5,759.5,79.7,1067.1,1052.1,1110.3,923.4,1035.0,1074.9,1017.7,1120.8,697.4,1014.4,1001.8,165.3,1048.4,992.6,816.5,1079.8,1134.3,897.9,475.9,1042.1,743.3,1015.4,804.4,836.9,538.6,976.9,988.5,1009.1,1041.0,1038.3,756.3,1066.8,835.8,701.4,323.2,796.1,445.8,1019.2,939.8,952.7,942.9,1070.8,1054.7,1062.5,1041.7,1046.2,185.8,1137.9,125.0,171.7,1027.7,992.4,873.2,948.4,793.2,1117.6,116.4,354.1,309.0,749.0,940.9,712.5,0.0,736.6,1014.3,763.8,693.5,795.5,193.7,1078.7,1168.5,354.0,692.4,1082.7,1086.9,814.5,754.2,312.5,849.6,936.1,122.0
VN,118.4,537.3,335.9,170.4,673.2,205.4,827.8,455.8,451.6,48.5,840.6,411.3,473.5,9.1,212.4,469.7,325.1,130.7,393.9,562.7,300.5,612.9,349.1,487.8,434.9,525.4,353.9,451.3,572.1,573.4,521.4,295.1,291.3,593.4,339.5,549.8,386.2,451.6,472.5,383.0,282.6,433.0,335.3,397.8,114.7,2425.9,225.5,299.2,95.6,405.2,373.4,84.6,151.5,119.7,786.2,392.4,377.4,435.6,340.4,360.3,437.7,343.0,446.1,154.5,465.8,327.1,871.8,373.7,317.9,467.8,405.1,411.0,258.1,266.9,367.4,160.3,549.9,143.8,197.1,203.1,393.9,421.5,334.4,366.3,578.5,173.3,392.1,196.0,505.1,596.6,156.3,719.2,344.5,356.8,369.7,359.9,522.2,506.1,425.3,367.0,371.5,580.0,463.2,831.5,565.9,562.2,409.4,511.6,365.4,210.2,569.0,822.9,407.5,582.4,52.9,357.9,72.7,706.4,0.0,339.6,116.1,335.6,155.7,900.2,530.1,493.8,627.4,1341.5,408.0,538.3,149.5,79.5,599.6,209.8,353.1,828.5
