from_stop,AC,AH,AP,AS,AT,AW,BG,BN,BT,BU,BX,BZ,CO,CP,CQ,CS,CT,CV,DC,DG,DK,DO,DV,DZ,EE,EI,EO,EP,EQ,ER,ES,EW,EZ,FJ,FK,FM,FN,FQ,FZ,GE,GF,GI,GL,GO,GU,HA,HD,HE,HP,HW,IB,IO,JF,KG,KL,KM,KN,KS,LF,LH,LL,LM,LO,LU,LX,MA,MB,MD,MJ,NA,NF,NJ,NN,NT,NV,NW,OB,OC,OF,OG,OP,OR,OW,OZ,PB,PF,PH,PO,PU,PV,PX,QC,QL,QM,QR,RC,RD,RJ,RM,RO,RP,RT,SB,SD,SF,SG,SS,ST,SW,TB,TC,TF,TS,TU,UG,UH,UM,VB,VF,VH,VU,VW,WB,WK,WM,WO,WT,WU,WV,XA,XD,XE,XH,XI,XR,YA,YB,YJ,YK,YN,YV,YZ,ZA,ZD,ZG,ZM,ZP,ZU,ZV,ZY
PO,684.8,124.3,542.6,189.3,579.4,216.3,421.3,224.0,598.6,318.4,697.3,650.7,524.5,665.8,628.6,345.8,308.0,200.5,115.8,82.9,382.5,307.9,708.0,257.1,200.5,176.9,303.8,544.5,635.1,433.3,568.0,649.8,7.9,164.3,175.8,202.1,531.2,530.8,159.3,568.8,409.8,220.4,654.5,397.9,222.4,576.4,476.8,394.0,540.5,357.7,425.8,419.1,177.1,406.0,220.1,452.7,617.0,194.6,420.1,626.7,362.9,411.0,642.9,687.5,649.6,439.8,385.7,354.5,445.5,570.2,109.0,495.0,292.6,300.1,495.5,685.6,137.5,168.7,349.6,100.0,582.6,553.0,597.9,287.7,424.5,199.0,473.1,0.0,413.0,428.6,451.4,713.8,240.3,260.8,595.0,590.0,664.7,584.2,358.1,429.7,577.3,423.9,655.1,338.8,329.5,509.4,625.1,664.0,411.7,525.1,128.6,164.1,651.1,329.3,669.9,544.8,535.8,597.2,532.1,337.6,107.0,559.6,175.2,471.9,767.5,199.2,3046.4,558.6,219.9,325.6,592.5,333.8,494.0,608.1,366.5,102.0,484.3,132.5,110.1,623.2,461.4,604.9,387.1,213.0,347.6,660.3,417.6,174.4,562.7,178.9
PU,480.8,317.4,338.6,432.8,471.9,460.2,89.2,467.5,491.1,568.3,493.3,446.7,265.2,558.3,521.1,138.6,204.7,454.4,360.5,349.5,261.4,210.0,600.5,507.0,348.0,379.4,547.3,336.3,385.0,301.9,460.5,548.7,438.7,462.4,397.7,445.6,327.2,372.9,457.4,364.8,173.6,385.9,547.0,232.5,465.9,372.4,281.0,272.9,336.5,601.2,206.1,36.5,420.6,91.9,466.0,214.5,413.0,492.7,181.9,422.7,253.2,92.5,508.7,525.1,542.1,254.1,196.8,598.0,295.7,366.2,333.1,308.2,536.1,543.6,364.1,481.6,330.9,428.0,220.5,343.5,475.1,349.0,393.9,531.2,106.0,484.8,129.1,453.7,0.0,57.6,231.7,606.3,483.8,525.7,382.8,386.0,506.9,386.6,138.4,208.3,469.8,311.8,451.1,582.3,208.4,378.0,421.1,530.9,97.6,336.7,363.7,410.4,447.1,579.2,465.9,340.8,331.8,489.7,297.1,581.1,361.4,318.5,438.2,240.1,563.5,401.7,3259.2,451.1,290.5,210.9,388.5,126.9,263.6,500.6,245.4,400.1,298.6,430.6,408.2,515.7,233.5,497.4,207.9,415.5,102.3,456.3,46.6,472.5,352.2,422.4
PV,463.8,300.4,321.6,415.8,454.9,442.8,89.0,446.3,474.1,544.9,476.3,429.7,265.0,541.3,504.1,124.8,181.3,437.4,342.3,332.5,244.4,186.6,583.5,483.6,324.6,362.4,530.3,336.1,414.1,301.7,443.5,525.3,421.7,445.4,380.7,433.3,310.2,372.7,440.4,347.8,171.4,362.5,530.0,232.3,448.9,355.4,275.5,255.9,319.5,584.2,203.9,70.4,403.6,91.7,446.6,214.3,396.0,478.4,181.7,405.7,236.2,92.3,488.3,508.1,525.1,253.9,199.5,581.0,295.5,349.2,316.1,308.0,519.1,526.6,355.7,464.6,313.9,414.7,203.5,326.5,458.1,332.0,376.9,514.2,105.8,467.8,140.5,430.3,43.3,0.0,231.5,589.3,466.8,508.7,411.9,369.0,489.9,363.2,138.2,208.1,452.8,311.6,434.1,565.3,191.4,379.9,404.1,507.5,97.4,336.5,346.7,387.0,430.1,555.8,448.9,323.8,314.8,472.7,293.7,564.1,342.0,318.3,418.0,233.5,546.5,384.7,3242.2,434.1,273.5,187.5,371.5,126.7,263.4,483.6,228.4,383.1,298.4,413.6,391.2,498.7,233.3,480.4,207.7,398.5,102.1,439.3,11.0,455.5,345.6,405.4
PX,403.7,346.2,330.5,461.6,272.4,488.6,191.2,492.1,291.6,590.7,417.2,353.0,222.4,358.8,321.6,151.2,242.1,483.2,388.1,378.3,195.9,152.3,401.0,529.4,370.4,408.2,576.1,200.6,317.7,89.4,261.0,342.8,467.5,491.2,426.5,479.1,319.1,186.9,486.2,356.7,197.7,408.3,347.5,53.9,494.7,364.3,144.8,293.6,328.4,630.0,28.7,251.8,449.4,175.9,492.4,171.7,332.3,524.2,208.0,345.6,297.0,224.5,332.5,380.5,342.6,102.4,109.5,626.8,101.6,358.1,361.9,157.6,564.9,572.4,143.4,404.5,359.7,460.5,275.1,372.3,275.6,340.9,385.8,560.0,238.0,513.6,224.7,476.1,265.7,258.8,0.0,406.8,512.6,554.5,251.1,377.9,357.7,309.7,99.2,78.1,270.3,80.0,348.0,611.1,177.4,167.6,323.8,357.0,181.6,181.2,392.5,432.8,439.0,601.6,388.8,332.7,323.7,290.2,251.1,609.9,387.8,251.2,463.8,232.2,486.4,430.5,3144.6,251.6,319.3,225.2,302.5,167.8,162.8,347.0,179.9,428.9,146.9,459.4,437.0,316.2,150.7,338.5,175.0,444.3,163.6,448.2,247.8,501.3,218.8,451.2
QC,212.8,666.8,347.1,782.2,197.6,809.2,527.9,812.7,177.4,911.3,180.9,253.0,347.3,63.1,107.2,552.1,562.7,803.8,708.7,698.9,516.5,472.9,49.4,850.0,691.0,728.8,896.7,352.5,242.3,406.1,154.3,75.3,788.1,811.8,747.1,799.7,324.5,319.2,806.8,270.0,446.6,728.9,52.6,461.4,815.3,304.8,464.8,614.2,296.2,950.6,460.5,620.0,770.0,562.1,813.0,478.2,267.6,844.8,456.9,284.0,617.6,592.7,209.6,161.7,148.2,452.8,510.4,947.4,364.4,318.4,682.5,481.1,885.5,893.0,363.2,197.3,680.3,781.1,604.3,692.9,103.3,386.6,322.1,880.6,606.2,834.2,495.8,796.7,633.9,627.0,431.8,0.0,833.2,875.1,256.6,309.4,222.7,248.1,531.1,485.6,176.2,343.9,212.5,931.7,498.0,387.4,252.4,162.6,567.8,324.9,713.1,753.4,257.4,922.2,222.4,335.5,301.0,131.7,429.7,930.5,708.4,334.7,784.4,435.8,237.0,751.1,3078.8,156.7,639.9,545.8,240.9,519.8,392.3,115.0,500.5,749.5,419.5,780.0,757.6,168.1,424.0,301.9,541.0,764.9,539.2,253.8,616.0,821.9,285.5,771.8
QL,736.2,175.7,594.0,105.6,630.8,139.3,472.7,60.7,650.0,106.2,748.7,702.1,575.9,717.2,680.0,397.2,359.4,222.6,134.3,177.4,433.9,353.4,759.4,44.9,314.6,295.1,91.6,595.9,686.5,484.7,619.4,701.2,266.6,244.3,255.6,129.8,582.6,582.2,285.3,620.2,461.2,337.6,705.9,449.3,26.1,627.8,528.2,445.4,591.9,145.5,475.2,470.5,72.7,457.4,82.2,504.1,668.4,215.5,471.5,678.1,414.3,462.4,690.9,738.9,701.0,491.2,440.0,142.3,496.9,621.6,160.4,546.4,208.9,87.9,538.7,737.0,188.5,254.3,401.0,150.3,634.0,604.4,649.3,75.5,475.9,161.9,524.5,275.2,464.4,480.0,502.8,765.2,0.0,88.7,646.4,641.4,716.1,635.6,409.5,481.1,628.7,475.3,706.5,126.6,380.9,562.9,676.5,715.4,463.1,576.5,247.5,251.9,702.5,117.1,721.3,596.2,587.2,648.6,583.5,125.4,216.6,611.0,236.2,523.3,818.9,271.9,2834.2,610.0,337.1,377.0,643.9,385.2,545.4,659.5,417.9,272.5,535.7,258.5,236.1,674.6,512.8,656.3,438.5,257.5,399.0,711.7,469.0,234.9,614.1,113.4
QM,788.8,228.3,646.6,140.6,683.4,71.4,525.3,99.6,702.6,177.9,801.3,754.7,628.5,769.8,732.6,449.8,412.0,133.8,186.9,204.6,486.5,411.9,812.0,116.6,228.9,205.3,163.3,648.5,739.1,537.3,672.0,753.8,242.3,155.5,166.8,80.9,635.2,634.8,239.8,672.8,513.8,248.8,758.5,501.9,107.0,680.4,580.8,498.0,644.5,217.2,527.8,523.1,125.3,510.0,118.5,556.7,721.0,126.7,524.1,730.7,466.9,515.0,743.5,791.5,753.6,543.8,492.6,214.0,549.5,674.2,213.0,599.0,243.9,159.6,591.3,789.6,241.1,165.5,453.6,202.9,686.6,657.0,701.9,147.2,528.5,73.1,577.1,250.9,517.0,532.6,555.4,817.8,71.6,0.0,699.0,694.0,768.7,688.2,462.1,533.7,681.3,527.9,759.1,198.3,433.5,615.5,729.1,768.0,515.7,629.1,250.3,199.5,755.1,188.8,773.9,648.8,639.8,701.2,636.1,197.1,231.1,663.6,147.4,575.9,871.5,227.6,2905.9,662.6,248.3,429.6,696.5,437.8,598.0,712.1,470.5,183.7,588.3,234.2,211.8,727.2,565.4,708.9,491.1,241.4,451.6,764.3,521.6,146.1,666.7,108.8
QR,230.9,578.7,142.2,694.1,97.6,721.1,296.9,724.6,116.8,823.2,244.4,208.7,116.3,210.4,219.0,335.0,459.6,715.7,620.6,610.8,379.7,336.1,252.6,761.9,602.9,640.7,808.6,121.5,62.8,181.9,112.6,206.7,700.0,723.7,659.0,711.6,136.6,89.5,718.7,183.7,215.6,640.8,244.9,237.7,727.2,156.0,233.8,477.4,201.3,862.5,265.0,389.0,681.9,331.1,724.9,238.6,147.9,756.7,225.9,172.8,514.5,361.7,148.1,207.9,171.6,221.8,293.3,859.3,134.7,84.7,594.4,251.1,797.4,804.9,159.0,231.7,592.2,693.0,481.8,604.8,173.0,181.7,241.0,792.5,375.2,746.1,264.8,708.6,402.9,396.0,236.3,304.2,745.1,787.0,0.0,156.8,173.3,169.2,329.9,261.9,100.9,193.6,163.6,843.6,361.2,112.0,95.3,195.2,336.8,93.9,625.0,665.3,282.1,834.1,216.0,110.1,178.2,141.8,198.7,766.9,620.3,103.7,696.3,204.8,313.6,663.0,3031.4,149.0,551.8,409.0,118.1,343.2,161.3,198.9,363.7,661.4,224.0,691.9,669.5,146.8,184.4,248.1,364.4,676.8,362.6,281.4,385.0,733.8,37.8,683.7
RC,139.9,464.6,95.4,580.0,144.0,607.0,328.5,610.5,163.2,709.1,153.4,117.7,201.7,273.1,281.7,284.4,345.5,601.6,506.5,496.7,408.6,344.9,279.8,647.8,488.8,526.6,694.5,219.3,100.3,315.5,175.3,265.5,585.9,609.6,544.9,597.5,72.8,223.1,604.6,56.3,247.2,526.7,307.6,371.3,613.1,28.6,319.2,420.1,44.4,748.4,324.3,354.3,567.8,286.5,610.8,306.6,104.5,642.6,257.5,81.8,400.4,311.9,163.3,184.2,197.4,307.2,327.2,745.2,268.3,109.2,480.3,341.4,683.3,690.8,292.6,140.7,478.1,578.9,367.7,490.7,235.7,134.9,117.4,678.4,325.4,632.0,296.4,594.5,368.2,361.3,369.9,291.0,631.0,672.9,157.7,0.0,167.9,71.7,258.6,395.5,163.6,301.5,122.1,729.5,355.6,245.6,84.1,183.6,292.2,219.7,510.9,551.2,167.2,720.0,125.0,83.8,54.6,204.5,284.1,728.3,506.2,201.5,582.2,236.4,222.6,548.9,3094.1,211.7,437.7,351.7,80.0,229.1,246.7,261.6,392.6,547.3,357.6,577.8,555.4,209.5,318.0,310.8,250.3,562.7,248.5,177.7,350.3,619.7,195.6,569.6
RD,97.2,588.0,189.8,703.4,110.6,730.4,400.6,733.9,90.4,832.5,110.7,77.2,220.0,167.5,152.3,407.8,468.9,725.0,629.9,620.1,455.1,417.4,209.7,771.2,612.2,650.0,817.9,237.6,104.0,322.0,126.3,160.8,709.3,733.0,668.3,720.9,167.2,229.6,728.0,102.7,319.3,650.1,210.0,377.8,736.5,137.5,337.5,543.5,128.9,871.8,405.1,477.7,691.2,409.9,734.2,324.9,91.8,766.0,329.6,116.7,523.8,435.3,71.3,87.0,70.1,325.5,433.4,868.6,274.8,180.1,603.7,359.7,806.7,814.2,299.1,98.0,601.5,702.3,491.1,614.1,141.0,229.3,146.3,801.8,448.8,755.4,368.5,717.9,491.6,484.7,376.4,231.4,754.4,796.3,167.0,152.1,0.0,80.8,382.0,402.0,116.4,282.4,36.7,852.9,436.6,252.1,93.5,56.3,415.6,235.3,634.3,674.6,165.1,843.4,62.1,178.2,133.7,114.8,302.4,851.7,629.6,219.8,705.6,308.5,179.9,672.3,3111.8,168.5,561.1,475.1,73.6,352.5,265.0,138.0,439.1,670.7,364.1,701.2,678.8,101.8,324.5,313.7,373.7,686.1,371.9,133.8,473.7,743.1,195.9,693.0
RJ,92.7,505.9,107.7,621.3,71.1,648.3,346.8,656.0,134.1,750.4,106.2,38.3,166.2,232.9,212.8,322.5,386.8,642.9,547.8,538.0,401.3,363.6,232.6,689.1,530.1,567.9,735.8,183.8,50.2,268.2,102.4,218.3,627.2,650.9,586.2,634.1,85.1,175.8,645.9,20.6,265.5,568.0,242.3,324.0,654.4,96.5,289.0,499.0,46.8,789.7,349.2,438.9,609.1,327.8,652.1,271.1,17.6,681.2,275.8,34.6,441.7,353.2,129.9,137.0,150.2,271.7,379.6,786.5,221.0,126.3,521.6,305.9,724.6,732.1,253.5,93.5,519.4,616.5,409.0,532.0,162.8,147.2,114.4,719.7,366.7,673.3,314.7,635.8,452.8,445.9,322.6,243.8,672.3,714.2,113.2,97.3,122.5,0.0,299.9,348.2,90.7,228.6,72.3,770.8,382.8,200.7,39.7,136.4,333.5,181.5,552.2,592.5,155.5,761.3,77.8,96.1,51.6,131.6,248.6,769.6,547.5,166.0,626.7,254.7,175.4,590.2,3021.2,138.8,479.0,430.6,7.1,270.4,211.2,218.1,385.3,588.6,310.3,619.1,596.7,136.6,270.7,237.9,291.6,604.0,289.8,161.2,434.9,661.0,142.1,610.9
RM,373.4,272.7,231.2,388.1,345.1,415.1,91.9,418.6,405.5,517.2,385.9,339.3,213.1,452.1,414.9,131.5,153.6,409.7,314.6,304.8,289.2,153.0,513.3,455.9,296.9,334.7,502.6,282.2,323.7,182.7,354.3,436.1,394.0,417.7,353.0,405.6,219.8,318.8,412.7,257.4,98.4,334.8,440.8,138.8,421.2,265.0,158.0,228.2,229.1,556.5,65.6,152.5,375.9,76.6,418.9,141.3,305.6,450.7,108.7,315.3,208.5,125.2,397.9,417.7,430.9,115.6,130.0,553.3,194.9,258.8,288.4,170.8,491.4,498.9,236.7,374.2,286.2,387.0,175.8,298.8,368.9,241.6,286.5,486.5,138.7,440.1,125.4,402.6,166.4,159.5,93.2,524.5,439.1,481.0,321.5,278.6,399.5,272.8,0.0,114.6,364.7,173.3,343.7,537.6,163.7,260.9,313.7,417.1,82.3,282.6,319.0,359.3,339.7,528.1,358.5,233.4,224.4,383.5,220.7,536.4,314.3,264.4,390.3,245.4,456.1,357.0,3151.8,344.9,245.8,159.8,281.1,37.2,176.0,498.8,273.2,355.4,160.1,385.9,363.5,454.7,160.3,431.8,75.7,370.8,56.6,348.9,148.5,427.8,291.7,377.7
RO,468.5,347.4,326.3,462.8,300.0,489.8,191.4,497.5,319.2,591.9,481.0,434.4,283.0,386.4,349.2,116.7,228.3,484.4,389.3,379.5,203.6,160.0,428.6,530.6,371.6,409.4,577.3,270.3,319.0,117.0,288.6,370.4,468.7,492.4,427.7,480.3,314.9,214.5,487.4,352.5,193.5,409.5,375.1,24.1,495.9,360.1,146.1,301.3,324.2,631.2,45.5,222.0,450.6,194.1,496.0,232.3,359.9,522.7,203.8,410.4,283.2,176.7,360.1,408.1,370.2,103.7,112.3,628.0,129.2,353.9,363.1,158.9,566.1,573.6,171.0,469.3,360.9,458.0,250.5,373.5,303.2,336.7,381.6,561.2,190.2,514.8,228.4,477.3,235.9,229.0,73.1,434.4,513.8,555.7,278.7,373.7,385.3,367.9,118.5,0.0,297.9,107.6,375.6,612.3,185.1,193.1,351.5,384.6,199.8,208.8,393.7,434.0,434.8,602.8,453.6,328.5,319.5,317.8,314.9,611.1,389.0,252.5,465.0,233.5,551.2,431.7,3172.2,279.2,320.5,232.9,376.2,117.5,164.1,374.6,187.6,430.1,148.2,460.6,438.2,343.8,152.0,366.1,170.8,445.5,113.3,444.0,218.0,502.5,279.8,452.4
RP,175.8,589.0,190.8,704.4,44.5,731.4,361.6,734.9,61.8,833.5,189.3,125.1,181.0,137.6,122.4,398.4,469.9,726.0,630.9,621.1,373.0,329.4,179.8,772.2,613.2,651.0,818.9,186.2,76.0,245.3,50.5,133.9,710.3,734.0,669.3,721.9,168.2,152.9,729.0,103.7,280.3,651.1,185.3,301.1,737.5,138.5,298.5,470.7,129.9,872.8,328.4,453.7,692.2,395.8,735.2,302.0,104.4,767.0,290.6,117.7,524.8,426.4,94.0,137.3,91.6,286.5,356.7,869.6,198.1,152.1,604.7,314.5,807.7,815.2,219.6,176.6,602.5,703.3,492.1,615.1,129.1,230.3,197.5,802.8,439.9,756.4,329.5,718.9,467.6,460.7,299.7,201.5,755.4,797.3,90.3,153.1,124.6,81.8,383.0,325.3,0.0,200.3,96.9,853.9,354.5,175.4,86.1,106.0,401.5,158.6,635.3,675.6,238.6,844.4,160.9,177.5,134.7,69.0,263.4,852.7,630.6,168.4,706.6,269.5,258.5,673.3,3036.0,156.6,562.1,402.3,74.6,353.5,226.0,126.1,357.0,671.7,287.4,702.2,679.8,45.8,247.8,209.6,374.7,687.1,372.9,221.2,449.7,744.1,119.2,694.0
RT,322.3,380.2,307.7,495.6,191.0,522.6,286.9,526.1,210.2,624.7,335.8,271.6,183.6,277.4,240.2,185.2,276.1,517.2,422.1,412.3,229.9,192.2,319.6,563.4,404.4,442.2,610.1,161.8,259.1,50.6,179.6,261.4,501.5,525.2,460.5,513.1,314.3,131.0,520.2,250.2,205.6,442.3,266.1,87.9,528.7,285.0,143.4,327.6,276.4,664.0,115.2,379.0,483.4,262.5,526.4,132.9,250.9,558.2,215.9,264.2,331.0,288.9,251.1,299.1,261.2,131.4,143.5,660.8,62.8,250.2,395.9,135.8,598.9,606.4,87.5,323.1,393.7,494.5,317.7,406.3,194.2,355.2,344.0,594.0,302.4,547.6,254.8,510.1,392.9,386.0,86.5,325.4,546.6,588.5,201.9,336.1,276.3,228.3,185.8,112.1,188.9,0.0,266.6,645.1,211.4,111.7,274.6,275.6,268.2,142.4,426.5,466.8,385.1,635.6,307.4,275.6,281.2,208.8,212.3,643.9,421.8,176.9,497.8,180.7,405.0,464.5,3088.7,170.2,353.3,259.2,221.1,229.7,111.3,265.6,213.9,462.9,74.2,493.4,471.0,234.8,78.7,257.1,260.5,478.3,225.5,384.4,375.0,535.3,169.6,485.2
SB,84.8,571.5,156.7,686.9,81.9,713.9,389.8,717.4,61.7,816.0,98.3,40.4,209.3,184.7,169.5,391.3,452.4,708.5,613.4,603.6,444.4,400.8,224.7,754.7,595.7,633.5,801.4,226.9,93.3,311.3,97.6,181.0,692.8,716.5,651.8,704.4,134.1,218.9,711.5,87.6,308.5,633.6,232.4,367.1,720.0,118.2,326.8,527.0,113.8,855.3,394.4,461.2,674.7,393.4,717.7,314.2,55.0,749.5,318.8,54.1,507.3,418.8,54.1,113.9,108.2,314.8,422.7,852.1,264.1,169.4,587.2,349.0,790.2,797.7,288.4,85.6,585.0,685.8,474.6,597.6,176.2,196.2,109.5,785.3,432.3,738.9,357.7,701.4,475.1,468.2,365.7,235.9,737.9,779.8,156.3,119.0,55.7,65.7,365.5,391.3,87.7,271.7,0.0,836.4,425.9,241.4,82.8,94.4,399.1,224.6,617.8,658.1,154.5,826.9,69.9,145.1,118.6,116.1,291.7,835.2,613.1,209.1,689.1,297.7,167.5,655.8,3083.1,203.7,544.6,458.6,58.5,336.0,254.3,173.2,428.4,654.2,353.4,684.7,662.3,110.9,313.8,281.0,357.2,669.6,355.4,124.2,457.2,726.6,185.2,676.5
SD,838.7,278.2,696.5,208.1,733.3,255.1,575.2,211.4,752.5,113.3,851.2,804.6,678.4,819.7,782.5,499.7,461.9,255.6,236.8,279.9,536.4,461.8,861.9,93.4,259.5,240.0,133.9,698.4,789.0,587.2,721.9,803.7,348.8,260.4,226.9,245.6,685.1,684.7,346.3,722.7,563.7,325.1,808.4,551.8,128.6,730.3,630.7,547.9,694.4,18.9,577.7,573.0,175.2,559.9,232.8,606.6,770.9,275.9,574.0,780.6,516.8,564.9,793.4,841.4,803.5,593.7,542.5,118.0,599.4,724.1,262.9,648.9,311.4,118.4,641.2,839.5,291.0,242.9,503.5,252.8,736.5,706.9,751.8,106.0,578.4,280.1,546.4,357.4,566.9,582.5,605.3,867.7,150.6,236.7,748.9,743.9,818.6,738.1,512.0,583.6,731.2,577.8,809.0,0.0,483.4,665.4,779.0,817.9,565.6,679.0,350.0,196.8,805.0,100.7,823.8,698.7,689.7,751.1,686.0,70.3,319.1,713.5,273.3,625.8,921.4,216.8,2771.9,712.5,315.7,479.5,746.4,487.7,647.9,762.0,520.4,290.2,638.2,361.0,338.6,777.1,615.3,758.8,541.0,202.4,501.5,814.2,571.5,270.5,716.6,217.7
SF,492.3,266.0,350.1,381.4,363.4,408.4,228.8,416.1,382.6,510.5,504.8,458.2,332.0,449.8,412.6,153.3,146.9,403.0,307.9,298.1,60.2,52.5,492.0,449.2,290.2,328.0,495.9,328.5,442.6,217.3,352.0,433.8,387.3,411.0,346.3,394.2,338.7,314.8,406.0,376.3,217.3,328.1,438.5,261.4,414.5,383.9,284.3,147.9,348.0,549.8,233.3,226.6,369.2,213.5,412.2,260.2,424.5,441.3,227.6,434.2,201.8,218.5,426.9,536.6,433.6,247.3,193.2,546.6,229.5,377.7,281.7,302.5,484.7,492.2,279.5,493.1,279.5,376.6,169.1,292.1,366.6,360.5,405.4,479.8,232.0,433.4,262.3,395.9,220.5,236.1,258.9,497.8,432.4,474.3,379.0,397.5,518.4,391.7,165.6,237.2,361.3,207.9,462.6,530.9,0.0,293.4,432.6,448.0,219.2,309.1,312.3,352.6,458.6,521.4,477.4,352.3,343.3,381.2,339.6,529.7,307.6,343.6,386.8,279.4,575.0,350.3,3270.7,342.6,239.1,79.5,400.0,141.3,307.7,392.1,44.2,348.7,291.8,379.2,356.8,407.2,279.2,388.9,194.6,364.1,155.1,467.8,225.1,421.1,346.7,371.0
SG,314.0,476.6,285.6,592.0,182.7,619.4,357.6,626.7,201.9,721.1,327.5,263.3,254.3,269.1,234.0,284.8,370.1,613.6,519.7,508.7,326.3,288.6,311.3,657.4,498.4,538.6,706.5,232.5,237.0,90.3,171.3,253.1,597.9,621.6,556.9,604.8,292.2,19.3,616.6,241.9,278.3,536.3,257.8,184.3,625.1,313.2,219.4,424.0,268.1,760.4,209.5,449.7,579.8,391.8,622.8,203.6,242.6,651.9,286.6,255.9,427.4,422.4,246.2,290.8,252.9,202.1,242.6,757.2,119.5,228.1,492.3,216.1,692.9,702.8,18.6,314.8,490.1,587.2,414.1,502.7,185.9,325.1,335.7,690.4,435.9,644.0,323.1,604.1,472.9,456.7,182.9,317.1,643.0,684.9,179.8,314.0,268.0,220.0,282.2,208.5,180.6,120.0,258.3,741.5,305.4,0.0,252.5,267.3,397.5,210.7,522.9,560.8,376.8,729.6,299.1,253.5,272.9,200.5,286.2,740.3,518.2,247.6,597.4,249.0,396.7,558.5,2976.9,161.9,449.7,353.2,212.8,326.1,182.0,257.3,310.3,559.3,170.6,589.8,567.4,226.5,149.4,248.8,425.1,574.7,321.9,382.5,445.7,629.3,145.1,581.6
SS,153.9,538.4,158.7,653.8,68.1,680.8,330.4,684.3,87.3,782.9,167.4,131.7,149.8,197.2,205.8,358.2,419.3,675.4,580.3,570.5,398.3,360.6,239.4,721.6,562.6,600.4,768.3,167.4,47.2,263.6,99.4,193.5,659.7,683.4,618.7,671.3,132.6,171.2,678.4,100.6,249.1,600.5,231.7,319.4,686.9,72.9,267.3,496.0,118.2,822.2,336.6,422.5,641.6,364.6,684.6,254.7,75.0,716.4,259.4,95.8,474.2,395.2,87.4,147.2,142.1,255.3,375.0,819.0,216.4,109.9,554.1,289.5,757.1,764.6,240.7,154.7,551.9,652.7,441.5,564.5,159.8,198.2,168.1,752.2,408.7,705.8,298.3,668.3,436.4,429.5,318.0,305.0,704.8,746.7,105.8,73.7,100.4,92.2,363.4,343.6,87.7,225.6,90.7,803.3,379.8,193.7,0.0,134.5,370.3,167.8,584.7,625.0,209.2,793.8,139.0,135.3,105.3,128.6,232.2,802.1,580.0,149.6,656.0,238.3,236.6,622.7,3018.2,135.8,511.5,427.6,45.2,302.9,194.8,185.7,382.3,621.1,305.7,651.6,629.2,133.6,266.1,234.9,324.1,636.5,322.3,208.5,418.5,693.5,143.7,643.4
ST,87.3,641.7,215.4,757.1,81.4,784.1,434.4,787.6,61.2,886.2,90.5,132.8,253.8,111.1,95.9,458.3,522.6,778.7,683.6,673.8,471.9,434.2,153.3,824.9,665.9,703.7,871.6,264.3,137.8,323.4,87.6,104.4,763.0,786.7,722.0,769.9,192.8,231.0,781.7,162.0,353.1,703.8,153.6,416.8,790.2,176.9,376.6,569.6,188.2,925.5,413.8,526.5,744.9,463.6,787.9,380.1,147.4,817.0,363.4,112.8,577.5,489.0,57.0,52.7,13.7,359.3,465.8,922.3,276.2,213.9,657.4,392.6,860.4,867.9,326.8,95.6,655.2,752.3,544.8,667.8,84.6,254.9,163.0,855.5,502.5,809.1,402.3,771.6,540.4,533.5,387.2,175.0,808.1,850.0,168.4,177.7,60.0,140.1,435.7,441.0,87.6,299.3,96.8,906.6,453.4,253.5,147.9,0.0,469.3,236.7,688.0,728.3,162.7,897.1,59.7,203.8,193.0,58.4,336.2,905.4,683.3,246.5,762.5,342.3,177.5,726.0,3074.5,112.1,614.8,501.2,132.9,406.2,298.8,81.6,455.9,724.4,374.9,754.9,732.5,45.4,325.9,257.3,427.4,739.8,425.6,137.8,522.5,796.8,197.3,746.7
SW,426.4,305.7,284.2,421.1,398.1,448.1,50.5,451.6,458.5,550.2,438.9,392.3,207.9,546.6,509.4,125.5,186.6,442.7,347.6,337.8,249.7,186.0,566.3,488.9,329.9,367.7,535.6,279.0,327.7,244.6,448.8,530.6,427.0,450.7,386.0,438.6,272.8,315.6,445.7,310.4,114.3,367.8,535.3,220.6,454.2,318.0,218.4,261.2,282.1,589.5,147.4,91.1,408.9,6.4,451.9,157.2,358.6,483.7,124.6,368.3,241.5,52.4,450.9,470.7,483.9,197.4,191.0,586.3,238.4,311.8,321.4,250.9,524.4,531.9,298.6,427.2,319.2,420.0,208.8,331.8,463.4,294.6,339.5,519.5,77.3,473.1,43.0,435.6,105.0,98.1,175.0,577.5,472.1,514.0,325.5,331.6,452.5,325.8,81.7,196.4,458.1,255.1,396.7,570.6,196.7,322.8,366.7,470.1,0.0,279.4,352.0,392.3,392.7,561.1,411.5,286.4,277.4,478.0,236.6,569.4,347.3,261.2,423.3,176.4,509.1,390.0,3204.8,439.4,278.8,192.8,334.1,70.2,206.3,488.9,233.7,388.4,241.9,418.9,396.5,504.0,176.2,485.7,169.2,403.8,89.6,401.9,87.1,460.8,288.5,410.7
