from_stop,AC,AG,AJ,AK,AQ,AV,AZ,BA,BF,BH,BI,BL,BN,BS,BT,BU,BY,BZ,CF,CG,CH,CN,CP,CQ,CU,DC,DG,DO,DV,DW,DY,EG,EH,EK,ET,EU,EY,FE,FN,FU,FW,GI,GO,GP,GQ,GW,GZ,HF,HG,HI,HT,IG,IN,IO,IU,JH,JP,JQ,JU,JV,KA,KK,KL,KQ,KR,KX,KY,KZ,LA,LH,LL,LQ,MC,MM,NC,NG,NJ,NP,NV,NW,NX,OJ,OP,OS,OT,OX,PA,PC,PD,PH,PL,PP,PX,PY,QH,QM,QN,QV,RF,RK,RS,RY,SD,SE,SI,SK,SM,SO,SP,SU,SW,SX,SZ,TD,TH,TL,TM,TS,UA,UB,UC,UD,UF,UG,VF,VJ,VK,VO,VS,WM,WN,WT,WY,WZ,XB,XM,XU,XX,YD,YE,YF,YN,YP,YS,YT,YU,YW,ZA,ZN,ZO,ZP,ZS,ZT,ZX
OS,419.0,653.8,204.3,241.8,473.8,370.0,151.6,866.3,387.2,328.3,130.6,307.3,283.0,715.5,280.8,322.2,285.5,431.9,155.9,717.2,247.2,794.6,350.3,229.3,853.3,727.2,484.9,685.7,563.7,299.2,307.0,328.0,732.4,569.3,502.5,457.7,342.1,869.3,216.7,313.0,314.1,580.2,185.2,288.1,357.6,419.0,368.4,722.7,546.3,271.3,337.0,187.9,336.7,330.3,470.5,163.8,50.9,187.8,384.3,147.0,394.7,410.3,583.8,582.1,636.5,841.3,339.9,376.3,616.0,163.3,775.9,534.8,646.7,264.6,597.5,350.2,208.3,202.2,291.1,193.4,371.4,370.8,365.8,0.0,233.5,633.6,818.4,297.5,259.0,290.9,183.8,318.5,163.3,347.4,292.1,552.4,800.2,110.2,35.3,294.0,196.2,234.1,769.6,287.4,346.8,708.7,419.8,536.6,741.8,307.0,306.0,243.0,114.3,741.9,758.7,349.5,546.6,250.9,755.3,273.6,97.7,190.2,604.5,127.0,416.6,648.2,370.5,313.6,139.2,151.2,232.3,577.8,749.8,291.5,364.4,394.5,229.7,1511.8,324.3,581.5,142.4,557.6,254.1,382.7,341.6,281.5,844.8,66.9,715.2,300.6,221.2,408.4,704.2,262.1
OT,575.7,620.9,91.4,128.9,630.5,421.5,203.1,895.1,543.9,346.8,182.1,464.0,334.5,744.3,437.5,482.3,351.7,319.0,96.0,735.7,134.3,823.4,368.8,386.0,882.1,616.5,362.6,714.5,450.8,317.7,361.9,280.1,761.2,454.1,659.2,335.4,393.6,898.1,103.8,364.5,365.6,598.7,236.7,444.8,514.3,355.2,386.9,741.2,438.5,428.0,358.9,348.0,493.4,381.8,357.6,109.1,207.6,131.0,435.8,87.1,551.4,567.0,470.9,604.0,647.9,870.1,383.1,533.0,503.1,76.5,804.7,421.9,533.8,316.1,484.6,371.3,259.8,56.5,220.5,33.2,389.9,530.9,384.3,236.7,0.0,520.7,850.6,184.6,146.1,444.6,70.9,475.2,214.8,398.9,347.0,570.9,829.0,121.2,191.2,181.1,247.7,285.6,788.1,444.1,503.5,727.2,471.3,423.7,770.6,194.1,357.5,294.5,154.7,631.2,777.2,506.2,437.1,305.8,773.8,325.1,149.2,37.3,495.0,283.7,435.1,666.7,425.4,200.7,190.7,202.7,283.8,596.3,768.3,448.2,415.9,437.7,386.4,1555.0,379.2,468.6,299.1,579.5,305.6,269.8,393.1,333.0,734.1,223.6,604.5,187.7,108.3,565.1,722.7,418.8
OX,728.8,350.6,450.3,402.4,783.6,836.3,617.9,548.0,748.6,420.8,596.9,617.1,749.3,397.2,590.6,635.4,766.5,219.8,510.8,585.0,455.7,476.3,348.6,717.3,535.0,269.4,290.2,367.4,194.5,342.4,665.8,402.5,414.1,197.8,812.3,263.0,808.4,551.0,505.0,779.3,780.4,448.0,651.5,597.9,667.4,676.6,321.9,590.5,91.4,581.1,302.1,679.3,646.5,796.6,230.6,523.9,622.4,545.8,850.6,501.9,756.1,720.1,214.6,502.7,546.6,523.0,797.9,741.5,24.6,491.3,457.6,165.6,186.7,730.9,35.5,445.3,674.6,504.7,541.9,515.6,271.2,684.0,276.8,659.1,550.1,0.0,503.5,506.0,385.2,665.6,470.8,628.3,629.6,813.7,761.8,482.2,481.9,536.0,606.0,502.5,662.5,700.4,637.4,597.2,656.6,576.5,886.1,110.9,423.5,339.2,772.3,709.3,569.5,284.1,626.5,659.3,180.8,720.6,623.1,739.9,564.0,512.1,51.8,581.3,356.8,565.4,840.2,522.1,605.5,617.5,698.6,495.0,617.6,601.3,830.7,852.5,539.5,1806.3,794.0,52.4,630.4,442.6,720.4,336.6,807.9,747.8,387.0,602.3,257.4,344.5,509.5,776.8,572.0,571.9
PA,898.7,306.3,749.8,701.9,953.5,1074.1,917.4,48.9,918.5,720.3,896.4,787.0,935.2,162.0,760.5,805.3,1095.6,519.3,810.3,473.7,755.2,27.1,648.1,887.2,35.9,322.0,589.7,222.4,494.0,641.9,835.7,572.4,216.3,377.1,982.2,562.5,1074.6,93.8,965.1,928.9,877.7,336.7,1001.9,767.8,837.3,976.1,621.4,479.2,439.6,751.0,601.6,849.2,816.4,946.2,530.1,823.4,788.0,865.6,983.5,801.4,926.0,890.0,364.0,391.4,435.3,28.3,993.2,911.4,514.4,790.8,162.8,465.1,371.5,894.9,495.9,744.8,979.0,804.2,629.4,814.8,570.7,853.9,576.3,825.6,849.6,532.0,0.0,665.5,684.7,835.5,770.3,798.2,929.1,1079.9,999.6,370.9,21.5,835.5,804.3,705.8,962.0,953.2,526.1,767.1,826.5,465.2,1035.7,449.3,204.5,638.7,921.9,944.3,856.1,336.7,515.2,829.2,480.3,958.4,511.8,889.5,863.5,811.6,506.3,751.2,656.3,454.1,1140.8,821.6,905.0,917.0,1042.9,383.7,506.3,771.2,1096.9,1047.8,709.4,1976.2,943.6,479.9,800.3,331.3,1064.7,636.1,905.2,933.7,439.6,772.2,310.0,644.0,969.6,946.7,460.7,741.8
PC,421.7,487.6,93.3,113.3,476.5,479.3,260.9,700.1,441.5,162.1,239.9,310.0,392.3,549.3,283.5,328.3,409.5,264.6,153.8,551.0,49.8,628.4,184.1,410.2,687.1,561.0,318.7,519.5,396.4,133.0,419.7,95.4,566.2,399.7,505.2,291.5,451.4,703.1,148.0,422.3,423.4,414.0,294.5,290.8,360.3,307.0,202.2,556.5,384.1,274.0,174.2,372.2,339.4,439.6,303.2,166.9,265.4,188.8,493.6,144.9,449.0,413.0,416.5,419.3,463.2,675.1,440.9,434.4,448.7,134.3,609.7,367.5,479.4,373.9,430.2,186.6,317.6,147.7,35.8,158.6,205.2,376.9,199.6,294.5,193.1,466.3,655.6,0.0,130.5,358.5,113.8,321.2,272.6,456.7,404.8,386.2,634.0,179.0,249.0,40.2,305.5,343.4,603.4,290.1,349.5,542.5,529.1,369.3,575.6,178.5,415.3,352.3,212.5,575.7,592.5,352.2,382.7,363.6,589.1,382.9,207.0,155.1,440.6,309.3,250.4,482.0,483.2,152.5,248.5,260.5,341.6,411.6,583.6,294.2,473.7,495.5,232.4,1499.2,437.0,414.2,323.3,394.8,363.4,254.2,450.9,390.8,678.6,281.4,549.0,172.1,152.5,469.7,538.0,264.8
PD,538.2,474.7,65.0,17.1,593.0,451.0,232.6,748.9,573.4,282.9,211.6,426.5,364.0,598.1,400.0,444.8,381.2,172.8,125.5,671.8,70.4,677.2,304.9,415.5,735.9,470.3,216.4,568.3,304.6,253.8,391.4,216.2,615.0,307.9,621.7,189.2,423.1,751.9,119.7,394.0,395.1,534.8,266.2,407.3,476.8,291.3,323.0,677.3,292.3,390.5,295.0,377.5,455.9,411.3,211.4,138.6,237.1,160.5,465.3,116.6,580.9,529.5,324.7,540.1,584.0,723.9,412.6,550.9,356.9,106.0,658.5,275.7,387.6,345.6,338.4,307.4,289.3,119.4,156.6,130.3,227.9,493.4,233.5,266.2,164.8,374.5,704.4,120.7,0.0,474.1,85.5,437.7,244.3,428.4,376.5,507.0,682.8,150.7,220.7,117.2,277.2,315.1,724.2,406.6,466.0,663.3,500.8,277.5,624.4,47.9,387.0,324.0,184.2,485.0,713.3,468.7,290.9,335.3,709.9,354.6,178.7,126.8,348.8,293.6,313.5,602.8,454.9,136.8,220.2,232.2,313.3,532.4,704.4,410.7,445.4,467.2,348.9,1584.5,408.7,322.4,328.6,515.6,335.1,123.6,422.6,362.5,587.9,253.1,458.3,41.5,124.2,586.2,658.8,381.3
PH,503.3,686.5,453.3,473.3,558.1,339.2,393.5,899.0,471.5,361.0,372.5,391.6,200.3,748.2,365.1,409.9,317.8,463.5,397.8,749.9,409.8,827.3,383.0,176.0,886.0,759.9,517.6,718.4,595.3,331.9,100.8,360.7,765.1,598.6,586.8,490.4,359.7,902.0,458.6,194.0,142.8,612.9,319.6,372.4,441.9,488.2,401.1,755.4,583.0,355.6,373.1,128.4,421.0,211.3,502.1,409.1,260.9,426.1,265.3,388.9,479.0,494.6,615.4,618.2,662.1,874.0,471.2,460.6,647.6,405.2,808.6,566.4,678.3,160.0,629.1,385.5,342.7,444.1,323.8,435.6,404.1,458.5,398.5,301.9,475.4,665.2,854.5,359.9,490.5,0.0,473.8,402.8,270.7,365.0,264.7,585.1,832.9,352.1,277.2,400.2,381.1,368.5,802.3,371.7,431.1,741.4,300.8,568.2,774.5,538.5,187.0,377.4,356.2,774.6,791.4,433.8,581.6,223.5,788.0,154.6,339.6,432.1,639.5,259.8,449.3,680.9,343.1,392.5,294.7,283.1,194.6,610.5,782.5,375.8,382.0,458.5,314.0,1580.8,208.7,613.1,178.6,593.7,243.3,564.0,170.3,198.8,877.5,245.1,747.9,532.1,463.1,492.7,736.9,346.4
PL,519.6,549.9,20.4,57.9,574.4,365.4,147.0,824.1,487.8,275.8,126.0,407.9,278.4,673.3,381.4,426.2,295.6,248.0,39.9,664.7,63.3,752.4,297.8,329.9,811.1,545.5,291.6,643.5,379.8,246.7,305.8,209.1,690.2,383.1,603.1,264.4,337.5,827.1,32.8,308.4,309.5,527.7,180.6,388.7,458.2,284.2,315.9,670.2,367.5,371.9,287.9,291.9,437.3,325.7,286.6,53.0,151.5,74.9,379.7,31.0,495.3,510.9,399.9,533.0,576.9,799.1,327.0,476.9,432.1,20.4,733.7,350.9,462.8,260.0,413.6,300.3,203.7,33.8,149.5,44.7,318.9,474.8,313.3,180.6,79.2,449.7,779.6,113.6,75.1,388.5,0.0,419.1,158.7,342.8,290.9,499.9,758.0,65.1,135.1,110.1,191.6,229.5,717.1,388.0,447.4,656.2,415.2,352.7,699.6,123.1,301.4,238.4,98.6,560.2,706.2,450.1,366.1,249.7,702.8,269.0,93.1,41.2,424.0,227.6,364.1,595.7,369.3,129.7,134.6,146.6,227.7,525.3,697.3,392.1,359.8,381.6,330.3,1498.9,323.1,397.6,243.0,508.5,249.5,198.8,337.0,276.9,663.1,167.5,533.5,116.7,37.3,509.0,651.7,362.7
PP,330.2,868.5,635.3,655.3,385.0,628.9,550.9,1081.0,281.6,543.0,529.9,173.1,490.0,930.2,98.7,236.8,607.5,645.5,555.2,931.9,591.8,1009.3,565.0,517.5,1068.0,941.9,699.6,900.4,777.3,513.9,521.5,544.8,947.1,780.6,413.7,672.4,649.4,1084.0,616.0,400.8,563.5,794.9,584.5,199.3,223.4,670.2,583.1,937.4,765.0,182.5,555.1,479.5,247.9,463.2,684.1,566.5,418.3,583.5,415.0,546.3,289.1,321.5,797.4,800.2,844.1,1056.0,739.2,297.5,829.6,562.6,990.6,748.4,860.3,449.7,811.1,567.5,607.6,601.5,505.8,593.0,586.1,285.4,580.5,459.3,632.8,847.2,1036.5,541.9,672.5,476.7,583.1,0.0,562.6,654.7,554.4,767.1,1014.9,509.5,434.6,582.2,595.5,633.4,984.3,105.3,212.6,923.4,552.7,750.2,956.5,720.5,407.7,642.3,513.6,956.6,973.4,260.7,763.6,513.2,970.0,440.6,497.0,589.5,821.5,435.2,631.3,862.9,632.8,574.5,538.5,550.5,484.3,792.5,964.5,136.8,671.7,748.2,91.9,1407.7,460.6,795.1,430.6,775.7,533.0,746.0,591.0,488.5,1059.5,402.5,929.9,714.1,620.5,302.8,918.9,122.6
PX,489.6,720.3,190.8,228.3,544.4,206.6,95.7,981.5,498.9,443.5,74.7,377.9,119.6,830.7,347.4,396.2,136.8,418.4,142.4,832.4,233.7,909.8,465.5,227.3,968.5,715.9,462.0,800.9,550.2,414.4,147.0,379.5,847.6,553.5,573.1,434.8,178.7,984.5,203.2,149.6,150.7,695.4,48.8,358.7,428.2,454.6,483.6,837.9,537.9,341.9,455.6,179.7,407.3,166.9,457.0,155.5,162.6,177.4,220.9,133.5,506.4,480.9,570.3,700.7,744.6,956.5,290.2,502.3,602.5,149.8,891.1,521.3,633.2,101.2,584.0,468.0,71.9,188.7,319.9,180.2,486.6,444.8,481.0,191.7,220.0,620.1,937.0,284.0,245.5,229.7,170.3,385.1,0.0,184.0,132.1,667.6,915.4,96.7,146.2,280.5,110.3,97.7,884.8,354.0,417.4,823.9,256.4,523.1,857.0,293.5,142.6,106.6,118.8,730.6,873.9,420.1,536.5,90.9,870.5,110.2,66.1,176.7,594.4,238.7,531.8,763.4,210.5,300.1,23.9,12.3,68.9,693.0,865.0,362.1,201.0,277.5,296.3,1516.3,164.3,568.0,229.9,676.2,90.7,369.2,178.2,118.1,833.5,178.6,703.9,287.1,207.7,537.6,819.4,328.7
PY,588.2,867.6,359.2,396.7,643.0,305.2,264.1,1080.1,652.6,542.1,243.1,476.5,218.2,929.3,446.0,494.8,57.1,586.8,310.8,931.0,402.1,1008.4,564.1,325.9,1067.1,884.3,630.4,899.5,718.6,513.0,245.6,547.9,946.2,721.9,671.7,603.2,5.2,1083.1,371.6,248.2,249.3,794.0,217.2,457.3,526.8,623.0,582.2,936.5,706.3,440.5,554.2,278.3,505.9,265.5,625.4,323.9,331.0,345.8,319.5,301.9,660.1,579.5,738.7,799.3,843.2,1055.1,117.8,600.9,770.9,318.2,989.7,689.7,801.6,199.8,752.4,566.6,240.3,357.1,488.3,348.6,585.2,543.4,579.6,360.1,388.4,788.5,1035.6,452.4,413.9,328.3,338.7,483.7,168.3,0.0,230.7,766.2,1014.0,265.1,314.6,448.9,278.7,266.1,983.4,452.6,516.0,922.5,355.0,691.5,955.6,461.9,241.2,275.0,287.2,899.0,972.5,518.7,704.9,189.5,969.1,208.8,234.5,345.1,762.8,409.7,630.4,862.0,309.1,468.5,192.3,180.7,167.5,791.6,963.6,460.7,16.9,105.1,394.9,1630.9,262.9,736.4,328.5,774.8,189.3,537.6,276.8,216.7,1001.9,347.0,872.3,455.5,376.1,636.2,918.0,427.3
QH,497.9,777.3,317.3,354.8,552.7,74.4,222.2,989.8,562.3,451.8,201.2,386.2,127.9,839.0,355.7,404.5,164.4,544.9,268.9,840.7,360.2,918.1,473.8,235.6,976.8,842.4,588.5,809.2,676.7,422.7,155.3,451.5,855.9,680.0,581.4,561.3,215.4,992.8,329.7,157.9,159.0,703.7,175.3,367.0,436.5,579.0,491.9,846.2,659.3,350.2,463.9,188.0,415.6,175.2,583.5,282.0,320.5,307.5,229.2,260.0,569.8,489.2,696.8,709.0,752.9,964.8,326.9,510.6,729.0,276.3,899.4,647.8,759.7,109.5,710.5,473.7,198.4,315.2,414.6,306.7,494.9,453.1,489.3,361.5,346.5,746.6,945.3,410.5,372.0,238.0,296.8,393.4,126.4,220.7,0.0,675.9,923.7,223.2,272.7,407.0,236.8,224.2,893.1,362.3,425.7,832.2,264.7,649.6,865.3,420.0,150.9,233.1,245.3,857.1,882.2,428.4,663.0,39.9,878.8,118.5,192.6,303.2,720.9,319.4,540.1,771.7,78.3,426.6,150.4,138.8,77.2,701.3,873.3,370.4,237.7,314.2,304.6,1575.4,172.6,694.5,238.2,684.5,81.0,495.7,186.5,126.4,960.0,304.7,830.4,413.6,334.2,545.9,827.7,337.0
QM,677.3,205.9,537.5,601.5,732.1,852.7,699.2,418.4,697.1,412.9,678.2,565.6,713.8,267.6,539.1,583.9,833.1,418.9,598.0,269.3,494.0,346.7,547.7,665.8,405.4,279.3,489.3,237.8,393.6,365.8,614.3,351.0,284.5,276.7,760.8,462.1,889.7,421.4,592.2,707.5,656.3,132.3,732.8,546.4,615.9,700.1,435.0,274.8,375.9,529.6,501.2,627.8,595.0,724.8,429.7,611.1,566.6,636.6,762.1,589.1,704.6,668.6,263.6,170.0,213.9,393.4,887.5,690.0,455.9,578.5,328.0,364.7,328.8,673.5,437.4,434.8,755.9,591.9,408.0,602.5,470.3,632.5,475.9,607.6,637.3,473.5,373.9,444.1,584.3,614.1,558.0,576.8,710.9,895.0,778.2,0.0,352.3,623.2,582.9,484.4,743.8,781.7,321.7,545.7,605.1,260.8,814.3,376.5,293.9,538.3,700.5,790.6,661.9,294.0,310.8,607.8,379.9,737.0,307.4,668.1,645.3,599.3,447.8,529.8,555.9,232.7,856.6,596.7,686.8,698.8,708.1,162.3,301.9,549.8,912.0,942.1,488.0,1754.8,722.2,421.4,578.9,75.7,801.7,535.7,683.8,712.3,396.9,550.8,267.3,543.6,596.7,725.3,256.3,520.4
QN,877.1,284.7,728.2,680.3,931.9,1052.5,895.8,66.0,896.9,698.7,874.8,765.4,913.6,140.4,738.9,783.7,1044.4,497.7,788.7,452.1,733.6,5.5,626.5,865.6,53.0,300.4,568.1,200.8,472.4,620.3,814.1,550.8,194.7,357.8,960.6,540.9,1096.2,115.4,782.9,907.3,856.1,315.1,929.4,746.2,815.7,954.5,599.8,457.6,413.2,729.4,580.0,827.6,794.8,924.6,508.5,801.8,766.4,823.7,961.9,779.8,904.4,868.4,342.4,369.8,420.8,49.9,1014.8,889.8,492.8,769.2,141.2,443.5,349.9,873.3,474.3,723.2,1000.6,782.6,607.8,793.5,549.1,832.3,554.7,807.4,828.0,510.4,21.5,643.9,663.1,813.9,748.7,776.6,907.5,1101.5,978.0,349.3,0.0,813.9,782.7,684.2,940.4,974.8,504.5,745.5,804.9,443.6,1014.1,427.7,182.9,617.1,900.3,965.9,877.7,315.1,493.6,807.6,458.7,936.8,490.2,867.9,841.9,790.0,484.7,729.6,634.7,432.5,1162.4,800.0,883.4,895.4,976.5,362.1,484.7,749.6,1118.5,1069.4,687.8,1954.6,922.0,458.3,778.7,309.7,998.3,614.5,883.6,912.1,418.0,750.6,288.4,622.4,787.4,925.1,439.1,720.2
QV,454.4,623.5,94.0,131.5,509.2,300.2,81.8,897.7,422.6,363.7,60.8,342.7,213.2,746.9,316.2,361.0,230.4,321.6,45.6,752.6,136.9,826.0,385.7,264.7,884.7,619.1,365.2,717.1,453.4,334.6,240.6,282.7,763.8,456.7,537.9,338.0,272.3,900.7,106.4,243.2,244.3,615.6,115.4,323.5,393.0,357.8,403.8,758.1,441.1,306.7,375.8,226.7,372.1,260.5,360.2,58.7,86.3,80.6,314.5,36.7,430.1,445.7,473.5,620.9,671.9,872.7,288.1,411.7,505.7,53.0,807.3,424.5,536.4,194.8,487.2,388.2,138.5,91.9,223.1,83.4,406.8,409.6,401.2,115.4,123.2,523.3,853.2,187.2,148.7,323.3,73.5,353.9,93.5,277.6,225.7,587.8,831.6,0.0,69.9,183.7,126.4,164.3,805.0,322.8,382.2,744.1,350.0,426.3,773.2,196.7,236.2,173.2,104.3,633.8,794.1,384.9,439.7,184.5,790.7,203.8,27.9,79.9,497.6,162.4,452.0,683.6,304.1,203.3,69.4,81.4,162.5,613.2,785.2,326.9,294.6,371.1,265.1,1460.0,257.9,471.2,177.8,596.4,184.3,272.4,271.8,211.7,736.7,102.3,607.1,190.3,110.9,443.8,739.6,297.5
RF,384.4,619.2,168.9,206.4,439.2,334.6,116.2,831.7,352.6,293.7,95.2,272.7,247.6,680.9,246.2,291.0,264.8,396.2,120.5,682.6,211.8,760.0,315.7,194.7,818.7,692.6,450.3,651.1,528.0,264.6,198.7,293.4,697.8,531.3,467.9,423.1,306.7,834.7,181.3,277.6,278.7,545.6,149.8,253.5,323.0,387.8,333.8,688.1,515.7,236.7,305.8,156.7,302.1,294.9,434.8,131.8,16.3,148.8,348.9,111.6,360.1,375.7,548.1,550.9,601.9,806.7,304.5,341.7,580.3,127.9,741.3,499.1,611.0,229.2,561.8,318.2,172.9,166.8,256.5,158.3,336.8,339.6,331.2,78.4,198.1,597.9,787.2,292.6,223.6,256.3,148.4,283.9,127.9,312.0,260.1,517.8,765.6,74.8,0.0,258.6,160.8,198.7,735.0,252.8,312.2,674.1,384.4,500.9,707.2,271.6,270.6,207.6,78.9,707.3,724.1,314.9,514.3,218.9,720.7,238.2,62.3,154.8,572.2,92.4,382.0,613.6,338.5,292.1,103.8,115.8,196.9,543.2,715.2,256.9,329.0,359.1,195.1,1461.9,292.3,545.8,107.8,526.4,218.7,347.3,306.2,246.1,810.2,32.3,680.6,265.2,185.8,373.8,669.6,227.5
RK,473.4,539.3,81.2,101.2,528.2,467.2,248.8,751.8,493.2,213.8,227.8,361.7,380.2,601.0,335.2,380.0,397.4,291.3,141.7,602.7,37.7,680.1,235.8,431.7,738.8,588.8,334.9,571.2,423.1,184.7,407.6,147.1,617.9,426.4,556.9,307.7,439.3,754.8,135.9,410.2,411.3,465.7,282.4,342.5,412.0,294.9,253.9,608.2,410.8,325.7,225.9,393.7,391.1,427.5,329.9,154.8,253.3,176.7,481.5,132.8,500.7,464.7,443.2,471.0,514.9,726.8,428.8,486.1,475.4,122.2,661.4,394.2,506.1,361.8,456.9,238.3,305.5,135.6,87.5,146.5,256.9,428.6,251.3,282.4,181.0,493.0,707.3,51.6,118.4,490.3,101.7,372.9,260.5,444.6,392.7,437.9,685.7,166.9,236.9,0.0,293.4,331.3,655.1,341.8,401.2,594.2,517.0,396.0,627.3,166.4,403.2,340.2,200.4,603.5,644.2,403.9,409.4,351.5,640.8,370.8,194.9,143.0,467.3,297.2,302.1,533.7,471.1,140.4,236.4,248.4,329.5,463.3,635.3,345.9,461.6,483.4,284.1,1550.9,424.9,440.9,344.8,446.5,351.3,242.1,438.8,378.7,706.4,269.3,576.8,160.0,140.4,521.4,589.7,316.5
RS,552.7,742.3,212.8,250.3,607.5,313.4,121.6,1016.5,520.9,468.2,100.6,441.0,226.4,865.7,414.5,459.3,243.6,440.4,164.4,857.1,255.7,944.8,490.2,334.1,1003.5,737.9,484.0,835.9,572.2,439.1,253.8,401.5,882.6,575.5,636.2,456.8,285.5,1019.5,225.2,256.4,257.5,720.1,75.8,421.8,491.3,476.6,508.3,862.6,559.9,405.0,480.3,286.5,470.4,273.7,479.0,177.5,184.6,199.4,327.7,155.5,528.4,544.0,592.3,725.4,769.3,991.5,307.8,510.0,624.5,171.8,926.1,543.3,655.2,208.0,606.0,492.7,52.9,210.7,341.9,202.2,511.3,507.9,505.7,213.7,242.0,642.1,972.0,306.0,267.5,336.5,192.3,452.2,106.7,290.8,238.9,692.3,950.4,118.7,168.2,302.5,0.0,73.0,909.5,421.1,480.5,848.6,363.2,545.1,892.0,315.5,249.4,81.9,140.8,752.6,898.6,483.2,558.5,197.7,895.2,217.0,88.1,198.7,616.4,260.7,556.5,788.1,317.3,322.1,82.6,94.6,175.7,717.7,889.7,425.2,307.8,362.4,363.4,1538.3,271.1,590.0,336.7,700.9,197.5,391.2,285.0,224.9,855.5,200.6,725.9,309.1,229.7,542.1,844.1,395.8
RY,591.4,781.0,251.5,289.0,646.2,314.3,155.4,1055.2,559.6,506.9,134.4,479.7,227.3,904.4,453.2,498.0,244.5,479.1,203.1,895.8,294.4,983.5,528.9,335.0,1042.2,776.6,522.7,874.6,610.9,477.8,254.7,440.2,921.3,614.2,674.9,495.5,286.4,942.5,263.9,257.3,258.4,758.8,48.6,460.5,530.0,515.3,547.0,901.3,598.6,443.7,519.0,287.4,509.1,274.6,517.7,216.2,223.3,238.1,328.6,194.2,567.1,582.7,631.0,764.1,808.0,940.3,234.7,548.7,663.2,210.5,964.8,582.0,693.9,208.9,644.7,531.4,25.7,249.4,380.6,240.9,550.0,546.6,544.4,252.4,280.7,680.8,1010.7,344.7,306.2,337.4,231.0,490.9,107.6,291.7,239.8,731.0,989.1,157.4,206.9,341.2,72.0,0.0,948.2,459.8,519.2,887.3,364.1,583.8,930.7,354.2,250.3,8.9,179.5,791.3,937.3,521.9,597.2,198.6,933.9,217.9,126.8,237.4,655.1,299.4,595.2,826.8,318.2,360.8,84.6,95.5,176.6,756.4,928.4,463.9,308.7,289.3,402.1,1508.4,272.0,628.7,337.6,739.6,198.4,429.9,285.9,225.8,894.2,239.3,764.6,347.8,268.4,580.8,882.8,434.5
SD,858.2,349.8,793.3,745.4,913.0,1033.6,880.1,562.3,878.0,593.8,859.1,746.5,894.7,411.5,720.0,764.8,1019.6,562.8,853.8,52.5,674.9,490.6,691.6,846.7,549.3,423.2,633.2,381.7,537.5,546.7,795.2,531.9,428.4,420.6,941.7,606.0,1070.6,565.3,848.0,888.4,837.2,179.5,913.7,727.3,796.8,881.0,664.9,47.0,519.8,710.5,645.1,808.7,775.9,905.7,573.6,866.9,747.5,888.8,943.0,844.9,885.5,849.5,407.5,350.9,394.8,537.3,1068.4,870.9,599.8,834.3,471.9,508.6,472.7,854.4,581.3,618.3,936.8,847.7,588.9,858.6,614.2,813.4,619.8,785.1,893.1,617.4,517.8,625.0,728.2,795.0,813.8,757.7,891.8,1075.9,959.1,330.4,496.2,879.0,763.8,665.3,924.7,962.6,0.0,726.6,786.0,61.0,995.2,520.4,437.8,682.2,881.4,971.5,842.8,437.9,10.8,788.7,523.8,917.9,14.2,849.0,826.2,855.1,591.7,710.7,699.8,413.6,1037.5,865.1,867.7,879.7,889.0,343.2,19.7,730.7,1092.9,1123.0,668.9,1935.7,903.1,565.3,759.8,266.4,982.6,679.6,864.7,893.2,540.8,731.7,411.2,687.5,852.5,906.2,65.5,701.3
SE,237.0,840.0,606.8,626.8,291.8,584.6,604.2,1052.5,199.2,514.5,583.2,67.7,445.7,901.7,6.5,143.6,563.2,617.0,608.5,903.4,563.3,980.8,536.5,507.8,1039.5,913.4,671.1,871.9,748.8,485.4,432.6,598.1,918.6,752.1,320.5,643.9,605.1,1055.5,669.3,356.5,474.6,766.4,565.0,106.1,118.0,641.7,554.6,908.9,736.5,89.3,526.6,460.2,154.7,418.9,655.6,619.8,471.6,636.8,370.7,599.6,206.7,228.3,768.9,771.7,815.6,1027.5,716.6,192.1,801.1,615.9,962.1,719.9,831.8,405.4,782.6,539.0,588.1,654.8,477.3,646.3,557.6,192.2,552.0,512.6,686.1,818.7,1008.0,513.4,644.0,432.4,627.3,112.1,516.1,610.4,510.1,738.6,986.4,562.8,487.9,553.7,648.8,613.9,955.8,0.0,107.2,894.9,508.4,721.7,928.0,692.0,363.4,622.8,566.9,928.1,944.9,216.4,735.1,468.9,941.5,396.3,550.3,642.8,793.0,471.4,602.8,834.4,588.5,546.0,591.8,528.5,440.0,764.0,936.0,31.4,627.4,703.9,47.6,1363.4,416.3,766.6,483.9,747.2,488.7,717.5,502.1,444.2,1031.0,455.8,901.4,685.6,673.8,220.4,890.4,78.3
