from_stop,AP,AV,BC,BE,BF,BH,BK,BM,BP,BY,CC,CE,CG,CI,CR,CT,CU,CZ,DA,DE,DK,DO,DS,DW,EC,EP,EQ,ES,EW,EZ,FA,FE,FH,FI,FJ,FO,FW,GA,GC,GR,GW,HF,HG,HH,HT,IF,II,IL,IS,IT,IV,IY,JC,JH,KJ,KS,KU,KW,LE,LN,LU,MC,MH,MI,MJ,MK,MM,MO,MR,NA,NL,NN,NP,NU,NX,OE,OJ,OT,OW,PP,QE,QH,QJ,QR,QV,QW,RE,RJ,SJ,SM,SN,ST,SU,TF,TG,TH,TN,TO,TP,TQ,TR,TS,TV,TW,UH,UJ,UQ,US,UT,UX,VG,VI,VR,VS,VW,VZ,WD,WI,WL,WM,WX,XE,XF,XL,XP,XS,XX,YC,YH,YL,YM,YP,YW,ZA,ZH,ZJ,ZK
TH,531.6,500.7,380.0,497.6,802.0,682.1,298.1,351.9,396.5,120.4,369.9,252.3,722.9,590.5,364.3,328.9,724.7,372.0,193.0,171.4,83.3,538.5,505.8,853.5,358.2,455.6,340.3,295.3,333.3,427.6,363.2,777.8,259.2,379.9,656.1,197.8,335.6,260.0,583.4,522.0,168.1,284.9,621.2,290.3,629.3,679.4,625.4,401.8,698.0,154.2,431.0,726.5,839.6,416.4,840.1,696.8,345.1,740.9,585.3,864.2,313.2,610.7,379.5,1008.8,118.7,517.2,259.2,696.0,664.3,558.9,232.6,55.3,450.1,813.0,440.5,194.6,792.1,487.6,520.4,215.7,350.9,525.4,414.7,810.6,202.4,312.9,531.5,754.6,535.3,180.2,463.0,167.9,575.4,429.1,255.1,0.0,597.8,429.6,223.4,692.8,83.3,264.7,273.6,525.2,490.5,362.5,752.9,460.8,465.2,657.7,823.7,186.7,797.6,422.0,435.1,30.8,677.9,401.4,825.0,248.6,866.1,286.3,535.9,861.2,302.1,237.0,824.3,867.8,418.2,489.8,72.2,494.8,234.7,371.3,182.2,479.3,921.2
TN,635.0,878.8,770.6,616.5,905.4,564.8,515.3,827.6,499.9,596.1,643.6,728.0,605.6,693.9,422.0,674.8,828.1,534.6,668.7,647.1,561.2,860.9,111.3,956.9,254.8,833.7,365.4,457.9,607.0,397.0,351.5,660.5,734.9,368.2,759.5,553.1,357.3,545.8,686.8,579.7,518.5,342.6,724.6,680.9,732.7,562.1,1016.0,779.9,580.7,629.9,549.9,829.9,943.0,384.7,1193.9,800.2,820.8,623.6,688.7,838.9,475.8,959.5,482.9,1084.5,594.4,620.6,452.0,578.7,767.7,677.8,623.2,621.2,569.0,916.4,498.2,401.6,895.5,545.3,639.3,503.7,302.2,92.8,384.1,914.0,488.2,703.5,89.5,1145.2,927.1,448.0,938.7,643.6,966.0,548.0,435.8,608.1,0.0,173.0,519.5,575.5,559.0,317.9,541.4,582.9,966.2,233.2,856.3,518.5,940.9,761.1,927.1,454.5,901.0,391.4,910.8,583.9,560.6,877.1,707.7,429.3,969.5,503.5,654.8,715.4,692.7,712.7,927.7,971.2,475.9,593.2,547.9,122.9,520.5,224.4,400.1,582.7,1169.4
TO,504.8,705.7,597.5,443.4,775.2,434.6,385.1,654.5,369.7,423.0,482.6,554.9,475.4,563.7,248.9,501.7,697.9,361.5,495.6,474.0,388.1,687.8,76.1,826.7,81.7,660.6,235.2,284.8,446.0,266.8,178.4,530.3,561.8,195.1,629.3,380.0,227.1,372.7,556.6,406.6,345.4,169.5,594.4,507.8,602.5,431.9,842.9,606.8,450.5,456.8,376.8,699.7,812.8,211.6,1057.6,670.0,647.7,493.4,558.5,708.7,302.7,828.2,352.7,911.4,421.3,490.4,321.8,448.5,637.5,504.7,450.1,448.1,395.9,786.2,325.1,228.5,765.3,372.2,466.2,330.6,129.1,95.7,253.9,783.8,315.1,530.4,101.8,972.1,754.0,274.9,765.6,470.5,792.9,374.9,262.7,435.0,168.1,0.0,346.4,445.3,385.9,144.8,368.3,409.8,793.1,60.1,726.1,345.4,767.8,630.9,796.9,281.4,770.8,261.2,737.7,410.8,430.4,704.0,577.5,256.2,839.3,373.3,481.7,585.2,519.6,539.6,797.5,841.0,302.8,463.0,374.8,65.1,347.4,51.3,227.0,452.5,1039.2
TP,463.0,463.3,355.1,526.3,733.4,613.5,229.5,443.6,327.9,212.1,301.3,344.0,654.3,521.9,393.0,259.3,656.1,400.7,284.7,263.1,177.2,445.4,419.2,784.9,332.0,418.2,271.7,324.0,264.7,359.0,276.6,709.2,350.9,293.3,587.5,96.2,267.0,191.4,514.8,550.7,65.2,313.6,552.6,265.4,560.7,610.8,600.5,364.4,629.4,245.9,459.7,657.9,771.0,329.8,815.2,628.2,436.8,672.3,516.7,795.6,341.9,585.8,310.9,1037.5,210.4,448.6,190.6,627.4,595.7,587.6,207.7,237.2,478.8,744.4,469.2,108.0,723.5,516.3,549.1,244.4,264.3,438.8,346.1,742.0,133.8,288.0,444.9,729.7,511.6,61.4,554.7,259.6,550.5,457.8,168.5,224.1,511.2,343.0,0.0,624.2,175.0,273.8,84.5,553.9,582.2,275.9,684.3,489.5,556.9,589.1,755.1,54.9,729.0,353.4,526.8,199.9,609.3,493.1,756.4,162.0,797.5,217.7,564.6,792.6,277.2,328.7,755.7,799.2,446.9,421.2,163.9,408.2,166.1,284.7,210.9,410.7,896.3
TQ,524.4,1100.2,992.0,877.3,341.3,112.1,617.0,1013.3,601.6,781.8,745.3,913.7,120.4,544.2,682.8,896.2,352.4,777.4,854.4,832.8,746.9,1082.3,608.8,722.2,635.0,1055.1,467.1,700.7,708.7,498.7,731.7,175.3,920.6,748.4,389.7,756.8,459.0,694.1,537.1,840.5,704.2,603.4,489.9,902.3,643.3,109.4,824.5,1001.3,5.1,815.6,810.7,503.0,378.9,764.9,714.4,477.3,1006.5,138.4,599.3,353.7,718.6,724.8,584.6,1287.8,780.1,603.8,553.7,126.0,381.5,938.6,844.6,806.9,829.8,681.7,759.0,686.1,660.8,806.1,900.1,746.5,682.4,628.4,485.8,679.3,755.4,924.9,632.2,698.0,1148.5,651.7,1124.4,829.3,760.1,808.8,746.6,793.8,698.5,553.2,723.2,0.0,744.7,692.0,745.1,843.7,1151.9,613.4,380.6,779.3,1126.6,495.8,600.2,658.2,666.3,493.1,1096.5,769.6,107.9,1062.8,222.5,740.1,642.6,605.2,915.6,230.2,914.1,898.4,363.6,644.3,736.7,694.9,733.6,597.8,723.1,604.6,642.9,684.4,703.6
TR,483.5,417.3,415.7,449.5,753.9,634.0,250.0,268.5,348.4,37.0,321.8,168.9,674.8,542.4,316.2,245.5,676.6,323.9,109.6,88.0,2.1,455.1,457.7,805.4,310.1,372.2,292.2,247.2,285.2,379.5,315.1,729.7,175.8,331.8,608.0,149.7,287.5,211.9,535.3,473.9,120.0,236.8,573.1,242.2,581.2,631.3,577.3,318.4,649.9,70.8,382.9,678.4,791.5,368.3,792.0,648.7,261.7,692.8,537.2,816.1,265.1,562.6,331.4,960.7,35.3,469.1,211.1,647.9,616.2,510.8,184.5,88.7,402.0,764.9,392.4,146.5,744.0,439.5,472.3,167.6,302.8,477.3,366.6,762.5,154.3,264.8,483.4,706.5,451.9,132.1,379.6,84.5,527.3,381.0,207.0,75.6,549.7,381.5,175.3,644.7,0.0,216.6,225.5,477.1,407.1,314.4,704.8,412.7,381.8,609.6,775.6,138.6,749.5,373.9,351.7,40.1,629.8,318.0,776.9,200.5,818.0,238.2,487.8,813.1,254.0,153.6,776.2,819.7,370.1,441.7,10.7,446.7,186.6,323.2,134.1,431.2,873.1
TS,591.5,572.7,464.5,396.0,861.9,575.9,358.0,503.8,456.4,272.3,429.8,404.2,616.7,650.4,297.4,368.7,784.6,270.4,344.9,323.3,237.4,554.8,217.4,913.4,130.2,527.6,376.5,193.7,393.2,408.1,128.2,671.6,411.1,144.9,716.0,282.3,368.4,319.9,643.3,455.1,266.0,218.0,681.1,374.8,689.2,573.2,709.9,473.8,591.8,306.1,329.4,786.4,899.5,161.4,924.6,756.7,497.0,634.7,645.2,924.1,211.6,695.2,439.4,907.2,270.6,577.1,319.1,589.8,724.2,457.3,317.1,297.4,348.5,872.9,373.6,175.7,852.0,420.7,418.8,197.6,78.9,237.0,395.2,870.5,262.3,397.4,243.1,839.1,621.0,222.1,614.9,319.8,659.9,327.5,209.9,284.3,309.4,141.2,293.6,586.6,235.2,0.0,315.5,458.3,642.4,74.1,812.8,393.9,617.1,717.6,883.6,228.6,857.5,402.5,587.0,260.1,571.7,553.3,718.8,203.4,926.0,346.2,434.3,726.5,386.6,388.9,884.2,927.7,351.3,549.7,224.1,206.4,294.6,82.9,94.0,539.2,1005.7
TV,490.5,507.9,399.7,570.9,760.9,641.0,257.0,480.7,355.4,249.2,328.8,381.1,681.8,549.4,437.6,303.9,683.6,445.3,321.8,300.2,214.3,490.0,446.7,812.4,359.5,462.8,299.2,368.6,292.2,386.5,304.1,736.7,388.0,320.8,615.0,62.7,294.5,218.9,542.3,595.3,135.4,358.2,580.1,310.0,588.2,638.3,645.1,409.0,656.9,283.0,504.3,685.4,798.5,357.3,859.8,655.7,473.9,699.8,544.2,823.1,386.5,630.4,338.4,1082.1,247.5,476.1,218.1,654.9,623.2,632.2,252.3,274.3,523.4,771.9,513.8,135.5,751.0,560.9,593.7,289.0,291.8,466.3,373.6,769.5,161.3,332.6,472.4,774.3,556.2,88.9,591.8,296.7,595.1,502.4,196.0,261.2,538.7,370.5,70.1,651.7,212.1,301.3,0.0,598.5,619.3,303.4,711.8,534.1,594.0,616.6,782.6,82.4,756.5,380.9,563.9,237.0,636.8,530.2,783.9,189.5,825.0,245.2,609.2,820.1,321.8,365.8,783.2,826.7,491.5,448.7,201.0,435.7,193.6,312.2,255.5,438.2,940.9
TW,921.6,831.6,723.4,411.9,1021.4,742.8,656.3,762.7,786.5,531.0,728.1,663.1,800.5,980.5,197.4,627.6,1114.7,427.1,603.8,582.2,496.3,811.8,492.9,1243.5,342.6,786.5,651.3,378.9,691.5,683.6,522.4,855.4,670.0,539.1,1046.1,541.2,643.9,618.2,973.4,370.2,524.9,238.9,1011.2,633.7,1019.3,745.5,968.8,732.7,867.3,565.0,345.3,1116.5,1059.0,555.6,1183.5,1086.8,755.9,818.5,975.3,1033.8,362.9,954.1,769.5,1011.2,529.5,907.2,617.4,729.0,1054.3,473.2,576.0,556.3,364.4,1203.0,293.6,506.3,1182.1,171.5,434.7,456.5,473.1,512.5,670.7,1200.6,560.6,656.3,518.6,1098.0,879.9,538.4,873.8,578.7,918.8,343.4,540.5,543.2,584.9,416.7,555.5,862.1,494.1,402.0,630.6,0.0,901.3,404.1,1142.9,177.3,876.0,1047.7,1213.7,544.9,1187.6,678.0,845.9,519.0,747.0,812.2,902.6,534.0,1256.1,644.5,450.2,910.3,645.5,647.8,1043.7,1257.8,134.7,879.8,483.0,481.9,592.9,395.3,352.9,869.3,1264.6
UH,808.2,78.3,336.3,905.3,974.5,1067.4,683.4,140.1,781.8,395.1,755.2,276.0,1089.5,828.0,772.0,414.7,897.2,779.7,418.6,438.6,431.4,178.2,891.1,747.1,765.9,260.1,725.6,703.0,718.6,812.9,748.5,1093.9,282.9,765.2,828.6,571.9,720.9,645.3,820.9,929.7,553.4,692.6,771.3,308.7,927.1,1064.7,502.5,311.6,1083.3,361.3,838.7,899.0,1012.1,801.7,717.2,869.3,146.9,1071.3,883.1,1036.7,720.9,487.8,764.8,1416.5,395.8,902.5,644.5,1081.3,836.8,966.6,419.2,522.1,857.8,706.6,848.2,579.9,691.2,895.3,928.1,623.4,736.2,910.7,800.0,709.7,587.7,519.5,916.8,631.7,44.7,565.5,141.5,346.1,452.5,836.8,640.4,509.0,983.1,814.9,586.2,1078.1,433.3,672.4,658.9,932.9,0.0,747.8,925.4,868.5,66.7,830.2,991.2,572.0,691.2,807.3,102.9,473.5,1063.2,90.6,1044.3,633.9,818.4,671.6,943.6,1033.7,508.7,504.2,996.8,1035.3,825.9,875.1,444.1,880.1,620.0,756.6,589.9,864.6,798.3
UJ,571.9,648.3,540.1,417.7,842.3,501.7,350.6,594.3,436.8,362.8,422.4,494.7,542.5,630.8,223.2,444.3,765.0,335.8,435.4,413.8,327.9,630.4,143.2,893.8,56.0,603.2,302.3,259.1,385.8,333.9,118.2,597.4,501.6,134.9,696.4,319.8,294.2,312.5,623.7,380.9,285.2,143.8,661.5,450.4,669.6,499.0,785.5,549.4,517.6,396.6,351.1,766.8,879.9,151.4,1000.2,737.1,587.5,560.5,625.6,775.8,277.0,770.8,419.8,885.7,361.1,557.5,311.7,515.6,704.6,479.0,392.7,387.9,370.2,853.3,299.4,168.3,832.4,346.5,440.5,273.2,68.9,162.8,321.0,850.9,254.9,473.0,168.9,914.7,696.6,214.7,705.4,410.3,735.5,349.2,202.5,374.8,235.2,67.0,286.2,512.4,325.7,84.6,308.1,384.1,732.9,0.0,793.2,319.7,707.6,698.0,864.0,221.2,837.9,328.3,677.5,350.6,497.5,643.8,644.6,196.0,906.4,338.8,456.0,652.3,462.2,479.4,864.6,908.1,277.1,530.1,314.6,132.2,287.2,8.7,169.6,519.6,1081.3
UQ,222.6,973.8,863.3,1084.9,147.9,319.7,562.2,979.7,357.1,748.2,690.5,880.1,262.9,242.4,890.4,862.6,28.1,970.4,820.8,799.2,713.3,773.1,782.5,420.4,808.7,855.0,490.6,893.7,653.9,577.9,821.1,267.3,887.0,837.8,87.9,723.2,615.3,660.5,235.3,1048.1,670.6,811.0,188.1,754.4,341.5,317.0,522.7,906.5,371.9,782.0,1018.3,201.2,185.5,874.3,565.2,175.5,972.9,244.7,297.5,210.1,911.6,423.0,374.1,1495.4,746.5,302.0,498.9,333.6,79.7,1146.2,811.0,773.3,1037.4,379.9,966.6,652.5,359.0,1013.7,1107.7,814.1,808.8,802.1,565.0,377.5,721.8,891.3,805.9,535.8,879.5,618.1,1090.8,795.7,458.3,1016.4,713.0,760.2,872.2,726.9,689.6,366.7,711.1,818.3,711.5,1051.3,917.2,787.1,0.0,986.9,1093.0,194.0,298.4,624.6,364.5,572.3,1062.9,736.0,315.5,1029.2,217.7,706.5,340.8,550.4,1123.2,207.1,880.5,864.8,170.2,342.5,944.3,378.4,700.0,771.5,689.5,778.3,820.9,502.6,540.7
US,875.3,785.3,677.1,365.6,975.1,696.5,610.0,716.4,740.2,484.9,681.8,616.8,754.2,934.2,151.1,581.3,1068.4,380.8,557.5,535.9,450.0,765.9,446.6,1197.2,296.3,740.2,605.0,332.6,645.2,637.3,476.1,809.1,623.7,492.8,999.8,494.9,597.6,571.9,927.1,328.8,478.6,192.6,964.9,587.4,973.0,699.2,922.5,686.4,821.0,518.7,299.0,1070.2,1012.7,509.3,1137.2,1040.5,709.6,772.2,929.0,987.5,316.6,907.8,723.2,964.9,483.2,860.9,571.1,682.7,1008.0,426.9,529.7,510.0,318.1,1156.7,247.3,460.0,1135.8,137.8,388.4,410.2,426.8,466.2,624.4,1154.3,514.3,610.0,472.3,1051.7,833.6,492.1,827.5,532.4,872.5,297.1,494.2,496.9,538.6,370.4,509.2,815.8,447.8,355.7,584.3,175.4,855.0,357.8,1096.6,0.0,829.7,1001.4,1167.4,498.6,1141.3,631.7,799.6,472.7,700.7,765.9,856.3,487.7,1209.8,598.2,403.9,864.0,599.2,601.5,997.4,1211.5,47.7,833.5,436.7,435.6,546.6,349.0,306.6,823.0,1218.3
UT,881.8,155.3,413.3,847.8,1051.5,1032.3,648.3,105.0,746.7,360.0,720.1,240.9,1073.1,905.0,714.5,491.7,974.2,722.2,383.5,403.5,396.3,255.2,856.0,824.1,708.4,337.1,690.5,645.5,683.5,777.8,713.4,1128.0,247.8,730.1,905.6,548.0,685.8,610.2,897.9,872.2,518.3,635.1,848.3,385.7,979.5,1029.6,579.5,388.6,1048.2,326.2,781.2,976.0,1089.1,766.6,794.2,946.3,111.8,1091.1,935.5,1113.7,663.4,564.8,729.7,1359.0,360.7,867.4,609.4,1046.2,913.8,909.1,496.2,487.0,800.3,783.6,790.7,544.8,768.2,837.8,870.6,565.9,701.1,875.6,764.9,786.7,552.6,596.5,881.7,708.7,121.7,530.4,74.7,311.0,529.5,779.3,605.3,473.9,948.0,779.8,573.6,1043.0,398.2,614.9,623.8,875.4,76.9,712.7,1002.4,811.0,0.0,907.2,1068.2,536.9,768.2,772.2,36.1,438.4,1028.1,55.5,1121.3,598.8,895.4,636.5,886.1,1110.7,585.7,469.1,1073.8,1112.3,768.4,840.0,409.0,845.0,584.9,721.5,532.4,829.5,875.3
UX,140.6,891.8,781.3,1014.0,236.3,408.1,480.2,897.7,275.1,666.2,608.5,798.1,351.3,160.4,893.9,780.6,159.0,888.4,738.8,717.2,631.3,691.1,700.5,338.4,726.7,773.0,408.6,811.7,571.9,495.9,739.1,355.7,805.0,755.8,90.4,641.2,533.3,578.5,153.3,1051.6,588.6,814.5,106.1,672.4,259.5,405.4,440.7,824.5,460.3,700.0,947.4,160.8,273.9,792.3,524.8,131.1,890.9,333.1,215.5,298.5,829.6,341.0,292.1,1525.2,664.5,220.0,416.9,422.0,98.6,1075.3,729.0,691.3,966.5,297.9,970.1,570.5,277.0,1017.2,1036.8,732.1,726.8,720.1,483.0,295.5,639.8,809.3,723.9,495.4,797.5,536.1,1008.8,713.7,376.3,945.5,631.0,678.2,790.2,644.9,607.6,455.1,629.1,736.3,629.5,1054.8,835.2,705.1,187.2,990.4,1011.0,0.0,258.0,542.6,282.5,490.3,980.9,654.0,403.9,947.2,306.1,624.5,300.4,468.4,1052.3,295.5,798.5,782.8,258.6,302.1,947.8,296.4,618.0,689.5,607.5,696.3,738.9,420.6,500.3
VG,286.5,1037.7,927.2,1159.9,360.6,498.3,626.1,1043.6,421.0,812.1,754.4,944.0,441.5,306.3,1039.8,926.5,283.3,1034.3,884.7,863.1,777.2,837.0,846.4,484.3,872.6,918.9,554.5,957.6,717.8,641.8,885.0,480.0,950.9,901.7,214.7,787.1,679.2,724.4,299.2,1197.5,734.5,960.4,252.0,818.3,405.4,495.6,586.6,970.4,550.5,845.9,1093.3,94.2,398.2,938.2,323.3,255.4,1036.8,423.3,361.4,422.8,975.5,486.9,438.0,1674.0,810.4,365.9,562.8,512.2,222.9,1221.2,874.9,837.2,1112.4,443.8,1116.0,716.4,422.9,1163.1,1182.7,878.0,872.7,866.0,628.9,441.4,785.7,955.2,869.8,224.0,943.4,682.0,1154.7,859.6,522.2,1091.4,776.9,824.1,936.1,790.8,753.5,545.3,775.0,882.2,775.4,1200.7,981.1,851.0,311.5,1136.3,1156.9,257.9,0.0,688.5,428.4,636.2,1126.8,799.9,494.1,1093.1,430.4,770.4,166.7,614.3,1198.2,419.8,944.4,928.7,382.9,44.0,1093.7,442.3,763.9,835.4,753.4,842.2,884.8,566.5,242.2
VI,408.0,485.1,376.9,514.5,678.4,558.5,174.5,398.2,272.9,166.7,246.3,298.6,599.3,466.9,381.2,281.1,601.1,388.9,239.3,217.7,131.8,467.2,364.2,729.9,277.0,440.0,216.7,312.2,209.7,304.0,221.6,654.2,305.5,238.3,532.5,98.5,212.0,136.4,459.8,538.9,89.1,301.8,497.6,287.2,505.7,555.8,622.3,386.2,574.4,200.5,447.9,602.9,716.0,274.8,837.0,573.2,391.4,617.3,461.7,740.6,330.1,607.6,255.9,1025.7,165.0,393.6,135.6,572.4,540.7,575.8,229.5,191.8,467.0,689.4,457.4,53.0,668.5,504.5,537.3,232.6,209.3,383.8,291.1,687.0,78.8,309.8,389.9,751.5,533.4,6.5,509.3,214.2,572.3,446.0,113.5,178.7,456.2,288.0,64.9,569.2,129.6,218.8,86.8,542.1,536.8,220.9,629.3,477.7,511.5,534.1,700.1,0.0,674.0,298.4,481.4,154.5,554.3,447.7,701.4,107.0,742.5,162.7,552.8,737.6,299.0,283.3,700.7,744.2,435.1,366.2,118.5,353.2,111.1,229.7,221.4,355.7,918.1
VR,258.7,771.0,660.5,1132.1,425.0,596.8,598.3,854.6,393.2,784.3,726.6,865.0,540.0,278.5,1012.0,713.7,347.7,1006.5,856.9,835.3,749.4,570.3,818.6,54.7,844.8,652.2,526.7,929.8,690.0,614.0,857.2,544.4,854.0,873.9,279.1,759.3,651.4,696.6,271.4,1169.7,706.7,932.6,221.8,551.6,377.6,594.1,319.9,703.7,649.0,818.1,1065.5,349.5,462.6,910.4,467.4,319.8,861.4,521.8,333.6,487.2,947.7,220.2,410.2,1643.3,782.6,338.1,535.0,610.7,287.3,1193.4,662.1,809.4,1084.6,14.2,1088.2,688.6,41.5,1135.3,1154.9,850.2,844.9,838.2,601.1,60.0,757.9,762.4,842.0,381.9,676.7,654.2,856.0,831.8,255.5,1063.6,749.1,796.3,908.3,763.0,725.7,643.8,747.2,854.4,747.6,1172.9,714.4,823.2,375.9,1108.5,781.2,280.7,446.7,660.7,0.0,608.4,817.4,772.1,592.6,805.1,494.8,742.6,489.1,586.5,1170.4,484.2,751.6,900.9,447.3,490.8,1065.9,414.5,736.1,807.6,725.6,814.4,857.0,538.7,689.0
VS,328.1,712.8,604.6,702.6,598.5,392.4,208.4,625.9,193.0,394.4,336.7,526.3,433.2,387.0,508.1,508.8,521.2,616.6,467.0,445.4,359.5,694.9,314.7,650.0,340.9,667.7,58.5,539.9,300.1,5.5,437.6,488.1,533.2,454.3,452.6,369.4,147.5,306.7,379.9,665.8,316.8,428.7,417.7,514.9,425.8,389.7,752.3,613.9,408.3,428.2,636.0,523.0,636.1,470.8,887.0,493.3,619.1,451.2,381.8,660.7,557.8,652.6,176.0,1170.6,392.7,313.7,145.1,406.3,460.8,763.9,457.2,419.5,655.1,609.5,584.3,298.7,588.6,631.4,725.4,460.3,388.3,334.3,14.2,607.1,368.0,537.5,338.1,857.6,761.1,264.3,737.0,441.9,687.9,634.1,359.2,406.4,404.4,259.1,335.8,403.1,357.3,404.0,357.7,669.0,764.5,319.3,549.4,604.6,739.2,454.2,620.2,270.8,594.1,0.0,709.1,382.2,388.2,675.4,535.3,352.7,662.6,196.6,740.9,543.0,526.7,511.0,620.8,664.3,562.0,286.3,346.2,303.7,335.7,310.5,467.1,275.8,862.5
VW,859.9,194.7,452.7,825.9,1090.9,1010.4,626.4,83.1,724.8,338.1,698.2,219.0,1051.2,918.8,692.6,475.4,1013.6,700.3,361.6,381.6,374.4,294.6,834.1,863.5,686.5,376.5,668.6,623.6,661.6,755.9,691.5,1106.1,225.9,708.2,945.0,526.1,663.9,588.3,911.7,850.3,496.4,613.2,887.7,425.1,957.6,1007.7,618.9,384.1,1026.3,304.3,759.3,1015.4,1128.5,744.7,833.6,985.7,89.9,1069.2,913.6,1153.1,641.5,604.2,707.8,1337.1,338.8,845.5,587.5,1024.3,953.2,887.2,535.6,465.1,778.4,823.0,768.8,522.9,807.6,815.9,848.7,544.0,679.2,853.7,743.0,826.1,530.7,635.9,859.8,748.1,161.1,508.5,38.5,289.1,568.9,757.4,583.4,452.0,926.1,757.9,551.7,1021.1,376.3,593.0,601.9,853.5,116.3,690.8,1041.8,789.1,39.3,946.6,1107.6,515.0,807.6,750.3,0.0,416.5,1006.2,75.5,1160.7,576.9,934.8,614.6,864.2,1150.1,625.1,447.2,1113.2,1151.7,746.5,818.1,387.1,823.1,563.0,699.6,510.5,807.6,914.7
VZ,500.7,469.8,349.1,466.7,771.1,651.2,267.2,321.0,365.6,89.5,339.0,221.4,692.0,559.6,333.4,298.0,693.8,341.1,162.1,140.5,54.6,507.6,474.9,822.6,327.3,424.7,309.4,264.4,302.4,396.7,332.3,746.9,228.3,349.0,625.2,166.9,304.7,229.1,552.5,491.1,137.2,254.0,590.3,259.4,598.4,648.5,594.5,370.9,667.1,123.3,400.1,695.6,808.7,385.5,809.2,665.9,314.2,710.0,554.4,833.3,282.3,579.8,348.6,977.9,87.8,486.3,228.3,665.1,633.4,528.0,201.7,90.2,419.2,782.1,409.6,163.7,761.2,456.7,489.5,184.8,320.0,494.5,383.8,779.7,171.5,282.0,500.6,723.7,504.4,149.3,432.1,137.0,544.5,398.2,224.2,37.2,566.9,398.7,192.5,661.9,52.4,233.8,242.7,494.3,459.6,331.6,722.0,429.9,434.3,626.8,792.8,155.8,766.7,391.1,404.2,0.0,647.0,370.5,794.1,217.7,835.2,255.4,505.0,830.3,271.2,206.1,793.4,836.9,387.3,458.9,41.3,463.9,203.8,340.4,151.3,448.4,890.3
WD,457.4,1013.6,905.4,769.3,274.3,4.2,537.5,933.8,522.1,702.1,665.8,834.2,53.4,477.2,574.8,809.6,285.4,669.4,774.9,753.3,665.2,993.8,529.3,655.2,542.6,968.5,386.9,592.7,629.2,419.2,652.2,108.3,841.1,668.9,322.7,677.3,379.5,614.6,470.1,732.5,624.7,495.4,422.9,815.7,576.3,1.5,757.5,914.7,117.3,736.1,702.7,436.0,311.9,685.4,647.4,410.3,927.0,71.4,532.3,286.7,610.6,657.8,505.1,1179.8,700.6,536.8,474.2,18.0,314.5,830.6,758.0,727.4,721.8,614.7,651.0,606.6,593.8,698.1,792.1,638.5,602.9,548.9,406.3,612.3,675.9,838.3,552.7,631.0,1061.9,572.2,1044.9,749.8,693.1,700.8,667.1,714.3,619.0,473.7,643.7,112.1,665.2,584.0,665.6,735.7,1072.4,533.9,313.6,671.3,1047.1,428.8,533.2,578.7,599.3,413.6,1017.0,690.1,0.0,983.3,155.5,660.6,575.6,525.7,807.6,163.2,827.5,818.9,296.6,577.3,628.7,613.2,654.1,518.3,643.6,525.1,534.9,604.9,636.6
WI,826.2,167.4,425.4,792.2,1063.6,976.7,592.7,49.4,691.1,304.4,664.5,185.3,1017.5,885.1,658.9,441.7,986.3,666.6,327.9,347.9,340.7,267.3,800.4,836.2,652.8,349.2,634.9,589.9,627.9,722.2,657.8,1072.4,192.2,674.5,917.7,492.4,630.2,554.6,878.0,816.6,462.7,579.5,860.4,397.8,923.9,974.0,591.6,350.4,992.6,270.6,725.6,988.1,1101.2,711.0,806.3,958.4,56.2,1035.5,879.9,1125.8,607.8,576.9,674.1,1303.4,305.1,811.8,553.8,990.6,925.9,853.5,508.3,431.4,744.7,795.7,735.1,489.2,780.3,782.2,815.0,510.3,645.5,820.0,709.3,798.8,497.0,608.6,826.1,720.8,133.8,474.8,83.4,255.4,541.6,723.7,549.7,418.3,892.4,724.2,518.0,987.4,342.6,559.3,568.2,819.8,89.0,657.1,1014.5,755.4,63.7,919.3,1080.3,481.3,780.3,716.6,55.5,382.8,972.5,0.0,1133.4,543.2,907.5,580.9,830.5,1122.8,597.8,413.5,1085.9,1124.4,712.8,784.4,353.4,789.4,529.3,665.9,476.8,773.9,887.4
WL,350.9,1102.1,991.6,941.3,167.8,176.1,690.5,1108.0,485.4,876.3,818.8,1008.4,119.3,370.7,746.8,990.9,178.9,841.4,949.1,927.5,841.6,899.5,672.8,548.7,699.0,983.3,530.4,764.7,782.2,562.7,795.7,49.5,1015.3,812.4,216.2,851.5,523.0,788.8,363.6,904.5,798.9,667.4,316.4,882.7,469.8,173.4,651.0,1034.8,228.3,910.3,874.7,329.5,205.4,828.9,558.9,303.8,1101.2,101.1,425.8,180.2,782.6,551.3,502.4,1351.8,874.8,430.3,627.2,190.0,208.0,1002.6,939.3,901.6,893.8,508.2,823.0,780.8,487.3,870.1,964.1,810.5,746.4,692.4,549.8,505.8,850.1,1019.6,696.2,542.5,1007.8,746.4,1219.1,924.0,586.6,872.8,841.3,888.5,762.5,617.2,817.9,223.1,839.4,756.0,839.8,907.7,1045.5,677.4,207.1,843.3,1221.3,322.3,426.7,752.9,492.8,557.1,1191.2,864.3,171.9,1157.5,0.0,834.8,469.1,678.7,979.6,11.0,1008.8,993.1,190.1,470.8,800.7,506.7,828.3,661.8,817.8,668.6,706.9,630.9,548.1
