from_stop,AO,AR,AS,AT,AW,AX,AY,BB,BD,BG,BH,BT,BW,CB,CK,CW,CZ,DI,DQ,DX,DZ,EA,EE,EG,EK,EO,ER,EU,EY,FA,FI,FM,FR,FS,FZ,GD,GG,GI,GJ,GM,HB,HI,HJ,HO,HR,HV,HW,HZ,IB,IC,IG,IL,IS,IX,JA,JB,JJ,JO,JQ,JU,JW,KH,KM,KR,KU,LG,LH,LI,LK,LM,LN,LU,LW,MF,MH,MV,MW,ND,NH,NN,NQ,NU,OC,OE,OK,ON,OT,OX,OY,OZ,PC,PE,PF,PP,PX,QA,QI,QN,QQ,QT,QX,QY,RB,RE,RJ,RL,RM,RP,RY,SG,SL,SW,SZ,TA,TD,TG,TI,TQ,TS,TU,TY,UB,UD,UE,UH,UJ,UO,UR,US,UU,VF,VQ,WA,WH,WJ,WS,WW,WX,XA,XJ,XY,YH,YJ,YN,ZA,ZE,ZF,ZQ,ZU,ZX
OX,204.5,716.4,875.9,333.1,911.4,670.6,681.9,821.4,608.4,219.5,918.3,86.1,771.0,164.8,870.5,622.1,641.4,20.7,725.3,895.8,215.1,583.1,706.9,423.5,900.6,693.0,145.3,645.2,968.8,643.0,596.0,499.5,720.7,735.8,1002.0,731.5,70.5,679.1,894.8,648.7,807.9,632.1,936.1,563.5,870.5,954.6,966.2,660.4,763.1,470.6,609.1,1034.3,765.2,812.8,360.2,803.7,869.1,290.3,827.6,824.8,895.5,787.1,765.3,334.8,608.1,963.5,936.0,572.4,572.0,267.7,836.5,930.5,599.2,327.3,334.5,130.7,226.4,993.1,1047.0,930.3,166.2,790.0,413.8,751.7,801.1,769.5,20.6,0.0,580.1,828.6,564.3,427.9,182.0,481.8,1034.9,903.5,739.9,609.5,553.9,661.5,531.0,59.5,726.8,600.2,2053.9,644.7,884.4,608.9,681.3,375.4,712.0,731.1,644.9,696.2,50.4,918.2,570.1,789.9,566.4,691.0,802.5,182.4,964.6,912.7,869.3,741.9,811.4,888.9,245.7,592.2,700.5,1111.3,1044.3,779.1,846.3,267.7,169.3,924.8,709.0,498.6,691.6,401.7,812.6,184.0,745.7,771.8,646.2,1038.8,35.4,604.9
OY,536.9,274.4,433.9,824.2,469.4,331.7,343.0,379.4,490.6,787.4,476.3,693.3,329.0,528.3,428.5,180.1,228.5,611.4,283.3,453.8,547.5,141.1,305.8,687.1,458.6,667.6,690.5,642.7,526.8,525.2,154.0,763.1,278.7,293.8,534.1,246.4,562.6,340.2,452.8,206.7,365.9,514.3,494.1,224.6,428.5,562.8,574.4,384.0,321.1,734.2,187.5,592.3,323.2,370.8,623.8,361.7,509.4,668.3,385.6,382.8,453.5,419.2,323.3,712.8,490.3,521.5,544.2,836.0,276.2,650.0,394.5,591.6,186.3,590.9,512.1,502.9,621.5,654.2,605.0,488.3,789.1,348.0,436.1,309.7,356.2,591.6,653.7,633.0,0.0,546.5,122.3,160.6,560.0,745.4,592.9,562.0,297.9,270.6,462.9,322.6,349.8,646.7,284.8,177.2,2431.9,305.8,442.4,166.9,342.4,474.5,270.0,289.1,306.0,959.8,683.5,476.2,231.2,347.9,473.7,414.6,560.8,577.5,522.6,573.8,427.3,464.4,369.4,446.9,623.7,170.6,258.5,669.3,602.3,619.5,404.3,758.8,564.4,482.8,432.6,380.8,278.7,665.3,445.0,675.1,303.7,495.4,307.3,596.8,668.5,192.0
OZ,881.3,475.5,751.0,808.5,786.5,654.8,645.6,254.5,474.9,771.7,793.4,865.8,219.6,872.7,745.6,386.7,390.0,843.8,319.1,770.9,891.9,476.2,622.9,671.4,775.7,440.5,674.8,486.1,843.9,509.5,412.7,632.9,479.8,610.9,851.2,563.5,893.6,753.1,769.9,360.1,567.0,498.6,811.2,637.5,201.4,879.9,891.5,191.9,264.8,718.5,600.4,909.4,640.3,687.9,608.1,678.8,47.0,933.5,260.7,699.9,770.6,146.9,640.4,978.0,474.6,838.6,861.3,820.3,259.9,634.3,711.6,844.6,348.9,575.2,500.2,847.3,1049.5,908.1,922.1,805.4,773.4,381.5,420.4,335.6,560.2,364.5,803.9,823.0,571.0,0.0,427.2,573.5,904.4,650.6,910.0,817.6,499.0,683.5,447.2,642.2,334.1,882.6,485.9,591.5,2610.3,718.7,643.5,399.9,672.3,458.8,471.1,490.2,718.9,944.1,830.1,793.3,644.1,549.0,458.0,140.7,83.8,1005.5,839.7,869.8,744.4,123.0,686.5,764.0,924.9,583.5,459.6,986.4,919.4,392.4,721.4,743.1,992.4,799.9,123.2,365.1,385.0,649.6,111.4,659.4,620.8,49.6,657.6,913.9,788.0,343.2
PC,536.0,182.2,323.7,701.8,359.2,227.5,218.3,287.2,368.2,665.0,366.1,759.1,236.8,527.4,318.3,87.9,106.1,610.5,191.1,343.6,546.6,48.9,195.6,564.7,348.4,575.4,568.1,520.3,416.6,402.8,61.8,640.7,186.5,183.6,423.9,136.2,561.7,325.8,342.6,114.5,273.7,391.9,383.9,210.2,336.3,452.6,464.2,261.6,228.9,611.8,173.1,482.1,213.0,260.6,501.4,251.5,417.2,667.4,293.4,272.6,343.3,327.0,213.1,711.9,367.9,411.3,434.0,713.6,153.8,527.6,284.3,417.3,63.9,468.5,393.5,502.0,620.6,480.8,494.8,378.1,666.7,255.8,313.7,217.5,266.9,499.4,697.2,716.3,143.7,454.3,0.0,146.2,559.1,623.0,482.7,390.3,205.7,256.2,340.5,214.9,227.4,645.8,192.6,164.2,2431.0,291.4,350.2,74.7,245.0,352.1,177.8,196.9,291.6,837.4,723.4,366.0,216.8,255.7,351.3,292.2,403.7,576.6,412.4,442.5,317.1,372.2,259.2,336.7,622.8,156.2,166.3,559.1,492.1,527.3,294.1,636.4,563.5,372.6,310.2,258.4,156.3,542.9,352.8,552.7,193.5,373.0,230.3,486.6,681.3,69.6
PE,376.2,288.4,447.9,838.2,483.4,242.6,253.9,393.4,504.6,691.9,490.3,532.6,343.0,367.6,442.5,194.1,242.5,450.7,297.3,467.8,386.8,155.1,278.9,701.1,472.6,681.6,704.5,656.7,540.8,539.2,168.0,777.1,292.7,307.8,574.0,303.5,401.9,251.1,466.8,220.7,379.9,528.3,508.1,135.5,442.5,526.6,538.2,398.0,335.1,748.2,181.1,606.3,337.2,384.8,637.8,375.7,523.4,507.6,399.6,396.8,467.5,433.2,337.3,552.1,504.3,535.5,508.0,850.0,290.2,664.0,408.5,502.5,200.3,604.9,529.9,342.2,460.8,565.1,619.0,502.3,638.6,362.0,450.1,323.7,373.1,605.6,493.0,472.3,152.1,560.5,136.3,0.0,399.3,759.4,606.9,475.5,311.9,181.5,476.9,233.5,363.8,486.0,298.8,172.2,2271.2,216.7,456.4,180.9,253.3,488.5,284.0,303.1,216.9,973.8,522.8,490.2,142.1,361.9,487.7,428.6,574.8,416.8,536.6,484.7,441.3,478.4,383.4,460.9,463.0,164.2,272.5,683.3,616.3,633.5,418.3,772.8,403.7,496.8,446.6,394.8,292.7,679.3,459.0,689.1,317.7,509.4,218.2,610.8,507.8,206.0
PF,150.7,662.6,822.1,461.5,857.6,616.8,628.1,767.6,779.8,390.9,864.5,231.6,717.2,101.1,816.7,568.3,587.6,149.7,671.5,842.0,161.3,529.3,653.1,594.9,846.8,864.4,316.7,816.6,915.0,814.4,542.2,670.9,666.9,682.0,948.2,677.7,100.9,625.3,841.0,594.9,754.1,803.5,882.3,509.7,816.7,900.8,912.4,743.1,709.3,642.0,555.3,980.5,711.4,759.0,531.6,749.9,897.6,186.9,773.8,771.0,841.7,807.4,711.5,231.4,779.5,909.7,882.2,743.8,635.3,439.1,782.7,876.7,545.4,498.7,505.9,67.0,215.9,939.3,993.2,876.5,337.6,736.2,585.2,697.9,747.3,979.8,192.0,171.3,526.3,934.7,510.5,374.1,0.0,653.2,981.1,849.7,686.1,555.7,725.3,607.7,708.9,185.0,673.0,546.4,1950.5,590.9,830.6,555.1,627.5,546.8,658.2,677.3,591.1,600.0,221.8,864.4,516.3,736.1,737.8,773.7,885.2,171.9,910.8,858.9,815.5,852.6,757.6,835.1,142.3,538.4,646.7,1057.5,990.5,950.5,792.5,364.1,158.8,871.0,791.7,670.0,637.8,573.1,833.2,354.1,691.9,854.5,592.4,985.0,206.8,551.1
PP,684.6,806.5,948.0,465.5,983.5,851.8,842.6,586.0,409.3,428.7,990.4,522.8,551.1,644.9,942.6,712.2,587.0,500.8,650.6,967.9,695.2,673.2,819.9,288.8,972.7,211.1,331.8,163.3,1040.9,416.7,686.1,17.7,810.8,807.9,1048.2,760.5,550.6,950.1,966.9,691.6,898.0,405.8,1008.2,834.5,459.4,1076.9,1088.5,545.3,596.3,335.9,797.4,1106.4,837.3,884.9,121.2,875.8,633.8,590.0,592.2,896.9,967.6,543.6,837.4,634.5,381.8,1035.6,1058.3,437.7,456.9,291.3,908.6,1041.6,545.9,154.1,219.4,610.8,706.5,1105.1,1119.1,1002.4,430.4,713.0,298.7,667.1,891.2,287.6,460.9,480.0,768.0,670.9,624.2,770.5,653.7,0.0,1107.0,1014.6,830.0,880.5,401.3,839.2,415.9,539.6,816.9,788.5,2227.7,915.7,974.5,699.0,869.3,260.3,802.1,821.2,915.9,561.5,487.1,990.3,841.1,880.0,388.8,575.9,685.2,662.5,1036.7,1066.8,941.4,588.8,883.5,961.0,581.4,780.5,790.6,1183.4,1116.4,297.2,918.4,400.1,649.4,996.9,593.9,383.5,582.0,267.0,569.4,316.4,817.8,656.7,854.6,1110.9,445.0,540.2
PX,960.2,639.9,177.7,1171.7,367.4,479.7,470.5,695.3,838.1,1134.9,106.5,1116.6,644.9,951.6,165.6,545.6,576.0,1034.7,648.8,207.2,970.8,480.4,447.8,1034.6,202.4,983.5,1038.0,990.2,315.7,872.7,519.5,1110.6,644.2,314.9,323.0,363.5,985.9,651.2,436.5,572.2,731.4,861.8,229.2,523.7,744.4,389.2,400.8,731.5,686.6,1081.7,610.8,180.8,371.1,238.7,971.3,345.4,825.3,1091.6,701.5,235.1,378.4,735.1,286.2,1136.1,837.8,191.2,370.6,1183.5,623.7,997.5,219.0,353.9,533.8,938.4,859.6,926.2,1044.8,417.4,12.0,237.9,1136.6,713.5,783.6,675.2,721.7,907.5,1077.0,1056.3,581.4,899.7,469.8,583.9,983.3,1092.9,0.0,324.3,663.4,581.6,810.4,410.4,697.3,1070.0,650.3,600.5,2855.2,616.8,807.9,532.4,440.5,822.0,635.5,654.6,617.0,1307.3,1193.3,145.9,517.1,713.4,821.2,762.1,873.6,1000.8,207.7,379.1,241.4,813.0,353.1,214.1,1047.0,593.9,624.0,257.8,190.8,935.4,195.0,1106.3,987.7,243.4,780.1,728.3,626.2,1012.8,760.9,1022.6,304.8,842.9,425.8,245.2,1151.2,539.5
QA,845.0,524.7,309.7,1056.5,239.7,352.0,342.8,627.1,722.9,1019.7,195.0,1001.4,579.3,836.4,144.6,427.8,458.2,919.5,533.6,129.6,855.6,365.2,320.1,919.4,131.8,917.9,922.8,875.0,142.1,757.5,404.3,995.4,529.0,187.2,154.7,233.2,870.7,491.7,308.8,457.0,616.2,744.0,212.8,364.2,676.2,107.3,121.5,616.3,571.4,966.5,495.6,207.6,243.4,108.4,856.1,217.7,759.7,976.4,633.3,364.5,250.7,666.9,418.2,1020.9,722.6,240.2,91.3,1065.7,508.5,882.3,351.0,26.9,418.6,823.2,744.4,811.0,929.6,90.4,315.1,103.6,1021.4,598.3,665.8,560.0,606.5,841.9,961.8,941.1,466.2,784.5,354.6,468.7,868.1,977.7,309.0,0.0,545.6,419.5,695.2,282.7,582.1,954.8,532.5,485.3,2740.0,457.3,692.7,417.2,312.8,704.2,520.3,539.4,457.5,1192.1,1075.5,190.9,357.6,598.2,706.0,644.3,755.8,885.6,195.8,70.8,370.8,697.8,225.4,122.7,929.2,478.7,508.8,284.6,217.6,869.8,123.0,991.1,872.5,98.1,664.9,610.5,511.0,897.6,695.3,907.4,177.1,725.1,298.1,272.6,1036.0,424.3
QI,688.1,52.7,507.3,917.6,542.8,411.1,401.9,289.9,584.0,880.8,549.7,844.5,239.5,679.5,501.9,116.1,321.9,762.6,193.8,527.2,698.7,192.9,379.2,780.5,532.0,578.1,783.9,623.7,600.2,618.6,142.1,770.5,19.1,367.2,607.5,319.8,713.8,491.4,526.2,117.2,67.9,607.7,567.5,375.8,339.0,636.2,647.8,476.3,231.6,827.6,338.7,665.7,396.6,444.2,717.2,435.1,419.9,819.5,296.1,456.2,526.9,329.7,396.7,864.0,583.7,594.9,617.6,929.4,369.6,743.4,467.9,600.9,279.7,684.3,609.3,654.1,772.7,664.4,678.4,561.7,882.5,258.5,529.5,220.2,58.2,502.1,804.9,784.2,309.3,457.0,215.7,311.8,711.2,788.2,666.3,571.3,0.0,421.8,556.3,398.5,443.2,797.9,13.0,328.4,2583.1,457.0,144.4,129.3,428.6,567.9,48.3,8.7,457.2,1053.2,834.7,549.6,382.4,49.9,567.1,425.1,471.3,728.7,596.0,626.1,500.7,374.9,442.8,520.3,774.9,321.8,29.3,742.7,675.7,530.0,477.7,852.2,715.6,556.2,407.6,474.2,372.1,758.7,355.5,768.5,377.1,457.3,458.5,670.2,819.7,285.4
QN,569.4,430.0,593.4,979.8,471.8,199.7,211.0,535.0,646.2,885.1,478.7,725.8,484.6,560.8,430.9,335.7,384.1,643.9,438.9,456.2,580.0,296.7,236.0,842.7,461.0,823.2,846.1,798.3,529.2,680.8,309.6,918.7,434.3,296.2,531.1,260.6,595.1,69.5,455.2,362.3,521.5,669.9,496.5,92.6,584.1,483.7,495.3,539.6,476.7,889.8,322.7,594.7,325.6,373.2,779.4,364.1,665.0,700.8,541.2,525.7,455.9,574.8,466.2,745.3,645.9,523.9,465.1,991.6,431.8,805.6,537.4,459.6,341.9,746.5,667.7,535.4,654.0,522.2,607.4,490.7,831.8,503.6,591.7,465.3,514.7,747.2,686.2,665.5,293.7,702.1,277.9,193.1,592.5,901.0,595.3,432.6,453.5,0.0,618.5,190.6,505.4,679.2,440.4,312.4,2464.4,66.8,598.0,322.5,210.4,630.1,425.6,444.7,35.3,1115.4,716.0,478.6,99.2,503.5,629.3,570.2,716.4,610.0,525.0,441.8,657.1,620.0,371.8,449.3,656.2,305.8,414.1,671.7,604.7,775.1,406.7,914.4,596.9,485.2,588.2,536.4,434.3,820.9,600.6,830.7,306.1,651.0,175.3,599.2,701.0,347.6
QQ,757.8,525.1,666.6,538.7,702.1,570.4,561.2,517.9,88.6,501.9,709.0,596.0,483.0,718.1,661.2,430.8,305.6,574.0,534.0,686.5,768.4,391.8,538.5,401.6,691.3,268.0,405.0,217.1,759.5,99.6,404.7,363.9,529.4,526.5,766.8,479.1,623.8,668.7,685.5,457.4,616.6,88.7,726.8,553.1,464.8,795.5,807.1,263.9,528.2,448.7,516.0,825.0,555.9,603.5,338.3,594.4,472.6,663.7,524.1,615.5,686.2,390.6,556.0,708.2,64.7,754.2,776.9,550.5,175.5,364.5,627.2,760.2,264.5,305.4,230.4,684.0,779.7,823.7,837.7,721.0,503.6,598.7,150.6,560.4,609.8,344.5,534.1,553.2,486.6,432.1,342.8,489.1,727.4,381.6,825.6,733.2,548.6,599.1,0.0,557.8,134.5,612.8,535.5,507.1,2340.5,634.3,693.1,417.6,587.9,189.0,520.7,539.8,634.5,674.3,560.3,708.9,559.7,598.6,12.4,294.5,406.0,735.7,755.3,785.4,660.0,345.4,602.1,679.6,655.1,499.1,509.2,902.0,835.0,354.1,637.0,473.3,722.6,715.5,312.5,102.1,300.6,379.8,416.1,389.6,536.4,375.3,573.2,829.5,518.2,258.8
QT,621.9,358.8,402.7,890.6,281.1,91.8,82.6,463.8,557.0,853.8,288.0,778.3,413.4,613.3,240.2,264.5,294.9,696.4,367.7,265.5,632.5,199.3,95.8,753.5,270.3,752.0,756.9,709.1,338.5,591.6,238.4,829.5,363.1,105.5,345.8,69.9,647.6,240.7,264.5,291.1,450.3,580.7,305.8,113.2,512.9,374.5,386.1,450.4,405.5,800.6,329.7,404.0,134.9,182.5,690.2,173.4,593.8,753.3,470.0,335.0,265.2,503.6,275.5,797.8,556.7,333.2,355.9,902.4,342.6,716.4,346.7,339.2,252.7,657.3,582.3,587.9,706.5,402.7,416.7,300.0,855.5,432.4,502.5,394.1,443.5,676.0,738.7,718.0,300.3,618.6,188.7,245.6,645.0,811.8,404.6,312.2,382.3,171.1,529.3,0.0,416.2,731.7,369.2,320.8,2516.9,206.3,526.8,251.3,30.0,540.9,354.4,373.5,206.5,1026.2,768.5,287.9,106.6,432.3,540.1,481.0,592.5,662.5,334.3,364.4,466.4,531.9,181.1,258.6,708.7,312.8,342.9,481.0,414.0,703.9,216.0,825.2,649.4,294.5,499.0,447.2,345.1,731.7,529.4,741.5,115.4,561.8,15.3,408.5,753.5,258.4
QX,721.1,438.2,579.7,502.0,615.2,483.5,474.3,431.0,168.4,465.2,622.1,559.3,396.1,681.4,574.3,343.9,218.7,537.3,447.1,599.6,731.7,304.9,451.6,364.9,604.4,371.4,368.3,320.5,672.6,203.0,317.8,440.9,442.5,439.6,679.9,392.2,587.1,581.8,598.6,370.5,529.7,192.1,639.9,466.2,377.9,708.6,720.2,177.0,441.3,412.0,429.1,738.1,469.0,516.6,301.6,507.5,385.7,627.0,437.2,528.6,599.3,303.7,469.1,671.5,168.1,667.3,690.0,513.8,88.6,327.8,540.3,673.3,177.6,268.7,193.7,647.3,743.0,736.8,750.8,634.1,466.9,511.8,113.9,473.5,522.9,447.9,497.4,516.5,399.7,345.2,255.9,402.2,690.7,423.2,738.7,646.3,461.7,512.2,140.7,470.9,0.0,576.1,448.6,420.2,2303.8,547.4,606.2,330.7,501.0,152.3,433.8,452.9,547.6,637.6,523.6,622.0,472.8,511.7,151.5,207.6,319.1,699.0,668.4,698.5,573.1,258.5,515.2,592.7,618.4,412.2,422.3,815.1,748.1,457.5,550.1,436.6,685.9,628.6,225.6,58.6,213.7,343.1,329.2,352.9,449.5,288.4,486.3,742.6,481.5,171.9
QY,229.0,740.9,900.4,383.5,935.9,695.1,706.4,845.9,658.8,269.9,942.8,46.5,795.5,189.3,895.0,646.6,665.9,45.2,749.8,920.3,239.6,607.6,731.4,473.9,925.1,743.4,195.7,695.6,993.3,693.4,620.5,549.9,745.2,760.3,1026.5,756.0,95.0,703.6,919.3,673.2,832.4,682.5,960.6,588.0,895.0,979.1,990.7,710.8,787.6,521.0,633.6,1058.8,789.7,837.3,410.6,828.2,919.5,314.8,852.1,849.3,920.0,837.5,789.8,359.3,658.5,988.0,960.5,622.8,622.4,318.1,861.0,955.0,623.7,377.7,384.9,155.2,250.9,1017.6,1071.5,954.8,216.6,814.5,464.2,776.2,825.6,819.9,71.0,50.3,604.6,879.0,588.8,452.4,206.5,532.2,1059.4,928.0,764.4,634.0,604.3,686.0,581.4,0.0,751.3,624.7,2078.4,669.2,908.9,633.4,705.8,425.8,736.5,755.6,669.4,746.6,82.2,942.7,594.6,814.4,616.8,741.4,852.9,206.9,989.1,937.2,893.8,792.3,835.9,913.4,270.2,616.7,725.0,1135.8,1068.8,829.5,870.8,318.1,193.8,949.3,759.4,549.0,716.1,452.1,863.0,234.4,770.2,822.2,670.7,1063.3,85.8,629.4
RB,675.0,39.6,494.2,904.5,529.7,398.0,388.8,276.8,570.9,867.7,536.6,831.4,226.4,666.4,488.8,103.0,308.8,749.5,180.7,514.1,685.6,179.8,366.1,767.4,518.9,565.0,770.8,610.6,587.1,605.5,129.0,757.4,6.1,354.1,594.4,306.7,700.7,478.3,513.1,104.1,81.0,594.6,554.4,362.7,325.9,623.1,634.7,463.2,218.5,814.5,325.6,652.6,383.5,431.1,704.1,422.0,406.8,806.4,283.0,443.1,513.8,316.6,383.6,850.9,570.6,581.8,604.5,916.3,356.5,730.3,454.8,587.8,266.6,671.2,592.4,641.0,759.6,651.3,665.3,548.6,869.4,245.4,516.4,207.1,74.2,489.0,791.8,771.1,296.2,443.9,202.6,298.7,698.1,775.1,653.2,560.8,13.0,408.7,543.2,385.4,430.1,784.8,0.0,315.3,2570.0,443.9,157.5,116.2,415.5,554.8,35.2,4.3,444.1,1040.1,821.6,536.5,369.3,63.0,554.0,412.0,458.2,715.6,582.9,613.0,487.6,361.8,429.7,507.2,761.8,308.7,16.2,729.6,662.6,516.9,464.6,839.1,702.5,543.1,394.5,461.1,359.0,745.6,342.4,755.4,364.0,444.2,445.4,657.1,806.6,272.3
RE,571.8,349.7,509.2,899.5,638.7,366.6,377.9,452.8,565.9,862.7,645.6,728.2,404.3,563.2,595.9,253.5,301.9,646.3,358.6,621.2,582.4,216.4,401.0,762.4,626.0,742.9,765.8,718.0,696.1,600.5,229.3,838.4,354.0,463.1,696.1,425.6,597.5,375.1,622.1,282.0,441.2,587.7,663.4,259.5,501.9,648.7,660.3,459.3,396.4,809.5,103.8,761.6,492.5,538.2,699.1,531.0,584.7,703.2,459.0,456.2,622.8,492.6,398.6,747.7,565.6,690.8,632.0,909.4,351.5,725.3,469.8,626.5,261.6,666.2,587.4,537.8,656.4,689.1,774.3,657.6,864.4,423.3,509.5,385.0,431.5,665.0,688.6,667.9,211.5,621.8,197.6,195.5,594.9,820.7,760.3,596.9,371.3,305.5,538.2,357.5,425.1,681.6,360.1,0.0,2466.8,340.7,517.7,242.2,377.3,547.9,345.3,364.4,340.9,1035.1,716.5,645.5,266.1,423.2,549.0,488.0,634.2,612.4,690.0,608.7,500.7,539.7,538.7,616.2,656.7,10.6,333.8,838.6,771.6,694.8,573.6,834.1,599.3,650.2,507.9,456.1,354.0,740.6,520.3,750.4,473.0,568.8,342.2,766.1,703.4,267.3
RJ,1959.0,2470.9,2630.4,2048.2,2665.9,2425.1,2436.4,2575.9,2363.3,2075.4,2672.8,2039.9,2525.5,1909.4,2625.0,2376.6,2395.9,1958.0,2479.8,2667.2,1969.6,2337.6,2461.4,2011.3,2672.0,2408.3,1978.5,2360.5,2679.7,2397.9,2350.5,2214.8,2475.2,2490.3,2663.7,2486.0,1909.2,2433.6,2649.3,2403.2,2562.4,2387.0,2690.6,2318.0,2625.0,2616.3,2627.9,2415.3,2517.6,2015.4,2363.6,2745.2,2519.7,2567.3,2075.5,2558.2,2624.0,1838.4,2582.1,2579.3,2650.0,2542.0,2519.8,1882.9,2363.0,2718.0,2597.7,2117.2,2326.9,2046.8,2591.0,2592.2,2353.7,2042.6,2089.4,1875.3,2024.2,2654.8,2801.5,2641.2,2077.1,2544.5,2168.7,2506.2,2555.6,2484.8,2000.3,1979.6,2334.6,2583.5,2318.8,2182.4,1902.1,2197.1,2789.4,2565.2,2494.4,2364.0,2308.8,2416.0,2285.9,1993.3,2481.3,2354.7,0.0,2399.2,2638.9,2363.4,2435.8,2130.3,2466.5,2485.6,2399.4,2024.1,2030.1,2672.7,2324.6,2544.4,2321.3,2445.9,2557.4,1980.2,2736.0,2574.4,2623.8,2496.8,2565.9,2660.3,1829.8,2346.7,2455.0,2796.1,2755.2,2494.4,2600.8,1950.8,1967.1,2635.7,2463.9,2253.5,2446.1,2180.8,2567.5,1940.8,2500.2,2526.7,2400.7,2810.2,2015.1,2359.4
RL,577.2,437.8,601.2,987.6,479.6,207.5,218.8,542.8,654.0,892.9,486.5,733.6,492.4,568.6,438.7,343.5,391.9,651.7,446.7,464.0,587.8,304.5,243.8,850.5,468.8,831.0,853.9,806.1,537.0,688.6,317.4,926.5,442.1,304.0,538.9,268.4,602.9,75.0,463.0,370.1,529.3,677.7,504.3,100.4,591.9,491.5,503.1,547.4,484.5,897.6,330.5,602.5,333.4,381.0,787.2,371.9,672.8,708.6,549.0,533.5,463.7,582.6,474.0,753.1,653.7,531.7,472.9,999.4,439.6,813.4,545.2,467.4,349.7,754.3,679.3,543.2,661.8,530.0,615.2,498.5,839.6,511.4,599.5,473.1,522.5,755.0,694.0,673.3,301.5,709.9,285.7,200.9,600.3,908.8,603.1,440.4,461.3,65.2,626.3,198.4,513.2,687.0,448.2,321.6,2472.2,0.0,605.8,330.3,218.2,637.9,433.4,452.5,69.3,1123.2,723.8,486.4,107.0,511.3,637.1,578.0,724.2,617.8,532.8,449.6,664.9,627.8,379.6,457.1,664.0,313.6,421.9,679.5,612.5,782.9,414.5,922.2,604.7,493.0,596.0,544.2,442.1,828.7,608.4,838.5,313.9,658.8,183.1,607.0,708.8,355.4
RM,787.1,151.7,606.3,1016.6,641.8,510.1,500.9,388.9,683.0,979.8,648.7,943.5,338.5,778.5,600.9,215.1,420.9,861.6,292.8,626.2,797.7,291.9,478.2,879.5,631.0,677.1,882.9,722.7,699.2,717.6,241.1,869.5,118.1,466.2,706.5,418.8,812.8,590.4,625.2,216.2,68.1,706.7,666.5,474.8,438.0,735.2,746.8,575.3,330.6,926.6,437.7,764.7,495.6,543.2,816.2,534.1,518.9,918.5,395.1,555.2,625.9,428.7,495.7,963.0,682.7,693.9,716.6,1028.4,468.6,842.4,566.9,699.9,378.7,783.3,708.3,753.1,871.7,763.4,777.4,660.7,981.5,357.5,628.5,319.2,47.7,601.1,903.9,883.2,408.3,556.0,314.7,410.8,810.2,887.2,765.3,672.9,98.9,520.8,655.3,497.5,542.2,896.9,112.0,428.8,2682.1,556.0,0.0,228.3,527.6,666.9,147.3,107.7,556.2,1152.2,933.7,648.6,481.4,58.9,666.1,524.1,570.3,827.7,695.0,725.1,599.7,473.9,541.8,619.3,873.9,420.8,128.3,841.7,774.7,629.0,576.7,951.2,814.6,655.2,506.6,573.2,471.1,857.7,454.5,867.5,476.1,556.3,557.5,769.2,918.7,384.4
RP,558.7,107.4,377.9,788.2,413.4,281.7,272.5,212.4,454.6,751.4,420.3,715.1,162.0,550.1,372.5,13.1,192.5,633.2,116.3,397.8,569.3,63.5,249.8,651.1,402.6,500.6,654.5,546.2,470.8,489.2,12.7,693.0,111.7,237.8,478.1,190.4,584.4,362.0,396.8,39.7,198.9,478.3,438.1,246.4,261.5,506.8,518.4,398.8,154.1,698.2,209.3,536.3,267.2,314.8,587.8,305.7,342.4,690.1,218.6,326.8,397.5,252.2,267.3,734.6,454.3,465.5,488.2,800.0,240.2,614.0,338.5,471.5,150.3,554.9,479.9,524.7,643.3,535.0,549.0,432.3,753.1,181.0,400.1,142.7,192.1,424.6,675.5,654.8,179.9,379.5,86.3,182.4,581.8,710.7,536.9,444.5,130.9,292.4,426.9,269.1,313.8,668.5,117.8,200.4,2453.7,327.6,275.4,0.0,299.2,438.5,103.0,122.1,327.8,923.8,705.3,420.2,253.0,180.9,437.7,347.6,393.8,599.3,466.6,496.7,371.3,297.4,313.4,390.9,645.5,192.4,91.5,613.3,546.3,452.5,348.3,722.8,586.2,426.8,330.1,344.8,242.7,629.3,278.0,639.1,247.7,379.8,329.1,540.8,690.3,156.0
