from_stop,AD,AE,AK,AL,AR,AZ,BA,BE,BG,BH,BX,CC,CK,CZ,DI,DL,DS,DU,DV,ED,EE,EG,FE,FJ,GN,GW,HC,HK,HL,HO,IA,II,IR,IS,IT,IV,IW,IY,JC,JL,JM,JO,JQ,JW,JX,JZ,KC,KD,KG,KI,KK,KM,KT,KV,LC,LE,LH,LI,LJ,LO,LP,LV,LX,MD,ME,MU,NT,NV,OD,OG,OI,OO,OR,OV,OX,PB,PE,PI,PK,PL,PQ,PV,QC,QV,QX,RC,RI,RM,RN,RP,RQ,RS,SF,SN,SO,SZ,TA,TB,TJ,TS,TW,TY,UB,UE,UG,UK,UT,VF,VN,VP,VQ,VR,VT,VU,VY,VZ,WD,WE,WF,WG,WH,WI,XC,XD,XK,XM,XX,XY,YH,YV,ZB,ZU,ZX
TS,251.1,714.8,472.8,771.4,482.7,514.4,100.8,716.5,805.6,780.3,276.9,304.5,682.2,730.4,463.9,203.6,793.7,384.0,715.0,307.2,386.3,219.6,175.4,255.9,751.2,798.6,776.3,918.3,437.4,657.1,677.3,713.1,661.3,687.6,691.7,394.0,605.5,406.1,628.4,252.7,228.9,425.2,340.6,331.1,536.9,708.8,609.3,272.5,663.5,702.6,188.4,364.7,646.2,789.3,480.7,311.3,108.6,199.0,693.2,269.7,328.3,237.4,206.5,720.1,328.1,632.7,362.6,767.2,609.3,471.8,736.8,609.3,674.5,275.0,520.3,481.8,423.7,229.1,258.5,291.3,283.4,348.1,654.1,422.4,274.8,944.5,212.3,457.2,100.5,768.9,729.0,293.9,639.7,182.7,626.8,351.6,346.5,855.2,287.6,0.0,696.6,205.2,331.5,722.9,745.5,267.7,197.2,684.1,618.6,688.5,291.2,385.5,445.7,637.8,488.3,729.4,834.2,771.5,746.5,90.5,356.5,197.8,381.5,702.7,224.3,1501.4,501.4,371.8,707.2,376.1,725.6,498.8,295.2
TW,745.6,190.7,513.0,407.0,867.1,898.8,569.8,352.1,219.0,193.7,771.4,723.4,317.8,366.0,245.4,698.1,269.6,802.9,279.4,691.6,598.3,688.6,644.4,750.4,101.9,434.2,252.2,332.2,856.3,70.5,312.9,126.5,40.4,323.2,4.6,434.2,103.9,757.5,264.0,721.7,723.4,465.4,809.6,445.4,888.3,59.5,149.6,741.5,299.1,178.5,657.4,716.1,53.3,424.9,832.1,780.3,577.6,668.0,3.2,712.1,540.3,706.4,675.5,355.7,540.1,58.4,781.5,243.1,149.6,753.0,150.2,149.6,310.1,635.3,813.2,866.2,299.5,698.1,479.7,760.3,752.4,767.0,130.0,841.3,743.8,358.4,681.3,876.1,569.5,404.5,364.6,762.9,115.6,505.5,135.5,464.4,765.4,269.1,756.6,675.2,0.0,674.2,613.4,198.8,221.4,726.5,691.7,319.7,254.2,324.1,760.2,678.4,864.6,178.1,907.2,205.3,469.8,407.1,267.7,559.5,327.0,666.8,800.4,290.6,718.8,1585.3,885.8,790.7,342.8,669.0,231.2,186.0,507.2
TY,152.3,711.7,469.7,768.3,412.8,444.5,206.1,713.4,802.5,777.2,178.1,205.7,679.1,727.3,460.8,104.8,790.6,285.2,711.9,237.3,383.2,199.6,105.5,157.1,748.1,795.5,773.2,915.2,338.6,654.0,674.2,710.0,658.2,684.5,688.6,390.9,602.4,307.3,625.3,123.1,130.1,422.1,211.0,328.0,432.0,705.7,606.2,103.6,660.4,699.5,112.5,265.9,643.1,786.2,381.9,149.1,178.2,100.2,690.1,170.9,325.2,107.8,107.7,717.0,325.0,629.6,263.8,764.1,606.2,373.0,733.7,606.2,671.4,176.2,450.4,411.9,420.6,153.2,255.4,215.4,207.5,249.3,651.0,323.6,170.0,941.4,160.0,358.4,205.8,765.8,705.2,131.7,636.6,179.6,623.7,348.5,247.7,852.1,158.0,203.1,693.5,0.0,352.6,719.8,742.4,168.9,98.4,681.0,615.5,685.4,122.3,315.6,346.9,634.7,389.5,726.3,722.1,659.4,743.4,204.3,353.4,71.6,282.7,699.6,125.5,1402.6,431.5,273.0,704.1,306.2,722.5,495.7,292.1
UB,385.6,618.0,376.0,674.6,617.2,648.9,235.3,619.7,708.8,683.5,411.4,439.0,585.4,633.6,367.1,338.1,696.9,518.5,618.2,441.7,289.5,354.1,309.9,390.4,654.4,701.8,679.5,821.5,571.9,560.3,580.5,616.3,564.5,590.8,594.9,297.2,508.7,540.6,531.6,387.2,363.4,328.4,475.1,234.3,671.4,612.0,512.5,407.0,566.7,605.8,322.9,499.2,549.4,692.5,615.2,445.8,243.1,333.5,596.4,404.2,231.5,371.9,341.0,623.3,231.3,535.9,497.1,670.4,512.5,606.3,640.0,512.5,577.7,409.5,654.8,616.3,326.9,363.6,161.7,425.8,417.9,482.6,557.3,556.9,409.3,847.7,346.8,591.7,235.0,672.1,632.2,428.4,542.9,171.0,530.0,254.8,481.0,758.4,422.1,290.6,599.8,339.7,0.0,626.1,648.7,402.2,331.7,587.3,521.8,591.7,425.7,520.0,580.2,541.0,622.8,632.6,737.4,674.7,649.7,225.0,259.7,332.3,516.0,605.9,358.8,1635.9,635.9,506.3,610.4,510.6,628.8,402.0,198.4
UE,752.9,58.9,545.8,526.8,984.5,1016.2,602.6,385.0,248.7,223.4,778.7,806.3,409.9,485.8,260.1,705.4,176.1,885.8,309.1,809.0,631.1,721.4,677.2,757.7,261.8,465.9,158.7,361.9,939.2,207.5,369.3,158.7,171.9,372.4,217.9,467.0,118.6,907.9,392.0,754.5,730.7,498.2,842.4,478.2,1038.7,219.4,164.3,774.3,383.0,72.1,690.2,866.5,156.8,456.6,982.5,813.1,610.4,700.8,216.5,771.5,573.1,739.2,708.3,360.4,572.9,234.2,864.4,136.7,164.3,973.6,256.8,164.3,422.8,776.8,989.0,983.6,332.3,730.9,512.5,793.1,785.2,849.9,130.7,924.2,776.6,388.1,714.1,959.0,602.3,524.3,397.5,795.7,116.3,538.3,150.2,497.2,848.3,298.8,789.4,708.0,213.2,707.0,646.2,0.0,115.0,769.5,699.0,347.5,430.0,439.6,793.0,854.2,947.5,192.8,990.1,111.8,589.6,526.9,317.7,592.3,359.8,699.6,883.3,320.3,726.1,1761.1,1003.2,873.6,417.5,844.8,96.9,361.8,540.0
UG,785.1,96.5,578.0,566.9,1016.7,1048.4,634.8,425.1,288.8,263.5,810.9,838.5,450.0,525.9,292.3,737.6,208.3,918.0,349.2,841.2,663.3,753.6,709.4,789.9,294.0,506.0,190.9,402.0,971.4,247.6,409.4,198.8,204.1,412.5,250.1,499.2,150.8,940.1,432.1,786.7,762.9,530.4,874.6,510.4,1070.9,251.6,196.5,806.5,423.1,42.4,722.4,898.7,189.0,496.7,1014.7,845.3,642.6,733.0,248.7,803.7,605.3,771.4,740.5,400.5,605.1,274.3,896.6,21.6,196.5,1005.8,296.9,196.5,462.9,809.0,1029.1,1015.8,364.5,763.1,544.7,825.3,817.4,882.1,162.9,956.4,808.8,428.2,746.3,991.2,634.5,564.4,437.6,827.9,148.5,570.5,182.4,529.4,880.5,338.9,821.6,740.2,245.4,739.2,678.4,104.6,0.0,801.7,731.2,387.6,470.1,479.7,825.2,894.3,979.7,225.0,1022.3,144.0,629.7,567.0,357.8,624.5,392.0,731.8,915.5,360.4,758.3,1801.2,1035.4,905.8,457.6,884.9,137.0,401.9,572.2
UK,59.6,765.4,523.4,822.0,368.4,400.1,259.8,646.4,856.2,830.9,96.9,254.5,732.8,657.1,514.5,60.9,844.3,334.0,765.6,192.9,436.9,253.3,152.0,11.8,801.8,849.2,826.9,968.9,387.4,707.7,727.9,763.7,711.9,738.2,742.3,444.6,656.1,375.7,679.0,202.7,77.1,475.8,290.6,381.7,506.5,759.4,659.9,283.8,714.1,753.2,242.1,334.3,696.8,839.9,450.3,286.2,231.9,149.0,743.8,25.5,378.9,187.4,156.5,770.7,378.7,683.3,385.2,817.8,659.9,421.8,787.4,659.9,725.1,225.0,406.0,386.3,474.3,282.8,309.1,345.0,337.1,298.1,704.7,396.6,224.8,995.1,266.0,407.2,259.5,819.5,630.6,268.8,690.3,233.3,677.4,402.2,296.5,914.5,237.6,256.8,747.2,180.1,406.3,773.5,796.1,0.0,83.6,734.7,669.2,739.1,302.5,271.2,395.7,688.4,439.0,780.0,647.5,584.8,797.1,258.0,407.1,251.5,331.5,753.3,44.0,1328.0,387.1,402.2,757.8,261.8,776.2,549.4,345.8
UT,53.0,681.7,439.7,738.3,371.1,402.8,176.1,683.4,772.5,747.2,67.0,170.8,649.1,697.3,430.8,6.3,760.6,250.3,681.9,195.6,353.2,169.6,75.5,57.8,718.1,765.5,743.2,885.2,303.7,624.0,644.2,680.0,628.2,654.5,658.6,360.9,572.4,272.4,595.3,119.0,31.6,392.1,206.9,298.0,403.2,675.7,576.2,200.1,630.4,669.5,158.4,231.0,613.1,756.2,347.0,202.5,148.2,65.3,660.1,72.4,295.2,103.7,72.8,687.0,295.0,599.6,228.9,734.1,576.2,338.1,703.7,576.2,641.4,141.3,408.7,370.2,390.6,199.1,225.4,261.3,253.4,214.4,621.0,288.7,141.1,911.4,182.3,323.5,175.8,735.8,695.9,185.1,606.6,149.6,593.7,318.5,212.8,830.8,153.9,173.1,663.5,96.4,322.6,689.8,712.4,70.4,0.0,651.0,585.5,655.4,218.8,273.9,312.0,604.7,354.6,696.3,650.2,587.5,713.4,174.3,323.4,167.8,247.8,668.0,27.0,1330.7,389.8,238.1,674.1,264.5,692.5,465.7,262.1
VF,706.4,431.2,499.3,255.3,854.4,886.1,556.1,130.5,218.2,118.5,732.2,710.7,90.7,214.3,269.0,658.9,527.9,790.2,30.8,678.9,584.6,674.9,630.7,711.2,360.2,207.1,510.5,326.8,843.6,218.7,85.8,274.7,298.7,101.6,253.3,420.5,362.2,744.8,102.5,708.0,684.2,451.7,795.9,431.7,875.6,317.8,414.4,727.8,72.0,436.8,643.7,703.4,311.6,197.8,819.4,766.6,563.9,654.3,254.8,725.0,526.6,692.7,661.8,128.6,526.4,194.3,768.8,501.4,414.4,740.3,298.4,414.4,83.0,622.6,800.5,853.5,285.8,684.4,466.0,746.6,738.7,754.3,388.3,828.6,730.1,353.0,667.6,863.4,555.8,252.8,143.0,749.2,373.9,491.8,431.9,450.7,752.7,263.7,742.9,661.5,258.2,660.5,599.7,436.8,479.7,723.0,652.5,0.0,90.3,97.0,746.5,665.7,851.9,442.9,894.5,463.6,308.5,245.8,166.4,545.8,313.3,653.1,787.7,18.5,679.6,1572.6,873.1,778.0,69.9,656.3,338.2,172.3,493.5
VN,675.4,400.2,468.3,224.3,823.4,855.1,525.1,137.2,262.3,223.4,701.2,679.7,102.9,276.8,238.0,627.9,496.9,759.2,135.7,647.9,553.6,643.9,599.7,680.2,329.2,219.3,479.5,339.0,812.6,187.7,98.0,243.7,267.7,108.3,222.3,389.5,331.2,713.8,71.5,677.0,653.2,420.7,764.9,400.7,844.6,286.8,383.4,696.8,84.2,405.8,612.7,672.4,280.6,210.0,788.4,735.6,532.9,623.3,223.8,694.0,495.6,661.7,630.8,140.8,495.4,163.3,737.8,470.4,383.4,709.3,267.4,383.4,95.2,591.6,769.5,822.5,254.8,653.4,435.0,715.6,707.7,723.3,357.3,797.6,699.1,365.2,636.6,832.4,524.8,221.8,149.7,718.2,342.9,460.8,400.9,419.7,721.7,275.9,711.9,630.5,227.2,629.5,568.7,405.8,448.7,692.0,621.5,104.8,0.0,109.2,715.5,634.7,820.9,411.9,863.5,432.6,315.2,252.5,135.4,514.8,282.3,622.1,756.7,123.4,648.6,1541.6,842.1,747.0,127.9,625.3,307.2,141.3,462.5
VP,732.0,456.8,524.9,280.9,880.0,911.7,581.7,133.4,234.5,194.5,757.8,736.3,39.6,239.9,294.6,684.5,553.5,815.8,106.8,704.5,610.2,700.5,656.3,736.8,385.8,191.5,536.1,311.2,869.2,244.3,70.2,300.3,324.3,104.5,278.9,446.1,387.8,770.4,128.1,733.6,709.8,477.3,821.5,457.3,901.2,343.4,440.0,753.4,68.2,462.4,669.3,729.0,337.2,182.2,845.0,792.2,589.5,679.9,280.4,750.6,552.2,718.3,687.4,113.0,552.0,219.9,794.4,527.0,440.0,765.9,324.0,440.0,43.8,648.2,826.1,879.1,311.4,710.0,491.6,772.2,764.3,779.9,413.9,854.2,755.7,337.4,693.2,889.0,581.4,278.4,145.9,774.8,399.5,517.4,457.5,476.3,778.3,248.1,768.5,687.1,283.8,686.1,625.3,462.4,505.3,748.6,678.1,98.2,115.9,0.0,772.1,691.3,877.5,468.5,920.1,489.2,311.4,248.7,192.0,571.4,338.9,678.7,813.3,94.5,705.2,1598.2,898.7,803.6,121.3,681.9,363.8,197.9,519.1
VQ,283.5,811.0,569.0,867.6,544.0,575.7,305.4,812.7,901.8,876.5,309.3,336.9,778.4,826.6,560.1,236.0,889.9,416.4,811.2,368.5,482.5,280.9,236.7,288.3,847.4,894.8,872.5,1014.5,469.8,753.3,773.5,809.3,757.5,783.8,787.9,490.2,701.7,438.5,724.6,254.3,261.3,521.4,342.2,427.3,563.2,805.0,705.5,23.1,759.7,798.8,148.7,397.1,742.4,885.5,513.1,280.3,277.5,231.4,789.4,302.1,424.5,239.0,238.9,816.3,424.3,728.9,395.0,863.4,705.5,504.2,833.0,705.5,770.7,307.4,581.6,543.1,519.9,189.4,354.7,251.6,243.7,380.5,750.3,454.8,301.2,1040.7,196.2,489.6,305.1,865.1,825.2,262.9,735.9,278.9,723.0,447.8,378.9,951.4,289.2,302.4,792.8,131.1,451.9,819.1,841.7,300.1,229.6,780.3,714.8,784.7,0.0,446.8,478.1,734.0,520.7,825.6,853.3,790.6,842.7,303.6,452.7,107.8,413.9,798.9,256.7,1533.8,562.7,404.2,803.4,437.4,821.8,595.0,391.4
VR,336.9,875.5,633.5,794.2,425.2,456.9,369.9,703.2,966.3,941.0,280.8,349.6,842.9,713.9,624.6,280.0,954.4,429.1,875.7,249.7,547.0,363.4,218.6,296.4,911.9,959.3,937.0,949.7,525.0,817.8,838.0,873.8,822.0,848.3,852.4,554.7,766.2,383.7,789.1,366.6,257.6,585.9,454.5,491.8,514.5,869.5,770.0,422.8,824.2,863.3,352.2,342.3,806.9,950.0,458.3,425.2,342.0,312.9,853.9,270.2,489.0,351.3,320.4,880.8,488.8,793.4,442.0,927.9,770.0,379.2,897.5,770.0,835.2,261.5,228.1,424.3,584.4,392.9,419.2,455.1,447.2,455.9,814.8,453.4,388.7,975.9,376.1,528.3,369.6,791.7,687.4,407.8,800.4,343.4,787.5,512.3,391.6,895.3,401.5,366.9,857.3,319.1,516.4,883.6,906.2,284.6,288.9,844.8,779.3,849.2,441.5,0.0,516.7,798.5,495.8,890.1,704.3,641.6,907.2,368.1,517.2,361.6,426.6,861.8,310.9,1384.8,443.9,459.0,867.9,172.8,886.3,659.5,455.9
VT,368.9,907.0,711.2,694.2,388.3,420.0,447.6,603.2,773.0,817.7,357.7,155.4,724.1,613.9,702.3,321.4,1003.7,77.1,756.9,285.2,624.7,441.1,296.1,364.1,836.0,840.5,986.3,849.7,8.3,694.5,719.2,750.5,774.5,729.5,729.1,632.4,838.0,419.4,670.3,361.5,325.3,663.6,447.0,569.5,491.9,793.6,847.7,471.6,705.4,912.6,429.9,378.0,787.4,831.2,435.7,451.5,419.7,307.8,730.6,337.9,566.7,346.2,315.3,762.0,566.5,670.1,107.6,977.2,847.7,331.0,774.2,847.7,716.4,311.4,510.5,387.4,662.1,470.6,496.9,532.8,524.9,121.5,864.1,68.1,383.6,875.9,453.8,75.0,447.3,691.7,587.4,434.1,849.7,421.1,865.2,590.0,205.7,786.6,396.4,444.6,734.0,367.9,594.1,912.6,955.5,352.3,315.0,726.0,660.5,730.4,490.3,375.7,0.0,876.2,42.5,939.4,604.3,541.6,774.6,445.8,594.9,439.3,240.7,744.6,342.1,1284.8,407.0,124.6,749.1,366.3,814.0,666.1,533.6
VU,654.3,192.0,448.0,586.9,886.7,918.4,504.8,532.0,384.3,359.0,680.9,708.5,497.7,545.9,162.3,607.6,270.9,788.0,444.7,711.2,533.3,623.6,579.4,659.9,228.4,614.1,253.5,497.5,841.4,250.4,492.8,294.3,138.5,503.1,184.5,369.2,82.7,810.1,443.9,656.7,632.9,400.4,744.6,380.4,940.9,186.0,27.1,676.5,479.0,179.8,592.4,768.7,123.4,604.8,884.7,715.3,512.6,603.0,183.1,673.7,475.3,641.4,610.5,535.6,475.1,238.3,766.6,244.4,27.1,875.8,392.4,27.1,490.0,679.0,875.1,904.6,234.5,633.1,414.7,695.3,687.4,752.1,131.3,826.4,678.8,523.7,616.3,861.2,504.5,584.4,544.5,697.9,116.9,440.5,70.2,399.4,750.5,443.1,691.6,610.2,179.8,609.2,548.4,200.1,222.7,671.7,601.2,499.6,434.1,504.0,695.2,740.3,849.7,0.0,892.3,206.6,649.7,587.0,447.6,494.5,262.0,601.8,785.5,457.4,628.3,1647.2,905.4,775.8,522.7,730.9,232.5,272.6,442.2
VY,358.0,928.3,700.3,715.5,409.6,441.3,436.7,624.5,794.3,839.0,383.8,144.5,745.4,635.2,691.4,310.5,1021.2,95.6,778.2,306.5,613.8,430.2,317.4,362.8,857.3,861.8,1003.8,871.0,40.8,715.8,740.5,771.8,795.8,750.8,750.4,621.5,833.0,408.5,691.6,350.6,335.8,652.7,436.1,558.6,481.0,814.9,836.8,460.7,726.7,930.1,419.0,367.1,808.7,852.5,424.8,440.6,408.8,296.9,751.9,359.2,555.8,335.3,304.4,783.3,555.6,691.4,96.7,994.7,836.8,320.1,795.5,836.8,737.7,300.5,531.8,408.7,651.2,459.7,486.0,521.9,514.0,110.6,881.6,57.2,372.7,897.2,442.9,32.4,436.4,713.0,608.7,423.2,867.2,410.2,854.3,579.1,194.8,807.9,385.5,433.7,755.3,357.0,583.2,933.9,973.0,374.6,304.1,747.3,681.8,751.7,479.4,397.0,32.5,865.3,0.0,956.9,625.6,562.9,795.9,434.9,584.0,428.4,229.8,765.9,331.2,1306.1,428.3,113.7,770.4,387.6,835.3,726.3,522.7
VZ,749.4,113.7,542.3,584.1,981.0,1012.7,599.1,442.3,306.0,280.7,775.2,802.8,467.2,543.1,256.6,701.9,63.2,882.3,366.4,805.5,627.6,717.9,673.7,754.2,258.3,523.2,45.8,419.2,935.7,264.8,426.6,216.0,168.4,429.7,214.4,463.5,115.1,904.4,449.3,751.0,727.2,494.7,838.9,474.7,1035.2,215.9,160.8,770.8,440.3,101.5,686.7,863.0,153.3,513.9,979.0,809.6,606.9,697.3,213.0,768.0,569.6,735.7,704.8,417.7,569.4,268.2,860.9,166.1,160.8,970.1,314.1,160.8,519.9,773.3,969.4,980.1,328.8,727.4,509.0,789.6,781.7,846.4,127.2,920.7,773.1,445.4,710.6,955.5,598.8,581.6,454.8,792.2,112.8,534.8,146.7,493.7,844.8,356.1,785.9,704.5,209.7,703.5,642.7,121.8,144.4,766.0,695.5,404.8,464.0,533.9,789.5,834.6,944.0,189.3,986.6,0.0,646.9,584.2,375.0,588.8,356.3,696.1,879.8,377.6,722.6,1741.5,999.7,870.1,552.6,825.2,154.2,395.8,536.5
WD,629.0,608.2,557.5,262.9,751.3,783.0,708.5,171.9,341.7,398.8,643.0,607.6,325.5,385.4,462.9,582.3,704.9,687.1,311.1,575.8,778.5,702.0,544.7,633.8,537.2,441.9,687.5,418.4,740.5,395.7,320.6,451.7,475.7,213.0,430.3,644.8,539.2,641.7,281.9,622.4,607.6,624.9,727.6,625.6,772.5,494.8,584.9,732.5,306.8,613.8,690.8,600.3,488.6,432.6,716.3,712.4,680.6,568.7,431.8,596.3,720.5,607.1,576.2,287.3,720.3,371.3,665.7,678.4,584.9,637.2,475.4,584.9,263.4,519.5,697.4,768.9,479.7,731.5,659.9,793.7,785.8,651.2,565.3,725.5,644.5,444.6,714.7,760.3,708.2,260.4,156.1,695.0,550.9,682.0,570.8,644.6,649.6,364.0,657.3,705.5,435.2,628.8,855.0,613.8,656.7,610.7,575.9,327.4,261.9,296.6,751.2,562.6,748.8,613.4,791.4,640.6,0.0,42.4,327.8,706.7,507.2,700.2,684.6,297.2,603.0,1469.5,770.0,674.9,350.5,553.2,515.2,367.3,687.4
WE,586.5,565.7,515.0,220.4,708.8,740.5,666.0,129.4,299.2,356.3,600.5,565.1,283.0,140.1,420.4,539.8,662.4,644.6,268.6,533.3,736.0,659.5,502.2,592.1,494.7,399.4,645.0,375.9,698.0,353.2,278.1,409.2,433.2,170.5,387.8,602.3,496.7,599.2,239.4,579.9,565.1,582.4,685.1,583.1,730.0,452.3,542.4,690.0,264.3,571.3,648.3,557.8,446.1,390.1,673.8,669.9,638.1,526.2,389.3,553.8,678.0,564.6,533.7,244.8,677.8,328.8,623.2,635.9,542.4,594.7,432.9,542.4,220.9,477.0,654.9,728.9,437.2,689.0,617.4,751.2,743.3,608.7,522.8,683.0,602.0,402.1,672.2,717.8,665.7,217.9,113.6,652.5,508.4,639.5,528.3,602.1,607.1,321.5,614.8,663.0,392.7,586.3,812.5,571.3,614.2,568.2,533.4,284.9,219.4,254.1,708.7,520.1,706.3,570.9,748.9,598.1,62.6,0.0,285.3,664.2,464.7,657.7,642.1,256.3,560.5,1427.0,727.5,632.4,308.0,510.7,472.7,324.8,644.9
WF,725.1,340.6,518.8,256.8,917.9,949.6,575.6,219.9,276.6,251.3,739.1,774.2,185.6,199.8,288.5,678.4,457.8,853.7,218.4,742.4,604.1,694.4,650.2,729.9,356.1,302.0,440.4,389.8,907.1,128.1,180.7,184.1,294.6,191.0,249.2,440.0,358.1,808.3,122.0,727.5,703.7,471.2,815.4,451.2,939.1,313.7,433.9,747.3,166.9,353.8,663.2,766.9,307.5,292.7,882.9,786.1,583.4,673.8,250.7,744.5,546.1,712.2,681.3,223.5,545.9,190.2,832.3,418.4,433.9,803.8,207.8,433.9,177.9,686.1,864.0,935.5,305.3,703.9,485.5,766.1,758.2,817.8,384.2,892.1,749.6,416.0,687.1,926.9,575.3,254.3,232.4,768.7,369.8,511.3,389.7,470.2,816.2,335.4,762.4,681.0,254.1,680.0,619.2,346.2,396.7,742.5,672.0,187.5,122.0,191.9,766.0,729.2,915.4,462.4,958.0,393.5,319.6,256.9,0.0,565.3,332.8,672.6,851.2,204.5,699.1,1636.1,936.6,841.5,210.6,719.8,247.6,191.8,513.0
WG,240.5,607.3,365.3,663.9,472.1,503.8,26.8,609.0,698.1,672.8,266.3,293.9,574.7,622.9,356.4,193.0,686.2,373.4,607.5,296.6,278.8,209.0,164.8,245.3,643.7,691.1,668.8,810.8,426.8,549.6,569.8,605.6,553.8,580.1,584.2,286.5,498.0,395.5,520.9,242.1,218.3,317.7,330.0,223.6,526.3,601.3,501.8,261.9,556.0,595.1,177.8,354.1,538.7,681.8,470.1,300.7,56.3,188.4,585.7,259.1,220.8,226.8,195.9,612.6,220.6,525.2,352.0,659.7,501.8,461.2,629.3,501.8,567.0,264.4,509.7,471.2,316.2,218.5,151.0,280.7,272.8,337.5,546.6,411.8,264.2,837.0,201.7,446.6,26.5,661.4,621.5,283.3,532.2,75.2,519.3,244.1,335.9,747.7,277.0,98.7,589.1,194.6,248.2,615.4,638.0,257.1,186.6,576.6,511.1,581.0,280.6,374.9,435.1,530.3,477.7,621.9,726.7,664.0,639.0,0.0,249.0,187.2,370.9,595.2,213.7,1490.8,490.8,361.2,599.7,365.5,618.1,391.3,187.7
WH,392.0,357.2,184.9,413.8,623.6,655.3,241.7,358.9,448.0,422.7,417.8,445.4,324.6,372.8,106.3,344.5,436.1,524.9,357.4,448.1,270.2,360.5,316.3,396.8,393.6,441.0,418.7,560.7,578.3,299.5,319.7,355.5,303.7,330.0,334.1,106.1,247.9,547.0,270.8,393.6,369.8,137.3,481.5,117.3,677.8,351.2,251.7,413.4,305.9,345.0,329.3,505.6,288.6,431.7,621.6,452.2,249.5,339.9,335.6,410.6,212.2,378.3,347.4,362.5,212.0,275.1,503.5,409.6,251.7,612.7,379.2,251.7,316.9,415.9,661.2,622.7,66.1,370.0,151.6,432.2,424.3,489.0,296.5,563.3,415.7,586.9,353.2,598.1,241.4,411.3,371.4,434.8,282.1,177.4,269.2,136.3,487.4,497.6,428.5,347.1,339.0,346.1,285.3,365.3,387.9,408.6,338.1,326.5,261.0,330.9,432.1,526.4,586.6,280.2,629.2,371.8,476.6,413.9,388.9,231.4,0.0,338.7,522.4,345.1,365.2,1515.8,642.3,512.7,349.6,517.0,419.0,141.2,179.1
WI,222.5,703.1,461.1,759.7,454.1,485.8,197.5,704.8,793.9,768.6,248.3,275.9,670.5,718.7,452.2,175.0,782.0,355.4,703.3,278.6,374.6,173.0,146.8,227.3,739.5,786.9,764.6,906.6,408.8,645.4,665.6,701.4,649.6,675.9,680.0,382.3,593.8,377.5,616.7,209.1,200.3,413.5,297.0,319.4,508.3,697.1,597.6,74.6,651.8,690.9,40.8,336.1,634.5,777.6,452.1,235.1,169.6,170.4,681.5,241.1,316.6,193.8,177.9,708.4,316.4,621.0,334.0,755.5,597.6,443.2,725.1,597.6,662.8,246.4,491.7,453.2,412.0,81.5,246.8,143.7,135.8,319.5,642.4,393.8,246.2,932.8,88.3,428.6,197.2,757.2,717.3,217.7,628.0,171.0,615.1,339.9,317.9,843.5,244.0,194.5,684.9,85.9,344.0,711.2,733.8,239.1,168.6,672.4,606.9,676.8,93.3,356.9,417.1,626.1,459.7,717.7,792.3,729.6,734.8,195.7,344.8,0.0,352.9,691.0,195.7,1472.8,472.8,343.2,695.5,347.5,713.9,487.1,283.5
XC,272.0,856.3,614.3,839.3,533.4,565.1,350.7,748.3,918.1,962.8,288.6,58.5,823.7,714.3,605.4,224.5,935.2,191.8,856.5,381.9,527.8,344.2,250.1,276.8,892.7,940.1,917.8,994.8,225.0,839.6,818.8,895.6,802.8,829.1,874.2,535.5,747.0,240.0,769.9,264.6,249.8,566.7,307.9,472.6,352.8,850.3,750.8,374.7,805.0,844.1,333.0,198.6,787.7,930.8,296.6,354.6,322.8,210.9,875.7,290.6,469.8,249.3,218.4,861.6,469.6,815.2,104.9,908.7,750.8,191.9,919.3,750.8,816.0,214.5,595.0,553.5,565.2,373.7,400.0,435.9,428.0,90.4,795.6,153.4,286.7,1021.0,356.9,228.3,350.4,836.8,732.5,337.2,781.2,324.2,768.3,493.1,25.4,940.4,299.5,347.7,879.1,271.0,497.2,864.4,887.0,288.6,218.1,825.6,760.1,830.0,393.4,460.2,216.7,779.3,195.8,870.9,749.4,686.7,919.7,348.9,498.0,342.4,0.0,842.6,245.2,1429.9,552.1,114.1,848.7,450.8,867.1,640.3,436.7
XD,690.4,416.0,485.6,241.6,840.7,872.4,542.4,115.3,199.6,99.9,705.9,697.0,99.0,166.6,255.3,645.2,514.2,776.5,12.2,665.2,570.9,661.2,617.0,696.7,346.5,213.9,496.8,312.8,829.9,205.0,94.1,261.0,283.5,86.4,238.1,405.3,348.5,731.1,88.8,694.3,670.5,438.0,782.2,418.0,861.9,304.1,400.7,714.1,80.3,423.1,630.0,689.7,297.9,206.1,804.2,752.9,550.2,640.6,241.1,711.3,512.9,679.0,648.1,136.9,512.7,179.1,755.1,487.7,400.7,726.6,284.7,400.7,91.3,608.9,785.3,858.3,272.1,670.7,452.3,732.9,725.0,740.6,374.6,814.9,716.4,339.0,653.9,849.7,542.1,239.1,127.8,735.5,360.2,476.6,416.7,435.5,737.5,258.4,729.2,647.8,244.5,646.8,586.0,423.1,466.0,707.8,637.3,27.1,76.6,105.3,732.8,650.5,838.2,427.7,880.8,449.9,291.8,229.1,152.7,532.1,299.6,639.4,772.5,0.0,665.9,1558.9,859.4,764.3,97.1,642.6,324.5,157.1,479.8
