from_stop,AC,AG,AJ,AT,AV,AW,AY,AZ,BB,BM,BN,BX,BZ,CC,CD,CG,CI,CK,CL,CQ,CS,CY,DB,DM,DN,DT,DZ,ED,EG,EN,EO,EP,ER,ES,FF,FO,FQ,FU,FX,FY,FZ,GC,GD,GE,GF,GI,GJ,GL,GM,GO,HH,HI,HQ,HW,IA,IB,II,IJ,IM,IU,JF,JH,JM,JN,JP,JR,JS,JT,JU,JZ,KE,KH,KJ,KN,KO,KQ,KS,KT,KW,KY,LD,LJ,LL,LX,LZ,MH,MM,MN,MV,NO,NT,NW,NX,NY,OA,OB,OD,OG,OI,OO,OY,PC,PD,PE,PI,PK,PO,PR,PT,PY,QC,QD,QE,QF,QG,QL,QP,QZ,RB,RC,RF,RG,RN,RR,RV,SH,SI,SM,SR,SZ,TA,TE,TM,TU,TY,UB,UE,UL,UN,UP,UR,UV,VB,VF,VH,VL,VM,VN,VT,VU,VW,VX,VY,WF,WH,WS,WT,WW,WY,XE,XM,XQ,XT,XY,YE,YN,YS,YV,YX,YY,YZ,ZB,ZE,ZH,ZK,ZQ,ZU,ZW,ZX
JP,787.1,272.3,1041.3,221.3,139.8,274.5,905.3,559.7,414.8,123.1,259.4,943.6,441.8,919.5,986.1,863.1,442.4,199.3,273.7,436.6,963.4,1008.0,151.5,433.8,163.8,201.9,1041.2,521.4,463.5,462.9,713.4,405.5,165.5,281.7,982.0,401.2,494.0,235.5,436.8,218.5,882.3,151.8,43.1,806.8,592.9,457.8,346.3,265.4,955.2,416.3,350.3,299.4,800.7,296.5,922.8,697.3,1046.8,433.5,482.6,452.7,930.3,487.6,186.8,492.4,0.0,129.0,440.1,706.3,499.9,579.5,438.6,958.5,866.9,265.6,406.2,658.9,852.3,1123.9,834.8,430.2,1063.7,316.0,423.4,196.2,458.3,456.8,125.3,790.0,671.1,1113.7,187.7,322.9,386.3,498.0,882.5,202.8,1003.6,966.9,1012.7,1061.8,942.5,939.1,49.7,1129.2,472.2,384.8,926.1,296.5,958.2,266.4,986.7,990.4,451.4,894.8,1044.6,542.9,424.3,431.4,776.5,525.0,956.2,938.3,830.0,434.9,451.4,897.2,716.6,153.5,1052.3,542.1,614.0,429.4,422.7,745.2,214.4,1150.7,948.1,985.2,1138.8,631.5,425.7,511.5,964.4,1103.2,561.3,774.3,881.3,409.4,477.2,303.3,240.8,687.3,481.7,689.7,297.9,794.1,1016.6,439.8,971.4,1080.2,261.1,372.0,375.0,928.0,853.8,494.6,685.6,418.4,455.0,996.6,445.9,1102.8,1105.6,724.0,320.3,446.6,966.8,1091.5,434.5
JR,852.3,380.9,1106.5,287.7,26.7,383.1,970.5,624.9,481.2,188.3,368.0,1008.8,508.2,984.7,1051.3,928.3,508.8,307.9,382.3,503.0,1028.6,1073.2,216.7,499.0,272.4,310.5,1106.4,586.6,529.9,528.1,778.6,470.7,230.7,390.3,1047.2,467.6,560.4,344.1,503.2,327.1,947.5,217.0,75.9,872.0,658.1,524.2,412.7,374.0,1020.4,524.9,458.9,364.6,865.9,362.9,988.0,762.5,1112.0,499.9,549.0,519.1,995.5,552.8,252.0,558.8,108.5,0.0,548.7,771.5,566.3,644.7,547.2,1023.7,932.1,374.2,472.6,724.1,917.5,1189.1,900.0,496.6,1128.9,382.4,489.8,304.8,523.5,522.0,233.9,855.2,736.3,1178.9,296.3,389.3,451.5,563.2,947.7,268.0,1068.8,1032.1,1077.9,1127.0,1007.7,1004.3,149.0,1237.8,538.6,451.2,991.3,405.1,1023.4,375.0,1051.9,1055.6,517.8,960.0,1109.8,608.1,490.7,497.8,841.7,591.4,1021.4,1003.5,895.2,543.5,516.6,962.4,781.8,218.7,1117.5,607.3,679.2,495.8,489.1,810.4,323.0,1215.9,1013.3,1050.4,1204.0,696.7,492.1,576.7,1029.6,1168.4,626.5,839.5,946.5,518.0,543.6,368.5,349.4,752.5,590.3,754.9,406.5,859.3,1081.8,548.4,1036.6,1145.4,326.3,438.4,440.2,993.2,919.0,561.0,750.8,483.6,521.4,1061.8,512.3,1168.0,1170.8,789.2,428.9,511.8,1032.0,1156.7,499.7
JS,1067.4,257.3,1321.6,319.3,577.4,462.2,1185.6,840.0,241.4,384.7,203.9,1223.9,268.4,1199.8,1266.4,1143.4,428.0,341.7,461.4,302.1,1243.7,1288.3,431.8,714.1,291.3,389.6,1321.5,801.7,83.0,743.2,993.7,685.8,445.8,487.4,1262.3,227.8,320.6,248.2,106.6,406.2,1162.6,432.1,480.7,1087.1,873.2,443.4,331.9,453.1,1235.5,23.8,139.7,579.7,1081.0,244.1,1203.1,977.6,1327.1,299.0,348.1,279.3,1210.6,767.9,467.1,319.0,441.8,566.6,0.0,986.6,326.5,859.8,1.5,1238.8,1147.2,453.3,232.8,939.2,1132.6,1404.2,1115.1,392.6,1344.0,301.6,398.9,383.9,738.6,737.1,329.6,1070.3,951.4,1394.0,375.4,308.5,666.6,778.3,1162.8,501.1,1283.9,1247.2,1293.0,1342.1,1222.8,1219.4,491.6,1453.9,298.8,157.5,1206.4,206.5,1238.5,466.7,1267.0,1270.7,143.3,1175.1,1324.9,823.2,409.0,163.3,1056.8,398.9,1236.5,1218.6,1110.3,118.6,731.7,1177.5,996.9,353.5,1332.6,822.4,894.3,256.0,172.0,1025.5,420.1,1431.0,1228.4,1265.5,1419.1,911.8,225.7,791.8,1244.7,1383.5,841.6,1054.6,1161.6,30.7,440.8,583.6,441.1,967.6,41.5,970.0,165.9,1074.4,1296.9,123.5,1251.7,1360.5,541.4,357.6,655.3,1208.3,1134.1,321.2,965.9,698.7,389.0,1276.9,311.4,1383.1,1385.9,1004.3,167.0,726.9,1247.1,1371.8,714.8
JT,338.9,793.7,415.4,696.6,791.2,872.5,279.4,217.8,890.1,597.2,780.8,317.7,917.1,395.3,360.2,414.9,917.7,701.2,871.7,911.9,337.5,475.8,548.2,362.0,761.8,799.9,524.0,288.2,938.8,472.0,263.9,390.3,534.2,879.7,356.1,876.5,969.3,756.9,912.1,816.5,256.4,602.9,694.5,358.6,246.6,933.1,821.6,863.4,436.2,937.7,871.7,516.3,352.5,771.8,296.9,249.1,420.9,908.8,957.9,928.0,413.1,444.9,598.1,967.7,695.1,780.4,961.5,0.0,975.2,230.4,960.0,332.6,418.7,863.6,881.5,128.0,404.1,498.0,208.9,905.5,437.8,791.3,898.7,794.2,264.6,378.3,723.3,340.5,242.4,487.8,785.7,798.2,311.8,285.6,434.3,694.9,501.5,341.0,510.6,435.9,374.1,453.1,744.9,896.7,947.5,860.1,300.2,817.9,360.6,864.4,469.5,488.3,926.7,445.3,418.7,759.8,899.6,906.7,328.3,1000.3,330.3,474.6,204.1,951.4,418.2,447.7,268.4,627.6,550.2,397.7,246.1,904.7,898.0,295.7,812.4,524.8,322.2,453.0,512.9,183.3,901.0,207.2,338.5,477.3,289.2,326.1,433.5,930.8,952.5,520.2,838.8,240.6,978.3,241.5,819.3,345.9,390.7,946.5,345.5,454.3,589.9,847.3,323.1,464.2,404.3,969.9,237.4,377.4,930.3,370.7,921.2,476.9,479.7,277.3,841.7,349.2,407.4,465.6,270.3
JU,1094.5,421.4,1348.7,306.5,604.5,535.4,1212.7,867.1,181.6,411.8,408.5,1251.0,93.6,1226.9,1293.5,1170.5,414.6,328.9,534.6,245.1,1270.8,1315.4,458.9,741.2,364.5,462.8,1348.6,828.8,303.5,770.3,1020.8,712.9,472.9,560.6,1289.4,168.0,21.0,384.6,276.8,479.4,1189.7,459.2,507.8,1114.2,900.3,430.0,319.1,526.3,1262.6,332.0,351.7,606.8,1108.1,231.3,1230.2,1004.7,1354.2,242.0,291.1,230.5,1237.7,795.0,494.2,43.0,515.0,593.7,355.8,1013.7,0.0,886.9,354.3,1265.9,1174.3,526.5,173.0,966.3,1159.7,1431.3,1142.2,335.6,1371.1,288.8,341.9,457.1,765.7,764.2,402.8,1097.4,978.5,1421.1,448.6,295.7,693.7,805.4,1189.9,528.2,1311.0,1274.3,1320.1,1369.2,1249.9,1246.5,564.8,1527.1,54.0,224.8,1233.5,445.6,1265.6,539.9,1294.1,1297.8,201.0,1202.2,1352.0,850.3,352.0,181.0,1083.9,341.9,1263.6,1245.7,1137.4,225.7,758.8,1204.6,1024.0,380.6,1359.7,849.5,921.4,87.3,172.3,1052.6,493.3,1458.1,1255.5,1292.6,1446.2,938.9,265.7,818.9,1271.8,1410.6,868.7,1081.7,1188.7,325.1,383.8,610.7,514.3,994.7,343.0,997.1,377.9,1101.5,1324.0,220.8,1278.8,1387.6,568.5,344.8,682.4,1235.4,1161.2,47.7,993.0,725.8,332.0,1304.0,254.4,1410.2,1413.0,1031.4,379.0,754.0,1274.2,1398.9,741.9
JZ,314.9,676.2,469.5,579.1,673.7,790.2,333.5,244.1,772.6,479.7,663.3,371.8,799.6,449.4,414.3,390.9,800.2,583.7,789.4,794.4,391.6,529.9,430.7,159.8,619.3,717.6,525.5,57.7,821.3,269.8,318.0,188.1,416.7,815.4,410.2,759.0,851.8,639.4,794.6,734.2,310.5,485.4,577.0,334.6,247.4,815.6,704.1,781.1,490.3,820.2,754.2,398.8,328.5,654.3,351.0,225.1,475.0,791.3,840.4,810.5,414.6,242.7,480.6,850.2,597.2,662.9,844.0,253.9,857.7,0.0,842.5,386.7,394.7,781.3,764.0,113.6,380.1,552.1,263.0,788.0,491.9,673.8,781.2,711.9,290.9,176.1,672.5,394.6,296.5,541.9,703.4,680.7,301.1,83.4,410.3,577.4,555.6,395.1,564.7,490.0,428.2,507.2,637.7,923.0,830.0,742.6,354.3,700.4,414.7,794.7,471.0,542.4,809.2,499.4,472.8,642.3,782.1,789.2,304.3,882.8,384.4,528.7,258.2,833.9,216.0,501.8,244.4,510.1,604.3,424.0,300.2,787.2,780.5,349.8,748.1,578.9,376.3,507.1,567.0,159.3,783.5,233.5,392.6,531.4,236.3,302.1,487.6,813.3,835.0,402.7,769.1,294.7,860.8,217.5,701.8,321.9,444.8,829.0,399.6,508.4,472.4,729.8,289.8,518.3,458.4,852.4,213.4,175.2,812.8,424.8,803.7,531.0,533.8,331.4,724.2,147.0,461.5,519.7,296.6
KE,1065.9,255.8,1320.1,320.8,575.9,460.7,1184.1,838.5,239.9,383.2,202.4,1222.4,266.9,1198.3,1264.9,1141.9,429.5,343.2,459.9,300.6,1242.2,1286.8,430.3,712.6,289.8,388.1,1320.0,800.2,84.5,741.7,992.2,684.3,444.3,485.9,1260.8,226.3,319.1,246.7,108.1,404.7,1161.1,430.6,479.2,1085.6,871.7,444.9,333.4,451.6,1234.0,22.3,138.2,578.2,1079.5,245.6,1201.6,976.1,1325.6,297.5,346.6,277.8,1209.1,766.4,465.6,317.5,440.3,565.1,1.5,985.1,325.0,858.3,0.0,1237.3,1145.7,451.8,231.3,937.7,1131.1,1402.7,1113.6,391.1,1342.5,303.1,397.4,382.4,737.1,735.6,328.1,1068.8,949.9,1392.5,373.9,310.0,665.1,776.8,1161.3,499.6,1282.4,1245.7,1291.5,1340.6,1221.3,1217.9,490.1,1452.4,297.3,159.0,1204.9,205.0,1237.0,465.2,1265.5,1269.2,141.8,1173.6,1323.4,821.7,407.5,161.8,1055.3,397.4,1235.0,1217.1,1108.8,117.1,730.2,1176.0,995.4,352.0,1331.1,820.9,892.8,254.5,170.5,1024.0,418.6,1429.5,1226.9,1264.0,1417.6,910.3,227.2,790.3,1243.2,1382.0,840.1,1053.1,1160.1,29.1,439.3,582.1,439.6,966.1,43.0,968.5,164.4,1072.9,1295.4,122.0,1250.2,1359.0,539.9,359.1,653.8,1206.8,1132.6,319.7,964.4,697.2,387.5,1275.4,309.9,1381.6,1384.4,1002.8,165.5,725.4,1245.6,1370.3,713.3
KH,366.9,973.0,269.4,875.9,970.5,1060.3,82.0,397.1,1069.4,776.5,960.1,171.7,1096.4,249.3,133.4,290.8,1097.0,880.5,1059.5,1091.2,191.5,329.8,727.5,458.8,949.6,987.7,378.0,385.0,1118.1,568.8,144.4,487.1,713.5,1067.5,11.4,1055.8,1148.6,936.2,1091.4,1004.3,63.3,782.2,873.8,493.5,389.9,1112.4,1000.9,1051.2,290.2,1117.0,1051.0,695.6,396.2,951.1,70.1,392.4,274.9,1088.1,1137.2,1107.3,267.1,541.7,777.4,1147.0,882.9,959.7,1140.8,316.6,1154.5,327.2,1139.3,0.0,329.6,1051.4,1060.8,300.9,447.8,352.0,170.6,1084.8,291.8,970.6,1078.0,982.0,443.9,475.1,911.1,221.0,289.0,341.8,973.5,977.5,491.1,382.4,345.2,874.2,274.7,112.1,283.8,289.9,228.1,226.3,932.7,916.0,1126.8,1039.4,28.4,997.2,214.6,1052.2,323.5,261.5,1106.0,325.8,272.7,939.1,1078.9,1086.0,471.6,1179.6,103.5,328.6,162.6,1130.7,515.0,328.2,411.7,806.9,323.4,577.0,292.7,1084.0,1077.3,176.2,1000.2,378.8,95.4,307.0,366.9,326.6,1080.3,386.5,93.7,331.3,335.8,462.0,287.5,1110.1,1131.8,699.5,1026.6,287.2,1157.6,384.8,998.6,389.6,163.9,1125.8,107.5,308.3,769.2,1026.6,502.4,237.4,284.8,1149.2,380.7,474.2,1109.6,224.7,1100.5,330.9,333.7,323.9,1021.0,446.0,261.4,319.6,449.6
KJ,69.7,972.8,212.0,875.7,970.3,1086.8,257.5,449.0,1066.3,776.3,959.9,180.2,1096.2,79.5,384.4,48.6,1096.8,880.3,1084.8,1089.1,200.0,150.0,727.3,456.4,915.9,1014.2,183.2,420.6,1117.9,566.4,489.9,484.7,713.3,1110.9,334.2,1055.6,1148.4,936.0,1091.2,1030.8,408.8,782.0,873.6,196.3,334.4,1112.2,1000.7,1077.7,115.2,1116.8,1050.8,695.4,99.0,950.9,415.6,223.9,283.4,1088.9,1137.0,1107.1,72.3,539.3,777.2,1146.8,893.8,959.5,1140.6,467.8,1154.3,362.8,1139.1,345.4,0.0,1077.9,1060.6,318.5,150.6,285.7,381.7,1084.6,234.4,970.4,1077.8,1008.5,495.8,472.7,954.5,533.7,440.2,284.4,1000.0,977.3,543.0,418.0,15.5,874.0,396.9,457.6,406.0,232.5,102.5,348.5,976.1,1202.6,1126.6,1044.7,373.9,997.0,118.2,1095.6,128.7,383.7,1105.8,549.6,215.3,938.9,1075.6,1085.8,229.0,1179.4,414.3,151.8,266.7,1130.5,512.6,655.8,180.5,806.7,445.6,628.9,443.9,1083.8,1077.1,521.7,1043.6,321.4,422.4,127.2,309.5,246.7,1080.1,438.4,439.2,273.9,487.0,164.8,110.7,1109.9,1131.6,699.3,1070.0,438.4,1157.4,204.9,998.4,92.4,431.4,1125.6,453.0,250.9,769.0,1026.4,554.3,359.6,552.5,1149.0,291.2,471.8,1109.4,233.2,1100.3,273.5,276.3,475.1,1020.8,443.6,119.2,262.2,501.5
KN,962.5,263.3,1216.7,212.3,365.0,8.9,1080.7,722.2,405.8,279.8,250.4,1119.0,432.8,1094.9,1161.5,1038.5,433.4,190.3,43.1,427.6,1138.8,1183.4,326.9,609.2,154.8,40.9,1216.6,696.8,454.5,638.3,875.9,580.9,340.9,132.4,1157.4,392.2,485.0,226.5,427.8,88.3,1057.7,327.2,268.3,982.2,768.3,448.8,337.3,0.1,1130.6,407.3,341.3,474.8,976.1,287.5,1098.2,872.7,1222.2,424.5,473.6,443.7,1105.7,663.0,362.2,483.4,225.1,354.2,431.1,868.8,490.9,754.9,429.6,1133.9,1042.3,0.0,397.2,834.3,1027.7,1299.3,1010.2,421.2,1239.1,307.0,414.4,46.6,633.7,632.2,112.9,952.5,833.6,1289.1,55.1,313.9,561.7,673.4,1057.9,396.2,1166.1,1142.3,1175.2,1237.2,1117.9,1101.6,274.9,1237.2,463.2,375.8,1101.5,287.5,1133.6,17.8,1162.1,1152.9,442.4,1057.3,1220.0,718.3,415.3,422.4,951.9,516.0,1131.6,1113.7,1005.4,425.9,626.8,1059.7,892.0,248.6,1214.8,717.5,776.5,420.4,413.7,907.7,60.1,1326.1,1123.5,1160.6,1314.2,806.9,416.7,674.0,1139.8,1278.6,723.8,949.7,1056.7,400.4,468.2,478.7,43.4,849.8,472.7,865.1,288.9,969.5,1192.0,430.8,1146.8,1255.6,436.5,363.0,550.4,1090.5,1016.3,485.6,861.0,593.8,446.0,1172.0,436.9,1278.2,1281.0,886.5,311.3,622.0,1142.2,1266.9,609.9
KO,987.6,314.5,1241.8,199.6,497.6,428.5,1105.8,760.2,8.6,304.9,301.6,1144.1,81.7,1120.0,1186.6,1063.6,307.7,222.0,427.7,138.2,1163.9,1208.5,352.0,634.3,257.6,355.9,1241.7,721.9,196.6,663.4,913.9,606.0,366.0,453.7,1182.5,6.3,133.9,277.7,169.9,372.5,1082.8,352.3,400.9,1007.3,793.4,323.1,212.2,419.4,1155.7,225.1,244.8,499.9,1001.2,124.4,1123.3,897.8,1247.3,135.1,184.2,92.6,1130.8,688.1,387.3,132.3,408.1,486.8,248.9,906.8,139.8,780.0,247.4,1159.0,1067.4,419.6,0.0,859.4,1052.8,1324.4,1035.3,228.7,1264.2,181.9,235.0,350.2,658.8,657.3,295.9,990.5,871.6,1314.2,341.7,188.8,586.8,698.5,1083.0,421.3,1204.1,1167.4,1213.2,1262.3,1143.0,1139.6,457.9,1420.2,112.1,117.9,1126.6,338.7,1158.7,433.0,1187.2,1190.9,94.1,1095.3,1245.1,743.4,245.1,74.1,977.0,235.0,1156.7,1138.8,1030.5,118.8,651.9,1097.7,917.1,273.7,1252.8,742.6,814.5,69.3,65.4,945.7,386.4,1351.2,1148.6,1185.7,1339.3,832.0,158.8,712.0,1164.9,1303.7,761.8,974.8,1081.8,218.2,276.9,503.8,407.4,887.8,236.1,890.2,271.0,994.6,1217.1,113.9,1171.9,1280.7,461.6,237.9,575.5,1128.5,1054.3,134.5,886.1,618.9,225.1,1197.1,147.5,1303.3,1306.1,924.5,272.1,647.1,1167.3,1292.0,635.0
KQ,210.8,706.3,383.4,609.2,703.8,785.1,247.4,130.4,802.7,509.8,693.4,285.7,829.7,317.7,328.2,286.8,830.3,613.8,784.3,824.5,305.5,388.2,460.8,205.4,674.4,712.5,421.4,131.6,851.4,387.8,231.9,233.7,446.8,792.3,324.1,789.1,881.9,669.5,824.7,729.1,224.4,515.5,607.1,230.5,118.5,845.7,734.2,776.0,353.4,850.3,784.3,428.9,224.4,684.4,264.9,121.0,388.9,821.4,870.5,840.6,310.5,288.3,510.7,880.3,607.7,693.0,874.1,167.8,887.8,73.8,872.6,300.6,290.6,776.2,794.1,0.0,276.0,466.0,176.9,818.1,405.8,703.9,811.3,706.8,177.2,221.7,635.9,308.5,210.4,455.8,698.3,710.8,224.4,129.0,306.2,607.5,469.5,309.0,478.6,403.9,340.7,421.1,657.5,809.3,860.1,772.7,268.2,730.5,328.6,777.0,366.9,456.3,839.3,413.3,386.7,672.4,812.2,819.3,200.2,912.9,298.3,390.0,172.1,864.0,261.6,415.7,140.3,540.2,518.2,310.3,214.1,817.3,810.6,263.7,725.0,492.8,290.2,365.4,480.9,55.2,813.6,119.8,306.5,445.3,122.6,198.0,348.9,843.4,865.1,432.8,751.4,208.6,890.9,113.4,731.9,217.8,358.7,859.1,313.5,422.3,502.5,759.9,235.7,432.2,372.3,882.5,109.3,220.8,842.9,338.7,833.8,444.9,447.7,245.3,754.3,192.6,357.4,433.6,182.9
KS,84.0,951.4,323.4,854.3,948.9,1065.4,368.9,427.6,1044.9,754.9,938.5,291.6,1074.8,190.9,495.8,160.0,1075.4,858.9,1064.6,1067.7,315.8,261.4,705.9,435.0,894.5,992.8,294.6,399.2,1096.5,545.0,519.5,463.3,691.9,1089.5,445.6,1034.2,1127.0,914.6,1069.8,1009.4,520.2,760.6,852.2,174.9,313.0,1090.8,979.3,1056.3,226.6,1095.4,1029.4,674.0,43.4,929.5,527.0,202.5,394.8,1066.5,1115.6,1085.7,183.7,517.9,755.8,1125.4,872.4,938.1,1119.2,448.1,1132.9,341.4,1117.7,456.8,163.8,1056.5,1039.2,297.1,0.0,397.1,493.1,1063.2,345.8,949.0,1056.4,987.1,474.4,451.3,933.1,645.1,551.6,395.8,978.6,955.9,521.6,396.6,179.4,852.6,508.3,569.0,517.4,343.9,213.9,459.9,954.7,1106.5,1105.2,1017.8,485.3,975.6,229.6,1074.2,240.1,495.1,1084.4,661.0,326.7,917.5,1057.3,1064.4,207.6,1158.0,525.7,263.2,378.1,1109.1,491.2,767.2,159.1,785.3,557.0,607.5,472.5,1062.4,1055.7,551.3,1022.2,432.8,533.8,238.6,420.9,225.3,1058.7,417.0,550.6,385.3,419.8,143.4,222.1,1088.5,1110.2,677.9,1048.6,549.8,1136.0,183.5,977.0,51.0,542.8,1104.2,564.4,362.3,747.6,1005.0,532.9,471.0,663.9,1127.6,269.8,450.4,1088.0,344.6,1078.9,384.9,387.7,586.5,999.4,422.2,230.6,373.6,480.1
KT,290.8,1125.5,127.5,1028.4,1123.0,1212.8,258.8,549.6,1219.0,929.0,1112.6,181.5,1248.9,173.2,385.7,214.7,1249.5,1033.0,1193.9,1241.8,201.3,253.7,880.0,611.3,1102.1,1140.2,301.9,537.5,1270.6,721.3,491.2,639.6,866.0,1220.0,335.5,1208.3,1301.1,1088.7,1243.9,1156.8,410.1,934.7,1026.3,417.4,542.4,1264.9,1153.4,1203.7,214.1,1269.5,1203.5,848.1,320.1,1103.6,416.9,445.0,284.7,1241.6,1290.5,1259.8,191.0,694.2,929.9,1299.5,1035.4,1112.2,1293.3,469.1,1307.0,479.7,1291.8,346.7,253.5,1203.9,1213.3,453.4,371.7,0.0,383.0,1237.3,131.7,1123.1,1230.5,1134.5,596.4,627.6,1063.6,535.0,441.5,131.0,1126.0,1130.0,643.6,534.9,269.1,1026.7,398.2,458.9,407.3,43.1,152.0,349.8,1085.2,1203.9,1279.3,1197.4,375.2,1149.7,138.5,1204.7,247.4,385.0,1258.5,550.9,112.6,1091.6,1228.3,1238.5,450.1,1332.1,415.6,252.5,268.0,1283.2,667.5,657.1,401.6,959.4,446.9,729.5,445.2,1236.5,1229.8,523.0,1152.7,136.3,423.7,230.9,124.4,467.8,1232.8,539.0,440.5,88.8,488.3,385.9,211.4,1262.6,1284.3,852.0,1179.1,439.7,1310.1,426.0,1151.1,313.5,432.7,1278.3,454.3,65.8,921.7,1179.1,654.9,360.9,553.8,1301.7,512.3,626.7,1262.1,234.5,1253.0,33.4,91.2,476.4,1173.5,598.5,185.3,111.5,602.1
KW,388.6,879.4,319.5,782.3,876.9,966.7,183.5,303.5,975.8,682.9,866.5,221.8,1002.8,299.4,208.3,340.9,1003.4,786.9,965.9,997.6,241.6,379.9,633.9,365.2,856.0,894.1,428.1,291.4,1024.5,475.2,112.0,393.5,619.9,973.9,192.2,962.2,1055.0,842.6,997.8,910.7,104.5,688.6,780.2,408.3,296.3,1018.8,907.3,957.6,340.3,1023.4,957.4,602.0,402.2,857.5,145.0,298.8,325.0,994.5,1043.6,1013.7,317.2,448.1,683.8,1053.4,789.3,866.1,1047.2,223.0,1060.9,233.6,1045.7,180.7,379.7,957.8,967.2,207.3,453.8,402.1,0.0,991.2,341.9,877.0,984.4,888.4,350.3,381.5,817.5,188.6,195.4,391.9,879.9,883.9,397.5,288.8,395.3,780.6,349.6,189.1,358.7,340.0,278.2,301.2,839.1,883.6,1033.2,945.8,148.3,903.6,264.7,958.6,373.6,336.4,1012.4,293.4,322.8,845.5,985.3,992.4,378.0,1086.0,178.4,378.7,108.2,1037.1,421.4,295.8,318.1,713.3,398.3,483.4,199.1,990.4,983.7,143.8,906.6,428.9,170.3,357.1,417.0,233.0,986.7,292.9,186.6,381.4,242.2,375.8,337.6,1016.5,1038.2,605.9,933.0,193.6,1064.0,291.2,905.0,395.6,238.8,1032.2,193.6,358.4,675.6,933.0,408.8,312.3,252.4,1055.6,287.1,380.6,1016.0,274.8,1006.9,381.0,383.8,230.3,927.4,352.4,311.5,369.7,356.0
KY,1009.2,336.1,1263.4,221.2,519.2,450.1,1127.4,781.8,232.0,326.5,323.2,1165.7,261.9,1141.6,1208.2,1085.2,73.6,243.6,449.3,208.7,1185.5,1230.1,373.6,655.9,279.2,377.5,1263.3,743.5,331.0,685.0,935.5,627.6,387.6,475.3,1204.1,221.3,314.1,299.3,304.3,394.1,1104.4,373.9,422.5,1028.9,815.0,94.3,114.6,441.0,1177.3,402.5,414.1,521.5,1022.8,164.0,1144.9,919.4,1268.9,115.3,184.1,272.8,1152.4,709.7,408.9,312.5,429.7,508.4,401.0,928.4,320.0,801.6,402.5,1180.6,1089.0,441.2,226.3,881.0,1074.4,1337.1,1056.9,0.0,1285.8,102.0,6.3,371.8,680.4,678.9,317.5,1012.1,893.2,1335.8,363.3,95.1,608.4,720.1,1104.6,442.9,1225.7,1189.0,1234.8,1283.9,1164.6,1161.2,479.5,1441.8,292.3,257.8,1148.2,360.3,1180.3,454.6,1208.8,1212.5,271.5,1116.9,1266.7,765.0,65.8,251.5,998.6,94.7,1178.3,1160.4,1052.1,296.2,673.5,1119.3,938.7,295.3,1274.4,764.2,836.1,249.5,242.8,967.3,408.0,1372.8,1170.2,1207.3,1360.9,853.6,293.2,733.6,1186.5,1325.3,783.4,996.4,1103.4,395.6,94.5,525.4,429.0,909.4,370.5,911.8,361.7,1016.2,1238.7,291.3,1193.5,1302.3,483.2,84.3,597.1,1150.1,1075.9,314.7,907.7,640.5,24.7,1218.7,218.0,1324.9,1327.7,946.1,384.1,668.7,1188.9,1313.6,656.6
LD,269.5,1104.2,106.2,1007.1,1101.7,1191.5,237.5,528.3,1200.6,907.7,1091.3,160.2,1227.6,151.9,364.4,193.4,1228.2,1011.7,1190.7,1222.4,180.0,232.4,858.7,590.0,1080.8,1118.9,280.6,516.2,1249.3,700.0,469.9,618.3,844.7,1198.7,314.2,1187.0,1279.8,1067.4,1222.6,1135.5,388.8,913.4,1005.0,396.1,521.1,1243.6,1132.1,1182.4,192.8,1248.2,1182.2,826.8,298.8,1082.3,395.6,423.7,263.4,1219.3,1268.4,1238.5,169.7,672.9,908.6,1278.2,1014.1,1090.9,1272.0,447.8,1285.7,458.4,1270.5,325.4,232.2,1182.6,1192.0,432.1,350.4,150.6,361.7,1216.0,0.0,1101.8,1209.2,1113.2,575.1,606.3,1042.3,513.7,420.2,71.2,1104.7,1108.7,622.3,513.6,247.8,1005.4,376.9,437.6,386.0,88.5,130.7,328.5,1063.9,1182.6,1258.0,1170.6,353.9,1128.4,117.2,1183.4,226.1,363.7,1237.2,529.6,28.4,1070.3,1210.1,1217.2,428.8,1310.8,394.3,231.2,246.7,1261.9,646.2,635.8,380.3,938.1,425.6,708.2,423.9,1215.2,1208.5,501.7,1131.4,145.3,402.4,209.6,165.5,446.5,1211.5,517.7,419.2,97.8,467.0,364.6,190.1,1241.3,1263.0,830.7,1157.8,418.4,1288.8,404.7,1129.8,292.2,411.4,1257.0,433.0,94.7,900.4,1157.8,633.6,339.6,532.5,1280.4,491.0,605.4,1240.8,213.2,1231.7,129.5,100.2,455.1,1152.2,577.2,164.0,49.0,580.8
