from_stop,AF,AI,AK,AQ,AT,BO,BV,CC,CE,CO,CP,DB,DK,DN,DR,DW,EB,EF,EJ,EN,EP,ET,FF,FJ,FL,FO,FQ,FR,FT,FW,FX,FZ,GD,GG,GI,GK,GR,GT,GV,HA,HB,HG,HH,HO,HP,HT,IF,IS,IT,IY,IZ,JE,JM,JP,JV,KB,KE,KH,KL,KN,KO,KP,KS,LC,ME,MH,ML,MW,NB,NK,NO,NT,NU,NX,NZ,OE,OG,OK,PC,PD,PE,PG,PP,QD,QH,QY,RD,RN,SJ,SL,SU,SX,TE,TL,TO,TS,TY,UL,UM,UV,VA,VF,VR,VV,VX,WA,WE,WR,WW,WY,XC,XI,XO,YE,YF,YI,YJ,YT,YX,YY,ZE,ZT
VR,129.7,1118.6,280.8,945.1,423.3,228.0,617.4,923.4,118.5,103.2,413.1,443.9,509.9,142.9,1095.1,875.7,807.9,1182.5,616.9,236.9,829.7,586.5,1197.8,615.7,621.4,467.4,915.1,379.3,385.4,1305.5,628.7,79.6,517.1,15.2,505.5,1307.4,497.4,1341.1,408.2,1254.1,183.1,493.1,776.5,224.8,511.3,537.7,498.8,116.4,917.1,120.0,590.6,607.9,667.7,1225.8,592.7,882.3,89.0,591.2,428.5,664.8,388.5,543.7,177.0,1318.4,211.1,481.9,1282.2,634.1,855.8,1561.4,652.9,267.1,777.0,143.0,922.0,1088.7,1317.9,126.9,1319.2,148.3,125.4,495.8,372.4,96.7,1256.3,405.8,933.0,1284.5,1306.6,985.3,457.0,422.2,908.3,170.4,433.9,922.6,937.9,546.0,443.5,1008.1,645.2,1088.7,0.0,374.6,959.5,127.9,687.8,249.6,1123.6,813.0,520.9,569.8,844.8,483.6,207.7,933.7,351.2,153.4,457.1,402.0,954.3,103.8
VV,472.8,769.5,277.5,596.0,48.6,484.7,268.3,574.3,461.6,421.1,38.4,94.8,160.8,504.0,746.0,526.6,486.4,805.8,267.2,355.3,480.6,237.9,821.1,303.5,272.3,118.3,566.0,212.6,99.2,1260.5,316.5,440.7,168.0,392.6,154.9,1262.4,148.3,1296.1,241.5,1339.0,520.6,144.0,427.4,481.5,225.1,188.6,149.7,477.5,568.0,463.1,241.5,258.8,328.1,1284.4,243.6,533.2,406.9,242.1,79.4,352.6,221.8,194.6,520.1,1273.4,458.4,195.7,1237.2,285.0,506.7,1731.8,291.1,628.2,464.8,480.5,609.8,797.8,1272.9,488.0,1274.2,512.1,486.5,146.7,23.3,457.8,879.6,31.1,583.9,1239.5,1261.6,636.2,107.9,100.8,559.2,531.5,84.8,568.8,588.8,196.9,157.3,659.0,296.1,739.6,407.9,0.0,610.4,489.0,361.6,506.3,766.5,463.9,171.8,220.7,532.6,134.5,545.2,584.6,65.0,496.5,146.1,52.9,605.2,446.9
VX,1011.4,159.0,816.1,266.0,628.8,1023.3,404.1,244.3,1000.2,959.7,618.6,503.7,523.5,1042.6,135.5,196.6,1034.3,195.3,420.6,893.9,192.7,448.4,210.6,842.1,425.1,485.1,44.3,751.2,637.8,650.0,855.1,979.3,403.4,931.2,523.5,651.9,515.1,685.6,780.1,728.5,1059.2,589.7,201.7,1020.1,763.7,431.5,450.5,1016.1,42.1,1001.7,414.0,330.8,404.2,673.9,428.8,203.2,945.5,345.1,604.1,891.2,760.4,405.6,1058.7,662.9,997.0,734.3,626.7,409.6,218.8,1395.9,397.6,1166.8,1003.4,1019.1,1148.4,187.3,662.4,1026.6,663.7,1048.0,1025.1,509.4,549.9,996.4,269.1,611.3,62.7,629.0,651.1,306.2,516.8,499.2,229.2,1070.1,609.5,243.5,21.3,373.7,695.9,329.0,295.0,129.1,946.5,580.1,0.0,1027.6,914.2,1044.9,156.0,176.0,399.5,454.4,1071.2,497.2,1083.8,25.5,603.6,1035.1,684.7,577.6,275.2,985.5
WA,154.7,1196.7,358.9,1023.2,501.4,292.1,695.5,1001.5,182.6,189.8,491.2,522.0,588.0,110.4,1173.2,953.8,886.0,1220.6,695.0,275.0,907.8,664.6,1235.9,693.8,699.5,545.5,993.2,457.4,463.5,1343.6,706.8,30.6,595.2,95.6,583.6,1345.5,575.5,1379.2,486.3,1292.2,247.2,571.2,854.6,288.9,589.4,615.8,576.9,83.9,995.2,184.1,668.7,686.0,745.8,1263.9,670.8,960.4,200.0,669.3,506.6,742.9,466.6,621.8,183.5,1356.5,299.0,560.0,1320.3,712.2,933.9,1599.5,731.0,254.6,855.1,207.1,1000.1,1126.8,1356.0,94.4,1357.3,98.5,75.6,573.9,450.5,100.8,1294.4,483.9,1011.1,1322.6,1344.7,1063.4,535.1,500.3,986.4,157.9,512.0,1000.7,1016.0,624.1,521.6,1086.2,723.3,1166.8,110.9,452.7,1037.6,0.0,765.9,313.7,1161.7,891.1,599.0,647.9,922.9,561.7,271.8,1011.8,429.3,217.5,535.2,480.1,1032.4,167.9
WE,751.6,1111.2,556.3,937.7,407.0,763.5,610.0,916.0,740.4,699.9,405.7,436.5,502.5,782.8,1087.7,868.3,110.7,1147.5,608.9,634.1,822.3,580.6,1162.8,72.0,614.0,460.0,907.7,485.4,282.9,1602.2,59.0,719.5,509.7,671.4,496.6,1604.1,576.5,1637.8,520.3,1703.3,799.4,485.7,769.1,760.3,259.0,530.3,467.7,756.3,909.7,741.9,583.2,600.5,674.1,1626.1,585.3,874.9,678.7,583.8,421.1,22.9,500.6,536.3,784.9,1615.1,737.2,180.9,1578.9,626.7,848.4,2010.6,632.8,907.0,89.1,759.3,234.1,1139.5,1614.6,766.8,1637.6,776.9,765.3,488.4,365.0,736.6,1221.3,398.4,925.6,1581.2,1603.3,977.9,449.6,428.5,900.9,810.3,426.5,910.5,930.5,538.6,220.5,1000.7,637.8,1081.3,686.7,353.2,952.1,767.8,0.0,785.1,1108.2,805.6,513.5,562.4,170.9,476.2,824.0,926.3,325.8,761.3,449.7,394.6,946.9,725.7
WR,197.0,1231.9,394.1,1058.4,536.6,104.0,730.7,1036.7,156.9,271.1,526.4,557.2,623.2,329.1,1208.4,989.0,921.2,1268.2,730.2,358.9,943.0,699.8,1283.5,729.0,734.7,580.7,1028.4,492.6,498.7,1473.7,742.0,265.8,630.4,243.7,618.8,1475.6,610.7,1509.3,521.5,1422.3,192.3,606.4,889.8,100.8,624.6,651.0,612.1,302.6,1030.4,182.6,703.9,721.2,781.0,1394.0,706.0,995.6,256.9,704.5,541.8,778.1,501.8,657.0,244.3,1486.6,183.3,595.2,1450.4,747.4,969.1,1729.6,766.2,407.0,890.3,152.2,1035.3,1256.9,1486.1,313.1,1487.4,334.5,311.6,609.1,485.7,282.9,1342.0,519.1,1046.3,1452.7,1474.8,1098.6,570.3,535.5,1021.6,330.3,547.2,1035.9,1051.2,659.3,556.8,1121.4,758.5,1202.0,258.5,487.9,1072.8,314.1,801.1,0.0,1291.8,926.3,634.2,683.1,958.1,596.9,216.9,1047.0,464.5,216.0,570.4,515.3,1067.6,145.9
WW,1161.8,157.3,966.5,416.4,779.2,1173.7,554.5,394.7,1150.6,1110.1,769.0,654.1,673.9,1193.0,183.7,347.0,1184.7,58.8,571.0,1044.3,343.1,598.8,74.1,992.5,575.5,635.5,194.7,901.6,788.2,493.9,1005.5,1129.7,553.8,1081.6,673.9,495.8,665.5,529.5,930.5,572.4,1209.6,740.1,352.1,1170.5,914.1,581.9,600.9,1166.5,192.5,1152.1,564.4,481.2,554.6,517.8,579.2,353.6,1095.9,495.5,754.5,1041.6,910.8,556.0,1209.1,506.8,1147.4,884.7,470.6,560.0,369.2,1239.8,548.0,1317.2,1153.8,1169.5,1298.8,31.2,506.3,1177.0,507.6,1198.4,1175.5,659.8,700.3,1146.8,132.6,761.7,213.1,472.9,495.0,456.6,667.2,649.6,379.6,1220.5,759.9,393.9,171.7,524.1,846.3,479.4,445.4,115.4,1096.9,730.5,150.3,1178.0,1064.6,1195.3,0.0,326.4,549.9,604.8,1221.6,647.6,1234.2,175.9,754.0,1185.5,835.1,728.0,425.6,1135.9
WY,909.2,350.4,713.9,176.9,517.7,921.1,301.9,155.2,898.0,857.5,516.4,401.5,421.3,940.4,326.9,107.5,922.8,386.7,317.8,791.7,16.6,346.2,402.0,739.9,322.9,382.9,146.9,649.0,535.6,841.4,752.9,877.1,301.2,829.0,421.3,843.3,412.9,877.0,677.9,919.9,957.0,487.5,99.5,917.9,661.5,329.3,348.3,913.9,148.9,899.5,311.8,228.6,315.8,865.3,326.6,114.1,843.3,242.9,501.9,789.0,658.2,303.4,956.5,854.3,894.8,632.1,818.1,307.4,42.7,1587.3,282.8,1064.6,901.2,916.9,1046.2,378.7,853.8,924.4,876.8,948.5,922.9,407.2,447.7,894.2,460.5,509.1,164.8,820.4,842.5,217.1,414.6,426.0,140.1,967.9,507.3,154.4,169.7,271.5,593.7,239.9,192.8,320.5,844.3,477.9,191.3,925.4,812.0,942.7,347.4,0.0,297.3,352.2,969.0,395.0,981.6,165.5,501.4,932.9,582.5,475.4,186.1,883.3
XC,611.8,597.6,416.5,424.1,229.2,623.7,133.8,402.4,600.6,560.1,219.0,104.1,123.9,643.0,574.1,354.7,634.7,633.9,123.0,494.3,308.7,65.5,649.2,442.5,127.5,85.5,394.1,351.6,238.2,1088.6,455.5,579.7,3.8,531.6,152.3,1090.5,115.5,1124.2,380.5,1167.1,659.6,190.1,255.5,620.5,364.1,31.9,50.9,616.5,396.1,602.1,69.6,86.9,146.7,1112.5,109.1,361.3,545.9,70.2,204.5,491.6,360.8,22.7,659.1,1101.5,597.4,334.7,1065.3,148.7,334.8,1870.8,131.9,767.2,603.8,619.5,748.8,625.9,1101.0,627.0,1102.3,648.4,625.5,161.5,150.3,596.8,707.7,211.7,412.0,1067.6,1089.7,464.3,117.2,99.6,387.3,670.5,209.9,401.6,416.9,25.0,296.3,487.1,124.2,567.7,546.9,180.5,438.5,628.0,514.6,645.3,594.6,292.0,0.0,71.5,671.6,97.6,684.2,412.7,204.0,635.5,285.1,178.0,433.3,585.9
XI,667.9,652.1,472.6,478.6,285.3,679.8,133.9,456.9,656.7,616.2,275.1,196.6,140.6,699.1,628.6,409.2,690.8,688.4,132.4,550.4,363.2,5.9,703.7,498.6,136.9,141.6,448.6,407.7,294.3,1143.1,511.6,635.8,67.4,587.7,80.7,1145.0,209.6,1178.7,436.6,1221.6,715.7,221.6,310.0,676.6,420.2,70.0,107.0,672.6,450.6,658.2,106.1,127.4,187.2,1167.0,107.3,415.8,602.0,110.7,260.6,547.7,416.9,56.5,715.2,1156.0,653.5,390.8,1119.8,148.7,389.3,1926.9,168.4,823.3,659.9,675.6,804.9,680.4,1155.5,683.1,1156.8,704.5,681.6,89.9,206.4,652.9,762.2,267.8,466.5,1122.1,1144.2,518.8,177.0,155.7,441.8,726.6,266.0,456.1,471.4,78.6,352.4,541.6,164.7,622.2,603.0,236.6,493.0,684.1,570.7,701.4,649.1,346.5,71.2,0.0,727.7,114.3,740.3,467.2,260.1,691.6,341.2,234.1,487.8,642.0
XO,877.8,1237.4,682.5,1063.9,533.2,889.7,736.2,1042.2,866.6,826.1,531.9,562.7,628.7,909.0,1213.9,994.5,80.9,1273.7,735.1,760.3,948.5,705.3,1289.0,198.2,740.2,586.2,1033.9,617.6,409.1,1728.4,185.2,845.7,635.9,797.6,624.3,1730.3,702.7,1764.0,646.5,1829.5,925.6,611.9,895.3,886.5,385.2,656.5,593.8,882.5,1035.9,868.1,709.4,726.7,800.3,1752.3,711.5,1001.1,811.9,710.0,547.3,149.1,626.8,662.5,925.1,1741.3,863.4,307.1,1705.1,752.9,974.6,2136.8,771.7,1033.2,46.9,885.5,77.1,1265.7,1740.8,893.0,1763.8,917.1,891.5,614.6,491.2,862.8,1347.5,524.6,1051.8,1707.4,1729.5,1104.1,575.8,568.7,1027.1,936.5,552.7,1041.4,1056.7,664.8,346.7,1126.9,764.0,1207.5,812.9,493.4,1078.3,894.0,140.1,911.3,1234.4,931.8,639.7,688.6,0.0,602.4,950.2,1052.5,452.0,901.5,575.9,520.8,1073.1,851.9
YE,597.2,698.0,401.9,524.5,214.6,609.1,196.8,512.2,586.0,545.5,204.4,82.2,26.2,628.4,674.5,455.1,620.1,734.3,196.3,479.7,409.1,121.9,749.6,427.9,200.8,80.2,494.5,337.0,223.6,1189.0,440.9,565.1,96.5,517.0,24.3,1190.9,110.2,1224.6,365.9,1267.5,645.0,107.2,355.9,605.9,349.5,155.1,78.2,601.9,496.5,587.5,170.0,187.3,247.1,1212.9,172.1,461.7,531.3,170.6,189.9,477.0,346.2,123.1,644.5,1201.9,582.8,320.1,1165.7,213.5,435.2,1856.2,232.3,752.6,589.2,604.9,734.2,726.3,1201.4,612.4,1202.7,633.8,610.9,14.6,135.7,582.2,808.1,197.1,512.4,1168.0,1190.1,564.7,62.6,132.6,487.7,655.9,195.3,502.0,517.3,125.4,281.7,587.5,224.6,668.1,532.3,165.9,538.9,613.4,500.0,630.7,695.0,392.4,100.3,115.9,657.0,0.0,669.6,513.1,189.4,620.9,270.5,163.4,533.7,571.3
YF,138.2,1213.9,376.1,1040.4,518.6,158.4,712.7,1018.7,98.1,253.1,508.4,539.2,605.2,270.3,1190.4,971.0,903.2,1291.9,712.2,346.3,925.0,681.8,1307.2,711.0,716.7,562.7,1010.4,474.6,480.7,1414.9,724.0,207.0,612.4,184.9,600.8,1416.8,592.7,1450.5,503.5,1363.5,17.6,588.4,871.8,155.2,606.6,633.0,594.1,243.8,1012.4,123.8,685.9,703.2,763.0,1335.2,688.0,977.6,238.9,686.5,523.8,760.1,483.8,639.0,185.5,1427.8,165.3,577.2,1391.6,729.4,951.1,1670.8,748.2,348.2,872.3,42.8,1017.3,1198.1,1427.3,254.3,1428.6,275.7,252.8,591.1,467.7,224.1,1365.7,501.1,1028.3,1393.9,1416.0,1080.6,552.3,517.5,1003.6,271.5,529.2,1017.9,1033.2,641.3,538.8,1103.4,740.5,1184.0,200.2,469.9,1054.8,255.3,783.1,180.0,1233.0,908.3,616.2,665.1,940.1,578.9,0.0,1029.0,446.5,157.2,552.4,497.3,1049.6,87.1
YI,985.8,184.8,790.5,240.4,603.2,997.7,378.5,218.7,974.6,934.1,593.0,478.1,497.9,1017.0,161.3,171.0,1008.7,221.1,395.0,868.3,167.1,422.8,236.4,816.5,399.5,459.5,18.7,725.6,612.2,675.8,829.5,953.7,377.8,905.6,497.9,677.7,489.5,711.4,754.5,754.3,1033.6,564.1,176.1,994.5,738.1,405.9,424.9,990.5,16.5,976.1,388.4,305.2,378.6,699.7,403.2,177.6,919.9,319.5,578.5,865.6,734.8,380.0,1033.1,688.7,971.4,708.7,652.5,384.0,193.2,1421.7,372.0,1141.2,977.8,993.5,1122.8,213.1,688.2,1001.0,689.5,1022.4,999.5,483.8,524.3,970.8,294.9,585.7,37.1,654.8,676.9,280.6,491.2,473.6,203.6,1044.5,583.9,217.9,4.2,348.1,670.3,303.4,269.4,154.9,920.9,554.5,25.7,1002.0,888.6,1019.3,181.8,150.4,373.9,428.8,1045.6,471.6,1058.2,0.0,578.0,1009.5,659.1,552.0,249.6,959.9
YJ,447.6,781.2,252.3,607.7,85.9,459.5,280.0,586.0,436.4,395.9,75.7,106.5,172.5,478.8,757.7,538.3,452.5,817.5,279.5,330.1,492.3,249.1,832.8,260.3,284.0,130.0,577.7,187.4,34.1,1272.2,273.3,415.5,179.7,367.4,168.1,1274.1,160.0,1307.8,216.3,1350.7,495.4,155.7,439.1,456.3,160.0,200.3,161.4,452.3,579.7,437.9,253.2,270.5,330.3,1296.1,255.3,544.9,381.7,253.8,91.1,309.4,196.6,206.3,494.9,1285.1,433.2,130.6,1248.9,296.7,518.4,1706.6,315.5,603.0,421.6,455.3,566.6,809.5,1284.6,462.8,1285.9,484.2,461.3,158.4,35.0,432.6,891.3,68.4,595.6,1251.2,1273.3,647.9,119.6,84.8,570.9,506.3,96.5,585.2,600.5,208.6,92.2,670.7,307.8,751.3,382.7,37.2,622.1,463.8,332.4,481.1,778.2,475.6,183.5,232.4,489.4,146.2,520.0,596.3,0.0,471.3,119.7,64.6,616.9,421.7
YT,93.2,1222.3,384.5,1048.8,518.1,166.8,721.1,1027.1,57.3,234.1,516.8,547.6,613.6,225.3,1198.8,979.4,902.3,1246.9,720.6,301.3,933.4,690.7,1262.2,719.4,725.1,571.1,1018.8,483.0,489.1,1369.9,732.4,162.0,620.8,139.9,609.2,1371.8,601.1,1405.5,511.9,1318.5,121.9,596.8,880.2,163.6,615.0,641.4,602.5,198.8,1020.8,21.8,694.3,711.6,785.2,1290.2,696.4,986.0,244.3,694.9,532.2,768.5,492.2,647.4,140.5,1382.8,173.7,585.6,1346.6,737.8,959.5,1625.8,756.6,303.2,880.7,81.8,1025.7,1153.1,1382.3,209.3,1405.3,233.4,207.8,599.5,476.1,179.1,1320.7,509.5,1036.7,1348.9,1371.0,1089.0,560.7,553.6,1012.0,226.5,537.6,1026.3,1041.6,649.7,547.2,1111.8,748.9,1192.4,155.2,478.3,1063.2,210.3,777.5,188.4,1188.0,916.7,624.6,673.5,948.5,587.3,146.5,1037.4,454.9,0.0,560.8,505.7,1058.0,42.6
YX,573.7,866.4,378.4,692.9,171.1,585.6,365.2,680.6,562.5,522.0,160.9,191.7,257.7,604.9,842.9,623.5,596.6,902.7,364.7,456.2,577.5,334.3,918.0,404.4,369.2,215.2,662.9,313.5,200.1,1357.4,417.4,541.6,264.9,493.5,253.3,1359.3,245.2,1393.0,342.4,1435.9,621.5,240.9,524.3,582.4,326.0,285.5,246.6,578.4,664.9,564.0,338.4,355.7,415.5,1381.3,340.5,630.1,507.8,339.0,176.3,453.5,322.7,291.5,621.0,1370.3,559.3,296.6,1334.1,381.9,603.6,1832.7,400.7,729.1,565.7,581.4,710.7,894.7,1369.8,588.9,1371.1,610.3,587.4,243.6,120.2,558.7,976.5,153.6,680.8,1336.4,1358.5,733.1,204.8,170.0,656.1,632.4,181.7,670.4,685.7,293.8,258.2,755.9,393.0,836.5,508.8,122.4,707.3,589.9,476.5,607.2,863.4,560.8,268.7,317.6,633.5,231.4,646.1,681.5,165.9,597.4,0.0,149.8,702.1,547.8
YY,518.2,781.0,322.9,607.5,135.6,530.1,279.8,585.8,507.0,466.5,125.4,106.3,172.3,549.4,757.5,538.1,541.1,817.3,279.3,400.7,492.1,248.9,832.6,348.9,283.8,129.8,577.5,258.0,144.6,1272.0,361.9,486.1,179.5,438.0,167.9,1273.9,159.8,1307.6,286.9,1350.5,566.0,155.5,438.9,526.9,270.5,200.1,161.2,522.9,579.5,508.5,253.0,270.3,330.1,1295.9,255.1,544.7,452.3,253.6,26.4,398.0,267.2,206.1,565.5,1284.9,503.8,241.1,1248.7,296.5,518.2,1777.2,315.3,673.6,510.2,525.9,655.2,809.3,1284.4,533.4,1285.7,554.8,531.9,158.2,56.7,503.2,891.1,118.1,595.4,1251.0,1273.1,647.7,119.4,84.6,570.7,576.9,31.8,585.0,600.3,208.4,202.7,670.5,307.6,751.1,453.3,86.9,621.9,534.4,421.0,551.7,778.0,475.4,183.3,232.2,578.0,146.0,590.6,596.1,110.4,541.9,191.5,0.0,616.7,492.3
ZE,998.5,399.3,803.2,191.6,615.9,1010.4,391.2,169.9,987.3,946.8,605.7,490.8,510.6,1029.7,375.8,122.2,1021.4,435.6,407.7,881.0,179.8,435.5,450.9,829.2,412.2,472.2,195.8,738.3,624.9,890.3,842.2,966.4,390.5,918.3,510.6,892.2,502.2,925.9,767.2,968.8,1046.3,576.8,188.8,1007.2,750.8,418.6,437.6,1003.2,197.8,988.8,401.1,317.9,391.3,914.2,415.9,55.4,932.6,332.2,591.2,878.3,747.5,392.7,1045.8,903.2,984.1,721.4,867.0,396.7,205.9,1636.2,384.7,1153.9,990.5,1006.2,1135.5,427.6,902.7,1013.7,904.0,1035.1,1012.2,496.5,537.0,983.5,509.4,598.4,213.7,869.3,891.4,231.8,503.9,486.3,154.8,1057.2,596.6,24.4,218.6,360.8,683.0,254.6,282.1,369.4,933.6,567.2,240.2,1014.7,901.3,1032.0,396.3,163.1,386.6,441.5,1058.3,484.3,1070.9,214.4,590.7,1022.2,671.8,564.7,0.0,972.6
ZT,51.0,1179.6,341.8,1006.1,484.3,124.1,678.4,984.4,14.6,191.9,474.1,504.9,570.9,183.1,1156.1,936.7,868.9,1204.7,677.9,259.1,890.7,647.5,1220.0,676.7,682.4,528.4,976.1,440.3,446.4,1327.7,689.7,119.8,578.1,97.7,566.5,1329.6,558.4,1363.3,469.2,1276.3,79.2,554.1,837.5,120.9,572.3,598.7,559.8,156.6,978.1,36.6,651.6,668.9,728.7,1248.0,653.7,943.3,202.1,652.2,489.5,725.8,449.5,604.7,98.3,1340.6,131.0,542.9,1304.4,695.1,916.8,1583.6,713.9,261.0,838.0,39.1,983.0,1110.9,1340.1,167.1,1341.4,188.5,165.6,556.8,433.4,136.9,1278.5,466.8,994.0,1306.7,1328.8,1046.3,518.0,483.2,969.3,184.3,494.9,983.6,998.9,607.0,504.5,1069.1,706.2,1149.7,113.0,435.6,1020.5,168.1,748.8,145.7,1145.8,874.0,581.9,630.8,905.8,544.6,103.8,994.7,412.2,70.0,518.1,463.0,1015.3,0.0
