from_stop,AB,AE,AH,AO,AP,AQ,AR,AT,AX,BB,BE,BG,BH,BK,BO,BU,BY,CM,CV,DG,DJ,DQ,DR,DS,DU,ED,EI,EK,ER,EZ,FA,FG,FM,FP,FS,FY,GD,GI,GP,GS,GW,HA,HH,HQ,HV,HZ,ID,II,IQ,IS,IX,JB,JT,JX,JZ,KA,KM,KP,KR,KW,KY,LG,LL,LX,MA,MJ,ML,NA,ND,NE,NG,NH,NL,NN,NZ,OB,OE,ON,OR,OT,OV,OY,PE,PG,PL,PO,QA,QB,QD,QE,QH,QN,QV,QW,RA,RC,RH,RI,RX,SI,SL,SM,TC,TE,TL,TO,TT,UC,UD,UE,UF,UP,UQ,UU,UV,UW,VA,VB,VJ,VV,VW,WB,WD,WF,WO,WX,WY,WZ,XD,XF,XQ,XY,XZ,YF,YL,YO,YT,YU,ZM,ZO,ZS
QV,343.6,619.7,724.4,306.4,200.8,133.1,809.5,362.7,651.9,775.6,25.4,648.7,736.7,647.8,200.8,689.5,714.2,652.0,715.7,688.0,377.7,96.0,170.5,384.5,726.7,648.4,664.0,151.5,156.9,767.1,672.2,214.9,72.6,340.6,741.8,597.3,176.1,372.6,726.4,701.5,690.5,390.7,649.4,630.7,773.2,181.8,708.5,393.7,772.2,604.8,328.2,675.7,96.4,430.5,222.6,684.6,144.6,762.7,193.0,649.7,319.1,646.0,89.1,225.9,794.7,743.9,612.1,77.2,378.2,156.0,183.0,776.9,403.3,331.7,178.4,696.3,222.9,340.1,57.9,617.2,611.5,736.8,668.5,160.2,355.6,304.5,482.5,204.4,635.9,326.4,730.5,341.1,0.0,318.0,319.5,732.1,2435.5,166.4,728.1,233.0,19.7,302.4,345.6,744.3,23.7,637.0,312.8,769.8,141.4,167.7,264.2,121.5,815.6,125.2,154.0,322.9,687.5,209.5,213.7,589.8,682.1,362.7,32.4,351.6,664.8,348.3,800.0,350.7,143.7,618.1,712.2,331.2,152.3,163.8,768.9,424.0,203.6,233.5,795.9,731.7,123.7
QW,79.6,487.6,592.3,11.6,501.6,424.7,677.4,607.4,519.8,643.5,397.3,516.6,604.6,515.7,501.6,557.4,582.1,519.9,583.6,555.9,596.2,488.0,453.6,66.4,594.6,516.3,531.9,443.1,448.5,635.0,602.5,515.7,463.0,585.3,611.3,465.2,434.6,80.8,594.3,569.4,645.5,72.6,517.3,498.6,641.1,482.6,576.4,75.6,640.1,472.7,96.6,543.6,466.7,112.4,467.3,552.5,403.1,630.6,511.8,517.6,563.8,513.9,475.8,526.7,662.6,595.4,480.0,469.2,60.9,428.6,501.8,644.8,91.3,13.7,436.9,567.7,523.7,76.1,449.9,485.1,479.4,604.7,536.4,479.0,57.1,549.2,350.4,477.0,503.8,94.8,600.5,586.0,391.9,0.0,55.5,600.0,2425.4,448.0,596.0,533.8,411.7,70.8,213.5,612.2,415.7,504.9,557.5,682.0,399.9,426.2,508.9,441.6,701.6,416.8,412.5,58.9,555.4,454.2,532.5,457.7,550.0,609.6,404.3,596.3,532.7,116.7,667.9,595.4,435.3,486.0,580.1,67.2,410.8,482.6,636.8,105.9,504.4,478.2,681.9,599.6,415.3
RA,38.3,506.5,611.2,41.3,520.5,443.6,696.3,626.3,538.7,662.4,416.2,535.5,623.5,534.6,520.5,576.3,601.0,538.8,602.5,574.8,641.3,506.9,472.5,119.4,613.5,535.2,550.8,462.0,467.4,653.9,621.4,534.6,481.9,604.2,630.2,484.1,453.5,67.3,613.2,588.3,664.4,125.6,536.2,517.5,660.0,501.5,595.3,115.7,659.0,491.6,115.5,562.5,485.6,165.4,486.2,571.4,422.0,649.5,530.7,536.5,582.7,532.8,494.7,545.6,681.5,614.3,498.9,488.1,97.1,447.5,520.7,663.7,144.3,66.6,455.8,586.6,542.6,20.5,468.8,504.0,498.3,623.6,555.3,497.9,110.1,568.1,369.3,495.9,522.7,113.7,619.4,604.9,410.8,52.9,0.0,618.9,2444.3,466.9,614.9,552.7,430.6,89.7,232.4,631.1,434.6,523.8,576.4,700.9,418.8,445.1,527.8,460.5,720.5,435.7,431.4,17.6,574.3,473.1,551.4,476.6,568.9,628.5,423.2,615.2,551.6,135.6,686.8,614.3,454.2,504.9,599.0,11.7,429.7,501.5,655.7,146.0,523.3,497.1,700.8,618.5,434.2
RC,639.4,202.8,244.5,602.2,779.1,702.2,241.7,908.1,176.8,274.0,674.8,165.8,78.1,214.1,779.1,112.6,185.5,253.1,256.1,111.1,896.9,765.5,731.1,680.3,37.9,249.5,247.2,720.6,726.0,350.2,87.2,793.2,740.5,886.0,326.5,198.4,712.1,668.4,43.7,270.3,88.8,686.5,232.5,243.0,242.9,760.1,61.1,689.5,282.1,205.9,508.8,263.1,744.2,487.8,768.0,285.7,680.6,345.8,789.3,173.8,864.5,75.3,753.3,804.2,256.9,172.2,213.2,746.7,674.8,706.1,779.3,266.8,705.2,627.5,714.4,122.9,801.2,635.9,727.4,114.0,153.6,253.9,197.3,756.5,671.0,849.9,290.9,754.5,228.0,506.8,155.7,886.7,669.4,613.8,615.3,0.0,2195.9,725.5,311.2,811.3,689.2,521.7,524.4,327.4,693.2,238.1,858.2,197.2,677.4,703.7,809.6,719.1,239.7,694.3,690.0,618.7,204.6,754.9,810.0,216.2,199.9,910.3,681.8,897.0,265.9,484.9,232.2,896.1,712.8,258.2,229.3,627.0,688.3,760.1,194.7,719.8,781.9,778.9,220.0,154.8,692.8
RH,2546.1,2366.9,2399.6,2508.9,2629.0,2552.1,2352.9,2758.0,2399.1,2385.2,2524.7,2395.9,2315.3,2395.0,2629.0,2349.8,2422.7,2399.2,2408.3,2348.3,2746.8,2615.4,2581.0,2587.0,2263.5,2395.6,2411.2,2570.5,2575.9,2502.4,2207.5,2643.1,2590.4,2735.9,2478.7,2344.5,2562.0,2575.1,2283.9,2422.5,2225.8,2593.2,2396.6,2377.9,2354.1,2610.0,2231.6,2596.2,2393.3,2352.0,2396.9,2422.9,2594.1,2355.4,2617.9,2431.8,2530.5,2498.0,2639.2,2396.9,2714.4,2312.5,2603.2,2654.1,2368.1,2409.4,2359.3,2596.6,2581.5,2556.0,2629.2,2378.0,2611.9,2534.2,2564.3,2360.1,2651.1,2542.6,2577.3,2364.4,2358.7,2484.0,2415.7,2606.4,2577.7,2699.8,2269.9,2604.4,2383.1,2394.9,2389.8,2736.6,2519.3,2520.5,2522.0,2288.5,0.0,2575.4,2453.3,2661.2,2539.1,2409.8,2471.4,2479.6,2543.1,2384.2,2708.1,2308.4,2527.3,2553.6,2659.5,2569.0,2350.9,2544.2,2539.9,2525.4,2434.7,2604.8,2659.9,2337.0,2429.3,2760.2,2531.7,2746.9,2412.0,2373.0,2343.4,2746.0,2562.7,2365.3,2424.3,2533.7,2538.2,2610.0,2431.9,2626.5,2631.8,2628.8,2331.2,2392.0,2542.7
RI,386.9,663.0,760.5,349.7,108.7,113.4,852.8,368.2,688.0,818.9,152.8,684.8,780.0,691.1,107.8,732.8,757.5,695.3,759.0,731.3,357.0,102.8,46.3,427.8,770.0,691.7,707.3,131.8,144.4,810.4,715.5,122.8,178.7,346.1,785.7,640.6,219.4,408.7,769.7,744.8,733.8,426.8,692.7,674.0,816.5,89.7,751.8,445.2,815.5,648.1,371.5,719.0,73.8,473.8,228.1,727.9,187.9,806.0,118.9,693.0,324.6,689.3,81.1,133.8,838.0,787.2,655.4,132.3,421.4,8.3,108.9,820.2,452.7,375.0,221.7,739.6,130.8,383.4,164.0,660.5,654.8,780.1,711.8,86.1,398.9,310.0,525.8,28.9,679.2,369.7,773.8,346.6,123.6,361.3,362.8,775.4,2478.8,0.0,771.4,136.7,136.2,345.7,452.6,787.6,156.5,680.3,324.6,813.1,184.7,203.8,273.7,48.7,858.9,68.9,209.4,366.2,730.8,215.0,139.6,633.1,725.4,368.2,136.0,357.1,708.1,384.4,839.9,356.2,131.2,661.4,755.5,374.5,195.6,89.7,812.2,467.3,111.5,231.8,839.2,775.0,111.2
RX,633.0,205.2,83.7,595.8,806.1,729.2,149.6,911.9,173.5,111.5,725.6,194.3,335.1,257.4,805.2,217.2,153.3,76.0,75.0,246.6,900.7,792.5,763.2,673.9,293.8,142.2,153.9,747.6,753.0,52.8,290.6,820.2,769.1,889.8,27.5,160.0,739.1,662.0,324.8,60.8,256.1,680.1,193.8,286.3,109.1,787.1,306.9,683.1,131.5,167.5,502.4,193.0,771.2,481.4,771.8,43.4,707.6,48.4,816.3,182.3,868.3,244.4,785.6,831.2,138.7,166.6,144.4,773.7,667.6,733.1,806.3,119.3,692.7,621.1,741.4,210.4,828.2,629.5,754.4,215.6,196.9,158.3,209.4,783.5,664.6,853.7,277.0,781.5,149.7,500.4,226.7,890.5,696.4,607.4,608.9,318.8,2339.8,752.5,0.0,834.1,716.2,515.3,518.0,30.0,720.2,91.0,868.3,176.7,704.4,730.7,817.4,746.1,193.0,721.3,721.5,612.3,155.3,758.7,837.0,246.2,165.8,914.1,708.8,900.8,158.6,478.5,155.9,899.9,739.8,274.5,91.3,620.6,715.3,787.1,208.0,713.4,808.9,782.7,173.3,184.0,719.8
SI,481.2,757.3,857.8,444.0,56.1,210.7,947.1,458.3,785.3,913.2,247.1,786.3,874.3,785.4,70.3,827.1,851.8,789.6,853.3,825.6,451.3,128.9,207.3,522.1,864.3,786.0,801.6,229.1,238.7,904.7,809.8,65.3,223.4,440.4,880.0,734.9,313.7,506.0,864.0,839.1,828.1,528.3,787.0,768.3,910.8,75.1,846.1,539.5,909.8,742.4,465.8,813.3,153.5,568.1,322.4,822.2,282.2,900.3,153.6,787.3,418.9,783.6,165.0,58.7,932.3,881.5,749.7,184.2,515.7,145.8,147.8,914.5,547.0,469.3,316.0,833.9,73.3,477.7,208.7,754.8,744.9,874.4,806.1,125.0,493.2,404.3,620.1,198.4,773.5,464.0,868.1,440.9,210.8,455.6,457.1,869.7,2573.1,160.4,865.7,0.0,235.1,440.0,546.9,881.9,201.2,774.6,418.9,907.4,279.0,301.1,368.0,132.6,953.2,162.0,303.7,460.5,825.1,309.3,178.5,727.4,819.7,462.5,230.3,451.4,802.4,481.7,934.2,450.5,225.5,755.7,849.8,468.8,289.9,128.6,906.5,561.6,29.3,329.1,933.5,869.3,205.5
SL,363.4,639.5,744.2,326.2,200.9,152.9,829.3,382.5,671.7,795.4,69.0,668.5,756.5,667.6,200.9,709.3,734.0,671.8,735.5,707.8,371.3,96.1,210.0,404.3,746.5,668.2,683.8,171.3,176.7,786.9,692.0,215.0,72.7,360.4,761.6,617.1,195.9,392.4,746.2,721.3,710.3,410.5,669.2,650.5,793.0,181.9,728.3,413.5,792.0,624.6,348.0,695.5,96.5,450.3,242.4,704.4,164.4,782.5,193.1,669.5,338.9,665.8,89.2,226.0,814.5,747.3,631.9,77.3,398.0,156.1,183.1,796.7,423.1,351.5,198.2,716.1,223.0,359.9,58.0,637.0,631.3,756.6,688.3,160.3,395.0,324.3,502.3,204.5,655.7,346.2,752.4,360.9,19.7,337.8,339.3,751.9,2455.3,166.5,747.9,233.1,0.0,322.2,365.4,764.1,23.8,656.8,338.9,792.9,161.2,187.5,288.0,121.6,835.4,168.1,185.9,342.7,707.3,229.3,213.8,609.6,701.9,384.7,52.2,371.4,684.6,368.1,816.4,370.5,163.5,637.9,732.0,351.0,172.1,163.9,788.7,443.8,203.7,253.3,815.7,751.5,143.5
SM,117.6,473.0,577.7,80.4,487.0,410.1,662.8,592.8,505.2,628.9,406.5,502.0,590.0,501.1,486.1,542.8,567.5,505.3,569.0,541.3,581.6,473.4,447.5,158.5,580.0,501.7,517.3,428.5,433.9,620.4,587.9,501.1,448.4,570.7,595.7,450.6,420.0,146.6,579.7,554.8,630.9,164.7,502.7,484.0,626.5,468.0,561.8,175.9,625.5,458.1,25.7,529.0,452.1,204.5,452.7,537.9,388.5,616.0,497.2,503.0,549.2,499.3,466.5,512.1,648.0,580.8,465.4,454.6,152.2,414.0,487.2,630.2,177.3,105.7,422.3,549.6,509.1,114.1,435.3,470.5,464.8,590.1,521.8,464.4,129.6,534.6,335.8,462.4,489.2,23.9,585.9,571.2,377.3,92.0,93.5,585.4,2333.7,424.4,581.4,515.0,397.1,0.0,198.9,597.6,401.1,490.3,549.2,660.6,385.3,411.6,498.3,427.0,687.0,402.2,397.9,96.9,540.8,439.6,517.9,443.1,535.4,592.8,389.7,581.7,518.1,45.8,653.3,580.8,420.7,471.4,565.5,105.2,396.2,468.0,622.2,198.0,489.8,463.6,667.3,585.0,400.7
TC,198.0,431.6,536.3,160.8,371.7,294.8,621.4,518.7,463.8,587.5,291.2,460.6,548.6,459.7,370.8,501.4,526.1,463.9,527.6,499.9,507.5,358.1,328.8,238.9,538.6,460.3,475.9,313.2,318.6,579.0,546.5,385.8,333.1,496.6,553.7,409.2,304.7,227.0,538.3,513.4,589.5,245.1,461.3,442.6,585.1,352.7,520.4,248.1,584.1,416.7,182.6,487.6,336.8,251.4,378.6,496.5,273.2,574.6,381.9,461.6,475.1,457.9,345.9,396.8,606.6,555.8,424.0,339.3,232.6,298.7,371.9,588.8,257.7,186.1,307.0,508.2,393.8,194.5,320.0,429.1,423.4,548.7,480.4,349.1,210.0,460.5,294.4,347.1,447.8,180.8,544.5,497.3,262.0,172.4,173.9,544.0,2369.4,309.1,540.0,403.9,281.8,156.8,0.0,556.2,285.8,448.9,475.1,626.0,270.0,296.3,424.2,311.7,645.6,286.9,282.6,177.3,499.4,365.5,402.6,401.7,494.0,520.9,274.4,507.6,476.7,248.5,608.5,506.7,305.4,430.0,524.1,185.6,280.9,352.7,580.8,278.4,374.5,389.5,625.9,543.6,285.4
TE,649.2,221.4,99.9,612.0,822.3,745.4,185.0,928.1,189.7,151.1,718.0,210.5,351.3,273.6,822.3,233.4,169.5,92.2,91.2,262.8,916.9,808.7,774.3,690.1,310.0,158.4,170.1,763.8,769.2,45.8,306.8,836.4,783.7,906.0,22.1,176.2,755.3,678.2,341.0,77.0,272.3,696.3,210.0,302.5,148.7,803.3,323.1,699.3,147.7,183.7,518.6,209.2,787.4,497.6,788.0,59.6,723.8,41.4,832.5,198.5,884.5,260.6,796.5,847.4,170.2,182.8,160.6,789.9,684.6,749.3,822.5,152.4,715.0,637.3,757.6,223.1,844.4,645.7,770.6,231.8,213.1,174.5,225.6,799.7,680.8,869.9,293.2,797.7,165.9,516.6,245.0,906.7,712.6,623.6,625.1,335.0,2379.4,768.7,50.0,854.5,732.4,531.5,534.2,0.0,736.4,107.2,878.2,189.6,720.6,746.9,829.6,762.3,209.2,737.5,733.2,628.5,171.5,774.9,853.2,262.4,182.0,930.3,725.0,917.0,174.8,494.7,175.5,916.1,756.0,290.7,107.5,636.8,731.5,803.3,224.2,729.6,825.1,798.9,189.5,200.2,736.0
TL,357.4,633.5,738.2,320.2,177.0,146.9,823.3,376.5,665.7,789.4,63.0,662.5,750.5,661.6,176.1,703.3,728.0,665.8,729.5,701.8,365.3,72.2,186.1,398.3,740.5,662.2,677.8,165.3,170.7,780.9,686.0,191.1,48.8,354.4,755.6,611.1,189.9,386.4,740.2,715.3,704.3,404.5,663.2,644.5,787.0,158.0,722.3,415.7,786.0,618.6,342.0,689.5,72.6,444.3,236.4,698.4,158.4,776.5,169.2,663.5,332.9,659.8,65.3,202.1,808.5,757.7,625.9,53.4,392.8,132.2,159.2,790.7,417.1,345.5,192.2,710.1,199.1,353.9,34.1,631.0,625.3,750.6,682.3,136.4,369.4,318.3,496.3,180.6,649.7,340.2,744.3,354.9,13.7,331.8,333.3,745.9,2449.3,142.6,741.9,209.2,33.8,316.2,359.4,758.1,0.0,650.8,332.9,786.9,155.2,181.5,282.0,97.7,829.4,144.2,179.9,336.7,701.3,223.3,189.9,603.6,695.9,376.5,46.2,365.4,678.6,362.1,810.4,364.5,157.5,631.9,726.0,345.0,166.1,140.0,782.7,437.8,179.8,247.3,809.7,745.5,137.5
TO,541.9,114.1,87.3,504.7,715.0,638.1,172.4,820.8,103.5,138.5,610.7,139.6,252.8,179.7,715.0,205.6,147.4,15.0,78.6,204.1,809.6,701.4,667.0,582.8,242.8,51.1,62.8,656.5,661.9,130.0,250.7,729.1,676.4,798.7,106.3,68.9,648.0,570.9,242.5,64.4,259.7,589.0,102.7,196.0,136.1,696.0,224.6,592.0,135.1,76.4,411.3,101.9,680.1,390.3,680.7,47.5,616.5,125.6,725.2,127.6,777.2,162.1,689.2,740.1,157.6,160.7,53.3,682.6,577.3,642.0,715.2,139.8,607.7,530.0,650.3,201.0,737.1,538.4,663.3,133.3,132.6,161.9,136.7,692.4,573.5,762.6,185.9,690.4,58.6,409.3,222.9,799.4,605.3,516.3,517.8,248.2,2287.2,661.4,91.0,747.2,625.1,424.2,426.9,107.2,629.1,0.0,770.9,177.0,613.3,639.6,722.3,655.0,196.6,630.2,625.9,521.2,127.5,667.6,745.9,155.1,104.8,823.0,617.7,809.7,67.5,387.4,162.9,808.8,648.7,183.4,94.9,529.5,624.2,696.0,202.1,622.3,717.8,691.6,176.9,178.1,628.7
TT,506.4,769.5,880.5,469.2,332.0,273.6,962.4,67.7,808.0,931.7,287.8,804.8,892.8,797.6,324.8,839.3,864.0,801.8,865.5,837.8,32.3,327.0,286.2,547.3,873.0,798.2,813.8,292.0,297.4,916.9,817.0,339.8,331.3,26.7,892.2,747.1,354.4,541.7,899.7,851.3,835.3,553.5,799.2,786.8,963.6,306.7,841.1,564.7,922.0,754.6,491.0,825.5,297.1,589.3,208.0,834.4,329.2,912.5,342.2,799.5,91.4,795.8,298.1,350.8,977.6,893.7,761.9,342.2,540.9,259.0,325.9,933.0,578.5,494.5,356.7,852.4,354.1,502.9,316.6,773.3,761.3,886.6,818.3,303.1,518.4,102.1,632.3,301.1,785.7,489.2,880.3,27.2,264.9,480.8,482.3,898.0,2580.3,263.1,884.2,353.7,284.7,465.2,461.4,894.1,288.7,786.8,0.0,914.6,319.7,352.3,253.6,265.7,960.4,240.9,344.4,485.7,837.3,194.9,356.6,739.6,831.9,48.8,271.0,337.0,814.6,517.4,949.5,43.8,284.2,767.9,862.0,494.0,330.6,306.7,918.7,593.1,328.5,225.2,940.7,881.5,264.2
UC,659.9,279.6,96.6,622.7,802.9,720.5,47.7,928.6,198.0,80.0,693.1,224.3,210.1,285.2,797.4,128.7,150.1,166.8,103.1,158.1,941.4,783.8,756.7,700.8,120.3,233.0,191.2,738.9,746.5,197.2,113.8,813.7,758.8,906.5,172.5,250.8,732.6,688.9,170.2,117.3,79.3,704.8,284.6,314.1,97.6,780.6,137.9,707.8,88.1,258.3,529.3,283.8,768.0,508.3,788.5,134.2,704.4,192.8,807.6,210.1,888.3,165.9,771.6,824.7,62.9,139.0,235.2,770.5,694.5,729.9,799.8,72.8,717.4,648.0,734.9,112.7,825.0,656.4,747.9,193.0,224.7,186.1,237.2,777.0,689.3,870.4,358.5,775.0,201.7,530.6,86.8,905.0,689.9,634.3,635.8,142.0,2216.4,743.8,160.4,829.6,713.0,545.5,544.9,174.4,713.7,181.8,876.5,0.0,697.9,722.0,827.9,739.6,45.7,714.8,715.0,639.2,183.1,775.4,830.5,287.3,193.6,928.6,702.3,917.5,249.4,505.4,40.4,914.4,733.3,329.3,119.1,647.5,708.8,780.6,159.3,738.1,802.4,802.7,26.0,119.4,713.3
UD,373.1,649.2,753.9,335.9,252.6,175.7,839.0,405.3,681.4,805.1,148.3,678.2,766.2,677.3,252.6,719.0,743.7,681.5,745.2,717.5,394.1,239.0,204.6,414.0,756.2,677.9,693.5,194.1,199.5,796.6,701.7,266.7,214.0,383.2,772.9,626.8,59.6,402.1,755.9,731.0,720.0,420.2,678.9,660.2,802.7,233.6,738.0,423.2,801.7,634.3,357.7,705.2,217.7,460.0,265.2,714.1,60.0,792.2,262.8,679.2,361.7,675.5,226.8,277.7,824.2,757.0,641.6,220.2,408.5,179.6,252.8,806.4,438.9,361.2,93.8,729.3,274.7,369.6,200.9,646.7,641.0,766.3,698.0,230.0,404.7,347.1,512.0,228.0,665.4,355.9,762.1,383.9,142.9,347.5,349.0,761.6,2465.0,199.0,757.6,284.8,162.7,331.9,375.1,773.8,166.7,666.5,355.4,802.6,0.0,71.4,306.8,192.6,845.1,167.8,12.5,352.4,717.0,252.1,283.5,619.3,711.6,407.5,155.3,394.2,694.3,377.8,829.5,393.3,186.3,647.6,741.7,360.7,70.2,233.6,798.4,453.5,255.4,276.1,825.4,761.2,166.3
UE,356.2,632.3,737.0,319.0,235.7,158.8,822.1,388.4,664.5,788.2,131.4,661.3,749.3,660.4,234.8,702.1,726.8,664.6,728.3,700.6,377.2,222.1,192.8,397.1,739.3,661.0,676.6,177.2,182.6,779.7,684.8,249.8,197.1,366.3,754.4,609.9,63.2,385.2,739.0,714.1,703.1,403.3,662.0,643.3,785.8,216.7,721.1,406.3,784.8,617.4,340.8,688.3,200.8,443.1,248.3,697.2,102.8,775.3,245.9,662.3,344.8,658.6,209.9,260.8,807.3,740.1,624.7,203.3,390.8,162.7,235.9,789.5,422.0,344.3,136.6,708.9,257.8,352.7,184.0,629.8,624.1,749.4,681.1,213.1,387.8,330.2,495.1,211.1,648.5,339.0,743.1,366.8,126.0,330.6,332.1,744.7,2448.1,173.1,740.7,263.7,145.8,315.0,358.2,756.9,149.8,649.6,338.5,780.2,69.6,0.0,289.9,175.7,828.2,150.9,52.5,335.5,700.1,235.2,266.6,602.4,694.7,388.4,138.4,377.3,677.4,360.9,809.2,376.4,169.4,630.7,724.8,343.8,38.2,216.7,781.5,436.6,238.5,259.2,808.5,744.3,149.4
UF,495.8,758.9,867.9,458.6,315.1,263.0,951.8,246.5,795.4,914.8,277.2,792.2,880.2,787.0,314.2,828.7,853.4,791.2,854.9,827.2,225.6,320.7,275.6,536.7,866.7,787.6,803.2,281.4,286.8,906.3,806.4,329.2,320.7,214.7,881.6,736.5,343.8,529.1,882.8,840.7,824.7,547.2,788.6,769.9,953.0,296.1,830.5,554.1,911.4,744.0,480.4,814.9,280.2,578.7,52.4,823.8,312.3,901.9,329.6,788.9,202.0,785.2,287.5,340.2,967.0,883.1,751.3,329.6,530.3,242.1,315.3,920.4,555.5,483.9,346.1,835.5,337.2,492.3,306.0,760.7,755.0,876.0,807.7,292.5,507.8,196.6,626.0,290.5,775.1,482.9,869.7,215.2,248.0,470.2,471.7,887.4,2569.7,252.5,867.3,343.1,272.1,458.9,448.8,883.5,276.1,776.2,193.2,904.0,309.1,335.4,0.0,255.1,949.8,230.3,333.8,475.1,826.7,69.6,346.0,729.0,821.3,236.8,260.4,87.3,804.0,504.8,938.9,222.6,273.6,757.3,851.4,483.4,320.0,296.1,908.1,576.2,317.9,42.1,930.1,870.9,253.6
UP,365.6,641.7,746.4,328.4,97.0,99.3,831.5,346.9,673.9,797.6,147.0,670.7,758.7,669.8,97.0,711.5,736.2,674.0,737.7,710.0,361.9,72.3,83.2,406.5,748.7,670.4,686.0,117.7,123.1,789.1,694.2,111.1,128.3,324.8,765.4,619.3,198.1,394.6,748.4,723.5,712.5,412.7,671.4,652.7,795.2,78.0,730.5,415.7,794.2,626.8,350.2,697.7,25.1,452.5,206.8,706.6,166.6,784.7,107.2,671.7,303.3,668.0,37.7,122.1,816.7,749.5,634.1,90.7,401.0,34.4,97.2,798.9,431.4,353.7,200.4,721.8,119.1,362.1,115.2,639.2,633.5,758.8,690.5,74.4,397.2,288.7,504.5,82.8,657.9,348.4,754.6,325.5,121.5,340.0,341.5,754.1,2457.5,53.8,750.1,129.2,141.6,324.4,431.3,766.3,107.7,659.0,297.0,795.1,163.4,189.7,248.4,0.0,837.6,46.4,176.0,344.9,709.5,193.7,127.9,611.8,704.1,349.1,154.0,335.8,686.8,370.3,822.0,334.9,109.9,640.1,734.2,353.2,174.3,78.0,790.9,446.0,99.8,217.7,817.9,753.7,89.9
UQ,696.8,304.0,121.8,659.6,836.5,759.6,75.1,965.5,228.7,107.4,732.2,249.5,243.7,312.6,836.5,153.1,174.5,194.2,130.5,182.5,954.3,822.9,788.5,737.7,153.9,260.4,218.6,778.0,783.4,224.6,150.7,850.6,797.9,943.4,200.9,278.2,769.5,725.8,209.3,144.7,116.2,743.9,312.0,341.5,125.0,817.5,174.8,746.9,115.5,285.7,566.2,311.2,801.6,545.2,825.4,161.6,738.0,220.2,846.7,237.5,921.9,190.3,810.7,861.6,90.3,161.2,262.6,804.1,732.2,763.5,836.7,100.2,762.6,684.9,771.8,142.8,858.6,693.3,784.8,215.2,252.1,213.5,264.6,813.9,728.4,907.3,392.1,811.9,229.1,564.2,109.0,944.1,726.8,671.2,672.7,178.9,2253.3,782.9,185.6,868.7,746.6,579.1,581.8,201.8,750.6,209.2,915.6,33.5,734.8,761.1,867.0,776.5,0.0,751.7,747.4,676.1,210.5,812.3,867.4,314.7,221.0,967.7,739.2,954.4,276.8,542.3,65.6,953.5,770.2,356.7,146.5,684.4,745.7,817.5,183.7,777.2,839.3,836.3,38.4,143.8,750.2
UU,359.6,635.7,740.4,322.4,105.2,93.3,825.5,340.9,667.9,791.6,101.7,664.7,752.7,663.8,105.2,705.5,730.2,668.0,731.7,704.0,329.7,106.5,36.8,400.5,742.7,664.4,680.0,111.7,117.1,783.1,688.2,119.3,173.6,318.8,759.4,613.3,192.1,388.6,742.4,717.5,706.5,406.7,665.4,646.7,789.2,86.2,724.5,409.7,788.2,620.8,344.2,691.7,70.3,446.5,200.8,700.6,160.6,778.7,115.4,665.7,297.3,662.0,82.9,130.3,810.7,743.5,628.1,136.0,395.0,129.8,105.4,792.9,425.4,347.7,194.4,715.8,127.3,356.1,160.5,633.2,627.5,752.8,684.5,82.6,391.2,282.7,498.5,78.4,651.9,342.4,748.6,319.5,96.3,334.0,335.5,748.1,2451.5,114.2,744.1,137.4,116.1,318.4,425.3,760.3,120.1,653.0,291.0,789.1,157.4,183.7,242.4,45.2,831.6,0.0,170.0,338.9,703.5,187.7,136.1,605.8,698.1,343.1,108.7,329.8,680.8,364.3,816.0,328.9,103.9,634.1,728.2,347.2,168.3,86.2,784.9,440.0,108.0,211.7,811.9,747.7,83.9
UV,375.7,651.8,761.0,338.5,259.7,168.5,841.6,412.4,674.2,812.2,150.9,680.8,768.8,679.9,255.2,721.6,746.3,684.1,747.8,720.1,386.9,231.8,211.7,416.6,763.3,680.5,696.1,196.7,202.1,799.2,704.3,269.3,216.6,385.8,774.5,629.4,42.5,409.2,763.0,733.6,722.6,422.8,681.5,667.3,805.3,236.2,740.6,425.8,804.3,636.9,360.3,707.8,224.8,462.6,267.8,716.7,72.6,794.8,265.4,681.8,368.8,678.1,229.4,280.3,826.8,759.6,644.2,227.3,410.3,186.7,255.4,809.0,425.6,363.8,110.9,718.6,281.8,372.2,203.5,649.3,648.1,768.9,700.6,232.6,407.3,349.7,514.6,230.6,668.0,363.0,764.7,386.5,145.5,350.1,351.6,764.2,2467.6,201.6,760.2,287.4,169.8,324.7,377.7,776.4,169.3,669.1,358.0,801.9,17.1,44.5,309.4,195.2,847.7,170.4,0.0,355.0,719.6,254.7,286.1,621.9,714.2,410.1,157.9,396.8,696.9,384.9,832.1,400.4,188.9,650.2,744.3,363.3,57.7,236.2,801.0,456.1,258.0,283.2,828.0,763.8,168.9
