from_stop,AA,AF,AI,AJ,AL,AM,AS,AU,AX,BA,BE,BG,BN,BP,BQ,BV,BW,CP,CR,CT,CV,CW,CY,DK,DU,DZ,EC,EL,EZ,FG,FM,FN,FQ,FS,FT,GI,GJ,GN,GP,GR,GU,GX,GY,HC,HD,HE,HH,HP,HX,ID,IF,IM,IP,IU,IX,JA,JE,JF,JG,JJ,JM,JN,JS,JV,JZ,KE,KI,KK,LG,LH,LK,LM,LV,MM,MT,ND,NM,NO,NP,NU,NW,NZ,OL,OP,OR,OS,OT,OV,OW,OX,OY,PK,PO,PX,QN,QP,QQ,QR,QU,QW,RA,RC,RF,RG,RI,RP,RT,RW,RZ,SD,SE,SL,SM,SO,SQ,TB,TD,TE,TI,TJ,TP,TW,TY,UL,UM,UV,VI,VL,VM,VN,VO,VW,WJ,WS,WU,XA,XB,XF,XH,XV,XW,YB,YC,YG,YM,YO,YU,ZB,ZC,ZJ,ZR,ZV
OP,1013.1,800.8,745.0,761.0,950.6,974.7,737.0,864.5,694.3,804.9,862.1,924.2,977.6,960.8,69.8,972.9,227.2,957.1,816.4,965.8,932.6,861.2,803.1,678.4,781.7,135.7,902.3,1043.1,959.9,636.4,902.9,1040.4,922.7,954.2,266.9,861.3,832.5,883.7,198.9,1003.7,64.2,773.8,853.4,914.5,152.0,172.1,716.3,955.6,867.6,185.2,1004.6,984.5,802.7,937.3,932.2,939.3,855.2,837.6,734.4,999.9,787.1,978.1,162.4,728.3,947.7,688.4,710.0,894.4,884.3,949.1,756.9,891.8,219.0,255.3,871.5,750.8,988.0,711.1,754.5,111.3,828.1,209.8,257.7,0.0,923.0,905.4,913.6,100.6,760.7,997.4,245.6,94.6,956.4,793.4,748.2,750.3,1006.5,91.7,756.6,961.4,840.7,1039.2,868.1,745.6,991.4,874.4,769.2,1023.6,214.4,686.0,1006.8,781.2,948.5,801.2,974.9,209.8,27.5,113.2,935.1,868.4,796.4,959.1,167.7,875.8,854.8,864.8,986.8,248.0,245.1,906.9,1002.0,52.2,1006.5,917.2,839.8,752.2,996.3,748.5,817.3,277.1,773.4,806.1,219.2,847.3,926.2,923.9,827.5,874.8,735.6,234.3,827.2,925.3
OR,268.2,293.2,264.8,279.5,312.1,212.8,237.2,251.6,298.5,368.0,259.5,179.3,248.7,305.4,932.8,1381.2,842.3,262.5,193.7,301.7,287.0,99.1,333.4,438.1,153.3,942.4,53.4,264.5,202.1,405.9,252.9,288.4,115.4,207.3,1079.0,132.7,132.4,199.6,1036.3,290.8,924.0,341.4,82.6,208.1,925.9,979.6,423.6,323.6,251.6,815.4,242.7,196.3,320.1,321.3,316.2,210.4,261.3,217.8,387.4,334.8,351.6,240.7,868.9,396.5,271.9,275.5,332.8,213.1,291.3,208.9,285.9,111.9,864.4,868.0,223.7,179.7,233.6,278.7,322.1,887.7,131.1,1035.4,1089.3,932.0,0.0,356.4,297.6,908.1,361.6,296.4,856.2,930.7,333.9,138.5,315.8,272.8,244.6,958.7,363.5,322.9,239.0,234.2,109.0,297.2,246.5,40.6,338.4,243.1,1051.8,445.7,215.3,318.6,203.6,128.9,307.1,816.5,959.6,920.7,173.2,91.3,338.2,220.1,1005.1,92.6,126.2,103.6,277.7,1077.5,880.6,259.6,263.7,936.2,382.5,23.1,94.9,371.8,184.5,280.4,194.6,819.6,272.4,323.5,1043.8,70.3,237.2,95.7,100.4,241.3,318.9,866.7,163.0,250.3
OS,243.3,168.4,224.3,205.7,58.3,367.8,278.0,168.9,313.8,201.7,232.4,289.5,305.1,199.4,949.3,1436.3,858.8,184.5,199.8,163.0,160.0,289.7,273.0,300.9,211.8,947.0,326.8,370.6,347.5,331.8,227.9,190.0,250.2,263.4,1083.6,249.7,262.5,211.2,1040.9,153.3,940.5,228.5,300.0,232.0,930.5,1032.6,308.5,88.2,112.3,831.9,397.8,312.0,256.5,138.1,133.0,266.8,159.6,147.1,359.4,150.9,331.0,202.8,885.4,310.6,175.1,386.9,351.5,188.1,172.3,247.7,284.9,282.5,880.9,884.5,204.9,233.0,254.2,218.8,206.7,904.2,256.2,1040.0,1093.9,977.9,355.1,0.0,136.6,924.6,324.1,147.0,906.2,935.3,106.0,241.5,220.4,250.1,410.9,1000.2,338.5,43.4,126.1,366.7,316.2,296.2,223.1,322.5,315.7,351.1,1056.4,292.1,334.3,212.6,294.4,249.3,134.9,833.0,977.2,937.2,383.2,274.9,353.5,286.6,1009.7,300.4,255.0,289.4,187.6,1082.1,891.0,197.0,329.5,998.9,143.3,361.2,286.4,349.8,323.8,242.1,200.7,933.4,274.6,253.3,1048.4,295.4,219.4,394.3,275.6,179.2,234.1,896.7,227.9,198.2
OT,146.4,114.1,170.0,151.4,42.4,331.2,223.7,119.4,280.2,222.8,135.9,192.6,269.4,98.5,915.7,1440.7,825.2,87.6,145.5,62.1,63.5,264.0,239.4,311.8,157.5,939.9,319.9,347.2,304.5,324.5,176.7,135.8,227.1,162.1,1076.5,205.9,218.6,165.4,1033.8,110.8,906.9,174.2,256.2,128.3,923.4,1025.5,254.2,55.7,58.0,798.3,374.4,265.6,222.9,23.6,18.5,262.8,113.4,92.8,312.4,89.4,251.4,108.9,851.8,263.6,78.2,332.6,304.5,168.2,75.8,146.4,284.9,263.5,847.3,850.9,108.4,178.7,157.3,185.2,152.4,870.6,285.8,1032.9,1086.8,970.8,348.2,86.7,0.0,891.0,290.5,104.5,924.7,928.2,68.5,248.2,166.1,195.8,361.0,966.6,291.5,53.2,128.7,327.5,291.0,296.2,126.2,300.4,282.1,295.5,1049.3,303.0,291.3,158.3,197.5,240.2,82.4,799.4,943.6,903.6,322.6,251.8,319.9,277.5,1002.6,305.1,211.2,294.9,73.1,1070.1,915.7,100.5,316.1,1004.7,122.3,345.8,242.6,328.7,277.4,187.8,235.1,879.1,271.4,219.7,1041.3,274.9,122.1,297.4,248.3,129.7,179.8,861.3,243.7,101.7
OV,1028.4,781.6,756.0,772.0,959.3,985.7,748.0,875.5,705.3,815.9,842.9,905.0,958.4,971.8,40.8,1049.0,141.8,979.9,827.4,976.8,955.4,872.2,776.8,772.5,792.7,178.2,913.3,1023.9,970.9,730.5,883.7,1047.3,903.5,935.0,309.4,872.3,843.5,864.5,241.4,984.5,26.2,784.8,864.4,936.1,194.5,251.1,810.4,964.3,888.2,111.3,1015.6,965.3,760.9,918.1,913.0,920.1,866.2,818.4,828.5,1025.2,788.8,990.1,82.4,822.4,970.5,699.4,804.1,875.2,895.3,965.5,726.7,902.8,119.6,170.2,882.5,761.8,968.8,722.1,765.5,30.2,839.1,252.3,300.2,94.0,934.0,916.5,894.4,0.0,734.9,978.2,144.9,148.9,937.2,804.4,759.2,761.3,1017.5,93.0,850.7,960.0,851.7,1003.0,879.1,738.0,1006.7,885.4,726.5,1004.4,256.9,780.1,987.6,762.0,929.3,812.2,955.7,124.7,62.9,12.5,946.1,879.4,745.0,939.9,210.2,886.8,865.8,875.8,967.6,290.5,144.4,918.0,982.8,119.5,1017.6,928.2,850.8,846.3,958.4,759.5,828.3,203.2,713.2,764.3,261.7,858.3,937.2,875.9,838.5,885.8,829.7,133.6,838.2,936.3
OW,412.3,200.0,156.5,172.5,396.9,403.3,165.6,276.0,98.2,249.2,261.3,323.4,376.8,372.3,733.7,1309.3,643.2,356.3,245.0,375.0,331.8,289.8,152.0,156.9,210.3,698.4,330.9,442.3,388.5,124.7,302.1,439.6,321.9,353.4,835.0,289.9,261.1,282.9,792.3,402.9,724.9,185.3,282.0,313.7,681.9,784.0,125.0,340.6,266.8,616.3,433.2,383.7,104.2,336.5,331.4,338.5,266.7,236.8,25.7,399.1,136.0,377.3,669.8,97.6,346.9,81.9,76.9,293.6,295.8,348.3,76.4,320.4,665.3,668.9,277.0,179.4,387.2,122.6,166.0,688.6,256.7,791.4,845.3,729.3,351.6,354.1,312.8,709.0,0.0,396.6,690.6,686.7,355.6,222.0,159.7,161.8,435.1,784.6,89.7,397.6,252.2,420.6,296.7,65.1,390.6,303.0,40.4,422.8,807.8,164.5,406.0,180.4,347.7,229.8,374.1,617.4,761.6,721.6,363.7,297.0,46.9,358.3,761.1,304.4,283.4,293.4,386.0,828.6,675.4,306.1,401.2,750.3,455.2,345.8,268.4,71.0,376.0,160.0,245.9,676.1,92.9,107.6,799.8,275.9,328.5,356.5,256.1,286.3,134.8,679.3,255.8,336.8
OX,116.8,232.1,253.8,235.2,87.2,301.6,307.5,169.1,398.2,306.6,204.1,163.0,240.1,129.9,1033.7,1524.5,943.2,74.9,262.0,93.5,94.6,256.6,357.4,429.8,241.3,1057.9,292.7,317.6,274.9,442.5,244.9,42.9,179.5,127.3,1194.5,198.5,250.0,196.8,1151.8,6.3,1024.9,285.6,248.8,120.9,1041.4,1143.5,372.2,118.5,141.8,916.3,344.8,236.0,340.9,77.7,82.8,233.2,178.8,176.6,430.4,60.0,369.4,61.3,969.8,381.6,79.5,416.4,422.5,236.4,139.4,108.9,410.6,233.9,965.3,968.9,176.6,304.4,127.7,303.2,236.2,988.6,292.2,1150.9,1204.8,1088.8,303.0,131.5,103.7,1009.0,408.5,0.0,1044.7,1046.2,37.4,263.2,249.9,324.5,331.4,1084.6,409.5,98.0,194.1,297.9,256.9,421.9,96.6,254.4,400.1,265.9,1167.3,421.0,261.7,276.3,167.9,255.2,20.1,917.4,1061.6,1021.6,293.0,204.2,437.9,247.9,1120.6,297.7,203.8,287.5,51.2,1188.1,975.4,147.6,286.5,1124.7,92.9,316.2,235.2,446.7,247.8,316.5,260.8,962.9,397.1,337.7,1159.3,227.3,125.2,267.8,237.5,158.8,297.8,979.3,269.4,98.4
OY,1005.0,758.2,732.6,748.6,935.9,962.3,724.6,852.1,681.9,792.5,819.5,881.6,935.0,948.4,202.8,954.1,76.5,956.5,804.0,953.4,932.0,848.8,753.4,837.2,769.3,266.5,889.9,1000.5,947.5,795.2,860.3,1023.9,880.1,911.6,397.7,848.9,820.1,841.1,329.7,961.1,160.8,761.4,841.0,912.7,282.8,271.3,875.1,940.9,864.8,78.5,992.2,941.9,737.5,894.7,889.6,896.7,842.8,795.0,737.3,1001.8,765.4,966.7,107.2,809.2,947.1,676.0,750.2,851.8,871.9,942.1,703.3,879.4,74.3,175.0,859.1,738.4,945.4,698.7,742.1,161.0,815.7,340.6,388.5,217.3,910.6,893.1,871.0,160.1,711.5,954.8,0.0,272.7,913.8,781.0,735.8,737.9,994.1,191.3,780.9,936.6,828.3,979.6,855.7,714.6,983.3,862.0,703.1,981.0,345.2,844.8,964.2,738.6,905.9,788.8,932.3,124.9,189.1,172.7,922.7,856.0,721.6,916.5,298.5,863.4,842.4,852.4,944.2,378.8,24.3,894.6,959.4,197.3,994.2,904.8,827.4,750.1,935.0,736.1,804.9,88.5,689.8,740.9,350.0,834.9,913.8,852.5,815.1,862.4,754.2,12.4,814.8,912.9
PK,986.3,774.0,718.2,734.2,923.8,947.9,710.2,837.7,667.5,778.1,835.3,897.4,950.8,934.0,146.1,977.3,285.3,930.3,789.6,939.0,905.8,834.4,776.3,651.6,754.9,50.8,875.5,1016.3,933.1,609.6,876.1,1013.6,895.9,927.4,187.4,834.5,805.7,856.9,144.7,976.9,134.3,747.0,826.6,887.7,34.3,136.4,689.5,928.8,840.8,243.3,977.8,957.7,775.9,910.5,905.4,912.5,828.4,810.8,707.6,973.1,760.3,951.3,256.0,701.5,920.9,661.6,683.2,867.6,857.5,922.3,730.1,865.0,269.6,348.9,844.7,724.0,961.2,684.3,727.7,193.3,801.3,143.8,197.7,70.0,896.2,878.6,886.8,199.2,733.9,970.6,261.4,0.0,929.6,766.6,721.4,723.5,979.7,131.8,729.8,934.6,813.9,1012.4,841.3,718.8,964.6,847.6,742.4,996.8,160.2,659.2,980.0,754.4,921.7,774.4,948.1,303.4,97.6,211.8,908.3,841.6,769.6,932.3,113.5,849.0,828.0,838.0,960.0,181.0,285.8,880.1,975.2,91.0,979.7,890.4,813.0,725.4,969.5,721.7,790.5,335.2,746.6,779.3,152.2,820.5,899.4,897.1,800.7,848.0,708.8,273.9,800.4,898.5
PO,141.2,160.4,216.3,197.7,49.7,326.0,270.0,135.7,326.5,269.1,166.6,187.4,264.5,93.3,962.0,1487.0,871.5,82.4,231.1,56.9,61.4,261.6,285.7,358.1,203.8,986.2,317.5,342.0,299.3,370.8,207.4,83.9,220.5,159.7,1122.8,203.5,213.4,160.2,1080.1,47.2,953.2,252.7,253.8,125.9,969.7,1071.8,300.5,81.0,104.3,844.6,369.2,260.4,269.2,41.1,46.2,257.6,144.1,139.1,358.7,43.4,297.7,102.3,898.1,309.9,73.0,378.9,350.8,198.9,106.5,144.0,331.2,258.3,893.6,897.2,139.1,225.0,152.1,231.5,198.7,916.9,280.6,1079.2,1133.1,1017.1,344.0,94.0,67.1,937.3,336.8,40.9,971.0,974.5,0.0,243.0,212.4,242.1,355.8,1012.9,337.8,60.5,159.4,322.3,288.0,342.5,121.0,295.4,328.4,290.3,1095.6,349.3,286.1,204.6,192.3,235.0,18.4,845.7,989.9,949.9,317.4,245.2,366.2,272.3,1048.9,302.7,208.8,292.5,85.9,1116.4,962.0,114.4,310.9,1051.0,76.3,340.6,240.2,375.0,272.2,234.1,229.9,925.4,317.7,266.0,1087.6,268.3,116.9,292.2,245.9,125.4,226.1,907.6,238.5,98.0
PX,258.8,153.7,125.3,140.0,171.0,181.2,89.7,138.6,194.2,240.0,118.4,170.2,215.5,228.9,829.7,1321.1,739.2,200.0,52.6,218.7,175.5,67.7,205.4,299.5,81.0,823.1,108.8,220.6,166.4,267.3,111.8,283.3,99.0,190.9,959.7,67.8,39.0,91.9,917.0,246.6,820.9,213.4,59.9,143.2,806.6,905.4,285.0,184.3,110.5,712.3,211.1,165.7,181.5,180.2,175.1,184.4,129.3,76.7,248.8,242.8,223.6,218.3,765.8,257.9,190.6,232.7,194.2,72.0,150.2,177.8,147.3,98.3,761.3,764.9,142.9,41.1,207.9,150.7,194.1,784.6,34.6,916.1,970.0,880.9,129.5,215.3,156.5,805.0,223.0,240.3,786.6,811.4,199.3,0.0,187.8,125.3,213.0,880.6,224.9,181.8,97.9,198.5,74.6,158.6,238.6,80.9,195.9,221.9,932.5,307.1,179.6,190.6,190.0,9.2,228.2,713.4,857.6,817.6,141.6,74.9,236.9,186.0,885.8,83.9,61.3,72.9,229.7,958.2,771.4,149.8,221.4,885.1,275.7,123.7,46.3,281.7,153.9,132.9,53.5,759.5,137.0,184.9,924.5,53.8,172.2,134.4,34.0,148.9,187.5,777.1,33.7,191.2
QN,269.1,71.7,107.0,90.4,200.0,311.2,122.7,132.5,130.1,56.6,133.0,270.3,248.5,212.5,765.6,1384.9,675.1,220.6,161.2,217.5,196.1,251.2,89.3,179.7,173.2,759.0,299.0,314.0,290.9,192.4,173.8,288.0,193.6,251.4,895.6,193.1,207.8,154.6,852.9,282.1,756.8,25.5,243.4,217.6,742.5,844.6,122.1,205.0,128.9,648.2,341.2,255.4,72.8,215.6,210.5,210.2,123.2,108.5,166.2,265.9,101.3,230.8,701.7,131.5,211.2,131.8,148.1,165.3,136.0,233.7,101.2,225.9,697.2,700.8,139.5,162.1,272.0,35.1,22.5,720.5,239.4,852.0,905.9,824.6,317.1,157.2,160.3,740.9,140.4,275.8,722.5,747.3,242.5,204.7,0.0,84.8,354.3,816.5,126.0,200.7,108.7,310.1,279.4,112.5,247.4,268.5,132.0,294.5,868.4,170.9,277.7,52.1,288.8,212.5,258.4,649.3,793.5,753.5,319.4,218.3,169.8,230.0,821.7,287.1,198.4,276.1,262.4,889.2,707.3,193.8,272.9,850.2,258.3,313.9,229.8,203.4,267.2,76.8,162.1,708.0,87.7,69.6,860.4,241.4,213.9,294.2,238.8,142.8,47.7,711.2,232.9,177.0
QP,265.8,53.5,40.5,32.8,180.8,293.0,38.2,147.5,136.0,139.4,114.8,176.9,230.3,253.0,771.5,1423.7,681.0,209.8,128.5,258.0,185.3,210.7,113.7,275.5,140.5,764.9,249.8,295.8,272.7,243.3,155.6,293.1,175.4,206.9,901.5,174.9,189.6,136.4,858.8,256.4,762.7,112.8,202.1,208.1,748.4,850.5,165.3,192.3,120.3,654.1,323.0,237.2,78.7,190.0,184.9,192.0,138.2,90.3,172.1,252.6,131.9,224.9,707.6,164.9,200.4,199.3,170.2,147.1,182.7,237.5,123.3,207.7,703.1,706.7,154.5,99.5,240.7,59.0,89.1,726.4,179.7,857.9,911.8,830.5,271.7,244.5,166.3,746.8,146.3,250.1,728.4,753.2,209.1,142.1,87.2,0.0,336.1,822.4,131.9,191.6,122.7,291.9,216.8,134.6,244.1,223.1,171.9,276.3,874.3,214.1,259.5,90.0,201.2,149.9,238.0,655.2,799.4,759.4,283.8,200.1,212.9,211.8,827.6,223.9,180.2,212.9,239.5,900.0,713.2,190.0,254.7,856.1,285.5,265.9,188.5,209.3,249.0,7.5,129.4,713.9,113.0,75.5,866.3,196.0,209.2,276.0,176.2,157.8,90.9,717.1,156.6,223.7
QQ,246.5,275.8,311.0,325.7,383.7,38.0,275.4,296.0,406.5,430.2,304.1,196.4,132.3,303.1,1015.4,1524.3,924.9,255.4,238.3,294.6,279.9,197.0,391.1,485.2,223.6,1050.4,180.3,48.0,62.8,453.0,297.5,299.3,169.2,211.6,1187.0,177.1,179.5,232.4,1144.3,301.7,1006.6,399.1,189.2,252.5,1033.9,1069.6,470.7,370.0,296.2,898.0,74.8,100.9,367.2,319.4,322.2,159.1,305.7,262.4,434.5,342.5,403.1,254.2,951.5,443.6,264.8,411.5,379.9,257.7,296.3,227.3,333.0,129.0,947.0,950.6,246.3,226.8,197.0,336.4,379.8,970.3,222.8,1143.4,1197.3,1022.0,206.7,428.0,342.2,990.7,408.7,307.3,946.2,1038.7,337.9,185.6,373.5,311.0,0.0,1048.7,410.6,394.5,300.5,67.2,140.5,344.3,236.4,182.4,381.6,91.0,1159.8,492.8,76.0,320.0,186.2,177.6,325.4,899.1,1049.6,1003.3,50.6,156.4,422.6,124.7,1113.1,238.1,168.7,227.9,288.6,1180.6,970.6,278.0,78.2,1026.2,375.4,195.2,175.6,467.4,89.1,318.6,239.2,920.0,319.5,370.6,1151.8,155.3,255.6,162.7,147.5,285.7,341.5,958.7,201.9,255.3
QR,1100.4,893.2,828.0,844.0,1043.0,1057.7,820.0,947.5,777.3,887.9,954.5,1016.6,1070.0,1043.8,97.4,1070.6,225.3,1049.5,899.4,1048.8,1025.0,944.2,895.5,770.8,864.7,146.0,985.3,1135.5,1042.9,728.8,995.3,1132.8,1015.1,1046.6,277.2,944.3,915.5,976.1,209.2,1096.1,87.6,856.8,936.4,1006.9,162.3,205.2,808.7,1048.0,960.0,183.3,1087.6,1076.9,895.1,1029.7,1024.6,1031.7,938.2,930.0,826.8,1097.2,879.5,1062.1,165.2,820.7,1040.1,771.4,802.4,986.8,967.3,1037.5,849.3,974.8,209.6,258.1,954.5,833.8,1080.4,794.1,837.5,116.7,911.1,220.1,268.0,92.3,1006.0,988.5,1006.0,104.9,853.1,1089.8,201.4,177.4,1048.8,876.4,831.2,833.3,1089.5,0.0,849.0,1053.8,923.7,1131.6,951.1,838.0,1078.7,957.4,861.6,1116.0,224.7,778.4,1099.2,873.6,1040.9,884.2,1067.3,212.6,73.1,117.5,1018.1,951.4,888.8,1051.5,178.0,958.8,937.8,947.8,1079.2,258.3,225.8,990.0,1094.4,30.7,1089.6,1000.2,922.8,844.6,1088.7,831.5,900.3,275.2,865.8,898.5,229.5,930.3,1009.2,947.9,910.5,957.8,828.0,213.9,910.2,1008.3
QU,365.6,153.3,197.7,177.2,350.2,392.8,165.9,244.3,142.8,202.5,214.6,281.2,330.1,326.7,778.3,1339.8,687.8,309.6,242.8,328.3,285.1,290.1,105.3,151.8,210.6,728.9,331.2,395.6,372.5,119.6,255.4,392.9,275.2,306.7,865.5,274.7,261.4,236.2,822.8,356.2,769.5,198.0,282.3,267.0,712.4,811.2,82.6,292.1,220.1,660.9,422.8,337.0,53.1,289.8,284.7,291.8,238.9,190.1,93.9,352.4,81.1,324.7,714.4,32.9,300.2,151.2,57.3,246.9,302.6,301.6,75.2,307.5,709.9,713.5,230.3,179.7,340.5,128.0,155.2,733.2,257.0,821.9,875.8,759.8,351.9,307.4,266.1,753.6,68.1,349.9,735.2,717.2,308.9,222.3,179.9,166.4,435.4,829.2,0.0,350.9,207.5,391.7,297.0,65.4,343.9,303.3,89.0,376.1,838.3,149.9,359.3,133.7,301.0,230.1,337.8,662.0,806.2,766.2,364.0,299.9,98.2,311.6,791.6,304.7,280.0,293.7,339.3,864.0,720.0,259.4,354.5,780.8,408.5,346.1,268.7,90.1,348.8,158.4,243.7,720.7,89.0,56.5,830.3,276.2,281.8,356.8,256.4,254.6,88.1,723.9,256.1,343.6
QW,199.8,124.9,180.8,162.2,14.8,324.3,234.5,125.4,291.0,233.6,188.9,246.0,261.6,155.9,926.5,1451.5,836.0,141.0,156.3,119.5,116.5,246.2,250.2,322.6,168.3,950.7,283.3,327.1,304.0,335.3,184.4,146.5,206.7,219.9,1087.3,206.2,219.0,167.7,1044.6,109.8,917.7,185.0,256.5,188.5,934.2,1036.3,265.0,65.5,68.8,809.1,354.3,268.5,233.7,94.6,89.5,223.3,116.1,103.6,323.2,106.0,262.2,162.3,862.6,274.4,131.6,343.4,315.3,144.6,128.8,204.2,295.7,239.0,858.1,861.7,161.4,189.5,210.7,196.0,163.2,881.4,212.7,1043.7,1097.6,981.6,311.6,33.4,93.1,901.8,301.3,103.5,935.5,939.0,62.5,198.0,176.9,206.6,367.4,977.4,302.3,0.0,101.6,323.2,272.7,307.0,179.6,279.0,292.9,307.6,1060.1,313.8,290.8,169.1,250.9,205.8,81.0,810.2,954.4,914.4,339.7,231.4,330.7,243.1,1013.4,256.9,211.5,245.9,144.1,1080.9,926.5,153.5,286.0,1015.5,138.9,317.7,242.9,339.5,280.3,198.6,157.2,889.9,282.2,230.5,1052.1,251.9,175.9,350.8,232.1,135.7,190.6,872.1,184.4,154.7
RA,160.8,42.2,98.1,79.5,73.0,241.6,151.8,40.6,208.3,159.7,75.1,154.6,178.9,130.9,843.8,1368.8,753.3,102.0,73.6,120.7,77.5,161.0,167.5,239.9,85.6,868.0,200.6,244.4,221.3,252.6,115.9,185.3,124.0,118.2,1004.6,154.1,156.6,103.4,961.9,148.6,835.0,133.1,208.2,101.2,851.5,953.6,182.3,86.3,12.5,726.4,271.6,185.8,151.0,82.2,77.1,140.6,31.3,20.9,240.5,144.8,212.1,117.1,779.9,191.7,92.6,260.7,232.6,61.9,52.2,102.5,213.0,156.3,775.4,779.0,47.6,106.8,171.7,113.3,113.8,798.7,130.0,961.0,1014.9,898.9,228.9,117.3,58.5,819.1,218.6,142.3,852.8,856.3,101.3,115.3,107.5,123.9,284.7,894.7,219.6,83.8,0.0,240.5,190.0,224.3,140.6,196.3,210.2,224.9,977.4,231.1,208.1,86.4,174.8,123.1,130.2,727.5,871.7,831.7,257.0,148.7,248.0,160.4,930.7,174.2,159.4,163.2,131.7,1003.1,841.2,51.8,203.3,932.8,177.7,235.0,190.8,256.8,197.6,115.9,74.5,807.2,202.7,147.8,969.4,169.2,74.2,224.6,149.4,50.9,107.9,789.4,101.7,93.2
RC,231.6,260.9,314.8,329.5,368.8,24.5,279.2,271.0,399.7,382.9,307.9,166.2,82.4,288.2,1019.2,1517.5,928.7,240.5,242.1,279.7,265.0,200.8,394.9,489.0,227.4,1012.6,184.1,30.2,42.0,456.8,301.3,284.4,177.3,196.7,1149.2,180.9,183.3,236.2,1106.5,286.8,1010.4,351.8,193.0,227.5,996.1,1066.8,401.0,358.8,300.0,901.8,76.2,102.1,371.0,304.5,307.3,114.4,280.7,266.2,438.3,327.6,406.9,239.3,955.3,447.4,249.9,415.3,383.7,261.5,281.4,212.4,336.8,137.1,950.8,954.4,231.4,230.6,182.1,340.2,332.5,974.1,226.6,1105.6,1159.5,1019.2,210.5,413.1,330.5,994.5,412.5,292.4,943.4,1000.9,323.0,189.4,326.2,314.8,42.0,1045.9,414.4,379.6,296.0,0.0,144.3,348.1,233.4,186.2,385.4,34.5,1122.0,496.6,26.1,305.1,171.3,181.4,310.5,902.9,1046.8,1007.1,85.1,160.2,426.4,94.0,1075.3,241.9,174.4,231.7,273.7,1142.8,967.8,263.1,49.0,1023.4,360.5,199.0,179.4,471.2,97.2,322.4,243.0,917.2,323.3,374.4,1114.0,159.1,240.7,166.5,151.3,260.7,326.6,955.9,205.7,240.4
RF,217.0,221.9,193.5,208.2,239.2,166.4,157.9,178.5,262.4,312.7,186.6,128.1,196.3,232.3,897.9,1389.3,807.4,197.3,120.8,238.1,226.5,76.4,273.6,367.7,106.1,891.3,86.2,205.8,145.8,335.5,180.0,236.0,63.0,154.9,1027.9,59.6,62.0,114.9,985.2,238.4,889.1,281.6,86.6,135.0,874.8,1003.1,353.2,252.5,178.7,780.5,179.5,133.8,249.7,248.4,243.3,158.0,188.2,144.9,317.0,286.0,285.6,178.8,834.0,326.1,211.4,294.0,262.4,140.2,218.4,156.5,215.5,60.7,829.5,833.1,201.2,109.3,180.3,218.9,262.3,852.8,112.0,984.3,1038.2,955.5,98.6,283.5,224.7,873.2,291.2,244.0,879.7,879.6,267.5,68.1,256.0,193.5,186.6,982.2,293.1,250.0,183.0,177.9,0.0,226.8,195.3,74.0,264.1,195.8,1000.7,375.3,159.0,258.8,152.4,60.1,254.0,781.6,925.8,885.8,110.0,38.9,305.1,157.6,954.0,118.3,53.1,107.3,225.3,1021.5,839.6,198.2,206.6,959.7,318.9,103.7,58.1,349.9,122.0,201.1,121.7,827.7,202.0,253.1,992.7,37.8,175.8,102.8,30.0,168.2,255.7,843.5,84.4,189.1
RG,411.5,181.0,148.7,168.9,358.7,338.1,100.4,274.9,100.2,215.3,242.3,322.6,357.8,367.0,735.7,1346.8,645.2,327.2,179.8,345.9,302.7,224.6,153.9,140.8,145.1,729.1,265.7,377.5,323.3,108.6,239.0,410.5,255.9,347.8,865.7,224.7,195.9,248.8,823.0,373.8,726.9,184.2,216.8,300.1,712.6,814.7,126.3,311.5,237.7,618.3,368.0,322.6,62.5,307.4,302.3,319.5,265.6,217.8,90.1,370.0,137.9,371.7,671.8,99.2,317.8,104.0,35.5,199.2,294.7,334.7,11.2,255.2,667.3,670.9,281.9,114.2,364.8,121.5,164.9,690.6,191.5,822.1,876.0,794.7,286.4,315.9,283.7,711.0,64.3,367.5,692.6,717.4,326.5,156.8,158.6,136.0,369.9,786.6,66.2,359.4,251.1,355.4,231.5,0.0,389.8,237.8,37.2,378.8,838.5,148.4,336.5,161.4,346.9,164.6,345.0,619.4,763.6,723.6,298.5,231.8,86.7,339.3,791.8,239.2,218.2,228.2,356.9,859.3,677.4,277.0,378.3,820.3,417.0,280.6,203.2,123.0,310.8,143.6,180.7,678.1,27.7,65.9,830.5,210.7,323.2,291.3,190.9,285.2,136.7,681.3,190.6,335.7
