from_stop,AA,AB,AI,AK,AM,AP,AZ,BB,BC,BD,BK,BQ,BW,BY,CC,CR,CT,CV,CW,CY,DD,DV,DX,EB,EC,EE,EI,EM,FB,FL,FW,FY,GB,GC,GJ,GK,GM,GN,GW,GX,HA,HB,HD,HF,HP,HS,HZ,IC,IK,IO,IR,IT,IU,IW,IX,JA,JB,JC,JH,JS,JU,KB,KH,KI,KJ,KP,KV,KW,LD,LP,LQ,LY,MA,MC,MD,MG,MI,MJ,MY,NA,NG,NM,NN,NQ,NU,NW,OA,OE,OI,OP,OQ,OW,OZ,PA,PB,PD,PJ,PN,PQ,PS,PV,QC,QD,QH,QJ,QL,QT,QW,RI,RQ,RS,RV,RX,SB,SE,SF,SK,SM,SR,SS,TD,TG,TI,TS,TZ,UD,UJ,UO,UT,UY,UZ,VD,VI,VK,VM,VQ,VR,VX,WB,WD,WE,WK,XC,XG,XJ,XK,XP,XQ,XV,XZ,YB,YK,YL,YQ,YX,ZA,ZH,ZX
NQ,267.4,263.9,120.6,156.1,172.8,311.9,180.1,139.1,174.1,161.2,369.3,189.2,65.8,214.1,366.5,825.7,455.9,276.4,295.4,792.8,325.7,251.9,253.6,350.2,258.9,178.3,871.6,596.3,883.2,220.0,235.9,164.4,199.8,825.7,773.1,224.8,202.1,286.2,277.3,242.1,68.5,192.8,285.3,233.8,271.3,202.5,175.6,116.9,174.8,234.9,490.5,807.6,193.9,130.5,228.1,396.3,233.6,208.8,277.4,188.7,682.9,220.8,768.5,821.1,194.4,111.0,814.7,103.7,213.8,718.5,151.3,143.7,377.6,169.2,118.2,264.1,107.3,236.8,141.4,756.9,907.1,181.9,841.4,0.0,458.0,185.6,257.3,262.1,478.2,266.4,497.5,180.9,191.1,518.4,237.0,250.3,358.5,207.5,277.2,112.5,130.6,129.6,563.8,216.9,795.5,305.5,307.3,299.4,196.4,847.0,290.5,94.0,145.9,295.7,217.5,212.4,154.4,262.5,118.8,824.1,154.6,811.8,164.4,231.1,253.8,215.8,224.9,119.9,872.8,239.2,200.8,163.8,136.7,281.8,258.3,579.0,194.8,209.0,298.6,362.7,183.3,118.3,768.0,188.9,841.9,855.2,586.5,94.7,272.8,241.9,89.2,850.6,294.7,191.0,1072.8,780.5,83.1,490.6
NU,513.5,510.0,303.0,402.2,310.0,297.0,362.5,248.9,320.3,407.3,327.2,317.4,335.3,303.0,349.5,794.3,307.7,328.9,541.5,761.4,398.5,245.0,302.5,323.7,206.9,338.6,840.2,448.1,851.8,297.1,200.3,346.8,382.2,794.3,741.7,353.0,312.9,338.7,241.7,359.5,331.3,363.1,337.8,414.6,235.7,365.3,373.0,353.2,194.5,182.9,342.3,776.2,246.9,361.7,221.2,327.0,282.5,337.0,358.9,434.8,651.5,403.2,737.1,792.4,440.5,338.7,783.3,267.2,307.0,687.1,304.6,326.1,284.6,287.9,374.0,338.2,362.6,303.9,260.1,725.5,875.7,344.7,810.0,362.3,0.0,304.3,503.4,164.4,330.0,318.9,349.3,363.3,373.5,370.2,235.8,496.4,315.4,389.9,333.8,283.8,313.0,375.7,415.6,234.2,764.1,304.2,380.1,224.9,378.8,815.6,254.9,276.4,403.7,267.5,310.7,305.6,444.6,385.9,381.6,792.7,273.3,780.4,410.5,175.5,306.3,313.6,360.4,321.2,841.4,367.4,322.3,306.6,319.1,288.8,214.5,430.8,327.5,262.0,311.1,299.5,281.1,350.5,736.6,371.3,810.5,823.8,438.3,357.5,242.3,307.9,303.9,819.2,259.1,319.2,1048.6,749.1,309.7,342.4
NW,347.2,343.7,153.2,235.9,63.3,237.3,212.7,64.5,45.2,241.0,294.7,88.1,156.4,104.6,291.9,845.5,405.5,166.9,375.2,812.6,251.1,197.4,179.0,275.6,208.5,146.1,891.4,545.9,903.0,110.5,185.5,197.0,217.7,845.5,792.9,123.7,92.6,176.7,226.9,191.7,134.4,133.8,175.8,246.8,220.9,215.5,223.2,112.8,124.4,184.5,440.1,827.4,148.6,165.7,212.7,321.7,159.0,107.7,202.8,268.5,702.7,253.4,788.3,840.9,274.2,128.2,834.5,117.4,139.2,738.3,112.1,176.3,303.0,15.3,153.4,189.5,122.2,127.3,51.9,776.7,926.9,194.9,861.2,183.4,407.6,0.0,337.1,211.7,427.8,156.9,447.1,213.5,223.7,468.0,127.5,330.1,283.9,240.1,202.6,70.8,163.2,209.4,513.4,174.7,815.3,230.9,232.7,249.0,229.0,866.8,239.5,126.6,225.7,221.1,142.9,137.8,216.3,218.1,184.7,843.9,44.0,831.6,244.2,180.7,144.3,163.8,192.6,171.4,892.6,138.1,91.3,156.8,169.3,207.2,148.8,528.6,23.2,192.4,224.0,288.1,131.3,184.2,787.8,228.6,861.7,875.0,536.1,160.6,198.2,132.4,93.4,870.4,244.3,89.9,1112.9,800.3,99.2,440.2
OA,136.3,183.0,234.1,68.1,256.7,410.5,148.4,269.4,264.5,80.3,467.9,273.1,196.4,298.0,465.1,744.8,566.2,360.3,38.0,711.9,424.3,354.7,359.8,448.8,369.2,262.2,790.7,706.6,802.3,303.9,346.2,237.9,273.3,744.8,692.2,308.7,286.0,370.1,387.6,311.8,176.6,276.7,369.2,298.2,381.6,312.8,136.9,200.8,285.1,345.2,600.8,726.7,304.2,214.4,338.4,494.9,337.7,292.7,376.0,107.8,602.0,244.1,687.6,740.2,113.5,237.4,733.8,214.0,317.9,637.6,240.3,217.2,453.1,299.5,202.1,368.2,191.2,320.7,273.6,676.0,826.2,292.2,760.5,218.6,568.3,300.5,0.0,372.4,588.5,350.3,607.8,254.4,167.9,628.7,320.9,119.2,457.1,259.3,372.8,242.8,224.1,91.4,674.1,327.2,714.6,418.5,405.9,383.0,246.2,766.1,400.8,203.9,107.2,413.4,321.6,316.5,231.6,326.9,159.5,743.2,260.3,730.9,105.1,338.7,337.7,300.2,298.4,150.9,791.9,323.1,284.7,274.1,210.2,385.9,342.2,689.3,278.7,318.6,411.6,461.3,267.7,119.8,687.1,258.1,761.0,774.3,696.8,183.6,388.2,315.8,219.5,769.7,405.0,274.9,1103.8,699.6,213.4,600.9
OE,400.3,396.8,189.8,289.0,196.8,272.3,249.3,135.7,207.1,294.1,302.5,204.2,222.1,189.8,324.8,751.6,265.0,215.7,428.3,718.7,294.6,131.8,189.3,299.0,93.7,225.4,797.5,405.4,809.1,183.9,87.1,233.6,269.0,751.6,699.0,239.8,199.7,225.5,128.5,246.3,218.1,249.9,224.6,301.4,122.5,252.1,259.8,240.0,81.3,69.7,299.6,733.5,133.7,248.5,108.0,302.3,169.3,223.8,246.3,321.6,608.8,290.0,694.4,747.0,327.3,225.5,740.6,154.0,193.8,644.4,191.4,212.9,259.9,174.7,260.8,244.1,249.4,190.7,146.9,682.8,833.0,231.5,767.3,249.1,267.1,191.1,390.2,0.0,287.3,205.7,306.6,250.1,260.3,327.5,122.6,383.2,290.7,276.7,262.3,170.6,199.8,262.5,372.9,121.0,721.4,191.0,276.2,60.4,265.6,772.9,141.7,163.2,290.5,154.3,197.5,192.4,331.4,272.7,268.4,750.0,160.1,737.7,297.3,62.3,193.1,200.4,247.2,208.0,798.7,254.2,209.1,193.4,205.9,175.6,101.3,388.1,214.3,148.8,197.9,274.8,167.9,237.3,693.9,258.1,767.8,781.1,395.6,244.3,129.1,194.7,190.7,776.5,145.9,206.0,1023.9,706.4,196.5,299.7
OI,534.0,530.5,323.5,422.7,330.5,317.5,383.0,269.4,340.8,427.8,347.7,337.9,355.8,323.5,370.0,757.0,62.7,349.4,562.0,724.1,419.0,265.5,323.0,344.2,227.4,359.1,802.9,118.9,814.5,317.6,220.8,367.3,402.7,757.0,704.4,373.5,333.4,359.2,262.2,380.0,351.8,383.6,358.3,435.1,256.2,385.8,393.5,373.7,215.0,203.4,97.3,738.9,267.4,382.2,241.7,347.5,303.0,357.5,379.4,455.3,614.2,423.7,699.8,752.4,461.0,359.2,746.0,287.7,327.5,649.8,325.1,346.6,305.1,308.4,394.5,358.7,383.1,324.4,280.6,688.2,838.4,365.2,772.7,382.8,161.5,324.8,523.9,184.9,0.0,339.4,104.3,383.8,394.0,125.2,256.3,516.9,335.9,410.4,354.3,304.3,333.5,396.2,86.4,254.7,726.8,324.7,400.6,245.4,399.3,778.3,275.4,296.9,424.2,288.0,331.2,326.1,465.1,406.4,402.1,755.4,293.8,743.1,431.0,196.0,326.8,334.1,380.9,341.7,804.1,387.9,342.8,327.1,339.6,309.3,235.0,101.6,348.0,282.5,331.6,320.0,301.6,371.0,699.3,391.8,773.2,786.5,51.6,378.0,262.8,328.4,324.4,781.9,279.6,339.7,1069.1,711.8,330.2,74.9
OP,399.4,395.9,268.4,288.1,93.9,352.5,319.1,179.7,128.2,293.2,409.9,146.6,210.8,98.7,407.1,904.0,434.3,9.9,427.4,871.1,366.3,170.9,305.1,387.2,237.3,228.2,949.9,574.7,961.5,104.6,214.3,312.2,332.9,904.0,851.4,159.8,128.3,19.4,255.7,306.9,262.4,192.8,59.9,362.0,249.7,330.7,307.6,149.9,188.6,213.3,468.9,885.9,175.1,202.8,186.2,436.9,283.0,121.5,318.0,320.7,761.2,368.6,846.8,899.4,326.4,225.8,893.0,232.6,254.4,796.8,176.4,291.5,429.2,179.5,190.5,304.7,159.3,87.8,167.1,835.2,985.4,318.3,919.7,266.7,436.4,164.2,389.3,240.5,456.6,0.0,475.9,328.7,338.6,496.8,93.4,382.3,399.1,355.3,314.8,186.3,280.3,264.8,542.2,174.8,873.8,318.2,347.9,251.1,344.2,925.3,268.9,241.8,277.9,281.5,258.1,253.0,253.4,333.3,256.7,902.4,153.8,897.4,296.4,209.5,12.9,279.0,307.8,286.6,951.1,151.3,106.2,272.0,284.5,302.8,114.7,557.4,142.4,218.2,325.1,403.3,246.5,267.9,846.3,332.4,920.2,933.5,564.9,280.8,256.3,137.3,208.6,928.9,273.1,139.5,1193.2,858.8,214.4,469.0
OQ,563.3,559.8,352.8,452.0,359.8,346.8,412.3,298.7,370.1,457.1,377.0,367.2,385.1,352.8,399.3,791.8,41.5,378.7,591.3,758.9,448.3,294.8,352.3,373.5,256.7,388.4,837.7,213.3,849.3,346.9,250.1,396.6,432.0,791.8,739.2,402.8,362.7,388.5,291.5,409.3,381.1,412.9,387.6,464.4,285.5,415.1,422.8,403.0,244.3,232.7,56.2,773.7,296.7,411.5,271.0,376.8,332.3,386.8,408.7,484.6,649.0,453.0,734.6,787.2,490.3,388.5,780.8,317.0,356.8,684.6,354.4,375.9,334.4,337.7,423.8,388.0,412.4,353.7,309.9,723.0,873.2,394.5,807.5,412.1,190.8,354.1,553.2,214.2,94.3,368.7,0.0,413.1,423.3,20.8,285.6,546.2,365.2,439.7,383.6,333.6,362.8,425.5,180.8,284.0,761.6,354.0,429.9,274.7,428.6,813.1,304.7,326.2,453.5,317.3,360.5,355.4,494.4,435.7,431.4,790.2,323.1,777.9,460.3,225.3,356.1,363.4,410.2,371.0,838.9,417.2,372.1,356.4,368.9,338.6,264.3,196.0,377.3,311.8,360.9,349.3,330.9,400.3,734.1,421.1,808.0,821.3,146.0,407.3,292.1,357.7,353.7,816.7,308.9,369.0,1098.4,746.6,359.5,169.3
OW,289.7,286.2,86.8,178.4,215.0,215.4,138.7,144.9,216.3,183.5,272.8,213.4,148.3,256.3,270.0,848.0,431.3,318.6,317.7,815.1,229.2,219.8,228.8,253.7,234.3,209.5,893.9,571.7,905.5,262.2,211.3,35.3,70.7,848.0,795.4,249.0,235.3,328.4,252.7,113.0,134.0,249.0,327.5,104.7,246.7,177.9,149.2,199.4,150.2,210.3,465.9,829.9,169.3,189.8,203.5,299.8,202.8,233.0,180.9,211.0,705.2,91.7,790.8,843.4,216.7,166.8,837.0,79.1,183.0,740.8,175.5,29.2,281.1,183.9,200.7,185.6,189.8,256.7,156.1,779.2,929.4,157.3,863.7,175.3,433.4,200.3,279.6,237.5,453.6,308.6,472.9,0.0,149.7,493.8,246.9,272.6,262.0,78.4,180.7,154.7,71.2,151.9,539.2,192.3,817.8,223.4,210.8,274.8,67.3,869.3,265.9,69.0,179.9,278.5,167.1,181.6,250.0,133.4,177.9,846.4,169.3,834.1,186.7,206.5,296.0,165.3,95.8,97.4,895.1,263.4,243.0,139.2,37.5,251.0,225.6,554.4,223.5,184.4,216.5,266.2,132.8,126.7,790.3,59.8,864.2,877.5,561.9,154.3,253.3,230.3,145.0,872.9,270.1,215.2,1038.9,802.8,138.9,466.0
OZ,237.3,233.8,134.8,126.0,245.3,318.7,86.2,180.5,246.6,131.1,376.1,249.0,185.0,286.6,373.3,817.6,466.9,348.9,265.3,784.7,332.5,262.9,258.4,357.0,269.9,250.8,863.5,607.3,875.1,292.5,246.9,138.6,174.0,817.6,765.0,284.6,274.6,358.7,288.3,216.3,137.6,265.3,357.8,208.0,282.3,213.5,74.7,189.4,185.8,245.9,501.5,799.5,204.9,203.0,239.1,403.1,238.4,268.6,284.2,158.6,674.8,162.8,760.4,813.0,164.3,202.3,806.6,114.7,218.6,710.4,211.1,117.9,384.4,219.5,190.7,268.9,179.8,292.3,191.7,748.8,899.0,192.9,833.3,207.2,469.0,235.9,227.2,273.1,489.2,338.9,508.5,155.1,0.0,529.4,282.5,220.2,365.3,181.7,284.0,190.3,124.8,99.5,574.8,227.9,787.4,310.3,314.1,310.4,170.6,838.9,301.5,104.6,75.5,314.1,222.3,217.2,220.2,236.7,148.1,816.0,204.9,803.7,134.3,242.1,326.3,200.9,199.1,101.0,864.7,299.0,273.3,174.8,110.9,286.6,261.2,590.0,267.3,220.0,303.4,369.5,168.4,108.4,759.9,163.1,833.8,847.1,597.5,172.2,288.9,265.9,180.5,842.5,305.7,250.8,1022.5,772.4,174.4,501.6
PA,581.7,578.2,371.2,470.4,378.2,365.2,430.7,317.1,388.5,475.5,395.4,385.6,403.5,371.2,417.7,810.2,59.9,397.1,609.7,777.3,466.7,305.7,370.7,391.9,275.1,406.8,856.1,231.7,867.7,365.3,268.5,415.0,450.4,810.2,757.6,421.2,381.1,406.9,309.9,427.7,399.5,431.3,406.0,482.8,303.9,433.5,441.2,421.4,262.7,251.1,35.4,792.1,315.1,429.9,289.4,395.2,350.7,405.2,427.1,503.0,667.4,471.4,753.0,808.3,508.7,406.9,799.2,335.4,375.2,703.0,372.8,394.3,352.8,356.1,442.2,406.4,430.8,372.1,328.3,741.4,891.6,412.9,825.9,430.5,209.2,372.5,571.6,232.6,112.7,387.1,20.8,431.5,441.7,0.0,304.0,564.6,383.6,458.1,402.0,352.0,381.2,443.9,199.2,302.4,780.0,372.4,448.3,293.1,447.0,831.5,323.1,344.6,471.9,335.7,378.9,373.8,512.8,454.1,449.8,808.6,341.5,796.3,478.7,243.7,374.5,381.8,428.6,389.4,857.3,435.6,390.5,374.8,387.3,357.0,282.7,214.4,395.7,330.2,379.3,367.7,349.3,418.7,752.5,439.5,826.4,839.7,164.4,425.7,310.5,376.1,372.1,835.1,327.3,387.4,1116.8,765.0,377.9,187.7
PB,379.6,376.1,200.2,268.3,74.1,317.2,259.7,146.1,101.9,273.4,358.4,126.8,191.0,72.4,355.6,827.4,340.8,93.0,407.6,794.5,314.8,77.4,209.5,339.3,143.8,208.4,873.3,481.2,884.9,66.5,120.8,244.0,279.4,827.4,774.8,140.0,104.9,102.8,162.2,256.7,228.5,173.0,101.9,311.8,156.2,262.5,270.2,130.1,95.1,119.8,375.4,809.3,81.6,183.0,92.7,385.4,189.5,101.7,266.5,300.9,684.6,300.4,770.2,825.5,306.6,206.0,816.4,164.4,204.2,720.2,156.6,223.3,335.7,159.7,170.7,254.5,139.5,68.0,157.3,758.6,908.8,241.9,843.1,246.9,342.9,144.4,369.5,147.0,363.1,83.0,382.4,260.5,270.7,403.3,0.0,362.5,347.6,287.1,282.5,181.0,210.2,241.8,448.7,81.3,797.2,224.7,296.4,184.3,276.0,848.7,175.4,173.6,258.1,188.0,207.9,202.8,233.6,283.1,236.9,825.8,134.0,813.5,276.6,116.0,70.4,210.8,257.6,218.4,874.5,131.5,86.4,203.8,216.3,209.3,21.2,463.9,122.6,125.4,231.6,351.8,178.3,247.7,769.7,268.5,843.6,856.9,471.4,254.7,162.8,99.9,201.1,852.3,179.6,119.7,1099.7,782.2,206.9,375.5
PD,17.1,232.6,283.7,117.7,306.3,460.1,198.0,319.0,307.6,129.9,517.5,322.7,246.0,347.6,514.7,794.4,615.8,409.9,138.4,761.5,473.9,411.8,407.3,498.4,418.8,311.8,840.3,756.2,851.9,353.5,395.8,287.5,322.9,794.4,741.8,358.3,335.6,419.7,437.2,361.4,226.2,326.3,418.8,347.8,431.2,362.4,186.5,250.4,334.7,394.8,650.4,776.3,353.8,264.0,388.0,544.5,387.3,342.3,425.6,157.4,651.6,293.7,737.2,792.5,163.1,287.0,783.4,263.6,367.5,687.2,289.9,266.8,502.7,349.1,251.7,417.8,240.8,370.3,323.2,725.6,875.8,341.8,810.1,268.2,617.9,350.1,100.3,422.0,638.1,399.9,657.4,304.0,217.5,678.3,370.5,0.0,506.7,308.9,425.4,292.4,273.7,144.2,723.7,376.8,764.2,468.1,455.5,459.3,295.8,815.7,450.4,253.5,156.8,463.0,371.2,366.1,281.2,376.5,209.1,792.8,309.9,780.5,154.7,391.0,387.3,349.8,348.0,200.5,841.5,372.7,334.3,323.7,259.8,435.5,391.8,738.9,328.3,368.9,461.2,510.9,317.3,169.4,736.7,312.0,810.6,823.9,746.4,233.2,437.8,375.4,269.1,819.3,454.6,324.5,1153.4,749.2,263.0,650.5
PJ,495.6,492.1,299.9,384.3,283.1,127.0,344.6,213.0,284.4,389.4,78.8,281.5,317.4,324.4,34.0,916.0,429.4,386.7,523.6,883.1,83.0,304.4,128.0,8.2,312.8,320.7,961.9,569.8,973.5,330.3,230.0,219.5,184.1,916.0,863.4,317.1,312.4,396.5,230.8,158.1,311.8,327.2,395.6,213.2,219.9,347.4,355.1,302.8,228.7,288.8,464.0,897.9,255.4,328.6,282.0,88.6,148.0,301.1,81.0,416.9,773.2,252.6,858.8,914.1,422.6,305.6,905.0,249.3,181.1,808.8,286.7,242.3,46.2,252.0,340.9,168.2,312.2,324.8,224.2,847.2,997.4,326.8,931.7,344.4,431.5,268.4,485.5,316.0,451.7,376.7,471.0,244.9,355.6,491.9,331.6,478.5,0.0,239.3,116.1,248.2,284.3,357.8,537.3,252.8,885.8,122.6,64.6,342.6,254.8,937.3,181.9,258.5,385.8,183.0,135.4,140.5,406.3,184.5,362.1,914.4,237.4,902.1,392.6,274.3,364.1,295.7,159.0,303.3,963.1,331.5,311.1,288.7,250.6,190.3,305.4,552.5,291.6,270.5,115.7,61.1,263.2,332.6,858.3,195.0,932.2,945.5,560.0,338.0,181.3,327.3,270.8,940.9,248.2,283.3,957.4,870.8,276.6,464.1
PN,289.4,285.9,134.7,178.1,274.8,191.1,156.4,192.8,276.1,183.2,248.5,261.3,197.9,316.1,245.7,847.7,479.2,378.4,317.4,814.8,204.9,275.2,204.5,229.4,282.2,257.4,893.6,619.6,905.2,322.0,259.2,54.3,46.4,847.7,795.1,296.9,283.2,388.2,300.6,88.7,133.7,294.8,387.3,38.8,294.6,225.8,166.9,218.9,198.1,258.2,513.8,829.6,217.2,221.4,251.4,275.5,224.5,280.9,156.6,210.7,704.9,13.3,790.5,843.1,216.4,198.4,836.7,127.0,200.4,740.5,223.4,77.1,256.8,231.8,220.2,161.3,209.3,304.6,204.0,778.9,929.1,205.2,863.4,224.9,481.3,248.2,279.3,285.4,501.5,368.4,520.8,79.7,167.4,541.7,294.8,272.3,237.7,0.0,156.4,199.9,119.1,151.6,587.1,240.2,817.5,199.1,186.5,322.7,89.6,869.0,258.4,116.9,167.9,259.5,142.8,147.9,249.7,67.5,177.6,846.1,217.2,833.8,186.4,254.4,355.8,213.2,71.5,97.1,894.8,311.3,302.8,187.1,85.4,266.8,273.5,602.3,271.4,232.3,192.2,241.9,180.7,126.4,790.0,35.5,863.9,877.2,609.8,154.0,257.8,278.2,176.6,872.6,318.0,263.1,981.5,802.5,170.5,513.9
PQ,424.3,420.8,228.6,313.0,211.8,34.6,273.3,141.7,219.6,318.1,116.9,207.2,246.1,250.1,114.1,932.7,443.1,315.4,449.3,899.8,73.3,249.3,67.8,94.2,249.1,249.4,978.6,586.5,987.2,256.0,171.9,148.2,112.8,929.7,880.1,245.8,241.1,322.2,175.7,83.8,240.5,255.9,324.3,141.9,161.8,276.1,280.8,231.5,165.0,225.1,480.7,914.6,184.1,257.3,218.3,143.9,92.9,226.8,25.0,345.6,789.9,181.3,875.5,928.1,351.3,234.3,918.7,178.0,109.8,822.5,212.4,171.0,122.2,180.7,269.6,102.6,240.9,250.5,152.9,863.9,1014.1,263.7,948.4,273.1,448.2,197.1,411.2,252.3,468.4,305.4,487.7,173.6,284.3,508.6,276.0,407.2,106.1,168.0,0.0,177.2,217.3,289.7,554.0,194.7,906.7,64.5,54.9,257.8,183.5,954.0,133.2,184.2,314.5,127.9,63.3,69.2,335.0,110.2,290.8,928.1,166.1,926.1,321.3,216.5,292.8,224.4,87.7,232.0,979.8,257.2,239.8,217.4,179.3,135.2,250.3,569.2,220.3,198.5,60.6,110.3,191.9,261.3,875.0,128.0,948.9,962.2,576.7,266.7,126.2,255.1,199.5,954.6,193.1,209.0,960.4,884.5,205.3,480.8
PS,276.3,272.8,115.1,165.0,87.7,199.3,174.6,26.5,95.5,170.1,256.7,86.4,85.5,129.0,253.9,834.6,367.8,191.3,304.3,801.7,213.1,156.3,143.4,234.0,170.5,75.2,880.5,507.9,891.8,135.2,147.5,158.9,179.7,834.6,782.0,121.7,117.0,201.1,188.9,153.7,63.5,114.7,200.2,208.8,182.9,177.4,184.8,89.8,86.4,146.5,402.1,816.5,105.5,80.3,139.7,283.7,121.0,105.7,164.8,197.6,691.8,215.3,777.4,832.7,203.3,57.3,823.3,79.3,101.2,727.4,40.9,138.2,265.0,56.6,92.6,151.5,99.2,129.4,28.8,765.8,916.0,165.0,850.3,112.5,369.6,73.0,265.9,173.7,389.8,181.3,409.1,175.4,185.6,430.0,151.9,259.2,245.9,202.0,161.6,0.0,127.0,141.7,475.4,128.5,808.6,192.9,194.7,184.3,190.9,855.9,195.1,88.5,154.8,183.1,105.7,99.8,193.3,180.4,113.8,832.7,42.0,828.0,173.3,140.0,168.7,125.7,154.6,114.9,881.7,136.1,115.7,118.7,131.2,169.2,173.2,490.6,96.2,119.9,186.0,250.1,93.2,113.3,776.9,179.1,850.8,864.1,498.1,89.4,160.2,146.8,22.5,859.2,206.3,88.2,1067.8,789.1,28.3,402.2
PV,244.5,241.0,15.6,133.2,189.8,239.9,93.5,119.7,197.6,138.3,297.3,188.2,153.0,233.9,299.1,802.8,408.9,293.4,272.5,769.9,253.7,202.1,202.5,274.6,209.1,184.3,848.7,546.5,864.9,237.0,186.1,59.8,95.2,802.8,750.2,223.8,210.1,306.0,227.5,137.5,88.8,249.9,302.3,129.2,224.3,152.7,104.0,174.0,125.0,185.1,440.7,784.7,144.1,176.5,178.3,324.3,177.6,207.8,205.4,165.8,660.0,116.2,745.6,800.9,171.5,153.5,796.4,53.9,157.8,695.6,153.1,39.1,305.6,158.7,175.3,210.1,164.4,234.3,130.9,734.0,884.2,140.3,818.5,180.0,408.2,175.1,234.4,212.3,428.4,283.4,447.7,76.3,104.5,468.6,221.7,227.4,286.5,102.9,202.2,154.7,0.0,109.9,514.0,169.9,776.8,252.5,235.3,225.7,91.8,824.1,234.3,43.8,134.7,253.3,162.3,156.4,204.8,162.5,132.7,801.2,144.1,796.2,141.5,178.6,270.8,140.1,120.3,52.2,849.9,241.0,217.8,114.0,32.1,225.8,200.4,529.2,198.3,158.5,241.0,290.7,107.6,81.5,745.1,80.0,819.0,832.3,536.7,113.7,228.1,215.1,131.7,832.3,244.9,192.8,993.7,762.2,125.6,440.8
QC,137.7,134.2,139.4,26.4,162.0,315.8,53.7,174.7,169.8,31.5,373.2,178.4,101.7,203.3,370.4,696.0,474.7,265.6,162.5,663.1,329.6,267.5,265.1,350.5,274.5,167.5,741.9,611.9,753.5,209.2,251.5,143.2,178.6,696.0,643.4,214.0,191.3,275.4,292.9,217.1,81.9,182.0,274.5,203.5,290.1,218.1,42.2,106.1,190.4,250.5,506.1,674.7,209.5,119.7,243.7,400.2,243.0,198.0,281.3,59.0,553.2,149.4,638.8,688.2,64.7,142.7,681.8,119.3,223.2,585.6,145.6,122.5,361.6,204.8,107.4,273.5,96.5,226.0,178.9,627.2,777.4,205.7,711.7,123.9,473.6,205.8,124.4,277.7,493.8,258.8,513.1,159.7,73.2,534.0,226.2,120.6,362.4,164.6,278.1,147.8,133.7,0.0,579.4,232.5,670.0,323.8,311.2,288.3,151.5,717.3,299.7,112.4,12.5,318.7,227.7,221.8,136.9,232.2,64.8,691.2,165.6,689.4,34.7,244.0,243.0,208.7,203.7,56.2,743.1,228.4,190.0,179.4,115.5,291.2,247.5,594.6,184.0,223.9,316.9,366.6,173.0,25.1,638.3,163.4,712.2,725.5,602.1,88.9,293.5,221.1,124.8,720.9,310.3,180.2,1009.1,650.8,118.7,509.4
QD,602.7,599.2,392.2,491.4,399.2,386.2,451.7,338.1,416.0,496.5,416.4,406.6,424.5,392.2,438.7,752.1,153.2,418.1,630.7,719.2,487.7,334.2,393.8,416.5,296.1,427.8,798.0,32.4,809.6,386.3,289.5,436.0,471.4,752.1,699.5,442.2,402.1,427.9,330.9,448.7,420.5,452.3,427.0,503.8,324.9,454.5,462.2,442.4,283.7,272.1,187.8,734.0,336.1,450.9,310.4,416.2,371.7,426.2,448.1,524.0,609.3,492.4,694.9,747.5,529.7,427.9,741.1,356.4,396.2,644.9,393.8,415.3,373.8,377.1,463.2,427.4,451.8,393.1,349.3,683.3,833.5,433.9,767.8,451.5,230.2,393.5,592.6,253.6,91.9,408.1,194.8,452.5,462.7,215.7,325.0,585.6,404.6,479.1,426.0,372.7,402.2,464.9,0.0,323.4,721.9,393.4,469.3,302.5,468.0,773.4,344.1,365.6,492.9,356.7,400.7,394.8,533.8,475.1,470.8,750.5,362.5,745.5,499.7,264.7,395.5,402.8,449.6,410.4,799.2,456.6,411.5,395.8,408.3,378.0,303.7,15.1,416.7,350.5,400.3,388.7,370.3,439.7,694.4,456.2,768.3,781.6,84.2,446.7,331.5,397.1,393.1,777.0,348.3,408.4,1137.8,706.9,398.9,70.0
QH,357.1,353.6,146.6,245.8,118.7,235.8,206.1,92.5,153.0,250.9,277.0,161.0,178.9,145.1,274.2,823.4,336.8,171.8,385.1,790.5,233.4,58.5,130.2,257.9,139.8,182.2,869.3,477.2,880.9,140.0,118.8,190.4,225.8,823.4,770.8,196.6,79.4,181.6,158.2,203.1,174.9,217.6,180.7,258.2,152.2,208.9,216.6,174.7,55.7,115.8,371.4,805.3,56.1,205.3,73.8,304.0,108.1,180.5,185.1,278.4,680.6,246.8,766.2,818.8,284.1,182.3,812.4,110.8,169.4,716.2,148.2,169.7,285.3,131.5,215.3,200.9,184.1,146.8,103.7,754.6,904.8,196.5,839.1,205.9,338.9,147.9,347.0,143.0,359.1,161.8,378.4,206.9,217.1,399.3,78.7,340.0,266.2,233.5,201.1,127.1,156.6,219.3,444.7,0.0,793.2,180.0,215.0,153.6,222.4,844.7,171.4,120.0,247.3,170.2,154.3,149.2,278.2,229.5,225.2,821.8,116.9,816.8,254.1,112.0,149.2,157.2,204.0,164.8,870.5,210.3,115.5,150.2,162.7,156.3,52.5,459.9,167.2,99.2,173.1,270.4,124.7,194.1,765.7,210.6,839.6,852.9,467.4,201.1,147.3,74.4,147.5,848.3,175.6,162.8,1095.7,778.2,153.3,371.5
