from_stop,AF,AL,AS,AT,AV,AW,BS,BU,BZ,CD,CF,CJ,CN,CQ,CY,DD,DG,DH,DM,DN,DQ,DS,DT,DU,DZ,EA,EC,ED,EG,EI,EJ,EL,EP,EV,EW,EX,EZ,FF,FI,FL,FZ,GC,GH,GO,GY,HH,HJ,HO,HX,HY,IB,ID,IG,IJ,IQ,IR,IW,JE,JF,JH,JJ,JM,JN,JV,JX,KA,KF,KH,KT,KU,KW,LL,LN,LQ,LU,LV,MD,MF,MP,MR,NC,NG,NQ,NS,NT,NW,NY,OB,OC,OF,OI,OP,OR,OT,PB,PF,PH,PJ,PM,PR,PY,QE,QG,QJ,QX,RB,RJ,RY,RZ,SE,SU,SW,TE,TJ,TZ,UC,UG,UH,UN,UQ,UZ,VB,VG,VH,VO,VR,WD,WE,WF,WN,WQ,WS,WW,WZ,XB,XD,XW,XY,XZ,YB,YH,YN,YP,YS,YW,ZF,ZG,ZK,ZW,ZX
OB,554.8,648.3,435.1,754.9,800.5,700.9,645.9,382.0,429.9,473.0,797.8,383.3,401.2,758.2,633.6,490.8,199.1,797.6,738.0,415.1,402.4,639.6,414.9,584.8,392.8,778.9,405.6,331.7,637.5,518.8,594.5,543.2,809.1,356.1,421.4,492.9,124.3,451.6,158.1,317.4,453.0,403.5,705.4,680.3,435.6,417.4,458.0,531.2,772.4,776.2,864.9,380.9,722.8,483.7,522.5,65.2,510.5,502.3,505.1,728.9,495.8,508.7,484.7,401.1,682.8,590.3,401.6,375.6,384.2,468.1,636.3,541.9,737.8,678.3,420.5,421.6,480.6,20.3,408.4,461.2,646.3,726.9,410.0,488.0,552.1,319.3,639.5,0.0,562.1,420.5,416.0,511.9,477.6,708.7,515.0,8.8,622.8,372.6,290.0,448.0,325.5,350.7,613.2,486.7,444.0,637.3,1795.4,844.7,340.3,704.8,524.0,358.3,769.5,519.8,579.0,441.1,762.6,551.5,717.4,403.5,508.5,612.6,318.1,385.6,368.2,360.1,638.7,503.3,455.0,692.8,612.2,602.8,749.9,619.4,555.0,516.0,454.5,115.9,642.8,337.2,608.8,425.0,468.4,703.1,474.0,676.3,656.9,537.2,396.6,395.8
OC,631.4,724.9,418.4,256.5,376.8,777.5,147.5,365.3,546.1,589.2,874.4,332.8,599.5,834.8,710.2,519.7,638.7,874.2,814.6,398.4,336.0,77.4,480.2,661.4,670.1,355.2,682.9,657.3,139.1,635.0,671.1,149.6,403.4,289.7,404.7,64.2,655.4,567.8,597.7,625.0,184.5,248.8,782.0,756.9,167.1,502.5,574.2,280.1,849.0,277.8,383.5,658.2,248.8,599.9,638.7,621.8,626.7,166.9,202.4,805.5,612.0,160.5,600.9,517.3,759.4,28.1,610.3,627.9,524.8,451.4,116.0,658.1,248.7,179.9,403.8,204.2,596.8,641.6,683.5,537.8,722.9,228.5,393.3,564.6,92.0,596.6,186.4,669.1,0.0,403.8,305.4,628.1,225.3,141.7,631.2,657.2,60.6,576.8,624.5,459.4,598.6,623.7,51.0,563.3,263.7,713.9,1512.0,346.3,655.3,230.8,640.2,650.4,843.3,636.0,695.2,468.8,288.6,77.2,794.0,601.8,624.7,171.7,565.1,368.9,644.3,637.4,712.5,579.9,717.6,125.8,93.2,679.4,275.9,696.0,122.0,499.3,437.8,606.1,719.4,661.5,89.0,408.3,584.6,204.7,550.6,752.9,94.7,608.6,348.2,673.1
OF,227.5,321.0,165.7,578.7,699.0,373.6,469.7,112.6,142.2,185.3,470.5,187.0,195.6,426.5,306.3,115.8,333.0,470.8,410.7,145.7,208.2,463.4,76.3,257.5,266.2,677.4,279.0,253.4,461.3,231.1,267.2,367.0,725.6,161.9,152.0,316.7,493.4,163.9,371.4,221.1,276.8,227.3,378.1,353.0,259.4,98.6,170.3,355.0,445.1,600.0,705.7,254.3,546.6,196.0,234.8,434.3,222.8,326.1,328.9,401.6,208.1,332.5,197.0,113.4,355.5,417.8,206.4,224.0,120.9,54.4,461.1,254.2,561.6,502.1,151.1,245.4,192.9,429.7,279.6,133.9,319.0,550.7,10.2,160.7,347.2,192.7,463.3,457.2,385.9,0.0,305.7,224.2,290.8,483.9,227.3,445.3,446.6,172.9,220.6,58.0,194.7,219.8,437.0,159.4,267.8,310.0,1619.2,668.5,251.4,528.6,236.3,246.5,442.2,232.1,291.3,64.9,586.4,375.3,390.1,197.9,220.8,436.4,161.2,116.2,240.4,233.5,308.6,176.0,313.7,468.0,436.0,275.5,573.7,292.1,350.1,95.4,33.9,394.2,315.5,257.6,403.9,155.6,180.7,526.9,146.7,349.0,480.7,209.9,202.4,269.2
OI,495.7,589.2,282.7,620.5,817.0,641.8,520.0,229.6,418.9,385.5,738.7,129.1,463.8,699.1,574.5,384.0,503.0,738.5,610.9,262.7,200.3,505.2,344.5,457.7,534.4,803.9,547.2,521.6,503.1,499.3,535.4,408.8,825.6,154.0,269.0,290.5,528.2,432.1,394.0,489.3,318.6,5.9,578.3,621.2,301.2,298.8,438.5,396.8,645.3,641.8,881.4,522.5,589.5,464.2,503.0,486.1,491.0,367.9,370.7,669.8,476.3,374.3,465.2,381.6,632.2,455.9,474.6,487.0,389.1,315.7,434.9,522.4,603.4,543.9,268.1,287.2,461.1,505.9,547.8,402.1,587.2,592.5,257.6,428.9,389.0,460.9,505.1,533.4,427.7,200.1,0.0,492.4,343.2,525.7,495.5,521.5,488.4,435.2,488.8,258.2,462.9,488.0,478.8,427.6,47.8,578.2,1734.9,642.3,512.2,570.4,504.5,514.7,710.4,500.3,559.5,333.1,628.2,417.1,658.3,474.6,489.0,478.2,361.4,233.2,509.8,501.7,579.6,376.2,581.9,509.8,477.8,552.2,615.5,560.3,391.9,363.6,302.1,470.4,592.2,525.8,377.7,272.6,448.9,568.7,414.9,617.2,522.5,478.1,212.5,537.4
OP,266.9,360.4,399.0,812.0,932.3,413.0,703.0,345.9,109.5,134.6,509.9,422.4,215.4,470.3,345.7,223.4,379.0,509.7,450.1,379.0,441.5,696.7,152.1,296.9,312.2,910.7,325.0,273.2,694.6,198.4,306.6,600.3,958.9,395.2,385.3,550.0,539.4,113.2,417.4,240.9,510.1,460.6,417.5,392.4,492.7,129.5,129.1,588.3,484.5,833.3,939.0,300.3,779.9,163.3,131.5,480.3,172.1,559.4,562.2,441.0,57.9,565.8,12.1,114.3,394.9,647.4,226.2,238.6,140.7,287.7,693.4,83.2,794.9,735.4,384.4,478.7,121.4,475.7,327.8,173.3,358.4,784.0,243.5,200.1,580.5,238.7,696.6,503.2,619.2,233.2,473.1,0.0,534.7,717.2,144.8,491.3,679.9,186.8,240.4,249.0,214.5,239.6,670.3,198.8,501.1,349.4,1852.5,901.8,263.8,761.9,12.0,266.3,481.6,190.9,120.3,258.4,819.7,608.6,429.5,217.7,45.2,669.7,202.7,349.5,287.6,279.5,350.8,215.4,333.5,701.3,669.3,314.9,807.0,331.5,583.4,249.1,238.3,440.2,354.9,277.4,637.2,388.9,130.0,760.2,186.1,388.4,714.0,249.3,435.7,315.2
OR,557.6,651.1,344.6,480.0,598.7,704.3,360.4,291.5,472.3,504.8,800.6,259.0,525.7,756.6,636.4,445.9,564.9,800.4,730.2,324.6,262.2,300.9,406.4,577.0,596.3,577.1,609.1,583.5,362.6,561.2,597.3,148.4,607.3,275.3,330.9,154.2,571.0,494.0,513.3,551.2,56.1,164.4,697.6,683.1,65.2,418.1,500.4,206.3,775.2,501.3,596.4,584.4,473.7,515.5,564.9,548.0,552.9,92.2,95.0,731.7,538.2,98.6,527.1,443.5,675.0,255.3,536.5,554.1,451.0,377.6,288.0,584.3,472.2,403.4,330.0,66.4,523.0,567.8,609.7,464.0,649.1,452.0,308.9,490.8,184.7,522.8,409.9,595.3,212.8,330.0,227.8,554.3,0.0,365.2,557.4,572.8,273.5,503.0,540.1,385.6,524.8,549.9,274.5,489.5,189.9,633.9,1589.0,569.8,581.5,454.3,566.4,576.6,769.5,562.2,621.4,395.0,512.1,212.8,720.2,528.0,550.9,395.2,480.7,295.1,570.5,563.6,638.7,506.1,643.8,349.3,316.7,595.0,499.4,622.2,187.6,425.5,364.0,532.3,635.0,587.7,241.4,334.5,500.2,428.2,476.8,679.1,310.7,534.8,274.4,599.3
OT,775.7,869.2,562.7,186.1,306.4,921.8,77.1,509.6,690.4,733.5,1018.7,479.2,743.8,979.1,854.5,664.0,768.0,1018.5,958.9,542.7,480.3,220.5,624.5,805.7,814.4,284.8,827.2,801.6,68.7,779.3,815.4,319.3,333.0,434.0,549.0,233.9,784.7,712.1,727.0,769.3,354.2,393.1,926.3,901.2,336.8,646.8,718.5,449.8,993.3,207.4,313.1,802.5,178.4,744.2,783.0,751.1,771.0,336.6,379.6,949.8,756.3,330.2,745.2,661.6,903.7,171.2,754.6,767.0,669.1,595.7,258.1,802.4,169.0,109.5,548.1,403.6,741.1,770.9,830.0,682.1,867.2,158.1,537.6,708.9,261.7,740.9,116.0,798.4,169.6,548.1,380.0,772.4,405.6,0.0,775.5,786.5,203.7,715.2,768.8,603.7,742.9,768.0,194.1,707.6,408.0,858.2,1506.5,275.9,792.2,160.4,784.5,794.7,990.4,780.3,839.5,613.1,218.2,221.7,938.3,746.1,769.0,102.9,701.0,513.2,789.8,781.7,859.6,724.2,861.9,16.9,61.4,823.7,205.5,840.3,284.9,643.6,582.1,735.4,863.7,805.8,240.4,552.6,728.9,134.3,694.9,897.2,237.8,758.1,492.5,817.4
PB,276.4,369.9,408.5,821.5,941.8,422.5,712.5,355.4,94.3,157.0,519.4,431.9,224.9,479.8,355.2,232.9,388.5,519.2,459.6,388.5,451.0,706.2,161.6,306.4,321.7,920.2,334.5,282.7,704.1,154.7,316.1,609.8,968.4,404.7,394.8,559.5,548.9,134.5,426.9,250.4,519.6,470.1,427.0,401.9,502.2,139.0,75.9,597.8,494.0,842.8,948.5,309.8,789.4,119.6,7.4,489.8,147.1,568.9,571.7,450.5,57.1,575.3,127.2,123.8,404.4,656.9,235.7,248.1,150.2,297.2,702.9,198.4,804.4,744.9,393.9,488.2,41.2,485.2,337.3,182.8,367.9,793.5,253.0,209.6,590.0,248.2,706.1,512.7,628.7,242.7,482.6,115.1,544.2,726.7,0.0,500.8,689.4,196.3,249.9,258.5,224.0,249.1,679.8,208.3,510.6,358.9,1862.0,911.3,273.3,771.4,103.0,275.8,491.1,137.7,235.5,267.9,829.2,618.1,439.0,227.2,69.8,679.2,212.2,359.0,297.1,289.0,360.3,224.9,343.0,710.8,678.8,324.4,816.5,341.0,592.9,258.6,247.8,449.7,364.4,286.9,646.7,398.4,117.7,769.7,195.6,397.9,723.5,258.8,445.2,324.7
PF,546.0,639.5,426.3,746.1,791.7,692.7,637.1,373.2,421.1,464.2,789.0,372.4,392.4,745.0,624.8,482.0,190.3,788.8,729.2,406.3,393.6,630.8,406.1,576.0,384.0,770.1,396.8,322.9,628.7,510.0,585.7,534.4,800.3,347.3,412.6,484.1,115.5,442.8,149.3,308.6,444.2,394.7,696.6,671.5,426.8,408.6,449.2,522.4,763.6,767.4,856.1,372.1,714.0,474.9,513.7,56.4,501.7,493.5,496.3,720.1,487.0,499.9,475.9,392.3,674.0,585.2,392.8,361.6,375.4,459.3,628.5,533.1,729.0,669.5,411.7,412.8,471.8,11.4,397.4,452.4,637.5,718.1,401.2,479.2,543.3,310.5,630.7,11.9,553.3,411.7,473.1,503.1,458.2,699.9,506.2,0.0,614.0,369.7,281.2,441.7,316.7,341.9,604.4,477.9,435.2,628.5,1786.6,835.9,338.9,696.0,515.2,349.5,760.7,511.0,570.2,432.3,753.8,542.7,708.6,394.7,499.7,603.8,306.0,376.8,358.2,351.3,627.1,494.5,446.2,684.0,603.4,594.0,741.1,610.6,546.2,507.2,445.7,107.1,634.0,328.4,600.0,416.2,459.6,694.3,465.2,667.5,648.1,528.4,387.8,387.0
PH,717.9,811.4,504.9,296.4,416.7,864.0,187.4,451.8,632.6,675.7,960.9,419.3,686.0,921.3,796.7,606.2,725.2,960.7,901.1,484.9,422.5,55.0,566.7,747.9,756.6,395.1,769.4,743.8,179.0,721.5,757.6,236.1,443.3,376.2,491.2,150.7,741.9,654.3,684.2,711.5,271.0,309.7,868.5,843.4,253.6,589.0,660.7,366.6,935.5,317.7,423.4,744.7,288.7,686.4,725.2,708.3,713.2,253.4,288.9,892.0,698.5,247.0,687.4,603.8,845.9,40.7,696.8,714.4,611.3,537.9,55.3,744.6,288.6,219.8,490.3,290.7,683.3,728.1,770.0,624.3,809.4,268.4,479.8,651.1,178.5,683.1,226.3,755.6,86.4,490.3,322.2,714.6,322.4,181.6,717.7,743.7,0.0,657.4,711.0,545.9,685.1,710.2,28.6,649.8,350.2,800.4,1551.9,386.2,741.8,270.7,726.7,736.9,929.8,722.5,781.7,555.3,328.5,138.5,880.5,688.3,711.2,211.6,651.6,455.4,730.8,723.9,801.8,666.4,804.1,165.7,133.1,765.9,315.8,782.5,201.7,585.8,524.3,692.6,805.9,748.0,157.2,494.8,671.1,244.6,637.1,839.4,72.3,700.3,434.7,759.6
PJ,209.6,303.1,341.7,754.7,875.0,361.6,651.6,288.6,90.6,133.7,458.5,363.0,28.5,408.6,288.4,166.1,239.6,452.9,392.8,321.7,384.2,639.4,94.8,245.5,172.8,859.3,185.6,96.0,637.3,173.6,249.3,543.0,901.6,397.3,328.0,498.6,400.0,106.4,283.9,101.5,452.8,428.9,360.2,335.1,435.4,72.2,112.8,531.0,427.2,776.0,881.7,160.9,724.0,144.4,177.3,340.9,165.3,502.1,504.9,383.7,150.6,508.5,139.5,55.9,337.6,593.8,39.3,56.9,39.0,230.4,643.0,196.7,746.9,678.1,327.1,421.4,135.4,336.3,192.1,116.0,301.1,726.7,192.1,142.8,523.2,99.3,639.3,363.8,561.9,181.8,481.7,166.7,466.8,659.9,169.8,357.8,628.5,0.0,106.9,200.1,75.1,76.6,613.0,141.5,443.8,285.9,1795.2,850.4,87.2,704.6,178.8,79.4,421.5,174.6,233.8,201.1,762.4,551.3,372.2,24.9,163.3,612.4,67.8,292.2,147.0,140.1,290.7,164.0,146.6,644.0,612.0,257.6,749.7,274.2,526.1,191.8,181.0,300.8,297.6,90.5,585.8,331.6,129.1,702.9,128.8,331.1,649.2,186.8,378.4,175.8
PM,272.6,366.1,404.7,817.7,983.9,418.7,708.7,351.6,147.7,190.8,515.6,426.0,118.7,476.0,351.4,229.1,147.3,515.9,455.8,384.7,447.2,702.4,157.8,302.6,158.6,962.3,171.4,41.6,700.3,236.6,312.3,606.0,992.5,400.9,391.0,555.7,307.7,169.4,185.7,27.3,515.8,466.3,423.2,398.1,498.4,135.2,175.8,594.0,490.2,839.0,944.7,146.7,785.6,201.5,240.3,248.6,228.3,565.1,567.9,446.7,213.6,571.5,202.5,118.9,400.6,656.8,111.5,80.3,102.0,293.4,700.1,259.7,800.6,741.1,390.1,484.4,198.4,244.0,172.0,179.0,364.1,789.7,249.2,205.8,586.2,85.1,702.3,271.5,624.9,238.9,544.7,229.7,529.8,722.9,232.8,259.6,685.6,96.3,0.0,216.3,35.4,60.6,676.0,204.5,506.8,355.1,1858.2,907.5,57.6,767.6,241.8,68.2,484.5,237.6,296.8,206.9,825.4,614.3,435.2,120.0,226.3,675.4,80.6,355.2,132.8,125.9,353.7,221.1,164.9,707.0,675.0,320.6,812.7,337.2,589.1,254.8,244.0,208.5,360.6,47.1,642.9,394.6,186.2,765.9,191.8,394.1,712.2,249.8,441.4,161.6
PR,105.1,196.1,235.7,648.7,769.0,128.6,539.7,185.1,152.4,195.5,260.1,257.0,208.3,216.1,181.4,104.6,298.0,259.9,200.3,218.2,280.7,533.4,89.0,132.6,156.2,747.4,52.3,266.1,531.3,241.3,144.8,437.0,795.6,234.4,224.5,386.7,458.4,176.6,336.4,233.8,346.8,322.9,133.1,228.1,329.4,108.8,180.5,425.0,247.9,672.5,778.2,77.0,616.6,208.7,245.0,401.8,233.0,396.1,401.4,98.9,218.3,402.5,209.7,123.6,137.5,490.3,216.6,234.2,131.1,124.4,531.1,264.4,640.9,572.1,221.1,315.4,203.1,394.7,169.6,144.1,194.1,620.7,80.2,170.9,417.2,144.3,533.3,424.7,458.4,72.4,309.8,234.4,371.4,553.9,240.0,410.3,516.6,177.2,226.5,0.0,204.9,232.5,507.0,169.6,337.8,176.7,1689.2,738.5,256.7,601.1,249.0,256.7,105.0,242.3,304.0,9.3,656.4,445.3,145.1,208.1,233.5,506.4,171.4,186.2,130.4,123.5,192.5,186.2,323.9,538.0,506.0,153.1,643.7,169.7,420.1,74.2,75.0,361.7,196.9,267.8,473.9,225.6,193.4,596.9,154.1,154.3,553.2,217.4,272.4,64.6
PY,237.1,330.6,369.2,782.2,902.5,383.8,673.2,316.1,112.2,155.3,480.1,392.6,83.2,440.5,315.9,193.6,173.2,479.9,420.3,349.2,411.7,666.9,122.3,267.1,165.5,880.9,178.3,58.6,664.8,201.1,276.8,570.5,929.1,365.4,355.5,520.2,333.6,133.9,211.6,26.3,480.3,456.4,387.7,362.6,462.9,99.7,140.3,558.5,454.7,803.5,909.2,153.6,750.1,166.0,204.8,274.5,192.8,529.6,532.4,411.2,178.1,536.0,167.0,83.4,365.1,617.6,94.3,50.0,66.5,257.9,663.6,224.2,765.1,705.6,354.6,448.9,162.9,269.9,181.1,143.5,328.6,754.2,213.7,170.3,550.7,92.0,666.8,297.4,589.4,203.4,443.3,194.2,504.9,687.4,197.3,285.5,650.1,54.9,25.8,220.7,0.0,25.1,640.5,169.0,471.3,319.6,1822.7,872.0,49.2,732.1,206.3,67.2,451.8,202.1,261.3,213.8,789.9,578.8,399.7,85.8,190.8,639.9,56.0,319.7,140.9,132.8,321.0,185.6,163.9,671.5,639.5,285.1,777.2,301.7,553.6,219.3,208.5,234.4,325.1,64.1,607.4,359.1,150.7,730.4,156.3,358.6,684.2,219.5,405.9,168.5
QE,252.4,345.9,384.5,797.5,917.8,398.5,688.5,331.4,127.5,170.6,495.4,407.9,58.0,455.8,331.2,208.9,208.6,495.2,435.6,364.5,427.0,682.2,137.6,282.4,180.8,896.2,193.6,88.4,680.1,216.4,292.1,585.8,944.4,380.7,370.8,535.5,369.0,149.2,247.0,61.7,495.6,446.1,403.0,377.9,478.2,115.0,155.6,573.8,470.0,818.8,924.5,168.9,765.4,181.3,220.1,309.9,208.1,544.9,547.7,426.5,193.4,551.3,182.3,98.7,380.4,632.9,90.5,24.8,81.8,273.2,678.9,239.5,780.4,720.9,369.9,464.2,178.2,305.3,196.4,158.8,343.9,769.5,229.0,185.6,566.0,107.3,682.1,332.8,604.7,218.7,458.6,209.5,520.2,702.7,212.6,320.9,665.4,70.2,61.2,236.0,35.3,0.0,655.8,184.3,486.6,334.9,1838.0,887.3,84.6,747.4,221.6,91.1,467.1,217.4,276.6,229.1,805.2,594.1,415.0,82.0,206.1,655.2,71.3,335.0,156.2,148.1,336.3,200.9,175.3,686.8,654.8,300.4,792.5,317.0,568.9,234.6,223.8,269.8,340.4,82.9,622.7,374.4,166.0,745.7,171.6,373.9,699.5,234.8,421.2,183.8
QG,698.3,791.8,485.3,276.8,397.1,844.4,167.8,432.2,613.0,656.1,941.3,401.8,666.4,901.7,777.1,586.6,705.6,941.1,881.5,465.3,402.9,26.3,547.1,728.3,737.0,375.5,749.8,724.2,159.4,701.9,738.0,216.5,423.7,356.6,471.6,131.1,722.3,634.7,664.6,691.9,251.4,290.1,848.9,823.8,234.0,569.4,641.1,347.0,915.9,298.1,403.8,725.1,269.1,666.8,705.6,688.7,693.6,233.8,269.3,872.4,678.9,227.4,667.8,584.2,826.3,25.6,677.2,689.6,591.7,518.3,93.0,725.0,259.7,200.2,470.7,271.1,663.7,708.5,752.6,604.7,789.8,248.8,460.2,631.5,158.9,663.5,206.7,736.0,66.8,470.7,302.6,695.0,302.8,162.0,698.1,724.1,38.6,637.8,691.4,528.8,665.5,690.6,0.0,630.2,330.6,780.8,1532.3,366.6,714.8,251.1,707.1,717.3,913.0,702.9,762.1,535.7,308.9,118.9,860.9,668.7,691.6,192.0,623.6,435.8,712.4,704.3,782.2,646.8,784.5,146.1,113.5,746.3,296.2,762.9,182.1,566.2,504.7,673.0,786.3,728.4,137.6,475.2,651.5,225.0,617.5,819.8,43.6,680.7,415.1,740.0
QJ,126.7,220.2,310.2,723.2,843.5,272.8,614.2,257.1,112.8,155.9,369.7,333.6,166.2,330.1,205.5,134.6,329.8,369.5,309.9,290.2,352.7,607.9,63.3,156.7,263.0,821.9,275.8,224.0,605.8,201.7,166.4,511.5,870.1,306.4,296.5,461.2,490.2,134.5,368.2,191.7,421.3,371.8,277.3,252.2,403.9,69.2,140.9,499.5,344.3,744.5,850.2,251.1,691.1,166.6,205.4,431.1,193.4,470.6,473.4,300.8,178.7,477.0,167.6,84.0,254.7,558.6,177.0,189.4,91.5,198.9,604.6,224.8,706.1,646.6,295.6,389.9,163.5,426.5,278.6,29.3,218.2,695.2,154.7,56.1,491.7,189.5,607.8,454.0,530.4,144.4,384.3,194.8,445.9,628.4,197.9,442.1,591.1,137.6,191.2,160.2,165.3,190.4,581.5,0.0,412.3,209.2,1763.7,813.0,214.6,673.1,206.9,217.1,341.4,202.7,261.9,169.6,730.9,519.8,289.3,168.5,191.4,580.9,153.5,260.7,238.4,230.3,210.6,52.6,284.3,612.5,580.5,174.7,718.2,191.3,494.6,160.3,149.5,391.0,214.7,228.2,548.4,300.1,151.3,671.4,45.9,248.2,625.2,52.6,346.9,266.0
QX,456.3,549.8,243.3,581.1,777.6,602.4,472.1,190.2,371.0,414.1,699.3,159.8,424.4,659.7,535.1,344.6,463.6,699.1,639.5,223.3,160.9,465.8,305.1,486.3,495.0,756.0,507.8,482.2,463.7,459.9,496.0,369.4,786.2,114.6,229.6,319.1,480.3,392.7,422.6,449.9,279.2,21.9,606.9,581.8,261.8,327.4,399.1,357.4,673.9,602.4,842.0,483.1,549.0,424.8,463.6,446.7,451.6,328.5,331.3,630.4,436.9,334.9,425.8,342.2,584.3,416.5,435.2,447.6,349.7,276.3,462.5,483.0,564.0,504.5,228.7,247.8,421.7,466.5,510.6,362.7,547.8,553.1,218.2,389.5,349.6,421.5,465.7,494.0,388.3,228.7,28.5,453.0,303.8,486.3,456.1,482.1,449.0,395.8,449.4,284.3,423.5,448.6,439.4,388.2,0.0,538.8,1695.5,670.9,472.8,531.0,465.1,475.3,671.0,460.9,520.1,293.7,588.8,377.7,618.9,426.7,449.6,438.8,381.6,193.8,470.4,462.3,540.2,404.8,542.5,470.4,438.4,504.3,576.1,520.9,352.5,324.2,262.7,431.0,544.3,486.4,406.3,233.2,409.5,529.3,375.5,577.8,483.1,438.7,173.1,498.0
RB,119.7,163.7,450.8,863.8,984.1,64.1,754.8,397.7,253.4,296.5,160.4,465.9,306.8,116.4,149.0,275.2,470.4,160.2,106.8,430.8,493.3,748.5,203.9,121.5,403.6,962.5,416.4,364.6,746.4,342.3,159.4,652.1,1010.7,506.4,437.1,601.8,624.6,275.1,508.8,332.3,561.9,512.4,74.2,195.7,544.5,209.8,281.5,640.1,141.2,885.1,984.6,391.7,833.1,307.2,346.0,571.7,334.0,611.2,614.0,91.5,319.3,617.6,308.2,224.6,51.6,702.9,317.6,335.2,232.1,339.5,746.2,365.4,856.0,787.2,436.2,530.5,304.1,567.1,417.0,193.7,187.1,835.8,289.1,220.5,632.3,330.1,748.4,594.6,664.8,285.0,590.8,335.4,575.9,769.0,338.5,576.5,731.7,284.1,331.8,177.4,305.9,331.0,722.1,219.2,552.9,0.0,1904.3,953.6,362.6,813.7,347.5,357.7,129.3,343.3,402.5,190.4,871.5,660.4,80.0,309.1,332.0,721.5,292.4,401.3,377.8,370.9,132.4,235.8,424.9,753.1,721.1,109.7,858.8,160.2,635.2,300.9,290.1,531.6,139.3,368.8,689.0,440.7,291.9,812.0,153.2,38.9,758.3,264.5,487.5,406.6
RJ,1798.0,1891.5,1585.0,1262.0,1148.7,1944.1,1319.4,1531.9,1712.7,1755.8,2041.0,1501.5,1766.1,2001.4,1876.8,1686.3,1695.2,2040.8,1981.2,1565.0,1502.6,1444.8,1646.8,1828.0,1836.7,1127.1,1849.5,1823.9,1311.0,1801.6,1837.7,1547.5,1157.3,1456.3,1571.3,1458.2,1711.9,1734.4,1654.2,1791.6,1457.3,1389.8,1948.6,1923.5,1439.9,1669.1,1740.8,1535.5,2015.6,1188.8,1213.1,1824.8,1282.8,1766.5,1805.3,1678.3,1793.3,1506.6,1401.9,1972.1,1778.6,1513.0,1767.5,1683.9,1926.0,1395.5,1776.9,1789.3,1691.4,1618.0,1482.4,1824.7,1237.2,1274.8,1570.4,1425.9,1763.4,1698.1,1852.3,1704.4,1889.5,1248.1,1559.9,1731.2,1486.0,1763.2,1313.0,1725.6,1393.9,1570.4,1402.3,1794.7,1481.9,1333.6,1797.8,1713.7,1428.0,1737.5,1786.1,1626.0,1765.2,1790.3,1418.4,1729.9,1430.3,1880.5,0.0,1166.2,1814.5,1262.3,1806.8,1817.0,2012.7,1802.6,1861.8,1635.4,1204.5,1446.0,1960.6,1768.4,1791.3,1286.1,1723.3,1535.5,1812.1,1804.0,1881.9,1746.5,1884.2,1317.7,1285.7,1846.0,1217.2,1862.6,1509.2,1665.9,1604.4,1662.6,1886.0,1828.1,1464.7,1574.9,1751.2,1271.9,1717.2,1919.5,1462.1,1780.4,1514.8,1839.7
RY,770.5,864.0,557.5,117.5,292.8,916.6,251.9,504.4,685.2,728.3,1013.5,471.9,738.6,969.5,849.3,658.8,777.8,1013.8,953.7,537.5,475.1,403.8,619.3,800.5,809.2,271.2,822.0,796.4,243.5,774.1,810.2,520.0,319.4,488.2,543.8,417.2,794.5,706.9,736.8,764.1,429.8,362.3,921.1,896.0,412.4,641.6,713.3,508.0,988.1,44.3,299.5,797.3,138.3,739.0,777.8,760.9,765.8,479.1,374.4,944.6,751.1,485.5,740.0,656.4,898.5,354.5,749.4,761.8,663.9,590.5,442.4,797.2,83.4,162.2,542.9,398.4,735.9,780.7,822.6,676.9,862.0,103.6,532.4,703.7,445.0,735.7,268.6,808.2,352.9,542.9,440.7,767.2,443.8,274.6,770.3,796.3,387.0,715.9,763.6,601.0,737.7,762.8,377.4,702.4,402.8,853.0,1364.4,0.0,794.4,117.8,779.3,789.5,985.2,775.1,834.3,607.9,60.0,405.0,933.1,740.9,763.8,255.5,704.2,508.0,784.6,776.5,851.6,719.0,856.7,258.7,244.7,818.5,72.7,835.1,468.2,638.4,576.9,745.2,858.5,800.6,423.7,547.4,723.7,127.4,689.7,892.0,421.1,752.9,487.3,812.2
RZ,281.5,375.0,413.6,826.6,946.9,433.7,723.1,360.5,162.1,205.2,530.0,434.9,101.3,480.5,360.3,238.0,203.1,524.3,464.7,393.6,456.1,711.3,166.7,317.0,209.9,930.8,222.7,68.5,709.2,245.5,321.2,614.9,973.5,469.2,399.9,570.1,369.0,178.3,241.5,18.9,524.7,480.7,432.1,407.0,507.3,144.1,184.7,602.9,499.1,847.9,953.6,198.0,795.9,210.4,249.2,304.4,237.2,574.0,576.8,455.6,222.5,580.4,211.4,127.8,409.5,665.7,61.2,89.2,110.9,302.3,714.5,268.6,818.8,750.0,399.0,493.3,207.3,299.8,228.8,187.9,373.0,798.6,258.1,214.7,595.1,136.4,711.2,327.3,633.8,253.3,553.6,238.6,538.7,731.8,241.7,320.9,700.0,94.7,61.2,265.1,44.3,69.5,684.9,213.4,515.7,357.8,1867.1,921.9,0.0,776.5,250.7,18.0,493.4,246.5,305.7,258.2,834.3,623.2,444.1,69.7,235.2,684.3,104.9,364.1,184.1,177.2,362.6,235.5,114.6,715.9,683.9,329.5,821.6,346.1,598.0,263.7,252.9,264.3,369.5,74.0,657.3,403.5,200.6,774.8,200.7,403.0,721.1,258.7,450.3,212.9
