from_stop,AF,AP,AV,BC,BE,BF,BH,BK,BM,BP,BV,BY,BZ,CC,CE,CG,CI,CJ,CR,CT,CU,CZ,DA,DE,DK,DO,DS,DW,EC,EI,EP,EQ,ES,EW,EZ,FA,FE,FH,FI,FJ,FO,FW,FZ,GA,GC,GN,GR,GW,HF,HG,HH,HT,IF,II,IL,IR,IS,IT,IV,IY,IZ,JC,JH,KJ,KS,KU,KV,KW,LE,LN,LT,LU,MC,MH,MI,MJ,MK,MM,MO,MR,NA,NF,NL,NN,NP,NU,NX,OE,OJ,OT,OW,PP,QE,QH,QJ,QR,QV,QW,RE,RJ,RZ,SJ,SM,SN,ST,SU,TF,TG,TH,TN,TO,TP,TQ,TR,TS,TV,TW,UH,UJ,UQ,US,UT,UX,VG,VI,VM,VR,VS,VW,VZ,WD,WI,WK,WL,WM,WX,XE,XF,XL,XP,XS,XX,YC,YH,YL,YM,YP,YW,ZA,ZH,ZJ,ZK,ZP
NF,91.4,259.5,1070.2,1216.0,825.1,231.5,261.9,448.5,1115.4,262.2,366.9,965.8,334.0,461.7,793.2,90.2,305.8,123.7,453.9,854.4,297.3,967.9,826.5,907.5,1121.8,1128.6,487.0,346.9,500.9,19.3,1028.9,217.4,829.2,469.0,199.1,487.4,136.2,769.7,422.9,337.7,921.2,507.9,67.9,493.0,303.4,60.4,433.1,943.0,466.4,389.6,1216.2,285.7,272.9,308.9,918.0,466.4,43.1,818.2,934.1,396.9,81.1,334.0,490.9,375.1,356.5,1086.1,83.5,119.6,274.2,262.0,9.6,919.6,383.7,267.4,1420.0,1086.0,270.3,204.0,77.6,321.8,958.9,0.0,829.8,1192.2,781.7,345.3,390.8,947.8,325.4,489.6,779.3,839.9,448.7,528.9,189.6,336.7,481.4,815.0,476.6,401.6,27.4,1098.8,908.5,1170.1,750.1,277.0,940.7,855.2,1330.9,537.4,481.1,913.9,106.8,1141.1,867.5,871.8,538.5,1042.6,878.6,366.9,510.9,1031.8,402.9,257.8,955.8,91.1,331.0,214.2,1185.9,1157.9,242.5,1128.3,231.5,83.0,858.1,307.4,429.5,832.2,45.0,805.6,811.7,341.3,382.5,478.9,249.1,1185.6,500.0,486.8,866.4,873.1,255.2,325.0,37.9
NL,809.8,965.7,565.8,627.8,210.6,832.1,786.8,603.3,527.2,984.0,891.8,377.6,931.4,565.4,183.5,910.2,828.9,734.4,810.5,49.7,822.2,283.7,66.9,319.3,533.6,680.4,518.5,882.8,540.0,800.2,630.2,939.2,130.4,592.9,920.9,591.1,956.2,127.6,486.4,862.6,152.2,611.6,783.8,607.4,839.3,830.0,789.7,157.6,823.0,801.7,628.0,991.4,828.5,908.5,371.5,823.0,863.1,91.0,249.9,809.0,820.1,931.4,594.6,859.3,768.6,497.9,768.2,939.6,886.3,862.6,829.6,235.4,894.4,989.2,1200.5,497.8,943.7,925.8,903.4,846.7,274.7,819.9,0.0,1051.2,193.5,881.2,685.9,162.4,861.3,846.2,177.0,135.0,450.8,564.4,911.4,872.6,585.1,130.8,535.7,860.7,847.4,659.9,218.8,581.9,161.9,931.2,256.5,69.8,1189.9,596.5,512.6,224.2,898.5,552.9,107.4,131.8,568.7,607.6,96.3,891.8,867.5,546.6,815.0,742.2,251.8,868.1,880.2,936.0,597.7,569.7,843.1,540.1,832.1,903.0,72.7,791.8,596.0,204.8,767.1,14.1,223.5,881.8,794.6,835.5,922.5,597.4,510.9,590.5,81.0,115.7,1002.7,809.4,818.8
NN,1167.7,1286.1,807.0,819.4,985.6,1250.9,1376.9,1156.0,1024.0,1299.6,1481.9,1164.1,1353.4,1113.1,991.5,1257.4,1419.0,1119.9,959.2,1052.7,1412.3,1166.2,1024.8,1105.8,1058.7,835.1,1018.2,1373.5,1015.7,1147.4,946.7,1254.8,1027.5,1140.6,1236.5,1138.8,1303.4,968.0,1034.1,1452.7,1114.6,1159.3,1139.8,1155.1,1330.0,1177.2,938.4,1106.3,971.7,1391.8,795.4,1323.1,1418.6,1335.5,914.0,971.7,1210.3,1016.5,1132.4,1342.3,1185.6,1353.4,1142.3,1394.3,1358.7,999.2,1153.7,1286.8,1300.8,1281.4,1176.8,1117.9,1410.3,1304.8,510.7,1028.0,1266.5,1241.4,1244.8,1436.8,1157.2,1167.1,1028.1,0.0,971.5,1371.9,834.6,1134.9,1352.0,1000.2,1030.9,1029.7,1047.9,1043.7,1227.0,1363.3,1132.8,1013.3,991.4,1395.7,1194.6,864.5,1050.4,891.0,1001.7,1303.6,1139.0,1053.5,180.3,1052.2,1036.1,1055.8,1220.5,1083.1,1060.6,1065.2,1053.3,859.0,1068.4,1481.9,1016.2,949.6,1405.1,1277.2,1034.0,1215.6,1357.6,1251.6,1016.6,869.4,1261.9,894.4,1250.9,1250.2,1056.4,1326.8,1143.7,992.7,1114.3,1003.9,1010.0,1471.9,1384.7,984.2,1245.3,986.9,1014.8,1138.2,1064.7,1071.4,1292.6,1344.4,1166.0
NP,793.6,1124.5,552.1,476.8,85.9,990.9,945.6,587.1,376.2,1066.0,1050.6,300.4,1090.2,549.2,216.7,894.0,987.7,718.2,870.1,233.0,981.0,442.5,225.7,242.1,382.6,529.4,502.3,1041.6,523.8,784.0,479.2,1021.2,72.5,576.7,1002.9,574.9,940.0,188.7,470.2,1021.4,295.0,595.4,767.6,591.2,998.1,813.8,849.3,300.4,882.6,960.5,477.0,1150.2,987.3,1067.3,220.5,882.6,846.9,274.3,408.7,967.8,803.9,1090.2,578.4,1018.1,927.4,346.9,752.0,923.4,1045.1,1021.4,813.4,394.2,1053.2,1071.2,1142.5,346.8,1005.0,1007.8,881.4,1005.5,433.5,803.7,183.2,1035.0,0.0,1040.0,745.5,292.6,1020.1,905.8,128.8,58.1,434.6,548.2,993.4,1031.4,568.9,289.6,519.5,1019.5,831.2,508.9,365.9,430.9,99.6,1090.0,415.3,212.6,1173.7,580.3,496.4,360.3,910.6,401.9,85.7,274.6,552.5,456.6,96.8,1050.6,927.1,395.6,973.8,901.0,315.6,851.9,1039.0,1018.0,446.7,418.7,1001.9,389.1,990.9,886.8,199.1,950.6,579.8,93.0,750.9,172.9,146.3,1040.6,953.4,895.1,983.8,446.4,494.7,574.3,207.4,152.9,1059.0,968.2,802.6
NU,472.6,206.9,1107.7,1253.7,1105.6,356.4,386.8,803.7,1143.7,279.6,491.8,1246.3,458.9,765.8,1028.9,440.6,113.8,439.8,630.3,987.8,422.2,1094.3,959.9,1188.0,1183.5,1166.1,670.9,1.6,668.4,419.4,1066.4,249.4,1049.2,793.3,231.1,791.5,486.6,973.0,686.8,462.6,950.7,812.0,468.0,807.8,62.3,441.6,609.5,996.8,642.8,384.8,1207.6,232.6,397.8,71.0,1085.5,642.8,393.5,1015.5,1060.5,392.1,462.3,458.9,795.0,280.2,351.7,1118.9,483.6,470.0,94.6,386.9,390.8,1046.0,288.8,284.8,1518.6,1147.7,236.0,236.0,345.0,446.7,1085.3,400.0,963.2,1359.7,1062.2,0.0,567.2,983.6,30.3,666.0,1059.8,1053.8,700.6,696.4,221.6,19.0,785.5,941.4,644.1,306.7,408.6,1136.3,938.0,1146.7,1030.6,114.9,1067.1,988.6,1498.4,704.9,688.8,943.4,340.1,1202.8,1026.2,901.3,706.0,1080.1,1015.1,491.8,687.3,1069.3,398.1,348.0,985.3,472.3,42.7,224.2,1136.3,1327.9,367.4,1156.6,356.4,433.4,991.5,325.5,796.4,1112.7,445.1,939.0,1092.2,466.2,377.7,655.3,256.1,1259.7,667.5,790.9,999.8,1034.5,243.9,287.5,438.0
NX,399.7,520.2,923.2,940.3,711.2,485.0,515.4,348.3,839.7,533.7,620.4,851.9,587.5,310.4,679.3,481.8,566.5,344.3,136.3,740.5,550.8,854.0,712.6,793.6,846.1,992.9,215.5,607.6,213.0,371.8,881.9,488.9,715.3,337.9,470.6,336.1,527.8,655.8,231.4,591.2,840.4,356.6,364.2,352.4,564.1,401.6,115.5,829.1,148.8,643.1,940.5,557.2,526.4,569.6,639.8,148.8,434.7,704.3,820.2,650.4,410.0,587.5,339.6,628.4,610.0,810.4,378.1,511.2,534.9,515.5,401.2,805.7,644.4,538.9,1141.8,810.3,500.6,475.5,469.2,575.3,845.0,391.5,715.9,914.0,667.8,606.0,0.0,860.7,586.1,172.0,665.4,726.0,245.2,241.0,461.1,597.4,330.1,701.1,188.7,629.8,419.0,972.4,776.2,894.4,636.2,537.7,826.8,741.3,1052.7,249.5,233.4,781.6,461.2,865.4,753.6,791.0,250.6,920.1,764.7,620.4,193.3,859.1,656.4,511.3,759.8,440.0,591.7,485.7,910.2,882.2,496.0,852.6,485.0,474.6,744.2,560.9,341.0,718.3,338.7,691.7,697.8,594.8,636.0,161.3,479.4,909.9,212.1,335.5,752.5,759.2,526.7,578.5,390.4
OE,885.0,1007.1,582.0,722.9,304.5,873.5,828.2,678.5,622.3,1025.4,933.2,476.1,972.8,640.6,258.7,1017.7,870.3,809.6,885.7,204.1,863.6,393.6,189.7,417.8,628.7,640.4,593.7,924.2,615.2,875.4,540.7,980.6,224.3,668.1,962.3,666.3,1063.7,202.8,561.6,904.0,154.9,686.8,859.0,682.6,880.7,905.2,864.9,160.3,898.2,843.1,723.1,1032.8,869.9,949.9,466.6,898.2,970.6,245.3,359.8,850.4,895.3,972.8,669.8,900.7,810.0,593.0,843.4,1047.1,927.7,904.0,904.8,345.3,935.8,1030.6,1175.4,592.9,985.1,967.2,944.8,888.1,384.6,895.1,154.3,1126.4,288.6,922.6,761.1,0.0,902.7,921.4,289.6,228.9,526.0,639.6,952.8,914.0,660.3,240.7,610.9,902.1,922.6,610.6,166.8,677.0,260.4,972.6,366.4,139.3,1213.3,671.7,587.8,172.2,939.9,648.0,201.3,132.0,643.9,554.4,190.2,933.2,942.7,543.6,856.4,783.6,215.9,943.3,921.6,977.4,692.8,664.8,884.5,635.2,873.5,1010.5,131.9,833.2,671.2,298.7,842.3,144.0,322.0,923.2,836.0,910.7,963.9,692.5,586.1,665.7,123.6,209.6,1044.1,850.8,894.0
OJ,442.2,176.5,1077.3,1223.3,1075.2,326.0,356.4,773.3,1113.3,249.2,461.4,1215.9,428.5,735.4,998.5,410.2,83.4,409.4,599.9,957.4,391.8,1063.9,929.5,1157.6,1153.1,1135.7,640.5,21.4,638.0,389.0,1036.0,219.0,1018.8,762.9,200.7,761.1,456.2,942.6,656.4,432.2,920.3,781.6,437.6,777.4,31.9,411.2,579.1,966.4,612.4,354.4,1177.2,202.2,367.4,40.6,1055.1,612.4,363.1,985.1,1030.1,361.7,431.9,428.5,764.6,249.8,321.3,1088.5,453.2,439.6,64.2,356.5,360.4,1015.6,258.4,254.4,1488.2,1117.3,205.6,205.6,314.6,416.3,1054.9,369.6,932.8,1329.3,1031.8,19.8,536.8,953.2,0.0,635.6,1029.4,1023.4,670.2,666.0,191.2,11.3,755.1,911.0,613.7,276.3,378.2,1105.9,907.6,1116.3,1000.2,84.5,1036.7,958.2,1468.0,674.5,658.4,913.0,309.7,1172.4,995.8,870.9,675.6,1049.7,984.7,461.4,656.9,1038.9,367.7,317.6,954.9,441.9,12.3,193.8,1105.9,1297.5,337.0,1126.2,326.0,403.0,961.1,295.1,766.0,1082.3,414.7,908.6,1061.8,435.8,347.3,624.9,225.7,1229.3,637.1,760.5,969.4,1004.1,213.5,257.1,407.6
OT,669.6,757.3,949.6,966.7,737.6,868.3,824.5,379.7,866.1,770.8,923.3,880.9,966.5,336.8,705.7,761.8,864.0,583.8,70.1,766.9,857.3,880.4,739.0,820.0,867.4,1019.3,241.9,917.9,239.4,649.6,908.3,726.0,741.7,357.4,707.7,362.5,805.6,682.2,257.8,897.7,866.8,383.0,633.2,378.8,874.4,679.4,121.8,855.5,65.2,836.8,966.9,794.3,863.6,809.3,666.2,62.6,712.5,730.7,846.6,844.1,669.5,966.5,366.0,894.4,803.7,836.8,617.6,789.0,772.0,897.7,679.0,832.1,929.5,776.0,1168.2,836.7,737.7,712.6,747.0,881.8,874.0,669.3,742.3,940.4,694.2,916.3,290.9,887.1,896.4,0.0,691.8,752.4,274.2,267.4,698.2,907.7,356.5,727.5,215.1,895.8,697.3,998.8,802.6,920.8,662.6,774.8,853.2,767.7,1079.1,275.9,259.8,808.0,774.3,891.8,785.9,817.4,277.0,946.5,791.1,923.3,82.9,885.5,850.1,777.3,786.2,720.1,915.3,722.8,936.6,908.6,878.2,879.0,868.3,752.4,770.6,826.9,370.0,744.7,616.5,718.1,724.2,916.9,830.8,8.0,716.5,936.3,238.5,361.9,778.9,785.6,763.8,844.5,668.2
OW,787.5,1109.6,606.3,531.0,140.1,976.0,930.7,581.0,430.4,1059.9,1035.7,345.5,1075.3,543.1,257.1,887.9,972.8,712.1,788.2,220.2,966.1,427.6,201.2,287.2,436.8,583.6,496.2,1026.7,517.7,777.9,533.4,1015.1,144.2,570.6,996.8,568.8,933.9,171.6,464.1,1006.5,340.0,589.3,761.5,585.1,983.2,807.7,767.4,345.4,800.7,945.6,531.2,1135.3,972.4,1052.4,274.7,800.7,840.8,178.9,393.8,952.9,797.8,1075.3,572.3,1003.2,912.5,401.1,745.9,917.3,1030.2,1006.5,807.3,379.3,1038.3,1065.1,1196.7,401.0,1087.6,1001.7,875.3,990.6,418.6,797.6,197.9,1028.9,96.7,1025.1,663.6,350.2,1005.2,823.9,0.0,154.9,428.5,542.1,987.3,1016.5,562.8,274.7,513.4,1004.6,825.1,563.1,434.1,485.1,25.9,1075.1,400.4,257.6,1167.6,574.2,490.3,428.5,904.5,456.1,182.5,319.6,546.4,510.8,193.6,1035.7,845.2,449.8,958.9,886.1,383.8,845.8,1024.1,1011.9,500.9,472.9,987.0,443.3,976.0,880.7,244.1,935.7,573.7,147.2,744.8,212.1,191.4,1025.7,938.5,813.2,1066.4,500.6,488.6,568.2,252.4,188.1,1052.9,953.3,796.5
PP,853.3,1066.3,611.8,536.5,75.5,932.7,887.4,646.8,435.9,1084.6,992.4,360.1,1032.0,608.9,284.1,953.7,929.5,777.9,929.8,174.8,922.8,384.3,167.5,301.8,442.3,589.1,562.0,983.4,583.5,843.7,538.9,1039.8,79.6,636.4,1021.5,634.6,999.7,228.2,529.9,963.2,236.8,655.1,827.3,650.9,939.9,873.5,909.0,242.2,942.3,902.3,536.7,1092.0,929.1,1009.1,280.2,942.3,906.6,216.1,350.5,909.6,863.6,1032.0,638.1,959.9,869.2,406.6,811.7,983.1,986.9,963.2,873.1,336.0,995.0,1089.8,1177.2,406.5,1044.3,1026.4,1004.0,947.3,375.3,863.4,125.0,1089.6,59.6,981.8,805.2,232.1,961.9,965.5,188.5,0.0,494.3,607.9,1012.0,973.2,628.6,231.4,579.2,961.3,890.9,568.6,305.4,490.6,159.3,1031.8,357.1,154.4,1215.1,640.0,556.1,299.8,999.1,461.6,27.5,216.4,612.2,516.3,38.6,992.4,986.8,455.3,915.6,842.8,255.1,911.6,980.8,1036.6,506.4,478.4,943.7,448.8,932.7,946.5,140.9,892.4,639.5,69.7,810.6,114.7,206.0,982.4,895.2,954.8,1023.1,506.1,554.4,634.0,149.2,103.3,1103.3,910.0,862.3
QE,436.9,667.9,939.5,864.2,473.3,644.9,599.6,152.4,763.6,709.3,704.6,614.0,744.2,114.5,441.4,537.3,641.7,361.5,359.6,502.6,635.0,616.1,474.7,555.7,770.0,916.8,67.6,695.6,89.1,427.3,866.6,664.5,477.4,142.0,646.2,140.2,583.3,417.9,35.5,675.4,569.4,160.7,410.9,156.5,652.1,457.1,338.8,591.2,372.1,614.5,864.4,732.8,641.3,721.3,681.8,372.1,490.2,466.4,582.3,621.8,447.2,744.2,143.7,672.1,581.4,734.3,395.3,566.7,699.1,675.4,456.7,567.8,707.2,714.5,1183.8,734.2,648.3,651.1,524.7,659.5,607.1,447.0,478.0,956.0,429.9,694.0,235.0,596.0,674.1,400.6,427.5,488.1,0.0,113.5,636.7,685.4,134.2,463.2,84.8,673.5,474.5,896.3,556.7,818.3,398.3,685.4,588.9,503.4,1094.7,145.6,61.7,562.1,552.0,789.3,519.0,520.0,175.5,844.0,526.8,704.6,416.6,783.0,627.8,555.0,604.0,495.2,693.0,661.3,834.1,806.1,655.9,776.5,644.9,530.1,506.3,604.6,145.1,480.4,394.2,453.8,459.9,694.6,608.5,384.6,627.1,833.8,60.0,139.6,514.6,521.3,702.3,622.2,445.9
QH,489.5,720.5,976.9,966.2,575.3,697.5,652.2,205.0,865.6,761.9,757.2,716.0,796.8,167.1,543.4,589.9,694.3,414.1,371.3,604.6,687.6,718.1,576.7,657.7,872.0,1018.8,61.6,748.2,82.8,479.9,968.6,717.1,579.4,194.6,698.8,192.8,635.9,519.9,88.1,728.0,671.4,213.3,463.5,209.1,704.7,509.7,350.5,693.2,383.8,667.1,966.4,785.4,693.9,773.9,693.5,383.8,542.8,568.4,684.3,674.4,499.8,796.8,196.3,724.7,634.0,836.3,447.9,619.3,751.7,728.0,509.3,669.8,759.8,767.1,1195.5,836.2,700.9,703.7,577.3,712.1,709.1,499.6,580.0,967.7,531.9,746.6,246.7,698.0,726.7,407.0,529.5,590.1,101.9,0.0,689.3,738.0,186.8,565.2,48.5,726.1,527.1,998.3,658.7,920.3,500.3,738.0,690.9,605.4,1106.4,65.8,90.1,664.1,606.5,891.3,617.7,622.0,187.2,946.0,628.8,757.2,428.3,885.0,680.4,607.6,706.0,547.8,745.6,713.9,936.1,908.1,708.5,878.5,697.5,582.7,608.3,657.2,197.7,582.4,446.8,555.8,561.9,747.2,660.0,396.3,679.7,935.8,46.5,192.2,616.6,623.3,754.9,674.8,498.5
QJ,290.8,88.3,1091.6,1237.6,974.1,192.6,223.0,592.5,1127.6,88.2,328.0,1114.8,295.1,610.7,942.2,258.8,176.0,276.0,528.0,971.7,258.4,1116.9,943.8,1056.5,1193.3,1150.0,577.5,217.1,575.0,237.6,1050.3,43.4,978.2,624.9,9.4,636.4,304.8,918.7,571.9,298.8,934.6,656.9,286.2,642.0,173.6,259.8,507.2,980.7,540.5,350.7,1191.5,96.0,234.0,179.1,992.1,540.5,211.7,967.2,1083.1,358.0,280.5,295.1,639.9,245.3,317.6,1102.8,301.8,288.2,144.4,223.1,209.0,1068.6,253.9,93.4,1489.3,1162.6,114.8,30.0,181.2,282.9,1107.9,218.2,947.1,1266.3,930.7,215.5,464.9,967.5,195.6,569.0,928.3,988.9,597.7,603.0,0.0,206.9,630.4,964.0,550.7,271.8,226.8,1120.2,921.9,1130.6,899.1,147.2,1089.7,972.5,1405.0,611.5,595.4,927.3,176.3,1217.7,1006.8,885.2,612.6,1064.0,999.0,328.0,585.0,1053.2,364.0,218.9,969.2,290.5,201.2,24.5,1120.2,1234.5,203.6,1140.5,192.6,251.6,975.4,268.5,578.5,981.2,263.3,922.9,960.7,302.4,344.7,553.0,99.3,1262.2,574.1,635.8,983.7,1018.4,78.5,252.6,256.2
QR,453.5,187.8,1088.6,1234.6,1086.5,337.3,367.7,784.6,1124.6,260.5,472.7,1227.2,439.8,746.7,1009.8,421.5,94.7,420.7,611.2,968.7,403.1,1075.2,940.8,1168.9,1164.4,1147.0,651.8,10.1,649.3,400.3,1047.3,230.3,1030.1,774.2,212.0,772.4,467.5,953.9,667.7,443.5,931.6,792.9,448.9,788.7,43.2,422.5,590.4,977.7,623.7,365.7,1188.5,213.5,378.7,51.9,1066.4,623.7,374.4,996.4,1041.4,373.0,443.2,439.8,775.9,261.1,332.6,1099.8,464.5,450.9,75.5,367.8,371.7,1026.9,269.7,265.7,1499.5,1128.6,216.9,216.9,325.9,427.6,1066.2,380.9,944.1,1340.6,1043.1,8.5,548.1,964.5,11.3,646.9,1040.7,1034.7,681.5,677.3,202.5,0.0,766.4,922.3,625.0,287.6,389.5,1117.2,918.9,1127.6,1011.5,95.8,1048.0,969.5,1479.3,685.8,669.7,924.3,321.0,1183.7,1007.1,882.2,686.9,1061.0,996.0,472.7,668.2,1050.2,379.0,328.9,966.2,453.2,23.6,205.1,1117.2,1308.8,348.3,1137.5,337.3,414.3,972.4,306.4,777.3,1093.6,426.0,919.9,1073.1,447.1,358.6,636.2,237.0,1240.6,648.4,771.8,980.7,1015.4,224.8,268.4,418.9
QV,452.2,683.2,1076.4,1001.1,610.2,660.2,614.9,86.0,900.5,724.6,719.9,750.9,759.5,48.1,578.3,552.6,657.0,376.8,467.1,639.5,650.3,753.0,611.6,692.6,906.9,1053.7,175.1,710.9,196.6,442.6,1003.5,679.8,614.3,75.6,661.5,76.8,598.6,554.8,111.0,690.7,706.3,97.3,426.2,22.3,667.4,472.4,446.3,728.1,479.6,629.8,1001.3,748.1,656.6,736.6,789.3,479.6,505.5,603.3,719.2,637.1,462.5,759.5,80.3,687.4,596.7,871.2,410.6,582.0,714.4,690.7,472.0,704.7,722.5,729.8,1291.3,871.1,663.6,666.4,540.0,674.8,744.0,462.3,614.9,1063.5,566.8,709.3,342.5,732.9,689.4,502.8,564.4,625.0,136.8,221.0,652.0,700.7,0.0,600.1,192.3,688.8,489.8,1033.2,693.6,955.2,535.2,700.7,725.8,640.3,1202.2,253.1,169.2,699.0,569.2,926.2,652.6,656.9,283.0,980.9,663.7,719.9,524.1,919.9,643.1,570.3,740.9,510.5,708.3,676.6,971.0,943.0,671.2,913.4,660.2,545.4,643.2,619.9,84.4,617.3,409.5,590.7,596.8,709.9,622.7,492.1,642.4,970.7,167.5,5.3,651.5,658.2,717.6,637.5,461.2
QW,924.1,997.5,597.6,749.4,358.5,863.9,818.6,701.6,648.8,1015.8,923.6,499.2,963.2,663.7,281.8,1008.1,860.7,848.7,908.8,240.7,854.0,152.8,212.8,440.9,655.2,656.0,616.8,914.6,638.3,914.5,556.3,971.0,302.1,691.2,952.7,689.4,1054.1,225.9,584.7,894.4,268.8,709.9,898.1,705.7,871.1,944.3,888.0,329.3,921.3,833.5,697.5,1023.2,860.3,940.3,493.1,921.3,961.0,268.4,119.0,840.8,934.4,963.2,692.9,891.1,800.4,619.5,882.5,1037.5,918.1,894.4,958.3,104.5,926.2,1021.0,1285.5,619.4,975.5,957.6,935.2,878.5,143.8,967.5,216.1,1191.6,315.1,913.0,784.2,311.0,893.1,944.5,312.7,306.7,549.1,662.7,943.2,904.4,683.4,0.0,634.0,892.5,976.1,626.2,256.1,636.6,283.5,963.0,125.6,241.5,1330.3,694.8,610.9,261.5,930.3,674.5,279.1,219.4,667.0,570.0,268.0,923.6,965.8,559.2,846.8,774.0,303.4,982.4,912.0,967.8,626.2,691.3,874.9,661.7,863.9,1000.9,244.4,823.6,694.3,365.6,881.4,191.9,345.1,913.6,826.4,933.8,954.3,719.0,609.2,688.8,252.7,287.4,1034.5,841.2,933.1
RE,472.0,703.0,928.3,945.4,557.8,680.0,634.7,187.5,844.8,744.4,739.7,698.5,779.3,149.6,525.9,572.4,676.8,396.6,322.7,587.1,670.1,700.6,559.2,640.2,851.2,998.0,54.7,730.7,34.2,462.4,887.0,699.6,561.9,177.1,681.3,175.3,618.4,502.4,70.6,710.5,653.9,195.8,446.0,191.6,687.2,492.2,301.9,675.7,335.2,649.6,945.6,767.9,676.4,756.4,644.9,335.2,525.3,550.9,666.8,656.9,482.3,779.3,178.8,707.2,616.5,815.5,430.4,601.8,734.2,710.5,491.8,652.3,742.3,749.6,1146.9,815.4,683.4,686.2,559.8,694.6,691.6,482.1,562.5,919.1,514.4,729.1,198.1,680.5,709.2,358.4,512.0,572.6,84.4,52.2,671.8,720.5,169.3,547.7,0.0,708.6,509.6,977.5,641.2,899.5,482.8,720.5,673.4,587.9,1057.8,60.7,72.6,646.6,589.0,870.5,600.2,604.5,138.6,925.2,611.3,739.7,379.7,864.2,662.9,590.1,688.5,530.3,728.1,696.4,915.3,887.3,691.0,857.7,680.0,565.2,590.8,639.7,180.2,564.9,429.3,538.3,544.4,729.7,642.5,347.7,662.2,915.0,51.3,174.7,599.1,605.8,737.4,657.3,481.0
RJ,471.7,196.5,1042.6,1188.6,1040.5,293.9,248.6,760.4,1078.6,269.2,353.6,1181.2,393.2,773.6,963.8,439.7,243.6,438.9,723.9,922.7,284.0,1029.2,894.8,1122.9,1118.4,1101.0,764.5,274.7,762.0,418.5,1001.3,248.5,984.1,780.9,228.9,799.3,485.7,907.9,780.4,324.4,885.6,819.8,467.1,804.9,225.9,440.7,703.1,931.7,736.4,301.7,1142.5,222.2,290.3,223.6,1179.1,736.4,392.6,950.4,995.4,309.0,461.4,393.2,802.8,64.1,268.6,1053.8,482.7,469.1,188.9,324.4,389.9,980.9,59.5,274.4,1440.3,1082.6,225.6,235.1,344.1,308.5,1020.2,399.1,898.1,1333.3,997.1,273.1,660.8,918.5,253.2,759.6,994.7,988.7,794.2,790.0,220.7,264.5,793.3,876.3,737.7,0.0,407.7,1071.2,872.9,1081.6,965.5,191.7,1002.0,923.5,1458.8,798.5,782.4,878.3,339.2,1137.7,961.1,836.2,799.6,1015.0,950.0,353.6,780.9,1004.2,315.0,128.0,920.2,471.4,245.7,213.8,1071.2,1238.6,304.9,1091.5,293.9,432.5,926.4,105.8,741.4,1047.6,444.2,873.9,1027.1,343.6,294.6,748.9,245.7,1194.6,761.1,798.7,934.7,969.4,233.5,49.8,437.1
RZ,75.5,288.1,1097.7,1243.5,857.7,261.2,290.5,471.0,1148.0,290.8,391.9,993.3,362.6,489.2,820.7,121.0,334.4,134.2,482.5,881.9,331.0,995.4,854.0,935.0,1149.3,1156.1,514.5,375.5,529.5,46.8,1056.4,246.0,856.7,503.4,227.7,514.9,164.8,802.3,450.4,366.3,948.7,535.4,100.5,520.5,332.0,32.9,461.7,970.5,500.1,418.2,1243.7,314.3,301.5,337.5,946.6,495.0,71.7,850.8,961.6,425.5,53.6,362.6,518.4,403.7,385.1,1113.6,94.0,148.2,302.8,290.6,17.7,947.1,412.3,296.0,1448.6,1113.5,304.0,232.6,106.2,350.4,986.4,27.4,857.3,1225.9,809.2,373.9,419.4,975.3,354.0,523.5,806.8,867.4,481.3,557.5,218.2,365.3,508.9,842.5,505.2,430.2,0.0,1126.3,936.0,1197.6,777.6,305.6,968.2,882.7,1359.5,566.0,508.6,941.4,133.5,1168.6,903.4,899.3,572.2,1070.1,906.1,391.9,539.5,1059.3,431.5,286.4,988.4,58.5,359.6,242.8,1213.4,1185.4,271.1,1155.8,261.2,111.6,885.6,336.0,457.0,859.7,72.5,833.1,839.2,369.9,412.2,512.6,277.7,1213.1,528.6,514.3,893.9,900.6,283.8,353.6,65.4
SJ,1087.5,1145.2,69.8,221.6,433.0,1011.6,966.3,940.5,225.2,1211.8,1071.3,649.9,1110.9,902.6,640.2,1155.8,1008.4,996.4,871.4,599.1,1001.7,705.6,571.2,591.6,247.0,76.2,807.7,1062.3,805.2,1059.6,214.7,1167.0,491.5,930.1,1148.7,928.3,1201.8,584.3,823.6,1042.1,562.0,948.8,1052.0,944.6,1018.8,1089.4,850.6,608.1,883.9,981.2,92.2,1170.9,1008.0,1088.0,330.7,883.9,1108.7,626.8,671.8,988.5,1097.8,1110.9,931.8,1038.8,948.1,200.4,1030.2,1185.2,1065.8,1042.1,1089.0,657.3,1073.9,1217.0,1126.2,211.2,1123.2,1153.6,1082.9,1026.2,696.6,1079.3,574.5,915.9,418.9,1060.7,746.8,594.9,1040.8,907.1,478.3,477.1,784.1,833.2,1139.2,1052.1,922.3,552.7,780.9,1040.2,1106.8,0.0,536.3,228.2,449.1,1110.7,678.4,599.9,1054.6,841.7,825.6,546.6,1078.0,266.3,504.7,512.6,842.8,105.0,515.8,1071.3,928.4,111.4,994.5,921.7,501.9,1127.8,1059.7,1163.8,217.8,271.6,1022.6,238.1,1011.6,1148.6,602.8,971.3,933.2,440.1,1026.5,550.3,495.8,1061.3,974.1,896.4,1102.0,323.2,804.3,927.7,611.1,645.8,1182.2,988.9,1078.2
