from_stop,AL,AQ,AW,AZ,BB,BP,BS,BX,BZ,CB,CJ,CM,CP,CR,CV,DN,DR,DU,DY,DZ,EF,EN,EO,EQ,EX,FH,FK,FM,FO,FV,FW,FZ,GA,GE,GF,GG,GJ,GO,HM,HN,HO,HP,HQ,HV,IQ,IV,IY,IZ,JA,JD,JM,JR,JS,JU,JX,KB,KD,KH,KO,KZ,LE,LI,LV,MC,ML,MO,MS,MU,NE,NF,NH,NN,OE,OR,OT,OX,PA,PJ,PL,PP,PR,PU,PX,QC,QG,QL,QO,QT,QZ,RF,RP,RQ,RR,RY,SA,SK,SN,SQ,SU,SY,TJ,TS,TW,UM,UN,UV,UW,UX,VB,VD,VM,VY,WD,WF,WH,WJ,WK,WQ,WV,XB,XC,XJ,XS,XV,YB,YC,YE,YK,YV,ZO,ZQ
SU,714.8,1132.9,606.9,323.4,1072.1,55.9,1156.9,941.0,1152.3,673.4,370.1,229.4,662.2,287.6,335.0,86.6,362.9,554.2,988.5,1017.8,254.7,967.9,363.4,359.0,918.8,302.2,282.1,771.9,171.5,92.9,658.7,272.6,94.7,1105.9,253.2,179.2,145.3,185.0,686.5,1038.1,1150.8,170.7,241.9,593.7,1127.5,174.5,1057.5,1075.1,958.3,243.0,275.2,920.6,300.1,335.1,222.8,836.1,86.2,521.8,660.0,1136.0,682.5,1043.8,550.3,151.0,672.2,242.6,628.3,576.4,416.9,205.3,556.3,293.3,369.2,1111.8,975.0,193.8,663.1,303.0,313.1,547.1,229.9,321.1,1026.2,727.1,212.4,541.5,690.0,525.7,415.3,617.7,1003.0,557.4,164.0,121.7,251.6,566.0,234.1,303.6,0.0,186.1,364.2,616.5,1082.2,381.0,584.7,921.0,323.5,85.3,212.6,792.2,1854.2,90.8,174.8,296.2,686.9,1114.6,260.3,179.1,1106.0,948.1,733.1,132.1,501.3,191.5,110.0,164.3,601.0,585.2,272.4,778.5,14.0
SY,795.1,958.8,687.2,169.8,1020.6,135.3,980.9,951.3,975.5,683.7,207.0,87.1,729.6,158.4,171.9,166.9,443.2,634.5,996.9,818.9,109.6,916.8,200.3,439.3,929.1,139.1,117.1,800.1,251.8,173.2,739.0,127.5,175.0,1114.3,84.7,218.9,225.6,265.3,696.8,979.9,976.7,210.4,96.8,604.0,953.4,254.8,881.5,901.0,907.2,96.0,355.5,929.0,137.0,172.0,286.2,866.2,164.4,600.2,740.3,1082.6,692.8,844.9,630.6,213.1,752.5,97.5,708.6,656.7,497.2,285.6,636.6,148.2,206.1,937.7,913.0,274.1,743.4,157.9,150.0,627.4,310.2,156.1,827.3,807.4,67.3,621.8,770.3,536.0,495.6,698.0,804.1,637.7,219.0,132.0,331.9,646.3,89.0,158.5,161.1,0.0,201.1,696.8,1030.7,217.9,595.0,931.3,178.4,165.6,292.9,822.3,1864.5,171.1,229.8,155.2,767.2,1063.1,340.6,259.4,926.4,911.2,743.4,212.4,581.6,271.8,165.0,244.6,681.3,665.5,127.3,788.8,148.2
TJ,959.3,964.8,851.4,27.1,1026.6,299.5,988.8,1005.4,984.2,847.9,124.9,268.5,906.7,326.7,138.8,331.1,607.4,798.7,1053.5,824.9,293.8,922.8,118.2,603.5,911.5,41.3,191.7,790.5,416.0,337.4,903.2,311.7,339.2,1105.7,294.1,383.1,389.8,429.5,861.0,985.9,982.7,374.6,281.0,768.2,959.4,419.0,889.4,907.0,913.2,282.1,519.7,913.3,54.9,89.9,456.6,854.7,330.7,766.3,904.5,1090.5,857.0,850.9,794.8,395.5,807.5,281.7,872.8,820.9,661.4,449.8,800.8,332.4,124.0,943.7,919.0,438.3,907.6,342.1,67.9,791.6,474.4,75.9,833.3,971.6,251.5,786.0,934.5,700.2,659.8,862.2,810.1,801.9,383.2,296.2,496.1,810.5,273.2,342.7,325.3,207.2,0.0,861.0,1036.7,88.0,759.2,913.7,362.6,329.8,457.1,810.8,2028.7,335.3,394.0,335.3,931.4,1069.1,504.8,423.6,937.9,925.3,777.4,376.6,745.8,436.0,329.2,408.8,845.5,829.7,311.5,754.3,312.4
TS,159.6,663.9,208.0,850.5,603.1,600.9,687.9,472.0,680.6,294.1,897.2,770.6,32.7,841.9,897.7,566.2,237.5,189.4,519.5,548.8,793.1,498.9,890.5,320.6,449.8,829.3,844.8,216.7,483.6,569.9,103.5,811.0,571.7,636.9,794.7,601.2,598.8,541.0,307.2,569.1,681.8,592.7,780.3,331.5,658.5,488.0,588.5,606.1,489.3,781.4,383.1,451.6,827.2,862.2,435.9,280.9,586.1,248.0,261.1,667.0,288.8,574.8,58.4,545.0,117.0,781.0,229.4,256.0,183.4,533.9,51.9,831.7,896.3,642.8,506.0,479.2,129.5,841.4,840.2,226.7,592.5,848.2,557.2,171.9,750.8,202.6,134.8,399.6,237.3,218.8,534.0,277.2,519.2,580.1,614.2,41.4,772.5,842.0,605.8,722.6,891.3,0.0,613.2,948.5,460.4,452.0,861.9,607.3,478.4,237.0,2049.8,590.4,530.0,840.6,70.3,645.6,622.9,541.7,637.0,473.3,206.8,609.1,230.3,520.1,547.5,448.9,145.0,159.7,810.8,252.2,592.9
TW,565.6,387.7,688.9,1011.7,40.1,1120.4,411.7,226.6,382.9,518.4,1058.4,1089.4,658.9,1147.6,1058.9,1138.1,809.4,670.3,180.8,366.6,1114.7,370.4,1051.7,892.5,321.3,990.5,1006.0,509.7,1055.5,1141.8,598.4,1132.6,1143.6,233.0,1115.0,1093.1,1170.7,1112.9,531.5,124.9,381.4,1084.6,1101.9,489.2,382.3,1059.9,364.0,287.4,360.8,1103.0,955.0,323.1,988.4,1023.4,1001.6,573.9,1155.7,728.9,742.0,192.1,395.2,360.3,630.3,1135.1,508.7,1102.6,710.3,736.9,755.3,1105.8,623.8,1153.3,1057.5,326.7,377.5,1051.1,610.4,1163.0,1001.4,707.6,1164.4,1009.4,406.5,577.9,1072.4,683.5,540.8,557.3,809.2,699.7,405.5,758.1,1091.1,1033.9,1186.1,613.3,1094.1,1163.6,1146.2,1028.1,1052.5,613.2,0.0,1109.7,618.1,323.5,1183.5,1179.2,1050.3,530.0,1989.1,1162.3,1101.9,1156.2,683.6,170.7,1194.8,1113.6,321.3,350.6,403.2,1181.0,802.2,1092.0,1119.4,1020.8,625.9,640.6,1132.4,446.9,1133.3
UM,973.5,979.0,865.6,99.6,1040.8,313.7,1003.0,1019.6,998.4,862.1,101.0,282.7,920.9,340.9,50.7,345.3,621.6,812.9,1067.7,839.1,308.0,937.0,53.8,617.7,925.7,99.5,103.7,804.7,430.2,351.6,917.4,325.9,353.4,1119.9,308.3,397.3,404.0,443.7,875.2,1000.1,996.9,388.8,295.2,782.4,973.6,433.2,903.6,921.2,927.4,296.3,533.9,927.5,80.8,68.1,470.8,868.9,344.9,780.5,918.7,1104.7,871.2,865.1,809.0,409.7,821.7,295.9,887.0,835.1,675.6,464.0,815.0,346.6,70.2,957.9,933.2,452.5,921.8,356.3,67.8,805.8,488.6,59.8,847.5,985.8,265.7,800.2,948.7,714.4,674.0,876.4,824.3,816.1,397.4,310.4,510.3,824.7,287.4,356.9,339.5,221.4,72.4,875.2,1050.9,0.0,773.4,927.9,376.8,344.0,471.3,825.0,2042.9,349.5,408.2,349.5,945.6,1083.3,519.0,437.8,952.1,939.5,791.6,390.8,760.0,450.2,343.4,423.0,859.7,843.9,325.7,768.5,326.6
UN,364.4,649.7,487.7,745.7,588.9,652.3,673.7,457.8,669.1,190.2,792.4,651.7,457.7,709.9,757.3,631.2,608.2,469.1,505.3,534.6,677.0,484.7,785.7,691.3,435.6,724.5,704.4,308.5,854.3,666.3,397.2,694.9,668.1,622.7,675.5,596.5,647.9,758.4,203.3,554.9,667.6,588.0,664.2,110.5,644.3,858.7,574.3,591.9,475.1,665.3,753.8,437.4,722.4,757.4,800.4,372.7,590.3,527.7,540.8,652.8,199.3,560.6,429.1,724.4,307.5,664.9,509.1,535.7,554.1,904.6,422.6,715.6,791.5,628.6,491.8,849.9,409.2,725.3,735.4,506.4,803.3,743.4,543.0,376.7,634.7,482.3,339.6,60.7,608.0,498.5,519.8,556.9,624.3,537.3,825.0,412.1,656.4,725.9,657.2,608.4,786.5,412.0,599.0,803.3,0.0,437.8,745.8,640.7,849.1,328.8,1710.9,663.0,635.1,718.5,482.4,631.4,833.7,752.5,622.8,464.9,249.9,705.5,601.0,890.8,570.3,819.6,424.7,439.4,694.7,295.3,644.3
UV,406.0,304.1,529.3,873.2,295.0,981.9,328.1,163.9,323.5,358.8,919.9,950.9,499.3,1009.1,920.4,978.5,649.8,510.7,211.4,189.0,976.2,139.1,913.2,732.9,2.1,852.0,867.5,350.1,895.9,982.2,438.8,994.1,984.0,328.8,976.5,933.5,1011.1,953.3,371.9,261.0,322.0,925.0,963.4,329.6,298.7,900.3,228.7,246.3,129.5,964.5,795.4,0.4,849.9,884.9,842.0,414.3,996.1,569.3,582.4,358.9,235.6,215.0,470.7,975.5,349.1,964.1,550.7,577.3,595.7,946.2,464.2,1014.8,919.0,283.0,146.2,891.5,450.8,1024.5,862.9,548.0,1004.8,870.9,197.4,418.3,933.9,523.9,381.2,397.7,649.6,540.1,174.2,598.5,931.5,874.3,1026.5,453.7,955.6,1025.1,1007.7,889.6,914.0,453.6,305.1,971.2,458.5,0.0,1045.0,1012.2,890.7,370.4,1850.6,1002.7,942.3,1017.7,524.0,337.5,1035.2,954.0,277.2,119.3,243.6,1021.4,642.6,932.4,959.8,861.2,466.3,481.0,993.9,287.3,994.8
UW,929.1,1110.8,821.2,312.3,1216.4,269.3,1134.8,1085.3,1130.2,817.7,359.0,154.6,876.5,113.5,323.9,300.9,577.2,768.5,1132.8,970.9,202.1,1112.2,352.3,573.3,1063.1,291.1,271.0,936.0,385.8,307.2,873.0,220.0,309.0,1250.2,182.6,352.9,359.6,399.3,830.8,1131.9,1128.7,344.4,189.3,738.0,1105.4,388.8,1035.4,1053.0,1102.6,190.4,489.5,1064.9,289.0,324.0,426.4,1000.2,300.5,736.1,874.3,1280.3,826.8,996.9,764.6,365.3,886.5,139.0,842.6,790.7,631.2,419.6,770.6,115.3,358.1,1089.7,1119.3,408.1,877.4,113.6,302.0,761.4,444.2,310.0,979.3,941.4,141.8,755.8,904.3,670.0,629.6,832.0,956.1,771.7,353.0,266.0,465.9,780.3,103.0,184.0,295.1,195.0,353.1,830.8,1226.5,369.9,729.0,1065.3,0.0,299.6,426.9,956.3,1998.5,305.1,363.8,118.2,901.2,1258.9,474.6,393.4,1083.9,1092.4,877.4,346.4,715.6,405.8,299.0,378.6,815.3,799.5,134.1,922.8,282.2
UX,702.8,1207.1,594.9,354.4,1146.3,86.9,1231.1,1015.2,1226.5,704.4,401.1,260.4,650.2,318.6,366.0,63.6,350.9,542.2,1062.7,1092.0,285.7,1042.1,394.4,347.0,993.0,333.2,313.1,759.9,159.5,80.9,646.7,303.6,82.7,1180.1,284.2,149.2,122.3,173.0,717.5,1112.3,1225.0,140.7,272.9,624.7,1201.7,162.5,1131.7,1149.3,1032.5,274.0,263.2,994.8,331.1,366.1,207.4,824.1,56.2,509.8,648.0,1210.2,713.5,1118.0,538.3,139.0,660.2,273.6,616.3,564.4,404.9,193.3,544.3,324.3,400.2,1186.0,1049.2,181.8,651.1,334.0,344.1,535.1,217.9,352.1,1100.4,715.1,243.4,529.5,678.0,556.7,403.3,605.7,1077.2,545.4,134.0,116.3,239.6,554.0,265.1,334.6,91.8,217.1,395.2,604.5,1156.4,412.0,615.7,995.2,354.5,0.0,200.6,780.2,1885.2,28.2,144.8,327.2,674.9,1188.8,248.3,167.1,1180.2,1022.3,750.0,120.1,489.3,179.5,80.0,152.3,589.0,573.2,303.4,795.4,78.9
VB,570.0,1074.3,462.1,477.8,1013.5,210.3,1098.3,882.4,1093.7,704.5,524.5,383.8,517.4,442.0,489.4,175.6,218.1,409.4,929.9,959.2,409.1,909.3,517.8,214.2,860.2,456.6,436.5,627.1,93.0,179.3,513.9,427.0,181.1,1047.3,407.6,256.8,234.3,150.4,717.6,979.5,1092.2,248.3,396.3,748.1,1068.9,112.5,998.9,1016.5,899.7,397.4,130.4,862.0,454.5,489.5,85.3,691.3,197.6,377.0,515.2,1077.4,699.2,985.2,405.5,172.6,527.4,397.0,483.5,431.6,272.1,143.3,411.5,447.7,523.6,1053.2,916.4,88.6,518.3,457.4,467.5,402.3,201.9,475.5,967.6,582.3,366.8,396.7,545.2,680.1,270.5,472.9,944.4,412.6,174.8,235.7,223.6,421.2,388.5,458.0,215.2,340.5,518.6,471.7,1023.6,535.4,739.1,862.4,477.9,216.7,0.0,647.4,2008.6,199.8,185.6,450.6,542.1,1056.0,232.3,151.1,1047.4,889.5,617.2,218.5,356.5,129.5,203.1,58.3,456.2,440.4,426.8,662.6,202.3
VD,163.6,574.9,286.9,743.5,514.1,770.8,598.9,383.0,594.3,205.1,790.2,821.2,256.9,879.4,790.7,736.1,407.4,268.3,430.5,459.8,846.5,409.9,783.5,490.5,360.8,722.3,737.8,65.7,653.5,739.8,196.4,864.4,741.6,547.9,846.8,771.1,768.7,710.9,218.2,480.1,592.8,762.6,833.7,242.5,569.5,657.9,499.5,517.1,400.3,834.8,553.0,362.6,720.2,755.2,599.6,43.8,753.7,326.9,340.0,578.0,199.8,485.8,228.3,733.1,106.7,834.4,308.3,334.9,353.3,703.8,221.8,885.1,789.3,553.8,417.0,649.1,208.4,894.8,733.2,305.6,762.4,741.2,468.2,175.9,804.2,281.5,138.8,310.6,407.2,297.7,445.0,356.1,689.1,750.0,784.1,211.3,825.9,895.4,775.7,759.9,784.3,211.2,524.2,841.5,371.4,363.0,915.3,777.2,648.3,0.0,1960.8,760.3,699.9,888.0,281.6,556.6,792.8,711.6,548.0,390.1,117.8,779.0,400.2,690.0,717.4,618.8,223.9,238.6,864.2,139.5,762.8
VM,2133.5,2180.5,2256.8,2150.3,2242.3,2056.9,2204.5,2271.6,2199.9,1959.3,2197.0,2056.3,2226.8,2114.5,2161.9,2035.8,2291.8,2238.2,2319.1,2040.6,2081.6,2138.5,2190.3,2287.9,2127.2,2129.1,2109.0,2077.6,2149.5,2070.9,2166.3,2099.5,2072.7,2321.4,2080.1,2001.1,2052.5,2163.0,1972.4,2201.6,2198.4,1992.6,2068.8,1879.6,2175.1,2128.7,2105.1,2122.7,2128.9,2069.9,2204.1,2129.0,2127.0,2162.0,2102.3,2141.8,1994.9,2296.8,2309.9,2306.2,1968.4,2066.6,2198.2,2129.0,2076.6,2069.5,2278.2,2304.8,2323.2,2182.2,2191.7,2120.2,2196.1,2159.4,2134.7,2171.8,2178.3,2129.9,2140.0,2275.5,2207.9,2148.0,2049.0,2145.8,2039.3,2251.4,2108.7,1811.6,2377.1,2267.6,2025.8,2326.0,2028.9,1941.9,2229.6,2181.2,2061.0,2130.5,2061.8,2013.0,2191.1,2181.1,2252.4,2207.9,1870.6,2129.4,2150.4,2045.3,2187.7,2097.9,0.0,2067.6,2039.7,2123.1,2251.5,2284.8,2238.3,2157.1,2153.6,2141.0,2019.0,2110.1,2370.1,2168.4,1974.9,2142.3,2193.8,2208.5,2099.3,2100.4,2048.9
VY,681.5,1185.8,573.6,355.5,1125.0,88.0,1209.8,993.9,1205.2,705.5,402.2,261.5,628.9,319.7,367.1,35.3,329.6,520.9,1041.4,1070.7,286.8,1020.8,395.5,325.7,971.7,334.3,314.2,738.6,138.2,59.6,625.4,304.7,61.4,1158.8,285.3,159.4,94.0,151.7,718.6,1091.0,1203.7,150.9,274.0,625.8,1180.4,141.2,1110.4,1128.0,1011.2,275.1,241.9,973.5,332.2,367.2,186.8,802.8,75.3,488.5,626.7,1188.9,714.6,1096.7,517.0,117.7,638.9,274.7,595.0,543.1,383.6,172.0,523.0,325.4,401.3,1164.7,1027.9,160.5,629.8,335.1,345.2,513.8,196.6,353.2,1079.1,693.8,244.5,508.2,656.7,557.8,382.0,584.4,1055.9,524.1,113.4,135.4,218.3,532.7,266.2,335.7,92.9,218.2,396.3,583.2,1135.1,413.1,616.8,973.9,355.6,27.2,179.3,758.9,1886.3,0.0,124.2,328.3,653.6,1167.5,227.0,145.8,1158.9,1001.0,728.7,98.8,468.0,158.2,99.1,131.0,567.7,551.9,304.5,774.1,80.0
WD,665.4,1169.7,557.5,373.2,1108.9,153.8,1193.7,977.8,1189.1,694.0,419.9,279.2,612.8,337.4,384.8,93.5,313.5,504.8,1025.3,1054.6,304.5,1004.7,413.2,309.6,955.6,352.0,331.9,722.5,214.6,145.4,609.3,322.4,147.2,1142.7,303.0,112.6,110.2,237.5,707.1,1074.9,1187.6,104.1,291.7,614.3,1164.3,150.4,1094.3,1111.9,995.1,292.8,225.8,957.4,349.9,384.9,124.0,786.7,95.2,472.4,610.6,1172.8,703.1,1080.6,500.9,203.5,622.8,292.4,578.9,527.0,367.5,203.9,506.9,343.1,419.0,1148.6,1011.8,210.2,613.7,352.8,362.9,497.7,282.4,370.9,1063.0,677.7,262.2,492.1,640.6,546.3,365.9,568.3,1039.8,508.0,14.0,91.5,304.1,516.6,283.9,353.4,158.7,235.9,414.0,567.1,1119.0,430.8,605.3,957.8,373.3,145.6,209.4,742.8,1874.8,125.3,0.0,346.0,637.5,1151.4,312.8,231.6,1142.8,984.9,712.6,184.6,451.9,190.1,58.9,179.9,551.6,535.8,322.2,758.0,145.8
WF,908.0,1089.7,800.1,291.2,1195.3,248.2,1113.7,1064.2,1106.4,796.6,337.9,98.3,842.5,10.7,302.8,279.8,556.1,747.4,1111.7,949.8,135.5,1091.1,331.2,552.2,1042.0,270.0,249.9,914.9,364.7,286.1,851.9,127.5,287.9,1229.1,176.2,331.8,338.5,378.2,809.7,1110.8,1107.6,323.3,122.7,716.9,1084.3,367.7,1014.3,1031.9,1081.5,90.4,468.4,1043.8,267.9,302.9,399.1,979.1,279.4,715.0,853.2,1259.2,805.7,975.8,743.5,344.2,865.4,86.1,821.5,769.6,610.1,398.5,749.5,8.8,337.0,1068.6,1098.2,387.0,856.3,10.6,280.9,740.3,423.1,288.9,958.2,920.3,135.4,734.7,883.2,648.9,608.5,810.9,935.0,750.6,331.9,244.9,444.8,759.2,96.6,63.2,274.0,172.0,332.0,809.7,1205.4,348.8,707.9,1044.2,98.8,278.5,405.8,935.2,1977.4,284.0,342.7,0.0,880.1,1237.8,453.5,372.3,1057.3,1063.2,856.3,325.3,694.5,384.7,277.9,357.5,794.2,778.4,39.7,901.7,261.1
WH,226.9,731.2,275.3,917.8,670.4,668.2,755.2,539.3,750.6,361.4,964.5,835.1,20.8,893.3,965.0,633.5,304.8,256.7,586.8,616.1,860.4,566.2,957.8,387.9,517.1,896.6,912.1,284.0,550.9,637.2,170.8,878.3,639.0,704.2,858.9,668.5,666.1,608.3,374.5,636.4,749.1,660.0,847.6,398.8,725.8,555.3,655.8,673.4,556.6,848.7,450.4,518.9,894.5,929.5,497.0,348.2,651.1,315.3,328.4,734.3,356.1,642.1,125.7,630.5,184.3,848.3,296.7,323.3,250.7,601.2,119.2,899.0,963.6,710.1,573.3,546.5,196.8,908.7,907.5,294.0,659.8,915.5,624.5,239.2,818.1,269.9,202.1,466.9,304.6,286.1,601.3,344.5,586.5,647.4,681.5,108.7,839.8,909.3,673.1,791.8,958.6,67.2,680.5,1015.8,527.7,519.3,929.2,674.6,545.7,304.3,2117.1,657.7,597.3,901.9,0.0,712.9,690.2,609.0,704.3,546.4,274.1,676.4,297.6,587.4,614.8,516.2,212.3,227.0,878.1,319.5,660.2
WJ,587.8,409.9,711.1,1033.9,130.4,1142.6,433.9,248.8,405.1,540.6,1080.6,1111.6,681.1,1169.8,1081.1,1160.3,831.6,692.5,203.0,388.8,1136.9,392.6,1073.9,914.7,343.5,1012.7,1028.2,531.9,1077.7,1164.0,620.6,1154.8,1165.8,255.2,1137.2,1115.3,1192.9,1135.1,553.7,147.1,403.6,1106.8,1124.1,511.4,404.5,1082.1,386.2,309.6,383.0,1125.2,977.2,345.3,1010.6,1045.6,1023.8,596.1,1177.9,751.1,764.2,18.2,417.4,382.5,652.5,1157.3,530.9,1124.8,732.5,759.1,777.5,1128.0,646.0,1175.5,1079.7,348.9,399.7,1073.3,632.6,1185.2,1023.6,729.8,1186.6,1031.6,428.7,600.1,1094.6,705.7,563.0,579.5,831.4,721.9,427.7,780.3,1113.3,1056.1,1208.3,635.5,1116.3,1185.8,1168.4,1050.3,1074.7,635.4,140.5,1131.9,640.3,345.7,1205.7,1201.4,1072.5,552.2,2011.3,1184.5,1124.1,1178.4,705.8,0.0,1217.0,1135.8,343.5,372.8,425.4,1203.2,824.4,1114.2,1141.6,1043.0,648.1,662.8,1154.6,469.1,1155.5
WK,702.2,1206.5,594.3,513.2,1145.7,245.7,1230.5,1014.6,1225.9,836.7,559.9,419.2,649.6,477.4,524.8,211.0,350.3,541.6,1062.1,1091.4,444.5,1041.5,553.2,346.4,992.4,492.0,471.9,759.3,158.9,214.7,646.1,462.4,216.5,1179.5,443.0,326.0,269.7,185.8,849.8,1111.7,1224.4,317.5,431.7,783.5,1201.1,161.9,1131.1,1148.7,1031.9,432.8,262.6,994.2,489.9,524.9,210.2,823.5,233.0,509.2,647.4,1209.6,872.3,1117.4,537.7,208.0,659.6,432.4,615.7,563.8,404.3,192.7,543.7,483.1,559.0,1185.4,1048.6,181.2,650.5,492.8,502.9,534.5,30.9,510.9,1099.8,714.5,402.2,528.9,677.4,715.5,402.7,605.1,1076.6,544.8,287.8,293.1,180.8,553.4,423.9,493.4,250.6,375.9,554.0,603.9,1155.8,570.8,774.5,994.6,513.3,252.1,200.0,779.6,2044.0,235.2,298.6,486.0,674.3,1188.2,0.0,104.5,1179.6,1021.7,749.4,253.9,488.7,178.9,256.8,151.7,588.4,572.6,462.2,794.8,237.7
WQ,638.0,1142.3,530.1,449.0,1081.5,181.5,1166.3,950.4,1161.7,772.5,495.7,355.0,585.4,413.2,460.6,146.8,286.1,477.4,997.9,1027.2,380.3,977.3,489.0,282.2,928.2,427.8,407.7,695.1,94.7,150.5,581.9,398.2,152.3,1115.3,378.8,261.8,205.5,121.6,785.6,1047.5,1160.2,253.3,367.5,719.3,1136.9,97.7,1066.9,1084.5,967.7,368.6,198.4,930.0,425.7,460.7,146.0,759.3,168.8,445.0,583.2,1145.4,808.1,1053.2,473.5,143.8,595.4,368.2,551.5,499.6,340.1,128.5,479.5,418.9,494.8,1121.2,984.4,117.0,586.3,428.6,438.7,470.3,71.1,446.7,1035.6,650.3,338.0,464.7,613.2,651.3,338.5,540.9,1012.4,480.6,223.6,228.9,116.6,489.2,359.7,429.2,186.4,311.7,489.8,539.7,1091.6,506.6,710.3,930.4,449.1,187.9,135.8,715.4,1979.8,171.0,234.4,421.8,610.1,1124.0,101.5,0.0,1115.4,957.5,685.2,189.7,424.5,114.7,192.6,87.5,524.2,508.4,398.0,730.6,173.5
WV,566.2,103.4,689.5,916.5,290.9,1015.7,110.8,324.1,58.8,519.0,953.7,987.5,646.6,1058.8,954.2,1047.3,810.0,670.9,377.1,126.1,1010.0,241.5,952.5,893.1,235.7,885.8,906.8,515.8,1056.1,1053.6,599.0,1027.9,1055.4,370.0,1008.2,1099.3,1106.0,1145.7,532.1,250.2,60.0,1090.8,997.2,489.8,98.0,1060.5,129.0,69.5,231.9,1003.8,955.6,232.0,883.7,918.7,1008.4,574.5,1044.8,729.5,742.6,360.3,395.8,119.8,630.9,1093.5,514.8,997.9,710.9,737.5,755.9,1166.0,624.4,1048.6,952.8,26.0,237.7,1051.7,611.0,1058.3,896.7,708.2,1190.6,904.7,166.0,578.5,967.7,684.1,541.4,557.9,809.8,700.3,170.8,758.7,1099.4,1012.4,1212.3,613.9,994.9,1058.9,1041.5,921.5,947.8,619.3,301.0,1005.0,618.7,232.4,1078.8,1046.0,1050.9,530.6,1884.4,1051.5,1110.2,1057.5,684.2,333.4,1221.0,1139.8,0.0,235.9,403.8,1092.8,802.8,1152.2,1045.4,1021.4,626.5,641.2,1027.7,447.5,1028.6
XB,448.0,290.6,571.3,859.7,337.0,968.4,320.4,205.9,310.0,400.8,906.4,937.4,541.3,995.6,906.9,1000.0,691.8,552.7,259.2,175.5,962.7,74.2,905.5,774.9,112.0,838.5,851.7,392.1,937.9,1006.3,480.8,980.6,1008.1,376.6,963.0,1052.0,1058.7,1098.4,413.9,303.0,308.5,1043.5,949.9,371.6,285.2,942.3,212.9,232.8,97.8,948.7,837.4,113.8,836.4,871.4,884.0,456.3,999.6,617.1,624.4,400.9,277.6,201.5,512.7,1064.4,388.8,950.6,592.7,619.3,637.7,988.2,506.2,1001.3,905.5,267.2,114.5,933.5,492.8,1011.0,849.4,590.0,1143.3,857.4,183.9,460.3,920.4,565.9,423.2,439.7,691.6,582.1,160.7,640.5,1052.1,965.1,1165.0,495.7,947.9,1011.6,994.2,876.1,900.5,493.3,347.1,957.7,500.5,114.2,1031.5,998.7,932.7,412.4,1837.1,1004.2,1062.9,1007.9,566.0,379.5,1173.7,1092.5,263.7,0.0,285.6,1045.5,684.6,974.4,998.1,903.2,508.3,528.8,980.4,329.3,981.3
XC,162.3,457.0,285.6,721.1,396.2,769.5,481.0,265.1,476.4,115.1,767.8,798.8,255.6,857.0,768.3,734.8,406.1,267.0,312.6,341.9,824.1,292.0,761.1,489.2,242.9,699.9,715.4,106.4,652.2,738.5,195.1,842.0,740.3,430.0,824.4,769.8,767.4,709.6,128.2,362.2,474.9,761.3,811.3,152.5,451.6,656.6,381.6,399.2,282.4,812.4,551.7,244.7,697.8,732.8,598.3,170.6,752.4,325.6,338.7,460.1,81.9,367.9,227.0,731.8,105.4,812.0,307.0,333.6,352.0,702.5,220.5,862.7,766.9,435.9,299.1,647.8,207.1,872.4,710.8,304.3,761.1,718.8,350.3,174.6,781.8,280.2,137.5,220.6,405.9,296.4,327.1,354.8,687.8,748.7,782.8,210.0,803.5,873.0,774.4,737.5,761.9,209.9,406.3,819.1,281.4,245.1,892.9,775.9,647.0,126.7,1870.8,759.0,698.6,865.6,280.3,438.7,791.5,710.3,430.1,272.2,0.0,777.7,398.9,688.7,716.1,617.5,222.6,237.3,841.8,45.3,761.5
XJ,706.6,1210.9,598.7,403.2,1150.1,135.7,1234.9,1019.0,1230.3,753.2,449.9,309.2,654.0,367.4,414.8,101.0,354.7,546.0,1066.5,1095.8,334.5,1045.9,443.2,350.8,996.8,382.0,361.9,763.7,163.3,80.7,650.5,352.4,47.3,1183.9,333.0,216.0,159.7,176.8,766.3,1116.1,1228.8,207.5,321.7,673.5,1205.5,166.3,1135.5,1153.1,1036.3,322.8,267.0,998.6,379.9,414.9,214.6,827.9,123.0,513.6,651.8,1214.0,762.3,1121.8,542.1,142.8,664.0,322.4,620.1,568.2,408.7,197.1,548.1,373.1,449.0,1189.8,1053.0,185.6,654.9,382.8,392.9,538.9,221.7,400.9,1104.2,718.9,292.2,533.3,681.8,605.5,407.1,609.5,1081.0,549.2,179.1,183.1,243.4,557.8,313.9,383.4,140.6,265.9,444.0,608.3,1160.2,460.8,664.5,999.0,403.3,142.1,204.4,784.0,1934.0,125.2,189.9,376.0,678.7,1192.6,252.1,170.9,1184.0,1026.1,753.8,0.0,493.1,183.3,146.8,156.1,592.8,577.0,352.2,799.2,127.7
