from_stop,AH,AJ,AO,AP,AS,BC,BN,BV,CC,CE,CI,CO,DC,DG,DL,DM,DN,DQ,EG,EP,EW,FE,FG,FI,FP,GA,GD,GF,GH,GI,GO,GS,HI,HJ,HV,HX,HZ,ID,IE,IJ,IL,IT,IV,IW,JI,JJ,JN,JQ,JU,JV,KC,KM,KN,KO,KR,KW,KZ,LM,LT,MD,ME,MM,MQ,MU,MZ,NG,NJ,NN,NP,OI,OM,OP,OV,OZ,PL,PN,PS,QB,QD,QG,QX,RA,RC,RL,RQ,RR,SA,SM,SS,SW,SY,TA,TB,TF,TG,TQ,UA,UD,UR,US,VD,VE,VK,VY,WA,WF,WK,WL,WO,WS,WT,WX,XH,XK,XP,XZ,YC,YQ,YS,YT,ZF,ZG,ZK
WL,303.1,254.4,766.5,104.9,382.2,798.0,733.3,296.4,349.0,156.7,299.9,282.0,706.7,720.8,678.2,223.1,341.9,236.0,748.9,438.6,252.9,677.2,789.3,698.3,324.6,345.6,227.9,247.7,323.5,326.7,310.0,109.5,262.8,194.7,287.3,750.7,368.0,351.7,248.1,112.5,299.6,364.6,385.7,202.6,164.1,749.7,311.2,338.6,343.2,418.6,370.8,667.2,252.8,316.4,323.0,1562.6,302.6,205.2,824.9,627.1,289.3,251.2,842.3,184.5,818.2,324.6,710.6,771.8,404.8,807.4,223.5,265.7,653.1,707.3,832.9,319.3,359.9,695.1,340.4,304.4,737.3,372.7,658.7,297.5,320.9,278.0,311.1,718.6,839.5,317.9,243.7,340.2,354.6,763.0,325.0,673.2,735.9,336.3,295.8,226.2,338.9,759.9,288.2,790.0,707.8,760.6,223.7,0.0,327.8,273.7,382.8,278.4,704.8,605.4,787.1,316.3,803.8,659.8,300.6,667.9,722.8,223.6,727.3
WO,128.2,191.3,639.3,295.1,327.7,714.2,679.1,136.0,269.6,257.5,245.4,200.8,729.2,593.6,665.8,215.7,213.3,211.0,736.5,384.1,167.5,664.8,662.1,571.1,84.6,239.6,219.5,115.9,269.0,72.9,229.5,299.7,208.3,238.5,181.3,687.9,165.0,297.2,198.4,322.7,171.0,163.0,331.2,214.4,156.1,662.9,108.2,135.6,67.6,363.9,172.6,654.8,353.6,76.4,217.0,1663.4,115.2,199.6,744.6,614.7,151.7,137.1,762.0,285.3,805.8,169.4,698.2,759.4,350.3,680.2,216.1,180.3,640.7,694.9,734.7,45.2,305.4,682.7,285.9,249.9,724.9,318.2,646.3,93.5,266.4,40.1,256.6,706.2,741.3,116.8,189.2,285.7,156.4,750.6,122.0,660.8,702.7,230.3,108.4,190.3,284.4,632.7,130.6,662.8,695.4,748.2,324.5,315.1,0.0,171.8,276.8,140.8,692.4,478.2,659.9,259.8,723.5,647.4,143.0,672.1,710.4,139.8,714.9
WS,131.1,110.2,666.6,249.7,238.0,741.5,706.4,77.8,204.8,212.1,155.7,137.8,756.5,620.9,697.6,170.3,197.7,121.3,763.8,294.4,178.4,692.1,689.4,598.4,188.1,201.4,129.8,29.1,179.3,154.6,171.0,258.8,118.6,193.1,143.1,715.2,178.6,212.0,113.2,277.3,155.4,170.4,241.5,169.0,110.7,690.2,112.2,138.5,171.1,274.2,175.5,682.1,308.2,179.9,178.8,1618.0,126.1,154.2,771.9,642.0,70.7,47.4,793.8,239.9,833.1,224.7,725.5,786.7,265.1,712.0,134.5,195.7,668.0,722.2,762.0,148.7,207.6,710.0,196.2,160.2,752.2,228.5,673.6,96.4,176.7,105.9,165.5,738.0,768.6,119.7,99.5,200.5,146.0,777.9,124.9,688.1,730.0,192.1,123.8,175.2,194.7,664.5,69.6,690.1,722.7,775.5,279.1,269.7,160.2,0.0,243.1,64.3,719.7,505.5,687.2,170.1,750.8,674.7,82.0,699.4,737.7,50.1,742.2
WT,139.3,110.1,785.7,340.5,257.8,860.6,825.5,250.6,85.9,302.9,175.5,119.6,840.7,740.0,812.2,218.3,174.7,162.1,882.9,296.8,272.1,811.2,808.5,717.5,319.8,136.7,170.6,214.3,199.1,286.3,148.3,345.1,196.4,283.9,76.9,834.3,259.5,148.1,149.5,368.1,132.4,197.4,261.3,259.8,201.5,809.3,158.2,209.6,302.8,294.0,203.6,801.2,399.0,311.6,41.2,1708.8,257.8,245.0,891.0,761.1,255.9,217.8,908.4,330.7,952.2,343.8,844.6,905.8,263.0,826.6,175.3,284.9,787.1,841.3,881.1,280.4,235.5,829.1,136.8,180.0,871.3,248.3,792.7,174.0,179.1,237.6,149.1,852.6,887.7,150.7,177.3,198.4,187.4,897.0,196.0,807.2,849.1,46.6,251.0,266.0,214.5,779.1,245.2,809.2,841.8,894.6,369.9,360.5,287.4,240.3,0.0,245.0,838.8,624.6,806.3,112.4,869.9,793.8,257.6,801.9,856.8,190.2,861.3
WX,113.3,121.1,648.8,260.6,248.9,723.7,688.6,60.0,215.7,223.0,166.6,148.7,738.7,603.1,675.3,181.2,198.4,132.2,746.0,305.3,160.6,674.3,671.6,580.6,170.3,212.3,140.7,37.1,190.2,136.8,177.4,265.2,129.5,204.0,154.0,697.4,160.8,218.4,119.6,288.2,156.1,148.1,252.4,179.9,121.6,672.4,93.3,120.7,153.3,285.1,157.7,664.3,319.1,162.1,189.7,1628.9,108.3,165.1,754.1,624.2,10.9,58.3,771.5,250.8,815.3,206.9,707.7,768.9,271.5,689.7,145.4,173.4,650.2,704.4,744.2,130.9,218.5,692.2,207.1,171.1,734.4,239.4,655.8,78.6,187.6,88.1,176.4,715.7,750.8,101.9,110.4,206.9,128.2,760.1,107.1,670.3,712.2,203.0,101.5,183.4,205.6,642.2,33.8,672.3,704.9,757.7,290.0,280.6,137.9,93.0,249.5,0.0,701.9,487.7,669.4,181.0,733.0,656.9,46.2,665.0,719.9,61.0,724.4
XH,739.8,744.2,180.0,737.9,872.0,201.3,101.3,744.2,838.8,793.5,789.7,771.8,271.4,261.2,258.5,746.7,821.5,759.6,313.6,928.4,703.5,241.9,245.4,238.7,677.4,835.4,751.5,724.1,813.3,731.9,799.8,742.5,752.6,718.3,777.1,75.0,773.2,841.5,771.7,765.5,779.2,771.2,875.5,726.2,687.7,135.4,716.4,743.8,724.0,908.4,780.8,81.3,725.8,669.2,812.8,1954.0,707.8,728.8,231.7,108.8,759.9,741.0,249.1,821.3,318.1,677.4,275.3,347.8,894.6,167.3,747.1,716.3,123.0,71.1,221.8,672.1,849.7,63.1,830.2,794.2,266.6,862.5,257.0,702.7,810.7,683.2,800.9,238.9,228.4,725.0,733.5,830.0,764.6,339.0,730.2,102.6,89.8,826.1,701.0,749.8,828.7,300.3,738.8,149.9,306.1,325.3,860.5,757.9,717.4,763.5,872.6,749.0,0.0,341.8,147.0,806.1,210.6,258.1,751.2,54.8,90.8,713.4,245.4
XK,483.5,487.9,216.8,481.6,615.7,331.0,256.6,487.9,582.5,537.2,533.4,515.5,401.0,208.9,403.6,490.4,565.2,503.3,413.7,672.1,447.2,371.5,239.6,186.4,421.1,579.1,495.2,467.8,557.0,475.6,543.5,486.2,496.3,462.0,520.8,326.1,516.9,585.2,515.4,509.2,522.9,514.9,619.2,469.9,431.4,200.0,460.1,487.5,467.7,652.1,524.5,312.8,469.5,412.9,556.5,1697.7,451.5,472.5,361.4,301.3,503.6,484.7,378.8,565.0,447.8,421.1,404.9,466.1,638.3,297.0,490.8,460.0,372.0,318.3,351.5,415.8,593.4,308.7,573.9,537.9,396.3,606.2,353.0,446.4,554.4,426.9,544.6,368.6,358.1,468.7,477.2,573.7,508.3,457.3,473.9,317.5,311.3,569.8,444.7,493.5,572.4,248.0,482.5,279.6,402.1,454.9,604.2,501.6,461.1,507.2,616.3,492.7,333.1,0.0,276.7,549.8,340.3,354.1,494.9,315.4,327.7,457.1,375.1
XP,671.2,675.6,192.0,669.3,803.4,100.9,92.6,675.6,770.2,724.9,721.1,703.2,222.1,192.6,368.1,678.1,752.9,691.0,183.6,859.8,634.9,149.0,214.3,170.1,608.8,766.8,682.9,655.5,744.7,663.3,731.2,673.9,684.0,649.7,708.5,86.4,704.6,772.9,703.1,696.9,710.6,702.6,806.9,657.6,619.1,147.4,647.8,675.2,655.4,839.8,712.2,190.9,657.2,600.6,744.2,1885.4,639.2,660.2,131.3,218.4,691.3,672.4,148.7,752.7,217.7,608.8,231.2,278.5,826.0,66.9,678.5,647.7,232.6,125.3,121.4,603.5,781.1,155.4,761.6,725.6,166.2,793.9,299.6,634.1,742.1,614.6,732.3,138.5,128.0,656.4,664.9,761.4,696.0,269.7,661.6,212.2,101.2,757.5,632.4,681.2,760.1,231.7,670.2,49.5,289.6,238.3,791.9,689.3,648.8,694.9,804.0,680.4,141.0,282.0,0.0,737.5,110.2,277.0,682.6,164.4,157.0,644.8,145.0
XZ,153.8,101.7,737.4,290.2,160.5,812.3,777.2,214.7,32.6,254.6,78.2,129.3,827.3,691.7,761.9,170.0,189.2,113.8,834.6,184.3,223.8,762.9,760.2,669.2,325.0,179.9,122.3,166.0,131.6,291.5,156.0,296.8,148.1,235.6,120.1,784.0,284.7,35.3,99.2,319.8,146.9,209.9,164.0,211.5,153.2,759.0,172.7,224.1,308.0,196.7,218.1,752.9,350.7,316.8,84.4,1660.5,263.0,194.7,842.7,712.8,207.6,167.5,858.1,282.4,901.9,293.5,796.3,857.5,148.5,776.3,127.0,234.6,738.8,793.0,832.8,285.6,130.1,780.8,24.0,114.5,823.0,151.0,744.4,186.5,66.6,242.8,36.6,802.3,839.4,165.2,129.0,83.9,188.6,848.7,210.5,758.9,800.8,73.7,256.2,217.7,115.2,728.8,206.5,760.9,793.5,846.3,321.6,312.2,290.6,199.0,116.3,194.7,790.5,576.3,758.0,0.0,821.6,745.5,218.9,770.2,808.5,141.9,813.0
YC,737.0,741.4,257.8,735.1,869.2,61.3,158.4,741.4,836.0,790.7,786.9,769.0,189.3,258.4,358.3,743.9,818.7,756.8,150.8,925.6,700.7,116.2,280.1,235.9,674.6,832.6,748.7,721.3,810.5,729.1,797.0,739.7,749.8,715.5,774.3,152.2,770.4,838.7,768.9,762.7,776.4,768.4,872.7,723.4,684.9,213.2,713.6,741.0,721.2,905.6,778.0,256.7,723.0,666.4,810.0,1951.2,705.0,726.0,21.0,264.1,757.1,738.2,109.1,818.5,184.9,674.6,198.4,245.7,891.8,84.7,744.3,713.5,298.4,191.1,81.8,669.3,846.9,221.2,827.4,791.4,126.6,859.7,266.8,699.9,807.9,680.4,798.1,105.7,88.4,722.2,730.7,827.2,761.8,236.9,727.4,278.0,167.0,823.3,698.2,747.0,825.9,297.5,736.0,64.7,256.8,223.2,857.7,755.1,714.6,760.7,869.8,746.2,206.8,347.8,132.4,803.3,0.0,244.2,748.4,230.2,222.8,710.6,112.2
YQ,683.6,634.9,297.1,594.8,762.7,236.8,292.5,676.9,729.5,565.8,680.4,662.5,145.5,403.6,192.7,603.6,722.4,616.5,187.7,819.1,633.4,116.0,349.0,381.1,607.0,726.1,608.4,628.2,704.0,661.5,690.5,599.4,643.3,575.2,667.8,297.4,702.8,732.2,628.6,622.4,680.1,700.8,766.2,583.1,544.6,280.3,646.0,673.4,653.6,799.1,710.4,180.3,582.7,598.8,703.5,1810.9,637.4,585.7,263.7,140.2,669.8,631.7,281.1,593.6,257.0,607.0,149.4,210.6,785.3,229.9,604.0,646.2,166.2,266.5,271.7,601.7,740.4,254.3,720.9,684.9,176.1,753.2,101.2,632.3,701.4,612.8,691.6,157.4,278.3,654.6,624.2,720.7,694.2,201.8,659.8,186.3,295.1,716.8,630.6,606.7,719.4,442.7,668.7,209.9,146.6,199.4,632.8,614.8,647.0,654.2,763.3,658.9,264.0,379.8,277.6,696.8,242.6,0.0,681.1,201.9,282.0,604.1,166.1
YS,133.1,117.5,665.2,257.0,245.3,740.1,705.0,76.4,212.1,219.4,163.0,145.1,720.2,619.5,691.7,177.6,205.0,128.6,762.4,301.7,177.0,690.7,688.0,597.0,186.7,208.7,137.1,33.5,186.6,153.2,173.1,261.6,125.9,200.4,150.4,713.8,166.5,214.8,116.0,284.6,162.7,164.5,248.8,176.3,118.0,648.4,109.7,137.1,169.7,281.7,174.1,680.7,315.5,178.5,186.1,1625.3,124.7,161.5,770.5,640.6,51.3,54.7,787.9,247.2,831.7,223.3,724.1,785.3,267.9,706.1,141.8,189.8,666.6,720.8,760.6,147.3,223.0,708.6,203.5,167.5,750.8,235.8,672.2,96.0,184.0,104.5,174.2,732.1,767.2,118.3,106.8,203.3,157.9,776.5,123.5,686.7,728.6,199.4,117.9,182.5,202.0,658.6,8.7,688.7,721.3,774.1,286.4,277.0,154.3,82.4,245.9,40.4,718.3,504.1,685.8,179.4,749.4,673.3,0.0,681.4,736.3,57.4,740.8
YT,738.7,680.9,185.4,640.8,808.7,238.5,102.4,746.5,775.5,795.8,726.4,708.5,268.5,263.5,225.0,649.6,823.8,666.8,275.8,865.1,705.8,204.1,246.5,241.0,679.7,772.1,654.4,726.4,754.3,734.2,737.2,649.7,689.3,621.2,713.8,124.1,786.2,778.2,674.6,668.4,781.5,777.8,812.2,629.1,590.6,184.7,719.8,746.1,726.3,844.9,783.1,43.5,628.7,671.5,749.5,1856.9,710.1,636.0,268.9,71.0,762.2,677.7,290.6,823.6,344.2,684.0,237.5,310.0,835.6,208.8,650.0,722.9,89.3,76.4,259.0,674.4,778.3,64.2,766.9,730.9,293.8,799.2,219.2,704.0,747.4,685.5,736.2,244.6,265.6,727.3,670.2,771.0,753.6,301.2,732.5,64.8,105.0,762.8,707.6,652.7,769.7,306.9,741.1,187.1,268.3,287.5,862.8,660.8,724.0,707.2,809.3,755.6,73.9,324.6,184.2,740.8,247.8,220.3,753.5,0.0,91.9,650.1,254.2
ZF,705.1,709.5,144.1,703.2,837.3,201.5,65.4,709.5,804.1,758.8,755.0,737.1,298.9,226.5,286.0,712.0,786.8,724.9,284.2,893.7,668.8,269.4,209.5,204.0,642.7,800.7,716.8,689.4,778.6,697.2,765.1,707.8,717.9,683.6,742.4,82.8,738.5,806.8,737.0,730.8,744.5,736.5,840.8,691.5,653.0,99.5,681.7,709.1,689.3,873.7,746.1,108.8,691.1,634.5,778.1,1919.3,673.1,694.1,231.9,136.3,725.2,706.3,249.3,786.6,318.3,642.7,302.8,375.3,859.9,167.5,712.4,681.6,150.5,65.5,222.0,637.4,815.0,73.3,795.5,759.5,266.8,827.8,284.5,668.0,776.0,648.5,766.2,239.1,228.6,690.3,698.8,795.3,729.9,366.5,695.5,130.1,68.0,791.4,666.3,715.1,794.0,265.6,704.1,150.1,333.6,352.8,825.8,723.2,682.7,728.8,837.9,714.3,80.3,305.9,147.2,771.4,210.8,285.6,716.5,82.3,0.0,678.7,245.6
ZG,108.7,60.0,644.7,199.5,187.8,719.6,684.5,72.7,154.6,161.9,105.5,87.6,699.7,599.0,671.2,120.1,147.5,71.1,741.9,244.2,131.1,670.2,667.5,576.5,183.0,151.2,79.6,24.0,129.1,149.5,115.6,204.1,68.4,142.9,92.9,693.3,162.8,157.3,58.5,227.1,105.2,160.8,191.3,118.8,60.5,627.9,106.0,133.4,166.0,224.2,170.4,660.2,258.0,174.8,128.6,1567.8,121.0,104.0,750.0,620.1,65.6,27.5,767.4,189.7,811.2,202.8,703.6,764.8,210.4,685.6,84.3,143.9,646.1,700.3,740.1,143.6,165.5,688.1,146.0,110.0,730.3,178.3,651.7,92.3,126.5,100.8,116.7,711.6,746.7,114.6,49.3,145.8,154.2,756.0,119.8,666.2,708.1,141.9,114.2,125.0,144.5,638.1,64.5,668.2,700.8,753.6,228.9,219.5,150.6,50.0,188.4,54.7,697.8,483.6,665.3,121.9,728.9,652.8,76.9,660.9,715.8,0.0,720.3
ZK,771.5,775.9,292.3,769.6,903.7,122.6,192.9,775.9,870.5,825.2,821.4,803.5,112.5,292.9,281.5,778.4,853.2,791.3,77.0,960.1,735.2,39.4,314.6,270.4,709.1,867.1,783.2,755.8,845.0,763.6,831.5,774.2,784.3,750.0,808.8,186.7,804.9,873.2,803.4,797.2,810.9,802.9,907.2,757.9,719.4,247.7,748.1,775.5,755.7,940.1,812.5,245.4,757.5,700.9,844.5,1985.7,739.5,760.5,153.0,187.3,791.6,772.7,170.4,853.0,146.3,709.1,121.6,168.9,926.3,119.2,778.8,748.0,231.3,225.6,143.1,703.8,881.4,255.7,861.9,825.9,168.8,894.2,190.0,734.4,842.4,714.9,832.6,46.7,149.7,756.7,765.2,861.7,796.3,160.1,761.9,251.4,201.5,857.8,732.7,781.5,860.4,332.0,770.5,99.2,180.0,146.4,892.2,789.6,749.1,795.2,904.3,780.7,241.3,382.3,166.9,837.8,131.9,167.4,782.9,264.7,257.3,745.1,0.0
