from_stop,AI,AJ,AP,AS,AT,AV,AX,BA,BB,BH,BM,BS,CB,CF,CG,CK,CO,CP,CZ,DA,DL,DM,DS,DX,EA,EB,EC,ED,EE,EJ,ER,ET,EY,FB,FE,FI,FP,FQ,FY,GC,GE,GH,GJ,GL,GS,GU,GW,GY,HK,HM,HS,HT,IK,IN,IO,IS,IT,IX,IY,IZ,JA,JL,JR,JS,JU,KL,KM,KQ,KY,LD,LF,LL,LT,LV,LW,MK,MS,MT,MX,NA,ND,NJ,NK,NM,NW,OA,OE,OG,OI,OL,OQ,OW,PA,PD,PE,PF,PN,PO,PY,PZ,QI,QO,QU,QV,QY,QZ,RC,RF,RI,RL,SF,SH,SM,SN,SP,SU,SY,TF,TH,TN,TS,TZ,UH,UM,UO,UV,UW,VA,VC,VD,VG,VJ,VO,VR,VW,VX,VZ,WA,WR,WS,XF,XQ,XW,XX,YI,YJ,YO,YQ,YW,YX,ZE,ZH,ZI,ZO,ZQ,ZR,ZS,ZW,ZX
PE,539.7,776.8,176.9,722.6,371.5,128.1,678.0,802.6,2613.4,617.8,141.5,65.8,680.8,851.3,797.8,160.0,762.7,91.2,190.7,132.5,767.6,106.8,200.9,354.2,684.7,161.7,95.4,247.7,286.6,86.4,254.7,110.0,739.7,696.3,648.9,220.8,115.9,204.0,651.5,357.9,84.9,407.9,558.5,226.4,809.8,870.4,297.9,696.2,364.8,113.5,125.3,831.3,326.9,145.0,693.9,369.0,134.2,415.8,809.6,308.4,255.6,423.4,847.2,101.4,812.3,815.4,340.5,818.4,107.2,752.5,642.0,718.1,242.4,874.6,180.0,387.3,93.8,221.9,785.8,217.3,664.9,799.8,347.7,108.0,204.5,808.6,81.3,183.9,656.6,584.8,238.7,300.1,101.8,90.6,0.0,562.2,320.7,796.9,92.6,686.3,656.6,94.3,681.7,109.5,189.1,354.7,677.9,255.1,789.3,879.2,217.7,115.9,93.3,629.4,260.2,219.6,859.7,298.5,156.0,194.1,223.8,831.2,752.7,620.1,182.5,74.8,366.4,564.3,180.7,664.6,99.5,261.0,823.4,826.5,865.8,657.0,309.7,463.1,145.8,168.3,138.8,854.3,661.2,276.5,593.4,742.3,623.4,328.9,315.4,270.2,390.0,451.3,386.4,84.4,658.0,694.4,780.1,635.8,152.0
PF,788.9,414.2,643.2,360.0,420.2,690.7,315.4,440.0,2278.6,255.2,704.1,628.4,318.2,488.7,435.2,626.3,400.1,620.9,580.8,524.8,405.0,636.5,564.2,453.0,322.1,673.4,625.1,377.9,339.0,614.2,455.7,540.9,377.1,333.7,286.3,788.0,645.6,715.7,288.9,456.7,614.6,578.6,195.9,738.1,447.2,507.8,468.6,333.6,535.5,643.2,500.3,468.7,576.1,674.7,331.3,618.2,465.0,207.1,447.0,479.1,444.3,672.6,484.6,631.1,449.7,451.6,609.7,455.8,518.4,389.9,279.4,355.5,809.6,512.0,449.2,235.6,623.5,577.4,423.2,455.6,302.3,437.2,518.4,655.6,453.7,446.0,611.0,710.9,294.0,222.2,434.2,413.8,649.4,618.6,614.6,0.0,419.5,434.3,563.5,323.7,294.0,560.6,319.1,672.1,756.3,403.4,315.3,464.3,426.7,516.6,573.2,678.5,532.3,266.8,529.4,575.1,497.1,865.7,718.6,481.1,448.6,468.6,390.1,257.5,712.2,622.4,537.1,201.7,692.4,302.0,662.1,530.2,460.8,465.1,503.2,301.2,578.9,272.6,529.2,735.5,691.3,491.7,298.6,349.1,230.8,379.7,58.4,598.1,354.2,519.4,560.7,700.5,477.6,654.5,295.4,331.8,417.5,273.2,681.7
PN,855.7,570.4,344.5,516.2,117.7,444.1,471.6,596.2,2446.4,411.4,457.5,381.8,474.4,644.9,591.4,329.1,556.3,407.2,506.7,185.8,561.2,422.8,516.9,33.4,478.3,477.7,411.4,80.7,60.4,315.5,511.0,426.0,533.3,489.9,442.5,489.3,431.9,520.0,445.1,37.1,400.9,239.9,352.1,542.4,603.4,664.0,129.9,489.8,196.8,429.5,200.3,624.9,642.9,461.0,487.5,685.0,450.2,189.6,603.2,123.2,62.6,739.4,640.8,417.4,605.9,607.8,656.5,612.0,219.7,546.1,435.6,511.7,510.9,668.2,496.0,161.1,409.8,542.8,579.4,98.9,458.5,593.4,179.7,356.9,520.5,602.2,397.3,499.9,450.2,378.4,77.5,20.3,350.7,404.9,315.9,360.0,0.0,590.5,408.6,479.9,450.2,261.9,475.3,425.5,457.6,128.5,471.5,109.1,582.9,672.8,533.7,431.9,233.6,423.0,576.2,535.6,653.3,567.0,472.0,128.2,503.9,624.8,546.3,413.7,498.5,323.7,198.4,357.9,496.7,458.2,415.5,577.0,617.9,621.3,659.4,457.4,625.7,236.9,172.5,436.8,392.6,647.9,456.3,50.3,387.0,537.4,417.0,644.9,79.3,586.2,222.0,767.3,65.6,355.8,451.6,488.0,573.7,429.4,468.0
PO,1033.0,121.0,887.3,271.6,664.3,934.8,552.6,351.6,2087.9,492.4,948.2,872.5,555.4,174.9,121.4,870.4,92.4,865.0,824.9,768.9,284.9,880.6,808.3,697.1,559.3,917.5,869.2,622.0,583.1,858.3,699.8,785.0,201.9,570.9,481.6,1032.1,889.7,959.8,484.2,700.8,858.7,822.7,391.2,982.2,291.1,351.7,712.7,128.5,779.6,887.3,744.4,293.5,820.2,918.8,156.1,862.3,709.1,451.2,271.8,723.2,688.4,916.7,309.4,875.2,67.4,18.4,853.8,299.7,762.5,96.7,516.6,592.7,1053.7,355.9,693.3,479.7,867.6,821.5,115.5,699.7,539.5,54.9,762.5,899.7,697.8,90.5,855.1,955.0,229.5,417.5,678.3,657.9,893.5,864.4,858.7,463.7,663.6,0.0,807.6,560.9,531.2,804.7,556.3,916.2,1000.4,647.5,226.9,708.4,251.5,202.8,817.3,922.6,776.4,504.0,773.5,819.2,114.8,1109.8,962.7,725.2,692.7,154.8,214.9,494.7,956.3,866.5,781.2,438.9,936.5,360.2,906.2,774.3,285.6,150.1,328.0,489.7,823.0,518.2,773.3,979.6,935.4,728.9,535.8,593.2,426.1,73.1,524.9,842.2,608.2,763.5,804.8,944.6,721.7,898.6,532.6,569.0,27.8,510.4,925.8
PY,497.2,734.3,300.0,680.1,494.6,197.3,635.5,760.1,2570.9,575.3,210.7,135.0,638.3,808.8,755.3,283.1,720.2,127.5,148.2,255.6,725.1,143.1,158.4,477.3,642.2,180.0,131.7,370.8,409.7,209.5,212.2,67.5,697.2,653.8,606.4,290.0,152.2,222.3,609.0,481.0,121.2,531.0,516.0,244.7,767.3,827.9,421.0,653.7,487.9,149.8,248.4,788.8,284.4,181.3,651.4,326.5,91.7,406.3,767.1,431.5,378.7,380.9,804.7,137.7,769.8,772.9,298.0,775.9,230.3,710.0,599.5,675.6,311.6,832.1,137.5,434.8,130.1,179.4,743.3,340.4,622.4,757.3,470.8,190.8,162.0,766.1,117.6,217.5,614.1,542.3,361.8,423.2,224.9,126.9,123.0,519.7,443.8,754.4,0.0,643.8,614.1,217.4,639.2,178.7,258.3,477.8,635.4,378.2,746.8,836.7,175.2,185.1,216.4,586.9,217.7,177.1,817.2,367.7,225.2,317.2,181.3,788.7,710.2,577.6,218.8,185.7,489.5,521.8,199.0,622.1,168.7,218.5,780.9,784.0,823.3,614.5,267.2,473.3,268.9,237.5,208.0,811.8,618.7,399.6,550.9,699.8,580.9,286.4,438.5,227.7,513.1,408.8,509.5,153.6,615.5,651.9,737.6,593.3,188.3
PZ,892.9,487.9,747.2,433.7,524.2,794.7,6.9,513.7,2352.3,197.9,808.1,732.4,138.9,562.4,508.9,730.3,473.8,724.9,684.8,628.8,478.7,740.5,668.2,557.0,142.8,777.4,729.1,481.9,443.0,718.2,559.7,644.9,450.8,261.4,360.0,892.0,749.6,819.7,362.6,560.7,718.6,682.6,269.6,842.1,520.9,581.5,572.6,407.3,639.5,747.2,604.3,542.4,680.1,778.7,405.0,722.2,569.0,311.1,520.7,583.1,548.3,776.6,558.3,735.1,523.4,526.5,713.7,529.5,622.4,463.6,225.1,283.2,913.6,585.7,553.2,339.6,727.5,681.4,496.9,559.6,140.9,510.9,622.4,759.6,557.7,519.7,715.0,814.9,367.7,295.9,538.2,517.8,753.4,724.3,718.6,323.6,523.5,508.0,667.5,0.0,239.7,664.6,29.9,776.1,860.3,507.4,389.0,568.3,500.4,590.3,677.2,782.5,636.3,194.5,633.4,679.1,570.8,969.7,822.6,585.1,552.6,542.3,463.8,65.1,816.2,726.4,641.1,147.4,796.4,375.7,766.1,634.2,534.5,537.6,576.9,368.1,682.9,378.1,633.2,839.5,795.3,419.4,94.4,453.1,304.5,453.4,384.8,702.1,468.1,623.4,664.7,804.5,581.6,758.5,156.6,63.1,491.2,215.9,785.7
QI,852.5,447.5,706.8,393.3,483.8,754.3,200.7,473.3,2311.9,76.8,767.7,692.0,139.8,522.0,468.5,689.9,433.4,684.5,644.4,588.4,438.3,700.1,627.8,516.6,143.7,737.0,688.7,441.5,402.6,677.8,519.3,604.5,410.4,239.0,319.6,851.6,709.2,779.3,322.2,520.3,678.2,642.2,229.2,801.7,480.5,541.1,532.2,366.9,599.1,706.8,563.9,502.0,639.7,738.3,364.6,681.8,528.6,270.7,480.3,542.7,507.9,736.2,517.9,694.7,483.0,486.1,673.3,489.1,582.0,423.2,12.8,260.8,873.2,545.3,512.8,299.2,687.1,641.0,456.5,519.2,123.9,470.5,582.0,719.2,517.3,479.3,674.6,774.5,327.3,255.5,497.8,477.4,713.0,683.9,678.2,283.2,483.1,467.6,627.1,209.0,0.0,624.2,204.4,735.7,819.9,467.0,348.6,527.9,460.0,549.9,636.8,742.1,595.9,133.3,593.0,638.7,530.4,929.3,782.2,544.7,512.2,501.9,423.4,142.8,775.8,686.0,600.7,76.7,756.0,335.3,725.7,593.8,494.1,497.2,536.5,327.7,642.5,337.7,592.8,799.1,754.9,397.0,132.4,412.7,264.1,413.0,344.4,661.7,427.7,583.0,624.3,764.1,541.2,718.1,129.2,165.6,450.8,94.8,745.3
QO,633.0,721.5,82.5,667.3,296.4,221.4,622.7,747.3,2597.5,562.5,234.8,159.1,625.5,796.0,742.5,65.6,707.4,184.5,284.0,57.4,712.3,200.1,294.2,279.1,629.4,255.0,188.7,172.6,211.5,92.8,348.0,203.3,684.4,641.0,593.6,266.6,209.2,297.3,596.2,282.8,178.2,332.8,503.2,319.7,754.5,815.1,222.8,640.9,289.7,206.8,50.2,776.0,420.2,238.3,638.6,462.3,227.5,340.7,754.3,233.3,180.5,516.7,791.9,194.7,757.0,760.1,433.8,763.1,32.1,697.2,586.7,662.8,288.2,819.3,273.3,312.2,187.1,315.2,730.5,142.2,609.6,744.5,272.6,134.2,297.8,753.3,174.6,277.2,601.3,529.5,163.6,225.0,128.0,183.9,93.2,506.9,245.6,741.6,185.9,631.0,601.3,0.0,626.4,202.8,234.9,279.6,622.6,180.0,734.0,823.9,311.0,209.2,18.2,574.1,353.5,312.9,804.4,344.3,249.3,119.0,317.1,775.9,697.4,564.8,275.8,101.0,291.3,509.0,274.0,609.3,192.8,354.3,768.1,771.2,810.5,601.7,403.0,388.0,70.7,214.1,169.9,799.0,605.9,201.4,538.1,687.0,568.1,422.2,240.3,363.5,314.9,544.6,311.3,133.1,602.7,639.1,724.8,580.5,245.3
QU,883.5,478.5,737.8,424.3,514.8,785.3,36.8,504.3,2342.9,191.5,798.7,723.0,184.1,553.0,499.5,720.9,464.4,715.5,675.4,619.4,469.3,731.1,658.8,547.6,188.0,768.0,719.7,472.5,433.6,708.8,550.3,635.5,441.4,252.0,350.6,882.6,740.2,810.3,353.2,551.3,709.2,673.2,260.2,832.7,511.5,572.1,563.2,397.9,630.1,737.8,594.9,533.0,670.7,769.3,395.6,712.8,559.6,301.7,511.3,573.7,538.9,767.2,548.9,725.7,514.0,517.1,704.3,520.1,613.0,454.2,215.7,273.8,904.2,576.3,543.8,330.2,718.1,672.0,487.5,550.2,186.1,501.5,613.0,750.2,548.3,510.3,705.6,805.5,358.3,286.5,528.8,508.4,744.0,714.9,709.2,314.2,514.1,498.6,658.1,45.1,230.3,655.2,0.0,766.7,850.9,498.0,379.6,558.9,491.0,580.9,667.8,773.1,626.9,185.1,624.0,669.7,561.4,960.3,813.2,575.7,543.2,532.9,454.4,55.7,806.8,717.0,631.7,138.0,787.0,366.3,756.7,624.8,525.1,528.2,567.5,358.7,673.5,368.7,623.8,830.1,785.9,410.0,139.6,443.7,295.1,444.0,375.4,692.7,458.7,614.0,655.3,795.1,572.2,749.1,201.8,108.3,481.8,209.5,776.3
QV,604.9,842.0,276.0,787.8,470.6,162.7,743.2,867.8,2678.6,683.0,176.1,100.4,746.0,916.5,863.0,259.1,827.9,156.4,255.9,231.6,832.8,172.0,266.1,453.3,749.9,102.4,160.6,346.8,385.7,185.5,319.9,175.2,804.9,761.5,714.1,147.1,181.1,139.6,716.7,457.0,150.1,507.0,623.7,157.0,875.0,935.6,397.0,761.4,463.9,178.7,224.4,896.5,392.1,210.2,759.1,434.2,199.4,514.0,874.8,407.5,354.7,488.6,912.4,166.6,877.5,880.6,405.7,883.6,206.3,817.7,707.2,783.3,168.7,939.8,245.2,486.4,159.0,287.1,851.0,316.4,730.1,865.0,446.8,103.8,269.7,873.8,146.5,74.3,721.8,650.0,337.8,399.2,108.1,155.8,99.0,627.4,419.8,862.1,157.8,751.5,721.8,193.4,746.9,0.0,115.4,453.8,743.1,354.2,854.5,944.4,282.9,150.5,192.4,694.6,325.4,284.8,924.9,224.8,46.4,293.2,289.0,896.4,817.9,685.3,247.7,98.7,465.5,629.5,116.3,729.8,134.1,326.2,888.6,891.7,931.0,722.2,374.9,562.2,244.9,94.6,65.1,919.5,726.4,375.6,658.6,807.5,688.6,394.1,414.5,335.4,489.1,516.5,485.5,66.6,723.2,759.6,845.3,701.0,217.2
QY,684.9,920.5,300.8,866.3,495.4,242.7,821.7,946.3,2758.6,761.5,256.1,180.4,824.5,995.0,941.5,283.9,906.4,236.4,335.9,256.4,911.3,252.0,346.1,478.1,828.4,238.3,240.6,371.6,410.5,210.3,399.9,255.2,883.4,840.0,792.6,31.6,261.1,275.5,795.2,481.8,230.1,531.8,702.2,292.9,953.5,1014.1,421.8,839.9,488.7,258.7,249.2,975.0,472.1,290.2,837.6,514.2,279.4,539.7,953.3,432.3,379.5,568.6,990.9,246.6,956.0,959.1,485.7,962.1,231.1,896.2,785.7,861.8,53.2,1018.3,325.2,511.2,239.0,367.1,929.5,341.2,808.6,943.5,471.6,183.8,349.7,952.3,226.5,210.2,800.3,728.5,362.6,424.0,97.9,235.8,179.0,705.9,444.6,940.6,237.8,830.0,800.3,218.2,825.4,135.8,0.0,478.6,821.6,379.0,933.0,1022.9,362.9,230.5,217.2,773.1,405.4,364.8,1003.4,109.3,182.3,318.0,369.0,974.9,896.4,763.8,327.7,169.2,490.3,708.0,252.2,808.3,214.1,406.2,967.1,970.2,1009.5,800.7,454.9,587.0,269.7,20.8,54.9,998.0,804.9,400.4,737.1,886.0,767.1,474.1,439.3,415.4,513.9,596.5,510.3,146.6,801.7,838.1,923.8,779.5,297.2
QZ,834.3,560.5,378.4,506.3,16.7,478.0,461.7,586.3,2436.5,401.5,491.4,415.7,464.5,635.0,581.5,361.5,546.4,441.1,540.6,260.0,551.3,456.7,550.8,107.6,468.4,511.6,445.3,113.1,74.2,349.4,501.1,459.9,523.4,480.0,432.6,523.2,465.8,553.9,435.2,103.2,434.8,313.8,342.2,576.3,593.5,654.1,203.8,479.9,270.7,463.4,235.5,615.0,621.5,494.9,477.6,663.6,484.1,179.7,593.3,214.3,179.5,718.0,630.9,451.3,596.0,599.1,690.4,602.1,253.6,536.2,425.7,501.8,544.8,658.3,529.9,151.2,443.7,571.8,569.5,190.8,448.6,583.5,253.6,390.8,499.1,592.3,431.2,533.8,440.3,368.5,169.4,149.0,384.6,440.5,349.8,345.9,137.5,580.6,442.5,470.0,440.3,295.8,465.4,459.4,491.5,0.0,461.6,199.5,573.0,662.9,567.6,465.8,267.5,413.1,610.1,569.5,643.4,600.9,505.9,216.3,494.0,614.9,536.4,403.8,532.4,357.6,272.3,348.0,530.6,448.3,449.4,610.9,607.1,610.2,649.5,440.7,659.6,227.0,264.4,470.7,426.5,638.0,444.9,84.3,377.1,526.0,407.1,678.8,35.4,564.8,295.9,745.9,74.1,389.7,441.7,478.1,563.8,419.5,501.9
RC,909.0,256.0,763.3,36.6,540.3,810.8,428.6,116.6,2169.0,368.4,824.2,748.5,431.4,256.3,202.8,746.4,290.5,741.0,700.9,644.9,81.6,756.6,684.3,573.1,435.3,793.5,745.2,498.0,459.1,734.3,575.8,661.0,144.7,446.9,357.6,908.1,765.7,835.8,360.2,576.8,734.7,698.7,267.2,858.2,123.8,184.4,588.7,101.2,655.6,763.3,620.4,175.2,696.2,794.8,98.9,738.3,585.1,327.2,153.5,599.2,564.4,792.7,191.1,751.2,340.1,343.2,729.8,132.4,638.5,231.7,392.6,468.7,929.7,188.6,569.3,355.7,743.6,697.5,313.6,575.7,415.5,327.6,638.5,775.7,573.8,336.4,731.1,831.0,105.5,293.5,554.3,533.9,769.5,740.4,734.7,339.7,539.6,324.7,683.6,436.9,407.2,680.7,432.3,792.2,876.4,523.5,0.0,584.4,133.2,284.2,693.3,798.6,652.4,380.0,649.5,695.2,387.5,985.8,838.7,601.2,568.7,236.2,157.7,370.7,832.3,742.5,657.2,314.9,812.5,236.2,782.2,650.3,138.3,231.5,209.7,365.7,699.0,394.2,649.3,855.6,811.4,604.9,411.8,469.2,302.1,270.1,400.9,718.2,484.2,639.5,680.8,820.6,597.7,774.6,408.6,445.0,307.9,386.4,801.8
RF,795.1,656.6,283.9,602.4,231.5,383.5,557.8,682.4,2532.6,497.6,396.9,321.2,560.6,731.1,677.6,267.0,642.5,346.6,446.1,123.8,647.4,362.2,456.3,164.7,564.5,417.1,350.8,107.7,146.6,254.9,510.1,365.4,619.5,576.1,528.7,428.7,371.3,459.4,531.3,168.4,340.3,218.4,438.3,481.8,689.6,750.2,108.4,576.0,175.3,368.9,138.3,711.1,582.3,400.4,573.7,624.4,389.6,275.8,689.4,118.9,66.1,678.8,727.0,356.8,692.1,694.0,595.9,698.2,159.1,632.3,521.8,597.9,450.3,754.4,435.4,247.3,349.2,482.2,665.6,36.9,544.7,679.6,158.2,296.3,459.9,688.4,336.7,439.3,536.4,464.6,49.2,110.6,290.1,344.3,255.3,444.7,131.2,676.7,348.0,566.1,536.4,201.3,561.5,364.9,397.0,214.7,557.7,0.0,669.1,759.0,473.1,371.3,173.0,509.2,515.6,475.0,739.5,506.4,411.4,66.2,479.2,711.0,632.5,499.9,437.9,263.1,176.9,444.1,436.1,544.4,354.9,516.4,704.1,706.3,745.6,536.8,565.1,321.6,110.5,376.2,332.0,734.1,541.0,136.5,473.2,622.1,503.2,584.3,165.5,525.6,200.5,706.7,196.9,295.2,537.8,574.2,659.9,515.6,407.4
RI,1013.4,273.6,867.7,94.7,644.7,915.2,533.0,147.3,2253.0,472.8,928.6,852.9,535.8,273.9,220.4,850.8,279.5,845.4,805.3,749.3,59.0,861.0,788.7,677.5,539.7,897.9,849.6,602.4,563.5,838.7,680.2,765.4,49.4,551.3,462.0,1012.5,870.1,940.2,464.6,681.2,839.1,803.1,371.6,962.6,65.2,125.8,693.1,118.8,760.0,867.7,724.8,41.9,800.6,899.2,100.6,842.7,689.5,431.6,20.2,703.6,668.8,897.1,57.8,855.6,294.5,290.2,834.2,73.8,742.9,249.3,497.0,573.1,1034.1,130.0,673.7,460.1,848.0,801.9,302.6,680.1,519.9,282.0,742.9,880.1,678.2,317.6,835.5,935.4,209.9,397.9,658.7,638.3,873.9,844.8,839.1,444.1,644.0,271.7,788.0,541.3,511.6,785.1,536.7,896.6,980.8,627.9,130.8,688.8,0.0,301.8,797.7,903.0,756.8,484.4,753.9,799.6,341.9,1090.2,943.1,705.6,673.1,253.8,113.6,475.1,936.7,846.9,761.6,419.3,916.9,340.6,886.6,754.7,59.7,249.1,76.4,470.1,803.4,498.6,753.7,960.0,915.8,709.3,516.2,573.6,406.5,259.1,505.3,822.6,588.6,743.9,785.2,925.0,702.1,879.0,513.0,549.4,254.9,490.8,906.2
RL,1095.5,217.1,949.8,334.1,726.8,997.3,615.1,414.1,2196.5,554.9,1010.7,935.0,617.9,189.3,135.8,932.9,223.0,927.5,887.4,831.4,347.4,943.1,870.8,759.6,621.8,980.0,931.7,684.5,645.6,920.8,762.3,847.5,264.4,633.4,544.1,1094.6,952.2,1022.3,546.7,763.3,921.2,885.2,453.7,1044.7,353.6,414.2,775.2,191.0,842.1,949.8,806.9,356.0,882.7,981.3,218.6,924.8,771.6,513.7,334.3,785.7,750.9,979.2,371.9,937.7,238.0,233.7,916.3,362.2,825.0,192.8,579.1,655.2,1116.2,418.4,755.8,542.2,930.1,884.0,246.1,762.2,602.0,225.5,825.0,962.2,760.3,261.1,917.6,1017.5,292.0,480.0,740.8,720.4,956.0,926.9,921.2,526.2,726.1,215.2,870.1,623.4,593.7,867.2,618.8,978.7,1062.9,710.0,289.4,770.9,314.0,0.0,879.8,985.1,838.9,566.5,836.0,881.7,285.4,1172.3,1025.2,787.7,755.2,169.2,277.4,557.2,1018.8,929.0,843.7,501.4,999.0,422.7,968.7,836.8,348.1,164.5,390.5,552.2,885.5,580.7,835.8,1042.1,997.9,791.4,598.3,655.7,488.6,202.6,587.4,904.7,670.7,826.0,867.3,1007.1,784.2,961.1,595.1,631.5,198.4,572.9,988.3
SF,501.1,738.2,379.3,684.0,573.9,276.6,639.4,764.0,2574.8,579.2,290.0,214.3,642.2,812.7,759.2,362.4,724.1,206.8,166.7,334.9,729.0,222.4,162.3,556.6,646.1,259.3,211.0,450.1,489.0,288.8,216.1,126.8,701.1,657.7,610.3,369.3,231.5,301.6,612.9,560.3,200.5,610.3,519.9,324.0,771.2,831.8,500.3,657.6,567.2,229.1,327.7,792.7,288.3,260.6,655.3,330.4,95.6,410.2,771.0,510.8,458.0,384.8,808.6,217.0,773.7,776.8,301.9,779.8,309.6,713.9,603.4,679.5,390.9,836.0,141.4,438.7,209.4,100.4,747.2,419.7,626.3,761.2,550.1,270.1,165.9,770.0,196.9,296.8,618.0,546.2,441.1,502.5,304.2,204.5,202.3,526.3,523.1,758.3,149.4,647.7,618.0,296.7,643.1,258.0,337.6,557.1,639.3,457.5,750.7,840.6,0.0,264.4,295.7,590.8,221.6,93.2,821.1,447.0,304.5,392.5,185.2,792.6,714.1,581.5,298.1,265.0,568.8,525.7,278.3,626.0,248.0,222.4,784.8,787.9,827.2,625.2,271.1,475.7,348.2,316.8,287.3,815.7,622.6,478.9,554.8,703.7,584.8,290.3,507.9,231.6,592.4,412.7,588.8,232.9,619.4,655.8,741.5,597.2,267.6
SH,634.2,871.3,305.3,817.1,499.9,57.2,772.5,897.1,2707.9,712.3,70.6,62.4,775.3,945.8,892.3,288.4,857.2,185.7,285.2,260.9,862.1,201.3,295.4,482.6,779.2,255.9,189.9,376.1,415.0,214.8,349.2,204.5,834.2,790.8,743.4,264.7,210.4,293.1,746.0,486.3,179.4,536.3,653.0,310.5,904.3,964.9,426.3,790.7,493.2,208.0,253.7,925.8,421.4,239.5,788.4,463.5,228.7,543.3,904.1,436.8,384.0,517.9,941.7,195.9,906.8,909.9,435.0,912.9,235.6,847.0,736.5,812.6,286.3,969.1,274.5,515.7,188.3,316.4,880.3,345.7,759.4,894.3,476.1,165.5,299.0,903.1,175.8,227.8,751.1,679.3,367.1,428.5,221.7,185.1,128.3,656.7,449.1,891.4,187.1,780.8,751.1,222.7,776.2,153.4,233.0,483.1,772.4,383.5,883.8,973.7,312.2,0.0,221.7,723.9,354.7,314.1,954.2,342.4,199.9,322.5,318.3,925.7,847.2,714.6,277.0,160.4,494.8,658.8,269.8,759.1,79.6,355.5,917.9,921.0,960.3,751.5,404.2,591.5,274.2,212.2,182.7,948.8,755.7,404.9,687.9,836.8,717.9,423.4,443.8,364.7,518.4,545.8,514.8,128.3,752.5,788.9,874.6,730.3,246.5
SM,622.0,703.2,110.8,649.0,278.1,210.4,604.4,729.0,2579.2,544.2,223.8,148.1,607.2,777.7,724.2,93.9,689.1,173.5,273.0,39.1,694.0,189.1,283.2,260.8,611.1,244.0,177.7,154.3,193.2,81.8,337.0,192.3,666.1,622.7,575.3,255.6,198.2,286.3,577.9,264.5,167.2,314.5,484.9,308.7,736.2,796.8,204.5,622.6,271.4,195.8,31.9,757.7,409.2,227.3,620.3,451.3,216.5,322.4,736.0,215.0,162.2,505.7,773.6,183.7,738.7,741.8,422.8,744.8,13.8,678.9,568.4,644.5,277.2,801.0,262.3,293.9,176.1,304.2,712.2,123.9,591.3,726.2,254.3,123.2,286.8,735.0,163.6,266.2,583.0,511.2,145.3,206.7,117.0,172.9,82.2,488.6,227.3,723.3,174.9,612.7,583.0,28.2,608.1,191.8,223.9,261.3,604.3,161.7,715.7,805.6,300.0,198.2,0.0,555.8,342.5,301.9,786.1,333.3,238.3,100.7,306.1,757.6,679.1,546.5,264.8,90.0,273.0,490.7,263.0,591.0,181.8,343.3,749.8,752.9,792.2,583.4,392.0,369.7,52.4,203.1,158.9,780.7,587.6,183.1,519.8,668.7,549.8,411.2,222.0,352.5,296.6,533.6,293.0,122.1,584.4,620.8,706.5,562.2,234.3
SN,844.4,439.4,698.7,385.2,475.7,746.2,174.6,465.2,2303.8,69.1,759.6,683.9,132.0,513.9,460.4,681.8,425.3,676.4,636.3,580.3,430.2,692.0,619.7,508.5,135.9,728.9,680.6,433.4,394.5,669.7,511.2,596.4,402.3,191.3,311.5,843.5,701.1,771.2,314.1,512.2,670.1,634.1,221.1,793.6,472.4,533.0,524.1,358.8,591.0,698.7,555.8,493.9,631.6,730.2,356.5,673.7,520.5,262.6,472.2,534.6,499.8,728.1,509.8,686.6,474.9,478.0,665.2,481.0,573.9,415.1,126.8,213.1,865.1,537.2,504.7,291.1,679.0,632.9,448.4,511.1,116.1,462.4,573.9,711.1,509.2,471.2,666.5,766.4,319.2,247.4,489.7,469.3,704.9,675.8,670.1,275.1,475.0,459.5,619.0,182.9,141.4,616.1,178.3,727.6,811.8,458.9,340.5,519.8,451.9,541.8,628.7,734.0,587.8,0.0,584.9,630.6,522.3,921.2,774.1,536.6,504.1,493.8,415.3,116.7,767.7,677.9,592.6,78.9,747.9,327.2,717.6,585.7,486.0,489.1,528.4,319.6,634.4,329.6,584.7,791.0,746.8,349.3,172.6,404.6,256.0,404.9,336.3,653.6,419.6,574.9,616.2,756.0,533.1,710.0,172.6,203.9,442.7,70.8,737.2
SP,444.1,699.2,466.6,645.0,584.3,363.9,600.4,725.0,2535.8,540.2,377.3,301.6,603.2,773.7,720.2,449.7,685.1,294.1,254.0,422.2,690.0,309.7,237.4,617.1,607.1,346.6,298.3,542.0,503.1,376.1,177.1,214.1,662.1,618.7,571.3,456.6,318.8,388.9,573.9,620.8,287.8,697.6,480.9,411.3,732.2,792.8,587.6,618.6,654.5,316.4,415.0,753.7,231.3,347.9,616.3,273.4,138.2,371.2,732.0,598.1,545.3,327.8,769.6,304.3,734.7,737.8,80.2,740.8,396.9,674.9,564.4,640.5,478.2,797.0,83.8,399.7,296.7,250.6,708.2,507.0,587.3,722.2,637.4,357.4,108.9,731.0,284.2,384.1,579.0,507.2,528.4,577.9,391.5,293.5,289.6,484.6,583.6,719.3,236.7,608.7,579.0,384.0,604.1,345.3,424.9,567.5,600.3,544.8,711.7,801.6,246.4,351.7,383.0,551.8,0.0,248.3,782.1,534.3,391.8,483.8,146.2,753.6,675.1,542.5,385.4,352.3,656.1,486.7,365.6,587.0,335.3,49.6,745.8,748.9,788.2,579.4,49.4,438.2,435.5,404.1,374.6,776.7,583.6,513.2,515.8,664.7,545.8,68.6,528.2,174.6,679.7,355.7,641.7,320.2,580.4,616.8,702.5,558.2,354.9
