from_stop,AC,AD,AF,AI,AM,BC,BH,BI,BJ,BP,BX,CC,CE,CO,CQ,CR,CU,CX,CY,DH,DN,DU,DX,EI,EQ,EW,EY,FA,FB,FI,FN,FZ,GA,GX,GY,HB,HE,HH,HM,HP,HV,IO,IW,IY,IZ,JB,JH,JL,JN,JU,KK,KL,KP,KT,KU,KZ,LB,LL,LN,LP,LV,MA,MD,MJ,MP,MZ,NG,NH,NI,NK,NM,NN,NQ,NU,NX,NZ,OD,OH,OU,PD,PL,PN,PO,PP,PQ,RA,RG,RR,RS,SE,SF,SK,SM,SN,SY,TD,TF,TL,TP,TT,TX,UG,UQ,VL,VQ,VZ,WE,WH,WJ,WK,WL,WM,WS,WV,WX,XA,XH,XK,XL,XO,XP,YC,YK,YL,YM,YO,YU,YV,YX,YY,ZA,ZD,ZV,ZW,ZX
WJ,353.5,857.7,151.3,870.4,291.4,255.1,94.1,1012.2,326.4,1028.6,2061.5,1042.3,275.6,272.0,119.6,315.3,306.1,170.0,983.7,312.5,1242.9,328.5,416.8,985.0,174.8,1061.1,179.7,308.1,68.5,851.0,983.8,164.9,162.9,278.5,968.3,997.2,116.2,852.4,398.9,301.5,58.5,372.4,1040.6,384.1,1182.3,1012.4,480.5,258.9,110.5,79.0,204.5,1280.9,1203.6,174.2,174.3,1009.0,180.1,340.6,979.2,236.5,979.8,390.6,199.7,174.2,882.3,999.7,221.8,396.5,852.0,209.8,359.5,1017.0,1034.0,190.2,440.7,1243.2,988.7,453.4,416.5,231.3,229.6,243.1,377.2,247.3,968.4,866.6,324.5,250.7,128.2,1026.1,827.1,1275.4,241.8,341.1,169.1,109.0,996.5,1057.6,938.4,957.8,1146.9,228.6,77.8,375.2,1218.2,378.4,206.6,161.4,0.0,324.4,176.8,447.1,206.8,364.2,65.6,308.4,158.3,1065.1,988.1,303.7,860.9,196.6,888.6,127.6,866.4,341.8,1128.4,100.7,102.7,955.9,333.0,371.2,455.3,407.3,72.8
WK,316.6,1005.6,267.9,1018.3,19.2,57.1,334.2,1160.1,595.1,1176.5,2214.6,1190.2,544.3,540.7,254.2,463.2,463.7,244.0,1131.6,109.0,1390.8,486.1,458.3,1132.9,322.7,1209.0,327.6,456.0,368.2,998.9,1131.7,185.9,234.5,33.5,1116.2,1145.1,287.7,1000.3,539.1,570.2,358.2,587.2,1188.5,534.5,1330.2,1160.3,599.8,406.8,263.8,319.1,352.4,1428.8,1351.5,466.4,413.9,1156.9,231.5,29.6,1127.1,384.4,1127.7,605.4,271.3,466.4,1030.2,1147.6,461.9,536.7,999.9,378.4,127.7,1164.9,1181.9,215.5,242.3,1391.1,1136.6,572.7,262.0,523.5,82.6,535.3,301.3,404.9,1116.3,1014.5,287.6,519.4,222.9,1174.0,975.0,1423.3,94.8,498.7,461.3,401.2,1144.4,1205.5,1086.3,1105.7,1294.8,520.8,262.2,338.3,1366.1,121.6,446.7,453.6,299.6,0.0,445.5,488.6,348.3,327.3,357.8,466.0,450.5,1213.0,1136.0,572.4,1008.8,159.7,1036.5,419.8,1014.3,138.3,1276.3,286.1,237.3,1103.8,296.1,139.4,574.6,547.5,227.4
WL,487.0,714.5,284.8,727.2,427.8,391.5,227.6,869.0,149.5,885.4,1918.3,899.1,98.7,95.1,253.1,172.1,154.6,303.5,840.5,446.0,1099.7,177.0,332.3,841.8,124.2,917.9,119.3,164.9,202.0,707.8,840.6,298.4,296.4,414.9,825.1,854.0,249.7,709.2,247.4,124.6,210.0,316.4,897.4,232.6,1039.1,869.2,329.0,115.7,283.8,212.5,94.9,1137.7,1060.4,111.4,22.8,865.8,313.6,477.0,836.0,149.6,836.6,334.6,333.2,264.9,739.1,856.5,70.3,245.0,708.8,58.3,493.0,873.8,890.8,323.7,574.2,1100.0,845.5,301.9,550.0,168.5,366.0,180.3,510.7,95.8,825.2,723.4,458.0,73.8,261.7,882.9,683.9,1132.2,375.3,189.6,106.3,199.7,853.3,914.4,795.2,814.6,1003.7,165.8,251.1,508.7,1075.0,511.9,55.1,98.6,173.2,457.9,0.0,264.0,340.3,497.7,120.6,156.9,249.0,921.9,844.9,126.8,717.7,330.1,745.4,218.3,723.2,475.3,985.2,234.2,276.0,812.7,466.5,504.7,303.8,255.8,246.1
WM,709.6,659.0,507.4,671.7,521.3,485.0,450.2,813.5,417.5,829.9,1795.7,843.6,366.7,363.1,475.7,95.7,130.2,526.1,785.0,668.6,1044.2,191.4,226.4,786.3,217.7,862.4,212.8,109.4,424.6,652.3,785.1,521.0,519.0,508.4,769.6,798.5,472.3,653.7,184.0,392.6,432.6,97.5,841.9,44.8,983.6,813.7,110.1,136.7,433.2,435.1,188.4,1082.2,1004.9,334.0,236.3,810.3,536.2,570.5,780.5,243.1,781.1,115.7,555.8,487.5,683.6,801.0,284.3,181.6,653.3,200.8,668.6,818.3,835.3,546.3,796.8,1044.5,790.0,83.0,772.6,391.1,459.5,402.9,733.3,188.9,769.7,667.9,680.6,341.8,484.3,827.4,628.4,1076.7,597.9,165.7,328.9,422.3,797.8,858.9,739.7,759.1,948.2,388.4,400.5,731.3,1019.5,662.5,269.1,321.2,395.8,540.8,267.9,0.0,562.9,720.3,343.2,204.5,471.6,866.4,789.4,394.8,662.2,552.7,689.9,440.9,667.7,697.9,929.7,456.8,425.4,757.2,689.1,680.3,84.9,192.4,329.4
WS,398.2,1005.4,89.3,1018.1,344.3,308.0,104.9,1159.9,465.8,1176.3,2209.2,1190.0,415.0,411.4,164.3,463.0,445.5,214.7,1131.4,357.2,1390.6,467.9,596.7,1132.7,374.0,1208.8,378.9,455.8,190.2,998.7,1131.5,209.6,207.6,331.4,1116.0,1144.9,177.8,1000.1,538.3,440.9,215.9,607.3,1188.3,523.5,1330.0,1160.1,619.9,406.6,249.6,120.7,385.8,1428.6,1351.3,313.6,313.7,1156.7,224.8,393.5,1126.9,435.7,1127.5,625.5,244.4,313.6,1030.0,1147.4,361.2,535.9,999.7,349.2,404.2,1164.7,1181.7,234.9,485.4,1390.9,1136.4,592.8,461.2,370.7,282.5,382.5,421.9,386.7,1116.1,1014.3,369.2,390.1,172.9,1173.8,974.8,1423.1,286.5,480.5,308.5,248.4,1144.2,1205.3,1086.1,1105.5,1294.6,368.0,248.0,419.9,1365.9,423.1,346.0,300.8,199.1,363.8,316.2,554.9,0.0,408.9,205.0,447.8,297.7,1212.8,1135.8,443.1,1008.6,241.3,1036.3,267.0,1014.1,386.5,1276.1,176.2,223.1,1103.6,377.7,415.9,594.7,546.7,272.0
WV,158.3,1163.8,291.5,1176.5,323.5,361.4,339.8,1318.3,624.2,1334.7,2367.6,1348.4,573.4,569.8,228.6,621.4,603.9,240.7,1289.8,292.3,1262.4,626.3,730.2,1291.1,532.4,1367.2,537.3,614.2,348.6,1157.1,1289.9,182.6,231.2,337.8,1274.4,1301.4,293.3,1158.5,696.7,603.5,374.3,765.7,1346.7,681.9,1187.8,1311.9,778.3,565.0,383.1,324.7,544.2,1280.1,1223.1,472.0,472.1,1315.1,228.2,330.8,1285.3,594.1,1285.9,782.3,268.0,472.0,1188.4,1305.8,519.6,694.3,1176.0,507.6,253.7,1323.1,1340.1,212.2,245.5,1250.4,1294.8,751.2,221.3,529.1,386.9,540.9,182.0,545.1,1274.5,1172.7,143.0,548.5,219.6,1328.4,1144.0,1274.6,221.6,638.9,466.9,406.8,1302.6,1077.1,1244.5,1263.9,1166.4,526.4,381.5,180.0,1225.4,292.6,504.4,459.2,357.5,304.2,474.6,713.3,371.9,0.0,363.4,606.2,456.1,1371.2,1294.2,601.5,1167.0,150.3,1194.7,425.4,1172.5,321.6,1147.9,291.7,356.6,1275.9,137.8,265.4,753.1,705.1,430.4
WX,366.3,800.3,164.1,813.0,330.4,294.1,106.9,954.8,260.7,971.2,2004.1,984.9,209.9,206.3,132.4,257.9,240.4,182.8,926.3,325.3,1185.5,262.8,469.4,927.6,210.0,1003.7,205.1,250.7,81.3,793.6,926.4,177.7,175.7,317.5,910.9,939.8,129.0,795.0,333.2,235.8,89.3,402.2,983.2,318.4,1124.9,955.0,414.8,201.5,163.1,91.8,180.7,1223.5,1146.2,108.5,108.6,951.6,192.9,363.8,921.8,235.4,922.4,420.4,212.5,144.2,824.9,942.3,156.1,330.8,794.6,144.1,372.3,959.6,976.6,203.0,453.5,1185.8,931.3,387.7,429.3,165.6,268.6,177.4,390.0,181.6,911.0,809.2,337.3,185.0,141.0,968.7,769.7,1218.0,254.6,275.4,103.4,79.0,939.1,1000.2,881.0,900.4,1089.5,162.9,130.4,388.0,1160.8,391.2,140.9,95.7,52.5,337.2,111.1,349.8,219.6,377.0,0.0,242.7,128.3,1007.7,930.7,238.0,803.5,209.4,831.2,97.6,809.0,354.6,1071.0,113.5,155.3,898.5,345.8,384.0,389.6,341.6,125.4
XA,622.5,758.9,420.3,771.6,452.2,415.9,363.1,913.4,330.4,929.8,1959.1,943.5,279.6,276.0,388.6,230.0,70.0,439.0,884.9,581.5,1144.1,92.4,247.7,886.2,148.6,962.3,143.7,209.3,337.5,752.2,882.7,433.9,431.9,439.3,872.5,896.5,385.2,753.6,162.8,305.5,345.5,231.8,938.3,144.3,1081.8,907.0,244.4,160.1,364.1,348.0,119.3,1185.8,1104.8,246.9,149.2,910.2,449.1,501.4,880.4,174.0,881.0,248.4,468.7,400.4,783.5,900.9,197.2,160.4,753.2,113.7,599.5,918.2,935.2,459.2,709.7,1144.4,889.9,217.3,685.5,304.0,390.4,315.8,646.2,76.7,869.6,767.8,591.0,254.7,397.2,928.9,739.1,1176.6,510.8,105.0,241.8,335.2,897.7,958.8,839.6,859.0,1048.1,301.3,331.4,644.2,1119.4,593.4,182.0,234.1,308.7,471.7,180.8,233.1,475.8,633.2,256.1,0.0,384.5,966.3,889.3,307.7,762.1,467.2,789.8,353.8,767.6,610.8,1029.6,369.7,356.3,871.0,602.0,611.2,219.2,171.2,260.3
XH,471.6,921.3,269.4,934.0,435.7,399.4,212.2,1075.8,381.7,1092.2,2125.1,1105.9,330.9,327.3,237.7,378.9,361.4,288.1,1047.3,430.6,1306.5,383.8,574.7,1048.6,331.0,1124.7,326.1,371.7,186.6,914.6,1047.4,283.0,281.0,422.8,1031.9,1060.8,234.3,916.0,454.2,356.8,194.6,523.2,1104.2,439.4,1245.9,1076.0,535.8,322.5,268.4,197.1,301.7,1344.5,1267.2,229.5,229.6,1072.6,298.2,469.1,1042.8,356.4,1043.4,541.4,317.8,97.8,945.9,1063.3,277.1,451.8,915.6,265.1,477.6,1080.6,1097.6,308.3,558.8,1306.8,1052.3,508.7,534.6,286.6,373.9,298.4,495.3,302.6,1032.0,930.2,442.6,306.0,246.3,1089.7,890.7,1339.0,359.9,396.4,224.4,54.2,1060.1,1121.2,1002.0,1021.4,1210.5,283.9,235.7,493.3,1281.8,496.5,261.9,216.7,157.8,442.5,232.1,470.8,324.9,482.3,120.9,363.7,0.0,1128.7,1051.7,359.0,924.5,314.7,952.2,51.2,930.0,459.9,1192.0,218.8,260.6,1019.5,451.1,489.3,510.6,462.6,230.7
XK,1391.2,328.8,1189.0,239.6,1202.9,1166.6,1131.8,69.6,1099.1,59.6,2165.2,17.5,1048.3,1044.7,1157.3,778.2,947.7,1207.7,97.8,1350.2,805.5,970.1,1097.6,282.3,899.3,13.4,894.4,762.6,1106.2,299.9,72.4,1202.6,1200.6,1190.0,265.6,111.3,1153.9,258.6,1005.3,1074.2,1114.2,835.3,37.0,866.1,610.3,191.9,868.5,818.3,1114.8,1116.7,870.0,708.9,766.2,1015.6,917.9,306.3,1217.8,1252.1,176.7,924.7,159.3,853.5,1237.4,1169.1,312.7,297.0,965.9,1002.9,282.4,882.4,1350.2,42.8,213.5,1227.9,1478.4,671.2,168.2,860.0,1454.2,1072.7,1141.1,1084.5,1414.9,888.9,87.8,328.3,1362.2,1023.4,1165.9,54.6,318.2,703.4,1279.5,982.7,1010.5,1103.9,85.3,670.0,235.7,255.1,709.5,1070.0,1082.1,1412.9,646.2,1344.1,950.7,1002.8,1077.4,1222.4,949.5,870.1,1244.5,1401.9,1024.8,950.0,1153.2,0.0,167.6,1076.4,249.5,1234.3,205.9,1122.5,244.5,1379.5,691.0,1138.4,1107.0,100.3,1370.7,1361.9,843.3,1013.7,1011.0
XL,1311.3,248.4,1109.1,159.7,1123.0,1086.7,1051.9,159.5,1019.2,158.8,2085.3,161.9,968.4,964.8,1077.4,698.3,867.8,1127.8,103.3,1270.3,725.6,890.2,1017.7,202.4,819.4,180.7,814.5,682.7,1026.3,220.0,101.1,1122.7,1120.7,1110.1,185.7,114.9,1074.0,178.7,925.4,994.3,1034.3,755.4,183.4,786.2,528.7,17.6,788.6,738.4,1034.9,1036.8,790.1,629.0,686.3,935.7,838.0,226.4,1137.9,1172.2,119.3,844.8,8.3,772.0,1157.5,1089.2,232.8,217.1,886.0,923.0,200.4,802.5,1270.3,136.6,45.8,1148.0,1398.5,591.3,33.0,780.1,1374.3,992.8,1061.2,1004.6,1335.0,809.0,88.0,248.4,1279.8,943.5,1086.0,168.6,249.1,623.5,1199.6,902.8,930.6,1024.0,143.8,590.1,155.8,175.2,629.6,990.1,1002.2,1333.0,566.3,1264.2,870.8,922.9,997.5,1142.5,869.6,790.2,1164.6,1322.0,944.9,870.1,1073.3,196.9,0.0,996.5,169.6,1156.0,126.0,1042.6,164.6,1299.6,611.1,1058.5,1027.1,89.4,1290.8,1282.0,763.4,933.8,931.1
XO,603.3,830.8,401.1,843.5,544.1,507.8,343.9,985.3,22.7,1001.7,2034.6,1015.4,52.0,48.4,369.4,288.4,270.9,419.8,956.8,562.3,1216.0,293.3,448.6,958.1,240.5,1034.2,235.6,281.2,318.3,824.1,956.9,414.7,412.7,531.2,941.4,970.3,366.0,825.5,363.7,77.9,326.3,432.7,1013.7,348.9,1155.4,985.5,445.3,232.0,400.1,328.8,211.2,1254.0,1176.7,227.7,139.1,982.1,429.9,593.3,952.3,265.9,952.9,450.9,449.5,381.2,855.4,972.8,186.6,361.3,825.1,174.6,609.3,990.1,1007.1,440.0,690.5,1216.3,961.8,418.2,666.3,284.8,482.3,296.6,627.0,212.1,941.5,839.7,574.3,41.0,378.0,999.2,800.2,1248.5,491.6,305.9,222.6,316.0,969.6,1030.7,911.5,930.9,1120.0,282.1,367.4,625.0,1191.3,628.2,171.4,214.9,289.5,574.2,116.2,380.3,456.6,614.0,236.9,273.2,365.3,1038.2,961.2,0.0,834.0,446.4,861.7,334.6,839.5,591.6,1101.5,350.5,392.3,929.0,582.8,621.0,420.1,372.1,362.4
XP,1265.5,79.2,1063.3,9.4,1077.2,1040.9,1006.1,183.8,973.4,200.2,2039.5,213.9,922.6,919.0,1031.6,652.5,822.0,1082.0,155.3,1224.5,678.7,844.4,971.9,138.6,773.6,232.7,768.7,636.9,980.5,152.2,155.4,1076.9,1074.9,1064.3,121.9,168.8,1028.2,9.0,879.6,948.5,988.5,709.6,212.2,740.4,483.5,184.0,742.8,692.6,989.1,991.0,744.3,582.1,639.4,889.9,792.2,162.6,1092.1,1126.4,150.8,799.0,151.4,727.8,1111.7,1043.4,63.1,153.3,840.2,877.2,32.8,756.7,1224.5,188.6,205.6,1102.2,1352.7,544.4,160.3,734.3,1328.5,947.0,1015.4,958.8,1289.2,763.2,140.0,78.7,1236.5,897.7,1040.2,197.7,68.6,576.6,1153.8,857.0,884.8,978.2,168.1,543.2,92.0,111.4,582.7,944.3,956.4,1287.2,519.4,1218.4,825.0,877.1,951.7,1096.7,823.8,744.4,1118.8,1276.2,899.1,824.3,1027.5,236.7,159.7,950.7,0.0,1108.6,41.0,996.8,5.4,1253.8,564.2,1012.7,981.3,127.5,1245.0,1236.2,717.6,888.0,885.3
YC,155.2,1012.9,141.1,1026.1,173.1,211.0,189.4,1167.9,473.8,1184.3,2217.2,1198.0,423.0,419.4,78.2,471.0,453.5,90.3,1139.4,141.9,1312.0,475.9,579.8,1140.7,382.0,1216.8,386.9,463.8,198.2,1006.7,1139.5,32.2,80.8,187.4,1124.0,1152.9,142.9,1008.1,546.3,448.9,223.9,615.3,1192.8,531.5,1338.0,1161.5,627.9,414.6,232.7,174.3,393.8,1440.3,1272.7,321.6,321.7,1164.7,77.8,180.4,1134.9,443.7,1135.5,631.9,117.6,321.6,1038.0,1155.4,369.2,543.9,1025.6,357.2,161.2,1172.7,1189.7,61.8,242.4,1398.9,1144.4,600.8,218.2,378.7,236.5,390.5,178.9,394.7,1124.1,1022.3,123.7,398.1,69.2,1181.8,993.6,1431.1,71.2,488.5,316.5,256.4,1152.2,1126.7,1094.1,1113.5,1216.0,376.0,231.1,176.9,1373.9,200.1,354.0,308.8,207.1,153.8,324.2,562.9,221.5,165.9,213.0,455.8,305.7,1220.8,1143.8,451.1,1016.6,0.0,1044.3,275.0,1022.1,171.2,1197.5,141.3,206.2,1125.5,134.7,172.9,602.7,554.7,280.0
YK,1224.4,122.8,1022.2,33.6,1036.1,999.8,965.0,142.7,932.3,159.1,1998.4,172.8,881.5,877.9,990.5,611.4,780.9,1040.9,114.2,1183.4,638.7,803.3,930.8,97.5,732.5,191.6,727.6,595.8,939.4,133.1,114.3,1035.8,1033.8,1023.2,80.8,127.7,987.1,52.6,838.5,907.4,947.4,668.5,171.1,699.3,443.5,142.9,701.7,651.5,948.0,949.9,703.2,542.1,599.4,848.8,751.1,121.5,1051.0,1085.3,109.7,757.9,110.3,686.7,1070.6,1002.3,106.7,112.2,799.1,836.1,76.4,715.6,1183.4,147.5,164.5,1061.1,1311.6,504.4,119.2,693.2,1287.4,905.9,974.3,917.7,1248.1,722.1,98.9,122.3,1195.4,856.6,999.1,156.6,112.2,536.6,1112.7,815.9,843.7,937.1,127.0,503.2,50.9,70.3,542.7,903.2,915.3,1246.1,479.4,1177.3,783.9,836.0,910.6,1055.6,782.7,703.3,1077.7,1235.1,858.0,783.2,986.4,195.6,118.6,909.6,43.5,1067.5,0.0,955.7,38.5,1212.7,524.2,971.6,940.2,86.4,1203.9,1195.1,676.5,846.9,844.2
YL,433.4,883.1,231.2,895.8,397.5,361.2,174.0,1037.6,343.5,1054.0,2086.9,1067.7,292.7,289.1,199.5,340.7,323.2,249.9,1009.1,392.4,1268.3,345.6,536.5,1010.4,292.8,1086.5,287.9,333.5,148.4,876.4,1009.2,244.8,242.8,384.6,993.7,1022.6,196.1,877.8,416.0,318.6,156.4,485.0,1066.0,401.2,1207.7,1037.8,497.6,284.3,230.2,158.9,263.5,1306.3,1229.0,191.3,191.4,1034.4,260.0,430.9,1004.6,318.2,1005.2,503.2,279.6,46.5,907.7,1025.1,238.9,413.6,877.4,226.9,439.4,1042.4,1059.4,270.1,520.6,1268.6,1014.1,470.5,496.4,248.4,335.7,260.2,457.1,264.4,993.8,892.0,404.4,267.8,208.1,1051.5,852.5,1300.8,321.7,358.2,186.2,16.0,1021.9,1083.0,963.8,983.2,1172.3,245.7,197.5,455.1,1243.6,458.3,223.7,178.5,119.6,404.3,193.9,432.6,286.7,444.1,82.7,325.5,63.7,1090.5,1013.5,320.8,886.3,276.5,914.0,0.0,891.8,421.7,1153.8,180.6,222.4,981.3,412.9,451.1,472.4,424.4,192.5
YM,1260.0,84.2,1057.8,3.9,1071.7,1035.4,1000.6,178.3,967.9,194.7,2034.0,208.4,917.1,913.5,1026.1,647.0,816.5,1076.5,149.8,1219.0,683.7,838.9,966.4,133.1,768.1,227.2,763.2,631.4,975.0,157.2,149.9,1071.4,1069.4,1058.8,116.4,163.3,1022.7,14.0,874.1,943.0,983.0,704.1,206.7,734.9,488.5,178.5,737.3,687.1,983.6,985.5,738.8,587.1,644.4,884.4,786.7,157.1,1086.6,1120.9,145.3,793.5,145.9,722.3,1106.2,1037.9,68.1,147.8,834.7,871.7,37.8,751.2,1219.0,183.1,200.1,1096.7,1347.2,549.4,154.8,728.8,1323.0,941.5,1009.9,953.3,1283.7,757.7,134.5,83.7,1231.0,892.2,1034.7,192.2,73.6,581.6,1148.3,851.5,879.3,972.7,162.6,548.2,86.5,105.9,587.7,938.8,950.9,1281.7,524.4,1212.9,819.5,871.6,946.2,1091.2,818.3,738.9,1113.3,1270.7,893.6,818.8,1022.0,231.2,154.2,945.2,4.9,1103.1,35.5,991.3,0.0,1248.3,569.2,1007.2,975.8,122.0,1239.5,1230.7,712.1,882.5,879.8
YO,314.9,1104.9,293.1,1128.6,118.5,156.4,341.4,1259.4,625.8,1275.8,2292.8,1289.5,575.0,571.4,230.2,562.5,581.5,242.3,1230.9,21.6,1490.1,585.4,536.5,1232.2,422.0,1308.3,426.9,555.3,350.2,1098.2,1228.7,184.2,232.8,132.8,1218.5,1242.5,294.9,1099.6,617.3,600.9,375.9,665.4,1284.3,616.2,1427.8,1253.0,678.0,506.1,363.1,326.3,451.7,1528.1,1450.8,473.6,473.7,1256.2,229.8,125.8,1226.4,483.7,1227.0,682.0,269.6,473.6,1129.5,1246.9,521.2,614.9,1099.2,477.7,159.3,1264.2,1281.2,213.8,273.9,1490.4,1235.9,650.9,293.6,530.7,181.9,542.5,332.9,504.2,1215.6,1113.8,283.4,550.1,221.2,1273.3,1085.1,1522.6,93.1,598.0,468.5,408.4,1243.7,1304.8,1185.6,1205.0,1394.1,528.0,361.5,336.6,1465.4,153.2,506.0,460.8,398.9,99.2,476.2,566.8,373.5,325.6,365.0,565.3,457.7,1312.3,1235.3,603.1,1108.1,159.6,1135.8,427.0,1113.6,0.0,1375.6,293.3,336.6,1217.0,294.4,171.0,652.8,625.7,326.7
YU,1053.8,508.7,1190.2,521.4,1204.1,1167.8,1133.0,663.2,1100.3,679.6,2166.4,693.3,1049.5,1045.9,1158.5,779.4,948.9,1208.9,634.7,1348.4,114.4,971.3,1098.8,636.0,900.5,712.1,895.6,763.8,1107.4,502.0,634.8,1203.8,1201.8,1191.2,619.3,648.2,1155.1,503.4,1006.5,1075.4,1115.4,836.5,691.6,867.3,104.1,663.4,869.7,819.5,1116.0,1117.9,871.2,194.7,75.1,1016.8,919.1,660.0,1219.0,1287.0,630.2,925.9,630.8,854.7,1238.6,1170.3,533.3,650.7,967.1,1004.1,503.0,883.6,1258.2,668.0,685.0,1229.1,1191.2,165.0,639.7,861.2,1181.0,1073.9,1142.3,1085.7,1141.7,890.1,619.4,517.6,1179.9,1024.6,1167.1,677.1,478.1,189.2,1256.0,983.9,1011.7,1105.1,647.5,61.5,589.4,608.8,18.5,1071.2,1083.3,1093.3,140.0,1317.1,951.9,1004.0,1078.6,1223.6,950.7,871.3,1245.7,1135.2,1026.0,951.2,1154.4,716.1,639.1,1077.6,511.9,1186.5,539.6,1123.7,517.4,1377.7,0.0,1139.6,1108.2,606.9,1097.5,1269.9,844.5,1014.9,1012.2
YV,286.0,925.3,83.8,938.0,250.1,213.8,101.3,1079.8,385.7,1096.2,2129.1,1109.9,334.9,331.3,52.1,382.9,365.4,102.5,1051.3,245.0,1310.5,387.8,502.5,1052.6,293.9,1128.7,298.8,375.7,110.1,918.6,1051.4,97.4,95.4,237.2,1035.9,1064.8,54.8,920.0,458.2,360.8,135.8,527.2,1108.2,443.4,1249.9,1080.0,539.8,326.5,155.4,86.2,305.7,1348.5,1271.2,233.5,233.6,1076.6,112.6,283.5,1046.8,355.6,1047.4,545.4,132.2,233.5,949.9,1067.3,281.1,455.8,919.6,269.1,292.0,1084.6,1101.6,122.7,373.2,1310.8,1056.3,512.7,349.0,290.6,188.3,302.4,309.7,306.6,1036.0,934.2,257.0,310.0,60.7,1093.7,894.7,1343.0,174.3,400.4,228.4,168.3,1064.1,1125.2,1006.0,1025.4,1214.5,287.9,153.8,307.7,1285.8,310.9,265.9,220.7,119.0,256.9,236.1,532.8,164.2,296.7,124.9,367.7,217.6,1132.7,1055.7,363.0,928.5,129.1,956.2,186.9,934.0,274.3,1196.0,0.0,128.9,1023.5,265.5,303.7,514.6,466.6,191.9
YX,364.0,894.4,143.8,907.1,214.4,178.1,189.8,1048.9,422.1,1065.3,2098.2,1079.0,371.3,367.7,130.1,352.0,352.5,180.5,1020.4,323.0,1279.6,374.9,466.8,1021.7,211.5,1097.8,216.4,344.8,164.2,887.7,1020.5,175.4,173.4,201.5,1005.0,1033.9,163.6,889.1,445.3,397.2,154.2,409.1,1077.3,430.5,1219.0,1049.1,442.3,295.6,26.4,174.7,241.2,1317.6,1240.3,269.9,270.0,1045.7,190.6,263.6,1015.9,273.2,1016.5,427.3,210.2,269.9,919.0,1036.4,317.5,442.9,888.7,267.2,361.7,1053.7,1070.7,200.7,451.2,1279.9,1025.4,499.8,427.0,327.0,152.6,338.8,387.7,293.7,1005.1,903.3,335.0,346.4,138.7,1062.8,863.8,1312.1,252.3,387.5,264.8,204.7,1033.2,1094.3,975.1,994.5,1183.6,324.3,24.8,385.7,1254.9,355.6,302.3,257.1,95.6,233.9,272.5,497.1,224.2,374.7,161.3,354.8,254.0,1101.8,1024.8,399.4,897.6,207.1,925.3,223.3,903.1,352.3,1165.1,162.0,0.0,992.6,343.5,373.4,417.1,453.7,109.5
YY,1294.7,232.3,1092.5,129.4,1106.4,1070.1,1035.3,78.8,1002.6,95.2,2068.7,109.1,951.8,948.2,1060.8,681.7,851.2,1111.2,50.5,1253.7,709.0,873.6,1001.1,185.8,802.8,127.9,797.9,666.1,1009.7,203.4,48.3,1106.1,1104.1,1093.5,169.1,64.0,1057.4,162.1,908.8,981.9,1017.7,738.8,107.2,773.1,512.1,88.8,772.0,721.8,1018.3,1020.2,773.5,612.4,669.7,919.1,821.4,209.8,1121.3,1155.6,80.2,828.2,62.8,755.4,1140.9,1072.6,216.2,200.5,869.4,906.4,185.9,785.9,1253.7,83.8,117.0,1131.4,1381.9,574.7,71.7,763.5,1357.7,976.2,1044.6,988.0,1318.4,792.4,35.2,231.8,1263.2,926.9,1069.4,88.9,232.5,606.9,1183.0,886.2,914.0,1007.4,63.1,573.5,139.2,158.6,613.0,973.5,985.6,1316.4,549.7,1247.6,854.2,906.3,980.9,1125.9,853.0,773.6,1148.0,1305.4,928.3,853.5,1056.7,131.7,71.1,979.9,153.0,1139.4,109.4,1026.0,148.0,1283.0,594.5,1041.9,1010.5,0.0,1274.2,1265.4,746.8,917.2,914.5
ZA,59.8,1160.0,287.7,1172.7,319.7,357.6,336.0,1314.5,620.4,1330.9,2363.8,1344.6,569.6,566.0,224.8,617.6,600.1,236.9,1286.0,288.5,1216.6,622.5,726.4,1287.3,528.6,1363.4,533.5,610.4,344.8,1153.3,1286.1,178.8,227.4,334.0,1270.6,1299.5,289.5,1154.7,692.9,595.5,370.5,761.9,1342.9,678.1,1143.7,1314.7,774.5,561.2,379.3,320.9,540.4,1234.3,1177.3,468.2,468.3,1311.3,224.4,327.0,1281.5,590.3,1282.1,780.1,264.2,468.2,1184.6,1302.0,515.8,690.5,1154.3,503.8,205.0,1319.3,1336.3,208.4,107.6,1204.6,1291.0,747.4,83.4,525.3,383.1,537.1,44.1,541.3,1270.7,1168.9,141.7,544.7,215.8,1328.4,1129.4,1228.8,217.8,635.1,463.1,403.0,1298.8,1031.3,1240.7,1260.1,1120.6,522.6,377.7,81.5,1179.6,287.6,500.6,455.4,353.7,300.4,470.8,709.5,368.1,145.2,359.6,602.4,452.3,1367.4,1290.4,597.7,1163.2,148.3,1190.9,421.6,1168.7,317.8,1102.1,287.9,352.8,1258.2,0.0,195.6,749.3,701.3,426.6
