from_stop,AE,AG,AJ,AM,AR,AT,AW,BA,BR,CF,CG,CN,CP,CR,CS,CT,CW,CX,DA,DF,DG,DH,DI,DJ,DL,DN,DO,DQ,DU,DZ,EG,EI,EK,EM,ET,EV,FA,FG,FP,FU,FW,GD,GQ,GR,GT,GU,GV,HE,HH,HK,HO,HZ,IA,IF,IN,IO,IV,IW,IY,JA,JD,JG,JR,JU,JW,KE,KG,KH,KJ,KK,KO,KQ,KU,KW,KZ,LE,LK,LX,MB,MG,MM,MP,MT,MW,NF,NL,NS,NW,NZ,OA,OC,OE,OG,OH,OJ,OO,OT,OU,OW,PB,PG,PM,PO,PR,PT,PW,QC,QD,QI,QN,QT,QU,QV,RB,RI,RO,RT,RY,RZ,SA,ST,SX,TC,TE,TL,TT,TZ,UD,UF,UG,UI,UM,UN,UP,UZ,VA,VJ,VM,VW,VX,VZ,WH,WJ,WZ,XD,XE,XI,XN,XO,XS,XY,YA,YG,YH,YP,YV,ZB,ZG,ZI,ZN,ZR,ZS,ZT
OC,336.3,317.8,254.9,714.7,331.9,362.8,425.5,160.8,713.0,669.9,476.9,654.3,494.7,321.9,319.3,249.5,344.6,487.4,492.1,263.3,800.0,394.2,408.2,367.0,462.8,597.0,236.9,317.3,344.1,1842.2,137.8,324.2,579.0,272.4,338.9,398.0,408.6,690.7,385.7,752.6,312.8,422.1,37.5,323.6,510.7,646.0,285.4,444.4,374.8,364.8,644.7,238.8,383.5,368.7,500.3,436.5,438.9,56.4,536.9,276.5,391.5,523.9,392.6,355.2,365.9,285.4,316.4,411.7,230.4,340.0,494.7,350.3,472.5,692.0,741.3,150.4,513.5,661.4,295.5,308.2,230.8,413.2,375.0,266.0,498.3,248.0,779.7,293.6,357.5,282.7,0.0,652.4,504.1,349.9,422.9,111.9,213.4,515.2,333.1,546.2,425.0,454.7,376.4,161.4,348.8,533.6,685.7,400.7,316.0,337.7,310.1,769.4,391.5,303.9,772.5,813.1,371.1,328.1,518.5,124.8,686.4,375.9,383.5,443.7,407.4,378.7,779.4,805.7,387.4,474.8,302.2,179.9,251.2,353.1,561.0,271.5,592.7,274.8,546.7,412.8,115.8,345.9,324.7,374.6,454.7,215.5,471.1,456.0,237.3,278.4,278.2,746.1,339.0,349.0,693.7,519.5,640.7,249.7,704.2,328.6,329.6,481.1,140.2
OE,833.3,427.5,437.7,275.7,828.9,357.2,922.5,603.1,154.6,243.2,973.9,227.6,991.7,818.9,816.3,746.5,841.6,984.4,989.1,760.3,312.3,891.2,905.2,631.9,959.8,97.1,733.9,814.3,841.1,2125.1,520.2,821.2,235.6,537.3,835.9,895.0,1004.2,353.6,882.7,234.9,422.5,919.1,604.3,588.5,1007.7,328.9,782.4,941.4,871.8,861.8,6.6,530.3,880.5,293.5,997.3,933.5,346.3,578.6,193.5,773.5,248.1,180.5,889.6,852.2,862.9,782.4,912.0,908.7,521.9,837.0,991.7,615.2,969.5,208.3,223.6,532.8,127.4,369.4,478.3,805.2,610.1,910.2,872.0,763.0,995.3,745.0,292.0,481.3,854.5,547.6,599.0,0.0,1001.1,459.6,919.9,581.1,428.5,1012.2,408.8,204.9,1020.6,951.7,873.4,599.8,613.7,1030.6,168.0,238.5,813.0,834.7,807.1,281.7,888.5,800.9,284.8,295.4,868.1,825.1,506.9,594.0,394.4,872.9,880.5,940.7,904.4,875.7,261.7,288.0,884.4,971.8,799.2,463.4,434.0,850.1,233.2,529.8,46.8,771.8,161.8,677.7,585.0,842.9,821.7,871.6,184.4,466.9,968.1,953.0,734.3,775.4,775.2,258.4,836.0,846.0,135.3,1016.5,369.1,564.2,186.5,593.5,594.5,978.1,571.4
OG,443.9,679.0,575.4,1055.7,415.0,724.0,86.5,479.1,1074.2,1024.6,122.8,1014.3,72.3,290.5,237.6,284.7,356.8,180.2,232.0,353.0,1141.0,496.9,511.3,667.3,59.1,957.0,325.6,341.5,317.6,2122.2,537.7,312.8,940.2,572.7,217.0,500.7,511.3,1031.7,223.1,1113.8,672.8,524.8,539.7,622.7,258.4,992.1,332.1,137.2,347.1,362.6,1005.9,551.0,238.9,729.9,175.5,539.2,800.1,481.3,898.1,345.0,752.7,883.9,152.9,328.7,435.6,271.4,412.6,250.6,529.5,353.0,72.3,650.6,219.0,1057.7,1087.8,556.6,873.5,1001.2,609.3,281.7,529.9,515.9,476.5,332.7,224.6,312.9,1120.7,593.9,197.7,583.0,534.4,1013.6,0.0,709.9,524.4,450.7,613.3,18.7,694.3,904.8,527.7,74.0,441.7,544.3,649.1,224.1,1045.7,760.7,381.2,297.2,378.6,1110.4,123.9,373.6,1113.5,1144.1,288.3,281.9,859.5,441.0,1027.4,213.3,486.2,546.4,175.4,191.4,1109.2,1138.7,490.1,167.6,376.0,578.6,586.5,455.8,922.2,564.0,953.9,341.5,907.9,713.1,485.0,448.6,393.2,141.5,814.7,599.7,115.8,148.8,352.3,278.6,344.9,1085.9,259.4,266.2,1054.9,202.8,981.7,548.8,1065.4,628.9,628.7,130.7,488.6
OH,521.0,22.7,125.4,570.8,516.6,140.2,610.2,290.8,490.4,440.8,661.6,431.7,679.4,506.6,504.0,434.2,529.3,672.1,676.8,448.0,607.4,578.9,592.9,319.6,647.5,374.4,421.6,502.0,528.8,2052.1,207.9,508.9,356.4,225.0,523.6,582.7,593.3,648.7,570.4,530.0,54.0,606.8,292.0,276.2,695.4,624.0,470.1,629.1,559.5,549.5,422.1,218.0,568.2,146.1,685.0,621.2,216.3,266.3,314.3,461.2,168.9,301.3,577.3,539.9,550.6,470.1,501.1,596.4,209.6,514.7,679.4,302.9,657.2,473.9,518.7,226.8,290.9,664.5,166.0,492.9,297.8,597.9,559.7,450.7,683.0,432.7,587.1,169.0,542.2,235.3,286.7,429.8,688.8,0.0,607.6,268.8,116.2,699.9,115.1,321.0,609.7,639.4,561.1,287.5,301.4,718.3,463.1,178.1,500.7,522.4,494.8,576.8,576.2,488.6,579.9,590.5,555.8,512.8,728.4,281.7,689.5,560.6,568.2,628.4,592.1,563.4,556.8,585.1,572.1,659.5,486.9,151.1,121.7,537.8,338.4,210.9,370.1,459.5,324.1,365.4,272.7,530.6,509.4,559.3,232.1,154.6,655.8,640.7,424.8,463.1,462.9,553.5,523.7,533.7,471.1,704.2,664.2,251.9,481.6,281.2,282.2,665.8,259.1
OJ,105.6,548.2,444.6,807.5,352.3,593.2,427.9,348.3,943.4,900.3,479.3,884.7,497.1,324.3,339.7,251.9,365.0,489.8,494.5,283.7,834.5,28.6,37.7,536.5,465.2,827.4,259.3,337.7,364.5,2052.4,406.9,326.6,809.4,441.9,359.3,46.6,68.5,900.9,409.5,983.0,543.2,87.4,408.9,493.1,513.1,856.2,305.8,446.8,395.2,385.2,875.1,408.3,389.5,599.1,502.7,62.0,669.3,350.5,767.3,296.9,621.9,754.3,395.0,375.6,386.3,305.8,160.7,448.9,399.9,350.4,497.1,519.8,474.9,922.4,799.3,425.8,743.9,871.6,479.7,328.6,400.3,38.7,118.8,286.4,500.7,250.4,814.2,463.1,394.8,452.2,403.6,882.8,504.8,580.3,0.0,319.9,482.5,517.6,563.5,776.6,52.1,457.1,392.4,413.5,518.3,536.0,916.1,631.1,336.4,340.1,330.5,803.9,393.9,324.3,807.0,808.0,373.5,330.5,728.7,310.2,896.6,410.4,61.1,69.2,409.8,381.1,774.3,800.6,110.5,477.2,322.6,449.0,448.3,117.5,791.4,434.4,823.1,295.2,777.1,582.3,354.2,86.9,345.1,377.0,685.1,464.8,473.5,458.4,257.7,298.8,298.6,780.6,341.4,351.4,924.1,521.9,850.9,419.2,934.6,498.1,499.1,483.5,359.0
OO,252.1,266.9,204.0,658.2,247.7,311.9,341.3,98.1,662.1,619.0,392.7,603.4,410.5,237.7,235.1,165.3,260.4,403.2,407.9,179.1,743.5,310.0,324.0,304.3,378.6,546.1,152.7,233.1,259.9,1785.7,86.9,240.0,528.1,209.7,254.7,313.8,324.4,634.2,301.5,701.7,261.9,337.9,104.2,260.9,426.5,589.5,201.2,360.2,290.6,280.6,593.8,176.1,299.3,317.8,416.1,352.3,388.0,78.5,486.0,192.3,340.6,473.0,308.4,271.0,281.7,201.2,232.2,321.7,167.7,255.8,410.5,287.6,388.3,641.1,690.3,99.5,462.6,604.9,244.6,224.0,168.1,329.0,290.8,181.8,414.1,163.8,723.2,230.9,273.3,220.0,98.9,601.5,419.9,299.0,338.7,0.0,162.5,431.0,282.2,495.3,340.8,370.5,292.2,110.5,286.1,449.4,634.8,349.8,231.8,253.5,225.9,712.9,307.3,219.7,716.0,746.6,286.9,243.9,462.0,12.8,629.9,291.7,299.3,359.5,323.2,294.5,712.9,739.2,303.2,390.6,218.0,129.0,200.3,268.9,510.1,208.8,541.8,190.6,495.8,350.1,53.1,261.7,240.5,290.4,403.8,164.6,386.9,371.8,153.1,194.2,194.0,689.6,254.8,264.8,642.8,435.3,584.2,187.0,653.3,265.9,266.9,396.9,89.3
OT,404.7,104.3,41.4,579.9,400.3,149.3,493.9,201.4,499.5,456.4,545.3,440.8,563.1,390.3,387.7,317.9,413.0,555.8,560.5,331.7,616.5,462.6,476.6,235.6,531.2,383.5,305.3,385.7,412.5,1935.8,91.6,392.6,365.5,141.0,407.3,466.4,477.0,657.8,454.1,539.1,99.3,490.5,175.7,192.2,579.1,633.1,353.8,512.8,443.2,433.2,431.2,134.0,451.9,155.2,568.7,504.9,225.4,150.0,323.4,344.9,178.0,310.4,461.0,423.6,434.3,353.8,384.8,480.1,125.6,408.4,563.1,218.9,540.9,478.5,527.8,104.2,300.0,673.6,82.0,376.6,213.8,481.6,443.4,334.4,566.7,316.4,596.2,85.0,425.9,151.3,170.4,438.9,572.5,136.4,491.3,152.5,0.0,583.6,119.6,332.7,493.4,523.1,444.8,171.2,217.4,602.0,472.2,187.2,384.4,406.1,378.5,585.9,459.9,372.3,589.0,599.6,439.5,396.5,612.1,165.4,698.6,444.3,451.9,512.1,475.8,447.1,565.9,592.2,455.8,543.2,370.6,34.8,37.7,421.5,347.5,133.5,379.2,343.2,333.2,281.4,156.4,414.3,393.1,443.0,241.2,38.3,539.5,524.4,305.7,346.8,346.6,562.6,407.4,417.4,480.2,587.9,673.3,167.9,490.7,197.2,198.2,549.5,150.0
OU,447.3,687.3,583.7,1064.0,423.3,732.3,94.8,487.4,1082.5,1039.4,131.1,1023.8,96.8,298.8,245.9,293.0,365.1,188.5,240.3,361.3,1149.3,505.2,519.2,675.6,40.3,966.5,333.9,349.8,325.9,2146.7,546.0,321.1,948.5,581.0,225.3,509.0,519.6,1040.0,231.4,1122.1,682.3,533.1,548.0,632.2,266.7,995.3,340.4,145.5,356.6,370.9,1014.2,547.4,247.2,738.2,200.0,547.5,808.4,489.6,906.4,354.5,761.0,893.4,161.2,337.0,443.9,279.7,427.4,260.1,539.0,390.6,96.8,658.9,228.5,1061.5,1096.1,558.6,883.0,1010.7,618.8,290.0,539.4,524.2,486.0,341.0,232.9,294.5,1129.0,602.2,206.0,591.3,542.7,1021.9,24.4,719.4,533.9,459.0,621.6,0.0,702.6,915.7,536.0,98.5,454.4,552.6,657.4,248.6,1055.2,770.2,389.5,305.5,388.1,1118.7,132.2,381.9,1121.8,1152.4,296.6,290.2,867.8,449.3,1035.7,221.6,494.5,554.7,183.7,199.7,1118.7,1145.0,498.4,175.9,384.3,588.1,587.4,464.1,930.5,580.1,962.2,349.8,916.2,721.4,493.3,456.9,402.7,149.8,824.2,603.9,125.3,157.1,363.4,286.9,353.2,1095.4,267.7,274.5,1063.2,211.1,990.0,558.3,1073.7,637.2,638.2,155.2,498.1
OW,508.1,102.3,112.5,559.3,503.7,128.7,597.3,277.9,478.9,435.8,648.7,420.2,666.5,493.7,491.1,421.3,516.4,659.2,663.9,435.1,595.9,566.0,580.0,306.7,634.6,362.9,408.7,489.1,515.9,2039.2,195.0,496.0,344.9,212.1,510.7,569.8,580.4,637.2,557.5,518.5,97.3,593.9,279.1,263.3,682.5,612.5,457.2,616.2,546.6,536.6,410.6,205.1,555.3,134.6,672.1,608.3,204.8,253.4,302.8,448.3,157.4,289.8,564.4,527.0,537.7,457.2,488.2,577.7,196.7,511.8,666.5,290.0,644.3,457.9,507.2,207.6,279.4,653.0,153.1,480.0,284.9,585.0,546.8,437.8,670.1,419.8,575.6,156.1,529.3,222.4,273.8,418.3,675.9,134.4,594.7,255.9,103.3,687.0,0.0,312.1,596.8,626.5,548.2,274.6,288.5,705.4,451.6,166.6,487.8,509.5,481.9,565.3,563.3,475.7,568.4,579.0,542.9,499.9,715.5,268.8,678.0,547.7,555.3,615.5,579.2,550.5,545.3,571.6,559.2,646.6,474.0,138.2,108.8,524.9,326.9,204.6,358.6,446.6,312.6,352.5,259.8,517.7,496.5,546.4,220.6,141.7,642.9,627.8,409.1,450.2,450.0,542.0,510.8,520.8,459.6,691.3,652.7,239.0,470.1,268.3,269.3,652.9,246.2
PB,755.3,344.6,354.8,317.4,746.0,274.3,839.6,520.2,258.6,187.4,891.0,178.3,908.8,736.0,733.4,663.6,758.7,901.5,906.2,677.4,354.0,808.3,822.7,549.0,876.9,195.5,651.0,731.4,758.2,2166.8,437.3,738.3,177.5,454.4,753.0,812.1,822.7,395.3,799.8,276.6,329.7,836.2,521.4,505.6,924.8,366.1,699.5,858.5,779.0,778.9,243.2,459.3,797.6,210.6,914.4,850.6,253.5,495.7,135.4,680.7,155.3,122.4,796.8,769.3,780.0,699.5,724.0,825.8,429.1,744.1,908.8,532.3,876.7,220.5,265.3,456.2,112.0,420.3,385.5,722.3,517.3,827.3,779.2,680.1,912.4,680.1,333.7,398.4,771.6,464.7,516.1,250.9,916.5,376.7,827.1,498.2,345.6,929.3,325.9,0.0,839.1,868.8,786.1,516.9,520.9,947.7,209.7,145.7,730.1,751.8,714.3,323.4,805.6,718.0,326.5,337.1,785.2,742.2,548.6,511.1,436.1,790.0,797.6,857.8,821.5,792.8,312.6,331.7,801.5,888.9,706.4,370.6,371.4,767.2,85.0,440.3,191.2,688.9,145.2,594.8,502.1,760.0,728.9,788.7,91.6,379.9,875.3,870.1,654.2,692.5,692.3,300.1,753.1,763.1,239.3,933.6,410.8,481.3,228.2,510.6,501.7,895.2,488.5
PG,94.4,541.9,438.3,801.2,346.0,586.9,421.6,342.0,937.1,894.0,473.0,878.4,490.8,318.0,333.4,245.6,358.7,483.5,488.2,277.4,828.2,88.0,99.9,530.2,458.9,821.1,253.0,331.4,358.2,2046.1,400.6,320.3,803.1,435.6,353.0,28.5,16.3,894.6,403.2,976.7,536.9,65.3,402.6,486.8,506.8,849.9,299.5,440.5,388.9,378.9,868.8,402.0,383.2,592.8,496.4,39.9,663.0,344.2,761.0,290.6,615.6,748.0,388.7,369.3,380.0,299.5,108.5,442.6,393.6,354.1,490.8,513.5,468.6,916.1,793.0,413.2,737.6,865.3,473.4,322.3,394.0,13.3,96.7,280.1,494.4,244.1,807.9,456.8,388.5,445.9,397.3,876.5,500.2,574.0,62.1,313.6,476.2,511.3,557.2,770.3,0.0,450.8,390.5,407.2,512.0,529.7,909.8,624.8,330.1,333.8,324.2,797.6,387.6,318.0,800.7,801.7,367.2,324.2,722.4,303.9,890.3,404.1,43.0,47.1,403.5,374.8,768.0,794.3,88.4,470.9,316.3,442.7,442.0,111.2,785.1,434.7,816.8,288.9,770.8,576.0,347.9,80.6,338.8,370.7,678.8,458.5,467.2,452.1,251.4,292.5,292.3,774.3,335.1,345.1,917.8,515.6,844.6,412.9,928.3,491.8,492.8,477.2,352.7
PM,383.8,620.6,517.0,997.3,356.6,665.6,84.5,420.7,1015.8,972.7,120.8,957.1,39.9,235.3,179.2,229.5,298.4,107.2,159.0,294.6,1082.6,441.7,455.7,608.9,73.0,899.8,270.4,283.1,259.2,2048.1,479.3,257.6,881.8,514.3,158.6,445.5,456.1,973.3,164.7,1055.4,615.6,469.6,481.3,565.5,198.6,928.6,273.7,64.2,289.9,304.2,947.5,480.7,180.5,671.5,101.4,484.0,741.7,422.9,839.7,287.8,694.3,826.7,150.9,270.3,377.2,213.0,363.9,193.4,472.3,323.9,39.9,592.2,139.7,994.8,1029.4,491.9,816.3,944.0,552.1,223.3,472.7,460.7,422.5,274.3,151.6,231.0,1062.3,535.5,139.3,524.6,476.0,955.2,83.3,652.7,470.4,392.3,554.9,102.1,635.9,849.0,472.5,0.0,387.7,485.9,590.7,150.0,988.5,703.5,322.8,242.0,321.4,1052.0,121.9,315.2,1055.1,1085.7,233.1,226.7,801.1,382.6,969.0,154.9,431.0,491.2,173.4,189.4,1052.0,1078.3,434.9,94.6,317.6,521.4,520.7,400.6,863.8,513.4,895.5,283.1,849.5,654.7,426.6,393.4,336.0,139.5,757.5,537.2,115.0,75.8,299.9,220.2,286.5,1028.7,204.2,211.0,996.5,129.8,923.3,491.6,1007.0,570.5,571.5,56.6,431.4
PO,280.0,486.6,383.0,863.3,132.4,531.6,350.4,286.7,881.8,832.2,401.8,816.7,419.6,241.6,216.6,208.3,116.5,412.3,417.0,142.6,948.6,333.0,347.4,474.9,403.4,765.8,215.7,123.9,154.9,1990.8,345.3,283.0,747.8,380.3,236.2,336.8,347.4,839.3,283.0,921.4,481.6,360.9,347.3,425.1,435.6,799.7,130.8,369.3,160.1,157.5,813.5,358.6,280.8,537.5,425.2,375.3,601.3,288.9,705.7,88.9,560.3,692.7,345.0,143.8,86.1,182.7,248.7,296.8,338.3,99.4,419.6,458.2,397.4,865.3,895.4,364.2,682.3,803.6,418.1,193.3,338.7,352.0,313.8,168.3,423.2,224.8,928.3,401.5,254.8,390.6,342.0,821.2,443.0,512.3,361.7,258.3,420.9,455.8,501.9,712.4,363.8,379.6,0.0,351.9,456.7,458.5,848.1,569.5,116.8,296.5,64.2,918.0,350.3,70.7,921.1,951.7,329.9,243.0,667.1,248.6,835.0,273.2,322.3,382.5,366.2,337.5,918.0,946.3,326.2,399.7,93.4,387.4,394.1,291.9,729.8,372.8,761.5,177.1,715.5,520.7,292.6,284.7,50.1,333.4,617.1,407.3,396.0,380.9,163.5,175.7,180.5,888.3,254.2,307.8,862.5,444.4,789.3,357.6,873.0,436.5,437.5,406.0,297.4
PR,354.4,257.3,194.4,732.9,350.0,302.3,443.6,122.7,652.5,609.4,495.0,593.8,512.8,340.0,337.4,267.6,362.7,505.5,510.2,281.4,769.5,412.3,426.3,288.5,480.9,536.5,255.0,335.4,362.2,1885.5,77.3,342.3,518.5,193.9,357.0,416.1,426.7,734.0,403.8,692.1,252.3,440.2,125.4,245.1,528.8,689.3,303.5,462.5,392.9,382.9,584.2,160.3,401.6,308.2,518.4,454.6,378.4,99.7,476.4,294.6,331.0,463.4,410.7,373.3,384.0,303.5,334.5,424.0,151.9,358.1,512.8,271.8,490.6,631.5,680.8,89.9,453.0,704.7,231.7,326.3,152.3,431.3,393.1,284.1,516.4,266.1,749.2,215.1,375.6,204.2,120.1,591.9,522.2,289.4,441.0,102.2,152.9,533.3,272.6,485.7,443.1,472.8,394.5,0.0,270.3,551.7,625.2,340.2,334.1,355.8,328.2,738.9,409.6,322.0,742.0,752.6,389.2,346.2,561.8,115.1,729.7,394.0,401.6,461.8,425.5,396.8,718.9,745.2,405.5,492.9,320.3,119.4,190.7,371.2,500.5,193.0,532.2,292.9,486.2,334.3,106.1,364.0,342.8,392.7,394.2,155.0,489.2,474.1,255.4,296.5,296.3,715.6,357.1,367.1,633.2,537.6,684.0,171.2,643.7,250.1,251.1,499.2,56.7
PT,473.5,257.2,153.6,732.8,469.1,302.2,562.7,236.7,652.4,609.3,614.1,593.7,631.9,459.1,456.5,386.7,481.8,624.6,629.3,400.5,769.4,531.4,545.4,18.1,600.0,536.4,374.1,454.5,481.3,2033.8,277.6,461.4,518.4,102.1,476.1,535.2,545.8,810.7,522.9,692.0,252.2,559.3,317.9,143.9,647.9,786.0,422.6,581.6,512.0,502.0,584.1,163.9,520.7,308.1,637.5,573.7,378.3,292.2,476.3,413.7,330.9,463.3,529.8,492.4,503.1,422.6,453.6,548.9,155.5,467.2,631.9,170.6,609.7,635.9,680.7,296.5,452.9,826.5,188.7,445.4,243.7,550.4,512.2,403.2,635.5,385.2,749.1,172.1,494.7,99.2,312.6,591.8,641.3,289.3,560.1,282.9,202.2,652.4,272.5,483.0,562.2,591.9,513.6,259.5,0.0,670.8,625.1,340.1,453.2,474.9,447.3,738.8,528.7,441.1,741.9,752.5,508.3,465.3,710.1,291.6,851.5,513.1,520.7,580.9,544.6,515.9,718.8,745.1,524.6,612.0,439.4,220.8,164.7,490.3,500.4,156.8,532.1,412.0,486.1,63.9,222.6,483.1,461.9,511.8,394.1,177.9,608.3,593.2,377.3,415.6,415.4,715.5,476.2,486.2,633.1,656.7,832.3,197.8,643.6,20.7,18.6,618.3,205.0
PW,478.3,715.1,611.5,1091.8,451.1,760.1,221.1,515.2,1110.3,1067.2,272.5,1051.6,231.4,329.8,273.7,324.0,392.9,185.3,138.0,389.1,1177.1,536.2,550.2,703.4,264.5,994.3,364.9,377.6,353.7,2106.6,573.8,352.1,976.3,608.8,253.1,540.0,550.6,1067.8,259.2,1149.9,710.1,564.1,575.8,660.0,137.8,1023.1,368.2,205.4,384.4,398.7,1042.0,575.2,275.0,766.0,75.0,578.5,836.2,517.4,934.2,382.3,788.8,921.2,320.6,364.8,471.7,307.5,458.4,282.1,566.8,418.4,231.4,686.7,78.0,1089.3,1123.9,586.4,910.8,1038.5,646.6,317.8,567.2,555.2,517.0,368.8,144.2,325.5,1156.8,630.0,233.8,619.1,570.5,1049.7,274.8,747.2,564.9,486.8,649.4,293.6,730.4,943.5,567.0,191.4,482.2,580.4,685.2,0.0,1083.0,798.0,417.3,336.5,415.9,1146.5,291.6,409.7,1149.6,1180.2,327.6,321.2,895.6,477.1,1063.5,249.4,525.5,585.7,322.1,316.0,1146.5,1172.8,529.4,155.0,412.1,615.9,615.2,495.1,958.3,607.9,990.0,377.6,944.0,749.2,521.1,487.9,430.5,309.2,852.0,631.7,266.7,168.0,394.4,314.7,381.0,1123.2,298.7,305.5,1091.0,124.8,1017.8,586.1,1101.5,665.0,666.0,119.0,525.9
QC,728.2,465.1,475.3,107.6,866.5,394.8,971.1,640.7,89.2,89.0,1022.5,79.9,1040.3,867.5,853.9,795.1,879.2,1033.0,1037.7,797.9,144.2,786.1,800.1,669.5,1008.4,186.4,802.5,851.9,878.7,1957.0,557.8,869.8,308.8,574.9,873.5,789.9,836.1,185.5,920.3,66.8,460.1,814.0,641.9,626.1,1056.3,160.8,820.0,990.0,909.4,899.4,155.6,579.8,932.7,331.1,1045.9,828.4,383.9,616.2,266.7,811.1,285.7,253.7,938.2,889.8,900.5,820.0,737.4,992.1,559.5,864.6,1040.3,652.8,1018.1,65.1,55.5,576.7,216.7,201.3,515.9,842.8,647.7,805.1,766.9,800.6,1043.9,793.6,123.9,518.9,892.1,585.2,636.6,163.3,1048.0,497.2,814.8,618.7,466.1,1060.8,446.4,210.7,852.5,1000.3,906.6,637.4,651.3,1079.2,0.0,276.1,850.6,883.3,844.7,113.6,937.1,838.5,116.7,127.3,916.7,873.7,338.8,631.6,226.3,910.5,775.4,835.6,953.0,924.3,93.6,121.9,779.3,1020.4,836.8,501.0,491.9,745.0,167.7,560.8,136.1,809.4,251.1,715.3,622.6,737.8,859.3,920.2,222.0,504.5,1016.7,1001.6,771.9,813.0,812.8,90.3,884.6,894.6,69.9,1065.1,201.0,601.8,18.4,631.1,632.1,1026.7,609.0
QD,594.7,188.9,199.1,392.6,590.3,118.6,683.9,364.5,312.2,269.1,735.3,253.5,753.1,580.3,577.7,507.9,603.0,745.8,750.5,521.7,429.2,652.6,666.6,393.3,721.2,196.2,495.3,575.7,602.5,2125.8,281.6,582.6,178.2,298.7,597.3,656.4,667.0,470.5,644.1,351.8,183.9,680.5,365.7,349.9,769.1,441.3,543.8,702.8,633.2,623.2,243.9,291.7,641.9,54.9,758.7,694.9,107.7,340.0,136.1,534.9,9.5,123.1,651.0,613.6,624.3,543.8,568.3,664.3,283.3,588.4,753.1,376.6,730.9,291.2,340.5,300.5,112.7,486.3,239.7,566.6,371.5,671.6,633.4,524.4,756.7,506.4,408.9,242.7,615.9,309.0,360.4,251.6,760.8,221.0,681.3,342.5,189.9,773.6,170.2,145.4,683.4,713.1,634.8,361.2,375.1,792.0,284.9,0.0,574.4,596.1,568.5,398.6,649.9,562.3,401.7,412.3,629.5,586.5,623.8,355.4,511.3,634.3,641.9,702.1,665.8,637.1,378.6,404.9,645.8,733.2,560.6,224.8,195.4,611.5,160.2,284.6,191.9,533.2,145.9,439.1,346.4,604.3,583.1,633.0,53.9,224.2,729.5,714.4,498.5,536.8,536.6,375.3,597.4,607.4,292.9,777.9,486.0,325.6,303.4,354.9,355.9,739.5,332.8
QI,210.8,422.3,318.7,799.0,71.0,467.3,273.8,222.4,817.5,774.4,325.2,758.8,343.0,165.0,140.0,144.0,93.3,335.7,340.4,95.1,884.3,268.7,282.7,410.6,326.8,701.5,151.4,66.0,100.3,1926.5,281.0,218.7,683.5,316.0,159.6,272.5,283.1,775.0,206.4,857.1,417.3,296.6,283.0,367.2,359.0,730.3,31.2,292.7,131.0,95.5,749.2,282.4,204.2,473.2,348.6,311.0,543.4,224.6,641.4,42.7,496.0,628.4,267.1,111.4,108.4,110.9,190.9,232.4,274.0,80.7,343.0,393.9,320.8,796.5,831.1,293.6,618.0,745.7,353.8,97.2,274.4,287.7,249.5,68.7,346.6,142.5,864.0,337.2,178.2,326.3,277.7,756.9,368.1,454.4,297.4,194.0,356.6,379.2,437.6,650.7,299.5,303.0,118.9,287.6,392.4,381.9,790.2,505.2,0.0,232.2,52.6,853.7,266.0,46.4,856.8,887.4,265.6,166.4,602.8,184.3,770.7,196.6,258.0,318.2,281.9,253.2,853.7,880.0,261.9,323.1,32.0,323.1,322.4,227.6,665.5,315.1,697.2,77.5,651.2,456.4,228.3,220.4,67.2,249.1,559.2,338.9,319.4,304.3,96.4,99.1,80.9,830.4,177.6,243.5,798.2,367.8,725.0,293.3,808.7,372.2,373.2,329.4,233.1
QN,277.3,506.8,403.2,883.5,290.9,551.8,203.3,306.9,902.0,858.9,254.7,843.3,272.5,128.8,210.1,123.0,258.9,265.2,269.9,222.3,968.8,335.2,349.2,495.1,240.6,786.0,163.9,243.6,219.7,2011.0,365.5,151.1,768.0,400.5,189.5,339.0,349.6,859.5,184.9,941.6,501.8,363.1,367.5,451.7,288.5,814.8,234.2,222.2,250.4,264.7,833.7,366.9,164.9,557.7,278.1,377.5,627.9,309.1,725.9,248.3,580.5,712.9,170.4,230.8,337.7,173.5,257.4,224.3,358.5,284.4,272.5,478.4,250.3,881.0,915.6,378.1,702.5,830.2,438.3,183.8,358.9,354.2,316.0,225.0,276.1,124.5,948.5,421.7,170.2,410.8,362.2,841.4,281.9,538.9,363.9,278.5,441.1,293.0,522.1,735.2,366.0,232.5,348.2,372.1,476.9,311.4,874.7,589.7,275.0,0.0,281.9,938.2,169.3,275.7,941.3,971.9,102.6,120.2,687.3,268.8,855.2,185.8,324.5,384.7,185.2,156.5,938.2,964.5,328.4,252.6,261.2,407.6,406.9,294.1,750.0,399.6,781.7,233.8,735.7,540.9,312.8,286.9,296.5,152.4,643.7,423.4,248.9,233.8,193.4,180.7,237.2,914.9,116.8,107.2,882.7,297.3,809.5,377.8,893.2,456.7,457.7,258.9,317.6
