from_stop,AC,AJ,AR,AY,BD,BJ,BN,BO,BQ,BR,BZ,CA,CC,CF,CM,CP,CU,CX,DA,DC,DK,DL,DQ,DU,EK,EL,EV,EX,EZ,FB,FE,FM,FP,FV,GD,GE,GJ,GK,GR,HA,HC,HJ,HM,HN,HU,HZ,IG,IH,IR,IS,IW,IZ,JI,JL,JR,JZ,KH,KJ,KY,LD,LI,LN,LR,LU,LY,MI,MW,NA,NB,NL,NR,NS,OM,OO,OR,OT,OV,OW,PA,PC,PI,PL,PO,PS,PU,PV,PW,QE,QK,QY,RC,RE,RH,RN,RU,SA,SU,SW,TH,TI,TK,TQ,TR,TX,UF,UG,UH,UT,UV,UY,VI,VL,VM,VQ,VR,VZ,WP,WQ,WR,WU,WW,WX,XE,XF,XJ,XO,XS,XY,YR,YX,ZA,ZF,ZJ,ZN,ZO,ZU
SA,406.7,521.3,261.2,355.3,506.7,395.0,301.5,579.1,960.9,421.2,283.7,260.7,286.0,253.1,457.5,407.5,366.5,905.4,456.2,825.9,344.7,532.7,510.6,81.1,543.4,498.0,326.2,512.7,391.9,850.0,531.5,509.2,366.6,194.4,563.5,507.7,192.4,430.1,495.8,698.4,369.9,2853.1,548.2,301.5,230.4,964.2,273.6,924.2,216.5,470.8,559.0,761.0,810.3,963.8,434.0,409.1,433.9,963.7,224.3,377.2,1045.9,527.8,329.8,537.7,601.7,476.2,185.7,516.0,724.6,426.5,925.6,594.0,486.7,634.2,633.5,223.6,568.6,211.6,33.1,429.0,314.4,47.1,887.9,565.0,250.1,89.3,257.2,429.3,215.5,52.8,961.6,248.2,141.9,263.9,451.5,0.0,801.1,760.3,257.8,387.1,379.3,574.8,366.6,633.7,273.5,228.3,951.2,252.3,138.8,438.2,882.7,252.0,375.7,484.6,423.7,603.7,384.2,377.4,428.1,273.0,455.1,329.8,228.9,414.9,527.0,376.1,433.1,239.4,556.1,412.1,458.6,422.3,930.9,526.7,488.4,270.5
SU,705.0,749.5,674.4,835.2,933.5,999.7,671.8,658.0,405.9,979.5,654.0,789.9,765.9,549.8,919.4,869.4,993.3,502.6,918.1,137.6,806.6,611.6,991.8,718.3,739.7,945.3,993.5,952.8,871.8,101.5,795.5,685.8,1033.9,711.3,654.1,735.9,618.7,910.0,942.6,321.7,831.8,2359.8,741.3,764.5,819.4,375.5,713.3,483.8,604.8,932.7,752.1,70.0,165.0,402.9,601.0,871.0,713.5,265.7,596.2,619.1,540.9,753.7,628.1,890.6,680.6,704.4,781.5,594.9,347.9,724.8,215.9,787.1,660.6,649.6,724.1,890.9,831.4,609.3,803.3,1061.6,612.7,755.1,461.2,758.1,625.4,756.6,545.3,1056.1,605.1,794.8,503.1,710.1,720.6,629.7,909.7,770.1,0.0,157.0,608.4,867.0,841.2,426.3,736.9,712.6,643.8,616.6,456.8,919.6,806.1,918.1,377.7,798.7,674.0,869.6,885.6,796.8,1011.0,695.2,854.7,778.3,943.1,628.1,707.1,876.8,988.2,816.3,913.0,811.3,635.0,955.7,982.2,896.2,463.9,988.6,728.5,531.9
SW,647.8,684.9,617.2,778.0,859.1,942.5,614.6,593.4,248.8,922.3,596.8,732.7,708.7,492.6,862.2,812.2,936.1,345.5,860.9,77.2,749.4,547.0,934.6,661.1,665.3,888.1,936.3,895.6,814.6,81.8,721.1,621.2,976.7,654.1,589.5,671.3,561.5,822.7,868.2,135.2,774.6,2159.3,676.7,707.3,762.2,218.4,656.1,326.7,547.6,875.5,687.5,150.5,49.9,245.8,536.4,813.8,648.9,215.0,539.0,554.5,383.8,679.3,576.8,816.2,616.0,639.8,724.3,530.3,111.2,667.6,165.2,712.7,596.0,575.2,659.5,833.7,757.0,552.1,746.1,1004.4,555.5,697.9,304.1,693.5,568.2,699.4,488.1,998.9,547.9,737.6,346.0,652.9,663.4,572.5,852.5,712.9,134.0,0.0,551.2,809.8,784.0,361.7,662.1,648.0,586.6,559.4,299.7,862.4,748.9,860.9,220.6,741.5,616.8,795.2,828.4,722.4,953.8,630.6,780.3,721.1,885.9,570.9,649.9,819.6,931.0,759.1,855.8,754.1,570.4,898.5,925.0,839.0,306.8,931.4,663.9,474.7
TH,200.7,337.4,120.2,281.0,432.4,445.5,117.6,395.2,770.7,425.3,99.8,235.7,211.7,69.5,365.2,315.2,454.5,752.4,363.9,654.0,252.4,348.8,437.6,164.1,452.2,391.1,430.0,398.6,317.6,633.5,457.2,303.2,470.4,160.6,391.3,323.8,64.5,355.8,421.5,514.8,277.6,2617.4,342.2,210.3,265.2,811.2,159.1,771.2,50.6,378.5,353.0,577.4,626.7,773.6,250.1,316.8,227.9,791.8,96.0,193.3,1010.3,436.6,129.7,463.4,417.8,292.3,273.0,332.1,541.0,220.5,742.0,502.8,280.7,543.0,461.3,327.4,472.6,109.1,214.9,522.8,148.6,200.9,734.9,359.0,71.2,224.8,73.6,517.3,104.9,282.2,808.6,155.9,166.4,129.5,355.5,257.5,617.5,576.7,0.0,312.8,287.0,390.9,182.7,449.8,89.6,62.4,798.2,356.1,242.6,363.9,884.9,244.5,186.8,393.4,331.4,512.5,472.2,193.5,336.9,224.1,388.9,159.7,195.1,322.6,434.0,262.1,358.8,257.1,372.2,401.5,428.0,342.0,777.9,434.4,282.4,86.9
TI,510.1,590.1,312.0,49.0,365.5,603.9,370.3,647.9,659.8,548.4,352.5,372.9,144.8,354.8,488.3,438.3,563.1,688.7,487.0,962.6,375.5,601.5,369.4,429.7,265.5,514.2,535.1,371.5,250.7,967.2,194.5,612.6,575.5,426.2,644.0,576.5,330.1,93.1,354.6,842.1,400.7,2506.5,651.6,333.4,402.4,747.5,324.4,707.5,336.2,479.0,662.4,958.8,935.3,662.7,502.8,439.9,537.3,1100.4,381.3,446.0,946.6,279.5,439.1,200.7,670.5,545.0,376.6,584.8,818.1,529.9,1050.6,254.9,584.1,333.1,714.0,432.5,209.9,394.4,462.1,631.4,417.8,476.1,671.2,668.4,351.8,329.9,358.9,625.9,390.2,453.6,724.7,279.0,271.5,414.8,288.6,428.9,998.9,885.3,359.5,0.0,410.1,588.6,435.4,702.5,342.3,348.0,734.5,461.2,347.7,297.0,821.2,381.7,479.1,353.0,454.5,260.6,580.8,446.2,296.5,361.3,512.0,433.2,460.7,445.7,385.8,385.2,96.1,394.3,624.9,524.6,551.1,465.1,685.5,470.5,591.8,372.2
TK,441.7,521.7,243.6,355.7,367.1,158.4,301.9,579.5,779.5,138.2,284.1,125.5,286.4,286.4,78.1,28.1,249.5,808.4,76.8,870.9,34.4,533.1,191.3,361.3,362.0,104.0,146.1,151.4,301.2,850.4,421.0,544.2,215.7,357.8,575.6,508.1,261.7,430.5,376.2,731.7,58.5,2485.8,583.2,120.1,155.0,867.2,256.0,827.2,267.8,159.4,594.0,794.3,843.6,782.4,434.4,97.7,468.9,1008.7,312.9,377.6,1066.3,346.4,370.7,516.1,602.1,476.6,324.4,516.4,757.9,461.5,958.9,412.6,515.7,452.8,645.6,219.4,456.9,326.0,412.1,278.1,349.4,398.1,790.9,600.0,283.4,279.5,290.5,260.8,321.8,403.2,844.4,161.9,221.1,346.4,387.0,378.5,834.4,793.6,291.1,387.5,0.0,575.2,367.0,634.1,273.9,279.6,854.2,183.8,247.6,376.9,940.9,134.3,410.7,303.2,44.3,422.3,267.2,377.8,246.7,113.9,101.8,364.8,392.3,35.5,187.7,24.5,433.5,146.9,556.5,114.4,140.9,54.9,805.2,223.5,523.4,303.8
TQ,377.3,323.1,409.4,570.2,554.5,734.7,271.1,231.6,379.7,714.5,289.9,524.9,500.9,318.4,654.4,604.4,761.9,361.4,653.1,463.0,541.6,185.2,726.8,486.2,360.7,680.3,762.1,687.8,606.8,467.6,416.5,259.4,802.5,479.9,227.7,309.5,386.6,518.1,563.6,323.8,566.8,2226.4,314.9,499.5,554.4,420.2,448.3,380.2,373.4,667.7,325.7,397.5,435.7,382.6,174.6,606.0,287.1,600.8,364.8,192.7,619.3,374.7,386.4,511.6,254.2,278.0,550.1,168.5,350.0,295.0,551.0,408.1,234.2,270.6,297.7,659.5,452.4,377.9,571.9,830.2,381.3,523.0,343.9,331.7,394.0,525.2,313.9,824.7,373.7,563.4,417.6,445.1,455.6,398.3,644.7,538.7,437.6,385.7,377.0,602.0,576.2,0.0,300.3,286.2,300.2,385.2,407.2,688.2,574.7,653.1,493.9,533.7,442.6,490.6,620.6,417.8,779.6,268.8,475.7,513.3,678.1,396.7,475.7,611.8,723.2,551.3,648.0,546.3,208.6,690.7,717.2,631.2,386.9,723.6,302.1,300.5
TR,376.2,239.1,213.5,374.3,525.7,538.8,75.2,296.9,672.4,518.6,94.0,329.0,305.0,215.4,458.5,408.5,547.8,654.1,457.2,755.7,345.7,250.5,530.9,290.3,545.5,484.4,523.3,491.9,410.9,760.3,550.5,258.3,563.7,286.8,293.0,225.5,190.7,449.1,514.8,616.5,370.9,2519.1,313.8,303.6,358.5,712.9,252.4,672.9,196.8,471.8,324.6,690.2,728.4,675.3,151.8,410.1,286.0,893.5,241.9,95.0,912.0,529.9,385.3,556.7,319.5,194.0,364.8,233.8,642.7,293.9,843.7,596.1,233.1,636.3,363.0,420.7,565.9,255.0,341.1,616.1,278.4,327.1,636.6,330.6,212.4,318.1,219.5,610.6,250.8,408.4,710.3,249.2,259.7,275.4,448.8,383.7,730.3,678.4,220.1,406.1,380.3,292.6,0.0,351.5,104.3,208.6,699.9,449.4,335.9,457.2,786.6,337.8,339.7,486.7,424.7,605.8,565.5,95.2,430.2,317.4,482.2,293.8,321.3,415.9,527.3,355.4,452.1,350.4,273.9,494.8,521.3,435.3,679.6,527.7,301.0,232.8
TX,458.0,403.8,490.1,650.9,802.3,815.4,351.8,209.7,667.8,795.2,370.6,605.6,581.6,492.0,735.1,685.1,824.4,649.5,733.8,751.1,622.3,163.3,807.5,566.9,648.8,761.0,799.9,768.5,687.5,755.7,704.6,340.1,840.3,563.4,71.2,390.2,467.3,725.7,791.4,611.9,647.5,2514.5,395.6,580.2,635.1,708.3,529.0,668.3,473.4,748.4,406.4,685.6,723.8,670.7,255.3,686.7,367.8,888.9,518.5,273.4,907.4,662.8,473.0,833.3,36.2,358.7,641.4,146.6,638.1,375.7,839.1,696.2,314.9,558.7,11.5,697.3,740.5,531.6,617.7,892.7,560.1,603.7,632.0,412.4,489.0,594.7,496.1,887.2,527.4,676.9,705.7,525.8,536.3,552.0,725.4,660.3,725.7,673.8,496.7,682.7,656.9,288.0,381.0,0.0,380.9,485.2,695.3,726.0,612.5,733.8,782.0,614.4,574.3,763.3,701.3,705.9,842.1,349.5,706.8,594.0,758.8,547.2,597.9,692.5,803.9,632.0,728.7,627.0,186.7,771.4,797.9,704.7,675.0,804.3,382.8,509.4
UF,266.3,247.7,109.1,269.9,421.3,434.4,27.9,305.5,681.0,414.2,10.1,224.6,200.6,111.0,354.1,304.1,443.4,662.7,352.8,764.3,241.3,259.1,426.5,185.9,441.1,380.0,418.9,387.5,306.5,675.0,446.1,266.9,459.3,182.4,301.6,234.1,86.3,344.7,410.4,625.1,266.5,2527.7,322.4,199.2,254.1,721.5,148.0,681.5,92.4,367.4,333.2,698.8,737.0,683.9,160.4,305.7,294.6,902.1,137.5,103.6,920.6,425.5,195.3,452.3,328.1,202.6,260.4,242.4,651.3,302.5,852.3,491.7,241.7,531.9,371.6,316.3,461.5,150.6,236.7,511.7,174.0,222.7,645.2,339.2,108.0,213.7,115.1,506.2,146.4,304.0,718.9,144.8,155.3,171.0,344.4,279.3,738.9,687.0,115.7,301.7,275.9,301.2,93.0,360.1,0.0,104.2,708.5,345.0,231.5,352.8,795.2,233.4,235.3,382.3,320.3,501.4,461.1,103.8,325.8,213.0,377.8,189.4,216.9,311.5,422.9,251.0,347.7,246.0,282.5,390.4,416.9,330.9,688.2,423.3,309.6,128.4
UG,230.5,323.4,106.2,267.0,418.4,431.5,103.6,381.2,756.7,411.3,85.8,221.7,197.7,75.2,351.2,301.2,452.8,738.4,349.9,659.7,238.4,334.8,423.6,132.1,438.2,377.1,448.9,384.6,303.6,639.2,443.2,342.6,489.3,128.6,377.3,309.8,32.5,341.8,407.5,520.5,263.6,2603.4,398.1,196.3,251.2,797.2,145.1,757.2,11.8,364.5,408.9,583.1,632.4,759.6,236.1,302.8,257.7,797.5,101.7,179.3,996.3,422.6,159.5,449.4,403.8,278.3,241.0,318.1,546.7,250.3,747.7,488.8,317.4,529.0,447.3,346.3,458.6,114.8,182.9,521.1,138.2,168.9,720.9,414.9,72.2,212.0,79.3,515.6,110.6,250.2,794.6,141.9,152.4,135.2,341.5,225.5,623.2,582.4,79.9,298.8,273.0,376.9,168.7,435.8,75.6,0.0,784.2,375.0,261.5,349.9,870.9,230.5,199.5,379.4,317.4,498.5,470.5,179.5,322.9,210.1,374.9,153.6,163.1,308.6,420.0,248.1,344.8,243.1,358.2,387.5,414.0,328.0,763.9,420.4,385.3,92.6
UH,836.3,777.2,805.7,767.5,727.2,1086.9,725.2,685.7,193.2,1029.2,744.0,821.6,808.1,681.1,969.1,919.1,1040.4,45.7,952.0,357.9,856.3,639.3,836.1,849.6,533.4,995.0,1018.1,838.2,819.7,362.5,589.2,713.5,1058.5,842.6,681.8,763.6,750.0,690.8,736.3,237.4,881.5,2219.2,769.0,778.2,851.1,81.8,844.6,26.9,736.1,945.7,779.8,431.2,330.6,190.2,628.7,920.7,741.2,495.7,727.5,646.8,341.9,547.4,765.3,684.3,708.3,732.1,912.8,622.6,213.4,749.1,445.9,580.8,688.3,443.3,751.8,915.5,625.1,740.6,934.6,1108.7,744.0,886.4,284.9,785.8,756.7,887.9,676.6,1103.2,736.4,926.1,358.6,841.4,851.9,761.0,747.1,901.4,414.7,280.6,739.7,788.6,890.9,454.0,754.4,740.3,754.3,747.9,0.0,944.2,937.4,737.0,216.5,830.4,805.3,663.3,935.3,590.5,1058.1,722.9,648.4,810.0,992.8,759.4,838.4,926.5,852.5,866.0,730.9,843.0,662.7,1005.4,1031.9,945.9,327.9,937.2,756.2,663.2
UT,542.6,598.0,319.9,414.0,430.1,141.6,378.2,655.8,842.5,167.8,360.4,142.3,344.7,362.7,263.0,250.6,145.3,871.4,257.2,947.2,156.6,609.4,369.9,339.9,425.0,222.9,72.8,331.8,364.2,926.7,484.0,645.1,113.2,377.1,651.9,584.4,338.0,488.8,439.2,808.0,181.8,2627.0,684.1,183.1,112.0,930.2,332.3,890.2,371.7,282.7,694.9,870.6,919.9,845.4,510.7,221.0,569.8,1085.0,360.2,453.9,1129.3,409.4,471.6,579.1,678.4,552.9,208.2,592.7,834.2,562.4,1035.2,475.6,622.6,515.8,721.9,28.2,519.9,347.5,291.9,175.6,450.3,305.9,853.9,700.9,359.7,159.7,366.8,176.3,351.4,283.4,907.4,242.9,200.6,399.8,450.0,258.7,910.7,869.9,367.4,445.8,213.6,651.5,443.3,710.4,350.2,383.5,917.2,0.0,113.4,439.9,1003.9,133.6,511.6,366.2,224.7,485.3,163.0,454.1,309.7,154.6,201.7,465.7,434.7,243.0,368.1,166.3,491.8,121.0,632.8,158.7,205.2,162.1,868.2,338.6,624.3,380.1
UV,429.1,484.5,206.4,300.5,409.6,256.1,264.7,542.3,822.0,282.3,246.9,121.8,231.2,249.2,377.5,285.5,227.6,850.9,371.7,833.7,222.7,495.9,380.1,226.4,404.5,337.4,187.3,382.2,343.7,813.2,463.5,531.6,227.7,263.6,538.4,470.9,224.5,375.3,418.7,694.5,247.9,2722.6,570.6,162.6,91.5,909.7,218.8,869.7,258.2,348.8,581.4,757.1,806.4,824.9,397.2,287.1,456.3,971.5,246.7,340.4,1108.8,388.9,358.1,482.9,564.9,439.4,110.9,479.2,720.7,448.9,921.7,455.1,509.1,495.3,608.4,84.7,499.4,234.0,178.4,290.1,336.8,192.4,833.4,587.4,246.2,46.2,253.3,290.4,237.9,169.9,886.9,193.4,87.1,286.3,375.0,145.2,797.2,756.4,253.9,332.3,257.3,538.0,329.8,596.9,236.7,270.0,896.7,113.4,0.0,383.4,983.4,113.1,398.1,345.7,339.2,464.8,245.3,340.6,289.2,134.1,316.2,352.2,321.2,292.9,396.5,232.4,378.3,100.5,519.3,273.2,319.7,276.6,847.7,404.7,510.8,266.6
UY,555.0,635.0,356.9,259.0,68.4,592.7,415.2,692.8,625.4,535.0,397.4,327.4,163.9,399.7,474.9,424.9,546.2,654.3,458.1,928.2,362.1,646.4,342.2,474.6,207.9,500.8,523.9,344.3,223.5,932.8,173.3,657.5,564.3,471.1,688.9,621.4,375.0,234.4,57.5,807.7,387.3,2472.1,696.5,284.0,356.9,713.1,369.3,673.1,381.1,451.8,707.3,924.4,900.9,628.3,547.7,426.5,582.2,1066.0,426.2,490.9,912.2,192.3,484.0,227.9,715.4,589.9,421.5,629.7,783.7,574.8,1016.2,258.5,629.0,298.7,758.9,421.3,124.7,439.3,507.0,614.5,462.7,521.0,636.8,713.3,396.7,374.8,403.8,609.0,435.1,498.5,690.3,323.9,316.4,459.7,10.1,473.8,964.5,850.9,404.4,290.8,396.7,554.2,480.3,747.4,387.2,392.9,700.1,450.0,392.6,0.0,786.8,336.2,524.0,169.1,441.1,268.2,563.9,491.1,154.2,315.8,498.6,478.1,505.6,432.3,358.6,371.8,274.5,348.8,669.8,511.2,537.7,451.7,651.1,443.3,636.7,417.1
VI,770.4,807.5,739.8,900.6,789.8,1065.1,737.2,716.0,179.5,1044.9,719.4,855.3,831.3,615.2,984.8,934.8,1058.7,276.2,983.5,292.0,872.0,669.6,898.7,783.7,596.0,1010.7,1058.9,900.8,937.2,296.6,651.8,743.8,1099.3,776.7,712.1,793.9,684.1,753.4,798.9,171.5,897.2,2205.5,799.3,829.9,884.8,149.1,778.7,257.4,670.2,998.1,810.1,365.3,264.7,176.5,659.0,936.4,771.5,429.8,661.6,677.1,196.8,610.0,693.5,746.9,738.6,762.4,846.9,652.9,147.5,790.2,380.0,643.4,718.6,505.9,782.1,956.3,687.7,674.7,868.7,1127.0,678.1,820.5,234.8,816.1,690.8,822.0,610.7,1121.5,670.5,860.2,276.7,775.5,786.0,695.1,809.7,835.5,348.8,214.7,673.8,932.4,906.6,484.3,784.7,770.6,709.2,682.0,230.4,985.0,871.5,799.6,0.0,864.1,739.4,725.9,951.0,653.1,1076.4,753.2,711.0,843.7,1008.5,693.5,772.5,942.2,915.1,881.7,793.5,876.7,693.0,1021.1,1047.6,961.6,237.5,1054.0,786.5,597.3
VL,389.0,469.0,190.9,314.0,296.4,256.4,249.2,526.8,708.8,282.6,231.4,8.6,218.9,233.7,222.3,172.3,209.9,737.7,221.0,818.2,109.5,480.4,266.9,308.6,291.3,248.2,187.6,269.0,230.5,797.7,350.3,491.5,228.0,305.1,522.9,455.4,209.0,388.8,305.5,679.0,134.7,2609.4,530.5,49.4,20.6,796.5,203.3,756.5,215.1,235.6,541.3,741.6,790.9,711.7,381.7,173.9,416.2,956.0,260.2,324.9,995.6,275.7,318.0,445.4,549.4,423.9,190.0,463.7,705.2,408.8,906.2,341.9,463.0,382.1,592.9,85.0,386.2,273.3,291.7,278.2,296.7,305.7,720.2,547.3,230.7,159.5,237.8,272.7,269.1,283.2,773.7,109.2,168.4,293.7,316.3,258.5,781.7,740.9,238.4,345.8,144.1,522.5,314.3,581.4,221.2,226.9,783.5,113.7,113.2,306.2,870.2,0.0,358.0,232.5,188.5,351.6,227.6,325.1,176.0,20.9,316.5,312.1,339.6,179.7,283.3,119.2,391.8,12.5,503.8,273.5,320.0,276.9,734.5,291.5,470.7,251.1
VM,153.2,474.7,257.5,418.3,569.7,582.8,254.9,468.0,843.5,562.6,237.1,373.0,349.0,152.8,502.5,452.5,582.3,825.2,501.2,737.3,389.7,421.6,574.9,324.7,589.5,528.4,585.8,535.9,454.9,716.8,594.5,255.7,626.2,276.4,464.1,461.1,201.8,493.1,558.8,598.1,414.9,2690.2,294.7,347.6,402.5,884.0,296.4,844.0,187.9,515.8,305.5,660.7,710.0,846.4,364.6,454.1,180.4,875.1,161.3,330.6,1083.1,573.9,82.2,600.7,490.6,429.6,370.5,404.9,624.3,173.0,825.3,640.1,233.2,680.3,534.1,483.2,609.9,174.4,375.5,650.6,57.5,361.5,807.7,311.5,208.5,348.9,156.9,645.1,170.2,387.1,881.4,293.2,303.7,194.8,492.8,362.4,700.8,660.0,178.1,450.1,424.3,463.7,320.0,522.6,226.9,199.7,871.0,511.9,398.4,501.2,957.7,381.8,0.0,530.7,468.7,649.8,600.0,330.8,474.2,361.4,526.2,41.4,272.2,459.9,571.3,399.4,496.1,394.4,445.0,538.8,565.3,479.3,850.7,571.7,234.9,170.2
VQ,554.7,634.7,356.6,302.1,146.1,485.8,414.9,719.0,558.5,428.1,397.1,220.5,207.0,399.4,368.0,318.0,439.3,587.4,350.9,861.3,255.2,672.6,235.0,474.3,141.0,393.9,417.0,237.1,218.6,865.9,200.0,657.2,457.4,470.8,715.1,621.1,374.7,301.6,155.2,740.8,280.4,2405.2,696.2,177.1,250.0,646.2,369.0,606.2,380.8,344.6,707.0,857.5,834.0,561.4,547.4,319.6,581.9,999.1,425.9,490.6,845.3,125.4,483.7,295.1,741.6,589.6,419.4,655.9,716.8,574.5,949.3,191.6,628.7,231.8,785.1,314.4,235.9,439.0,521.1,507.6,462.4,511.1,569.9,713.0,396.4,388.9,403.5,502.1,434.8,512.6,623.4,274.9,359.5,459.4,166.0,487.9,897.6,784.0,404.1,333.9,289.8,487.3,480.0,773.6,386.9,392.6,633.2,343.1,342.6,155.9,719.9,229.3,523.7,0.0,334.2,201.3,457.0,490.8,47.3,208.9,391.7,477.8,505.3,325.4,251.4,264.9,341.7,241.9,696.0,404.3,430.8,344.8,584.2,336.1,636.4,416.8
VR,510.1,590.1,312.0,424.7,425.1,173.5,370.3,647.9,837.5,153.3,352.5,193.9,329.6,354.8,111.2,61.2,264.6,866.4,28.7,939.3,102.8,601.5,146.9,429.7,420.0,137.1,161.2,107.0,341.2,918.8,479.0,612.6,230.8,426.2,644.0,576.5,330.1,499.5,434.2,800.1,174.5,2518.9,651.6,188.5,223.4,925.2,324.4,885.2,336.2,168.1,662.4,862.7,912.0,840.4,502.8,122.9,537.3,1077.1,381.3,446.0,1124.3,404.4,439.1,574.1,670.5,545.0,392.8,584.8,826.3,529.9,1027.3,470.6,584.1,510.8,714.0,276.6,514.9,394.4,480.5,293.2,417.8,466.5,848.9,668.4,351.8,347.9,358.9,275.9,390.2,471.6,902.4,230.3,289.5,414.8,445.0,446.9,902.8,862.0,359.5,456.5,68.3,643.6,435.4,702.5,342.3,348.0,912.2,247.3,316.0,434.9,998.9,202.7,479.1,361.2,0.0,480.3,282.3,446.2,304.7,182.3,116.9,433.2,460.7,68.6,143.3,92.9,502.5,215.3,624.9,129.5,156.0,70.0,863.2,179.1,591.8,372.2
VZ,695.9,729.0,497.8,234.8,263.0,636.2,556.1,637.5,477.0,578.5,538.3,370.9,330.6,540.6,518.4,468.4,589.7,505.9,501.3,779.8,405.6,591.1,385.4,615.5,82.7,544.3,567.4,387.5,369.0,784.4,56.5,665.3,607.8,612.0,633.6,715.4,515.9,158.1,252.1,659.3,430.8,2323.7,720.8,327.5,400.4,564.7,510.2,524.7,522.0,495.0,731.6,776.0,752.5,479.9,580.5,470.0,693.0,917.6,567.1,598.6,763.8,96.7,624.9,151.6,660.1,683.9,562.4,574.4,635.3,700.9,867.8,31.7,640.1,150.3,703.6,464.8,92.4,580.2,647.9,658.0,603.6,661.9,488.4,737.6,537.6,515.7,544.7,652.5,576.0,639.4,541.9,464.8,457.3,600.6,228.6,614.7,816.1,702.5,545.3,255.9,440.2,405.8,621.2,692.1,528.1,533.8,551.7,493.5,533.5,218.5,638.4,379.7,664.9,212.6,484.6,0.0,607.4,674.7,197.7,359.3,542.1,619.0,646.5,475.8,401.8,415.3,198.2,392.3,614.5,554.7,581.2,495.2,502.7,486.5,708.0,558.0
WP,633.8,721.2,443.1,537.2,555.4,193.6,501.4,779.0,1031.4,219.8,483.6,267.6,467.9,485.9,261.6,249.2,12.5,996.7,309.2,1056.3,309.2,732.6,368.5,470.4,550.3,221.5,124.8,378.0,489.5,1035.8,609.3,736.3,140.5,492.4,775.1,707.6,444.9,612.0,564.5,917.1,333.3,2625.6,775.3,308.4,237.3,1055.5,455.5,1015.5,469.0,444.9,786.1,979.7,1029.0,1034.3,633.9,399.7,661.0,1194.1,451.4,577.1,1254.6,534.7,562.8,704.4,801.6,676.1,236.0,715.9,943.3,653.6,1144.3,600.9,713.8,641.1,845.1,191.0,645.2,438.7,454.7,84.6,541.5,468.7,979.2,792.1,482.9,322.5,490.0,124.3,442.6,446.2,1096.3,368.2,323.8,491.0,575.3,421.5,1019.8,979.0,490.6,569.0,274.7,774.7,566.5,833.6,473.4,480.8,1042.5,161.7,276.2,565.2,1129.2,258.9,602.8,491.5,276.7,610.6,0.0,577.3,435.0,279.9,253.7,556.9,523.1,241.6,393.8,299.3,615.0,246.3,756.0,210.7,257.2,214.1,1057.1,455.9,715.5,503.3
WQ,366.3,229.2,205.9,366.7,518.1,531.2,67.6,287.0,662.5,511.0,86.4,321.4,297.4,207.8,450.9,400.9,540.2,644.2,449.6,745.8,338.1,240.6,523.3,282.7,537.9,476.8,515.7,484.3,403.3,750.4,542.9,248.4,556.1,279.2,283.1,215.6,183.1,441.5,507.2,606.6,363.3,2509.2,303.9,296.0,350.9,703.0,244.8,663.0,189.2,464.2,314.7,680.3,718.5,665.4,141.9,402.5,276.1,883.6,234.3,85.1,902.1,522.3,292.1,549.1,309.6,184.1,357.2,223.9,632.8,284.0,833.8,588.5,223.2,628.7,353.1,413.1,558.3,247.4,333.5,608.5,270.8,319.5,626.7,320.7,204.8,310.5,211.9,603.0,243.2,400.8,700.4,241.6,252.1,267.8,441.2,376.1,720.4,668.5,212.5,398.5,372.7,282.7,96.8,341.6,96.7,201.0,690.0,441.8,328.3,449.6,776.7,330.2,332.1,479.1,417.1,598.2,557.9,0.0,422.6,309.8,474.6,286.2,313.7,408.3,519.7,347.8,444.5,342.8,264.0,487.2,513.7,427.7,669.7,520.1,291.1,225.2
WR,507.3,587.3,309.2,254.7,120.3,438.4,367.5,693.2,532.7,380.7,349.7,173.1,159.6,352.0,320.6,270.6,391.9,561.6,303.5,835.5,207.8,646.8,187.6,426.9,115.2,346.5,369.6,189.7,171.2,840.1,174.2,609.8,410.0,423.4,689.3,573.7,327.3,275.8,129.4,715.0,233.0,2379.4,648.8,129.7,202.6,620.4,321.6,580.4,333.4,297.2,659.6,831.7,808.2,535.6,500.0,272.2,534.5,973.3,378.5,443.2,819.5,99.6,436.3,269.3,715.8,542.2,372.0,630.1,691.0,527.1,923.5,165.8,581.3,206.0,759.3,267.0,210.1,391.6,473.7,460.2,415.0,463.7,544.1,665.6,349.0,341.5,356.1,454.7,387.4,465.2,597.6,227.5,312.1,412.0,140.2,440.5,871.8,758.2,356.7,286.5,242.4,461.5,432.6,747.8,339.5,345.2,607.4,295.7,295.2,130.1,694.1,181.9,476.3,56.4,286.8,175.5,409.6,443.4,0.0,161.5,344.3,430.4,457.9,278.0,204.0,217.5,315.9,194.5,670.2,356.9,383.4,297.4,558.4,288.7,589.0,369.4
