from_stop,AF,AL,AS,AT,AV,AW,BS,BU,BZ,CD,CF,CJ,CN,CQ,CY,DD,DH,DM,DN,DQ,DS,DT,DU,DZ,EA,EC,EG,EI,EJ,EL,EP,EV,EW,EX,FF,FL,FZ,GC,GH,GO,GY,HH,HJ,HO,HX,HY,IB,ID,IG,IJ,IQ,IW,JE,JF,JH,JJ,JM,JN,JV,JX,KA,KF,KH,KT,KU,KW,LL,LN,LQ,LU,LV,MD,MP,MR,NC,NG,NQ,NS,NT,NW,NY,OC,OF,OI,OP,OR,OT,PB,PH,PJ,PR,PY,QE,QG,QJ,QX,RB,RJ,RY,SE,SU,TE,TJ,TZ,UC,UG,UH,UN,UQ,UZ,VB,VG,VH,VO,VR,WD,WE,WF,WN,WQ,WS,WW,WZ,XB,XD,XW,XZ,YH,YN,YP,YS,YW,ZF,ZG,ZK,ZW,ZX
QX,875.2,918.3,177.3,726.2,754.9,412.5,477.0,135.2,872.0,890.1,180.3,100.7,846.7,212.0,847.9,471.6,197.9,347.3,175.4,142.3,469.8,475.6,163.1,392.4,796.0,430.2,546.3,707.2,873.9,297.7,615.5,121.6,225.3,279.9,862.6,843.2,257.7,26.0,306.5,896.4,120.9,714.7,857.7,115.0,238.0,590.1,743.5,591.7,584.9,783.8,874.2,790.4,320.2,316.2,441.1,863.6,306.6,862.3,879.1,478.1,522.8,893.5,865.0,861.8,312.6,285.1,869.7,760.3,561.9,191.3,41.7,898.1,417.3,804.1,823.9,703.4,290.1,809.1,286.5,437.8,560.1,232.4,351.3,6.4,831.2,256.3,653.3,894.2,349.5,908.6,486.7,856.8,857.4,420.2,632.3,0.0,272.1,2716.9,536.7,365.0,877.1,461.2,784.6,849.5,484.2,529.7,195.7,321.1,883.4,899.1,493.3,437.5,261.1,390.1,403.9,869.8,629.2,887.2,620.9,628.8,204.7,411.7,828.8,311.1,480.4,454.3,816.5,219.1,255.7,805.9,697.7,860.8,308.9,531.9,545.5,128.3,536.9
RB,859.4,902.5,148.6,655.2,683.9,208.9,422.9,220.8,804.8,822.9,154.0,204.1,779.5,126.8,832.1,338.1,156.2,160.8,251.8,255.7,415.7,428.9,116.9,345.7,725.0,383.5,492.2,640.0,858.1,251.0,599.7,247.8,178.6,233.2,795.4,776.0,383.9,304.4,122.6,880.6,296.6,647.5,790.5,357.3,111.9,519.1,672.5,545.0,517.3,716.6,807.0,723.2,323.4,327.5,237.5,796.4,259.9,795.1,811.9,274.5,468.7,826.3,797.8,794.6,265.9,231.0,802.5,689.3,507.8,267.7,353.7,830.9,370.6,736.9,808.1,632.4,243.4,741.9,239.8,391.1,506.0,225.9,304.6,271.6,764.0,380.3,582.3,827.0,295.4,841.4,440.0,789.6,790.2,366.1,565.1,278.3,0.0,2701.1,465.7,294.0,809.9,327.7,717.4,782.3,437.5,458.7,259.8,134.6,816.2,831.9,439.2,390.8,214.4,343.4,357.2,854.0,562.0,820.0,566.8,574.7,83.2,340.7,813.0,264.4,433.7,407.6,800.7,237.8,183.5,738.7,626.7,845.0,28.5,477.8,478.3,274.6,490.2
RJ,2240.6,2283.7,2771.6,2374.0,2294.4,2769.3,2670.7,2828.6,2307.3,2481.8,2761.8,2827.1,2468.4,2734.6,2213.3,2655.3,2779.2,2829.4,2859.6,2863.5,2624.0,2742.2,2739.9,2570.6,2264.9,2496.0,2615.3,2422.9,2390.5,2743.1,2297.2,2848.0,2706.2,2760.9,2422.2,2319.1,2897.1,2950.0,2788.6,2287.7,2877.2,2507.6,2293.0,2937.9,2832.3,2457.6,2304.8,2709.0,2613.5,2485.9,2309.5,2469.1,2735.6,2739.7,2689.8,2298.9,2733.4,2338.2,2438.7,2778.2,2571.4,2374.0,2340.9,2337.7,2615.8,2782.5,2345.6,2491.1,2628.9,2875.5,2934.3,2333.4,2534.6,2354.5,2255.3,2376.6,2639.7,2402.7,2856.6,2704.4,2647.1,2846.4,2647.1,2894.6,2307.1,2974.6,2486.6,2329.5,2718.1,2411.4,2506.4,2332.7,2333.3,2675.1,2573.1,2901.3,2828.7,0.0,2511.0,2688.2,2337.0,2644.9,2486.7,2325.4,2442.0,2519.3,2880.3,2803.2,2382.7,2359.0,2657.1,2704.1,2669.1,2656.7,2670.5,2235.2,2470.9,2363.1,2540.7,2509.3,2761.3,2637.6,2292.1,2881.2,2534.3,2720.9,2181.9,2858.3,2850.0,2487.9,2353.3,2377.4,2821.3,2637.4,2504.0,2855.2,2654.2
RY,491.6,534.7,394.1,188.4,217.1,590.8,158.6,464.1,891.3,895.4,438.0,429.6,866.0,410.8,464.3,659.5,396.7,525.6,504.3,471.2,252.9,746.4,361.9,574.8,258.2,500.2,175.5,712.5,537.5,231.0,301.4,450.5,391.2,248.8,867.9,862.5,385.0,514.3,484.8,538.7,420.0,792.8,877.0,502.2,454.8,52.3,205.7,713.2,101.4,789.1,893.5,795.7,223.5,227.6,694.0,882.9,221.3,881.6,884.4,656.4,200.3,912.8,884.3,881.1,478.5,270.4,889.0,222.5,116.8,520.2,498.6,917.4,538.8,593.3,487.5,165.6,456.0,641.5,274.1,708.6,135.0,334.3,517.2,497.1,850.5,462.5,115.5,913.5,206.0,927.9,510.6,876.1,876.7,304.0,758.6,503.8,470.9,2333.3,0.0,176.1,896.4,649.1,789.9,868.8,446.2,7.2,368.2,499.4,902.7,918.4,145.0,708.3,427.0,660.9,674.7,486.2,684.6,906.5,169.6,138.2,403.5,125.5,492.4,298.7,538.5,725.1,432.9,346.2,472.5,811.2,159.9,524.4,478.6,266.3,612.5,457.2,658.4
SE,664.3,707.4,217.9,361.1,389.8,414.6,280.4,287.9,897.9,912.7,261.8,253.4,869.3,240.2,637.0,461.3,220.5,349.4,328.1,295.0,315.5,465.3,185.7,382.1,430.9,419.9,297.3,729.8,710.2,54.8,474.1,274.3,215.0,72.6,885.2,865.8,208.8,338.1,308.6,711.4,243.8,737.3,880.3,326.0,278.6,225.0,378.4,581.4,223.2,806.4,896.8,813.0,47.0,51.4,443.2,886.2,45.1,884.9,901.7,480.2,368.5,916.1,887.6,884.4,302.3,233.8,892.3,395.2,238.6,344.0,322.4,920.7,407.0,766.0,660.2,338.3,279.8,814.2,97.9,427.5,256.8,132.7,341.0,320.9,844.1,286.3,292.4,916.8,169.4,931.2,476.4,879.4,880.0,265.9,654.9,327.6,294.7,2559.9,171.6,0.0,891.6,450.9,807.2,872.1,473.9,164.6,166.6,323.2,906.0,921.7,266.8,427.2,250.8,379.8,393.6,658.9,651.8,909.8,342.3,310.9,227.3,46.6,665.1,122.5,470.1,444.0,605.6,144.6,296.3,828.5,332.6,697.1,302.4,377.6,568.1,281.0,526.6
SU,396.8,532.5,720.1,763.9,684.3,843.1,994.4,768.0,107.0,437.6,701.2,775.6,201.5,688.7,472.7,764.0,727.7,768.8,808.1,802.9,987.2,854.7,688.4,679.3,645.7,604.7,1004.8,254.7,485.7,822.5,597.6,796.5,741.0,804.7,410.1,73.5,916.3,898.5,737.1,495.4,825.7,419.2,94.5,886.4,771.7,847.5,694.7,817.7,994.3,331.3,60.7,337.9,894.6,889.9,798.5,40.4,822.3,115.0,426.6,908.7,961.3,134.1,89.4,138.0,724.5,793.4,116.7,881.0,1018.8,824.0,873.7,129.8,643.3,357.7,463.0,766.5,748.4,362.7,811.3,813.1,1037.0,797.4,755.8,836.1,71.4,961.1,880.7,92.4,857.8,206.2,615.1,59.8,52.7,928.5,385.0,849.8,777.2,2061.0,900.9,856.4,0.0,753.6,323.0,125.7,550.7,909.2,831.3,751.7,177.5,21.9,1010.7,812.8,777.8,765.4,779.2,411.4,282.8,111.6,921.5,899.2,709.8,912.2,499.8,835.9,643.0,829.6,464.4,809.3,798.5,353.4,734.1,489.7,769.8,1049.3,306.8,803.7,762.9
TE,598.5,641.6,387.0,505.1,425.5,203.5,568.4,426.0,764.7,782.8,359.2,382.5,739.4,332.0,571.2,10.4,349.6,342.0,457.0,460.9,561.2,270.9,355.3,99.3,396.0,122.6,637.7,599.9,597.2,396.5,338.8,403.4,234.9,378.7,755.3,735.9,509.2,482.8,303.8,619.7,501.8,618.5,750.4,562.5,404.2,588.7,435.9,284.1,662.8,676.5,766.9,683.1,468.9,473.0,124.0,756.3,405.4,755.0,771.8,212.4,614.2,786.2,757.7,754.5,144.5,376.5,762.4,622.2,653.3,472.9,498.5,790.8,109.7,653.0,547.2,507.7,168.4,701.2,385.3,233.1,651.5,371.4,175.8,450.0,723.9,525.8,617.7,786.9,440.9,801.3,179.1,749.5,750.1,511.6,584.3,456.7,333.1,2440.2,611.2,439.5,769.8,0.0,677.3,742.2,176.6,604.2,405.3,315.8,776.1,791.8,584.7,232.8,197.8,185.4,199.2,593.1,521.9,779.9,712.3,640.4,357.5,486.2,552.1,409.9,172.8,249.6,539.8,383.3,465.4,698.6,484.4,584.1,320.8,623.3,438.2,410.1,229.3
TJ,352.6,479.2,664.4,715.6,636.0,787.4,938.7,721.4,360.2,257.6,654.6,719.9,334.9,633.0,419.4,715.7,672.0,722.2,752.4,756.3,931.5,802.6,632.7,631.0,606.5,556.4,956.5,108.3,432.4,766.8,549.3,740.8,694.4,749.0,230.1,331.4,860.6,842.8,681.4,442.1,770.0,142.5,345.9,830.7,725.1,799.2,646.4,769.4,955.1,0.7,362.4,157.9,838.9,843.3,750.2,351.8,775.7,350.5,246.6,853.0,913.0,381.7,353.2,350.0,676.2,746.8,357.9,832.7,970.5,768.3,827.1,386.3,595.0,304.4,409.7,718.2,700.1,309.4,755.6,764.8,988.7,741.7,707.5,787.4,309.7,905.4,832.4,382.4,811.2,396.8,566.8,345.0,345.6,881.9,253.3,794.1,721.5,2268.2,852.6,809.8,357.2,705.3,0.0,337.7,502.4,860.9,775.6,696.0,371.6,387.3,955.0,764.5,729.5,717.1,730.9,358.1,243.5,375.4,882.3,850.9,654.1,856.5,446.5,780.2,594.7,781.3,411.1,753.6,742.8,173.4,694.9,445.5,714.1,993.6,267.6,748.0,714.6
TZ,372.1,498.7,686.3,730.1,650.5,809.3,960.6,743.3,140.0,403.8,676.5,741.8,95.3,649.3,438.9,730.2,693.9,744.1,774.3,778.2,953.4,817.1,654.6,645.5,621.0,570.9,971.4,220.9,451.9,788.7,563.8,762.7,716.3,770.9,376.3,47.6,882.5,864.7,703.3,461.6,791.9,385.4,125.7,852.6,747.0,813.7,660.9,783.9,969.6,297.5,124.8,304.1,861.1,865.2,764.7,104.5,797.6,9.3,392.8,874.9,927.5,43.9,61.1,12.2,690.7,768.7,16.7,847.2,985.0,790.2,849.0,166.1,609.5,323.9,429.2,732.7,714.6,328.9,777.5,779.3,1003.2,763.6,722.0,809.3,53.6,927.3,842.7,156.5,833.1,100.0,581.3,61.2,69.8,903.8,351.2,816.0,743.4,2048.0,867.1,831.7,99.5,719.8,298.3,0.0,516.9,875.4,797.5,717.9,71.3,121.5,976.9,779.0,744.0,731.6,745.4,377.6,249.0,67.5,896.8,865.4,676.0,878.4,466.0,802.1,609.2,795.8,430.6,775.5,764.7,319.6,709.4,465.0,736.0,1015.5,282.1,769.9,729.1
UC,421.8,464.9,424.8,328.4,248.8,327.2,597.6,446.2,588.0,606.1,415.0,411.7,562.7,387.8,394.5,213.2,378.8,482.6,486.4,453.3,590.4,300.1,344.0,128.5,219.3,53.9,666.9,423.2,420.5,425.7,162.1,432.6,264.1,407.9,578.6,559.2,538.4,512.0,441.8,443.0,530.4,441.8,573.7,591.1,485.5,412.0,259.2,266.9,567.9,499.8,590.2,506.4,498.1,502.2,247.7,579.6,434.6,578.3,595.1,336.1,525.8,609.5,581.0,577.8,173.7,405.7,585.7,445.5,682.5,502.3,527.7,614.1,92.5,476.3,370.5,331.0,197.6,524.5,414.5,262.3,680.7,400.6,205.0,479.2,547.2,555.0,441.0,610.2,470.1,624.6,64.3,572.8,573.4,540.8,407.6,485.9,456.8,2263.5,465.4,468.7,593.1,202.8,500.6,565.5,0.0,473.7,434.5,456.4,599.4,615.1,613.9,262.0,227.0,214.6,228.4,416.4,345.2,603.2,495.1,463.7,414.5,515.4,375.4,439.1,92.2,278.8,363.1,412.5,503.2,521.9,307.7,407.4,444.5,652.5,261.5,439.3,212.1
UG,499.6,542.7,386.8,196.4,225.1,583.5,151.3,456.8,899.3,903.4,430.7,422.3,874.0,403.5,472.3,667.5,389.4,518.3,497.0,463.9,260.9,634.2,354.6,582.8,266.2,508.2,168.2,720.5,545.5,223.7,309.4,443.2,383.9,241.5,875.9,870.5,377.7,507.0,477.5,546.7,412.7,800.8,885.0,494.9,447.5,60.3,213.7,721.2,94.1,797.1,901.5,803.7,216.2,220.3,702.0,890.9,214.0,889.6,892.4,649.1,208.3,920.8,892.3,889.1,471.2,263.1,897.0,230.5,109.5,512.9,491.3,925.4,546.8,601.3,495.5,173.6,448.7,649.5,266.8,596.4,127.7,327.0,509.9,489.8,858.5,455.2,123.5,921.5,198.7,935.9,518.6,884.1,884.7,295.2,766.6,496.5,463.6,2341.3,6.9,168.8,904.4,657.1,797.9,876.8,454.2,0.0,360.9,492.1,910.7,926.4,137.7,596.1,419.7,548.7,562.5,494.2,692.6,914.5,177.6,146.2,396.2,118.2,500.4,291.4,546.5,612.9,440.9,338.9,465.2,819.2,167.9,532.4,471.3,274.3,620.5,449.9,666.4
UH,843.2,886.3,167.4,540.0,568.7,364.1,281.2,237.4,844.1,862.2,211.3,202.9,818.8,184.1,815.9,410.8,170.0,298.9,277.6,244.5,274.0,414.8,135.2,331.6,609.8,369.4,350.5,679.3,844.0,127.3,653.0,223.8,164.5,109.5,834.7,815.3,103.8,175.0,258.1,890.3,80.7,686.8,829.8,162.9,228.1,403.9,557.3,530.9,389.1,755.9,846.3,762.5,184.3,180.3,392.7,835.7,136.2,834.4,851.2,429.7,327.0,865.6,837.1,833.9,251.8,89.3,841.8,574.1,366.1,293.5,159.3,870.2,356.5,776.2,794.0,517.2,229.3,781.2,116.1,377.0,364.3,36.6,290.5,207.6,803.3,120.4,467.1,866.3,153.7,880.7,425.9,828.9,829.5,224.4,604.4,201.1,244.2,2720.8,350.5,170.3,849.2,400.4,756.7,821.6,423.4,343.5,0.0,272.7,855.5,871.2,297.5,376.7,200.3,329.3,343.1,837.8,601.3,859.3,425.1,433.0,176.8,217.0,798.9,140.7,419.6,393.5,784.5,23.3,245.8,778.0,511.5,830.9,251.9,336.1,517.6,155.6,476.1
UN,828.8,871.9,182.5,689.1,717.8,170.6,456.8,221.5,805.5,823.6,154.7,238.0,780.2,127.5,801.5,299.8,190.1,26.2,252.5,256.4,449.6,462.8,150.8,329.6,626.3,352.9,526.1,640.7,827.5,284.9,569.1,248.5,212.5,267.1,796.1,776.7,384.6,361.6,13.5,850.0,297.3,648.2,791.2,358.0,204.7,553.0,706.4,514.4,551.2,717.3,807.7,723.9,357.3,361.4,199.2,797.1,293.8,795.8,812.6,236.2,502.6,827.0,798.5,795.3,299.8,264.9,803.2,723.2,541.7,268.4,354.4,831.6,340.0,883.3,777.5,666.3,277.3,931.5,273.7,425.0,539.9,259.8,338.5,328.8,764.7,432.7,616.2,827.7,329.3,842.1,409.4,790.3,790.9,400.0,565.8,335.5,133.6,2670.5,499.6,327.9,810.6,289.4,718.1,783.0,406.9,492.6,293.7,0.0,816.9,832.6,473.1,424.7,248.3,377.3,391.1,823.4,562.7,820.7,600.7,608.6,158.0,374.6,782.4,298.3,403.1,441.5,770.1,271.7,260.9,739.4,660.6,814.4,121.3,511.7,479.0,275.3,459.6
UQ,362.8,489.4,677.0,720.8,641.2,800.0,951.3,734.0,163.3,394.5,667.2,732.5,23.9,640.0,429.6,720.9,684.6,734.8,765.0,768.9,944.1,807.8,645.3,636.2,611.7,561.6,962.1,211.6,442.6,779.4,554.5,753.4,707.0,761.6,367.0,134.5,873.2,855.4,694.0,452.3,782.6,376.1,149.0,843.3,737.7,804.4,651.6,774.6,960.3,288.2,165.5,294.8,851.8,855.9,755.4,154.9,788.3,99.1,383.5,865.6,918.2,52.7,99.1,78.3,681.4,759.4,106.5,837.9,975.7,780.9,839.7,189.4,600.2,314.6,419.9,723.4,705.3,319.6,768.2,770.0,993.9,754.3,712.7,800.0,122.5,918.0,833.4,185.5,823.8,31.1,572.0,133.6,126.5,894.5,341.9,806.7,734.1,2071.3,857.8,822.4,164.2,710.5,289.0,89.7,507.6,866.1,788.2,708.6,0.0,186.2,967.6,769.7,734.7,722.3,736.1,368.3,239.7,76.3,887.5,856.1,666.7,869.1,456.7,792.8,599.9,786.5,421.3,766.2,755.4,310.3,700.1,455.7,726.7,1006.2,272.8,760.6,719.8
UZ,429.2,555.8,743.4,787.2,707.6,866.4,1017.7,800.4,99.4,460.9,733.6,798.9,224.8,712.0,496.0,787.3,751.0,801.2,831.4,835.3,1010.5,874.2,711.7,702.6,678.1,628.0,1028.5,278.0,509.0,845.8,620.9,819.8,773.4,828.0,433.4,105.9,939.6,921.8,760.4,518.7,849.0,442.5,109.7,909.7,804.1,870.8,718.0,841.0,1026.7,354.6,81.0,361.2,917.9,922.3,821.8,60.7,854.7,147.4,449.9,932.0,984.6,157.4,112.7,161.3,747.8,825.8,140.0,904.3,1042.1,847.3,906.1,125.5,666.6,381.0,486.3,789.8,771.7,386.0,834.6,836.4,1060.3,820.7,779.1,866.4,85.0,984.4,904.0,90.4,890.2,229.5,638.4,92.2,85.1,960.9,408.3,873.1,800.5,2081.3,924.2,888.8,32.3,776.9,355.4,149.0,574.0,932.5,854.6,775.0,200.8,0.0,1034.0,836.1,801.1,788.7,802.5,434.7,306.1,134.9,953.9,922.5,733.1,935.5,523.1,859.2,666.3,852.9,487.7,832.6,821.8,376.7,766.5,522.1,793.1,1072.6,339.2,827.0,786.2
VB,638.8,681.9,385.3,335.6,364.3,582.0,13.5,455.3,1038.5,1042.6,429.2,420.8,1013.2,402.0,611.5,628.7,387.9,516.8,495.5,462.4,266.0,632.7,353.1,549.5,405.4,647.4,52.9,859.7,684.7,325.2,448.6,441.7,382.4,307.4,1015.1,1009.7,419.9,491.1,476.0,685.9,396.8,940.0,1024.2,479.0,446.0,199.5,352.9,748.8,91.5,936.3,1040.7,942.9,339.6,343.7,610.6,1030.1,334.1,1028.8,1031.6,647.6,213.4,1060.0,1031.5,1028.3,469.7,218.2,1036.2,369.7,68.5,511.4,475.4,1064.6,574.4,740.5,634.7,312.8,447.2,788.7,314.0,594.9,66.7,282.1,508.4,488.3,997.7,436.5,262.7,1060.7,153.8,1075.1,657.8,1023.3,1023.9,250.3,905.8,495.0,462.1,2480.5,146.1,292.2,1043.6,618.3,937.1,1016.0,593.4,139.1,316.0,490.6,1049.9,1065.6,0.0,594.6,418.2,547.2,561.0,633.4,831.8,1053.7,127.5,215.5,394.7,241.6,639.6,338.6,685.7,611.4,580.1,294.0,463.7,958.4,307.1,671.6,469.8,279.4,759.7,448.4,694.0
VG,710.7,753.8,336.3,617.3,537.7,390.2,557.7,406.3,876.9,895.0,380.2,371.8,851.6,353.0,683.4,276.2,338.9,467.8,446.5,413.4,550.5,140.1,304.1,197.0,508.2,234.8,627.0,712.1,709.4,385.8,451.0,392.7,224.2,368.0,867.5,848.1,498.5,472.1,427.0,731.9,463.5,730.7,862.6,524.2,397.0,653.9,548.1,396.3,652.1,788.7,879.1,795.3,458.2,462.3,310.7,868.5,394.7,867.2,884.0,399.1,603.5,898.4,869.9,866.7,133.8,365.8,874.6,824.1,642.6,462.4,487.8,903.0,221.9,765.2,659.4,619.9,157.7,813.4,374.6,24.3,640.8,360.7,165.1,439.3,836.1,515.1,717.1,899.1,430.2,913.5,291.3,861.7,862.3,500.9,696.5,446.0,413.1,2552.4,600.5,428.8,882.0,265.8,789.5,854.4,288.8,593.5,394.6,441.6,888.3,904.0,574.0,0.0,187.1,57.3,43.5,705.3,634.1,892.1,701.6,709.5,345.7,475.5,664.3,399.2,285.0,118.8,652.0,372.6,414.7,810.8,596.6,696.3,420.8,612.6,550.4,399.4,341.5
VH,644.9,688.0,149.1,602.8,471.9,324.4,370.5,219.1,811.1,829.2,193.0,184.6,785.8,165.8,617.6,210.4,151.7,280.6,259.3,226.2,363.3,214.4,116.9,131.2,442.4,169.0,439.8,646.3,643.6,198.6,385.2,205.5,37.0,180.8,801.7,782.3,311.3,284.9,239.8,666.1,276.3,664.9,796.8,337.0,209.8,466.7,482.3,330.5,464.9,722.9,813.3,729.5,271.0,275.1,244.9,802.7,207.5,801.4,818.2,333.3,416.3,832.6,804.1,800.9,51.4,178.6,808.8,636.9,455.4,275.2,300.6,837.2,156.1,699.4,593.6,580.0,28.9,747.6,187.4,176.6,453.6,173.5,90.1,252.1,770.3,327.9,529.9,833.3,243.0,847.7,225.5,795.9,796.5,313.7,630.7,258.8,225.9,2486.6,413.3,241.6,816.2,200.0,723.7,788.6,223.0,406.3,207.4,254.4,822.5,838.2,386.8,176.3,0.0,128.9,142.7,639.5,568.3,826.3,514.4,522.3,158.5,288.3,598.5,212.0,219.2,193.1,586.2,185.4,227.5,745.0,574.3,630.5,233.6,425.4,484.6,212.2,275.7
VO,653.3,696.4,278.9,559.9,480.3,332.8,500.3,348.9,819.5,837.6,322.8,314.4,794.2,295.6,626.0,218.8,281.5,410.4,389.1,356.0,493.1,82.7,246.7,139.6,450.8,177.4,569.6,654.7,652.0,328.4,393.6,335.3,166.8,310.6,810.1,790.7,441.1,414.7,369.6,674.5,406.1,673.3,805.2,466.8,339.6,596.5,490.7,338.9,594.7,731.3,821.7,737.9,400.8,404.9,253.3,811.1,337.3,809.8,826.6,341.7,546.1,841.0,812.5,809.3,76.4,308.4,817.2,766.7,585.2,405.0,430.4,845.6,164.5,707.8,602.0,562.5,100.3,756.0,317.2,47.6,583.4,303.3,107.7,381.9,778.7,457.7,659.7,841.7,372.8,856.1,233.9,804.3,804.9,443.5,639.1,388.6,355.7,2495.0,543.1,371.4,824.6,208.4,732.1,797.0,231.4,536.1,337.2,384.2,830.9,846.6,516.6,47.3,129.7,0.0,13.7,647.9,576.7,834.7,644.2,652.1,288.3,418.1,606.9,341.8,227.6,61.4,594.6,315.2,357.3,753.4,539.2,638.9,363.4,555.2,493.0,342.0,284.1
VR,667.1,710.2,292.7,573.7,494.1,346.6,514.1,362.7,833.3,851.4,336.6,328.2,808.0,309.4,639.8,232.6,295.3,424.2,402.9,369.8,506.9,96.5,260.5,153.4,464.6,191.2,583.4,668.5,665.8,342.2,407.4,349.1,180.6,324.4,823.9,804.5,454.9,428.5,383.4,688.3,419.9,687.1,819.0,480.6,353.4,610.3,504.5,352.7,608.5,745.1,835.5,751.7,414.6,418.7,267.1,824.9,351.1,823.6,840.4,355.5,559.9,854.8,826.3,823.1,90.2,322.2,831.0,780.5,599.0,418.8,444.2,859.4,178.3,721.6,615.8,576.3,114.1,769.8,331.0,33.8,597.2,317.1,121.5,395.7,792.5,471.5,673.5,855.5,386.6,869.9,247.7,818.1,818.7,457.3,652.9,402.4,369.5,2508.8,556.9,385.2,838.4,222.2,745.9,810.8,245.2,549.9,351.0,398.0,844.7,860.4,530.4,33.5,143.5,13.7,0.0,661.7,590.5,848.5,658.0,665.9,302.1,431.9,620.7,355.6,241.4,75.2,608.4,329.0,371.1,767.2,553.0,652.7,377.2,569.0,506.8,355.8,297.9
WD,5.3,121.0,707.8,358.0,278.4,706.1,654.7,764.8,417.2,421.3,698.0,763.3,391.9,670.8,61.2,592.1,715.4,765.6,795.8,799.7,608.0,679.0,676.1,507.4,248.9,432.8,599.3,238.4,155.2,727.1,234.0,784.2,643.0,786.8,393.8,388.4,881.1,886.2,724.8,83.9,813.4,408.6,402.9,874.1,768.5,441.6,288.8,645.8,597.5,315.0,419.4,321.6,719.6,723.7,626.6,408.8,717.4,407.5,410.3,715.0,555.4,438.7,410.2,407.0,552.6,766.5,414.9,475.1,612.9,811.7,870.5,443.3,471.4,119.2,51.5,360.6,576.5,167.4,793.4,641.2,631.1,779.5,583.9,830.8,376.4,948.8,470.6,439.4,702.1,453.8,443.2,402.0,402.6,659.1,372.7,837.5,764.9,2025.5,495.0,672.2,422.3,581.7,315.8,394.7,378.8,503.3,813.4,739.4,428.6,444.3,641.1,640.9,605.9,593.5,607.3,0.0,210.5,432.4,524.7,493.3,697.5,621.6,88.3,818.0,471.1,657.7,52.9,791.4,786.2,337.1,337.3,142.1,757.5,621.4,294.2,791.4,591.0
WE,223.0,349.6,497.7,541.5,461.9,620.7,772.0,554.7,307.7,315.8,487.9,553.2,282.4,460.7,289.8,541.6,505.3,555.5,585.7,589.6,764.8,628.5,466.0,456.9,432.4,382.3,782.8,132.9,302.8,600.1,375.2,574.1,527.7,582.3,288.3,278.9,693.9,676.1,514.7,312.5,603.3,303.1,293.4,664.0,558.4,625.1,472.3,595.3,781.0,209.5,309.9,216.1,672.5,676.6,576.1,299.3,609.0,298.0,304.8,686.3,738.9,329.2,300.7,297.5,502.1,580.1,305.4,658.6,796.4,601.6,660.4,333.8,420.9,174.8,280.1,544.1,526.0,179.8,588.9,590.7,814.6,575.0,533.4,620.7,266.9,738.7,654.1,329.9,644.5,344.3,392.7,292.5,293.1,715.2,263.2,627.4,554.8,2215.7,678.5,643.1,312.8,531.2,210.3,285.2,328.3,686.8,608.9,529.3,319.1,334.8,788.3,590.4,555.4,543.0,556.8,228.5,0.0,322.9,708.2,676.8,487.4,689.8,316.9,613.5,420.6,607.2,281.5,586.9,576.1,231.6,520.8,315.9,547.4,826.9,83.6,581.3,540.5
WF,412.2,538.8,726.4,770.2,690.6,849.4,1000.7,783.4,156.1,443.9,716.6,781.9,89.8,689.4,479.0,770.3,734.0,784.2,814.4,818.3,993.5,857.2,694.7,685.6,661.1,611.0,1011.5,261.0,492.0,828.8,603.9,802.8,756.4,811.0,416.4,70.9,922.6,904.8,743.4,501.7,832.0,425.5,141.8,892.7,787.1,853.8,701.0,824.0,1009.7,337.6,113.1,344.2,901.2,905.3,804.8,92.8,837.7,64.8,432.9,915.0,967.6,22.4,22.7,44.0,730.8,808.8,72.2,887.3,1025.1,830.3,889.1,182.2,649.6,364.0,469.3,772.8,754.7,369.0,817.6,819.4,1043.3,803.7,762.1,849.4,68.0,967.4,882.8,144.8,873.2,94.5,621.4,57.2,50.1,943.9,391.3,856.1,783.5,2088.1,907.2,871.8,87.8,759.9,338.4,55.4,557.0,915.5,837.6,758.0,65.8,109.8,1017.0,819.1,784.1,771.7,785.5,417.7,289.1,0.0,936.9,905.5,716.1,918.5,506.1,842.2,649.3,835.9,470.7,815.6,804.8,359.7,749.5,505.1,776.1,1055.6,322.2,810.0,769.2
WN,524.4,567.5,493.4,221.2,249.9,690.1,144.1,563.4,924.1,928.2,537.3,528.9,898.8,515.7,497.1,692.3,496.0,624.9,603.6,570.5,138.4,779.2,461.2,607.6,291.0,533.0,74.5,745.3,570.3,433.3,334.2,549.8,490.5,415.5,900.7,895.3,528.0,599.2,584.1,571.5,504.9,825.6,914.9,587.1,554.1,139.3,238.5,746.0,179.6,821.9,926.3,828.5,427.9,432.0,726.8,915.7,442.2,914.4,917.2,755.7,85.8,945.6,917.1,913.9,577.8,326.3,921.8,255.3,156.6,619.5,583.5,955.7,571.6,626.1,520.3,198.4,555.3,674.3,422.1,741.4,154.8,390.2,616.5,592.8,873.6,544.6,114.5,946.3,287.7,960.7,543.4,908.9,909.5,189.5,791.4,603.1,570.2,2366.1,192.7,380.5,929.2,681.9,822.7,901.6,479.0,227.2,424.1,598.7,935.5,951.2,130.5,741.1,526.3,693.7,707.5,519.0,717.4,939.3,0.0,87.9,502.8,329.9,525.2,446.7,571.3,757.9,465.7,402.1,571.8,844.0,192.7,557.2,577.9,151.8,645.3,556.5,691.2
