from_stop,AE,AF,BJ,BK,BO,BP,BS,BY,CD,CG,CK,CL,CR,CW,DC,DJ,DQ,DY,EC,ED,EG,EQ,ER,ES,EZ,FG,FK,FN,FQ,FS,FZ,GB,GJ,GL,GP,GV,GW,HC,HU,IB,IG,IK,IN,IO,IP,IQ,IX,JA,JC,JD,JE,JI,JJ,JT,KH,LJ,LO,MA,MB,MF,MO,MP,NA,NE,NF,NG,NL,NM,NO,OB,OC,OF,OG,OI,PT,QE,QJ,QL,QO,RL,RN,RT,RU,RV,RX,SJ,SK,SR,ST,SY,TE,TJ,TL,TQ,UE,UI,UL,UN,UQ,UZ,VH,VV,VW,WQ,WS,WX,XF,XP,XR,YF,YK,YM,YP,YS,YT,YW,YY,ZD,ZE,ZI,ZL,ZN,ZP,ZQ,ZV
WS,561.5,643.2,395.4,369.8,458.1,386.9,86.6,225.2,164.5,605.7,130.4,355.5,427.7,420.7,311.8,297.8,434.6,456.4,351.7,591.9,502.4,503.9,490.8,243.2,458.4,563.2,517.6,506.1,288.3,389.8,438.5,342.8,27.1,552.6,525.1,317.8,381.5,372.8,196.5,630.5,573.2,426.8,567.7,464.1,408.5,408.6,31.2,455.2,485.3,227.7,22.0,368.7,262.9,376.9,556.6,311.9,432.5,341.8,640.4,359.4,361.3,727.7,421.4,138.7,543.4,402.2,405.2,428.3,636.8,387.6,530.1,408.2,353.7,656.0,665.7,1957.2,372.0,25.1,547.4,738.9,258.4,171.6,598.3,552.9,474.4,309.8,341.7,364.4,196.0,438.4,490.3,477.4,218.0,111.1,740.0,135.4,373.1,596.3,146.8,712.4,231.8,570.7,676.8,575.0,0.0,590.0,665.9,556.7,453.1,803.4,530.6,521.6,278.5,94.7,470.4,549.6,474.5,657.2,593.3,290.0,336.3,387.8,208.7,536.6,321.3
WX,198.5,141.2,839.4,252.7,264.9,608.7,618.7,669.2,532.9,412.5,713.3,330.0,691.4,269.7,755.8,328.9,196.0,900.4,640.3,398.7,102.5,192.1,127.8,400.4,262.9,212.0,115.3,950.1,732.3,833.8,882.5,786.8,565.7,996.6,122.8,313.4,249.7,816.8,640.5,1074.5,170.9,568.6,141.9,226.3,852.5,852.6,614.1,899.2,292.1,671.7,604.9,262.5,706.9,820.9,193.6,755.9,876.5,785.8,50.3,603.0,805.3,137.6,395.9,455.0,350.2,846.2,286.0,872.3,46.7,831.6,167.1,651.8,597.3,154.0,483.1,2337.2,816.0,563.2,78.9,236.9,702.4,422.3,50.7,359.7,278.9,316.9,289.5,808.4,640.0,882.4,294.8,284.2,662.0,643.2,238.0,534.6,616.7,94.3,527.0,519.2,675.8,377.5,183.5,73.0,582.8,0.0,75.8,1000.7,215.7,310.1,179.4,158.6,352.7,538.7,914.4,168.6,140.4,155.2,131.7,734.0,624.9,242.6,652.7,173.6,274.0
XF,284.4,227.1,925.3,338.6,350.8,694.6,704.6,755.1,618.8,498.4,799.2,415.9,777.3,355.6,841.7,432.7,281.9,986.3,726.2,484.6,188.4,278.0,213.7,486.3,348.8,285.8,190.1,1036.0,818.2,919.7,968.4,872.7,651.6,1082.5,182.6,399.3,335.6,902.7,726.4,1160.4,208.2,654.5,227.8,312.2,934.1,938.5,700.0,985.1,378.0,757.6,690.8,348.4,792.8,906.8,279.5,841.8,962.4,871.7,25.4,688.9,891.2,61.7,481.8,540.9,436.1,932.1,371.9,958.2,87.1,917.5,253.0,737.7,683.2,239.9,569.0,2423.1,901.9,649.1,164.8,322.8,788.3,508.2,136.6,445.6,364.8,402.8,375.4,894.3,725.9,968.3,380.7,370.1,747.9,729.1,323.9,620.5,702.6,180.2,612.9,605.1,761.7,463.4,269.4,158.9,668.7,85.8,0.0,1086.6,301.6,396.0,253.2,244.5,438.6,624.6,1000.3,254.5,226.3,241.1,141.6,819.9,710.8,328.5,738.6,259.5,359.9
XP,900.1,947.5,613.3,748.6,966.5,765.7,573.5,400.5,672.9,1036.7,684.5,734.3,806.5,799.5,219.9,676.6,813.4,631.7,730.5,1100.3,940.2,982.9,881.2,751.6,837.2,1043.4,997.8,89.7,506.2,565.1,95.8,560.7,535.5,727.9,1005.3,696.6,760.3,590.7,414.4,68.6,1053.4,805.6,869.3,842.9,626.4,583.9,585.3,673.1,993.7,403.0,576.1,747.5,480.8,594.8,936.8,275.6,650.4,559.7,1046.7,738.2,536.6,1134.0,800.2,647.1,1023.5,620.1,784.0,179.2,1043.1,605.5,868.7,787.0,732.5,960.3,1174.1,2281.6,150.4,518.0,983.4,1043.2,476.3,680.0,1004.6,1061.3,853.2,688.6,720.5,218.7,371.3,613.7,869.1,985.8,393.3,598.0,1044.3,643.8,751.9,965.8,525.6,1143.4,449.7,996.2,971.8,941.6,554.0,996.3,1072.2,0.0,831.9,1098.4,1010.8,901.8,657.3,455.2,645.7,977.4,954.7,961.5,1073.5,507.9,715.1,766.6,384.0,916.8,829.7
XR,96.4,150.4,671.9,181.0,252.0,463.0,451.2,501.7,520.0,399.6,562.2,162.5,503.8,88.2,588.3,192.8,28.5,732.9,472.8,385.8,156.0,179.2,77.5,387.5,81.4,239.7,194.1,782.6,564.8,666.3,715.0,619.3,413.2,829.1,201.6,145.9,82.2,649.3,473.0,907.0,249.7,502.9,65.6,44.8,685.0,685.1,463.0,731.7,279.2,504.2,453.8,95.0,539.4,653.4,133.1,588.4,709.0,618.3,244.5,435.5,637.8,331.8,228.4,442.1,337.3,678.7,104.5,704.8,240.9,664.1,65.0,484.3,429.8,163.2,470.2,2169.7,648.5,395.7,181.2,246.1,534.9,409.4,202.4,346.8,97.4,204.8,122.0,640.9,472.5,714.9,113.3,271.3,494.5,475.7,247.2,521.5,449.2,168.7,359.5,506.3,508.3,364.6,174.7,144.5,431.7,194.1,270.0,833.2,0.0,301.3,207.1,98.1,185.2,371.2,746.9,173.7,151.0,164.4,269.8,566.5,457.4,75.1,485.2,113.1,261.1
YF,319.2,251.0,943.1,353.2,474.8,734.2,722.4,772.9,742.8,622.4,833.4,433.7,775.0,370.2,857.6,450.5,299.7,1004.1,744.0,608.6,304.7,402.0,300.3,610.3,363.4,414.2,335.5,1053.8,836.0,937.5,986.2,890.5,684.4,1100.3,343.0,417.1,353.4,920.5,744.2,1178.2,391.1,778.5,233.7,326.8,951.9,956.3,734.2,1002.9,502.0,775.4,725.0,366.2,810.6,924.6,355.9,859.6,980.2,889.5,338.6,706.7,909.0,425.9,499.6,664.9,560.1,949.9,386.5,976.0,335.0,935.3,287.8,755.5,701.0,263.8,693.0,2440.9,919.7,666.9,299.1,346.7,806.1,632.2,296.5,569.6,379.4,417.4,393.2,912.1,743.7,986.1,395.3,494.1,765.7,746.9,347.8,744.5,720.4,249.3,630.7,729.1,779.5,587.4,115.5,225.1,702.9,288.2,364.1,1104.4,319.4,0.0,381.6,320.9,456.4,642.4,1018.1,388.8,342.6,265.0,411.2,837.7,728.6,346.3,756.4,335.9,483.9
YK,189.3,231.7,830.2,252.9,183.3,527.1,562.2,660.0,451.3,330.9,631.7,320.8,609.8,269.9,746.6,329.1,186.8,891.2,631.1,317.1,66.8,131.7,118.6,318.8,263.1,32.6,63.0,940.9,723.1,824.6,873.3,777.6,484.1,987.4,70.5,304.2,240.5,807.6,631.3,1065.3,118.6,487.0,151.4,226.5,843.3,843.4,532.5,890.0,210.5,662.5,523.3,253.3,697.7,811.7,184.4,746.7,867.3,776.6,229.2,593.8,796.1,311.7,386.7,373.4,268.6,837.0,286.2,863.1,219.9,822.4,157.9,642.6,561.1,244.5,401.5,2328.0,806.8,500.7,92.8,327.4,693.2,340.7,187.1,278.1,279.1,317.1,280.3,799.2,630.8,873.2,295.0,202.6,652.8,586.7,328.5,453.0,607.5,185.1,517.8,437.6,666.6,295.9,256.0,163.8,501.2,178.8,254.7,991.5,206.5,382.6,0.0,149.4,343.5,529.5,905.2,177.4,36.0,245.7,138.7,724.8,615.7,233.4,643.5,164.4,192.4
YM,83.1,174.1,724.0,213.3,217.1,515.1,503.3,553.8,485.1,364.7,614.3,214.6,643.6,188.6,640.4,244.9,80.6,785.0,524.9,350.9,121.1,144.3,42.6,352.6,181.8,204.8,159.2,834.7,616.9,718.4,767.1,671.4,465.3,881.2,166.7,198.0,134.3,701.4,525.1,959.1,214.8,520.8,89.3,145.2,737.1,737.2,515.1,783.8,244.3,556.3,505.9,147.1,591.5,705.5,34.9,640.5,761.1,670.4,209.6,487.6,689.9,296.9,280.5,407.2,302.4,730.8,204.9,756.9,206.0,716.2,51.7,536.4,481.9,186.9,435.3,2221.8,700.6,447.8,146.3,269.8,587.0,374.5,167.5,311.9,197.8,256.9,174.1,693.0,524.6,767.0,213.7,236.4,546.6,527.8,270.9,486.8,501.3,165.5,411.6,471.4,560.4,329.7,198.4,144.2,483.8,159.2,235.1,885.3,100.3,325.0,172.2,0.0,237.3,423.3,799.0,138.8,116.1,188.1,234.9,618.6,509.5,127.2,537.3,15.0,226.2
YP,242.7,290.1,486.6,91.2,398.3,277.7,265.9,316.4,365.3,545.9,376.9,76.9,318.5,142.1,401.1,19.2,156.0,547.6,287.5,532.1,282.8,325.5,223.8,444.0,179.8,386.0,340.4,597.3,379.5,481.0,529.7,434.0,227.9,643.8,347.9,39.2,102.9,464.0,287.7,721.7,396.0,317.6,211.9,185.5,495.4,499.8,277.7,546.4,425.5,318.9,268.5,90.1,354.1,468.1,279.4,403.1,523.7,433.0,389.3,250.2,452.5,476.6,142.8,339.5,483.6,493.4,126.6,519.5,385.7,478.8,211.3,299.0,244.5,302.9,616.5,1984.4,463.2,210.4,326.0,385.8,349.6,372.4,347.2,493.1,195.8,31.2,63.1,455.6,287.2,529.6,211.7,417.6,309.2,290.4,386.9,336.2,263.9,308.4,174.2,652.6,323.0,510.9,314.4,284.2,246.4,338.9,414.8,647.9,174.5,441.0,353.4,244.4,0.0,185.9,561.6,320.0,297.3,304.1,416.1,381.2,272.1,109.2,299.9,259.4,407.4
YS,444.8,492.2,300.6,293.3,511.2,310.4,118.2,130.4,217.6,581.4,229.2,279.0,351.2,344.2,217.0,221.3,358.1,361.6,275.2,645.0,484.9,527.6,425.9,296.3,381.9,588.1,542.5,411.3,193.5,295.0,343.7,248.0,80.2,457.8,550.0,241.3,305.0,278.0,101.7,535.7,598.1,350.3,414.0,387.6,313.7,313.8,130.0,360.4,538.4,132.9,120.8,292.2,168.1,282.1,481.5,217.1,337.7,247.0,591.4,282.9,266.5,678.7,344.9,191.8,568.2,307.4,328.7,333.5,587.8,292.8,413.4,331.7,277.2,505.0,718.8,1880.7,277.2,62.7,528.1,587.9,163.6,224.7,549.3,606.0,397.9,233.3,265.2,269.6,101.2,343.6,413.8,530.5,123.2,142.7,589.0,188.5,296.6,510.5,70.3,688.1,137.0,540.9,516.5,486.3,98.7,541.0,616.9,461.9,376.6,643.1,555.5,446.5,202.0,0.0,375.6,522.1,499.4,506.2,618.2,195.2,259.8,311.3,113.9,461.5,374.4
YT,852.1,899.5,565.3,700.6,918.5,717.7,525.5,273.1,624.9,988.7,636.5,686.3,758.5,751.5,459.1,628.6,765.4,215.6,682.5,1052.3,892.2,934.9,833.2,703.6,789.2,995.4,949.8,653.4,458.2,91.1,585.8,512.7,487.5,156.7,957.3,648.6,712.3,542.7,366.4,777.8,1005.4,757.6,821.3,794.9,578.4,71.6,537.3,625.1,945.7,330.4,528.1,699.5,432.8,546.8,888.8,459.2,602.4,511.7,998.7,690.2,341.1,1086.0,752.2,599.1,975.5,572.1,736.0,575.6,995.1,557.5,820.7,739.0,684.5,912.3,1126.1,2214.6,519.3,470.0,935.4,995.2,428.3,632.0,956.6,1013.3,805.2,640.6,672.5,511.7,302.8,543.1,821.1,937.8,280.0,550.0,996.3,595.8,703.9,917.8,477.6,1095.4,401.7,948.2,923.8,893.6,506.0,948.3,1024.2,704.0,783.9,1050.4,962.8,853.8,609.3,407.2,0.0,929.4,906.7,913.5,1025.5,459.9,667.1,718.6,289.4,868.8,781.7
YW,151.0,214.7,791.9,253.6,237.4,581.2,571.2,621.7,505.4,385.0,682.2,282.5,663.9,256.5,708.3,312.8,148.5,852.9,592.8,371.2,123.4,164.6,80.3,372.9,249.7,225.1,179.5,902.6,684.8,786.3,835.0,739.3,533.2,949.1,187.0,265.9,202.2,769.3,593.0,1027.0,235.1,541.1,152.1,213.1,805.0,805.1,583.0,851.7,264.6,624.2,573.8,215.0,659.4,773.4,146.1,708.4,829.0,738.3,211.9,555.5,757.8,299.2,348.4,427.5,322.7,798.7,272.8,824.8,208.3,784.1,119.6,604.3,549.8,227.5,455.6,2289.7,768.5,515.7,148.6,310.4,654.9,394.8,169.8,332.2,265.7,317.8,242.0,760.9,592.5,834.9,281.6,256.7,614.5,595.7,311.5,507.1,569.2,167.8,479.5,491.7,628.3,350.0,256.7,146.5,551.7,161.5,237.4,953.2,168.2,383.3,192.5,111.1,305.2,491.2,866.9,0.0,136.4,228.7,255.2,686.5,577.4,195.1,605.2,126.1,246.5
YY,153.2,192.7,794.1,213.9,147.2,491.0,526.1,623.9,415.2,294.8,595.6,284.7,573.7,230.9,710.5,290.1,150.7,855.1,595.0,281.0,27.8,95.6,82.5,282.7,224.1,88.6,43.0,904.8,687.0,788.5,837.2,741.5,448.0,951.3,50.5,268.1,204.4,771.5,595.2,1029.2,98.6,450.9,112.4,187.5,807.2,807.3,496.4,853.9,174.4,626.4,487.2,217.2,661.6,775.6,148.3,710.6,831.2,740.5,190.2,557.7,760.0,277.5,350.6,337.3,232.5,800.9,247.2,827.0,186.6,786.3,121.8,606.5,525.0,205.5,365.4,2291.9,770.7,464.6,72.8,288.4,657.1,304.6,148.1,242.0,240.1,278.1,244.2,763.1,594.7,837.1,256.0,166.5,616.7,550.6,289.5,416.9,571.4,146.1,481.7,401.5,630.5,259.8,217.0,124.8,465.1,139.8,215.7,955.4,170.4,343.6,56.0,113.3,307.4,493.4,869.1,141.3,0.0,206.7,118.7,688.7,579.6,197.3,607.4,128.3,156.3
ZD,200.3,38.1,824.2,234.3,348.2,615.3,603.5,654.0,616.2,495.8,714.5,314.8,656.1,251.3,740.6,310.5,180.8,885.2,625.1,482.0,185.8,275.4,181.4,483.7,244.5,295.3,198.6,934.9,717.1,818.6,867.3,771.6,565.5,981.4,206.1,298.2,234.5,801.6,625.3,1059.3,254.2,651.9,114.8,207.9,837.3,837.4,615.3,884.0,375.4,656.5,606.1,247.3,691.7,805.7,237.0,740.7,861.3,770.6,201.7,587.8,790.1,289.0,380.7,538.3,433.5,831.0,267.6,857.1,198.1,816.4,168.9,636.6,582.1,50.9,566.4,2322.0,800.8,548.0,162.2,133.8,687.2,505.6,159.6,443.0,260.5,298.5,274.3,793.2,624.8,867.2,276.4,367.5,646.8,628.0,134.9,617.9,601.5,112.4,511.8,602.5,660.6,460.8,136.4,88.2,584.0,151.3,227.2,985.5,200.5,263.0,262.7,202.0,337.5,523.5,899.2,251.9,223.7,0.0,274.3,718.8,609.7,227.4,637.5,217.0,357.3
ZE,244.8,238.5,885.7,308.4,238.8,582.6,617.7,715.5,506.8,386.4,687.2,376.3,665.3,325.4,800.2,384.6,242.3,946.7,686.6,372.6,122.3,187.2,174.1,374.3,318.6,144.1,48.4,996.4,778.6,880.1,928.8,833.1,539.6,1042.9,40.9,359.7,296.0,863.1,686.8,1120.8,66.5,542.5,206.9,282.0,894.5,898.9,588.0,945.5,266.0,718.0,578.8,308.8,753.2,867.2,239.9,802.2,922.8,832.1,152.8,649.3,851.6,172.9,442.2,428.9,324.1,892.5,341.7,918.6,81.1,877.9,213.4,698.1,616.6,251.3,457.0,2383.5,862.3,556.2,95.1,334.2,748.7,396.2,178.7,333.6,334.6,372.6,335.8,854.7,686.3,928.7,350.5,258.1,708.3,642.2,335.3,508.5,663.0,191.6,573.3,493.1,722.1,351.4,280.8,170.3,556.7,127.9,137.8,1047.0,262.0,407.4,111.5,204.9,399.0,585.0,960.7,232.9,91.5,252.5,0.0,780.3,671.2,288.9,699.0,219.9,247.9
ZI,631.9,679.3,255.3,480.4,698.3,497.5,305.3,194.9,404.7,768.5,416.3,466.1,538.3,531.3,281.5,408.4,545.2,426.1,462.3,832.1,672.0,714.7,613.0,483.4,569.0,775.2,729.6,475.8,111.1,359.5,408.2,165.6,267.3,522.3,737.1,428.4,492.1,185.9,89.3,600.2,785.2,537.4,601.1,574.7,114.1,378.3,317.1,228.3,725.5,197.4,307.9,479.3,122.8,86.8,668.6,281.6,255.3,51.7,778.5,470.0,331.0,865.8,532.0,378.9,755.3,112.1,515.8,398.0,774.9,210.4,600.5,518.8,464.3,692.1,905.9,1773.6,341.7,249.8,715.2,775.0,138.3,411.8,736.4,793.1,585.0,420.4,452.3,334.1,165.7,408.1,600.9,717.6,187.7,329.8,776.1,375.6,483.7,697.6,257.4,875.2,54.2,728.0,703.6,673.4,285.8,728.1,804.0,526.4,563.7,830.2,742.6,633.6,389.1,187.0,440.1,709.2,686.5,693.3,805.3,0.0,446.9,498.4,178.4,648.6,561.5
ZL,546.0,593.4,555.5,394.5,727.8,411.6,334.8,385.3,434.2,682.6,445.8,380.2,452.4,445.4,471.9,322.5,459.3,616.5,15.3,861.6,586.1,628.8,527.1,512.9,483.1,689.3,643.7,666.2,448.4,549.9,598.6,502.9,296.8,712.7,651.2,342.5,406.2,532.9,356.6,790.6,699.3,451.5,515.2,488.8,568.6,568.7,346.6,615.3,755.0,387.8,337.4,393.4,423.0,537.0,582.7,472.0,592.6,501.9,692.6,384.1,521.4,779.9,446.1,408.4,669.4,562.3,429.9,588.4,689.0,547.7,514.6,432.9,378.4,606.2,935.4,2053.5,532.1,279.3,629.3,689.1,418.5,441.3,650.5,822.6,499.1,334.5,366.4,524.5,356.1,598.5,515.0,747.1,378.1,359.3,690.2,405.1,397.8,611.7,243.1,789.3,391.9,642.1,617.7,587.5,315.3,642.2,718.1,716.8,477.8,744.3,656.7,547.7,303.2,254.8,630.5,623.3,600.6,607.4,719.4,450.1,0.0,412.5,368.8,562.7,591.0
ZN,132.4,186.4,595.7,188.6,288.0,386.8,375.0,425.5,474.4,435.6,486.0,86.3,427.6,127.9,512.1,116.6,45.7,656.7,396.6,421.8,192.0,215.2,113.5,423.5,145.7,275.7,230.1,706.4,488.6,590.1,638.8,543.1,337.0,752.9,237.6,69.7,6.0,573.1,396.8,830.8,285.7,426.7,101.6,109.1,604.5,608.9,386.8,655.5,315.2,428.0,377.6,18.8,463.4,577.2,169.1,512.2,632.8,542.1,280.5,359.3,561.6,367.8,152.2,448.6,373.3,602.5,112.4,628.6,276.9,587.9,101.0,408.1,353.6,199.2,506.2,2093.5,572.3,319.5,217.2,282.1,458.7,445.4,238.4,382.8,161.7,128.6,45.8,564.7,396.3,638.7,177.6,307.3,418.3,399.5,283.2,445.3,373.0,204.7,283.3,542.3,432.1,400.6,210.7,180.5,355.5,230.1,306.0,757.0,64.2,337.3,243.1,134.1,109.0,295.0,670.7,209.7,187.0,200.4,305.8,490.3,381.2,0.0,409.0,149.1,297.1
ZP,562.6,610.0,275.8,411.1,629.0,428.2,236.0,16.4,335.4,699.2,347.0,396.8,469.0,462.0,169.6,339.1,475.9,247.6,393.0,762.8,602.7,645.4,543.7,414.1,499.7,705.9,660.3,363.9,168.7,181.0,296.3,223.2,198.0,343.8,667.8,359.1,422.8,253.2,76.9,488.3,715.9,468.1,531.8,505.4,288.9,199.8,247.8,335.6,656.2,40.9,238.6,410.0,143.3,257.3,599.3,169.7,312.9,222.2,709.2,400.7,152.5,796.5,462.7,309.6,686.0,282.6,446.5,286.1,705.6,268.0,531.2,449.5,395.0,622.8,836.6,1944.1,229.8,180.5,645.9,705.7,138.8,342.5,667.1,723.8,515.7,351.1,383.0,222.2,13.3,253.6,531.6,648.3,9.2,260.5,706.8,306.3,414.4,628.3,188.1,805.9,112.2,658.7,634.3,604.1,216.5,658.8,734.7,414.5,494.4,760.9,673.3,564.3,319.8,117.7,261.6,639.9,617.2,624.0,736.0,170.4,377.6,429.1,0.0,579.3,492.2
ZQ,81.9,189.1,739.0,228.3,232.1,530.1,518.3,568.8,500.1,379.7,629.3,229.6,658.6,203.6,655.4,259.9,95.6,800.0,539.9,365.9,136.1,159.3,57.6,367.6,196.8,219.8,174.2,849.7,631.9,733.4,782.1,686.4,480.3,896.2,181.7,213.0,149.3,716.4,540.1,974.1,229.8,535.8,104.3,160.2,752.1,752.2,530.1,798.8,259.3,571.3,520.9,162.1,606.5,720.5,19.9,655.5,776.1,685.4,224.6,502.6,704.9,311.9,295.5,422.2,317.4,745.8,219.9,771.9,221.0,731.2,66.7,551.4,496.9,201.9,450.3,2236.8,715.6,462.8,161.3,284.8,602.0,389.5,182.5,326.9,212.8,271.9,189.1,708.0,539.6,782.0,228.7,251.4,561.6,542.8,285.9,501.8,516.3,180.5,426.6,486.4,575.4,344.7,213.4,159.2,498.8,174.2,250.1,900.3,115.3,340.0,187.2,15.0,252.3,438.3,814.0,153.8,131.1,203.1,249.9,633.6,524.5,142.2,552.3,0.0,241.2
ZV,240.1,321.8,678.5,360.7,136.7,480.5,369.7,508.3,258.8,284.3,439.2,371.6,563.2,345.6,593.0,401.9,237.6,739.5,681.9,270.5,181.0,182.5,169.4,126.3,338.8,241.8,196.2,789.2,571.4,672.9,721.6,625.9,291.6,835.7,203.7,355.0,291.3,655.9,479.6,913.6,251.8,440.4,246.3,302.2,687.3,691.7,340.0,738.3,163.9,510.8,330.8,304.1,546.0,660.0,235.2,595.0,715.6,624.9,319.0,644.6,644.4,406.3,437.5,180.9,222.0,685.3,361.9,711.4,315.4,670.7,208.7,693.4,514.5,334.6,344.3,2240.3,655.1,308.2,226.0,417.5,541.5,148.2,276.9,231.5,354.8,413.9,331.1,647.5,479.1,721.5,370.7,156.0,501.1,394.2,418.6,260.5,658.3,274.9,429.9,391.0,514.9,249.3,355.4,253.6,308.7,268.6,344.5,839.8,257.3,482.0,209.2,200.2,394.3,377.8,753.5,228.2,153.1,335.8,271.9,573.1,666.5,284.2,491.8,215.2,0.0
