from_stop,AC,AV,AY,AZ,BC,BG,BH,BJ,BP,BW,CB,CC,CH,CJ,CP,CS,CY,DH,DL,DX,EC,EI,EO,ES,EX,EY,FD,FG,FJ,FQ,FV,FX,FY,GG,GH,GQ,GV,HC,HE,HG,HN,HS,HV,IG,II,IK,IL,IN,IR,JI,KA,KB,KF,KG,KL,KN,KS,KT,KZ,LB,LS,LW,MD,MG,MI,MJ,MN,NJ,NM,NQ,NT,NX,NZ,OE,OK,OQ,OZ,PD,PE,PH,PR,PT,PZ,QD,QI,QL,QR,RE,RH,RJ,RL,RM,RP,RR,RT,RV,RZ,SI,SK,SM,ST,SY,SZ,TI,TP,TQ,TW,UA,UC,UH,UM,UP,UQ,UR,UX,UY,UZ,VL,VO,VQ,VS,VT,VU,WB,WD,XA,XF,XK,XL,XM,XV,YB,YH,YP,YR,ZA,ZB,ZF,ZH,ZP,ZR
RM,89.4,315.9,157.9,83.4,858.7,547.3,67.5,670.9,758.0,351.4,880.4,356.4,551.1,241.7,511.0,721.8,776.1,646.1,191.7,566.7,1118.5,567.2,643.1,621.1,729.2,67.2,154.6,617.8,246.9,964.1,300.5,2301.9,337.8,1071.7,1005.1,843.7,722.9,351.6,722.6,521.0,768.5,42.5,605.0,91.1,262.3,819.4,193.1,1128.6,934.6,758.2,596.9,246.6,832.0,705.7,843.4,551.1,725.0,365.9,675.1,185.3,165.9,545.0,780.9,556.7,556.8,632.3,749.1,1083.8,831.8,846.8,693.5,355.8,608.1,861.1,377.3,659.4,659.8,597.4,716.1,725.8,239.6,342.1,800.1,292.3,759.9,281.5,617.2,781.4,339.6,665.2,832.0,0.0,735.3,631.0,302.8,697.4,873.6,426.6,727.6,215.5,754.3,306.7,764.4,908.6,862.2,711.2,967.2,836.5,218.9,828.6,663.6,568.2,39.3,340.6,261.6,834.6,297.2,103.0,102.5,341.4,787.7,1091.3,360.9,651.5,1050.9,376.5,690.7,131.8,166.6,806.4,476.5,580.8,767.2,297.6,1032.5,617.7,689.4,505.2,649.7,825.1,354.3
RP,745.7,667.3,645.8,768.4,202.8,850.5,803.0,255.2,1061.2,625.5,154.1,705.9,854.3,526.6,814.2,13.4,457.4,949.3,718.3,869.9,800.9,158.0,151.7,170.2,6.0,937.5,764.1,166.9,615.5,1267.3,650.0,2605.1,689.2,754.1,687.5,205.9,192.2,701.1,72.6,824.2,112.6,732.9,476.8,787.3,601.1,163.5,592.9,811.0,1237.8,1061.4,900.1,598.0,105.7,1008.9,117.1,854.3,253.8,425.2,259.4,618.4,683.4,848.2,125.0,859.9,860.0,102.9,1052.3,766.2,175.9,120.5,996.7,659.0,219.6,134.8,350.0,143.3,963.0,181.7,198.0,1029.0,591.0,588.5,162.3,584.6,1063.1,632.9,166.3,463.8,398.9,69.0,105.7,771.9,0.0,934.2,606.0,37.8,217.7,300.7,1030.8,695.5,48.3,409.9,29.0,1211.8,544.6,202.9,649.6,198.7,643.5,172.7,212.7,863.9,764.4,640.8,611.1,517.0,421.0,838.5,749.3,633.7,470.1,773.7,429.2,954.7,733.3,679.7,223.4,671.9,664.1,80.1,313.7,884.0,1070.4,552.4,714.2,920.9,163.7,808.4,146.0,1128.3,575.8
RR,385.9,449.5,408.0,372.3,1038.1,161.1,358.4,850.3,301.2,569.3,1070.5,524.3,168.7,421.1,128.6,901.2,954.4,189.3,457.1,48.1,1297.9,746.6,822.5,800.5,908.6,287.4,452.3,797.2,349.2,507.3,518.4,2227.2,478.9,1251.1,1184.5,1023.1,902.3,493.3,902.0,138.6,947.9,369.9,784.4,379.5,480.2,998.8,370.2,1308.0,477.8,346.0,217.2,380.2,1011.4,248.9,1022.8,168.7,904.4,545.3,854.5,380.6,460.7,69.8,960.3,174.3,58.0,811.7,289.3,1263.2,1011.2,1026.2,236.7,423.3,787.5,1040.5,556.7,838.8,203.0,776.8,895.5,217.8,373.2,560.0,979.5,510.2,303.1,415.1,796.6,960.8,519.0,842.9,1011.4,327.3,914.7,0.0,370.3,876.8,1053.0,606.0,270.8,434.3,936.3,486.1,943.8,451.8,1041.6,890.6,1146.6,1015.9,377.2,1008.0,843.0,111.4,328.2,558.5,479.5,1014.0,476.6,323.1,391.4,559.3,967.1,1270.7,540.3,143.5,1230.3,444.0,870.1,420.7,436.2,985.8,655.9,34.0,310.4,448.1,1211.9,160.9,868.8,129.1,829.1,368.3,572.2
RT,200.7,169.0,116.5,221.2,746.6,299.5,288.8,558.8,514.0,298.2,779.0,196.4,307.1,129.6,267.0,609.7,662.9,402.1,165.6,322.7,1006.4,455.1,531.0,509.0,617.1,391.6,211.4,505.7,68.3,720.1,236.0,2057.9,151.0,959.6,893.0,731.6,610.8,165.4,610.5,277.0,656.4,218.7,492.9,273.1,188.7,707.3,78.7,1016.5,690.6,514.2,355.6,88.7,719.9,461.7,731.3,307.1,612.9,253.8,563.0,89.1,169.2,301.0,668.8,312.7,312.8,520.2,502.1,971.7,719.7,734.7,449.5,52.9,496.0,749.0,265.2,547.3,415.8,485.3,604.0,481.8,81.7,307.0,688.0,218.7,515.9,203.4,505.1,669.3,227.5,551.4,719.9,257.7,623.2,387.0,0.0,585.3,761.5,314.5,483.6,142.8,644.8,194.6,652.3,664.6,750.1,599.1,855.1,724.4,96.3,716.5,551.5,324.2,235.1,259.8,188.0,722.5,185.1,324.3,202.1,287.3,675.6,979.2,248.8,407.5,938.8,73.6,578.6,142.6,144.7,694.3,364.4,336.8,523.2,156.6,920.4,373.7,577.3,261.2,537.6,581.1,319.2
RV,707.8,629.4,607.9,730.5,240.7,808.8,765.1,217.3,1023.3,587.6,202.7,668.0,816.4,488.7,776.3,24.3,430.8,911.4,680.4,832.0,774.3,120.1,154.3,132.3,31.7,899.6,726.2,129.0,577.6,1229.4,612.1,2567.2,651.3,727.5,660.9,243.8,230.1,663.2,110.5,786.3,150.5,695.0,450.2,749.4,563.2,201.4,555.0,784.4,1199.9,1023.5,864.9,560.1,143.6,971.0,155.0,816.4,279.0,387.3,221.5,580.5,645.5,810.3,162.9,822.0,822.1,65.0,1011.4,739.6,213.8,158.4,958.8,621.1,181.7,172.7,312.1,105.4,925.1,143.8,227.3,991.1,553.1,550.6,200.2,546.7,1025.2,595.0,128.4,437.2,361.0,33.8,143.6,734.0,37.8,896.3,568.1,0.0,255.6,262.8,992.9,657.6,86.2,373.6,66.9,1173.9,518.0,222.4,623.0,236.6,605.6,210.6,174.8,833.5,726.5,602.9,573.2,490.4,383.1,800.6,711.4,595.8,443.5,747.1,391.3,916.8,706.7,641.8,201.9,634.0,623.9,118.0,275.8,846.1,1032.5,515.7,688.3,883.0,200.6,770.5,160.9,1090.4,537.9
RZ,892.4,814.0,792.5,915.1,14.8,993.4,949.7,281.4,1207.9,772.2,303.5,852.6,1001.0,673.3,960.9,231.2,405.2,1096.0,865.0,1016.6,748.7,304.7,240.0,262.6,223.8,1084.2,910.8,266.3,762.2,1414.0,796.7,2751.8,835.9,701.9,635.3,35.4,140.0,847.8,160.9,970.9,115.0,879.6,424.6,934.0,747.8,70.4,739.6,758.8,1384.5,1208.1,1049.5,744.7,244.4,1155.6,255.8,1001.0,201.6,571.9,277.2,765.1,830.1,994.9,102.6,1006.6,1006.7,308.1,1196.0,714.0,41.7,259.2,1143.4,805.7,366.3,273.5,496.7,335.2,1109.7,328.4,145.8,1175.7,737.7,735.2,70.8,731.3,1209.8,779.6,244.7,411.6,545.6,289.5,244.4,918.6,217.7,1080.9,752.7,255.6,0.0,447.4,1177.5,842.2,169.3,558.2,252.9,1358.5,492.4,150.7,597.4,42.0,790.2,44.9,198.3,1018.1,911.1,787.5,757.8,464.8,567.7,985.2,896.0,780.4,417.9,721.5,575.9,1101.4,681.1,826.4,171.2,818.6,808.5,218.8,460.4,1030.7,1217.1,700.3,662.7,1067.6,252.0,955.1,234.3,1275.0,722.5
SI,444.9,366.5,345.0,467.6,432.0,545.9,502.2,244.2,760.4,324.7,464.4,405.1,553.5,225.8,513.4,295.1,457.7,648.5,417.5,569.1,801.2,140.5,216.4,194.4,302.5,636.7,463.3,191.1,314.7,966.5,349.2,2304.3,388.4,754.4,687.8,417.0,296.2,400.3,295.9,523.4,341.8,432.1,363.5,486.5,300.3,392.7,292.1,811.3,937.0,760.6,602.0,297.2,405.3,708.1,416.7,553.5,334.0,124.4,248.4,317.6,382.6,547.4,354.2,559.1,559.2,205.6,748.5,766.5,405.1,420.1,695.9,358.2,181.4,434.4,49.2,232.7,662.2,170.7,289.4,728.2,290.2,287.7,373.4,283.8,762.3,332.1,190.5,464.1,98.1,236.8,405.3,471.1,308.6,633.4,305.2,270.7,446.9,0.0,730.0,394.7,330.2,110.7,337.7,911.0,544.9,284.5,649.9,409.8,342.7,401.9,236.9,570.6,463.6,340.0,310.3,517.3,120.2,537.7,448.5,332.9,470.4,774.0,128.4,653.9,733.6,378.9,264.0,371.1,361.0,379.7,49.8,583.2,769.6,252.8,715.2,620.1,262.7,507.6,223.0,827.5,275.0
SK,456.5,571.4,517.4,442.9,1160.0,290.8,429.0,972.2,101.6,691.2,1181.7,646.2,294.6,543.0,254.5,1023.1,1076.3,81.4,568.7,262.4,1419.8,868.5,944.4,922.4,1030.5,539.8,522.9,919.1,471.1,236.4,640.3,2349.1,600.8,1373.0,1306.4,1145.0,1024.2,615.2,1023.9,264.5,1069.8,440.5,906.3,450.1,602.1,1120.7,492.1,1429.9,206.9,226.7,340.4,502.1,1133.3,49.3,1144.7,294.6,1026.3,667.2,976.4,502.5,563.9,268.5,1082.2,300.2,272.3,933.6,116.7,1385.1,1133.1,1148.1,34.0,545.2,909.4,1162.4,678.6,960.7,67.7,898.7,1017.4,288.4,495.1,681.9,1101.4,632.1,32.2,537.0,918.5,1082.7,640.9,964.8,1133.3,397.9,1036.6,277.6,492.2,998.7,1174.9,727.9,0.0,556.2,1058.2,608.0,1065.7,180.9,1163.5,1012.5,1268.5,1137.8,499.1,1129.9,964.9,177.5,398.8,680.4,601.4,1135.9,598.5,393.7,462.0,681.2,1089.0,1392.6,662.2,256.6,1352.2,565.9,992.0,491.3,550.2,1107.7,777.8,248.3,92.2,568.8,1333.1,106.1,990.7,328.3,951.0,97.4,694.1
SM,176.8,264.4,133.3,256.7,652.2,489.2,158.0,464.4,699.9,293.3,684.6,298.3,493.0,183.6,452.9,515.3,568.5,588.0,22.7,508.6,912.0,360.7,436.6,414.6,522.7,374.2,68.5,411.3,177.4,906.0,242.4,2243.8,286.3,865.2,798.6,637.2,516.4,293.5,516.1,462.9,562.0,169.6,398.5,135.0,204.2,612.9,135.0,922.1,876.5,700.1,541.5,195.1,625.5,647.6,636.9,493.0,518.5,159.4,468.6,133.8,70.2,486.9,574.4,498.6,498.7,425.8,688.0,877.3,625.3,640.3,635.4,297.7,401.6,654.6,170.8,452.9,601.7,390.9,509.6,667.7,188.1,284.0,593.6,234.2,701.8,230.0,410.7,574.9,133.1,457.0,625.5,208.6,528.8,572.9,244.7,490.9,667.1,220.1,669.5,0.0,550.4,100.2,557.9,850.5,655.7,504.7,760.7,630.0,149.4,622.1,457.1,510.1,238.5,282.5,203.5,628.1,90.7,193.5,275.8,283.3,581.2,884.8,154.4,593.4,844.4,318.4,484.2,146.0,88.2,599.9,270.0,522.7,709.1,239.5,826.0,559.6,482.9,447.1,443.2,767.0,296.2
ST,734.8,687.8,666.3,786.3,154.4,864.6,823.5,275.7,1081.7,643.4,126.0,726.4,874.8,544.5,832.1,61.8,410.1,969.8,738.8,890.4,752.5,178.5,100.7,123.3,54.4,859.7,784.6,129.6,636.0,1287.8,670.5,2625.6,707.1,705.7,636.5,154.9,143.8,721.6,24.2,844.7,64.2,753.4,428.4,807.8,619.0,112.5,613.4,760.0,1258.3,1081.9,920.6,618.5,75.0,1029.4,88.8,872.2,205.4,445.7,277.3,638.9,701.3,866.1,76.6,880.4,880.5,151.3,1072.8,717.8,127.5,89.8,1017.2,676.9,240.1,104.1,370.5,194.3,983.5,195.4,147.0,1049.5,611.5,609.0,113.9,605.1,1081.0,653.4,168.8,412.8,419.4,117.4,75.0,792.4,48.3,954.7,626.5,86.2,169.3,321.2,1048.7,716.0,0.0,430.4,83.5,1232.3,496.2,154.5,601.2,150.3,664.0,124.3,202.1,884.4,784.9,661.3,631.6,468.6,441.5,856.4,769.8,654.2,421.7,725.3,449.7,975.2,684.9,700.2,175.0,692.4,682.0,49.4,334.2,904.5,1088.3,572.9,665.8,945.1,115.3,828.9,97.6,1148.8,596.3
SY,302.7,255.7,234.2,356.8,550.3,440.5,391.4,364.1,649.6,213.9,572.0,294.3,442.7,115.0,402.6,415.0,469.3,537.7,306.7,458.3,811.7,260.4,336.3,312.7,422.4,427.6,352.5,311.0,203.9,855.7,238.4,2193.5,279.2,763.3,696.7,536.9,416.1,289.5,415.8,412.6,461.7,321.3,298.2,375.7,189.5,512.6,181.3,820.2,826.2,649.8,488.5,186.4,525.2,597.3,539.0,442.7,418.2,59.1,368.3,206.8,273.4,436.6,474.1,448.3,448.4,325.5,640.7,777.0,525.0,540.0,585.1,249.0,299.7,554.3,70.5,352.6,551.4,283.8,409.3,617.4,179.4,176.9,491.7,173.0,651.5,221.3,310.4,473.0,32.8,358.4,525.2,360.3,426.9,522.6,194.4,390.6,566.8,119.8,619.2,283.9,447.5,0.0,456.0,800.2,555.4,404.4,660.4,529.7,233.5,521.8,356.8,452.3,352.8,229.2,199.5,527.8,9.5,426.9,337.7,222.1,480.9,784.5,54.1,543.1,744.1,268.1,383.9,260.3,252.5,499.6,169.7,472.4,658.8,140.8,725.0,513.0,382.6,396.8,342.9,716.7,164.2
SZ,787.7,709.3,687.8,810.4,230.9,888.7,845.0,297.2,1103.2,667.5,182.2,747.9,896.3,568.6,856.2,55.4,485.5,991.3,760.3,911.9,829.0,200.0,179.8,202.4,48.0,881.2,806.1,206.1,657.5,1309.3,692.0,2647.1,731.2,782.2,715.6,234.0,220.3,743.1,100.7,866.2,140.7,774.9,504.9,829.3,643.1,191.6,634.9,839.1,1279.8,1103.4,942.1,640.0,133.8,1050.9,145.2,896.3,281.9,467.2,301.4,660.4,725.4,890.2,153.1,901.9,902.0,144.9,1094.3,794.3,204.0,148.6,1038.7,701.0,261.6,162.9,392.0,185.3,1005.0,216.9,226.1,1071.0,633.0,630.5,190.4,626.6,1105.1,674.9,208.3,491.9,440.9,111.0,133.8,813.9,41.9,976.2,648.0,79.8,245.8,342.7,1072.8,737.5,76.4,451.9,0.0,1253.8,572.7,231.0,677.7,226.8,685.5,200.8,254.7,905.9,806.4,682.8,653.1,545.1,463.0,880.5,791.3,675.7,498.2,801.8,471.2,996.7,761.4,721.7,251.5,713.9,706.1,108.2,355.7,926.0,1112.4,594.4,742.3,962.9,191.8,850.4,174.1,1170.3,617.8
TI,606.9,721.8,667.8,593.3,1310.4,441.2,579.4,1122.6,252.0,841.6,1342.8,796.6,445.0,693.4,404.9,1173.5,1226.7,231.8,719.1,412.8,1570.2,1018.9,1094.8,1072.8,1180.9,508.4,673.3,1069.5,621.5,55.4,790.7,2499.5,751.2,1523.4,1456.8,1295.4,1174.6,765.6,1174.3,414.9,1220.2,590.9,1056.7,600.5,752.5,1271.1,642.5,1580.3,25.9,305.6,493.5,652.5,1283.7,199.7,1295.1,445.0,1176.7,817.6,1126.8,652.9,714.3,418.9,1232.6,450.6,422.7,1084.0,270.1,1535.5,1283.5,1298.5,184.4,695.6,1059.8,1312.8,829.0,1111.1,218.1,1049.1,1167.8,438.8,645.5,832.3,1251.8,782.5,128.0,687.4,1068.9,1233.1,791.3,1115.2,1283.7,548.3,1187.0,428.0,642.6,1149.1,1325.3,878.3,150.3,706.6,1208.6,758.4,1216.1,0.0,1313.9,1162.9,1418.9,1288.2,649.5,1280.3,1115.3,321.6,549.2,830.8,751.8,1286.3,748.9,544.1,612.4,831.6,1239.4,1543.0,812.6,407.0,1502.6,716.3,1142.4,641.7,702.9,1258.1,928.2,398.7,242.6,720.4,1484.2,260.2,1141.1,478.7,1101.4,62.8,844.5
TP,900.5,822.1,800.6,923.2,499.5,1001.5,957.8,296.0,1216.0,780.3,624.8,860.7,1009.1,681.4,969.0,537.8,87.1,1104.1,873.1,1024.7,256.2,409.7,459.1,437.1,545.1,1092.3,918.9,433.8,770.3,1422.1,804.8,2759.9,844.0,209.4,142.8,449.5,328.7,855.9,482.2,979.0,436.3,887.7,365.5,942.1,755.9,466.3,747.7,266.3,1392.6,1216.2,1057.6,752.8,565.7,1163.7,577.1,1009.1,276.1,545.4,291.8,773.2,838.2,1003.0,427.8,1014.7,1014.8,448.3,1204.1,221.5,478.7,580.5,1151.5,813.8,471.3,594.8,571.4,475.4,1117.8,369.5,337.8,1183.8,745.8,743.3,405.9,739.4,1217.9,787.7,433.2,80.7,533.4,479.5,565.7,926.7,539.0,1089.0,760.8,513.4,484.6,552.4,1185.6,850.3,490.6,566.3,574.2,1366.6,0.0,342.7,104.9,442.3,798.3,475.5,390.3,1026.2,919.2,795.6,765.9,27.6,575.8,993.3,904.1,788.5,74.4,229.0,584.0,1109.5,188.6,834.5,363.2,826.7,816.6,540.1,565.4,1038.8,1225.2,708.4,170.2,1075.7,505.4,963.2,465.7,1283.1,730.6
TQ,741.6,663.2,641.7,764.3,182.4,842.6,798.9,136.3,1057.1,621.4,307.7,701.8,850.2,522.5,810.1,235.4,260.1,945.2,714.2,865.8,603.6,153.9,150.1,128.1,228.0,933.4,760.0,124.8,611.4,1263.2,645.9,2601.0,685.1,556.8,490.2,132.4,11.6,697.0,165.1,820.1,119.2,728.8,279.5,783.2,597.0,149.2,588.8,613.7,1233.7,1057.3,898.7,593.9,248.6,1004.8,260.0,850.2,56.5,421.1,132.1,614.3,679.3,844.1,110.7,855.8,855.9,157.3,1045.2,568.9,161.6,263.4,992.6,654.9,215.5,277.7,345.9,184.4,958.9,177.6,4.8,1024.9,586.9,584.4,88.8,580.5,1059.0,628.8,93.9,266.5,394.8,188.5,248.6,767.8,221.9,930.1,601.9,222.4,167.5,296.6,1026.7,691.4,173.5,407.4,257.1,1207.7,347.3,0.0,452.3,125.2,639.4,158.4,47.5,867.3,760.3,636.7,607.0,319.7,416.9,834.4,745.2,629.6,272.8,576.4,425.1,950.6,536.0,675.6,20.4,667.8,657.7,223.0,309.6,879.9,1066.3,549.5,517.6,916.8,196.4,804.3,156.7,1124.2,571.7
TW,1001.6,923.2,901.7,1024.3,600.6,1106.4,1058.9,397.1,1317.1,881.4,725.9,961.8,1110.2,782.5,1070.1,638.9,188.2,1205.2,974.2,1125.8,151.2,510.8,560.2,538.2,646.2,1193.4,1020.0,534.9,871.4,1523.2,905.9,2861.0,945.1,104.4,37.8,550.6,429.8,957.0,583.3,1080.1,537.4,988.8,466.6,1043.2,857.0,567.4,848.8,161.3,1493.7,1317.3,1158.7,853.9,666.8,1264.8,678.2,1110.2,377.2,646.5,392.9,874.3,939.3,1104.1,528.9,1115.8,1115.9,549.4,1305.2,116.5,579.8,681.6,1252.6,914.9,572.4,695.9,672.5,576.5,1218.9,470.6,438.9,1284.9,846.9,844.4,507.0,840.5,1319.0,888.8,534.3,181.8,634.5,580.6,666.8,1027.8,640.1,1190.1,861.9,614.5,585.7,653.5,1286.7,951.4,591.7,667.4,675.3,1467.7,101.0,443.8,0.0,543.4,899.4,576.6,491.4,1127.3,1020.3,896.7,867.0,128.6,676.9,1094.4,1005.2,889.6,175.5,124.0,685.1,1210.6,83.6,935.6,464.3,927.8,917.7,641.2,666.5,1139.9,1326.3,809.5,65.2,1176.8,606.5,1064.3,566.8,1384.2,831.7
UA,850.3,771.9,750.4,873.0,57.1,955.1,907.6,239.3,1165.8,730.1,266.9,810.5,958.9,631.2,918.8,194.6,363.1,1053.9,822.9,974.5,706.6,262.6,203.4,226.0,187.2,1042.1,868.7,229.7,720.1,1371.9,754.6,2709.7,793.8,659.8,593.2,7.1,97.9,805.7,124.3,928.8,78.4,837.5,382.5,891.9,705.7,108.4,697.5,716.7,1342.4,1166.0,1007.4,702.6,207.8,1113.5,219.2,958.9,159.5,529.8,235.1,723.0,788.0,952.8,69.9,964.5,964.6,266.0,1153.9,671.9,84.0,222.6,1101.3,763.6,324.2,236.9,454.6,293.1,1067.6,286.3,103.7,1133.6,695.6,693.1,28.7,689.2,1167.7,737.5,202.6,369.5,503.5,252.9,207.8,876.5,181.1,1038.8,710.6,219.0,42.2,405.3,1135.4,800.1,132.7,516.1,216.3,1316.4,450.3,108.6,555.3,0.0,748.1,87.2,156.2,976.0,869.0,745.4,715.7,422.7,525.6,943.1,853.9,738.3,375.8,679.4,533.8,1059.3,639.0,784.3,129.1,776.5,766.4,182.2,418.3,988.6,1175.0,658.2,620.6,1025.5,215.4,913.0,197.7,1232.9,680.4
UC,123.7,206.3,55.2,192.0,764.1,330.2,230.1,576.3,540.9,295.3,785.8,247.8,334.0,147.1,293.9,627.2,680.4,429.0,160.2,349.6,1023.9,472.6,548.5,526.5,634.6,232.0,206.0,523.2,28.0,747.0,234.6,2084.8,228.2,977.1,910.5,749.1,628.3,294.9,628.0,303.9,673.9,180.4,510.4,225.3,206.2,724.8,96.2,1034.0,717.5,541.1,379.8,137.0,737.4,488.6,748.8,334.0,630.4,271.3,580.5,75.7,112.9,327.9,686.3,339.6,339.7,537.7,532.0,989.2,737.2,752.2,476.4,149.3,513.5,766.5,282.7,564.8,442.7,496.0,621.5,508.7,130.0,286.0,705.5,236.2,542.8,171.9,522.6,686.8,245.0,568.9,737.4,217.0,640.7,413.9,96.3,602.8,779.0,332.0,510.5,160.3,659.7,212.1,669.8,691.5,767.6,616.6,872.6,741.9,0.0,734.0,569.0,343.6,173.8,284.5,205.5,740.0,202.6,265.6,211.1,285.3,693.1,996.7,266.3,434.4,956.3,170.0,596.1,81.3,63.1,711.8,381.9,363.7,550.1,172.9,937.9,400.6,594.8,288.1,555.1,608.0,298.2
UH,857.9,779.5,758.0,880.6,30.0,962.7,915.2,290.1,1173.4,737.7,258.5,818.1,966.5,638.8,926.4,186.2,413.9,1061.5,830.5,982.1,757.4,270.2,195.0,217.6,178.8,1049.7,876.3,221.3,727.7,1379.5,762.2,2717.3,801.4,710.6,644.0,80.4,148.7,813.3,115.9,936.4,70.0,845.1,433.3,899.5,713.3,25.4,705.1,767.5,1350.0,1173.6,1015.0,710.2,199.4,1121.1,210.8,966.5,210.3,537.4,285.9,730.6,795.6,960.4,57.6,972.1,972.2,273.6,1161.5,722.7,3.1,214.2,1108.9,771.2,331.8,228.5,462.2,300.7,1075.2,293.9,154.5,1141.2,703.2,700.7,115.8,696.8,1175.3,745.1,253.4,420.3,511.1,244.5,199.4,884.1,172.7,1046.4,718.2,210.6,44.9,412.9,1143.0,807.7,124.3,523.7,207.9,1324.0,501.1,159.4,606.1,87.0,755.7,0.0,207.0,983.6,876.6,753.0,723.3,473.5,533.2,950.7,861.5,745.9,426.6,730.2,541.4,1066.9,689.8,791.9,179.9,784.1,774.0,173.8,425.9,996.2,1182.6,665.8,671.4,1033.1,207.0,920.6,189.3,1240.5,688.0
UM,694.0,615.6,594.1,716.7,230.0,795.0,751.3,183.9,1009.5,573.8,350.5,654.2,802.6,474.9,762.5,199.2,307.7,897.6,666.6,818.2,651.2,106.3,102.5,80.5,206.6,885.8,712.4,77.2,563.8,1215.6,598.3,2553.4,637.5,604.4,537.8,180.0,59.2,649.4,182.0,772.5,166.8,681.2,327.1,735.6,549.4,196.8,541.2,661.3,1186.1,1009.7,851.1,546.3,291.4,957.2,302.8,802.6,104.1,373.5,179.7,566.7,631.7,796.5,158.3,808.2,808.3,109.7,997.6,616.5,209.2,306.2,945.0,607.3,167.9,320.5,298.3,136.8,911.3,130.0,52.4,977.3,539.3,536.8,136.4,532.9,1011.4,581.2,46.3,314.1,347.2,140.9,291.4,720.2,212.7,882.5,554.3,174.8,215.1,249.0,979.1,643.8,216.3,359.8,241.8,1160.1,394.9,47.5,499.9,172.8,591.8,206.0,0.0,819.7,712.7,589.1,559.4,367.3,369.3,786.8,697.6,582.0,320.4,624.0,377.5,903.0,583.6,628.0,27.1,620.2,610.1,265.8,262.0,832.3,1018.7,501.9,565.2,869.2,148.8,756.7,109.1,1076.6,524.1
UP,320.1,400.1,352.3,314.1,988.7,113.2,300.2,800.9,189.7,513.6,1010.4,474.9,123.3,365.4,83.2,851.8,906.1,85.3,407.7,91.1,1248.5,697.2,773.1,744.8,859.2,411.0,394.1,747.8,299.8,395.8,469.0,2177.8,429.5,1201.7,1128.8,973.7,852.9,443.9,852.6,93.2,898.5,311.7,735.0,321.3,424.5,949.4,320.8,1258.6,366.3,256.6,169.1,330.8,962.0,137.4,975.8,123.3,855.0,495.9,805.1,331.2,411.3,97.2,910.9,128.9,101.0,762.3,188.3,1213.8,961.8,976.8,125.2,373.9,738.1,991.1,507.3,789.4,91.5,720.6,846.1,159.6,323.8,510.6,930.1,460.8,199.1,365.7,747.2,905.1,469.6,795.2,962.0,274.5,865.3,106.3,320.9,827.4,1003.6,556.6,166.8,384.9,884.3,438.3,888.1,340.3,992.2,841.2,1097.2,966.5,321.5,958.6,793.6,0.0,275.4,509.1,430.1,964.6,427.2,264.9,333.2,509.9,917.7,1221.3,490.9,85.3,1180.9,394.6,820.7,362.5,384.5,936.4,606.5,77.0,206.4,397.5,1161.8,53.1,819.4,157.0,779.7,256.8,522.8
UQ,57.6,276.5,118.5,44.0,883.1,473.9,86.7,695.3,688.4,388.6,904.8,318.0,481.5,266.1,441.4,746.2,800.5,576.5,220.3,497.1,1142.9,591.6,667.5,645.5,753.6,58.1,174.5,642.2,207.5,894.5,304.8,2232.3,298.4,1096.1,1029.5,868.1,747.3,365.1,747.0,451.4,792.9,79.7,629.4,110.3,299.5,843.8,215.2,1153.0,865.0,688.6,530.0,207.2,856.4,636.1,867.8,481.5,749.4,390.3,699.5,145.9,201.1,475.4,805.3,487.1,487.2,656.7,679.5,1108.2,856.2,871.2,623.9,286.2,632.5,885.5,401.7,683.8,590.2,621.8,740.5,656.2,200.2,379.3,824.5,329.5,690.3,242.1,641.6,805.8,364.0,689.6,856.4,49.3,759.7,561.4,233.2,721.8,898.0,451.0,658.0,244.5,778.7,331.1,788.8,839.0,886.6,735.6,991.6,860.9,179.5,853.0,688.0,498.6,0.0,377.8,298.8,859.0,321.6,122.2,63.1,378.6,812.1,1115.7,385.3,581.9,1075.3,306.9,715.1,92.4,151.3,830.8,500.9,511.2,697.6,334.8,1056.9,554.6,713.8,435.6,674.1,755.5,391.5
UR,306.1,108.7,249.5,386.3,859.7,457.2,363.4,671.9,667.9,168.6,892.1,102.2,461.0,140.4,420.9,722.8,776.0,556.0,278.7,476.6,1119.5,568.2,644.1,622.1,730.2,497.9,324.5,618.8,222.2,874.0,46.3,2211.8,130.6,1072.7,1006.1,844.7,723.9,97.4,723.6,430.9,769.5,293.3,606.0,347.7,121.8,820.4,153.3,1129.6,844.5,668.1,509.5,153.8,833.0,615.6,844.4,461.0,726.0,366.9,676.1,222.1,243.8,454.9,781.9,466.6,466.7,633.3,656.0,1084.8,832.8,847.8,603.4,265.7,609.1,862.1,378.3,660.4,569.7,598.4,717.1,635.7,162.8,166.1,801.1,126.5,669.8,115.0,618.2,782.4,340.6,664.5,833.0,332.3,736.3,540.9,212.7,698.4,874.6,427.6,637.5,255.9,757.9,307.7,765.4,818.5,863.2,712.2,968.2,837.5,283.4,829.6,664.6,478.1,368.1,0.0,92.9,835.6,298.2,398.9,356.0,102.6,788.7,1092.3,361.9,561.4,1051.9,286.4,691.7,275.6,222.2,807.4,477.5,490.7,677.1,113.8,1033.5,527.6,690.4,415.1,650.7,735.0,178.3
