from_stop,AG,AL,AQ,AS,BC,BF,BG,BH,BO,BW,CJ,CK,CM,CO,CW,DS,DT,DY,EB,EI,EP,ES,ET,FE,FH,FI,FL,FU,FZ,GC,GJ,GL,GO,GZ,HA,HJ,HL,HV,IB,IM,IU,JH,JQ,JU,JV,JW,KA,KE,KJ,KK,LO,LP,LR,LT,LU,MD,MK,MN,MR,NG,NI,NN,NY,NZ,OC,OM,OO,OP,OX,PD,PI,PM,PX,QB,QD,QH,QJ,QN,RD,RF,RG,RL,RQ,RV,SC,SE,SI,SK,SP,SV,TC,TI,TM,TQ,TU,TW,UC,UE,UF,UI,US,UW,UZ,VI,VM,VP,VS,VY,WD,WG,WP,XE,YI,YT,YU,YY,ZC,ZG,ZQ,ZR,ZT
WD,127.0,154.8,169.7,75.1,107.6,160.0,121.6,74.4,101.5,88.7,80.8,101.8,282.4,230.5,110.5,136.4,69.8,275.0,210.5,60.4,191.2,68.5,110.0,81.9,290.8,214.8,48.2,121.4,132.5,129.4,129.3,104.7,309.3,129.3,97.2,109.9,135.6,124.1,139.2,52.2,145.9,65.4,106.1,200.6,63.9,154.2,65.6,90.9,104.7,244.6,304.6,89.5,60.5,26.6,104.3,130.7,132.3,102.9,114.8,176.2,293.5,144.1,173.3,162.9,169.4,1351.3,99.7,188.3,129.6,178.5,68.2,120.6,114.3,63.7,271.5,122.0,102.1,109.6,140.1,167.0,119.5,140.2,141.2,14.6,251.0,87.6,35.5,155.1,177.4,88.3,129.1,26.2,267.8,19.8,100.3,93.6,63.2,190.0,89.6,93.0,136.3,206.3,144.6,162.4,118.6,57.0,131.1,189.4,0.0,123.5,102.5,120.7,83.6,244.9,162.1,263.6,122.5,173.5,121.6,212.6,92.0
WG,96.8,58.9,166.4,118.3,116.6,64.7,91.4,67.0,67.2,175.5,101.7,147.7,252.2,134.6,80.5,215.4,104.7,249.1,223.5,128.2,166.5,141.9,194.6,188.1,260.6,184.6,103.1,203.2,219.5,99.2,167.9,114.7,316.7,108.0,89.8,87.7,213.7,216.9,223.8,140.1,121.2,103.9,69.4,174.7,156.3,163.2,158.0,78.5,129.1,218.7,299.6,69.2,112.8,144.5,22.0,82.5,104.7,187.5,57.4,232.7,306.5,135.0,118.5,241.9,139.2,1321.1,120.1,162.4,105.6,152.6,160.6,90.4,165.9,155.1,241.3,96.1,184.6,194.5,219.8,136.8,139.6,230.6,143.4,128.2,220.8,180.0,123.8,124.9,147.2,176.0,138.1,90.0,237.6,133.3,103.3,178.2,150.2,135.2,109.7,131.1,113.7,181.6,29.8,249.2,59.3,80.4,144.1,159.2,113.5,0.0,76.6,212.7,162.6,214.7,137.4,233.4,207.1,198.3,208.4,186.7,191.5
WP,38.6,152.6,146.7,159.1,169.2,156.8,56.7,119.3,151.4,158.4,81.2,120.2,175.5,231.0,65.6,215.3,107.6,250.3,281.5,165.2,265.7,142.9,194.5,166.4,183.9,107.9,127.8,205.9,206.7,64.5,148.2,181.3,369.9,174.2,142.1,69.3,220.1,147.4,223.7,119.5,190.8,145.0,80.5,246.5,139.2,215.8,101.5,135.8,109.4,204.0,196.0,93.7,137.5,90.3,74.4,80.8,85.0,187.4,138.4,213.0,319.7,115.3,212.2,241.8,62.5,1244.4,100.1,85.7,89.0,117.9,152.7,32.2,198.3,193.9,164.6,81.4,184.5,194.1,140.2,122.1,119.9,170.9,123.7,111.2,224.1,137.2,160.1,48.2,88.3,214.8,190.7,132.7,160.9,104.6,161.9,178.1,109.0,223.3,90.0,111.4,52.2,250.6,123.5,167.5,142.2,60.7,210.7,124.5,130.1,93.6,0.0,234.8,162.5,138.0,207.0,156.7,207.0,270.0,186.7,258.3,167.3
XE,229.2,199.0,137.5,119.3,139.4,204.2,223.8,165.9,132.7,136.2,156.3,194.5,384.6,230.6,212.7,83.9,161.3,408.6,196.7,82.6,218.1,79.2,70.5,86.3,393.0,317.0,152.1,70.7,81.8,231.6,160.5,148.9,289.9,175.1,146.4,209.0,42.9,97.5,67.2,97.5,172.8,131.7,186.8,299.7,135.4,145.7,121.4,165.6,166.4,401.7,397.7,193.4,136.6,176.0,206.5,225.5,235.4,63.4,185.6,125.5,247.9,262.4,197.9,65.6,264.2,1453.5,134.7,287.4,228.7,312.1,98.9,249.9,107.3,101.8,373.7,255.6,60.8,18.4,216.8,269.2,155.8,108.0,136.0,147.3,353.2,165.2,107.2,257.3,279.6,96.7,120.6,117.7,370.0,152.4,144.5,34.4,106.0,209.0,145.5,222.2,235.4,216.4,201.0,129.5,181.8,159.2,170.3,291.6,136.9,220.0,201.6,0.0,72.4,347.1,189.0,365.8,83.0,225.1,109.2,314.2,117.7
YI,169.1,138.9,148.6,59.2,91.7,144.7,163.7,105.8,80.0,78.8,96.6,174.4,324.5,214.6,152.8,52.7,101.2,321.4,158.1,22.5,176.9,19.1,31.9,74.6,332.9,256.9,79.6,64.2,75.3,171.5,161.4,88.8,251.3,115.0,86.3,156.3,71.9,120.2,61.1,42.3,131.6,64.8,134.1,247.0,59.6,107.1,61.3,105.5,124.0,291.0,345.0,120.9,76.5,103.5,146.4,172.8,175.3,24.8,125.5,119.0,209.3,205.6,157.4,79.2,211.5,1393.4,135.6,234.7,176.0,224.9,47.1,162.7,74.5,65.8,313.6,168.4,42.8,31.5,140.9,209.1,134.5,117.1,136.9,87.2,293.1,83.3,54.5,197.2,219.5,58.1,82.0,57.6,309.9,92.3,84.4,15.5,53.3,168.5,129.7,165.6,182.7,192.0,128.5,135.7,113.1,99.1,115.2,231.5,72.5,159.9,148.9,72.2,0.0,287.0,147.8,305.7,44.4,157.6,94.9,259.0,94.8
YT,145.6,186.1,180.2,192.6,202.7,191.9,90.2,152.8,184.9,191.9,115.5,161.5,189.6,245.1,99.3,248.8,141.1,264.4,295.6,198.7,279.8,176.4,228.0,213.7,198.0,122.0,161.3,236.6,240.2,98.0,181.7,214.8,384.0,207.7,175.6,106.5,253.6,180.5,257.2,151.9,224.3,185.3,114.0,260.6,172.7,325.1,135.0,169.3,142.9,255.5,237.0,127.2,171.0,123.8,107.9,114.3,118.5,220.9,171.9,246.5,333.8,148.8,304.3,275.3,76.6,1258.5,133.9,99.8,182.7,151.4,186.2,151.1,240.2,227.4,178.7,191.9,218.0,227.9,173.7,173.8,153.4,204.4,157.2,144.7,238.2,170.7,193.6,62.3,102.4,248.3,224.2,166.2,175.0,138.1,189.4,211.6,142.4,287.6,123.5,144.9,131.2,264.7,157.0,201.0,184.3,94.2,326.7,115.9,163.6,127.1,33.4,246.1,196.0,0.0,308.9,170.8,240.5,274.2,220.2,272.4,207.9
YU,214.5,79.8,275.8,122.7,80.2,74.0,209.1,87.6,77.8,206.0,219.4,266.4,369.9,101.0,198.2,193.3,148.4,306.6,114.7,132.6,29.0,146.3,178.2,201.8,378.3,302.3,132.3,214.7,231.0,216.9,290.4,66.5,207.9,32.7,95.6,205.4,225.2,247.0,201.7,170.6,16.1,108.3,126.1,232.2,186.8,116.5,188.5,71.1,246.8,227.1,417.3,112.9,122.6,187.7,162.4,214.2,222.5,165.4,109.1,272.3,197.7,252.8,61.9,219.8,256.9,1377.1,262.5,280.1,223.3,270.3,174.3,208.1,137.5,132.9,359.0,213.8,196.1,183.6,268.1,254.5,257.3,244.3,264.1,171.4,278.3,210.5,128.2,242.6,264.9,144.1,91.4,133.7,355.3,176.5,94.2,167.3,180.7,73.3,256.9,249.8,231.4,44.1,108.9,262.9,96.7,213.8,64.4,276.9,156.7,140.3,194.3,201.8,153.2,332.4,0.0,351.1,185.0,89.5,222.1,244.2,222.0
YY,129.7,310.5,304.6,317.0,327.1,352.4,257.0,277.2,309.3,316.3,239.9,285.9,80.5,282.5,204.0,373.2,265.5,121.6,333.0,323.1,317.2,300.8,394.3,338.1,27.1,125.9,285.7,361.0,364.6,264.8,306.1,339.2,426.2,332.1,300.0,197.6,378.0,304.9,381.6,276.3,362.5,309.7,238.4,141.6,297.1,362.5,259.4,293.7,267.3,253.8,70.6,251.6,295.4,248.2,232.3,238.7,242.9,345.3,296.3,370.9,451.9,273.2,341.7,399.7,213.6,1376.6,258.3,97.9,180.8,318.2,310.6,135.2,393.9,351.8,101.1,190.0,342.4,352.3,298.1,175.1,277.8,328.8,281.6,269.1,95.4,295.1,318.0,199.3,86.5,408.3,387.6,290.6,51.4,262.5,313.8,336.0,266.8,325.0,247.9,269.3,115.3,302.1,281.4,325.4,308.7,218.6,364.1,252.9,288.0,251.5,156.3,370.5,320.4,156.0,346.3,0.0,364.9,311.6,344.6,129.6,332.3
ZC,238.0,207.8,169.1,128.1,137.0,207.6,232.6,174.7,148.9,161.0,186.8,214.1,393.4,221.9,221.7,82.6,170.1,390.3,188.0,91.4,215.7,88.0,61.8,151.7,401.8,325.8,148.5,114.8,121.0,240.4,192.1,154.7,281.2,183.9,155.2,228.9,89.8,129.1,16.6,112.3,170.4,133.7,203.0,315.9,128.5,143.3,130.2,174.4,198.0,359.9,440.8,189.8,148.0,172.4,215.3,241.7,244.2,54.7,194.4,135.5,239.2,274.5,195.5,34.7,280.4,1462.3,166.0,303.6,246.8,293.8,116.0,231.6,113.3,99.4,382.5,237.3,110.0,85.7,154.1,278.0,187.4,137.6,167.6,156.1,362.0,152.2,123.4,266.1,288.4,90.6,118.2,136.3,378.8,161.2,147.3,82.9,122.4,212.2,177.1,234.5,254.9,207.7,197.4,156.2,182.0,168.0,167.9,300.4,141.4,228.8,217.8,67.5,68.8,355.9,186.6,374.6,0.0,186.6,133.4,327.9,158.3
ZG,247.4,131.7,281.7,128.6,104.1,125.9,242.0,151.2,109.2,211.9,228.9,264.5,305.7,110.7,230.9,156.9,156.5,275.2,36.9,138.5,56.7,152.2,116.2,193.9,331.3,335.2,138.2,213.0,224.1,249.8,296.3,69.2,130.1,102.6,101.5,234.6,220.7,252.9,190.9,175.4,88.7,114.2,159.0,200.8,192.7,84.4,194.4,134.7,257.1,195.7,321.6,145.8,128.5,193.6,211.2,247.1,230.6,122.4,154.7,267.8,119.9,260.9,99.7,209.0,289.8,1345.7,268.4,245.7,254.3,303.2,180.2,241.0,115.8,151.1,330.1,246.7,193.7,178.8,274.0,184.6,267.6,250.2,270.0,177.3,246.9,216.4,134.1,275.5,297.8,130.2,109.5,165.7,326.4,182.4,111.8,162.8,186.4,83.0,262.8,255.7,261.0,71.8,157.7,268.8,142.3,219.7,42.5,309.8,162.6,189.1,227.2,192.4,148.7,365.3,77.9,322.2,174.2,0.0,228.0,212.8,227.9
ZQ,180.7,199.8,53.6,120.1,152.6,205.0,175.3,149.6,140.9,63.5,89.3,123.7,336.1,275.5,164.2,133.5,145.0,333.0,238.9,83.4,237.8,61.1,112.7,24.1,344.5,268.5,123.4,87.7,75.9,183.1,94.6,146.7,332.1,175.9,147.2,167.9,68.3,32.0,141.9,86.1,192.5,132.5,164.1,258.6,82.7,187.9,107.7,166.1,82.5,302.6,362.6,177.3,133.1,123.6,158.0,184.4,184.7,105.6,186.4,70.4,290.1,196.5,218.3,124.6,223.1,1405.0,68.5,246.3,187.6,236.5,43.4,174.3,155.3,126.7,325.2,180.0,88.7,112.6,56.6,220.7,71.9,24.1,70.1,144.5,304.7,99.3,115.4,208.8,231.1,138.9,162.8,101.4,321.5,137.9,145.3,96.3,97.1,235.0,79.6,156.3,194.3,252.9,189.4,40.7,182.6,110.7,176.1,243.1,120.6,177.2,160.5,128.0,80.7,298.6,208.7,317.3,125.2,218.5,0.0,270.6,80.2
ZR,173.6,230.0,258.2,313.3,281.3,224.2,150.2,230.8,296.0,269.9,192.7,231.7,92.8,154.3,97.2,306.8,219.1,62.3,204.8,321.2,189.0,254.4,266.1,291.7,118.4,160.0,239.3,362.9,320.3,158.0,259.7,262.6,298.0,250.9,294.9,94.3,370.6,258.9,340.8,231.0,234.3,256.5,192.0,11.9,250.7,234.3,213.0,289.3,220.9,125.6,104.4,205.2,249.0,201.8,185.9,192.3,196.5,272.3,287.5,324.5,284.6,226.8,213.5,358.9,247.3,1332.1,211.9,106.5,75.9,211.4,264.2,167.2,265.7,301.0,190.9,83.2,341.5,328.7,251.7,45.4,231.4,282.4,235.2,222.7,34.0,248.7,271.6,201.7,134.6,276.4,259.4,244.2,175.2,216.1,289.0,312.7,220.5,196.8,201.5,222.9,166.2,173.9,259.1,279.0,275.1,172.2,235.9,218.0,236.0,205.1,153.4,369.4,298.6,190.1,218.1,139.7,324.1,193.3,298.2,0.0,278.8
ZT,180.7,193.6,124.4,113.9,146.4,198.8,175.3,126.6,128.4,33.0,111.4,144.7,336.1,269.3,164.2,121.0,122.0,333.0,232.7,77.2,231.6,54.9,106.5,52.8,344.5,268.5,100.4,82.6,93.7,183.1,115.6,143.5,325.9,169.7,141.0,161.6,72.3,74.4,135.7,47.6,186.3,117.6,154.9,258.6,23.9,181.7,72.9,143.1,88.5,296.3,352.0,141.7,112.7,123.6,158.0,178.1,205.7,99.4,167.0,144.5,283.9,217.5,212.1,147.5,216.8,1405.0,89.8,240.0,187.6,236.5,64.7,168.0,143.3,120.5,325.2,180.0,92.7,143.8,249.9,220.7,142.7,94.9,91.1,108.0,304.7,120.3,100.1,208.8,231.1,132.7,156.6,78.4,321.5,113.1,139.1,159.8,64.9,223.2,100.6,177.3,194.3,246.7,176.9,110.2,170.8,110.7,169.9,243.1,97.6,177.2,160.5,132.7,74.5,298.6,202.5,317.3,119.0,206.0,77.8,264.3,0.0
