from_stop,AE,AO,AV,BB,BD,BG,BU,BW,CH,CX,CY,DE,DI,DM,DN,DR,DU,EA,EH,EK,EM,EQ,EV,EZ,FB,FF,FG,FK,FP,FT,GO,GP,GQ,GR,GW,HC,HL,HO,HR,HS,HW,HX,IC,IF,II,IN,IV,JD,JE,JJ,JW,KI,KK,KM,KO,KP,KQ,KR,KS,KW,KX,KZ,LE,LO,LV,MB,ML,MN,MY,NF,NK,NO,OD,OJ,OK,OO,PG,PJ,PK,PP,PU,PV,PW,PY,QA,QD,QR,QS,QZ,RE,RR,SC,SD,SJ,SK,SY,TB,TK,TQ,TV,UB,UD,VH,VP,VV,VW,VX,VZ,WB,WM,WQ,XE,XI,XL,XY,XZ,YB,YZ,ZF,ZN,ZP,ZQ
VZ,329.0,217.9,323.6,76.8,296.2,221.3,179.6,80.1,204.6,236.2,148.4,168.6,240.9,296.9,171.4,91.5,169.1,187.4,149.8,126.8,141.6,197.8,224.6,172.7,128.4,161.5,192.1,212.6,273.5,118.4,201.4,136.9,226.3,328.7,261.0,356.2,339.3,192.8,194.4,152.1,133.4,58.7,35.7,210.6,194.1,193.8,42.1,251.3,162.2,103.3,103.1,137.0,176.4,2371.5,130.3,229.7,144.4,141.4,143.7,253.6,178.3,156.2,139.5,103.3,141.0,256.2,132.6,194.0,91.0,82.2,217.6,232.2,292.4,55.4,144.3,180.8,203.9,210.4,193.9,187.6,86.6,79.8,199.8,113.6,196.3,238.8,292.4,163.3,150.6,91.4,200.5,75.5,143.4,200.3,151.5,153.7,68.7,150.3,176.0,200.5,88.1,278.3,236.4,244.4,156.6,122.5,188.2,0.0,177.2,98.1,64.3,79.8,126.9,48.2,115.5,102.9,226.9,282.5,157.9,121.3,208.1,216.6
WB,301.3,325.0,272.8,218.5,273.0,54.5,289.7,179.8,272.8,280.0,111.2,214.9,336.6,152.9,102.5,227.5,177.3,174.8,27.9,221.2,128.3,228.5,184.8,239.1,73.9,164.1,119.3,309.5,65.1,65.9,73.7,270.9,224.3,219.0,94.9,208.7,288.5,135.4,212.9,167.0,196.0,196.3,200.6,205.8,262.3,166.2,165.5,298.4,184.9,81.5,104.2,180.9,205.7,2258.3,129.3,109.4,89.9,36.3,172.5,119.8,104.8,236.0,68.2,229.7,105.8,247.6,250.3,106.7,146.8,138.0,314.5,104.5,234.8,164.7,71.9,92.8,177.4,258.3,56.0,53.3,186.5,163.9,182.2,111.6,317.9,75.8,248.6,144.1,44.5,165.1,268.7,170.2,88.2,66.0,247.5,78.4,161.8,228.3,174.4,280.4,124.9,225.1,283.5,116.7,80.3,163.7,133.7,187.2,0.0,232.1,120.2,179.0,120.0,157.5,77.8,143.5,119.9,261.3,224.3,102.0,218.2,295.5
WM,280.1,110.8,281.3,30.0,247.3,262.3,72.5,40.5,99.5,192.9,120.5,100.9,130.2,338.5,149.6,16.1,114.4,126.1,192.9,163.9,138.1,154.5,266.2,79.0,171.5,113.7,170.3,169.3,310.6,163.5,244.5,34.2,177.4,288.7,306.1,294.6,297.0,224.9,231.5,189.2,163.9,47.8,72.8,104.9,110.5,139.1,100.6,150.1,107.5,148.4,148.2,94.3,213.5,2285.7,113.0,273.5,187.5,184.5,187.5,296.7,161.0,49.1,184.6,140.4,178.1,207.3,25.5,228.3,136.1,127.3,155.9,275.3,243.5,68.2,167.2,223.9,136.2,167.1,239.0,241.0,48.0,110.3,141.5,128.4,89.2,263.5,226.1,142.7,201.8,69.6,103.8,112.6,191.0,253.7,108.2,201.3,129.1,57.5,213.1,145.3,121.3,229.4,165.0,287.5,177.9,109.9,231.3,91.7,220.3,0.0,100.6,46.8,164.0,76.4,152.5,140.0,264.0,233.6,114.6,164.1,164.8,121.8
WQ,261.5,235.2,256.1,94.1,224.6,156.9,196.9,87.1,207.3,196.4,101.9,152.2,257.8,219.9,124.6,108.8,112.5,125.5,85.4,179.9,75.0,163.0,175.6,176.4,64.4,98.6,127.3,231.7,196.5,54.0,137.0,154.2,158.8,261.2,196.6,280.1,271.8,126.2,239.0,156.1,180.2,76.0,80.3,143.1,196.8,131.9,49.1,232.9,119.4,38.9,38.7,120.1,221.0,2315.8,77.5,154.9,80.0,75.1,190.5,189.2,113.5,170.5,82.8,147.9,95.9,188.7,149.9,129.6,24.5,17.7,236.7,167.8,224.9,44.4,79.9,116.4,150.0,180.5,129.5,123.2,93.6,126.6,145.9,44.4,213.6,145.7,212.6,96.6,84.0,89.7,203.2,120.1,79.0,133.1,158.5,89.3,104.4,162.8,164.5,201.6,68.2,210.8,218.0,180.0,70.4,98.9,123.8,64.7,112.8,129.4,0.0,86.8,113.8,37.2,51.1,147.4,142.8,215.0,161.6,56.9,152.7,217.7
XE,242.5,172.1,249.4,38.7,217.9,206.6,133.8,58.0,145.1,170.9,70.9,145.5,179.2,271.7,93.9,47.8,105.8,127.9,137.1,172.6,91.2,138.3,227.4,113.2,115.8,91.9,114.6,153.1,217.2,135.5,188.8,91.1,152.1,254.5,254.9,276.5,265.1,178.0,240.2,197.9,181.4,56.5,81.5,136.4,134.6,139.6,47.0,191.8,102.7,123.2,78.1,72.8,222.2,2367.6,52.8,206.7,131.8,128.8,191.7,241.0,100.8,98.5,162.9,160.7,147.7,182.0,86.8,181.4,108.9,102.1,158.1,219.6,218.2,76.9,120.3,168.2,186.8,150.9,161.9,185.3,6.7,127.8,139.2,70.5,150.5,207.8,205.9,83.6,146.1,13.9,141.0,121.3,130.8,195.2,92.0,141.1,133.3,75.8,228.9,141.0,136.1,204.1,176.9,231.8,122.2,63.0,175.6,97.6,165.6,66.3,84.2,0.0,169.1,85.1,102.9,148.7,194.6,208.3,98.4,108.4,146.0,152.0
XI,301.1,285.9,292.1,144.8,268.3,172.2,247.6,150.3,246.9,241.8,131.6,191.8,297.4,185.3,158.2,159.5,152.1,165.1,89.4,129.4,129.0,202.6,137.4,216.0,39.7,134.6,178.9,271.3,161.9,111.6,115.8,204.9,198.4,297.2,181.9,306.6,307.8,91.6,197.0,122.5,138.2,126.7,98.8,179.1,236.4,171.5,139.6,272.5,155.4,96.5,78.3,155.0,179.0,2281.2,113.5,120.3,45.4,81.0,152.2,168.0,161.5,210.8,132.7,105.9,17.6,228.3,200.6,108.4,94.3,103.1,276.3,146.6,264.5,132.5,133.9,91.6,189.6,220.1,173.9,113.4,150.7,40.1,181.9,85.7,264.3,127.2,248.6,151.3,111.7,129.3,242.8,46.4,40.8,126.1,221.6,64.5,102.6,202.4,129.9,241.2,83.3,250.4,257.6,158.8,33.2,138.5,89.2,142.6,116.8,166.1,88.0,140.3,0.0,125.3,49.0,19.7,115.3,254.6,201.2,114.5,188.7,257.3
XL,287.7,197.9,289.1,56.8,257.6,189.9,153.2,66.7,191.2,217.0,134.9,185.2,225.3,252.9,157.6,74.2,145.5,158.5,123.5,142.6,110.2,184.4,231.9,159.3,97.4,131.6,160.3,199.2,229.5,88.6,170.0,116.9,191.8,294.2,229.6,313.1,304.8,159.2,201.7,160.4,142.9,38.7,43.0,176.1,180.7,170.2,28.7,237.9,148.8,71.9,71.7,118.9,183.7,2348.8,116.9,187.9,113.0,108.1,153.2,222.2,146.5,144.6,115.8,122.2,148.3,221.7,112.6,158.0,57.6,50.8,204.2,200.8,257.9,7.2,112.9,149.4,183.0,197.0,162.5,156.2,73.2,89.3,181.7,77.4,176.3,178.7,245.6,129.6,119.2,78.0,187.1,82.8,111.7,166.1,138.1,122.3,104.4,121.6,195.7,187.1,97.6,243.8,223.0,213.0,103.9,109.1,156.8,64.1,146.8,87.0,32.9,66.4,130.6,0.0,84.1,110.1,175.8,248.0,145.1,91.0,178.1,198.1
XY,248.4,248.9,243.0,130.0,211.5,155.6,211.1,105.0,194.2,189.1,82.5,139.1,244.7,168.7,105.5,137.0,99.4,112.4,34.1,160.1,79.9,149.9,124.4,163.3,12.8,85.5,131.3,218.6,145.3,58.9,85.8,177.5,145.7,248.1,151.9,269.3,258.7,75.0,151.8,104.9,134.9,111.4,115.7,130.0,183.7,125.7,86.9,219.8,106.3,43.8,25.6,107.0,144.6,2264.6,64.4,103.7,28.8,25.8,112.1,138.0,117.5,157.4,80.0,194.9,44.7,175.6,171.7,78.4,59.9,53.1,223.6,116.6,211.8,79.8,83.9,65.2,136.9,167.4,118.7,83.4,98.0,102.8,132.8,33.0,227.0,105.9,199.5,97.4,56.5,76.6,190.1,109.1,27.8,96.1,168.9,38.1,100.7,134.7,120.4,188.5,64.5,197.7,204.9,128.8,19.2,85.8,72.6,100.1,61.6,152.5,35.3,91.2,58.9,72.6,0.0,82.5,91.6,201.9,148.5,61.8,139.6,204.6
XZ,321.6,266.0,316.2,124.9,288.8,192.7,227.7,139.4,267.4,262.3,155.7,212.3,290.5,205.7,178.7,141.7,172.5,185.6,109.8,109.5,153.1,223.1,161.5,236.5,60.2,158.6,199.4,291.8,182.4,132.1,136.3,185.0,218.9,321.2,202.4,331.6,331.8,112.1,177.1,134.8,118.4,106.8,78.9,203.1,256.9,192.0,160.1,293.0,179.5,117.0,98.8,175.5,159.1,2301.7,137.6,140.7,65.9,101.5,128.7,188.5,185.6,204.3,153.2,86.0,38.1,248.8,180.7,128.9,114.8,123.6,296.8,167.1,285.0,126.5,157.9,115.6,210.1,240.6,194.4,133.9,170.6,20.3,205.9,106.2,244.4,147.7,272.7,171.8,132.2,149.8,263.3,26.5,64.9,146.6,242.1,88.6,126.6,212.7,158.7,261.6,107.3,270.9,278.1,179.3,53.7,158.9,109.7,122.7,137.3,146.2,108.4,164.3,24.0,145.8,73.0,0.0,135.8,275.1,221.7,135.0,212.7,277.8
YB,341.0,348.3,352.2,229.4,310.9,92.1,315.2,200.6,293.6,282.7,174.1,238.5,344.1,105.2,178.8,239.1,198.8,211.8,103.0,128.6,188.5,249.3,101.4,262.7,86.0,184.9,181.5,318.0,81.8,126.8,98.4,276.9,245.1,299.4,149.9,288.1,367.9,111.1,128.8,81.9,111.9,210.8,202.3,229.4,283.1,230.4,186.3,319.2,205.7,143.7,125.0,206.4,121.6,2247.1,192.2,40.2,85.5,118.4,89.1,150.6,167.7,256.8,155.0,163.7,101.4,275.0,271.1,17.7,143.0,149.8,323.0,129.2,315.2,179.2,134.1,26.3,253.7,266.8,136.4,70.0,197.4,159.5,255.4,130.7,326.4,47.1,328.0,202.9,104.3,176.0,289.5,165.8,84.2,60.0,268.3,43.4,152.4,233.8,102.7,287.9,133.6,305.5,304.3,141.4,76.4,185.2,67.6,199.5,128.9,251.9,134.7,190.6,119.3,172.0,99.3,139.2,0.0,301.3,248.5,165.3,231.4,298.9
YZ,46.2,139.6,65.6,269.9,9.5,251.1,187.9,266.8,176.8,95.9,202.1,168.2,141.4,313.4,220.8,252.9,152.5,145.5,255.5,367.8,220.4,121.5,340.6,203.1,229.4,167.2,183.5,121.7,261.7,238.6,302.0,269.6,63.3,77.8,293.7,88.2,81.3,291.2,368.0,321.1,351.1,287.7,312.7,177.3,155.3,157.2,265.1,110.5,159.4,221.9,191.3,188.7,360.8,2251.7,184.0,319.9,245.0,240.1,328.3,279.8,196.7,223.4,265.8,391.9,260.9,37.9,215.6,290.0,258.0,251.2,126.7,258.4,41.5,277.9,229.2,281.4,131.1,113.6,206.4,294.2,237.6,319.0,129.8,185.4,164.8,316.7,19.9,214.8,257.2,216.2,161.7,325.3,243.7,304.1,157.0,254.3,299.5,202.4,341.9,134.7,280.7,27.4,95.6,270.6,235.9,199.1,288.8,298.2,278.8,239.8,233.4,230.8,278.8,270.7,216.1,298.7,307.8,0.0,163.3,238.6,103.6,145.7
ZF,174.4,112.4,168.5,104.1,141.6,214.1,80.5,123.4,63.6,95.2,133.9,9.6,97.7,275.9,156.9,90.2,115.6,77.3,182.2,238.0,153.7,56.8,272.4,14.1,160.8,104.7,122.3,71.6,224.7,168.8,233.8,104.4,71.7,180.0,256.7,176.8,184.7,222.5,305.6,263.9,246.8,121.9,146.9,18.1,53.1,83.7,124.5,110.3,108.7,153.7,123.1,80.2,287.6,2194.4,115.3,251.7,176.8,173.8,257.1,242.8,135.5,56.9,189.9,214.5,252.2,101.6,49.8,225.9,210.2,201.4,76.6,221.4,144.2,142.3,167.5,212.7,44.9,69.4,169.4,231.4,122.1,193.2,40.8,115.5,98.0,253.9,125.0,150.0,193.8,143.7,59.5,186.7,175.8,244.1,10.5,185.6,198.7,65.3,287.2,59.0,201.5,123.7,95.4,233.6,167.2,104.2,220.6,165.8,209.6,82.8,184.1,129.7,238.1,150.5,147.9,214.1,239.6,127.9,0.0,171.4,65.1,75.6
ZN,270.7,267.7,266.7,134.3,237.9,130.9,229.4,153.6,216.5,211.4,43.8,161.4,272.4,218.0,66.8,141.3,121.7,152.0,89.8,240.6,16.9,172.2,193.3,185.6,82.7,112.4,87.5,246.3,141.5,28.0,117.6,186.7,168.0,259.8,170.6,250.5,282.4,143.9,221.7,174.8,203.8,152.1,149.5,152.3,206.0,143.4,120.2,242.1,128.6,30.4,74.0,129.2,214.5,2321.3,45.8,153.0,98.7,95.7,182.0,169.8,73.7,192.4,49.1,217.1,114.6,197.9,182.4,147.3,95.7,86.9,251.3,148.4,223.5,113.6,52.9,134.1,159.7,189.7,103.5,97.2,102.3,171.7,164.5,66.4,246.1,119.7,244.7,41.9,58.0,80.9,212.4,189.3,97.7,109.9,185.2,107.0,155.7,184.0,183.2,210.8,136.4,231.8,227.2,160.6,89.1,108.1,142.5,136.1,91.5,147.9,68.1,95.5,128.8,106.4,68.8,152.3,161.5,224.2,170.8,0.0,161.9,226.9
ZP,130.7,98.0,133.8,159.8,102.3,230.6,77.8,179.1,54.5,74.1,138.8,57.7,106.6,321.6,161.8,139.8,106.0,82.2,192.2,293.7,159.1,10.2,277.3,93.0,166.1,103.9,142.4,80.5,241.2,175.3,238.7,159.5,36.5,146.8,273.2,156.2,149.5,227.9,304.7,257.8,302.5,177.6,202.6,66.8,44.0,88.6,154.6,110.6,99.1,158.6,128.0,110.3,297.5,2217.3,120.7,256.6,181.7,176.8,265.0,259.3,155.6,113.3,202.5,281.8,197.6,66.4,105.5,231.3,194.7,187.9,85.5,237.9,110.5,198.0,188.1,218.1,67.8,58.2,185.9,236.3,154.7,248.9,64.2,120.4,76.4,258.8,90.3,151.5,213.9,139.5,50.4,242.4,180.7,249.0,46.5,191.0,237.8,100.2,266.2,68.4,217.4,88.5,95.7,250.1,172.6,134.3,225.5,207.4,215.5,129.7,191.8,147.9,215.5,206.2,152.8,235.3,244.5,92.7,105.7,175.3,0.0,84.5
ZQ,186.4,34.5,180.9,132.5,147.0,286.5,44.1,146.7,39.4,57.8,224.0,82.0,83.7,348.8,228.5,118.6,130.3,148.6,253.8,266.4,225.8,70.0,364.2,65.7,232.4,164.5,216.7,52.2,297.1,240.4,305.4,127.1,78.2,184.9,329.1,200.7,196.6,294.6,334.0,291.7,275.2,150.3,175.3,91.1,50.4,155.0,178.9,90.9,128.8,225.3,194.7,134.6,316.0,2266.8,187.4,328.7,248.4,245.4,280.4,315.2,229.9,85.3,261.5,242.9,280.6,119.3,78.2,298.0,238.6,229.8,57.2,293.8,148.6,170.7,262.4,290.2,117.3,32.0,241.8,303.0,150.5,216.5,113.7,187.1,27.4,325.5,114.0,219.8,288.2,163.8,43.7,215.1,247.4,315.7,70.8,257.7,227.1,93.7,315.6,16.8,224.8,141.4,76.0,306.0,238.8,164.0,292.2,194.2,281.2,111.2,211.9,153.0,266.5,178.9,224.9,242.5,311.2,133.3,78.4,243.0,80.3,0.0
