from_stop,AB,AE,AF,AH,AM,AN,AO,AP,AW,AX,AZ,CF,CG,CH,CJ,CX,DL,DR,DS,DT,DZ,EF,EJ,EN,EQ,EW,FH,FM,FU,FW,FX,FY,GB,GC,GD,GE,GH,GN,GQ,GS,GW,GX,GY,HD,HG,HH,HJ,HK,HS,HT,IE,IJ,IK,IX,JG,JN,JR,JS,JU,JV,JX,JY,KF,KJ,KK,KN,KO,KS,KT,KZ,LA,LQ,LU,LV,LX,LY,MB,MF,MY,NG,NT,NW,NZ,OB,OG,OK,OP,OY,PI,PN,PQ,PT,PW,PX,QC,QD,QH,QI,QM,QO,RC,RN,RU,RV,SF,SN,SW,SX,SY,SZ,TG,TM,TP,TS,UL,UO,US,UT,UX,VB,VF,VU,VY,WK,WN,WS,WX,XN,YA,YI,YJ,YK,YQ,YS,YZ,ZC,ZH,ZQ
QD,41.0,293.6,155.8,206.0,152.9,151.3,183.4,280.3,72.7,198.4,95.8,218.2,206.9,153.9,72.6,157.7,254.7,184.7,280.2,267.3,171.2,235.3,250.9,163.5,81.1,225.0,127.3,111.6,169.6,65.8,168.5,185.5,45.6,40.4,191.3,219.9,85.7,257.9,167.8,201.5,231.4,2257.4,194.3,187.2,257.4,161.4,200.9,174.6,160.6,96.3,127.7,214.8,259.6,184.5,212.0,264.8,159.0,90.8,128.4,232.8,201.5,207.2,197.9,255.3,167.3,215.6,201.8,136.4,177.3,181.5,85.7,129.6,154.2,99.0,31.5,201.1,149.1,231.1,64.0,154.7,84.2,150.4,271.7,142.2,95.8,92.6,31.5,239.7,200.1,158.6,87.1,306.2,78.9,49.2,50.3,0.0,117.3,274.6,173.1,143.0,148.9,139.6,104.5,302.4,116.1,113.4,121.9,143.3,167.9,76.9,63.4,158.4,172.1,14.4,220.7,110.4,74.3,135.6,176.9,206.7,183.4,239.4,162.1,222.0,242.8,150.4,224.8,161.4,242.1,249.8,58.4,150.8,184.7,233.5,153.9,95.5,56.7,120.3
QH,76.1,334.2,196.0,116.1,79.9,202.3,134.1,325.8,145.0,131.6,146.8,269.2,247.5,80.4,37.6,165.9,295.3,167.3,212.2,150.2,62.4,286.3,299.7,118.3,153.4,168.7,165.7,162.6,224.7,80.0,61.0,116.9,117.9,112.7,229.2,168.5,158.0,298.5,90.9,145.2,282.4,2224.1,104.4,227.8,140.3,156.4,127.9,214.8,201.2,96.9,110.3,270.2,191.6,134.5,252.2,200.0,129.6,105.1,167.8,273.4,90.0,258.2,80.5,298.4,99.3,198.2,239.7,187.4,217.5,148.0,154.8,167.4,136.8,11.8,121.8,241.7,31.7,122.9,154.3,81.4,64.8,190.6,312.3,186.5,78.4,164.9,71.8,131.5,240.3,198.8,19.6,249.9,79.5,67.1,68.5,92.7,0.0,209.8,224.1,195.8,193.2,149.2,122.4,343.0,122.0,185.7,60.1,125.9,117.9,59.5,44.4,209.4,212.7,107.1,147.7,182.7,148.4,188.4,159.5,107.4,238.3,290.4,144.7,204.6,169.8,77.1,280.2,111.4,293.1,176.8,56.0,178.9,151.4,160.5,206.7,45.4,129.0,158.7
QI,228.2,318.2,211.0,72.0,140.4,165.7,93.8,313.1,289.7,92.5,211.8,250.6,264.0,139.4,219.3,117.4,277.3,82.9,55.6,111.1,156.7,267.7,296.8,214.2,304.5,119.0,297.7,183.0,202.0,266.1,126.9,107.1,245.7,263.8,245.2,76.2,311.5,282.5,107.8,96.5,277.3,2110.2,84.8,239.9,110.1,206.6,87.6,219.8,316.5,191.7,153.0,239.7,35.0,124.1,211.5,9.7,134.5,213.0,270.9,260.9,123.1,239.6,131.3,287.7,120.2,112.5,255.7,168.8,220.7,90.6,311.5,172.1,129.4,225.4,308.2,263.1,176.9,39.5,340.7,138.2,207.8,231.9,296.3,318.5,203.7,316.0,216.7,32.5,217.6,239.4,233.1,184.9,202.2,249.5,220.6,276.6,213.5,0.0,187.5,200.2,328.2,158.8,304.8,327.0,177.0,325.6,158.7,138.5,113.6,196.9,186.1,172.8,305.0,263.4,117.5,333.8,290.1,192.8,87.8,167.5,208.3,285.3,121.3,118.9,66.0,141.7,249.7,120.1,274.5,73.0,191.1,229.1,87.9,130.3,211.1,187.1,280.1,290.7
QM,141.4,139.6,99.9,172.8,150.2,23.6,177.9,115.5,156.4,217.0,73.4,80.8,76.4,241.9,176.8,59.4,89.7,96.3,200.9,185.9,266.2,139.7,109.2,289.5,160.1,264.2,129.3,98.8,66.0,193.8,169.2,232.0,113.0,131.1,57.6,186.7,129.4,98.4,162.3,243.9,97.4,2296.5,161.1,96.0,176.0,89.8,160.0,66.4,128.9,203.9,122.2,72.3,186.0,284.9,29.4,176.4,208.8,120.6,100.9,73.3,253.3,86.2,261.5,112.8,224.0,121.5,73.6,56.1,33.1,170.1,129.4,72.2,110.0,221.2,181.2,81.0,265.6,137.0,201.4,204.5,210.2,65.5,112.2,152.8,145.6,172.6,163.2,145.6,35.5,57.3,209.3,315.7,179.3,180.9,145.0,160.8,220.3,186.2,0.0,65.6,146.1,86.0,224.2,148.4,132.7,138.0,211.9,177.3,268.3,154.4,195.1,19.0,122.9,153.3,185.5,181.2,217.4,58.2,88.5,305.5,79.9,105.4,128.9,133.6,217.0,200.2,82.3,256.1,146.5,224.0,177.8,85.2,179.2,192.6,75.1,235.1,147.4,122.3
QO,106.1,159.7,64.6,115.8,107.9,89.4,166.6,145.6,121.7,217.7,43.8,110.9,52.1,210.9,137.8,70.7,120.8,112.5,191.4,195.1,229.5,148.3,139.3,258.3,136.5,249.1,123.0,105.4,96.1,162.2,126.9,232.7,77.7,95.8,33.3,129.7,117.6,124.0,127.0,221.7,122.0,2216.6,104.1,84.2,185.2,60.2,145.6,19.6,121.3,155.9,86.9,102.4,170.8,260.8,72.0,179.2,188.0,85.3,94.6,98.9,248.3,120.1,256.5,150.8,193.0,143.4,43.8,49.4,37.3,140.5,203.1,24.6,64.0,182.2,145.9,67.2,232.3,158.9,171.8,183.7,180.6,53.7,137.8,139.7,124.8,148.0,127.9,167.5,60.1,45.5,170.3,280.4,144.0,145.6,115.4,131.2,172.3,189.0,65.7,0.0,133.0,38.4,188.9,168.5,99.4,131.7,187.0,129.3,238.8,115.4,159.8,79.1,109.8,118.0,165.4,165.8,182.1,7.3,104.7,274.5,110.0,130.0,71.9,149.8,201.8,179.4,112.4,237.7,155.1,208.8,154.8,73.4,143.9,178.2,10.9,187.1,112.1,116.0
RC,128.4,144.6,63.6,226.0,162.3,160.7,170.9,170.9,98.2,215.7,90.1,159.3,57.9,216.5,151.9,190.8,105.7,222.7,251.0,232.6,233.8,202.3,127.6,291.3,74.3,250.1,37.9,91.8,176.4,198.7,156.0,230.3,106.3,124.4,76.7,239.9,83.9,108.9,155.3,219.7,147.1,2244.9,214.3,38.2,222.7,69.2,210.3,90.5,11.6,184.2,115.2,130.7,230.4,247.3,102.5,238.8,184.1,95.9,34.4,83.8,246.3,168.5,254.5,150.8,197.3,266.8,66.2,157.0,111.2,169.0,83.9,134.8,174.2,196.3,172.2,52.1,246.4,205.3,200.4,179.8,217.1,85.7,122.7,6.7,120.9,62.8,154.2,213.9,134.0,93.9,184.4,308.7,176.2,182.1,145.2,153.5,200.6,248.6,137.0,110.1,0.0,144.8,217.5,153.4,96.3,63.9,219.2,130.8,236.8,129.5,186.1,150.4,23.1,140.3,230.1,35.0,210.7,117.5,214.9,278.8,159.7,139.1,182.1,260.4,252.2,175.5,119.4,242.0,209.1,259.2,181.1,47.4,172.2,242.9,99.2,215.4,97.8,45.2
RN,100.2,206.3,94.9,77.3,69.4,72.8,128.1,192.2,150.2,179.2,72.3,139.7,98.7,172.4,99.3,79.2,167.4,74.0,152.9,156.6,191.0,156.8,170.2,242.2,165.0,210.6,169.6,66.9,97.5,142.4,88.4,194.2,106.2,124.3,79.9,91.2,164.2,170.6,142.7,184.7,152.9,2194.1,65.6,123.8,146.7,90.5,107.1,66.1,167.9,117.4,105.3,149.0,132.3,222.3,118.6,140.7,149.5,93.0,141.2,145.5,209.8,128.7,218.0,168.9,154.5,104.9,90.4,57.9,83.9,118.0,144.4,17.4,20.2,143.7,180.2,113.8,193.8,120.4,212.7,145.2,164.5,100.3,184.4,186.3,86.3,176.5,134.2,129.0,106.7,92.1,131.8,296.7,123.6,129.5,92.6,148.6,133.8,150.5,89.1,46.5,179.6,0.0,184.8,215.1,56.1,178.3,161.9,90.8,200.3,76.9,147.6,79.9,156.4,135.4,126.9,194.3,223.0,39.1,66.2,236.0,104.4,160.9,33.4,111.3,163.3,140.9,160.2,199.2,163.6,170.3,150.1,113.0,121.4,139.7,57.4,148.6,140.6,162.6
RU,118.2,372.4,234.6,230.7,160.5,230.1,208.1,346.9,151.5,211.8,174.6,297.0,285.7,186.9,79.7,208.0,333.5,209.4,258.0,230.8,170.4,314.1,329.7,131.4,162.2,249.7,207.8,190.4,248.4,33.0,141.6,197.1,124.4,119.2,270.1,244.6,164.5,336.7,192.5,224.5,310.2,2219.4,219.0,266.0,220.9,240.2,208.5,253.4,239.4,139.0,152.4,293.6,285.7,227.2,290.8,237.2,183.7,147.2,209.9,311.6,211.8,290.5,202.3,334.1,204.6,240.3,280.6,215.2,256.1,206.0,164.5,208.4,173.6,103.4,67.8,279.9,153.5,203.5,56.2,179.4,53.7,229.2,350.5,221.0,120.5,171.4,78.3,212.1,278.9,237.4,91.5,330.9,121.6,51.1,110.6,99.2,121.7,247.0,246.4,221.8,227.7,191.3,0.0,381.2,194.9,192.2,164.6,168.0,210.6,101.6,85.8,237.2,250.9,113.6,228.3,189.2,46.8,214.4,201.6,176.2,261.7,318.2,186.8,246.7,250.4,175.1,304.8,204.1,320.9,257.4,80.8,221.0,209.4,241.1,232.7,80.1,135.5,200.8
RV,284.3,17.0,230.5,294.1,279.2,177.0,294.9,33.1,254.1,339.7,209.7,85.0,140.8,378.6,307.6,207.1,122.4,244.0,288.6,249.6,397.2,114.5,81.3,424.2,257.8,400.9,227.0,215.8,145.2,328.1,298.2,354.7,243.6,261.7,155.3,308.0,221.6,56.7,279.3,380.6,76.1,2356.0,282.4,188.0,239.7,226.1,265.1,158.6,169.1,327.2,239.2,95.2,309.3,427.8,139.6,324.1,339.8,251.6,198.6,82.4,370.3,90.4,378.5,56.3,360.7,229.1,149.1,162.5,130.8,292.8,313.0,202.9,245.9,352.0,311.8,115.7,402.1,290.4,337.7,335.5,346.5,157.7,43.3,187.5,276.6,243.7,293.8,299.0,106.2,149.5,340.1,432.7,322.2,311.5,293.6,309.4,343.6,333.9,153.3,178.2,180.8,216.7,354.8,0.0,224.0,235.7,360.5,254.8,360.8,285.2,325.7,166.7,157.6,296.2,233.1,215.9,348.0,185.6,236.2,442.2,122.8,84.1,250.2,222.7,328.2,331.2,102.1,404.7,107.7,335.2,320.7,177.4,296.2,272.5,167.3,358.4,260.9,220.0
SF,72.6,192.4,33.9,140.0,65.9,75.3,74.5,194.8,109.0,119.3,31.1,137.4,105.7,118.8,71.7,76.9,153.5,113.8,154.6,136.2,137.4,154.5,177.6,193.3,128.3,140.9,117.0,10.8,95.2,114.8,59.6,130.6,65.0,83.1,95.7,153.9,114.2,161.5,58.9,124.8,155.4,2148.5,128.3,62.6,126.3,34.3,113.9,79.0,104.5,88.6,18.8,146.8,134.0,150.9,116.4,138.7,104.9,65.4,128.1,131.6,149.9,130.9,154.4,171.4,97.2,144.7,106.2,60.4,81.7,72.4,98.8,49.0,91.8,116.1,152.6,99.9,159.0,108.9,185.1,108.6,138.0,54.8,170.5,122.9,58.7,135.3,106.6,117.5,104.5,63.0,104.2,208.6,96.0,101.9,65.0,121.0,105.0,152.2,104.4,67.0,116.2,67.4,153.5,201.2,0.0,128.3,134.3,34.4,140.4,49.3,118.8,77.6,93.0,107.8,133.7,151.3,195.4,54.8,106.0,182.4,102.1,158.6,96.1,169.0,155.8,112.1,158.0,145.6,161.3,162.8,122.5,52.0,75.8,146.5,87.7,116.1,99.4,110.0
SN,117.6,203.0,94.7,249.0,193.4,168.3,202.0,229.3,87.4,246.8,121.2,189.8,116.3,230.5,149.2,198.4,164.1,235.3,324.6,263.7,247.8,243.2,186.0,245.9,49.9,271.7,61.8,122.9,181.4,148.2,187.1,261.4,107.2,76.8,130.2,262.9,18.2,167.3,186.4,248.2,200.9,2276.0,237.3,96.6,253.8,100.3,241.4,113.5,70.0,172.9,146.3,181.3,304.0,261.1,150.9,312.4,205.7,117.5,84.5,142.2,277.4,199.0,280.3,209.2,226.6,266.2,124.6,178.6,116.2,200.1,18.2,157.8,197.2,181.4,131.9,110.5,231.5,236.4,164.4,201.4,166.6,89.3,181.1,51.6,142.5,61.4,113.9,245.0,139.0,97.5,169.5,339.8,155.5,131.6,126.9,122.8,199.7,322.2,144.6,133.1,58.3,167.8,186.9,211.8,127.4,0.0,198.5,161.9,244.5,151.1,145.8,158.0,81.5,129.5,261.2,43.9,174.7,140.5,227.5,289.1,188.1,197.5,205.1,272.6,283.3,197.1,177.8,238.0,250.0,290.3,140.8,105.8,203.3,274.0,122.2,177.9,57.5,69.1
SW,69.4,331.2,191.4,104.0,67.8,195.6,80.1,321.2,145.7,76.4,140.1,262.5,244.5,30.6,86.5,177.2,292.3,113.7,158.2,138.1,49.2,274.3,293.0,105.1,178.5,109.8,159.0,155.9,220.3,129.6,48.9,68.6,125.0,143.1,226.9,114.5,171.6,290.2,78.8,89.5,275.7,2168.4,92.3,224.8,128.2,146.7,115.8,210.2,198.2,32.9,121.6,259.1,137.6,62.5,247.6,144.5,73.6,116.4,173.8,270.4,79.5,256.0,90.0,294.3,50.0,148.6,237.4,180.7,212.9,92.3,118.7,174.1,142.8,119.3,149.4,238.7,70.8,110.8,181.9,69.3,101.5,186.0,309.3,179.8,89.7,195.3,121.4,119.4,235.7,194.2,119.0,194.2,43.4,116.7,61.8,117.8,107.4,154.3,206.6,187.3,186.5,155.2,172.0,340.0,117.6,185.7,0.0,83.9,45.9,70.8,81.1,202.7,209.7,104.6,135.6,207.1,192.2,174.6,123.9,94.2,221.9,283.7,105.8,155.0,157.7,65.0,270.3,39.4,286.4,159.4,137.3,174.5,95.7,148.4,198.2,82.1,159.4,152.0
SX,90.6,230.9,72.4,67.6,31.4,109.0,40.0,240.7,172.2,84.8,69.6,175.9,144.2,85.6,107.7,95.5,192.0,96.9,120.1,101.7,102.9,193.0,213.9,160.4,196.5,111.3,180.2,44.4,127.3,138.6,25.1,99.4,103.5,155.8,134.2,76.4,192.8,195.2,24.4,88.8,189.1,2114.0,55.9,101.3,91.8,68.0,79.4,117.5,143.0,54.1,14.4,185.3,99.5,116.4,154.9,107.9,70.4,93.6,156.3,170.1,115.4,164.9,123.6,213.0,66.4,127.8,144.7,94.1,120.2,38.1,192.8,87.3,66.4,82.4,162.7,138.4,124.5,74.4,181.3,74.1,106.0,93.3,209.0,201.0,65.9,208.0,114.9,83.0,143.0,101.5,90.1,177.8,64.6,128.2,83.0,135.8,70.5,117.7,125.3,100.7,154.7,84.0,177.3,239.7,38.4,206.9,101.2,0.0,105.9,92.0,84.3,116.1,131.5,125.8,99.2,225.8,188.3,93.3,89.1,147.9,141.1,197.1,74.3,134.2,121.3,77.6,195.3,111.1,199.8,128.3,89.3,90.5,41.3,112.0,126.2,85.3,172.1,173.2
SY,114.5,376.3,236.5,127.1,112.9,240.7,75.6,378.5,196.1,30.4,185.2,307.6,289.6,47.4,131.6,222.3,337.4,164.1,153.7,183.2,64.7,324.7,340.3,122.2,228.9,57.4,204.1,201.0,259.0,178.4,94.0,17.5,170.1,188.2,272.0,110.0,216.7,340.6,123.9,54.9,320.8,2123.8,137.4,269.9,173.3,197.1,160.9,255.3,243.3,78.0,166.7,304.2,133.1,16.5,292.7,141.5,71.1,161.5,224.2,315.5,33.5,296.6,41.7,336.8,40.8,193.7,282.5,225.8,258.0,89.7,216.7,219.0,184.5,134.8,194.5,283.8,86.3,155.9,227.0,74.8,170.2,231.1,354.4,224.9,134.8,240.4,166.5,148.6,280.8,239.3,142.5,148.2,88.5,161.8,106.9,162.9,122.9,151.3,257.0,232.4,231.6,210.8,217.1,385.1,205.5,230.8,45.0,129.0,0.0,115.9,126.2,247.8,254.8,149.7,180.7,252.2,237.3,225.0,169.0,77.9,272.8,328.8,176.4,200.1,164.1,78.3,314.2,6.5,331.5,143.4,131.2,219.6,92.9,193.5,243.3,149.5,204.5,197.1
SZ,23.2,274.6,136.4,129.0,121.1,144.2,106.4,278.4,104.8,139.5,88.7,211.1,187.9,121.6,22.3,106.3,235.7,107.7,204.6,190.3,138.9,228.2,257.6,166.8,138.8,148.0,112.8,104.5,162.5,69.1,91.5,153.2,78.8,98.1,169.6,142.9,125.4,238.9,90.8,124.5,224.3,2180.4,117.3,168.2,180.4,96.8,142.2,155.2,141.6,64.0,50.7,210.6,184.0,152.2,192.6,187.8,82.0,45.5,108.2,213.8,169.2,200.1,165.6,240.3,102.9,138.6,180.1,129.3,157.9,104.5,125.4,108.1,77.2,66.7,103.2,182.1,116.8,154.1,135.7,77.7,87.5,131.0,252.7,133.6,18.8,150.3,57.2,162.7,180.7,139.2,54.8,229.2,46.6,52.5,15.6,71.6,85.0,197.6,160.5,136.2,140.3,94.8,107.8,283.4,109.0,139.5,89.6,66.3,135.6,0.0,84.7,151.3,153.1,58.4,162.0,168.1,146.0,128.8,99.9,183.9,179.2,232.3,85.1,145.0,215.0,73.4,220.6,129.1,235.0,222.0,79.7,119.3,107.7,174.8,147.1,113.3,114.4,105.8
TG,88.4,324.6,186.8,125.6,89.4,182.3,116.0,311.3,103.7,152.7,126.8,249.2,237.9,101.6,49.9,188.7,285.7,179.6,186.9,159.7,89.9,266.3,281.9,83.3,112.1,161.2,172.4,142.6,200.6,60.4,70.5,133.2,76.6,71.4,222.3,139.5,116.7,288.9,100.4,137.7,262.4,2190.0,113.9,218.2,149.8,192.4,137.4,205.6,191.6,109.2,122.6,245.8,178.4,132.2,243.0,166.1,95.2,117.4,159.4,263.8,117.5,238.2,108.0,278.4,115.0,210.5,232.8,167.4,208.3,114.1,116.7,160.6,149.1,73.6,80.5,232.1,59.2,132.4,113.0,90.9,52.7,181.4,302.7,173.2,90.7,123.6,30.5,141.0,231.1,189.6,61.7,242.4,91.8,43.8,80.8,51.4,91.9,175.9,204.1,174.0,179.9,166.7,99.1,333.4,147.1,144.4,69.6,138.2,115.6,71.8,0.0,189.4,203.1,65.8,157.2,141.4,123.3,166.6,171.8,126.5,214.4,270.4,157.0,216.9,179.3,86.6,255.8,109.1,273.1,186.3,5.0,181.8,117.3,170.0,184.9,32.0,87.7,165.4
TM,122.3,148.8,80.8,153.7,136.8,10.2,158.8,142.4,137.9,203.6,60.0,95.5,91.1,229.8,157.7,40.3,104.4,77.2,187.5,172.5,247.1,148.9,126.1,276.1,152.7,255.7,144.0,79.7,87.1,178.4,155.8,218.2,93.9,112.0,72.3,167.6,138.6,113.1,143.2,232.2,106.6,2277.4,142.0,105.2,162.6,76.4,146.6,71.8,143.6,184.8,103.1,87.0,166.9,265.8,38.6,157.3,189.7,101.5,115.6,88.0,234.2,104.7,242.4,135.4,210.6,108.1,82.8,37.0,47.8,156.9,138.6,58.8,101.9,202.1,162.1,90.2,252.2,123.6,188.0,185.4,196.8,74.7,126.9,162.0,126.5,164.2,144.1,132.2,44.7,66.5,190.2,296.6,160.2,161.8,131.6,147.4,201.2,167.1,9.2,52.2,155.3,68.8,205.1,157.6,119.3,152.7,203.2,158.2,249.2,135.3,176.0,0.0,132.1,134.2,166.4,182.0,198.3,44.8,69.4,292.1,93.8,114.6,109.8,114.5,197.9,181.1,97.0,242.7,155.7,204.9,171.0,94.4,160.1,179.2,63.1,216.0,128.3,137.0
TP,129.2,121.4,40.4,202.8,139.1,137.5,147.7,147.7,124.9,192.5,66.9,136.1,34.7,193.3,144.9,167.6,82.5,199.5,227.8,209.4,210.6,179.1,104.4,268.1,97.5,219.0,61.1,68.6,153.2,191.7,132.8,207.1,100.8,118.9,53.5,216.7,92.4,85.7,132.1,196.5,123.9,2221.7,191.1,15.0,199.5,46.0,187.1,67.3,11.4,161.8,92.0,107.5,207.2,224.1,79.3,215.6,178.1,122.4,69.4,60.6,223.1,145.3,231.3,136.6,174.1,243.6,43.0,136.4,88.0,145.8,92.4,111.6,151.0,189.3,169.0,28.9,232.2,182.1,194.9,181.8,210.1,84.4,99.5,29.8,131.9,86.0,151.0,190.7,110.8,76.2,177.4,285.5,169.2,175.1,138.2,154.3,178.2,225.4,113.8,86.9,23.1,121.6,212.0,130.2,73.1,87.1,208.9,107.6,213.6,122.5,192.0,127.2,0.0,141.1,206.9,58.2,205.2,94.3,191.7,255.6,136.5,115.9,158.9,237.2,229.0,185.3,96.2,218.8,185.9,236.0,177.9,24.2,149.0,219.7,76.0,193.0,131.7,68.4
TS,26.6,285.1,145.3,191.6,183.7,149.5,169.0,287.3,85.9,184.0,94.0,216.4,198.4,139.5,58.2,155.9,246.2,170.3,265.8,252.9,156.8,233.5,249.1,176.7,94.3,210.6,112.9,109.8,167.8,79.0,154.1,171.1,58.8,53.6,180.8,205.5,98.9,249.4,153.4,187.1,229.6,2243.0,179.9,178.7,243.0,150.9,193.3,164.1,152.1,81.9,113.3,213.0,245.2,170.1,201.5,250.4,144.6,89.0,135.1,224.3,187.1,205.4,192.9,253.5,152.9,201.2,191.3,134.6,166.8,167.1,98.9,127.8,139.8,102.6,44.7,192.6,152.7,216.7,77.2,140.3,97.4,139.9,263.2,133.7,81.4,105.8,44.7,225.3,189.6,148.1,90.7,291.8,64.5,62.4,35.9,13.1,120.9,260.2,171.3,141.2,140.4,137.8,117.7,293.9,114.3,126.6,107.5,128.9,153.5,62.5,76.6,156.6,163.6,0.0,213.1,123.6,87.5,133.8,162.5,201.8,181.6,237.6,147.7,207.6,276.2,136.0,223.0,147.0,240.3,283.2,71.6,187.9,170.3,225.9,152.1,108.7,69.9,105.9
UL,165.1,219.2,174.5,149.1,80.6,156.4,170.9,204.8,246.7,186.7,193.0,185.0,219.4,216.5,182.2,108.1,250.8,73.6,84.1,79.8,233.8,159.8,215.6,291.3,271.0,213.2,254.7,146.5,157.6,213.1,99.6,201.3,235.5,230.3,200.6,152.0,267.3,201.3,185.5,190.7,196.1,2233.7,161.9,203.4,86.2,170.1,125.3,186.8,264.2,128.6,116.5,158.5,104.8,218.3,202.2,149.4,201.3,168.1,230.8,210.8,217.3,168.9,225.5,171.9,197.3,95.3,211.1,159.5,204.6,184.8,267.3,139.1,96.4,156.9,237.2,234.5,164.1,134.6,255.8,205.0,180.5,195.4,215.1,275.5,140.4,282.5,189.4,127.6,187.5,203.6,164.6,282.8,139.1,202.7,157.5,210.3,145.0,139.6,178.2,167.2,282.2,125.8,251.8,222.3,140.5,281.4,232.1,102.0,207.8,166.5,158.8,163.5,275.7,200.3,0.0,300.3,262.8,159.8,78.5,261.7,127.1,204.1,88.3,88.9,122.0,208.5,168.5,214.3,166.6,115.0,163.8,192.6,182.1,12.7,178.1,159.8,246.6,247.7
UO,132.4,183.1,102.1,264.5,200.8,199.2,209.4,209.4,102.2,254.2,128.6,197.8,96.4,245.3,164.0,229.3,144.2,261.2,289.5,271.1,262.6,240.8,166.1,251.1,39.2,288.6,41.9,130.3,214.2,153.4,194.5,268.8,122.0,82.0,115.2,278.4,51.2,147.4,193.8,258.2,185.6,2283.4,252.8,76.7,261.2,107.7,248.8,129.0,50.1,187.7,153.7,169.2,268.9,275.9,141.0,277.3,222.6,134.4,72.9,122.3,284.8,207.0,293.0,189.3,235.8,305.3,104.7,195.5,149.0,207.5,51.2,173.3,212.7,186.6,137.1,90.6,236.7,243.8,166.9,218.3,171.8,122.1,161.2,31.7,159.4,27.7,119.1,252.4,171.8,130.3,174.7,347.2,170.3,136.8,141.7,128.0,204.9,287.1,169.8,148.6,38.4,183.3,184.0,191.9,134.8,32.9,213.3,169.3,259.3,168.0,151.0,188.9,61.6,144.3,268.6,0.0,177.2,156.0,253.4,307.6,198.2,177.6,220.6,298.9,290.7,214.0,157.9,252.8,247.6,297.7,146.0,85.9,210.7,281.4,137.7,183.1,62.7,49.2
US,117.1,351.2,227.4,225.2,189.0,209.2,248.6,338.2,146.3,240.3,153.7,276.1,253.1,209.0,128.9,215.6,328.3,252.5,286.5,259.3,192.5,293.2,308.8,173.1,154.7,267.3,203.4,169.5,227.5,79.5,170.1,225.9,103.5,114.0,234.3,239.1,157.3,315.5,233.0,275.4,289.3,2227.2,213.5,260.8,249.4,186.2,237.0,220.5,234.2,172.4,192.9,272.7,278.0,244.4,255.0,265.7,232.9,148.7,186.3,306.4,236.6,265.1,227.1,305.3,227.9,283.4,244.8,194.3,248.9,246.7,157.3,187.5,226.9,152.6,43.8,274.7,202.7,232.0,9.3,228.6,100.2,222.0,329.3,215.8,169.7,166.2,85.1,240.6,271.7,230.2,140.7,348.5,155.0,102.8,126.4,76.0,170.9,275.5,225.5,200.9,222.5,197.5,67.9,355.7,174.0,185.0,198.0,208.5,244.0,150.8,117.0,216.3,245.7,90.4,256.8,184.0,0.0,193.5,244.7,198.3,241.3,297.3,234.8,302.9,278.9,224.3,282.7,237.5,300.0,285.9,112.0,208.7,249.9,269.6,211.8,126.6,130.3,196.4
UT,98.7,167.1,57.2,108.4,100.5,56.9,159.2,153.0,114.3,210.3,36.4,118.3,59.5,203.5,130.4,63.3,128.2,105.1,184.0,187.7,222.1,140.9,146.7,250.9,129.1,241.7,122.3,98.0,103.5,151.1,119.5,225.3,70.3,88.4,40.7,122.3,125.0,131.4,119.6,214.3,129.4,2209.2,96.7,85.9,177.8,52.8,138.2,27.0,128.7,148.5,79.5,109.8,163.4,253.4,79.4,171.8,180.6,77.9,95.5,106.3,240.9,123.7,249.1,150.3,185.6,136.0,51.2,42.0,44.7,133.3,195.7,17.2,51.3,174.8,138.5,74.6,224.9,151.5,164.4,176.3,173.2,61.1,145.2,143.1,117.4,140.6,120.5,160.1,67.5,52.9,162.9,273.0,136.6,138.2,108.0,123.8,164.9,181.6,67.4,7.3,140.4,31.0,181.5,175.9,87.2,139.1,174.9,121.9,231.4,108.0,152.4,86.5,117.2,110.6,158.0,158.4,174.7,0.0,97.3,267.1,117.4,137.4,64.5,142.4,194.4,172.0,119.8,230.3,147.7,201.4,140.8,75.3,136.5,170.8,18.2,179.7,104.7,115.3
UX,132.3,230.3,127.0,114.4,67.3,77.8,136.2,213.0,201.8,190.2,123.9,162.7,176.1,180.5,131.4,29.5,189.4,7.7,118.0,131.5,199.1,179.8,208.9,196.2,216.6,225.7,209.8,99.0,120.5,178.2,86.3,205.2,157.8,175.9,157.3,117.3,223.6,194.6,103.6,194.2,189.4,2207.9,81.5,155.9,121.6,122.6,77.1,134.2,228.6,115.3,103.2,151.8,97.4,230.4,123.6,87.8,166.6,125.1,183.0,173.0,220.8,156.2,229.0,199.8,162.6,38.6,167.8,80.9,132.8,117.1,136.9,86.2,81.8,143.6,223.9,175.2,150.8,54.1,242.5,170.3,165.9,159.7,208.4,230.6,127.1,228.1,176.1,62.7,129.7,151.5,151.3,282.6,125.8,161.6,124.7,180.7,131.7,97.6,99.6,114.6,240.3,68.0,216.9,239.1,88.2,237.7,132.4,88.7,211.3,109.0,145.5,84.9,217.1,167.5,96.9,245.9,249.5,107.2,0.0,244.1,119.9,197.4,75.0,45.0,128.4,124.6,161.8,207.3,186.6,135.4,157.1,145.1,120.5,109.7,125.5,146.5,192.2,202.8
