from_stop,AC,AI,AL,AR,AU,AW,BD,BI,BJ,BZ,CD,CH,CO,CV,DG,DI,DJ,DK,DL,DN,DP,DT,DZ,EF,EG,EH,EI,ET,EV,EW,EX,FB,FF,FG,FI,FJ,FO,FZ,GB,GT,GU,HG,HO,HU,HZ,IN,IO,IP,JF,JI,JJ,JK,JQ,JS,KG,KK,KL,KM,KU,KV,LM,LO,LS,LV,MH,MJ,MK,MP,MW,NC,NG,NP,NX,OE,OQ,OR,OX,PH,PJ,PN,PO,PR,QG,QK,QO,QZ,RU,RX,SJ,SQ,SW,TD,TI,UB,UH,UU,UX,VF,VG,VH,VT,VX,WA,WI,WW,XB,XD,XN,XW,XZ,YB,YH,YI,YJ,YN,YO,YT,YZ,ZE,ZO,ZU,ZY
XN,243.5,121.8,268.5,380.6,137.2,166.7,259.6,363.1,118.3,204.3,276.1,350.4,120.5,231.0,148.9,195.3,340.7,171.1,334.9,234.8,218.1,121.5,347.1,91.1,190.3,162.8,334.7,298.3,328.8,285.8,92.9,343.1,144.6,241.0,159.5,211.2,146.1,201.6,410.3,212.6,242.7,1785.0,462.6,189.1,315.1,123.2,201.6,416.2,259.0,113.1,246.7,205.5,129.8,115.1,86.4,288.8,329.9,226.4,260.3,154.3,185.2,279.1,206.9,183.0,237.7,265.4,190.2,324.4,231.0,189.1,376.5,65.1,326.9,73.2,261.6,100.9,175.1,395.2,370.0,143.0,325.8,145.2,310.5,346.4,338.6,146.7,162.9,400.4,42.1,271.3,282.7,292.0,121.3,133.4,247.9,177.1,51.7,79.9,308.0,229.5,278.0,273.1,215.8,219.6,105.7,110.7,126.5,0.0,244.2,320.3,197.5,169.6,363.4,165.1,289.0,198.6,190.5,175.0,196.1,240.7,134.9,133.3
XW,285.3,367.0,513.7,625.8,239.4,217.2,504.8,107.3,206.8,449.5,135.3,181.7,167.6,479.5,397.0,440.5,585.9,106.1,170.1,478.2,268.6,214.0,151.2,336.3,435.5,295.2,234.3,76.7,574.0,88.7,181.4,98.6,232.0,39.6,404.7,40.2,224.7,113.1,650.1,160.9,74.1,1873.5,707.8,434.3,560.3,385.9,48.3,661.4,58.7,358.3,193.7,256.0,185.0,377.8,289.4,72.6,160.9,36.7,182.9,129.6,173.6,95.2,283.5,145.5,161.4,301.5,123.9,569.6,85.3,71.4,621.7,314.8,71.1,322.9,199.2,381.0,123.4,640.4,615.2,405.7,84.0,170.3,555.7,138.1,583.8,182.6,95.5,202.9,287.3,55.1,167.6,537.2,209.9,378.6,281.8,82.5,296.9,282.9,102.5,98.9,523.2,172.9,99.6,34.5,308.7,199.2,335.9,245.1,0.0,602.9,63.8,240.1,563.8,93.4,532.4,55.5,241.0,210.7,80.5,485.9,108.9,396.0
XZ,498.4,212.6,98.8,95.9,441.1,442.3,138.9,665.6,482.2,116.7,641.8,721.2,486.2,195.5,182.7,155.1,97.5,503.4,705.7,154.5,512.1,397.1,709.5,279.1,173.0,491.1,689.2,664.0,126.7,651.5,421.2,656.9,433.7,606.7,180.7,553.3,474.4,567.3,180.7,578.3,608.4,1898.3,146.5,161.3,111.5,247.7,543.7,77.7,617.0,222.1,612.4,525.3,458.1,264.6,405.8,630.9,746.0,577.0,626.0,520.0,550.9,644.8,453.9,548.7,603.4,514.6,555.9,81.2,596.7,554.8,72.6,335.1,629.4,285.4,627.3,242.8,540.8,125.2,79.8,238.0,642.3,510.9,62.2,712.1,95.4,429.4,528.6,742.4,289.9,613.4,648.4,79.1,477.2,197.9,494.9,542.8,279.3,408.2,676.5,595.2,88.3,638.8,581.5,585.3,380.6,439.0,276.0,328.2,609.9,0.0,563.2,415.2,51.5,530.8,101.1,564.3,466.1,401.2,561.8,190.1,500.6,247.7
YB,232.5,314.2,466.2,573.0,186.6,164.4,452.0,163.6,154.0,396.7,190.6,238.0,114.8,424.2,341.3,387.7,533.1,120.4,226.4,427.2,215.8,161.2,207.5,283.5,382.7,242.4,290.6,133.0,521.2,145.0,128.6,143.6,179.2,43.4,351.9,96.5,189.1,169.4,602.7,152.3,130.4,1820.7,655.0,381.5,507.5,315.6,104.6,608.6,115.0,305.5,250.0,203.2,149.4,299.7,253.6,128.9,224.7,90.8,239.2,94.6,124.9,151.5,230.7,122.7,217.7,248.7,180.2,516.8,141.6,7.6,568.9,262.0,127.4,270.1,255.5,293.3,114.8,587.6,562.4,335.4,140.3,117.5,502.9,194.4,531.0,129.8,31.6,259.2,234.5,111.4,223.9,484.4,157.0,325.8,229.0,18.6,244.1,247.1,156.0,120.7,470.4,224.2,155.9,71.9,272.9,146.4,283.1,192.3,56.2,553.2,0.0,201.0,555.8,27.1,481.4,92.9,188.2,157.9,102.3,433.1,74.6,325.7
YH,68.4,293.8,382.7,529.1,89.9,111.9,428.8,377.6,184.7,376.3,294.9,408.0,137.8,403.0,320.9,367.3,451.1,185.6,423.5,361.8,121.1,99.7,364.4,263.1,362.3,323.3,352.0,315.6,408.1,300.3,206.1,360.4,82.5,258.3,328.7,225.7,266.7,218.9,489.9,229.9,257.2,1783.7,579.7,361.1,443.5,295.2,216.1,490.5,276.3,282.3,264.0,134.3,227.0,234.3,207.7,458.9,347.2,243.7,277.6,172.2,202.5,293.6,43.3,200.3,255.0,63.8,207.5,434.8,248.3,206.4,505.8,193.8,344.2,204.7,276.1,270.1,192.4,552.2,492.6,315.0,343.1,162.5,449.2,363.7,449.0,81.0,177.4,386.8,211.3,288.6,297.2,430.7,179.9,305.4,41.6,194.4,225.2,201.2,325.3,246.8,426.0,298.7,233.1,236.9,227.0,175.5,217.7,169.1,261.5,412.7,212.0,0.0,461.3,182.4,362.1,213.1,143.5,50.0,213.4,397.4,152.2,305.3
YI,556.0,208.2,133.5,136.5,488.3,473.6,138.1,696.9,452.3,112.3,611.6,688.0,454.5,142.9,184.7,150.7,153.8,505.1,668.9,149.2,525.0,423.3,681.1,247.6,168.6,513.3,755.3,632.3,106.4,619.8,426.9,676.9,480.9,578.6,176.3,584.6,480.1,535.6,217.7,546.6,580.3,1964.4,173.7,156.9,88.7,253.0,578.6,112.8,593.0,217.7,580.7,512.4,463.8,295.9,420.4,83.1,663.9,599.8,594.3,488.9,522.8,613.1,488.2,517.0,571.7,551.4,524.2,155.2,565.0,523.1,113.2,323.7,660.7,316.7,595.6,257.0,509.1,162.2,116.8,232.7,659.8,479.2,7.4,680.4,176.9,476.6,496.9,734.4,299.2,644.7,616.7,24.4,455.3,193.5,529.2,511.1,284.6,417.5,642.0,563.5,83.9,615.4,549.8,553.6,408.5,444.7,307.3,337.5,578.2,66.0,531.5,504.5,0.0,501.9,95.8,536.2,497.4,448.4,530.1,184.8,468.9,242.4
YJ,188.3,284.6,436.6,545.9,157.0,134.8,424.9,193.2,124.4,367.1,223.0,267.6,85.2,397.1,314.2,358.1,506.0,150.0,258.8,397.6,186.2,135.5,239.9,253.9,353.1,225.7,323.0,165.4,491.6,177.4,99.0,176.0,152.1,73.0,322.3,128.9,159.5,111.7,573.1,122.7,160.0,1791.1,625.4,351.9,480.4,286.0,137.0,579.0,147.4,275.9,156.8,173.6,119.8,270.1,224.0,569.8,257.1,116.3,170.4,65.0,97.8,181.1,201.1,93.1,147.8,221.6,100.3,489.7,174.0,24.0,539.3,232.4,159.8,240.5,285.1,263.7,85.2,560.5,532.8,305.8,172.7,87.9,473.3,226.8,501.4,100.2,2.0,291.6,204.9,143.8,256.3,454.8,129.9,296.2,199.4,11.9,216.0,217.5,188.4,153.1,440.8,255.0,188.3,104.3,243.3,116.8,256.0,162.7,88.6,523.6,32.3,171.4,526.2,0.0,451.8,122.5,157.0,128.3,112.4,403.5,45.0,296.1
YN,436.8,186.5,45.5,221.1,392.4,391.3,148.6,614.6,395.6,168.7,593.1,693.8,437.5,94.3,168.1,127.5,145.0,454.7,678.3,53.3,484.7,346.1,658.5,228.1,206.6,440.1,661.8,615.3,117.6,602.8,370.2,605.9,385.0,558.0,129.4,502.3,423.4,518.6,214.1,529.6,563.3,1870.9,260.1,121.3,132.6,157.1,492.7,202.9,566.0,196.0,563.7,430.1,407.1,213.6,354.8,579.9,654.4,526.0,577.3,471.3,502.2,596.1,392.3,500.0,554.7,453.0,507.2,128.7,548.0,506.1,197.8,241.4,578.4,234.4,578.6,162.6,492.1,199.5,205.0,136.8,591.3,462.2,96.8,663.4,142.9,380.7,479.9,715.0,238.9,562.4,599.7,78.3,398.7,171.8,433.3,494.1,228.3,357.2,627.8,546.5,80.9,590.1,532.8,536.6,329.6,388.0,225.0,277.2,561.2,113.5,514.5,366.5,104.9,482.1,0.0,515.6,415.1,352.5,513.1,88.9,451.9,146.5
YO,229.7,311.4,458.1,570.2,183.8,161.6,449.2,152.9,151.2,393.9,179.9,227.3,112.0,420.6,338.5,384.9,530.3,27.4,215.7,424.4,213.0,162.3,196.8,280.7,379.9,239.6,279.9,122.3,518.4,134.3,125.8,132.9,176.4,86.3,349.1,85.8,169.1,158.7,599.9,125.2,116.4,1817.9,652.2,378.7,504.7,312.8,93.9,605.8,104.3,302.7,239.3,200.4,129.4,296.9,233.8,596.6,214.0,73.2,228.5,74.0,97.8,140.8,227.9,95.6,207.0,248.4,169.5,514.0,130.9,106.0,566.1,259.2,116.7,267.3,244.8,290.5,87.7,584.8,559.6,332.6,129.6,114.7,500.1,183.7,528.2,127.0,79.8,248.5,231.7,100.7,213.2,481.6,154.2,323.0,226.2,94.0,241.3,227.3,145.3,145.6,467.6,211.9,145.2,20.9,253.1,143.6,280.3,189.5,45.5,550.4,110.5,184.5,553.0,82.0,478.6,0.0,185.4,155.1,127.2,430.3,53.3,322.9
YT,67.2,328.4,480.4,578.4,118.6,23.7,466.2,375.5,83.8,410.9,288.5,378.1,132.9,390.5,355.5,401.9,547.3,183.5,347.3,366.1,27.5,72.9,359.5,297.7,396.9,308.3,383.9,310.7,478.3,298.2,126.3,355.5,126.0,253.4,366.1,223.6,261.8,214.0,532.5,225.0,258.7,1741.5,669.2,395.7,521.7,273.8,214.0,560.2,271.4,319.7,259.1,14.9,222.1,211.4,242.3,301.2,342.3,238.8,272.7,166.7,197.6,291.5,111.5,195.4,250.1,76.4,202.6,531.0,243.4,201.5,555.1,173.7,339.3,181.8,274.0,251.5,187.5,594.8,562.3,293.6,338.2,157.6,496.8,358.8,545.2,76.1,175.3,356.9,248.7,283.7,295.1,478.3,79.0,340.0,80.2,189.5,258.3,235.8,320.4,241.9,484.2,291.8,228.2,232.0,261.6,95.7,194.8,206.5,256.6,482.4,209.9,130.7,504.9,177.5,420.3,211.0,0.0,87.6,208.5,385.1,147.3,283.9
YZ,97.8,240.9,392.9,491.2,39.8,66.1,378.7,327.5,100.7,323.4,240.5,314.8,84.9,353.4,268.0,314.4,459.8,135.5,299.3,353.9,150.5,42.9,311.5,210.2,309.4,273.2,299.1,262.7,390.6,250.2,75.3,307.5,32.4,205.4,278.6,175.6,213.8,166.0,452.0,177.0,210.7,1766.2,581.7,308.2,434.2,242.3,166.0,473.0,223.4,232.2,211.1,104.9,174.1,181.4,154.8,441.4,301.8,197.1,224.7,118.7,149.6,243.5,72.7,147.4,202.1,90.7,154.6,443.5,195.4,153.5,467.9,143.7,291.3,151.8,226.0,220.0,139.5,514.3,475.1,262.1,290.2,109.6,429.6,310.8,457.7,28.1,127.3,336.0,161.2,235.7,247.1,411.1,103.7,252.5,71.0,141.5,170.8,148.3,272.4,193.9,397.1,245.8,180.2,184.0,174.1,93.1,164.8,119.0,208.6,395.2,161.9,56.0,482.5,129.5,344.6,163.0,89.9,0.0,160.5,359.8,99.3,252.4
ZE,235.2,316.9,463.6,575.7,189.3,167.1,454.7,177.6,156.7,399.4,205.6,252.0,117.5,429.4,346.9,390.4,535.8,106.3,240.4,429.9,218.5,163.9,221.5,286.2,385.4,264.5,304.6,147.0,523.9,159.0,131.3,168.9,181.9,75.4,354.6,110.5,218.0,183.4,605.4,181.2,144.4,1823.4,657.7,384.2,510.2,318.3,118.6,611.3,129.0,308.2,264.0,205.9,178.3,302.4,256.3,142.9,231.2,107.0,253.2,122.9,153.8,165.5,233.4,151.6,231.7,251.4,194.2,519.5,155.6,87.2,571.6,264.7,141.4,272.8,269.5,313.4,143.7,590.3,565.1,338.1,154.3,120.2,505.6,208.4,533.7,132.5,111.3,273.2,237.2,125.4,237.9,487.1,159.8,328.5,231.7,98.3,246.8,249.8,172.8,98.4,473.1,243.2,169.9,85.9,275.6,149.1,285.8,195.0,70.2,555.9,79.6,190.0,513.7,109.2,484.1,106.9,190.9,160.6,0.0,435.8,103.5,328.4
ZO,441.9,145.7,103.5,215.6,321.6,351.1,59.6,574.4,355.4,55.4,513.2,587.5,357.6,5.3,127.3,86.7,175.7,374.8,572.0,47.0,402.5,305.9,618.3,187.9,111.7,399.9,571.8,535.4,160.8,522.9,330.0,565.7,329.0,478.1,88.6,462.1,383.2,438.7,245.3,449.7,483.4,1972.2,264.8,80.5,147.1,116.3,452.5,255.1,525.8,155.2,483.8,389.9,366.9,173.4,314.6,539.7,574.5,485.8,497.4,391.4,422.3,516.2,397.4,420.1,474.8,458.1,427.3,159.4,468.1,426.2,211.5,201.2,538.2,194.2,498.7,121.8,412.2,230.2,205.0,96.0,551.1,382.3,145.5,583.5,173.6,331.1,400.0,637.5,198.7,522.2,519.8,127.0,358.5,131.0,438.4,414.2,188.1,317.0,547.9,466.6,113.0,510.2,452.9,456.7,289.4,347.8,184.8,237.0,481.3,155.3,434.6,362.5,153.6,402.2,101.2,435.7,374.9,348.5,433.2,0.0,372.0,105.7
ZU,176.3,258.0,404.7,516.8,130.4,108.2,395.8,224.7,97.8,340.5,141.1,215.4,58.6,370.5,288.0,331.5,476.9,2.8,199.9,371.0,159.6,105.0,212.1,227.3,326.5,185.7,199.7,163.3,465.0,150.8,72.4,216.0,123.0,104.5,295.7,76.2,114.4,66.6,546.5,77.6,107.7,1764.5,598.8,325.3,451.3,259.4,66.6,552.4,124.0,249.3,111.7,147.0,74.7,243.5,179.1,190.0,202.4,99.9,125.3,19.3,50.2,144.1,174.5,48.0,102.7,192.5,55.2,460.6,96.0,52.6,512.7,205.8,188.5,213.9,126.6,254.5,40.1,531.4,506.2,279.2,190.8,61.3,446.7,211.4,474.8,73.6,26.4,236.6,178.3,172.5,147.7,428.2,100.9,269.6,172.8,40.6,187.9,172.6,175.8,147.6,414.2,138.1,80.8,84.6,198.4,90.2,226.9,136.1,117.3,497.0,61.0,131.1,454.8,28.6,425.2,63.6,132.0,101.7,85.8,376.9,0.0,269.5
ZY,323.9,114.6,164.8,295.7,217.6,247.1,162.9,470.4,251.4,119.4,409.2,483.5,253.6,108.6,118.8,78.2,255.8,270.8,468.0,82.1,298.5,201.9,514.3,83.9,157.3,295.9,467.8,431.4,200.3,418.9,226.0,461.7,225.0,374.1,80.1,358.1,279.2,334.7,325.4,345.7,379.4,1918.1,384.6,72.0,211.7,10.5,348.5,319.7,421.8,105.9,379.8,285.9,262.9,69.4,210.6,435.7,470.5,381.8,393.4,287.4,318.3,412.2,334.9,316.1,370.8,345.8,323.3,239.5,364.1,322.2,334.2,97.2,434.2,90.2,394.7,16.0,308.2,310.3,285.1,9.6,447.1,278.3,233.2,479.5,253.7,227.1,296.0,533.5,94.7,418.2,415.8,214.7,254.5,126.2,336.9,310.2,84.1,213.0,443.9,362.6,200.2,406.2,348.9,352.7,185.4,243.8,80.8,133.0,377.3,249.9,330.6,288.0,241.3,298.2,136.3,331.7,270.9,270.1,329.2,103.2,268.0,0.0
