from_stop,AE,AK,AL,AT,AX,BJ,BK,BL,BO,BP,CB,CK,CL,CW,DJ,DK,DO,DP,DS,EO,ER,ES,FA,FK,FO,FP,FU,FZ,GH,GJ,GY,HH,HL,HR,HS,HY,IE,IH,IK,IV,JE,JN,JO,JP,JR,JS,JV,JW,KA,KF,KI,KK,KL,KO,LC,LG,LH,LJ,LR,LS,LT,LU,LX,LZ,MA,MI,MJ,MO,MQ,NF,NM,NS,NX,OA,OD,OM,ON,OO,OQ,OV,PC,PH,PK,PQ,PU,PW,QA,QD,QI,QJ,QQ,QZ,RC,RE,RJ,RN,RU,RV,RY,SJ,SP,SQ,SZ,TE,TH,TK,TU,UA,UJ,UL,VD,VM,VO,WA,WO,WU,WX,XA,XE,XK,XN,XP,XQ,XR,XZ,YC,YG,YN,ZA,ZD,ZM,ZO,ZY
RY,281.5,164.1,394.9,365.9,991.9,293.9,691.4,507.5,814.2,264.9,241.5,300.1,491.0,441.9,198.4,538.6,506.0,184.2,282.2,394.8,995.9,242.5,171.4,188.4,854.7,516.5,1013.1,271.1,898.0,977.5,89.6,261.2,491.7,446.8,317.8,564.8,656.0,513.5,579.9,524.9,413.1,911.2,261.2,184.3,588.0,468.0,272.5,458.2,469.9,197.3,218.3,194.4,189.9,511.0,905.6,549.8,879.2,467.4,520.7,493.5,224.4,469.9,261.0,367.4,946.6,279.1,263.7,1357.6,570.7,575.0,844.4,307.6,223.9,881.0,108.9,660.7,208.8,173.5,421.7,821.8,119.2,776.6,356.2,918.1,233.5,398.5,39.6,283.7,537.1,870.3,350.5,534.0,607.2,882.7,321.0,487.7,231.3,951.5,0.0,228.7,79.2,82.5,313.2,487.9,512.6,476.8,304.4,359.7,439.8,95.5,591.1,682.5,950.9,129.6,395.9,170.2,1005.0,289.4,264.1,145.0,209.3,260.4,260.0,187.6,425.9,565.7,220.6,68.0,378.1,794.8,915.2,822.9,371.5
SJ,385.5,297.6,443.4,469.9,1024.2,344.2,723.5,516.9,846.5,201.0,159.6,332.4,489.1,474.2,230.7,570.7,538.1,254.3,311.2,509.2,1028.2,160.6,203.7,151.9,887.0,533.8,1045.4,366.9,930.3,1009.8,247.0,357.0,523.8,503.8,236.8,597.1,688.1,545.6,700.4,523.0,445.4,943.5,311.5,329.5,620.1,479.2,376.5,519.3,468.6,247.6,250.6,244.7,332.0,570.1,937.9,550.9,911.5,499.7,552.8,525.4,142.5,502.2,306.0,481.8,978.9,311.4,290.1,1389.9,602.8,573.1,876.7,322.8,315.8,913.3,266.3,692.8,230.4,205.8,472.0,854.1,276.6,808.9,452.0,950.4,259.9,513.2,197.0,387.7,569.4,902.6,446.3,660.8,639.3,915.0,425.0,519.6,345.7,983.8,157.3,0.0,162.8,239.9,231.3,552.5,608.4,474.9,396.3,451.6,472.1,145.8,623.2,714.6,983.2,179.9,444.4,184.0,1037.3,339.7,373.9,177.3,259.6,352.3,374.4,351.8,457.8,686.2,252.9,169.6,492.5,827.1,947.5,855.2,468.7
SP,299.6,176.0,420.0,384.0,1006.1,372.1,708.8,574.4,849.5,280.4,256.9,365.0,553.1,542.0,284.8,556.0,523.4,196.1,360.4,419.9,1006.3,260.5,261.3,206.0,914.0,534.1,1019.1,283.0,940.3,1036.8,92.1,273.1,509.1,476.6,322.9,534.0,673.4,530.9,605.0,587.0,478.0,997.6,347.7,196.2,605.4,536.5,290.6,475.4,487.5,293.5,304.7,272.6,219.8,522.9,940.9,567.4,914.5,560.9,538.1,555.6,242.4,593.2,339.2,392.5,957.0,365.5,361.6,1444.0,588.1,637.1,879.7,385.8,235.8,877.5,111.4,678.1,226.4,259.9,462.3,857.1,121.7,811.9,368.1,977.4,331.4,410.4,251.1,301.8,553.6,905.6,362.4,545.9,624.6,969.1,339.1,537.9,256.4,1010.8,211.4,301.1,0.0,112.4,317.4,513.0,524.5,538.9,316.3,371.6,444.8,183.2,608.5,699.9,961.3,245.5,421.0,118.9,1015.4,367.6,293.9,231.4,322.9,272.3,285.1,217.5,478.6,590.8,307.0,173.7,403.2,830.1,974.5,858.2,384.8
SQ,198.9,197.2,312.3,283.3,898.4,384.8,608.8,518.1,741.8,353.3,332.4,333.6,490.3,475.4,202.7,456.0,423.4,180.5,373.1,312.2,898.6,333.4,245.7,269.4,780.5,597.5,911.4,271.1,832.6,936.8,95.3,261.2,409.1,364.2,409.6,426.3,573.4,430.9,497.3,524.2,446.6,981.0,352.1,169.8,505.4,480.4,189.9,379.7,550.9,288.2,278.9,285.3,107.3,428.5,833.2,552.1,806.8,500.9,438.1,584.4,315.3,503.4,351.9,284.8,849.3,328.7,354.6,1358.6,488.1,574.3,772.0,365.5,198.2,769.8,114.6,578.1,289.8,264.4,525.7,749.4,124.9,704.2,281.5,877.4,324.4,316.0,255.6,201.1,447.0,797.9,275.8,457.7,524.6,952.5,238.4,578.6,148.7,910.8,215.9,371.3,188.1,0.0,404.1,405.3,437.9,476.1,221.9,277.2,332.4,186.4,508.5,599.9,853.6,220.5,313.3,194.6,907.7,380.3,181.5,235.9,300.2,177.9,177.4,105.0,516.8,483.1,281.2,176.9,295.5,722.4,874.5,750.5,298.2
SZ,485.3,372.8,523.1,559.8,1114.3,161.0,803.2,366.1,936.6,232.9,149.2,308.1,318.9,307.8,344.2,650.4,617.8,375.2,202.1,622.7,1118.3,213.0,344.0,280.8,977.1,329.8,1135.5,479.8,1020.4,1099.9,344.8,469.9,603.5,622.0,5.5,681.2,767.8,625.3,789.1,352.8,290.4,1033.6,117.4,443.0,699.8,306.2,487.4,640.3,275.2,151.5,371.5,135.4,445.5,665.4,1028.0,355.1,1001.6,326.7,632.5,321.4,194.9,359.0,216.7,595.3,1069.0,427.2,278.9,1480.0,682.5,402.9,966.8,233.6,431.6,1003.4,364.1,772.5,88.0,326.7,250.0,944.2,374.4,899.0,564.9,1040.5,248.7,621.2,294.8,498.6,653.5,992.7,559.2,749.5,719.0,1005.1,535.9,315.6,459.2,1073.9,255.1,273.9,291.7,337.7,0.0,632.2,627.2,304.7,512.1,551.5,593.6,263.1,702.9,794.3,1073.3,232.5,524.1,263.7,1127.4,165.5,519.3,305.9,166.1,468.1,487.9,465.3,253.8,693.9,373.8,298.5,606.0,917.2,1037.6,945.3,581.6
TE,269.3,468.4,108.4,255.8,605.0,574.2,262.6,688.9,504.0,584.4,560.9,504.4,661.1,646.2,373.5,109.8,77.2,474.5,579.5,121.8,609.0,564.5,481.9,510.0,467.8,704.8,626.2,420.1,511.1,590.6,436.7,410.2,28.6,342.6,626.9,269.5,227.2,84.7,209.5,695.0,617.4,634.8,651.7,399.6,159.2,651.2,293.5,280.2,734.7,597.5,467.3,576.6,348.8,334.3,592.9,722.9,595.3,671.7,91.9,705.2,546.4,674.2,573.0,227.9,559.7,477.7,568.3,1177.9,141.9,745.1,615.2,531.1,347.2,494.1,456.0,231.9,530.4,563.9,671.8,592.6,466.3,547.4,317.5,531.2,538.1,299.5,555.1,304.7,284.6,507.6,311.8,199.1,178.4,606.3,278.9,690.6,261.8,564.6,515.4,599.2,520.9,466.4,621.4,0.0,145.8,646.9,306.8,247.5,433.8,527.8,162.3,253.7,564.0,549.5,156.5,440.9,618.1,569.7,348.5,535.4,626.9,313.9,230.8,368.6,628.8,212.9,469.6,527.7,114.3,565.6,528.3,512.7,284.5
TH,320.0,495.1,176.9,298.7,543.2,624.9,151.1,739.6,442.2,611.1,587.6,555.1,711.8,696.9,424.2,91.5,108.6,501.2,630.2,148.5,547.2,591.2,532.6,536.7,406.0,755.5,564.4,425.0,449.3,528.8,463.4,415.1,69.6,366.8,653.6,183.9,129.6,72.8,147.7,745.7,668.1,573.0,678.4,460.1,131.7,701.9,344.2,331.7,818.2,624.2,518.0,603.3,375.5,339.2,531.1,773.6,533.5,722.4,115.8,755.9,573.1,724.9,623.7,278.6,497.9,482.6,619.0,1116.1,116.3,728.5,578.3,581.8,352.1,432.3,482.7,112.9,557.1,590.6,722.5,616.8,493.0,571.6,322.4,469.4,588.8,323.7,581.8,355.4,387.2,445.8,316.7,137.3,114.6,544.5,329.6,741.3,312.5,502.8,542.1,625.9,547.6,493.1,648.1,98.3,0.0,697.6,311.7,265.9,458.0,554.5,100.5,142.2,502.2,576.2,180.7,467.6,556.3,620.4,353.4,562.1,653.6,318.8,281.5,395.3,679.5,151.1,520.3,554.4,165.0,589.8,466.5,450.9,289.4
TK,431.9,445.6,569.4,506.4,968.0,188.1,742.5,203.9,790.3,491.6,402.3,254.7,153.0,108.8,290.8,787.4,700.0,402.3,309.1,569.3,972.0,471.7,371.1,475.8,830.8,217.7,989.2,470.9,874.1,953.6,440.7,461.0,749.6,488.7,383.1,547.9,731.4,762.3,655.8,166.8,148.3,887.3,272.4,389.6,773.5,84.9,454.6,507.0,247.6,292.8,398.6,276.7,392.1,532.1,881.7,242.0,855.3,160.8,705.5,227.3,453.6,106.0,243.8,541.9,922.7,415.4,306.0,1333.7,790.8,223.7,820.5,260.7,393.9,857.1,460.0,736.1,325.3,353.8,184.7,797.9,470.3,752.7,541.4,894.2,275.8,487.9,446.4,465.8,520.2,846.4,535.7,616.2,682.6,858.8,575.1,203.5,405.8,927.6,406.7,507.0,486.0,489.3,377.6,662.4,685.6,0.0,519.5,584.6,460.3,391.8,703.5,733.6,927.0,376.8,570.4,501.0,981.1,192.6,489.0,412.9,364.7,430.4,434.5,411.9,141.7,656.3,400.9,474.8,552.6,770.9,891.3,799.0,558.1
TU,41.3,256.5,231.9,133.9,732.2,376.8,471.5,514.4,575.6,449.6,408.2,307.0,463.7,448.8,176.1,323.8,340.9,262.6,372.2,229.3,732.4,409.2,264.7,332.5,638.8,507.4,745.2,139.1,676.6,756.1,253.4,129.2,301.9,103.1,484.5,275.4,361.9,285.2,359.1,497.6,420.0,800.3,451.1,205.6,364.0,453.8,50.3,178.0,537.3,387.2,314.7,384.3,121.0,228.8,667.0,525.5,634.6,474.3,348.1,507.8,391.1,476.8,367.0,254.4,683.1,196.7,351.1,1191.6,348.6,547.7,605.8,333.7,66.2,628.1,272.7,345.2,394.7,347.9,474.4,583.2,283.0,538.0,75.8,696.7,320.9,171.9,344.0,61.5,247.7,631.7,70.1,253.6,387.3,771.8,98.8,493.2,64.4,730.1,374.0,400.6,346.2,259.8,479.9,310.7,232.2,449.5,0.0,101.1,194.3,285.4,332.8,462.6,687.4,320.9,185.1,329.5,741.5,372.3,67.5,285.9,399.2,32.9,94.5,140.8,431.4,344.9,317.0,335.0,212.6,556.2,693.8,584.3,91.1
UA,95.6,254.9,168.9,32.7,703.9,400.5,425.6,515.2,547.3,490.6,451.7,330.7,487.4,472.5,199.8,247.9,265.5,279.3,405.8,165.0,704.1,452.7,308.2,376.0,586.0,531.1,716.9,217.8,638.1,746.7,277.0,207.9,237.6,178.6,528.9,259.9,365.6,222.8,320.3,521.3,443.7,790.9,494.6,225.9,297.3,477.5,119.8,139.2,561.0,430.7,293.6,427.8,152.1,190.0,638.7,549.2,612.3,498.0,290.2,531.5,434.6,500.5,399.3,187.9,654.8,275.4,394.6,1198.1,280.0,571.4,577.5,357.4,144.9,575.3,296.3,339.7,438.2,308.9,498.1,554.9,306.6,509.7,115.2,687.3,364.4,135.5,342.7,131.0,232.2,603.4,109.5,225.3,341.4,762.4,105.2,516.9,88.1,720.7,338.9,444.1,364.3,287.9,523.4,249.1,203.9,473.2,104.5,0.0,269.8,328.9,318.4,416.7,659.1,363.0,122.7,357.6,713.2,396.0,146.2,329.4,442.7,111.6,57.1,171.9,455.1,306.1,295.9,353.1,148.3,527.9,684.4,556.0,64.2
UJ,297.2,329.7,461.3,363.9,745.4,308.6,519.9,399.7,567.7,360.3,321.4,215.2,371.9,357.0,136.7,540.3,547.9,227.1,285.4,415.2,749.4,322.4,177.9,245.7,608.2,415.6,766.6,151.5,651.5,731.0,351.8,141.6,520.0,225.0,398.6,318.3,498.6,515.2,421.6,405.8,328.2,664.7,364.3,300.7,550.9,362.0,229.6,240.5,445.5,300.4,223.4,297.5,225.9,291.3,659.1,433.7,632.7,382.5,562.6,416.0,304.3,385.0,280.2,449.0,700.1,96.0,264.3,1111.1,568.2,455.9,597.9,252.4,134.3,634.5,371.1,503.3,307.9,178.6,382.6,575.3,381.4,530.1,236.6,671.6,234.1,234.4,248.3,240.8,290.6,623.8,230.9,382.0,449.8,636.2,321.6,401.4,320.3,705.0,208.6,313.8,256.6,362.7,393.1,541.5,393.0,357.7,255.8,331.1,0.0,198.6,473.9,511.0,704.4,232.7,415.1,432.4,758.5,304.1,169.6,199.1,312.4,170.8,280.4,245.7,339.6,407.4,225.7,263.4,398.5,548.3,668.7,576.4,253.3
UL,338.6,267.0,476.1,413.1,993.5,198.3,768.0,407.3,815.8,169.3,145.9,222.8,395.4,384.3,197.5,649.8,617.2,223.7,186.6,476.0,997.5,146.9,192.5,151.0,856.3,406.3,1014.7,336.2,899.6,979.1,198.3,326.3,602.9,473.1,223.1,566.4,729.3,624.7,661.1,429.3,335.8,912.8,165.6,296.3,699.2,372.4,345.8,488.6,391.9,101.7,220.0,98.8,298.8,539.4,907.2,471.8,880.8,403.2,631.9,397.9,128.8,435.5,165.4,448.6,948.2,280.7,168.1,1359.2,681.9,479.4,846.0,212.0,285.1,882.6,217.6,771.9,130.8,175.2,326.1,823.4,227.9,778.2,421.3,919.7,137.9,482.5,148.3,357.0,538.7,871.9,415.6,621.5,718.4,884.3,394.3,392.1,312.5,953.1,108.6,231.8,161.9,191.2,217.6,569.1,577.7,381.2,365.6,404.8,441.4,0.0,702.3,759.1,952.5,34.0,477.1,215.6,1006.6,193.8,372.8,141.4,113.7,321.6,341.2,318.6,330.3,646.9,222.3,168.7,459.3,796.4,916.8,824.5,438.0
VD,285.4,467.8,191.4,267.7,597.2,590.3,236.8,705.0,482.6,600.3,576.8,520.5,677.2,662.3,389.6,264.1,265.5,499.2,598.9,316.5,601.2,580.4,491.4,525.9,460.0,720.9,618.4,394.0,503.3,582.8,452.6,384.1,237.6,222.2,642.8,145.6,201.4,240.8,47.1,592.6,633.5,627.0,677.8,438.8,300.9,580.7,309.6,180.4,693.3,613.9,483.4,592.5,375.9,187.9,574.0,625.5,547.6,687.8,288.4,721.3,562.3,690.3,593.7,244.0,551.9,451.6,577.8,1099.4,296.2,592.7,512.8,565.9,321.1,486.3,471.9,206.1,546.3,492.1,687.9,490.2,482.2,445.0,291.4,523.4,547.6,179.1,571.0,320.8,235.9,499.8,285.7,36.7,152.6,598.5,284.3,706.7,277.9,556.8,531.3,615.1,536.8,482.3,637.3,266.3,127.9,663.0,271.0,234.9,313.4,512.1,0.0,227.9,556.2,546.2,200.0,456.8,610.3,585.8,322.4,551.3,625.9,287.8,246.9,395.7,644.9,110.2,485.7,543.6,179.3,463.2,520.5,491.3,258.4
VM,353.1,535.5,239.0,335.4,528.3,658.0,8.8,772.7,427.3,668.0,644.5,588.2,769.3,730.0,457.3,107.7,124.8,566.9,666.6,210.6,532.3,648.1,559.1,593.6,391.1,788.6,549.5,461.7,434.4,513.9,520.3,451.8,131.7,289.9,710.5,213.3,100.2,105.0,114.8,713.5,701.2,558.1,745.5,506.5,199.7,648.4,377.3,248.1,753.1,681.6,551.1,660.2,443.6,255.6,516.2,685.3,518.6,777.1,132.0,862.5,630.0,758.0,661.4,311.7,483.0,519.3,645.5,1101.2,139.8,713.6,563.4,633.6,388.8,417.4,539.6,31.7,614.0,559.8,755.6,557.9,549.9,512.7,359.1,454.5,615.3,246.8,638.7,388.5,303.6,430.9,353.4,104.4,51.4,529.6,352.0,774.4,345.6,487.9,599.0,682.8,604.5,550.0,705.0,160.4,230.8,739.4,338.7,302.6,381.1,579.8,67.6,0.0,487.3,613.9,242.8,524.5,541.4,653.5,390.1,619.0,693.6,355.5,314.6,463.4,712.6,143.4,553.4,611.3,227.1,530.9,451.6,436.0,326.1
VO,724.3,950.6,632.4,706.6,44.7,930.4,542.3,944.2,281.9,1029.2,990.3,884.1,893.3,925.1,828.5,553.4,553.0,956.7,954.3,604.0,44.9,991.3,846.8,992.2,198.7,1009.5,57.7,832.9,160.2,91.6,918.9,823.0,525.1,701.3,1067.5,460.4,506.9,528.3,526.2,837.5,916.7,122.9,1014.7,899.4,617.8,840.7,748.5,568.4,877.1,969.3,892.3,966.4,814.8,525.2,90.6,809.3,256.0,901.1,567.7,986.5,973.2,954.3,949.1,682.9,4.4,764.9,933.2,940.6,585.5,837.6,175.0,921.3,760.0,143.2,938.2,511.6,1012.6,847.5,976.5,170.4,948.5,192.1,730.3,142.0,903.0,658.2,917.2,759.7,513.3,104.8,724.6,515.8,458.1,147.7,733.9,995.3,716.8,173.7,877.5,982.7,1003.1,948.6,1062.0,553.8,624.2,863.4,733.8,673.8,792.5,867.5,479.0,533.4,0.0,901.6,636.2,923.1,54.0,934.9,761.3,868.0,981.3,726.7,685.8,834.6,933.5,472.6,894.6,1009.9,620.5,264.5,92.6,290.6,697.3
WA,429.1,362.8,565.2,503.6,1084.6,164.2,786.4,409.2,906.9,211.4,114.4,250.5,361.3,350.2,288.0,632.2,601.0,319.5,152.5,568.2,1088.6,208.2,288.3,192.9,947.4,372.2,1105.8,427.3,990.7,1070.2,300.8,416.0,585.3,564.2,175.0,656.1,749.6,608.5,751.6,395.2,305.8,1003.9,130.1,386.8,681.6,338.3,435.5,575.6,361.6,67.6,315.8,64.7,389.3,630.5,998.3,442.9,971.9,373.2,615.7,363.8,190.1,400.0,131.3,539.1,1037.9,370.4,223.2,1450.3,665.7,445.3,937.1,177.9,376.2,973.7,320.1,755.7,100.5,269.6,292.0,914.5,331.8,869.3,512.4,1010.8,193.0,573.6,252.2,448.1,629.8,963.0,506.7,712.0,700.8,975.4,485.4,358.0,403.0,1042.8,211.1,280.4,205.2,295.1,170.4,659.6,668.8,347.1,456.7,495.3,532.5,220.5,686.1,777.5,1043.6,0.0,567.6,246.9,1097.7,158.3,434.3,256.9,79.6,412.7,431.7,409.1,296.2,737.4,318.1,212.0,551.1,886.1,1007.9,915.6,527.7
WO,260.2,419.5,102.7,242.5,585.0,565.1,296.3,679.8,428.4,593.1,569.6,495.3,652.0,637.1,364.4,194.6,211.7,443.9,570.4,155.3,585.2,617.3,472.8,518.7,467.1,695.7,598.0,368.8,519.2,609.9,483.1,358.9,172.7,186.0,635.6,112.9,260.9,173.2,183.9,538.4,608.3,654.1,659.2,435.3,234.8,526.5,284.4,123.6,725.6,595.3,458.2,585.3,350.7,98.4,519.8,571.3,493.4,662.6,218.9,696.1,599.2,665.1,563.9,218.8,535.9,426.4,559.2,1045.2,219.4,538.5,458.6,522.0,295.9,456.4,502.4,265.6,539.1,473.5,662.7,436.0,512.7,390.8,266.2,550.5,529.0,142.9,507.3,295.6,128.0,484.5,260.5,144.3,212.1,625.6,269.8,681.5,252.7,537.3,524.1,607.9,528.9,452.5,630.1,181.5,103.0,637.8,255.5,209.7,277.2,493.5,251.0,287.4,540.2,527.6,0.0,449.6,594.3,560.6,297.2,494.0,607.3,262.6,221.7,370.5,619.7,169.7,460.5,517.7,154.4,409.0,560.3,437.1,233.2
WU,401.9,246.1,396.4,486.3,1040.6,342.7,676.5,533.3,862.9,217.4,176.0,348.8,505.5,490.6,247.1,523.7,491.1,270.7,327.6,414.3,1044.6,177.0,220.1,168.3,903.4,504.7,1061.8,383.3,946.7,1026.2,162.2,373.4,476.8,520.2,253.2,510.4,641.1,498.6,581.4,539.4,461.8,959.9,327.9,266.3,573.1,495.6,392.9,535.7,458.1,264.0,267.0,243.2,348.4,586.5,954.3,538.0,927.9,516.1,505.8,526.2,158.9,518.6,322.4,498.2,995.3,327.8,306.5,1406.3,555.8,589.5,893.1,339.2,332.2,929.7,181.5,645.8,197.0,222.2,432.9,870.5,191.8,825.3,468.4,966.8,276.3,529.6,213.4,404.1,585.8,919.0,462.7,541.8,592.3,931.4,441.4,508.5,362.1,1000.2,173.7,160.2,179.2,182.5,247.7,505.5,500.5,491.3,412.7,468.0,488.5,162.2,576.2,667.6,999.6,196.3,397.4,0.0,1053.7,338.2,390.3,193.7,276.0,368.7,390.8,302.1,449.2,567.2,269.3,186.0,397.6,843.5,963.9,871.6,485.1
WX,765.1,991.4,673.2,747.4,76.6,971.2,598.0,985.0,322.7,1072.5,1031.1,924.9,934.1,965.9,869.3,594.2,593.8,997.5,995.1,644.8,56.1,1032.1,887.6,1033.0,230.6,1050.3,69.6,873.7,201.0,123.5,959.7,863.8,565.9,742.1,1108.3,501.2,547.7,569.1,567.0,878.3,957.5,134.1,1055.5,940.2,629.0,881.5,789.3,609.2,917.9,1010.1,933.1,1007.2,855.6,566.0,131.4,850.1,296.8,941.9,608.5,1027.3,1014.0,995.1,989.9,723.7,45.2,805.7,974.0,950.5,626.3,878.4,215.8,962.1,800.8,184.0,979.0,552.4,1053.4,888.3,1017.3,211.2,989.3,232.9,771.1,173.9,943.8,699.0,958.0,800.5,554.1,145.6,765.4,556.6,498.9,158.9,774.7,1036.1,757.6,205.6,918.3,1023.5,1043.9,989.4,1102.8,594.6,665.0,904.2,774.6,714.6,833.3,908.3,519.8,589.1,40.7,942.4,677.0,963.9,0.0,975.7,802.1,908.8,1022.1,767.5,726.6,875.4,974.3,513.4,935.4,1050.7,661.3,305.3,133.4,331.4,738.1
XA,342.5,252.9,480.0,417.0,997.3,4.5,771.8,267.8,819.6,298.9,209.6,160.0,240.2,202.2,201.4,624.2,610.6,209.6,116.4,481.6,1001.3,279.0,178.4,283.1,860.1,251.1,1018.5,340.2,903.4,982.9,293.0,330.3,601.7,505.0,189.5,564.2,747.7,599.1,672.1,271.1,173.4,916.6,148.3,300.2,673.6,189.2,349.8,523.3,281.0,100.1,205.9,84.0,302.7,548.4,911.0,278.9,884.6,227.7,616.1,242.7,260.9,230.2,51.1,452.5,952.0,284.7,113.3,1363.0,656.3,310.5,849.8,68.0,289.1,886.4,312.3,752.4,143.6,161.1,218.1,827.2,322.6,782.0,425.3,923.5,83.1,504.2,257.6,361.0,536.5,875.7,419.6,632.5,698.9,888.1,398.3,236.9,316.4,956.9,217.9,314.3,294.0,300.5,184.9,573.0,581.7,226.0,369.6,408.7,476.6,199.1,719.8,762.9,956.3,184.1,481.0,319.3,1010.4,0.0,347.2,220.2,174.8,325.6,345.1,322.5,175.1,672.6,208.2,283.4,464.5,800.2,920.6,828.3,440.6
XE,103.3,218.4,256.0,177.9,756.3,349.3,491.6,464.0,599.7,427.0,388.1,279.5,436.2,421.3,148.6,347.9,365.0,224.5,352.1,278.1,756.5,389.1,244.6,389.4,638.4,479.9,769.3,119.0,690.5,794.2,215.3,109.1,326.0,182.6,465.3,293.1,386.0,326.5,379.2,470.1,392.5,838.4,472.1,167.5,388.1,426.3,99.2,198.1,509.8,408.2,276.6,405.3,82.9,248.9,691.1,498.0,664.7,446.8,372.2,480.3,371.0,449.3,346.9,278.5,707.2,176.6,331.0,1229.7,372.7,437.0,629.9,306.2,46.1,627.7,234.6,369.3,409.8,309.8,446.9,607.3,244.9,562.1,99.9,734.8,300.8,192.0,305.9,110.4,265.4,655.8,94.2,277.7,407.4,809.9,147.7,465.7,126.4,768.2,335.9,380.5,308.1,253.6,459.8,334.8,256.3,422.0,75.1,145.1,150.8,306.4,446.3,482.7,711.5,340.5,229.1,314.6,765.6,344.8,0.0,265.8,420.2,45.8,143.3,102.7,403.9,365.0,278.9,296.9,261.4,580.3,731.9,608.4,116.6
XK,269.2,146.3,381.0,353.6,967.1,313.3,661.1,504.0,810.5,281.8,260.9,319.5,510.4,461.3,217.8,508.3,475.7,166.4,301.6,382.5,967.3,261.9,190.8,207.8,866.3,535.9,1024.7,253.3,909.6,989.1,103.8,243.4,461.4,434.5,338.1,495.0,625.7,483.2,566.0,544.3,432.5,930.6,280.6,166.5,557.7,487.4,260.2,445.7,489.3,216.7,237.7,213.8,177.6,493.2,901.9,569.2,875.5,486.8,490.4,512.9,243.8,489.3,280.4,355.1,918.0,298.5,283.1,1377.0,540.4,594.4,840.7,327.0,206.1,892.6,123.1,630.4,228.2,192.9,441.1,818.1,133.4,772.9,338.4,929.7,252.9,380.7,77.0,271.4,517.3,866.6,332.7,526.4,576.9,902.1,308.7,507.1,219.0,963.1,144.4,248.1,98.6,119.9,332.6,490.1,494.8,496.2,286.6,341.9,459.2,114.9,560.8,652.2,922.3,149.0,382.0,184.4,976.4,308.8,251.8,0.0,228.7,242.6,247.7,175.3,445.3,551.8,240.0,87.4,365.8,791.1,926.8,819.2,355.1
XN,366.2,303.1,512.2,449.2,1004.9,252.4,779.4,460.4,827.2,148.4,127.5,258.9,437.0,425.9,233.6,641.5,551.3,259.8,225.3,512.1,1008.9,128.5,228.6,114.6,867.7,420.1,1026.1,347.6,911.0,990.5,234.4,337.7,537.0,484.5,204.7,577.8,758.1,616.4,681.1,470.9,371.9,924.2,219.7,332.4,690.9,422.5,357.2,500.0,373.5,155.8,256.1,152.9,334.9,550.8,918.6,453.4,892.2,444.8,566.0,439.5,110.4,428.7,220.1,484.7,959.6,292.1,204.2,1370.6,673.6,521.0,857.4,253.6,296.5,894.0,253.7,762.8,112.4,211.3,348.3,834.8,264.0,789.6,432.7,931.1,174.0,493.9,184.4,368.4,550.1,883.3,427.0,641.5,709.3,895.7,405.7,423.9,348.6,964.5,144.7,200.7,125.5,227.3,199.2,605.2,589.1,422.8,377.0,432.3,452.8,152.7,733.4,770.5,963.9,88.1,513.2,197.2,1018.0,247.9,354.6,177.5,0.0,333.0,377.3,354.7,364.6,666.9,258.4,132.3,495.4,807.8,928.2,835.9,449.4
XP,57.4,223.5,229.4,132.0,768.3,354.4,486.1,469.1,611.7,416.6,375.2,284.6,441.3,426.4,153.7,308.4,326.0,229.6,339.2,245.4,768.5,376.2,231.7,299.5,650.4,485.0,781.3,106.1,702.5,807.2,220.4,96.2,298.1,147.1,452.4,308.9,426.1,283.3,380.8,475.2,397.6,851.4,418.1,172.6,357.8,431.4,66.4,203.0,514.9,354.2,281.7,351.3,88.0,250.5,703.1,503.1,676.7,451.9,350.7,485.4,358.1,454.4,334.0,248.4,719.2,163.7,318.1,1242.2,340.5,525.3,641.9,306.2,33.2,639.7,239.7,400.2,361.7,314.9,452.0,619.3,250.0,574.1,117.7,747.8,287.9,138.0,311.0,77.6,281.2,667.8,112.0,295.5,401.9,822.9,107.7,470.8,80.5,781.2,341.0,367.6,313.2,226.8,446.9,309.6,274.1,427.1,43.9,99.2,185.4,252.4,378.9,477.2,723.5,286.5,183.2,296.5,777.6,349.9,34.5,252.9,366.2,0.0,110.6,107.8,409.0,366.6,284.0,302.0,228.7,592.3,744.9,620.4,134.4
XQ,38.4,197.7,134.8,92.9,720.9,343.3,432.2,458.0,564.3,433.4,394.5,273.5,430.2,415.3,142.6,310.5,265.4,222.1,348.6,134.7,721.1,395.5,251.0,318.8,603.0,473.9,733.9,209.5,655.1,745.8,219.8,199.6,300.2,165.2,471.7,293.0,428.2,285.4,319.8,464.1,386.5,790.0,437.4,168.7,359.9,420.3,62.6,187.1,503.8,373.5,236.4,370.6,94.9,237.9,655.7,492.0,629.3,440.8,270.9,474.3,377.4,443.3,342.1,107.3,671.8,270.5,337.4,1181.1,342.6,514.2,594.5,300.2,149.5,592.3,239.1,401.5,381.0,251.7,440.9,571.9,249.4,526.7,101.8,686.4,307.2,122.1,285.5,73.8,265.3,620.4,96.1,279.6,348.0,761.5,48.0,459.7,30.9,673.2,281.7,386.9,307.1,230.7,466.2,227.8,258.2,416.0,82.3,101.3,256.4,271.7,386.9,423.3,676.1,305.8,135.8,300.4,730.2,338.8,139.4,272.2,385.5,116.2,0.0,114.7,397.9,305.6,238.7,295.9,118.0,544.9,696.2,573.0,118.5
