from_stop,AC,AF,AI,AJ,AK,AQ,AR,AX,AY,BC,BJ,BK,BP,BW,BZ,CG,CI,CN,CV,CZ,DF,DH,DL,DR,DS,DT,DV,DW,DY,DZ,EB,ED,EU,EW,FB,FF,FG,FJ,GE,GN,GT,HK,HO,HU,HV,HW,IF,IP,IR,IS,IW,IY,JG,JL,JN,JS,JY,KC,KF,KG,KI,KO,KT,KV,KX,KY,KZ,LB,LI,LM,LN,LP,LV,ME,MI,MK,MO,MQ,NA,NJ,NO,NQ,NY,OL,ON,OS,OY,PF,PK,PL,PN,PO,PP,PS,PT,QA,QF,QH,QM,QR,QU,QZ,RD,RK,RQ,RV,RY,SA,SC,SE,SH,SI,SJ,SM,SP,SW,SY,TB,TC,TG,TI,TL,TU,UG,UI,UJ,UL,UN,UP,UX,VR,VT,VY,WA,WF,WG,WZ,XD,XF,XH,XJ,XZ,YC,YQ,YR,ZF,ZJ,ZO,ZQ,ZR,ZV
OY,329.7,663.6,620.8,419.8,857.0,99.6,602.8,443.1,331.9,749.9,632.5,612.4,753.7,525.3,880.5,429.8,153.4,57.7,770.3,261.4,348.6,940.5,776.5,577.3,206.6,330.0,190.3,111.9,619.0,353.3,796.5,660.1,63.1,168.8,776.5,896.2,546.3,554.8,341.2,306.2,133.5,726.7,281.1,636.0,301.9,816.1,476.2,441.6,356.9,820.4,409.0,257.4,216.5,810.5,164.1,588.1,233.5,838.6,248.6,600.8,890.6,744.6,634.7,854.7,129.0,296.8,353.8,670.3,638.9,824.8,113.1,744.0,813.1,207.2,206.3,346.7,817.9,156.7,118.7,164.3,902.9,475.3,806.4,521.9,217.4,305.3,0.0,346.7,291.6,283.8,295.3,866.7,667.0,135.6,391.4,480.0,871.8,238.4,770.4,641.2,998.2,281.7,285.2,810.6,799.4,302.7,708.0,224.4,902.1,839.3,333.2,263.1,332.8,1002.2,830.1,243.2,349.9,513.6,755.1,694.7,780.9,327.8,801.6,859.6,972.0,435.1,30.5,873.5,619.0,634.9,274.3,794.6,501.3,529.1,715.5,368.5,69.6,163.0,689.0,211.7,376.1,740.7,185.6,905.5,769.4,604.1,613.7,889.3,810.0,658.1,780.6
PF,220.4,684.2,741.1,540.1,938.6,358.9,723.1,563.4,452.2,831.5,714.1,631.2,496.2,645.6,531.6,550.1,419.7,369.4,851.9,241.5,376.1,551.9,858.1,697.6,139.6,153.9,155.9,378.2,739.3,177.2,878.1,313.3,329.4,467.7,444.8,977.8,666.6,675.1,5.5,426.5,245.2,747.3,207.0,628.6,155.8,897.7,596.5,561.9,339.6,560.2,436.5,377.7,336.8,478.8,453.3,708.4,353.8,920.2,368.9,721.1,558.9,765.2,287.9,523.0,219.3,417.1,474.1,751.9,292.1,906.4,412.0,486.5,894.7,327.5,471.5,150.6,471.1,189.8,407.9,429.5,554.0,595.6,888.0,642.2,337.7,196.0,351.0,0.0,411.9,404.1,415.6,535.0,320.2,404.0,319.6,600.3,540.1,223.1,852.0,722.8,1079.8,402.0,406.9,463.8,452.6,126.6,789.6,178.9,575.4,920.9,453.5,85.0,281.3,1083.8,498.4,227.9,240.6,633.9,836.7,776.3,434.1,151.7,469.9,941.2,1053.6,555.4,329.4,955.1,739.3,755.2,197.3,877.9,154.5,649.4,797.1,488.8,368.5,428.2,770.6,332.0,99.7,393.9,474.8,573.8,851.0,724.4,734.0,970.9,530.4,311.3,523.1
PK,421.9,729.1,686.3,314.8,922.5,218.6,668.3,338.1,226.9,815.4,698.0,677.9,819.2,590.8,946.0,495.3,398.2,229.1,835.8,353.6,440.8,1006.0,842.0,642.8,298.8,422.2,282.5,356.7,493.8,445.5,862.0,752.3,307.9,446.2,842.0,961.7,611.8,620.3,433.4,201.2,243.7,792.2,373.3,701.5,394.1,881.6,541.7,507.1,422.4,885.9,501.2,152.4,91.3,876.0,313.0,653.6,128.5,904.1,123.4,666.3,956.1,810.1,726.9,920.2,221.2,171.6,248.8,735.8,731.1,890.3,390.5,809.5,878.6,82.5,331.2,438.9,910.1,248.9,267.6,289.2,968.4,540.8,871.9,587.4,112.4,397.5,329.5,438.9,0.0,158.6,170.1,932.2,759.2,382.5,483.6,545.5,937.3,330.6,835.9,706.7,1063.7,156.5,163.6,902.8,891.6,394.9,773.5,314.6,967.6,904.8,208.0,355.3,425.0,1067.7,895.6,335.4,442.1,579.1,820.6,760.2,873.1,420.0,867.1,925.1,1037.5,330.1,307.9,939.0,684.5,700.4,366.5,861.8,593.5,594.6,781.0,263.5,347.0,287.9,754.5,78.0,468.3,868.4,334.5,971.0,834.9,669.6,679.2,954.8,875.5,750.3,846.1
PL,424.6,731.8,689.0,382.7,925.2,221.3,671.0,425.0,229.6,818.1,700.7,680.6,821.9,593.5,948.7,498.0,400.9,231.8,838.5,356.3,443.5,1008.7,844.7,645.5,301.5,424.9,285.2,359.4,409.8,448.2,864.7,755.0,310.6,448.9,844.7,964.4,614.5,623.0,436.1,203.9,246.4,794.9,376.0,704.2,396.8,884.3,544.4,509.8,425.1,888.6,503.9,155.1,75.9,878.7,315.7,656.3,131.2,906.8,39.4,669.0,958.8,812.8,729.6,922.9,223.9,87.6,251.5,738.5,733.8,893.0,393.2,812.2,881.3,85.2,333.9,441.6,912.8,251.6,270.3,291.9,971.1,543.5,874.6,590.1,115.1,400.2,332.2,441.6,149.1,0.0,147.1,934.9,761.9,383.1,486.3,548.2,940.0,333.3,838.6,709.4,1066.4,72.5,153.3,905.5,894.3,397.6,776.2,317.3,970.3,907.5,124.0,358.0,427.7,1070.4,898.3,338.1,444.8,581.8,823.3,762.9,875.8,422.7,869.8,927.8,1040.2,417.0,310.6,941.7,687.2,703.1,369.2,864.5,596.2,597.3,783.7,266.2,349.7,290.6,757.2,80.7,469.0,871.1,337.2,973.7,837.6,672.3,681.9,957.5,878.2,753.0,848.8
PN,441.7,748.9,706.1,253.7,942.3,238.4,688.1,277.0,165.8,835.2,717.8,697.7,839.0,610.6,965.8,515.1,418.0,248.9,855.6,373.4,460.6,1025.8,861.8,662.6,318.6,442.0,302.3,376.5,464.1,465.3,881.8,772.1,327.7,466.0,861.8,981.5,631.6,640.1,453.2,140.1,263.5,812.0,393.1,721.3,413.9,901.4,561.5,526.9,442.2,905.7,521.0,91.3,129.5,895.8,332.8,673.4,65.3,923.9,93.7,686.1,975.9,829.9,746.7,940.0,241.0,141.9,187.7,755.6,750.9,910.1,410.3,829.3,898.4,120.2,351.0,458.7,929.9,268.7,287.4,309.0,988.2,560.6,891.7,607.2,84.9,417.3,349.3,458.7,166.2,128.9,0.0,952.0,779.0,400.2,503.4,565.3,957.1,350.4,855.7,726.5,1083.5,126.8,22.2,922.6,911.4,414.7,793.3,336.4,987.4,924.6,178.3,375.1,444.8,1087.5,915.4,355.2,461.9,598.9,840.4,780.0,892.9,439.8,886.9,944.9,1057.3,269.0,327.7,958.8,704.3,720.2,386.3,881.6,613.3,614.4,800.8,202.4,366.8,307.7,774.3,124.7,488.1,888.2,354.3,990.8,854.7,689.4,699.0,974.6,895.3,770.1,865.9
PO,748.2,346.7,474.6,1057.9,717.4,876.7,481.1,1081.2,970.0,610.3,492.9,293.7,165.9,433.0,13.7,475.0,947.5,887.2,630.7,769.3,903.9,73.7,636.9,485.0,667.4,681.7,683.7,906.0,1257.1,705.0,656.9,227.8,857.2,1000.5,90.8,756.6,478.0,323.7,533.3,944.3,773.0,409.8,734.8,291.1,683.6,676.5,543.3,461.9,683.0,175.5,964.3,895.5,854.6,56.8,971.1,466.4,871.6,699.0,886.7,569.2,23.8,427.7,355.3,12.2,747.1,934.9,991.9,530.7,248.5,685.2,939.8,165.4,673.5,845.3,989.3,678.4,133.4,717.6,925.7,947.3,36.1,429.6,666.8,358.0,855.5,723.8,878.8,527.7,929.7,921.9,933.4,0.0,387.6,929.7,847.4,475.3,73.6,750.9,630.8,501.6,858.6,919.8,923.3,84.1,146.7,654.4,568.4,706.7,57.5,699.7,971.3,612.8,809.1,862.6,37.2,755.7,768.4,580.7,615.5,555.1,323.0,679.5,65.7,720.0,832.4,1073.2,857.2,733.9,365.4,549.6,725.1,656.7,541.8,493.7,575.9,1001.7,896.3,946.0,549.4,849.8,625.5,165.1,992.6,107.3,629.8,457.9,492.0,749.7,145.7,378.7,139.0
PP,528.5,495.5,700.8,838.2,746.0,657.0,537.6,861.5,750.3,638.9,521.5,442.5,323.9,581.8,359.3,667.9,727.8,667.5,659.3,549.6,684.2,379.6,665.5,633.8,447.7,462.0,464.0,686.3,1037.4,485.3,685.5,141.0,637.5,780.8,272.5,785.2,669.9,472.5,313.6,724.6,553.3,558.6,515.1,439.9,463.9,705.1,599.8,610.7,463.3,387.9,744.6,675.8,634.9,306.5,751.4,522.9,651.9,727.6,667.0,625.7,386.6,576.5,95.3,350.7,527.4,715.2,772.2,559.3,119.8,713.8,720.1,314.2,702.1,625.6,769.6,458.7,298.8,497.9,706.0,727.6,381.7,598.9,695.4,506.8,635.8,504.1,659.1,308.0,710.0,702.2,713.7,362.7,0.0,710.0,627.7,531.8,367.8,531.2,659.4,530.2,887.2,700.1,705.0,291.5,280.3,434.7,597.0,489.0,403.1,728.3,751.6,393.1,589.4,891.2,326.1,536.0,548.7,637.2,644.1,583.7,261.8,459.8,297.6,748.6,861.0,853.5,637.5,762.5,514.2,606.1,505.4,683.6,322.1,652.7,604.5,786.9,676.6,726.3,578.0,630.1,405.8,221.6,772.9,401.5,658.4,684.1,548.5,778.3,358.1,118.7,350.8
PS,371.9,732.4,689.6,488.6,925.8,246.6,671.6,511.9,400.7,818.7,701.3,681.2,822.5,594.1,949.3,498.6,104.4,204.7,839.1,303.6,390.8,940.9,845.3,646.1,248.8,372.2,232.5,23.6,687.8,395.5,865.3,702.3,82.4,115.1,845.3,965.0,615.1,623.6,383.4,375.0,175.7,795.5,323.3,704.8,344.1,884.9,545.0,510.4,425.7,889.2,451.2,326.2,285.3,879.3,311.1,656.9,302.3,907.4,317.4,669.6,959.4,813.4,676.9,923.5,171.2,365.6,422.6,739.1,681.1,893.6,121.8,812.8,881.9,276.0,353.3,388.9,860.1,198.9,265.7,311.3,971.7,544.1,875.2,590.7,286.2,347.5,146.9,388.9,360.4,352.6,364.1,935.5,709.2,0.0,433.6,548.8,940.6,280.6,839.2,710.0,1067.0,350.5,354.0,852.8,841.6,344.9,776.8,264.6,970.9,908.1,402.0,305.3,375.0,1071.0,898.9,285.4,392.1,582.4,823.9,763.5,823.1,370.0,870.4,928.4,1040.8,503.9,125.3,942.3,687.8,703.7,316.5,865.1,543.5,597.9,784.3,432.4,164.4,310.0,757.8,280.5,418.3,782.9,332.6,974.3,838.2,672.9,682.5,958.1,878.8,700.3,849.4
PT,55.7,826.3,783.5,582.5,1019.7,401.3,765.5,605.8,494.6,912.6,795.2,775.1,796.1,688.0,831.5,592.5,462.1,411.8,933.0,144.7,274.9,851.8,939.2,740.0,182.0,283.1,198.3,420.6,781.7,306.4,959.2,613.2,371.8,510.1,744.7,1058.9,709.0,717.5,294.3,468.9,287.6,889.4,270.5,798.7,255.0,978.8,638.9,604.3,519.6,860.1,335.3,420.1,379.2,778.7,495.7,750.8,396.2,1001.3,411.3,763.5,858.8,907.3,587.8,822.9,261.7,459.5,516.5,833.0,592.0,987.5,454.4,786.4,975.8,369.9,513.9,299.8,771.0,232.2,450.3,471.9,853.9,638.0,969.1,684.6,380.1,78.6,393.4,299.8,454.3,446.5,458.0,834.9,620.1,446.4,0.0,642.7,840.0,172.1,933.1,803.9,1160.9,444.4,449.3,763.7,752.5,255.8,870.7,221.3,875.3,1002.0,495.9,216.2,63.3,1164.9,798.3,167.3,155.4,676.3,917.8,857.4,734.0,280.9,769.8,1022.3,1134.7,597.8,371.8,1036.2,781.7,797.6,128.7,959.0,454.4,691.8,878.2,531.2,410.9,470.6,851.7,374.4,329.2,693.8,517.2,873.7,932.1,766.8,776.4,1052.0,830.3,611.2,823.0
QA,735.7,255.3,212.5,713.6,448.7,532.4,122.7,736.9,625.7,341.6,224.2,204.1,345.4,117.0,472.2,113.3,712.0,542.9,362.0,667.4,754.6,503.1,368.2,169.0,612.6,856.2,596.3,670.5,912.8,879.5,388.2,402.3,621.7,760.0,368.2,487.9,138.0,146.5,707.8,600.0,557.5,318.4,687.1,227.7,707.9,407.8,67.9,101.6,516.7,412.1,815.0,551.2,510.3,402.2,626.8,108.0,527.3,430.3,542.4,192.5,482.3,336.3,515.0,446.4,535.0,590.6,647.6,262.0,423.0,416.5,704.3,335.7,404.8,501.0,645.0,852.9,422.3,562.7,581.4,603.0,494.6,67.0,398.1,113.6,511.2,711.3,643.3,702.2,585.4,577.6,589.1,458.4,597.8,696.3,797.4,0.0,463.5,644.4,362.1,232.9,589.9,575.5,580.4,415.0,403.8,828.9,299.7,628.4,493.8,431.0,627.0,787.3,738.8,593.9,421.8,649.2,755.9,105.3,346.8,286.4,497.5,854.0,393.3,451.3,563.7,728.9,621.7,465.2,210.7,191.2,680.3,388.0,716.3,120.8,307.2,662.3,660.8,601.7,280.7,505.5,802.0,322.8,648.3,497.2,361.1,195.8,133.6,481.0,401.7,548.3,372.3
QF,765.2,363.7,491.6,1074.9,734.4,893.7,546.7,1098.2,987.0,627.3,509.9,310.7,134.4,450.0,79.3,492.0,964.5,904.2,647.7,786.3,920.9,139.3,653.9,502.0,684.4,698.7,700.7,923.0,1274.1,722.0,673.9,244.8,874.2,1012.5,107.8,773.6,495.0,340.7,550.3,961.3,790.0,426.8,751.8,308.1,700.6,693.5,608.9,480.3,700.0,144.0,981.3,912.5,871.6,73.8,988.1,532.0,888.6,716.0,903.7,499.4,89.4,444.7,372.3,53.5,764.1,951.9,1008.9,547.7,265.5,702.2,956.8,144.1,690.5,862.3,1006.3,695.4,199.0,734.6,942.7,964.3,101.7,446.6,683.8,375.0,872.5,740.8,895.8,544.7,946.7,938.9,950.4,65.5,404.6,948.8,864.4,540.9,0.0,767.9,647.8,518.6,875.6,936.8,941.7,149.7,212.3,671.4,585.4,723.7,86.1,716.7,988.3,629.8,826.1,879.6,54.2,772.7,785.4,524.8,632.5,572.1,340.0,696.5,82.7,737.0,849.4,1090.2,874.2,750.9,382.4,615.2,742.1,673.7,558.8,510.7,592.9,1023.6,913.3,963.0,566.4,866.8,644.5,230.7,1009.6,33.6,646.8,474.9,557.6,766.7,78.5,395.7,107.5
QH,136.7,662.5,619.7,418.7,855.9,237.5,601.7,442.0,330.8,748.8,631.4,611.3,752.6,524.2,761.7,428.7,298.3,248.0,769.2,48.6,175.0,782.0,775.4,576.2,89.9,213.3,73.6,256.8,617.9,236.6,795.4,543.4,208.0,346.3,674.9,895.1,545.2,553.7,224.5,305.1,123.8,725.6,164.4,634.9,185.2,815.0,475.1,440.5,355.8,819.3,235.4,256.3,215.4,708.9,331.9,587.0,232.4,837.5,247.5,599.7,789.0,743.5,518.0,753.1,97.9,295.7,352.7,669.2,522.2,823.7,290.6,742.9,812.0,206.1,350.1,230.0,701.2,68.4,286.5,308.1,784.1,474.2,805.3,520.8,216.3,112.3,229.6,230.0,290.5,282.7,294.2,765.1,550.3,282.6,177.3,478.9,770.2,0.0,769.3,640.1,997.1,280.6,285.5,693.9,682.7,186.0,706.9,105.7,805.5,838.2,332.1,146.4,118.7,1001.1,728.5,4.7,156.9,512.5,754.0,693.6,664.2,211.1,700.0,858.5,970.9,434.0,208.0,872.4,617.9,633.8,61.5,795.2,384.6,528.0,714.4,367.4,247.1,306.8,687.9,210.6,259.4,624.0,353.4,803.9,768.3,603.0,612.6,888.2,808.9,541.4,779.5
QM,963.6,388.0,428.2,941.5,294.8,760.3,477.8,964.8,853.6,68.3,147.2,300.7,478.1,240.8,604.9,341.2,939.9,770.8,208.1,895.3,982.5,664.9,214.3,296.7,840.5,963.9,824.2,898.4,1140.7,987.2,81.5,625.0,849.6,987.9,500.9,181.2,379.3,344.0,867.4,827.9,785.4,451.1,915.0,420.5,935.8,101.1,334.8,329.5,744.6,544.8,1042.9,779.1,738.2,534.9,854.7,463.1,755.2,68.1,770.3,433.8,615.0,469.0,578.6,579.1,762.9,818.5,875.5,162.3,645.7,109.8,932.2,468.4,98.1,728.9,872.9,980.6,698.0,790.6,809.3,830.9,627.3,295.8,216.4,329.3,739.1,939.2,871.2,861.8,813.3,805.5,817.0,591.1,661.4,924.2,1025.3,355.0,596.2,872.3,0.0,139.0,283.2,803.4,808.3,675.3,679.5,936.6,143.3,856.3,626.5,277.1,854.9,897.0,966.7,287.2,554.5,877.1,983.8,346.6,40.1,132.5,720.2,961.7,526.0,297.4,257.0,956.8,849.6,209.3,385.7,467.9,908.2,132.1,928.2,362.1,108.6,890.2,888.7,829.6,173.7,733.4,961.6,620.8,876.2,629.9,54.4,411.5,488.7,174.3,534.4,611.9,505.0
QR,824.5,248.9,289.1,802.4,215.7,621.2,338.7,825.7,714.5,108.6,8.2,161.6,339.0,101.7,465.8,202.1,800.8,631.7,129.0,756.2,843.4,525.8,135.2,135.5,701.4,824.8,685.1,759.3,1001.6,848.1,155.2,485.9,710.5,848.8,361.8,254.9,240.2,204.9,728.3,688.8,646.3,312.0,775.9,281.4,796.7,174.8,195.7,190.4,605.5,405.7,903.8,640.0,599.1,395.8,715.6,324.0,616.1,197.3,631.2,294.7,475.9,329.9,439.5,440.0,623.8,679.4,736.4,29.0,506.6,183.5,793.1,329.3,171.8,589.8,733.8,841.5,558.9,651.5,670.2,691.8,488.2,156.7,165.1,190.2,600.0,800.1,732.1,722.7,674.2,666.4,677.9,452.0,522.3,785.1,886.2,215.9,457.1,733.2,129.1,0.0,356.9,664.3,669.2,536.2,540.4,797.5,66.7,717.2,487.4,198.0,715.8,757.9,827.6,360.9,415.4,738.0,844.7,207.5,113.8,53.4,581.1,822.6,386.9,218.3,330.7,817.7,710.5,232.2,246.6,328.8,769.1,155.0,789.1,223.0,74.2,751.1,749.6,690.5,47.7,594.3,822.5,481.7,737.1,490.8,128.1,272.4,349.6,248.0,395.3,472.8,365.9
QU,1205.2,629.6,669.8,1183.1,536.4,1001.9,719.4,1206.4,1095.2,288.7,388.8,542.3,719.7,482.4,846.5,582.8,1181.5,1012.4,449.7,1136.9,1224.1,906.5,455.9,538.3,1082.1,1205.5,1065.8,1140.0,1382.3,1228.8,234.2,866.6,1091.2,1229.5,742.5,156.3,620.9,585.6,1109.0,1069.5,1027.0,692.7,1156.6,662.1,1177.4,186.4,576.4,571.1,986.2,786.4,1284.5,1020.7,979.8,776.5,1096.3,704.7,996.8,345.2,1011.9,675.4,856.6,710.6,820.2,820.7,1004.5,1060.1,1117.1,403.9,887.3,178.3,1173.8,710.0,250.8,970.5,1114.5,1222.2,939.6,1032.2,1050.9,1072.5,868.9,537.4,458.0,570.9,980.7,1180.8,1112.8,1103.4,1054.9,1047.1,1058.6,832.7,903.0,1165.8,1266.9,596.6,837.8,1113.9,277.0,380.6,0.0,1045.0,1049.9,916.9,921.1,1178.2,384.9,1097.9,868.1,518.7,1096.5,1138.6,1208.3,55.3,796.1,1118.7,1225.4,588.2,246.9,374.1,961.8,1203.3,767.6,539.0,26.0,1198.4,1091.2,450.9,627.3,709.5,1149.8,373.7,1169.8,603.7,329.0,1131.8,1130.3,1071.2,415.3,975.0,1203.2,862.4,1117.8,871.5,232.8,653.1,730.3,149.4,776.0,853.5,746.6
QZ,414.6,721.8,679.0,310.1,915.2,211.3,661.0,352.4,219.6,808.1,690.7,670.6,811.9,583.5,938.7,488.0,390.9,221.8,828.5,346.3,433.5,998.7,834.7,635.5,291.5,416.4,275.2,349.4,337.2,438.2,854.7,745.0,300.6,443.9,834.7,954.4,604.5,613.0,426.1,193.9,236.4,784.9,366.0,694.2,386.8,874.3,534.4,499.8,415.1,878.6,493.9,145.1,65.9,868.7,305.7,646.3,121.2,896.8,32.8,659.0,948.8,802.8,719.6,912.9,213.9,49.5,241.5,728.5,723.8,883.0,383.2,802.2,871.3,75.2,323.9,431.6,902.8,241.6,260.3,281.9,961.1,533.5,864.6,580.1,105.1,390.2,322.2,431.6,139.1,84.6,137.1,924.9,751.9,373.1,476.3,538.2,930.0,323.3,828.6,699.4,1056.4,0.0,144.7,895.5,884.3,387.6,766.2,307.3,960.3,897.5,68.5,348.0,417.7,1060.4,888.3,328.1,434.8,571.8,813.3,752.9,865.8,412.7,859.8,917.8,1030.2,344.4,300.6,931.7,677.2,693.1,359.2,852.8,586.2,587.3,773.7,296.7,339.7,280.6,747.2,70.7,459.0,861.1,327.2,963.7,827.6,662.3,671.9,947.5,868.2,743.0,838.8
RD,432.7,738.5,697.1,231.4,933.3,229.4,679.1,254.7,143.5,826.2,708.8,688.7,830.0,601.6,956.8,504.7,409.0,239.9,846.6,364.4,451.6,1016.8,852.8,653.6,309.6,433.0,293.3,367.5,473.0,456.3,872.8,763.1,318.7,462.0,852.8,972.5,622.6,631.1,444.2,117.8,254.5,803.0,384.1,712.3,404.9,891.0,552.5,518.3,433.2,896.7,512.0,69.0,107.2,886.8,322.4,664.4,43.0,914.9,102.6,677.1,966.9,820.9,737.7,931.0,232.0,150.8,165.4,746.6,740.5,901.1,401.3,820.3,889.4,96.5,340.6,449.7,920.9,258.3,277.0,300.0,977.8,550.2,881.3,598.2,62.6,408.3,338.9,449.7,157.2,136.4,32.2,941.6,768.6,389.8,494.4,556.3,948.1,341.4,846.7,717.5,1074.5,134.3,0.0,913.6,902.4,405.7,784.3,324.0,978.4,915.6,187.2,366.1,435.8,1078.5,905.0,346.2,452.9,589.9,830.0,771.0,883.9,430.8,877.9,935.9,1048.3,246.7,318.7,948.4,695.3,711.2,377.3,870.9,604.3,605.4,791.8,175.2,357.8,297.3,765.3,102.4,477.1,879.2,345.3,981.8,845.7,680.4,690.0,965.6,886.3,761.1,856.9
RK,678.5,419.6,560.1,988.2,790.3,807.0,396.9,1011.5,900.3,683.2,565.8,366.6,238.8,508.2,67.7,547.9,877.8,817.5,703.6,699.6,834.2,88.0,709.8,560.2,597.7,612.0,614.0,836.3,1187.4,635.3,729.8,158.1,787.5,925.8,163.7,829.5,529.2,396.6,463.6,874.6,703.3,482.7,665.1,364.0,613.9,749.4,459.1,536.2,613.3,248.4,894.6,825.8,784.9,129.7,901.4,382.2,801.9,771.9,817.0,485.0,95.8,500.6,285.6,85.0,677.4,865.2,922.2,603.6,178.8,758.1,870.1,238.3,746.4,775.6,919.6,608.7,78.3,647.9,856.0,877.6,90.1,458.2,739.7,430.9,785.8,654.1,809.1,458.0,860.0,852.2,863.7,72.8,317.9,862.1,777.7,391.1,146.5,681.2,703.7,574.5,931.5,850.1,855.0,0.0,88.3,584.7,641.3,637.0,111.5,772.6,901.6,543.1,739.4,935.5,110.1,686.0,698.7,496.5,688.4,628.0,253.3,609.8,138.6,792.9,905.3,1003.5,787.5,806.8,438.3,465.4,655.4,729.6,472.1,512.0,648.8,936.9,826.6,876.3,622.3,780.1,557.8,80.9,922.9,180.2,702.7,543.4,407.8,822.6,211.0,309.0,211.9
RQ,659.6,428.9,541.2,969.3,799.6,788.1,378.0,992.6,881.4,692.5,575.1,375.9,257.3,489.3,128.4,485.6,858.9,798.6,712.9,680.7,815.3,148.7,719.1,541.3,578.8,593.1,595.1,817.4,1168.5,616.4,739.1,139.2,768.6,906.9,205.9,838.8,510.3,405.9,444.7,855.7,684.4,492.0,646.2,373.3,595.0,758.7,440.2,473.9,594.4,309.1,875.7,806.9,766.0,190.4,882.5,363.3,783.0,781.2,798.1,466.1,156.5,509.9,266.7,145.7,658.5,846.3,903.3,612.9,159.9,767.4,851.2,247.6,755.7,756.7,900.7,589.8,18.5,629.0,837.1,858.7,150.8,439.3,749.0,440.2,766.9,635.2,790.2,439.1,841.1,833.3,844.8,133.5,299.0,843.2,758.8,372.2,207.2,662.3,713.0,583.8,940.8,831.2,836.1,60.6,0.0,565.8,650.6,618.1,172.2,781.9,882.7,524.2,720.5,944.8,170.8,667.1,679.8,477.6,697.7,637.3,234.4,590.9,199.3,802.2,914.6,984.6,768.6,816.1,447.6,446.5,636.5,738.9,453.2,493.1,658.1,918.0,807.7,857.4,631.6,761.2,538.9,62.0,904.0,240.9,712.0,524.5,388.9,831.9,271.7,290.1,272.6
RV,189.7,753.2,710.4,509.4,946.6,328.2,692.4,532.7,421.5,839.5,722.1,702.0,616.2,614.9,651.6,519.4,389.0,338.7,859.9,210.8,345.4,671.9,866.1,666.9,108.9,27.2,125.2,347.5,708.6,54.9,886.1,433.3,298.7,437.0,564.8,985.8,635.9,644.4,114.4,395.8,214.5,816.3,94.3,725.6,103.0,905.7,565.8,531.2,446.5,680.2,405.8,347.0,306.1,598.8,422.6,677.7,323.1,928.2,338.2,690.4,678.9,834.2,407.9,643.0,188.6,386.4,443.4,759.9,412.1,914.4,381.3,606.5,902.7,296.8,440.8,101.9,591.1,159.1,377.2,398.8,674.0,564.9,896.0,611.5,307.0,165.3,320.3,119.9,381.2,373.4,384.9,655.0,440.2,373.3,288.9,569.6,660.1,192.4,860.0,730.8,1087.8,371.3,376.2,583.8,572.6,0.0,797.6,152.8,695.4,928.9,422.8,54.3,250.6,1091.8,618.4,197.2,209.9,603.2,844.7,784.3,554.1,29.4,589.9,949.2,1061.6,524.7,298.7,963.1,708.6,724.5,166.6,885.9,274.5,618.7,805.1,458.1,337.8,397.5,778.6,301.3,149.3,513.9,444.1,693.8,859.0,693.7,703.3,978.9,650.4,431.3,643.1
RY,881.4,305.8,346.0,859.3,241.7,678.1,395.6,882.6,771.4,123.0,65.0,218.5,395.9,158.6,522.7,259.0,857.7,688.6,155.0,813.1,900.3,582.7,161.2,214.5,758.3,881.7,742.0,816.2,1058.5,905.0,169.6,542.8,767.4,905.7,418.7,269.3,297.1,261.8,785.2,745.7,703.2,368.9,832.8,338.3,853.6,189.2,252.6,245.9,662.4,462.6,960.7,696.9,656.0,452.7,772.5,380.9,673.0,211.7,688.1,351.6,532.8,386.8,496.4,496.9,680.7,736.3,793.3,80.1,563.5,197.9,850.0,386.2,186.2,646.7,790.7,898.4,615.8,708.4,727.1,748.7,545.1,213.6,179.5,247.1,656.9,857.0,789.0,779.6,731.1,723.3,734.8,508.9,579.2,839.9,943.1,272.8,514.0,790.1,143.5,56.8,371.3,721.2,724.7,593.1,597.3,854.4,0.0,776.1,544.3,224.0,772.7,814.8,884.5,375.3,472.3,794.9,901.6,264.4,128.2,79.4,638.0,879.5,443.8,244.3,345.1,874.6,767.4,246.6,303.5,385.7,826.0,169.4,846.0,279.9,88.6,808.0,806.5,747.4,91.5,651.2,877.4,538.6,794.0,547.7,142.5,329.3,406.5,262.4,452.2,529.7,422.8
SA,153.8,673.4,628.7,427.7,864.9,248.4,610.7,451.0,339.8,757.8,640.4,620.3,667.1,533.2,704.4,437.7,307.3,257.0,778.2,133.7,265.6,722.8,784.4,585.2,32.6,136.3,43.5,265.8,626.9,177.4,804.4,484.2,217.0,360.3,617.6,904.1,554.2,562.7,165.3,314.1,132.8,736.5,56.6,643.9,91.3,824.0,484.1,449.5,364.8,731.1,324.1,265.3,224.4,649.7,340.9,596.0,241.4,848.4,256.5,608.7,729.8,752.5,458.8,693.9,106.9,304.7,361.7,680.1,464.9,832.7,299.6,657.4,821.0,217.0,361.0,170.8,642.0,77.4,297.4,317.1,724.9,483.2,816.2,529.8,225.3,129.4,240.5,170.8,299.5,291.7,305.1,705.9,491.1,289.5,253.0,489.8,712.9,112.6,778.3,649.1,1008.0,289.6,296.4,634.7,625.4,128.7,715.9,0.0,746.3,849.1,341.1,89.1,205.1,1010.1,669.3,115.5,174.0,521.5,763.0,704.5,605.0,153.8,640.8,867.5,979.9,443.0,217.0,881.4,626.9,642.8,130.7,802.5,325.4,537.0,723.4,376.4,256.1,315.8,696.9,219.6,200.2,564.8,362.4,744.7,777.3,612.0,621.6,897.2,701.3,482.2,694.0
